ID,ProductgroepenEnOverigePosten,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12,WaardeInWerkelijkePrijzen_13,WaardePrijsniveau2005_14,VolumemutatieTOVVoorafgaandJaar_15,Prijsindexcijfers_16,WaardeInWerkelijkePrijzen_17,WaardePrijsniveau2005_18,VolumemutatieTOVVoorafgaandJaar_19,Prijsindexcijfers_20,WaardeInWerkelijkePrijzen_21,WaardePrijsniveau2005_22,VolumemutatieTOVVoorafgaandJaar_23,Prijsindexcijfers_24,WaardeInWerkelijkePrijzen_25,WaardePrijsniveau2005_26,VolumemutatieTOVVoorafgaandJaar_27,Prijsindexcijfers_28,WaardeInWerkelijkePrijzen_29,WaardeInWerkelijkePrijzen_30,WaardePrijsniveau2005_31,VolumemutatieTOVVoorafgaandJaar_32,Prijsindexcijfers_33
0,totprod,1988JJ00,466014.0,615552.0,,75.7,365404.0,528015.0,,69.2,100610.0,100117.0,,100.5,505432.0,674866.0,,74.9,202265.0,283429.0,,71.4,149747.0,232351.0,,64.4,45415.0,55334.0,,82.1,-425.0,108430.0,114923.0,,94.4
1,totprod,1989JJ00,504226.0,648223.0,5.3,77.8,391491.0,552145.0,4.6,70.9,112735.0,108113.0,8.0,104.3,548088.0,711685.0,5.5,77.0,219941.0,298127.0,5.2,73.8,156458.0,238663.0,2.7,65.6,47719.0,57305.0,3.6,83.3,2075.0,121895.0,124518.0,8.3,97.9
2,totprod,1990JJ00,526229.0,674883.0,4.1,78.0,409964.0,574083.0,4.0,71.4,116265.0,113084.0,4.6,102.8,574749.0,743028.0,4.4,77.4,230293.0,311142.0,4.4,74.0,164870.0,247041.0,3.5,66.7,49959.0,59237.0,3.4,84.3,1821.0,127806.0,132333.0,6.3,96.6
3,totprod,1991JJ00,556736.0,701927.0,4.0,79.3,433074.0,592450.0,3.2,73.1,123662.0,120836.0,6.9,102.3,608044.0,772423.0,4.0,78.7,243530.0,323948.0,4.1,75.2,175919.0,254567.0,3.0,69.1,51087.0,59630.0,0.7,85.7,1176.0,136332.0,140983.0,6.5,96.7
4,totprod,1992JJ00,571312.0,716890.0,2.1,79.7,446412.0,603549.0,1.9,74.0,124900.0,124506.0,3.0,100.3,625608.0,788996.0,2.1,79.3,249100.0,330352.0,2.0,75.4,184620.0,258337.0,1.5,71.5,52767.0,60713.0,1.8,86.9,1773.0,137348.0,145333.0,3.1,94.5
5,totprod,1993JJ00,574512.0,723338.0,0.9,79.4,452260.0,609213.0,0.9,74.2,122252.0,125452.0,0.8,97.4,631208.0,796231.0,0.9,79.3,249468.0,332057.0,0.5,75.1,191032.0,261620.0,1.3,73.0,52222.0,59546.0,-1.9,87.7,-1504.0,139990.0,152324.0,4.8,91.9
6,totprod,1994JJ00,609535.0,755758.0,4.5,80.7,474955.0,627448.0,3.0,75.7,134580.0,137983.0,10.0,97.5,670148.0,832162.0,4.5,80.5,262837.0,343371.0,3.4,76.5,199690.0,267038.0,2.1,74.8,53358.0,60729.0,2.0,87.9,729.0,153534.0,166316.0,9.2,92.3
7,totprod,1995JJ00,649487.0,793708.0,5.0,81.8,500312.0,648723.0,3.4,77.1,149175.0,152854.0,10.8,97.6,716092.0,874719.0,5.1,81.9,278928.0,357125.0,4.0,78.1,209385.0,274085.0,2.6,76.4,56831.0,64363.0,6.0,88.3,673.0,170275.0,183026.0,10.0,93.0
8,totprod,1996JJ00,687048.0,828074.0,4.3,83.0,528772.0,674413.0,4.0,78.4,158276.0,161367.0,5.6,98.1,758573.0,913880.0,4.5,83.0,299329.0,375357.0,5.1,79.7,217871.0,281402.0,2.7,77.4,62335.0,70472.0,9.5,88.5,233.0,178805.0,190642.0,4.2,93.8
9,totprod,1997JJ00,745387.0,880354.0,6.3,84.7,564793.0,704549.0,4.5,80.2,180594.0,181502.0,12.5,99.5,824363.0,972528.0,6.4,84.8,322268.0,396509.0,5.6,81.3,230663.0,290728.0,3.3,79.3,67525.0,76374.0,8.4,88.4,1061.0,202846.0,211008.0,10.7,96.1
10,totprod,1998JJ00,783860.0,929401.0,5.6,84.3,592032.0,735662.0,4.4,80.5,191828.0,198171.0,9.2,96.8,869224.0,1027407.0,5.6,84.6,337641.0,418734.0,5.6,80.6,245750.0,302681.0,4.1,81.2,72004.0,81326.0,6.5,88.5,2010.0,211819.0,225326.0,6.8,94.0
11,totprod,1999JJ00,837248.0,984396.0,5.9,85.1,628754.0,769556.0,4.6,81.7,208494.0,217909.0,10.0,95.7,930657.0,1088992.0,6.0,85.5,360636.0,440514.0,5.2,81.9,262693.0,315521.0,4.2,83.3,79351.0,88755.0,9.1,89.4,-92.0,228069.0,246175.0,9.3,92.6
12,totprod,2000JJ00,946343.0,1049679.0,6.6,90.2,697040.0,804431.0,4.5,86.7,249303.0,246160.0,13.0,101.3,1047312.0,1159692.0,6.5,90.3,406386.0,464457.0,5.4,87.5,282428.0,325253.0,3.1,86.8,81556.0,88621.0,-0.2,92.0,430.0,276512.0,280941.0,14.1,98.4
13,totprod,2001JJ00,993165.0,1072979.0,2.2,92.6,739011.0,821265.0,2.1,90.0,254154.0,252498.0,2.6,100.7,1100389.0,1184291.0,2.1,92.9,427878.0,473791.0,2.0,90.3,302847.0,333449.0,2.5,90.8,83917.0,89082.0,0.5,94.2,1518.0,284229.0,286734.0,2.1,99.1
14,totprod,2002JJ00,997843.0,1066676.0,-0.6,93.5,751429.0,814119.0,-0.9,92.3,246414.0,253091.0,0.2,97.4,1109021.0,1177671.0,-0.6,94.2,428202.0,466345.0,-1.6,91.8,319585.0,339036.0,1.7,94.3,82232.0,85064.0,-4.5,96.7,-1275.0,280277.0,288859.0,0.7,97.0
15,totprod,2003JJ00,1016669.0,1068227.0,0.1,95.2,767208.0,809222.0,-0.6,94.8,249461.0,259224.0,2.4,96.2,1125671.0,1178900.0,0.1,95.5,430824.0,459369.0,-1.5,93.8,331032.0,342152.0,0.9,96.7,82249.0,84187.0,-1.0,97.7,-759.0,282325.0,293929.0,1.8,96.1
16,totprod,2004JJ00,1063732.0,1099483.0,2.9,96.7,794439.0,823265.0,1.7,96.5,269293.0,276300.0,6.6,97.5,1177277.0,1213920.0,3.0,97.0,448845.0,466598.0,1.6,96.2,338197.0,345180.0,0.9,98.0,81409.0,82383.0,-2.1,98.8,817.0,308009.0,318795.0,8.5,96.6
17,totprod,2005JJ00,1131994.0,1131994.0,3.0,100.0,839069.0,839069.0,1.9,100.0,292925.0,292925.0,6.0,100.0,1249371.0,1249371.0,2.9,100.0,476815.0,476815.0,2.2,100.0,348256.0,348256.0,0.9,100.0,85659.0,85659.0,4.0,100.0,598.0,338043.0,338043.0,6.0,100.0
18,totprod,2006JJ00,1222437.0,1186784.0,4.8,103.0,892741.0,866699.0,3.3,103.0,329696.0,320085.0,9.3,103.0,1346547.0,1311356.0,5.0,102.7,511622.0,494897.0,3.8,103.4,365596.0,358618.0,3.0,101.9,94113.0,92301.0,7.8,102.0,1719.0,373497.0,363812.0,7.6,102.7
19,totprod,2007JJ00,1302887.0,1240244.0,4.5,105.1,948283.0,901115.0,4.0,105.2,354604.0,339129.0,5.9,104.6,1434907.0,1371112.0,4.6,104.7,544879.0,515623.0,4.2,105.7,382729.0,367495.0,2.5,104.1,101281.0,97545.0,5.7,103.8,2467.0,403551.0,388006.0,6.7,104.0
20,totprod,2008JJ00,1389027.0,1266703.0,2.1,109.7,1008442.0,919692.0,2.1,109.6,380585.0,347014.0,2.3,109.7,1524126.0,1398246.0,2.0,109.0,586852.0,525709.0,2.0,111.6,396925.0,373576.0,1.7,106.3,108279.0,102299.0,4.9,105.8,7.0,432063.0,396171.0,2.1,109.1
21,totprod,2009JJ00,1295327.0,1210371.0,-4.4,107.0,965546.0,889116.0,-3.3,108.6,329781.0,321261.0,-7.4,102.7,1418956.0,1331940.0,-4.7,106.5,552185.0,503937.0,-4.1,109.6,401837.0,375634.0,0.6,107.0,95858.0,89498.0,-12.5,107.1,-3283.0,372359.0,365028.0,-7.9,102.0
22,totprod,2010JJ00,1392407.0,1248443.0,3.1,111.5,1001693.0,893436.0,0.5,112.1,390714.0,356383.0,10.9,109.6,1520374.0,1374577.0,3.2,110.6,578806.0,503838.0,0.0,114.9,409939.0,378020.0,0.6,108.4,89649.0,82722.0,-7.6,108.4,2452.0,439528.0,408364.0,11.9,107.6
23,totprod,2011JJ00,1470119.0,1269450.0,1.7,115.8,1043231.0,898772.0,0.6,116.1,426888.0,372296.0,4.5,114.7,1601203.0,1397770.0,1.7,114.6,611341.0,505703.0,0.4,120.9,414563.0,377037.0,-0.3,110.0,94808.0,88540.0,7.0,107.1,1664.0,478827.0,424796.0,4.0,112.7
24,totprod,2012JJ00,1509275.0,1270846.0,0.1,118.8,1057182.0,887670.0,-1.2,119.1,452093.0,384946.0,3.4,117.4,1638053.0,1397847.0,0.0,117.2,622133.0,498593.0,-1.4,124.8,419862.0,373277.0,-1.0,112.5,90192.0,84935.0,-4.1,106.2,3074.0,502792.0,438391.0,3.2,114.7
25,0100000,1988JJ00,11592.0,10797.0,,107.4,6340.0,6088.0,,104.1,5252.0,4754.0,,110.5,14719.0,15308.0,,96.1,6585.0,5809.0,,113.4,2393.0,3112.0,,76.9,4.0,5.0,,75.0,-217.0,5954.0,6572.0,,90.6
26,0100000,1989JJ00,12226.0,11448.0,6.0,106.8,6856.0,6655.0,9.3,103.0,5370.0,4851.0,2.1,110.7,15531.0,16256.0,6.2,95.5,6816.0,5955.0,2.5,114.5,2513.0,3278.0,5.3,76.7,5.0,7.0,25.0,75.0,-120.0,6317.0,7136.0,8.6,88.5
27,0100000,1990JJ00,12716.0,12372.0,8.1,102.8,7378.0,7212.0,8.4,102.3,5338.0,5226.0,7.7,102.2,16260.0,17519.0,7.8,92.8,6672.0,6295.0,5.7,106.0,2659.0,3362.0,2.6,79.1,5.0,7.0,0.0,75.0,82.0,6842.0,7754.0,8.7,88.2
28,0100000,1991JJ00,13635.0,12980.0,4.9,105.0,7937.0,7552.0,4.7,105.1,5698.0,5497.0,5.2,103.7,17471.0,18518.0,5.7,94.3,6911.0,6429.0,2.1,107.5,2816.0,3384.0,0.6,83.2,4.0,5.0,-20.0,75.0,-26.0,7766.0,8746.0,12.8,88.8
29,0100000,1992JJ00,12857.0,13374.0,3.0,96.1,7518.0,7986.0,5.7,94.1,5339.0,5456.0,-0.7,97.9,17023.0,19123.0,3.3,89.0,6749.0,6588.0,2.5,102.4,2683.0,3443.0,1.7,77.9,4.0,5.0,0.0,75.0,-36.0,7623.0,9140.0,4.5,83.4
30,0100000,1993JJ00,12607.0,13501.0,0.9,93.4,7324.0,8010.0,0.3,91.4,5283.0,5557.0,1.9,95.1,16758.0,19240.0,0.6,87.1,6536.0,6566.0,-0.3,99.5,2628.0,3502.0,1.7,75.0,4.0,5.0,0.0,75.0,-92.0,7682.0,9315.0,1.9,82.5
31,0100000,1994JJ00,13760.0,14124.0,4.6,97.4,7862.0,8283.0,3.4,94.9,5898.0,5907.0,6.3,99.9,18288.0,20203.0,5.0,90.5,6941.0,6623.0,0.9,104.8,2833.0,3611.0,3.1,78.5,4.0,5.0,0.0,75.0,-32.0,8542.0,10076.0,8.2,84.8
32,0100000,1995JJ00,14635.0,14926.0,5.7,98.1,8127.0,8400.0,1.4,96.7,6508.0,6578.0,11.4,98.9,19352.0,21188.0,4.9,91.3,7144.0,6831.0,3.1,104.6,2937.0,3686.0,2.1,79.7,5.0,7.0,25.0,75.0,-41.0,9307.0,10810.0,7.3,86.1
33,0100000,1996JJ00,15057.0,15019.0,0.6,100.3,8151.0,8288.0,-1.3,98.4,6906.0,6780.0,3.1,101.9,19723.0,21329.0,0.7,92.5,7297.0,6939.0,1.6,105.2,3059.0,3777.0,2.5,81.0,5.0,7.0,0.0,75.0,8.0,9354.0,10703.0,-1.0,87.4
34,0100000,1997JJ00,16197.0,15649.0,4.2,103.5,8631.0,8702.0,5.0,99.2,7566.0,7001.0,3.3,108.1,21219.0,22202.0,4.1,95.6,7842.0,7154.0,3.1,109.6,3221.0,3879.0,2.7,83.0,7.0,9.0,40.0,75.0,-95.0,10244.0,11387.0,6.4,90.0
35,0100000,1998JJ00,16562.0,15536.0,-0.7,106.6,8848.0,8478.0,-2.6,104.4,7714.0,7098.0,1.4,108.7,21993.0,22015.0,-0.8,99.9,7881.0,7127.0,-0.4,110.6,3390.0,3841.0,-1.0,88.3,8.0,8.0,-14.3,100.0,-153.0,10867.0,11318.0,-0.6,96.0
36,0100000,1999JJ00,16528.0,16381.0,5.4,100.9,8845.0,9001.0,6.2,98.3,7683.0,7424.0,4.6,103.5,22416.0,23117.0,5.0,97.0,7652.0,7369.0,3.4,103.8,3563.0,3927.0,2.2,90.7,8.0,8.0,0.0,100.0,141.0,11052.0,11756.0,3.9,94.0
37,0100000,2000JJ00,17208.0,16931.0,3.4,101.6,9041.0,9359.0,4.0,96.6,8167.0,7621.0,2.6,107.2,23465.0,23895.0,3.4,98.2,7799.0,7567.0,2.7,103.1,3598.0,4014.0,2.2,89.6,8.0,8.0,0.0,100.0,54.0,12006.0,12238.0,4.1,98.1
38,0100000,2001JJ00,18354.0,17212.0,1.7,106.6,9388.0,9018.0,-3.6,104.1,8966.0,8193.0,7.5,109.4,24912.0,24161.0,1.1,103.1,8250.0,7578.0,0.1,108.9,3923.0,4020.0,0.2,97.6,9.0,9.0,12.5,100.0,303.0,12427.0,12245.0,0.1,101.5
39,0100000,2002JJ00,18214.0,16568.0,-3.7,109.9,9589.0,8984.0,-0.4,106.7,8625.0,7599.0,-7.2,113.5,24923.0,23405.0,-3.1,106.5,8095.0,7272.0,-4.0,111.3,4120.0,4000.0,-0.5,103.0,10.0,10.0,11.1,100.0,29.0,12669.0,12082.0,-1.3,104.9
40,0100000,2003JJ00,18886.0,17308.0,4.5,109.1,10161.0,9296.0,3.5,109.3,8725.0,8022.0,5.6,108.8,25709.0,24265.0,3.7,106.0,8195.0,7485.0,2.9,109.5,4084.0,3943.0,-1.4,103.6,11.0,11.0,10.0,100.0,-134.0,13553.0,12954.0,7.2,104.6
41,0100000,2004JJ00,18283.0,18034.0,4.2,101.4,9465.0,9615.0,3.4,98.4,8818.0,8430.0,5.1,104.6,25547.0,25268.0,4.1,101.1,7913.0,7496.0,0.1,105.6,4022.0,4017.0,1.9,100.1,10.0,10.0,-9.1,100.0,96.0,13506.0,13646.0,5.3,99.0
42,0100000,2005JJ00,18375.0,18375.0,1.9,100.0,9604.0,9604.0,-0.1,100.0,8771.0,8771.0,4.0,100.0,25617.0,25617.0,1.4,100.0,7570.0,7570.0,1.0,100.0,3963.0,3963.0,-1.3,100.0,10.0,10.0,0.0,100.0,41.0,14033.0,14033.0,2.8,100.0
43,0100000,2006JJ00,19981.0,18400.0,0.1,108.6,10709.0,9542.0,-0.6,112.2,9272.0,8858.0,1.0,104.7,27351.0,25862.0,1.0,105.8,8115.0,7617.0,0.6,106.5,4371.0,4051.0,2.2,107.9,11.0,11.0,10.0,100.0,-96.0,14950.0,14288.0,1.8,104.6
44,0100000,2007JJ00,22183.0,18811.0,2.2,117.9,11175.0,9665.0,1.3,115.6,11008.0,9152.0,3.3,120.3,29927.0,26429.0,2.2,113.2,9412.0,7954.0,4.4,118.3,4557.0,4139.0,2.2,110.1,13.0,13.0,18.2,100.0,-160.0,16105.0,14467.0,1.3,111.3
45,0100000,2008JJ00,23834.0,19494.0,3.6,122.3,10869.0,9926.0,2.7,109.5,12965.0,9571.0,4.6,135.5,31947.0,27322.0,3.4,116.9,10442.0,8006.0,0.6,130.4,4728.0,4204.0,1.6,112.5,13.0,12.0,-7.7,108.3,75.0,16689.0,15029.0,3.9,111.0
46,0100000,2009JJ00,22070.0,19525.0,0.2,113.0,10320.0,10165.0,2.4,101.5,11750.0,9406.0,-1.7,124.9,29845.0,27336.0,0.1,109.2,9550.0,8024.0,0.2,119.0,4579.0,4127.0,-1.8,111.0,15.0,13.0,7.7,116.1,148.0,15553.0,15004.0,-0.2,103.7
47,0100000,2010JJ00,24547.0,19811.0,1.5,123.9,11662.0,10169.0,0.0,114.7,12885.0,9661.0,2.7,133.4,32656.0,27749.0,1.5,117.7,10234.0,7902.0,-1.5,129.5,4922.0,4218.0,2.2,116.7,12.0,10.0,-20.0,116.1,189.0,17299.0,15460.0,3.0,111.9
48,0100000,2011JJ00,25825.0,19777.0,-0.2,130.6,11352.0,10143.0,-0.3,111.9,14473.0,9652.0,-0.1,149.9,34315.0,27576.0,-0.6,124.4,11751.0,8118.0,2.7,144.8,4909.0,4168.0,-1.2,117.8,17.0,11.0,8.3,151.8,471.0,17167.0,14786.0,-4.4,116.1
49,0100000,2012JJ00,26653.0,19501.0,-1.4,136.7,11740.0,10105.0,-0.4,116.2,14913.0,9441.0,-2.2,158.0,35251.0,27224.0,-1.3,129.5,12094.0,7967.0,-1.9,151.8,4965.0,4196.0,0.7,118.3,17.0,12.0,5.9,143.4,-240.0,18415.0,15175.0,2.6,121.4
50,0200000,1988JJ00,10590.0,9243.0,,114.6,10292.0,9217.0,,111.7,298.0,185.0,,161.4,11001.0,9489.0,,115.9,9265.0,7987.0,,116.0,172.0,202.0,,84.9,225.0,158.0,,142.0,146.0,1193.0,1017.0,,117.3
51,0200000,1989JJ00,11806.0,9259.0,0.2,127.5,11434.0,9179.0,-0.4,124.6,372.0,222.0,20.5,167.2,12312.0,9573.0,0.9,128.6,10270.0,8004.0,0.2,128.3,180.0,199.0,-1.7,90.5,315.0,209.0,32.0,150.6,127.0,1420.0,1056.0,3.9,134.4
52,0200000,1990JJ00,10996.0,9459.0,2.2,116.3,10614.0,9343.0,1.8,113.6,382.0,253.0,13.7,151.0,11457.0,9713.0,1.5,118.0,9326.0,7979.0,-0.3,116.9,184.0,202.0,1.7,91.0,309.0,232.0,10.8,133.4,173.0,1465.0,1139.0,7.9,128.6
53,0200000,1991JJ00,11132.0,9551.0,1.0,116.6,10691.0,9375.0,0.3,114.0,441.0,299.0,18.3,147.3,11579.0,9772.0,0.6,118.5,9535.0,8114.0,1.7,117.5,196.0,209.0,3.3,93.8,339.0,271.0,16.8,125.2,93.0,1416.0,1084.0,-4.8,130.6
54,0200000,1992JJ00,11228.0,9576.0,0.3,117.3,10745.0,9371.0,0.0,114.7,483.0,322.0,7.7,149.8,11703.0,9801.0,0.3,119.4,9702.0,8169.0,0.7,118.8,197.0,212.0,1.5,92.9,240.0,188.0,-30.7,127.9,97.0,1467.0,1148.0,5.9,127.8
55,0200000,1993JJ00,10207.0,9846.0,2.8,103.7,9704.0,9604.0,2.5,101.0,503.0,356.0,10.4,141.4,10710.0,10083.0,2.9,106.2,9075.0,8532.0,4.4,106.4,189.0,208.0,-2.0,91.0,225.0,195.0,3.8,115.6,-29.0,1250.0,1163.0,1.3,107.5
56,0200000,1994JJ00,10291.0,9819.0,-0.3,104.8,9731.0,9517.0,-0.9,102.2,560.0,397.0,11.7,140.9,10790.0,10019.0,-0.6,107.7,9090.0,8419.0,-1.3,108.0,186.0,213.0,2.6,87.2,283.0,254.0,30.7,111.3,-81.0,1312.0,1195.0,2.8,109.8
57,0200000,1995JJ00,10211.0,9923.0,1.1,102.9,9559.0,9477.0,-0.4,100.9,652.0,504.0,26.8,129.4,10753.0,10135.0,1.2,106.1,8902.0,8406.0,-0.2,105.9,172.0,199.0,-6.5,86.2,250.0,235.0,-7.8,106.6,-49.0,1478.0,1323.0,10.7,111.7
58,0200000,1996JJ00,10506.0,9956.0,0.3,105.5,9847.0,9514.0,0.4,103.5,659.0,502.0,-0.5,131.4,11074.0,10183.0,0.5,108.8,9090.0,8467.0,0.7,107.4,192.0,205.0,2.9,93.5,212.0,259.0,10.4,81.9,-31.0,1611.0,1267.0,-4.2,127.1
59,0200000,1997JJ00,11164.0,10022.0,0.7,111.4,10446.0,9571.0,0.6,109.1,718.0,509.0,1.5,141.0,11727.0,10198.0,0.2,115.0,9146.0,8071.0,-4.7,113.3,195.0,204.0,-0.5,95.5,600.0,685.0,164.6,87.6,782.0,1004.0,773.0,-39.0,129.8
60,0200000,1998JJ00,9670.0,9656.0,-3.6,100.1,9043.0,9321.0,-2.6,97.0,627.0,414.0,-18.7,151.4,10231.0,9863.0,-3.3,103.7,8729.0,8518.0,5.5,102.5,198.0,216.0,5.6,91.8,156.0,167.0,-75.7,93.5,89.0,1059.0,945.0,22.2,112.1
61,0200000,1999JJ00,9181.0,9872.0,2.2,93.0,8555.0,9503.0,2.0,90.0,626.0,440.0,6.2,142.3,9744.0,10109.0,2.5,96.4,8190.0,8561.0,0.5,95.7,198.0,230.0,6.6,86.1,222.0,259.0,55.1,85.8,-76.0,1210.0,1211.0,28.1,99.9
62,0200000,2000JJ00,9991.0,9562.0,-3.1,104.5,9316.0,9229.0,-2.9,100.9,675.0,411.0,-6.5,164.2,10560.0,9810.0,-3.0,107.6,8820.0,8331.0,-2.7,105.9,232.0,245.0,6.6,94.7,124.0,132.0,-49.1,94.2,-72.0,1456.0,1231.0,1.7,118.3
63,0200000,2001JJ00,10095.0,9149.0,-4.3,110.3,9502.0,8815.0,-4.5,107.8,593.0,403.0,-2.1,147.3,10570.0,9388.0,-4.3,112.6,8613.0,7746.0,-7.0,111.2,236.0,249.0,1.7,94.7,164.0,176.0,33.9,93.0,-75.0,1632.0,1321.0,7.3,123.6
64,0200000,2002JJ00,9259.0,9384.0,2.6,98.7,8678.0,8801.0,-0.2,98.6,581.0,589.0,46.4,98.6,9763.0,9691.0,3.2,100.7,7646.0,7645.0,-1.3,100.0,253.0,262.0,5.1,96.6,172.0,196.0,11.0,87.9,-6.0,1698.0,1609.0,21.9,105.5
65,0200000,2003JJ00,8771.0,9140.0,-2.6,96.0,8138.0,8528.0,-3.1,95.4,633.0,618.0,4.8,102.5,9248.0,9414.0,-2.9,98.2,7369.0,7603.0,-0.5,96.9,291.0,247.0,-5.5,117.6,105.0,106.0,-45.9,99.3,-18.0,1501.0,1489.0,-7.5,100.8
66,0200000,2004JJ00,9423.0,9692.0,6.0,97.2,8706.0,8960.0,5.1,97.2,717.0,733.0,18.6,97.8,9890.0,10054.0,6.8,98.4,7684.0,7797.0,2.6,98.6,283.0,278.0,12.4,101.8,184.0,180.0,70.5,102.0,36.0,1703.0,1760.0,18.2,96.8
67,0200000,2005JJ00,9711.0,9711.0,0.2,100.0,8928.0,8928.0,-0.4,100.0,783.0,783.0,6.8,100.0,10098.0,10098.0,0.4,100.0,7737.0,7737.0,-0.8,100.0,279.0,279.0,0.4,100.0,147.0,147.0,-18.5,100.0,-14.0,1949.0,1949.0,10.7,100.0
68,0200000,2006JJ00,10193.0,9760.0,0.5,104.4,9368.0,8950.0,0.2,104.7,825.0,810.0,3.4,101.9,10452.0,10161.0,0.6,102.9,7863.0,7669.0,-0.9,102.5,279.0,280.0,0.4,99.6,121.0,115.0,-21.8,105.2,5.0,2184.0,2093.0,7.4,104.3
69,0200000,2007JJ00,10577.0,9961.0,2.1,106.2,9749.0,9234.0,3.2,105.6,828.0,725.0,-10.5,114.3,11305.0,10399.0,2.3,108.7,8516.0,7833.0,2.1,108.7,279.0,277.0,-1.1,100.7,223.0,208.0,81.0,107.1,30.0,2257.0,2045.0,-2.3,110.4
70,0200000,2008JJ00,11452.0,10240.0,2.8,111.8,10495.0,9444.0,2.3,111.1,957.0,789.0,8.9,121.2,12265.0,10687.0,2.8,114.8,9181.0,8028.0,2.5,114.4,300.0,287.0,3.6,104.6,174.0,169.0,-18.8,103.0,63.0,2547.0,2139.0,4.6,119.1
71,0200000,2009JJ00,10492.0,10488.0,2.4,100.0,9453.0,9655.0,2.2,97.9,1039.0,825.0,4.5,126.0,11290.0,10942.0,2.4,103.2,8135.0,8142.0,1.4,99.9,299.0,274.0,-4.3,108.9,195.0,193.0,14.4,100.9,-4.0,2665.0,2322.0,8.6,114.8
72,0200000,2010JJ00,11190.0,10742.0,2.4,104.2,10017.0,9749.0,1.0,102.7,1173.0,953.0,15.6,123.0,12131.0,11231.0,2.6,108.0,8828.0,8307.0,2.0,106.3,327.0,281.0,2.3,116.4,168.0,164.0,-14.9,102.1,15.0,2793.0,2443.0,5.2,114.3
73,0200000,2011JJ00,12086.0,10666.0,-0.7,113.3,10836.0,9705.0,-0.5,111.7,1250.0,927.0,-2.8,134.9,13105.0,11168.0,-0.6,117.3,9870.0,8400.0,1.1,117.5,320.0,280.0,-0.3,114.3,129.0,134.0,-18.5,96.2,-16.0,2802.0,2345.0,-4.0,119.5
74,0200000,2012JJ00,12745.0,10794.0,1.2,118.1,11423.0,9824.0,1.2,116.3,1322.0,935.0,0.9,141.4,13798.0,11308.0,1.3,122.0,10089.0,8414.0,0.2,119.9,337.0,282.0,0.6,119.6,179.0,190.0,41.9,94.1,41.0,3152.0,2376.0,1.3,132.7
75,0300000,1988JJ00,1346.0,2215.0,,60.8,1346.0,2215.0,,60.8,,,,,1323.0,2191.0,,60.4,1171.0,1850.0,,63.3,152.0,324.0,,46.8,,,,,,,,,
76,0300000,1989JJ00,1425.0,2274.0,2.7,62.7,1425.0,2274.0,2.7,62.7,,,,,1399.0,2249.0,2.6,62.2,1215.0,1863.0,0.7,65.2,184.0,382.0,17.8,48.1,,,,,,,,,
77,0300000,1990JJ00,1514.0,2328.0,2.4,65.0,1514.0,2328.0,2.4,65.0,,,,,1486.0,2294.0,2.0,64.8,1282.0,1894.0,1.6,67.7,204.0,399.0,4.3,51.2,,,,,,,,,
78,0300000,1991JJ00,1628.0,2407.0,3.4,67.6,1628.0,2407.0,3.4,67.6,,,,,1597.0,2374.0,3.5,67.3,1372.0,1963.0,3.7,69.9,225.0,409.0,2.5,55.1,,,,,,,,,
79,0300000,1992JJ00,1721.0,2438.0,1.3,70.6,1721.0,2438.0,1.3,70.6,,,,,1688.0,2404.0,1.3,70.2,1441.0,1990.0,1.4,72.4,247.0,410.0,0.4,60.2,,,,,,,,,
80,0300000,1993JJ00,1744.0,2408.0,-1.2,72.4,1744.0,2408.0,-1.2,72.4,,,,,1707.0,2379.0,-1.1,71.8,1442.0,1952.0,-1.9,73.9,265.0,427.0,4.0,62.1,,,,,,,,,
81,0300000,1994JJ00,1755.0,2367.0,-1.7,74.2,1755.0,2367.0,-1.7,74.2,,,,,1716.0,2333.0,-1.9,73.6,1435.0,1898.0,-2.8,75.6,281.0,438.0,2.6,64.1,,,,,,,,,
82,0300000,1995JJ00,1757.0,2330.0,-1.5,75.4,1757.0,2330.0,-1.5,75.4,,,,,1717.0,2290.0,-1.8,75.0,1424.0,1853.0,-2.4,76.9,293.0,443.0,1.1,66.2,,,,,,,,,
83,0300000,1996JJ00,1845.0,2385.0,2.3,77.4,1845.0,2385.0,2.3,77.4,,,,,1799.0,2337.0,2.0,77.0,1491.0,1906.0,2.9,78.2,308.0,434.0,-2.0,71.0,,,,,,,,,
84,0300000,1997JJ00,1952.0,2519.0,5.6,77.5,1952.0,2519.0,5.6,77.5,,,,,1909.0,2476.0,5.9,77.1,1587.0,2024.0,6.2,78.4,322.0,455.0,4.9,70.8,,,,,,,,,
85,0300000,1998JJ00,2062.0,2630.0,4.4,78.4,2062.0,2630.0,4.4,78.4,,,,,2013.0,2581.0,4.2,78.0,1670.0,2114.0,4.5,79.0,343.0,469.0,3.1,73.1,,,,,,,,,
