ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
1751,A052132,A019121,1999JJ00,0
1752,A052132,A019121,2000JJ00,0
1753,A052132,A019121,2001JJ00,0
1754,A052132,A019121,2002JJ00,0
1755,A052132,A019121,2003JJ00,0
1756,A052132,A019121,2004JJ00,0
1757,A052132,A019121,2005JJ00,0
1758,A052132,A019121,2006JJ00,0
1759,A052132,A019121,2007JJ00,0
1760,A052132,A019121,2008JJ00,0
1761,A052132,A019121,2009JJ00,0
1762,A052132,A019121,2010JJ00,0
1763,A052132,A019121,2011JJ00,0
1764,A052132,A019121,2012JJ00,0
1765,A052132,A019121,2013JJ00,0
1766,A052132,A019121,2014JJ00,4
1767,A052132,A019121,2015JJ00,4
1768,A052132,A019121,2016JJ00,5
1769,A052132,A019121,2017JJ00,5
1770,A052132,A019121,2018JJ00,5
1771,A052132,A019121,2019JJ00,8
1772,A052132,A019121,2020JJ00,21
1773,A052132,A019121,2021JJ00,24
1774,A052132,A019121,2022JJ00,29
1775,A052132,A019122,1998JJ00,33
1776,A052132,A019122,1999JJ00,35
1777,A052132,A019122,2000JJ00,39
1778,A052132,A019122,2001JJ00,60
1779,A052132,A019122,2002JJ00,70
1780,A052132,A019122,2003JJ00,77
1781,A052132,A019122,2004JJ00,90
1782,A052132,A019122,2005JJ00,89
1783,A052132,A019122,2006JJ00,88
1784,A052132,A019122,2007JJ00,96
1785,A052132,A019122,2008JJ00,103
1786,A052132,A019122,2009JJ00,110
1787,A052132,A019122,2010JJ00,118
1788,A052132,A019122,2011JJ00,134
1789,A052132,A019122,2012JJ00,150
1790,A052132,A019122,2013JJ00,156
1791,A052132,A019122,2014JJ00,165
1792,A052132,A019122,2015JJ00,174
1793,A052132,A019122,2016JJ00,184
1794,A052132,A019122,2017JJ00,189
1795,A052132,A019122,2018JJ00,197
1796,A052132,A019122,2019JJ00,213
1797,A052132,A019122,2020JJ00,416
1798,A052132,A019122,2021JJ00,259
1799,A052132,A019122,2022JJ00,239
1800,A052132,A019123,1998JJ00,33
1801,A052132,A019123,1999JJ00,35
1802,A052132,A019123,2000JJ00,39
1803,A052132,A019123,2001JJ00,60
1804,A052132,A019123,2002JJ00,70
1805,A052132,A019123,2003JJ00,77
1806,A052132,A019123,2004JJ00,90
1807,A052132,A019123,2005JJ00,89
1808,A052132,A019123,2006JJ00,88
1809,A052132,A019123,2007JJ00,96
1810,A052132,A019123,2008JJ00,103
1811,A052132,A019123,2009JJ00,110
1812,A052132,A019123,2010JJ00,118
1813,A052132,A019123,2011JJ00,134
1814,A052132,A019123,2012JJ00,150
1815,A052132,A019123,2013JJ00,156
1816,A052132,A019123,2014JJ00,165
1817,A052132,A019123,2015JJ00,174
1818,A052132,A019123,2016JJ00,184
1819,A052132,A019123,2017JJ00,189
1820,A052132,A019123,2018JJ00,197
1821,A052132,A019123,2019JJ00,213
1822,A052132,A019123,2020JJ00,226
1823,A052132,A019123,2021JJ00,224
1824,A052132,A019123,2022JJ00,237
1825,A052132,A019124,1998JJ00,0
1826,A052132,A019124,1999JJ00,0
1827,A052132,A019124,2000JJ00,0
1828,A052132,A019124,2001JJ00,0
1829,A052132,A019124,2002JJ00,0
1830,A052132,A019124,2003JJ00,0
1831,A052132,A019124,2004JJ00,0
1832,A052132,A019124,2005JJ00,0
1833,A052132,A019124,2006JJ00,0
1834,A052132,A019124,2007JJ00,0
1835,A052132,A019124,2008JJ00,0
1836,A052132,A019124,2009JJ00,0
1837,A052132,A019124,2010JJ00,0
1838,A052132,A019124,2011JJ00,0
1839,A052132,A019124,2012JJ00,0
1840,A052132,A019124,2013JJ00,0
1841,A052132,A019124,2014JJ00,0
1842,A052132,A019124,2015JJ00,0
1843,A052132,A019124,2016JJ00,0
1844,A052132,A019124,2017JJ00,0
1845,A052132,A019124,2018JJ00,0
1846,A052132,A019124,2019JJ00,0
1847,A052132,A019124,2020JJ00,66
1848,A052132,A019124,2021JJ00,4
1849,A052132,A019124,2022JJ00,0
1850,A052132,A019125,1998JJ00,0
1851,A052132,A019125,1999JJ00,0
1852,A052132,A019125,2000JJ00,0
1853,A052132,A019125,2001JJ00,0
1854,A052132,A019125,2002JJ00,0
1855,A052132,A019125,2003JJ00,0
1856,A052132,A019125,2004JJ00,0
1857,A052132,A019125,2005JJ00,0
1858,A052132,A019125,2006JJ00,0
1859,A052132,A019125,2007JJ00,0
1860,A052132,A019125,2008JJ00,0
1861,A052132,A019125,2009JJ00,0
1862,A052132,A019125,2010JJ00,0
1863,A052132,A019125,2011JJ00,0
1864,A052132,A019125,2012JJ00,0
1865,A052132,A019125,2013JJ00,0
1866,A052132,A019125,2014JJ00,0
1867,A052132,A019125,2015JJ00,0
1868,A052132,A019125,2016JJ00,0
1869,A052132,A019125,2017JJ00,0
1870,A052132,A019125,2018JJ00,0
1871,A052132,A019125,2019JJ00,0
1872,A052132,A019125,2020JJ00,9
1873,A052132,A019125,2021JJ00,2
1874,A052132,A019125,2022JJ00,0
1875,A052132,A019126,1998JJ00,0
1876,A052132,A019126,1999JJ00,0
1877,A052132,A019126,2000JJ00,0
1878,A052132,A019126,2001JJ00,0
1879,A052132,A019126,2002JJ00,0
1880,A052132,A019126,2003JJ00,0
1881,A052132,A019126,2004JJ00,0
1882,A052132,A019126,2005JJ00,0
1883,A052132,A019126,2006JJ00,0
1884,A052132,A019126,2007JJ00,0
1885,A052132,A019126,2008JJ00,0
1886,A052132,A019126,2009JJ00,0
1887,A052132,A019126,2010JJ00,0
1888,A052132,A019126,2011JJ00,0
1889,A052132,A019126,2012JJ00,0
1890,A052132,A019126,2013JJ00,0
1891,A052132,A019126,2014JJ00,0
1892,A052132,A019126,2015JJ00,0
1893,A052132,A019126,2016JJ00,0
1894,A052132,A019126,2017JJ00,0
1895,A052132,A019126,2018JJ00,0
1896,A052132,A019126,2019JJ00,0
1897,A052132,A019126,2020JJ00,115
1898,A052132,A019126,2021JJ00,28
1899,A052132,A019126,2022JJ00,1
1900,A052132,A019127,1998JJ00,0
1901,A052132,A019127,1999JJ00,0
1902,A052132,A019127,2000JJ00,0
1903,A052132,A019127,2001JJ00,0
1904,A052132,A019127,2002JJ00,0
1905,A052132,A019127,2003JJ00,20
1906,A052132,A019127,2004JJ00,43
1907,A052132,A019127,2005JJ00,43
1908,A052132,A019127,2006JJ00,30
1909,A052132,A019127,2007JJ00,46
1910,A052132,A019127,2008JJ00,43
1911,A052132,A019127,2009JJ00,37
1912,A052132,A019127,2010JJ00,39
1913,A052132,A019127,2011JJ00,10
1914,A052132,A019127,2012JJ00,6
1915,A052132,A019127,2013JJ00,0
1916,A052132,A019127,2014JJ00,0
1917,A052132,A019127,2015JJ00,0
1918,A052132,A019127,2016JJ00,0
1919,A052132,A019127,2017JJ00,0
1920,A052132,A019127,2018JJ00,0
1921,A052132,A019127,2019JJ00,0
1922,A052132,A019127,2020JJ00,7
1923,A052132,A019127,2021JJ00,2
1924,A052132,A019127,2022JJ00,0
1925,A052132,A019128,1998JJ00,0
1926,A052132,A019128,1999JJ00,0
1927,A052132,A019128,2000JJ00,0
1928,A052132,A019128,2001JJ00,0
1929,A052132,A019128,2002JJ00,0
1930,A052132,A019128,2003JJ00,0
1931,A052132,A019128,2004JJ00,0
1932,A052132,A019128,2005JJ00,0
1933,A052132,A019128,2006JJ00,0
1934,A052132,A019128,2007JJ00,0
1935,A052132,A019128,2008JJ00,0
1936,A052132,A019128,2009JJ00,0
1937,A052132,A019128,2010JJ00,0
1938,A052132,A019128,2011JJ00,0
1939,A052132,A019128,2012JJ00,0
1940,A052132,A019128,2013JJ00,0
1941,A052132,A019128,2014JJ00,0
1942,A052132,A019128,2015JJ00,0
1943,A052132,A019128,2016JJ00,0
1944,A052132,A019128,2017JJ00,0
1945,A052132,A019128,2018JJ00,0
1946,A052132,A019128,2019JJ00,0
1947,A052132,A019128,2020JJ00,3
1948,A052132,A019128,2021JJ00,0
1949,A052132,A019128,2022JJ00,0
1950,A052132,A019129,1998JJ00,0
1951,A052132,A019129,1999JJ00,0
1952,A052132,A019129,2000JJ00,0
1953,A052132,A019129,2001JJ00,0
1954,A052132,A019129,2002JJ00,0
1955,A052132,A019129,2003JJ00,20
1956,A052132,A019129,2004JJ00,43
1957,A052132,A019129,2005JJ00,43
1958,A052132,A019129,2006JJ00,30
1959,A052132,A019129,2007JJ00,46
1960,A052132,A019129,2008JJ00,43
1961,A052132,A019129,2009JJ00,37
1962,A052132,A019129,2010JJ00,39
1963,A052132,A019129,2011JJ00,10
1964,A052132,A019129,2012JJ00,6
1965,A052132,A019129,2013JJ00,0
1966,A052132,A019129,2014JJ00,0
1967,A052132,A019129,2015JJ00,0
1968,A052132,A019129,2016JJ00,0
1969,A052132,A019129,2017JJ00,0
1970,A052132,A019129,2018JJ00,0
1971,A052132,A019129,2019JJ00,0
1972,A052132,A019129,2020JJ00,4
1973,A052132,A019129,2021JJ00,2
1974,A052132,A019129,2022JJ00,0
1975,A052132,A019131,1998JJ00,60
1976,A052132,A019131,1999JJ00,60
1977,A052132,A019131,2000JJ00,62
1978,A052132,A019131,2001JJ00,64
1979,A052132,A019131,2002JJ00,73
1980,A052132,A019131,2003JJ00,82
1981,A052132,A019131,2004JJ00,80
1982,A052132,A019131,2005JJ00,77
1983,A052132,A019131,2006JJ00,604
1984,A052132,A019131,2007JJ00,585
1985,A052132,A019131,2008JJ00,520
1986,A052132,A019131,2009JJ00,601
1987,A052132,A019131,2010JJ00,564
1988,A052132,A019131,2011JJ00,547
1989,A052132,A019131,2012JJ00,510
1990,A052132,A019131,2013JJ00,443
1991,A052132,A019131,2014JJ00,411
1992,A052132,A019131,2015JJ00,275
1993,A052132,A019131,2016JJ00,280
1994,A052132,A019131,2017JJ00,304
1995,A052132,A019131,2018JJ00,305
1996,A052132,A019131,2019JJ00,373
1997,A052132,A019131,2020JJ00,410
1998,A052132,A019131,2021JJ00,449
1999,A052132,A019131,2022JJ00,471
2000,A052132,A019132,1998JJ00,0
2001,A052132,A019132,1999JJ00,0
2002,A052132,A019132,2000JJ00,0
2003,A052132,A019132,2001JJ00,0
2004,A052132,A019132,2002JJ00,0
2005,A052132,A019132,2003JJ00,0
2006,A052132,A019132,2004JJ00,0
2007,A052132,A019132,2005JJ00,0
2008,A052132,A019132,2006JJ00,0
2009,A052132,A019132,2007JJ00,0
2010,A052132,A019132,2008JJ00,0
2011,A052132,A019132,2009JJ00,0
2012,A052132,A019132,2010JJ00,0
2013,A052132,A019132,2011JJ00,0
2014,A052132,A019132,2012JJ00,0
2015,A052132,A019132,2013JJ00,0
2016,A052132,A019132,2014JJ00,0
2017,A052132,A019132,2015JJ00,0
2018,A052132,A019132,2016JJ00,0
2019,A052132,A019132,2017JJ00,0
2020,A052132,A019132,2018JJ00,0
2021,A052132,A019132,2019JJ00,0
2022,A052132,A019132,2020JJ00,0
2023,A052132,A019132,2021JJ00,0
2024,A052132,A019132,2022JJ00,0
2025,A052132,A019133,1998JJ00,60
2026,A052132,A019133,1999JJ00,60
2027,A052132,A019133,2000JJ00,62
2028,A052132,A019133,2001JJ00,64
2029,A052132,A019133,2002JJ00,73
2030,A052132,A019133,2003JJ00,82
2031,A052132,A019133,2004JJ00,80
2032,A052132,A019133,2005JJ00,77
2033,A052132,A019133,2006JJ00,604
2034,A052132,A019133,2007JJ00,585
2035,A052132,A019133,2008JJ00,520
2036,A052132,A019133,2009JJ00,601
2037,A052132,A019133,2010JJ00,564
2038,A052132,A019133,2011JJ00,547
2039,A052132,A019133,2012JJ00,510
2040,A052132,A019133,2013JJ00,443
2041,A052132,A019133,2014JJ00,411
2042,A052132,A019133,2015JJ00,275
2043,A052132,A019133,2016JJ00,280
2044,A052132,A019133,2017JJ00,304
2045,A052132,A019133,2018JJ00,305
2046,A052132,A019133,2019JJ00,373
2047,A052132,A019133,2020JJ00,410
2048,A052132,A019133,2021JJ00,449
2049,A052132,A019133,2022JJ00,471
2050,A052132,A019134,1998JJ00,0
2051,A052132,A019134,1999JJ00,0
2052,A052132,A019134,2000JJ00,0
2053,A052132,A019134,2001JJ00,0
2054,A052132,A019134,2002JJ00,0
2055,A052132,A019134,2003JJ00,0
2056,A052132,A019134,2004JJ00,0
2057,A052132,A019134,2005JJ00,0
2058,A052132,A019134,2006JJ00,0
2059,A052132,A019134,2007JJ00,0
2060,A052132,A019134,2008JJ00,4
2061,A052132,A019134,2009JJ00,4
2062,A052132,A019134,2010JJ00,6
2063,A052132,A019134,2011JJ00,6
2064,A052132,A019134,2012JJ00,8
2065,A052132,A019134,2013JJ00,0
2066,A052132,A019134,2014JJ00,0
2067,A052132,A019134,2015JJ00,0
2068,A052132,A019134,2016JJ00,0
2069,A052132,A019134,2017JJ00,0
2070,A052132,A019134,2018JJ00,0
2071,A052132,A019134,2019JJ00,0
2072,A052132,A019134,2020JJ00,17
2073,A052132,A019134,2021JJ00,11
2074,A052132,A019134,2022JJ00,1
2075,A052132,A019135,1998JJ00,0
2076,A052132,A019135,1999JJ00,0
2077,A052132,A019135,2000JJ00,0
2078,A052132,A019135,2001JJ00,0
2079,A052132,A019135,2002JJ00,0
2080,A052132,A019135,2003JJ00,0
2081,A052132,A019135,2004JJ00,0
2082,A052132,A019135,2005JJ00,0
2083,A052132,A019135,2006JJ00,0
2084,A052132,A019135,2007JJ00,0
2085,A052132,A019135,2008JJ00,0
2086,A052132,A019135,2009JJ00,0
2087,A052132,A019135,2010JJ00,0
2088,A052132,A019135,2011JJ00,0
2089,A052132,A019135,2012JJ00,0
2090,A052132,A019135,2013JJ00,0
2091,A052132,A019135,2014JJ00,0
2092,A052132,A019135,2015JJ00,0
2093,A052132,A019135,2016JJ00,0
2094,A052132,A019135,2017JJ00,0
2095,A052132,A019135,2018JJ00,0
2096,A052132,A019135,2019JJ00,0
2097,A052132,A019135,2020JJ00,23
2098,A052132,A019135,2021JJ00,19
2099,A052132,A019135,2022JJ00,2
2100,A052132,A019136,1998JJ00,0
2101,A052132,A019136,1999JJ00,0
2102,A052132,A019136,2000JJ00,0
2103,A052132,A019136,2001JJ00,0
2104,A052132,A019136,2002JJ00,0
2105,A052132,A019136,2003JJ00,0
2106,A052132,A019136,2004JJ00,0
2107,A052132,A019136,2005JJ00,0
2108,A052132,A019136,2006JJ00,0
2109,A052132,A019136,2007JJ00,0
2110,A052132,A019136,2008JJ00,0
2111,A052132,A019136,2009JJ00,0
2112,A052132,A019136,2010JJ00,0
2113,A052132,A019136,2011JJ00,0
2114,A052132,A019136,2012JJ00,0
2115,A052132,A019136,2013JJ00,0
2116,A052132,A019136,2014JJ00,0
2117,A052132,A019136,2015JJ00,0
2118,A052132,A019136,2016JJ00,0
2119,A052132,A019136,2017JJ00,0
2120,A052132,A019136,2018JJ00,0
2121,A052132,A019136,2019JJ00,0
2122,A052132,A019136,2020JJ00,0
2123,A052132,A019136,2021JJ00,0
2124,A052132,A019136,2022JJ00,0
2125,A052132,A019137,1998JJ00,0
2126,A052132,A019137,1999JJ00,0
2127,A052132,A019137,2000JJ00,0
2128,A052132,A019137,2001JJ00,0
2129,A052132,A019137,2002JJ00,0
2130,A052132,A019137,2003JJ00,0
2131,A052132,A019137,2004JJ00,0
2132,A052132,A019137,2005JJ00,0
2133,A052132,A019137,2006JJ00,0
2134,A052132,A019137,2007JJ00,0
2135,A052132,A019137,2008JJ00,0
2136,A052132,A019137,2009JJ00,0
2137,A052132,A019137,2010JJ00,0
2138,A052132,A019137,2011JJ00,0
2139,A052132,A019137,2012JJ00,0
2140,A052132,A019137,2013JJ00,0
2141,A052132,A019137,2014JJ00,0
2142,A052132,A019137,2015JJ00,0
2143,A052132,A019137,2016JJ00,0
2144,A052132,A019137,2017JJ00,0
2145,A052132,A019137,2018JJ00,0
2146,A052132,A019137,2019JJ00,0
2147,A052132,A019137,2020JJ00,0
2148,A052132,A019137,2021JJ00,0
2149,A052132,A019137,2022JJ00,0
2150,A052132,A019138,1998JJ00,0
2151,A052132,A019138,1999JJ00,0
2152,A052132,A019138,2000JJ00,0
2153,A052132,A019138,2001JJ00,0
2154,A052132,A019138,2002JJ00,0
2155,A052132,A019138,2003JJ00,0
2156,A052132,A019138,2004JJ00,0
2157,A052132,A019138,2005JJ00,0
2158,A052132,A019138,2006JJ00,0
2159,A052132,A019138,2007JJ00,0
2160,A052132,A019138,2008JJ00,0
2161,A052132,A019138,2009JJ00,0
2162,A052132,A019138,2010JJ00,0
2163,A052132,A019138,2011JJ00,0
2164,A052132,A019138,2012JJ00,0
2165,A052132,A019138,2013JJ00,0
2166,A052132,A019138,2014JJ00,0
2167,A052132,A019138,2015JJ00,0
2168,A052132,A019138,2016JJ00,0
2169,A052132,A019138,2017JJ00,0
2170,A052132,A019138,2018JJ00,0
2171,A052132,A019138,2019JJ00,0
2172,A052132,A019138,2020JJ00,0
2173,A052132,A019138,2021JJ00,0
2174,A052132,A019138,2022JJ00,0
2175,A052132,A019139,1998JJ00,0
2176,A052132,A019139,1999JJ00,0
2177,A052132,A019139,2000JJ00,0
2178,A052132,A019139,2001JJ00,0
2179,A052132,A019139,2002JJ00,0
2180,A052132,A019139,2003JJ00,0
2181,A052132,A019139,2004JJ00,0
2182,A052132,A019139,2005JJ00,0
2183,A052132,A019139,2006JJ00,0
2184,A052132,A019139,2007JJ00,0
2185,A052132,A019139,2008JJ00,0
2186,A052132,A019139,2009JJ00,0
2187,A052132,A019139,2010JJ00,0
2188,A052132,A019139,2011JJ00,0
2189,A052132,A019139,2012JJ00,0
2190,A052132,A019139,2013JJ00,0
2191,A052132,A019139,2014JJ00,0
2192,A052132,A019139,2015JJ00,0
2193,A052132,A019139,2016JJ00,0
2194,A052132,A019139,2017JJ00,0
2195,A052132,A019139,2018JJ00,0
2196,A052132,A019139,2019JJ00,0
2197,A052132,A019139,2020JJ00,23
2198,A052132,A019139,2021JJ00,19
2199,A052132,A019139,2022JJ00,2
2200,A052132,A019140,1998JJ00,0
2201,A052132,A019140,1999JJ00,0
2202,A052132,A019140,2000JJ00,0
2203,A052132,A019140,2001JJ00,0
2204,A052132,A019140,2002JJ00,0
2205,A052132,A019140,2003JJ00,0
2206,A052132,A019140,2004JJ00,0
2207,A052132,A019140,2005JJ00,0
2208,A052132,A019140,2006JJ00,0
2209,A052132,A019140,2007JJ00,0
2210,A052132,A019140,2008JJ00,0
2211,A052132,A019140,2009JJ00,0
2212,A052132,A019140,2010JJ00,0
2213,A052132,A019140,2011JJ00,0
2214,A052132,A019140,2012JJ00,0
2215,A052132,A019140,2013JJ00,0
2216,A052132,A019140,2014JJ00,0
2217,A052132,A019140,2015JJ00,0
2218,A052132,A019140,2016JJ00,0
2219,A052132,A019140,2017JJ00,0
2220,A052132,A019140,2018JJ00,0
2221,A052132,A019140,2019JJ00,0
2222,A052132,A019140,2020JJ00,0
2223,A052132,A019140,2021JJ00,0
2224,A052132,A019140,2022JJ00,0
2225,A052132,A019141,1998JJ00,0
2226,A052132,A019141,1999JJ00,0
2227,A052132,A019141,2000JJ00,0
2228,A052132,A019141,2001JJ00,0
2229,A052132,A019141,2002JJ00,0
2230,A052132,A019141,2003JJ00,0
2231,A052132,A019141,2004JJ00,0
2232,A052132,A019141,2005JJ00,0
2233,A052132,A019141,2006JJ00,0
2234,A052132,A019141,2007JJ00,0
2235,A052132,A019141,2008JJ00,0
2236,A052132,A019141,2009JJ00,0
2237,A052132,A019141,2010JJ00,0
2238,A052132,A019141,2011JJ00,0
2239,A052132,A019141,2012JJ00,0
2240,A052132,A019141,2013JJ00,0
2241,A052132,A019141,2014JJ00,0
2242,A052132,A019141,2015JJ00,0
2243,A052132,A019141,2016JJ00,0
2244,A052132,A019141,2017JJ00,0
2245,A052132,A019141,2018JJ00,0
2246,A052132,A019141,2019JJ00,0
2247,A052132,A019141,2020JJ00,0
2248,A052132,A019141,2021JJ00,0
2249,A052132,A019141,2022JJ00,0
2250,A052132,A019142,1998JJ00,0
2251,A052132,A019142,1999JJ00,0
2252,A052132,A019142,2000JJ00,0
2253,A052132,A019142,2001JJ00,0
2254,A052132,A019142,2002JJ00,0
2255,A052132,A019142,2003JJ00,0
2256,A052132,A019142,2004JJ00,0
2257,A052132,A019142,2005JJ00,0
2258,A052132,A019142,2006JJ00,0
2259,A052132,A019142,2007JJ00,0
2260,A052132,A019142,2008JJ00,0
2261,A052132,A019142,2009JJ00,0
2262,A052132,A019142,2010JJ00,0
2263,A052132,A019142,2011JJ00,0
2264,A052132,A019142,2012JJ00,0
2265,A052132,A019142,2013JJ00,0
2266,A052132,A019142,2014JJ00,0
2267,A052132,A019142,2015JJ00,0
2268,A052132,A019142,2016JJ00,0
2269,A052132,A019142,2017JJ00,0
2270,A052132,A019142,2018JJ00,0
2271,A052132,A019142,2019JJ00,0
2272,A052132,A019142,2020JJ00,0
2273,A052132,A019142,2021JJ00,0
2274,A052132,A019142,2022JJ00,0
2275,A052132,A019144,1998JJ00,0
2276,A052132,A019144,1999JJ00,0
2277,A052132,A019144,2000JJ00,0
2278,A052132,A019144,2001JJ00,0
2279,A052132,A019144,2002JJ00,0
2280,A052132,A019144,2003JJ00,0
2281,A052132,A019144,2004JJ00,0
2282,A052132,A019144,2005JJ00,0
2283,A052132,A019144,2006JJ00,0
2284,A052132,A019144,2007JJ00,0
2285,A052132,A019144,2008JJ00,0
2286,A052132,A019144,2009JJ00,0
2287,A052132,A019144,2010JJ00,0
2288,A052132,A019144,2011JJ00,0
2289,A052132,A019144,2012JJ00,0
2290,A052132,A019144,2013JJ00,0
2291,A052132,A019144,2014JJ00,0
2292,A052132,A019144,2015JJ00,0
2293,A052132,A019144,2016JJ00,0
2294,A052132,A019144,2017JJ00,0
2295,A052132,A019144,2018JJ00,0
2296,A052132,A019144,2019JJ00,0
2297,A052132,A019144,2020JJ00,0
2298,A052132,A019144,2021JJ00,0
2299,A052132,A019144,2022JJ00,0
2300,A052132,A019145,1998JJ00,0
2301,A052132,A019145,1999JJ00,0
2302,A052132,A019145,2000JJ00,0
2303,A052132,A019145,2001JJ00,0
2304,A052132,A019145,2002JJ00,0
2305,A052132,A019145,2003JJ00,0
2306,A052132,A019145,2004JJ00,0
2307,A052132,A019145,2005JJ00,0
2308,A052132,A019145,2006JJ00,0
2309,A052132,A019145,2007JJ00,0
2310,A052132,A019145,2008JJ00,0
2311,A052132,A019145,2009JJ00,0
2312,A052132,A019145,2010JJ00,0
2313,A052132,A019145,2011JJ00,0
2314,A052132,A019145,2012JJ00,0
2315,A052132,A019145,2013JJ00,0
2316,A052132,A019145,2014JJ00,0
2317,A052132,A019145,2015JJ00,0
2318,A052132,A019145,2016JJ00,0
2319,A052132,A019145,2017JJ00,0
2320,A052132,A019145,2018JJ00,0
2321,A052132,A019145,2019JJ00,0
2322,A052132,A019145,2020JJ00,26
2323,A052132,A019145,2021JJ00,10
2324,A052132,A019145,2022JJ00,1
2325,A052133,T001102,1998JJ00,122
2326,A052133,T001102,1999JJ00,125
2327,A052133,T001102,2000JJ00,129
2328,A052133,T001102,2001JJ00,136
2329,A052133,T001102,2002JJ00,164
2330,A052133,T001102,2003JJ00,158
2331,A052133,T001102,2004JJ00,162
2332,A052133,T001102,2005JJ00,171
2333,A052133,T001102,2006JJ00,164
2334,A052133,T001102,2007JJ00,165
2335,A052133,T001102,2008JJ00,166
2336,A052133,T001102,2009JJ00,183
2337,A052133,T001102,2010JJ00,191
2338,A052133,T001102,2011JJ00,204
2339,A052133,T001102,2012JJ00,213
2340,A052133,T001102,2013JJ00,206
2341,A052133,T001102,2014JJ00,196
2342,A052133,T001102,2015JJ00,207
2343,A052133,T001102,2016JJ00,208
2344,A052133,T001102,2017JJ00,211
2345,A052133,T001102,2018JJ00,219
2346,A052133,T001102,2019JJ00,229
2347,A052133,T001102,2020JJ00,224
2348,A052133,T001102,2021JJ00,222
2349,A052133,T001102,2022JJ00,253
2350,A052133,A041721,1998JJ00,122
2351,A052133,A041721,1999JJ00,125
2352,A052133,A041721,2000JJ00,129
2353,A052133,A041721,2001JJ00,136
2354,A052133,A041721,2002JJ00,164
2355,A052133,A041721,2003JJ00,158
2356,A052133,A041721,2004JJ00,162
2357,A052133,A041721,2005JJ00,171
2358,A052133,A041721,2006JJ00,164
2359,A052133,A041721,2007JJ00,165
2360,A052133,A041721,2008JJ00,166
2361,A052133,A041721,2009JJ00,183
2362,A052133,A041721,2010JJ00,191
2363,A052133,A041721,2011JJ00,204
2364,A052133,A041721,2012JJ00,213
2365,A052133,A041721,2013JJ00,206
2366,A052133,A041721,2014JJ00,196
2367,A052133,A041721,2015JJ00,207
2368,A052133,A041721,2016JJ00,208
2369,A052133,A041721,2017JJ00,211
2370,A052133,A041721,2018JJ00,219
2371,A052133,A041721,2019JJ00,229
2372,A052133,A041721,2020JJ00,224
2373,A052133,A041721,2021JJ00,222
2374,A052133,A041721,2022JJ00,253
2375,A052133,A019115,1998JJ00,44
2376,A052133,A019115,1999JJ00,48
2377,A052133,A019115,2000JJ00,50
2378,A052133,A019115,2001JJ00,56
2379,A052133,A019115,2002JJ00,66
2380,A052133,A019115,2003JJ00,70
2381,A052133,A019115,2004JJ00,74
2382,A052133,A019115,2005JJ00,79
2383,A052133,A019115,2006JJ00,81
2384,A052133,A019115,2007JJ00,86
2385,A052133,A019115,2008JJ00,93
2386,A052133,A019115,2009JJ00,112
2387,A052133,A019115,2010JJ00,122
2388,A052133,A019115,2011JJ00,131
2389,A052133,A019115,2012JJ00,146
2390,A052133,A019115,2013JJ00,139
2391,A052133,A019115,2014JJ00,129
2392,A052133,A019115,2015JJ00,142
2393,A052133,A019115,2016JJ00,142
2394,A052133,A019115,2017JJ00,144
2395,A052133,A019115,2018JJ00,149
2396,A052133,A019115,2019JJ00,156
2397,A052133,A019115,2020JJ00,150
2398,A052133,A019115,2021JJ00,147
2399,A052133,A019115,2022JJ00,166
2400,A052133,A019116,1998JJ00,44
2401,A052133,A019116,1999JJ00,48
2402,A052133,A019116,2000JJ00,50
2403,A052133,A019116,2001JJ00,56
2404,A052133,A019116,2002JJ00,66
2405,A052133,A019116,2003JJ00,70
2406,A052133,A019116,2004JJ00,74
2407,A052133,A019116,2005JJ00,79
2408,A052133,A019116,2006JJ00,81
2409,A052133,A019116,2007JJ00,86
2410,A052133,A019116,2008JJ00,93
2411,A052133,A019116,2009JJ00,112
2412,A052133,A019116,2010JJ00,122
2413,A052133,A019116,2011JJ00,131
2414,A052133,A019116,2012JJ00,146
2415,A052133,A019116,2013JJ00,139
2416,A052133,A019116,2014JJ00,129
2417,A052133,A019116,2015JJ00,142
2418,A052133,A019116,2016JJ00,142
2419,A052133,A019116,2017JJ00,144
2420,A052133,A019116,2018JJ00,149
2421,A052133,A019116,2019JJ00,156
2422,A052133,A019116,2020JJ00,150
2423,A052133,A019116,2021JJ00,147
2424,A052133,A019116,2022JJ00,166
2425,A052133,A019117,1998JJ00,0
2426,A052133,A019117,1999JJ00,0
2427,A052133,A019117,2000JJ00,0
2428,A052133,A019117,2001JJ00,0
2429,A052133,A019117,2002JJ00,0
2430,A052133,A019117,2003JJ00,0
2431,A052133,A019117,2004JJ00,0
2432,A052133,A019117,2005JJ00,0
2433,A052133,A019117,2006JJ00,0
2434,A052133,A019117,2007JJ00,0
2435,A052133,A019117,2008JJ00,0
2436,A052133,A019117,2009JJ00,0
2437,A052133,A019117,2010JJ00,0
2438,A052133,A019117,2011JJ00,0
2439,A052133,A019117,2012JJ00,0
2440,A052133,A019117,2013JJ00,0
2441,A052133,A019117,2014JJ00,0
2442,A052133,A019117,2015JJ00,0
2443,A052133,A019117,2016JJ00,0
2444,A052133,A019117,2017JJ00,0
2445,A052133,A019117,2018JJ00,0
2446,A052133,A019117,2019JJ00,0
2447,A052133,A019117,2020JJ00,0
