ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
3885,A019213,T001102,2008JJ00,6430
3886,A019213,T001102,2009JJ00,7420
3887,A019213,T001102,2010JJ00,8063
3888,A019213,T001102,2011JJ00,8360
3889,A019213,T001102,2012JJ00,8755
3890,A019213,T001102,2013JJ00,8504
3891,A019213,T001102,2014JJ00,8609
3892,A019213,T001102,2015JJ00,9382
3893,A019213,T001102,2016JJ00,9317
3894,A019213,T001102,2017JJ00,9341
3895,A019213,T001102,2018JJ00,9852
3896,A019213,T001102,2019JJ00,10337
3897,A019213,T001102,2020JJ00,11200
3898,A019213,T001102,2021JJ00,11332
3899,A019213,T001102,2022JJ00,11638
3900,A019213,A041721,1998JJ00,3214
3901,A019213,A041721,1999JJ00,3440
3902,A019213,A041721,2000JJ00,3741
3903,A019213,A041721,2001JJ00,4226
3904,A019213,A041721,2002JJ00,4848
3905,A019213,A041721,2003JJ00,5341
3906,A019213,A041721,2004JJ00,5650
3907,A019213,A041721,2005JJ00,6083
3908,A019213,A041721,2006JJ00,6150
3909,A019213,A041721,2007JJ00,6505
3910,A019213,A041721,2008JJ00,6430
3911,A019213,A041721,2009JJ00,7420
3912,A019213,A041721,2010JJ00,8063
3913,A019213,A041721,2011JJ00,8360
3914,A019213,A041721,2012JJ00,8755
3915,A019213,A041721,2013JJ00,8504
3916,A019213,A041721,2014JJ00,8609
3917,A019213,A041721,2015JJ00,9382
3918,A019213,A041721,2016JJ00,9317
3919,A019213,A041721,2017JJ00,9341
3920,A019213,A041721,2018JJ00,9852
3921,A019213,A041721,2019JJ00,10337
3922,A019213,A041721,2020JJ00,11200
3923,A019213,A041721,2021JJ00,11332
3924,A019213,A041721,2022JJ00,11638
3925,A019213,A019115,1998JJ00,555
3926,A019213,A019115,1999JJ00,603
3927,A019213,A019115,2000JJ00,639
3928,A019213,A019115,2001JJ00,701
3929,A019213,A019115,2002JJ00,792
3930,A019213,A019115,2003JJ00,889
3931,A019213,A019115,2004JJ00,934
3932,A019213,A019115,2005JJ00,1017
3933,A019213,A019115,2006JJ00,1054
3934,A019213,A019115,2007JJ00,1160
3935,A019213,A019115,2008JJ00,677
3936,A019213,A019115,2009JJ00,1097
3937,A019213,A019115,2010JJ00,1156
3938,A019213,A019115,2011JJ00,1203
3939,A019213,A019115,2012JJ00,1217
3940,A019213,A019115,2013JJ00,1408
3941,A019213,A019115,2014JJ00,1451
3942,A019213,A019115,2015JJ00,1259
3943,A019213,A019115,2016JJ00,1204
3944,A019213,A019115,2017JJ00,1183
3945,A019213,A019115,2018JJ00,1226
3946,A019213,A019115,2019JJ00,1297
3947,A019213,A019115,2020JJ00,1354
3948,A019213,A019115,2021JJ00,1503
3949,A019213,A019115,2022JJ00,1574
3950,A019213,A019116,1998JJ00,9
3951,A019213,A019116,1999JJ00,14
3952,A019213,A019116,2000JJ00,17
3953,A019213,A019116,2001JJ00,17
3954,A019213,A019116,2002JJ00,21
3955,A019213,A019116,2003JJ00,25
3956,A019213,A019116,2004JJ00,28
3957,A019213,A019116,2005JJ00,35
3958,A019213,A019116,2006JJ00,29
3959,A019213,A019116,2007JJ00,40
3960,A019213,A019116,2008JJ00,40
3961,A019213,A019116,2009JJ00,40
3962,A019213,A019116,2010JJ00,40
3963,A019213,A019116,2011JJ00,26
3964,A019213,A019116,2012JJ00,40
3965,A019213,A019116,2013JJ00,19
3966,A019213,A019116,2014JJ00,19
3967,A019213,A019116,2015JJ00,55
3968,A019213,A019116,2016JJ00,61
3969,A019213,A019116,2017JJ00,63
3970,A019213,A019116,2018JJ00,70
3971,A019213,A019116,2019JJ00,75
3972,A019213,A019116,2020JJ00,89
3973,A019213,A019116,2021JJ00,98
3974,A019213,A019116,2022JJ00,104
3975,A019213,A019117,1998JJ00,546
3976,A019213,A019117,1999JJ00,589
3977,A019213,A019117,2000JJ00,622
3978,A019213,A019117,2001JJ00,684
3979,A019213,A019117,2002JJ00,771
3980,A019213,A019117,2003JJ00,864
3981,A019213,A019117,2004JJ00,906
3982,A019213,A019117,2005JJ00,982
3983,A019213,A019117,2006JJ00,1025
3984,A019213,A019117,2007JJ00,1120
3985,A019213,A019117,2008JJ00,637
3986,A019213,A019117,2009JJ00,1058
3987,A019213,A019117,2010JJ00,1117
3988,A019213,A019117,2011JJ00,1177
3989,A019213,A019117,2012JJ00,1178
3990,A019213,A019117,2013JJ00,1389
3991,A019213,A019117,2014JJ00,1431
3992,A019213,A019117,2015JJ00,1204
3993,A019213,A019117,2016JJ00,1143
3994,A019213,A019117,2017JJ00,1121
3995,A019213,A019117,2018JJ00,1155
3996,A019213,A019117,2019JJ00,1222
3997,A019213,A019117,2020JJ00,1266
3998,A019213,A019117,2021JJ00,1404
3999,A019213,A019117,2022JJ00,1470
4000,A019213,A019118,1998JJ00,0
4001,A019213,A019118,1999JJ00,0
4002,A019213,A019118,2000JJ00,0
4003,A019213,A019118,2001JJ00,0
4004,A019213,A019118,2002JJ00,0
4005,A019213,A019118,2003JJ00,0
4006,A019213,A019118,2004JJ00,0
4007,A019213,A019118,2005JJ00,0
4008,A019213,A019118,2006JJ00,0
4009,A019213,A019118,2007JJ00,0
4010,A019213,A019118,2008JJ00,0
4011,A019213,A019118,2009JJ00,0
4012,A019213,A019118,2010JJ00,0
4013,A019213,A019118,2011JJ00,0
4014,A019213,A019118,2012JJ00,0
4015,A019213,A019118,2013JJ00,0
4016,A019213,A019118,2014JJ00,0
4017,A019213,A019118,2015JJ00,0
4018,A019213,A019118,2016JJ00,0
4019,A019213,A019118,2017JJ00,0
4020,A019213,A019118,2018JJ00,0
4021,A019213,A019118,2019JJ00,0
4022,A019213,A019118,2020JJ00,0
4023,A019213,A019118,2021JJ00,0
4024,A019213,A019118,2022JJ00,0
4025,A019213,A019119,1998JJ00,2484
4026,A019213,A019119,1999JJ00,2635
4027,A019213,A019119,2000JJ00,2857
4028,A019213,A019119,2001JJ00,3165
4029,A019213,A019119,2002JJ00,3520
4030,A019213,A019119,2003JJ00,3820
4031,A019213,A019119,2004JJ00,3996
4032,A019213,A019119,2005JJ00,4219
4033,A019213,A019119,2006JJ00,3978
4034,A019213,A019119,2007JJ00,4013
4035,A019213,A019119,2008JJ00,4140
4036,A019213,A019119,2009JJ00,4469
4037,A019213,A019119,2010JJ00,4714
4038,A019213,A019119,2011JJ00,4831
4039,A019213,A019119,2012JJ00,5008
4040,A019213,A019119,2013JJ00,4538
4041,A019213,A019119,2014JJ00,4475
4042,A019213,A019119,2015JJ00,5019
4043,A019213,A019119,2016JJ00,5188
4044,A019213,A019119,2017JJ00,5101
4045,A019213,A019119,2018JJ00,5369
4046,A019213,A019119,2019JJ00,5618
4047,A019213,A019119,2020JJ00,6093
4048,A019213,A019119,2021JJ00,5809
4049,A019213,A019119,2022JJ00,5899
4050,A019213,A019120,1998JJ00,1316
4051,A019213,A019120,1999JJ00,1370
4052,A019213,A019120,2000JJ00,1497
4053,A019213,A019120,2001JJ00,1682
4054,A019213,A019120,2002JJ00,1864
4055,A019213,A019120,2003JJ00,2023
4056,A019213,A019120,2004JJ00,2104
4057,A019213,A019120,2005JJ00,2251
4058,A019213,A019120,2006JJ00,1625
4059,A019213,A019120,2007JJ00,1567
4060,A019213,A019120,2008JJ00,1484
4061,A019213,A019120,2009JJ00,1594
4062,A019213,A019120,2010JJ00,1751
4063,A019213,A019120,2011JJ00,1833
4064,A019213,A019120,2012JJ00,1839
4065,A019213,A019120,2013JJ00,1598
4066,A019213,A019120,2014JJ00,1560
4067,A019213,A019120,2015JJ00,1819
4068,A019213,A019120,2016JJ00,1770
4069,A019213,A019120,2017JJ00,1794
4070,A019213,A019120,2018JJ00,1812
4071,A019213,A019120,2019JJ00,1901
4072,A019213,A019120,2020JJ00,2259
4073,A019213,A019120,2021JJ00,1943
4074,A019213,A019120,2022JJ00,1852
4075,A019213,A019121,1998JJ00,1168
4076,A019213,A019121,1999JJ00,1265
4077,A019213,A019121,2000JJ00,1360
4078,A019213,A019121,2001JJ00,1484
4079,A019213,A019121,2002JJ00,1656
4080,A019213,A019121,2003JJ00,1797
4081,A019213,A019121,2004JJ00,1892
4082,A019213,A019121,2005JJ00,1968
4083,A019213,A019121,2006JJ00,2353
4084,A019213,A019121,2007JJ00,2446
4085,A019213,A019121,2008JJ00,2656
4086,A019213,A019121,2009JJ00,2875
4087,A019213,A019121,2010JJ00,2963
4088,A019213,A019121,2011JJ00,2998
4089,A019213,A019121,2012JJ00,3169
4090,A019213,A019121,2013JJ00,2940
4091,A019213,A019121,2014JJ00,2916
4092,A019213,A019121,2015JJ00,3200
4093,A019213,A019121,2016JJ00,3418
4094,A019213,A019121,2017JJ00,3306
4095,A019213,A019121,2018JJ00,3557
4096,A019213,A019121,2019JJ00,3717
4097,A019213,A019121,2020JJ00,3834
4098,A019213,A019121,2021JJ00,3866
4099,A019213,A019121,2022JJ00,4047
4100,A019213,A019122,1998JJ00,0
4101,A019213,A019122,1999JJ00,0
4102,A019213,A019122,2000JJ00,2
4103,A019213,A019122,2001JJ00,0
4104,A019213,A019122,2002JJ00,0
4105,A019213,A019122,2003JJ00,0
4106,A019213,A019122,2004JJ00,0
4107,A019213,A019122,2005JJ00,0
4108,A019213,A019122,2006JJ00,0
4109,A019213,A019122,2007JJ00,0
4110,A019213,A019122,2008JJ00,0
4111,A019213,A019122,2009JJ00,0
4112,A019213,A019122,2010JJ00,0
4113,A019213,A019122,2011JJ00,0
4114,A019213,A019122,2012JJ00,0
4115,A019213,A019122,2013JJ00,0
4116,A019213,A019122,2014JJ00,0
4117,A019213,A019122,2015JJ00,66
4118,A019213,A019122,2016JJ00,52
4119,A019213,A019122,2017JJ00,45
4120,A019213,A019122,2018JJ00,45
4121,A019213,A019122,2019JJ00,42
4122,A019213,A019122,2020JJ00,40
4123,A019213,A019122,2021JJ00,32
4124,A019213,A019122,2022JJ00,26
4125,A019213,A019123,1998JJ00,0
4126,A019213,A019123,1999JJ00,0
4127,A019213,A019123,2000JJ00,0
4128,A019213,A019123,2001JJ00,0
4129,A019213,A019123,2002JJ00,0
4130,A019213,A019123,2003JJ00,0
4131,A019213,A019123,2004JJ00,0
4132,A019213,A019123,2005JJ00,0
4133,A019213,A019123,2006JJ00,0
4134,A019213,A019123,2007JJ00,0
4135,A019213,A019123,2008JJ00,0
4136,A019213,A019123,2009JJ00,0
4137,A019213,A019123,2010JJ00,0
4138,A019213,A019123,2011JJ00,0
4139,A019213,A019123,2012JJ00,0
4140,A019213,A019123,2013JJ00,0
4141,A019213,A019123,2014JJ00,0
4142,A019213,A019123,2015JJ00,0
4143,A019213,A019123,2016JJ00,0
4144,A019213,A019123,2017JJ00,0
4145,A019213,A019123,2018JJ00,0
4146,A019213,A019123,2019JJ00,0
4147,A019213,A019123,2020JJ00,0
4148,A019213,A019123,2021JJ00,0
4149,A019213,A019123,2022JJ00,0
4150,A019213,A019124,1998JJ00,0
4151,A019213,A019124,1999JJ00,0
4152,A019213,A019124,2000JJ00,0
4153,A019213,A019124,2001JJ00,0
4154,A019213,A019124,2002JJ00,0
4155,A019213,A019124,2003JJ00,0
4156,A019213,A019124,2004JJ00,0
4157,A019213,A019124,2005JJ00,0
4158,A019213,A019124,2006JJ00,0
4159,A019213,A019124,2007JJ00,0
4160,A019213,A019124,2008JJ00,0
4161,A019213,A019124,2009JJ00,0
4162,A019213,A019124,2010JJ00,0
4163,A019213,A019124,2011JJ00,0
4164,A019213,A019124,2012JJ00,0
4165,A019213,A019124,2013JJ00,0
4166,A019213,A019124,2014JJ00,0
4167,A019213,A019124,2015JJ00,0
4168,A019213,A019124,2016JJ00,0
4169,A019213,A019124,2017JJ00,0
4170,A019213,A019124,2018JJ00,0
4171,A019213,A019124,2019JJ00,0
4172,A019213,A019124,2020JJ00,0
4173,A019213,A019124,2021JJ00,0
4174,A019213,A019124,2022JJ00,0
4175,A019213,A019125,1998JJ00,0
4176,A019213,A019125,1999JJ00,0
4177,A019213,A019125,2000JJ00,2
4178,A019213,A019125,2001JJ00,0
4179,A019213,A019125,2002JJ00,0
4180,A019213,A019125,2003JJ00,0
4181,A019213,A019125,2004JJ00,0
4182,A019213,A019125,2005JJ00,0
4183,A019213,A019125,2006JJ00,0
4184,A019213,A019125,2007JJ00,0
4185,A019213,A019125,2008JJ00,0
4186,A019213,A019125,2009JJ00,0
4187,A019213,A019125,2010JJ00,0
4188,A019213,A019125,2011JJ00,0
4189,A019213,A019125,2012JJ00,0
4190,A019213,A019125,2013JJ00,0
4191,A019213,A019125,2014JJ00,0
4192,A019213,A019125,2015JJ00,66
4193,A019213,A019125,2016JJ00,52
4194,A019213,A019125,2017JJ00,45
4195,A019213,A019125,2018JJ00,45
4196,A019213,A019125,2019JJ00,42
4197,A019213,A019125,2020JJ00,40
4198,A019213,A019125,2021JJ00,32
4199,A019213,A019125,2022JJ00,26
4200,A019213,A019126,1998JJ00,0
4201,A019213,A019126,1999JJ00,0
4202,A019213,A019126,2000JJ00,0
4203,A019213,A019126,2001JJ00,0
4204,A019213,A019126,2002JJ00,0
4205,A019213,A019126,2003JJ00,0
4206,A019213,A019126,2004JJ00,0
4207,A019213,A019126,2005JJ00,0
4208,A019213,A019126,2006JJ00,0
4209,A019213,A019126,2007JJ00,0
4210,A019213,A019126,2008JJ00,0
4211,A019213,A019126,2009JJ00,0
4212,A019213,A019126,2010JJ00,0
4213,A019213,A019126,2011JJ00,0
4214,A019213,A019126,2012JJ00,0
4215,A019213,A019126,2013JJ00,0
4216,A019213,A019126,2014JJ00,0
4217,A019213,A019126,2015JJ00,0
4218,A019213,A019126,2016JJ00,0
4219,A019213,A019126,2017JJ00,0
4220,A019213,A019126,2018JJ00,0
4221,A019213,A019126,2019JJ00,0
4222,A019213,A019126,2020JJ00,0
4223,A019213,A019126,2021JJ00,0
4224,A019213,A019126,2022JJ00,0
4225,A019213,A019127,1998JJ00,0
4226,A019213,A019127,1999JJ00,0
4227,A019213,A019127,2000JJ00,0
4228,A019213,A019127,2001JJ00,0
4229,A019213,A019127,2002JJ00,0
4230,A019213,A019127,2003JJ00,0
4231,A019213,A019127,2004JJ00,0
4232,A019213,A019127,2005JJ00,0
4233,A019213,A019127,2006JJ00,0
4234,A019213,A019127,2007JJ00,0
4235,A019213,A019127,2008JJ00,0
4236,A019213,A019127,2009JJ00,0
4237,A019213,A019127,2010JJ00,0
4238,A019213,A019127,2011JJ00,0
4239,A019213,A019127,2012JJ00,0
4240,A019213,A019127,2013JJ00,0
4241,A019213,A019127,2014JJ00,0
4242,A019213,A019127,2015JJ00,0
4243,A019213,A019127,2016JJ00,0
4244,A019213,A019127,2017JJ00,0
4245,A019213,A019127,2018JJ00,0
4246,A019213,A019127,2019JJ00,0
4247,A019213,A019127,2020JJ00,0
4248,A019213,A019127,2021JJ00,0
4249,A019213,A019127,2022JJ00,0
4250,A019213,A019128,1998JJ00,0
4251,A019213,A019128,1999JJ00,0
4252,A019213,A019128,2000JJ00,0
4253,A019213,A019128,2001JJ00,0
4254,A019213,A019128,2002JJ00,0
4255,A019213,A019128,2003JJ00,0
4256,A019213,A019128,2004JJ00,0
4257,A019213,A019128,2005JJ00,0
4258,A019213,A019128,2006JJ00,0
4259,A019213,A019128,2007JJ00,0
4260,A019213,A019128,2008JJ00,0
4261,A019213,A019128,2009JJ00,0
4262,A019213,A019128,2010JJ00,0
4263,A019213,A019128,2011JJ00,0
4264,A019213,A019128,2012JJ00,0
4265,A019213,A019128,2013JJ00,0
4266,A019213,A019128,2014JJ00,0
4267,A019213,A019128,2015JJ00,0
4268,A019213,A019128,2016JJ00,0
4269,A019213,A019128,2017JJ00,0
4270,A019213,A019128,2018JJ00,0
4271,A019213,A019128,2019JJ00,0
4272,A019213,A019128,2020JJ00,0
4273,A019213,A019128,2021JJ00,0
4274,A019213,A019128,2022JJ00,0
4275,A019213,A019129,1998JJ00,0
4276,A019213,A019129,1999JJ00,0
4277,A019213,A019129,2000JJ00,0
4278,A019213,A019129,2001JJ00,0
4279,A019213,A019129,2002JJ00,0
4280,A019213,A019129,2003JJ00,0
4281,A019213,A019129,2004JJ00,0
4282,A019213,A019129,2005JJ00,0
4283,A019213,A019129,2006JJ00,0
4284,A019213,A019129,2007JJ00,0
4285,A019213,A019129,2008JJ00,0
4286,A019213,A019129,2009JJ00,0
4287,A019213,A019129,2010JJ00,0
4288,A019213,A019129,2011JJ00,0
4289,A019213,A019129,2012JJ00,0
4290,A019213,A019129,2013JJ00,0
4291,A019213,A019129,2014JJ00,0
4292,A019213,A019129,2015JJ00,0
4293,A019213,A019129,2016JJ00,0
4294,A019213,A019129,2017JJ00,0
4295,A019213,A019129,2018JJ00,0
4296,A019213,A019129,2019JJ00,0
4297,A019213,A019129,2020JJ00,0
4298,A019213,A019129,2021JJ00,0
4299,A019213,A019129,2022JJ00,0
4300,A019213,A019131,1998JJ00,0
4301,A019213,A019131,1999JJ00,0
4302,A019213,A019131,2000JJ00,0
4303,A019213,A019131,2001JJ00,0
4304,A019213,A019131,2002JJ00,0
4305,A019213,A019131,2003JJ00,0
4306,A019213,A019131,2004JJ00,0
4307,A019213,A019131,2005JJ00,0
4308,A019213,A019131,2006JJ00,0
4309,A019213,A019131,2007JJ00,0
4310,A019213,A019131,2008JJ00,0
4311,A019213,A019131,2009JJ00,0
4312,A019213,A019131,2010JJ00,0
4313,A019213,A019131,2011JJ00,0
4314,A019213,A019131,2012JJ00,0
4315,A019213,A019131,2013JJ00,0
4316,A019213,A019131,2014JJ00,0
4317,A019213,A019131,2015JJ00,0
4318,A019213,A019131,2016JJ00,0
4319,A019213,A019131,2017JJ00,0
4320,A019213,A019131,2018JJ00,0
4321,A019213,A019131,2019JJ00,0
4322,A019213,A019131,2020JJ00,0
4323,A019213,A019131,2021JJ00,0
4324,A019213,A019131,2022JJ00,0
4325,A019213,A019132,1998JJ00,0
4326,A019213,A019132,1999JJ00,0
4327,A019213,A019132,2000JJ00,0
4328,A019213,A019132,2001JJ00,0
4329,A019213,A019132,2002JJ00,0
4330,A019213,A019132,2003JJ00,0
4331,A019213,A019132,2004JJ00,0
4332,A019213,A019132,2005JJ00,0
4333,A019213,A019132,2006JJ00,0
4334,A019213,A019132,2007JJ00,0
4335,A019213,A019132,2008JJ00,0
4336,A019213,A019132,2009JJ00,0
4337,A019213,A019132,2010JJ00,0
4338,A019213,A019132,2011JJ00,0
4339,A019213,A019132,2012JJ00,0
4340,A019213,A019132,2013JJ00,0
4341,A019213,A019132,2014JJ00,0
4342,A019213,A019132,2015JJ00,0
4343,A019213,A019132,2016JJ00,0
4344,A019213,A019132,2017JJ00,0
4345,A019213,A019132,2018JJ00,0
4346,A019213,A019132,2019JJ00,0
4347,A019213,A019132,2020JJ00,0
4348,A019213,A019132,2021JJ00,0
4349,A019213,A019132,2022JJ00,0
4350,A019213,A019133,1998JJ00,0
4351,A019213,A019133,1999JJ00,0
4352,A019213,A019133,2000JJ00,0
4353,A019213,A019133,2001JJ00,0
4354,A019213,A019133,2002JJ00,0
4355,A019213,A019133,2003JJ00,0
4356,A019213,A019133,2004JJ00,0
4357,A019213,A019133,2005JJ00,0
4358,A019213,A019133,2006JJ00,0
4359,A019213,A019133,2007JJ00,0
4360,A019213,A019133,2008JJ00,0
4361,A019213,A019133,2009JJ00,0
4362,A019213,A019133,2010JJ00,0
4363,A019213,A019133,2011JJ00,0
4364,A019213,A019133,2012JJ00,0
4365,A019213,A019133,2013JJ00,0
4366,A019213,A019133,2014JJ00,0
4367,A019213,A019133,2015JJ00,0
4368,A019213,A019133,2016JJ00,0
4369,A019213,A019133,2017JJ00,0
4370,A019213,A019133,2018JJ00,0
4371,A019213,A019133,2019JJ00,0
4372,A019213,A019133,2020JJ00,0
4373,A019213,A019133,2021JJ00,0
4374,A019213,A019133,2022JJ00,0
4375,A019213,A019134,1998JJ00,0
4376,A019213,A019134,1999JJ00,0
4377,A019213,A019134,2000JJ00,0
4378,A019213,A019134,2001JJ00,0
4379,A019213,A019134,2002JJ00,0
4380,A019213,A019134,2003JJ00,0
4381,A019213,A019134,2004JJ00,0
4382,A019213,A019134,2005JJ00,0
4383,A019213,A019134,2006JJ00,0
4384,A019213,A019134,2007JJ00,0
4385,A019213,A019134,2008JJ00,0
4386,A019213,A019134,2009JJ00,0
4387,A019213,A019134,2010JJ00,0
4388,A019213,A019134,2011JJ00,0
4389,A019213,A019134,2012JJ00,0
4390,A019213,A019134,2013JJ00,0
4391,A019213,A019134,2014JJ00,0
4392,A019213,A019134,2015JJ00,0
4393,A019213,A019134,2016JJ00,0
4394,A019213,A019134,2017JJ00,0
4395,A019213,A019134,2018JJ00,0
4396,A019213,A019134,2019JJ00,0
4397,A019213,A019134,2020JJ00,0
4398,A019213,A019134,2021JJ00,0
4399,A019213,A019134,2022JJ00,0
4400,A019213,A019135,1998JJ00,0
4401,A019213,A019135,1999JJ00,0
4402,A019213,A019135,2000JJ00,0
4403,A019213,A019135,2001JJ00,0
4404,A019213,A019135,2002JJ00,0
4405,A019213,A019135,2003JJ00,0
4406,A019213,A019135,2004JJ00,0
4407,A019213,A019135,2005JJ00,0
4408,A019213,A019135,2006JJ00,0
4409,A019213,A019135,2007JJ00,0
4410,A019213,A019135,2008JJ00,0
4411,A019213,A019135,2009JJ00,0
4412,A019213,A019135,2010JJ00,0
4413,A019213,A019135,2011JJ00,0
4414,A019213,A019135,2012JJ00,0
4415,A019213,A019135,2013JJ00,0
4416,A019213,A019135,2014JJ00,0
4417,A019213,A019135,2015JJ00,0
4418,A019213,A019135,2016JJ00,0
4419,A019213,A019135,2017JJ00,0
4420,A019213,A019135,2018JJ00,0
4421,A019213,A019135,2019JJ00,0
4422,A019213,A019135,2020JJ00,0
4423,A019213,A019135,2021JJ00,0
4424,A019213,A019135,2022JJ00,0
4425,A019213,A019136,1998JJ00,0
4426,A019213,A019136,1999JJ00,0
4427,A019213,A019136,2000JJ00,0
4428,A019213,A019136,2001JJ00,0
4429,A019213,A019136,2002JJ00,0
4430,A019213,A019136,2003JJ00,0
4431,A019213,A019136,2004JJ00,0
4432,A019213,A019136,2005JJ00,0
4433,A019213,A019136,2006JJ00,0
4434,A019213,A019136,2007JJ00,0
4435,A019213,A019136,2008JJ00,0
4436,A019213,A019136,2009JJ00,0
4437,A019213,A019136,2010JJ00,0
4438,A019213,A019136,2011JJ00,0
4439,A019213,A019136,2012JJ00,0
4440,A019213,A019136,2013JJ00,0
4441,A019213,A019136,2014JJ00,0
4442,A019213,A019136,2015JJ00,0
4443,A019213,A019136,2016JJ00,0
4444,A019213,A019136,2017JJ00,0
4445,A019213,A019136,2018JJ00,0
4446,A019213,A019136,2019JJ00,0
4447,A019213,A019136,2020JJ00,0
4448,A019213,A019136,2021JJ00,0
4449,A019213,A019136,2022JJ00,0
4450,A019213,A019137,1998JJ00,0
4451,A019213,A019137,1999JJ00,0
4452,A019213,A019137,2000JJ00,0
4453,A019213,A019137,2001JJ00,0
4454,A019213,A019137,2002JJ00,0
4455,A019213,A019137,2003JJ00,0
4456,A019213,A019137,2004JJ00,0
4457,A019213,A019137,2005JJ00,0
4458,A019213,A019137,2006JJ00,0
4459,A019213,A019137,2007JJ00,0
4460,A019213,A019137,2008JJ00,0
4461,A019213,A019137,2009JJ00,0
4462,A019213,A019137,2010JJ00,0
4463,A019213,A019137,2011JJ00,0
4464,A019213,A019137,2012JJ00,0
4465,A019213,A019137,2013JJ00,0
4466,A019213,A019137,2014JJ00,0
4467,A019213,A019137,2015JJ00,0
4468,A019213,A019137,2016JJ00,0
4469,A019213,A019137,2017JJ00,0
4470,A019213,A019137,2018JJ00,0
4471,A019213,A019137,2019JJ00,0
4472,A019213,A019137,2020JJ00,0
4473,A019213,A019137,2021JJ00,0
4474,A019213,A019137,2022JJ00,0
4475,A019213,A019138,1998JJ00,0
4476,A019213,A019138,1999JJ00,0
4477,A019213,A019138,2000JJ00,0
4478,A019213,A019138,2001JJ00,0
4479,A019213,A019138,2002JJ00,0
4480,A019213,A019138,2003JJ00,0
4481,A019213,A019138,2004JJ00,0
4482,A019213,A019138,2005JJ00,0
4483,A019213,A019138,2006JJ00,0
4484,A019213,A019138,2007JJ00,0
4485,A019213,A019138,2008JJ00,0
4486,A019213,A019138,2009JJ00,0
4487,A019213,A019138,2010JJ00,0
4488,A019213,A019138,2011JJ00,0
4489,A019213,A019138,2012JJ00,0
4490,A019213,A019138,2013JJ00,0
4491,A019213,A019138,2014JJ00,0
4492,A019213,A019138,2015JJ00,0
4493,A019213,A019138,2016JJ00,0
4494,A019213,A019138,2017JJ00,0
4495,A019213,A019138,2018JJ00,0
4496,A019213,A019138,2019JJ00,0
4497,A019213,A019138,2020JJ00,0
4498,A019213,A019138,2021JJ00,0
4499,A019213,A019138,2022JJ00,0
4500,A019213,A019139,1998JJ00,0
4501,A019213,A019139,1999JJ00,0
4502,A019213,A019139,2000JJ00,0
4503,A019213,A019139,2001JJ00,0
4504,A019213,A019139,2002JJ00,0
4505,A019213,A019139,2003JJ00,0
4506,A019213,A019139,2004JJ00,0
4507,A019213,A019139,2005JJ00,0
4508,A019213,A019139,2006JJ00,0
4509,A019213,A019139,2007JJ00,0
4510,A019213,A019139,2008JJ00,0
4511,A019213,A019139,2009JJ00,0
4512,A019213,A019139,2010JJ00,0
4513,A019213,A019139,2011JJ00,0
4514,A019213,A019139,2012JJ00,0
4515,A019213,A019139,2013JJ00,0
4516,A019213,A019139,2014JJ00,0
4517,A019213,A019139,2015JJ00,0
4518,A019213,A019139,2016JJ00,0
4519,A019213,A019139,2017JJ00,0
4520,A019213,A019139,2018JJ00,0
4521,A019213,A019139,2019JJ00,0
4522,A019213,A019139,2020JJ00,0
4523,A019213,A019139,2021JJ00,0
4524,A019213,A019139,2022JJ00,0
4525,A019213,A019140,1998JJ00,175
4526,A019213,A019140,1999JJ00,202
4527,A019213,A019140,2000JJ00,242
4528,A019213,A019140,2001JJ00,359
4529,A019213,A019140,2002JJ00,536
4530,A019213,A019140,2003JJ00,632
4531,A019213,A019140,2004JJ00,720
4532,A019213,A019140,2005JJ00,847
4533,A019213,A019140,2006JJ00,1119
4534,A019213,A019140,2007JJ00,1332
4535,A019213,A019140,2008JJ00,1612
4536,A019213,A019140,2009JJ00,1853
4537,A019213,A019140,2010JJ00,2193
4538,A019213,A019140,2011JJ00,2325
4539,A019213,A019140,2012JJ00,2529
4540,A019213,A019140,2013JJ00,2557
4541,A019213,A019140,2014JJ00,2683
4542,A019213,A019140,2015JJ00,3039
4543,A019213,A019140,2016JJ00,2873
4544,A019213,A019140,2017JJ00,3012
4545,A019213,A019140,2018JJ00,3213
4546,A019213,A019140,2019JJ00,3381
4547,A019213,A019140,2020JJ00,3713
4548,A019213,A019140,2021JJ00,3988
4549,A019213,A019140,2022JJ00,4140
4550,A019213,A019141,1998JJ00,66
4551,A019213,A019141,1999JJ00,73
4552,A019213,A019141,2000JJ00,100
4553,A019213,A019141,2001JJ00,169
4554,A019213,A019141,2002JJ00,282
4555,A019213,A019141,2003JJ00,407
4556,A019213,A019141,2004JJ00,501
4557,A019213,A019141,2005JJ00,610
4558,A019213,A019141,2006JJ00,787
4559,A019213,A019141,2007JJ00,974
4560,A019213,A019141,2008JJ00,1210
4561,A019213,A019141,2009JJ00,1435
4562,A019213,A019141,2010JJ00,1640
4563,A019213,A019141,2011JJ00,1751
4564,A019213,A019141,2012JJ00,1908
4565,A019213,A019141,2013JJ00,1915
4566,A019213,A019141,2014JJ00,1985
4567,A019213,A019141,2015JJ00,1864
4568,A019213,A019141,2016JJ00,1749
4569,A019213,A019141,2017JJ00,1826
4570,A019213,A019141,2018JJ00,1920
4571,A019213,A019141,2019JJ00,2057
4572,A019213,A019141,2020JJ00,2229
