ID,Populatie,Geslacht,Persoonskenmerken,Perioden,Verkeersdeelname_1,GebruikVanHetOpenbaarVervoer_2
899, 6000051,    1100, 1020940,2014JJ00,83.6,7.0
900, 6000051,    1100, 1020950,2010JJ00,81.9,7.0
901, 6000051,    1100, 1020950,2011JJ00,83.3,8.4
902, 6000051,    1100, 1020950,2012JJ00,82.2,6.6
903, 6000051,    1100, 1020950,2013JJ00,82.9,7.7
904, 6000051,    1100, 1020950,2014JJ00,84.1,7.3
905, 6000051,    1100, 1020960,2010JJ00,80.4,6.1
906, 6000051,    1100, 1020960,2011JJ00,81.1,6.4
907, 6000051,    1100, 1020960,2012JJ00,80.5,6.3
908, 6000051,    1100, 1020960,2013JJ00,81.3,7.3
909, 6000051,    1100, 1020960,2014JJ00,82.0,6.7
910, 6000051,    1100, 1012600,2010JJ00,79.9,6.2
911, 6000051,    1100, 1012600,2011JJ00,79.6,6.4
912, 6000051,    1100, 1012600,2012JJ00,79.6,6.3
913, 6000051,    1100, 1012600,2013JJ00,79.4,6.5
914, 6000051,    1100, 1012600,2014JJ00,80.2,6.0
915, 6000051,    1100, 2012655,2010JJ00,77.2,9.0
916, 6000051,    1100, 2012655,2011JJ00,76.5,9.2
917, 6000051,    1100, 2012655,2012JJ00,75.8,7.8
918, 6000051,    1100, 2012655,2013JJ00,77.5,8.6
919, 6000051,    1100, 2012655,2014JJ00,76.9,9.4
920, 6000051,    1100, 2012657,2010JJ00,74.8,16.6
921, 6000051,    1100, 2012657,2011JJ00,78.2,18.6
922, 6000051,    1100, 2012657,2012JJ00,75.2,15.9
923, 6000051,    1100, 2012657,2013JJ00,77.4,17.4
924, 6000051,    1100, 2012657,2014JJ00,76.2,15.5
925, 6000051,    1100, 1020700,2010JJ00,78.6,16.3
926, 6000051,    1100, 1020700,2011JJ00,80.2,17.8
927, 6000051,    1100, 1020700,2012JJ00,79.1,16.3
928, 6000051,    1100, 1020700,2013JJ00,79.6,18.3
929, 6000051,    1100, 1020700,2014JJ00,79.2,15.3
930, 6000051,    1100, 1020710,2010JJ00,74.8,7.5
931, 6000051,    1100, 1020710,2011JJ00,75.3,7.7
932, 6000051,    1100, 1020710,2012JJ00,75.0,7.6
933, 6000051,    1100, 1020710,2013JJ00,75.6,7.7
934, 6000051,    1100, 1020710,2014JJ00,74.7,7.0
935, 6000051,    1100, 1020720,2010JJ00,81.5,6.8
936, 6000051,    1100, 1020720,2011JJ00,80.7,7.2
937, 6000051,    1100, 1020720,2012JJ00,80.4,6.8
938, 6000051,    1100, 1020720,2013JJ00,80.4,6.8
939, 6000051,    1100, 1020720,2014JJ00,81.4,6.8
940, 6000051,    1100, 1020730,2010JJ00,82.5,7.2
941, 6000051,    1100, 1020730,2011JJ00,82.3,8.0
942, 6000051,    1100, 1020730,2012JJ00,82.6,6.6
943, 6000051,    1100, 1020730,2013JJ00,82.3,7.7
944, 6000051,    1100, 1020730,2014JJ00,83.8,7.2
945, 6000051,    1100, 1020740,2010JJ00,80.4,6.5
946, 6000051,    1100, 1020740,2011JJ00,83.0,7.6
947, 6000051,    1100, 1020740,2012JJ00,81.4,7.1
948, 6000051,    1100, 1020740,2013JJ00,81.2,8.5
949, 6000051,    1100, 1020740,2014JJ00,82.4,6.9
950, 6000051,    1100, 1020750,2010JJ00,80.8,5.6
951, 6000051,    1100, 1020750,2011JJ00,80.3,5.6
952, 6000051,    1100, 1020750,2012JJ00,78.8,5.3
953, 6000051,    1100, 1020750,2013JJ00,80.9,5.3
954, 6000051,    1100, 1020750,2014JJ00,81.7,6.1
955, 6000051,    1100, 2050150,2010JJ00,82.2,5.9
956, 6000051,    1100, 2050150,2011JJ00,83.9,6.1
957, 6000051,    1100, 2050150,2012JJ00,82.5,5.7
958, 6000051,    1100, 2050150,2013JJ00,82.7,5.0
959, 6000051,    1100, 2050150,2014JJ00,84.4,4.6
960, 6000051,    1100, 2050145,2010JJ00,,
961, 6000051,    1100, 2050145,2011JJ00,,
962, 6000051,    1100, 2050145,2012JJ00,,
963, 6000051,    1100, 2050145,2013JJ00,,
964, 6000051,    1100, 2050145,2014JJ00,,
965, 6000051,    1100, 2050170,2010JJ00,82.2,5.9
966, 6000051,    1100, 2050170,2011JJ00,83.9,6.1
967, 6000051,    1100, 2050170,2012JJ00,82.5,5.7
968, 6000051,    1100, 2050170,2013JJ00,82.7,5.0
969, 6000051,    1100, 2050170,2014JJ00,84.4,4.6
970, 6000051,    1100, 2050195,2010JJ00,84.1,20.6
971, 6000051,    1100, 2050195,2011JJ00,83.3,20.4
972, 6000051,    1100, 2050195,2012JJ00,82.6,20.2
973, 6000051,    1100, 2050195,2013JJ00,82.8,22.4
974, 6000051,    1100, 2050195,2014JJ00,83.2,20.3
975, 6000051,    1100, 2050190,2010JJ00,82.1,14.1
976, 6000051,    1100, 2050190,2011JJ00,81.7,13.5
977, 6000051,    1100, 2050190,2012JJ00,81.7,12.2
978, 6000051,    1100, 2050190,2013JJ00,81.3,15.1
979, 6000051,    1100, 2050190,2014JJ00,82.3,13.2
980, 6000051,    1100, 2050235,2010JJ00,83.4,27.5
981, 6000051,    1100, 2050235,2011JJ00,80.9,24.0
982, 6000051,    1100, 2050235,2012JJ00,84.3,30.0
983, 6000051,    1100, 2050235,2013JJ00,83.0,30.8
984, 6000051,    1100, 2050235,2014JJ00,81.7,26.5
985, 6000051,    1100, 2050020,2010JJ00,85.5,21.5
986, 6000051,    1100, 2050020,2011JJ00,85.1,23.1
987, 6000051,    1100, 2050020,2012JJ00,82.5,21.1
988, 6000051,    1100, 2050020,2013JJ00,83.7,23.2
989, 6000051,    1100, 2050020,2014JJ00,84.3,22.1
990, 6000051,    1100, 2050250,2010JJ00,84.1,6.9
991, 6000051,    1100, 2050250,2011JJ00,84.4,7.8
992, 6000051,    1100, 2050250,2012JJ00,84.1,7.2
993, 6000051,    1100, 2050250,2013JJ00,84.0,7.7
994, 6000051,    1100, 2050250,2014JJ00,84.2,7.4
995, 6000051,    1100, 2050025,2010JJ00,85.5,11.0
996, 6000051,    1100, 2050025,2011JJ00,86.8,12.8
997, 6000051,    1100, 2050025,2012JJ00,85.9,10.8
998, 6000051,    1100, 2050025,2013JJ00,84.9,13.6
999, 6000051,    1100, 2050025,2014JJ00,84.7,11.6
1000, 6000051,    1100, 2050110,2010JJ00,83.9,6.2
1001, 6000051,    1100, 2050110,2011JJ00,84.6,7.2
1002, 6000051,    1100, 2050110,2012JJ00,84.6,7.1
1003, 6000051,    1100, 2050110,2013JJ00,84.0,6.9
1004, 6000051,    1100, 2050110,2014JJ00,83.9,6.4
1005, 6000051,    1100, 2050115,2010JJ00,83.1,4.9
1006, 6000051,    1100, 2050115,2011JJ00,82.4,5.3
1007, 6000051,    1100, 2050115,2012JJ00,81.6,4.9
1008, 6000051,    1100, 2050115,2013JJ00,83.0,4.4
1009, 6000051,    1100, 2050115,2014JJ00,82.7,5.1
1010, 6000051,    1100, 2050270,2010JJ00,79.8,5.1
1011, 6000051,    1100, 2050270,2011JJ00,79.9,5.4
1012, 6000051,    1100, 2050270,2012JJ00,79.4,4.8
1013, 6000051,    1100, 2050270,2013JJ00,80.5,4.6
1014, 6000051,    1100, 2050270,2014JJ00,80.3,4.8
1015, 6000051,    1100, 2050120,2010JJ00,80.7,5.7
1016, 6000051,    1100, 2050120,2011JJ00,80.3,6.2
1017, 6000051,    1100, 2050120,2012JJ00,80.1,5.1
1018, 6000051,    1100, 2050120,2013JJ00,80.9,4.9
1019, 6000051,    1100, 2050120,2014JJ00,80.7,4.8
1020, 6000051,    1100, 2050060,2010JJ00,74.5,4.2
1021, 6000051,    1100, 2050060,2011JJ00,76.0,4.0
1022, 6000051,    1100, 2050060,2012JJ00,75.9,3.7
1023, 6000051,    1100, 2050060,2013JJ00,76.9,4.3
1024, 6000051,    1100, 2050060,2014JJ00,78.1,4.8
1025, 6000051,    1100, 2050290,2010JJ00,64.6,3.0
1026, 6000051,    1100, 2050290,2011JJ00,64.4,3.4
1027, 6000051,    1100, 2050290,2012JJ00,65.4,3.3
1028, 6000051,    1100, 2050290,2013JJ00,65.3,3.4
1029, 6000051,    1100, 2050290,2014JJ00,67.3,3.0
1030, 6000051,    1100, 2050285,2010JJ00,73.0,3.3
1031, 6000051,    1100, 2050285,2011JJ00,72.1,4.1
1032, 6000051,    1100, 2050285,2012JJ00,72.6,3.6
1033, 6000051,    1100, 2050285,2013JJ00,71.9,3.5
1034, 6000051,    1100, 2050285,2014JJ00,73.2,3.3
1035, 6000051,    1100, 2050295,2010JJ00,53.5,2.7
1036, 6000051,    1100, 2050295,2011JJ00,54.0,2.6
1037, 6000051,    1100, 2050295,2012JJ00,55.2,2.8
1038, 6000051,    1100, 2050295,2013JJ00,55.9,3.2
1039, 6000051,    1100, 2050295,2014JJ00,58.6,2.6
1040, 6000051,    1100, 2018700,2010JJ00,73.1,5.7
1041, 6000051,    1100, 2018700,2011JJ00,72.4,5.8
1042, 6000051,    1100, 2018700,2012JJ00,72.9,5.6
1043, 6000051,    1100, 2018700,2013JJ00,73.4,6.1
1044, 6000051,    1100, 2018700,2014JJ00,73.4,6.0
1045, 6000051,    1100, 2018740,2010JJ00,81.5,8.2
1046, 6000051,    1100, 2018740,2011JJ00,81.7,8.9
1047, 6000051,    1100, 2018740,2012JJ00,80.9,8.1
1048, 6000051,    1100, 2018740,2013JJ00,80.8,8.8
1049, 6000051,    1100, 2018740,2014JJ00,81.4,8.2
1050, 6000051,    1100, 2018790,2010JJ00,84.5,9.0
1051, 6000051,    1100, 2018790,2011JJ00,84.0,9.7
1052, 6000051,    1100, 2018790,2012JJ00,83.7,9.1
1053, 6000051,    1100, 2018790,2013JJ00,83.3,9.1
1054, 6000051,    1100, 2018790,2014JJ00,83.6,8.4
1055, 6000051,    1100, 2018815,2010JJ00,82.2,5.9
1056, 6000051,    1100, 2018815,2011JJ00,83.9,6.1
1057, 6000051,    1100, 2018815,2012JJ00,82.5,5.7
1058, 6000051,    1100, 2018815,2013JJ00,82.7,5.0
1059, 6000051,    1100, 2018815,2014JJ00,84.4,4.6
1060, 6000051,    1100, 2017350,2010JJ00,69.7,4.3
1061, 6000051,    1100, 2017350,2011JJ00,69.7,4.8
1062, 6000051,    1100, 2017350,2012JJ00,67.6,5.0
1063, 6000051,    1100, 2017350,2013JJ00,70.2,4.1
1064, 6000051,    1100, 2017350,2014JJ00,67.8,5.4
1065, 6000051,    1100, 2017558,2010JJ00,,
1066, 6000051,    1100, 2017558,2011JJ00,,
1067, 6000051,    1100, 2017558,2012JJ00,,
1068, 6000051,    1100, 2017558,2013JJ00,,
1069, 6000051,    1100, 2017558,2014JJ00,,
1070, 6000051,    1100, 2017560,2010JJ00,85.6,6.4
1071, 6000051,    1100, 2017560,2011JJ00,86.0,6.8
1072, 6000051,    1100, 2017560,2012JJ00,84.7,6.4
1073, 6000051,    1100, 2017560,2013JJ00,85.7,6.4
1074, 6000051,    1100, 2017560,2014JJ00,86.0,5.9
1075, 6000051,    1100, 2017565,2010JJ00,85.0,7.3
1076, 6000051,    1100, 2017565,2011JJ00,84.5,7.7
1077, 6000051,    1100, 2017565,2012JJ00,84.7,7.1
1078, 6000051,    1100, 2017565,2013JJ00,84.7,7.5
1079, 6000051,    1100, 2017565,2014JJ00,84.7,7.0
1080, 6000051,    1100, 2017570,2010JJ00,82.6,18.5
1081, 6000051,    1100, 2017570,2011JJ00,83.1,19.2
1082, 6000051,    1100, 2017570,2012JJ00,81.9,18.7
1083, 6000051,    1100, 2017570,2013JJ00,82.0,19.7
1084, 6000051,    1100, 2017570,2014JJ00,83.1,18.7
1085, 6000051,    1100, 2017572,2010JJ00,73.2,6.0
1086, 6000051,    1100, 2017572,2011JJ00,74.6,9.3
1087, 6000051,    1100, 2017572,2012JJ00,72.1,8.0
1088, 6000051,    1100, 2017572,2013JJ00,74.8,6.2
1089, 6000051,    1100, 2017572,2014JJ00,74.3,7.4
1090, 6000051,    1100, 2017555,2010JJ00,,
1091, 6000051,    1100, 2017555,2011JJ00,,
1092, 6000051,    1100, 2017555,2012JJ00,,
1093, 6000051,    1100, 2017555,2013JJ00,,
1094, 6000051,    1100, 2017555,2014JJ00,,
1095, 6000051,    1100, 2017578,2010JJ00,75.3,4.1
1096, 6000051,    1100, 2017578,2011JJ00,74.8,4.4
1097, 6000051,    1100, 2017578,2012JJ00,75.7,3.5
1098, 6000051,    1100, 2017578,2013JJ00,76.1,4.4
1099, 6000051,    1100, 2017578,2014JJ00,76.4,3.3
1100, 6000051,    1100, 2017576,2010JJ00,65.7,3.0
1101, 6000051,    1100, 2017576,2011JJ00,65.7,3.3
1102, 6000051,    1100, 2017576,2012JJ00,66.1,3.2
1103, 6000051,    1100, 2017576,2013JJ00,66.1,3.3
1104, 6000051,    1100, 2017576,2014JJ00,67.7,3.1
1105, 6000051,    1100, 2030530,2010JJ00,85.6,35.3
1106, 6000051,    1100, 2030530,2011JJ00,84.1,38.5
1107, 6000051,    1100, 2030530,2012JJ00,83.5,37.2
1108, 6000051,    1100, 2030530,2013JJ00,82.5,41.3
1109, 6000051,    1100, 2030530,2014JJ00,83.7,37.0
1110, 6000051,    1100, 2030540,2010JJ00,88.0,25.9
1111, 6000051,    1100, 2030540,2011JJ00,85.5,22.0
1112, 6000051,    1100, 2030540,2012JJ00,90.7,25.8
1113, 6000051,    1100, 2030540,2013JJ00,88.8,22.3
1114, 6000051,    1100, 2030540,2014JJ00,93.6,25.7
1115, 6000051,    1100, 2030550,2010JJ00,78.8,6.0
1116, 6000051,    1100, 2030550,2011JJ00,78.8,6.3
1117, 6000051,    1100, 2030550,2012JJ00,78.5,5.9
1118, 6000051,    1100, 2030550,2013JJ00,78.8,6.1
1119, 6000051,    1100, 2030550,2014JJ00,79.2,5.8
1120, 6000051,    3000, 4000000,2010JJ00,79.7,6.8
1121, 6000051,    3000, 4000000,2011JJ00,79.5,7.5
1122, 6000051,    3000, 4000000,2012JJ00,79.2,7.2
1123, 6000051,    3000, 4000000,2013JJ00,79.4,7.3
1124, 6000051,    3000, 4000000,2014JJ00,80.0,6.9
1125, 6000051,    3000, 2030500,2010JJ00,76.0,15.2
1126, 6000051,    3000, 2030500,2011JJ00,77.6,16.4
1127, 6000051,    3000, 2030500,2012JJ00,78.5,16.9
1128, 6000051,    3000, 2030500,2013JJ00,76.5,15.9
1129, 6000051,    3000, 2030500,2014JJ00,77.7,14.9
1130, 6000051,    3000, 2030510,2010JJ00,79.1,9.2
1131, 6000051,    3000, 2030510,2011JJ00,79.4,10.8
1132, 6000051,    3000, 2030510,2012JJ00,77.8,9.8
1133, 6000051,    3000, 2030510,2013JJ00,77.6,10.9
1134, 6000051,    3000, 2030510,2014JJ00,79.4,10.3
1135, 6000051,    3000, 2030520,2010JJ00,81.3,3.1
1136, 6000051,    3000, 2030520,2011JJ00,80.3,3.2
1137, 6000051,    3000, 2030520,2012JJ00,79.9,2.8
1138, 6000051,    3000, 2030520,2013JJ00,81.1,3.1
1139, 6000051,    3000, 2030520,2014JJ00,81.2,2.9
1140, 6000051,    3000, 1020870,2010JJ00,76.2,10.3
1141, 6000051,    3000, 1020870,2011JJ00,75.9,13.4
1142, 6000051,    3000, 1020870,2012JJ00,75.2,11.4
1143, 6000051,    3000, 1020870,2013JJ00,76.1,13.1
1144, 6000051,    3000, 1020870,2014JJ00,76.7,11.4
1145, 6000051,    3000, 1020880,2010JJ00,74.3,7.0
1146, 6000051,    3000, 1020880,2011JJ00,77.7,7.1
1147, 6000051,    3000, 1020880,2012JJ00,75.7,9.4
1148, 6000051,    3000, 1020880,2013JJ00,73.8,6.7
1149, 6000051,    3000, 1020880,2014JJ00,74.8,6.9
1150, 6000051,    3000, 1020890,2010JJ00,76.7,5.2
1151, 6000051,    3000, 1020890,2011JJ00,77.4,6.3
1152, 6000051,    3000, 1020890,2012JJ00,76.5,6.3
1153, 6000051,    3000, 1020890,2013JJ00,76.1,5.4
1154, 6000051,    3000, 1020890,2014JJ00,77.0,4.2
1155, 6000051,    3000, 1020900,2010JJ00,81.0,6.2
1156, 6000051,    3000, 1020900,2011JJ00,78.8,5.3
1157, 6000051,    3000, 1020900,2012JJ00,78.3,7.1
1158, 6000051,    3000, 1020900,2013JJ00,81.4,6.8
1159, 6000051,    3000, 1020900,2014JJ00,77.4,5.7
1160, 6000051,    3000, 1020910,2010JJ00,80.5,5.7
1161, 6000051,    3000, 1020910,2011JJ00,80.6,7.6
1162, 6000051,    3000, 1020910,2012JJ00,80.6,6.3
1163, 6000051,    3000, 1020910,2013JJ00,80.5,5.9
1164, 6000051,    3000, 1020910,2014JJ00,78.3,6.6
1165, 6000051,    3000, 1020920,2010JJ00,81.2,6.3
1166, 6000051,    3000, 1020920,2011JJ00,80.2,6.3
1167, 6000051,    3000, 1020920,2012JJ00,79.7,5.8
1168, 6000051,    3000, 1020920,2013JJ00,80.4,6.8
1169, 6000051,    3000, 1020920,2014JJ00,82.8,8.0
1170, 6000051,    3000, 1020930,2010JJ00,82.5,7.6
1171, 6000051,    3000, 1020930,2011JJ00,80.8,7.1
1172, 6000051,    3000, 1020930,2012JJ00,82.6,7.2
1173, 6000051,    3000, 1020930,2013JJ00,82.0,6.5
1174, 6000051,    3000, 1020930,2014JJ00,82.2,5.4
1175, 6000051,    3000, 1020940,2010JJ00,84.5,6.5
1176, 6000051,    3000, 1020940,2011JJ00,81.3,7.0
1177, 6000051,    3000, 1020940,2012JJ00,82.1,6.0
1178, 6000051,    3000, 1020940,2013JJ00,81.6,6.5
1179, 6000051,    3000, 1020940,2014JJ00,83.8,5.5
1180, 6000051,    3000, 1020950,2010JJ00,80.9,6.0
1181, 6000051,    3000, 1020950,2011JJ00,82.9,8.2
1182, 6000051,    3000, 1020950,2012JJ00,81.4,5.5
1183, 6000051,    3000, 1020950,2013JJ00,82.4,7.3
1184, 6000051,    3000, 1020950,2014JJ00,85.3,7.5
1185, 6000051,    3000, 1020960,2010JJ00,79.3,5.8
1186, 6000051,    3000, 1020960,2011JJ00,79.2,5.5
1187, 6000051,    3000, 1020960,2012JJ00,80.6,6.4
1188, 6000051,    3000, 1020960,2013JJ00,80.1,6.7
1189, 6000051,    3000, 1020960,2014JJ00,82.4,6.8
1190, 6000051,    3000, 1012600,2010JJ00,80.2,5.7
1191, 6000051,    3000, 1012600,2011JJ00,79.6,6.1
1192, 6000051,    3000, 1012600,2012JJ00,79.6,6.3
1193, 6000051,    3000, 1012600,2013JJ00,79.6,6.3
1194, 6000051,    3000, 1012600,2014JJ00,80.4,5.7
1195, 6000051,    3000, 2012655,2010JJ00,78.3,8.3
1196, 6000051,    3000, 2012655,2011JJ00,77.4,9.0
1197, 6000051,    3000, 2012655,2012JJ00,77.5,7.2
1198, 6000051,    3000, 2012655,2013JJ00,78.8,8.4
1199, 6000051,    3000, 2012655,2014JJ00,78.4,8.8
1200, 6000051,    3000, 2012657,2010JJ00,76.9,14.2
1201, 6000051,    3000, 2012657,2011JJ00,80.0,16.8
1202, 6000051,    3000, 2012657,2012JJ00,78.0,14.1
1203, 6000051,    3000, 2012657,2013JJ00,78.5,14.0
1204, 6000051,    3000, 2012657,2014JJ00,79.1,14.4
1205, 6000051,    3000, 1020700,2010JJ00,79.2,14.6
1206, 6000051,    3000, 1020700,2011JJ00,79.1,18.4
1207, 6000051,    3000, 1020700,2012JJ00,75.1,15.8
1208, 6000051,    3000, 1020700,2013JJ00,78.8,16.2
1209, 6000051,    3000, 1020700,2014JJ00,77.7,14.8
1210, 6000051,    3000, 1020710,2010JJ00,76.4,6.5
1211, 6000051,    3000, 1020710,2011JJ00,77.2,7.0
1212, 6000051,    3000, 1020710,2012JJ00,76.3,7.9
1213, 6000051,    3000, 1020710,2013JJ00,76.0,7.2
1214, 6000051,    3000, 1020710,2014JJ00,75.7,6.3
1215, 6000051,    3000, 1020720,2010JJ00,81.7,6.3
1216, 6000051,    3000, 1020720,2011JJ00,80.3,6.8
1217, 6000051,    3000, 1020720,2012JJ00,80.6,6.4
1218, 6000051,    3000, 1020720,2013JJ00,81.2,6.3
1219, 6000051,    3000, 1020720,2014JJ00,81.3,6.4
1220, 6000051,    3000, 1020730,2010JJ00,81.9,6.5
1221, 6000051,    3000, 1020730,2011JJ00,81.8,7.6
1222, 6000051,    3000, 1020730,2012JJ00,82.4,5.6
1223, 6000051,    3000, 1020730,2013JJ00,81.6,7.5
1224, 6000051,    3000, 1020730,2014JJ00,84.5,7.0
1225, 6000051,    3000, 1020740,2010JJ00,79.6,5.6
1226, 6000051,    3000, 1020740,2011JJ00,80.5,6.1
1227, 6000051,    3000, 1020740,2012JJ00,82.2,7.2
1228, 6000051,    3000, 1020740,2013JJ00,81.2,7.4
1229, 6000051,    3000, 1020740,2014JJ00,82.6,6.3
1230, 6000051,    3000, 1020750,2010JJ00,79.3,6.0
1231, 6000051,    3000, 1020750,2011JJ00,79.6,5.4
1232, 6000051,    3000, 1020750,2012JJ00,78.0,5.3
1233, 6000051,    3000, 1020750,2013JJ00,78.4,5.3
1234, 6000051,    3000, 1020750,2014JJ00,82.4,7.1
1235, 6000051,    3000, 2050150,2010JJ00,80.4,5.5
1236, 6000051,    3000, 2050150,2011JJ00,82.9,6.5
1237, 6000051,    3000, 2050150,2012JJ00,84.0,5.7
1238, 6000051,    3000, 2050150,2013JJ00,84.0,4.5
1239, 6000051,    3000, 2050150,2014JJ00,83.3,4.4
1240, 6000051,    3000, 2050145,2010JJ00,,
1241, 6000051,    3000, 2050145,2011JJ00,,
1242, 6000051,    3000, 2050145,2012JJ00,,
1243, 6000051,    3000, 2050145,2013JJ00,,
1244, 6000051,    3000, 2050145,2014JJ00,,
1245, 6000051,    3000, 2050170,2010JJ00,80.4,5.5
1246, 6000051,    3000, 2050170,2011JJ00,82.9,6.5
1247, 6000051,    3000, 2050170,2012JJ00,84.0,5.7
1248, 6000051,    3000, 2050170,2013JJ00,84.0,4.5
1249, 6000051,    3000, 2050170,2014JJ00,83.3,4.4
1250, 6000051,    3000, 2050195,2010JJ00,83.5,17.3
1251, 6000051,    3000, 2050195,2011JJ00,82.6,19.4
1252, 6000051,    3000, 2050195,2012JJ00,81.5,18.7
1253, 6000051,    3000, 2050195,2013JJ00,81.5,19.9
1254, 6000051,    3000, 2050195,2014JJ00,82.3,17.5
1255, 6000051,    3000, 2050190,2010JJ00,80.8,11.4
1256, 6000051,    3000, 2050190,2011JJ00,79.2,11.7
1257, 6000051,    3000, 2050190,2012JJ00,82.3,11.3
1258, 6000051,    3000, 2050190,2013JJ00,80.7,14.6
1259, 6000051,    3000, 2050190,2014JJ00,81.4,11.9
1260, 6000051,    3000, 2050235,2010JJ00,84.1,23.1
1261, 6000051,    3000, 2050235,2011JJ00,80.8,23.5
1262, 6000051,    3000, 2050235,2012JJ00,82.2,25.4
1263, 6000051,    3000, 2050235,2013JJ00,81.9,24.7
1264, 6000051,    3000, 2050235,2014JJ00,80.0,20.7
1265, 6000051,    3000, 2050020,2010JJ00,84.9,18.4
1266, 6000051,    3000, 2050020,2011JJ00,85.4,22.3
1267, 6000051,    3000, 2050020,2012JJ00,80.8,20.4
1268, 6000051,    3000, 2050020,2013JJ00,81.8,20.9
1269, 6000051,    3000, 2050020,2014JJ00,83.8,19.4
1270, 6000051,    3000, 2050250,2010JJ00,83.2,6.5
1271, 6000051,    3000, 2050250,2011JJ00,83.2,7.5
1272, 6000051,    3000, 2050250,2012JJ00,83.9,7.5
1273, 6000051,    3000, 2050250,2013JJ00,84.2,7.6
1274, 6000051,    3000, 2050250,2014JJ00,83.9,7.7
1275, 6000051,    3000, 2050025,2010JJ00,86.1,8.9
1276, 6000051,    3000, 2050025,2011JJ00,87.6,12.1
1277, 6000051,    3000, 2050025,2012JJ00,86.7,11.8
1278, 6000051,    3000, 2050025,2013JJ00,85.7,12.4
1279, 6000051,    3000, 2050025,2014JJ00,84.0,11.9
1280, 6000051,    3000, 2050110,2010JJ00,82.9,6.7
1281, 6000051,    3000, 2050110,2011JJ00,83.7,6.9
1282, 6000051,    3000, 2050110,2012JJ00,83.9,7.4
1283, 6000051,    3000, 2050110,2013JJ00,84.2,7.5
1284, 6000051,    3000, 2050110,2014JJ00,84.2,7.1
1285, 6000051,    3000, 2050115,2010JJ00,81.7,4.6
1286, 6000051,    3000, 2050115,2011JJ00,80.8,4.5
1287, 6000051,    3000, 2050115,2012JJ00,80.6,4.7
1288, 6000051,    3000, 2050115,2013JJ00,82.5,4.3
1289, 6000051,    3000, 2050115,2014JJ00,81.4,4.6
1290, 6000051,    3000, 2050270,2010JJ00,79.4,4.7
1291, 6000051,    3000, 2050270,2011JJ00,79.7,4.6
1292, 6000051,    3000, 2050270,2012JJ00,78.4,4.3
1293, 6000051,    3000, 2050270,2013JJ00,79.9,4.2
1294, 6000051,    3000, 2050270,2014JJ00,80.2,4.4
1295, 6000051,    3000, 2050120,2010JJ00,80.3,5.3
1296, 6000051,    3000, 2050120,2011JJ00,80.1,5.3
1297, 6000051,    3000, 2050120,2012JJ00,79.5,4.5
1298, 6000051,    3000, 2050120,2013JJ00,79.8,4.1
1299, 6000051,    3000, 2050120,2014JJ00,80.1,4.4
1300, 6000051,    3000, 2050060,2010JJ00,74.8,3.4
1301, 6000051,    3000, 2050060,2011JJ00,75.9,3.5
1302, 6000051,    3000, 2050060,2012JJ00,74.4,3.2
1303, 6000051,    3000, 2050060,2013JJ00,77.2,3.6
1304, 6000051,    3000, 2050060,2014JJ00,80.9,4.8
1305, 6000051,    3000, 2050290,2010JJ00,69.7,2.4
1306, 6000051,    3000, 2050290,2011JJ00,68.2,3.1
1307, 6000051,    3000, 2050290,2012JJ00,69.5,2.8
1308, 6000051,    3000, 2050290,2013JJ00,67.9,3.1
1309, 6000051,    3000, 2050290,2014JJ00,71.1,2.4
1310, 6000051,    3000, 2050285,2010JJ00,75.6,2.8
1311, 6000051,    3000, 2050285,2011JJ00,72.3,3.3
1312, 6000051,    3000, 2050285,2012JJ00,73.0,3.0
1313, 6000051,    3000, 2050285,2013JJ00,72.0,3.0
1314, 6000051,    3000, 2050285,2014JJ00,73.6,2.7
1315, 6000051,    3000, 2050295,2010JJ00,60.2,1.6
1316, 6000051,    3000, 2050295,2011JJ00,61.6,2.7
1317, 6000051,    3000, 2050295,2012JJ00,63.7,2.5
1318, 6000051,    3000, 2050295,2013JJ00,61.0,3.4
1319, 6000051,    3000, 2050295,2014JJ00,66.8,2.0
1320, 6000051,    3000, 2018700,2010JJ00,75.5,4.9
1321, 6000051,    3000, 2018700,2011JJ00,74.3,5.1
1322, 6000051,    3000, 2018700,2012JJ00,75.3,5.3
1323, 6000051,    3000, 2018700,2013JJ00,75.4,5.7
1324, 6000051,    3000, 2018700,2014JJ00,75.3,5.5
1325, 6000051,    3000, 2018740,2010JJ00,80.8,7.4
1326, 6000051,    3000, 2018740,2011JJ00,81.3,8.6
1327, 6000051,    3000, 2018740,2012JJ00,79.9,7.6
1328, 6000051,    3000, 2018740,2013JJ00,80.2,8.1
1329, 6000051,    3000, 2018740,2014JJ00,81.0,7.3
1330, 6000051,    3000, 2018790,2010JJ00,83.7,8.0
1331, 6000051,    3000, 2018790,2011JJ00,83.0,8.6
1332, 6000051,    3000, 2018790,2012JJ00,82.7,8.7
1333, 6000051,    3000, 2018790,2013JJ00,82.6,8.5
1334, 6000051,    3000, 2018790,2014JJ00,83.4,8.2
1335, 6000051,    3000, 2018815,2010JJ00,80.4,5.5
1336, 6000051,    3000, 2018815,2011JJ00,82.9,6.5
1337, 6000051,    3000, 2018815,2012JJ00,84.0,5.7
1338, 6000051,    3000, 2018815,2013JJ00,84.0,4.5
1339, 6000051,    3000, 2018815,2014JJ00,83.3,4.4
1340, 6000051,    3000, 2017350,2010JJ00,67.9,3.2
