ID,Logiesvormen,Toeristengebieden,Perioden,AlleLanden_1,Nederland_2,Buitenland_3,AlleLanden_4,Nederland_5,Buitenland_6
290,HPJ,TR01  ,2003JJ00,387.3,344.4,42.9,1061.3,889.5,171.8
291,HPJ,TR01  ,2004JJ00,376.7,323.9,52.8,954.2,782.7,171.5
292,HPJ,TR01  ,2005JJ00,440.7,394.0,46.7,1122.3,964.6,157.6
293,HPJ,TR01  ,2006JJ00,516.3,440.9,75.4,1117.9,923.5,194.4
294,HPJ,TR01  ,2007JJ00,464.4,409.1,55.3,1177.3,994.5,182.7
295,HPJ,TR01  ,2008JJ00,462.3,409.3,53.0,1099.3,938.9,160.4
296,HPJ,TR01  ,2009JJ00,472.4,415.6,56.8,1108.3,950.4,157.8
297,HPJ,TR01  ,2010JJ00,487.3,438.8,48.5,1132.6,988.7,143.8
298,HPJ,TR01  ,2011JJ00,439.0,366.0,73.0,961.4,773.4,188.1
299,HPJ,TR01  ,2012JJ00,480.4,427.2,53.2,1094.2,949.4,144.8
300,HPJ,TR02  ,1998JJ00,1476.7,869.4,607.3,3419.8,1801.2,1618.6
301,HPJ,TR02  ,1999JJ00,1644.0,1006.1,637.8,3769.4,2124.3,1645.2
302,HPJ,TR02  ,2000JJ00,1661.1,998.6,662.5,3803.2,1999.5,1803.7
303,HPJ,TR02  ,2001JJ00,1589.4,1024.6,564.8,3531.5,1992.5,1539.0
304,HPJ,TR02  ,2002JJ00,1310.6,751.9,558.7,3082.0,1531.4,1550.5
305,HPJ,TR02  ,2003JJ00,1740.7,1042.1,698.6,3928.7,2090.7,1838.0
306,HPJ,TR02  ,2004JJ00,1755.1,1068.7,686.4,3658.4,2002.5,1655.9
307,HPJ,TR02  ,2005JJ00,1845.6,1188.0,657.6,3831.1,2200.2,1630.9
308,HPJ,TR02  ,2006JJ00,1976.4,1270.7,705.6,3953.2,2234.7,1718.5
309,HPJ,TR02  ,2007JJ00,2030.5,1308.6,721.9,3993.1,2296.5,1696.7
310,HPJ,TR02  ,2008JJ00,2114.6,1418.8,695.7,4046.0,2487.5,1558.5
311,HPJ,TR02  ,2009JJ00,1982.6,1338.7,644.0,3834.3,2359.1,1475.2
312,HPJ,TR02  ,2010JJ00,2000.3,1257.8,742.5,3785.8,2152.5,1633.3
313,HPJ,TR02  ,2011JJ00,2012.0,1285.4,726.6,3815.4,2216.6,1598.8
314,HPJ,TR02  ,2012JJ00,2002.1,1258.9,743.2,3821.7,2194.4,1627.2
315,HPJ,TR03  ,1998JJ00,329.9,163.2,166.8,579.3,283.0,296.3
316,HPJ,TR03  ,1999JJ00,357.9,200.6,157.3,640.5,354.8,285.8
317,HPJ,TR03  ,2000JJ00,383.9,204.6,179.3,664.0,343.1,320.9
318,HPJ,TR03  ,2001JJ00,311.0,173.3,137.8,556.4,288.7,267.7
319,HPJ,TR03  ,2002JJ00,393.2,238.1,155.1,649.0,385.6,263.5
320,HPJ,TR03  ,2003JJ00,300.2,189.8,110.4,508.6,309.5,199.1
321,HPJ,TR03  ,2004JJ00,321.3,198.6,122.7,572.9,344.4,228.5
322,HPJ,TR03  ,2005JJ00,301.0,192.8,108.2,550.8,341.9,209.0
323,HPJ,TR03  ,2006JJ00,381.7,243.4,138.4,597.2,374.9,222.3
324,HPJ,TR03  ,2007JJ00,421.0,262.4,158.7,641.4,383.0,258.4
325,HPJ,TR03  ,2008JJ00,435.2,291.7,143.5,680.0,440.7,239.3
326,HPJ,TR03  ,2009JJ00,394.8,260.5,134.3,664.7,424.6,240.1
327,HPJ,TR03  ,2010JJ00,451.1,320.0,131.1,734.9,496.9,238.0
328,HPJ,TR03  ,2011JJ00,486.8,362.8,124.0,839.1,606.6,232.5
329,HPJ,TR03  ,2012JJ00,595.0,446.9,148.1,1001.1,703.8,297.4
330,HPJ,TR04  ,1998JJ00,317.4,194.0,123.3,562.6,309.7,252.9
331,HPJ,TR04  ,1999JJ00,261.6,170.2,91.4,539.8,312.8,226.9
332,HPJ,TR04  ,2000JJ00,308.4,178.3,130.1,563.9,302.1,261.9
333,HPJ,TR04  ,2001JJ00,293.3,176.9,116.4,594.9,321.8,273.1
334,HPJ,TR04  ,2002JJ00,272.9,172.3,100.6,546.7,305.8,240.9
335,HPJ,TR04  ,2003JJ00,275.8,175.1,100.7,547.2,321.2,226.1
336,HPJ,TR04  ,2004JJ00,298.7,190.6,108.0,555.5,338.4,217.1
337,HPJ,TR04  ,2005JJ00,301.3,189.9,111.4,546.3,328.7,217.6
338,HPJ,TR04  ,2006JJ00,339.7,237.0,102.7,601.8,388.6,213.2
339,HPJ,TR04  ,2007JJ00,407.1,285.9,121.2,766.2,499.6,266.7
340,HPJ,TR04  ,2008JJ00,312.5,202.1,110.4,586.6,350.1,236.4
341,HPJ,TR04  ,2009JJ00,345.9,240.9,104.9,699.0,468.3,230.7
342,HPJ,TR04  ,2010JJ00,363.0,251.5,111.6,726.8,458.2,268.6
343,HPJ,TR04  ,2011JJ00,410.1,282.7,127.4,762.5,479.3,283.2
344,HPJ,TR04  ,2012JJ00,395.6,278.5,117.0,710.6,468.8,241.8
345,HPJ,TR05  ,1998JJ00,227.6,176.9,50.7,440.0,319.0,121.0
346,HPJ,TR05  ,1999JJ00,201.4,151.5,49.8,398.2,274.2,124.0
347,HPJ,TR05  ,2000JJ00,183.4,142.2,41.2,387.6,267.7,119.9
348,HPJ,TR05  ,2001JJ00,217.8,164.6,53.3,456.7,310.6,146.0
349,HPJ,TR05  ,2002JJ00,193.6,148.3,45.3,373.0,259.2,113.7
350,HPJ,TR05  ,2003JJ00,234.6,176.1,58.6,452.0,323.2,128.8
351,HPJ,TR05  ,2004JJ00,227.5,167.6,59.9,438.6,303.3,135.3
352,HPJ,TR05  ,2005JJ00,226.4,176.5,49.9,458.7,352.6,106.1
353,HPJ,TR05  ,2006JJ00,231.2,178.3,53.0,474.3,355.1,119.2
354,HPJ,TR05  ,2007JJ00,272.1,207.4,64.7,502.9,377.9,125.0
355,HPJ,TR05  ,2008JJ00,267.8,224.7,43.1,500.7,415.6,85.1
356,HPJ,TR05  ,2009JJ00,235.7,197.8,37.9,429.7,351.6,78.1
357,HPJ,TR05  ,2010JJ00,258.9,215.5,43.4,520.0,414.6,105.5
358,HPJ,TR05  ,2011JJ00,235.6,178.9,56.7,429.4,324.8,104.6
359,HPJ,TR05  ,2012JJ00,219.1,185.6,33.5,397.7,324.9,72.8
360,HPJ,TR06  ,1998JJ00,211.9,108.3,103.6,359.1,170.4,188.7
361,HPJ,TR06  ,1999JJ00,213.6,108.2,105.4,359.1,169.8,189.3
362,HPJ,TR06  ,2000JJ00,230.8,116.5,114.3,378.3,170.2,208.2
363,HPJ,TR06  ,2001JJ00,206.6,109.8,96.8,338.3,169.1,169.2
364,HPJ,TR06  ,2002JJ00,218.5,118.8,99.7,353.4,190.0,163.4
365,HPJ,TR06  ,2003JJ00,103.1,68.0,35.1,161.1,103.1,58.0
366,HPJ,TR06  ,2004JJ00,107.3,58.9,48.4,164.9,85.5,79.4
367,HPJ,TR06  ,2005JJ00,117.6,70.6,47.0,191.6,113.9,77.7
368,HPJ,TR06  ,2006JJ00,142.8,72.6,70.1,219.5,107.0,112.4
369,HPJ,TR06  ,2007JJ00,131.7,68.1,63.5,206.3,102.8,103.5
370,HPJ,TR06  ,2008JJ00,119.1,71.3,47.8,181.0,104.6,76.4
371,HPJ,TR06  ,2009JJ00,111.9,64.4,47.5,175.8,101.7,74.1
372,HPJ,TR06  ,2010JJ00,96.8,48.9,47.8,152.8,81.4,71.4
373,HPJ,TR06  ,2011JJ00,154.9,98.7,56.2,241.1,156.8,84.3
374,HPJ,TR06  ,2012JJ00,144.0,92.7,51.3,224.3,144.7,79.6
375,HPJ,TR07  ,1998JJ00,331.7,217.4,114.3,570.5,344.8,225.7
376,HPJ,TR07  ,1999JJ00,341.7,226.7,115.0,559.4,334.4,225.0
377,HPJ,TR07  ,2000JJ00,352.9,240.0,112.9,624.0,389.4,234.6
378,HPJ,TR07  ,2001JJ00,344.8,221.1,123.7,594.3,356.9,237.4
379,HPJ,TR07  ,2002JJ00,336.8,219.8,117.1,557.9,337.3,220.6
380,HPJ,TR07  ,2003JJ00,294.1,211.1,83.0,489.9,329.4,160.5
381,HPJ,TR07  ,2004JJ00,366.9,270.7,96.2,580.6,399.7,180.9
382,HPJ,TR07  ,2005JJ00,415.4,282.9,132.6,684.4,441.6,242.8
383,HPJ,TR07  ,2006JJ00,446.1,317.5,128.6,732.2,506.2,226.0
384,HPJ,TR07  ,2007JJ00,467.4,330.0,137.4,763.8,517.5,246.4
385,HPJ,TR07  ,2008JJ00,476.5,367.0,109.5,743.1,538.2,204.9
386,HPJ,TR07  ,2009JJ00,444.7,331.8,112.9,676.9,485.3,191.6
387,HPJ,TR07  ,2010JJ00,456.5,316.7,139.8,695.4,463.3,232.1
388,HPJ,TR07  ,2011JJ00,521.8,384.9,136.9,825.1,578.3,246.8
389,HPJ,TR07  ,2012JJ00,533.6,404.5,129.0,791.1,582.7,208.3
390,HPJ,TR08  ,1998JJ00,842.1,680.1,162.0,1591.2,1217.7,373.5
391,HPJ,TR08  ,1999JJ00,902.3,725.2,177.1,1657.8,1280.1,377.6
392,HPJ,TR08  ,2000JJ00,888.8,697.5,191.3,1625.5,1202.8,422.7
393,HPJ,TR08  ,2001JJ00,856.9,700.3,156.6,1510.2,1174.8,335.4
394,HPJ,TR08  ,2002JJ00,822.8,694.5,128.3,1482.5,1200.7,281.9
395,HPJ,TR08  ,2003JJ00,828.3,682.5,145.7,1534.2,1219.0,315.2
396,HPJ,TR08  ,2004JJ00,883.2,720.1,163.1,1565.9,1245.3,320.6
397,HPJ,TR08  ,2005JJ00,909.4,750.2,159.2,1611.3,1306.5,304.8
398,HPJ,TR08  ,2006JJ00,924.0,749.6,174.4,1615.6,1263.8,351.8
399,HPJ,TR08  ,2007JJ00,1079.0,933.0,146.0,1908.4,1612.0,296.4
400,HPJ,TR08  ,2008JJ00,1118.2,975.4,142.7,1887.0,1614.4,272.5
401,HPJ,TR08  ,2009JJ00,965.5,823.4,142.1,1671.4,1381.7,289.8
402,HPJ,TR08  ,2010JJ00,1056.4,917.5,138.9,1775.6,1499.8,275.8
403,HPJ,TR08  ,2011JJ00,1087.7,946.8,140.8,1858.6,1582.9,275.7
404,HPJ,TR08  ,2012JJ00,1105.9,921.5,184.4,1863.2,1503.0,360.3
405,HPJ,TR09  ,1998JJ00,42.2,31.5,10.7,81.2,55.9,25.3
406,HPJ,TR09  ,1999JJ00,41.6,29.9,11.7,81.8,50.8,31.0
407,HPJ,TR09  ,2000JJ00,48.8,36.6,12.3,98.7,62.8,35.9
408,HPJ,TR09  ,2001JJ00,60.2,43.3,16.9,111.9,74.2,37.7
409,HPJ,TR09  ,2002JJ00,46.2,32.7,13.5,89.7,57.9,31.9
410,HPJ,TR09  ,2003JJ00,57.2,38.5,18.7,109.3,66.6,42.6
411,HPJ,TR09  ,2004JJ00,46.6,37.5,9.1,79.1,59.0,20.1
412,HPJ,TR09  ,2005JJ00,47.1,37.0,10.1,81.7,57.2,24.4
413,HPJ,TR09  ,2006JJ00,65.5,50.3,15.2,103.1,74.1,29.0
414,HPJ,TR09  ,2007JJ00,76.6,48.9,27.7,132.7,77.6,55.1
415,HPJ,TR09  ,2008JJ00,94.1,68.0,26.1,149.8,106.8,42.9
416,HPJ,TR09  ,2009JJ00,85.5,64.8,20.7,125.3,96.3,29.0
417,HPJ,TR09  ,2010JJ00,91.7,64.7,27.0,147.3,99.8,47.5
418,HPJ,TR09  ,2011JJ00,106.2,86.5,19.7,155.5,123.3,32.2
419,HPJ,TR09  ,2012JJ00,102.1,84.7,17.4,143.1,119.1,24.0
420,HPJ,TR10  ,1998JJ00,211.8,189.1,22.7,443.9,392.2,51.7
421,HPJ,TR10  ,1999JJ00,254.5,225.0,29.5,451.6,400.2,51.4
422,HPJ,TR10  ,2000JJ00,288.1,257.2,30.9,468.8,407.5,61.4
423,HPJ,TR10  ,2001JJ00,225.3,209.9,15.3,392.4,361.1,31.3
424,HPJ,TR10  ,2002JJ00,195.2,168.7,26.5,354.0,313.4,40.6
425,HPJ,TR10  ,2003JJ00,226.4,209.8,16.6,432.2,403.0,29.2
426,HPJ,TR10  ,2004JJ00,216.8,197.2,19.6,410.9,373.9,37.0
427,HPJ,TR10  ,2005JJ00,188.3,150.2,38.1,311.3,244.6,66.8
428,HPJ,TR10  ,2006JJ00,209.1,191.6,17.6,373.4,347.8,25.6
429,HPJ,TR10  ,2007JJ00,205.8,185.5,20.3,350.1,321.5,28.6
430,HPJ,TR10  ,2008JJ00,223.9,194.3,29.6,385.8,336.1,49.7
431,HPJ,TR10  ,2009JJ00,200.0,180.2,19.8,373.4,336.0,37.4
432,HPJ,TR10  ,2010JJ00,203.1,184.4,18.7,354.1,317.1,37.0
433,HPJ,TR10  ,2011JJ00,259.8,226.1,33.7,451.5,397.0,54.6
434,HPJ,TR10  ,2012JJ00,269.0,240.8,28.2,457.9,404.1,53.8
435,HPJ,TR11  ,1998JJ00,622.5,494.3,128.2,1229.0,976.6,252.4
436,HPJ,TR11  ,1999JJ00,709.0,571.2,137.8,1395.3,1107.9,287.3
437,HPJ,TR11  ,2000JJ00,602.1,476.3,125.9,1198.2,933.8,264.5
438,HPJ,TR11  ,2001JJ00,571.2,475.4,95.9,1083.0,904.2,178.9
439,HPJ,TR11  ,2002JJ00,550.8,440.4,110.4,1092.2,873.9,218.3
440,HPJ,TR11  ,2003JJ00,589.0,434.6,154.4,1062.6,767.7,295.0
441,HPJ,TR11  ,2004JJ00,663.7,478.7,184.9,1197.4,886.0,311.4
442,HPJ,TR11  ,2005JJ00,640.7,492.9,147.8,1133.8,899.7,234.0
443,HPJ,TR11  ,2006JJ00,587.5,464.5,123.0,1023.1,822.5,200.6
444,HPJ,TR11  ,2007JJ00,682.3,553.8,128.5,1214.8,991.4,223.3
445,HPJ,TR11  ,2008JJ00,633.8,498.9,134.8,1114.4,882.1,232.3
446,HPJ,TR11  ,2009JJ00,599.8,491.3,108.5,1036.7,862.7,173.9
447,HPJ,TR11  ,2010JJ00,650.1,533.2,116.9,1088.2,890.5,197.7
448,HPJ,TR11  ,2011JJ00,612.9,504.7,108.2,1044.4,848.8,195.7
449,HPJ,TR11  ,2012JJ00,687.3,558.7,128.6,1140.8,935.1,205.8
450,HPJ,TR12  ,1998JJ00,289.2,248.7,40.5,551.5,470.2,81.2
451,HPJ,TR12  ,1999JJ00,358.8,301.7,57.2,714.2,598.0,116.2
452,HPJ,TR12  ,2000JJ00,373.3,304.9,68.4,757.2,608.4,148.7
453,HPJ,TR12  ,2001JJ00,359.1,297.8,61.3,719.0,590.8,128.2
454,HPJ,TR12  ,2002JJ00,419.8,354.4,65.4,819.0,692.0,127.0
455,HPJ,TR12  ,2003JJ00,371.8,322.7,49.1,736.2,639.0,97.1
456,HPJ,TR12  ,2004JJ00,395.4,346.1,49.3,750.8,653.1,97.7
457,HPJ,TR12  ,2005JJ00,426.8,356.1,70.8,777.2,649.1,128.2
458,HPJ,TR12  ,2006JJ00,537.5,449.3,88.1,976.2,814.7,161.5
459,HPJ,TR12  ,2007JJ00,542.0,472.4,69.6,955.3,832.1,123.2
460,HPJ,TR12  ,2008JJ00,539.3,482.6,56.6,1020.6,917.4,103.2
461,HPJ,TR12  ,2009JJ00,514.4,452.8,61.6,892.0,778.4,113.5
462,HPJ,TR12  ,2010JJ00,419.2,366.8,52.4,745.9,647.6,98.3
463,HPJ,TR12  ,2011JJ00,479.2,419.7,59.5,851.6,740.4,111.2
464,HPJ,TR12  ,2012JJ00,531.9,474.6,57.3,943.9,842.1,101.8
465,HPJ,TR13  ,1998JJ00,960.5,571.5,389.0,1613.7,877.6,736.1
466,HPJ,TR13  ,1999JJ00,992.5,592.7,399.8,1691.1,928.8,762.3
467,HPJ,TR13  ,2000JJ00,889.8,516.7,373.1,1617.8,845.4,772.5
468,HPJ,TR13  ,2001JJ00,922.4,543.4,379.0,1581.3,855.3,726.0
469,HPJ,TR13  ,2002JJ00,959.5,593.3,366.1,1676.8,963.1,713.7
470,HPJ,TR13  ,2003JJ00,861.7,537.9,323.8,1481.0,865.4,615.6
471,HPJ,TR13  ,2004JJ00,1078.2,652.2,426.0,1833.1,1036.3,796.8
472,HPJ,TR13  ,2005JJ00,1122.8,703.8,419.0,1955.2,1148.3,807.0
473,HPJ,TR13  ,2006JJ00,1234.2,739.1,495.1,2026.9,1184.2,842.7
474,HPJ,TR13  ,2007JJ00,1316.3,833.6,482.7,2155.5,1311.9,843.6
475,HPJ,TR13  ,2008JJ00,1325.2,887.8,437.4,2135.6,1347.4,788.2
476,HPJ,TR13  ,2009JJ00,1246.2,837.6,408.6,1949.9,1283.0,666.9
477,HPJ,TR13  ,2010JJ00,1326.4,819.5,506.9,2176.2,1307.4,868.8
478,HPJ,TR13  ,2011JJ00,1339.2,849.8,489.4,2187.1,1302.4,884.6
479,HPJ,TR13  ,2012JJ00,1397.3,884.0,513.3,2246.6,1391.3,855.3
480,HPJ,TR14  ,1998JJ00,451.8,318.4,133.4,817.5,554.8,262.8
481,HPJ,TR14  ,1999JJ00,477.9,320.6,157.3,823.6,523.7,299.9
482,HPJ,TR14  ,2000JJ00,497.6,303.8,193.8,856.8,501.9,354.9
483,HPJ,TR14  ,2001JJ00,483.1,295.0,188.1,865.5,516.6,349.0
484,HPJ,TR14  ,2002JJ00,495.0,335.6,159.4,817.6,531.5,286.1
485,HPJ,TR14  ,2003JJ00,473.4,318.7,154.7,769.3,506.3,263.0
486,HPJ,TR14  ,2004JJ00,505.7,339.1,166.6,851.8,559.5,292.4
487,HPJ,TR14  ,2005JJ00,560.3,386.2,174.1,925.7,599.9,325.8
488,HPJ,TR14  ,2006JJ00,631.4,448.0,183.3,990.1,673.8,316.3
489,HPJ,TR14  ,2007JJ00,703.0,504.6,198.4,1182.6,792.1,390.5
490,HPJ,TR14  ,2008JJ00,645.0,477.8,167.2,1049.4,738.9,310.5
491,HPJ,TR14  ,2009JJ00,609.2,459.0,150.3,960.9,697.6,263.3
492,HPJ,TR14  ,2010JJ00,584.4,437.6,146.8,1012.8,717.7,295.2
493,HPJ,TR14  ,2011JJ00,664.8,495.1,169.8,1034.4,730.2,304.2
494,HPJ,TR14  ,2012JJ00,680.2,452.3,227.8,1087.7,697.6,390.1
495,HPJ,TR15  ,1998JJ00,1109.5,867.4,242.2,2202.6,1722.3,480.3
496,HPJ,TR15  ,1999JJ00,1123.3,849.2,274.1,2183.6,1601.7,581.9
497,HPJ,TR15  ,2000JJ00,1242.2,992.8,249.4,2319.3,1818.3,501.1
498,HPJ,TR15  ,2001JJ00,1124.6,888.6,236.0,2171.0,1696.6,474.4
499,HPJ,TR15  ,2002JJ00,1126.0,872.8,253.3,2181.5,1682.0,499.5
500,HPJ,TR15  ,2003JJ00,1084.1,836.7,247.4,2131.2,1643.4,487.8
501,HPJ,TR15  ,2004JJ00,1118.9,867.1,251.7,2040.9,1570.8,470.1
502,HPJ,TR15  ,2005JJ00,1096.7,827.0,269.7,2002.0,1524.6,477.4
503,HPJ,TR15  ,2006JJ00,1343.5,1013.5,330.0,2180.2,1657.5,522.7
504,HPJ,TR15  ,2007JJ00,1372.3,1054.9,317.4,2458.7,1884.4,574.3
505,HPJ,TR15  ,2008JJ00,1284.3,966.6,317.6,2282.1,1730.7,551.4
506,HPJ,TR15  ,2009JJ00,1224.2,967.3,256.8,2139.3,1698.7,440.6
507,HPJ,TR15  ,2010JJ00,1251.6,964.2,287.4,2139.4,1657.7,481.7
508,HPJ,TR15  ,2011JJ00,1305.6,1015.2,290.3,2258.2,1749.9,508.3
509,HPJ,TR15  ,2012JJ00,1351.1,1021.4,329.7,2322.4,1739.9,582.5
510,HPJ,TR16  ,1998JJ00,4626.3,727.6,3898.7,8845.1,1229.2,7615.9
511,HPJ,TR16  ,1999JJ00,4678.1,795.9,3882.2,9055.8,1348.1,7707.7
512,HPJ,TR16  ,2000JJ00,4826.7,848.3,3978.5,9283.3,1461.6,7821.6
513,HPJ,TR16  ,2001JJ00,4817.7,864.9,3952.8,9294.9,1451.5,7843.4
514,HPJ,TR16  ,2002JJ00,4989.3,1027.9,3961.3,9671.3,1740.8,7930.5
515,HPJ,TR16  ,2003JJ00,4535.9,852.9,3683.0,8602.2,1436.4,7165.8
516,HPJ,TR16  ,2004JJ00,4938.2,930.3,4007.9,9216.2,1515.9,7700.2
517,HPJ,TR16  ,2005JJ00,5482.9,1069.6,4413.2,9834.8,1666.7,8168.1
518,HPJ,TR16  ,2006JJ00,5806.1,1240.5,4565.6,10504.6,1961.0,8543.6
519,HPJ,TR16  ,2007JJ00,6130.4,1567.1,4563.3,11039.8,2514.5,8525.3
520,HPJ,TR16  ,2008JJ00,5706.8,1459.2,4247.6,10296.2,2352.9,7943.4
521,HPJ,TR16  ,2009JJ00,5821.4,1506.0,4315.4,10542.4,2472.8,8069.6
522,HPJ,TR16  ,2010JJ00,6584.4,1753.3,4831.1,11888.9,2899.1,8989.7
523,HPJ,TR16  ,2011JJ00,6701.0,1691.5,5009.4,12038.8,2803.2,9235.6
524,HPJ,TR16  ,2012JJ00,6848.2,1708.0,5140.3,12209.3,2787.9,9421.4
525,HPJ,TR17  ,1998JJ00,2099.7,927.3,1172.3,3346.0,1469.3,1876.7
526,HPJ,TR17  ,1999JJ00,2160.6,949.1,1211.5,3669.5,1567.8,2101.7
527,HPJ,TR17  ,2000JJ00,2327.9,1119.1,1208.9,3897.6,1758.1,2139.5
528,HPJ,TR17  ,2001JJ00,2258.2,1080.7,1177.5,3712.8,1724.2,1988.6
529,HPJ,TR17  ,2002JJ00,2207.8,998.9,1209.0,3630.5,1598.1,2032.3
530,HPJ,TR17  ,2003JJ00,1946.2,938.2,1007.9,3175.2,1470.3,1704.9
531,HPJ,TR17  ,2004JJ00,2212.0,1063.7,1148.3,3505.7,1604.1,1901.6
532,HPJ,TR17  ,2005JJ00,2258.4,1033.1,1225.3,3500.3,1535.2,1965.1
533,HPJ,TR17  ,2006JJ00,2657.2,1356.3,1300.9,4270.1,2093.8,2176.2
534,HPJ,TR17  ,2007JJ00,2927.1,1490.4,1436.6,4709.8,2321.7,2388.1
535,HPJ,TR17  ,2008JJ00,2737.4,1465.4,1272.0,4461.0,2354.8,2106.2
536,HPJ,TR17  ,2009JJ00,2592.2,1460.1,1132.1,4201.1,2304.2,1897.0
537,HPJ,TR17  ,2010JJ00,2944.0,1608.3,1335.7,4630.8,2440.2,2190.6
538,HPJ,TR17  ,2011JJ00,3059.5,1654.3,1405.1,4821.4,2476.7,2344.7
539,HPJ,TR17  ,2012JJ00,3127.5,1672.9,1454.6,4962.1,2563.6,2398.5
540,VER,NL01  ,1998JJ00,9194.9,7315.7,1879.2,49178.7,38904.5,10274.1
541,VER,NL01  ,1999JJ00,10459.3,8127.9,2331.4,54245.0,41993.6,12251.5
542,VER,NL01  ,2000JJ00,10337.5,8072.8,2264.7,52849.1,41283.1,11566.0
543,VER,NL01  ,2001JJ00,10139.9,8085.1,2054.9,51911.5,41364.6,10546.9
544,VER,NL01  ,2002JJ00,10216.4,8053.9,2162.5,53856.9,42410.7,11446.2
545,VER,NL01  ,2003JJ00,10632.4,8382.3,2250.1,54023.7,42480.5,11543.2
546,VER,NL01  ,2004JJ00,10155.4,8110.3,2045.1,52525.9,41757.8,10768.1
547,VER,NL01  ,2005JJ00,9812.4,7881.3,1931.1,50642.2,40575.4,10066.8
548,VER,NL01  ,2006JJ00,10473.1,8301.6,2171.4,52184.1,41273.7,10910.4
549,VER,NL01  ,2007JJ00,11031.3,8736.5,2294.8,54108.5,42484.0,11624.5
550,VER,NL01  ,2008JJ00,10606.3,8536.7,2069.6,51833.7,41527.6,10306.1
551,VER,NL01  ,2009JJ00,11113.3,8946.8,2166.5,53035.1,42450.0,10585.1
552,VER,NL01  ,2010JJ00,10783.1,8626.6,2156.5,51165.7,40540.8,10624.9
553,VER,NL01  ,2011JJ00,10791.1,8518.3,2272.7,50792.8,39738.9,11053.9
554,VER,NL01  ,2012JJ00,10842.7,8520.0,2322.7,48745.9,37913.0,10832.9
555,VER,TR01  ,1998JJ00,610.6,461.4,149.2,4338.2,2972.1,1366.1
556,VER,TR01  ,1999JJ00,769.3,559.5,209.8,5167.3,3386.8,1780.5
557,VER,TR01  ,2000JJ00,654.9,510.4,144.5,4216.9,3000.2,1216.7
558,VER,TR01  ,2001JJ00,737.3,554.8,182.5,4499.1,3229.5,1269.6
559,VER,TR01  ,2002JJ00,708.4,532.9,175.4,4527.1,3125.0,1402.1
560,VER,TR01  ,2003JJ00,695.5,547.5,148.0,4466.7,3299.9,1166.8
561,VER,TR01  ,2004JJ00,687.0,536.2,150.8,4370.2,3124.5,1245.7
562,VER,TR01  ,2005JJ00,623.1,487.2,135.9,3778.1,2716.4,1061.7
563,VER,TR01  ,2006JJ00,687.6,532.8,154.8,4028.5,2872.7,1155.8
564,VER,TR01  ,2007JJ00,706.0,557.3,148.8,4077.8,2979.8,1098.0
565,VER,TR01  ,2008JJ00,675.0,529.1,145.9,3881.6,2906.7,974.8
566,VER,TR01  ,2009JJ00,737.2,586.0,151.1,3988.3,3011.8,976.4
567,VER,TR01  ,2010JJ00,722.2,568.8,153.4,4004.6,2934.7,1069.9
568,VER,TR01  ,2011JJ00,697.5,540.5,157.0,3669.7,2693.9,975.8
569,VER,TR01  ,2012JJ00,693.3,559.3,134.0,3623.9,2763.9,860.0
570,VER,TR02  ,1998JJ00,1524.3,922.6,601.7,8761.1,5164.9,3596.2
571,VER,TR02  ,1999JJ00,1728.9,1039.0,689.9,9581.9,5598.5,3983.4
572,VER,TR02  ,2000JJ00,1598.9,979.2,619.7,9344.9,5541.7,3803.2
573,VER,TR02  ,2001JJ00,1638.8,1069.8,569.0,9441.7,6014.8,3426.9
574,VER,TR02  ,2002JJ00,1682.2,1058.3,623.9,10130.7,6367.3,3763.4
575,VER,TR02  ,2003JJ00,1762.8,1056.3,706.5,10308.5,6228.7,4079.8
576,VER,TR02  ,2004JJ00,1643.6,997.3,646.3,9933.4,6135.6,3797.8
577,VER,TR02  ,2005JJ00,1532.3,969.9,562.4,9275.0,5937.9,3337.1
578,VER,TR02  ,2006JJ00,1712.0,1064.9,647.1,9870.2,6079.1,3791.1
579,VER,TR02  ,2007JJ00,1867.3,1163.7,703.6,10924.5,6745.0,4179.5
580,VER,TR02  ,2008JJ00,1773.9,1126.6,647.3,9821.0,6151.8,3669.2
581,VER,TR02  ,2009JJ00,1921.2,1191.1,730.1,10162.7,6271.3,3891.4
582,VER,TR02  ,2010JJ00,1868.7,1119.3,749.4,10168.5,6137.3,4031.2
583,VER,TR02  ,2011JJ00,1927.0,1162.5,764.5,10343.3,6164.1,4179.2
584,VER,TR02  ,2012JJ00,1828.1,1084.1,744.0,9360.4,5513.7,3846.7
585,VER,TR03  ,1998JJ00,508.7,335.6,173.1,2393.1,1540.3,852.8
586,VER,TR03  ,1999JJ00,619.3,385.5,233.8,2870.6,1771.2,1099.4
587,VER,TR03  ,2000JJ00,521.8,349.1,172.8,2532.3,1734.9,797.4
588,VER,TR03  ,2001JJ00,309.8,198.8,111.0,1580.7,1075.1,505.7
589,VER,TR03  ,2002JJ00,475.8,322.6,153.2,2400.8,1627.6,773.2
590,VER,TR03  ,2003JJ00,605.5,400.6,204.9,2715.4,1770.5,944.8
591,VER,TR03  ,2004JJ00,518.9,352.3,166.6,2235.8,1459.2,776.5
592,VER,TR03  ,2005JJ00,540.9,385.8,155.1,2386.7,1645.7,741.0
593,VER,TR03  ,2006JJ00,575.7,423.1,152.6,2597.7,1878.9,718.7
594,VER,TR03  ,2007JJ00,570.9,422.3,148.6,2475.5,1758.3,717.2
