ID,Bedrijfsgroepen,WarmtekrachtkoppelingWKK,TypenInstallatie,Perioden,InzetTotaal_1,InzetVanAardgas_2,InzetVanStookolie_3,InzetVanSteenkool_4,InzetVanOverigeBrandstoffen_5,InzetTotaal_6,InzetVanAardgas_7,InzetVanStookolie_8,InzetVanSteenkool_9,InzetVanOverigeBrandstoffen_10,ProductieTotaal_11,ProductieVanElektriciteit_12,ProductieVanWarmte_13,ProductieTotaal_14,ProductieVanElektriciteit_15,ProductieVanWarmte_16,ElektrischVermogen_17,ThermischVermogen_18,Installaties_19
621,E007022,E007139,E007116,1998JJ00,73722.0,2329275.0,,,,73722.0,73722.0,,,,40660.0,11294517.0,,40660.0,40660.0,,1862.0,115200.0,7.0
622,E007022,E007139,E007116,1999JJ00,94616.0,2989448.0,,,,94616.0,94616.0,,,,52052.0,14458981.0,,52052.0,52052.0,,2222.0,915200.0,8.0
623,E007022,E007139,E007116,2000JJ00,93981.0,2969373.0,,,,93981.0,93981.0,,,,52740.0,14649938.0,,52740.0,52740.0,,2222.0,915200.0,8.0
624,E007022,E007139,E007116,2001JJ00,64587.0,2040679.0,,,,64587.0,64587.0,,,,35423.0,9839830.0,,35423.0,35423.0,,1862.0,115200.0,7.0
625,E007022,E007139,E007116,2002JJ00,71054.0,2245002.0,,,,71054.0,71054.0,,,,38330.0,10647203.0,,38330.0,38330.0,,1827.0,,6.0
626,E007022,E007139,E007116,2003JJ00,70503.0,2227586.0,,,,70503.0,70503.0,,,,37860.0,10516747.0,,37860.0,37860.0,,1827.0,,6.0
627,E007022,E007139,E007116,2004JJ00,73159.0,2311510.0,,,,73159.0,73159.0,,,,38732.0,10758844.0,,38732.0,38732.0,,1827.0,,6.0
628,E007022,E007139,E007116,2005JJ00,80644.0,2243512.0,92.0,375965.0,194.0,80644.0,71007.0,4.0,9439.0,194.0,39470.0,10963941.0,,39470.0,39470.0,,2141.0,381390.0,8.0
629,E007022,E007139,E007116,2006JJ00,76636.0,2061746.0,30.0,447259.0,262.0,76636.0,65254.0,,11120.0,262.0,42989.0,11941346.0,,42989.0,42989.0,,2141.0,381390.0,8.0
630,E007022,E007139,E007116,2007JJ00,84303.0,2280734.0,40.0,473839.0,393.0,84303.0,72185.0,2.0,11723.0,393.0,44198.0,12277238.0,,44198.0,44198.0,,2080.0,,7.0
631,E007022,E007139,E007116,2008JJ00,77598.0,2056320.0,22.0,500081.0,179.0,77598.0,65083.0,1.0,12336.0,179.0,39841.0,11067042.0,,39841.0,39841.0,,2080.0,,7.0
632,E007022,E007139,E007116,2009JJ00,93844.0,2554967.0,26.0,517871.0,133.0,93844.0,80865.0,1.0,12845.0,133.0,51675.0,14354041.0,,51675.0,51675.0,,2950.0,,8.0
633,E007022,E007139,E007116,2010JJ00,150321.0,4419431.0,38.0,412950.0,196.0,150321.0,139875.0,2.0,10249.0,196.0,79715.0,22143075.0,,79715.0,79715.0,,4254.0,,11.0
634,E007022,E007139,E007116,2011JJ00,150275.0,4427678.0,55.0,374957.0,907.0,150275.0,140136.0,2.0,9230.0,907.0,82777.0,22993495.0,,82777.0,82777.0,,5554.0,,13.0
635,E007022,E007139,E007116,2012JJ00,117287.0,3423765.0,59.0,323057.0,951.0,117287.0,108362.0,3.0,7972.0,951.0,62775.0,17437477.0,,62775.0,62775.0,,7171.0,,12.0
636,E007022,E007139,E007116,2013JJ00,126197.0,3888569.0,6.0,121438.0,90.0,126197.0,123073.0,0.0,3034.0,90.0,70071.0,19464201.0,,70071.0,70071.0,,8371.0,,15.0
637,E007022,E007139,E007116,2014JJ00,126497.0,3996755.0,,,,126497.0,126497.0,,,,70744.0,19650990.0,,70744.0,70744.0,,8244.0,,14.0
638,E007022,E007139,E007116,2015JJ00,106705.0,3371401.0,,,,106705.0,106705.0,,,,60070.0,16686144.0,,60070.0,60070.0,,8241.0,,14.0
639,E007022,E007139,E007116,2016JJ00,150664.0,4760314.0,,,,150664.0,150664.0,,,,84191.0,23386329.0,,84191.0,84191.0,,8325.0,,14.0
640,E007022,E007139,E007116,2017JJ00,170189.0,5369727.0,,,237.0,170189.0,169952.0,,,237.0,96138.0,26705098.0,,96138.0,96138.0,,8675.0,,15.0
641,E007022,E007139,E007116,2018JJ00,167432.0,5290107.0,,,,167432.0,167432.0,,,,94414.0,26226180.0,,94414.0,94414.0,,8675.0,,15.0
642,E007022,E007139,E007116,2019JJ00,227417.0,7185372.0,,,,227417.0,227417.0,,,,129443.0,35956281.0,,129443.0,129443.0,,8675.0,,15.0
643,E007022,E007139,E007116,2020JJ00,240949.0,7612913.0,,,,240949.0,240949.0,,,,137694.0,38248449.0,,137694.0,137694.0,,8770.0,,15.0
644,E007022,E007139,E007116,2021JJ00,170360.0,5382618.0,,,,170360.0,170360.0,,,,95807.0,26612957.0,,95807.0,95807.0,,8770.0,,17.0
645,E007022,E007139,E007116,2022JJ00,146946.0,4642853.0,,,,146946.0,146946.0,,,,81732.0,22703431.0,,81732.0,81732.0,,8770.0,,17.0
646,E007022,E007139,E007116,2023JJ00,136501.0,4312840.0,,,,136501.0,136501.0,,,,75075.0,20854042.0,,75075.0,75075.0,,8828.0,,17.0
647,E007022,E007139,E007116,2024JJ00,132501.0,4186455.0,,,,132501.0,132501.0,,,,74347.0,20652045.0,,74347.0,74347.0,,8889.0,0.0,17.0
648,E007022,E007139,E007115,1998JJ00,1119.0,35342.0,,,,1119.0,1119.0,,,,396.0,110000.0,,396.0,396.0,,115.0,,5.0
649,E007022,E007139,E007115,1999JJ00,140.0,4408.0,,,,140.0,140.0,,,,36.0,10000.0,,36.0,36.0,,115.0,,5.0
650,E007022,E007139,E007115,2000JJ00,140.0,4408.0,,,,140.0,140.0,,,,36.0,10000.0,,36.0,36.0,,115.0,,5.0
651,E007022,E007139,E007115,2001JJ00,665.0,21000.0,,,,665.0,665.0,,,,184.0,51000.0,,184.0,184.0,,115.0,,5.0
652,E007022,E007139,E007115,2002JJ00,474.0,14981.0,,,,474.0,474.0,,,,118.0,32782.0,,118.0,118.0,,115.0,,5.0
653,E007022,E007139,E007115,2003JJ00,634.0,20020.0,,,,634.0,634.0,,,,164.0,45419.0,,164.0,164.0,,118.0,169600.0,6.0
654,E007022,E007139,E007115,2004JJ00,369.0,11672.0,,,,369.0,369.0,,,,92.0,25596.0,,92.0,92.0,,115.0,,5.0
655,E007022,E007139,E007115,2005JJ00,1087.0,34353.0,,,,1087.0,1087.0,,,,319.0,88528.0,,319.0,319.0,,212.0,,5.0
656,E007022,E007139,E007115,2006JJ00,959.0,30304.0,,,,959.0,959.0,,,,287.0,79674.0,,287.0,287.0,,212.0,,5.0
657,E007022,E007139,E007115,2007JJ00,802.0,25352.0,,,,802.0,802.0,,,,238.0,65992.0,,238.0,238.0,,212.0,,5.0
658,E007022,E007139,E007115,2008JJ00,831.0,26245.0,,,,831.0,831.0,,,,256.0,71229.0,,256.0,256.0,,212.0,,5.0
659,E007022,E007139,E007115,2009JJ00,1225.0,38696.0,,,,1225.0,1225.0,,,,388.0,107830.0,,388.0,388.0,,212.0,,5.0
660,E007022,E007139,E007115,2010JJ00,537.0,16966.0,,,,537.0,537.0,,,,174.0,48443.0,,174.0,174.0,,212.0,,5.0
661,E007022,E007139,E007115,2011JJ00,283.0,8956.0,,,,283.0,283.0,,,,90.0,24876.0,,90.0,90.0,,212.0,,5.0
662,E007022,E007139,E007115,2012JJ00,17.0,547.0,,,,17.0,17.0,,,,5.0,1265.0,,5.0,5.0,,357.0,,5.0
663,E007022,E007139,E007115,2013JJ00,,,,,,,,,,,,,,,,,264.0,,2.0
664,E007022,E007139,E007115,2014JJ00,,,,,,,,,,,,,,,,,119.0,,1.0
665,E007022,E007139,E007115,2015JJ00,,,,,,,,,,,,,,,,,,,
666,E007022,E007139,E007115,2016JJ00,,,,,,,,,,,,,,,,,,,
667,E007022,E007139,E007115,2017JJ00,,,,,,,,,,,,,,,,,,,
668,E007022,E007139,E007115,2018JJ00,,,,,,,,,,,,,,,,,,,
669,E007022,E007139,E007115,2019JJ00,,,,,,,,,,,,,,,,,,,
670,E007022,E007139,E007115,2020JJ00,,,,,,,,,,,,,,,,,,,
671,E007022,E007139,E007115,2021JJ00,,,,,,,,,,,,,,,,,,,
672,E007022,E007139,E007115,2022JJ00,,,,,,,,,,,,,,,,,,,
673,E007022,E007139,E007115,2023JJ00,,,,,,,,,,,,,,,,,,,
674,E007022,E007139,E007115,2024JJ00,56.0,1766.0,,,,56.0,56.0,,,,17.0,4650.0,,17.0,17.0,,795.0,,3.0
675,E007022,E007139,E007068,1998JJ00,39375.0,1510.0,,,39327.0,39375.0,48.0,,,39327.0,13729.0,3813740.0,,13729.0,13729.0,,449.0,,1.0
676,E007022,E007139,E007068,1999JJ00,39779.0,1279.0,,,39739.0,39779.0,40.0,,,39739.0,13795.0,3832066.0,,13795.0,13795.0,,449.0,,1.0
677,E007022,E007139,E007068,2000JJ00,40573.0,2306.0,,,40500.0,40573.0,73.0,,,40500.0,14135.0,3926272.0,,14135.0,14135.0,,449.0,,1.0
678,E007022,E007139,E007068,2001JJ00,40903.0,1179.0,,,40866.0,40903.0,37.0,,,40866.0,14314.0,3976168.0,,14314.0,14314.0,,449.0,,1.0
679,E007022,E007139,E007068,2002JJ00,40328.0,344.0,,,40317.0,40328.0,11.0,,,40317.0,14093.0,3914608.0,,14093.0,14093.0,,449.0,,1.0
680,E007022,E007139,E007068,2003JJ00,41264.0,,,,41264.0,41264.0,,,,41264.0,14465.0,4017989.0,,14465.0,14465.0,,449.0,,1.0
681,E007022,E007139,E007068,2004JJ00,39420.0,,,,39420.0,39420.0,,,,39420.0,13759.0,3822018.0,,13759.0,13759.0,,449.0,,1.0
682,E007022,E007139,E007068,2005JJ00,41296.0,,,,41296.0,41296.0,,,,41296.0,14391.0,3997456.0,,14391.0,14391.0,,449.0,,1.0
683,E007022,E007139,E007068,2006JJ00,35913.0,,,,35913.0,35913.0,,,,35913.0,12490.0,3469439.0,,12490.0,12490.0,,510.0,,1.0
684,E007022,E007139,E007068,2007JJ00,40962.0,,,,40962.0,40962.0,,,,40962.0,15121.0,4200313.0,,15121.0,15121.0,,510.0,,1.0
685,E007022,E007139,E007068,2008JJ00,40116.0,,,,40116.0,40116.0,,,,40116.0,15008.0,4168825.0,,15008.0,15008.0,,510.0,,1.0
686,E007022,E007139,E007068,2009JJ00,41033.0,,,,41033.0,41033.0,,,,41033.0,15294.0,4248228.0,,15294.0,15294.0,,510.0,,1.0
687,E007022,E007139,E007068,2010JJ00,38410.0,,,,38410.0,38410.0,,,,38410.0,14289.0,3969114.0,,14289.0,14289.0,,510.0,,1.0
688,E007022,E007139,E007068,2011JJ00,40164.0,,,,40164.0,40164.0,,,,40164.0,14907.0,4140775.0,,14907.0,14907.0,,510.0,,1.0
689,E007022,E007139,E007068,2012JJ00,38516.0,,,,38516.0,38516.0,,,,38516.0,14093.0,3914710.0,,14093.0,14093.0,,510.0,,1.0
690,E007022,E007139,E007068,2013JJ00,27604.0,,,,27604.0,27604.0,,,,27604.0,10407.0,2890859.0,,10407.0,10407.0,,510.0,,1.0
691,E007022,E007139,E007068,2014JJ00,39410.0,,,,39410.0,39410.0,,,,39410.0,14729.0,4091306.0,,14729.0,14729.0,,510.0,,1.0
692,E007022,E007139,E007068,2015JJ00,39245.0,,,,39245.0,39245.0,,,,39245.0,14681.0,4078041.0,,14681.0,14681.0,,512.0,,1.0
693,E007022,E007139,E007068,2016JJ00,38357.0,,,,38357.0,38357.0,,,,38357.0,14257.0,3960278.0,,14257.0,14257.0,,512.0,,1.0
694,E007022,E007139,E007068,2017JJ00,33056.0,,,,33056.0,33056.0,,,,33056.0,12249.0,3402478.0,,12249.0,12249.0,,512.0,,1.0
695,E007022,E007139,E007068,2018JJ00,34008.0,,,,34008.0,34008.0,,,,34008.0,12653.0,3514770.0,,12653.0,12653.0,,512.0,,1.0
696,E007022,E007139,E007068,2019JJ00,38113.0,,,,38113.0,38113.0,,,,38113.0,14075.0,3909748.0,,14075.0,14075.0,,512.0,,1.0
697,E007022,E007139,E007068,2020JJ00,40021.0,,,,40021.0,40021.0,,,,40021.0,14715.0,4087363.0,,14715.0,14715.0,,512.0,,1.0
698,E007022,E007139,E007068,2021JJ00,37281.0,,,,37281.0,37281.0,,,,37281.0,13781.0,3827956.0,,13781.0,13781.0,,512.0,,1.0
699,E007022,E007139,E007068,2022JJ00,40439.0,,,,40439.0,40439.0,,,,40439.0,14963.0,4156313.0,,14963.0,14963.0,,512.0,,1.0
700,E007022,E007139,E007068,2023JJ00,38959.0,,,,38959.0,38959.0,,,,38959.0,14347.0,3985293.0,,14347.0,14347.0,,512.0,,1.0
701,E007022,E007139,E007068,2024JJ00,34712.0,,,,34712.0,34712.0,,,,34712.0,12865.0,3573592.0,,12865.0,12865.0,,512.0,,1.0
702,E007022,E007139,E007069,1998JJ00,,,,,,,,,,,404.0,112310.0,,404.0,404.0,,37.0,,5.0
703,E007022,E007139,E007069,1999JJ00,,,,,,,,,,,325.0,90249.0,,325.0,325.0,,37.0,,5.0
704,E007022,E007139,E007069,2000JJ00,,,,,,,,,,,513.0,142393.0,,513.0,513.0,,37.0,,6.0
705,E007022,E007139,E007069,2001JJ00,,,,,,,,,,,422.0,117324.0,,422.0,422.0,,37.0,,6.0
706,E007022,E007139,E007069,2002JJ00,,,,,,,,,,,395.0,109636.0,,395.0,395.0,,37.0,,6.0
707,E007022,E007139,E007069,2003JJ00,,,,,,,,,,,259.0,72023.0,,259.0,259.0,,37.0,,6.0
708,E007022,E007139,E007069,2004JJ00,,,,,,,,,,,345.0,95732.0,,345.0,345.0,,37.0,,6.0
709,E007022,E007139,E007069,2005JJ00,,,,,,,,,,,317.0,88000.0,,317.0,317.0,,37.0,,6.0
710,E007022,E007139,E007069,2006JJ00,,,,,,,,,,,379.0,105199.0,,379.0,379.0,,37.0,,6.0
711,E007022,E007139,E007069,2007JJ00,,,,,,,,,,,385.0,107000.0,,385.0,385.0,,37.0,,6.0
712,E007022,E007139,E007069,2008JJ00,,,,,,,,,,,367.0,102000.0,,367.0,367.0,,37.0,,6.0
713,E007022,E007139,E007069,2009JJ00,,,,,,,,,,,353.0,98000.0,,353.0,353.0,,37.0,,6.0
714,E007022,E007139,E007069,2010JJ00,,,,,,,,,,,375.0,104166.0,,375.0,375.0,,37.0,,7.0
715,E007022,E007139,E007069,2011JJ00,,,,,,,,,,,205.0,56944.0,,205.0,205.0,,37.0,,7.0
716,E007022,E007139,E007069,2012JJ00,,,,,,,,,,,376.0,104388.0,,376.0,376.0,,37.0,,7.0
717,E007022,E007139,E007069,2013JJ00,,,,,,,,,,,412.0,114312.0,,412.0,412.0,,37.0,,7.0
718,E007022,E007139,E007069,2014JJ00,,,,,,,,,,,403.0,112000.0,,403.0,403.0,,37.0,,7.0
719,E007022,E007139,E007069,2015JJ00,,,,,,,,,,,334.0,92700.0,,334.0,334.0,,37.0,,7.0
720,E007022,E007139,E007069,2016JJ00,,,,,,,,,,,360.0,100079.0,,360.0,360.0,,37.0,,7.0
721,E007022,E007139,E007069,2017JJ00,,,,,,,,,,,219.0,60757.0,,219.0,219.0,,37.0,,7.0
722,E007022,E007139,E007069,2018JJ00,,,,,,,,,,,260.0,72348.0,,260.0,260.0,,37.0,,7.0
723,E007022,E007139,E007069,2019JJ00,,,,,,,,,,,267.0,74182.0,,267.0,267.0,,37.0,,7.0
724,E007022,E007139,E007069,2020JJ00,,,,,,,,,,,166.0,46066.0,,166.0,166.0,,37.0,,7.0
725,E007022,E007139,E007069,2021JJ00,,,,,,,,,,,318.0,88240.0,,318.0,318.0,,38.0,,8.0
726,E007022,E007139,E007069,2022JJ00,,,,,,,,,,,180.0,49998.0,,180.0,180.0,,38.0,,8.0
727,E007022,E007139,E007069,2023JJ00,,,,,,,,,,,250.0,69369.0,,250.0,250.0,,38.0,,8.0
728,E007022,E007139,E007069,2024JJ00,,,,,,,,,,,307.0,85391.0,,307.0,307.0,,38.0,,8.0
729,E007022,E007139,E007070,1998JJ00,,,,,,,,,,,2304.0,640000.0,,2304.0,2304.0,,363.0,,1193.0
730,E007022,E007139,E007070,1999JJ00,,,,,,,,,,,2322.0,645000.0,,2322.0,2322.0,,410.0,,1253.0
731,E007022,E007139,E007070,2000JJ00,,,,,,,,,,,2984.0,829000.0,,2984.0,2984.0,,447.0,,1291.0
732,E007022,E007139,E007070,2001JJ00,,,,,,,,,,,2970.0,825000.0,,2970.0,2970.0,,485.0,,1342.0
733,E007022,E007139,E007070,2002JJ00,,,,,,,,,,,3406.0,946000.0,,3406.0,3406.0,,670.0,,1450.0
734,E007022,E007139,E007070,2003JJ00,,,,,,,,,,,4745.0,1318000.0,,4745.0,4745.0,,906.0,,1595.0
735,E007022,E007139,E007070,2004JJ00,,,,,,,,,,,6721.0,1867000.0,,6721.0,6721.0,,1073.0,,1651.0
736,E007022,E007139,E007070,2005JJ00,,,,,,,,,,,7441.0,2067000.0,,7441.0,7441.0,,1224.0,,1709.0
737,E007022,E007139,E007070,2006JJ00,,,,,,,,,,,9842.0,2734000.0,,9842.0,9842.0,,1559.0,,1828.0
738,E007022,E007139,E007070,2007JJ00,,,,,,,,,,,12373.0,3437000.0,,12373.0,12373.0,,1748.0,,1889.0
739,E007022,E007139,E007070,2008JJ00,,,,,,,,,,,15336.0,4260000.0,,15336.0,15336.0,,2149.0,,2038.0
740,E007022,E007139,E007070,2009JJ00,,,,,,,,,,,16492.0,4581000.0,,16492.0,16492.0,,2222.0,,1972.0
741,E007022,E007139,E007070,2010JJ00,,,,,,,,,,,14375.0,3993000.0,,14375.0,14375.0,,2237.0,,1973.0
742,E007022,E007139,E007070,2011JJ00,,,,,,,,,,,18361.0,5100171.0,,18361.0,18361.0,,2316.0,,1978.0
743,E007022,E007139,E007070,2012JJ00,,,,,,,,,,,17935.0,4981829.0,,17935.0,17935.0,,2434.0,,1984.0
744,E007022,E007139,E007070,2013JJ00,,,,,,,,,,,20258.0,5627148.0,,20258.0,20258.0,,2707.0,,2071.0
745,E007022,E007139,E007070,2014JJ00,,,,,,,,,,,20869.0,5797000.0,,20869.0,20869.0,,2873.0,,2085.0
746,E007022,E007139,E007070,2015JJ00,,,,,,,,,,,27179.0,7549858.0,,27179.0,27179.0,,3391.0,,2171.0
747,E007022,E007139,E007070,2016JJ00,,,,,,,,,,,29414.0,8170446.0,,29414.0,29414.0,,4257.0,,2331.0
748,E007022,E007139,E007070,2017JJ00,,,,,,,,,,,38048.0,10568801.0,,38048.0,38048.0,,4202.0,,2270.0
749,E007022,E007139,E007070,2018JJ00,,,,,,,,,,,37975.0,10548511.0,,37975.0,37975.0,,4393.0,,2318.0
750,E007022,E007139,E007070,2019JJ00,,,,,,,,,,,41429.0,11507927.0,,41429.0,41429.0,,4484.0,,2321.0
751,E007022,E007139,E007070,2020JJ00,,,,,,,,,,,55000.0,15277726.0,,55000.0,55000.0,,6648.0,,2612.0
752,E007022,E007139,E007070,2021JJ00,,,,,,,,,,,65244.0,18123360.0,,65244.0,65244.0,,7646.0,,2770.0
753,E007022,E007139,E007070,2022JJ00,,,,,,,,,,,77637.0,21565971.0,,77637.0,77637.0,,8700.0,,2918.0
754,E007022,E007139,E007070,2023JJ00,,,,,,,,,,,106683.0,29634139.0,,106683.0,106683.0,,10802.0,,3103.0
755,E007022,E007139,E007070,2024JJ00,,,,,,,,,,,120634.0,33509406.0,,120634.0,120634.0,,11702.0,,3187.0
756,E007022,E007139,E007071,1998JJ00,,,,,,,,,,,13.0,3500.0,,13.0,13.0,,6.0,,
757,E007022,E007139,E007071,1999JJ00,,,,,,,,,,,19.0,5270.0,,19.0,19.0,,9.0,,
758,E007022,E007139,E007071,2000JJ00,,,,,,,,,,,28.0,7710.0,,28.0,28.0,,13.0,,
759,E007022,E007139,E007071,2001JJ00,,,,,,,,,,,47.0,13060.0,,47.0,47.0,,21.0,,
760,E007022,E007139,E007071,2002JJ00,,,,,,,,,,,61.0,17040.0,,61.0,61.0,,26.0,,
761,E007022,E007139,E007071,2003JJ00,,,,,,,,,,,111.0,30740.0,,111.0,111.0,,46.0,,
762,E007022,E007139,E007071,2004JJ00,,,,,,,,,,,119.0,33140.0,,119.0,119.0,,50.0,,
763,E007022,E007139,E007071,2005JJ00,,,,,,,,,,,123.0,34199.0,,123.0,123.0,,51.0,,
764,E007022,E007139,E007071,2006JJ00,,,,,,,,,,,127.0,35223.0,,127.0,127.0,,53.0,,
765,E007022,E007139,E007071,2007JJ00,,,,,,,,,,,129.0,35712.0,,129.0,129.0,,53.0,,
766,E007022,E007139,E007071,2008JJ00,,,,,,,,,,,138.0,38460.0,,138.0,138.0,,57.0,,
767,E007022,E007139,E007071,2009JJ00,,,,,,,,,,,166.0,46000.0,,166.0,166.0,,68.0,,
768,E007022,E007139,E007071,2010JJ00,,,,,,,,,,,214.0,59442.0,,214.0,214.0,,88.0,,
769,E007022,E007139,E007071,2011JJ00,,,,,,,,,,,361.0,100344.0,,361.0,361.0,,145.0,,
770,E007022,E007139,E007071,2012JJ00,,,,,,,,,,,914.0,253753.0,,914.0,914.0,,365.0,,
771,E007022,E007139,E007071,2013JJ00,,,,,,,,,,,1857.0,515900.0,,1857.0,1857.0,,739.0,,
772,E007022,E007139,E007071,2014JJ00,,,,,,,,,,,2826.0,785000.0,,2826.0,2826.0,,1021.0,,
773,E007022,E007139,E007071,2015JJ00,,,,,,,,,,,3991.0,1108520.0,,3991.0,3991.0,,1526.0,,
774,E007022,E007139,E007071,2016JJ00,,,,,,,,,,,5767.0,1601808.0,,5767.0,5767.0,,2135.0,,
775,E007022,E007139,E007071,2017JJ00,,,,,,,,,,,7936.0,2204346.0,,7936.0,7936.0,,2911.0,,
776,E007022,E007139,E007071,2018JJ00,,,,,,,,,,,13348.0,3707792.0,,13348.0,13348.0,,4608.0,,
777,E007022,E007139,E007071,2019JJ00,,,,,,,,,,,19438.0,5399406.0,,19438.0,19438.0,,7228.0,,0.0
778,E007022,E007139,E007071,2020JJ00,,,,,,,,,,,30841.0,8567013.0,,30841.0,30841.0,,11110.0,,0.0
779,E007022,E007139,E007071,2021JJ00,,,,,,,,,,,40694.0,11303873.0,,40694.0,40694.0,,14823.0,,1730285.0
780,E007022,E007139,E007071,2022JJ00,,,,,,,,,,,59972.0,16658849.0,,59972.0,59972.0,,17356.0,,2298859.0
781,E007022,E007139,E007071,2023JJ00,,,,,,,,,,,70586.0,19607192.0,,70586.0,70586.0,,21957.0,,2818720.0
782,E007022,E007139,E007071,2024JJ00,,,,,,,,,,,78560.0,21822201.0,,78560.0,78560.0,,24772.0,,3167299.0
783,E007022,E007139,E007139,1998JJ00,87.0,,2026.0,,,87.0,,87.0,,,706.0,196060.0,,706.0,706.0,,49.0,3332.0,14.0
784,E007022,E007139,E007139,1999JJ00,1.0,,29.0,,,1.0,,1.0,,,557.0,154631.0,,557.0,557.0,,47.0,3332.0,13.0
785,E007022,E007139,E007139,2000JJ00,0.0,,2.0,,,0.0,,0.0,,,674.0,187198.0,,674.0,674.0,,46.0,1666.0,12.0
786,E007022,E007139,E007139,2001JJ00,0.0,,2.0,,,0.0,,0.0,,,606.0,168270.0,,606.0,606.0,,47.0,1666.0,13.0
787,E007022,E007139,E007139,2002JJ00,0.0,,2.0,,,0.0,,0.0,,,635.0,176437.0,,635.0,635.0,,47.0,1666.0,13.0
788,E007022,E007139,E007139,2003JJ00,,,,,,,,,,,630.0,175076.0,,630.0,630.0,,46.0,,12.0
789,E007022,E007139,E007139,2004JJ00,,,,,,,,,,,787.0,218700.0,,787.0,787.0,,54.0,,13.0
790,E007022,E007139,E007139,2005JJ00,,,,,,,,,,,919.0,255247.0,,919.0,919.0,,54.0,,13.0
791,E007022,E007139,E007139,2006JJ00,,,,,,,,,,,506.0,140441.0,,506.0,506.0,,54.0,,13.0
792,E007022,E007139,E007139,2007JJ00,,,,,,,,,,,636.0,176728.0,,636.0,636.0,,55.0,,14.0
793,E007022,E007139,E007139,2008JJ00,,,,,,,,,,,502.0,139387.0,,502.0,502.0,,55.0,,14.0
794,E007022,E007139,E007139,2009JJ00,,,,,,,,,,,438.0,121546.0,,438.0,438.0,,47.0,,11.0
795,E007022,E007139,E007139,2010JJ00,,,,,,,,,,,517.0,143480.0,,517.0,517.0,,47.0,,11.0
796,E007022,E007139,E007139,2011JJ00,,,,,,,,,,,434.0,120637.0,,434.0,434.0,,46.0,,10.0
797,E007022,E007139,E007139,2012JJ00,,,,,,,,,,,417.0,115752.0,,417.0,417.0,,35.0,,5.0
798,E007022,E007139,E007139,2013JJ00,,,,,,,,,,,444.0,123347.0,,444.0,444.0,,38.0,,6.0
799,E007022,E007139,E007139,2014JJ00,,,,,,,,,,,406.0,112728.0,,406.0,406.0,,36.0,,5.0
800,E007022,E007139,E007139,2015JJ00,9.0,,218.0,,,9.0,,9.0,,,430.0,119563.0,,430.0,430.0,,25.0,1800.0,4.0
801,E007022,E007139,E007139,2016JJ00,3.0,,60.0,,,3.0,,3.0,,,498.0,138201.0,,498.0,498.0,,25.0,1800.0,4.0
802,E007022,E007139,E007139,2017JJ00,3.0,,60.0,,,3.0,,3.0,,,439.0,121965.0,,439.0,439.0,,25.0,1800.0,4.0
803,E007022,E007139,E007139,2018JJ00,23.0,645.0,60.0,,,23.0,20.0,3.0,,,350.0,97167.0,,350.0,350.0,,25.0,1800.0,5.0
804,E007022,E007139,E007139,2019JJ00,23.0,645.0,60.0,,,23.0,20.0,3.0,,,338.0,93922.0,,338.0,338.0,,25.0,1800.0,5.0
805,E007022,E007139,E007139,2020JJ00,17.0,450.0,61.0,,,17.0,14.0,3.0,,,423.0,117552.0,,423.0,423.0,,25.0,1800.0,5.0
806,E007022,E007139,E007139,2021JJ00,3.0,,66.0,,,3.0,,3.0,,,463.0,128700.0,,463.0,463.0,,25.0,1800.0,5.0
807,E007022,E007139,E007139,2022JJ00,288.0,,76.0,,285.0,288.0,,3.0,,285.0,723.0,200854.0,,723.0,723.0,,159.0,1800.0,29.0
808,E007022,E007139,E007139,2023JJ00,367.0,,103.0,,363.0,367.0,,4.0,,363.0,699.0,194219.0,,699.0,699.0,,258.0,,46.0
809,E007022,E007139,E007139,2024JJ00,756.0,,114.0,,751.0,756.0,,5.0,,751.0,1119.0,310756.0,,1119.0,1119.0,,379.0,,90.0
810,E007042,E007102,E007102,1998JJ00,518988.0,7025597.0,3653.0,9279196.0,70835.0,518988.0,222360.0,153.0,225639.0,70835.0,250308.0,62254411.0,26192.0,250308.0,224116.0,26192.0,14126.0,10168102.0,42.0
811,E007042,E007102,E007102,1999JJ00,459323.0,6346633.0,3820.0,7480738.0,71747.0,459323.0,200871.0,160.0,186545.0,71747.0,222434.0,55125987.0,23980.0,222434.0,198454.0,23980.0,14126.0,10168102.0,42.0
812,E007042,E007102,E007102,2000JJ00,479735.0,6254739.0,1393.0,8650888.0,70954.0,479735.0,197962.0,59.0,210759.0,70954.0,236202.0,56545363.0,32638.0,236202.0,203563.0,32638.0,14391.0,11302102.0,43.0
813,E007042,E007102,E007102,2001JJ00,535691.0,7448250.0,21308.0,9189188.0,74335.0,535691.0,235737.0,879.0,224740.0,74335.0,256720.0,62373818.0,32174.0,256720.0,224546.0,32174.0,14126.0,11016612.0,42.0
814,E007042,E007102,E007102,2002JJ00,549080.0,7678970.0,18000.0,9180651.0,77719.0,549080.0,243039.0,738.0,227583.0,77719.0,263024.0,64008232.0,32594.0,263024.0,230430.0,32594.0,14126.0,11016612.0,42.0
815,E007042,E007102,E007102,2003JJ00,572064.0,8185537.0,37512.0,9211691.0,80862.0,572064.0,259072.0,1549.0,230580.0,80862.0,274083.0,66524178.0,34596.0,274083.0,239487.0,34596.0,14169.0,11228782.0,43.0
