ID,DutchEconomy,Periods,TotalCO2_1,CO2ExclBiomass_2,CO2Biomass_3,N2O_4,CH4_5,GreenhouseGasEquivalents_6,NOx_7,SO2_8,NH3_9,AcidificationEquivalents_10,CFK12Equivalents_11,CO_12,NMVOC_13,PM10_14
807,328100 ,1992JJ00,7270.0,7270,0.3,0.0,0.4,8362,9.1,11.9,0.1,0.6,22.4,195.4,4.8,8.8
808,328100 ,1993JJ00,7609.0,7608,0.3,0.0,0.4,8798,9.1,11.7,0.1,0.6,14.9,180.1,4.5,8.0
809,328100 ,1994JJ00,8651.0,8651,0.3,0.0,0.4,10076,9.1,12.4,0.1,0.6,7.5,164.8,4.2,7.2
810,328100 ,1995JJ00,7793.0,7793,0.3,0.0,0.4,8418,10.1,11.9,0.0,0.6,0.0,149.6,4.0,6.4
811,328100 ,1996JJ00,7824.0,7824,0.2,0.0,0.4,8718,9.9,10.7,0.0,0.6,0.0,134.5,3.4,5.4
812,328100 ,1997JJ00,7762.0,7762,0.3,0.0,0.4,8715,9.2,10.0,0.1,0.5,0.0,112.4,3.3,4.4
813,328100 ,1998JJ00,7211.0,7210,0.3,0.0,0.4,8218,8.1,7.9,0.1,0.4,0.0,117.0,3.9,4.5
814,328100 ,1999JJ00,6660.0,6660,0.4,0.0,0.4,7234,7.4,7.0,0.1,0.4,0.0,98.4,2.8,3.6
815,328100 ,2000JJ00,6408.0,6408,0.4,0.0,0.4,6930,6.9,7.0,0.0,0.4,0.0,107.3,2.4,2.9
816,328100 ,2001JJ00,6601.0,6601,0.3,0.0,0.4,7094,7.9,6.4,0.0,0.4,0.0,103.4,1.9,2.6
817,328100 ,2002JJ00,6753.0,6753,0.3,0.0,0.4,7463,7.6,6.5,0.0,0.4,0.0,96.6,2.1,2.5
818,328100 ,2003JJ00,7136.0,7136,0.2,0.0,0.4,7357,7.9,6.5,0.0,0.4,0.0,107.4,1.8,2.5
819,328100 ,2004JJ00,7300.0,7300,0.3,0.0,0.4,7417,8.2,7.4,0.0,0.4,0.0,125.8,1.3,2.5
820,328100 ,2005JJ00,7287.0,7287,0.3,0.0,0.4,7403,7.8,7.8,0.1,0.4,0.0,116.1,1.6,2.2
821,328100 ,2006JJ00,7099.0,7099,0.4,0.0,0.3,7210,7.3,6.9,0.1,0.4,0.0,125.5,1.6,2.1
822,328100 ,2007JJ00,7363.0,7362,1.2,0.0,0.4,7494,7.3,7.3,0.0,0.4,0.0,117.8,1.7,2.2
823,328100 ,2008JJ00,7364.0,7363,1.1,0.0,0.3,7469,7.0,7.1,0.0,0.4,0.0,122.3,1.7,2.0
824,328100 ,2009JJ00,6153.0,6152,1.2,0.0,0.3,6255,5.1,4.0,0.0,0.2,0.0,74.2,1.5,1.7
825,328100 ,2010JJ00,6955.0,6954,0.9,0.0,0.3,7057,6.8,6.1,0.0,0.3,0.0,96.2,1.7,1.8
826,328100 ,2011JJ00,7048.0,7046,1.3,0.0,0.3,7140,6.5,6.4,0.0,0.3,0.0,81.2,1.8,1.8
827,328100 ,2012JJ00,6484.0,6482,1.4,0.0,0.3,6551,6.7,4.4,0.0,0.3,0.0,76.5,1.8,1.5
828,328100 ,2013JJ00,6657.0,6655,1.7,0.0,0.3,6712,6.2,3.4,0.0,0.2,0.0,68.1,1.5,1.3
829,328100 ,2014JJ00,6241.0,6239,2.3,0.0,0.3,6283,5.9,3.8,0.0,0.2,0.0,68.6,1.5,1.3
830,328100 ,2015JJ00,6629.0,6627,2.5,0.0,0.3,6675,6.5,3.7,0.0,0.3,0.0,72.1,1.6,1.4
831,328100 ,2016JJ00,6648.0,6645,2.2,0.0,0.3,6708,6.5,3.6,0.0,0.3,0.0,69.4,1.7,1.4
832,328100 ,2017JJ00,7296.0,7293,3.0,0.0,0.3,7335,6.4,3.9,0.0,0.3,0.0,63.4,1.8,1.3
833,328100 ,2018JJ00,6982.0,6978,3.9,0.0,0.3,7047,6.3,3.9,0.0,0.3,0.0,67.5,1.8,1.3
834,328100 ,2019JJ00,6772.0,6767,4.9,0.0,0.3,6823,6.6,4.5,0.0,0.3,0.0,67.8,1.7,1.4
835,328100 ,2020JJ00,6178.0,6172,5.6,0.0,0.3,6212,5.6,4.2,0.0,0.3,0.0,61.5,1.5,1.2
836,328100 ,2021JJ00,6404.0,6396,7.4,0.0,0.3,6442,5.7,3.6,0.0,0.2,0.0,56.6,1.3,1.2
837,328100 ,2022JJ00,6118.0,6110,7.9,0.0,0.3,6149,5.5,3.2,0.0,0.2,0.0,61.2,1.5,1.1
838,328100 ,2023JJ00,4757.0,4750,7.7,0.0,0.3,4783,4.7,3.1,0.0,0.2,0.0,50.1,1.0,0.9
839,328100 ,2024JJ00,6090.0,6080,9.8,0.0,0.3,6117,5.4,3.0,0.0,0.2,0.0,50.5,1.2,0.9
840,330300 ,1990JJ00,491.0,491,0.1,0.0,0.1,494,3.1,2.6,0.2,0.2,541.6,10.5,42.9,2.0
841,330300 ,1991JJ00,449.0,448,0.1,0.0,0.1,450,1.9,1.1,0.2,0.1,433.2,6.6,39.5,1.8
842,330300 ,1992JJ00,444.0,444,0.3,0.0,0.1,446,2.1,0.5,0.1,0.1,324.9,6.2,36.5,1.5
843,330300 ,1993JJ00,481.0,481,0.1,0.0,0.0,483,2.0,0.2,0.1,0.1,216.6,5.8,33.4,1.3
844,330300 ,1994JJ00,460.0,460,0.3,0.0,0.1,462,1.7,0.1,0.0,0.0,108.3,5.3,30.3,1.0
845,330300 ,1995JJ00,503.0,503,0.1,0.0,0.1,506,1.9,0.1,0.0,0.0,0.0,6.2,27.4,0.8
846,330300 ,1996JJ00,481.0,481,0.1,0.0,0.0,483,1.7,0.1,0.0,0.0,0.0,4.0,21.9,0.1
847,330300 ,1997JJ00,477.0,477,0.1,0.0,0.0,479,1.7,0.1,0.0,0.0,0.0,4.3,18.3,0.1
848,330300 ,1998JJ00,500.0,500,0.1,0.0,0.1,502,1.8,0.0,0.0,0.0,0.0,3.5,15.8,0.4
849,330300 ,1999JJ00,558.0,558,0.2,0.0,0.1,560,1.8,0.0,0.0,0.0,0.0,3.6,17.1,0.6
850,330300 ,2000JJ00,546.0,546,0.2,0.0,0.1,548,1.9,0.1,0.0,0.0,0.0,4.7,12.1,0.7
851,330300 ,2001JJ00,559.0,559,0.1,0.0,0.1,561,1.9,0.1,0.0,0.0,0.0,4.4,11.9,0.7
852,330300 ,2002JJ00,577.0,577,0.1,0.0,0.1,579,2.1,0.1,0.0,0.0,0.0,4.4,10.5,0.7
853,330300 ,2003JJ00,533.0,533,0.1,0.0,0.1,536,1.8,0.1,0.0,0.0,0.0,4.4,8.9,0.6
854,330300 ,2004JJ00,509.0,509,0.1,0.0,0.1,511,1.7,0.1,0.0,0.0,0.0,3.9,8.4,0.6
855,330300 ,2005JJ00,511.0,511,0.1,0.0,0.1,514,1.7,0.1,0.0,0.0,0.0,4.3,8.5,0.6
856,330300 ,2006JJ00,484.0,483,0.4,0.0,0.1,487,1.6,0.1,0.0,0.0,0.0,4.2,7.8,0.6
857,330300 ,2007JJ00,441.0,439,2.2,0.0,0.0,443,1.6,0.0,0.0,0.0,0.0,2.3,8.2,0.6
858,330300 ,2008JJ00,429.0,427,2.0,0.0,0.1,433,1.5,0.0,0.0,0.0,0.0,2.9,7.4,0.5
859,330300 ,2009JJ00,475.0,472,2.7,0.0,0.1,479,1.5,0.0,0.0,0.0,0.0,3.4,6.7,0.5
860,330300 ,2010JJ00,506.0,505,1.5,0.0,0.1,510,1.4,0.0,0.0,0.0,0.0,4.0,11.2,0.5
861,330300 ,2011JJ00,444.0,442,2.1,0.0,0.1,448,1.3,0.0,0.0,0.0,0.0,3.9,9.7,0.5
862,330300 ,2012JJ00,497.0,495,2.3,0.0,0.1,501,1.2,0.0,0.0,0.0,0.0,4.5,9.5,0.5
863,330300 ,2013JJ00,471.0,469,2.4,0.0,0.1,476,1.2,0.0,0.0,0.0,0.0,4.8,8.6,0.5
864,330300 ,2014JJ00,434.0,430,3.1,0.0,0.1,438,1.1,0.0,0.0,0.0,0.0,4.6,7.9,0.5
865,330300 ,2015JJ00,465.0,462,2.9,0.0,0.1,469,1.0,0.0,0.0,0.0,0.0,4.6,7.9,0.5
866,330300 ,2016JJ00,498.0,495,2.5,0.0,0.1,503,1.0,0.0,0.0,0.0,0.0,4.6,6.3,0.5
867,330300 ,2017JJ00,540.0,537,3.2,0.0,0.1,545,0.9,0.0,0.0,0.0,0.0,4.5,7.4,0.5
868,330300 ,2018JJ00,545.0,541,4.9,0.0,0.1,551,1.0,0.0,0.0,0.0,0.0,4.4,7.5,0.5
869,330300 ,2019JJ00,548.0,541,6.6,0.0,0.1,553,1.0,0.0,0.0,0.0,0.0,4.3,7.5,0.5
870,330300 ,2020JJ00,523.0,517,6.4,0.0,0.1,529,0.9,0.0,0.0,0.0,0.0,4.6,7.5,0.5
871,330300 ,2021JJ00,586.0,578,7.8,0.0,0.1,592,0.9,0.0,0.0,0.0,0.0,4.0,7.6,0.5
872,330300 ,2022JJ00,531.0,523,7.8,0.0,0.1,537,0.8,0.0,0.0,0.0,0.0,3.9,7.7,0.5
873,330300 ,2023JJ00,489.0,481,8.3,0.0,0.1,495,0.8,0.0,0.0,0.0,0.0,3.6,7.0,0.5
874,330300 ,2024JJ00,477.0,465,11.9,0.0,0.1,482,0.8,0.0,0.0,0.0,0.0,3.5,6.7,0.5
875,332910 ,1990JJ00,409.0,409,0.0,0.0,0.0,1858,2.1,0.4,0.0,0.1,40.7,1.4,1.3,0.1
876,332910 ,1991JJ00,389.0,389,0.0,0.0,0.0,1819,1.0,0.4,0.0,0.0,33.2,1.0,1.2,0.1
877,332910 ,1992JJ00,372.0,372,0.0,0.0,0.0,2011,1.9,0.3,0.0,0.1,25.8,0.9,1.1,0.1
878,332910 ,1993JJ00,413.0,412,0.1,0.0,0.0,2198,1.1,0.2,0.0,0.0,18.3,0.9,1.0,0.1
879,332910 ,1994JJ00,381.0,381,0.0,0.0,0.0,2524,0.9,0.0,0.0,0.0,10.9,0.9,1.0,0.1
880,332910 ,1995JJ00,421.0,421,0.1,0.0,0.0,1870,0.6,0.2,0.0,0.0,3.5,0.9,1.0,0.1
881,332910 ,1996JJ00,384.0,384,0.1,0.0,0.0,2477,0.5,0.8,0.0,0.0,2.6,0.9,0.8,0.1
882,332910 ,1997JJ00,366.0,366,0.1,0.0,0.0,2600,0.9,2.0,0.0,0.1,1.7,0.7,0.7,0.0
883,332910 ,1998JJ00,367.0,367,0.1,0.0,0.0,2733,0.6,2.7,0.0,0.1,0.9,1.0,0.5,0.0
884,332910 ,1999JJ00,352.0,352,0.1,0.0,0.0,1687,0.4,2.2,0.0,0.1,0.0,1.4,0.1,0.0
885,332910 ,2000JJ00,372.0,372,0.1,0.0,0.0,1583,0.4,0.0,0.0,0.0,0.0,1.8,0.7,0.0
886,332910 ,2001JJ00,350.0,350,0.1,0.0,0.0,1491,0.5,0.2,0.0,0.0,0.0,2.8,0.6,0.0
887,332910 ,2002JJ00,329.0,329,0.1,0.0,0.0,1991,0.4,0.0,0.0,0.0,0.0,1.7,0.5,0.0
888,332910 ,2003JJ00,316.0,316,0.1,0.0,0.0,804,0.4,0.0,0.0,0.0,0.0,1.7,0.3,0.0
889,332910 ,2004JJ00,341.0,340,0.1,0.0,0.0,578,0.4,0.2,0.0,0.0,0.0,2.6,0.3,0.0
890,332910 ,2005JJ00,338.0,338,0.1,0.0,0.0,574,0.4,0.2,0.0,0.0,0.0,2.8,0.3,0.0
891,332910 ,2006JJ00,316.0,316,0.1,0.0,0.0,542,0.4,0.2,0.0,0.0,0.0,2.4,0.3,0.0
892,332910 ,2007JJ00,287.0,287,0.5,0.0,0.0,561,0.4,0.2,0.0,0.0,0.0,1.5,0.3,0.0
893,332910 ,2008JJ00,277.0,277,0.4,0.0,0.0,489,0.4,0.2,0.0,0.0,0.0,1.8,0.2,0.1
894,332910 ,2009JJ00,344.0,343,0.6,0.0,0.1,554,0.4,0.2,0.0,0.0,0.0,2.0,0.3,0.1
895,332910 ,2010JJ00,345.0,345,0.3,0.0,0.1,553,0.4,0.2,0.0,0.0,0.0,1.6,0.2,0.1
896,332910 ,2011JJ00,256.0,256,0.5,0.0,0.0,438,0.7,0.3,0.0,0.0,0.0,1.9,0.2,0.1
897,332910 ,2012JJ00,248.0,248,0.5,0.0,0.0,372,0.5,0.3,0.0,0.0,0.0,0.7,0.2,0.0
898,332910 ,2013JJ00,231.0,230,0.6,0.0,0.0,326,0.5,0.4,0.0,0.0,0.0,0.7,0.2,0.0
899,332910 ,2014JJ00,199.0,199,0.8,0.0,0.0,261,0.4,0.4,0.0,0.0,0.0,0.7,0.2,0.0
900,332910 ,2015JJ00,254.0,254,0.9,0.0,0.1,325,0.4,0.4,0.0,0.0,0.0,0.7,0.2,0.0
901,332910 ,2016JJ00,243.0,243,0.7,0.0,0.1,348,0.4,0.5,0.0,0.0,0.0,0.7,0.1,0.0
902,332910 ,2017JJ00,257.0,256,0.9,0.0,0.1,312,0.4,0.5,0.0,0.0,0.0,0.7,0.1,0.0
903,332910 ,2018JJ00,252.0,251,1.2,0.0,0.1,370,0.4,0.5,0.0,0.0,0.0,0.7,0.1,0.0
904,332910 ,2019JJ00,256.0,254,1.6,0.0,0.1,339,0.4,0.5,0.0,0.0,0.0,0.6,0.1,0.0
905,332910 ,2020JJ00,230.0,229,1.6,0.0,0.1,277,0.3,0.3,0.0,0.0,0.0,0.7,0.1,0.0
906,332910 ,2021JJ00,261.0,259,2.0,0.0,0.1,315,0.3,0.2,0.0,0.0,0.0,0.6,0.1,0.0
907,332910 ,2022JJ00,201.0,199,1.7,0.0,0.1,242,0.1,0.0,0.0,0.0,0.0,0.6,0.1,0.0
908,332910 ,2023JJ00,157.0,156,1.8,0.0,0.0,190,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.0
909,332910 ,2024JJ00,155.0,153,2.4,0.0,0.0,184,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.0
910,332900 ,1990JJ00,35.0,35,0.0,0.0,0.0,1482,1.7,0.2,0.0,0.0,31.6,0.5,0.6,0.0
911,332900 ,1991JJ00,48.0,48,0.0,0.0,0.0,1478,0.7,0.2,0.0,0.0,26.0,0.4,0.6,0.0
912,332900 ,1992JJ00,50.0,50,0.0,0.0,0.0,1687,1.6,0.2,0.0,0.0,20.3,0.4,0.5,0.0
913,332900 ,1993JJ00,30.0,30,0.0,0.0,0.0,1814,0.8,0.1,0.0,0.0,14.7,0.3,0.5,0.0
914,332900 ,1994JJ00,41.0,41,0.0,0.0,0.0,2183,0.6,0.0,0.0,0.0,9.1,0.2,0.4,0.0
915,332900 ,1995JJ00,28.0,28,0.0,0.0,0.0,1475,0.3,0.1,0.0,0.0,3.5,0.1,0.4,0.0
916,332900 ,1996JJ00,24.0,24,0.0,0.0,0.0,2116,0.3,0.3,0.0,0.0,2.6,0.1,0.3,0.0
917,332900 ,1997JJ00,23.0,23,0.0,0.0,0.0,2255,0.6,0.8,0.0,0.0,1.7,0.1,0.3,0.0
918,332900 ,1998JJ00,20.0,20,0.0,0.0,0.0,2385,0.3,1.1,0.0,0.0,0.9,0.1,0.2,0.0
919,332900 ,1999JJ00,19.0,19,0.0,0.0,0.0,1351,0.2,0.9,0.0,0.0,0.0,0.3,0.0,0.0
920,332900 ,2000JJ00,21.0,21,0.0,0.0,0.0,1231,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
921,332900 ,2001JJ00,25.0,25,0.0,0.0,0.0,1164,0.2,0.0,0.0,0.0,0.0,0.5,0.2,0.0
922,332900 ,2002JJ00,25.0,25,0.0,0.0,0.0,1687,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0
923,332900 ,2003JJ00,25.0,25,0.0,0.0,0.0,512,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0
924,332900 ,2004JJ00,25.0,25,0.0,0.0,0.0,261,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0
925,332900 ,2005JJ00,24.0,24,0.0,0.0,0.0,259,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0
926,332900 ,2006JJ00,24.0,24,0.0,0.0,0.0,250,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0
927,332900 ,2007JJ00,26.0,26,0.1,0.0,0.0,299,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0
928,332900 ,2008JJ00,28.0,28,0.1,0.0,0.0,239,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
929,332900 ,2009JJ00,29.0,28,0.1,0.0,0.0,237,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
930,332900 ,2010JJ00,31.0,31,0.0,0.0,0.0,236,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
931,332900 ,2011JJ00,75.0,75,0.1,0.0,0.0,256,0.1,0.1,0.0,0.0,0.0,0.5,0.1,0.0
932,332900 ,2012JJ00,30.0,30,0.1,0.0,0.0,153,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0
933,332900 ,2013JJ00,25.0,25,0.1,0.0,0.0,120,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
934,332900 ,2014JJ00,23.0,23,0.2,0.0,0.0,83,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
935,332900 ,2015JJ00,37.0,37,0.1,0.0,0.0,106,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
936,332900 ,2016JJ00,37.0,37,0.1,0.0,0.0,140,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
937,332900 ,2017JJ00,48.0,48,0.1,0.0,0.0,101,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
938,332900 ,2018JJ00,55.0,54,0.3,0.0,0.0,171,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
939,332900 ,2019JJ00,54.0,53,0.4,0.0,0.0,135,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
940,332900 ,2020JJ00,52.0,52,0.3,0.0,0.0,98,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.0
941,332900 ,2021JJ00,72.0,71,0.4,0.0,0.0,125,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0
942,332900 ,2022JJ00,65.0,65,0.3,0.0,0.0,104,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0
943,332900 ,2023JJ00,46.0,46,0.3,0.0,0.0,77,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
944,332900 ,2024JJ00,46.0,45,0.5,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
945,334800 ,1990JJ00,374.0,374,0.0,0.0,0.0,376,0.4,0.2,0.0,0.0,9.1,0.9,0.7,0.0
946,334800 ,1991JJ00,341.0,341,0.0,0.0,0.0,342,0.2,0.2,0.0,0.0,7.3,0.5,0.6,0.0
947,334800 ,1992JJ00,322.0,322,0.0,0.0,0.0,323,0.3,0.1,0.0,0.0,5.4,0.6,0.6,0.0
948,334800 ,1993JJ00,382.0,382,0.1,0.0,0.0,383,0.2,0.1,0.0,0.0,3.6,0.6,0.6,0.0
949,334800 ,1994JJ00,340.0,340,0.0,0.0,0.0,341,0.2,0.0,0.0,0.0,1.8,0.6,0.5,0.0
950,334800 ,1995JJ00,394.0,393,0.1,0.0,0.0,395,0.3,0.1,0.0,0.0,0.0,0.8,0.6,0.0
951,334800 ,1996JJ00,360.0,360,0.1,0.0,0.0,361,0.3,0.5,0.0,0.0,0.0,0.8,0.5,0.0
952,334800 ,1997JJ00,343.0,343,0.1,0.0,0.0,344,0.4,1.2,0.0,0.0,0.0,0.6,0.4,0.0
953,334800 ,1998JJ00,347.0,347,0.1,0.0,0.0,348,0.3,1.6,0.0,0.1,0.0,0.9,0.3,0.0
954,334800 ,1999JJ00,334.0,334,0.1,0.0,0.0,335,0.2,1.3,0.0,0.0,0.0,1.1,0.1,0.0
955,334800 ,2000JJ00,351.0,351,0.1,0.0,0.0,352,0.3,0.0,0.0,0.0,0.0,1.7,0.6,0.0
956,334800 ,2001JJ00,326.0,325,0.1,0.0,0.0,327,0.3,0.1,0.0,0.0,0.0,2.3,0.4,0.0
957,334800 ,2002JJ00,303.0,303,0.1,0.0,0.0,305,0.2,0.0,0.0,0.0,0.0,1.6,0.3,0.0
958,334800 ,2003JJ00,291.0,291,0.1,0.0,0.0,292,0.2,0.0,0.0,0.0,0.0,1.5,0.2,0.0
959,334800 ,2004JJ00,316.0,316,0.1,0.0,0.0,317,0.3,0.2,0.0,0.0,0.0,2.2,0.2,0.0
960,334800 ,2005JJ00,314.0,314,0.1,0.0,0.0,315,0.3,0.2,0.0,0.0,0.0,2.3,0.2,0.0
961,334800 ,2006JJ00,292.0,292,0.1,0.0,0.0,293,0.3,0.1,0.0,0.0,0.0,2.0,0.2,0.0
962,334800 ,2007JJ00,261.0,261,0.4,0.0,0.0,262,0.3,0.1,0.0,0.0,0.0,1.2,0.1,0.0
963,334800 ,2008JJ00,249.0,249,0.3,0.0,0.0,250,0.3,0.2,0.0,0.0,0.0,1.4,0.1,0.1
964,334800 ,2009JJ00,315.0,315,0.4,0.0,0.0,317,0.3,0.1,0.0,0.0,0.0,1.6,0.2,0.0
965,334800 ,2010JJ00,315.0,314,0.3,0.0,0.0,316,0.3,0.2,0.0,0.0,0.0,1.1,0.1,0.1
966,334800 ,2011JJ00,181.0,181,0.4,0.0,0.0,183,0.6,0.3,0.0,0.0,0.0,1.5,0.1,0.1
967,334800 ,2012JJ00,218.0,218,0.4,0.0,0.0,219,0.4,0.2,0.0,0.0,0.0,0.4,0.1,0.0
968,334800 ,2013JJ00,205.0,205,0.5,0.0,0.0,206,0.4,0.3,0.0,0.0,0.0,0.4,0.1,0.0
969,334800 ,2014JJ00,177.0,176,0.6,0.0,0.0,178,0.3,0.4,0.0,0.0,0.0,0.5,0.1,0.0
970,334800 ,2015JJ00,217.0,216,0.7,0.0,0.0,219,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.0
971,334800 ,2016JJ00,206.0,206,0.6,0.0,0.0,208,0.3,0.4,0.0,0.0,0.0,0.4,0.1,0.0
972,334800 ,2017JJ00,209.0,208,0.8,0.0,0.0,210,0.3,0.4,0.0,0.0,0.0,0.4,0.1,0.0
973,334800 ,2018JJ00,197.0,196,1.0,0.0,0.0,199,0.3,0.4,0.0,0.0,0.0,0.4,0.1,0.0
974,334800 ,2019JJ00,203.0,201,1.2,0.0,0.0,204,0.3,0.4,0.0,0.0,0.0,0.4,0.1,0.0
975,334800 ,2020JJ00,178.0,177,1.3,0.0,0.0,180,0.2,0.2,0.0,0.0,0.0,0.4,0.1,0.0
976,334800 ,2021JJ00,189.0,187,1.6,0.0,0.0,191,0.2,0.2,0.0,0.0,0.0,0.4,0.1,0.0
977,334800 ,2022JJ00,136.0,135,1.4,0.0,0.0,138,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0
978,334800 ,2023JJ00,112.0,110,1.4,0.0,0.0,113,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0
979,334800 ,2024JJ00,110.0,108,1.9,0.0,0.0,111,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0
980,336500 ,1990JJ00,300.0,300,0.0,0.0,0.0,302,1.3,0.4,0.0,0.0,11.9,2.6,1.6,0.2
981,336500 ,1991JJ00,279.0,279,0.0,0.0,0.0,280,0.8,0.4,0.0,0.0,9.5,1.6,1.4,0.1
982,336500 ,1992JJ00,305.0,305,0.0,0.0,0.0,306,1.0,0.4,0.0,0.0,7.1,1.7,1.3,0.1
983,336500 ,1993JJ00,281.0,281,0.1,0.0,0.0,282,1.2,0.3,0.0,0.0,4.7,1.7,1.2,0.1
984,336500 ,1994JJ00,303.0,303,0.0,0.0,0.0,304,1.0,0.2,0.0,0.0,2.4,1.8,1.0,0.1
985,336500 ,1995JJ00,289.0,288,0.1,0.0,0.0,290,1.0,0.2,0.0,0.0,0.0,2.2,1.1,0.1
986,336500 ,1996JJ00,359.0,358,0.1,0.0,0.0,360,1.1,0.4,0.0,0.0,0.0,2.6,1.2,0.1
987,336500 ,1997JJ00,352.0,351,0.1,0.0,0.0,353,0.8,0.2,0.0,0.0,0.0,3.2,0.5,0.0
988,336500 ,1998JJ00,351.0,351,0.1,0.0,0.0,353,0.9,0.3,0.0,0.0,0.0,2.1,1.0,0.1
989,336500 ,1999JJ00,327.0,327,0.1,0.0,0.0,328,0.9,0.1,0.0,0.0,0.0,1.2,0.4,0.1
990,336500 ,2000JJ00,315.0,315,0.1,0.0,0.0,316,0.8,0.1,0.0,0.0,0.0,2.0,0.8,0.0
991,336500 ,2001JJ00,306.0,306,0.1,0.0,0.0,308,0.9,0.2,0.0,0.0,0.0,2.3,0.6,0.1
992,336500 ,2002JJ00,301.0,301,0.1,0.0,0.0,303,0.8,0.0,0.0,0.0,0.0,1.4,0.5,0.0
993,336500 ,2003JJ00,298.0,298,0.0,0.0,0.0,299,0.7,0.0,0.0,0.0,0.0,1.3,0.3,0.0
994,336500 ,2004JJ00,281.0,281,0.1,0.0,0.0,282,0.8,0.2,0.0,0.0,0.0,2.3,0.3,0.1
995,336500 ,2005JJ00,285.0,285,0.1,0.0,0.0,286,0.8,0.2,0.0,0.0,0.0,2.8,0.4,0.1
996,336500 ,2006JJ00,282.0,282,0.2,0.0,0.0,284,0.7,0.2,0.0,0.0,0.0,2.5,0.4,0.1
997,336500 ,2007JJ00,272.0,271,1.3,0.0,0.0,274,0.7,0.2,0.0,0.0,0.0,1.9,0.4,0.1
998,336500 ,2008JJ00,309.0,307,1.2,0.0,0.1,312,0.7,0.2,0.0,0.0,0.0,2.2,0.4,0.1
999,336500 ,2009JJ00,310.0,308,1.6,0.0,0.1,313,0.7,0.2,0.0,0.0,0.0,2.5,0.4,0.1
1000,336500 ,2010JJ00,319.0,318,0.9,0.0,0.1,323,0.7,0.3,0.0,0.0,0.0,3.0,0.4,0.1
1001,336500 ,2011JJ00,242.0,241,1.3,0.0,0.0,245,0.8,0.2,0.0,0.0,0.0,2.8,0.4,0.1
1002,336500 ,2012JJ00,286.0,285,1.4,0.0,0.1,290,0.8,0.2,0.0,0.0,0.0,1.8,0.4,0.1
1003,336500 ,2013JJ00,275.0,274,1.4,0.0,0.1,278,0.8,0.4,0.0,0.0,0.0,2.1,0.4,0.1
1004,336500 ,2014JJ00,230.0,229,1.7,0.0,0.1,234,0.6,0.3,0.0,0.0,0.0,2.2,0.4,0.0
1005,336500 ,2015JJ00,263.0,262,1.5,0.0,0.1,267,0.6,0.4,0.0,0.0,0.0,2.2,0.3,0.0
1006,336500 ,2016JJ00,277.0,276,1.4,0.0,0.1,281,0.6,0.3,0.0,0.0,0.0,2.1,0.3,0.0
1007,336500 ,2017JJ00,294.0,292,1.7,0.0,0.1,298,0.5,0.3,0.0,0.0,0.0,2.1,0.3,0.0
1008,336500 ,2018JJ00,311.0,308,2.6,0.0,0.1,316,0.6,0.4,0.0,0.0,0.0,2.0,0.2,0.0
1009,336500 ,2019JJ00,288.0,285,3.3,0.0,0.1,293,0.6,0.3,0.0,0.0,0.0,2.0,0.2,0.0
1010,336500 ,2020JJ00,277.0,275,2.7,0.0,0.1,282,0.5,0.2,0.0,0.0,0.0,2.1,0.2,0.0
1011,336500 ,2021JJ00,347.0,343,3.3,0.0,0.1,353,0.5,0.2,0.0,0.0,0.0,1.8,0.2,0.0
1012,336500 ,2022JJ00,331.0,328,3.3,0.0,0.1,337,0.3,0.0,0.0,0.0,0.0,1.8,0.2,0.0
1013,336500 ,2023JJ00,278.0,275,3.4,0.0,0.1,284,0.3,0.0,0.0,0.0,0.0,1.6,0.2,0.0
