ID,Multinationaliteit,BedrijfstakkenBranchesSBI2008,Perioden,Productie_1,ToegevoegdeWaarde_2,InvoerGoederen_3,InvoerDiensten_4,UitvoerNederlandsProductGoederen_5,Wederuitvoer_6,UitvoerDiensten_7,Exportverdiensten_8,Werkgelegenheid_9,WerkgelegenheidDoorDeUitvoer_10
690,A052702,383100 ,2019JJ00,28804.6,12582.7,751.8,1900.8,2059.8,2069.4,6331.2,8772.7,145.1,92.7
691,A052702,383100 ,2020JJ00,28362.5,12158.5,616.1,1914.6,2040.5,2094.1,6095.4,8516.4,148.9,92.7
692,A052702,383100 ,2021JJ00,34477.0,14145.0,657.9,1999.5,2563.4,2742.5,6994.0,10056.3,160.4,103.3
693,A052702,389100 ,2015JJ00,17797.0,8583.9,1096.3,124.5,0.0,0.0,1191.9,1231.6,201.8,27.3
694,A052702,389100 ,2016JJ00,19179.7,9368.1,1189.8,112.2,0.0,0.0,1309.8,1359.7,212.6,29.2
695,A052702,389100 ,2017JJ00,20444.3,9972.2,1187.8,123.8,0.0,0.0,1481.2,1508.2,221.5,31.4
696,A052702,389100 ,2018JJ00,22237.8,10924.7,1234.7,134.6,0.0,0.0,1885.9,1803.4,235.7,36.4
697,A052702,389100 ,2019JJ00,23682.8,11611.4,1363.2,145.3,0.0,0.0,1984.3,1914.6,248.8,38.5
698,A052702,389100 ,2020JJ00,16247.7,6812.3,980.0,86.4,0.0,0.0,884.1,1014.2,235.1,32.5
699,A052702,389100 ,2021JJ00,17784.3,7613.7,1334.0,101.8,0.0,0.0,742.7,1090.4,229.6,30.5
700,A052702,391600 ,2015JJ00,16699.5,9495.8,318.6,1131.7,80.3,336.7,1193.6,3222.8,126.1,41.5
701,A052702,391600 ,2016JJ00,18287.9,9325.5,409.2,574.9,86.0,443.5,1106.4,3085.9,128.8,42.3
702,A052702,391600 ,2017JJ00,16906.4,10391.3,392.7,733.2,131.3,263.3,1294.6,3899.3,132.9,50.2
703,A052702,391600 ,2018JJ00,20975.7,11131.7,446.6,806.5,126.9,337.7,1500.8,4248.0,144.5,55.0
704,A052702,391600 ,2019JJ00,23073.9,13832.3,492.7,1080.2,172.0,397.5,1612.5,5402.1,160.1,62.3
705,A052702,391600 ,2020JJ00,24588.0,14400.5,537.4,820.6,131.6,444.4,1566.6,5397.0,168.8,62.8
706,A052702,391600 ,2021JJ00,27736.7,15738.6,550.6,1084.1,158.0,467.3,1924.6,6068.0,179.5,68.5
707,A052702,391705 ,2015JJ00,4316.0,1429.8,68.1,699.6,46.5,0.0,314.0,398.8,23.1,5.8
708,A052702,391705 ,2016JJ00,3207.8,1393.6,74.3,131.0,51.9,0.0,189.9,431.9,22.6,7.0
709,A052702,391705 ,2017JJ00,3672.1,1601.4,77.5,122.3,104.2,0.0,256.2,525.2,21.4,7.4
710,A052702,391705 ,2018JJ00,3714.3,1583.8,75.1,153.6,56.1,0.0,258.7,501.2,25.7,8.4
711,A052702,391705 ,2019JJ00,3412.5,1473.2,88.7,131.6,86.2,0.0,230.6,503.6,24.9,8.7
712,A052702,391705 ,2020JJ00,3429.3,1493.1,86.5,117.9,47.8,0.0,154.7,444.1,25.2,7.8
713,A052702,391705 ,2021JJ00,4016.0,1660.1,110.9,144.6,59.3,0.0,247.3,534.6,27.3,9.1
714,A052702,394100 ,2015JJ00,1013.5,400.1,165.2,125.3,0.0,0.0,424.6,203.7,3.3,1.7
715,A052702,394100 ,2016JJ00,1110.7,324.2,199.1,114.2,0.0,0.0,713.3,227.5,3.2,2.2
716,A052702,394100 ,2017JJ00,1271.4,353.6,210.4,75.1,0.0,0.0,155.2,93.0,3.4,0.9
717,A052702,394100 ,2018JJ00,999.8,315.5,224.8,81.5,0.0,0.0,272.9,125.1,3.0,1.2
718,A052702,394100 ,2019JJ00,881.9,285.1,242.9,125.7,0.0,0.0,194.0,99.8,3.0,1.0
719,A052702,394100 ,2020JJ00,893.4,245.0,216.2,133.7,0.0,0.0,229.4,89.6,2.3,0.8
720,A052702,394100 ,2021JJ00,786.6,195.9,227.4,138.4,0.0,0.0,100.5,50.9,3.0,0.8
721,A052702,395005 ,2015JJ00,11370.0,7665.9,85.3,306.9,33.7,336.7,455.0,2620.3,99.7,34.0
722,A052702,395005 ,2016JJ00,13969.3,7607.8,135.8,329.7,34.1,443.5,203.1,2426.5,102.9,33.1
723,A052702,395005 ,2017JJ00,11962.9,8436.3,104.7,535.8,27.1,263.3,883.3,3281.1,108.1,41.9
724,A052702,395005 ,2018JJ00,16261.6,9232.5,146.7,571.5,70.9,337.7,969.2,3621.6,115.8,45.4
725,A052702,395005 ,2019JJ00,18779.4,12074.0,161.1,822.8,85.8,397.5,1187.9,4798.7,132.2,52.5
726,A052702,395005 ,2020JJ00,20265.2,12662.4,234.7,569.0,83.8,444.4,1182.6,4863.3,141.2,54.1
727,A052702,395005 ,2021JJ00,22934.1,13882.7,212.4,801.2,98.7,467.3,1576.8,5482.5,149.1,58.7
728,A052702,396300 ,2015JJ00,,,,,,,,,,
729,A052702,396300 ,2016JJ00,,,,,,,,,,
730,A052702,396300 ,2017JJ00,,,,,,,,,,
731,A052702,396300 ,2018JJ00,,,,,,,,,,
732,A052702,396300 ,2019JJ00,,,,,,,,,,
733,A052702,396300 ,2020JJ00,,,,,,,,,,
734,A052702,396300 ,2021JJ00,,,,,,,,,,
735,A052702,396400 ,2015JJ00,,,,,,,,,,
736,A052702,396400 ,2016JJ00,,,,,,,,,,
737,A052702,396400 ,2017JJ00,,,,,,,,,,
738,A052702,396400 ,2018JJ00,,,,,,,,,,
739,A052702,396400 ,2019JJ00,,,,,,,,,,
740,A052702,396400 ,2020JJ00,,,,,,,,,,
741,A052702,396400 ,2021JJ00,,,,,,,,,,
742,A052702,398700 ,2015JJ00,,,,,,,,,,
743,A052702,398700 ,2016JJ00,,,,,,,,,,
744,A052702,398700 ,2017JJ00,,,,,,,,,,
745,A052702,398700 ,2018JJ00,,,,,,,,,,
746,A052702,398700 ,2019JJ00,,,,,,,,,,
747,A052702,398700 ,2020JJ00,,,,,,,,,,
748,A052702,398700 ,2021JJ00,,,,,,,,,,
749,A052702,400200 ,2015JJ00,,,,,,,,,,
750,A052702,400200 ,2016JJ00,,,,,,,,,,
751,A052702,400200 ,2017JJ00,,,,,,,,,,
752,A052702,400200 ,2018JJ00,,,,,,,,,,
753,A052702,400200 ,2019JJ00,,,,,,,,,,
754,A052702,400200 ,2020JJ00,,,,,,,,,,
755,A052702,400200 ,2021JJ00,,,,,,,,,,
756,A052702,402000 ,2015JJ00,30938.2,21339.4,213.0,397.4,0.0,0.0,413.6,3687.2,49.7,6.9
757,A052702,402000 ,2016JJ00,32312.0,22201.2,186.0,250.6,0.0,0.0,402.0,3490.3,52.3,6.6
758,A052702,402000 ,2017JJ00,33827.6,23938.8,165.1,192.6,0.0,0.0,235.7,3681.8,52.4,6.9
759,A052702,402000 ,2018JJ00,34087.9,23435.6,166.8,187.5,0.0,0.0,300.2,3772.3,52.4,7.0
760,A052702,402000 ,2019JJ00,38333.3,26657.5,181.7,178.7,0.0,0.0,496.5,4127.3,54.4,7.3
761,A052702,402000 ,2020JJ00,34452.8,26720.1,174.1,177.1,0.0,0.0,266.9,3922.4,52.7,6.9
762,A052702,402000 ,2021JJ00,34686.7,27539.6,240.2,260.5,0.0,0.0,194.7,4229.0,52.9,7.1
763,A052702,402100 ,2015JJ00,30938.2,21339.4,213.0,397.4,0.0,0.0,413.6,3687.2,49.7,6.9
764,A052702,402100 ,2016JJ00,32312.0,22201.2,186.0,250.6,0.0,0.0,402.0,3490.3,52.3,6.6
765,A052702,402100 ,2017JJ00,33827.6,23938.8,165.1,192.6,0.0,0.0,235.7,3681.8,52.4,6.9
766,A052702,402100 ,2018JJ00,34087.9,23435.6,166.8,187.5,0.0,0.0,300.2,3772.3,52.4,7.0
767,A052702,402100 ,2019JJ00,38333.3,26657.5,181.7,178.7,0.0,0.0,496.5,4127.3,54.4,7.3
768,A052702,402100 ,2020JJ00,34452.8,26720.1,174.1,177.1,0.0,0.0,266.9,3922.4,52.7,6.9
769,A052702,402100 ,2021JJ00,34686.7,27539.6,240.2,260.5,0.0,0.0,194.7,4229.0,52.9,7.1
770,A052702,300010 ,2015JJ00,64086.3,38465.6,673.9,1800.1,101.1,94.6,8985.4,18191.7,760.1,321.9
771,A052702,300010 ,2016JJ00,69199.4,40905.8,755.6,2045.5,101.8,114.0,4823.7,15793.9,804.5,303.8
772,A052702,300010 ,2017JJ00,71854.5,43110.2,814.8,2951.2,128.2,105.4,6000.7,17149.0,835.0,326.2
773,A052702,300010 ,2018JJ00,78552.2,46131.0,856.5,3964.0,122.9,130.6,6987.3,18166.7,881.5,343.2
774,A052702,300010 ,2019JJ00,77775.1,45553.9,978.7,4133.3,214.8,127.5,5982.6,17215.5,865.3,322.3
775,A052702,300010 ,2020JJ00,84817.4,48888.3,1043.1,3988.0,191.0,161.0,6171.4,18045.3,937.8,345.9
776,A052702,300010 ,2021JJ00,101350.4,57452.7,1021.8,4733.4,182.8,238.5,7022.6,21452.4,957.6,369.9
777,A052702,403300 ,2015JJ00,39544.8,24794.6,343.5,673.0,96.3,81.6,1863.1,9550.0,340.6,127.5
778,A052702,403300 ,2016JJ00,44535.9,26619.7,440.2,972.5,96.5,100.0,2269.1,10134.7,368.9,136.8
779,A052702,403300 ,2017JJ00,46020.6,27867.3,483.0,862.9,123.0,89.8,2399.5,10825.4,376.6,141.0
780,A052702,403300 ,2018JJ00,49961.2,29201.5,471.7,1022.8,117.8,112.1,2453.1,10957.2,389.0,143.3
781,A052702,403300 ,2019JJ00,46420.8,26713.0,529.2,1135.8,209.1,104.3,2705.7,9823.9,331.9,112.5
782,A052702,403300 ,2020JJ00,55568.9,32460.0,543.3,955.2,183.8,143.6,3248.6,12054.3,422.4,153.2
783,A052702,403300 ,2021JJ00,65326.5,37507.1,482.8,921.3,175.6,219.7,2987.2,14427.0,474.0,180.6
784,A052702,900009 ,2015JJ00,22077.9,15257.4,67.9,208.0,32.3,41.8,830.6,6354.7,169.3,69.0
785,A052702,900009 ,2016JJ00,25539.6,16473.1,86.0,490.6,40.4,52.8,1472.0,7037.5,184.3,77.3
786,A052702,900009 ,2017JJ00,25392.5,16902.1,86.0,334.1,46.9,51.0,1493.5,7396.0,179.8,76.5
787,A052702,900009 ,2018JJ00,27701.6,17513.2,89.8,380.1,47.2,57.1,1527.2,7444.5,186.5,77.4
788,A052702,900009 ,2019JJ00,22953.0,14418.5,89.6,504.3,50.2,47.9,1813.7,6065.9,115.3,42.6
789,A052702,900009 ,2020JJ00,32038.5,19931.8,110.2,305.8,53.0,96.1,2029.8,8353.9,202.5,82.9
790,A052702,900009 ,2021JJ00,39895.0,23738.6,80.9,305.3,66.3,163.8,1635.1,10141.0,250.9,106.8
791,A052702,405900 ,2015JJ00,6767.8,4350.4,99.5,96.8,42.0,2.4,335.1,952.7,66.1,14.4
792,A052702,405900 ,2016JJ00,7336.2,4650.7,117.8,26.7,32.1,1.9,101.0,774.5,69.5,11.6
793,A052702,405900 ,2017JJ00,8936.1,5153.3,139.4,25.4,58.0,2.9,90.6,860.9,79.1,13.3
794,A052702,405900 ,2018JJ00,9647.8,5690.9,154.3,29.1,50.8,2.4,116.6,906.7,76.6,12.1
795,A052702,405900 ,2019JJ00,10519.7,5959.4,199.7,39.6,135.6,4.1,136.6,991.4,86.6,14.3
796,A052702,405900 ,2020JJ00,10816.9,6295.8,168.0,44.2,109.2,5.8,236.4,1029.5,86.8,14.1
797,A052702,405900 ,2021JJ00,11402.4,6857.2,166.6,67.7,86.7,5.3,337.2,1282.4,88.9,16.5
798,A052702,406800 ,2015JJ00,890.1,467.4,29.1,89.3,11.5,20.6,242.3,240.1,2.2,1.1
799,A052702,406800 ,2016JJ00,1085.2,504.9,40.6,79.4,14.4,24.7,268.5,252.1,10.3,5.1
800,A052702,406800 ,2017JJ00,1154.3,509.2,61.5,54.5,7.9,22.9,267.8,247.7,11.3,5.5
801,A052702,406800 ,2018JJ00,1498.3,643.0,75.6,69.6,11.8,39.0,293.1,293.1,12.4,5.6
802,A052702,406800 ,2019JJ00,1600.4,733.7,89.8,69.3,11.3,39.6,271.5,313.8,14.4,6.1
803,A052702,406800 ,2020JJ00,1600.1,683.0,113.8,82.4,13.5,33.7,334.3,302.9,14.8,6.5
804,A052702,406800 ,2021JJ00,1907.9,712.7,113.0,89.2,13.4,42.7,308.8,296.2,16.0,6.6
805,A052702,408105 ,2015JJ00,9809.0,4719.4,147.1,279.0,10.5,16.7,455.1,2002.4,103.0,43.1
806,A052702,408105 ,2016JJ00,10574.9,4990.9,195.9,375.9,9.6,20.6,427.6,2070.6,104.8,42.8
807,A052702,408105 ,2017JJ00,10537.8,5302.7,196.0,448.9,10.1,13.1,547.6,2320.7,106.4,45.8
808,A052702,408105 ,2018JJ00,11113.5,5354.4,152.0,544.0,8.0,13.6,516.1,2313.0,113.5,48.2
809,A052702,408105 ,2019JJ00,11347.7,5601.4,150.1,522.5,11.9,12.7,483.8,2452.9,115.5,49.4
810,A052702,408105 ,2020JJ00,11113.3,5549.4,151.2,522.8,8.1,8.0,648.2,2368.0,118.2,49.7
811,A052702,408105 ,2021JJ00,12121.3,6198.6,122.3,459.1,9.2,8.0,706.1,2707.4,118.2,50.7
812,A052702,410200 ,2015JJ00,24541.5,13671.0,330.4,1127.1,4.8,13.0,7122.3,8641.6,419.5,194.3
813,A052702,410200 ,2016JJ00,24663.6,14286.1,315.4,1073.0,5.3,14.0,2554.7,5659.3,435.6,167.0
814,A052702,410200 ,2017JJ00,25833.9,15242.9,331.9,2088.3,5.2,15.5,3601.2,6323.7,458.5,185.2
815,A052702,410200 ,2018JJ00,28591.0,16929.5,384.8,2941.2,5.1,18.5,4534.2,7209.4,492.5,199.8
816,A052702,410200 ,2019JJ00,31354.4,18840.9,449.5,2997.5,5.7,23.1,3276.8,7391.6,533.4,209.8
817,A052702,410200 ,2020JJ00,29248.5,16428.3,499.8,3032.8,7.2,17.3,2922.7,5991.1,515.4,192.7
818,A052702,410200 ,2021JJ00,36023.9,19945.6,539.0,3812.1,7.2,18.8,4035.4,7025.4,483.5,189.3
819,A052702,410300 ,2015JJ00,3898.4,1941.4,17.5,643.4,0.0,0.0,6749.5,4266.8,14.8,38.1
820,A052702,410300 ,2016JJ00,4303.2,2179.9,22.1,554.7,0.0,0.0,2122.7,1337.0,15.8,9.6
821,A052702,410300 ,2017JJ00,4365.6,2332.3,25.5,589.1,0.0,0.0,2024.0,1399.5,17.5,10.8
822,A052702,410300 ,2018JJ00,5275.9,2604.5,27.3,1620.7,0.0,0.0,2987.0,1778.8,17.9,12.6
823,A052702,410300 ,2019JJ00,4928.9,1969.9,44.0,1463.2,0.0,0.0,2024.9,1072.7,20.2,12.3
824,A052702,410300 ,2020JJ00,5838.6,1423.1,40.3,2519.7,0.0,0.0,2299.9,800.6,22.7,13.6
825,A052702,410300 ,2021JJ00,9648.1,2373.6,48.1,3068.8,0.0,0.0,3115.1,706.2,19.0,9.0
826,A052702,412700 ,2015JJ00,8459.6,5933.2,16.3,184.3,1.4,5.8,63.0,2640.5,244.7,108.6
827,A052702,412700 ,2016JJ00,8505.7,6291.4,17.2,130.0,0.7,1.4,52.2,2729.2,266.8,115.5
828,A052702,412700 ,2017JJ00,9468.4,6808.0,14.8,166.3,1.0,4.4,49.6,2970.6,287.4,125.2
829,A052702,412700 ,2018JJ00,10422.3,7714.3,17.3,161.5,1.0,5.6,58.3,3342.0,316.5,136.9
830,A052702,412700 ,2019JJ00,12150.9,9678.5,18.8,147.7,1.1,6.7,58.6,4111.0,342.1,145.1
831,A052702,412700 ,2020JJ00,10807.4,8071.4,25.8,175.5,2.8,5.8,54.9,3268.8,320.6,129.5
832,A052702,412700 ,2021JJ00,12155.1,9823.5,17.9,132.7,1.2,5.9,49.3,4035.3,360.7,147.9
833,A052702,413700 ,2015JJ00,2545.7,363.2,6.9,219.8,0.0,0.0,20.1,59.0,8.6,1.4
834,A052702,413700 ,2016JJ00,2368.4,377.2,7.4,301.5,0.0,0.0,20.5,65.3,8.6,1.5
835,A052702,413700 ,2017JJ00,2106.0,415.8,4.3,1204.8,0.0,0.0,1176.0,296.6,9.6,7.3
836,A052702,413700 ,2018JJ00,2023.4,452.7,4.3,1019.2,0.0,0.0,1131.8,315.9,9.5,7.1
837,A052702,413700 ,2019JJ00,2134.2,441.0,5.6,1097.4,0.0,0.0,756.6,226.4,8.9,4.9
838,A052702,413700 ,2020JJ00,648.0,78.4,5.2,249.7,0.0,0.0,203.8,50.1,8.0,4.2
839,A052702,413700 ,2021JJ00,933.0,214.1,3.4,485.6,0.0,0.0,382.7,111.2,7.6,4.7
840,A052702,900011 ,2015JJ00,9637.7,5433.3,289.7,79.7,3.3,7.2,289.6,1675.3,151.4,46.1
841,A052702,900011 ,2016JJ00,9486.3,5437.6,268.7,86.8,4.6,12.5,359.2,1527.7,144.3,40.5
842,A052702,900011 ,2017JJ00,9893.9,5686.7,287.3,128.1,4.1,11.1,351.7,1656.9,144.0,41.9
843,A052702,900011 ,2018JJ00,10869.5,6158.0,336.0,139.8,4.1,12.9,357.1,1772.7,148.5,43.2
844,A052702,900011 ,2019JJ00,12140.4,6751.5,381.1,289.2,4.7,16.4,436.8,1981.5,162.1,47.6
845,A052702,900011 ,2020JJ00,11954.5,6855.5,428.6,87.9,4.4,11.6,364.1,1871.6,164.1,45.3
846,A052702,900011 ,2021JJ00,13287.6,7534.3,469.7,125.0,6.0,12.9,488.3,2172.6,96.2,27.8
847,A052702,300013 ,2015JJ00,,,,,,,,,,
848,A052702,300013 ,2016JJ00,,,,,,,,,,
849,A052702,300013 ,2017JJ00,,,,,,,,,,
850,A052702,300013 ,2018JJ00,,,,,,,,,,
851,A052702,300013 ,2019JJ00,,,,,,,,,,
852,A052702,300013 ,2020JJ00,,,,,,,,,,
853,A052702,300013 ,2021JJ00,,,,,,,,,,
854,A052702,300012 ,2015JJ00,,,,,,,,,,
855,A052702,300012 ,2016JJ00,,,,,,,,,,
856,A052702,300012 ,2017JJ00,,,,,,,,,,
857,A052702,300012 ,2018JJ00,,,,,,,,,,
858,A052702,300012 ,2019JJ00,,,,,,,,,,
859,A052702,300012 ,2020JJ00,,,,,,,,,,
860,A052702,300012 ,2021JJ00,,,,,,,,,,
861,A052702,417400 ,2015JJ00,,,,,,,,,,
862,A052702,417400 ,2016JJ00,,,,,,,,,,
863,A052702,417400 ,2017JJ00,,,,,,,,,,
864,A052702,417400 ,2018JJ00,,,,,,,,,,
865,A052702,417400 ,2019JJ00,,,,,,,,,,
866,A052702,417400 ,2020JJ00,,,,,,,,,,
867,A052702,417400 ,2021JJ00,,,,,,,,,,
868,A052702,417500 ,2015JJ00,,,,,,,,,,
869,A052702,417500 ,2016JJ00,,,,,,,,,,
870,A052702,417500 ,2017JJ00,,,,,,,,,,
871,A052702,417500 ,2018JJ00,,,,,,,,,,
872,A052702,417500 ,2019JJ00,,,,,,,,,,
873,A052702,417500 ,2020JJ00,,,,,,,,,,
874,A052702,417500 ,2021JJ00,,,,,,,,,,
875,A052702,419000 ,2015JJ00,,,,,,,,,,
876,A052702,419000 ,2016JJ00,,,,,,,,,,
877,A052702,419000 ,2017JJ00,,,,,,,,,,
878,A052702,419000 ,2018JJ00,,,,,,,,,,
879,A052702,419000 ,2019JJ00,,,,,,,,,,
880,A052702,419000 ,2020JJ00,,,,,,,,,,
881,A052702,419000 ,2021JJ00,,,,,,,,,,
882,A052702,419100 ,2015JJ00,,,,,,,,,,
883,A052702,419100 ,2016JJ00,,,,,,,,,,
884,A052702,419100 ,2017JJ00,,,,,,,,,,
885,A052702,419100 ,2018JJ00,,,,,,,,,,
886,A052702,419100 ,2019JJ00,,,,,,,,,,
887,A052702,419100 ,2020JJ00,,,,,,,,,,
888,A052702,419100 ,2021JJ00,,,,,,,,,,
889,A052702,422400 ,2015JJ00,,,,,,,,,,
890,A052702,422400 ,2016JJ00,,,,,,,,,,
891,A052702,422400 ,2017JJ00,,,,,,,,,,
892,A052702,422400 ,2018JJ00,,,,,,,,,,
893,A052702,422400 ,2019JJ00,,,,,,,,,,
894,A052702,422400 ,2020JJ00,,,,,,,,,,
895,A052702,422400 ,2021JJ00,,,,,,,,,,
896,A052702,422500 ,2015JJ00,,,,,,,,,,
897,A052702,422500 ,2016JJ00,,,,,,,,,,
898,A052702,422500 ,2017JJ00,,,,,,,,,,
899,A052702,422500 ,2018JJ00,,,,,,,,,,
900,A052702,422500 ,2019JJ00,,,,,,,,,,
901,A052702,422500 ,2020JJ00,,,,,,,,,,
902,A052702,422500 ,2021JJ00,,,,,,,,,,
903,A052702,425305 ,2015JJ00,,,,,,,,,,
904,A052702,425305 ,2016JJ00,,,,,,,,,,
905,A052702,425305 ,2017JJ00,,,,,,,,,,
906,A052702,425305 ,2018JJ00,,,,,,,,,,
907,A052702,425305 ,2019JJ00,,,,,,,,,,
908,A052702,425305 ,2020JJ00,,,,,,,,,,
909,A052702,425305 ,2021JJ00,,,,,,,,,,
910,A052702,300014 ,2015JJ00,,,,,,,,,,
911,A052702,300014 ,2016JJ00,,,,,,,,,,
912,A052702,300014 ,2017JJ00,,,,,,,,,,
913,A052702,300014 ,2018JJ00,,,,,,,,,,
914,A052702,300014 ,2019JJ00,,,,,,,,,,
915,A052702,300014 ,2020JJ00,,,,,,,,,,
916,A052702,300014 ,2021JJ00,,,,,,,,,,
917,A052702,428100 ,2015JJ00,,,,,,,,,,
918,A052702,428100 ,2016JJ00,,,,,,,,,,
919,A052702,428100 ,2017JJ00,,,,,,,,,,
920,A052702,428100 ,2018JJ00,,,,,,,,,,
921,A052702,428100 ,2019JJ00,,,,,,,,,,
922,A052702,428100 ,2020JJ00,,,,,,,,,,
923,A052702,428100 ,2021JJ00,,,,,,,,,,
924,A052702,900048 ,2015JJ00,,,,,,,,,,
925,A052702,900048 ,2016JJ00,,,,,,,,,,
926,A052702,900048 ,2017JJ00,,,,,,,,,,
927,A052702,900048 ,2018JJ00,,,,,,,,,,
928,A052702,900048 ,2019JJ00,,,,,,,,,,
929,A052702,900048 ,2020JJ00,,,,,,,,,,
930,A052702,900048 ,2021JJ00,,,,,,,,,,
931,A052702,431100 ,2015JJ00,,,,,,,,,,
932,A052702,431100 ,2016JJ00,,,,,,,,,,
933,A052702,431100 ,2017JJ00,,,,,,,,,,
934,A052702,431100 ,2018JJ00,,,,,,,,,,
935,A052702,431100 ,2019JJ00,,,,,,,,,,
936,A052702,431100 ,2020JJ00,,,,,,,,,,
937,A052702,431100 ,2021JJ00,,,,,,,,,,
938,A052702,435500 ,2015JJ00,,,,,,,,,,
939,A052702,435500 ,2016JJ00,,,,,,,,,,
940,A052702,435500 ,2017JJ00,,,,,,,,,,
941,A052702,435500 ,2018JJ00,,,,,,,,,,
942,A052702,435500 ,2019JJ00,,,,,,,,,,
943,A052702,435500 ,2020JJ00,,,,,,,,,,
944,A052702,435500 ,2021JJ00,,,,,,,,,,
945,A052702,435600 ,2015JJ00,,,,,,,,,,
946,A052702,435600 ,2016JJ00,,,,,,,,,,
947,A052702,435600 ,2017JJ00,,,,,,,,,,
948,A052702,435600 ,2018JJ00,,,,,,,,,,
949,A052702,435600 ,2019JJ00,,,,,,,,,,
950,A052702,435600 ,2020JJ00,,,,,,,,,,
951,A052702,435600 ,2021JJ00,,,,,,,,,,
952,A052702,437500 ,2015JJ00,,,,,,,,,,
953,A052702,437500 ,2016JJ00,,,,,,,,,,
954,A052702,437500 ,2017JJ00,,,,,,,,,,
955,A052702,437500 ,2018JJ00,,,,,,,,,,
956,A052702,437500 ,2019JJ00,,,,,,,,,,
957,A052702,437500 ,2020JJ00,,,,,,,,,,
958,A052702,437500 ,2021JJ00,,,,,,,,,,
959,A052702,438600 ,2015JJ00,,,,,,,,,,
960,A052702,438600 ,2016JJ00,,,,,,,,,,
961,A052702,438600 ,2017JJ00,,,,,,,,,,
962,A052702,438600 ,2018JJ00,,,,,,,,,,
963,A052702,438600 ,2019JJ00,,,,,,,,,,
964,A052702,438600 ,2020JJ00,,,,,,,,,,
965,A052702,438600 ,2021JJ00,,,,,,,,,,
966,A052702,440000 ,2015JJ00,,,,,,,,,,
967,A052702,440000 ,2016JJ00,,,,,,,,,,
968,A052702,440000 ,2017JJ00,,,,,,,,,,
969,A052702,440000 ,2018JJ00,,,,,,,,,,
970,A052702,440000 ,2019JJ00,,,,,,,,,,
971,A052702,440000 ,2020JJ00,,,,,,,,,,
972,A052702,440000 ,2021JJ00,,,,,,,,,,
973,A052702,440900 ,2015JJ00,,,,,,,,,,
974,A052702,440900 ,2016JJ00,,,,,,,,,,
975,A052702,440900 ,2017JJ00,,,,,,,,,,
976,A052702,440900 ,2018JJ00,,,,,,,,,,
977,A052702,440900 ,2019JJ00,,,,,,,,,,
978,A052702,440900 ,2020JJ00,,,,,,,,,,
979,A052702,440900 ,2021JJ00,,,,,,,,,,
980,A052703,T001081,2015JJ00,54916.7,33320.9,1210.7,767.7,4063.1,927.6,2118.9,11640.0,366.8,94.7
981,A052703,T001081,2016JJ00,50891.2,30105.5,1212.3,864.0,3220.6,750.3,1579.2,10005.4,363.6,93.8
982,A052703,T001081,2017JJ00,54397.1,31440.1,1196.1,1048.2,3850.8,802.2,1902.9,11006.0,380.0,101.6
983,A052703,T001081,2018JJ00,60425.7,33833.2,1370.1,1317.8,4352.8,916.9,1738.3,11529.0,411.8,115.8
984,A052703,T001081,2019JJ00,59956.1,31597.1,1685.8,843.6,3595.4,1006.0,1651.8,10975.7,371.3,102.1
985,A052703,T001081,2020JJ00,65718.8,30845.9,1925.7,972.8,2450.8,1113.3,1596.8,9113.7,385.8,100.6
986,A052703,T001081,2021JJ00,70238.0,34284.9,2331.0,1093.4,5052.9,1451.4,1836.5,11882.4,349.4,95.0
987,A052703,301000 ,2015JJ00,,,,,,,,,,
988,A052703,301000 ,2016JJ00,,,,,,,,,,
989,A052703,301000 ,2017JJ00,,,,,,,,,,
990,A052703,301000 ,2018JJ00,,,,,,,,,,
991,A052703,301000 ,2019JJ00,,,,,,,,,,
992,A052703,301000 ,2020JJ00,,,,,,,,,,
993,A052703,301000 ,2021JJ00,,,,,,,,,,
994,A052703,305700 ,2015JJ00,5483.6,4680.1,2.7,159.8,2562.3,20.9,20.3,3397.6,2.1,1.6
995,A052703,305700 ,2016JJ00,3861.2,3136.9,2.5,126.3,2035.5,13.8,41.6,2458.4,1.9,1.5
996,A052703,305700 ,2017JJ00,3666.0,2995.8,1.6,53.3,2637.2,11.1,31.3,2630.4,1.5,1.4
997,A052703,305700 ,2018JJ00,3174.4,2521.3,2.1,70.9,2641.3,7.5,18.8,2339.1,1.4,1.3
998,A052703,305700 ,2019JJ00,2737.7,2297.6,1.8,32.0,2006.9,10.3,15.0,2043.8,1.3,1.2
999,A052703,305700 ,2020JJ00,1382.6,576.3,3.5,23.4,673.0,11.0,15.1,460.2,1.6,1.2
1000,A052703,305700 ,2021JJ00,2889.1,2228.2,6.6,41.8,1769.5,23.8,22.0,2021.8,1.0,0.9
1001,A052703,300002 ,2015JJ00,17189.8,10579.4,714.6,287.6,3669.7,63.2,100.2,4726.2,110.1,17.1
1002,A052703,300002 ,2016JJ00,15439.4,9119.4,767.1,373.9,2840.2,84.2,176.4,3808.8,105.0,16.2
1003,A052703,300002 ,2017JJ00,15525.3,8824.4,725.8,245.3,3456.5,85.8,165.3,3976.6,100.2,15.6
1004,A052703,300002 ,2018JJ00,17192.0,9058.5,769.0,274.4,3817.7,112.2,165.9,3957.3,99.3,16.7
1005,A052703,300002 ,2019JJ00,17155.5,9105.1,994.6,266.3,3106.4,105.3,173.8,3838.3,93.5,16.5
