ID,Multinationaliteit,BedrijfstakkenBranchesSBI2008,Perioden,Productie_1,ToegevoegdeWaarde_2,InvoerGoederen_3,InvoerDiensten_4,UitvoerNederlandsProductGoederen_5,Wederuitvoer_6,UitvoerDiensten_7,Exportverdiensten_8,Werkgelegenheid_9,WerkgelegenheidDoorDeUitvoer_10
1683,A052704,391600 ,2018JJ00,3235.1,1797.2,107.0,711.0,89.7,36.3,1389.3,1131.3,17.4,10.9
1684,A052704,391600 ,2019JJ00,4240.0,2254.6,138.4,749.9,88.2,54.7,1397.5,1274.5,19.9,11.2
1685,A052704,391600 ,2020JJ00,3990.7,2005.5,117.2,662.7,125.9,48.2,1202.4,1122.9,18.6,10.3
1686,A052704,391600 ,2021JJ00,3524.4,1984.4,132.8,522.8,48.5,49.0,872.5,1004.8,16.5,8.3
1687,A052704,391705 ,2015JJ00,294.4,101.9,12.9,46.7,31.3,0.0,119.3,57.3,0.9,0.5
1688,A052704,391705 ,2016JJ00,240.2,84.8,16.4,21.7,45.8,0.0,41.3,43.6,1.0,0.5
1689,A052704,391705 ,2017JJ00,155.4,82.5,12.3,21.7,36.1,0.0,55.1,65.0,0.7,0.5
1690,A052704,391705 ,2018JJ00,193.0,84.3,16.0,33.4,35.9,0.0,71.8,57.0,1.0,0.6
1691,A052704,391705 ,2019JJ00,384.7,143.2,16.0,39.2,26.2,0.0,107.2,73.7,1.3,0.7
1692,A052704,391705 ,2020JJ00,255.2,112.1,15.7,45.6,27.2,0.0,83.0,68.9,1.0,0.6
1693,A052704,391705 ,2021JJ00,258.6,85.8,20.0,34.4,24.1,0.0,66.4,51.2,0.9,0.5
1694,A052704,394100 ,2015JJ00,222.4,81.7,31.5,108.8,0.0,0.0,222.4,82.2,0.7,0.7
1695,A052704,394100 ,2016JJ00,252.6,71.2,33.1,147.8,0.0,0.0,252.6,71.7,0.8,0.8
1696,A052704,394100 ,2017JJ00,291.8,87.0,64.3,130.1,0.0,0.0,276.5,83.7,0.7,0.6
1697,A052704,394100 ,2018JJ00,297.4,80.2,55.0,161.7,0.0,0.0,297.4,80.7,0.8,0.8
1698,A052704,394100 ,2019JJ00,311.1,107.9,80.4,112.3,0.0,0.0,308.8,107.9,0.9,0.9
1699,A052704,394100 ,2020JJ00,337.1,87.2,80.6,47.8,0.0,0.0,152.1,46.6,1.0,0.5
1700,A052704,394100 ,2021JJ00,382.4,179.3,88.0,47.4,0.0,0.0,131.2,79.4,0.7,0.3
1701,A052704,395005 ,2015JJ00,2568.2,1260.5,41.4,398.2,57.2,49.5,1032.0,767.0,13.4,8.1
1702,A052704,395005 ,2016JJ00,3503.1,1696.3,48.3,587.5,60.1,68.7,1420.8,1019.0,15.0,9.0
1703,A052704,395005 ,2017JJ00,2806.3,1640.0,30.5,481.9,30.1,44.4,920.2,928.6,15.4,8.7
1704,A052704,395005 ,2018JJ00,2744.7,1632.7,36.0,516.0,53.8,36.3,1020.1,993.7,15.6,9.5
1705,A052704,395005 ,2019JJ00,3544.3,2003.5,42.0,598.4,62.1,54.7,981.5,1093.0,17.7,9.6
1706,A052704,395005 ,2020JJ00,3398.4,1806.2,21.0,569.4,98.6,48.2,967.4,1007.4,16.6,9.2
1707,A052704,395005 ,2021JJ00,2883.4,1719.3,24.8,441.1,24.4,49.0,674.9,874.2,14.8,7.5
1708,A052704,396300 ,2015JJ00,,,,,,,,,,
1709,A052704,396300 ,2016JJ00,,,,,,,,,,
1710,A052704,396300 ,2017JJ00,,,,,,,,,,
1711,A052704,396300 ,2018JJ00,,,,,,,,,,
1712,A052704,396300 ,2019JJ00,,,,,,,,,,
1713,A052704,396300 ,2020JJ00,,,,,,,,,,
1714,A052704,396300 ,2021JJ00,,,,,,,,,,
1715,A052704,396400 ,2015JJ00,,,,,,,,,,
1716,A052704,396400 ,2016JJ00,,,,,,,,,,
1717,A052704,396400 ,2017JJ00,,,,,,,,,,
1718,A052704,396400 ,2018JJ00,,,,,,,,,,
1719,A052704,396400 ,2019JJ00,,,,,,,,,,
1720,A052704,396400 ,2020JJ00,,,,,,,,,,
1721,A052704,396400 ,2021JJ00,,,,,,,,,,
1722,A052704,398700 ,2015JJ00,,,,,,,,,,
1723,A052704,398700 ,2016JJ00,,,,,,,,,,
1724,A052704,398700 ,2017JJ00,,,,,,,,,,
1725,A052704,398700 ,2018JJ00,,,,,,,,,,
1726,A052704,398700 ,2019JJ00,,,,,,,,,,
1727,A052704,398700 ,2020JJ00,,,,,,,,,,
1728,A052704,398700 ,2021JJ00,,,,,,,,,,
1729,A052704,400200 ,2015JJ00,,,,,,,,,,
1730,A052704,400200 ,2016JJ00,,,,,,,,,,
1731,A052704,400200 ,2017JJ00,,,,,,,,,,
1732,A052704,400200 ,2018JJ00,,,,,,,,,,
1733,A052704,400200 ,2019JJ00,,,,,,,,,,
1734,A052704,400200 ,2020JJ00,,,,,,,,,,
1735,A052704,400200 ,2021JJ00,,,,,,,,,,
1736,A052704,402000 ,2015JJ00,733.2,516.5,19.7,134.7,0.0,0.0,18.2,52.1,0.6,0.1
1737,A052704,402000 ,2016JJ00,1570.1,1000.8,40.9,187.1,0.0,0.0,110.6,260.5,0.7,0.1
1738,A052704,402000 ,2017JJ00,862.0,547.0,48.3,98.5,0.0,0.0,247.1,214.3,0.5,0.2
1739,A052704,402000 ,2018JJ00,1203.0,834.0,42.4,98.7,0.0,0.0,17.1,133.3,0.8,0.2
1740,A052704,402000 ,2019JJ00,433.1,265.1,42.3,21.5,0.0,0.0,14.3,60.1,0.3,0.1
1741,A052704,402000 ,2020JJ00,483.8,355.2,19.7,21.8,0.0,0.0,14.8,92.9,0.3,0.1
1742,A052704,402000 ,2021JJ00,682.9,342.8,21.9,30.1,0.0,0.0,13.0,90.8,0.5,0.1
1743,A052704,402100 ,2015JJ00,733.2,516.5,19.7,134.7,0.0,0.0,18.2,52.1,0.6,0.1
1744,A052704,402100 ,2016JJ00,1570.1,1000.8,40.9,187.1,0.0,0.0,110.6,260.5,0.7,0.1
1745,A052704,402100 ,2017JJ00,862.0,547.0,48.3,98.5,0.0,0.0,247.1,214.3,0.5,0.2
1746,A052704,402100 ,2018JJ00,1203.0,834.0,42.4,98.7,0.0,0.0,17.1,133.3,0.8,0.2
1747,A052704,402100 ,2019JJ00,433.1,265.1,42.3,21.5,0.0,0.0,14.3,60.1,0.3,0.1
1748,A052704,402100 ,2020JJ00,483.8,355.2,19.7,21.8,0.0,0.0,14.8,92.9,0.3,0.1
1749,A052704,402100 ,2021JJ00,682.9,342.8,21.9,30.1,0.0,0.0,13.0,90.8,0.5,0.1
1750,A052704,300010 ,2015JJ00,6163.6,3261.9,225.1,1013.7,31.4,5.5,2547.2,1974.5,57.5,31.1
1751,A052704,300010 ,2016JJ00,5875.2,2982.3,255.5,1011.3,45.3,3.8,2442.3,1818.1,43.0,22.2
1752,A052704,300010 ,2017JJ00,7031.5,3087.8,255.5,1150.3,59.1,5.1,2705.7,1794.3,55.1,29.3
1753,A052704,300010 ,2018JJ00,6661.4,3253.3,289.8,1065.9,44.5,6.2,2452.7,1924.5,47.4,24.4
1754,A052704,300010 ,2019JJ00,11809.8,4693.3,340.3,1859.7,85.6,36.2,3155.3,2660.8,83.4,43.8
1755,A052704,300010 ,2020JJ00,8305.6,3176.8,311.8,1338.7,81.0,20.6,2448.7,1656.2,40.7,20.6
1756,A052704,300010 ,2021JJ00,7615.0,3343.9,329.1,1598.7,73.8,21.3,2849.7,1751.9,19.4,11.1
1757,A052704,403300 ,2015JJ00,2774.7,1357.5,118.9,505.7,28.3,4.7,1119.2,787.2,23.8,14.6
1758,A052704,403300 ,2016JJ00,2692.7,1435.7,133.3,496.5,41.8,3.4,1200.8,864.7,14.9,8.4
1759,A052704,403300 ,2017JJ00,3665.7,1221.7,161.9,754.4,55.3,4.5,1648.9,671.5,16.7,10.9
1760,A052704,403300 ,2018JJ00,3324.2,1533.2,191.9,490.5,41.3,5.6,1212.1,880.0,18.1,9.8
1761,A052704,403300 ,2019JJ00,7687.0,2923.8,219.5,704.3,81.9,35.1,1390.6,1520.4,51.7,27.9
1762,A052704,403300 ,2020JJ00,4981.0,1729.5,215.9,641.5,77.7,19.5,1453.3,911.7,18.7,9.7
1763,A052704,403300 ,2021JJ00,4499.1,1785.2,222.5,666.0,69.6,20.5,1448.0,884.0,17.2,8.4
1764,A052704,900009 ,2015JJ00,834.8,492.9,20.2,181.8,6.5,0.3,551.6,405.3,3.7,2.9
1765,A052704,900009 ,2016JJ00,696.3,537.9,22.5,95.7,7.1,0.0,510.3,465.0,3.8,2.8
1766,A052704,900009 ,2017JJ00,1892.9,445.3,48.9,436.1,14.1,3.3,826.6,292.5,7.6,5.3
1767,A052704,900009 ,2018JJ00,964.1,651.2,28.9,226.2,11.3,0.3,663.7,537.5,5.7,4.4
1768,A052704,900009 ,2019JJ00,5100.0,2048.9,61.4,404.9,31.8,28.5,872.9,1179.4,39.1,22.4
1769,A052704,900009 ,2020JJ00,2914.8,953.6,56.1,406.4,31.9,13.4,1006.1,618.8,6.9,4.4
1770,A052704,900009 ,2021JJ00,1994.7,671.8,79.8,366.8,27.3,5.0,973.8,433.4,5.2,3.5
1771,A052704,405900 ,2015JJ00,1001.2,543.8,39.4,49.4,16.8,0.5,142.5,170.0,7.0,2.2
1772,A052704,405900 ,2016JJ00,1022.1,539.8,39.0,17.0,30.5,0.3,65.8,129.1,5.6,1.3
1773,A052704,405900 ,2017JJ00,679.5,460.4,37.6,13.6,33.7,0.0,75.8,127.3,3.4,0.9
1774,A052704,405900 ,2018JJ00,1160.4,573.5,63.7,19.4,24.1,0.9,109.4,153.6,6.7,1.8
1775,A052704,405900 ,2019JJ00,1082.9,532.5,70.1,18.6,44.1,0.5,110.0,147.5,6.0,1.7
1776,A052704,405900 ,2020JJ00,913.4,498.2,54.2,29.3,42.1,0.7,112.1,146.2,5.4,1.6
1777,A052704,405900 ,2021JJ00,940.8,537.2,54.5,35.0,35.0,0.5,107.7,154.4,5.5,1.6
1778,A052704,406800 ,2015JJ00,265.8,80.7,23.5,118.9,2.2,3.0,170.4,61.9,10.2,7.7
1779,A052704,406800 ,2016JJ00,293.5,66.5,28.9,170.6,1.4,3.0,194.2,51.9,2.1,1.6
1780,A052704,406800 ,2017JJ00,317.2,39.3,24.8,76.8,2.7,1.1,274.1,36.4,2.2,2.0
1781,A052704,406800 ,2018JJ00,274.0,15.3,41.4,75.3,2.8,3.9,151.1,11.1,1.7,1.2
1782,A052704,406800 ,2019JJ00,334.6,30.7,45.7,71.3,2.8,5.1,161.8,20.3,2.3,1.5
1783,A052704,406800 ,2020JJ00,375.2,18.3,63.1,94.2,2.5,4.9,189.5,12.6,2.5,1.7
1784,A052704,406800 ,2021JJ00,725.3,320.4,39.5,102.1,5.2,14.8,170.2,149.7,3.0,1.4
1785,A052704,408105 ,2015JJ00,672.9,240.1,35.9,155.6,2.9,0.8,254.7,150.0,3.0,1.9
1786,A052704,408105 ,2016JJ00,680.8,291.5,43.0,213.2,2.8,0.1,430.5,218.6,3.4,2.7
1787,A052704,408105 ,2017JJ00,776.1,276.8,50.7,227.9,4.8,0.1,472.3,215.3,3.5,2.7
1788,A052704,408105 ,2018JJ00,925.7,293.1,57.9,169.6,3.1,0.5,287.8,177.9,4.0,2.4
1789,A052704,408105 ,2019JJ00,1169.6,311.6,42.3,209.4,3.3,0.9,245.9,173.1,4.4,2.4
1790,A052704,408105 ,2020JJ00,777.5,259.4,42.5,111.6,1.3,0.4,145.6,134.1,3.9,2.0
1791,A052704,408105 ,2021JJ00,838.3,255.8,48.7,162.1,2.0,0.3,196.4,146.5,3.5,2.0
1792,A052704,410200 ,2015JJ00,3388.9,1904.4,106.1,508.1,3.2,0.8,1428.0,1187.3,33.8,16.5
1793,A052704,410200 ,2016JJ00,3182.4,1546.7,122.2,514.7,3.5,0.4,1241.5,953.4,28.1,13.8
1794,A052704,410200 ,2017JJ00,3365.8,1866.2,93.5,395.9,3.7,0.6,1056.8,1122.8,38.4,18.4
1795,A052704,410200 ,2018JJ00,3337.2,1720.1,97.9,575.4,3.3,0.6,1240.6,1044.4,29.4,14.6
1796,A052704,410200 ,2019JJ00,4122.8,1769.5,120.8,1155.5,3.7,1.1,1764.7,1140.4,31.6,15.9
1797,A052704,410200 ,2020JJ00,3324.6,1447.3,95.9,697.2,3.3,1.2,995.4,744.5,22.1,10.9
1798,A052704,410200 ,2021JJ00,3115.9,1558.7,106.6,932.7,4.2,0.8,1401.7,867.9,2.2,2.7
1799,A052704,410300 ,2015JJ00,1197.4,580.6,19.4,343.3,0.0,0.0,1191.2,594.2,2.1,2.0
1800,A052704,410300 ,2016JJ00,1028.1,509.8,28.8,301.5,0.0,0.0,919.3,490.1,2.0,1.9
1801,A052704,410300 ,2017JJ00,865.7,507.1,26.1,262.7,0.0,0.0,859.0,517.9,2.2,2.2
1802,A052704,410300 ,2018JJ00,928.4,480.8,15.7,406.3,0.0,0.0,883.7,471.8,2.5,2.4
1803,A052704,410300 ,2019JJ00,1537.4,604.6,10.0,900.4,0.0,0.0,1521.2,618.9,3.1,3.1
1804,A052704,410300 ,2020JJ00,731.9,266.3,0.4,446.4,0.0,0.0,648.7,218.1,2.0,2.0
1805,A052704,410300 ,2021JJ00,1061.8,285.6,1.0,738.8,0.0,0.0,990.9,260.6,1.9,1.9
1806,A052704,412700 ,2015JJ00,1060.1,1055.4,0.1,8.1,0.3,0.7,18.1,475.1,29.3,13.2
1807,A052704,412700 ,2016JJ00,934.1,752.7,5.5,45.5,0.1,0.2,15.0,330.7,21.3,9.3
1808,A052704,412700 ,2017JJ00,1115.7,1096.7,1.2,16.3,0.5,0.5,20.1,486.4,32.2,14.2
1809,A052704,412700 ,2018JJ00,901.1,863.0,1.7,35.1,0.1,0.5,16.5,380.1,22.3,9.8
1810,A052704,412700 ,2019JJ00,1341.4,862.4,4.3,44.5,0.2,0.7,25.9,373.8,23.8,10.3
1811,A052704,412700 ,2020JJ00,1847.1,960.1,4.4,68.4,0.6,1.0,22.2,393.3,14.7,6.0
1812,A052704,412700 ,2021JJ00,1197.5,922.4,2.4,65.8,0.4,0.6,29.5,390.3,-3.7,-1.6
1813,A052704,413700 ,2015JJ00,584.4,107.6,2.5,119.4,0.0,0.0,26.2,20.7,1.3,0.2
1814,A052704,413700 ,2016JJ00,779.5,122.7,3.9,129.0,0.0,0.0,38.0,24.9,1.3,0.3
1815,A052704,413700 ,2017JJ00,830.3,86.5,2.7,90.8,0.0,0.0,7.6,19.2,1.0,0.2
1816,A052704,413700 ,2018JJ00,1010.1,129.3,3.5,109.7,0.0,0.0,128.9,37.7,1.5,0.5
1817,A052704,413700 ,2019JJ00,726.9,70.1,2.9,69.2,0.0,0.0,2.0,16.1,0.8,0.2
1818,A052704,413700 ,2020JJ00,177.0,-31.3,2.4,131.2,0.0,0.0,30.2,-19.2,1.0,0.4
1819,A052704,413700 ,2021JJ00,205.5,42.5,2.5,66.1,0.0,0.0,39.9,15.9,1.0,0.4
1820,A052704,900011 ,2015JJ00,547.1,160.9,84.1,37.3,2.9,0.1,192.4,97.2,1.1,1.0
1821,A052704,900011 ,2016JJ00,440.8,161.5,84.1,38.8,3.4,0.2,269.1,107.7,3.5,2.3
1822,A052704,900011 ,2017JJ00,554.1,175.8,63.5,26.1,3.3,0.1,170.1,99.3,3.1,1.7
1823,A052704,900011 ,2018JJ00,497.6,247.0,77.0,24.3,3.1,0.1,211.4,154.8,3.1,1.9
1824,A052704,900011 ,2019JJ00,517.1,232.5,103.6,141.4,3.5,0.4,215.5,131.6,3.9,2.3
1825,A052704,900011 ,2020JJ00,568.6,252.2,88.8,51.1,2.7,0.2,294.3,152.3,4.4,2.5
1826,A052704,900011 ,2021JJ00,651.2,308.2,100.7,61.9,3.9,0.2,341.5,201.1,3.0,2.0
1827,A052704,300013 ,2015JJ00,,,,,,,,,,
1828,A052704,300013 ,2016JJ00,,,,,,,,,,
1829,A052704,300013 ,2017JJ00,,,,,,,,,,
1830,A052704,300013 ,2018JJ00,,,,,,,,,,
1831,A052704,300013 ,2019JJ00,,,,,,,,,,
1832,A052704,300013 ,2020JJ00,,,,,,,,,,
1833,A052704,300013 ,2021JJ00,,,,,,,,,,
1834,A052704,300012 ,2015JJ00,,,,,,,,,,
1835,A052704,300012 ,2016JJ00,,,,,,,,,,
1836,A052704,300012 ,2017JJ00,,,,,,,,,,
1837,A052704,300012 ,2018JJ00,,,,,,,,,,
1838,A052704,300012 ,2019JJ00,,,,,,,,,,
1839,A052704,300012 ,2020JJ00,,,,,,,,,,
1840,A052704,300012 ,2021JJ00,,,,,,,,,,
1841,A052704,417400 ,2015JJ00,,,,,,,,,,
1842,A052704,417400 ,2016JJ00,,,,,,,,,,
1843,A052704,417400 ,2017JJ00,,,,,,,,,,
1844,A052704,417400 ,2018JJ00,,,,,,,,,,
1845,A052704,417400 ,2019JJ00,,,,,,,,,,
1846,A052704,417400 ,2020JJ00,,,,,,,,,,
1847,A052704,417400 ,2021JJ00,,,,,,,,,,
1848,A052704,417500 ,2015JJ00,,,,,,,,,,
1849,A052704,417500 ,2016JJ00,,,,,,,,,,
1850,A052704,417500 ,2017JJ00,,,,,,,,,,
1851,A052704,417500 ,2018JJ00,,,,,,,,,,
1852,A052704,417500 ,2019JJ00,,,,,,,,,,
1853,A052704,417500 ,2020JJ00,,,,,,,,,,
1854,A052704,417500 ,2021JJ00,,,,,,,,,,
1855,A052704,419000 ,2015JJ00,,,,,,,,,,
1856,A052704,419000 ,2016JJ00,,,,,,,,,,
1857,A052704,419000 ,2017JJ00,,,,,,,,,,
1858,A052704,419000 ,2018JJ00,,,,,,,,,,
1859,A052704,419000 ,2019JJ00,,,,,,,,,,
1860,A052704,419000 ,2020JJ00,,,,,,,,,,
1861,A052704,419000 ,2021JJ00,,,,,,,,,,
1862,A052704,419100 ,2015JJ00,,,,,,,,,,
1863,A052704,419100 ,2016JJ00,,,,,,,,,,
1864,A052704,419100 ,2017JJ00,,,,,,,,,,
1865,A052704,419100 ,2018JJ00,,,,,,,,,,
1866,A052704,419100 ,2019JJ00,,,,,,,,,,
1867,A052704,419100 ,2020JJ00,,,,,,,,,,
1868,A052704,419100 ,2021JJ00,,,,,,,,,,
1869,A052704,422400 ,2015JJ00,,,,,,,,,,
1870,A052704,422400 ,2016JJ00,,,,,,,,,,
1871,A052704,422400 ,2017JJ00,,,,,,,,,,
1872,A052704,422400 ,2018JJ00,,,,,,,,,,
1873,A052704,422400 ,2019JJ00,,,,,,,,,,
1874,A052704,422400 ,2020JJ00,,,,,,,,,,
1875,A052704,422400 ,2021JJ00,,,,,,,,,,
1876,A052704,422500 ,2015JJ00,,,,,,,,,,
1877,A052704,422500 ,2016JJ00,,,,,,,,,,
1878,A052704,422500 ,2017JJ00,,,,,,,,,,
1879,A052704,422500 ,2018JJ00,,,,,,,,,,
1880,A052704,422500 ,2019JJ00,,,,,,,,,,
1881,A052704,422500 ,2020JJ00,,,,,,,,,,
1882,A052704,422500 ,2021JJ00,,,,,,,,,,
1883,A052704,425305 ,2015JJ00,,,,,,,,,,
1884,A052704,425305 ,2016JJ00,,,,,,,,,,
1885,A052704,425305 ,2017JJ00,,,,,,,,,,
1886,A052704,425305 ,2018JJ00,,,,,,,,,,
1887,A052704,425305 ,2019JJ00,,,,,,,,,,
1888,A052704,425305 ,2020JJ00,,,,,,,,,,
1889,A052704,425305 ,2021JJ00,,,,,,,,,,
1890,A052704,300014 ,2015JJ00,,,,,,,,,,
1891,A052704,300014 ,2016JJ00,,,,,,,,,,
1892,A052704,300014 ,2017JJ00,,,,,,,,,,
1893,A052704,300014 ,2018JJ00,,,,,,,,,,
1894,A052704,300014 ,2019JJ00,,,,,,,,,,
1895,A052704,300014 ,2020JJ00,,,,,,,,,,
1896,A052704,300014 ,2021JJ00,,,,,,,,,,
1897,A052704,428100 ,2015JJ00,,,,,,,,,,
1898,A052704,428100 ,2016JJ00,,,,,,,,,,
1899,A052704,428100 ,2017JJ00,,,,,,,,,,
1900,A052704,428100 ,2018JJ00,,,,,,,,,,
1901,A052704,428100 ,2019JJ00,,,,,,,,,,
1902,A052704,428100 ,2020JJ00,,,,,,,,,,
1903,A052704,428100 ,2021JJ00,,,,,,,,,,
1904,A052704,900048 ,2015JJ00,,,,,,,,,,
1905,A052704,900048 ,2016JJ00,,,,,,,,,,
1906,A052704,900048 ,2017JJ00,,,,,,,,,,
1907,A052704,900048 ,2018JJ00,,,,,,,,,,
1908,A052704,900048 ,2019JJ00,,,,,,,,,,
1909,A052704,900048 ,2020JJ00,,,,,,,,,,
1910,A052704,900048 ,2021JJ00,,,,,,,,,,
1911,A052704,431100 ,2015JJ00,,,,,,,,,,
1912,A052704,431100 ,2016JJ00,,,,,,,,,,
1913,A052704,431100 ,2017JJ00,,,,,,,,,,
1914,A052704,431100 ,2018JJ00,,,,,,,,,,
1915,A052704,431100 ,2019JJ00,,,,,,,,,,
1916,A052704,431100 ,2020JJ00,,,,,,,,,,
1917,A052704,431100 ,2021JJ00,,,,,,,,,,
1918,A052704,435500 ,2015JJ00,,,,,,,,,,
1919,A052704,435500 ,2016JJ00,,,,,,,,,,
1920,A052704,435500 ,2017JJ00,,,,,,,,,,
1921,A052704,435500 ,2018JJ00,,,,,,,,,,
1922,A052704,435500 ,2019JJ00,,,,,,,,,,
1923,A052704,435500 ,2020JJ00,,,,,,,,,,
1924,A052704,435500 ,2021JJ00,,,,,,,,,,
1925,A052704,435600 ,2015JJ00,,,,,,,,,,
1926,A052704,435600 ,2016JJ00,,,,,,,,,,
1927,A052704,435600 ,2017JJ00,,,,,,,,,,
1928,A052704,435600 ,2018JJ00,,,,,,,,,,
1929,A052704,435600 ,2019JJ00,,,,,,,,,,
1930,A052704,435600 ,2020JJ00,,,,,,,,,,
1931,A052704,435600 ,2021JJ00,,,,,,,,,,
1932,A052704,437500 ,2015JJ00,,,,,,,,,,
1933,A052704,437500 ,2016JJ00,,,,,,,,,,
1934,A052704,437500 ,2017JJ00,,,,,,,,,,
1935,A052704,437500 ,2018JJ00,,,,,,,,,,
1936,A052704,437500 ,2019JJ00,,,,,,,,,,
1937,A052704,437500 ,2020JJ00,,,,,,,,,,
1938,A052704,437500 ,2021JJ00,,,,,,,,,,
1939,A052704,438600 ,2015JJ00,,,,,,,,,,
1940,A052704,438600 ,2016JJ00,,,,,,,,,,
1941,A052704,438600 ,2017JJ00,,,,,,,,,,
1942,A052704,438600 ,2018JJ00,,,,,,,,,,
1943,A052704,438600 ,2019JJ00,,,,,,,,,,
1944,A052704,438600 ,2020JJ00,,,,,,,,,,
1945,A052704,438600 ,2021JJ00,,,,,,,,,,
1946,A052704,440000 ,2015JJ00,,,,,,,,,,
1947,A052704,440000 ,2016JJ00,,,,,,,,,,
1948,A052704,440000 ,2017JJ00,,,,,,,,,,
1949,A052704,440000 ,2018JJ00,,,,,,,,,,
1950,A052704,440000 ,2019JJ00,,,,,,,,,,
1951,A052704,440000 ,2020JJ00,,,,,,,,,,
1952,A052704,440000 ,2021JJ00,,,,,,,,,,
1953,A052704,440900 ,2015JJ00,,,,,,,,,,
1954,A052704,440900 ,2016JJ00,,,,,,,,,,
1955,A052704,440900 ,2017JJ00,,,,,,,,,,
1956,A052704,440900 ,2018JJ00,,,,,,,,,,
1957,A052704,440900 ,2019JJ00,,,,,,,,,,
1958,A052704,440900 ,2020JJ00,,,,,,,,,,
1959,A052704,440900 ,2021JJ00,,,,,,,,,,
1960,A052705,T001081,2015JJ00,192158.0,71766.6,31033.2,15014.0,45904.4,5776.2,28243.5,39814.8,642.2,308.5
1961,A052705,T001081,2016JJ00,188954.0,72202.2,28214.5,13294.5,44146.9,5336.2,25504.5,38226.0,654.1,306.9
1962,A052705,T001081,2017JJ00,200435.2,71113.4,32988.2,15192.2,48466.4,5720.4,26459.9,38954.4,678.6,327.8
1963,A052705,T001081,2018JJ00,211168.2,74626.0,38761.7,16516.7,53803.8,5548.7,25620.6,39473.2,698.8,331.5
1964,A052705,T001081,2019JJ00,204879.2,78026.4,38465.4,16603.9,58392.5,5022.2,26729.8,42637.1,686.3,331.0
1965,A052705,T001081,2020JJ00,203213.4,76899.5,32975.8,17359.8,53000.3,5782.0,25554.8,40615.2,648.7,307.7
1966,A052705,T001081,2021JJ00,207486.8,79547.5,30263.4,16014.2,53207.5,5300.6,23514.3,43010.8,601.4,279.8
1967,A052705,301000 ,2015JJ00,,,,,,,,,,
1968,A052705,301000 ,2016JJ00,,,,,,,,,,
1969,A052705,301000 ,2017JJ00,,,,,,,,,,
1970,A052705,301000 ,2018JJ00,,,,,,,,,,
1971,A052705,301000 ,2019JJ00,,,,,,,,,,
1972,A052705,301000 ,2020JJ00,,,,,,,,,,
1973,A052705,301000 ,2021JJ00,,,,,,,,,,
1974,A052705,305700 ,2015JJ00,2577.7,1321.3,21.2,327.3,24.7,3.9,2318.1,1313.6,1.1,1.1
1975,A052705,305700 ,2016JJ00,1620.1,698.5,19.1,165.0,60.3,2.5,1376.5,689.7,1.8,1.8
1976,A052705,305700 ,2017JJ00,1259.6,388.6,22.3,70.6,70.8,1.3,1108.2,385.0,1.6,1.5
1977,A052705,305700 ,2018JJ00,1143.1,481.3,22.6,187.7,31.3,0.8,1031.4,472.9,1.2,1.1
1978,A052705,305700 ,2019JJ00,602.3,216.2,23.9,123.2,31.5,0.9,486.7,205.6,1.0,0.9
1979,A052705,305700 ,2020JJ00,778.9,260.0,5.1,124.6,4.5,1.5,664.9,255.3,0.7,0.7
1980,A052705,305700 ,2021JJ00,681.2,156.7,5.7,94.4,6.0,0.9,620.5,158.0,0.8,0.8
1981,A052705,300002 ,2015JJ00,83489.0,21197.7,25804.0,2864.6,41589.4,2509.3,3787.9,14987.6,125.4,86.0
1982,A052705,300002 ,2016JJ00,78908.2,19768.5,23787.3,2685.7,39363.4,2142.4,3186.9,13718.9,122.5,83.6
1983,A052705,300002 ,2017JJ00,88579.2,20182.0,28223.7,3243.0,43483.2,2062.9,3345.2,14175.3,122.2,84.8
1984,A052705,300002 ,2018JJ00,94182.7,21561.5,32956.4,3291.6,48899.0,1846.2,3207.7,15558.6,123.8,87.0
1985,A052705,300002 ,2019JJ00,95198.3,23164.7,32934.8,2906.3,53235.0,1716.2,2164.2,16924.9,127.6,91.0
1986,A052705,300002 ,2020JJ00,90419.6,24764.9,28330.6,3323.2,47398.0,1871.6,2246.6,17804.3,127.6,91.2
1987,A052705,300002 ,2021JJ00,90769.2,28043.4,25034.5,3931.7,47024.1,2352.8,2101.4,21074.5,124.0,89.7
1988,A052705,300003 ,2015JJ00,103285.1,26209.6,28404.2,4443.0,41643.1,2509.3,5562.6,15916.0,188.5,96.8
1989,A052705,300003 ,2016JJ00,98884.3,25469.7,25762.4,3944.6,39388.5,2142.4,4563.9,14449.2,179.5,91.8
1990,A052705,300003 ,2017JJ00,108904.2,24875.8,30364.8,4301.9,43505.8,2062.9,4685.9,14845.0,180.6,92.9
1991,A052705,300003 ,2018JJ00,115717.9,26207.8,35497.1,4490.1,48915.7,1846.2,4495.2,16166.0,179.7,94.0
1992,A052705,300003 ,2019JJ00,116475.3,28196.5,35508.8,3588.5,53253.4,1716.2,3584.0,17602.9,183.7,98.4
1993,A052705,300003 ,2020JJ00,113159.7,30248.5,30669.6,4387.6,47438.5,1871.6,3226.4,18383.1,182.2,97.0
1994,A052705,300003 ,2021JJ00,113635.1,33361.4,27626.2,4940.7,47078.7,2352.8,3322.8,21706.7,175.5,95.6
1995,A052705,307500 ,2015JJ00,71382.3,15758.3,22608.0,2273.1,39717.9,2453.1,1400.7,11885.5,110.7,79.0
1996,A052705,307500 ,2016JJ00,69665.6,15666.9,21499.3,2316.5,38155.6,2074.1,1770.8,11648.8,109.9,77.5
