ID,Zorgaanbieders,Zorgfinanciering,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
3075,A041731,A019155,1998JJ00,2889.0
3076,A041731,A019155,1999JJ00,3114.0
3077,A041731,A019155,2000JJ00,3291.0
3078,A041731,A019155,2001JJ00,3687.0
3079,A041731,A019155,2002JJ00,4049.0
3080,A041731,A019155,2003JJ00,4338.0
3081,A041731,A019155,2004JJ00,4406.0
3082,A041731,A019155,2005JJ00,4570.0
3083,A041731,A019155,2006JJ00,
3084,A041731,A019155,2007JJ00,
3085,A041731,A019155,2008JJ00,
3086,A041731,A019155,2009JJ00,
3087,A041731,A019155,2010JJ00,
3088,A041731,A019155,2011JJ00,
3089,A041731,A019155,2012JJ00,
3090,A041731,A019155,2013JJ00,
3091,A041731,A019155,2014JJ00,
3092,A041731,A019155,2015JJ00,
3093,A041731,A019155,2016JJ00,
3094,A041731,A019155,2017JJ00,
3095,A041731,A019155,2018JJ00,
3096,A041731,A019155,2019JJ00,
3097,A041731,A019155,2020JJ00,
3098,A041731,A019155,2021JJ00,
3099,A041731,A019155,2022JJ00,
3100,A041731,A019156,1998JJ00,
3101,A041731,A019156,1999JJ00,
3102,A041731,A019156,2000JJ00,
3103,A041731,A019156,2001JJ00,
3104,A041731,A019156,2002JJ00,
3105,A041731,A019156,2003JJ00,
3106,A041731,A019156,2004JJ00,
3107,A041731,A019156,2005JJ00,
3108,A041731,A019156,2006JJ00,6582.0
3109,A041731,A019156,2007JJ00,7133.0
3110,A041731,A019156,2008JJ00,6771.0
3111,A041731,A019156,2009JJ00,6930.0
3112,A041731,A019156,2010JJ00,7132.0
3113,A041731,A019156,2011JJ00,7213.0
3114,A041731,A019156,2012JJ00,6496.0
3115,A041731,A019156,2013JJ00,5924.0
3116,A041731,A019156,2014JJ00,5991.0
3117,A041731,A019156,2015JJ00,6022.0
3118,A041731,A019156,2016JJ00,6031.0
3119,A041731,A019156,2017JJ00,6183.0
3120,A041731,A019156,2018JJ00,6226.0
3121,A041731,A019156,2019JJ00,6602.0
3122,A041731,A019156,2020JJ00,6681.0
3123,A041731,A019156,2021JJ00,6665.0
3124,A041731,A019156,2022JJ00,7185.0
3125,A041731,A019158,1998JJ00,1185.0
3126,A041731,A019158,1999JJ00,1335.0
3127,A041731,A019158,2000JJ00,1430.0
3128,A041731,A019158,2001JJ00,1584.0
3129,A041731,A019158,2002JJ00,1795.0
3130,A041731,A019158,2003JJ00,1927.0
3131,A041731,A019158,2004JJ00,2005.0
3132,A041731,A019158,2005JJ00,2084.0
3133,A041731,A019158,2006JJ00,510.0
3134,A041731,A019158,2007JJ00,552.0
3135,A041731,A019158,2008JJ00,566.0
3136,A041731,A019158,2009JJ00,624.0
3137,A041731,A019158,2010JJ00,575.0
3138,A041731,A019158,2011JJ00,658.0
3139,A041731,A019158,2012JJ00,662.0
3140,A041731,A019158,2013JJ00,665.0
3141,A041731,A019158,2014JJ00,645.0
3142,A041731,A019158,2015JJ00,655.0
3143,A041731,A019158,2016JJ00,643.0
3144,A041731,A019158,2017JJ00,612.0
3145,A041731,A019158,2018JJ00,579.0
3146,A041731,A019158,2019JJ00,579.0
3147,A041731,A019158,2020JJ00,461.0
3148,A041731,A019158,2021JJ00,434.0
3149,A041731,A019158,2022JJ00,452.0
3150,A041731,A019163,1998JJ00,1613.0
3151,A041731,A019163,1999JJ00,1718.0
3152,A041731,A019163,2000JJ00,1848.0
3153,A041731,A019163,2001JJ00,1953.0
3154,A041731,A019163,2002JJ00,2019.0
3155,A041731,A019163,2003JJ00,2114.0
3156,A041731,A019163,2004JJ00,2316.0
3157,A041731,A019163,2005JJ00,2395.0
3158,A041731,A019163,2006JJ00,2176.0
3159,A041731,A019163,2007JJ00,2284.0
3160,A041731,A019163,2008JJ00,2925.0
3161,A041731,A019163,2009JJ00,2592.0
3162,A041731,A019163,2010JJ00,2788.0
3163,A041731,A019163,2011JJ00,3033.0
3164,A041731,A019163,2012JJ00,3278.0
3165,A041731,A019163,2013JJ00,3558.0
3166,A041731,A019163,2014JJ00,3556.0
3167,A041731,A019163,2015JJ00,3530.0
3168,A041731,A019163,2016JJ00,3512.0
3169,A041731,A019163,2017JJ00,3553.0
3170,A041731,A019163,2018JJ00,3626.0
3171,A041731,A019163,2019JJ00,3699.0
3172,A041731,A019163,2020JJ00,3653.0
3173,A041731,A019163,2021JJ00,4012.0
3174,A041731,A019163,2022JJ00,4193.0
3175,A041731,A019164,1998JJ00,1537.0
3176,A041731,A019164,1999JJ00,1633.0
3177,A041731,A019164,2000JJ00,1757.0
3178,A041731,A019164,2001JJ00,1854.0
3179,A041731,A019164,2002JJ00,1908.0
3180,A041731,A019164,2003JJ00,1996.0
3181,A041731,A019164,2004JJ00,2200.0
3182,A041731,A019164,2005JJ00,2266.0
3183,A041731,A019164,2006JJ00,2169.0
3184,A041731,A019164,2007JJ00,2284.0
3185,A041731,A019164,2008JJ00,2364.0
3186,A041731,A019164,2009JJ00,2018.0
3187,A041731,A019164,2010JJ00,2195.0
3188,A041731,A019164,2011JJ00,2427.0
3189,A041731,A019164,2012JJ00,2544.0
3190,A041731,A019164,2013JJ00,2537.0
3191,A041731,A019164,2014JJ00,2504.0
3192,A041731,A019164,2015JJ00,2513.0
3193,A041731,A019164,2016JJ00,2529.0
3194,A041731,A019164,2017JJ00,2526.0
3195,A041731,A019164,2018JJ00,2605.0
3196,A041731,A019164,2019JJ00,2676.0
3197,A041731,A019164,2020JJ00,2602.0
3198,A041731,A019164,2021JJ00,2948.0
3199,A041731,A019164,2022JJ00,3128.0
3200,A041731,A019165,1998JJ00,76.0
3201,A041731,A019165,1999JJ00,84.0
3202,A041731,A019165,2000JJ00,90.0
3203,A041731,A019165,2001JJ00,100.0
3204,A041731,A019165,2002JJ00,111.0
3205,A041731,A019165,2003JJ00,118.0
3206,A041731,A019165,2004JJ00,116.0
3207,A041731,A019165,2005JJ00,129.0
3208,A041731,A019165,2006JJ00,8.0
3209,A041731,A019165,2007JJ00,0.0
3210,A041731,A019165,2008JJ00,561.0
3211,A041731,A019165,2009JJ00,574.0
3212,A041731,A019165,2010JJ00,593.0
3213,A041731,A019165,2011JJ00,606.0
3214,A041731,A019165,2012JJ00,734.0
3215,A041731,A019165,2013JJ00,1022.0
3216,A041731,A019165,2014JJ00,1052.0
3217,A041731,A019165,2015JJ00,1017.0
3218,A041731,A019165,2016JJ00,983.0
3219,A041731,A019165,2017JJ00,1027.0
3220,A041731,A019165,2018JJ00,1022.0
3221,A041731,A019165,2019JJ00,1023.0
3222,A041731,A019165,2020JJ00,1051.0
3223,A041731,A019165,2021JJ00,1065.0
3224,A041731,A019165,2022JJ00,1065.0
3225,A041731,A044427,1998JJ00,739.0
3226,A041731,A044427,1999JJ00,849.0
3227,A041731,A044427,2000JJ00,924.0
3228,A041731,A044427,2001JJ00,1046.0
3229,A041731,A044427,2002JJ00,1240.0
3230,A041731,A044427,2003JJ00,1313.0
3231,A041731,A044427,2004JJ00,1280.0
3232,A041731,A044427,2005JJ00,1248.0
3233,A041731,A044427,2006JJ00,1106.0
3234,A041731,A044427,2007JJ00,1177.0
3235,A041731,A044427,2008JJ00,1208.0
3236,A041731,A044427,2009JJ00,1281.0
3237,A041731,A044427,2010JJ00,1291.0
3238,A041731,A044427,2011JJ00,1280.0
3239,A041731,A044427,2012JJ00,1318.0
3240,A041731,A044427,2013JJ00,1244.0
3241,A041731,A044427,2014JJ00,1328.0
3242,A041731,A044427,2015JJ00,1409.0
3243,A041731,A044427,2016JJ00,1471.0
3244,A041731,A044427,2017JJ00,1530.0
3245,A041731,A044427,2018JJ00,1615.0
3246,A041731,A044427,2019JJ00,1740.0
3247,A041731,A044427,2020JJ00,1820.0
3248,A041731,A044427,2021JJ00,1988.0
3249,A041731,A044427,2022JJ00,2057.0
3250,A044360,T001103,1998JJ00,1146.0
3251,A044360,T001103,1999JJ00,1260.0
3252,A044360,T001103,2000JJ00,1407.0
3253,A044360,T001103,2001JJ00,1555.0
3254,A044360,T001103,2002JJ00,1815.0
3255,A044360,T001103,2003JJ00,1997.0
3256,A044360,T001103,2004JJ00,1961.0
3257,A044360,T001103,2005JJ00,1901.0
3258,A044360,T001103,2006JJ00,1774.0
3259,A044360,T001103,2007JJ00,1894.0
3260,A044360,T001103,2008JJ00,1921.0
3261,A044360,T001103,2009JJ00,1985.0
3262,A044360,T001103,2010JJ00,2061.0
3263,A044360,T001103,2011JJ00,1993.0
3264,A044360,T001103,2012JJ00,1999.0
3265,A044360,T001103,2013JJ00,1937.0
3266,A044360,T001103,2014JJ00,1947.0
3267,A044360,T001103,2015JJ00,1904.0
3268,A044360,T001103,2016JJ00,1958.0
3269,A044360,T001103,2017JJ00,2020.0
3270,A044360,T001103,2018JJ00,2072.0
3271,A044360,T001103,2019JJ00,2243.0
3272,A044360,T001103,2020JJ00,3241.0
3273,A044360,T001103,2021JJ00,6479.0
3274,A044360,T001103,2022JJ00,4255.0
3275,A044360,A019151,1998JJ00,425.0
3276,A044360,A019151,1999JJ00,461.0
3277,A044360,A019151,2000JJ00,508.0
3278,A044360,A019151,2001JJ00,580.0
3279,A044360,A019151,2002JJ00,674.0
3280,A044360,A019151,2003JJ00,786.0
3281,A044360,A019151,2004JJ00,779.0
3282,A044360,A019151,2005JJ00,761.0
3283,A044360,A019151,2006JJ00,814.0
3284,A044360,A019151,2007JJ00,852.0
3285,A044360,A019151,2008JJ00,867.0
3286,A044360,A019151,2009JJ00,882.0
3287,A044360,A019151,2010JJ00,939.0
3288,A044360,A019151,2011JJ00,882.0
3289,A044360,A019151,2012JJ00,865.0
3290,A044360,A019151,2013JJ00,859.0
3291,A044360,A019151,2014JJ00,863.0
3292,A044360,A019151,2015JJ00,848.0
3293,A044360,A019151,2016JJ00,837.0
3294,A044360,A019151,2017JJ00,845.0
3295,A044360,A019151,2018JJ00,845.0
3296,A044360,A019151,2019JJ00,896.0
3297,A044360,A019151,2020JJ00,1851.0
3298,A044360,A019151,2021JJ00,4953.0
3299,A044360,A019151,2022JJ00,2637.0
3300,A044360,A019154,1998JJ00,46.0
3301,A044360,A019154,1999JJ00,49.0
3302,A044360,A019154,2000JJ00,51.0
3303,A044360,A019154,2001JJ00,51.0
3304,A044360,A019154,2002JJ00,56.0
3305,A044360,A019154,2003JJ00,60.0
3306,A044360,A019154,2004JJ00,60.0
3307,A044360,A019154,2005JJ00,61.0
3308,A044360,A019154,2006JJ00,0.0
3309,A044360,A019154,2007JJ00,0.0
3310,A044360,A019154,2008JJ00,0.0
3311,A044360,A019154,2009JJ00,0.0
3312,A044360,A019154,2010JJ00,0.0
3313,A044360,A019154,2011JJ00,0.0
3314,A044360,A019154,2012JJ00,0.0
3315,A044360,A019154,2013JJ00,0.0
3316,A044360,A019154,2014JJ00,0.0
3317,A044360,A019154,2015JJ00,0.0
3318,A044360,A019154,2016JJ00,0.0
3319,A044360,A019154,2017JJ00,0.0
3320,A044360,A019154,2018JJ00,0.0
3321,A044360,A019154,2019JJ00,0.0
3322,A044360,A019154,2020JJ00,0.0
3323,A044360,A019154,2021JJ00,0.0
3324,A044360,A019154,2022JJ00,0.0
3325,A044360,A019155,1998JJ00,62.0
3326,A044360,A019155,1999JJ00,64.0
3327,A044360,A019155,2000JJ00,67.0
3328,A044360,A019155,2001JJ00,71.0
3329,A044360,A019155,2002JJ00,79.0
3330,A044360,A019155,2003JJ00,72.0
3331,A044360,A019155,2004JJ00,71.0
3332,A044360,A019155,2005JJ00,76.0
3333,A044360,A019155,2006JJ00,
3334,A044360,A019155,2007JJ00,
3335,A044360,A019155,2008JJ00,
3336,A044360,A019155,2009JJ00,
3337,A044360,A019155,2010JJ00,
3338,A044360,A019155,2011JJ00,
3339,A044360,A019155,2012JJ00,
3340,A044360,A019155,2013JJ00,
3341,A044360,A019155,2014JJ00,
3342,A044360,A019155,2015JJ00,
3343,A044360,A019155,2016JJ00,
3344,A044360,A019155,2017JJ00,
3345,A044360,A019155,2018JJ00,
3346,A044360,A019155,2019JJ00,
3347,A044360,A019155,2020JJ00,
3348,A044360,A019155,2021JJ00,
3349,A044360,A019155,2022JJ00,
3350,A044360,A019156,1998JJ00,
3351,A044360,A019156,1999JJ00,
3352,A044360,A019156,2000JJ00,
3353,A044360,A019156,2001JJ00,
3354,A044360,A019156,2002JJ00,
3355,A044360,A019156,2003JJ00,
3356,A044360,A019156,2004JJ00,
3357,A044360,A019156,2005JJ00,
3358,A044360,A019156,2006JJ00,85.0
3359,A044360,A019156,2007JJ00,100.0
3360,A044360,A019156,2008JJ00,89.0
3361,A044360,A019156,2009JJ00,88.0
3362,A044360,A019156,2010JJ00,98.0
3363,A044360,A019156,2011JJ00,95.0
3364,A044360,A019156,2012JJ00,82.0
3365,A044360,A019156,2013JJ00,85.0
3366,A044360,A019156,2014JJ00,88.0
3367,A044360,A019156,2015JJ00,86.0
3368,A044360,A019156,2016JJ00,90.0
3369,A044360,A019156,2017JJ00,93.0
3370,A044360,A019156,2018JJ00,100.0
3371,A044360,A019156,2019JJ00,108.0
3372,A044360,A019156,2020JJ00,124.0
3373,A044360,A019156,2021JJ00,132.0
3374,A044360,A019156,2022JJ00,138.0
3375,A044360,A019158,1998JJ00,18.0
3376,A044360,A019158,1999JJ00,19.0
3377,A044360,A019158,2000JJ00,20.0
3378,A044360,A019158,2001JJ00,21.0
3379,A044360,A019158,2002JJ00,25.0
3380,A044360,A019158,2003JJ00,22.0
3381,A044360,A019158,2004JJ00,22.0
3382,A044360,A019158,2005JJ00,22.0
3383,A044360,A019158,2006JJ00,4.0
3384,A044360,A019158,2007JJ00,4.0
3385,A044360,A019158,2008JJ00,5.0
3386,A044360,A019158,2009JJ00,6.0
3387,A044360,A019158,2010JJ00,7.0
3388,A044360,A019158,2011JJ00,8.0
3389,A044360,A019158,2012JJ00,9.0
3390,A044360,A019158,2013JJ00,9.0
3391,A044360,A019158,2014JJ00,10.0
3392,A044360,A019158,2015JJ00,10.0
3393,A044360,A019158,2016JJ00,10.0
3394,A044360,A019158,2017JJ00,9.0
3395,A044360,A019158,2018JJ00,9.0
3396,A044360,A019158,2019JJ00,9.0
3397,A044360,A019158,2020JJ00,8.0
3398,A044360,A019158,2021JJ00,9.0
3399,A044360,A019158,2022JJ00,9.0
3400,A044360,A019163,1998JJ00,24.0
3401,A044360,A019163,1999JJ00,26.0
3402,A044360,A019163,2000JJ00,30.0
3403,A044360,A019163,2001JJ00,34.0
3404,A044360,A019163,2002JJ00,44.0
3405,A044360,A019163,2003JJ00,34.0
3406,A044360,A019163,2004JJ00,36.0
3407,A044360,A019163,2005JJ00,38.0
3408,A044360,A019163,2006JJ00,36.0
3409,A044360,A019163,2007JJ00,39.0
3410,A044360,A019163,2008JJ00,37.0
3411,A044360,A019163,2009JJ00,34.0
3412,A044360,A019163,2010JJ00,39.0
3413,A044360,A019163,2011JJ00,37.0
3414,A044360,A019163,2012JJ00,43.0
3415,A044360,A019163,2013JJ00,43.0
3416,A044360,A019163,2014JJ00,44.0
3417,A044360,A019163,2015JJ00,43.0
3418,A044360,A019163,2016JJ00,45.0
3419,A044360,A019163,2017JJ00,47.0
3420,A044360,A019163,2018JJ00,47.0
3421,A044360,A019163,2019JJ00,49.0
3422,A044360,A019163,2020JJ00,41.0
3423,A044360,A019163,2021JJ00,54.0
3424,A044360,A019163,2022JJ00,41.0
3425,A044360,A019164,1998JJ00,24.0
3426,A044360,A019164,1999JJ00,26.0
3427,A044360,A019164,2000JJ00,30.0
3428,A044360,A019164,2001JJ00,34.0
3429,A044360,A019164,2002JJ00,44.0
3430,A044360,A019164,2003JJ00,34.0
3431,A044360,A019164,2004JJ00,36.0
3432,A044360,A019164,2005JJ00,38.0
3433,A044360,A019164,2006JJ00,36.0
3434,A044360,A019164,2007JJ00,39.0
3435,A044360,A019164,2008JJ00,37.0
3436,A044360,A019164,2009JJ00,34.0
3437,A044360,A019164,2010JJ00,39.0
3438,A044360,A019164,2011JJ00,37.0
3439,A044360,A019164,2012JJ00,43.0
3440,A044360,A019164,2013JJ00,43.0
3441,A044360,A019164,2014JJ00,44.0
3442,A044360,A019164,2015JJ00,43.0
3443,A044360,A019164,2016JJ00,45.0
3444,A044360,A019164,2017JJ00,47.0
3445,A044360,A019164,2018JJ00,47.0
3446,A044360,A019164,2019JJ00,49.0
3447,A044360,A019164,2020JJ00,41.0
3448,A044360,A019164,2021JJ00,54.0
3449,A044360,A019164,2022JJ00,41.0
3450,A044360,A019165,1998JJ00,0.0
3451,A044360,A019165,1999JJ00,0.0
3452,A044360,A019165,2000JJ00,0.0
3453,A044360,A019165,2001JJ00,0.0
3454,A044360,A019165,2002JJ00,0.0
3455,A044360,A019165,2003JJ00,0.0
3456,A044360,A019165,2004JJ00,0.0
3457,A044360,A019165,2005JJ00,0.0
3458,A044360,A019165,2006JJ00,0.0
3459,A044360,A019165,2007JJ00,0.0
3460,A044360,A019165,2008JJ00,0.0
3461,A044360,A019165,2009JJ00,0.0
3462,A044360,A019165,2010JJ00,0.0
3463,A044360,A019165,2011JJ00,0.0
3464,A044360,A019165,2012JJ00,0.0
3465,A044360,A019165,2013JJ00,0.0
3466,A044360,A019165,2014JJ00,0.0
3467,A044360,A019165,2015JJ00,0.0
3468,A044360,A019165,2016JJ00,0.0
3469,A044360,A019165,2017JJ00,0.0
3470,A044360,A019165,2018JJ00,0.0
3471,A044360,A019165,2019JJ00,0.0
3472,A044360,A019165,2020JJ00,0.0
3473,A044360,A019165,2021JJ00,0.0
3474,A044360,A019165,2022JJ00,0.0
3475,A044360,A044427,1998JJ00,570.0
3476,A044360,A044427,1999JJ00,642.0
3477,A044360,A044427,2000JJ00,732.0
3478,A044360,A044427,2001JJ00,797.0
3479,A044360,A044427,2002JJ00,937.0
3480,A044360,A044427,2003JJ00,1023.0
3481,A044360,A044427,2004JJ00,992.0
3482,A044360,A044427,2005JJ00,944.0
3483,A044360,A044427,2006JJ00,835.0
3484,A044360,A044427,2007JJ00,899.0
3485,A044360,A044427,2008JJ00,923.0
3486,A044360,A044427,2009JJ00,975.0
3487,A044360,A044427,2010JJ00,979.0
3488,A044360,A044427,2011JJ00,971.0
3489,A044360,A044427,2012JJ00,1000.0
3490,A044360,A044427,2013JJ00,941.0
3491,A044360,A044427,2014JJ00,943.0
3492,A044360,A044427,2015JJ00,916.0
3493,A044360,A044427,2016JJ00,977.0
3494,A044360,A044427,2017JJ00,1027.0
3495,A044360,A044427,2018JJ00,1070.0
3496,A044360,A044427,2019JJ00,1181.0
3497,A044360,A044427,2020JJ00,1218.0
3498,A044360,A044427,2021JJ00,1332.0
3499,A044360,A044427,2022JJ00,1429.0
3500,A041734,T001103,1998JJ00,3284.0
3501,A041734,T001103,1999JJ00,3600.0
3502,A041734,T001103,2000JJ00,3844.0
3503,A041734,T001103,2001JJ00,4211.0
3504,A041734,T001103,2002JJ00,4559.0
3505,A041734,T001103,2003JJ00,4878.0
3506,A041734,T001103,2004JJ00,4997.0
3507,A041734,T001103,2005JJ00,5198.0
3508,A041734,T001103,2006JJ00,5261.0
3509,A041734,T001103,2007JJ00,5689.0
3510,A041734,T001103,2008JJ00,5583.0
3511,A041734,T001103,2009JJ00,5633.0
3512,A041734,T001103,2010JJ00,5769.0
3513,A041734,T001103,2011JJ00,5838.0
3514,A041734,T001103,2012JJ00,5266.0
3515,A041734,T001103,2013JJ00,5030.0
3516,A041734,T001103,2014JJ00,5029.0
3517,A041734,T001103,2015JJ00,5098.0
3518,A041734,T001103,2016JJ00,5222.0
3519,A041734,T001103,2017JJ00,5379.0
3520,A041734,T001103,2018JJ00,5359.0
3521,A041734,T001103,2019JJ00,5645.0
3522,A041734,T001103,2020JJ00,5774.0
3523,A041734,T001103,2021JJ00,5702.0
3524,A041734,T001103,2022JJ00,6077.0
3525,A041734,A019151,1998JJ00,0.0
3526,A041734,A019151,1999JJ00,0.0
3527,A041734,A019151,2000JJ00,0.0
3528,A041734,A019151,2001JJ00,0.0
3529,A041734,A019151,2002JJ00,0.0
3530,A041734,A019151,2003JJ00,0.0
3531,A041734,A019151,2004JJ00,0.0
3532,A041734,A019151,2005JJ00,0.0
3533,A041734,A019151,2006JJ00,0.0
3534,A041734,A019151,2007JJ00,0.0
3535,A041734,A019151,2008JJ00,0.0
3536,A041734,A019151,2009JJ00,0.0
3537,A041734,A019151,2010JJ00,0.0
3538,A041734,A019151,2011JJ00,0.0
3539,A041734,A019151,2012JJ00,0.0
3540,A041734,A019151,2013JJ00,0.0
3541,A041734,A019151,2014JJ00,0.0
3542,A041734,A019151,2015JJ00,0.0
3543,A041734,A019151,2016JJ00,0.0
3544,A041734,A019151,2017JJ00,0.0
3545,A041734,A019151,2018JJ00,0.0
3546,A041734,A019151,2019JJ00,0.0
3547,A041734,A019151,2020JJ00,20.0
3548,A041734,A019151,2021JJ00,6.0
3549,A041734,A019151,2022JJ00,0.0
3550,A041734,A019154,1998JJ00,0.0
3551,A041734,A019154,1999JJ00,0.0
3552,A041734,A019154,2000JJ00,0.0
3553,A041734,A019154,2001JJ00,0.0
3554,A041734,A019154,2002JJ00,0.0
3555,A041734,A019154,2003JJ00,0.0
3556,A041734,A019154,2004JJ00,0.0
3557,A041734,A019154,2005JJ00,0.0
3558,A041734,A019154,2006JJ00,0.0
3559,A041734,A019154,2007JJ00,0.0
3560,A041734,A019154,2008JJ00,0.0
3561,A041734,A019154,2009JJ00,0.0
3562,A041734,A019154,2010JJ00,0.0
3563,A041734,A019154,2011JJ00,0.0
3564,A041734,A019154,2012JJ00,0.0
3565,A041734,A019154,2013JJ00,0.0
3566,A041734,A019154,2014JJ00,0.0
3567,A041734,A019154,2015JJ00,0.0
3568,A041734,A019154,2016JJ00,0.0
3569,A041734,A019154,2017JJ00,0.0
3570,A041734,A019154,2018JJ00,0.0
3571,A041734,A019154,2019JJ00,0.0
3572,A041734,A019154,2020JJ00,0.0
3573,A041734,A019154,2021JJ00,0.0
3574,A041734,A019154,2022JJ00,0.0
3575,A041734,A019155,1998JJ00,1922.0
3576,A041734,A019155,1999JJ00,2091.0
3577,A041734,A019155,2000JJ00,2232.0
3578,A041734,A019155,2001JJ00,2489.0
3579,A041734,A019155,2002JJ00,2673.0
3580,A041734,A019155,2003JJ00,2892.0
3581,A041734,A019155,2004JJ00,2853.0
3582,A041734,A019155,2005JJ00,2987.0
3583,A041734,A019155,2006JJ00,
3584,A041734,A019155,2007JJ00,
3585,A041734,A019155,2008JJ00,
3586,A041734,A019155,2009JJ00,
3587,A041734,A019155,2010JJ00,
3588,A041734,A019155,2011JJ00,
3589,A041734,A019155,2012JJ00,
3590,A041734,A019155,2013JJ00,
3591,A041734,A019155,2014JJ00,
3592,A041734,A019155,2015JJ00,
3593,A041734,A019155,2016JJ00,
3594,A041734,A019155,2017JJ00,
3595,A041734,A019155,2018JJ00,
3596,A041734,A019155,2019JJ00,
3597,A041734,A019155,2020JJ00,
3598,A041734,A019155,2021JJ00,
3599,A041734,A019155,2022JJ00,
3600,A041734,A019156,1998JJ00,
3601,A041734,A019156,1999JJ00,
3602,A041734,A019156,2000JJ00,
3603,A041734,A019156,2001JJ00,
3604,A041734,A019156,2002JJ00,
3605,A041734,A019156,2003JJ00,
3606,A041734,A019156,2004JJ00,
3607,A041734,A019156,2005JJ00,
3608,A041734,A019156,2006JJ00,4381.0
3609,A041734,A019156,2007JJ00,4765.0
3610,A041734,A019156,2008JJ00,4361.0
3611,A041734,A019156,2009JJ00,4392.0
3612,A041734,A019156,2010JJ00,4500.0
3613,A041734,A019156,2011JJ00,4474.0
3614,A041734,A019156,2012JJ00,3821.0
3615,A041734,A019156,2013JJ00,3396.0
3616,A041734,A019156,2014JJ00,3416.0
3617,A041734,A019156,2015JJ00,3421.0
3618,A041734,A019156,2016JJ00,3503.0
3619,A041734,A019156,2017JJ00,3638.0
3620,A041734,A019156,2018JJ00,3605.0
3621,A041734,A019156,2019JJ00,3828.0
3622,A041734,A019156,2020JJ00,3867.0
3623,A041734,A019156,2021JJ00,3783.0
3624,A041734,A019156,2022JJ00,4074.0
3625,A041734,A019158,1998JJ00,760.0
3626,A041734,A019158,1999JJ00,854.0
3627,A041734,A019158,2000JJ00,914.0
3628,A041734,A019158,2001JJ00,1009.0
3629,A041734,A019158,2002JJ00,1121.0
3630,A041734,A019158,2003JJ00,1190.0
3631,A041734,A019158,2004JJ00,1192.0
3632,A041734,A019158,2005JJ00,1257.0
3633,A041734,A019158,2006JJ00,76.0
3634,A041734,A019158,2007JJ00,76.0
3635,A041734,A019158,2008JJ00,40.0
3636,A041734,A019158,2009JJ00,58.0
3637,A041734,A019158,2010JJ00,55.0
3638,A041734,A019158,2011JJ00,66.0
3639,A041734,A019158,2012JJ00,66.0
3640,A041734,A019158,2013JJ00,63.0
3641,A041734,A019158,2014JJ00,52.0
3642,A041734,A019158,2015JJ00,58.0
3643,A041734,A019158,2016JJ00,53.0
3644,A041734,A019158,2017JJ00,47.0
3645,A041734,A019158,2018JJ00,46.0
3646,A041734,A019158,2019JJ00,46.0
3647,A041734,A019158,2020JJ00,33.0
3648,A041734,A019158,2021JJ00,27.0
3649,A041734,A019158,2022JJ00,30.0
3650,A041734,A019163,1998JJ00,595.0
3651,A041734,A019163,1999JJ00,647.0
3652,A041734,A019163,2000JJ00,690.0
3653,A041734,A019163,2001JJ00,705.0
3654,A041734,A019163,2002JJ00,756.0
3655,A041734,A019163,2003JJ00,786.0
3656,A041734,A019163,2004JJ00,943.0
3657,A041734,A019163,2005JJ00,943.0
3658,A041734,A019163,2006JJ00,793.0
3659,A041734,A019163,2007JJ00,836.0
3660,A041734,A019163,2008JJ00,1172.0
3661,A041734,A019163,2009JJ00,1172.0
3662,A041734,A019163,2010JJ00,1204.0
3663,A041734,A019163,2011JJ00,1287.0
3664,A041734,A019163,2012JJ00,1370.0
3665,A041734,A019163,2013JJ00,1564.0
3666,A041734,A019163,2014JJ00,1553.0
3667,A041734,A019163,2015JJ00,1611.0
3668,A041734,A019163,2016JJ00,1658.0
3669,A041734,A019163,2017JJ00,1686.0
3670,A041734,A019163,2018JJ00,1700.0
3671,A041734,A019163,2019JJ00,1762.0
3672,A041734,A019163,2020JJ00,1848.0
3673,A041734,A019163,2021JJ00,1882.0
3674,A041734,A019163,2022JJ00,1965.0
3675,A041734,A019164,1998JJ00,520.0
3676,A041734,A019164,1999JJ00,562.0
3677,A041734,A019164,2000JJ00,600.0
3678,A041734,A019164,2001JJ00,605.0
3679,A041734,A019164,2002JJ00,645.0
3680,A041734,A019164,2003JJ00,669.0
3681,A041734,A019164,2004JJ00,827.0
3682,A041734,A019164,2005JJ00,816.0
3683,A041734,A019164,2006JJ00,793.0
3684,A041734,A019164,2007JJ00,836.0
3685,A041734,A019164,2008JJ00,704.0
3686,A041734,A019164,2009JJ00,707.0
3687,A041734,A019164,2010JJ00,739.0
3688,A041734,A019164,2011JJ00,830.0
3689,A041734,A019164,2012JJ00,852.0
3690,A041734,A019164,2013JJ00,864.0
3691,A041734,A019164,2014JJ00,838.0
3692,A041734,A019164,2015JJ00,851.0
3693,A041734,A019164,2016JJ00,908.0
3694,A041734,A019164,2017JJ00,912.0
3695,A041734,A019164,2018JJ00,933.0
3696,A041734,A019164,2019JJ00,1001.0
3697,A041734,A019164,2020JJ00,1052.0
3698,A041734,A019164,2021JJ00,1074.0
3699,A041734,A019164,2022JJ00,1152.0
3700,A041734,A019165,1998JJ00,76.0
3701,A041734,A019165,1999JJ00,84.0
3702,A041734,A019165,2000JJ00,90.0
3703,A041734,A019165,2001JJ00,100.0
3704,A041734,A019165,2002JJ00,111.0
3705,A041734,A019165,2003JJ00,118.0
3706,A041734,A019165,2004JJ00,116.0
3707,A041734,A019165,2005JJ00,127.0
3708,A041734,A019165,2006JJ00,0.0
