ID,RegioS,Perioden,Mestproductie_1,StikstofuitscheidingN_2,TotaalStikstofverliezenN_3,AmmoniakemissieN_4,OverigeGasvormigeStikstofverliezenN_5,SpuiwaterLuchtwassersN_6,StikstofInOpgeslagenMestEnWeidemest_7,FosfaatuitscheidingP2O5_8,StikstofInDierlijkeMestPerHectare_9,FosfaatInDierlijkeMestPerHectare_10,AangevoerdeMest_11,StikstofInAangevoerdeMestN_12,FosfaatInAangevoerdeMestP2O5_13,AfgevoerdeMest_14,StikstofInAfgevoerdeMestN_15,FosfaatInAfgevoerdeMestP2O5_16,GebruikteMest_17,StikstofInGebruikteMestN_18,FosfaatInGebruikteMestP2O5_19,StikstofInGebruikteMestPerHectare_20,FosfaatInGebruikteMestPerHectare_21,TotaalBemestbareCultuurgrond_22,Grasland_23,Snijmais_24,OverigBouwland_25,PlaatsingsruimteStikstofN_26,PlaatsingsruimteFosfaatP2O5_27,RestPlaatsingsruimteStikstofN_28,RestPlaatsingsruimteFosfaatP2O5_29,BenuttingsgraadStikstof_30,BenuttingsgraadFosfaat_31
121,LD04  ,1995JJ00,24289,213280,37730,33800,3930,0,175550,75360,461,198,5265,38110,17750,8821,82240,39010,20733,131430,54100,345,142,380594,155227,87978,137388,,48070,,-6030,,113
122,LD04  ,1996JJ00,23892,210670,37350,33550,3800,0,173320,70920,457,187,5216,37560,16750,8433,79040,36380,20675,131830,51300,348,135,379173,150739,87393,141041,,45480,,-5820,,113
123,LD04  ,1997JJ00,21941,191200,32260,28820,3430,0,158940,65820,419,174,5939,42480,18840,8248,73190,33950,19632,128240,50710,338,134,379009,147927,89493,141589,,45390,,-5320,,112
124,LD04  ,1998JJ00,21726,180130,31630,28310,3320,0,148500,65270,392,173,4069,22780,13050,6225,46980,29510,19569,124300,48810,329,129,378335,145326,82458,150551,165750.0,41910,41450.0,-6910,75.0,116
125,LD04  ,1999JJ00,21539,182010,33080,29720,3360,0,148940,67120,399,180,4615,26610,15080,7672,60340,37860,18482,115210,44340,308,119,373474,138455,83316,151704,161910.0,41290,46700.0,-3050,71.0,107
126,LD04  ,2000JJ00,21163,168830,30130,27010,3120,10,138700,64560,368,171,3825,21470,12420,6836,55290,35790,18152,104880,41200,278,109,377092,143356,71558,162179,153000.0,39860,48120.0,-1340,69.0,103
127,LD04  ,2001JJ00,20690,162530,28330,25320,3010,0,134200,60260,364,164,4054,21740,12230,7084,54850,36230,17660,101090,36260,274,98,368400,135917,69241,163242,138250.0,38200,37150.0,1940,73.0,95
128,LD04  ,2002JJ00,19092,148130,26320,23540,2780,0,121810,55640,328,150,3794,20310,11600,6237,49740,33080,16649,92380,34170,249,92,371725,138222,71413,162090,133020.0,36970,40640.0,2810,69.0,92
129,LD04  ,2003JJ00,18050,135970,24140,21470,2670,0,111830,51210,306,140,3354,18840,10880,5615,43650,28300,15789,87020,33790,238,92,365372,134852,71093,159426,124480.0,34440,37460.0,650,70.0,98
130,LD04  ,2004JJ00,18359,136810,24810,22180,2630,0,112000,51230,307,141,3175,18500,10220,5556,46730,29170,15978,83770,32280,230,89,364502,135002,72360,157140,122270.0,34160,38500.0,1870,69.0,95
131,LD04  ,2005JJ00,18418,143560,25490,22320,2740,440,118070,55380,325,152,3470,23940,12620,5705,54220,30490,16183,87800,37500,242,103,363379,133447,76558,153375,117180.0,32360,29380.0,-5150,75.0,116
132,LD04  ,2006JJ00,18131,142140,25640,22480,2720,440,116500,55690,323,155,4146,23120,11650,6982,57090,31190,15295,82530,36150,229,100,360304,144070,67569,148665,72480.0,34230,-10050.0,-1920,114.0,106
133,LD04  ,2007JJ00,18137,145140,26330,22790,2800,750,118810,55660,333,156,4472,27340,13570,8023,73190,39310,14585,72950,29920,204,84,357068,144501,66565,146002,72080.0,33240,-880.0,3330,101.0,90
134,LD04  ,2008JJ00,18691,149230,27140,23520,2830,790,122090,57850,339,161,4679,26300,13330,8516,76800,41770,14855,71590,29410,199,82,360374,145327,72710,142337,72710.0,32810,1110.0,3400,98.0,90
135,LD04  ,2009JJ00,19144,149720,27820,24160,2860,810,121900,59200,342,166,4206,23950,11910,8549,75860,42000,14801,69990,29120,197,82,355989,142483,72559,140947,71500.0,32400,1500.0,3280,98.0,90
136,LD04  ,2010JJ00,18888,150700,27070,22820,2780,1470,123630,59790,354,171,4367,23800,11660,8344,72190,39430,14911,75230,32030,215,92,349124,139579,70734,138811,69980.0,28710,-5250.0,-3320,108.0,112
137,LD04  ,2011JJ00,18884,149300,26890,21440,2770,2680,122410,57280,352,165,4736,27080,12750,8791,77200,41250,14829,72290,28780,208,83,347542,139568,71863,136111,69660.0,27600,-2630.0,-1180,104.0,104
138,LD04  ,2012JJ00,18784,144930,25970,20430,2600,2940,118960,53560,347,156,4873,27830,12100,9158,80990,40720,14499,65800,24940,192,73,342537,137779,73547,131211,68560.0,24710,2760.0,-230,96.0,101
139,LD04  ,2013JJ00,19099,145800,24950,18510,2550,3890,120860,54870,353,160,4821,26680,11970,9108,79320,40500,14812,68220,26330,199,77,342637,133727,76293,132616,68060.0,22720,-160.0,-3610,100.0,116
140,LD04  ,2014JJ00,19239,146510,24900,18410,2500,3990,121610,55520,357,163,5099,27330,12030,9455,79970,41370,14883,68970,26170,203,77,340326,134652,75870,129804,64840.0,22950,-4130.0,-3230,106.0,114
141,LD04  ,2015JJ00,19156,149470,25420,18700,2510,4200,124050,57570,365,169,5439,28090,12000,10135,81170,42530,14460,70970,27040,209,79,340232,136097,76232,127903,65570.0,22220,-5400.0,-4820,108.0,122
142,LD04  ,2016JJ00,19512,151200,25430,18430,2430,4570,125770,57270,383,175,5503,28330,11190,10556,82900,43310,14459,71200,25150,217,77,328044,129118,68814,130112,64130.0,21980,-7070.0,-3160,111.0,114
143,LD04  ,2017JJ00,19552,153060,25560,18410,2420,4740,127510,55330,390,169,5585,30450,11370,10907,89030,44460,14230,68920,22240,211,68,326940,127338,68485,131116,64140.0,22010,-4780.0,-230,107.0,101
144,LD04  ,2018JJ00,18588,149030,25360,17290,2430,5630,123670,53220,369,159,5519,26030,9950,10642,81330,40930,13465,68370,22240,204,66,335560,134331,66937,134291,64760.0,21870,-3600.0,-370,106.0,102
145,LD04  ,2019JJ00,18024,142570,23730,15930,2240,5550,118840,50790,357,153,5700,26340,9830,11044,85440,41970,12680,59740,18650,179,56,333027,131284,56253,145490,64180.0,21690,4450.0,3040,93.0,86
146,LD04  ,2020JJ00,17761,140880,23610,15600,2230,5780,117270,49410,352,148,5579,26620,9380,10874,83650,40520,12466,60240,18280,181,55,332849,130007,57931,144912,62710.0,21320,2470.0,3040,96.0,86
147,LD04  ,2021JJ00,17162,133710,22360,14720,2050,5590,111350,46680,336,141,5603,26330,9230,10551,79300,37080,12214,58380,18830,176,57,330915,131156,53543,146215,62360.0,21470,3980.0,2640,94.0,88
148,LD04  ,2022JJ00,16988,132810,22300,14440,2000,5860,110510,46670,336,142,5612,26410,9680,10561,79980,37440,12039,56940,18900,173,57,329105,127545,53142,148418,61590.0,21250,4650.0,2350,92.0,89
149,LD04  ,2023JJ00,16962,129360,20750,13580,1970,5210,108610,45780,330,139,5394,24580,8740,9846,73080,34500,12510,60110,20010,183,61,328723,125627,52884,150212,59440.0,20700,-670.0,690,101.0,97
150,PV20  ,1994JJ00,3117,26130,2520,2110,410,0,23610,7690,136,44,704,8110,4250,195,2380,1250,3626,29340,10690,169,61,173928,59133,4619,110175,,26290,,15600,,41
151,PV20  ,1995JJ00,3149,26630,2570,2160,410,0,24060,7620,141,45,682,7760,3810,202,2460,1180,3630,29360,10250,172,60,170443,58930,4765,106748,,21110,,10860,,49
152,PV20  ,1996JJ00,3132,26220,2510,2120,390,0,23710,6910,140,41,657,8830,4280,184,2350,1110,3606,30190,10080,178,59,169597,62759,5313,101525,,20220,,10150,,50
153,PV20  ,1997JJ00,3020,26260,2540,2140,400,0,23730,7140,145,44,690,8470,4240,188,2160,1040,3523,30030,10350,183,63,163689,59504,5717,98468,,19490,,9150,,53
154,PV20  ,1998JJ00,3032,25040,2440,2060,390,0,22600,7300,138,44,562,6800,4430,213,2130,1290,3381,27270,10450,166,64,164120,60091,5468,98562,70610.0,18130,43330.0,7690,39.0,58
155,PV20  ,1999JJ00,3139,25280,2580,2190,390,0,22700,8130,137,49,752,8600,5370,234,2530,1450,3657,28770,12050,173,73,165994,61534,7012,97449,70380.0,18350,41610.0,6310,41.0,66
156,PV20  ,2000JJ00,3227,24320,2380,2010,380,0,21940,7830,132,47,747,7690,5050,190,1950,1190,3784,27670,11690,167,70,166027,63314,6034,96680,66620.0,17550,38940.0,5870,42.0,67
157,PV20  ,2001JJ00,3331,24960,2360,1970,390,0,22610,7930,138,48,767,7320,4830,221,1950,1190,3877,27980,11560,170,70,164127,62432,6219,95476,61950.0,17040,33970.0,5470,45.0,68
158,PV20  ,2002JJ00,3288,24180,2440,2060,390,0,21740,7610,131,46,770,6680,4500,219,1970,1250,3839,26450,10860,159,65,165936,63178,6716,96041,59940.0,16520,33490.0,5660,44.0,66
159,PV20  ,2003JJ00,3259,23730,2430,2050,380,0,21300,7720,128,46,708,6660,4490,224,1780,1060,3744,26180,11150,158,67,166160,64746,6583,94831,57330.0,15660,31160.0,4510,46.0,71
160,PV20  ,2004JJ00,3406,23060,2420,2050,370,0,20640,7500,123,45,626,6250,4140,194,1730,990,3838,25160,10640,151,64,167135,65997,7282,93856,57180.0,15700,32020.0,5060,44.0,68
161,PV20  ,2005JJ00,3353,23150,2440,2050,370,10,20710,7620,125,46,608,7520,4230,201,2280,1150,3760,25950,10700,157,65,165426,64496,8015,92915,55160.0,14770,29210.0,4070,47.0,72
162,PV20  ,2006JJ00,3323,22700,2410,2030,370,10,20280,7520,124,46,889,8420,4650,348,2860,1400,3865,25850,10770,158,66,163070,64655,8030,90384,32850.0,15480,7000.0,4710,79.0,70
163,PV20  ,2007JJ00,3338,23340,2540,2140,380,20,20800,7650,128,47,1088,9400,4920,401,3940,1900,4024,26260,10670,162,66,162082,64512,9072,88498,32760.0,15070,6500.0,4400,80.0,71
164,PV20  ,2008JJ00,3516,24260,2660,2230,400,20,21610,8100,131,49,1315,9440,4910,495,4530,2170,4335,26510,10840,160,66,165278,65719,9639,89920,33450.0,15030,6940.0,4200,79.0,72
165,PV20  ,2009JJ00,3578,23580,2610,2180,400,20,20970,7850,128,48,1356,9200,4950,549,5000,2440,4385,25170,10360,154,63,163799,66110,9775,87915,33160.0,14910,8000.0,4550,76.0,69
166,PV20  ,2010JJ00,3558,24000,2610,2170,400,40,21390,8130,132,50,1292,8270,4340,567,5220,2460,4283,24440,10000,151,62,161748,64597,9777,87373,32700.0,13470,8260.0,3460,75.0,74
167,PV20  ,2011JJ00,3517,22960,2520,2070,390,60,20440,7590,127,47,1302,8710,4290,592,5410,2560,4226,23740,9320,148,58,160495,64042,9552,86901,32460.0,13000,8720.0,3680,73.0,72
168,PV20  ,2012JJ00,3618,22980,2490,2020,390,80,20490,7520,127,46,1328,9010,4140,630,5630,2470,4315,23880,9180,148,57,161734,66581,9554,85599,32870.0,12310,8990.0,3120,73.0,75
169,PV20  ,2013JJ00,3778,24280,2590,2070,410,100,21700,7890,133,48,1269,8330,3800,655,5750,2540,4392,24270,9150,149,56,163031,66891,8847,87294,33060.0,11740,8790.0,2590,73.0,78
170,PV20  ,2014JJ00,3860,25150,2730,2190,430,110,22420,8300,138,51,1477,9020,4060,741,5910,2700,4596,25530,9650,157,59,162885,68729,8652,85503,32910.0,11820,7380.0,2170,78.0,82
171,PV20  ,2015JJ00,4128,26400,2940,2330,450,150,23470,9100,145,56,1642,9020,3880,905,6900,3190,4865,25590,9790,158,60,162217,68135,8823,85259,33210.0,11430,7620.0,1650,77.0,86
172,PV20  ,2016JJ00,4280,26800,3010,2380,460,170,23790,8670,150,55,1841,9600,3930,952,6970,3160,5169,26420,9440,166,59,158711,65609,7879,85223,32750.0,11440,6330.0,2000,81.0,83
173,PV20  ,2017JJ00,4166,26810,3050,2420,470,160,23760,8250,149,52,1924,10790,4220,934,6760,2950,5157,27780,9520,175,60,158918,64829,7464,86625,32880.0,11680,5090.0,2160,85.0,82
174,PV20  ,2018JJ00,4088,26150,2900,2270,470,150,23250,7630,143,47,1945,11250,4420,895,6480,2720,5138,28020,9330,172,57,162636,67256,7583,87797,33110.0,11800,5090.0,2470,85.0,79
175,PV20  ,2019JJ00,4096,26140,2920,2270,460,190,23220,7570,143,47,1910,11150,4350,887,6620,2760,5120,27750,9160,171,57,161851,66686,7049,88116,32710.0,11640,4960.0,2480,85.0,79
176,PV20  ,2020JJ00,4125,26160,3000,2300,460,230,23170,7370,144,46,2004,11570,4300,936,6610,2690,5194,28120,8970,174,56,161301,66692,7976,86633,32480.0,12260,4350.0,3280,87.0,73
177,PV20  ,2021JJ00,4100,25300,2900,2220,450,230,22400,7420,140,46,1986,11430,4310,915,6450,2620,5171,27380,9120,171,57,160555,66669,7347,86540,32300.0,12310,4910.0,3190,85.0,74
178,PV20  ,2022JJ00,4071,24200,2720,2060,430,220,21480,7340,134,46,2145,12570,4800,1027,7110,2850,5189,26950,9290,169,58,159857,65413,7006,87438,31990.0,12180,5040.0,2880,84.0,76
179,PV20  ,2023JJ00,4143,24170,2630,2030,420,180,21540,7180,136,45,2034,10990,4090,1020,6480,2590,5157,26050,8680,164,55,158881,64303,6651,87926,30490.0,11780,4440.0,3100,85.0,74
180,PV21  ,1994JJ00,9483,75450,6120,4950,1170,0,69330,20830,307,92,428,3900,2010,422,3840,1900,9489,69390,20950,308,93,225511,193136,8741,23634,,42890,,21950,,49
181,PV21  ,1995JJ00,9532,75750,6170,5000,1170,0,69580,20700,310,92,414,3610,1790,399,3890,1780,9547,69300,20710,308,92,224643,191998,9081,23565,,32390,,11680,,64
182,PV21  ,1996JJ00,9412,74030,5890,4790,1110,0,68140,18360,298,80,414,3840,1870,368,3820,1710,9457,68160,18530,298,81,228888,195300,9292,24296,,30060,,11530,,62
183,PV21  ,1997JJ00,9015,73030,5820,4710,1120,0,67210,18600,296,82,378,3470,1770,313,3010,1370,9081,67670,19000,298,84,226937,193123,10164,23650,,29790,,10790,,64
184,PV21  ,1998JJ00,9079,70000,5620,4520,1100,0,64380,19430,282,85,478,3600,2370,343,3020,1850,9215,64950,19950,284,87,228523,193337,10583,24603,127890.0,26890,62930.0,6940,51.0,74
185,PV21  ,1999JJ00,9073,67420,5560,4500,1070,0,61860,20730,268,90,703,5200,3140,329,3270,1900,9446,63790,21970,276,95,230708,194175,12225,24309,128580.0,27140,64790.0,5170,50.0,81
186,PV21  ,2000JJ00,9299,64560,5210,4180,1030,0,59350,19820,257,86,461,3140,1970,269,2610,1710,9491,59880,20080,259,87,230966,193881,12220,24866,121420.0,26000,61550.0,5930,49.0,77
187,PV21  ,2001JJ00,9600,66650,5340,4270,1070,0,61310,20550,266,89,486,3180,1990,286,2720,1730,9800,61770,20810,268,90,230799,193548,12686,24564,111960.0,25020,50190.0,4210,55.0,83
188,PV21  ,2002JJ00,9380,63310,5440,4390,1050,0,57870,19350,249,83,431,2830,1860,280,2930,1920,9530,57770,19290,248,83,232834,193122,14109,25602,108310.0,24440,50540.0,5150,53.0,79
189,PV21  ,2003JJ00,9307,62100,5380,4340,1040,0,56730,19520,244,84,346,2420,1550,290,2740,1720,9363,56410,19340,243,83,232524,192186,14728,25610,100460.0,21710,44060.0,2360,56.0,89
190,PV21  ,2004JJ00,9442,58560,5190,4210,980,0,53370,18390,229,79,330,2320,1460,260,2680,1670,9512,53020,18180,228,78,232766,190594,16389,25783,99810.0,22850,46790.0,4680,53.0,80
191,PV21  ,2005JJ00,9338,58910,5340,4340,980,10,53570,18690,228,80,339,3030,1650,281,3600,1820,9396,53000,18510,226,79,234750,191211,17272,26268,97110.0,22060,44110.0,3540,55.0,84
192,PV21  ,2006JJ00,9227,57690,5260,4300,950,10,52430,18410,225,79,616,4040,2000,540,4840,2270,9302,51630,18130,222,78,232730,191205,17367,24158,55930.0,24560,4300.0,6430,92.0,74
193,PV21  ,2007JJ00,9251,59050,5560,4550,1000,10,53490,18610,229,80,683,4540,2210,621,6150,2810,9314,51880,18010,222,77,234049,189758,19301,24991,56160.0,23690,4290.0,5680,92.0,76
194,PV21  ,2008JJ00,9592,60310,5680,4660,1010,10,54630,19430,230,82,754,4730,2260,704,7020,3240,9642,52330,18450,221,78,237260,188821,22086,26353,56860.0,23000,4530.0,4540,92.0,80
195,PV21  ,2009JJ00,9741,59640,5710,4660,1040,10,53930,19130,227,81,839,5020,2400,792,7200,3230,9788,51750,18300,218,77,237156,191119,21514,24523,56930.0,23030,5180.0,4720,91.0,79
196,PV21  ,2010JJ00,9717,59890,5670,4610,1040,20,54220,19670,237,86,782,4180,1980,820,7070,3170,9679,51330,18480,224,81,228932,186039,19079,23813,54980.0,20780,3650.0,2290,93.0,89
197,PV21  ,2011JJ00,9570,57520,5610,4550,1020,50,51910,18490,229,81,866,4830,2140,875,7460,3290,9561,49280,17340,217,76,227129,184936,18654,23540,54560.0,20540,5280.0,3200,90.0,84
198,PV21  ,2012JJ00,9654,56570,5470,4410,1000,60,51110,18160,227,80,887,4990,2110,921,7790,3270,9619,48300,16990,214,75,225564,184494,18205,22865,54180.0,19020,5880.0,2020,89.0,89
199,PV21  ,2013JJ00,9947,58840,5620,4520,1040,60,53220,18690,235,83,959,5480,2330,1015,8300,3560,9891,50400,17450,223,77,226234,185656,16613,23965,54290.0,18790,3890.0,1340,93.0,93
200,PV21  ,2014JJ00,10083,61110,5950,4790,1100,60,55160,19620,244,87,1082,5740,2340,1224,9140,3890,9942,51760,18070,229,80,225975,187428,15494,23053,54090.0,19080,2330.0,1010,96.0,95
201,PV21  ,2015JJ00,10744,62790,6190,4990,1140,60,56610,21160,250,93,1194,5590,2220,1507,10230,4330,10431,51960,19040,230,84,226400,188544,15674,22181,54790.0,19080,2830.0,40,95.0,100
202,PV21  ,2016JJ00,11117,63680,6370,5130,1170,70,57310,19870,259,90,1173,5360,2000,1602,10150,4160,10687,52530,17710,238,80,221092,184615,14801,21676,54950.0,18890,2420.0,1180,96.0,94
203,PV21  ,2017JJ00,10939,64300,6550,5290,1200,60,57750,18920,262,86,1193,5810,2070,1593,10680,4280,10539,52870,16710,240,76,220087,181872,15513,22702,54870.0,19000,2000.0,2290,96.0,88
204,PV21  ,2018JJ00,10868,64510,6550,5240,1230,80,57960,18110,258,81,1189,6050,2060,1508,9830,3740,10549,54190,16430,241,73,224644,185113,16068,23463,54560.0,18840,380.0,2410,99.0,87
205,PV21  ,2019JJ00,10880,63730,6400,5110,1190,100,57330,17680,255,79,1222,6400,2190,1542,10470,4070,10561,53270,15800,237,70,224651,185322,15790,23539,53910.0,18670,640.0,2870,99.0,85
206,PV21  ,2020JJ00,10957,64000,6490,5180,1210,100,57510,17010,256,76,1224,6270,2040,1606,10660,3860,10575,53120,15190,237,68,224310,184272,16831,23206,53730.0,19940,610.0,4750,99.0,76
207,PV21  ,2021JJ00,10911,61500,6190,4940,1160,80,55310,17190,247,77,1257,6250,2150,1671,10520,4000,10496,51040,15340,228,68,224339,184864,16362,23113,53590.0,19860,2550.0,4520,95.0,77
208,PV21  ,2022JJ00,10988,60460,6050,4800,1140,110,54410,17730,242,79,1300,6380,2240,1762,11060,4180,10526,49730,15790,221,70,224685,184371,16183,24130,53520.0,19720,3780.0,3920,93.0,80
209,PV21  ,2023JJ00,11292,61040,6050,4790,1140,120,54990,17400,245,77,1264,6020,2000,1812,10920,3980,10744,50090,15420,223,69,224729,182415,16317,25997,49300.0,19210,-790.0,3800,102.0,80
210,PV22  ,1994JJ00,4124,34790,3570,3010,560,0,31220,10420,191,64,1131,11170,5850,350,3710,1980,4905,38680,14290,237,88,163159,69344,17085,76730,,26020,,11740,,55
211,PV22  ,1995JJ00,4158,34880,3540,2990,560,0,31330,10150,196,63,1159,10860,5370,349,3780,1850,4968,38410,13670,240,85,160171,69098,15995,75078,,20380,,6720,,67
212,PV22  ,1996JJ00,4085,34100,3450,2920,530,0,30650,9210,193,58,1122,11140,5370,324,3480,1640,4882,38320,12950,241,81,158880,67433,17036,74412,,19160,,6220,,68
213,PV22  ,1997JJ00,3931,33760,3430,2900,530,0,30330,9350,191,59,1032,10090,5060,314,3280,1600,4649,37140,12800,233,80,159171,68459,17982,72729,,19220,,6420,,67
214,PV22  ,1998JJ00,3881,31850,3300,2790,510,0,28550,9490,179,60,955,8010,4820,353,3120,1870,4483,33450,12440,210,78,159519,68290,16517,74712,71860.0,17770,38410.0,5330,47.0,70
215,PV22  ,1999JJ00,3856,30840,3310,2820,500,0,27530,10050,175,64,1223,9960,5730,386,3660,2110,4694,33820,13670,215,87,157352,67894,18115,71343,70730.0,17540,36900.0,3870,48.0,78
216,PV22  ,2000JJ00,3893,29210,3060,2590,470,0,26140,9580,164,60,1122,8040,4690,324,2830,1780,4690,31350,12490,197,79,158997,70931,15245,72821,66040.0,16960,34690.0,4470,47.0,74
217,PV22  ,2001JJ00,3938,29360,2990,2510,480,0,26370,9480,168,60,1119,7790,4550,376,3160,1890,4682,31010,12140,197,77,157032,69902,15519,71610,60240.0,16400,29230.0,4260,51.0,74
218,PV22  ,2002JJ00,3835,28280,3050,2580,470,0,25230,9090,161,58,1158,7590,4590,343,2940,1830,4650,29880,11840,190,75,156934,69276,16747,70910,57620.0,15740,27740.0,3900,52.0,75
219,PV22  ,2003JJ00,3743,26960,2930,2480,450,0,24030,8940,154,57,1093,7350,4540,329,2720,1690,4507,28650,11790,184,76,156009,68440,17531,70038,54240.0,14680,25590.0,2900,53.0,80
220,PV22  ,2004JJ00,3796,25710,2870,2440,430,0,22840,8480,147,55,1036,7440,4360,312,2680,1640,4519,27600,11200,178,72,155022,67313,18231,69478,53230.0,14630,25630.0,3420,52.0,77
221,PV22  ,2005JJ00,3776,26570,2980,2520,440,20,23590,8900,153,58,1004,8350,4420,311,3060,1650,4470,28870,11660,188,76,153859,66422,19258,68179,51130.0,13810,22260.0,2140,56.0,84
222,PV22  ,2006JJ00,3740,25710,2910,2460,430,20,22800,8700,151,58,1321,9010,4710,444,3680,1930,4617,28130,11480,187,76,150646,66794,18331,65522,31240.0,14470,3110.0,2990,90.0,79
223,PV22  ,2007JJ00,3716,24350,2970,2510,430,30,21380,8300,141,55,1422,10000,5140,473,4650,2380,4665,26730,11050,176,73,151921,66095,18899,66927,31490.0,14240,4760.0,3180,85.0,78
224,PV22  ,2008JJ00,3829,24770,2980,2520,430,30,21790,8520,142,55,1576,10190,5280,571,5540,2840,4834,26440,10950,172,71,153991,68406,20432,65153,32090.0,14120,5650.0,3170,82.0,78
225,PV22  ,2009JJ00,3956,24380,2970,2500,430,30,21420,8380,141,55,1637,9930,5310,644,6180,3190,4949,25170,10490,165,69,152257,67502,20478,64277,31730.0,13950,6570.0,3460,79.0,75
226,PV22  ,2010JJ00,3959,24870,2960,2470,430,60,21910,8690,146,58,1632,9180,4890,639,5930,3040,4952,25150,10550,168,70,150131,67179,19590,63362,31330.0,12560,6170.0,2010,80.0,84
227,PV22  ,2011JJ00,3915,23960,2890,2350,430,110,21070,8130,142,55,1649,9940,4920,658,6230,3110,4905,24780,9940,167,67,148044,66744,19063,62237,30950.0,12060,6170.0,2120,80.0,82
228,PV22  ,2012JJ00,4029,23400,2780,2250,420,110,20620,7860,139,53,1572,9790,4460,698,6480,3050,4903,23930,9270,162,63,147836,68164,20209,59463,31080.0,11210,7150.0,1950,77.0,83
229,PV22  ,2013JJ00,4198,24280,2780,2210,430,140,21500,8220,143,55,1516,9120,4140,691,6370,3010,5023,24260,9350,162,62,149976,69428,19646,60902,31520.0,10770,7260.0,1420,77.0,87
230,PV22  ,2014JJ00,4281,25560,2980,2370,450,150,22580,8700,152,59,1634,9110,4100,795,6660,3170,5121,25040,9630,169,65,148516,69848,19559,59109,31600.0,10810,6560.0,1180,79.0,89
231,PV22  ,2015JJ00,4514,26690,3120,2480,480,160,23570,9310,158,62,1801,9220,3950,966,7890,3770,5349,24900,9480,167,63,149462,71465,19389,58609,32400.0,10610,7500.0,1130,77.0,89
232,PV22  ,2016JJ00,4670,27480,3240,2560,490,180,24240,9120,166,62,1975,9450,3610,1113,9350,4430,5532,24340,8310,166,57,146405,68967,17830,59608,31680.0,10570,7340.0,2260,77.0,79
233,PV22  ,2017JJ00,4670,27900,3300,2620,510,180,24600,8770,168,60,2071,11060,4120,1146,9090,4110,5595,26570,8770,181,60,146745,68007,16865,61873,32210.0,10620,5640.0,1850,83.0,83
234,PV22  ,2018JJ00,4362,26520,3130,2460,490,170,23390,8040,158,54,2047,10580,3830,1076,8250,3610,5334,25720,8270,173,56,148317,67951,16732,63634,32080.0,10420,6360.0,2150,80.0,79
235,PV22  ,2019JJ00,4483,26510,3140,2440,490,210,23370,7990,158,54,2047,10730,3880,1070,8470,3750,5461,25630,8110,173,55,147750,68253,15836,63660,30600.0,10330,4970.0,2210,84.0,79
