ID,Producten,Perioden,Kostprijsindex2010100_1,OntwikkelingTOVEenMaandEerder_2,OntwikkelingTOVEenJaarEerder_3,Consumentenprijsindex2010100_4,OntwikkelingTOVEenMaandEerder_5,OntwikkelingTOVEenJaarEerder_6
3141,6100  ,2006MM05,93.17,-0.29,0.71,99.42,0.09,-0.26
3142,6100  ,2006MM06,93.23,0.06,0.25,99.67,0.25,-0.09
3143,6100  ,2006MM07,94.61,1.48,1.6,99.78,0.11,0.07
3144,6100  ,2006MM08,94.54,-0.07,1.68,99.73,-0.05,0.11
3145,6100  ,2006MM09,94.58,0.04,1.7,99.9,0.17,0.67
3146,6100  ,2006MM10,94.5,-0.08,1.67,99.84,-0.06,0.4
3147,6100  ,2006MM11,94.36,-0.15,1.38,99.94,0.1,0.72
3148,6100  ,2006MM12,94.05,-0.33,1.09,99.89,-0.05,0.7
3149,6100  ,2007MM01,94.34,0.31,0.0,100.29,0.4,0.94
3150,6100  ,2007MM02,94.29,-0.05,-0.16,100.44,0.15,1.08
3151,6100  ,2007MM03,94.19,-0.11,-0.21,100.1,-0.34,0.87
3152,6100  ,2007MM04,93.99,-0.21,0.59,100.86,0.76,1.53
3153,6100  ,2007MM05,93.99,0.0,0.88,100.68,-0.18,1.26
3154,6100  ,2007MM06,94.04,0.05,0.87,100.35,-0.33,0.68
3155,6100  ,2007MM07,94.18,0.15,-0.45,100.32,-0.03,0.54
3156,6100  ,2007MM08,94.23,0.05,-0.33,100.09,-0.23,0.36
3157,6100  ,2007MM09,94.08,-0.16,-0.53,100.43,0.34,0.53
3158,6100  ,2007MM10,93.81,-0.29,-0.73,100.18,-0.25,0.34
3159,6100  ,2007MM11,93.58,-0.25,-0.83,100.3,0.12,0.36
3160,6100  ,2007MM12,93.64,0.06,-0.44,99.48,-0.81,-0.41
3161,6100  ,2008MM01,93.63,-0.01,-0.75,99.69,0.21,-0.6
3162,6100  ,2008MM02,94.22,0.63,-0.07,99.66,-0.03,-0.77
3163,6100  ,2008MM03,93.74,-0.51,-0.48,99.56,-0.1,-0.54
3164,6100  ,2008MM04,93.62,-0.13,-0.39,100.11,0.55,-0.74
3165,6100  ,2008MM05,93.72,0.11,-0.29,100.19,0.08,-0.48
3166,6100  ,2008MM06,93.72,0.0,-0.34,100.38,0.19,0.03
3167,6100  ,2008MM07,93.75,0.03,-0.46,99.4,-0.97,-0.91
3168,6100  ,2008MM08,94.2,0.48,-0.03,99.29,-0.12,-0.81
3169,6100  ,2008MM09,94.56,0.38,0.51,99.59,0.31,-0.83
3170,6100  ,2008MM10,95.55,1.05,1.85,100.04,0.45,-0.14
3171,6100  ,2008MM11,96.0,0.47,2.59,99.91,-0.13,-0.39
3172,6100  ,2008MM12,95.42,-0.6,1.9,99.85,-0.06,0.37
3173,6100  ,2009MM01,94.26,-1.22,0.67,98.69,-1.17,-1.01
3174,6100  ,2009MM02,94.07,-0.2,-0.16,98.49,-0.2,-1.18
3175,6100  ,2009MM03,93.7,-0.39,-0.04,98.76,0.27,-0.81
3176,6100  ,2009MM04,93.27,-0.46,-0.37,99.52,0.78,-0.59
3177,6100  ,2009MM05,92.73,-0.58,-1.06,99.75,0.23,-0.44
3178,6100  ,2009MM06,92.29,-0.47,-1.53,99.93,0.18,-0.45
3179,6100  ,2009MM07,93.07,0.85,-0.73,99.88,-0.05,0.48
3180,6100  ,2009MM08,92.4,-0.72,-1.91,99.66,-0.22,0.38
3181,6100  ,2009MM09,91.98,-0.45,-2.73,99.38,-0.28,-0.21
3182,6100  ,2009MM10,91.2,-0.85,-4.55,99.67,0.29,-0.37
3183,6100  ,2009MM11,91.09,-0.12,-5.11,99.47,-0.2,-0.44
3184,6100  ,2009MM12,91.54,0.49,-4.07,99.79,0.32,-0.06
3185,6100  ,2010MM01,95.59,4.42,1.41,99.53,-0.26,0.86
3186,6100  ,2010MM02,96.42,0.87,2.5,99.57,0.04,1.1
3187,6100  ,2010MM03,96.12,-0.31,2.58,99.74,0.17,1.0
3188,6100  ,2010MM04,99.82,3.85,7.02,100.18,0.44,0.66
3189,6100  ,2010MM05,101.4,1.58,9.35,99.96,-0.22,0.21
3190,6100  ,2010MM06,102.64,1.22,11.21,100.07,0.11,0.14
3191,6100  ,2010MM07,102.42,-0.21,10.05,100.26,0.19,0.38
3192,6100  ,2010MM08,102.54,0.12,10.97,100.57,0.31,0.91
3193,6100  ,2010MM09,101.91,-0.61,10.8,100.51,-0.06,1.13
3194,6100  ,2010MM10,99.58,-2.29,9.19,99.74,-0.76,0.07
3195,6100  ,2010MM11,100.42,0.84,10.24,99.81,0.07,0.34
3196,6100  ,2010MM12,101.14,0.72,10.49,100.03,0.22,0.24
3197,6100  ,2011MM01,106.54,5.34,11.46,99.76,-0.27,0.23
3198,6100  ,2011MM02,106.19,-0.33,10.13,99.77,0.01,0.2
3199,6100  ,2011MM03,105.17,-0.96,9.42,100.12,0.35,0.38
3200,6100  ,2011MM04,98.64,-6.21,-1.18,100.04,-0.08,-0.14
3201,6100  ,2011MM05,98.9,0.26,-2.47,99.87,-0.17,-0.09
3202,6100  ,2011MM06,98.6,-0.3,-3.94,99.67,-0.2,-0.4
3203,6100  ,2011MM07,98.63,0.03,-3.7,98.6,-1.08,-1.66
3204,6100  ,2011MM08,98.78,0.15,-3.67,98.91,0.31,-1.65
3205,6100  ,2011MM09,99.58,0.81,-2.29,99.16,0.25,-1.35
3206,6100  ,2011MM10,99.61,0.03,0.03,98.62,-0.54,-1.13
3207,6100  ,2011MM11,100.17,0.56,-0.25,98.78,0.16,-1.04
3208,6100  ,2011MM12,101.06,0.89,-0.08,98.21,-0.57,-1.82
3209,6100  ,2012MM01,102.49,1.42,-3.8,98.8,0.6,-0.97
3210,6100  ,2012MM02,102.14,-0.34,-3.81,98.66,-0.14,-1.12
3211,6100  ,2012MM03,102.16,0.02,-2.86,99.43,0.79,-0.69
3212,6100  ,2012MM04,102.29,0.13,3.7,100.29,0.86,0.25
3213,6100  ,2012MM05,102.68,0.38,3.82,99.93,-0.36,0.06
3214,6100  ,2012MM06,102.88,0.19,4.34,99.8,-0.13,0.13
3215,6100  ,2012MM07,103.4,0.51,4.84,100.33,0.53,1.76
3216,6100  ,2012MM08,102.96,-0.43,4.23,100.76,0.43,1.87
3217,6100  ,2012MM09,102.54,-0.41,2.97,100.66,-0.1,1.52
3218,6100  ,2012MM10,102.74,0.2,3.14,100.78,0.12,2.19
3219,6100  ,2012MM11,102.93,0.18,2.76,101.29,0.5,2.54
3220,6100  ,2012MM12,102.66,-0.26,1.58,100.82,-0.46,2.66
3221,6100  ,2013MM01,103.38,0.7,0.87,100.54,-0.28,1.76
3222,6100  ,2013MM02,103.33,-0.05,1.17,100.43,-0.11,1.8
3223,6100  ,2013MM03,103.58,0.24,1.39,99.43,-0.99,0.0
3224,6100  ,2013MM04,103.53,-0.05,1.21,100.69,1.26,0.4
3225,6100  ,2013MM05,103.55,0.02,0.85,100.24,-0.45,0.31
3226,6100  ,2013MM06,103.43,-0.12,0.53,100.03,-0.21,0.23
3227,6100  ,2013MM07,103.53,0.1,0.13,99.54,-0.49,-0.78
3228,6100  ,2013MM08,103.44,-0.09,0.47,99.27,-0.28,-1.48
3229,6100  ,2013MM09,103.43,-0.01,0.87,99.57,0.31,-1.08
3230,6100  ,2013MM10,103.14,-0.28,0.39,99.4,-0.17,-1.36
3231,6100  ,2013MM11,103.21,0.07,0.27,100.1,0.7,-1.17
3232,6100  ,2013MM12,103.1,-0.11,0.43,100.03,-0.07,-0.78
3233,6100  ,2014MM01,103.31,0.2,-0.07,100.25,0.22,-0.29
3234,6100  ,2014MM02,103.24,-0.07,-0.09,99.71,-0.54,-0.71
3235,6100  ,2014MM03,103.21,-0.03,-0.36,100.66,0.95,1.23
3236,6100  ,2014MM04,103.76,0.53,0.22,99.9,-0.75,-0.78
3237,6100  ,2014MM05,103.98,0.21,0.42,99.71,-0.19,-0.53
3238,6100  ,2014MM06,103.8,-0.17,0.36,99.47,-0.24,-0.56
3239,6100  ,2014MM07,103.15,-0.63,-0.37,99.64,0.17,0.1
3240,6100  ,2014MM08,103.69,0.52,0.24,100.01,0.37,0.75
3241,6100  ,2014MM09,103.77,0.08,0.33,98.68,-1.33,-0.9
3242,6100  ,2014MM10,103.36,-0.4,0.21,99.67,1.01,0.27
3243,6100  ,2014MM11,104.19,0.8,0.95,99.63,-0.04,-0.47
3244,6100  ,2014MM12,104.21,0.02,1.08,99.34,-0.29,-0.69
3245,6100  ,2015MM01,103.03,-1.13,-0.27,99.66,0.32,-0.59
3246,6100  ,2015MM02,103.2,0.17,-0.04,99.73,0.07,0.02
3247,6100  ,2015MM03,103.64,0.43,0.42,99.96,0.23,-0.69
3248,6100  ,2015MM04,104.45,0.78,0.66,99.02,-0.95,-0.89
3249,6100  ,2015MM05,104.22,-0.22,0.23,99.05,0.03,-0.67
3250,7100  ,2005MM01,96.96,0.0,0.0,94.68,0.0,0.0
3251,7100  ,2005MM02,96.99,0.03,0.0,94.75,0.08,0.0
3252,7100  ,2005MM03,96.96,-0.03,0.0,94.95,0.2,0.0
3253,7100  ,2005MM04,97.15,0.2,0.0,95.29,0.37,0.0
3254,7100  ,2005MM05,97.25,0.1,0.0,95.29,-0.01,0.0
3255,7100  ,2005MM06,97.49,0.25,0.0,95.46,0.18,0.0
3256,7100  ,2005MM07,97.36,-0.13,0.0,95.59,0.14,0.0
3257,7100  ,2005MM08,97.23,-0.13,0.0,95.61,0.02,0.0
3258,7100  ,2005MM09,97.3,0.07,0.0,95.68,0.07,0.0
3259,7100  ,2005MM10,97.51,0.22,0.0,95.93,0.26,0.0
3260,7100  ,2005MM11,97.55,0.04,0.0,95.95,0.02,0.0
3261,7100  ,2005MM12,97.59,0.04,0.0,96.06,0.11,0.0
3262,7100  ,2006MM01,98.09,0.51,1.17,96.03,-0.03,1.43
3263,7100  ,2006MM02,98.35,0.27,1.4,96.11,0.08,1.43
3264,7100  ,2006MM03,98.39,0.04,1.47,96.19,0.09,1.31
3265,7100  ,2006MM04,98.37,-0.02,1.26,96.53,0.35,1.3
3266,7100  ,2006MM05,97.59,-0.79,0.35,96.68,0.15,1.46
3267,7100  ,2006MM06,97.63,0.04,0.14,96.68,0.0,1.28
3268,7100  ,2006MM07,97.36,-0.28,0.0,96.73,0.05,1.18
3269,7100  ,2006MM08,97.37,0.01,0.14,96.72,-0.01,1.15
3270,7100  ,2006MM09,97.4,0.03,0.1,97.22,0.52,1.61
3271,7100  ,2006MM10,97.73,0.34,0.23,97.25,0.03,1.37
3272,7100  ,2006MM11,97.76,0.03,0.22,97.34,0.09,1.44
3273,7100  ,2006MM12,97.59,-0.17,0.0,97.48,0.15,1.48
3274,7100  ,2007MM01,98.39,0.82,0.31,97.65,0.17,1.68
3275,7100  ,2007MM02,98.35,-0.04,0.0,97.68,0.04,1.64
3276,7100  ,2007MM03,98.33,-0.02,-0.06,97.99,0.32,1.87
3277,7100  ,2007MM04,98.75,0.43,0.39,98.09,0.1,1.61
3278,7100  ,2007MM05,98.64,-0.11,1.08,98.16,0.07,1.53
3279,7100  ,2007MM06,98.67,0.03,1.07,98.2,0.04,1.57
3280,7100  ,2007MM07,98.28,-0.4,0.94,98.16,-0.04,1.48
3281,7100  ,2007MM08,98.39,0.11,1.05,98.05,-0.11,1.38
3282,7100  ,2007MM09,98.31,-0.08,0.93,98.07,0.02,0.88
3283,7100  ,2007MM10,98.62,0.32,0.91,98.08,0.01,0.86
3284,7100  ,2007MM11,98.54,-0.08,0.8,98.0,-0.08,0.69
3285,7100  ,2007MM12,98.52,-0.02,0.95,97.96,-0.05,0.49
3286,7100  ,2008MM01,97.98,-0.55,-0.42,97.97,0.02,0.34
3287,7100  ,2008MM02,97.81,-0.17,-0.55,98.33,0.37,0.66
3288,7100  ,2008MM03,97.87,0.06,-0.47,98.24,-0.1,0.25
3289,7100  ,2008MM04,98.36,0.5,-0.39,98.38,0.15,0.3
3290,7100  ,2008MM05,98.43,0.07,-0.21,98.19,-0.2,0.03
3291,7100  ,2008MM06,98.53,0.1,-0.14,98.18,-0.01,-0.02
3292,7100  ,2008MM07,98.51,-0.02,0.23,97.93,-0.26,-0.24
3293,7100  ,2008MM08,98.64,0.13,0.25,97.97,0.04,-0.09
3294,7100  ,2008MM09,98.69,0.05,0.39,97.78,-0.19,-0.3
3295,7100  ,2008MM10,98.58,-0.11,-0.04,98.55,0.78,0.47
3296,7100  ,2008MM11,98.73,0.15,0.19,98.64,0.1,0.65
3297,7100  ,2008MM12,98.65,-0.08,0.13,98.71,0.07,0.77
3298,7100  ,2009MM01,99.21,0.57,1.26,98.88,0.18,0.93
3299,7100  ,2009MM02,99.29,0.08,1.51,99.0,0.12,0.68
3300,7100  ,2009MM03,99.37,0.08,1.53,99.15,0.15,0.93
3301,7100  ,2009MM04,99.15,-0.22,0.8,99.42,0.27,1.05
3302,7100  ,2009MM05,99.1,-0.05,0.68,99.46,0.05,1.3
3303,7100  ,2009MM06,99.02,-0.08,0.5,99.4,-0.07,1.24
3304,7100  ,2009MM07,98.51,-0.52,0.0,99.46,0.07,1.57
3305,7100  ,2009MM08,98.52,0.01,-0.12,99.51,0.05,1.58
3306,7100  ,2009MM09,98.47,-0.05,-0.22,99.49,-0.02,1.75
3307,7100  ,2009MM10,98.73,0.26,0.15,99.33,-0.17,0.8
3308,7100  ,2009MM11,98.77,0.04,0.04,99.38,0.05,0.75
3309,7100  ,2009MM12,98.86,0.09,0.21,99.37,-0.01,0.67
3310,7100  ,2010MM01,99.37,0.52,0.16,99.65,0.28,0.77
3311,7100  ,2010MM02,99.56,0.19,0.27,100.06,0.42,1.07
3312,7100  ,2010MM03,99.58,0.02,0.21,100.21,0.15,1.07
3313,7100  ,2010MM04,100.33,0.75,1.19,99.59,-0.62,0.18
3314,7100  ,2010MM05,100.84,0.51,1.76,99.63,0.04,0.17
3315,7100  ,2010MM06,101.07,0.23,2.07,99.87,0.24,0.48
3316,7100  ,2010MM07,99.87,-1.19,1.38,99.95,0.08,0.49
3317,7100  ,2010MM08,99.88,0.01,1.38,99.9,-0.05,0.39
3318,7100  ,2010MM09,100.0,0.12,1.55,99.8,-0.1,0.31
3319,7100  ,2010MM10,99.76,-0.24,1.04,100.44,0.64,1.12
3320,7100  ,2010MM11,99.8,0.04,1.04,100.47,0.03,1.1
3321,7100  ,2010MM12,99.96,0.16,1.11,100.42,-0.05,1.06
3322,7100  ,2011MM01,100.0,0.04,0.63,100.78,0.36,1.14
3323,7100  ,2011MM02,99.98,-0.02,0.42,100.94,0.16,0.88
3324,7100  ,2011MM03,99.9,-0.08,0.32,100.95,0.01,0.74
3325,7100  ,2011MM04,100.63,0.73,0.3,101.05,0.1,1.47
3326,7100  ,2011MM05,100.69,0.06,-0.15,101.23,0.17,1.6
3327,7100  ,2011MM06,100.7,0.01,-0.37,101.08,-0.14,1.21
3328,7100  ,2011MM07,100.73,0.03,0.86,101.25,0.17,1.31
3329,7100  ,2011MM08,100.69,-0.04,0.81,101.22,-0.04,1.32
3330,7100  ,2011MM09,100.99,0.3,0.99,101.02,-0.19,1.22
3331,7100  ,2011MM10,101.1,0.11,1.34,100.96,-0.06,0.52
3332,7100  ,2011MM11,101.19,0.09,1.39,100.74,-0.22,0.27
3333,7100  ,2011MM12,101.41,0.22,1.45,100.67,-0.07,0.25
3334,7100  ,2012MM01,101.48,0.07,1.48,101.22,0.54,0.43
3335,7100  ,2012MM02,101.39,-0.09,1.41,100.94,-0.27,0.0
3336,7100  ,2012MM03,101.43,0.04,1.53,100.56,-0.38,-0.39
3337,7100  ,2012MM04,102.01,0.57,1.37,100.71,0.15,-0.34
3338,7100  ,2012MM05,102.23,0.22,1.53,100.77,0.06,-0.45
3339,7100  ,2012MM06,102.44,0.21,1.73,100.98,0.21,-0.1
3340,7100  ,2012MM07,102.62,0.18,1.88,100.71,-0.27,-0.54
3341,7100  ,2012MM08,102.46,-0.16,1.76,100.64,-0.08,-0.57
3342,7100  ,2012MM09,102.28,-0.18,1.28,98.78,-1.85,-2.22
3343,7100  ,2012MM10,102.17,-0.11,1.06,99.19,0.42,-1.75
3344,7100  ,2012MM11,102.25,0.08,1.05,99.17,-0.02,-1.56
3345,7100  ,2012MM12,102.07,-0.18,0.65,99.19,0.02,-1.47
3346,7100  ,2013MM01,102.38,0.3,0.89,100.23,1.04,-0.97
3347,7100  ,2013MM02,102.21,-0.17,0.81,100.05,-0.17,-0.88
3348,7100  ,2013MM03,102.89,0.67,1.44,101.07,1.02,0.51
3349,7100  ,2013MM04,102.27,-0.6,0.25,101.28,0.21,0.57
3350,7100  ,2013MM05,102.27,0.0,0.04,101.3,0.02,0.53
3351,7100  ,2013MM06,102.18,-0.09,-0.25,101.48,0.17,0.49
3352,7100  ,2013MM07,101.99,-0.19,-0.61,101.7,0.22,0.98
3353,7100  ,2013MM08,101.88,-0.11,-0.57,101.63,-0.07,0.99
3354,7100  ,2013MM09,101.84,-0.04,-0.43,101.73,0.1,2.99
3355,7100  ,2013MM10,101.8,-0.04,-0.36,101.73,0.0,2.56
3356,7100  ,2013MM11,101.85,0.05,-0.39,102.5,0.76,3.36
3357,7100  ,2013MM12,101.66,-0.19,-0.4,102.1,-0.4,2.93
3358,7100  ,2014MM01,101.88,0.22,-0.49,102.73,0.63,2.5
3359,7100  ,2014MM02,101.75,-0.13,-0.45,102.61,-0.12,2.55
3360,7100  ,2014MM03,101.66,-0.09,-1.2,102.86,0.25,1.77
3361,7100  ,2014MM04,101.51,-0.15,-0.74,102.62,-0.24,1.32
3362,7100  ,2014MM05,101.64,0.13,-0.62,102.64,0.02,1.32
3363,7100  ,2014MM06,101.73,0.09,-0.44,103.28,0.62,1.77
3364,7100  ,2014MM07,102.09,0.35,0.1,103.76,0.47,2.03
3365,7100  ,2014MM08,102.18,0.09,0.29,104.37,0.59,2.69
3366,7100  ,2014MM09,102.52,0.33,0.67,104.43,0.06,2.65
3367,7100  ,2014MM10,102.63,0.11,0.82,104.46,0.03,2.68
3368,7100  ,2014MM11,102.72,0.09,0.85,104.55,0.09,2.0
3369,7100  ,2014MM12,102.8,0.08,1.12,104.36,-0.19,2.22
3370,7100  ,2015MM01,103.57,0.75,1.66,103.96,-0.38,1.2
3371,7100  ,2015MM02,104.04,0.45,2.25,103.84,-0.12,1.2
3372,7100  ,2015MM03,104.6,0.54,2.89,103.92,0.08,1.03
3373,7100  ,2015MM04,105.84,1.19,4.27,103.61,-0.31,0.96
3374,7100  ,2015MM05,105.43,-0.39,3.73,104.14,0.51,1.46
3375,7220  ,2005MM01,58.31,0.0,0.0,80.96,0.0,0.0
3376,7220  ,2005MM02,61.96,6.26,0.0,83.16,2.71,0.0
3377,7220  ,2005MM03,67.29,8.6,0.0,85.4,2.69,0.0
3378,7220  ,2005MM04,71.83,6.75,0.0,88.1,3.17,0.0
3379,7220  ,2005MM05,68.42,-4.75,0.0,86.11,-2.26,0.0
3380,7220  ,2005MM06,75.51,10.36,0.0,89.74,4.22,0.0
3381,7220  ,2005MM07,81.23,7.58,0.0,92.66,3.25,0.0
3382,7220  ,2005MM08,85.46,5.21,0.0,94.6,2.1,0.0
3383,7220  ,2005MM09,91.22,6.74,0.0,98.78,4.42,0.0
3384,7220  ,2005MM10,84.4,-7.48,0.0,95.18,-3.64,0.0
3385,7220  ,2005MM11,78.76,-6.68,0.0,90.38,-5.04,0.0
3386,7220  ,2005MM12,79.58,1.04,0.0,90.52,0.15,0.0
3387,7220  ,2006MM01,85.89,7.93,47.3,93.09,2.84,14.98
3388,7220  ,2006MM02,82.9,-3.48,33.8,91.59,-1.61,10.14
3389,7220  ,2006MM03,84.97,2.5,26.27,93.5,2.08,9.49
3390,7220  ,2006MM04,92.96,9.4,29.42,98.07,4.89,11.31
3391,7220  ,2006MM05,92.89,-0.08,35.76,97.88,-0.19,13.67
3392,7220  ,2006MM06,95.69,3.01,26.72,98.59,0.72,9.86
3393,7220  ,2006MM07,101.77,6.35,25.29,100.5,1.94,8.47
3394,7220  ,2006MM08,97.73,-3.97,14.36,98.41,-2.08,4.03
3395,7220  ,2006MM09,83.87,-14.18,-8.06,91.33,-7.2,-7.54
3396,7220  ,2006MM10,78.99,-5.82,-6.41,89.42,-2.09,-6.05
3397,7220  ,2006MM11,78.76,-0.29,0.0,89.08,-0.38,-1.44
3398,7220  ,2006MM12,76.35,-3.06,-4.06,90.12,1.16,-0.44
3399,7220  ,2007MM01,74.04,-3.03,-13.8,88.72,-1.55,-4.69
3400,7220  ,2007MM02,74.88,1.13,-9.67,90.33,1.81,-1.38
3401,7220  ,2007MM03,79.41,6.05,-6.54,93.6,3.62,0.11
3402,7220  ,2007MM04,86.35,8.74,-7.11,96.7,3.31,-1.39
3403,7220  ,2007MM05,93.82,8.65,1.0,98.86,2.23,1.0
3404,7220  ,2007MM06,92.69,-1.2,-3.14,98.52,-0.34,-0.07
3405,7220  ,2007MM07,92.15,-0.58,-9.45,97.96,-0.56,-2.52
3406,7220  ,2007MM08,85.12,-7.63,-12.9,95.92,-2.09,-2.53
3407,7220  ,2007MM09,89.22,4.82,6.38,97.36,1.5,6.61
3408,7220  ,2007MM10,88.01,-1.36,11.42,97.26,-0.11,8.76
3409,7220  ,2007MM11,96.3,9.42,22.27,101.51,4.37,13.95
3410,7220  ,2007MM12,93.23,-3.19,22.11,99.96,-1.52,10.92
3411,7220  ,2008MM01,93.56,0.35,26.36,99.98,0.02,12.69
3412,7220  ,2008MM02,94.4,0.9,26.07,100.7,0.72,11.48
3413,7220  ,2008MM03,97.56,3.35,22.86,101.88,1.17,8.85
3414,7220  ,2008MM04,101.66,4.2,17.73,104.36,2.43,7.92
3415,7220  ,2008MM05,112.08,10.25,19.46,109.11,4.55,10.37
3416,7220  ,2008MM06,118.75,5.95,28.12,112.48,3.09,14.17
3417,7220  ,2008MM07,119.02,0.23,29.16,111.48,-0.89,13.79
3418,7220  ,2008MM08,112.02,-5.88,31.6,107.05,-3.98,11.6
3419,7220  ,2008MM09,105.12,-6.16,17.82,106.01,-0.97,8.88
3420,7220  ,2008MM10,84.58,-19.54,-3.9,96.91,-8.58,-0.36
3421,7220  ,2008MM11,62.47,-26.14,-35.13,87.73,-9.47,-13.57
3422,7220  ,2008MM12,50.68,-18.87,-45.64,81.7,-6.88,-18.27
3423,7220  ,2009MM01,56.9,12.27,-39.18,83.22,1.86,-16.77
3424,7220  ,2009MM02,62.65,10.11,-33.63,86.0,3.34,-14.6
3425,7220  ,2009MM03,64.52,2.98,-33.87,85.78,-0.25,-15.8
3426,7220  ,2009MM04,69.65,7.95,-31.49,87.67,2.2,-15.99
3427,7220  ,2009MM05,80.07,14.96,-28.56,90.45,3.17,-17.1
3428,7220  ,2009MM06,87.98,9.88,-25.91,94.31,4.26,-16.16
3429,7220  ,2009MM07,80.86,-8.09,-32.06,91.57,-2.9,-17.86
3430,7220  ,2009MM08,88.45,9.39,-21.04,94.65,3.37,-11.58
3431,7220  ,2009MM09,80.06,-9.49,-23.84,91.92,-2.89,-13.29
3432,7220  ,2009MM10,82.33,2.84,-2.66,92.43,0.55,-4.62
3433,7220  ,2009MM11,86.02,4.48,37.7,94.34,2.07,7.53
3434,7220  ,2009MM12,84.05,-2.29,65.84,93.68,-0.7,14.67
3435,7220  ,2010MM01,90.56,7.75,59.16,95.89,2.36,15.23
3436,7220  ,2010MM02,92.49,2.13,47.63,96.32,0.45,12.01
3437,7220  ,2010MM03,101.42,9.66,57.19,99.78,3.59,16.32
3438,7220  ,2010MM04,104.72,3.25,50.35,101.6,1.82,15.9
3439,7220  ,2010MM05,102.11,-2.49,27.53,101.29,-0.31,11.99
3440,7220  ,2010MM06,102.3,0.19,16.28,101.11,-0.18,7.22
3441,7220  ,2010MM07,97.98,-4.22,21.17,99.6,-1.5,8.76
3442,7220  ,2010MM08,97.33,-0.66,10.04,99.12,-0.48,4.71
3443,7220  ,2010MM09,97.72,0.4,22.06,99.66,0.55,8.42
3444,7220  ,2010MM10,99.76,2.09,21.17,99.63,-0.03,7.79
3445,7220  ,2010MM11,102.07,2.32,18.66,100.78,1.15,6.83
3446,7220  ,2010MM12,111.53,9.27,32.69,105.2,4.38,12.29
3447,7220  ,2011MM01,114.19,2.39,26.09,106.71,1.43,11.28
3448,7220  ,2011MM02,116.36,1.9,25.81,107.06,0.34,11.15
3449,7220  ,2011MM03,124.79,7.24,23.04,109.68,2.44,9.91
3450,7220  ,2011MM04,135.34,8.45,29.24,112.87,2.91,11.09
3451,7220  ,2011MM05,131.27,-3.01,28.56,112.18,-0.62,10.74
3452,7220  ,2011MM06,124.94,-4.82,22.13,109.9,-2.03,8.69
3453,7220  ,2011MM07,129.78,3.87,32.46,110.77,0.79,11.22
3454,7220  ,2011MM08,125.11,-3.6,28.54,109.31,-1.32,10.28
3455,7220  ,2011MM09,129.37,3.41,32.39,111.51,2.01,11.88
3456,7220  ,2011MM10,122.86,-5.03,23.16,109.63,-1.68,10.03
3457,7220  ,2011MM11,119.68,-2.59,17.25,109.15,-0.44,8.3
3458,7220  ,2011MM12,120.97,1.08,8.46,109.2,0.05,3.81
3459,7220  ,2012MM01,130.88,8.19,14.62,112.68,3.18,5.59
3460,7220  ,2012MM02,138.57,5.88,19.09,114.96,2.03,7.37
3461,7220  ,2012MM03,150.49,8.6,20.59,118.33,2.94,7.89
3462,7220  ,2012MM04,150.49,0.0,11.19,119.99,1.4,6.31
3463,7220  ,2012MM05,138.41,-8.03,5.44,116.47,-2.94,3.82
3464,7220  ,2012MM06,128.45,-7.2,2.81,113.5,-2.55,3.27
3465,7220  ,2012MM07,136.98,6.64,5.55,114.8,1.15,3.63
3466,7220  ,2012MM08,149.07,8.83,19.15,118.35,3.1,8.27
3467,7220  ,2012MM09,150.13,0.71,16.05,120.68,1.97,8.23
3468,7220  ,2012MM10,138.12,-8.0,12.42,118.54,-1.77,8.13
3469,7220  ,2012MM11,130.12,-5.79,8.72,115.89,-2.24,6.18
3470,7220  ,2012MM12,129.37,-0.58,6.94,113.68,-1.9,4.1
3471,7220  ,2013MM01,130.83,1.13,-0.04,113.16,-0.46,0.43
3472,7220  ,2013MM02,139.84,6.89,0.92,115.65,2.21,0.61
3473,7220  ,2013MM03,135.55,-3.07,-9.93,114.43,-1.06,-3.3
3474,7220  ,2013MM04,129.4,-4.54,-14.01,112.38,-1.79,-6.34
3475,7220  ,2013MM05,128.37,-0.8,-7.25,110.71,-1.49,-4.94
3476,7220  ,2013MM06,125.74,-2.05,-2.11,111.19,0.43,-2.04
3477,7220  ,2013MM07,133.37,6.07,-2.64,112.82,1.47,-1.72
3478,7220  ,2013MM08,131.88,-1.12,-11.53,113.51,0.62,-4.09
3479,7220  ,2013MM09,130.57,-0.99,-13.03,113.35,-0.14,-6.07
3480,7220  ,2013MM10,123.39,-5.5,-10.66,109.86,-3.08,-7.32
3481,7220  ,2013MM11,121.72,-1.35,-6.46,108.5,-1.24,-6.38
3482,7220  ,2013MM12,124.46,2.25,-3.8,109.39,0.83,-3.77
3483,7220  ,2014MM01,123.15,-1.05,-5.87,108.64,-0.69,-3.99
3484,7220  ,2014MM02,123.95,0.65,-11.36,108.89,0.23,-5.85
3485,7220  ,2014MM03,124.07,0.1,-8.47,108.16,-0.68,-5.48
3486,7220  ,2014MM04,128.56,3.62,-0.65,110.19,1.87,-1.96
3487,7220  ,2014MM05,129.1,0.42,0.57,110.5,0.28,-0.2
3488,7220  ,2014MM06,133.9,3.72,6.49,111.9,1.27,0.64
3489,7220  ,2014MM07,133.17,-0.55,-0.15,111.51,-0.35,-1.16
3490,7220  ,2014MM08,127.09,-4.57,-3.63,109.53,-1.77,-3.51
3491,7220  ,2014MM09,127.06,-0.02,-2.69,110.23,0.64,-2.75
