ID,Toeristengebieden,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
159,TR10  ,2007JJ00,500.9,456.1,44.8,41.6,26.0,6.9,2.6,1.0,,,,,,,2.3,,2.3,,,1855.1,1735.9,119.2,112.1,78.7,14.2,6.3,2.3,,,,,,,4.0,,3.9,,
160,TR10  ,2008JJ00,518.2,460.6,57.7,54.8,30.4,10.4,4.0,2.0,,1.0,,,,1.9,2.3,1.1,1.0,,,1952.6,1786.1,166.4,158.5,102.5,27.1,8.2,3.2,,1.7,,,,4.7,5.3,3.0,2.9,,
161,TR10  ,2009JJ00,506.2,461.6,44.7,43.4,28.1,6.5,3.2,1.5,,,,,,,,,,,,1968.3,1827.6,140.8,138.1,98.8,18.2,6.9,3.3,,,,,,,,,,,
162,TR10  ,2010JJ00,511.2,466.1,45.0,43.2,31.2,4.7,1.1,1.5,,,,,,1.0,2.2,1.2,,,,1932.7,1743.5,189.1,183.0,149.2,14.9,3.2,3.2,,,,,,4.0,4.9,3.3,,,
163,TR10  ,2011JJ00,568.5,500.8,67.7,64.4,39.3,7.6,5.9,2.2,,1.2,,,,1.7,4.0,1.6,1.3,,,2030.0,1818.8,211.2,204.1,148.4,22.6,11.1,3.9,,1.7,,,,5.4,6.7,3.1,3.0,,
164,TR10  ,2012JJ00,613.5,553.8,59.7,57.7,36.9,7.7,2.7,2.0,,1.2,,,,1.8,2.6,1.3,,,,2055.6,1866.1,189.5,183.8,126.4,24.6,7.3,4.7,,2.5,,,,5.8,6.5,3.1,,,
165,TR11  ,1998JJ00,1361.2,1171.3,189.8,173.3,94.5,13.6,17.2,9.3,2.4,3.0,2.0,5.6,,,25.5,10.0,4.3,,1.3,4750.9,4163.0,587.9,538.9,376.8,26.2,32.9,19.9,7.6,6.5,4.2,11.2,,,53.4,26.6,16.0,,5.0
166,TR11  ,1999JJ00,1407.5,1218.3,189.1,169.9,87.4,16.3,21.0,6.3,2.9,3.7,2.0,6.3,,,24.0,11.3,5.5,,1.5,4950.4,4392.9,557.4,493.2,313.0,34.0,42.2,12.2,10.3,7.9,4.4,12.9,,,56.1,32.7,21.8,,6.6
167,TR11  ,2000JJ00,1359.6,1183.2,176.4,155.6,75.1,14.8,21.7,5.7,2.6,3.5,2.1,5.9,,,24.2,11.3,6.7,1.3,1.6,4802.3,4285.4,516.9,465.6,279.5,33.4,43.8,10.5,8.2,6.9,4.4,14.6,,,64.4,27.8,17.3,2.5,3.6
168,TR11  ,2001JJ00,1316.9,1159.5,157.4,145.2,79.4,13.2,14.1,5.9,2.0,2.9,1.9,5.3,,,20.6,7.3,2.8,1.3,,4646.1,4188.8,457.3,425.7,281.0,31.8,27.2,10.7,7.0,7.1,4.1,10.6,,,46.2,18.2,8.4,2.4,
169,TR11  ,2002JJ00,1356.1,1194.2,161.9,147.0,75.4,16.1,17.1,5.4,1.9,4.0,1.7,5.6,5.0,3.7,11.2,8.5,4.3,,1.0,4823.3,4371.4,451.8,416.1,260.7,37.9,31.5,9.5,5.4,9.5,3.3,10.0,9.6,7.7,31.0,18.9,10.9,,3.9
170,TR11  ,2003JJ00,1429.0,1231.7,197.3,172.0,69.2,18.6,25.8,8.4,3.5,6.3,2.8,6.9,6.2,5.5,18.8,14.4,7.9,1.3,1.6,4942.0,4445.3,496.7,445.7,230.0,37.9,42.0,13.1,11.6,13.9,5.7,13.3,14.5,11.0,52.7,25.9,17.6,3.0,4.5
171,TR11  ,2004JJ00,1529.1,1275.0,254.1,217.1,93.6,26.2,33.8,10.5,3.9,7.2,3.3,7.7,6.7,6.7,17.5,19.6,12.7,2.1,2.5,5259.0,4668.5,590.6,520.1,289.6,49.8,50.8,16.5,10.8,19.1,6.0,15.5,12.0,14.5,35.4,34.5,25.4,3.7,6.9
172,TR11  ,2005JJ00,1523.6,1314.4,209.2,188.1,81.9,32.2,24.6,8.8,3.5,4.2,2.6,7.1,6.1,5.0,12.3,11.7,7.0,1.1,1.3,5022.7,4565.9,456.8,417.0,235.1,64.4,34.0,13.6,8.6,9.4,4.2,11.5,8.1,7.6,20.5,17.6,16.5,2.0,3.6
173,TR11  ,2006JJ00,1434.5,1215.4,219.2,199.7,106.9,29.1,18.6,8.4,2.8,3.5,2.0,8.3,3.0,4.6,12.4,9.4,7.1,,2.2,4693.3,4246.5,446.8,413.9,237.5,64.6,27.7,11.4,6.9,7.3,3.4,19.2,6.6,8.3,21.1,12.4,14.2,,4.7
174,TR11  ,2007JJ00,1479.7,1271.8,207.9,190.4,86.7,34.4,18.4,7.9,3.4,3.8,2.2,8.6,7.0,4.6,13.4,9.8,5.3,1.2,1.2,4834.6,4365.0,469.6,433.1,211.9,89.1,33.8,13.7,9.2,7.3,5.0,16.8,12.9,9.0,24.6,19.2,11.8,2.3,3.1
175,TR11  ,2008JJ00,1466.5,1237.9,228.6,209.0,97.6,45.2,19.9,8.1,3.5,3.8,2.0,5.4,4.7,6.1,12.7,9.4,8.0,,1.5,5048.4,4474.6,573.7,532.0,279.1,119.7,41.2,16.1,7.3,5.7,4.3,9.3,7.2,12.3,29.7,18.5,18.8,,3.1
176,TR11  ,2009JJ00,1445.1,1284.1,160.9,143.9,57.9,30.7,15.6,6.0,2.7,3.9,2.1,4.4,2.4,4.9,13.2,7.5,6.6,,2.0,5317.7,4891.7,426.0,397.7,211.6,86.9,24.3,9.5,6.9,5.8,3.8,8.6,4.9,12.8,22.6,12.4,11.6,,2.9
177,TR11  ,2010JJ00,1438.5,1254.8,183.7,163.4,66.6,34.6,16.1,6.7,3.7,3.6,2.4,8.4,3.1,5.7,12.7,8.9,8.0,1.3,2.1,4929.0,4413.1,515.9,476.3,237.2,100.1,30.6,13.2,9.2,7.0,5.2,22.0,4.8,22.3,24.7,18.5,14.9,2.3,3.9
178,TR11  ,2011JJ00,1427.5,1243.1,184.4,171.5,69.9,43.2,13.9,8.1,2.5,2.7,2.3,7.3,3.4,5.1,13.0,6.3,4.7,,1.0,5110.7,4556.8,553.9,527.8,259.8,136.2,29.6,17.8,5.8,4.9,4.8,21.4,5.2,15.0,27.3,12.4,9.7,,2.0
179,TR11  ,2012JJ00,1428.4,1213.9,214.5,194.6,85.3,44.2,15.3,7.9,3.3,3.5,2.7,6.9,4.5,5.2,15.7,8.0,9.6,,1.6,4636.2,4098.9,537.4,502.4,263.3,123.2,27.3,13.3,7.8,6.0,4.3,11.9,7.0,12.3,26.0,14.9,16.1,,2.4
180,TR12  ,1998JJ00,1204.4,1081.8,122.6,117.9,80.4,11.5,7.1,2.2,,1.3,,4.5,,,9.1,3.4,,,,5741.3,5205.0,536.3,523.1,408.7,48.9,17.5,4.3,,2.5,,15.5,,,21.8,9.4,,,
181,TR12  ,1999JJ00,1383.7,1237.3,146.4,138.6,95.0,14.0,10.7,2.9,1.3,1.7,1.0,3.1,,,9.0,4.6,2.4,,,6236.7,5681.8,555.0,534.2,418.0,50.6,22.4,5.7,3.5,3.1,1.7,10.9,,,18.3,10.6,8.2,,
182,TR12  ,2000JJ00,1528.1,1328.0,200.2,190.1,125.0,18.4,13.9,6.4,1.7,3.6,4.2,4.5,,,12.2,6.1,2.9,,,6550.8,5755.9,794.9,766.9,554.1,66.1,36.9,27.3,4.3,9.3,23.9,15.6,,,29.6,14.6,10.8,,
183,TR12  ,2001JJ00,1447.5,1277.9,169.6,159.8,108.2,14.9,13.9,3.5,1.3,2.5,1.5,3.2,,,10.9,4.5,4.2,,,6125.1,5483.8,641.3,621.4,471.9,51.9,38.1,9.3,3.5,5.3,3.0,10.2,,,28.2,10.0,7.4,,
184,TR12  ,2002JJ00,1515.3,1353.0,162.3,153.4,100.6,20.0,12.2,3.1,1.2,2.7,1.2,2.5,2.0,2.6,5.2,5.4,2.8,,,6555.1,5958.2,597.0,578.8,433.0,66.3,30.9,6.7,3.2,5.6,2.2,6.1,4.8,7.3,12.8,11.7,5.0,,
185,TR12  ,2003JJ00,1450.0,1311.6,138.4,130.1,85.5,15.8,11.6,3.7,,2.2,1.1,1.9,1.6,2.4,3.4,5.6,2.0,,,6030.3,5536.0,494.3,472.6,351.3,48.8,30.1,9.1,,4.7,2.3,6.4,3.8,6.5,7.1,13.1,7.1,,
186,TR12  ,2004JJ00,1406.2,1248.4,157.7,151.2,106.8,16.9,9.7,2.2,,2.3,2.7,1.6,2.2,1.4,4.5,4.8,1.3,,,5708.8,5118.1,590.8,576.6,445.4,58.4,23.0,5.0,,4.1,9.3,4.7,6.8,3.7,13.5,9.9,3.3,,
187,TR12  ,2005JJ00,1342.0,1211.0,131.1,120.1,66.7,12.7,19.7,2.4,1.5,2.2,1.4,2.8,2.6,2.1,6.0,6.5,3.4,,,5594.7,5176.5,418.2,393.9,270.1,37.8,37.7,4.5,3.5,4.1,3.9,6.8,4.6,4.6,16.4,14.0,8.0,,
188,TR12  ,2006JJ00,1662.3,1467.4,194.9,182.7,111.5,20.7,20.5,4.1,1.5,3.2,2.4,4.3,4.7,3.2,6.7,7.7,3.6,,,6618.8,5968.3,650.5,627.3,451.9,59.2,38.7,10.0,3.3,6.5,4.2,14.7,14.0,9.5,15.4,13.5,7.8,,
189,TR12  ,2007JJ00,1657.4,1504.7,152.8,143.9,77.6,26.6,14.4,3.2,1.5,3.8,1.6,3.9,2.4,2.6,6.3,4.4,3.1,,,6411.4,5872.7,538.7,519.1,332.9,87.9,31.8,8.5,3.9,7.7,4.4,14.9,6.4,7.5,13.3,8.9,6.9,,
190,TR12  ,2008JJ00,1678.2,1541.7,136.5,131.3,78.5,19.6,11.3,2.7,1.2,3.9,,3.4,2.3,2.3,4.9,2.8,2.0,,,6363.0,5885.8,477.2,464.7,323.2,59.9,21.5,8.2,2.3,7.6,,12.5,6.0,7.6,13.7,7.1,4.4,,
191,TR12  ,2009JJ00,1707.6,1545.2,162.4,154.7,92.7,26.4,11.4,3.4,1.1,2.5,1.3,3.3,2.3,4.0,6.3,5.0,1.9,,,6488.1,5895.7,592.3,575.8,394.3,86.9,22.8,9.4,2.7,6.3,3.2,12.4,6.4,14.4,17.0,10.7,4.0,,
192,TR12  ,2010JJ00,1598.5,1452.2,146.3,139.2,80.3,29.2,8.1,3.8,1.3,2.3,1.2,3.1,1.9,3.0,5.0,4.6,1.4,,,6405.7,5845.3,560.4,546.2,351.2,104.6,23.1,10.9,3.2,5.5,3.3,11.6,5.7,11.3,15.6,9.1,3.0,,
193,TR12  ,2011JJ00,1610.5,1471.2,139.4,131.1,70.0,28.1,11.4,2.7,1.2,3.1,1.4,3.1,1.7,2.7,5.6,4.5,2.8,,,6009.1,5527.5,481.6,465.6,281.7,99.3,24.6,7.3,3.4,7.1,3.7,10.9,4.4,10.6,12.6,8.0,5.4,,
194,TR12  ,2012JJ00,1720.3,1556.9,163.4,156.0,88.4,31.0,15.0,3.4,1.4,2.2,1.2,3.2,1.4,3.7,5.1,3.1,3.0,,,6371.0,5770.8,600.2,584.4,375.7,108.6,34.7,10.4,3.9,5.1,3.0,11.0,3.5,15.6,13.0,7.2,5.2,,
195,TR13  ,1998JJ00,1911.7,1388.6,523.1,464.9,139.5,87.0,100.0,39.2,5.2,15.7,7.0,7.0,,,64.4,34.7,16.4,4.6,2.5,6223.9,4874.3,1349.6,1204.9,418.0,279.9,197.0,77.6,10.6,41.2,14.2,16.2,,,150.1,81.7,41.4,15.0,6.6
196,TR13  ,1999JJ00,2119.1,1574.1,545.0,474.8,136.5,91.2,107.1,38.1,5.8,10.8,6.5,7.0,,,71.7,42.0,19.8,2.4,6.0,6865.9,5494.8,1371.1,1222.3,416.4,285.7,240.7,71.3,11.1,19.6,13.9,13.9,,,149.7,85.9,47.1,5.4,10.4
197,TR13  ,2000JJ00,1970.3,1448.5,521.8,457.0,124.3,94.8,104.6,35.5,5.6,12.2,6.9,5.3,,,67.6,37.8,19.8,3.0,4.2,6922.8,5471.1,1451.8,1297.9,380.1,320.3,260.7,79.1,12.9,22.6,17.4,11.2,,,193.6,88.1,49.7,4.9,11.0
198,TR13  ,2001JJ00,2077.1,1557.4,519.7,459.4,132.9,85.4,111.3,42.0,4.2,10.6,8.1,6.3,,,58.4,35.3,17.8,2.7,4.5,7185.9,5768.5,1417.4,1269.3,445.4,270.1,264.6,79.4,9.5,20.8,18.6,13.2,,,147.8,87.4,45.9,5.3,9.4
199,TR13  ,2002JJ00,2006.2,1501.0,505.2,441.9,111.1,106.8,105.3,37.1,5.2,11.8,8.1,6.2,6.3,18.9,25.1,35.8,21.5,2.5,3.5,7027.1,5628.4,1398.7,1246.3,331.0,390.8,257.0,73.9,12.6,25.1,19.1,12.6,12.1,41.5,70.6,87.7,52.4,5.6,6.7
200,TR13  ,2003JJ00,1927.1,1463.4,463.7,408.6,110.9,104.7,82.3,37.7,5.1,9.3,7.1,5.7,5.6,13.1,27.0,29.1,19.9,1.7,4.5,6791.9,5544.3,1247.6,1111.8,349.2,338.0,199.5,67.8,12.3,17.2,15.2,11.8,10.8,31.1,58.7,72.1,51.3,3.8,8.6
201,TR13  ,2004JJ00,2205.8,1663.7,542.1,468.1,101.6,115.8,95.9,47.4,6.3,11.1,10.5,11.3,7.5,15.9,44.8,33.8,34.2,2.3,3.8,7726.5,6382.9,1343.6,1173.2,278.0,375.0,206.1,91.4,12.9,19.2,21.2,29.6,12.9,38.7,88.2,83.2,73.2,6.5,7.4
202,TR13  ,2005JJ00,2157.5,1604.9,552.6,471.8,122.4,128.5,90.6,38.9,7.6,13.8,9.2,8.6,5.9,15.1,31.3,35.3,39.3,4.1,2.0,7065.0,5648.2,1416.8,1253.8,368.7,395.7,218.6,79.4,14.9,28.5,17.9,17.8,10.8,31.8,69.8,72.4,76.8,8.7,5.1
203,TR13  ,2006JJ00,2276.4,1635.8,640.6,553.5,150.4,134.2,94.8,53.9,9.5,14.6,11.5,9.4,5.2,17.2,52.9,44.8,36.5,2.9,2.9,7094.9,5563.7,1531.2,1362.6,394.0,421.7,221.5,100.0,17.1,25.7,20.0,18.1,9.9,37.0,97.6,83.9,72.1,5.9,6.8
204,TR13  ,2007JJ00,2564.8,1901.5,663.3,575.2,140.9,148.6,103.3,55.1,9.5,14.9,13.3,10.3,6.2,20.1,53.1,46.6,35.8,3.2,2.5,7784.5,6114.1,1670.4,1502.7,414.3,456.4,248.4,118.2,17.3,27.6,23.9,19.5,13.3,48.9,114.9,85.4,70.2,7.2,5.0
205,TR13  ,2008JJ00,2443.1,1847.2,595.9,528.6,136.2,142.2,83.9,45.4,9.1,16.9,12.8,9.6,7.1,21.1,44.2,33.7,27.9,2.8,3.0,7316.6,5815.5,1501.1,1352.9,390.8,420.2,202.1,91.9,20.0,31.5,23.8,18.5,13.0,47.8,93.3,73.6,61.2,5.4,8.1
206,TR13  ,2009JJ00,2372.6,1811.3,561.2,496.3,109.5,163.9,69.6,41.1,7.9,14.8,11.7,7.4,7.0,26.0,37.4,29.2,30.2,2.5,3.1,6961.6,5624.7,1336.9,1214.9,266.0,487.0,167.5,79.9,13.2,24.1,20.1,13.3,11.3,59.7,72.7,53.4,56.5,5.3,6.8
207,TR13  ,2010JJ00,2493.9,1810.8,683.2,593.2,127.0,184.4,89.1,49.1,8.2,22.5,15.5,8.5,7.1,27.2,54.4,40.5,40.1,4.5,4.9,7367.3,5728.9,1638.4,1451.3,335.7,546.2,201.9,96.3,14.9,37.4,26.6,16.3,12.4,61.3,102.3,81.2,86.8,7.9,11.1
208,TR13  ,2011JJ00,2626.6,1942.1,684.5,603.1,130.0,200.5,76.2,50.9,9.4,23.6,16.0,7.8,7.2,26.5,54.9,33.6,40.4,3.7,3.8,7850.0,6122.0,1728.0,1538.6,357.4,613.3,182.1,99.9,18.5,42.3,29.7,14.6,12.4,60.1,108.3,75.2,95.5,9.1,9.5
209,TR13  ,2012JJ00,2669.9,1940.9,729.0,639.9,131.8,244.4,85.1,45.8,11.6,17.9,14.3,6.3,7.9,25.4,49.5,38.0,44.4,3.7,3.1,7634.1,5861.4,1772.7,1599.9,339.8,705.7,197.0,98.9,21.5,31.1,25.9,11.0,13.8,59.9,95.5,71.8,86.9,7.3,6.7
210,TR14  ,1998JJ00,1761.6,1338.0,423.6,407.7,255.2,62.3,42.7,8.1,1.9,4.6,2.1,4.5,,,26.2,9.4,5.0,,,7025.8,5451.1,1574.8,1533.4,1042.3,234.8,137.3,15.8,4.8,7.3,5.0,11.5,,,74.7,25.5,12.0,,
211,TR14  ,1999JJ00,1968.7,1460.1,508.6,488.3,323.3,72.8,42.2,9.7,2.5,4.9,2.4,5.0,,,25.4,11.6,6.1,1.4,1.2,8055.8,6196.9,1858.9,1810.1,1316.7,269.9,126.8,18.0,5.8,8.9,5.5,10.2,,,48.3,28.5,15.0,2.7,2.6
212,TR14  ,2000JJ00,1996.7,1438.2,558.5,524.7,334.5,72.7,50.7,11.4,3.5,5.5,4.2,6.8,,,35.4,23.7,7.7,1.0,1.3,8050.0,6075.4,1974.6,1900.4,1348.1,270.1,147.0,22.0,5.9,9.4,7.8,16.1,,,74.0,53.1,16.8,2.0,2.2
213,TR14  ,2001JJ00,1995.8,1489.5,506.3,482.3,301.2,58.9,48.8,10.6,2.5,4.5,3.2,8.4,,,44.3,15.5,6.5,1.0,,7987.6,6214.2,1773.4,1718.0,1184.2,210.9,132.0,22.9,4.9,7.0,5.9,15.8,,,134.4,38.0,13.8,1.6,
214,TR14  ,2002JJ00,1939.5,1471.3,468.2,439.8,272.1,71.1,45.5,10.7,3.5,4.2,3.3,4.5,3.0,6.8,15.1,14.7,11.4,1.2,1.2,7719.1,6034.1,1685.0,1623.9,1125.9,268.0,116.2,25.7,6.3,7.7,8.0,10.8,4.6,16.2,34.3,31.7,23.9,2.7,2.7
215,TR14  ,2003JJ00,1814.9,1365.2,449.7,428.9,258.1,73.0,37.0,12.7,3.1,4.8,2.9,8.1,2.9,5.9,20.4,11.6,7.3,1.3,,7089.3,5594.1,1495.2,1442.9,974.9,259.7,84.4,26.8,5.6,8.2,5.8,12.6,4.7,13.1,47.1,34.2,14.2,2.7,
216,TR14  ,2004JJ00,1873.7,1436.2,437.4,416.7,236.3,83.5,35.7,11.7,3.2,5.2,3.2,6.6,2.9,8.2,20.2,12.4,5.3,2.7,,7377.7,5925.6,1452.1,1400.1,878.7,311.6,78.3,25.3,6.2,9.5,5.9,11.4,5.1,22.8,45.5,32.9,10.7,6.0,
217,TR14  ,2005JJ00,1947.9,1489.5,458.4,431.7,240.3,95.6,37.3,14.6,3.6,5.3,2.9,4.9,3.1,6.0,18.0,18.7,6.2,1.3,,7459.1,5866.7,1592.4,1533.8,964.4,346.0,96.2,35.6,8.3,10.9,5.5,8.8,4.9,12.7,40.5,40.1,14.6,2.9,
218,TR14  ,2006JJ00,2037.8,1545.0,492.7,464.2,248.1,102.7,38.0,15.0,3.9,5.6,4.7,10.2,3.1,8.4,24.3,16.1,10.3,1.2,,7429.6,5814.5,1615.1,1544.0,926.1,356.4,92.3,43.3,9.4,10.3,8.5,18.9,5.1,23.3,50.3,38.2,27.0,2.6,
219,TR14  ,2007JJ00,2173.1,1641.5,531.5,508.3,264.5,121.3,45.9,18.2,4.3,6.9,4.2,6.0,3.1,10.5,23.3,14.0,6.6,1.3,1.3,7649.9,5819.8,1830.1,1768.0,1027.8,423.2,124.5,59.8,12.3,16.0,12.6,14.0,5.8,25.4,46.6,37.2,19.1,3.1,2.8
220,TR14  ,2008JJ00,2197.0,1706.3,490.7,470.3,240.4,125.2,34.9,17.2,4.0,6.0,4.7,6.6,3.2,9.2,18.9,11.3,6.8,1.2,1.0,8070.1,6367.7,1702.4,1645.3,940.1,431.9,92.5,52.2,9.7,12.0,12.9,14.9,6.5,27.5,45.1,33.1,17.0,3.8,3.2
221,TR14  ,2009JJ00,2124.1,1657.6,466.5,445.2,219.4,136.2,29.0,15.2,4.0,5.5,4.3,5.7,2.4,9.5,14.0,13.9,5.8,1.0,,7378.9,5800.0,1578.9,1527.4,834.8,464.5,74.7,47.5,9.6,10.8,9.3,11.8,4.2,29.6,30.6,31.4,14.3,2.6,
222,TR14  ,2010JJ00,2045.6,1580.4,465.2,445.8,231.6,125.4,28.7,18.9,3.3,5.1,3.8,4.7,2.3,8.0,14.1,11.4,6.2,,1.0,7061.4,5426.9,1634.5,1573.5,901.9,440.4,75.0,62.8,7.9,9.6,9.8,9.5,4.0,24.3,28.3,35.1,18.7,,4.7
223,TR14  ,2011JJ00,2155.0,1662.5,492.5,471.6,226.5,150.5,32.0,15.7,4.2,4.4,4.6,5.6,3.6,9.4,15.0,11.4,7.9,,,7081.0,5455.1,1625.9,1567.1,826.2,510.9,77.0,46.2,9.6,7.6,11.7,10.4,5.8,24.8,36.9,35.0,18.0,,
224,TR14  ,2012JJ00,2299.7,1720.0,579.6,548.0,256.1,161.7,41.7,20.8,5.4,7.7,5.7,7.8,3.8,14.2,23.0,17.8,10.4,2.0,1.5,7512.8,5678.1,1834.7,1763.8,935.4,533.8,92.0,56.9,11.9,14.5,9.7,15.5,6.7,38.6,48.7,38.3,23.1,5.2,4.3
225,TR15  ,1998JJ00,1518.3,1245.5,272.8,232.5,68.6,25.8,56.2,20.5,3.9,8.8,3.7,2.4,,,42.7,25.7,12.1,1.4,1.1,4459.7,3873.4,586.4,488.5,137.6,56.2,139.2,33.1,7.7,17.2,7.9,5.6,,,83.9,67.5,24.7,3.4,2.2
226,TR15  ,1999JJ00,1550.8,1250.6,300.2,247.5,72.2,30.5,62.6,21.7,2.5,6.8,3.4,2.9,,,44.9,28.1,19.0,1.2,4.5,4203.3,3550.7,652.6,507.0,136.7,59.4,162.2,36.7,4.5,12.4,7.0,5.9,,,82.2,101.7,33.6,2.4,7.8
227,TR15  ,2000JJ00,1656.7,1374.0,282.8,233.6,63.2,32.3,57.1,19.5,3.0,7.9,3.6,3.3,,,43.7,29.9,16.0,,2.3,4281.9,3666.8,615.2,502.9,136.2,60.6,143.0,32.5,6.8,15.4,9.0,8.9,,,90.5,73.8,30.8,,5.6
228,TR15  ,2001JJ00,1539.5,1270.8,268.7,232.3,56.8,31.7,63.8,19.3,4.4,9.2,3.9,2.0,,,41.3,21.2,12.5,,1.9,4213.0,3625.5,587.4,499.4,115.6,59.6,168.5,30.2,9.7,20.3,9.6,3.9,,,81.8,58.0,24.3,,4.2
229,TR15  ,2002JJ00,1521.8,1235.0,286.8,246.5,79.0,40.8,52.8,19.9,4.0,10.1,3.7,2.5,3.0,9.3,21.3,22.1,15.4,,1.8,4089.2,3474.6,614.6,523.7,171.2,75.4,133.3,33.4,9.6,22.4,9.4,4.5,7.3,18.2,39.1,53.1,27.1,,7.9
230,TR15  ,2003JJ00,1534.0,1250.8,283.2,252.2,80.7,38.6,58.0,17.5,3.2,9.6,5.7,4.4,2.9,11.8,19.8,21.0,7.4,1.1,1.6,4225.8,3602.7,623.1,555.9,188.4,71.9,144.6,28.8,5.8,21.7,13.4,9.1,6.2,26.0,40.0,45.5,14.0,2.6,5.1
231,TR15  ,2004JJ00,1517.0,1235.0,282.1,246.4,72.1,46.5,57.0,20.6,3.5,8.0,4.8,2.6,2.6,10.3,18.3,23.1,10.0,1.1,1.5,3874.9,3293.9,580.9,514.0,152.6,83.2,149.7,31.9,7.1,14.8,8.0,4.8,4.2,24.0,33.8,43.7,17.7,2.0,3.5
232,TR15  ,2005JJ00,1475.9,1182.2,293.7,255.0,66.3,52.8,57.9,23.2,5.1,8.2,6.0,4.2,2.5,10.2,18.6,25.8,9.6,1.3,2.0,3755.7,3174.4,581.3,507.9,135.1,98.8,127.8,37.6,8.3,17.2,13.9,9.0,4.6,20.7,34.9,49.2,16.1,2.5,5.6
233,TR15  ,2006JJ00,1789.9,1432.7,357.3,310.5,77.3,66.8,63.4,36.8,5.0,10.2,7.4,3.1,2.5,10.3,27.6,27.0,13.4,3.7,2.7,4115.9,3489.8,626.1,551.0,140.1,119.1,121.2,51.5,7.6,16.7,14.7,5.6,4.0,21.9,48.4,44.2,18.8,6.9,5.1
234,TR15  ,2007JJ00,1823.8,1481.7,342.1,300.4,80.1,86.8,59.6,21.9,4.2,7.7,5.3,2.7,2.7,14.6,14.8,26.2,12.0,1.2,2.4,4315.5,3650.6,665.0,586.7,164.9,154.2,128.0,31.7,8.2,13.7,11.2,4.7,5.7,36.6,27.9,48.6,24.1,2.0,3.6
235,TR15  ,2008JJ00,1681.6,1333.9,347.7,311.8,78.6,85.0,56.2,26.1,5.1,10.2,8.2,2.9,2.8,16.5,20.4,20.6,9.5,1.9,3.8,3875.4,3220.5,655.0,587.0,136.8,150.0,123.8,41.7,8.7,18.6,15.5,5.5,5.4,40.7,40.2,37.8,21.0,3.6,5.5
236,TR15  ,2009JJ00,1651.9,1368.7,283.2,256.4,65.0,86.3,39.0,19.3,5.1,8.6,5.7,2.4,1.4,11.6,11.9,18.2,6.2,1.0,1.4,3856.7,3334.8,521.9,463.7,105.3,153.4,80.8,28.7,9.4,15.3,12.2,4.3,2.3,25.1,26.7,39.8,13.4,2.4,2.6
237,TR15  ,2010JJ00,1663.6,1347.4,316.2,280.6,67.9,101.3,38.0,20.7,5.2,8.8,8.5,2.6,1.5,11.6,14.7,23.5,9.4,1.4,1.2,3925.8,3354.7,571.1,496.2,110.4,180.8,74.8,30.7,9.6,16.8,16.3,4.3,2.8,21.3,28.3,50.3,19.6,2.7,2.3
238,TR15  ,2011JJ00,1731.8,1408.6,323.2,292.4,81.3,100.1,42.5,15.3,5.8,8.9,6.2,1.8,1.8,13.2,15.4,18.4,10.1,1.4,,4092.1,3471.2,620.9,562.1,144.6,182.9,99.0,25.2,11.3,18.5,13.6,3.1,3.3,29.5,31.1,34.1,19.9,2.6,
239,TR15  ,2012JJ00,1779.3,1409.4,369.8,336.3,83.7,119.7,59.2,16.1,6.9,10.8,6.9,1.9,2.1,11.9,17.1,18.1,11.9,1.9,1.6,4133.2,3411.1,722.2,653.3,146.4,216.3,148.3,27.2,13.6,22.0,15.1,3.9,4.3,23.4,32.7,36.4,24.1,4.1,4.2
240,TR16  ,1998JJ00,4699.8,749.3,3950.5,2640.3,323.7,115.3,882.1,208.3,72.8,221.9,146.3,44.5,,,625.5,781.1,406.5,80.8,41.8,9127.6,1375.4,7752.2,5197.1,641.5,197.1,1719.3,390.7,146.5,477.9,301.2,84.6,,,1238.4,1536.3,760.8,166.8,91.2
241,TR16  ,1999JJ00,4935.2,851.7,4083.5,2772.5,405.4,118.0,940.9,217.2,86.2,231.2,156.6,41.0,,,576.0,787.9,374.7,93.3,55.1,10100.4,1654.4,8445.9,5841.8,986.9,209.3,1890.7,435.4,183.3,518.7,343.5,86.4,,,1187.6,1610.2,681.5,189.0,123.4
242,TR16  ,2000JJ00,5137.1,921.3,4215.9,2878.0,380.4,119.0,1031.1,238.9,78.7,244.9,173.1,45.0,,,566.9,821.5,377.7,82.1,56.6,10310.9,1800.3,8510.6,5922.8,882.3,204.0,2028.7,455.2,166.1,548.2,376.8,93.5,,,1168.0,1619.2,673.8,173.9,120.8
