ID,Toeristengebieden,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
65,TR04  ,2003JJ00,644.8,400.2,244.6,236.2,120.4,55.9,20.5,11.0,2.8,4.1,1.7,2.1,1.2,5.3,11.2,4.8,2.3,,,2814.3,1661.3,1153.0,1122.8,719.8,177.7,67.1,33.8,7.9,8.8,3.9,4.9,2.1,18.0,79.0,17.4,8.4,,
66,TR04  ,2004JJ00,676.7,436.9,239.9,226.3,130.4,39.6,21.1,9.9,2.1,3.7,2.2,2.3,1.8,4.9,8.3,7.0,2.5,2.1,2.1,2788.3,1786.5,1001.8,975.1,688.8,133.4,55.7,17.6,5.6,6.7,4.8,5.5,3.9,17.3,35.7,13.8,5.7,3.4,3.9
67,TR04  ,2005JJ00,627.3,401.0,226.4,212.8,114.3,47.7,16.6,9.1,2.1,3.1,1.7,2.0,1.8,4.9,9.5,11.0,1.7,,,2743.4,1768.0,975.5,946.1,660.9,151.5,47.1,17.7,8.0,6.0,4.0,5.0,2.9,14.5,28.6,21.4,4.2,,
68,TR04  ,2006JJ00,714.2,474.6,239.6,224.2,119.0,54.4,17.2,10.8,2.2,2.6,1.8,1.7,1.5,4.6,8.3,12.6,1.7,,,2902.1,1860.3,1041.8,1004.5,675.5,166.4,54.5,23.0,10.5,5.5,3.4,4.0,2.9,14.9,43.9,29.8,4.2,,
69,TR04  ,2007JJ00,822.5,547.7,274.8,266.9,133.9,61.6,32.3,12.2,3.2,3.4,2.7,2.2,1.5,5.7,8.2,5.1,2.0,,,3334.6,2162.9,1171.7,1147.2,732.2,195.2,108.4,26.4,14.5,8.0,5.8,7.0,3.7,16.2,29.9,16.0,6.2,,
70,TR04  ,2008JJ00,656.3,412.9,243.5,236.6,121.5,57.8,22.9,9.0,2.5,2.3,1.8,1.4,1.5,6.7,9.0,3.1,2.7,,,2701.1,1677.5,1023.6,1005.3,641.3,205.7,76.8,17.8,6.0,5.1,3.9,3.0,3.8,16.2,25.8,8.4,6.8,,
71,TR04  ,2009JJ00,669.1,448.8,220.2,205.2,102.0,52.5,18.2,9.7,2.1,3.9,1.4,1.6,1.4,4.1,8.3,10.6,3.6,,,2584.1,1683.8,900.3,866.4,536.8,182.4,61.6,19.6,5.8,7.9,3.1,3.4,3.6,12.0,30.2,23.6,8.0,,
72,TR04  ,2010JJ00,706.1,478.3,227.9,217.0,106.8,56.1,21.4,9.8,2.1,3.5,1.8,2.0,1.4,4.4,7.7,6.2,3.8,,,2706.7,1767.7,939.0,908.6,570.1,171.5,78.2,19.8,6.6,7.6,6.1,5.1,4.5,13.9,25.3,18.0,9.4,,
73,TR04  ,2011JJ00,733.0,457.5,275.5,264.6,132.3,73.2,20.3,8.5,3.1,3.0,3.4,3.4,1.2,8.4,7.9,5.6,3.9,,,2659.6,1521.1,1138.5,1110.9,710.3,229.2,67.7,16.0,8.9,7.2,10.1,14.4,2.6,23.7,20.8,15.7,7.2,,
74,TR04  ,2012JJ00,685.3,433.1,252.1,244.4,116.1,79.5,17.6,7.1,2.4,3.4,1.3,1.6,2.7,4.8,8.1,4.1,2.4,,,2331.2,1337.4,993.8,972.9,597.8,244.3,49.3,14.3,6.5,9.7,2.8,4.1,7.9,13.2,22.8,11.7,6.3,,
75,TR05  ,1998JJ00,421.8,331.1,90.6,87.6,62.5,11.4,3.0,1.9,,1.2,,1.1,,,5.2,1.6,,,,1347.1,1036.0,311.0,303.0,238.0,31.9,8.0,3.9,,2.4,,2.2,,,13.1,3.6,,,
76,TR05  ,1999JJ00,414.1,320.8,93.3,88.6,63.9,8.3,,1.7,,1.2,,,,,11.6,,1.7,,2.5,1358.9,1057.2,301.7,284.7,220.6,23.0,,2.9,,2.0,,,,,31.5,,7.8,,5.5
77,TR05  ,2000JJ00,355.3,282.4,72.9,70.9,48.4,10.0,4.1,1.9,,1.4,,1.2,,,3.1,1.2,,,,1149.2,910.9,238.3,226.0,164.3,27.8,11.0,3.8,,2.8,,2.1,,,12.5,3.5,,,
78,TR05  ,2001JJ00,471.9,374.0,98.0,93.6,62.3,9.6,7.5,2.1,,2.2,,1.6,,,6.8,2.4,1.2,,,1635.5,1283.1,352.3,331.0,248.1,25.5,16.5,4.5,,3.9,,3.4,,,25.7,8.0,6.2,,
79,TR05  ,2002JJ00,387.1,306.1,81.0,76.5,49.0,9.6,5.4,2.1,,1.4,,1.2,1.1,1.5,3.7,2.5,1.0,,,1271.8,985.6,286.2,265.6,194.4,23.2,14.4,3.8,,3.3,,2.2,1.9,4.1,14.3,8.4,5.0,,
80,TR05  ,2003JJ00,477.8,375.8,102.0,98.5,63.8,14.1,5.4,2.6,,2.3,,1.3,1.6,1.7,3.9,1.8,1.2,,,1475.9,1184.2,291.7,283.2,197.8,41.5,11.6,4.8,,4.0,,2.6,2.9,5.0,9.0,4.6,3.0,,
81,TR05  ,2004JJ00,435.3,342.7,92.5,87.2,53.4,12.7,5.9,2.0,1.5,2.4,1.2,1.4,1.1,2.0,3.6,2.6,1.4,,,1338.9,1076.8,262.2,250.6,170.5,34.5,11.9,3.7,3.5,4.5,2.5,2.7,1.9,5.4,9.5,5.9,3.1,,
82,TR05  ,2005JJ00,430.0,335.0,95.0,89.1,63.9,7.7,4.5,2.6,1.0,1.2,1.1,1.6,,1.3,3.5,3.5,1.6,,,1399.6,1111.5,288.1,277.2,225.7,19.1,7.4,4.6,2.1,2.4,2.2,3.6,,2.7,6.4,6.3,3.1,,
83,TR05  ,2006JJ00,467.7,375.0,92.7,86.6,56.0,11.6,4.8,2.5,,1.6,1.3,1.4,,2.2,3.5,2.4,3.1,,,1542.3,1257.2,285.1,274.4,203.1,32.0,10.8,4.5,,2.6,2.4,2.5,,4.5,8.7,5.5,4.2,,
84,TR05  ,2007JJ00,470.8,385.3,85.5,76.3,40.4,10.1,6.0,2.9,1.4,2.5,1.2,1.6,1.5,2.1,6.5,3.6,4.6,,,1326.2,1116.6,209.6,193.8,124.5,22.8,10.0,5.2,2.6,3.8,2.2,2.7,3.3,4.6,12.0,6.4,7.2,,
85,TR05  ,2008JJ00,489.9,418.8,71.1,65.3,36.2,12.7,4.5,1.8,1.0,1.5,,1.7,,1.1,3.1,2.8,2.5,,,1504.5,1299.4,205.1,194.3,125.9,32.9,8.8,3.6,2.2,2.6,,3.9,,2.6,8.1,6.3,3.4,,
86,TR05  ,2009JJ00,508.0,433.2,74.8,71.5,42.0,16.0,2.5,2.4,,1.0,,1.4,,1.2,2.8,1.4,1.5,,,1582.9,1325.8,257.1,250.7,180.2,39.2,5.6,4.5,,2.1,,2.9,1.4,2.8,8.3,2.7,3.0,,
87,TR05  ,2010JJ00,469.9,396.2,73.8,71.2,46.3,10.5,2.6,1.7,,1.1,,1.6,,1.5,4.0,1.3,,,,1437.1,1196.1,241.0,234.8,171.1,29.2,6.0,4.0,,2.4,,3.2,,4.1,9.8,3.0,,,
88,TR05  ,2011JJ00,427.0,332.3,94.7,85.8,46.1,17.2,5.3,3.1,1.2,1.4,1.1,1.3,,2.3,6.0,2.4,5.7,,,1156.8,914.5,242.2,228.5,144.0,39.4,10.5,5.8,2.6,2.6,3.1,2.7,,5.4,11.3,4.6,7.8,,
89,TR05  ,2012JJ00,375.5,321.9,53.6,49.2,27.0,14.7,1.7,1.1,,,,,,,1.4,1.1,3.2,,,983.0,827.1,155.9,148.3,94.8,34.6,3.4,2.3,,,,,,,5.6,2.4,5.1,,
90,TR06  ,1998JJ00,263.7,130.9,132.8,117.3,30.0,8.6,23.6,9.6,2.6,8.1,3.2,2.5,,,29.2,5.9,3.1,5.7,,549.3,267.3,282.0,246.3,63.1,13.3,52.4,21.9,5.3,18.7,8.1,5.4,,,58.1,12.5,7.1,14.4,
91,TR06  ,1999JJ00,252.3,119.7,132.7,109.8,31.0,9.2,23.0,11.9,2.5,8.2,3.1,2.1,,,18.8,8.9,6.3,5.4,2.2,511.1,225.8,285.3,219.6,46.6,13.1,52.3,24.9,4.8,18.7,12.8,4.6,,,41.8,22.4,25.4,12.7,5.3
92,TR06  ,2000JJ00,286.4,139.6,146.8,121.5,34.6,10.2,27.6,11.9,2.7,9.4,4.3,2.4,,,18.2,9.8,7.4,4.5,3.6,601.0,274.0,327.0,258.2,63.6,16.7,69.1,25.5,6.6,21.4,13.0,5.2,,,37.3,26.9,25.2,10.5,6.2
93,TR06  ,2001JJ00,255.9,132.9,123.0,103.8,28.4,9.2,21.8,10.1,4.2,7.9,3.7,2.3,,,16.2,6.6,5.8,4.3,2.5,512.6,254.6,258.0,205.7,50.3,14.1,49.5,20.6,6.3,17.9,10.4,4.3,,,32.3,17.5,19.6,9.8,5.3
94,TR06  ,2002JJ00,260.4,142.5,118.0,105.3,32.1,11.9,25.8,7.9,6.3,5.9,2.6,1.5,2.0,2.9,6.2,5.6,4.4,,2.0,525.3,306.7,218.6,195.1,68.9,21.1,42.8,13.6,10.5,10.9,5.2,2.5,3.4,4.7,11.4,10.3,8.7,,3.2
95,TR06  ,2003JJ00,142.7,100.6,42.1,37.6,13.3,6.2,6.2,3.1,1.3,1.9,,,,1.4,2.0,2.4,1.3,,,325.8,236.9,88.8,81.0,34.3,11.2,11.2,6.3,2.5,4.2,,,,3.4,3.7,4.1,2.3,,
96,TR06  ,2004JJ00,149.9,94.4,55.6,47.6,17.1,5.9,5.7,5.2,1.4,2.8,1.1,1.5,,2.3,3.8,4.2,2.7,,,326.0,213.7,112.4,97.1,44.0,9.0,10.9,8.2,3.2,4.6,2.3,2.4,,4.1,6.9,6.4,7.0,,
97,TR06  ,2005JJ00,147.4,89.0,58.4,51.9,16.3,6.4,6.4,7.5,1.9,3.4,1.9,,,1.9,4.6,3.1,2.2,,,290.6,182.9,107.6,95.5,32.4,9.7,11.3,13.3,2.6,6.6,3.8,,,3.3,9.2,5.4,4.8,,
98,TR06  ,2006JJ00,190.1,116.3,73.8,63.2,20.0,8.5,8.6,7.2,1.5,4.6,2.2,1.9,1.0,3.0,4.6,4.6,2.8,,2.7,344.9,220.3,124.6,106.1,31.3,12.3,16.2,12.4,2.2,8.3,3.8,2.8,1.5,5.7,9.5,7.3,5.8,,4.6
99,TR06  ,2007JJ00,156.0,89.0,67.0,55.9,14.9,7.0,7.7,6.6,1.2,4.2,1.8,1.5,1.2,4.3,5.5,4.4,5.7,,,258.5,143.8,114.7,94.7,26.9,10.6,13.7,9.7,1.6,6.8,3.0,2.1,1.9,8.4,10.0,7.7,10.6,,
100,TR06  ,2008JJ00,150.7,92.7,58.0,50.7,16.5,8.3,6.1,5.7,2.4,3.0,1.5,,,1.6,4.0,3.6,2.9,,,282.4,176.1,106.3,93.4,32.6,12.3,12.3,11.1,3.1,6.3,3.4,,,2.5,6.9,7.2,4.7,,
101,TR06  ,2009JJ00,146.4,89.6,56.8,52.3,18.0,7.6,5.0,5.1,2.5,2.8,1.7,1.6,,2.9,4.3,1.9,2.0,,,296.7,192.1,104.6,94.7,38.9,11.0,9.9,8.2,3.5,4.8,3.0,2.7,1.1,4.5,7.2,3.6,4.7,,
102,TR06  ,2010JJ00,111.2,61.7,49.5,45.3,13.8,5.7,4.6,5.4,1.3,3.1,1.3,1.1,,2.2,6.1,2.0,1.5,,,243.8,166.8,77.1,69.4,21.1,8.2,7.5,8.9,1.6,4.0,2.3,1.7,,3.6,9.2,3.7,2.8,0.5,0.7
103,TR06  ,2011JJ00,209.0,145.5,63.5,55.2,16.1,8.3,5.5,6.2,1.7,2.7,1.6,1.4,,2.5,8.3,4.9,2.7,,,391.6,285.6,106.1,92.2,30.2,11.8,9.0,10.3,3.0,4.4,3.0,2.6,,4.1,12.3,8.2,4.2,,
104,TR06  ,2012JJ00,172.3,117.2,55.0,46.4,13.7,8.7,6.5,4.3,1.3,2.9,1.3,1.1,,2.1,3.8,3.5,4.5,,,323.2,227.7,95.5,81.2,28.3,15.9,11.2,6.1,1.8,3.8,2.0,1.7,,3.7,5.9,5.9,7.1,,
105,TR07  ,1998JJ00,483.3,364.3,119.0,100.6,22.2,10.7,24.6,10.6,1.8,4.2,2.6,1.5,,,22.3,11.4,3.9,1.6,1.5,1414.8,1152.4,262.5,201.6,46.9,19.6,50.1,21.8,4.5,8.0,6.2,3.4,,,41.1,30.2,18.6,4.8,7.2
106,TR07  ,1999JJ00,524.9,402.1,122.8,102.7,21.5,12.9,28.7,10.4,2.1,3.7,2.4,2.1,,,18.9,12.1,4.8,,2.3,1537.5,1209.0,328.4,236.1,45.2,24.4,63.7,30.3,4.3,10.2,6.2,4.9,,,46.9,48.3,27.2,,11.5
107,TR07  ,2000JJ00,505.5,382.3,123.2,105.6,25.0,11.0,27.5,12.4,1.3,3.4,2.5,1.8,,,20.6,8.3,6.2,1.6,1.5,1402.2,1103.1,299.1,233.4,57.4,22.3,63.5,24.7,3.2,7.7,6.1,3.9,,,44.5,24.0,24.5,8.5,8.7
108,TR07  ,2001JJ00,479.4,347.3,132.0,111.7,23.1,13.4,29.6,9.0,1.6,9.2,3.3,3.6,,,18.7,9.4,5.9,1.1,3.9,1374.1,1069.4,304.7,248.4,53.5,28.2,67.1,23.2,3.3,14.7,7.2,9.6,,,41.7,22.7,21.6,3.5,8.5
109,TR07  ,2002JJ00,494.7,369.3,125.3,107.4,25.2,10.9,30.9,8.2,2.4,4.2,3.3,2.8,3.1,4.4,12.1,8.2,7.8,,1.1,1462.9,1179.8,283.1,223.3,47.0,23.7,59.8,18.3,5.1,10.2,9.0,5.1,6.7,9.9,28.4,21.3,30.2,,5.0
110,TR07  ,2003JJ00,447.0,357.8,89.2,76.0,18.9,10.7,15.6,8.8,1.5,2.9,3.0,2.4,2.2,2.8,7.1,5.6,6.4,,,1263.4,1042.2,221.2,176.6,40.5,22.0,38.6,19.0,3.6,7.7,6.7,7.1,5.1,7.9,18.3,19.8,19.0,,
111,TR07  ,2004JJ00,519.7,415.6,104.1,87.7,18.4,14.6,14.3,12.5,1.4,4.6,2.7,2.4,2.6,4.2,10.0,9.1,4.8,1.3,1.2,1316.5,1094.3,222.1,179.6,34.1,23.4,35.8,23.5,2.6,8.6,5.4,5.3,5.3,11.5,24.2,22.9,13.6,2.8,3.2
112,TR07  ,2005JJ00,590.4,450.2,140.2,119.9,32.3,16.4,24.3,12.1,2.9,4.7,3.9,3.2,2.1,4.4,13.5,12.3,5.6,1.1,1.3,1697.0,1398.3,298.7,248.4,75.6,27.0,46.4,24.9,5.2,9.9,7.3,7.0,4.2,10.9,29.9,25.8,15.9,4.2,4.5
113,TR07  ,2006JJ00,622.4,479.3,143.1,119.0,31.1,17.7,22.4,11.0,2.9,5.2,3.8,2.0,2.3,5.2,15.6,13.2,8.6,1.3,,1653.2,1368.6,284.6,230.5,68.1,30.7,41.3,21.8,4.6,8.5,6.9,3.8,3.9,11.1,29.8,30.1,18.8,2.7,
114,TR07  ,2007JJ00,640.0,493.4,146.6,125.3,29.9,18.8,27.5,12.4,3.3,4.7,4.0,3.5,2.9,4.6,13.7,10.8,8.2,1.1,1.3,1694.6,1394.2,300.4,250.0,68.2,30.3,56.3,25.3,6.4,9.2,7.8,6.6,5.4,10.1,24.3,24.4,19.5,3.4,3.1
115,TR07  ,2008JJ00,693.4,574.1,119.3,102.8,29.1,19.4,16.6,7.5,3.2,3.3,3.1,2.0,2.1,5.3,11.3,9.4,5.0,,1.3,1682.6,1416.9,265.7,224.0,75.2,32.4,37.1,14.9,6.2,6.3,5.9,3.9,3.8,12.2,26.0,20.2,14.6,,4.0
116,TR07  ,2009JJ00,646.2,522.4,123.8,102.6,28.9,16.8,18.1,8.2,3.5,4.2,3.2,1.9,2.2,5.3,10.5,11.4,7.0,,1.9,1651.2,1398.8,252.3,212.5,74.0,27.7,33.4,16.2,6.7,6.6,5.7,3.9,4.1,12.1,21.9,19.3,14.4,,3.7
117,TR07  ,2010JJ00,654.7,507.6,147.2,122.6,26.3,18.1,22.1,12.8,3.6,5.2,5.6,3.0,3.8,6.0,16.1,10.9,10.4,1.4,1.8,1429.7,1154.1,275.6,224.1,44.7,26.1,43.3,26.2,6.3,9.4,11.0,5.6,7.0,11.0,33.6,20.0,23.1,4.0,4.4
118,TR07  ,2011JJ00,660.5,511.7,148.8,122.9,38.0,18.1,18.3,10.5,3.5,4.4,5.7,2.7,2.7,6.3,12.8,11.5,11.8,1.1,1.4,1530.5,1218.5,312.0,256.5,86.5,30.4,34.8,20.5,6.5,8.8,11.5,5.3,5.4,18.5,28.3,22.9,25.5,3.1,4.1
119,TR07  ,2012JJ00,680.6,542.7,137.9,113.0,28.5,18.2,21.2,9.1,3.5,3.8,3.8,1.9,2.8,6.8,13.4,11.4,9.7,1.9,1.9,1483.5,1220.6,262.9,213.2,53.6,28.4,43.0,18.8,6.4,7.0,6.7,3.8,5.1,16.4,24.0,22.1,19.0,4.3,4.3
120,TR08  ,1998JJ00,1870.2,1657.9,212.4,181.7,66.6,29.4,34.0,9.1,3.2,5.8,2.9,6.3,,,24.5,18.8,7.7,1.7,2.5,7241.9,6625.5,616.4,512.7,234.7,66.5,81.6,24.2,7.4,12.8,7.0,13.9,,,64.5,44.4,33.3,4.7,21.4
121,TR08  ,1999JJ00,2000.6,1748.5,252.1,224.6,81.5,31.1,41.5,10.1,4.2,6.5,4.1,5.1,,,40.5,16.6,6.7,1.7,2.6,7466.1,6693.5,772.6,679.8,323.9,81.0,102.3,24.7,11.1,13.8,9.5,12.6,,,100.9,40.9,29.4,4.3,18.3
122,TR08  ,2000JJ00,1963.9,1718.6,245.3,211.6,62.2,27.9,50.2,8.2,3.5,7.4,3.5,5.9,,,42.9,18.4,10.1,2.4,2.8,7182.6,6507.8,674.8,570.4,208.3,71.6,132.4,20.6,8.8,14.9,8.1,14.0,,,91.8,42.3,36.9,5.5,19.6
123,TR08  ,2001JJ00,1868.4,1647.5,220.9,191.4,72.2,30.5,37.7,8.9,2.8,6.7,3.5,4.9,,,24.3,15.0,10.1,2.1,2.3,6766.5,6135.3,631.3,542.2,255.1,73.6,92.9,22.2,6.4,12.7,8.1,11.5,,,59.6,36.8,33.2,4.4,14.8
124,TR08  ,2002JJ00,1784.5,1593.3,191.2,171.8,66.1,26.2,31.2,7.4,2.8,7.4,2.7,5.5,2.4,4.2,15.9,9.2,7.0,1.5,1.7,6827.2,6223.6,603.7,531.1,246.8,73.7,91.1,21.3,8.1,15.1,7.4,13.7,5.1,13.3,35.5,24.3,28.3,4.3,15.6
125,TR08  ,2003JJ00,1986.9,1752.3,234.5,212.8,91.7,35.4,31.7,7.7,2.8,8.4,3.7,7.4,3.7,6.0,14.3,11.0,7.3,1.5,1.9,7336.6,6624.5,712.1,638.0,325.2,88.5,91.3,17.6,6.5,16.9,8.8,16.5,8.2,17.1,41.4,27.5,28.7,3.7,14.2
126,TR08  ,2004JJ00,1851.1,1629.1,222.0,189.6,60.2,35.3,38.1,8.4,4.0,7.4,3.5,7.4,3.6,5.1,16.5,13.0,15.5,1.7,2.2,6327.2,5713.6,613.6,531.1,210.5,89.6,99.8,16.6,8.9,14.6,8.0,16.9,6.6,11.2,48.5,29.3,39.1,3.7,10.5
127,TR08  ,2005JJ00,1884.1,1648.5,235.5,206.3,76.7,46.7,31.7,9.2,3.7,7.0,4.3,5.3,2.9,5.2,13.5,14.5,11.0,1.7,2.1,6825.2,6136.8,688.3,605.0,287.6,113.4,78.1,23.3,9.0,12.6,10.0,14.1,4.9,13.8,38.1,32.4,24.3,3.8,22.8
128,TR08  ,2006JJ00,1816.1,1587.1,229.0,203.1,65.0,42.6,37.1,10.2,3.5,8.2,4.1,7.4,4.4,6.0,14.6,13.8,8.4,1.6,2.1,6135.2,5518.0,617.2,548.9,195.3,109.5,95.3,22.9,7.7,18.9,10.2,18.5,11.1,20.1,39.4,27.8,24.0,3.4,13.1
129,TR08  ,2007JJ00,2161.8,1927.7,234.1,213.4,75.9,49.9,28.6,10.1,4.3,5.8,4.9,5.5,3.6,6.9,17.8,9.9,7.7,1.3,1.8,7077.8,6368.7,709.1,651.6,292.7,131.0,77.1,26.5,9.9,12.5,14.5,12.1,9.6,21.8,43.8,23.5,23.2,3.7,7.1
130,TR08  ,2008JJ00,2119.3,1904.7,214.5,193.4,64.1,47.2,29.1,8.3,4.4,5.0,3.8,6.7,2.3,6.8,15.7,10.3,7.5,1.5,1.8,6770.9,6157.3,613.6,563.0,219.9,122.9,88.3,20.7,10.5,10.6,10.6,18.1,4.7,20.1,36.5,21.7,18.5,3.6,6.9
131,TR08  ,2009JJ00,1955.2,1753.5,201.7,180.9,57.4,49.9,26.3,8.9,4.3,5.7,3.7,5.3,2.3,6.7,10.3,9.3,7.9,1.3,2.3,6593.7,6029.2,564.5,498.2,184.8,127.1,66.1,20.3,9.4,13.0,10.8,13.4,5.5,20.6,27.2,23.5,27.9,3.3,11.7
132,TR08  ,2010JJ00,2072.1,1868.3,203.8,183.1,55.2,53.5,24.3,9.3,4.4,6.2,4.4,5.2,2.2,7.2,11.2,8.8,9.0,1.2,1.8,6554.4,5984.5,569.9,508.6,185.0,136.0,63.9,23.3,8.8,11.7,10.3,12.1,4.6,22.6,30.4,24.2,25.2,3.2,8.6
133,TR08  ,2011JJ00,2049.2,1835.0,214.2,194.4,61.4,58.0,23.9,10.2,5.1,5.4,4.9,4.1,3.3,6.9,11.1,7.7,8.5,2.0,1.6,6345.4,5747.2,598.2,542.8,202.4,152.0,58.3,26.1,12.0,10.7,11.5,10.9,8.1,20.5,30.4,21.8,22.0,5.4,6.2
134,TR08  ,2012JJ00,1978.8,1729.4,249.4,225.2,73.5,62.7,30.3,10.2,4.8,6.1,5.2,7.2,2.8,8.5,13.8,10.9,9.6,1.8,1.9,5927.1,5276.7,650.4,589.1,213.4,153.5,76.8,23.3,10.7,13.4,12.7,17.3,5.4,29.2,33.2,25.0,24.1,4.3,7.9
135,TR09  ,1998JJ00,107.5,89.1,18.5,17.7,9.2,1.8,1.9,1.1,,,,,,,1.8,,,,,369.5,306.7,62.9,59.7,37.0,3.8,4.9,2.5,,,,,,,5.1,,,,
136,TR09  ,1999JJ00,105.4,88.6,16.8,16.3,7.9,1.6,2.2,,,,,,,,2.4,,,,,412.4,345.4,67.0,63.9,36.3,3.8,8.8,,,,,,,,10.0,,,,
137,TR09  ,2000JJ00,102.0,85.9,16.1,15.3,6.9,1.4,2.7,,,,,,,,1.9,,,,,409.1,353.2,56.0,52.6,20.9,3.0,15.1,,,,,,,,7.1,,,,
138,TR09  ,2001JJ00,107.9,86.1,21.8,19.0,7.7,2.9,3.0,,,,,,,,2.7,2.6,,,,439.0,370.3,68.8,62.1,24.6,13.9,8.5,,,,,,,,8.9,5.9,,,
139,TR09  ,2002JJ00,97.0,76.8,20.2,19.0,7.1,2.5,3.9,1.4,,,,,,,1.4,1.2,,,,321.1,273.3,47.8,44.5,14.3,6.3,9.6,3.2,,,,,,,3.8,2.9,,,
140,TR09  ,2003JJ00,143.1,116.3,26.8,24.9,12.9,3.7,3.4,1.0,,,,,,,1.8,1.5,,,,539.2,468.3,70.9,64.7,34.5,10.1,8.0,2.5,,,,,,,4.4,3.1,,,
141,TR09  ,2004JJ00,125.3,112.6,12.7,12.3,5.5,1.6,1.3,,,,,,,,2.0,,,,,507.9,461.5,46.4,44.9,22.6,4.4,3.0,,,,,,,,9.2,,,,
142,TR09  ,2005JJ00,117.1,101.8,15.3,14.8,8.0,2.2,1.9,,,,,,,,1.1,,,,,389.2,336.4,52.7,51.3,33.4,6.1,4.7,,,,,,,,3.2,,,,
143,TR09  ,2006JJ00,156.6,134.5,22.1,20.8,10.2,2.2,3.3,1.1,,,,,,,1.8,,,,,550.4,486.4,64.0,61.5,34.4,6.7,9.4,2.0,,,,,,,3.3,,,,
144,TR09  ,2007JJ00,175.2,138.6,36.6,34.6,16.9,4.4,3.8,2.7,,,,,,1.0,3.2,1.1,,,,587.7,489.8,97.9,93.2,56.5,11.0,7.1,6.0,,,,,,2.3,6.1,2.4,,,
145,TR09  ,2008JJ00,163.3,132.2,31.1,29.0,10.8,4.3,3.7,1.3,,,,,,,5.0,1.2,,,,536.9,470.3,66.6,61.6,28.5,8.9,7.7,2.3,,,,,,,6.5,2.7,,,
146,TR09  ,2009JJ00,143.0,123.1,19.9,18.1,5.1,,2.6,1.7,1.2,,,,,,3.5,,,,,453.8,432.9,20.9,16.8,,,3.8,2.5,1.8,,,,,,5.5,,,,
147,TR09  ,2010JJ00,158.8,129.7,29.1,27.1,8.5,4.3,3.7,1.5,,1.0,,,,1.4,4.4,1.2,,,,509.1,458.1,51.0,46.9,12.9,8.2,7.1,2.3,,3.2,,,,2.0,7.4,2.4,,,
148,TR09  ,2011JJ00,172.8,150.6,22.2,20.0,6.1,3.8,2.6,1.5,,,,,,,2.5,,1.0,,,510.7,467.1,43.6,39.4,13.8,7.3,4.7,2.8,,,,,,,3.9,,1.6,,
149,TR09  ,2012JJ00,179.2,155.3,23.9,20.9,7.6,4.2,2.4,1.3,,,,,,1.1,1.9,1.4,1.2,,,488.2,436.8,51.4,46.8,21.0,9.5,3.7,2.8,,,,,,2.7,3.0,2.0,2.0,,
150,TR10  ,1998JJ00,464.2,426.1,38.0,37.2,25.2,3.3,3.9,,,,,,,,3.6,,,,,1730.2,1602.6,127.7,125.4,93.6,8.6,8.9,,,,,,,,11.2,,,,
151,TR10  ,1999JJ00,556.4,504.0,52.4,50.2,29.5,3.5,5.2,2.5,,1.7,1.1,1.2,,,5.1,1.2,,,,1923.8,1790.5,133.3,128.6,88.0,7.1,9.6,4.8,,2.4,1.8,2.3,,,11.7,2.9,,,
152,TR10  ,2000JJ00,562.1,515.4,46.7,42.0,25.0,5.4,4.8,1.1,,,,,,,3.8,3.1,1.2,,,1793.7,1675.6,118.1,109.3,75.7,7.6,10.7,2.1,,,,,,,8.6,5.3,2.4,,
153,TR10  ,2001JJ00,522.8,496.4,26.5,26.1,11.9,4.3,2.2,1.0,,,,,,,5.3,,,,,1898.7,1816.2,82.5,81.4,40.9,10.7,7.2,2.3,,,,,,,16.8,,,,
154,TR10  ,2002JJ00,536.8,482.7,54.1,53.2,38.6,3.7,2.8,1.1,,1.5,,,1.9,,1.4,,,,,1939.1,1767.2,171.9,169.2,139.3,8.6,1.8,1.0,,3.0,,,5.0,,8.0,,,,
155,TR10  ,2003JJ00,529.5,485.5,44.0,42.7,30.0,6.4,1.9,,,,,,,1.2,1.2,,,,,1793.8,1665.5,128.4,126.5,93.9,17.6,4.5,,,,,,,2.3,2.1,,,,
156,TR10  ,2004JJ00,500.7,456.7,44.0,42.1,24.7,6.5,2.8,1.2,,,,1.4,,,2.2,1.0,,,,1900.9,1755.0,145.9,140.5,95.5,18.8,6.5,2.7,,,,4.6,,,5.4,3.3,,,
157,TR10  ,2005JJ00,485.3,421.9,63.5,61.8,37.3,6.4,5.0,2.3,,,,,1.3,3.8,3.0,,,,,1916.5,1729.3,187.2,184.0,134.5,14.9,9.7,3.4,,,,,3.2,7.7,5.5,,,,
158,TR10  ,2006JJ00,584.3,526.7,57.6,55.6,38.2,8.2,3.1,1.4,,,,,,,1.2,1.5,,,,2177.3,1964.9,212.4,209.4,166.0,19.4,9.1,4.0,,,,,,,3.2,2.7,,,
