ID,SBI93,Perioden,Winning_1,EnergieAanvoer_2,EnergieAflevering_3,AanvoerMinusAflevering_4,Voorraadmutatie_5,Verbruikssaldo_6,TotaalInzet_7,InzetElektriciteitWKKOmzetting_8,InzetAndereOmzetting_9,TotaalProductie_10,ProductieElektriciteitWKKOmzetting_11,ProductieAndereOmzetting_12,TotaalSaldoEnergieomzetting_13,SaldoElektriciteitWKKOmzetting_14,SaldoAndereOmzetting_15,TotaalFinaalVerbruik_16,FinaalEnergieverbruik_17,NietEnergetischGebruik_18
0,1     ,2000KW01,887.4,3869.6,3908.3,-38.7,15.7,864.4,1190.7,236.6,954.2,1074.5,140.0,934.5,116.2,96.6,19.7,748.2,631.8,116.4
1,1     ,2000KW02,463.1,3569.9,3286.7,283.1,-71.0,675.2,1101.4,210.4,891.0,991.7,119.9,871.8,109.7,90.5,19.2,565.5,439.5,126.0
2,1     ,2000KW03,346.1,3630.3,3299.4,330.9,-28.8,648.2,1197.4,214.9,982.6,1074.4,119.9,954.5,123.0,95.0,28.0,525.2,395.5,129.6
3,1     ,2000KW04,704.4,4064.0,3891.3,172.7,-14.3,862.8,1309.6,234.1,1075.5,1183.5,139.4,1044.1,126.1,94.7,31.4,736.7,612.7,124.0
4,1     ,2000JJ00,2401.0,15133.8,14385.7,748.0,-98.4,3050.6,4799.1,896.0,3903.3,4324.1,519.2,3804.9,475.0,376.8,98.3,2575.6,2079.5,496.0
5,1     ,2001KW01,894.3,4172.6,4105.1,67.5,-35.6,926.2,1244.7,248.3,996.4,1112.1,145.3,966.9,132.6,103.0,29.6,793.7,667.1,126.5
6,1     ,2001KW02,515.1,3767.5,3609.0,158.4,26.5,700.1,1213.5,223.7,989.7,1088.8,125.2,963.6,124.6,98.5,26.2,575.4,453.2,122.2
7,1     ,2001KW03,380.4,3733.2,3407.0,326.2,-44.1,662.4,1200.7,222.2,978.5,1074.1,121.3,952.8,126.6,100.9,25.7,535.9,406.4,129.5
8,1     ,2001KW04,772.8,3899.9,3859.1,40.8,41.8,855.5,1251.9,246.2,1005.7,1121.1,141.0,980.1,130.7,105.2,25.5,724.8,599.3,125.4
9,1     ,2001JJ00,2562.6,15573.2,14980.2,592.9,-11.4,3144.2,4910.8,940.4,3970.3,4396.1,532.8,3863.4,514.5,407.6,107.0,2629.8,2126.0,503.6
10,1     ,2002KW01,845.2,4148.6,4083.1,65.5,-16.8,893.8,1273.5,248.7,1024.8,1144.6,145.7,998.9,128.9,103.1,25.8,764.9,638.7,126.2
11,1     ,2002KW02,489.4,3743.7,3554.8,188.9,15.4,693.8,1173.7,225.2,948.6,1045.8,124.9,920.9,127.9,100.3,27.7,565.9,443.5,122.3
12,1     ,2002KW03,405.7,3623.8,3431.9,191.9,60.1,657.8,1210.0,224.6,985.5,1082.8,123.4,959.5,127.2,101.2,26.0,530.8,406.0,124.8
13,1     ,2002KW04,777.9,4241.4,4124.6,116.8,3.9,898.7,1250.0,253.5,996.5,1114.8,145.7,969.2,135.1,107.8,27.3,763.5,628.5,135.0
14,1     ,2002JJ00,2518.2,15757.5,15194.4,563.1,62.6,3144.1,4907.2,952.0,3955.4,4388.0,539.7,3848.5,519.1,412.4,106.8,2625.1,2116.7,508.3
15,1     ,2003KW01,918.8,4112.3,4144.2,-31.9,47.4,934.3,1253.4,254.4,999.0,1122.1,148.0,974.0,131.3,106.4,25.0,802.7,674.6,128.1
16,1     ,2003KW02,390.0,3850.4,3467.2,383.2,-57.6,715.7,1270.5,226.2,1044.3,1145.5,125.5,1020.0,124.9,100.7,24.3,590.9,451.8,139.0
17,1     ,2003KW03,318.3,3776.5,3389.1,387.4,-31.7,674.0,1358.0,231.1,1126.9,1218.7,124.3,1094.4,139.3,106.8,32.5,534.7,394.8,139.8
18,2     ,2000KW01,884.1,3026.1,3770.4,-744.3,14.6,154.3,944.3,200.6,743.7,838.7,112.4,726.2,105.6,88.2,17.5,48.8,48.8,0.0
19,2     ,2000KW02,460.0,2930.4,3170.6,-240.2,-78.8,141.1,892.9,179.5,713.4,793.6,96.5,697.1,99.2,83.0,16.2,41.8,41.8,0.0
20,2     ,2000KW03,343.4,3015.1,3177.5,-162.4,-26.2,154.8,951.9,183.6,768.3,839.6,96.2,743.4,112.3,87.4,24.9,42.5,42.5,0.0
21,2     ,2000KW04,699.3,3236.2,3764.7,-528.5,-9.0,161.8,1053.0,196.1,856.9,938.4,109.7,828.7,114.6,86.4,28.2,47.2,47.2,0.0
22,2     ,2000JJ00,2386.8,12207.8,13883.2,-1675.4,-99.4,612.0,3842.1,759.8,3082.3,3410.3,414.8,2995.4,431.7,345.0,86.8,180.3,180.3,0.0
23,2     ,2001KW01,890.5,3292.9,3970.3,-677.4,-42.7,170.5,986.7,213.7,773.0,864.7,118.7,746.1,122.0,95.0,26.9,48.6,48.6,0.0
24,2     ,2001KW02,511.4,3082.8,3468.3,-385.5,32.2,158.1,963.5,192.9,770.7,848.1,101.7,746.4,115.4,91.2,24.3,42.6,42.6,0.0
25,2     ,2001KW03,377.2,3099.1,3272.2,-173.1,-44.7,159.4,948.7,191.3,757.4,831.9,98.3,733.6,116.8,93.0,23.8,42.6,42.6,0.0
26,2     ,2001KW04,769.6,3094.9,3732.7,-637.7,38.7,170.6,1013.3,209.4,804.0,893.8,112.5,781.3,119.6,96.9,22.7,51.0,51.0,0.0
27,2     ,2001JJ00,2548.7,12569.7,14443.5,-1873.7,-16.5,658.6,3912.2,807.3,3105.1,3438.5,431.2,3007.4,473.8,376.1,97.7,184.8,184.8,0.0
28,2     ,2002KW01,841.1,3294.0,3947.7,-653.7,-19.1,168.4,1037.7,215.2,822.5,919.7,120.1,799.6,118.1,95.2,22.9,50.3,50.3,0.0
29,2     ,2002KW02,485.6,3084.1,3425.1,-341.0,14.8,159.4,946.9,195.5,751.4,831.0,102.4,728.5,115.9,93.1,22.8,43.5,43.5,0.0
30,2     ,2002KW03,402.1,2986.1,3288.9,-302.8,61.3,160.7,965.3,194.2,771.1,846.6,100.1,746.4,118.7,94.0,24.7,42.1,42.1,0.0
31,2     ,2002KW04,773.9,3370.5,3983.7,-613.2,6.4,167.1,988.8,215.7,773.1,866.4,116.8,749.6,122.4,98.9,23.5,44.6,44.6,0.0
32,2     ,2002JJ00,2502.7,12734.7,14645.4,-1910.7,63.4,655.6,3938.7,820.6,3118.1,3463.7,439.4,3024.1,475.1,381.2,93.9,180.5,180.5,0.0
33,2     ,2003KW01,914.5,3204.4,3995.9,-791.5,46.7,169.7,1006.6,220.1,786.5,885.9,121.6,764.3,120.7,98.5,22.2,48.7,48.7,0.0
34,2     ,2003KW02,386.1,3138.7,3313.6,-174.9,-52.0,159.1,1026.8,195.1,831.7,911.0,102.5,808.5,115.9,92.6,23.3,43.3,43.3,0.0
35,2     ,2003KW03,314.9,3105.9,3219.9,-114.0,-31.6,169.3,1092.4,202.0,890.4,966.2,102.6,863.5,126.2,99.4,26.8,43.1,43.1,0.0
36,2.1   ,2000KW01,859.6,121.5,967.3,-845.8,-2.8,11.0,4.6,0.2,4.3,4.4,0.2,4.2,0.2,0.0,0.1,10.8,10.8,0.0
37,2.1   ,2000KW02,437.1,123.9,552.8,-428.8,-0.4,7.9,1.2,0.2,1.0,1.1,0.2,0.9,0.1,0.0,0.0,7.8,7.8,0.0
38,2.1   ,2000KW03,319.7,123.8,436.4,-312.7,0.0,7.0,1.6,0.3,1.3,1.5,0.2,1.2,0.1,0.1,0.0,6.9,6.9,0.0
39,2.1   ,2000KW04,676.2,154.7,819.4,-664.7,-2.3,9.2,1.4,0.3,1.1,1.3,0.2,1.0,0.1,0.1,0.0,9.1,9.1,0.0
40,2.1   ,2000JJ00,2292.6,523.9,2775.9,-2252.0,-5.5,35.1,8.8,1.0,7.7,8.3,0.8,7.3,0.5,0.2,0.1,34.6,34.6,0.0
41,2.1   ,2001KW01,866.1,157.9,1018.0,-860.1,4.0,9.9,0.6,0.2,0.4,0.5,0.2,0.3,0.1,0.0,0.0,9.9,9.9,0.0
42,2.1   ,2001KW02,486.9,155.0,634.3,-479.3,0.2,7.9,2.0,0.2,1.7,1.9,0.2,1.7,0.1,0.0,0.1,7.8,7.8,0.0
43,2.1   ,2001KW03,354.8,156.9,505.4,-348.5,0.7,7.0,1.1,0.3,0.8,1.0,0.2,0.8,0.1,0.1,0.0,7.0,7.0,0.0
44,2.1   ,2001KW04,744.4,176.9,907.0,-730.2,-0.5,13.8,1.8,0.2,1.6,1.7,0.2,1.5,0.1,0.1,0.0,13.7,13.7,0.0
45,2.1   ,2001JJ00,2452.2,646.7,3064.7,-2418.1,4.4,38.6,5.5,0.9,4.5,5.1,0.8,4.3,0.4,0.2,0.1,38.4,38.4,0.0
46,2.1   ,2002KW01,816.1,181.7,982.9,-801.2,-2.2,12.7,2.6,0.2,2.4,2.5,0.2,2.3,0.1,0.1,0.1,12.6,12.6,0.0
47,2.1   ,2002KW02,461.7,182.2,632.3,-450.1,-1.9,9.7,2.5,0.2,2.3,2.4,0.2,2.3,0.1,0.0,0.1,9.6,9.6,0.0
48,2.1   ,2002KW03,379.2,184.4,556.6,-372.1,0.5,7.6,1.8,0.2,1.6,1.7,0.2,1.6,0.1,0.0,0.0,7.5,7.5,0.0
49,2.1   ,2002KW04,749.5,228.8,971.3,-742.5,2.9,9.9,0.9,0.3,0.6,0.9,0.3,0.6,0.1,0.0,0.0,9.8,9.8,0.0
50,2.1   ,2002JJ00,2406.5,777.1,3143.1,-2365.9,-0.7,39.9,7.8,0.9,6.9,7.5,0.9,6.8,0.4,0.1,0.2,39.5,39.5,0.0
51,2.1   ,2003KW01,888.5,214.9,1088.9,-874.0,-1.7,12.8,2.6,0.0,2.6,2.5,0.0,2.5,0.1,0.0,0.1,12.7,12.7,0.0
52,2.1   ,2003KW02,360.0,202.1,553.8,-351.7,-0.8,7.5,1.4,0.0,1.4,1.4,0.0,1.4,0.0,0.0,0.0,7.5,7.5,0.0
53,2.1   ,2003KW03,290.0,169.8,455.0,-285.3,1.9,6.7,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,6.6,6.6,0.0
54,2.2   ,2000KW01,22.9,1327.5,1219.3,108.2,2.3,133.4,903.8,187.3,716.6,801.7,102.4,699.3,102.1,84.8,17.3,31.3,31.3,0.0
55,2.2   ,2000KW02,21.6,1323.0,1181.3,141.7,-37.7,125.6,864.3,170.9,693.5,767.5,90.2,677.4,96.8,80.7,16.1,28.7,28.7,0.0
56,2.2   ,2000KW03,22.3,1370.7,1237.5,133.2,-15.3,140.2,926.5,177.3,749.2,816.6,92.2,724.4,109.9,85.1,24.7,30.3,30.3,0.0
57,2.2   ,2000KW04,21.5,1406.4,1293.0,113.4,7.7,142.6,1020.1,186.0,834.2,908.7,102.6,806.1,111.5,83.4,28.1,31.1,31.1,0.0
58,2.2   ,2000JJ00,88.3,5427.6,4931.1,496.5,-43.0,541.8,3714.7,721.5,2993.5,3294.5,387.4,2907.2,420.3,334.0,86.2,121.4,121.4,0.0
59,2.2   ,2001KW01,22.9,1372.8,1205.4,167.5,-40.4,150.0,949.6,200.0,749.5,831.2,108.5,722.7,118.4,91.5,26.8,31.7,31.7,0.0
60,2.2   ,2001KW02,22.8,1324.2,1230.7,93.5,25.6,142.0,932.1,183.8,748.3,819.4,95.2,724.1,112.8,88.5,24.2,29.2,29.2,0.0
61,2.2   ,2001KW03,21.1,1389.7,1221.1,168.6,-44.9,144.8,919.1,184.5,734.6,804.6,93.8,710.8,114.5,90.7,23.8,30.3,30.3,0.0
62,2.2   ,2001KW04,23.7,1352.5,1276.9,75.6,47.7,147.1,977.8,200.1,777.6,861.0,106.0,755.0,116.7,94.1,22.6,30.4,30.4,0.0
63,2.2   ,2001JJ00,90.5,5439.2,4934.1,505.2,-12.0,583.9,3778.6,768.4,3010.0,3316.2,403.5,2912.6,462.4,364.8,97.4,121.6,121.6,0.0
64,2.2   ,2002KW01,23.4,1332.8,1214.0,118.8,2.5,144.7,974.0,201.2,772.8,859.4,109.5,749.9,114.5,91.7,22.8,30.2,30.2,0.0
65,2.2   ,2002KW02,22.9,1306.6,1177.5,129.1,-10.5,141.5,895.3,186.1,709.2,781.7,95.4,686.3,113.6,90.8,22.8,27.9,27.9,0.0
66,2.2   ,2002KW03,21.7,1294.2,1192.4,101.7,22.0,145.5,924.1,187.3,736.8,807.4,95.3,712.1,116.7,92.0,24.6,29.0,29.0,0.0
67,2.2   ,2002KW04,22.8,1311.0,1200.1,110.9,13.8,147.6,929.5,206.4,723.0,809.7,110.0,699.7,119.8,96.4,23.3,27.8,27.8,0.0
68,2.2   ,2002JJ00,90.8,5244.6,4784.0,460.5,27.8,579.3,3722.9,781.0,2941.8,3258.2,410.2,2848.0,464.6,370.9,93.5,114.9,114.9,0.0
69,2.2   ,2003KW01,24.3,1264.2,1165.0,99.2,23.4,146.9,937.8,210.4,727.4,819.7,114.4,705.3,118.1,96.0,22.1,28.5,28.5,0.0
70,2.2   ,2003KW02,24.3,1408.9,1255.3,153.6,-33.6,144.2,967.5,189.3,778.2,853.2,98.4,754.8,114.2,90.9,23.4,30.1,30.1,0.0
71,2.2   ,2003KW03,23.5,1356.9,1225.0,131.9,0.5,155.8,1037.8,197.5,840.3,913.0,99.7,813.3,124.8,97.8,27.0,31.0,31.0,0.0
72,2.2.1 ,2000KW01,0.0,17.2,18.1,-0.8,4.0,3.1,22.9,0.0,22.9,19.7,0.0,19.7,3.2,0.0,3.2,0.0,0.0,0.0
73,2.2.1 ,2000KW02,0.0,20.8,17.9,2.9,0.1,3.1,22.8,0.0,22.8,19.7,0.0,19.7,3.1,0.0,3.1,0.0,0.0,0.0
74,2.2.1 ,2000KW03,0.0,20.3,19.4,0.9,2.3,3.2,24.3,0.0,24.3,21.1,0.0,21.1,3.2,0.0,3.2,0.0,0.0,0.0
75,2.2.1 ,2000KW04,0.0,23.1,18.9,4.2,-1.0,3.1,24.1,0.0,24.1,20.9,0.0,20.9,3.1,0.0,3.1,0.0,0.0,0.0
76,2.2.1 ,2000JJ00,0.0,81.4,74.3,7.2,5.4,12.5,94.1,0.0,94.1,81.4,0.0,81.4,12.6,0.0,12.6,0.0,0.0,0.0
77,2.2.1 ,2001KW01,0.0,20.9,18.7,2.1,1.1,3.2,24.0,0.0,24.0,20.7,0.0,20.7,3.2,0.0,3.2,0.0,0.0,0.0
78,2.2.1 ,2001KW02,0.0,23.8,19.0,4.8,-1.5,3.3,24.2,0.0,24.2,20.9,0.0,20.9,3.3,0.0,3.3,0.0,0.0,0.0
79,2.2.1 ,2001KW03,0.0,20.6,19.0,1.6,1.8,3.4,24.4,0.0,24.4,21.1,0.0,21.1,3.4,0.0,3.4,0.0,0.0,0.0
80,2.2.1 ,2001KW04,0.0,31.0,19.1,11.9,-8.6,3.3,24.5,0.0,24.5,21.2,0.0,21.2,3.3,0.0,3.3,0.0,0.0,0.0
81,2.2.1 ,2001JJ00,0.0,96.3,75.8,20.4,-7.2,13.2,97.1,0.0,97.1,83.9,0.0,83.9,13.2,0.0,13.2,0.0,0.0,0.0
82,2.2.1 ,2002KW01,0.0,15.8,18.0,-2.2,5.4,3.2,23.1,0.0,23.1,19.9,0.0,19.9,3.2,0.0,3.2,0.0,0.0,0.0
83,2.2.1 ,2002KW02,0.0,23.7,18.0,5.7,-2.5,3.3,23.1,0.0,23.1,19.9,0.0,19.9,3.3,0.0,3.3,0.0,0.0,0.0
84,2.2.1 ,2002KW03,0.0,21.9,18.4,3.6,-0.3,3.2,23.4,0.0,23.4,20.2,0.0,20.2,3.2,0.0,3.2,0.0,0.0,0.0
85,2.2.1 ,2002KW04,0.0,23.3,18.9,4.4,-0.6,3.9,24.0,0.0,24.0,20.2,0.0,20.2,3.9,0.0,3.9,0.0,0.0,0.0
86,2.2.1 ,2002JJ00,0.0,84.7,73.3,11.5,2.0,13.6,93.6,0.0,93.6,80.2,0.0,80.2,13.6,0.0,13.6,0.0,0.0,0.0
87,2.2.1 ,2003KW01,0.0,17.0,18.2,-1.1,4.8,3.7,23.7,0.0,23.7,20.0,0.0,20.0,3.7,0.0,3.7,0.0,0.0,0.0
88,2.2.1 ,2003KW02,0.0,25.6,19.7,5.9,-2.2,3.6,24.2,0.0,24.2,20.4,0.0,20.4,3.8,0.0,3.8,0.0,0.0,0.0
89,2.2.1 ,2003KW03,0.0,21.9,19.2,2.7,1.1,3.8,24.8,0.0,24.8,21.0,0.0,21.0,3.8,0.0,3.8,0.0,0.0,0.0
90,2.2.2 ,2000KW01,0.0,1143.2,1099.3,44.0,-1.7,42.3,696.4,11.5,685.0,685.5,8.8,676.7,11.0,2.7,8.3,31.3,31.3,0.0
91,2.2.2 ,2000KW02,0.0,1150.0,1074.1,75.9,-37.8,38.1,672.6,9.9,662.6,663.2,8.3,654.9,9.3,1.6,7.7,28.7,28.7,0.0
92,2.2.2 ,2000KW03,0.0,1192.6,1126.9,65.7,-17.6,48.0,727.5,12.4,715.2,709.8,9.2,700.6,17.7,3.2,14.6,30.3,30.3,0.0
93,2.2.2 ,2000KW04,0.0,1215.7,1169.8,45.9,6.0,51.8,812.9,12.1,800.8,792.1,9.5,782.6,20.7,2.6,18.2,31.1,31.1,0.0
94,2.2.2 ,2000JJ00,0.0,4701.5,4470.1,231.5,-51.1,180.2,2909.4,45.9,2863.6,2850.6,35.8,2814.8,58.7,10.1,48.8,121.4,121.4,0.0
95,2.2.2 ,2001KW01,0.0,1171.6,1076.4,95.1,-43.6,51.5,728.8,12.1,716.7,709.0,9.4,699.5,19.8,2.6,17.2,31.7,31.7,0.0
96,2.2.2 ,2001KW02,0.0,1133.6,1117.0,16.6,29.2,45.8,725.8,10.6,715.2,709.3,8.3,701.0,16.6,2.3,14.2,29.2,29.2,0.0
97,2.2.2 ,2001KW03,0.0,1198.9,1110.3,88.6,-43.2,45.4,711.6,10.4,701.3,696.2,8.8,687.5,15.4,1.6,13.8,30.0,30.0,0.0
98,2.2.2 ,2001KW04,0.0,1153.7,1152.8,0.9,47.4,48.3,758.4,11.6,746.8,740.5,9.5,731.0,17.9,2.1,15.8,30.4,30.4,0.0
99,2.2.2 ,2001JJ00,0.0,4657.8,4456.5,201.2,-10.2,191.0,2924.6,44.7,2880.0,2855.0,36.0,2819.0,69.7,8.6,61.0,121.3,121.3,0.0
100,2.2.2 ,2002KW01,0.0,1136.3,1089.0,47.3,-2.4,44.9,752.0,11.4,740.7,737.3,9.2,728.1,14.7,2.1,12.6,30.2,30.2,0.0
101,2.2.2 ,2002KW02,0.0,1111.4,1065.3,46.1,-4.4,41.7,687.7,10.9,676.8,673.8,8.9,664.9,13.8,1.9,11.9,27.9,27.9,0.0
102,2.2.2 ,2002KW03,0.0,1105.6,1080.0,25.5,19.1,44.7,714.7,10.9,703.8,698.7,8.6,690.2,15.9,2.3,13.6,28.7,28.7,0.0
103,2.2.2 ,2002KW04,0.0,1099.5,1072.5,27.0,15.3,42.3,700.9,11.4,689.5,686.3,8.8,677.5,14.6,2.6,12.0,27.8,27.8,0.0
104,2.2.2 ,2002JJ00,0.0,4452.8,4306.8,145.9,27.6,173.6,2855.3,44.6,2810.8,2796.1,35.5,2760.7,59.0,8.9,50.1,114.6,114.6,0.0
105,2.2.2 ,2003KW01,0.0,1057.4,1032.5,24.9,18.5,43.4,707.8,11.6,696.1,692.5,9.3,683.2,15.2,2.3,12.9,28.2,28.2,0.0
106,2.2.2 ,2003KW02,0.0,1212.1,1134.7,77.4,-32.2,45.2,756.7,11.0,745.7,741.5,9.1,732.5,15.1,1.9,13.2,30.1,30.1,0.0
107,2.2.2 ,2003KW03,0.0,1156.9,1107.0,49.9,-1.4,48.5,816.5,10.9,805.6,799.0,9.0,790.1,17.4,1.9,15.5,31.0,31.0,0.0
108,2.2.3 ,2000KW01,10.8,113.2,60.2,53.0,0.1,63.9,126.2,126.2,0.0,62.3,62.3,0.0,63.9,63.9,0.0,0.0,0.0,0.0
109,2.2.3 ,2000KW02,10.6,104.1,53.5,50.6,0.0,61.2,116.7,116.7,0.0,55.4,55.4,0.0,61.2,61.2,0.0,0.0,0.0,0.0
110,2.2.3 ,2000KW03,10.7,107.4,53.9,53.6,0.0,64.2,120.1,120.1,0.0,55.9,55.9,0.0,64.2,64.2,0.0,0.0,0.0,0.0
111,2.2.3 ,2000KW04,9.0,114.0,63.3,50.7,2.7,62.5,125.1,125.1,0.0,62.6,62.6,0.0,62.5,62.5,0.0,0.0,0.0,0.0
112,2.2.3 ,2000JJ00,41.1,438.7,230.9,207.9,2.8,251.8,488.1,488.1,0.0,236.2,236.2,0.0,251.8,251.8,0.0,0.0,0.0,0.0
113,2.2.3 ,2001KW01,11.4,127.9,70.3,57.6,2.1,71.2,140.4,140.4,0.0,69.2,69.2,0.0,71.2,71.2,0.0,0.0,0.0,0.0
114,2.2.3 ,2001KW02,11.6,120.0,59.4,60.6,-2.1,70.2,131.5,131.5,0.0,61.3,61.3,0.0,70.2,70.2,0.0,0.0,0.0,0.0
115,2.2.3 ,2001KW03,9.7,123.2,57.3,65.8,-3.4,72.0,131.5,131.5,0.0,59.4,59.4,0.0,72.1,72.1,0.0,0.0,0.0,0.0
116,2.2.3 ,2001KW04,11.8,119.1,66.6,52.5,9.0,73.3,141.4,141.4,0.0,68.2,68.2,0.0,73.3,73.3,0.0,0.0,0.0,0.0
117,2.2.3 ,2001JJ00,44.5,490.2,253.6,236.5,5.6,286.7,544.8,544.8,0.0,258.1,258.1,0.0,286.8,286.8,0.0,0.0,0.0,0.0
118,2.2.3 ,2002KW01,11.6,130.0,69.1,60.8,-0.6,71.9,143.3,143.3,0.0,71.4,71.4,0.0,71.9,71.9,0.0,0.0,0.0,0.0
119,2.2.3 ,2002KW02,11.4,126.1,61.2,64.9,-3.6,72.7,135.7,135.7,0.0,63.0,63.0,0.0,72.7,72.7,0.0,0.0,0.0,0.0
120,2.2.3 ,2002KW03,10.4,120.1,60.2,59.9,3.2,73.4,135.8,135.8,0.0,62.2,62.2,0.0,73.6,73.6,0.0,0.0,0.0,0.0
121,2.2.3 ,2002KW04,11.4,137.4,70.7,66.7,-0.9,77.1,149.8,149.8,0.0,72.7,72.7,0.0,77.1,77.1,0.0,0.0,0.0,0.0
122,2.2.3 ,2002JJ00,44.8,513.6,261.2,252.3,-1.9,295.1,564.6,564.6,0.0,269.3,269.3,0.0,295.3,295.3,0.0,0.0,0.0,0.0
123,2.2.3 ,2003KW01,12.0,139.3,73.8,65.5,0.1,77.5,153.3,153.3,0.0,76.1,76.1,0.0,77.2,77.2,0.0,0.0,0.0,0.0
124,2.2.3 ,2003KW02,11.8,120.4,60.8,59.6,0.8,72.2,135.2,135.2,0.0,63.0,63.0,0.0,72.2,72.2,0.0,0.0,0.0,0.0
125,2.2.3 ,2003KW03,11.0,129.9,63.3,66.6,0.8,78.5,144.1,144.1,0.0,65.6,65.6,0.0,78.4,78.4,0.0,0.0,0.0,0.0
126,2.2.4 ,2000KW01,0.3,53.2,37.5,15.7,0.0,16.0,47.6,38.9,8.7,31.6,28.8,2.9,16.0,10.2,5.8,0.0,0.0,0.0
127,2.2.4 ,2000KW02,0.2,47.3,32.0,15.4,0.0,15.5,42.4,34.3,8.1,26.8,24.1,2.7,15.5,10.2,5.3,0.0,0.0,0.0
128,2.2.4 ,2000KW03,0.2,49.7,33.2,16.5,0.0,16.7,44.3,34.6,9.7,27.6,24.8,2.8,16.7,9.8,6.9,0.0,0.0,0.0
129,2.2.4 ,2000KW04,0.5,53.0,36.6,16.4,0.0,17.0,47.4,38.1,9.3,30.4,27.9,2.5,17.0,10.1,6.8,0.0,0.0,0.0
130,2.2.4 ,2000JJ00,1.2,203.2,139.3,64.0,0.0,65.2,181.7,145.9,35.8,116.4,105.6,10.9,65.2,40.3,24.8,0.0,0.0,0.0
131,2.2.4 ,2001KW01,0.3,51.8,35.7,16.1,0.0,16.5,46.0,37.2,8.8,29.6,27.2,2.4,16.5,10.0,6.4,0.0,0.0,0.0
132,2.2.4 ,2001KW02,0.4,46.2,31.1,15.1,0.0,15.5,40.7,31.8,8.9,25.2,23.0,2.2,15.5,8.8,6.6,0.0,0.0,0.0
133,2.2.4 ,2001KW03,0.4,46.3,30.8,15.6,0.0,15.9,41.4,32.5,8.9,25.5,23.2,2.3,15.9,9.3,6.6,0.0,0.0,0.0
134,2.2.4 ,2001KW04,0.5,48.0,34.3,13.7,0.0,14.2,42.7,36.5,6.3,28.6,25.9,2.7,14.2,10.6,3.5,0.0,0.0,0.0
135,2.2.4 ,2001JJ00,1.6,192.3,131.9,60.5,0.0,62.1,170.8,138.0,32.9,108.9,99.3,9.6,62.1,38.7,23.1,0.0,0.0,0.0
136,2.2.4 ,2002KW01,0.7,49.8,33.5,16.3,0.0,17.0,45.1,36.0,9.0,28.1,26.1,2.0,17.0,9.9,7.0,0.0,0.0,0.0
137,2.2.4 ,2002KW02,0.4,44.7,28.8,15.9,0.0,16.3,38.8,29.6,9.2,22.5,21.0,1.5,16.3,8.6,7.7,0.0,0.0,0.0
138,2.2.4 ,2002KW03,0.2,45.8,29.9,15.9,0.0,16.1,40.1,30.5,9.6,23.9,22.1,1.8,16.1,8.4,7.8,0.0,0.0,0.0
139,2.2.4 ,2002KW04,0.4,50.2,34.0,16.2,0.0,16.5,44.2,34.7,9.6,27.7,25.6,2.1,16.5,9.0,7.5,0.0,0.0,0.0
140,2.2.4 ,2002JJ00,1.7,190.5,126.2,64.3,0.0,65.9,168.2,130.8,37.4,102.2,94.8,7.4,65.9,35.9,30.0,0.0,0.0,0.0
141,2.2.4 ,2003KW01,0.6,49.6,36.2,13.4,0.0,14.0,42.2,34.7,7.5,28.2,26.2,2.1,14.0,8.5,5.5,0.0,0.0,0.0
142,2.2.4 ,2003KW02,0.3,49.6,35.0,14.6,0.0,14.9,40.5,32.7,7.9,25.7,23.8,1.9,14.8,8.9,6.0,0.1,0.1,0.0
143,2.2.4 ,2003KW03,0.2,47.3,30.9,16.4,0.0,16.5,41.1,31.5,9.6,24.6,22.4,2.1,16.5,9.1,7.4,0.0,0.0,0.0
144,2.2.5 ,2000KW01,11.7,0.6,4.3,-3.6,0.0,8.1,10.7,10.7,0.0,2.6,2.6,0.0,8.1,8.1,0.0,0.0,0.0,0.0
145,2.2.5 ,2000KW02,10.8,0.6,3.8,-3.2,0.0,7.7,10.0,10.0,0.0,2.3,2.3,0.0,7.7,7.7,0.0,0.0,0.0,0.0
146,2.2.5 ,2000KW03,11.5,0.6,4.2,-3.5,0.0,7.9,10.2,10.2,0.0,2.3,2.3,0.0,7.9,7.9,0.0,0.0,0.0,0.0
147,2.2.5 ,2000KW04,11.9,0.6,4.4,-3.8,0.0,8.2,10.7,10.7,0.0,2.5,2.5,0.0,8.2,8.2,0.0,0.0,0.0,0.0
148,2.2.5 ,2000JJ00,45.9,2.4,16.7,-14.1,0.0,31.9,41.6,41.6,0.0,9.7,9.7,0.0,31.9,31.9,0.0,0.0,0.0,0.0
149,2.2.5 ,2001KW01,11.2,0.6,4.2,-3.5,0.0,7.6,10.4,10.4,0.0,2.7,2.7,0.0,7.6,7.6,0.0,0.0,0.0,0.0
150,2.2.5 ,2001KW02,10.9,0.6,4.3,-3.7,0.0,7.2,9.8,9.8,0.0,2.6,2.6,0.0,7.2,7.2,0.0,0.0,0.0,0.0
151,2.2.5 ,2001KW03,11.1,0.6,3.7,-3.0,0.0,8.0,10.1,10.1,0.0,2.3,2.3,0.0,7.8,7.8,0.0,0.3,0.3,0.0
152,2.2.5 ,2001KW04,11.4,0.8,4.1,-3.3,0.0,8.1,10.7,10.7,0.0,2.6,2.6,0.0,8.1,8.1,0.0,0.0,0.0,0.0
