ID,SBI93,Perioden,Winning_1,EnergieAanvoer_2,EnergieAflevering_3,AanvoerMinusAflevering_4,Voorraadmutatie_5,Verbruikssaldo_6,TotaalInzet_7,InzetElektriciteitWKKOmzetting_8,InzetAndereOmzetting_9,TotaalProductie_10,ProductieElektriciteitWKKOmzetting_11,ProductieAndereOmzetting_12,TotaalSaldoEnergieomzetting_13,SaldoElektriciteitWKKOmzetting_14,SaldoAndereOmzetting_15,TotaalFinaalVerbruik_16,FinaalEnergieverbruik_17,NietEnergetischGebruik_18
153,2.2.5 ,2001JJ00,44.6,2.6,16.3,-13.5,0.0,30.9,41.0,41.0,0.0,10.2,10.2,0.0,30.7,30.7,0.0,0.3,0.3,0.0
154,2.2.5 ,2002KW01,11.2,0.9,4.3,-3.4,0.0,7.7,10.5,10.5,0.0,2.7,2.7,0.0,7.7,7.7,0.0,0.0,0.0,0.0
155,2.2.5 ,2002KW02,11.0,0.6,4.1,-3.5,0.0,7.5,10.0,10.0,0.0,2.5,2.5,0.0,7.5,7.5,0.0,0.0,0.0,0.0
156,2.2.5 ,2002KW03,11.1,0.8,3.9,-3.1,0.0,8.0,10.2,10.2,0.0,2.5,2.5,0.0,7.7,7.7,0.0,0.3,0.3,0.0
157,2.2.5 ,2002KW04,11.1,0.6,4.0,-3.4,0.0,7.8,10.5,10.5,0.0,2.8,2.8,0.0,7.8,7.8,0.0,0.0,0.0,0.0
158,2.2.5 ,2002JJ00,44.4,2.9,16.3,-13.4,0.0,31.0,41.2,41.2,0.0,10.5,10.5,0.0,30.7,30.7,0.0,0.3,0.3,0.0
159,2.2.5 ,2003KW01,11.7,0.9,4.3,-3.4,0.0,8.3,10.8,10.8,0.0,2.8,2.8,0.0,8.0,8.0,0.0,0.3,0.3,0.0
160,2.2.5 ,2003KW02,12.2,1.1,5.0,-3.9,0.0,8.3,10.9,10.5,0.5,2.6,2.6,0.1,8.3,7.9,0.4,0.0,0.0,0.0
161,2.2.5 ,2003KW03,12.3,0.9,4.6,-3.7,0.0,8.6,11.3,11.0,0.3,2.7,2.6,0.1,8.6,8.4,0.2,0.0,0.0,0.0
162,2.3   ,2000KW01,1.6,1577.1,1583.8,-6.7,15.1,10.0,35.9,13.1,22.8,32.6,9.8,22.7,3.3,3.3,0.0,6.6,6.6,0.0
163,2.3   ,2000KW02,1.4,1483.5,1436.5,47.0,-40.7,7.6,27.3,8.4,18.9,25.0,6.2,18.8,2.3,2.3,0.1,5.3,5.3,0.0
164,2.3   ,2000KW03,1.4,1520.7,1503.5,17.1,-10.9,7.6,23.8,6.0,17.8,21.5,3.8,17.7,2.3,2.2,0.1,5.3,5.3,0.0
165,2.3   ,2000KW04,1.6,1675.1,1652.3,22.8,-14.4,10.0,31.5,9.8,21.7,28.5,6.9,21.6,3.0,3.0,0.1,7.0,7.0,0.0
166,2.3   ,2000JJ00,6.0,6256.4,6176.1,80.2,-50.9,35.2,118.5,37.3,81.2,107.6,26.7,80.8,10.9,10.8,0.3,24.2,24.2,0.0
167,2.3   ,2001KW01,1.5,1762.2,1746.9,15.3,-6.3,10.5,36.5,13.4,23.1,33.0,10.0,23.0,3.5,3.4,0.1,7.0,7.0,0.0
168,2.3   ,2001KW02,1.6,1603.5,1603.3,0.2,6.3,8.2,29.5,8.9,20.6,26.9,6.3,20.6,2.6,2.6,0.0,5.6,5.6,0.0
169,2.3   ,2001KW03,1.3,1552.5,1545.7,6.8,-0.5,7.6,28.5,6.5,22.0,26.3,4.3,22.0,2.2,2.2,0.0,5.4,5.4,0.0
170,2.3   ,2001KW04,1.4,1565.6,1548.8,16.8,-8.5,9.7,33.8,9.0,24.8,31.0,6.3,24.8,2.8,2.7,0.0,7.0,7.0,0.0
171,2.3   ,2001JJ00,5.8,6483.8,6444.7,39.1,-9.0,36.0,128.3,37.8,90.5,117.2,26.9,90.4,11.1,10.9,0.1,25.0,25.0,0.0
172,2.3   ,2002KW01,1.6,1779.6,1750.9,28.7,-19.4,10.9,61.1,13.8,47.3,57.7,10.4,47.3,3.4,3.4,0.0,7.5,7.5,0.0
173,2.3   ,2002KW02,1.1,1595.3,1615.3,-20.0,27.2,8.2,49.1,9.1,39.9,46.9,6.9,40.0,2.2,2.3,-0.1,6.0,6.0,0.0
174,2.3   ,2002KW03,1.2,1507.5,1539.9,-32.4,38.8,7.6,39.4,6.6,32.7,37.4,4.7,32.7,2.0,2.0,0.0,5.6,5.6,0.0
175,2.3   ,2002KW04,1.6,1830.8,1812.4,18.4,-10.3,9.7,58.4,9.0,49.4,55.8,6.6,49.3,2.6,2.4,0.2,7.1,7.1,0.0
176,2.3   ,2002JJ00,5.5,6713.2,6718.5,-5.3,36.3,36.4,208.0,38.5,169.3,197.8,28.6,169.3,10.2,10.1,0.1,26.2,26.2,0.0
177,2.3   ,2003KW01,1.7,1725.4,1742.1,-16.7,25.0,10.0,66.2,9.7,56.5,63.7,7.2,56.5,2.5,2.5,0.0,7.5,7.5,0.0
178,2.3   ,2003KW02,1.8,1527.6,1504.5,23.1,-17.6,7.3,58.0,5.8,52.2,56.3,4.0,52.3,1.6,1.8,-0.1,5.7,5.7,0.0
179,2.3   ,2003KW03,1.3,1579.3,1539.8,39.4,-33.9,6.8,54.1,4.5,49.6,52.7,2.9,49.8,1.4,1.5,-0.1,5.4,5.4,0.0
180,2.3.1 ,2000KW01,0.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2.3.1 ,2000KW02,0.0,113.4,112.1,1.3,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2.3.1 ,2000KW03,0.0,122.0,112.5,9.5,-9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2.3.1 ,2000KW04,0.0,113.2,115.0,-1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2.3.1 ,2000JJ00,0.0,464.6,455.6,9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2.3.1 ,2001KW01,0.0,149.4,157.2,-7.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2.3.1 ,2001KW02,0.0,201.8,194.7,7.1,-7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2.3.1 ,2001KW03,0.0,166.3,164.0,2.2,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2.3.1 ,2001KW04,0.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2.3.1 ,2001JJ00,0.0,645.5,643.9,1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2.3.1 ,2002KW01,0.0,117.3,116.1,1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2.3.1 ,2002KW02,0.0,88.9,102.1,-13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2.3.1 ,2002KW03,0.0,98.9,107.0,-8.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2.3.1 ,2002KW04,0.0,106.8,95.7,11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2.3.1 ,2002JJ00,0.0,411.9,420.9,-9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2.3.1 ,2003KW01,0.0,127.0,115.1,11.9,-11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2.3.1 ,2003KW02,0.0,105.0,109.4,-4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2.3.1 ,2003KW03,0.0,112.5,105.6,6.9,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2.3.2 ,2000KW01,0.0,1070.2,1085.2,-15.0,15.1,0.0,22.8,0.0,22.8,22.7,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0
199,2.3.2 ,2000KW02,0.0,1164.8,1125.3,39.4,-39.4,0.1,18.9,0.0,18.9,18.8,0.0,18.8,0.1,0.0,0.1,0.0,0.0,0.0
200,2.3.2 ,2000KW03,0.0,1233.7,1232.2,1.5,-1.4,0.1,17.8,0.0,17.8,17.7,0.0,17.7,0.1,0.0,0.1,0.0,0.0,0.0
201,2.3.2 ,2000KW04,0.0,1208.6,1192.4,16.2,-16.2,0.1,21.7,0.0,21.7,21.6,0.0,21.6,0.1,0.0,0.1,0.0,0.0,0.0
202,2.3.2 ,2000JJ00,0.0,4677.3,4635.1,42.1,-41.9,0.3,81.2,0.0,81.2,80.8,0.0,80.8,0.3,0.0,0.3,0.0,0.0,0.0
203,2.3.2 ,2001KW01,0.0,1190.3,1176.0,14.2,-14.1,0.1,23.1,0.0,23.1,23.0,0.0,23.0,0.1,0.0,0.1,0.0,0.0,0.0
204,2.3.2 ,2001KW02,0.0,1179.8,1193.3,-13.5,13.5,0.0,20.6,0.0,20.6,20.6,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0
205,2.3.2 ,2001KW03,0.0,1222.0,1223.7,-1.7,1.7,0.0,22.0,0.0,22.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2.3.2 ,2001KW04,0.0,1105.1,1096.5,8.5,-8.5,0.0,24.8,0.0,24.8,24.8,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0
207,2.3.2 ,2001JJ00,0.0,4697.2,4689.5,7.5,-7.4,0.1,90.5,0.0,90.5,90.4,0.0,90.4,0.1,0.0,0.1,0.0,0.0,0.0
208,2.3.2 ,2002KW01,0.0,1267.9,1249.8,18.1,-18.1,0.0,47.3,0.0,47.3,47.3,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0
209,2.3.2 ,2002KW02,0.0,1286.1,1300.2,-14.1,14.0,-0.1,39.9,0.0,39.9,40.0,0.0,40.0,-0.1,0.0,-0.1,0.0,0.0,0.0
210,2.3.2 ,2002KW03,0.0,1245.7,1276.4,-30.7,30.7,0.0,32.7,0.0,32.7,32.7,0.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0
211,2.3.2 ,2002KW04,0.0,1390.2,1390.8,-0.6,0.7,0.1,49.3,0.0,49.3,49.2,0.0,49.2,0.1,0.0,0.1,0.0,0.0,0.0
212,2.3.2 ,2002JJ00,0.0,5189.9,5217.2,-27.3,27.3,0.0,169.2,0.0,169.2,169.2,0.0,169.2,0.0,0.0,0.0,0.0,0.0,0.0
213,2.3.2 ,2003KW01,0.0,1184.3,1221.2,-36.9,36.9,0.0,56.5,0.0,56.5,56.5,0.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0
214,2.3.2 ,2003KW02,0.0,1209.7,1187.9,21.8,-21.9,-0.1,52.2,0.0,52.2,52.3,0.0,52.3,-0.1,0.0,-0.1,0.0,0.0,0.0
215,2.3.2 ,2003KW03,0.0,1311.6,1284.7,26.9,-27.1,-0.1,49.6,0.0,49.6,49.8,0.0,49.8,-0.1,0.0,-0.1,0.0,0.0,0.0
216,2.3.3 ,2000KW01,1.6,390.9,382.6,8.3,0.0,9.9,13.1,13.1,0.0,9.8,9.8,0.0,3.3,3.3,0.0,6.6,6.6,0.0
217,2.3.3 ,2000KW02,1.4,205.3,199.1,6.2,0.0,7.6,8.4,8.4,0.0,6.2,6.2,0.0,2.3,2.3,0.0,5.3,5.3,0.0
218,2.3.3 ,2000KW03,1.4,164.9,158.8,6.1,0.0,7.5,6.0,6.0,0.0,3.8,3.8,0.0,2.2,2.2,0.0,5.3,5.3,0.0
219,2.3.3 ,2000KW04,1.6,353.2,344.9,8.4,0.0,10.0,9.8,9.8,0.0,6.9,6.9,0.0,3.0,3.0,0.0,7.0,7.0,0.0
220,2.3.3 ,2000JJ00,6.0,1114.3,1085.4,29.0,0.0,35.0,37.3,37.3,0.0,26.7,26.7,0.0,10.8,10.8,0.0,24.2,24.2,0.0
221,2.3.3 ,2001KW01,1.5,422.6,413.7,8.9,0.0,10.4,13.4,13.4,0.0,10.0,10.0,0.0,3.4,3.4,0.0,7.0,7.0,0.0
222,2.3.3 ,2001KW02,1.6,221.9,215.3,6.6,0.0,8.2,8.9,8.9,0.0,6.3,6.3,0.0,2.6,2.6,0.0,5.6,5.6,0.0
223,2.3.3 ,2001KW03,1.3,164.2,158.0,6.2,0.0,7.6,6.5,6.5,0.0,4.3,4.3,0.0,2.2,2.2,0.0,5.4,5.4,0.0
224,2.3.3 ,2001KW04,1.4,332.5,324.2,8.3,0.0,9.7,9.0,9.0,0.0,6.3,6.3,0.0,2.7,2.7,0.0,7.0,7.0,0.0
225,2.3.3 ,2001JJ00,5.8,1141.2,1111.2,30.0,0.0,35.9,37.8,37.8,0.0,26.9,26.9,0.0,10.9,10.9,0.0,25.0,25.0,0.0
226,2.3.3 ,2002KW01,1.6,394.3,385.0,9.3,0.0,10.9,13.8,13.8,0.0,10.4,10.4,0.0,3.4,3.4,0.0,7.5,7.5,0.0
227,2.3.3 ,2002KW02,1.1,220.2,213.0,7.2,0.0,8.3,9.1,9.1,0.0,6.9,6.9,0.0,2.3,2.3,0.0,6.0,6.0,0.0
228,2.3.3 ,2002KW03,1.2,162.9,156.5,6.4,0.0,7.5,6.6,6.6,0.0,4.7,4.7,0.0,2.0,2.0,0.0,5.6,5.6,0.0
229,2.3.3 ,2002KW04,1.6,333.7,325.8,7.9,0.0,9.5,9.1,9.0,0.1,6.6,6.6,0.1,2.5,2.4,0.0,7.1,7.1,0.0
230,2.3.3 ,2002JJ00,5.5,1111.1,1080.3,30.8,0.0,36.2,38.6,38.5,0.1,28.6,28.6,0.1,10.2,10.1,0.0,26.2,26.2,0.0
231,2.3.3 ,2003KW01,1.7,414.1,405.8,8.3,0.0,10.0,9.7,9.7,0.0,7.2,7.2,0.0,2.5,2.5,0.0,7.5,7.5,0.0
232,2.3.3 ,2003KW02,1.8,212.9,207.2,5.7,0.0,7.5,5.8,5.8,0.0,4.0,4.0,0.0,1.8,1.8,0.0,5.7,5.7,0.0
233,2.3.3 ,2003KW03,1.3,155.2,149.5,5.7,0.0,7.0,4.5,4.5,0.0,2.9,2.9,0.0,1.5,1.5,0.0,5.4,5.4,0.0
234,3     ,2000KW01,3.3,843.5,137.9,705.6,1.1,710.0,246.4,36.0,210.4,235.8,27.6,208.2,10.6,8.4,2.2,699.4,583.0,116.4
235,3     ,2000KW02,3.1,639.5,116.1,523.3,7.7,534.1,208.6,30.9,177.7,198.1,23.4,174.7,10.5,7.5,3.0,523.7,397.7,126.0
236,3     ,2000KW03,2.7,615.2,121.9,493.3,-2.6,493.4,245.6,31.2,214.3,234.8,23.6,211.2,10.7,7.6,3.1,482.7,353.1,129.6
237,3     ,2000KW04,5.1,827.7,126.6,701.1,-5.3,701.0,256.5,38.0,218.5,245.0,29.7,215.3,11.5,8.3,3.2,689.5,565.5,124.0
238,3     ,2000JJ00,14.2,2925.9,502.5,2423.3,0.9,2438.5,957.1,136.1,820.9,913.7,104.3,809.4,43.3,31.8,11.5,2395.3,1899.3,496.0
239,3     ,2001KW01,3.8,879.7,134.9,744.8,7.1,755.7,258.1,34.7,223.4,247.4,26.6,220.8,10.6,8.0,2.6,745.1,618.5,126.5
240,3     ,2001KW02,3.8,684.6,140.7,543.9,-5.7,542.0,249.9,30.8,219.1,240.7,23.6,217.2,9.2,7.3,1.9,532.8,410.6,122.2
241,3     ,2001KW03,3.2,634.0,134.8,499.3,0.6,503.0,252.0,30.9,221.1,242.2,23.0,219.2,9.8,8.0,1.8,493.3,363.8,129.5
242,3     ,2001KW04,3.2,805.0,126.4,678.6,3.1,684.9,238.5,36.8,201.7,227.4,28.5,198.9,11.1,8.4,2.8,673.8,548.3,125.4
243,3     ,2001JJ00,14.0,3003.3,536.8,2466.6,5.1,2485.6,998.5,133.2,865.3,957.7,101.7,856.1,40.7,31.7,9.1,2445.0,1941.2,503.6
244,3     ,2002KW01,4.0,854.6,135.5,719.1,2.2,725.4,235.8,33.5,202.2,225.0,25.6,199.3,10.8,7.9,2.9,714.6,588.4,126.2
245,3     ,2002KW02,3.8,659.6,129.7,529.9,0.7,534.4,226.9,29.7,197.2,214.9,22.5,192.4,12.0,7.2,4.8,522.4,400.0,122.3
246,3     ,2002KW03,3.6,637.7,143.0,494.7,-1.2,497.1,244.7,30.4,214.3,236.3,23.2,213.0,8.5,7.2,1.3,488.6,363.9,124.8
247,3     ,2002KW04,4.0,870.9,140.9,730.0,-2.5,731.6,261.1,37.8,223.3,248.4,28.9,219.6,12.7,8.9,3.8,718.9,583.9,135.0
248,3     ,2002JJ00,15.4,3022.8,549.1,2473.7,-0.8,2488.5,968.5,131.4,837.0,924.6,100.2,824.3,44.0,31.2,12.8,2444.5,1936.2,508.3
249,3     ,2003KW01,4.3,907.9,148.3,759.6,0.7,764.6,246.9,34.3,212.6,236.2,26.4,209.8,10.7,7.9,2.8,753.9,625.9,128.1
250,3     ,2003KW02,3.9,711.8,153.6,558.2,-5.5,556.6,243.6,31.1,212.6,234.6,23.0,211.5,9.1,8.0,1.0,547.6,408.5,139.0
251,3     ,2003KW03,3.5,670.6,169.2,501.4,-0.2,504.7,265.6,29.1,236.5,252.5,21.6,230.9,13.1,7.4,5.7,491.5,351.7,139.8
252,3.1   ,2000KW01,2.1,400.5,135.5,265.0,1.1,268.3,239.0,28.7,210.3,229.8,21.8,208.1,9.2,7.0,2.2,259.1,146.8,112.3
253,3.1   ,2000KW02,2.1,356.9,114.0,242.9,7.7,252.6,203.5,26.1,177.5,194.0,19.5,174.5,9.5,6.5,3.0,243.2,124.3,118.8
254,3.1   ,2000KW03,1.7,377.3,119.8,257.5,-2.6,256.6,240.8,26.6,214.2,231.0,19.9,211.1,9.8,6.7,3.1,246.9,122.8,124.0
255,3.1   ,2000KW04,3.2,396.3,124.3,272.0,-5.3,269.9,249.6,31.2,218.4,239.4,24.3,215.2,10.1,6.9,3.2,259.8,141.7,118.1
256,3.1   ,2000JJ00,9.1,1531.0,493.6,1037.4,0.9,1047.4,932.9,112.6,820.4,894.2,85.5,808.9,38.6,27.1,11.5,1009.0,535.6,473.2
257,3.1   ,2001KW01,2.4,392.9,132.4,260.4,7.1,270.0,250.3,27.0,223.2,241.0,20.4,220.7,9.3,6.7,2.6,260.7,139.0,121.7
258,3.1   ,2001KW02,2.5,392.0,138.5,253.4,-5.7,250.3,244.7,25.8,218.9,236.5,19.5,217.0,8.2,6.3,1.9,242.1,127.1,114.9
259,3.1   ,2001KW03,2.0,382.4,132.2,250.2,0.6,252.9,246.6,25.9,220.7,237.8,18.9,218.9,8.8,7.0,1.8,244.1,122.8,121.3
260,3.1   ,2001KW04,2.0,387.3,124.1,263.2,3.1,268.3,231.8,30.3,201.4,221.9,23.2,198.7,9.9,7.1,2.8,258.4,139.9,118.5
261,3.1   ,2001JJ00,8.9,1554.6,527.2,1027.2,5.1,1041.5,973.4,109.0,864.2,937.2,82.0,855.3,36.2,27.1,9.1,1005.3,528.8,476.4
262,3.1   ,2002KW01,2.5,396.5,132.2,264.3,2.2,269.1,227.6,25.7,202.0,218.2,19.1,199.1,9.4,6.6,2.9,259.7,138.7,121.0
263,3.1   ,2002KW02,2.4,376.3,126.8,249.5,0.7,252.6,221.3,24.4,197.0,210.3,18.1,192.2,11.0,6.2,4.8,241.6,128.0,113.6
264,3.1   ,2002KW03,2.5,392.3,139.7,252.5,-1.2,253.9,239.4,25.5,214.0,231.8,19.1,212.7,7.6,6.3,1.3,246.3,128.9,117.4
265,3.1   ,2002KW04,2.6,424.4,137.7,286.7,-2.5,286.8,253.6,30.6,223.1,242.2,22.8,219.3,11.5,7.7,3.7,275.4,146.6,128.8
266,3.1   ,2002JJ00,10.0,1589.5,536.4,1053.0,-0.8,1062.4,941.9,106.2,836.1,902.5,79.1,823.3,39.5,26.8,12.7,1023.0,542.2,480.8
267,3.1   ,2003KW01,2.7,418.9,144.6,274.2,0.7,277.6,237.3,25.0,212.3,228.3,18.7,209.6,9.0,6.3,2.7,268.6,144.2,124.5
268,3.1   ,2003KW02,2.6,424.4,150.8,273.7,-5.5,270.7,236.9,24.5,212.4,229.0,17.6,211.4,7.9,6.9,1.0,262.9,131.6,131.3
269,3.1   ,2003KW03,2.3,436.9,166.4,270.6,-0.2,272.8,259.3,22.9,236.4,247.3,16.6,230.7,12.0,6.4,5.7,260.7,128.0,132.7
270,3.1.1 ,2000KW01,0.1,26.4,1.2,25.2,-0.1,25.3,6.4,6.2,0.2,5.0,4.8,0.2,1.3,1.3,0.0,23.9,23.9,0.0
271,3.1.1 ,2000KW02,0.1,23.5,1.2,22.3,0.0,22.4,6.1,6.0,0.1,4.7,4.6,0.1,1.5,1.4,0.0,21.0,21.0,0.0
272,3.1.1 ,2000KW03,0.1,24.2,1.3,22.9,-0.1,22.9,6.4,6.3,0.1,5.0,4.9,0.1,1.4,1.4,0.0,21.5,21.5,0.0
273,3.1.1 ,2000KW04,0.2,32.1,1.6,30.4,0.1,30.7,11.4,11.1,0.3,9.1,8.9,0.3,2.2,2.2,0.0,28.5,28.1,0.4
274,3.1.1 ,2000JJ00,0.5,106.2,5.3,100.8,-0.1,101.3,30.3,29.6,0.7,23.8,23.2,0.7,6.4,6.3,0.0,94.9,94.5,0.4
275,3.1.1 ,2001KW01,0.1,26.0,1.8,24.3,0.1,24.5,6.5,6.3,0.2,5.0,4.9,0.2,1.5,1.5,0.0,23.0,23.0,0.0
276,3.1.1 ,2001KW02,0.1,23.6,1.2,22.4,0.0,22.6,6.3,6.2,0.1,4.8,4.7,0.1,1.4,1.4,0.0,21.2,21.2,0.0
277,3.1.1 ,2001KW03,0.1,23.7,1.2,22.5,-0.1,22.5,6.1,6.0,0.1,4.8,4.7,0.1,1.3,1.3,0.0,21.2,21.2,0.0
278,3.1.1 ,2001KW04,0.2,31.0,1.7,29.3,0.2,29.6,10.9,10.7,0.2,8.7,8.5,0.2,2.2,2.2,0.0,27.4,27.0,0.4
279,3.1.1 ,2001JJ00,0.5,104.3,5.9,98.5,0.2,99.2,29.8,29.2,0.6,23.3,22.8,0.6,6.4,6.4,0.0,92.8,92.4,0.4
280,3.1.1 ,2002KW01,0.1,25.6,1.6,24.0,0.0,24.2,6.4,6.3,0.1,5.0,4.9,0.1,1.4,1.4,0.0,22.7,22.7,0.0
281,3.1.1 ,2002KW02,0.1,23.5,1.0,22.5,0.0,22.7,6.4,6.4,0.0,5.0,4.9,0.0,1.4,1.4,0.0,21.2,21.2,0.0
282,3.1.1 ,2002KW03,0.1,23.7,1.0,22.7,-0.1,22.7,6.2,6.1,0.1,4.8,4.7,0.0,1.4,1.4,0.0,21.2,21.2,0.0
283,3.1.1 ,2002KW04,0.2,32.4,1.7,30.7,0.0,30.9,10.7,10.6,0.1,8.4,8.3,0.1,2.3,2.3,0.0,28.6,28.3,0.3
284,3.1.1 ,2002JJ00,0.5,105.2,5.3,99.9,-0.1,100.5,29.7,29.4,0.3,23.2,22.8,0.2,6.5,6.5,0.0,93.7,93.4,0.3
285,3.1.1 ,2003KW01,0.1,24.4,1.0,23.4,0.0,23.6,6.1,5.9,0.3,5.1,4.8,0.2,1.0,1.0,0.0,22.5,22.5,0.0
286,3.1.1 ,2003KW02,0.1,22.3,0.7,21.7,0.0,21.8,5.7,5.6,0.2,4.8,4.6,0.2,0.9,0.9,0.0,20.9,20.9,0.0
287,3.1.1 ,2003KW03,0.1,22.8,1.1,21.8,0.0,21.9,5.7,5.7,0.0,4.7,4.7,0.0,1.0,1.0,0.0,20.9,20.9,0.0
288,3.1.2 ,2000KW01,0.0,2.6,0.0,2.6,0.0,2.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.6,2.6,0.0
289,3.1.2 ,2000KW02,0.0,2.0,0.0,2.0,0.0,2.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,2.0,0.0
290,3.1.2 ,2000KW03,0.0,1.6,0.0,1.6,0.0,1.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.6,1.6,0.0
291,3.1.2 ,2000KW04,0.0,2.2,0.0,2.2,0.0,2.2,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.2,2.2,0.0
292,3.1.2 ,2000JJ00,0.0,8.4,0.0,8.4,0.0,8.4,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,8.4,8.4,0.0
293,3.1.2 ,2001KW01,0.0,2.5,0.0,2.5,0.0,2.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.4,2.4,0.0
294,3.1.2 ,2001KW02,0.0,1.8,0.0,1.8,0.0,1.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.8,1.8,0.0
295,3.1.2 ,2001KW03,0.0,1.4,0.0,1.4,0.0,1.4,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,1.4,0.0
296,3.1.2 ,2001KW04,0.0,2.1,0.0,2.1,0.0,2.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.1,2.1,0.0
297,3.1.2 ,2001JJ00,0.0,7.8,0.0,7.8,0.0,7.8,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,7.7,7.7,0.0
298,3.1.2 ,2002KW01,0.0,2.1,0.0,2.1,0.0,2.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.1,2.1,0.0
299,3.1.2 ,2002KW02,0.0,1.8,0.0,1.8,0.0,1.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.8,1.8,0.0
300,3.1.2 ,2002KW03,0.0,1.5,0.0,1.5,0.0,1.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,1.5,0.0
301,3.1.2 ,2002KW04,0.0,2.1,0.0,2.1,0.0,2.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.1,2.1,0.0
302,3.1.2 ,2002JJ00,0.0,7.5,0.0,7.5,0.0,7.5,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,7.5,7.5,0.0
303,3.1.2 ,2003KW01,0.0,2.1,0.0,2.1,0.0,2.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.1,2.1,0.0
304,3.1.2 ,2003KW02,0.0,1.7,0.0,1.7,0.0,1.7,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.7,1.7,0.0
305,3.1.2 ,2003KW03,0.0,1.3,0.0,1.3,0.0,1.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.3,0.0
306,3.1.3 ,2000KW01,0.1,13.6,1.9,11.7,0.0,11.8,4.6,4.6,0.0,3.8,3.8,0.0,0.8,0.8,0.0,11.0,11.0,0.0
307,3.1.3 ,2000KW02,0.1,12.3,1.7,10.6,0.0,10.7,4.4,4.4,0.0,3.6,3.6,0.0,0.8,0.8,0.0,9.9,9.9,0.0
