ID,EconomicActivityAndOtherItems,Periods,OutputBasicPrices_1,IntermediateConsumption_2,GrossValueAddedBasicPrices_3,OutputBasicPrices_4,IntermediateConsumption_5,GrossValueAddedBasicPrices_6,OutputBasicPrices_7,IntermediateConsumption_8,GrossValueAddedBasicPrices_9,OutputBasicPrices_10,IntermediateConsumption_11,GrossValueAddedBasicPrices_12,TotalCompensationOfEmployees_13,WagesAndSalaries_14,EmployersSocialContributions_15,NetOperatingSurplusMixedIncome_16,ConsumptionOfFixedCapital_17,OtherTaxesLessSubsidies_18,OtherTaxesOnProduction_19,OtherSubsidiesOnProd_20,GrossValueAddedBasicPrices_21
0,300025,1969JJ00,99570.0,52138.0,47432.0,353603.0,177531.0,176603.0,,,,28.2,29.4,26.9,27744.0,22398.0,5346.0,13633.0,5767.0,288.0,395.0,107.0,47432.0
1,300025,1970JJ00,113369.0,60019.0,53350.0,378405.0,191604.0,187218.0,7.0,7.9,6.0,30.0,31.3,28.5,31770.0,25610.0,6160.0,14625.0,6656.0,299.0,438.0,139.0,53350.0
2,300025,1971JJ00,127045.0,66927.0,60118.0,397581.0,202135.0,195802.0,5.1,5.5,4.6,32.0,33.1,30.7,36510.0,29194.0,7316.0,15518.0,7764.0,326.0,477.0,151.0,60118.0
3,300025,1972JJ00,137993.0,70486.0,67507.0,406884.0,204582.0,202847.0,2.3,1.2,3.6,33.9,34.5,33.3,40890.0,32535.0,8355.0,17465.0,8751.0,401.0,579.0,178.0,67507.0
4,300025,1973JJ00,158471.0,81352.0,77119.0,429589.0,215983.0,214181.0,5.6,5.6,5.6,36.9,37.7,36.0,47392.0,37026.0,10366.0,19543.0,9696.0,488.0,681.0,193.0,77119.0
5,300025,1974JJ00,187853.0,97004.0,90849.0,445217.0,222487.0,223387.0,3.6,3.0,4.3,42.2,43.6,40.7,55074.0,42796.0,12278.0,23935.0,11291.0,549.0,780.0,231.0,90849.0
6,300025,1975JJ00,202491.0,104546.0,97945.0,439934.0,217235.0,223537.0,-1.2,-2.4,0.1,46.0,48.1,43.8,62325.0,48391.0,13934.0,22087.0,13035.0,498.0,796.0,298.0,97945.0
7,300025,1976JJ00,230421.0,119324.0,111097.0,460285.0,227664.0,233461.0,4.6,4.8,4.4,50.1,52.4,47.6,69266.0,53595.0,15671.0,26637.0,14630.0,564.0,1016.0,452.0,111097.0
8,300025,1977JJ00,248262.0,128677.0,119585.0,470394.0,232390.0,238891.0,2.2,2.1,2.3,52.8,55.4,50.1,75741.0,58833.0,16908.0,26963.0,16035.0,846.0,1208.0,362.0,119585.0
9,300025,1978JJ00,265058.0,135400.0,129658.0,484245.0,239942.0,245139.0,2.9,3.2,2.6,54.7,56.4,52.9,82188.0,63838.0,18350.0,29098.0,17512.0,860.0,1314.0,454.0,129658.0
10,300025,1979JJ00,290669.0,151686.0,138983.0,503537.0,253561.0,250575.0,4.0,5.7,2.2,57.7,59.8,55.5,88494.0,68370.0,20124.0,30237.0,19283.0,969.0,1479.0,510.0,138983.0
11,300025,1980JJ00,317970.0,168116.0,149854.0,511456.0,257703.0,254349.0,1.6,1.6,1.5,62.2,65.2,58.9,94001.0,72414.0,21587.0,33454.0,21366.0,1033.0,1589.0,556.0,149854.0
12,300025,1981JJ00,339153.0,180481.0,158672.0,505968.0,252979.0,253788.0,-1.1,-1.8,-0.2,67.0,71.3,62.5,96120.0,74133.0,21987.0,37922.0,23458.0,1172.0,1744.0,572.0,158672.0
13,300025,1982JJ00,351312.0,187024.0,164288.0,500898.0,251122.0,250473.0,-1.0,-0.7,-1.3,70.1,74.5,65.6,99040.0,76717.0,22323.0,39201.0,24878.0,1169.0,1870.0,701.0,164288.0
14,300025,1983JJ00,363793.0,193545.0,170248.0,510696.0,255806.0,255631.0,2.0,1.9,2.1,71.2,75.7,66.6,100344.0,76829.0,23515.0,43037.0,25683.0,1184.0,1979.0,795.0,170248.0
15,300025,1984JJ00,388464.0,209201.0,179263.0,529530.0,266009.0,264185.0,3.7,4.0,3.3,73.4,78.6,67.9,100809.0,77456.0,23353.0,50508.0,26738.0,1208.0,2033.0,825.0,179263.0
16,300025,1985JJ00,404748.0,218930.0,185818.0,542896.0,272561.0,271040.0,2.5,2.5,2.6,74.6,80.3,68.6,104641.0,80723.0,23918.0,51999.0,27870.0,1308.0,2096.0,788.0,185818.0
17,300025,1986JJ00,397043.0,205961.0,191082.0,559262.0,282977.0,276634.0,3.0,3.8,2.1,71.0,72.8,69.1,109164.0,84351.0,24813.0,51651.0,28922.0,1345.0,2152.0,807.0,191082.0
18,300025,1987JJ00,397337.0,204425.0,192912.0,571138.0,288667.0,282845.0,2.1,2.0,2.2,69.6,70.8,68.2,112894.0,87380.0,25514.0,48064.0,30517.0,1437.0,2305.0,868.0,192912.0
19,300025,1988JJ00,416649.0,215786.0,200863.0,593507.0,302079.0,291736.0,3.9,4.6,3.1,70.2,71.4,68.9,116037.0,90554.0,25483.0,50997.0,32355.0,1474.0,2369.0,895.0,200863.0
20,300025,1989JJ00,447102.0,234610.0,212492.0,621950.0,318333.0,303873.0,4.8,5.4,4.2,71.9,73.7,69.9,119628.0,94712.0,24916.0,57034.0,34382.0,1448.0,2422.0,974.0,212492.0
21,300025,1990JJ00,469683.0,245851.0,223832.0,647621.0,332150.0,315701.0,4.1,4.3,3.9,72.5,74.0,70.9,127116.0,109225.0,17891.0,58547.0,36596.0,1573.0,2532.0,959.0,223832.0
22,300025,1991JJ00,496939.0,260010.0,236929.0,668834.0,345475.0,323489.0,3.3,4.0,2.5,74.3,75.3,73.2,135023.0,115946.0,19077.0,61165.0,38773.0,1968.0,2636.0,668.0,236929.0
23,300025,1992JJ00,511975.0,265760.0,246215.0,679856.0,351781.0,328190.0,1.6,1.8,1.5,75.3,75.5,75.0,142980.0,122527.0,20453.0,60013.0,40900.0,2322.0,2918.0,596.0,246215.0
24,300025,1993JJ00,518849.0,266048.0,252801.0,685245.0,353306.0,332063.0,0.8,0.4,1.2,75.7,75.3,76.1,147027.0,126702.0,20325.0,60815.0,42437.0,2522.0,3113.0,591.0,252801.0
25,300025,1994JJ00,544625.0,280144.0,264481.0,706553.0,365353.0,341340.0,3.1,3.4,2.8,77.1,76.7,77.5,150603.0,130352.0,20251.0,67604.0,43636.0,2638.0,3278.0,640.0,264481.0
26,300025,1995JJ00,572834.0,297148.0,275686.0,731241.0,379950.0,351455.0,3.5,4.0,3.0,78.3,78.2,78.4,155837.0,133469.0,22368.0,72146.0,45226.0,2477.0,3307.0,830.0,275686.0
27,300025,1996JJ00,605959.0,318880.0,287079.0,761658.0,399752.0,362089.0,4.2,5.2,3.0,79.6,79.8,79.3,161820.0,138394.0,23426.0,76251.0,47150.0,1858.0,3425.0,1567.0,287079.0
28,300025,1997JJ00,649628.0,343089.0,306539.0,799237.0,422075.0,377338.0,4.9,5.6,4.2,81.3,81.3,81.2,171222.0,146979.0,24243.0,84600.0,49309.0,1408.0,3439.0,2031.0,306539.0
29,300025,1998JJ00,683977.0,359950.0,324027.0,837230.0,445788.0,391624.0,4.8,5.6,3.8,81.7,80.7,82.7,184054.0,148291.0,35763.0,86694.0,52383.0,896.0,3608.0,2712.0,324027.0
30,300025,1999JJ00,728317.0,383982.0,344335.0,877521.0,468282.0,409455.0,4.8,5.0,4.6,83.0,82.0,84.1,197344.0,159361.0,37983.0,89822.0,56326.0,843.0,4018.0,3175.0,344335.0
31,300025,2000JJ00,804906.0,431491.0,373415.0,918749.0,493219.0,425829.0,4.7,5.3,4.0,87.6,87.5,87.7,211803.0,170718.0,41085.0,99162.0,61308.0,1142.0,4321.0,3179.0,373415.0
32,300025,2001JJ00,851895.0,454339.0,397556.0,936278.0,502786.0,433798.0,1.9,1.9,1.9,91.0,90.4,91.6,227390.0,182607.0,44783.0,103323.0,65865.0,978.0,4788.0,3810.0,397556.0
33,300025,2002JJ00,869151.0,454777.0,414374.0,929216.0,494842.0,434620.0,-0.8,-1.6,0.2,93.5,91.9,95.3,238825.0,189544.0,49281.0,105097.0,69427.0,1025.0,5004.0,3979.0,414374.0
34,300025,2003JJ00,882248.0,456992.0,425256.0,923602.0,486925.0,436743.0,-0.6,-1.6,0.5,95.5,93.9,97.4,245752.0,193799.0,51953.0,106676.0,71461.0,1367.0,5050.0,3683.0,425256.0
35,300025,2004JJ00,912631.0,475757.0,436874.0,941310.0,494407.0,446904.0,1.9,1.5,2.3,97.0,96.2,97.8,251030.0,195648.0,55382.0,111180.0,73498.0,1166.0,5261.0,4095.0,436874.0
36,300025,2005JJ00,960793.0,504611.0,456182.0,960793.0,504611.0,456182.0,2.1,2.1,2.1,100.0,100.0,100.0,254563.0,199011.0,55552.0,123696.0,75709.0,2214.0,5599.0,3385.0,456182.0
37,300025,2006JJ00,1020578.0,541566.0,479012.0,995556.0,524180.0,471376.0,3.6,3.9,3.3,102.5,103.3,101.6,264925.0,207545.0,57380.0,133353.0,78594.0,2140.0,5642.0,3502.0,479012.0
38,300025,2007JJ00,1084270.0,576620.0,507650.0,1036132.0,546023.0,490102.0,4.1,4.2,4.0,104.6,105.6,103.6,280309.0,220159.0,60150.0,143809.0,82072.0,1460.0,5948.0,4488.0,507650.0
39,300025,2008JJ00,1148128.0,619889.0,528239.0,1056539.0,556267.0,500273.0,2.0,1.9,2.1,108.7,111.4,105.6,294716.0,230750.0,63966.0,146422.0,85412.0,1689.0,6423.0,4734.0,528239.0
40,300025,2009JJ00,1095141.0,584289.0,510852.0,1017049.0,533409.0,483757.0,-3.7,-4.1,-3.3,107.7,109.5,105.6,298488.0,233570.0,64918.0,123828.0,87974.0,562.0,6823.0,6261.0,510852.0
41,300025,2010JJ00,1135971.0,611851.0,524120.0,1025466.0,533750.0,491985.0,0.8,0.1,1.7,110.8,114.6,106.5,300491.0,234552.0,65939.0,133246.0,89725.0,658.0,7087.0,6429.0,524120.0
42,300025,2011JJ00,1181898.0,645280.0,536618.0,1033557.0,536087.0,497884.0,0.8,0.4,1.2,114.4,120.4,107.8,306215.0,238903.0,67312.0,140336.0,88944.0,1123.0,7242.0,6119.0,536618.0
43,300025,2012JJ00,1194584.0,656547.0,538037.0,1020611.0,528881.0,492196.0,-1.3,-1.3,-1.1,117.0,124.1,109.3,309190.0,239022.0,70168.0,137890.0,89044.0,1913.0,7468.0,5555.0,538037.0
44,301000,1969JJ00,6395.0,3546.0,2849.0,7431.0,6978.0,1610.0,,,,86.1,50.8,176.9,378.0,290.0,88.0,2096.0,322.0,53.0,61.0,8.0,2849.0
45,301000,1970JJ00,6942.0,4009.0,2933.0,8021.0,7385.0,1780.0,7.9,5.8,10.6,86.5,54.3,164.7,396.0,305.0,91.0,2140.0,352.0,45.0,61.0,16.0,2933.0
46,301000,1971JJ00,7379.0,4286.0,3093.0,8688.0,7785.0,1999.0,8.3,5.4,12.3,84.9,55.1,154.7,416.0,317.0,99.0,2234.0,397.0,46.0,63.0,17.0,3093.0
47,301000,1972JJ00,8012.0,4588.0,3424.0,9075.0,8159.0,2078.0,4.5,4.8,4.0,88.3,56.2,164.8,454.0,345.0,109.0,2467.0,446.0,57.0,79.0,22.0,3424.0
48,301000,1973JJ00,9320.0,5462.0,3858.0,9774.0,8885.0,2205.0,7.7,8.9,6.1,95.4,61.5,175.0,522.0,393.0,129.0,2797.0,475.0,64.0,90.0,26.0,3858.0
49,301000,1974JJ00,9589.0,5696.0,3893.0,10491.0,9170.0,2496.0,7.3,3.2,13.2,91.4,62.1,156.0,565.0,427.0,138.0,2727.0,547.0,54.0,91.0,37.0,3893.0
50,301000,1975JJ00,10715.0,6209.0,4506.0,11348.0,9549.0,2847.0,8.2,4.1,14.1,94.4,65.0,158.3,644.0,479.0,165.0,3151.0,647.0,64.0,105.0,41.0,4506.0
51,301000,1976JJ00,12228.0,7105.0,5123.0,12078.0,9802.0,3178.0,6.4,2.6,11.7,101.2,72.5,161.2,698.0,517.0,181.0,3623.0,743.0,59.0,131.0,72.0,5123.0
52,301000,1977JJ00,12589.0,7903.0,4686.0,12406.0,10127.0,3239.0,2.7,3.3,1.9,101.5,78.0,144.7,747.0,562.0,185.0,3056.0,797.0,86.0,145.0,59.0,4686.0
53,301000,1978JJ00,13013.0,8120.0,4893.0,13313.0,10822.0,3500.0,7.3,6.9,8.1,97.7,75.0,139.8,808.0,619.0,189.0,3136.0,875.0,74.0,152.0,78.0,4893.0
54,301000,1979JJ00,13763.0,8584.0,5179.0,14130.0,11115.0,3913.0,6.1,2.7,11.8,97.4,77.2,132.3,844.0,646.0,198.0,3292.0,973.0,70.0,162.0,92.0,5179.0
55,301000,1980JJ00,14645.0,9154.0,5491.0,14471.0,11226.0,4100.0,2.4,1.0,4.8,101.2,81.5,133.9,883.0,673.0,210.0,3458.0,1076.0,74.0,171.0,97.0,5491.0
56,301000,1981JJ00,16625.0,10119.0,6506.0,15049.0,11337.0,4470.0,4.0,1.0,9.0,110.5,89.3,145.6,949.0,714.0,235.0,4263.0,1172.0,122.0,206.0,84.0,6506.0
57,301000,1982JJ00,17506.0,10597.0,6909.0,15473.0,11553.0,4659.0,2.8,1.9,4.2,113.1,91.7,148.3,990.0,748.0,242.0,4553.0,1253.0,113.0,222.0,109.0,6909.0
58,301000,1983JJ00,18028.0,11188.0,6840.0,15489.0,11793.0,4522.0,0.1,2.1,-2.9,116.4,94.9,151.2,1010.0,768.0,242.0,4441.0,1307.0,82.0,217.0,135.0,6840.0
59,301000,1984JJ00,18606.0,11439.0,7167.0,15980.0,11585.0,5030.0,3.2,-1.8,11.2,116.4,98.7,142.5,1022.0,785.0,237.0,4703.0,1359.0,83.0,221.0,138.0,7167.0
60,301000,1985JJ00,19143.0,11686.0,7457.0,16721.0,12162.0,5236.0,4.6,5.0,4.1,114.5,96.1,142.4,1084.0,842.0,242.0,4858.0,1422.0,93.0,228.0,135.0,7457.0
61,301000,1986JJ00,19019.0,11088.0,7931.0,17827.0,12673.0,5781.0,6.6,4.2,10.4,106.7,87.5,137.2,1133.0,888.0,245.0,5178.0,1498.0,122.0,244.0,122.0,7931.0
62,301000,1987JJ00,18272.0,10367.0,7905.0,17680.0,12600.0,5713.0,-0.8,-0.6,-1.2,103.3,82.3,138.4,1277.0,1039.0,238.0,4948.0,1557.0,123.0,263.0,140.0,7905.0
63,301000,1988JJ00,18706.0,10562.0,8144.0,18306.0,12633.0,6161.0,3.5,0.3,7.8,102.2,83.6,132.2,1350.0,1095.0,255.0,4997.0,1643.0,154.0,280.0,126.0,8144.0
64,301000,1989JJ00,20395.0,11068.0,9327.0,18828.0,12708.0,6516.0,2.8,0.6,5.8,108.3,87.1,143.1,1369.0,1115.0,254.0,6109.0,1738.0,111.0,297.0,186.0,9327.0
65,301000,1990JJ00,20197.0,10643.0,9554.0,19599.0,12712.0,7098.0,4.1,0.0,8.9,103.1,83.7,134.6,1505.0,1317.0,188.0,6056.0,1813.0,180.0,300.0,120.0,9554.0
66,301000,1991JJ00,20963.0,11152.0,9811.0,20034.0,12962.0,7275.0,2.2,2.0,2.5,104.6,86.0,134.9,1582.0,1388.0,194.0,6172.0,1906.0,151.0,310.0,159.0,9811.0
67,301000,1992JJ00,20655.0,11115.0,9540.0,20460.0,13067.0,7539.0,2.1,0.8,3.6,101.0,85.1,126.6,1656.0,1439.0,217.0,5752.0,1971.0,161.0,320.0,159.0,9540.0
68,301000,1993JJ00,19370.0,10776.0,8594.0,20683.0,13014.0,7752.0,1.1,-0.4,2.8,93.7,82.8,110.9,1698.0,1474.0,224.0,4736.0,2023.0,137.0,358.0,221.0,8594.0
69,301000,1994JJ00,19934.0,10827.0,9107.0,20843.0,12930.0,7950.0,0.8,-0.6,2.6,95.6,83.7,114.5,1687.0,1464.0,223.0,5201.0,2046.0,173.0,366.0,193.0,9107.0
70,301000,1995JJ00,20086.0,10825.0,9261.0,20961.0,12853.0,8105.0,0.6,-0.6,1.9,95.8,84.2,114.3,1692.0,1466.0,226.0,5327.0,2107.0,135.0,313.0,178.0,9261.0
71,301000,1996JJ00,20434.0,11339.0,9095.0,20892.0,13036.0,7912.0,-0.3,1.4,-2.4,97.8,87.0,114.9,1759.0,1523.0,236.0,5166.0,2162.0,8.0,318.0,310.0,9095.0
72,301000,1997JJ00,21674.0,11424.0,10250.0,21477.0,12889.0,8521.0,2.8,-1.1,7.7,100.9,88.6,120.3,1832.0,1584.0,248.0,6034.0,2213.0,171.0,324.0,153.0,10250.0
73,301000,1998JJ00,20635.0,11383.0,9252.0,21110.0,13173.0,8004.0,-1.7,2.2,-6.1,97.7,86.4,115.6,1933.0,1570.0,363.0,4888.0,2272.0,159.0,316.0,157.0,9252.0
74,301000,1999JJ00,20387.0,11631.0,8756.0,22045.0,13614.0,8465.0,4.4,3.3,5.8,92.5,85.4,103.4,2063.0,1663.0,400.0,4289.0,2402.0,2.0,339.0,337.0,8756.0
75,301000,2000JJ00,21548.0,12189.0,9359.0,22226.0,13625.0,8618.0,0.8,0.1,1.8,96.9,89.5,108.6,2162.0,1728.0,434.0,4397.0,2599.0,201.0,344.0,143.0,9359.0
76,301000,2001JJ00,22344.0,12730.0,9614.0,21605.0,13468.0,8193.0,-2.8,-1.1,-4.9,103.4,94.5,117.3,2327.0,1850.0,477.0,4357.0,2737.0,193.0,417.0,224.0,9614.0
77,301000,2002JJ00,21912.0,12924.0,8988.0,21620.0,13665.0,8048.0,0.1,1.5,-1.8,101.3,94.6,111.7,2511.0,1969.0,542.0,3350.0,2887.0,240.0,418.0,178.0,8988.0
78,301000,2003JJ00,21922.0,12622.0,9300.0,21599.0,13225.0,8401.0,-0.1,-3.2,4.4,101.5,95.4,110.7,2555.0,1958.0,597.0,3756.0,2929.0,60.0,389.0,329.0,9300.0
79,301000,2004JJ00,21832.0,13161.0,8671.0,22359.0,13487.0,8872.0,3.5,2.0,5.6,97.6,97.6,97.7,2527.0,1935.0,592.0,3108.0,2972.0,64.0,404.0,340.0,8671.0
80,301000,2005JJ00,22301.0,13475.0,8826.0,22301.0,13475.0,8826.0,-0.3,-0.1,-0.5,100.0,100.0,100.0,2523.0,1935.0,588.0,3141.0,3018.0,144.0,452.0,308.0,8826.0
81,301000,2006JJ00,24266.0,14458.0,9808.0,22559.0,13812.0,8747.0,1.2,2.5,-0.9,107.6,104.7,112.1,2573.0,1987.0,586.0,4286.0,3081.0,-132.0,450.0,582.0,9808.0
82,301000,2007JJ00,25368.0,15630.0,9738.0,23200.0,14105.0,9088.0,2.8,2.1,3.9,109.3,110.8,107.2,2695.0,2087.0,608.0,4131.0,3205.0,-293.0,441.0,734.0,9738.0
83,301000,2008JJ00,26274.0,17437.0,8837.0,23955.0,14660.0,9285.0,3.3,3.9,2.2,109.7,118.9,95.2,2763.0,2138.0,625.0,3120.0,3331.0,-377.0,452.0,829.0,8837.0
84,301000,2009JJ00,24568.0,16670.0,7898.0,24352.0,14695.0,9700.0,1.7,0.2,4.5,100.9,113.4,81.4,2818.0,2153.0,665.0,1935.0,3411.0,-266.0,556.0,822.0,7898.0
85,301000,2010JJ00,26632.0,17265.0,9367.0,24563.0,14924.0,9641.0,0.9,1.6,-0.6,108.4,115.7,97.2,2854.0,2177.0,677.0,3219.0,3514.0,-220.0,570.0,790.0,9367.0
86,301000,2011JJ00,27205.0,18462.0,8743.0,24426.0,14676.0,9784.0,-0.6,-1.7,1.5,111.4,125.8,89.4,2907.0,2221.0,686.0,2651.0,3589.0,-404.0,573.0,977.0,8743.0
87,301000,2012JJ00,28193.0,19121.0,9072.0,24468.0,14694.0,9811.0,0.2,0.1,0.3,115.2,130.1,92.5,2930.0,2206.0,724.0,2957.0,3642.0,-457.0,549.0,1006.0,9072.0
88,301100,1969JJ00,,,,,,,,,,,,,,,,,,,,,
89,301100,1970JJ00,,,,,,,,,,,,,,,,,,,,,
90,301100,1971JJ00,,,,,,,,,,,,,,,,,,,,,
91,301100,1972JJ00,,,,,,,,,,,,,,,,,,,,,
92,301100,1973JJ00,,,,,,,,,,,,,,,,,,,,,
93,301100,1974JJ00,,,,,,,,,,,,,,,,,,,,,
94,301100,1975JJ00,,,,,,,,,,,,,,,,,,,,,
95,301100,1976JJ00,,,,,,,,,,,,,,,,,,,,,
96,301100,1977JJ00,,,,,,,,,,,,,,,,,,,,,
97,301100,1978JJ00,,,,,,,,,,,,,,,,,,,,,
98,301100,1979JJ00,,,,,,,,,,,,,,,,,,,,,
99,301100,1980JJ00,,,,,,,,,,,,,,,,,,,,,
100,301100,1981JJ00,,,,,,,,,,,,,,,,,,,,,
101,301100,1982JJ00,,,,,,,,,,,,,,,,,,,,,
102,301100,1983JJ00,,,,,,,,,,,,,,,,,,,,,
103,301100,1984JJ00,,,,,,,,,,,,,,,,,,,,,
104,301100,1985JJ00,,,,,,,,,,,,,,,,,,,,,
105,301100,1986JJ00,,,,,,,,,,,,,,,,,,,,,
106,301100,1987JJ00,,,,,,,,,,,,,,,,,,,,,
107,301100,1988JJ00,18218.0,10340.0,7878.0,17755.0,12282.0,5946.0,,,,102.6,84.2,132.5,1200.0,954.0,246.0,4956.0,1570.0,152.0,275.0,123.0,7878.0
108,301100,1989JJ00,19882.0,10834.0,9048.0,18265.0,12362.0,6290.0,2.9,0.6,5.8,108.9,87.6,143.9,1230.0,986.0,244.0,6047.0,1661.0,110.0,293.0,183.0,9048.0
109,301100,1990JJ00,19648.0,10411.0,9237.0,18989.0,12363.0,6838.0,4.0,0.0,8.7,103.5,84.2,135.1,1361.0,1180.0,181.0,5965.0,1732.0,179.0,296.0,117.0,9237.0
110,301100,1991JJ00,20375.0,10917.0,9458.0,19391.0,12610.0,6992.0,2.1,2.0,2.3,105.1,86.6,135.3,1427.0,1241.0,186.0,6056.0,1825.0,150.0,306.0,156.0,9458.0
111,301100,1992JJ00,20122.0,10886.0,9236.0,19856.0,12717.0,7284.0,2.4,0.9,4.2,101.3,85.6,126.8,1523.0,1316.0,207.0,5665.0,1889.0,159.0,315.0,156.0,9236.0
112,301100,1993JJ00,18869.0,10549.0,8320.0,20097.0,12652.0,7520.0,1.2,-0.5,3.2,93.9,83.4,110.6,1570.0,1359.0,211.0,4674.0,1941.0,135.0,353.0,218.0,8320.0
113,301100,1994JJ00,19410.0,10593.0,8817.0,20185.0,12562.0,7663.0,0.4,-0.7,1.9,96.2,84.3,115.1,1562.0,1352.0,210.0,5122.0,1963.0,170.0,360.0,190.0,8817.0
114,301100,1995JJ00,19544.0,10593.0,8951.0,20292.0,12487.0,7807.0,0.5,-0.6,1.9,96.3,84.8,114.7,1561.0,1352.0,209.0,5237.0,2020.0,133.0,308.0,175.0,8951.0
115,301100,1996JJ00,19907.0,11098.0,8809.0,20242.0,12674.0,7628.0,-0.2,1.5,-2.3,98.3,87.6,115.5,1636.0,1418.0,218.0,5091.0,2076.0,6.0,312.0,306.0,8809.0
116,301100,1997JJ00,21145.0,11180.0,9965.0,20853.0,12527.0,8258.0,3.0,-1.2,8.3,101.4,89.2,120.7,1711.0,1479.0,232.0,5957.0,2128.0,169.0,318.0,149.0,9965.0
117,301100,1998JJ00,20054.0,11134.0,8920.0,20444.0,12799.0,7714.0,-2.0,2.2,-6.6,98.1,87.0,115.6,1810.0,1469.0,341.0,4768.0,2186.0,156.0,308.0,152.0,8920.0
118,301100,1999JJ00,19762.0,11350.0,8412.0,21353.0,13222.0,8167.0,4.4,3.3,5.9,92.6,85.8,103.0,1932.0,1555.0,377.0,4171.0,2312.0,-3.0,330.0,333.0,8412.0
119,301100,2000JJ00,20925.0,11874.0,9051.0,21587.0,13244.0,8359.0,1.1,0.2,2.4,96.9,89.7,108.3,2036.0,1626.0,410.0,4311.0,2503.0,201.0,335.0,134.0,9051.0
120,301100,2001JJ00,21687.0,12413.0,9274.0,20953.0,13086.0,7921.0,-2.9,-1.2,-5.2,103.5,94.9,117.1,2202.0,1749.0,453.0,4241.0,2642.0,189.0,406.0,217.0,9274.0
121,301100,2002JJ00,21307.0,12624.0,8683.0,21034.0,13307.0,7814.0,0.4,1.7,-1.3,101.3,94.9,111.1,2390.0,1872.0,518.0,3266.0,2786.0,241.0,408.0,167.0,8683.0
122,301100,2003JJ00,21306.0,12309.0,8997.0,20999.0,12861.0,8163.0,-0.2,-3.4,4.5,101.5,95.7,110.2,2426.0,1858.0,568.0,3687.0,2823.0,61.0,379.0,318.0,8997.0
123,301100,2004JJ00,21238.0,12837.0,8401.0,21750.0,13123.0,8627.0,3.6,2.0,5.7,97.6,97.8,97.4,2406.0,1841.0,565.0,3065.0,2868.0,62.0,391.0,329.0,8401.0
124,301100,2005JJ00,21699.0,13114.0,8585.0,21699.0,13114.0,8585.0,-0.2,-0.1,-0.5,100.0,100.0,100.0,2412.0,1848.0,564.0,3108.0,2915.0,150.0,440.0,290.0,8585.0
125,301100,2006JJ00,23653.0,14081.0,9572.0,21989.0,13462.0,8527.0,1.3,2.7,-0.7,107.6,104.6,112.3,2466.0,1903.0,563.0,4252.0,2981.0,-127.0,437.0,564.0,9572.0
126,301100,2007JJ00,24702.0,15219.0,9483.0,22550.0,13722.0,8822.0,2.5,1.9,3.5,109.5,110.9,107.5,2581.0,1997.0,584.0,4089.0,3103.0,-290.0,428.0,718.0,9483.0
127,301100,2008JJ00,25612.0,16985.0,8627.0,23312.0,14281.0,9022.0,3.4,4.1,2.3,109.9,118.9,95.6,2655.0,2050.0,605.0,3113.0,3233.0,-374.0,441.0,815.0,8627.0
128,301100,2009JJ00,23998.0,16291.0,7707.0,23754.0,14338.0,9459.0,1.9,0.4,4.8,101.0,113.6,81.5,2706.0,2063.0,643.0,1948.0,3317.0,-264.0,545.0,809.0,7707.0
129,301100,2010JJ00,26024.0,16843.0,9181.0,23949.0,14568.0,9380.0,0.8,1.6,-0.8,108.7,115.6,97.9,2737.0,2086.0,651.0,3237.0,3421.0,-214.0,560.0,774.0,9181.0
130,301100,2011JJ00,26608.0,18036.0,8572.0,23867.0,14353.0,9544.0,-0.3,-1.5,1.7,111.5,125.7,89.8,2786.0,2127.0,659.0,2680.0,3501.0,-395.0,562.0,957.0,8572.0
131,301100,2012JJ00,27587.0,18688.0,8899.0,23931.0,14380.0,9584.0,0.3,0.2,0.4,115.3,130.0,92.9,2809.0,2111.0,698.0,,,-444.0,542.0,986.0,8899.0
132,304300,1969JJ00,,,,,,,,,,,,,,,,,,,,,
133,304300,1970JJ00,,,,,,,,,,,,,,,,,,,,,
134,304300,1971JJ00,,,,,,,,,,,,,,,,,,,,,
135,304300,1972JJ00,,,,,,,,,,,,,,,,,,,,,
136,304300,1973JJ00,,,,,,,,,,,,,,,,,,,,,
137,304300,1974JJ00,,,,,,,,,,,,,,,,,,,,,
138,304300,1975JJ00,,,,,,,,,,,,,,,,,,,,,
139,304300,1976JJ00,,,,,,,,,,,,,,,,,,,,,
140,304300,1977JJ00,,,,,,,,,,,,,,,,,,,,,
141,304300,1978JJ00,,,,,,,,,,,,,,,,,,,,,
142,304300,1979JJ00,,,,,,,,,,,,,,,,,,,,,
143,304300,1980JJ00,,,,,,,,,,,,,,,,,,,,,
144,304300,1981JJ00,,,,,,,,,,,,,,,,,,,,,
145,304300,1982JJ00,,,,,,,,,,,,,,,,,,,,,
146,304300,1983JJ00,,,,,,,,,,,,,,,,,,,,,
147,304300,1984JJ00,,,,,,,,,,,,,,,,,,,,,
148,304300,1985JJ00,,,,,,,,,,,,,,,,,,,,,
149,304300,1986JJ00,,,,,,,,,,,,,,,,,,,,,
150,304300,1987JJ00,,,,,,,,,,,,,,,,,,,,,
151,304300,1988JJ00,74.0,34.0,40.0,66.0,45.0,23.0,,,,111.9,75.5,176.9,36.0,36.0,0.0,-2.0,6.0,0.0,3.0,3.0,40.0
152,304300,1989JJ00,67.0,38.0,29.0,65.0,50.0,20.0,-1.4,11.8,-12.5,102.7,75.5,146.6,32.0,31.0,1.0,-8.0,5.0,0.0,3.0,3.0,29.0
