ID,EconomicActivityAndOtherItems,Periods,OutputBasicPrices_1,IntermediateConsumption_2,GrossValueAddedBasicPrices_3,OutputBasicPrices_4,IntermediateConsumption_5,GrossValueAddedBasicPrices_6,OutputBasicPrices_7,IntermediateConsumption_8,GrossValueAddedBasicPrices_9,OutputBasicPrices_10,IntermediateConsumption_11,GrossValueAddedBasicPrices_12,TotalCompensationOfEmployees_13,WagesAndSalaries_14,EmployersSocialContributions_15,NetOperatingSurplusMixedIncome_16,ConsumptionOfFixedCapital_17,OtherTaxesLessSubsidies_18,OtherTaxesOnProduction_19,OtherSubsidiesOnProd_20,GrossValueAddedBasicPrices_21
4327,415000,1984JJ00,,,,,,,,,,,,,,,,,,,,,
4328,415000,1985JJ00,,,,,,,,,,,,,,,,,,,,,
4329,415000,1986JJ00,,,,,,,,,,,,,,,,,,,,,
4330,415000,1987JJ00,,,,,,,,,,,,,,,,,,,,,
4331,415000,1988JJ00,1913.0,593.0,1320.0,2961.0,809.0,2182.0,,,,64.6,73.3,60.5,1127.0,911.0,216.0,,,4.0,6.0,2.0,1320.0
4332,415000,1989JJ00,2010.0,646.0,1364.0,3061.0,877.0,2207.0,3.4,8.4,1.1,65.7,73.6,61.8,1174.0,958.0,216.0,,,2.0,4.0,2.0,1364.0
4333,415000,1990JJ00,2185.0,694.0,1491.0,3279.0,936.0,2369.0,7.1,6.7,7.3,66.6,74.2,62.9,1266.0,1128.0,138.0,,,3.0,5.0,2.0,1491.0
4334,415000,1991JJ00,2425.0,771.0,1654.0,3552.0,1027.0,2550.0,8.3,9.8,7.6,68.3,75.1,64.9,1395.0,1238.0,157.0,,,5.0,6.0,1.0,1654.0
4335,415000,1992JJ00,2642.0,827.0,1815.0,3759.0,1079.0,2708.0,5.8,5.1,6.2,70.3,76.6,67.0,1535.0,1346.0,189.0,,,7.0,8.0,1.0,1815.0
4336,415000,1993JJ00,2766.0,849.0,1917.0,3816.0,1095.0,2749.0,1.5,1.5,1.5,72.5,77.5,69.7,1580.0,1394.0,186.0,,,7.0,8.0,1.0,1917.0
4337,415000,1994JJ00,2817.0,877.0,1940.0,3818.0,1100.0,2746.0,0.1,0.5,-0.1,73.8,79.7,70.6,1591.0,1416.0,175.0,,,5.0,7.0,2.0,1940.0
4338,415000,1995JJ00,2883.0,925.0,1958.0,3833.0,1141.0,2715.0,0.4,3.8,-1.1,75.2,81.0,72.1,1596.0,1419.0,177.0,,,7.0,8.0,1.0,1958.0
4339,415000,1996JJ00,3181.0,1050.0,2131.0,4136.0,1281.0,2875.0,7.9,12.2,5.9,76.9,82.0,74.1,1674.0,1503.0,171.0,,,-3.0,8.0,11.0,2131.0
4340,415000,1997JJ00,3431.0,1183.0,2248.0,4377.0,1430.0,2960.0,5.8,11.6,3.0,78.4,82.7,76.0,1774.0,1595.0,179.0,,,-14.0,7.0,21.0,2248.0
4341,415000,1998JJ00,3683.0,1314.0,2369.0,4576.0,1561.0,3022.0,4.5,9.2,2.1,80.5,84.2,78.4,1874.0,1552.0,322.0,,,-23.0,7.0,30.0,2369.0
4342,415000,1999JJ00,4094.0,1502.0,2592.0,4929.0,1751.0,3180.0,7.7,12.2,5.2,83.1,85.8,81.5,2025.0,1674.0,351.0,,,-26.0,9.0,35.0,2592.0
4343,415000,2000JJ00,4633.0,1716.0,2917.0,5302.0,1940.0,3361.0,7.6,10.8,5.7,87.4,88.4,86.8,2189.0,1796.0,393.0,,,-29.0,10.0,39.0,2917.0
4344,415000,2001JJ00,5196.0,1905.0,3291.0,5645.0,2058.0,3587.0,6.5,6.1,6.7,92.0,92.6,91.7,2430.0,1976.0,454.0,,,-36.0,11.0,47.0,3291.0
4345,415000,2002JJ00,5302.0,1966.0,3336.0,5505.0,2063.0,3441.0,-2.5,0.3,-4.1,96.3,95.3,96.9,2447.0,1978.0,469.0,,,-41.0,11.0,52.0,3336.0
4346,415000,2003JJ00,5527.0,1970.0,3557.0,5585.0,2046.0,3538.0,1.5,-0.9,2.8,99.0,96.3,100.5,2580.0,2080.0,500.0,,,-43.0,11.0,54.0,3557.0
4347,415000,2004JJ00,5715.0,2069.0,3646.0,5697.0,2117.0,3580.0,2.0,3.5,1.2,100.3,97.7,101.8,2669.0,2127.0,542.0,,,-53.0,13.0,66.0,3646.0
4348,415000,2005JJ00,5782.0,2154.0,3628.0,5782.0,2154.0,3628.0,1.5,1.7,1.3,100.0,100.0,100.0,2666.0,2140.0,526.0,,,-39.0,14.0,53.0,3628.0
4349,415000,2006JJ00,6167.0,2340.0,3827.0,6145.0,2302.0,3843.0,6.3,6.9,5.9,100.4,101.7,99.6,2824.0,2259.0,565.0,,,-37.0,15.0,52.0,3827.0
4350,415000,2007JJ00,6577.0,2514.0,4063.0,6370.0,2395.0,3975.0,3.7,4.1,3.4,103.2,104.9,102.2,3007.0,2416.0,591.0,,,-32.0,15.0,47.0,4063.0
4351,415000,2008JJ00,7025.0,2691.0,4334.0,6599.0,2490.0,4109.0,3.6,3.9,3.4,106.5,108.1,105.5,3219.0,2568.0,651.0,,,-29.0,15.0,44.0,4334.0
4352,415000,2009JJ00,7140.0,2656.0,4484.0,6534.0,2455.0,4079.0,-1.0,-1.4,-0.7,109.3,108.2,109.9,3307.0,2645.0,662.0,,,-39.0,17.0,56.0,4484.0
4353,415000,2010JJ00,7133.0,2674.0,4459.0,6452.0,2420.0,4031.0,-1.3,-1.4,-1.2,110.6,110.5,110.6,3370.0,2680.0,690.0,,,-43.0,16.0,59.0,4459.0
4354,415000,2011JJ00,7132.0,2724.0,4408.0,6364.0,2401.0,3963.0,-1.4,-0.8,-1.7,112.1,113.5,111.2,3471.0,2755.0,716.0,,,-35.0,14.0,49.0,4408.0
4355,415000,2012JJ00,7108.0,2746.0,4362.0,6285.0,2369.0,3916.0,-1.2,-1.3,-1.2,113.1,115.9,111.4,3553.0,2794.0,759.0,,,-30.0,11.0,41.0,4362.0
4356,415900,1969JJ00,,,,,,,,,,,,,,,,,,,,,
4357,415900,1970JJ00,,,,,,,,,,,,,,,,,,,,,
4358,415900,1971JJ00,,,,,,,,,,,,,,,,,,,,,
4359,415900,1972JJ00,,,,,,,,,,,,,,,,,,,,,
4360,415900,1973JJ00,,,,,,,,,,,,,,,,,,,,,
4361,415900,1974JJ00,,,,,,,,,,,,,,,,,,,,,
4362,415900,1975JJ00,,,,,,,,,,,,,,,,,,,,,
4363,415900,1976JJ00,,,,,,,,,,,,,,,,,,,,,
4364,415900,1977JJ00,,,,,,,,,,,,,,,,,,,,,
4365,415900,1978JJ00,,,,,,,,,,,,,,,,,,,,,
4366,415900,1979JJ00,,,,,,,,,,,,,,,,,,,,,
4367,415900,1980JJ00,,,,,,,,,,,,,,,,,,,,,
4368,415900,1981JJ00,,,,,,,,,,,,,,,,,,,,,
4369,415900,1982JJ00,,,,,,,,,,,,,,,,,,,,,
4370,415900,1983JJ00,,,,,,,,,,,,,,,,,,,,,
4371,415900,1984JJ00,,,,,,,,,,,,,,,,,,,,,
4372,415900,1985JJ00,,,,,,,,,,,,,,,,,,,,,
4373,415900,1986JJ00,,,,,,,,,,,,,,,,,,,,,
4374,415900,1987JJ00,,,,,,,,,,,,,,,,,,,,,
4375,415900,1988JJ00,740.0,406.0,334.0,1142.0,602.0,540.0,,,,64.8,67.5,61.9,253.0,207.0,46.0,,,-1.0,1.0,2.0,334.0
4376,415900,1989JJ00,844.0,457.0,387.0,1292.0,670.0,622.0,13.1,11.3,15.3,65.3,68.2,62.2,280.0,234.0,46.0,,,-3.0,0.0,3.0,387.0
4377,415900,1990JJ00,975.0,527.0,448.0,1455.0,761.0,693.0,12.6,13.6,11.4,67.0,69.3,64.6,326.0,294.0,32.0,,,-2.0,1.0,3.0,448.0
4378,415900,1991JJ00,1210.0,622.0,588.0,1754.0,867.0,890.0,20.6,14.0,28.3,69.0,71.7,66.1,375.0,337.0,38.0,,,-1.0,1.0,2.0,588.0
4379,415900,1992JJ00,1347.0,666.0,681.0,1869.0,906.0,967.0,6.5,4.5,8.7,72.1,73.5,70.4,414.0,371.0,43.0,,,-1.0,1.0,2.0,681.0
4380,415900,1993JJ00,1405.0,712.0,693.0,1929.0,950.0,982.0,3.2,4.8,1.6,72.9,75.0,70.5,444.0,401.0,43.0,,,-2.0,0.0,2.0,693.0
4381,415900,1994JJ00,1440.0,769.0,671.0,1894.0,1002.0,892.0,-1.8,5.5,-9.2,76.0,76.8,75.3,432.0,389.0,43.0,,,-2.0,1.0,3.0,671.0
4382,415900,1995JJ00,1542.0,862.0,680.0,1993.0,1105.0,886.0,5.2,10.3,-0.6,77.4,78.0,76.7,453.0,406.0,47.0,,,0.0,2.0,2.0,680.0
4383,415900,1996JJ00,1829.0,1001.0,828.0,2326.0,1272.0,1053.0,16.7,15.1,18.8,78.6,78.7,78.6,487.0,439.0,48.0,,,-6.0,2.0,8.0,828.0
4384,415900,1997JJ00,1943.0,1184.0,759.0,2424.0,1484.0,939.0,4.2,16.7,-10.9,80.1,79.8,80.9,506.0,454.0,52.0,,,-10.0,0.0,10.0,759.0
4385,415900,1998JJ00,2201.0,1362.0,839.0,2663.0,1672.0,989.0,9.8,12.7,5.4,82.7,81.5,84.8,565.0,468.0,97.0,,,-34.0,1.0,35.0,839.0
4386,415900,1999JJ00,2476.0,1555.0,921.0,2920.0,1840.0,1079.0,9.7,10.1,9.1,84.8,84.5,85.4,615.0,514.0,101.0,,,-33.0,3.0,36.0,921.0
4387,415900,2000JJ00,2819.0,1825.0,994.0,3260.0,2082.0,1176.0,11.6,13.2,9.0,86.5,87.6,84.5,687.0,573.0,114.0,,,-25.0,4.0,29.0,994.0
4388,415900,2001JJ00,3255.0,2045.0,1210.0,3568.0,2221.0,1347.0,9.4,6.7,14.5,91.2,92.1,89.8,714.0,592.0,122.0,,,-25.0,4.0,29.0,1210.0
4389,415900,2002JJ00,3173.0,1984.0,1189.0,3355.0,2092.0,1263.0,-6.0,-5.8,-6.2,94.6,94.8,94.1,768.0,626.0,142.0,,,-27.0,4.0,31.0,1189.0
4390,415900,2003JJ00,2899.0,1840.0,1059.0,2976.0,1895.0,1082.0,-11.3,-9.4,-14.4,97.4,97.1,97.9,772.0,616.0,156.0,,,-37.0,3.0,40.0,1059.0
4391,415900,2004JJ00,3188.0,1994.0,1194.0,3215.0,2017.0,1198.0,8.0,6.4,10.8,99.2,98.9,99.7,818.0,652.0,166.0,,,-43.0,3.0,46.0,1194.0
4392,415900,2005JJ00,3258.0,2057.0,1201.0,3258.0,2057.0,1201.0,1.3,2.0,0.3,100.0,100.0,100.0,830.0,670.0,160.0,,,-40.0,6.0,46.0,1201.0
4393,415900,2006JJ00,3417.0,2163.0,1254.0,3366.0,2127.0,1239.0,3.3,3.4,3.2,101.5,101.7,101.2,875.0,705.0,170.0,,,-32.0,7.0,39.0,1254.0
4394,415900,2007JJ00,3678.0,2316.0,1362.0,3542.0,2205.0,1338.0,5.2,3.7,8.0,103.8,105.0,101.8,941.0,762.0,179.0,,,-36.0,7.0,43.0,1362.0
4395,415900,2008JJ00,4013.0,2478.0,1535.0,3740.0,2283.0,1459.0,5.6,3.5,9.0,107.3,108.6,105.2,1010.0,815.0,195.0,,,-35.0,15.0,50.0,1535.0
4396,415900,2009JJ00,3982.0,2410.0,1572.0,3640.0,2239.0,1402.0,-2.7,-1.9,-3.9,109.4,107.6,112.2,1011.0,818.0,193.0,,,-38.0,21.0,59.0,1572.0
4397,415900,2010JJ00,4013.0,2433.0,1580.0,3634.0,2236.0,1399.0,-0.2,-0.2,-0.2,110.4,108.8,112.9,1050.0,846.0,204.0,,,-35.0,21.0,56.0,1580.0
4398,415900,2011JJ00,4004.0,2460.0,1544.0,3594.0,2226.0,1370.0,-1.1,-0.5,-2.1,111.4,110.5,112.7,1065.0,856.0,209.0,,,-40.0,21.0,61.0,1544.0
4399,415900,2012JJ00,4041.0,2467.0,1574.0,3594.0,2218.0,1377.0,0.0,-0.3,0.5,112.4,111.2,114.3,1097.0,872.0,225.0,,,-23.0,18.0,41.0,1574.0
4400,300012,1969JJ00,11408.0,2849.0,8559.0,56192.0,10535.0,47062.0,,,,20.3,27.0,18.2,6766.0,5343.0,1423.0,665.0,1095.0,33.0,44.0,11.0,8559.0
4401,300012,1970JJ00,13144.0,3280.0,9864.0,59084.0,11375.0,49041.0,5.1,8.0,4.2,22.2,28.8,20.1,7860.0,6184.0,1676.0,685.0,1283.0,36.0,48.0,12.0,9864.0
4402,300012,1971JJ00,15528.0,3847.0,11681.0,62783.0,12370.0,51706.0,6.3,8.7,5.4,24.7,31.1,22.6,9398.0,7301.0,2097.0,713.0,1530.0,40.0,53.0,13.0,11681.0
4403,300012,1972JJ00,17710.0,4112.0,13598.0,64267.0,12547.0,53087.0,2.4,1.4,2.7,27.6,32.8,25.6,10921.0,8435.0,2486.0,862.0,1766.0,49.0,63.0,14.0,13598.0
4404,300012,1973JJ00,20295.0,4533.0,15762.0,66187.0,12764.0,54875.0,3.0,1.7,3.4,30.7,35.5,28.7,12712.0,9592.0,3120.0,965.0,2029.0,56.0,72.0,16.0,15762.0
4405,300012,1974JJ00,24214.0,5487.0,18727.0,69021.0,13592.0,56877.0,4.3,6.5,3.6,35.1,40.4,32.9,15256.0,11445.0,3811.0,1028.0,2379.0,64.0,82.0,18.0,18727.0
4406,300012,1975JJ00,28565.0,6377.0,22188.0,72461.0,14379.0,59577.0,5.0,5.8,4.7,39.4,44.3,37.2,18353.0,13778.0,4575.0,1016.0,2750.0,69.0,89.0,20.0,22188.0
4407,300012,1976JJ00,32467.0,7317.0,25150.0,75277.0,15103.0,61696.0,3.9,5.0,3.6,43.1,48.4,40.8,20694.0,15483.0,5211.0,1241.0,3135.0,80.0,109.0,29.0,25150.0
4408,300012,1977JJ00,36023.0,8233.0,27790.0,78245.0,16092.0,63660.0,3.9,6.5,3.2,46.0,51.2,43.7,22874.0,17187.0,5687.0,1325.0,3486.0,105.0,129.0,24.0,27790.0
4409,300012,1978JJ00,39525.0,9036.0,30489.0,80573.0,17073.0,64966.0,3.0,6.1,2.1,49.1,52.9,46.9,24998.0,18775.0,6223.0,1516.0,3859.0,116.0,143.0,27.0,30489.0
4410,300012,1979JJ00,43339.0,10208.0,33131.0,83505.0,18290.0,66658.0,3.6,7.1,2.6,51.9,55.8,49.7,27228.0,20323.0,6905.0,1493.0,4281.0,129.0,158.0,29.0,33131.0
4411,300012,1980JJ00,46688.0,11240.0,35448.0,85799.0,18756.0,68531.0,2.7,2.5,2.8,54.4,59.9,51.7,28946.0,21543.0,7403.0,1589.0,4776.0,137.0,168.0,31.0,35448.0
4412,300012,1981JJ00,49439.0,12337.0,37102.0,87896.0,19206.0,70215.0,2.4,2.4,2.5,56.2,64.2,52.8,30044.0,22395.0,7649.0,1653.0,5254.0,151.0,181.0,30.0,37102.0
4413,300012,1982JJ00,52097.0,13205.0,38892.0,89429.0,19787.0,71140.0,1.7,3.0,1.3,58.3,66.7,54.7,31340.0,23473.0,7867.0,1840.0,5555.0,157.0,194.0,37.0,38892.0
4414,300012,1983JJ00,53649.0,14097.0,39552.0,91933.0,20743.0,72642.0,2.8,4.8,2.1,58.4,68.0,54.4,31584.0,23319.0,8265.0,2121.0,5688.0,159.0,201.0,42.0,39552.0
4415,300012,1984JJ00,53816.0,14521.0,39295.0,92639.0,20657.0,73505.0,0.8,-0.4,1.2,58.1,70.3,53.5,30992.0,22963.0,8029.0,2268.0,5881.0,154.0,200.0,46.0,39295.0
4416,300012,1985JJ00,55227.0,15268.0,39959.0,94459.0,21389.0,74521.0,2.0,3.5,1.4,58.5,71.4,53.6,31486.0,23429.0,8057.0,2242.0,6044.0,187.0,231.0,44.0,39959.0
4417,300012,1986JJ00,56215.0,15194.0,41021.0,95918.0,22013.0,75280.0,1.5,2.9,1.0,58.6,69.0,54.5,32099.0,23891.0,8208.0,2654.0,6113.0,155.0,237.0,82.0,41021.0
4418,300012,1987JJ00,58655.0,16224.0,42431.0,98687.0,23432.0,76462.0,2.9,6.4,1.6,59.4,69.2,55.5,32955.0,24660.0,8295.0,3007.0,6291.0,178.0,262.0,84.0,42431.0
4419,300012,1988JJ00,60192.0,17352.0,42840.0,100452.0,24866.0,76563.0,1.8,6.1,0.1,59.9,69.8,56.0,33099.0,24953.0,8146.0,3022.0,6546.0,173.0,266.0,93.0,42840.0
4420,300012,1989JJ00,61753.0,18023.0,43730.0,102129.0,25683.0,77341.0,1.7,3.3,1.0,60.5,70.2,56.5,33496.0,25738.0,7758.0,3189.0,6859.0,186.0,287.0,101.0,43730.0
4421,300012,1990JJ00,64763.0,18939.0,45824.0,103981.0,26568.0,78223.0,1.8,3.4,1.1,62.3,71.3,58.6,35051.0,29284.0,5767.0,3379.0,7208.0,186.0,297.0,111.0,45824.0
4422,300012,1991JJ00,67982.0,19920.0,48062.0,105246.0,27177.0,78827.0,1.2,2.3,0.8,64.6,73.3,61.0,36677.0,30637.0,6040.0,3514.0,7579.0,292.0,314.0,22.0,48062.0
4423,300012,1992JJ00,71611.0,20846.0,50765.0,106795.0,27966.0,79518.0,1.5,2.9,0.9,67.1,74.5,63.8,38853.0,32546.0,6307.0,3732.0,7868.0,312.0,326.0,14.0,50765.0
4424,300012,1993JJ00,74555.0,21739.0,52816.0,109127.0,28855.0,80931.0,2.2,3.2,1.8,68.3,75.3,65.3,40373.0,33935.0,6438.0,3946.0,8148.0,349.0,355.0,6.0,52816.0
4425,300012,1994JJ00,76889.0,22919.0,53970.0,109960.0,29675.0,80856.0,0.8,2.8,-0.1,69.9,77.2,66.7,41344.0,34714.0,6630.0,3888.0,8377.0,361.0,387.0,26.0,53970.0
4426,300012,1995JJ00,79055.0,23885.0,55170.0,110407.0,30374.0,80516.0,0.4,2.4,-0.4,71.6,78.6,68.5,42276.0,34472.0,7804.0,3904.0,8688.0,302.0,371.0,69.0,55170.0
4427,300012,1996JJ00,80902.0,25089.0,55813.0,111642.0,31375.0,80657.0,1.1,3.3,0.2,72.5,80.0,69.2,43016.0,34907.0,8109.0,3806.0,9007.0,-16.0,390.0,406.0,55813.0
4428,300012,1997JJ00,84272.0,26039.0,58233.0,113481.0,32096.0,81750.0,1.6,2.3,1.4,74.3,81.1,71.2,44596.0,36367.0,8229.0,4450.0,9319.0,-132.0,419.0,551.0,58233.0
4429,300012,1998JJ00,88601.0,27421.0,61180.0,116093.0,33409.0,82977.0,2.3,4.1,1.5,76.3,82.1,73.7,47479.0,36782.0,10697.0,4278.0,9681.0,-258.0,438.0,696.0,61180.0
4430,300012,1999JJ00,94743.0,29948.0,64795.0,119379.0,35655.0,83879.0,2.8,6.7,1.1,79.4,84.0,77.2,50448.0,39100.0,11348.0,4501.0,10177.0,-331.0,491.0,822.0,64795.0
4431,300012,2000JJ00,101393.0,32003.0,69390.0,121598.0,36613.0,85116.0,1.9,2.7,1.5,83.4,87.4,81.5,53617.0,41657.0,11960.0,5205.0,10913.0,-345.0,506.0,851.0,69390.0
4432,300012,2001JJ00,112179.0,36508.0,75671.0,126978.0,39777.0,87226.0,4.4,8.6,2.5,88.3,91.8,86.8,58588.0,45287.0,13301.0,5981.0,11576.0,-474.0,542.0,1016.0,75671.0
4433,300012,2002JJ00,122692.0,39406.0,83286.0,131470.0,41454.0,90027.0,3.5,4.2,3.2,93.3,95.1,92.5,63802.0,49183.0,14619.0,7808.0,12224.0,-548.0,578.0,1126.0,83286.0
4434,300012,2003JJ00,130481.0,41914.0,88567.0,135482.0,43175.0,92306.0,3.1,4.2,2.5,96.3,97.1,95.9,68206.0,52598.0,15608.0,7968.0,12842.0,-449.0,618.0,1067.0,88567.0
4435,300012,2004JJ00,133754.0,42524.0,91230.0,136275.0,43208.0,93069.0,0.6,0.1,0.8,98.1,98.4,98.0,70243.0,53129.0,17114.0,8079.0,13387.0,-479.0,632.0,1111.0,91230.0
4436,300012,2005JJ00,137717.0,44072.0,93645.0,137717.0,44072.0,93645.0,1.1,2.0,0.6,100.0,100.0,100.0,71790.0,53933.0,17857.0,8056.0,13931.0,-132.0,662.0,794.0,93645.0
4437,300012,2006JJ00,143511.0,47148.0,96363.0,141113.0,46609.0,94504.0,2.5,5.8,0.9,101.7,101.2,102.0,73699.0,55819.0,17880.0,8106.0,14588.0,-30.0,648.0,678.0,96363.0
4438,300012,2007JJ00,151109.0,49885.0,101224.0,144611.0,48615.0,96003.0,2.5,4.3,1.6,104.5,102.6,105.4,77303.0,58587.0,18716.0,9168.0,15426.0,-673.0,657.0,1330.0,101224.0
4439,300012,2008JJ00,161142.0,53974.0,107168.0,149118.0,50392.0,98740.0,3.1,3.7,2.9,108.1,107.1,108.5,81595.0,61873.0,19722.0,10086.0,16322.0,-835.0,696.0,1531.0,107168.0
4440,300012,2009JJ00,172027.0,57924.0,114103.0,155454.0,53102.0,102374.0,4.2,5.4,3.7,110.7,109.1,111.5,86141.0,65218.0,20923.0,11855.0,17090.0,-983.0,725.0,1708.0,114103.0
4441,300012,2010JJ00,175485.0,57701.0,117784.0,156632.0,51898.0,104721.0,0.8,-2.3,2.3,112.0,111.2,112.5,89147.0,67676.0,21471.0,12060.0,17679.0,-1102.0,732.0,1834.0,117784.0
4442,300012,2011JJ00,176169.0,56963.0,119206.0,157001.0,50468.0,106503.0,0.2,-2.8,1.7,112.2,112.9,111.9,90366.0,68582.0,21784.0,11757.0,18036.0,-953.0,761.0,1714.0,119206.0
4443,300012,2012JJ00,180149.0,57939.0,122210.0,156269.0,49444.0,106803.0,-0.5,-2.0,0.3,115.3,117.2,114.4,91665.0,68932.0,22733.0,13151.0,18400.0,-1006.0,743.0,1749.0,122210.0
4444,417400,1969JJ00,4980.0,1459.0,3521.0,20352.0,5528.0,14830.0,,,,24.5,26.4,23.7,2800.0,2134.0,666.0,-1.0,701.0,21.0,21.0,,3521.0
4445,417400,1970JJ00,5770.0,1679.0,4091.0,21689.0,5994.0,15689.0,6.6,8.4,5.8,26.6,28.0,26.1,3259.0,2468.0,791.0,0.0,809.0,23.0,23.0,,4091.0
4446,417400,1971JJ00,6884.0,1953.0,4931.0,23286.0,6483.0,16794.0,7.4,8.2,7.0,29.6,30.1,29.4,3953.0,2943.0,1010.0,0.0,953.0,25.0,25.0,,4931.0
4447,417400,1972JJ00,7651.0,2042.0,5609.0,23466.0,6446.0,17012.0,0.8,-0.6,1.3,32.6,31.7,33.0,4486.0,3316.0,1170.0,1.0,1092.0,30.0,30.0,,5609.0
4448,417400,1973JJ00,8637.0,2167.0,6470.0,23745.0,6320.0,17409.0,1.2,-2.0,2.3,36.4,34.3,37.2,5188.0,3724.0,1464.0,1.0,1247.0,34.0,34.0,,6470.0
4449,417400,1974JJ00,10308.0,2641.0,7667.0,24817.0,6822.0,17995.0,4.5,7.9,3.4,41.5,38.7,42.6,6184.0,4405.0,1779.0,0.0,1444.0,39.0,39.0,,7667.0
4450,417400,1975JJ00,12037.0,2886.0,9151.0,26114.0,6964.0,19131.0,5.2,2.1,6.3,46.1,41.4,47.8,7454.0,5307.0,2147.0,-1.0,1655.0,43.0,43.0,,9151.0
4451,417400,1976JJ00,13712.0,3364.0,10348.0,27173.0,7408.0,19767.0,4.1,6.4,3.3,50.5,45.4,52.3,8407.0,5960.0,2447.0,0.0,1888.0,53.0,53.0,,10348.0
4452,417400,1977JJ00,15327.0,3855.0,11472.0,28612.0,7989.0,20649.0,5.3,7.8,4.5,53.6,48.3,55.6,9294.0,6621.0,2673.0,-1.0,2116.0,63.0,63.0,,11472.0
4453,417400,1978JJ00,16851.0,4233.0,12618.0,29779.0,8430.0,21391.0,4.1,5.5,3.6,56.6,50.2,59.0,10194.0,7254.0,2940.0,0.0,2354.0,70.0,70.0,,12618.0
4454,417400,1979JJ00,18738.0,4857.0,13881.0,31618.0,9201.0,22500.0,6.2,9.1,5.2,59.3,52.8,61.7,11170.0,7887.0,3283.0,0.0,2633.0,78.0,78.0,,13881.0
4455,417400,1980JJ00,20188.0,5233.0,14955.0,32659.0,9282.0,23430.0,3.3,0.9,4.1,61.8,56.4,63.8,11901.0,8373.0,3528.0,0.0,2970.0,84.0,84.0,,14955.0
4456,417400,1981JJ00,21447.0,5758.0,15689.0,33942.0,9602.0,24391.0,3.9,3.4,4.1,63.2,60.0,64.3,12330.0,8684.0,3646.0,0.0,3268.0,91.0,91.0,,15689.0
4457,417400,1982JJ00,22729.0,6246.0,16483.0,34988.0,10035.0,25014.0,3.1,4.5,2.6,65.0,62.2,65.9,12908.0,9141.0,3767.0,0.0,3477.0,98.0,98.0,,16483.0
4458,417400,1983JJ00,23840.0,6978.0,16862.0,36951.0,10980.0,26057.0,5.6,9.4,4.2,64.5,63.6,64.7,13170.0,9164.0,4006.0,0.0,3589.0,103.0,103.0,,16862.0
4459,417400,1984JJ00,23975.0,7195.0,16780.0,37167.0,10983.0,26268.0,0.6,0.0,0.8,64.5,65.5,63.9,12924.0,9032.0,3892.0,0.0,3753.0,103.0,103.0,,16780.0
4460,417400,1985JJ00,24664.0,7532.0,17132.0,38174.0,11308.0,26952.0,2.7,3.0,2.6,64.6,66.6,63.6,13118.0,9225.0,3893.0,-1.0,3910.0,105.0,105.0,,17132.0
4461,417400,1986JJ00,25006.0,7597.0,17409.0,38897.0,11691.0,27286.0,1.9,3.4,1.2,64.3,65.0,63.8,13340.0,9374.0,3966.0,-1.0,3963.0,107.0,107.0,,17409.0
4462,417400,1987JJ00,26569.0,8652.0,17917.0,40736.0,13076.0,27728.0,4.7,11.8,1.6,65.2,66.2,64.6,13714.0,9687.0,4027.0,0.0,4083.0,120.0,120.0,,17917.0
4463,417400,1988JJ00,27526.0,9380.0,18146.0,42224.0,14051.0,28232.0,3.7,7.5,1.8,65.2,66.8,64.3,13763.0,9786.0,3977.0,0.0,4263.0,120.0,120.0,,18146.0
4464,417400,1989JJ00,28367.0,9799.0,18568.0,43432.0,14547.0,28942.0,2.9,3.5,2.5,65.3,67.4,64.2,13919.0,10148.0,3771.0,0.0,4518.0,131.0,131.0,0.0,18568.0
4465,417400,1990JJ00,29481.0,10379.0,19102.0,44196.0,15092.0,29148.0,1.8,3.7,0.7,66.7,68.8,65.5,14205.0,11332.0,2873.0,0.0,4766.0,131.0,131.0,0.0,19102.0
4466,417400,1991JJ00,30492.0,10831.0,19661.0,44244.0,15345.0,28931.0,0.1,1.7,-0.7,68.9,70.6,68.0,14503.0,11572.0,2931.0,0.0,5021.0,137.0,137.0,0.0,19661.0
4467,417400,1992JJ00,31753.0,11152.0,20601.0,44532.0,15533.0,29028.0,0.7,1.2,0.3,71.3,71.8,71.0,15272.0,12220.0,3052.0,0.0,5192.0,137.0,137.0,0.0,20601.0
4468,417400,1993JJ00,33289.0,11896.0,21393.0,45849.0,16335.0,29540.0,3.0,5.2,1.8,72.6,72.8,72.4,15863.0,12750.0,3113.0,0.0,5374.0,156.0,156.0,0.0,21393.0
4469,417400,1994JJ00,34250.0,12514.0,21736.0,46116.0,16732.0,29408.0,0.6,2.4,-0.4,74.3,74.8,73.9,16053.0,12876.0,3177.0,0.0,5511.0,172.0,172.0,0.0,21736.0
4470,417400,1995JJ00,34893.0,13007.0,21886.0,45642.0,17000.0,28662.0,-1.0,1.6,-2.5,76.4,76.5,76.4,16057.0,12259.0,3798.0,5.0,5703.0,121.0,153.0,32.0,21886.0
4471,417400,1996JJ00,35487.0,13601.0,21886.0,45775.0,17439.0,28354.0,0.3,2.6,-1.1,77.5,78.0,77.2,15977.0,12167.0,3810.0,6.0,5896.0,7.0,169.0,162.0,21886.0
4472,417400,1997JJ00,36582.0,13948.0,22634.0,46429.0,17611.0,28837.0,1.4,1.0,1.7,78.8,79.2,78.5,16520.0,12735.0,3785.0,3.0,6106.0,5.0,174.0,169.0,22634.0
