ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
0,T001038 ,10010,2018700,MW00000,2007G400,79.0,57.4,65.0,70.3,
1,T001038 ,10010,2018700,MW00000,2011G400,79.6,57.8,65.5,69.7,
2,T001038 ,10010,2018700,MW00000,2015G400,79.3,57.1,65.3,68.6,52.9
3,T001038 ,10010,2018700,MW00000,2017G400,79.5,56.9,65.7,68.4,51.9
4,T001038 ,10010,2018700,MW00000,2019G400,79.0,56.6,65.5,66.6,51.9
5,T001038 ,10010,2018700,MW00000,2021G400,78.7,55.4,64.4,,50.6
6,T001038 ,10010,2018700,MOG0095,2007G400,78.9,56.5,,69.5,
7,T001038 ,10010,2018700,MOG0095,2011G400,79.5,57.1,,69.0,
8,T001038 ,10010,2018700,MOG0095,2015G400,79.2,56.3,,68.0,
9,T001038 ,10010,2018700,MOG0095,2017G400,79.4,56.1,,67.7,
10,T001038 ,10010,2018700,MOG0095,2019G400,78.8,55.8,,65.8,
11,T001038 ,10010,2018700,MOG0095,2021G400,78.5,54.5,,,
12,T001038 ,10010,2018700,MBG0095,2007G400,79.1,58.3,,71.1,
13,T001038 ,10010,2018700,MBG0095,2011G400,79.7,58.4,,70.4,
14,T001038 ,10010,2018700,MBG0095,2015G400,79.4,57.8,,69.3,
15,T001038 ,10010,2018700,MBG0095,2017G400,79.6,57.8,,69.1,
16,T001038 ,10010,2018700,MBG0095,2019G400,79.2,57.5,,67.4,
17,T001038 ,10010,2018700,MBG0095,2021G400,78.9,56.3,,,
18,T001038 ,10010,2018740,MW00000,2007G400,80.8,65.9,71.9,74.8,
19,T001038 ,10010,2018740,MW00000,2011G400,81.5,65.4,71.8,73.5,
20,T001038 ,10010,2018740,MW00000,2015G400,82.2,64.7,72.7,74.4,58.8
21,T001038 ,10010,2018740,MW00000,2017G400,82.0,64.7,73.5,73.8,57.9
22,T001038 ,10010,2018740,MW00000,2019G400,81.8,65.0,73.5,72.8,57.7
23,T001038 ,10010,2018740,MW00000,2021G400,81.9,63.7,72.6,,57.2
24,T001038 ,10010,2018740,MOG0095,2007G400,80.7,65.0,,74.1,
25,T001038 ,10010,2018740,MOG0095,2011G400,81.5,64.9,,72.7,
26,T001038 ,10010,2018740,MOG0095,2015G400,82.1,64.1,,73.8,
27,T001038 ,10010,2018740,MOG0095,2017G400,81.9,64.1,,73.2,
28,T001038 ,10010,2018740,MOG0095,2019G400,81.7,64.4,,72.2,
29,T001038 ,10010,2018740,MOG0095,2021G400,81.8,63.2,,,
30,T001038 ,10010,2018740,MBG0095,2007G400,80.8,66.8,,75.6,
31,T001038 ,10010,2018740,MBG0095,2011G400,81.6,65.9,,74.4,
32,T001038 ,10010,2018740,MBG0095,2015G400,82.2,65.3,,74.9,
33,T001038 ,10010,2018740,MBG0095,2017G400,82.1,65.2,,74.4,
34,T001038 ,10010,2018740,MBG0095,2019G400,81.9,65.6,,73.4,
35,T001038 ,10010,2018740,MBG0095,2021G400,82.0,64.3,,,
36,T001038 ,10010,2018790,MW00000,2007G400,82.7,72.0,75.5,77.0,
37,T001038 ,10010,2018790,MW00000,2011G400,83.1,70.8,76.0,75.7,
38,T001038 ,10010,2018790,MW00000,2015G400,83.8,70.6,77.6,76.8,63.8
39,T001038 ,10010,2018790,MW00000,2017G400,83.9,71.2,77.8,76.4,63.6
40,T001038 ,10010,2018790,MW00000,2019G400,83.8,70.3,77.7,74.2,63.2
41,T001038 ,10010,2018790,MW00000,2021G400,83.9,69.4,77.8,,62.2
42,T001038 ,10010,2018790,MOG0095,2007G400,82.6,71.0,,76.2,
43,T001038 ,10010,2018790,MOG0095,2011G400,83.0,70.1,,75.1,
44,T001038 ,10010,2018790,MOG0095,2015G400,83.8,69.9,,76.2,
45,T001038 ,10010,2018790,MOG0095,2017G400,83.8,70.6,,75.9,
46,T001038 ,10010,2018790,MOG0095,2019G400,83.7,69.7,,73.7,
47,T001038 ,10010,2018790,MOG0095,2021G400,83.9,68.8,,,
48,T001038 ,10010,2018790,MBG0095,2007G400,82.8,73.1,,77.9,
49,T001038 ,10010,2018790,MBG0095,2011G400,83.1,71.4,,76.3,
50,T001038 ,10010,2018790,MBG0095,2015G400,83.9,71.3,,77.3,
51,T001038 ,10010,2018790,MBG0095,2017G400,84.0,71.9,,77.0,
52,T001038 ,10010,2018790,MBG0095,2019G400,83.8,70.9,,74.8,
53,T001038 ,10010,2018790,MBG0095,2021G400,84.0,70.0,,,
54,T001038 ,10100,2018700,MW00000,2007G400,79.1,57.3,64.9,70.3,
55,T001038 ,10100,2018700,MW00000,2011G400,79.6,57.7,65.4,69.6,
56,T001038 ,10100,2018700,MW00000,2015G400,79.3,56.9,65.2,68.5,52.7
57,T001038 ,10100,2018700,MW00000,2017G400,79.4,56.7,65.6,68.3,51.7
58,T001038 ,10100,2018700,MW00000,2019G400,79.0,56.5,65.3,66.5,51.7
59,T001038 ,10100,2018700,MW00000,2021G400,78.8,55.3,64.4,,50.5
60,T001038 ,10100,2018700,MOG0095,2007G400,79.0,56.5,,69.5,
61,T001038 ,10100,2018700,MOG0095,2011G400,79.6,57.0,,69.0,
62,T001038 ,10100,2018700,MOG0095,2015G400,79.2,56.2,,67.9,51.9
63,T001038 ,10100,2018700,MOG0095,2017G400,79.4,55.9,,67.6,50.8
64,T001038 ,10100,2018700,MOG0095,2019G400,78.9,55.6,,65.7,50.8
65,T001038 ,10100,2018700,MOG0095,2021G400,78.7,54.5,,,49.6
66,T001038 ,10100,2018700,MBG0095,2007G400,79.1,58.2,,71.1,
67,T001038 ,10100,2018700,MBG0095,2011G400,79.6,58.3,,70.3,
68,T001038 ,10100,2018700,MBG0095,2015G400,79.3,57.7,,69.1,53.5
69,T001038 ,10100,2018700,MBG0095,2017G400,79.5,57.6,,69.0,52.6
70,T001038 ,10100,2018700,MBG0095,2019G400,79.1,57.4,,67.3,52.6
71,T001038 ,10100,2018700,MBG0095,2021G400,78.9,56.2,,,51.4
72,T001038 ,10100,2018740,MW00000,2007G400,80.5,65.7,71.7,74.6,
73,T001038 ,10100,2018740,MW00000,2011G400,81.3,65.1,71.5,73.3,
74,T001038 ,10100,2018740,MW00000,2015G400,82.0,64.5,72.5,74.2,58.5
75,T001038 ,10100,2018740,MW00000,2017G400,81.8,64.4,73.2,73.6,57.6
76,T001038 ,10100,2018740,MW00000,2019G400,81.6,64.7,73.2,72.6,57.4
77,T001038 ,10100,2018740,MW00000,2021G400,81.7,63.5,72.4,,56.9
78,T001038 ,10100,2018740,MOG0095,2007G400,80.5,64.8,,73.9,
79,T001038 ,10100,2018740,MOG0095,2011G400,81.2,64.6,,72.5,
80,T001038 ,10100,2018740,MOG0095,2015G400,82.0,63.9,,73.6,57.9
81,T001038 ,10100,2018740,MOG0095,2017G400,81.8,63.9,,73.0,57.0
82,T001038 ,10100,2018740,MOG0095,2019G400,81.5,64.2,,72.0,56.8
83,T001038 ,10100,2018740,MOG0095,2021G400,81.7,62.9,,,56.3
84,T001038 ,10100,2018740,MBG0095,2007G400,80.6,66.6,,75.4,
85,T001038 ,10100,2018740,MBG0095,2011G400,81.3,65.6,,74.1,
86,T001038 ,10100,2018740,MBG0095,2015G400,82.0,65.0,,74.7,59.1
87,T001038 ,10100,2018740,MBG0095,2017G400,81.8,65.0,,74.2,58.2
88,T001038 ,10100,2018740,MBG0095,2019G400,81.6,65.3,,73.2,58.1
89,T001038 ,10100,2018740,MBG0095,2021G400,81.8,64.1,,,57.5
90,T001038 ,10100,2018790,MW00000,2007G400,82.4,71.7,75.2,76.8,
91,T001038 ,10100,2018790,MW00000,2011G400,82.8,70.5,75.7,75.5,
92,T001038 ,10100,2018790,MW00000,2015G400,83.5,70.2,77.2,76.5,63.4
93,T001038 ,10100,2018790,MW00000,2017G400,83.6,70.9,77.5,76.2,63.3
94,T001038 ,10100,2018790,MW00000,2019G400,83.5,70.0,77.4,74.0,62.8
95,T001038 ,10100,2018790,MW00000,2021G400,83.6,69.0,77.5,,61.8
96,T001038 ,10100,2018790,MOG0095,2007G400,82.3,70.6,,75.9,
97,T001038 ,10100,2018790,MOG0095,2011G400,82.7,69.9,,74.8,
98,T001038 ,10100,2018790,MOG0095,2015G400,83.5,69.5,,75.9,62.7
99,T001038 ,10100,2018790,MOG0095,2017G400,83.6,70.3,,75.7,62.6
100,T001038 ,10100,2018790,MOG0095,2019G400,83.4,69.4,,73.4,62.2
101,T001038 ,10100,2018790,MOG0095,2021G400,83.6,68.5,,,61.2
102,T001038 ,10100,2018790,MBG0095,2007G400,82.5,72.7,,77.6,
103,T001038 ,10100,2018790,MBG0095,2011G400,82.8,71.1,,76.1,
104,T001038 ,10100,2018790,MBG0095,2015G400,83.6,70.9,,77.0,64.1
105,T001038 ,10100,2018790,MBG0095,2017G400,83.7,71.5,,76.7,64.0
106,T001038 ,10100,2018790,MBG0095,2019G400,83.5,70.6,,74.6,63.5
107,T001038 ,10100,2018790,MBG0095,2021G400,83.7,69.6,,,62.4
108,T001038 ,10500,2018700,MW00000,2007G400,75.2,53.8,61.0,66.5,
109,T001038 ,10500,2018700,MW00000,2011G400,75.7,53.9,61.5,65.9,
110,T001038 ,10500,2018700,MW00000,2015G400,75.4,53.2,61.3,64.7,49.0
111,T001038 ,10500,2018700,MW00000,2017G400,75.6,53.0,61.7,64.5,48.0
112,T001038 ,10500,2018700,MW00000,2019G400,75.1,52.8,61.4,62.8,47.9
113,T001038 ,10500,2018700,MW00000,2021G400,74.9,51.5,60.4,,46.7
114,T001038 ,10500,2018700,MOG0095,2007G400,75.2,52.9,,65.7,
115,T001038 ,10500,2018700,MOG0095,2011G400,75.7,53.3,,65.2,
116,T001038 ,10500,2018700,MOG0095,2015G400,75.4,52.4,,64.1,48.2
117,T001038 ,10500,2018700,MOG0095,2017G400,75.6,52.2,,63.9,47.1
118,T001038 ,10500,2018700,MOG0095,2019G400,75.1,51.9,,62.1,47.0
119,T001038 ,10500,2018700,MOG0095,2021G400,74.9,50.6,,,45.8
120,T001038 ,10500,2018700,MBG0095,2007G400,75.2,54.7,,67.3,
121,T001038 ,10500,2018700,MBG0095,2011G400,75.7,54.6,,66.6,
122,T001038 ,10500,2018700,MBG0095,2015G400,75.4,53.9,,65.4,49.8
123,T001038 ,10500,2018700,MBG0095,2017G400,75.6,53.9,,65.2,48.8
124,T001038 ,10500,2018700,MBG0095,2019G400,75.2,53.6,,63.6,48.8
125,T001038 ,10500,2018700,MBG0095,2021G400,75.0,52.4,,,47.7
126,T001038 ,10500,2018740,MW00000,2007G400,76.6,62.0,67.7,70.9,
127,T001038 ,10500,2018740,MW00000,2011G400,77.4,61.3,67.6,69.7,
128,T001038 ,10500,2018740,MW00000,2015G400,78.1,60.7,68.6,70.4,54.7
129,T001038 ,10500,2018740,MW00000,2017G400,77.9,60.7,69.3,69.9,53.8
130,T001038 ,10500,2018740,MW00000,2019G400,77.7,61.0,69.3,68.8,53.6
131,T001038 ,10500,2018740,MW00000,2021G400,77.8,59.8,68.5,,53.1
132,T001038 ,10500,2018740,MOG0095,2007G400,76.6,61.1,,70.1,
133,T001038 ,10500,2018740,MOG0095,2011G400,77.3,60.8,,69.0,
134,T001038 ,10500,2018740,MOG0095,2015G400,78.0,60.1,,69.9,54.0
135,T001038 ,10500,2018740,MOG0095,2017G400,77.9,60.1,,69.3,53.1
136,T001038 ,10500,2018740,MOG0095,2019G400,77.6,60.4,,68.2,53.0
137,T001038 ,10500,2018740,MOG0095,2021G400,77.7,59.2,,,52.4
138,T001038 ,10500,2018740,MBG0095,2007G400,76.7,62.9,,71.6,
139,T001038 ,10500,2018740,MBG0095,2011G400,77.4,61.8,,70.5,
140,T001038 ,10500,2018740,MBG0095,2015G400,78.1,61.2,,70.9,55.3
141,T001038 ,10500,2018740,MBG0095,2017G400,77.9,61.2,,70.4,54.4
142,T001038 ,10500,2018740,MBG0095,2019G400,77.7,61.5,,69.4,54.2
143,T001038 ,10500,2018740,MBG0095,2021G400,77.8,60.3,,,53.7
144,T001038 ,10500,2018790,MW00000,2007G400,78.4,67.9,71.2,73.1,
145,T001038 ,10500,2018790,MW00000,2011G400,78.9,66.7,71.8,72.0,
146,T001038 ,10500,2018790,MW00000,2015G400,79.6,66.4,73.3,72.8,59.6
147,T001038 ,10500,2018790,MW00000,2017G400,79.7,67.1,73.5,72.5,59.4
148,T001038 ,10500,2018790,MW00000,2019G400,79.5,66.2,73.4,70.6,59.0
149,T001038 ,10500,2018790,MW00000,2021G400,79.7,65.2,73.6,,57.9
150,T001038 ,10500,2018790,MOG0095,2007G400,78.3,66.9,,72.3,
151,T001038 ,10500,2018790,MOG0095,2011G400,78.8,66.1,,71.4,
152,T001038 ,10500,2018790,MOG0095,2015G400,79.5,65.8,,72.3,58.8
153,T001038 ,10500,2018790,MOG0095,2017G400,79.6,66.5,,72.0,58.7
154,T001038 ,10500,2018790,MOG0095,2019G400,79.5,65.6,,70.1,58.3
155,T001038 ,10500,2018790,MOG0095,2021G400,79.6,64.6,,,57.3
156,T001038 ,10500,2018790,MBG0095,2007G400,78.5,69.0,,73.9,
157,T001038 ,10500,2018790,MBG0095,2011G400,78.9,67.3,,72.6,
158,T001038 ,10500,2018790,MBG0095,2015G400,79.6,67.1,,73.3,60.3
159,T001038 ,10500,2018790,MBG0095,2017G400,79.7,67.7,,73.0,60.1
160,T001038 ,10500,2018790,MBG0095,2019G400,79.6,66.8,,71.1,59.6
161,T001038 ,10500,2018790,MBG0095,2021G400,79.7,65.8,,,58.6
162,T001038 ,11000,2018700,MW00000,2007G400,70.2,49.1,56.1,61.7,
163,T001038 ,11000,2018700,MW00000,2011G400,70.7,49.2,56.5,61.1,
164,T001038 ,11000,2018700,MW00000,2015G400,70.4,48.5,56.3,59.9,44.6
165,T001038 ,11000,2018700,MW00000,2017G400,70.6,48.3,56.7,59.8,43.5
166,T001038 ,11000,2018700,MW00000,2019G400,70.2,48.0,56.5,58.2,43.4
167,T001038 ,11000,2018700,MW00000,2021G400,69.9,46.8,55.5,,42.4
168,T001038 ,11000,2018700,MOG0095,2007G400,70.2,48.2,55.2,60.9,
169,T001038 ,11000,2018700,MOG0095,2011G400,70.7,48.6,55.8,60.4,
170,T001038 ,11000,2018700,MOG0095,2015G400,70.4,47.8,55.7,59.3,43.8
171,T001038 ,11000,2018700,MOG0095,2017G400,70.6,47.5,56.1,59.1,42.6
172,T001038 ,11000,2018700,MOG0095,2019G400,70.1,47.2,55.8,57.4,42.5
173,T001038 ,11000,2018700,MOG0095,2021G400,69.9,46.0,54.8,,41.5
174,T001038 ,11000,2018700,MBG0095,2007G400,70.3,49.9,56.9,62.5,
175,T001038 ,11000,2018700,MBG0095,2011G400,70.8,49.8,57.2,61.8,
176,T001038 ,11000,2018700,MBG0095,2015G400,70.5,49.2,56.9,60.6,45.3
177,T001038 ,11000,2018700,MBG0095,2017G400,70.6,49.1,57.3,60.4,44.3
178,T001038 ,11000,2018700,MBG0095,2019G400,70.2,48.9,57.1,58.9,44.3
179,T001038 ,11000,2018700,MBG0095,2021G400,70.0,47.7,56.2,,43.2
180,T001038 ,11000,2018740,MW00000,2007G400,71.7,57.2,62.8,66.1,
181,T001038 ,11000,2018740,MW00000,2011G400,72.4,56.5,62.6,65.2,
182,T001038 ,11000,2018740,MW00000,2015G400,73.1,55.8,63.6,65.6,50.0
183,T001038 ,11000,2018740,MW00000,2017G400,72.9,55.9,64.3,65.1,49.2
184,T001038 ,11000,2018740,MW00000,2019G400,72.7,56.2,64.3,64.0,49.0
185,T001038 ,11000,2018740,MW00000,2021G400,72.8,54.9,63.5,,48.4
186,T001038 ,11000,2018740,MOG0095,2007G400,71.6,56.3,61.9,65.4,
187,T001038 ,11000,2018740,MOG0095,2011G400,72.4,56.0,62.1,64.6,
188,T001038 ,11000,2018740,MOG0095,2015G400,73.1,55.3,63.1,65.2,49.4
189,T001038 ,11000,2018740,MOG0095,2017G400,72.9,55.3,63.9,64.7,48.6
190,T001038 ,11000,2018740,MOG0095,2019G400,72.6,55.6,63.9,63.5,48.4
191,T001038 ,11000,2018740,MOG0095,2021G400,72.8,54.4,63.0,,47.8
192,T001038 ,11000,2018740,MBG0095,2007G400,71.7,58.1,63.7,66.8,
193,T001038 ,11000,2018740,MBG0095,2011G400,72.4,57.0,63.1,65.8,
194,T001038 ,11000,2018740,MBG0095,2015G400,73.1,56.4,64.1,66.1,50.6
195,T001038 ,11000,2018740,MBG0095,2017G400,72.9,56.4,64.8,65.6,49.8
196,T001038 ,11000,2018740,MBG0095,2019G400,72.7,56.7,64.7,64.5,49.6
197,T001038 ,11000,2018740,MBG0095,2021G400,72.9,55.5,63.9,,49.1
198,T001038 ,11000,2018790,MW00000,2007G400,73.4,63.1,66.3,68.5,
199,T001038 ,11000,2018790,MW00000,2011G400,73.9,61.8,66.8,67.6,
200,T001038 ,11000,2018790,MW00000,2015G400,74.6,61.6,68.3,68.2,54.9
201,T001038 ,11000,2018790,MW00000,2017G400,74.7,62.2,68.5,67.9,54.7
202,T001038 ,11000,2018790,MW00000,2019G400,74.6,61.3,68.5,66.3,54.3
203,T001038 ,11000,2018790,MW00000,2021G400,74.7,60.4,68.6,,53.3
204,T001038 ,11000,2018790,MOG0095,2007G400,73.4,62.1,65.2,67.8,
205,T001038 ,11000,2018790,MOG0095,2011G400,73.8,61.2,66.1,67.1,
206,T001038 ,11000,2018790,MOG0095,2015G400,74.5,60.9,67.7,67.7,54.2
207,T001038 ,11000,2018790,MOG0095,2017G400,74.6,61.6,68.0,67.5,54.0
208,T001038 ,11000,2018790,MOG0095,2019G400,74.5,60.7,68.0,65.8,53.6
209,T001038 ,11000,2018790,MOG0095,2021G400,74.6,59.8,68.1,,52.7
210,T001038 ,11000,2018790,MBG0095,2007G400,73.5,64.2,67.3,69.3,
211,T001038 ,11000,2018790,MBG0095,2011G400,73.9,62.5,67.4,68.2,
212,T001038 ,11000,2018790,MBG0095,2015G400,74.7,62.3,68.9,68.7,55.7
213,T001038 ,11000,2018790,MBG0095,2017G400,74.7,62.9,69.0,68.4,55.4
214,T001038 ,11000,2018790,MBG0095,2019G400,74.6,61.9,68.9,66.8,54.9
215,T001038 ,11000,2018790,MBG0095,2021G400,74.7,61.0,69.0,,54.0
216,T001038 ,11500,2018700,MW00000,2007G400,65.3,44.4,51.2,56.9,
217,T001038 ,11500,2018700,MW00000,2011G400,65.8,44.5,51.6,56.3,
218,T001038 ,11500,2018700,MW00000,2015G400,65.5,43.8,51.4,55.1,40.1
219,T001038 ,11500,2018700,MW00000,2017G400,65.7,43.6,51.8,55.0,39.0
220,T001038 ,11500,2018700,MW00000,2019G400,65.2,43.3,51.6,53.5,38.9
221,T001038 ,11500,2018700,MW00000,2021G400,65.0,42.1,50.6,,37.8
222,T001038 ,11500,2018700,MOG0095,2007G400,65.3,43.5,50.4,56.1,
223,T001038 ,11500,2018700,MOG0095,2011G400,65.7,43.9,51.0,55.6,
224,T001038 ,11500,2018700,MOG0095,2015G400,65.4,43.0,50.8,54.5,39.3
225,T001038 ,11500,2018700,MOG0095,2017G400,65.6,42.8,51.2,54.3,38.2
226,T001038 ,11500,2018700,MOG0095,2019G400,65.1,42.5,50.9,52.7,38.0
227,T001038 ,11500,2018700,MOG0095,2021G400,64.9,41.3,49.9,,36.9
228,T001038 ,11500,2018700,MBG0095,2007G400,65.3,45.2,52.0,57.7,
229,T001038 ,11500,2018700,MBG0095,2011G400,65.8,45.1,52.3,56.9,
230,T001038 ,11500,2018700,MBG0095,2015G400,65.5,44.5,52.0,55.7,40.8
231,T001038 ,11500,2018700,MBG0095,2017G400,65.7,44.4,52.4,55.7,39.9
232,T001038 ,11500,2018700,MBG0095,2019G400,65.2,44.2,52.3,54.2,39.8
233,T001038 ,11500,2018700,MBG0095,2021G400,65.0,43.0,51.3,,38.7
234,T001038 ,11500,2018740,MW00000,2007G400,66.7,52.5,57.8,61.3,
235,T001038 ,11500,2018740,MW00000,2011G400,67.4,51.6,57.7,60.7,
236,T001038 ,11500,2018740,MW00000,2015G400,68.1,51.2,58.8,60.9,45.6
237,T001038 ,11500,2018740,MW00000,2017G400,67.9,51.2,59.4,60.4,44.8
238,T001038 ,11500,2018740,MW00000,2019G400,67.7,51.4,59.4,59.3,44.6
239,T001038 ,11500,2018740,MW00000,2021G400,67.8,50.3,58.8,,44.2
240,T001038 ,11500,2018740,MOG0095,2007G400,66.7,51.6,56.9,60.6,
241,T001038 ,11500,2018740,MOG0095,2011G400,67.4,51.1,57.2,60.2,
242,T001038 ,11500,2018740,MOG0095,2015G400,68.1,50.6,58.3,60.5,45.0
243,T001038 ,11500,2018740,MOG0095,2017G400,67.9,50.7,59.0,60.0,44.3
244,T001038 ,11500,2018740,MOG0095,2019G400,67.7,50.8,58.9,58.8,44.0
245,T001038 ,11500,2018740,MOG0095,2021G400,67.8,49.7,58.3,,43.6
246,T001038 ,11500,2018740,MBG0095,2007G400,66.8,53.4,58.7,62.0,
247,T001038 ,11500,2018740,MBG0095,2011G400,67.5,52.2,58.3,61.1,
248,T001038 ,11500,2018740,MBG0095,2015G400,68.2,51.8,59.3,61.3,46.1
249,T001038 ,11500,2018740,MBG0095,2017G400,68.0,51.8,59.8,60.8,45.4
250,T001038 ,11500,2018740,MBG0095,2019G400,67.8,51.9,59.8,59.7,45.2
251,T001038 ,11500,2018740,MBG0095,2021G400,67.9,50.8,59.2,,44.8
252,T001038 ,11500,2018790,MW00000,2007G400,68.5,58.5,61.3,64.0,
253,T001038 ,11500,2018790,MW00000,2011G400,68.9,57.0,61.9,63.3,
254,T001038 ,11500,2018790,MW00000,2015G400,69.6,56.8,63.4,63.6,50.3
255,T001038 ,11500,2018790,MW00000,2017G400,69.7,57.4,63.6,63.3,50.2
256,T001038 ,11500,2018790,MW00000,2019G400,69.6,56.5,63.5,62.1,49.7
257,T001038 ,11500,2018790,MW00000,2021G400,69.7,55.6,63.7,,48.8
258,T001038 ,11500,2018790,MOG0095,2007G400,68.4,57.5,60.3,63.3,
259,T001038 ,11500,2018790,MOG0095,2011G400,68.9,56.4,61.3,62.8,
260,T001038 ,11500,2018790,MOG0095,2015G400,69.6,56.1,62.8,63.1,49.6
261,T001038 ,11500,2018790,MOG0095,2017G400,69.7,56.8,63.1,62.9,49.5
262,T001038 ,11500,2018790,MOG0095,2019G400,69.5,55.9,63.0,61.6,49.1
263,T001038 ,11500,2018790,MOG0095,2021G400,69.7,55.0,63.2,,48.1
264,T001038 ,11500,2018790,MBG0095,2007G400,68.6,59.5,62.3,64.7,
265,T001038 ,11500,2018790,MBG0095,2011G400,69.0,57.6,62.6,63.7,
266,T001038 ,11500,2018790,MBG0095,2015G400,69.7,57.5,63.9,64.1,51.1
267,T001038 ,11500,2018790,MBG0095,2017G400,69.8,58.0,64.1,63.8,50.9
268,T001038 ,11500,2018790,MBG0095,2019G400,69.7,57.1,64.0,62.5,50.4
269,T001038 ,11500,2018790,MBG0095,2021G400,69.8,56.2,64.1,,49.4
270,T001038 ,12000,2018700,MW00000,2007G400,60.3,40.2,46.4,52.2,
271,T001038 ,12000,2018700,MW00000,2011G400,60.8,40.0,46.8,51.8,
272,T001038 ,12000,2018700,MW00000,2015G400,60.5,39.3,46.6,50.5,35.8
273,T001038 ,12000,2018700,MW00000,2017G400,60.7,39.2,47.0,50.4,34.8
274,T001038 ,12000,2018700,MW00000,2019G400,60.3,39.0,47.0,49.0,34.8
275,T001038 ,12000,2018700,MW00000,2021G400,60.1,37.9,46.1,,33.7
276,T001038 ,12000,2018700,MOG0095,2007G400,60.3,39.4,45.6,51.5,
277,T001038 ,12000,2018700,MOG0095,2011G400,60.8,39.4,46.2,51.1,
278,T001038 ,12000,2018700,MOG0095,2015G400,60.5,38.5,46.0,49.9,35.1
279,T001038 ,12000,2018700,MOG0095,2017G400,60.7,38.4,46.4,49.7,34.0
280,T001038 ,12000,2018700,MOG0095,2019G400,60.2,38.2,46.3,48.2,33.9
281,T001038 ,12000,2018700,MOG0095,2021G400,60.0,37.0,45.4,,32.8
282,T001038 ,12000,2018700,MBG0095,2007G400,60.4,41.0,47.2,53.0,
283,T001038 ,12000,2018700,MBG0095,2011G400,60.9,40.6,47.5,52.4,
284,T001038 ,12000,2018700,MBG0095,2015G400,60.6,40.0,47.2,51.1,36.6
285,T001038 ,12000,2018700,MBG0095,2017G400,60.7,40.0,47.6,51.1,35.7
286,T001038 ,12000,2018700,MBG0095,2019G400,60.3,39.9,47.6,49.8,35.7
287,T001038 ,12000,2018700,MBG0095,2021G400,60.1,38.7,46.8,,34.6
288,T001038 ,12000,2018740,MW00000,2007G400,61.8,48.1,53.0,56.8,
289,T001038 ,12000,2018740,MW00000,2011G400,62.5,47.2,52.9,56.2,
290,T001038 ,12000,2018740,MW00000,2015G400,63.2,46.8,54.0,56.4,41.3
291,T001038 ,12000,2018740,MW00000,2017G400,63.0,46.8,54.6,56.0,40.6
292,T001038 ,12000,2018740,MW00000,2019G400,62.8,47.0,54.6,55.1,40.4
293,T001038 ,12000,2018740,MW00000,2021G400,62.9,46.0,54.0,,39.9
294,T001038 ,12000,2018740,MOG0095,2007G400,61.7,47.3,52.1,56.1,
295,T001038 ,12000,2018740,MOG0095,2011G400,62.4,46.7,52.4,55.7,
296,T001038 ,12000,2018740,MOG0095,2015G400,63.2,46.2,53.5,56.0,40.7
297,T001038 ,12000,2018740,MOG0095,2017G400,63.0,46.2,54.1,55.6,40.0
298,T001038 ,12000,2018740,MOG0095,2019G400,62.7,46.5,54.1,54.7,39.8
299,T001038 ,12000,2018740,MOG0095,2021G400,62.9,45.4,53.6,,39.3
300,T001038 ,12000,2018740,MBG0095,2007G400,61.8,49.0,53.9,57.4,
301,T001038 ,12000,2018740,MBG0095,2011G400,62.5,47.7,53.4,56.6,
302,T001038 ,12000,2018740,MBG0095,2015G400,63.2,47.3,54.4,56.8,41.9
303,T001038 ,12000,2018740,MBG0095,2017G400,63.0,47.3,55.0,56.4,41.2
304,T001038 ,12000,2018740,MBG0095,2019G400,62.8,47.6,55.0,55.6,40.9
305,T001038 ,12000,2018740,MBG0095,2021G400,63.0,46.5,54.5,,40.5
306,T001038 ,12000,2018790,MW00000,2007G400,63.5,53.9,56.4,59.4,
307,T001038 ,12000,2018790,MW00000,2011G400,64.0,52.5,57.2,58.9,
308,T001038 ,12000,2018790,MW00000,2015G400,64.7,52.2,58.5,59.1,46.0
309,T001038 ,12000,2018790,MW00000,2017G400,64.8,52.9,58.7,58.8,45.9
310,T001038 ,12000,2018790,MW00000,2019G400,64.7,52.0,58.6,57.8,45.3
311,T001038 ,12000,2018790,MW00000,2021G400,64.8,51.1,58.8,,44.4
312,T001038 ,12000,2018790,MOG0095,2007G400,63.5,52.9,55.3,58.8,
313,T001038 ,12000,2018790,MOG0095,2011G400,63.9,51.9,56.6,58.5,
314,T001038 ,12000,2018790,MOG0095,2015G400,64.6,51.6,57.9,58.6,45.4
315,T001038 ,12000,2018790,MOG0095,2017G400,64.7,52.3,58.2,58.3,45.2
316,T001038 ,12000,2018790,MOG0095,2019G400,64.6,51.4,58.1,57.4,44.7
317,T001038 ,12000,2018790,MOG0095,2021G400,64.7,50.5,58.3,,43.8
318,T001038 ,12000,2018790,MBG0095,2007G400,63.6,54.9,57.4,60.1,
319,T001038 ,12000,2018790,MBG0095,2011G400,64.0,53.1,57.8,59.4,
320,T001038 ,12000,2018790,MBG0095,2015G400,64.7,52.9,59.1,59.5,46.7
321,T001038 ,12000,2018790,MBG0095,2017G400,64.8,53.5,59.2,59.2,46.5
