ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
2245,4000    ,12000,2018740,MBG0095,2011G400,64.7,48.2,53.5,57.6,
2246,4000    ,12000,2018740,MBG0095,2015G400,65.3,47.4,53.5,57.8,40.4
2247,4000    ,12000,2018740,MBG0095,2017G400,65.0,47.3,54.4,57.1,40.0
2248,4000    ,12000,2018740,MBG0095,2019G400,64.9,47.9,54.9,56.0,39.9
2249,4000    ,12000,2018740,MBG0095,2021G400,64.9,46.6,54.5,,39.3
2250,4000    ,12000,2018790,MW00000,2007G400,65.8,54.2,55.3,61.0,
2251,4000    ,12000,2018790,MW00000,2011G400,65.7,52.1,57.2,59.8,
2252,4000    ,12000,2018790,MW00000,2015G400,66.2,52.4,58.0,58.8,44.2
2253,4000    ,12000,2018790,MW00000,2017G400,66.5,52.9,58.1,58.5,43.8
2254,4000    ,12000,2018790,MW00000,2019G400,66.4,51.9,58.2,57.8,44.0
2255,4000    ,12000,2018790,MW00000,2021G400,66.2,51.2,58.5,,42.9
2256,4000    ,12000,2018790,MOG0095,2007G400,65.6,52.4,53.2,59.9,
2257,4000    ,12000,2018790,MOG0095,2011G400,65.6,50.8,55.7,59.0,
2258,4000    ,12000,2018790,MOG0095,2015G400,66.1,51.2,56.9,58.0,43.0
2259,4000    ,12000,2018790,MOG0095,2017G400,66.5,51.8,57.1,57.5,42.6
2260,4000    ,12000,2018790,MOG0095,2019G400,66.3,50.8,57.2,57.0,43.0
2261,4000    ,12000,2018790,MOG0095,2021G400,66.2,50.2,57.6,,41.9
2262,4000    ,12000,2018790,MBG0095,2007G400,66.0,55.9,57.3,62.2,
2263,4000    ,12000,2018790,MBG0095,2011G400,65.8,53.3,58.7,60.5,
2264,4000    ,12000,2018790,MBG0095,2015G400,66.3,53.5,59.0,59.7,45.4
2265,4000    ,12000,2018790,MBG0095,2017G400,66.6,54.0,59.2,59.4,44.9
2266,4000    ,12000,2018790,MBG0095,2019G400,66.5,52.9,59.1,58.6,45.1
2267,4000    ,12000,2018790,MBG0095,2021G400,66.3,52.2,59.4,,43.9
2268,4000    ,12500,2018700,MW00000,2007G400,57.5,36.0,41.6,48.2,
2269,4000    ,12500,2018700,MW00000,2011G400,57.8,36.1,42.1,48.1,
2270,4000    ,12500,2018700,MW00000,2015G400,57.6,34.6,40.9,46.6,30.6
2271,4000    ,12500,2018700,MW00000,2017G400,57.6,34.7,41.5,46.4,29.7
2272,4000    ,12500,2018700,MW00000,2019G400,57.2,34.5,41.7,45.7,30.2
2273,4000    ,12500,2018700,MW00000,2021G400,57.0,33.0,40.0,,28.2
2274,4000    ,12500,2018700,MOG0095,2007G400,57.5,35.0,40.6,47.2,
2275,4000    ,12500,2018700,MOG0095,2011G400,57.8,35.4,41.3,47.3,
2276,4000    ,12500,2018700,MOG0095,2015G400,57.6,33.6,40.0,45.8,29.6
2277,4000    ,12500,2018700,MOG0095,2017G400,57.6,33.7,40.6,45.6,28.6
2278,4000    ,12500,2018700,MOG0095,2019G400,57.1,33.4,40.8,44.7,29.1
2279,4000    ,12500,2018700,MOG0095,2021G400,56.9,31.8,39.0,,27.0
2280,4000    ,12500,2018700,MBG0095,2007G400,57.5,37.1,42.6,49.2,
2281,4000    ,12500,2018700,MBG0095,2011G400,57.8,36.9,42.9,48.9,
2282,4000    ,12500,2018700,MBG0095,2015G400,57.6,35.6,41.7,47.4,31.6
2283,4000    ,12500,2018700,MBG0095,2017G400,57.7,35.7,42.3,47.3,30.7
2284,4000    ,12500,2018700,MBG0095,2019G400,57.2,35.6,42.6,46.7,31.4
2285,4000    ,12500,2018700,MBG0095,2021G400,57.1,34.1,41.1,,29.4
2286,4000    ,12500,2018740,MW00000,2007G400,59.6,44.9,48.3,53.0,
2287,4000    ,12500,2018740,MW00000,2011G400,59.7,43.4,48.1,52.6,
2288,4000    ,12500,2018740,MW00000,2015G400,60.3,42.6,48.1,52.9,35.9
2289,4000    ,12500,2018740,MW00000,2017G400,60.0,42.4,48.9,52.4,35.3
2290,4000    ,12500,2018740,MW00000,2019G400,59.9,43.1,49.4,51.6,35.1
2291,4000    ,12500,2018740,MW00000,2021G400,59.9,41.9,49.1,,34.5
2292,4000    ,12500,2018740,MOG0095,2007G400,59.5,43.4,46.7,51.6,
2293,4000    ,12500,2018740,MOG0095,2011G400,59.7,42.6,47.2,51.9,
2294,4000    ,12500,2018740,MOG0095,2015G400,60.3,41.7,47.3,52.3,35.0
2295,4000    ,12500,2018740,MOG0095,2017G400,60.0,41.6,48.2,51.8,34.4
2296,4000    ,12500,2018740,MOG0095,2019G400,59.8,42.2,48.7,50.9,34.2
2297,4000    ,12500,2018740,MOG0095,2021G400,59.9,41.1,48.4,,33.6
2298,4000    ,12500,2018740,MBG0095,2007G400,59.7,46.4,49.8,54.3,
2299,4000    ,12500,2018740,MBG0095,2011G400,59.8,44.2,48.9,53.3,
2300,4000    ,12500,2018740,MBG0095,2015G400,60.4,43.5,48.9,53.6,36.8
2301,4000    ,12500,2018740,MBG0095,2017G400,60.1,43.3,49.6,53.0,36.2
2302,4000    ,12500,2018740,MBG0095,2019G400,59.9,43.9,50.2,52.3,36.0
2303,4000    ,12500,2018740,MBG0095,2021G400,60.0,42.8,49.8,,35.4
2304,4000    ,12500,2018790,MW00000,2007G400,60.8,49.7,50.4,56.5,
2305,4000    ,12500,2018790,MW00000,2011G400,60.7,47.6,52.4,55.6,
2306,4000    ,12500,2018790,MW00000,2015G400,61.2,47.9,53.1,54.6,40.1
2307,4000    ,12500,2018790,MW00000,2017G400,61.6,48.5,53.3,54.3,39.6
2308,4000    ,12500,2018790,MW00000,2019G400,61.5,47.6,53.3,53.8,39.8
2309,4000    ,12500,2018790,MW00000,2021G400,61.3,47.1,53.6,,39.0
2310,4000    ,12500,2018790,MOG0095,2007G400,60.7,48.0,48.4,55.3,
2311,4000    ,12500,2018790,MOG0095,2011G400,60.6,46.4,50.9,54.9,
2312,4000    ,12500,2018790,MOG0095,2015G400,61.1,46.8,52.1,53.7,38.9
2313,4000    ,12500,2018790,MOG0095,2017G400,61.5,47.3,52.3,53.4,38.5
2314,4000    ,12500,2018790,MOG0095,2019G400,61.4,46.5,52.3,53.1,38.8
2315,4000    ,12500,2018790,MOG0095,2021G400,61.2,46.1,52.7,,38.0
2316,4000    ,12500,2018790,MBG0095,2007G400,61.0,51.5,52.4,57.6,
2317,4000    ,12500,2018790,MBG0095,2011G400,60.8,48.8,53.9,56.3,
2318,4000    ,12500,2018790,MBG0095,2015G400,61.3,49.1,54.1,55.4,41.3
2319,4000    ,12500,2018790,MBG0095,2017G400,61.7,49.6,54.3,55.2,40.8
2320,4000    ,12500,2018790,MBG0095,2019G400,61.6,48.7,54.3,54.6,40.9
2321,4000    ,12500,2018790,MBG0095,2021G400,61.4,48.1,54.5,,40.0
2322,4000    ,13000,2018700,MW00000,2007G400,52.6,32.3,37.1,44.0,
2323,4000    ,13000,2018700,MW00000,2011G400,52.9,32.5,37.9,44.0,
2324,4000    ,13000,2018700,MW00000,2015G400,52.7,31.1,36.8,42.6,27.8
2325,4000    ,13000,2018700,MW00000,2017G400,52.8,31.0,37.3,42.6,26.7
2326,4000    ,13000,2018700,MW00000,2019G400,52.4,30.6,37.5,42.3,26.7
2327,4000    ,13000,2018700,MW00000,2021G400,52.2,29.4,35.9,,25.1
2328,4000    ,13000,2018700,MOG0095,2007G400,52.6,31.3,36.2,43.0,
2329,4000    ,13000,2018700,MOG0095,2011G400,52.9,31.8,37.2,43.2,
2330,4000    ,13000,2018700,MOG0095,2015G400,52.7,30.2,36.0,41.9,26.9
2331,4000    ,13000,2018700,MOG0095,2017G400,52.8,30.0,36.5,41.8,25.8
2332,4000    ,13000,2018700,MOG0095,2019G400,52.3,29.6,36.7,41.4,25.7
2333,4000    ,13000,2018700,MOG0095,2021G400,52.1,28.3,35.0,,24.1
2334,4000    ,13000,2018700,MBG0095,2007G400,52.6,33.2,38.1,44.9,
2335,4000    ,13000,2018700,MBG0095,2011G400,53.0,33.1,38.6,44.7,
2336,4000    ,13000,2018700,MBG0095,2015G400,52.8,32.0,37.6,43.4,28.7
2337,4000    ,13000,2018700,MBG0095,2017G400,52.8,31.9,38.1,43.4,27.7
2338,4000    ,13000,2018700,MBG0095,2019G400,52.4,31.6,38.3,43.1,27.7
2339,4000    ,13000,2018700,MBG0095,2021G400,52.2,30.4,36.9,,26.2
2340,4000    ,13000,2018740,MW00000,2007G400,54.7,40.7,43.7,48.7,
2341,4000    ,13000,2018740,MW00000,2011G400,54.8,39.2,43.5,48.4,
2342,4000    ,13000,2018740,MW00000,2015G400,55.4,38.7,43.4,48.7,32.2
2343,4000    ,13000,2018740,MW00000,2017G400,55.1,38.5,44.2,48.3,31.6
2344,4000    ,13000,2018740,MW00000,2019G400,54.9,39.1,44.8,47.6,31.4
2345,4000    ,13000,2018740,MW00000,2021G400,55.0,38.1,44.5,,30.9
2346,4000    ,13000,2018740,MOG0095,2007G400,54.6,39.3,42.1,47.3,
2347,4000    ,13000,2018740,MOG0095,2011G400,54.7,38.4,42.6,47.7,
2348,4000    ,13000,2018740,MOG0095,2015G400,55.3,37.8,42.6,48.1,31.4
2349,4000    ,13000,2018740,MOG0095,2017G400,55.0,37.7,43.5,47.7,30.7
2350,4000    ,13000,2018740,MOG0095,2019G400,54.9,38.3,44.1,47.0,30.5
2351,4000    ,13000,2018740,MOG0095,2021G400,55.0,37.2,43.8,,30.1
2352,4000    ,13000,2018740,MBG0095,2007G400,54.7,42.2,45.2,50.0,
2353,4000    ,13000,2018740,MBG0095,2011G400,54.8,40.0,44.3,49.1,
2354,4000    ,13000,2018740,MBG0095,2015G400,55.4,39.6,44.2,49.4,33.1
2355,4000    ,13000,2018740,MBG0095,2017G400,55.1,39.3,45.0,48.9,32.4
2356,4000    ,13000,2018740,MBG0095,2019G400,55.0,39.9,45.5,48.2,32.2
2357,4000    ,13000,2018740,MBG0095,2021G400,55.1,38.9,45.3,,31.8
2358,4000    ,13000,2018790,MW00000,2007G400,55.9,45.5,45.5,51.8,
2359,4000    ,13000,2018790,MW00000,2011G400,55.8,43.0,47.5,51.2,
2360,4000    ,13000,2018790,MW00000,2015G400,56.2,43.5,48.2,50.2,36.0
2361,4000    ,13000,2018790,MW00000,2017G400,56.6,44.0,48.5,50.1,35.5
2362,4000    ,13000,2018790,MW00000,2019G400,56.5,43.2,48.5,49.9,35.8
2363,4000    ,13000,2018790,MW00000,2021G400,56.3,42.9,48.8,,35.1
2364,4000    ,13000,2018790,MOG0095,2007G400,55.7,43.8,43.5,50.7,
2365,4000    ,13000,2018790,MOG0095,2011G400,55.7,41.8,46.0,50.5,
2366,4000    ,13000,2018790,MOG0095,2015G400,56.1,42.3,47.2,49.3,34.9
2367,4000    ,13000,2018790,MOG0095,2017G400,56.5,42.9,47.4,49.2,34.4
2368,4000    ,13000,2018790,MOG0095,2019G400,56.4,42.2,47.5,49.1,34.8
2369,4000    ,13000,2018790,MOG0095,2021G400,56.2,41.9,47.9,,34.1
2370,4000    ,13000,2018790,MBG0095,2007G400,56.1,47.2,47.6,52.9,
2371,4000    ,13000,2018790,MBG0095,2011G400,55.9,44.2,49.0,51.9,
2372,4000    ,13000,2018790,MBG0095,2015G400,56.3,44.6,49.3,51.0,37.2
2373,4000    ,13000,2018790,MBG0095,2017G400,56.7,45.1,49.5,51.0,36.7
2374,4000    ,13000,2018790,MBG0095,2019G400,56.6,44.3,49.4,50.6,36.9
2375,4000    ,13000,2018790,MBG0095,2021G400,56.4,43.8,49.7,,36.0
2376,4000    ,13500,2018700,MW00000,2007G400,47.7,29.0,33.1,40.0,
2377,4000    ,13500,2018700,MW00000,2011G400,48.1,28.7,33.6,39.6,
2378,4000    ,13500,2018700,MW00000,2015G400,47.9,27.9,32.7,38.9,24.8
2379,4000    ,13500,2018700,MW00000,2017G400,48.0,27.8,33.4,38.9,23.9
2380,4000    ,13500,2018700,MW00000,2019G400,47.6,27.7,33.7,38.6,24.1
2381,4000    ,13500,2018700,MW00000,2021G400,47.4,26.4,32.6,,22.5
2382,4000    ,13500,2018700,MOG0095,2007G400,47.7,28.1,32.2,39.1,
2383,4000    ,13500,2018700,MOG0095,2011G400,48.0,28.1,32.9,39.0,
2384,4000    ,13500,2018700,MOG0095,2015G400,47.9,27.1,31.9,38.3,23.9
2385,4000    ,13500,2018700,MOG0095,2017G400,47.9,26.9,32.6,38.2,23.0
2386,4000    ,13500,2018700,MOG0095,2019G400,47.5,26.8,32.9,37.8,23.2
2387,4000    ,13500,2018700,MOG0095,2021G400,47.4,25.5,31.8,,21.5
2388,4000    ,13500,2018700,MBG0095,2007G400,47.7,29.8,33.9,40.8,
2389,4000    ,13500,2018700,MBG0095,2011G400,48.1,29.3,34.2,40.3,
2390,4000    ,13500,2018700,MBG0095,2015G400,47.9,28.7,33.4,39.6,25.6
2391,4000    ,13500,2018700,MBG0095,2017G400,48.0,28.6,34.1,39.6,24.8
2392,4000    ,13500,2018700,MBG0095,2019G400,47.6,28.6,34.4,39.3,25.0
2393,4000    ,13500,2018700,MBG0095,2021G400,47.5,27.4,33.4,,23.4
2394,4000    ,13500,2018740,MW00000,2007G400,49.8,36.6,39.0,44.3,
2395,4000    ,13500,2018740,MW00000,2011G400,49.9,35.1,39.0,44.1,
2396,4000    ,13500,2018740,MW00000,2015G400,50.5,34.8,38.9,44.5,28.7
2397,4000    ,13500,2018740,MW00000,2017G400,50.2,34.7,39.7,44.3,28.1
2398,4000    ,13500,2018740,MW00000,2019G400,50.0,35.5,40.2,43.7,28.1
2399,4000    ,13500,2018740,MW00000,2021G400,50.1,34.4,40.0,,27.6
2400,4000    ,13500,2018740,MOG0095,2007G400,49.7,35.1,37.4,42.9,
2401,4000    ,13500,2018740,MOG0095,2011G400,49.8,34.3,38.1,43.4,
2402,4000    ,13500,2018740,MOG0095,2015G400,50.4,34.0,38.1,44.0,27.8
2403,4000    ,13500,2018740,MOG0095,2017G400,50.1,33.9,38.9,43.7,27.2
2404,4000    ,13500,2018740,MOG0095,2019G400,50.0,34.7,39.5,43.1,27.3
2405,4000    ,13500,2018740,MOG0095,2021G400,50.0,33.6,39.3,,26.8
2406,4000    ,13500,2018740,MBG0095,2007G400,49.9,38.0,40.5,45.6,
2407,4000    ,13500,2018740,MBG0095,2011G400,49.9,35.8,39.8,44.7,
2408,4000    ,13500,2018740,MBG0095,2015G400,50.5,35.7,39.6,45.1,29.5
2409,4000    ,13500,2018740,MBG0095,2017G400,50.2,35.5,40.4,44.9,28.9
2410,4000    ,13500,2018740,MBG0095,2019G400,50.1,36.3,40.9,44.3,29.0
2411,4000    ,13500,2018740,MBG0095,2021G400,50.2,35.2,40.7,,28.4
2412,4000    ,13500,2018790,MW00000,2007G400,51.0,41.0,40.7,47.2,
2413,4000    ,13500,2018790,MW00000,2011G400,50.8,38.5,42.7,46.6,
2414,4000    ,13500,2018790,MW00000,2015G400,51.3,39.0,43.4,45.7,31.9
2415,4000    ,13500,2018790,MW00000,2017G400,51.7,39.6,43.6,45.6,31.5
2416,4000    ,13500,2018790,MW00000,2019G400,51.6,38.9,43.6,45.6,31.8
2417,4000    ,13500,2018790,MW00000,2021G400,51.4,38.6,44.0,,31.1
2418,4000    ,13500,2018790,MOG0095,2007G400,50.8,39.3,38.7,46.1,
2419,4000    ,13500,2018790,MOG0095,2011G400,50.7,37.2,41.2,45.9,
2420,4000    ,13500,2018790,MOG0095,2015G400,51.2,37.9,42.4,44.9,30.7
2421,4000    ,13500,2018790,MOG0095,2017G400,51.6,38.5,42.6,44.7,30.3
2422,4000    ,13500,2018790,MOG0095,2019G400,51.5,37.8,42.7,44.9,30.7
2423,4000    ,13500,2018790,MOG0095,2021G400,51.3,37.7,43.2,,30.2
2424,4000    ,13500,2018790,MBG0095,2007G400,51.1,42.7,42.7,48.3,
2425,4000    ,13500,2018790,MBG0095,2011G400,50.9,39.7,44.2,47.3,
2426,4000    ,13500,2018790,MBG0095,2015G400,51.4,40.2,44.4,46.6,33.1
2427,4000    ,13500,2018790,MBG0095,2017G400,51.7,40.7,44.6,46.5,32.6
2428,4000    ,13500,2018790,MBG0095,2019G400,51.7,39.9,44.6,46.4,32.8
2429,4000    ,13500,2018790,MBG0095,2021G400,51.5,39.6,44.9,,32.1
2430,4000    ,14000,2018700,MW00000,2007G400,42.9,25.4,28.8,35.9,
2431,4000    ,14000,2018700,MW00000,2011G400,43.2,25.2,29.1,35.8,
2432,4000    ,14000,2018700,MW00000,2015G400,43.1,24.6,28.7,35.0,21.5
2433,4000    ,14000,2018700,MW00000,2017G400,43.1,25.0,29.3,35.1,21.0
2434,4000    ,14000,2018700,MW00000,2019G400,42.8,24.5,29.4,34.7,20.8
2435,4000    ,14000,2018700,MW00000,2021G400,42.6,23.2,28.5,,19.2
2436,4000    ,14000,2018700,MOG0095,2007G400,42.8,24.6,28.0,35.1,
2437,4000    ,14000,2018700,MOG0095,2011G400,43.2,24.7,28.5,35.3,
2438,4000    ,14000,2018700,MOG0095,2015G400,43.0,23.9,28.0,34.4,20.8
2439,4000    ,14000,2018700,MOG0095,2017G400,43.1,24.2,28.7,34.5,20.3
2440,4000    ,14000,2018700,MOG0095,2019G400,42.7,23.7,28.7,34.1,20.0
2441,4000    ,14000,2018700,MOG0095,2021G400,42.6,22.3,27.7,,18.4
2442,4000    ,14000,2018700,MBG0095,2007G400,42.9,26.2,29.6,36.6,
2443,4000    ,14000,2018700,MBG0095,2011G400,43.2,25.8,29.7,36.4,
2444,4000    ,14000,2018700,MBG0095,2015G400,43.1,25.3,29.3,35.6,22.2
2445,4000    ,14000,2018700,MBG0095,2017G400,43.2,25.7,29.9,35.7,21.7
2446,4000    ,14000,2018700,MBG0095,2019G400,42.8,25.3,30.1,35.4,21.6
2447,4000    ,14000,2018700,MBG0095,2021G400,42.7,24.0,29.2,,20.1
2448,4000    ,14000,2018740,MW00000,2007G400,44.9,32.4,34.3,39.9,
2449,4000    ,14000,2018740,MW00000,2011G400,45.0,31.1,34.4,39.7,
2450,4000    ,14000,2018740,MW00000,2015G400,45.6,31.0,34.4,40.2,25.2
2451,4000    ,14000,2018740,MW00000,2017G400,45.3,31.2,35.2,40.1,24.8
2452,4000    ,14000,2018740,MW00000,2019G400,45.2,31.7,35.7,39.6,24.7
2453,4000    ,14000,2018740,MW00000,2021G400,45.2,30.6,35.5,,24.0
2454,4000    ,14000,2018740,MOG0095,2007G400,44.8,30.9,32.7,38.5,
2455,4000    ,14000,2018740,MOG0095,2011G400,44.9,30.4,33.6,39.1,
2456,4000    ,14000,2018740,MOG0095,2015G400,45.5,30.2,33.6,39.6,24.4
2457,4000    ,14000,2018740,MOG0095,2017G400,45.2,30.4,34.5,39.5,24.0
2458,4000    ,14000,2018740,MOG0095,2019G400,45.1,31.0,35.0,39.1,23.9
2459,4000    ,14000,2018740,MOG0095,2021G400,45.2,29.8,34.8,,23.2
2460,4000    ,14000,2018740,MBG0095,2007G400,45.0,33.8,35.8,41.2,
2461,4000    ,14000,2018740,MBG0095,2011G400,45.1,31.9,35.3,40.3,
2462,4000    ,14000,2018740,MBG0095,2015G400,45.6,31.9,35.2,40.8,26.0
2463,4000    ,14000,2018740,MBG0095,2017G400,45.3,32.0,35.9,40.6,25.6
2464,4000    ,14000,2018740,MBG0095,2019G400,45.2,32.5,36.4,40.2,25.5
2465,4000    ,14000,2018740,MBG0095,2021G400,45.3,31.4,36.2,,24.8
2466,4000    ,14000,2018790,MW00000,2007G400,46.1,36.6,35.9,42.5,
2467,4000    ,14000,2018790,MW00000,2011G400,45.9,34.1,37.9,42.1,
2468,4000    ,14000,2018790,MW00000,2015G400,46.4,34.8,38.7,41.4,28.1
2469,4000    ,14000,2018790,MW00000,2017G400,46.7,35.3,38.9,41.2,27.6
2470,4000    ,14000,2018790,MW00000,2019G400,46.7,34.6,38.9,41.2,27.8
2471,4000    ,14000,2018790,MW00000,2021G400,46.5,34.5,39.2,,27.3
2472,4000    ,14000,2018790,MOG0095,2007G400,45.9,34.9,33.9,41.4,
2473,4000    ,14000,2018790,MOG0095,2011G400,45.8,32.8,36.5,41.4,
2474,4000    ,14000,2018790,MOG0095,2015G400,46.3,33.7,37.6,40.6,26.9
2475,4000    ,14000,2018790,MOG0095,2017G400,46.7,34.2,37.9,40.3,26.5
2476,4000    ,14000,2018790,MOG0095,2019G400,46.6,33.6,37.9,40.5,26.7
2477,4000    ,14000,2018790,MOG0095,2021G400,46.4,33.6,38.4,,26.3
2478,4000    ,14000,2018790,MBG0095,2007G400,46.2,38.3,37.9,43.6,
2479,4000    ,14000,2018790,MBG0095,2011G400,46.0,35.3,39.4,42.8,
2480,4000    ,14000,2018790,MBG0095,2015G400,46.5,36.0,39.7,42.2,29.2
2481,4000    ,14000,2018790,MBG0095,2017G400,46.8,36.4,39.9,42.0,28.7
2482,4000    ,14000,2018790,MBG0095,2019G400,46.8,35.7,39.9,42.0,28.8
2483,4000    ,14000,2018790,MBG0095,2021G400,46.5,35.5,40.1,,28.2
2484,4000    ,14500,2018700,MW00000,2007G400,38.1,22.0,24.7,32.0,
2485,4000    ,14500,2018700,MW00000,2011G400,38.5,21.9,25.0,32.0,
2486,4000    ,14500,2018700,MW00000,2015G400,38.3,21.6,24.8,31.3,18.7
2487,4000    ,14500,2018700,MW00000,2017G400,38.4,22.0,25.2,31.5,18.2
2488,4000    ,14500,2018700,MW00000,2019G400,38.1,21.8,25.4,31.1,18.0
2489,4000    ,14500,2018700,MW00000,2021G400,37.9,20.7,24.9,,16.8
2490,4000    ,14500,2018700,MOG0095,2007G400,38.1,21.3,23.9,31.3,
2491,4000    ,14500,2018700,MOG0095,2011G400,38.4,21.5,24.4,31.5,
2492,4000    ,14500,2018700,MOG0095,2015G400,38.3,21.0,24.3,30.8,18.1
2493,4000    ,14500,2018700,MOG0095,2017G400,38.4,21.3,24.7,31.0,17.6
2494,4000    ,14500,2018700,MOG0095,2019G400,38.0,21.1,24.8,30.6,17.3
2495,4000    ,14500,2018700,MOG0095,2021G400,37.9,19.9,24.3,,16.1
2496,4000    ,14500,2018700,MBG0095,2007G400,38.2,22.8,25.5,32.7,
2497,4000    ,14500,2018700,MBG0095,2011G400,38.5,22.4,25.6,32.5,
2498,4000    ,14500,2018700,MBG0095,2015G400,38.3,22.2,25.4,31.8,19.3
2499,4000    ,14500,2018700,MBG0095,2017G400,38.4,22.6,25.8,32.0,18.9
2500,4000    ,14500,2018700,MBG0095,2019G400,38.1,22.4,26.0,31.7,18.7
2501,4000    ,14500,2018700,MBG0095,2021G400,38.0,21.4,25.6,,17.5
2502,4000    ,14500,2018740,MW00000,2007G400,40.1,28.2,29.7,35.5,
2503,4000    ,14500,2018740,MW00000,2011G400,40.2,27.2,30.0,35.4,
2504,4000    ,14500,2018740,MW00000,2015G400,40.7,27.2,29.9,35.9,21.8
2505,4000    ,14500,2018740,MW00000,2017G400,40.4,27.5,30.8,35.9,21.6
2506,4000    ,14500,2018740,MW00000,2019G400,40.3,28.2,31.4,35.7,21.6
2507,4000    ,14500,2018740,MW00000,2021G400,40.4,27.1,31.3,,20.9
2508,4000    ,14500,2018740,MOG0095,2007G400,40.0,26.8,28.2,34.2,
2509,4000    ,14500,2018740,MOG0095,2011G400,40.1,26.5,29.2,34.8,
2510,4000    ,14500,2018740,MOG0095,2015G400,40.7,26.4,29.1,35.3,21.0
2511,4000    ,14500,2018740,MOG0095,2017G400,40.4,26.7,30.1,35.4,20.8
2512,4000    ,14500,2018740,MOG0095,2019G400,40.2,27.5,30.7,35.2,20.9
2513,4000    ,14500,2018740,MOG0095,2021G400,40.3,26.4,30.6,,20.1
2514,4000    ,14500,2018740,MBG0095,2007G400,40.2,29.7,31.3,36.8,
2515,4000    ,14500,2018740,MBG0095,2011G400,40.2,28.0,30.9,36.0,
2516,4000    ,14500,2018740,MBG0095,2015G400,40.8,28.1,30.6,36.4,22.7
2517,4000    ,14500,2018740,MBG0095,2017G400,40.5,28.2,31.5,36.5,22.4
2518,4000    ,14500,2018740,MBG0095,2019G400,40.4,29.0,32.1,36.3,22.4
2519,4000    ,14500,2018740,MBG0095,2021G400,40.5,27.9,31.9,,21.6
2520,4000    ,14500,2018790,MW00000,2007G400,41.2,32.2,31.1,38.0,
2521,4000    ,14500,2018790,MW00000,2011G400,41.0,29.8,33.2,37.7,
2522,4000    ,14500,2018790,MW00000,2015G400,41.5,30.7,34.0,37.0,24.4
2523,4000    ,14500,2018790,MW00000,2017G400,41.9,31.1,34.2,36.8,23.9
2524,4000    ,14500,2018790,MW00000,2019G400,41.8,30.5,34.2,36.9,24.0
2525,4000    ,14500,2018790,MW00000,2021G400,41.6,30.5,34.6,,23.6
2526,4000    ,14500,2018790,MOG0095,2007G400,41.1,30.5,29.1,36.9,
2527,4000    ,14500,2018790,MOG0095,2011G400,40.9,28.6,31.7,37.0,
2528,4000    ,14500,2018790,MOG0095,2015G400,41.4,29.6,32.9,36.2,23.2
2529,4000    ,14500,2018790,MOG0095,2017G400,41.8,30.0,33.2,36.0,22.8
2530,4000    ,14500,2018790,MOG0095,2019G400,41.7,29.5,33.2,36.1,23.0
2531,4000    ,14500,2018790,MOG0095,2021G400,41.5,29.5,33.7,,22.6
2532,4000    ,14500,2018790,MBG0095,2007G400,41.4,33.9,33.1,39.1,
2533,4000    ,14500,2018790,MBG0095,2011G400,41.1,31.0,34.7,38.4,
2534,4000    ,14500,2018790,MBG0095,2015G400,41.6,31.8,35.0,37.8,25.5
2535,4000    ,14500,2018790,MBG0095,2017G400,41.9,32.2,35.2,37.7,25.0
2536,4000    ,14500,2018790,MBG0095,2019G400,41.9,31.5,35.1,37.6,25.1
2537,4000    ,14500,2018790,MBG0095,2021G400,41.7,31.4,35.4,,24.5
2538,4000    ,15000,2018700,MW00000,2007G400,33.5,19.1,21.2,28.3,
2539,4000    ,15000,2018700,MW00000,2011G400,33.9,18.9,21.5,28.3,
2540,4000    ,15000,2018700,MW00000,2015G400,33.7,18.8,21.4,27.6,16.1
2541,4000    ,15000,2018700,MW00000,2017G400,33.7,19.2,21.8,27.8,15.6
2542,4000    ,15000,2018700,MW00000,2019G400,33.4,19.0,22.0,27.4,15.4
2543,4000    ,15000,2018700,MW00000,2021G400,33.3,18.2,21.8,,14.8
2544,4000    ,15000,2018700,MOG0095,2007G400,33.5,18.4,20.5,27.7,
2545,4000    ,15000,2018700,MOG0095,2011G400,33.9,18.4,21.0,27.8,
2546,4000    ,15000,2018700,MOG0095,2015G400,33.6,18.3,20.8,27.2,15.5
2547,4000    ,15000,2018700,MOG0095,2017G400,33.7,18.7,21.2,27.3,15.0
2548,4000    ,15000,2018700,MOG0095,2019G400,33.4,18.4,21.5,27.0,14.9
2549,4000    ,15000,2018700,MOG0095,2021G400,33.3,17.6,21.2,,14.2
2550,4000    ,15000,2018700,MBG0095,2007G400,33.6,19.7,21.9,29.0,
2551,4000    ,15000,2018700,MBG0095,2011G400,33.9,19.3,22.1,28.7,
2552,4000    ,15000,2018700,MBG0095,2015G400,33.7,19.4,21.9,28.1,16.6
2553,4000    ,15000,2018700,MBG0095,2017G400,33.8,19.8,22.3,28.2,16.1
2554,4000    ,15000,2018700,MBG0095,2019G400,33.5,19.6,22.5,27.9,16.0
2555,4000    ,15000,2018700,MBG0095,2021G400,33.4,18.8,22.3,,15.4
2556,4000    ,15000,2018740,MW00000,2007G400,35.4,24.2,25.3,31.0,
2557,4000    ,15000,2018740,MW00000,2011G400,35.4,23.4,26.0,31.3,
2558,4000    ,15000,2018740,MW00000,2015G400,35.9,23.6,25.6,31.8,18.4
