ID,Donorregistratie,Persoonskenmerken,Perioden,DonorregisterVastgelegdeKeuze_1,DonorregisterVastgelegdeKeuze_2
1716,A045386,H008766,2020JJ00,267.9,74.0
1717,A045386,H008766,2021JJ00,36.2,10.0
1718,A045386,H008766,2022JJ00,43.1,11.0
1719,A045386,H008673,2014JJ00,246.9,86.0
1720,A045386,H008673,2015JJ00,253.0,86.0
1721,A045386,H008673,2016JJ00,259.1,86.0
1722,A045386,H008673,2017JJ00,247.4,81.0
1723,A045386,H008673,2018JJ00,230.2,73.0
1724,A045386,H008673,2019JJ00,232.6,72.0
1725,A045386,H008673,2020JJ00,220.4,66.0
1726,A045386,H008673,2021JJ00,45.7,13.0
1727,A045386,H008673,2022JJ00,51.0,15.0
1728,A045386,H008751,2014JJ00,246.0,81.0
1729,A045386,H008751,2015JJ00,247.4,81.0
1730,A045386,H008751,2016JJ00,248.4,80.0
1731,A045386,H008751,2017JJ00,244.8,78.0
1732,A045386,H008751,2018JJ00,238.4,76.0
1733,A045386,H008751,2019JJ00,238.8,75.0
1734,A045386,H008751,2020JJ00,224.7,70.0
1735,A045386,H008751,2021JJ00,27.2,8.0
1736,A045386,H008751,2022JJ00,27.6,8.0
1737,A045386,H007119,2014JJ00,99.2,82.0
1738,A045386,H007119,2015JJ00,100.5,82.0
1739,A045386,H007119,2016JJ00,101.9,82.0
1740,A045386,H007119,2017JJ00,102.3,81.0
1741,A045386,H007119,2018JJ00,102.5,79.0
1742,A045386,H007119,2019JJ00,105.1,79.0
1743,A045386,H007119,2020JJ00,103.4,75.0
1744,A045386,H007119,2021JJ00,18.1,13.0
1745,A045386,H007119,2022JJ00,20.8,14.0
1746,A045386,2012655,2014JJ00,975.8,68.0
1747,A045386,2012655,2015JJ00,998.4,69.0
1748,A045386,2012655,2016JJ00,1018.9,69.0
1749,A045386,2012655,2017JJ00,1031.2,69.0
1750,A045386,2012655,2018JJ00,1048.8,68.0
1751,A045386,2012655,2019JJ00,1082.7,68.0
1752,A045386,2012655,2020JJ00,1079.8,66.0
1753,A045386,2012655,2021JJ00,149.3,9.0
1754,A045386,2012655,2022JJ00,213.1,12.0
1755,A045386,2012657,2014JJ00,1388.7,86.0
1756,A045386,2012657,2015JJ00,1422.2,86.0
1757,A045386,2012657,2016JJ00,1468.7,86.0
1758,A045386,2012657,2017JJ00,1485.6,83.0
1759,A045386,2012657,2018JJ00,1475.3,80.0
1760,A045386,2012657,2019JJ00,1515.1,79.0
1761,A045386,2012657,2020JJ00,1485.2,75.0
1762,A045386,2012657,2021JJ00,245.8,12.0
1763,A045386,2012657,2022JJ00,309.8,15.0
1764,A045386,2013356,2014JJ00,1467.4,83.0
1765,A045386,2013356,2015JJ00,1500.6,84.0
1766,A045386,2013356,2016JJ00,1546.3,84.0
1767,A045386,2013356,2017JJ00,1580.3,83.0
1768,A045386,2013356,2018JJ00,1607.3,81.0
1769,A045386,2013356,2019JJ00,1662.6,81.0
1770,A045386,2013356,2020JJ00,1672.1,77.0
1771,A045386,2013356,2021JJ00,152.7,7.0
1772,A045386,2013356,2022JJ00,271.7,12.0
1773,A045386,2013357,2014JJ00,897.2,70.0
1774,A045386,2013357,2015JJ00,920.0,70.0
1775,A045386,2013357,2016JJ00,941.4,70.0
1776,A045386,2013357,2017JJ00,936.5,68.0
1777,A045386,2013357,2018JJ00,916.8,65.0
1778,A045386,2013357,2019JJ00,935.2,65.0
1779,A045386,2013357,2020JJ00,892.9,61.0
1780,A045386,2013357,2021JJ00,242.4,16.0
1781,A045386,2013357,2022JJ00,251.1,16.0
