ID,Geslacht,Leeftijd,ZorgvormZvwZorgkosten,Perioden,PersonenMetZvwZorgkostenRelatief_1,GemiddeldeZorgkostenAllePersonen_2,GemiddeldeZorgkostenGebruikers_3,Zorgkosten50ePercentielGebruikers_4,Zorgkosten95ePercentielGebruikers_5,Zorgkosten99ePercentielGebruikers_6
1211,T001038,70700  ,A042755,2023JJ00,,,,,,
1212,T001038,70700  ,A042760,2020JJ00,0.5,7.0,1266.0,280.0,2332.0,2714.0
1213,T001038,70700  ,A042760,2021JJ00,0.5,8.0,1212.0,150.0,2798.0,15175.0
1214,T001038,70700  ,A042760,2022JJ00,0.5,4.0,931.0,80.0,3208.0,20482.0
1215,T001038,70700  ,A042760,2023JJ00,0.9,7.0,761.0,51.0,1060.0,15293.0
1216,T001038,70800  ,T001338,2020JJ00,97.9,1740.0,1777.0,270.0,7800.0,20131.0
1217,T001038,70800  ,T001338,2021JJ00,97.9,1733.0,1778.0,300.0,7793.0,19455.0
1218,T001038,70800  ,T001338,2022JJ00,97.7,1918.0,1975.0,326.0,8477.0,21853.0
1219,T001038,70800  ,T001338,2023JJ00,97.8,2078.0,2155.0,377.0,9235.0,23616.0
1220,T001038,70800  ,A042743,2020JJ00,97.5,154.0,159.0,122.0,360.0,619.0
1221,T001038,70800  ,A042743,2021JJ00,97.5,166.0,170.0,132.0,378.0,632.0
1222,T001038,70800  ,A042743,2022JJ00,97.3,172.0,176.0,137.0,387.0,634.0
1223,T001038,70800  ,A042743,2023JJ00,97.4,192.0,196.0,152.0,437.0,725.0
1224,T001038,70800  ,A042745,2020JJ00,54.4,16.0,30.0,12.0,102.0,387.0
1225,T001038,70800  ,A042745,2021JJ00,55.3,16.0,29.0,12.0,90.0,377.0
1226,T001038,70800  ,A042745,2022JJ00,61.0,17.0,28.0,17.0,76.0,337.0
1227,T001038,70800  ,A042745,2023JJ00,89.4,24.0,27.0,16.0,66.0,292.0
1228,T001038,70800  ,A042744,2020JJ00,46.8,770.0,1669.0,418.0,6409.0,17389.0
1229,T001038,70800  ,A042744,2021JJ00,48.9,860.0,1770.0,447.0,6801.0,18364.0
1230,T001038,70800  ,A042744,2022JJ00,50.1,877.0,1772.0,442.0,6969.0,18372.0
1231,T001038,70800  ,A042744,2023JJ00,51.7,951.0,1876.0,463.0,7379.0,19590.0
1232,T001038,70800  ,A042746,2020JJ00,56.9,164.0,300.0,59.0,826.0,3843.0
1233,T001038,70800  ,A042746,2021JJ00,57.2,157.0,292.0,62.0,826.0,3748.0
1234,T001038,70800  ,A042746,2022JJ00,58.2,173.0,319.0,64.0,857.0,3791.0
1235,T001038,70800  ,A042746,2023JJ00,58.8,175.0,329.0,67.0,929.0,3972.0
1236,T001038,70800  ,A042748,2020JJ00,0.8,6.0,766.0,474.0,2302.0,4581.0
1237,T001038,70800  ,A042748,2021JJ00,0.9,7.0,804.0,515.0,2579.0,4835.0
1238,T001038,70800  ,A042748,2022JJ00,0.8,7.0,789.0,502.0,2491.0,4746.0
1239,T001038,70800  ,A042748,2023JJ00,0.9,8.0,879.0,551.0,2858.0,5127.0
1240,T001038,70800  ,A042749,2020JJ00,5.8,126.0,2158.0,1982.0,4763.0,7173.0
1241,T001038,70800  ,A042749,2021JJ00,6.1,137.0,2239.0,2078.0,4978.0,7523.0
1242,T001038,70800  ,A042749,2022JJ00,5.9,128.0,2181.0,2027.0,4950.0,7462.0
1243,T001038,70800  ,A042749,2023JJ00,5.9,141.0,2389.0,2181.0,5500.0,8004.0
1244,T001038,70800  ,A042750,2020JJ00,3.5,13.0,363.0,160.0,1557.0,3093.0
1245,T001038,70800  ,A042750,2021JJ00,4.4,20.0,452.0,184.0,1889.0,3451.0
1246,T001038,70800  ,A042750,2022JJ00,4.6,22.0,475.0,202.0,1953.0,3473.0
1247,T001038,70800  ,A042750,2023JJ00,4.6,23.0,490.0,212.0,1960.0,3680.0
1248,T001038,70800  ,A042751,2020JJ00,7.7,39.0,504.0,112.0,2395.0,5913.0
1249,T001038,70800  ,A042751,2021JJ00,7.9,43.0,539.0,115.0,2463.0,6847.0
1250,T001038,70800  ,A042751,2022JJ00,7.9,44.0,559.0,117.0,2504.0,6980.0
1251,T001038,70800  ,A042751,2023JJ00,8.1,47.0,582.0,115.0,2621.0,7244.0
1252,T001038,70800  ,A042752,2020JJ00,1.6,17.0,1037.0,783.0,2413.0,5727.0
1253,T001038,70800  ,A042752,2021JJ00,1.8,19.0,1085.0,810.0,2522.0,6100.0
1254,T001038,70800  ,A042752,2022JJ00,1.8,19.0,1098.0,829.0,2474.0,6040.0
1255,T001038,70800  ,A042752,2023JJ00,1.7,21.0,1198.0,893.0,2824.0,6696.0
1256,T001038,70800  ,A042753,2020JJ00,0.8,10.0,1134.0,184.0,5437.0,13148.0
1257,T001038,70800  ,A042753,2021JJ00,1.0,11.0,1108.0,170.0,5512.0,12847.0
1258,T001038,70800  ,A042753,2022JJ00,1.3,14.0,984.0,171.0,5000.0,12456.0
1259,T001038,70800  ,A042753,2023JJ00,1.3,14.0,1066.0,190.0,5164.0,13783.0
1260,T001038,70800  ,A042756,2020JJ00,0.0,1.0,,,,
1261,T001038,70800  ,A042756,2021JJ00,0.0,1.0,,,,
1262,T001038,70800  ,A042756,2022JJ00,0.0,1.0,,,,
1263,T001038,70800  ,A042756,2023JJ00,0.0,1.0,,,,
1264,T001038,70800  ,A052781,2020JJ00,,,,,,
1265,T001038,70800  ,A052781,2021JJ00,,,,,,
1266,T001038,70800  ,A052781,2022JJ00,8.5,422.0,4844.0,1903.0,16405.0,55128.0
1267,T001038,70800  ,A052781,2023JJ00,9.0,460.0,5003.0,1999.0,17092.0,55613.0
1268,T001038,70800  ,A042747,2020JJ00,0.4,18.0,4691.0,996.0,22517.0,46219.0
1269,T001038,70800  ,A042747,2021JJ00,0.4,16.0,4310.0,977.0,19825.0,44678.0
1270,T001038,70800  ,A042747,2022JJ00,0.4,15.0,4228.0,957.0,19757.0,41726.0
1271,T001038,70800  ,A042747,2023JJ00,0.4,16.0,4319.0,1043.0,20662.0,44370.0
1272,T001038,70800  ,A042757,2020JJ00,0.0,2.0,3625.0,1140.0,10699.0,42696.0
1273,T001038,70800  ,A042757,2021JJ00,0.1,2.0,3639.0,1114.0,10661.0,79198.0
1274,T001038,70800  ,A042757,2022JJ00,0.1,2.0,2986.0,967.0,11017.0,34560.0
1275,T001038,70800  ,A042757,2023JJ00,0.1,2.0,3023.0,1066.0,10098.0,37552.0
1276,T001038,70800  ,A049496,2020JJ00,0.0,1.0,,,,
1277,T001038,70800  ,A049496,2021JJ00,0.0,1.0,,,,
1278,T001038,70800  ,A049496,2022JJ00,0.0,1.0,,,,
1279,T001038,70800  ,A049496,2023JJ00,0.0,1.0,,,,
1280,T001038,70800  ,A042754,2020JJ00,2.2,24.0,1069.0,1204.0,1522.0,2582.0
1281,T001038,70800  ,A042754,2021JJ00,2.2,20.0,926.0,884.0,1469.0,2320.0
1282,T001038,70800  ,A042754,2022JJ00,,,,,,
1283,T001038,70800  ,A042754,2023JJ00,,,,,,
1284,T001038,70800  ,A042755,2020JJ00,5.1,377.0,7036.0,2780.0,22764.0,74717.0
1285,T001038,70800  ,A042755,2021JJ00,4.9,250.0,4954.0,2495.0,17941.0,54090.0
1286,T001038,70800  ,A042755,2022JJ00,,,,,,
1287,T001038,70800  ,A042755,2023JJ00,,,,,,
1288,T001038,70800  ,A042760,2020JJ00,0.5,6.0,1046.0,243.0,2332.0,2714.0
1289,T001038,70800  ,A042760,2021JJ00,0.6,8.0,1206.0,117.0,2815.0,14038.0
1290,T001038,70800  ,A042760,2022JJ00,0.5,4.0,933.0,81.0,4402.0,16756.0
1291,T001038,70800  ,A042760,2023JJ00,1.0,6.0,562.0,51.0,958.0,13982.0
1292,T001038,70900  ,T001338,2020JJ00,98.3,1674.0,1705.0,274.0,7076.0,21677.0
1293,T001038,70900  ,T001338,2021JJ00,98.4,1675.0,1714.0,302.0,6965.0,21146.0
1294,T001038,70900  ,T001338,2022JJ00,98.1,1862.0,1912.0,326.0,7834.0,23997.0
1295,T001038,70900  ,T001338,2023JJ00,98.2,1993.0,2063.0,372.0,8467.0,25392.0
1296,T001038,70900  ,A042743,2020JJ00,98.0,154.0,159.0,122.0,359.0,618.0
1297,T001038,70900  ,A042743,2021JJ00,98.0,167.0,170.0,131.0,376.0,632.0
1298,T001038,70900  ,A042743,2022JJ00,97.8,172.0,175.0,136.0,382.0,631.0
1299,T001038,70900  ,A042743,2023JJ00,97.8,191.0,195.0,151.0,432.0,716.0
1300,T001038,70900  ,A042745,2020JJ00,55.8,19.0,35.0,13.0,168.0,408.0
1301,T001038,70900  ,A042745,2021JJ00,56.7,19.0,34.0,12.0,167.0,405.0
1302,T001038,70900  ,A042745,2022JJ00,62.2,20.0,33.0,17.0,141.0,367.0
1303,T001038,70900  ,A042745,2023JJ00,90.1,27.0,30.0,16.0,90.0,331.0
1304,T001038,70900  ,A042744,2020JJ00,47.2,772.0,1659.0,400.0,6327.0,19496.0
1305,T001038,70900  ,A042744,2021JJ00,49.5,868.0,1767.0,424.0,6781.0,20769.0
1306,T001038,70900  ,A042744,2022JJ00,50.5,896.0,1794.0,428.0,6878.0,21616.0
1307,T001038,70900  ,A042744,2023JJ00,52.1,963.0,1883.0,453.0,7268.0,22389.0
1308,T001038,70900  ,A042746,2020JJ00,59.7,196.0,342.0,69.0,1010.0,4694.0
1309,T001038,70900  ,A042746,2021JJ00,59.7,190.0,338.0,71.0,1016.0,4482.0
1310,T001038,70900  ,A042746,2022JJ00,60.4,204.0,362.0,72.0,1059.0,4773.0
1311,T001038,70900  ,A042746,2023JJ00,60.8,206.0,374.0,75.0,1130.0,5049.0
1312,T001038,70900  ,A042748,2020JJ00,1.0,7.0,737.0,452.0,2409.0,4951.0
1313,T001038,70900  ,A042748,2021JJ00,1.1,9.0,809.0,499.0,2781.0,5134.0
1314,T001038,70900  ,A042748,2022JJ00,1.1,9.0,803.0,499.0,2762.0,5045.0
1315,T001038,70900  ,A042748,2023JJ00,1.1,10.0,870.0,540.0,2951.0,5159.0
1316,T001038,70900  ,A042749,2020JJ00,1.3,24.0,1832.0,1707.0,4556.0,6989.0
1317,T001038,70900  ,A042749,2021JJ00,1.4,26.0,1896.0,1775.0,4756.0,7375.0
1318,T001038,70900  ,A042749,2022JJ00,1.4,26.0,1865.0,1708.0,4806.0,7486.0
1319,T001038,70900  ,A042749,2023JJ00,1.4,28.0,2025.0,1828.0,5335.0,8049.0
1320,T001038,70900  ,A042750,2020JJ00,3.9,16.0,407.0,174.0,1704.0,3212.0
1321,T001038,70900  ,A042750,2021JJ00,4.9,25.0,517.0,196.0,2073.0,3608.0
1322,T001038,70900  ,A042750,2022JJ00,5.2,28.0,535.0,210.0,2121.0,3619.0
1323,T001038,70900  ,A042750,2023JJ00,5.0,28.0,552.0,223.0,2188.0,3893.0
1324,T001038,70900  ,A042751,2020JJ00,7.6,46.0,611.0,147.0,2728.0,6475.0
1325,T001038,70900  ,A042751,2021JJ00,7.7,49.0,644.0,157.0,2812.0,7265.0
1326,T001038,70900  ,A042751,2022JJ00,7.8,51.0,651.0,160.0,2887.0,7197.0
1327,T001038,70900  ,A042751,2023JJ00,8.0,53.0,662.0,159.0,2915.0,7281.0
1328,T001038,70900  ,A042752,2020JJ00,1.8,19.0,1061.0,783.0,2448.0,5849.0
1329,T001038,70900  ,A042752,2021JJ00,1.9,22.0,1111.0,814.0,2574.0,6219.0
1330,T001038,70900  ,A042752,2022JJ00,1.9,22.0,1138.0,834.0,2662.0,6049.0
1331,T001038,70900  ,A042752,2023JJ00,1.9,23.0,1215.0,893.0,2808.0,6694.0
1332,T001038,70900  ,A042753,2020JJ00,0.8,10.0,1247.0,179.0,5901.0,15812.0
1333,T001038,70900  ,A042753,2021JJ00,0.9,11.0,1187.0,159.0,5374.0,15089.0
1334,T001038,70900  ,A042753,2022JJ00,1.3,14.0,1017.0,162.0,4802.0,13849.0
1335,T001038,70900  ,A042753,2023JJ00,1.3,13.0,1027.0,185.0,4924.0,13157.0
1336,T001038,70900  ,A042756,2020JJ00,0.0,1.0,,,,
1337,T001038,70900  ,A042756,2021JJ00,0.0,2.0,,,,
1338,T001038,70900  ,A042756,2022JJ00,0.0,2.0,,,,
1339,T001038,70900  ,A042756,2023JJ00,0.0,1.0,,,,
1340,T001038,70900  ,A052781,2020JJ00,,,,,,
1341,T001038,70900  ,A052781,2021JJ00,,,,,,
1342,T001038,70900  ,A052781,2022JJ00,7.7,389.0,4896.0,1913.0,16773.0,55653.0
1343,T001038,70900  ,A052781,2023JJ00,8.1,418.0,5064.0,2004.0,17665.0,55912.0
1344,T001038,70900  ,A042747,2020JJ00,0.5,27.0,5002.0,1147.0,23540.0,46047.0
1345,T001038,70900  ,A042747,2021JJ00,0.5,25.0,4620.0,1053.0,22360.0,44934.0
1346,T001038,70900  ,A042747,2022JJ00,0.5,24.0,4586.0,1117.0,20699.0,44145.0
1347,T001038,70900  ,A042747,2023JJ00,0.5,23.0,4638.0,1129.0,21563.0,42773.0
1348,T001038,70900  ,A042757,2020JJ00,0.1,2.0,3573.0,1279.0,9981.0,59005.0
1349,T001038,70900  ,A042757,2021JJ00,0.1,2.0,2961.0,975.0,8791.0,26996.0
1350,T001038,70900  ,A042757,2022JJ00,0.1,2.0,2875.0,1092.0,8354.0,24173.0
1351,T001038,70900  ,A042757,2023JJ00,0.1,3.0,3603.0,929.0,8623.0,78698.0
1352,T001038,70900  ,A049496,2020JJ00,0.0,1.0,,,,
1353,T001038,70900  ,A049496,2021JJ00,0.0,1.0,,,,
1354,T001038,70900  ,A049496,2022JJ00,0.0,1.0,,,,
1355,T001038,70900  ,A049496,2023JJ00,0.0,1.0,,,,
1356,T001038,70900  ,A042754,2020JJ00,1.9,22.0,1073.0,1218.0,1521.0,2606.0
1357,T001038,70900  ,A042754,2021JJ00,1.9,18.0,917.0,877.0,1469.0,2320.0
1358,T001038,70900  ,A042754,2022JJ00,,,,,,
1359,T001038,70900  ,A042754,2023JJ00,,,,,,
1360,T001038,70900  ,A042755,2020JJ00,4.8,353.0,7015.0,2764.0,23282.0,72080.0
1361,T001038,70900  ,A042755,2021JJ00,4.6,234.0,4928.0,2478.0,17943.0,53460.0
1362,T001038,70900  ,A042755,2022JJ00,,,,,,
1363,T001038,70900  ,A042755,2023JJ00,,,,,,
1364,T001038,70900  ,A042760,2020JJ00,0.6,6.0,828.0,162.0,2332.0,2714.0
1365,T001038,70900  ,A042760,2021JJ00,0.6,7.0,940.0,108.0,2480.0,12447.0
1366,T001038,70900  ,A042760,2022JJ00,0.6,4.0,775.0,81.0,3346.0,15351.0
1367,T001038,70900  ,A042760,2023JJ00,1.1,5.0,467.0,64.0,775.0,11532.0
1368,T001038,71000  ,T001338,2020JJ00,98.7,1830.0,1863.0,314.0,7430.0,25381.0
1369,T001038,71000  ,T001338,2021JJ00,98.7,1859.0,1898.0,349.0,7458.0,24902.0
1370,T001038,71000  ,T001338,2022JJ00,98.5,2027.0,2077.0,374.0,8393.0,27115.0
1371,T001038,71000  ,T001338,2023JJ00,98.5,2185.0,2258.0,425.0,9070.0,28804.0
1372,T001038,71000  ,A042743,2020JJ00,98.4,157.0,161.0,122.0,365.0,631.0
1373,T001038,71000  ,A042743,2021JJ00,98.3,170.0,172.0,133.0,382.0,649.0
1374,T001038,71000  ,A042743,2022JJ00,98.1,175.0,177.0,137.0,388.0,644.0
1375,T001038,71000  ,A042743,2023JJ00,98.1,194.0,197.0,152.0,436.0,726.0
1376,T001038,71000  ,A042745,2020JJ00,57.4,25.0,45.0,13.0,254.0,461.0
1377,T001038,71000  ,A042745,2021JJ00,58.2,25.0,44.0,13.0,250.0,454.0
1378,T001038,71000  ,A042745,2022JJ00,63.9,27.0,42.0,17.0,214.0,416.0
1379,T001038,71000  ,A042745,2023JJ00,90.8,32.0,36.0,17.0,153.0,359.0
1380,T001038,71000  ,A042744,2020JJ00,50.5,915.0,1840.0,419.0,7057.0,24535.0
1381,T001038,71000  ,A042744,2021JJ00,53.0,1013.0,1925.0,447.0,7431.0,25189.0
1382,T001038,71000  ,A042744,2022JJ00,53.9,1031.0,1935.0,451.0,7492.0,25382.0
1383,T001038,71000  ,A042744,2023JJ00,55.3,1120.0,2063.0,487.0,7950.0,26460.0
1384,T001038,71000  ,A042746,2020JJ00,63.6,229.0,376.0,83.0,1210.0,5084.0
1385,T001038,71000  ,A042746,2021JJ00,63.5,227.0,378.0,85.0,1227.0,5168.0
1386,T001038,71000  ,A042746,2022JJ00,64.0,238.0,398.0,87.0,1284.0,5591.0
1387,T001038,71000  ,A042746,2023JJ00,64.3,245.0,419.0,91.0,1375.0,5811.0
1388,T001038,71000  ,A042748,2020JJ00,1.4,11.0,758.0,452.0,2689.0,4947.0
1389,T001038,71000  ,A042748,2021JJ00,1.5,12.0,803.0,481.0,2885.0,4910.0
1390,T001038,71000  ,A042748,2022JJ00,1.5,12.0,808.0,474.0,2937.0,5119.0
1391,T001038,71000  ,A042748,2023JJ00,1.5,13.0,869.0,519.0,3140.0,5362.0
1392,T001038,71000  ,A042749,2020JJ00,0.1,1.0,1019.0,293.0,3526.0,5839.0
1393,T001038,71000  ,A042749,2021JJ00,0.1,1.0,1095.0,289.0,3846.0,7335.0
1394,T001038,71000  ,A042749,2022JJ00,0.1,1.0,963.0,255.0,3693.0,5905.0
1395,T001038,71000  ,A042749,2023JJ00,0.1,1.0,1128.0,272.0,4222.0,7423.0
1396,T001038,71000  ,A042750,2020JJ00,4.5,20.0,441.0,184.0,1810.0,3288.0
1397,T001038,71000  ,A042750,2021JJ00,5.7,32.0,566.0,212.0,2199.0,3676.0
1398,T001038,71000  ,A042750,2022JJ00,6.0,34.0,566.0,222.0,2221.0,3728.0
1399,T001038,71000  ,A042750,2023JJ00,5.9,36.0,599.0,245.0,2348.0,4059.0
1400,T001038,71000  ,A042751,2020JJ00,9.1,58.0,631.0,191.0,2726.0,6416.0
1401,T001038,71000  ,A042751,2021JJ00,9.2,61.0,669.0,200.0,2857.0,7112.0
1402,T001038,71000  ,A042751,2022JJ00,9.5,63.0,676.0,199.0,2814.0,7187.0
1403,T001038,71000  ,A042751,2023JJ00,9.6,67.0,707.0,209.0,2970.0,7457.0
1404,T001038,71000  ,A042752,2020JJ00,2.2,24.0,1087.0,787.0,2603.0,6280.0
1405,T001038,71000  ,A042752,2021JJ00,2.4,28.0,1147.0,819.0,2818.0,6549.0
1406,T001038,71000  ,A042752,2022JJ00,2.3,26.0,1142.0,834.0,2698.0,6654.0
1407,T001038,71000  ,A042752,2023JJ00,2.2,28.0,1237.0,898.0,2882.0,6786.0
1408,T001038,71000  ,A042753,2020JJ00,0.8,9.0,1199.0,179.0,5030.0,16666.0
1409,T001038,71000  ,A042753,2021JJ00,0.8,9.0,1137.0,144.0,5162.0,14947.0
1410,T001038,71000  ,A042753,2022JJ00,1.3,13.0,1006.0,165.0,4464.0,14601.0
1411,T001038,71000  ,A042753,2023JJ00,1.2,12.0,946.0,180.0,4045.0,13791.0
1412,T001038,71000  ,A042756,2020JJ00,0.0,3.0,16364.0,14139.0,36472.0,45582.0
1413,T001038,71000  ,A042756,2021JJ00,0.0,4.0,17352.0,13682.0,37793.0,61382.0
1414,T001038,71000  ,A042756,2022JJ00,0.0,3.0,16528.0,14007.0,38889.0,57078.0
1415,T001038,71000  ,A042756,2023JJ00,0.0,3.0,16889.0,14280.0,41448.0,52734.0
1416,T001038,71000  ,A052781,2020JJ00,,,,,,
1417,T001038,71000  ,A052781,2021JJ00,,,,,,
1418,T001038,71000  ,A052781,2022JJ00,6.9,356.0,5001.0,1920.0,17407.0,56489.0
1419,T001038,71000  ,A052781,2023JJ00,7.3,386.0,5211.0,2038.0,18032.0,58990.0
1420,T001038,71000  ,A042747,2020JJ00,0.8,41.0,5280.0,1240.0,24361.0,50066.0
1421,T001038,71000  ,A042747,2021JJ00,0.8,39.0,5052.0,1210.0,22552.0,51241.0
1422,T001038,71000  ,A042747,2022JJ00,0.7,36.0,4929.0,1193.0,20999.0,47781.0
1423,T001038,71000  ,A042747,2023JJ00,0.7,36.0,4978.0,1278.0,22214.0,48049.0
1424,T001038,71000  ,A042757,2020JJ00,0.1,2.0,2485.0,1074.0,7571.0,16515.0
1425,T001038,71000  ,A042757,2021JJ00,0.1,2.0,3124.0,1114.0,8575.0,34247.0
1426,T001038,71000  ,A042757,2022JJ00,0.1,2.0,2654.0,1089.0,8343.0,17775.0
1427,T001038,71000  ,A042757,2023JJ00,0.1,3.0,3433.0,1019.0,8622.0,85466.0
1428,T001038,71000  ,A049496,2020JJ00,0.0,2.0,8873.0,5658.0,25896.0,64980.0
1429,T001038,71000  ,A049496,2021JJ00,0.0,3.0,9884.0,5577.0,30840.0,60535.0
1430,T001038,71000  ,A049496,2022JJ00,0.0,2.0,10981.0,5155.0,41041.0,79442.0
1431,T001038,71000  ,A049496,2023JJ00,0.0,2.0,11657.0,7003.0,38513.0,77591.0
1432,T001038,71000  ,A042754,2020JJ00,1.7,19.0,1068.0,1218.0,1464.0,2657.0
1433,T001038,71000  ,A042754,2021JJ00,1.7,15.0,902.0,867.0,1469.0,2252.0
1434,T001038,71000  ,A042754,2022JJ00,,,,,,
1435,T001038,71000  ,A042754,2023JJ00,,,,,,
1436,T001038,71000  ,A042755,2020JJ00,4.2,310.0,7057.0,2736.0,24181.0,74889.0
1437,T001038,71000  ,A042755,2021JJ00,4.1,207.0,4911.0,2459.0,18073.0,53548.0
1438,T001038,71000  ,A042755,2022JJ00,,,,,,
1439,T001038,71000  ,A042755,2023JJ00,,,,,,
1440,T001038,71000  ,A042760,2020JJ00,0.7,5.0,662.0,151.0,2275.0,2714.0
1441,T001038,71000  ,A042760,2021JJ00,0.8,8.0,839.0,106.0,2429.0,11799.0
1442,T001038,71000  ,A042760,2022JJ00,0.8,6.0,740.0,81.0,2906.0,14140.0
1443,T001038,71000  ,A042760,2023JJ00,1.4,7.0,471.0,69.0,773.0,12159.0
1444,T001038,71100  ,T001338,2020JJ00,99.1,2166.0,2203.0,400.0,8919.0,30063.0
1445,T001038,71100  ,T001338,2021JJ00,99.1,2235.0,2275.0,447.0,9142.0,30376.0
1446,T001038,71100  ,T001338,2022JJ00,99.0,2383.0,2434.0,482.0,9946.0,31650.0
1447,T001038,71100  ,T001338,2023JJ00,99.0,2557.0,2633.0,541.0,10684.0,33804.0
1448,T001038,71100  ,A042743,2020JJ00,98.7,161.0,164.0,125.0,371.0,648.0
1449,T001038,71100  ,A042743,2021JJ00,98.7,175.0,176.0,136.0,391.0,665.0
1450,T001038,71100  ,A042743,2022JJ00,98.6,180.0,182.0,141.0,400.0,667.0
1451,T001038,71100  ,A042743,2023JJ00,98.6,200.0,202.0,156.0,446.0,742.0
1452,T001038,71100  ,A042745,2020JJ00,59.6,35.0,60.0,15.0,321.0,505.0
1453,T001038,71100  ,A042745,2021JJ00,60.5,36.0,60.0,15.0,315.0,520.0
1454,T001038,71100  ,A042745,2022JJ00,66.1,37.0,56.0,17.0,287.0,459.0
1455,T001038,71100  ,A042745,2023JJ00,91.8,42.0,46.0,18.0,234.0,385.0
1456,T001038,71100  ,A042744,2020JJ00,56.1,1171.0,2119.0,457.0,8510.0,28951.0
1457,T001038,71100  ,A042744,2021JJ00,58.7,1302.0,2232.0,486.0,9068.0,30163.0
1458,T001038,71100  ,A042744,2022JJ00,59.7,1312.0,2221.0,498.0,9122.0,29423.0
1459,T001038,71100  ,A042744,2023JJ00,61.1,1407.0,2345.0,535.0,9573.0,30739.0
1460,T001038,71100  ,A042746,2020JJ00,68.1,277.0,425.0,103.0,1422.0,5419.0
1461,T001038,71100  ,A042746,2021JJ00,68.3,271.0,420.0,106.0,1442.0,5393.0
1462,T001038,71100  ,A042746,2022JJ00,69.0,288.0,447.0,109.0,1528.0,5712.0
1463,T001038,71100  ,A042746,2023JJ00,69.1,296.0,470.0,115.0,1633.0,5983.0
1464,T001038,71100  ,A042748,2020JJ00,1.9,15.0,762.0,437.0,2912.0,5089.0
1465,T001038,71100  ,A042748,2021JJ00,2.0,17.0,818.0,466.0,3133.0,5174.0
1466,T001038,71100  ,A042748,2022JJ00,2.0,17.0,812.0,462.0,3012.0,5325.0
1467,T001038,71100  ,A042748,2023JJ00,2.1,18.0,882.0,517.0,3224.0,5522.0
1468,T001038,71100  ,A042749,2020JJ00,0.0,0.0,,,,
1469,T001038,71100  ,A042749,2021JJ00,0.0,0.0,,,,
1470,T001038,71100  ,A042749,2022JJ00,0.0,0.0,,,,
1471,T001038,71100  ,A042749,2023JJ00,0.0,0.0,,,,
1472,T001038,71100  ,A042750,2020JJ00,5.4,26.0,474.0,187.0,1905.0,3380.0
1473,T001038,71100  ,A042750,2021JJ00,6.7,40.0,593.0,227.0,2259.0,3767.0
1474,T001038,71100  ,A042750,2022JJ00,7.0,41.0,583.0,241.0,2240.0,3795.0
1475,T001038,71100  ,A042750,2023JJ00,7.1,44.0,624.0,276.0,2413.0,4098.0
1476,T001038,71100  ,A042751,2020JJ00,11.4,74.0,649.0,230.0,2652.0,6379.0
1477,T001038,71100  ,A042751,2021JJ00,11.7,79.0,682.0,250.0,2728.0,6843.0
1478,T001038,71100  ,A042751,2022JJ00,12.0,82.0,688.0,253.0,2753.0,6976.0
1479,T001038,71100  ,A042751,2023JJ00,12.3,87.0,718.0,259.0,2877.0,7242.0
1480,T001038,71100  ,A042752,2020JJ00,2.9,32.0,1101.0,792.0,2733.0,6059.0
1481,T001038,71100  ,A042752,2021JJ00,3.0,35.0,1153.0,819.0,2860.0,6423.0
1482,T001038,71100  ,A042752,2022JJ00,2.9,34.0,1162.0,838.0,2826.0,6484.0
1483,T001038,71100  ,A042752,2023JJ00,2.8,36.0,1253.0,903.0,2995.0,6942.0
1484,T001038,71100  ,A042753,2020JJ00,0.8,13.0,1485.0,188.0,6098.0,23203.0
1485,T001038,71100  ,A042753,2021JJ00,0.9,12.0,1293.0,164.0,6078.0,21081.0
1486,T001038,71100  ,A042753,2022JJ00,1.4,16.0,1130.0,180.0,5043.0,15514.0
1487,T001038,71100  ,A042753,2023JJ00,1.4,15.0,1103.0,199.0,4720.0,16504.0
1488,T001038,71100  ,A042756,2020JJ00,0.0,6.0,14861.0,12105.0,35752.0,57516.0
1489,T001038,71100  ,A042756,2021JJ00,0.0,8.0,15790.0,12491.0,37407.0,65721.0
1490,T001038,71100  ,A042756,2022JJ00,0.0,7.0,14844.0,12362.0,36602.0,50567.0
1491,T001038,71100  ,A042756,2023JJ00,0.0,8.0,16662.0,13314.0,41671.0,59105.0
1492,T001038,71100  ,A052781,2020JJ00,,,,,,
1493,T001038,71100  ,A052781,2021JJ00,,,,,,
1494,T001038,71100  ,A052781,2022JJ00,6.0,303.0,4933.0,1857.0,17342.0,55956.0
1495,T001038,71100  ,A052781,2023JJ00,6.2,331.0,5227.0,1955.0,18602.0,59498.0
1496,T001038,71100  ,A042747,2020JJ00,1.1,58.0,5112.0,1355.0,22528.0,47451.0
1497,T001038,71100  ,A042747,2021JJ00,1.2,56.0,4797.0,1300.0,21485.0,43687.0
1498,T001038,71100  ,A042747,2022JJ00,1.1,54.0,4786.0,1281.0,21174.0,43703.0
1499,T001038,71100  ,A042747,2023JJ00,1.1,58.0,5288.0,1400.0,22987.0,47006.0
1500,T001038,71100  ,A042757,2020JJ00,0.1,2.0,2997.0,1060.0,9517.0,27609.0
1501,T001038,71100  ,A042757,2021JJ00,0.1,3.0,2822.0,1064.0,8137.0,20029.0
1502,T001038,71100  ,A042757,2022JJ00,0.1,3.0,2824.0,1012.0,7944.0,27063.0
1503,T001038,71100  ,A042757,2023JJ00,0.1,3.0,2826.0,912.0,8345.0,26238.0
