ID,Geslacht,Leeftijd,ZorgvormZvwZorgkosten,Perioden,PersonenMetZvwZorgkostenRelatief_1,GemiddeldeZorgkostenAllePersonen_2,GemiddeldeZorgkostenGebruikers_3,Zorgkosten50ePercentielGebruikers_4,Zorgkosten95ePercentielGebruikers_5,Zorgkosten99ePercentielGebruikers_6
3428,3000   ,71000  ,A042745,2020JJ00,56.9,25.0,45.0,13.0,258.0,427.0
3429,3000   ,71000  ,A042745,2021JJ00,57.6,25.0,45.0,13.0,258.0,428.0
3430,3000   ,71000  ,A042745,2022JJ00,63.2,27.0,43.0,17.0,225.0,415.0
3431,3000   ,71000  ,A042745,2023JJ00,90.1,32.0,36.0,17.0,158.0,357.0
3432,3000   ,71000  ,A042744,2020JJ00,43.0,803.0,1895.0,390.0,7144.0,25897.0
3433,3000   ,71000  ,A042744,2021JJ00,45.0,876.0,1957.0,405.0,7369.0,26204.0
3434,3000   ,71000  ,A042744,2022JJ00,46.1,884.0,1940.0,412.0,7263.0,26201.0
3435,3000   ,71000  ,A042744,2023JJ00,47.3,954.0,2056.0,437.0,7665.0,26989.0
3436,3000   ,71000  ,A042746,2020JJ00,57.2,210.0,383.0,73.0,1267.0,5973.0
3437,3000   ,71000  ,A042746,2021JJ00,56.9,206.0,384.0,76.0,1294.0,6100.0
3438,3000   ,71000  ,A042746,2022JJ00,57.3,216.0,403.0,77.0,1359.0,6307.0
3439,3000   ,71000  ,A042746,2023JJ00,57.5,223.0,427.0,81.0,1448.0,6481.0
3440,3000   ,71000  ,A042748,2020JJ00,1.5,11.0,730.0,444.0,2527.0,4724.0
3441,3000   ,71000  ,A042748,2021JJ00,1.7,13.0,778.0,469.0,2788.0,4958.0
3442,3000   ,71000  ,A042748,2022JJ00,1.6,13.0,786.0,466.0,2843.0,4996.0
3443,3000   ,71000  ,A042748,2023JJ00,1.6,14.0,839.0,501.0,3024.0,5195.0
3444,3000   ,71000  ,A042749,2020JJ00,0.0,0.0,,,,
3445,3000   ,71000  ,A042749,2021JJ00,0.0,,,,,
3446,3000   ,71000  ,A042749,2022JJ00,0.0,,,,,
3447,3000   ,71000  ,A042749,2023JJ00,0.0,,,,,
3448,3000   ,71000  ,A042750,2020JJ00,2.9,13.0,448.0,178.0,1912.0,3478.0
3449,3000   ,71000  ,A042750,2021JJ00,3.6,20.0,564.0,205.0,2221.0,3766.0
3450,3000   ,71000  ,A042750,2022JJ00,3.6,20.0,560.0,210.0,2272.0,3937.0
3451,3000   ,71000  ,A042750,2023JJ00,3.5,20.0,583.0,222.0,2437.0,4217.0
3452,3000   ,71000  ,A042751,2020JJ00,8.0,55.0,681.0,264.0,2754.0,6593.0
3453,3000   ,71000  ,A042751,2021JJ00,8.2,59.0,729.0,291.0,2936.0,7243.0
3454,3000   ,71000  ,A042751,2022JJ00,8.3,62.0,748.0,318.0,2952.0,7339.0
3455,3000   ,71000  ,A042751,2023JJ00,8.5,65.0,771.0,322.0,3064.0,7591.0
3456,3000   ,71000  ,A042752,2020JJ00,2.3,25.0,1090.0,792.0,2548.0,5643.0
3457,3000   ,71000  ,A042752,2021JJ00,2.4,28.0,1152.0,819.0,2729.0,6175.0
3458,3000   ,71000  ,A042752,2022JJ00,2.3,27.0,1149.0,838.0,2597.0,6613.0
3459,3000   ,71000  ,A042752,2023JJ00,2.2,28.0,1252.0,903.0,2848.0,6453.0
3460,3000   ,71000  ,A042753,2020JJ00,0.7,9.0,1245.0,180.0,5556.0,16531.0
3461,3000   ,71000  ,A042753,2021JJ00,0.7,10.0,1296.0,147.0,5700.0,17199.0
3462,3000   ,71000  ,A042753,2022JJ00,1.1,13.0,1126.0,159.0,4924.0,17059.0
3463,3000   ,71000  ,A042753,2023JJ00,1.1,12.0,1055.0,180.0,4458.0,16801.0
3464,3000   ,71000  ,A042756,2020JJ00,0.0,3.0,,,,
3465,3000   ,71000  ,A042756,2021JJ00,0.0,4.0,,,,
3466,3000   ,71000  ,A042756,2022JJ00,0.0,4.0,,,,
3467,3000   ,71000  ,A042756,2023JJ00,0.0,3.0,,,,
3468,3000   ,71000  ,A052781,2020JJ00,,,,,,
3469,3000   ,71000  ,A052781,2021JJ00,,,,,,
3470,3000   ,71000  ,A052781,2022JJ00,6.0,347.0,5613.0,2060.0,20441.0,67868.0
3471,3000   ,71000  ,A052781,2023JJ00,6.3,377.0,5916.0,2163.0,20792.0,71032.0
3472,3000   ,71000  ,A042747,2020JJ00,0.6,34.0,5438.0,1326.0,25871.0,51347.0
3473,3000   ,71000  ,A042747,2021JJ00,0.6,32.0,5123.0,1296.0,23057.0,53296.0
3474,3000   ,71000  ,A042747,2022JJ00,0.6,31.0,5094.0,1284.0,22633.0,51307.0
3475,3000   ,71000  ,A042747,2023JJ00,0.6,29.0,4920.0,1329.0,21184.0,49899.0
3476,3000   ,71000  ,A042757,2020JJ00,0.1,1.0,1955.0,882.0,7011.0,15185.0
3477,3000   ,71000  ,A042757,2021JJ00,0.1,2.0,2490.0,874.0,7979.0,18034.0
3478,3000   ,71000  ,A042757,2022JJ00,0.1,2.0,2294.0,764.0,6782.0,15871.0
3479,3000   ,71000  ,A042757,2023JJ00,0.1,2.0,2876.0,728.0,8020.0,34025.0
3480,3000   ,71000  ,A049496,2020JJ00,0.0,3.0,,,,
3481,3000   ,71000  ,A049496,2021JJ00,0.0,3.0,,,,
3482,3000   ,71000  ,A049496,2022JJ00,0.0,3.0,,,,
3483,3000   ,71000  ,A049496,2023JJ00,0.0,3.0,,,,
3484,3000   ,71000  ,A042754,2020JJ00,1.3,14.0,1054.0,1220.0,1464.0,2600.0
3485,3000   ,71000  ,A042754,2021JJ00,1.3,11.0,880.0,850.0,1469.0,2171.0
3486,3000   ,71000  ,A042754,2022JJ00,,,,,,
3487,3000   ,71000  ,A042754,2023JJ00,,,,,,
3488,3000   ,71000  ,A042755,2020JJ00,3.9,312.0,7599.0,2780.0,27776.0,83643.0
3489,3000   ,71000  ,A042755,2021JJ00,3.8,208.0,5307.0,2493.0,18941.0,58966.0
3490,3000   ,71000  ,A042755,2022JJ00,,,,,,
3491,3000   ,71000  ,A042755,2023JJ00,,,,,,
3492,3000   ,71000  ,A042760,2020JJ00,0.6,4.0,602.0,181.0,2226.0,2714.0
3493,3000   ,71000  ,A042760,2021JJ00,0.7,7.0,830.0,125.0,2419.0,12505.0
3494,3000   ,71000  ,A042760,2022JJ00,0.7,5.0,753.0,87.0,2716.0,14510.0
3495,3000   ,71000  ,A042760,2023JJ00,1.3,6.0,453.0,69.0,773.0,9887.0
3496,3000   ,71100  ,T001338,2020JJ00,98.7,2030.0,2073.0,318.0,8435.0,29142.0
3497,3000   ,71100  ,T001338,2021JJ00,98.7,2080.0,2125.0,348.0,8575.0,29391.0
3498,3000   ,71100  ,T001338,2022JJ00,98.7,2200.0,2255.0,375.0,9246.0,30665.0
3499,3000   ,71100  ,T001338,2023JJ00,98.6,2346.0,2426.0,419.0,9825.0,32822.0
3500,3000   ,71100  ,A042743,2020JJ00,98.3,148.0,152.0,117.0,338.0,584.0
3501,3000   ,71100  ,A042743,2021JJ00,98.3,160.0,162.0,126.0,353.0,592.0
3502,3000   ,71100  ,A042743,2022JJ00,98.2,165.0,167.0,130.0,358.0,595.0
3503,3000   ,71100  ,A042743,2023JJ00,98.2,182.0,185.0,144.0,400.0,660.0
3504,3000   ,71100  ,A042745,2020JJ00,59.4,36.0,61.0,15.0,330.0,478.0
3505,3000   ,71100  ,A042745,2021JJ00,60.1,36.0,61.0,15.0,316.0,518.0
3506,3000   ,71100  ,A042745,2022JJ00,65.7,37.0,57.0,17.0,293.0,458.0
3507,3000   ,71100  ,A042745,2023JJ00,91.3,43.0,47.0,18.0,257.0,385.0
3508,3000   ,71100  ,A042744,2020JJ00,50.1,1091.0,2211.0,420.0,8834.0,31594.0
3509,3000   ,71100  ,A042744,2021JJ00,52.2,1205.0,2323.0,445.0,9384.0,32764.0
3510,3000   ,71100  ,A042744,2022JJ00,53.4,1200.0,2271.0,451.0,9213.0,31439.0
3511,3000   ,71100  ,A042744,2023JJ00,54.5,1276.0,2382.0,475.0,9598.0,33212.0
3512,3000   ,71100  ,A042746,2020JJ00,62.7,269.0,448.0,94.0,1508.0,6548.0
3513,3000   ,71100  ,A042746,2021JJ00,62.7,259.0,437.0,97.0,1530.0,6257.0
3514,3000   ,71100  ,A042746,2022JJ00,63.4,272.0,459.0,99.0,1638.0,6400.0
3515,3000   ,71100  ,A042746,2023JJ00,63.4,279.0,484.0,104.0,1749.0,6594.0
3516,3000   ,71100  ,A042748,2020JJ00,2.0,15.0,748.0,429.0,2832.0,5166.0
3517,3000   ,71100  ,A042748,2021JJ00,2.2,18.0,802.0,457.0,3100.0,5174.0
3518,3000   ,71100  ,A042748,2022JJ00,2.2,18.0,798.0,457.0,2989.0,5201.0
3519,3000   ,71100  ,A042748,2023JJ00,2.3,19.0,856.0,504.0,3099.0,5432.0
3520,3000   ,71100  ,A042749,2020JJ00,0.0,0.0,,,,
3521,3000   ,71100  ,A042749,2021JJ00,0.0,,,,,
3522,3000   ,71100  ,A042749,2022JJ00,0.0,,,,,
3523,3000   ,71100  ,A042749,2023JJ00,0.0,,,,,
3524,3000   ,71100  ,A042750,2020JJ00,3.5,16.0,471.0,184.0,1957.0,3465.0
3525,3000   ,71100  ,A042750,2021JJ00,4.3,26.0,592.0,220.0,2278.0,3794.0
3526,3000   ,71100  ,A042750,2022JJ00,4.4,25.0,572.0,222.0,2276.0,3876.0
3527,3000   ,71100  ,A042750,2023JJ00,4.3,27.0,617.0,241.0,2515.0,4179.0
3528,3000   ,71100  ,A042751,2020JJ00,10.4,70.0,677.0,282.0,2683.0,6410.0
3529,3000   ,71100  ,A042751,2021JJ00,10.7,76.0,716.0,303.0,2724.0,6970.0
3530,3000   ,71100  ,A042751,2022JJ00,10.9,79.0,729.0,318.0,2794.0,7132.0
3531,3000   ,71100  ,A042751,2023JJ00,11.1,84.0,766.0,328.0,2950.0,7450.0
3532,3000   ,71100  ,A042752,2020JJ00,3.0,34.0,1123.0,796.0,2733.0,5981.0
3533,3000   ,71100  ,A042752,2021JJ00,3.1,37.0,1160.0,823.0,2812.0,6176.0
3534,3000   ,71100  ,A042752,2022JJ00,3.0,35.0,1177.0,843.0,2809.0,6193.0
3535,3000   ,71100  ,A042752,2023JJ00,2.9,37.0,1261.0,908.0,2930.0,6561.0
3536,3000   ,71100  ,A042753,2020JJ00,0.8,13.0,1609.0,192.0,6865.0,26447.0
3537,3000   ,71100  ,A042753,2021JJ00,0.8,12.0,1502.0,168.0,6994.0,24428.0
3538,3000   ,71100  ,A042753,2022JJ00,1.2,16.0,1263.0,185.0,5959.0,18640.0
3539,3000   ,71100  ,A042753,2023JJ00,1.2,15.0,1195.0,208.0,5311.0,17265.0
3540,3000   ,71100  ,A042756,2020JJ00,0.0,7.0,15549.0,13734.0,36100.0,57516.0
3541,3000   ,71100  ,A042756,2021JJ00,0.1,8.0,16141.0,12462.0,38496.0,68642.0
3542,3000   ,71100  ,A042756,2022JJ00,0.0,7.0,15104.0,12362.0,37295.0,51949.0
3543,3000   ,71100  ,A042756,2023JJ00,0.0,9.0,17880.0,13994.0,42309.0,63374.0
3544,3000   ,71100  ,A052781,2020JJ00,,,,,,
3545,3000   ,71100  ,A052781,2021JJ00,,,,,,
3546,3000   ,71100  ,A052781,2022JJ00,5.2,288.0,5356.0,1945.0,19415.0,62247.0
3547,3000   ,71100  ,A052781,2023JJ00,5.3,311.0,5727.0,2052.0,20764.0,65249.0
3548,3000   ,71100  ,A042747,2020JJ00,1.0,49.0,5016.0,1355.0,21640.0,44740.0
3549,3000   ,71100  ,A042747,2021JJ00,1.0,47.0,4668.0,1294.0,21235.0,43374.0
3550,3000   ,71100  ,A042747,2022JJ00,0.9,45.0,4749.0,1307.0,20492.0,41767.0
3551,3000   ,71100  ,A042747,2023JJ00,0.9,50.0,5274.0,1457.0,22084.0,46517.0
3552,3000   ,71100  ,A042757,2020JJ00,0.1,2.0,2639.0,765.0,9652.0,27609.0
3553,3000   ,71100  ,A042757,2021JJ00,0.1,2.0,2682.0,769.0,7943.0,20996.0
3554,3000   ,71100  ,A042757,2022JJ00,0.1,3.0,2998.0,732.0,8144.0,41697.0
3555,3000   ,71100  ,A042757,2023JJ00,0.1,3.0,3014.0,847.0,8345.0,31749.0
3556,3000   ,71100  ,A049496,2020JJ00,0.0,4.0,8923.0,5070.0,30857.0,59386.0
3557,3000   ,71100  ,A049496,2021JJ00,0.0,5.0,9534.0,5428.0,35190.0,50283.0
3558,3000   ,71100  ,A049496,2022JJ00,0.0,3.0,9772.0,4934.0,34019.0,59063.0
3559,3000   ,71100  ,A049496,2023JJ00,0.0,4.0,11423.0,7233.0,36587.0,66911.0
3560,3000   ,71100  ,A042754,2020JJ00,1.2,13.0,1070.0,1245.0,1453.0,2491.0
3561,3000   ,71100  ,A042754,2021JJ00,1.2,10.0,872.0,850.0,1469.0,2042.0
3562,3000   ,71100  ,A042754,2022JJ00,,,,,,
3563,3000   ,71100  ,A042754,2023JJ00,,,,,,
3564,3000   ,71100  ,A042755,2020JJ00,3.4,258.0,7142.0,2702.0,24955.0,76879.0
3565,3000   ,71100  ,A042755,2021JJ00,3.3,171.0,5067.0,2463.0,18779.0,57388.0
3566,3000   ,71100  ,A042755,2022JJ00,,,,,,
3567,3000   ,71100  ,A042755,2023JJ00,,,,,,
3568,3000   ,71100  ,A042760,2020JJ00,0.8,5.0,519.0,247.0,2200.0,2433.0
3569,3000   ,71100  ,A042760,2021JJ00,1.0,7.0,661.0,150.0,2311.0,10942.0
3570,3000   ,71100  ,A042760,2022JJ00,1.0,6.0,629.0,136.0,1401.0,11893.0
3571,3000   ,71100  ,A042760,2023JJ00,1.7,7.0,440.0,82.0,750.0,8632.0
3572,3000   ,71200  ,T001338,2020JJ00,99.0,2573.0,2625.0,469.0,10743.0,37216.0
3573,3000   ,71200  ,T001338,2021JJ00,99.1,2682.0,2734.0,521.0,11132.0,38225.0
3574,3000   ,71200  ,T001338,2022JJ00,99.0,2779.0,2843.0,554.0,11724.0,38668.0
3575,3000   ,71200  ,T001338,2023JJ00,99.0,2982.0,3076.0,614.0,12508.0,41453.0
3576,3000   ,71200  ,A042743,2020JJ00,98.6,156.0,160.0,122.0,356.0,636.0
3577,3000   ,71200  ,A042743,2021JJ00,98.6,169.0,171.0,132.0,373.0,644.0
3578,3000   ,71200  ,A042743,2022JJ00,98.6,174.0,176.0,136.0,382.0,642.0
3579,3000   ,71200  ,A042743,2023JJ00,98.5,192.0,195.0,150.0,423.0,714.0
3580,3000   ,71200  ,A042745,2020JJ00,62.5,50.0,81.0,19.0,357.0,513.0
3581,3000   ,71200  ,A042745,2021JJ00,63.2,51.0,81.0,17.0,358.0,543.0
3582,3000   ,71200  ,A042745,2022JJ00,68.6,51.0,76.0,19.0,332.0,502.0
3583,3000   ,71200  ,A042745,2023JJ00,92.3,56.0,61.0,19.0,303.0,419.0
3584,3000   ,71200  ,A042744,2020JJ00,58.5,1482.0,2570.0,470.0,10538.0,37760.0
3585,3000   ,71200  ,A042744,2021JJ00,60.9,1635.0,2701.0,512.0,10947.0,39436.0
3586,3000   ,71200  ,A042744,2022JJ00,61.9,1623.0,2653.0,524.0,10986.0,37563.0
3587,3000   ,71200  ,A042744,2023JJ00,63.3,1757.0,2826.0,566.0,11528.0,40150.0
3588,3000   ,71200  ,A042746,2020JJ00,69.6,342.0,513.0,126.0,1786.0,6578.0
3589,3000   ,71200  ,A042746,2021JJ00,69.7,334.0,507.0,129.0,1811.0,6543.0
3590,3000   ,71200  ,A042746,2022JJ00,70.2,351.0,536.0,132.0,1936.0,6741.0
3591,3000   ,71200  ,A042746,2023JJ00,70.2,360.0,565.0,139.0,2039.0,6883.0
3592,3000   ,71200  ,A042748,2020JJ00,3.0,22.0,729.0,407.0,2877.0,4896.0
3593,3000   ,71200  ,A042748,2021JJ00,3.1,24.0,779.0,435.0,3112.0,5276.0
3594,3000   ,71200  ,A042748,2022JJ00,3.0,23.0,766.0,433.0,2916.0,5083.0
3595,3000   ,71200  ,A042748,2023JJ00,3.0,25.0,846.0,484.0,3298.0,5458.0
3596,3000   ,71200  ,A042749,2020JJ00,0.0,0.0,,,,
3597,3000   ,71200  ,A042749,2021JJ00,0.0,,,,,
3598,3000   ,71200  ,A042749,2022JJ00,0.0,0.0,,,,
3599,3000   ,71200  ,A042749,2023JJ00,0.0,0.0,,,,
3600,3000   ,71200  ,A042750,2020JJ00,4.4,22.0,508.0,194.0,2057.0,3503.0
3601,3000   ,71200  ,A042750,2021JJ00,5.4,34.0,635.0,256.0,2388.0,4012.0
3602,3000   ,71200  ,A042750,2022JJ00,5.4,34.0,611.0,245.0,2403.0,4074.0
3603,3000   ,71200  ,A042750,2023JJ00,5.3,35.0,648.0,272.0,2572.0,4249.0
3604,3000   ,71200  ,A042751,2020JJ00,13.2,93.0,705.0,288.0,2697.0,6482.0
3605,3000   ,71200  ,A042751,2021JJ00,13.5,98.0,728.0,312.0,2780.0,6874.0
3606,3000   ,71200  ,A042751,2022JJ00,13.8,102.0,743.0,321.0,2808.0,6830.0
3607,3000   ,71200  ,A042751,2023JJ00,14.2,109.0,776.0,328.0,2967.0,7169.0
3608,3000   ,71200  ,A042752,2020JJ00,3.8,44.0,1142.0,796.0,2850.0,5806.0
3609,3000   ,71200  ,A042752,2021JJ00,4.0,48.0,1194.0,827.0,3080.0,6230.0
3610,3000   ,71200  ,A042752,2022JJ00,3.9,46.0,1193.0,843.0,2900.0,6110.0
3611,3000   ,71200  ,A042752,2023JJ00,3.7,48.0,1282.0,908.0,3057.0,6990.0
3612,3000   ,71200  ,A042753,2020JJ00,0.8,15.0,1766.0,210.0,8647.0,27014.0
3613,3000   ,71200  ,A042753,2021JJ00,0.9,16.0,1710.0,182.0,8139.0,27033.0
3614,3000   ,71200  ,A042753,2022JJ00,1.3,21.0,1554.0,190.0,7633.0,23016.0
3615,3000   ,71200  ,A042753,2023JJ00,1.3,21.0,1583.0,218.0,7195.0,20655.0
3616,3000   ,71200  ,A042756,2020JJ00,0.1,13.0,15474.0,11871.0,35914.0,55413.0
3617,3000   ,71200  ,A042756,2021JJ00,0.1,15.0,15101.0,12286.0,37793.0,57812.0
3618,3000   ,71200  ,A042756,2022JJ00,0.1,15.0,16519.0,12929.0,39481.0,62367.0
3619,3000   ,71200  ,A042756,2023JJ00,0.1,15.0,16085.0,13181.0,41007.0,59435.0
3620,3000   ,71200  ,A052781,2020JJ00,,,,,,
3621,3000   ,71200  ,A052781,2021JJ00,,,,,,
3622,3000   ,71200  ,A052781,2022JJ00,4.6,249.0,5208.0,1831.0,18695.0,59798.0
3623,3000   ,71200  ,A052781,2023JJ00,4.7,270.0,5635.0,1958.0,20658.0,67426.0
3624,3000   ,71200  ,A042747,2020JJ00,1.5,76.0,4966.0,1455.0,21552.0,44668.0
3625,3000   ,71200  ,A042747,2021JJ00,1.6,76.0,4905.0,1411.0,21328.0,42871.0
3626,3000   ,71200  ,A042747,2022JJ00,1.5,70.0,4725.0,1394.0,20821.0,41623.0
3627,3000   ,71200  ,A042747,2023JJ00,1.5,71.0,4831.0,1446.0,21110.0,42418.0
3628,3000   ,71200  ,A042757,2020JJ00,0.1,2.0,2165.0,998.0,7898.0,16860.0
3629,3000   ,71200  ,A042757,2021JJ00,0.1,3.0,2405.0,721.0,6472.0,23804.0
3630,3000   ,71200  ,A042757,2022JJ00,0.1,3.0,2624.0,807.0,6971.0,23729.0
3631,3000   ,71200  ,A042757,2023JJ00,0.1,4.0,3570.0,844.0,8735.0,67135.0
3632,3000   ,71200  ,A049496,2020JJ00,0.1,7.0,8924.0,5457.0,28832.0,50102.0
3633,3000   ,71200  ,A049496,2021JJ00,0.1,8.0,8961.0,4888.0,33368.0,51337.0
3634,3000   ,71200  ,A049496,2022JJ00,0.1,7.0,10739.0,5574.0,36081.0,65670.0
3635,3000   ,71200  ,A049496,2023JJ00,0.1,8.0,12155.0,6546.0,42254.0,80820.0
3636,3000   ,71200  ,A042754,2020JJ00,1.1,13.0,1079.0,1245.0,1464.0,2518.0
3637,3000   ,71200  ,A042754,2021JJ00,1.1,10.0,858.0,832.0,1469.0,2031.0
3638,3000   ,71200  ,A042754,2022JJ00,,,,,,
3639,3000   ,71200  ,A042754,2023JJ00,,,,,,
3640,3000   ,71200  ,A042755,2020JJ00,3.1,231.0,7077.0,2655.0,25661.0,78869.0
3641,3000   ,71200  ,A042755,2021JJ00,2.9,152.0,5077.0,2319.0,19169.0,58395.0
3642,3000   ,71200  ,A042755,2022JJ00,,,,,,
3643,3000   ,71200  ,A042755,2023JJ00,,,,,,
3644,3000   ,71200  ,A042760,2020JJ00,1.2,6.0,433.0,256.0,2200.0,2332.0
3645,3000   ,71200  ,A042760,2021JJ00,1.5,11.0,658.0,258.0,2267.0,12077.0
3646,3000   ,71200  ,A042760,2022JJ00,1.5,9.0,596.0,244.0,920.0,11144.0
3647,3000   ,71200  ,A042760,2023JJ00,2.3,12.0,498.0,92.0,775.0,9861.0
3648,3000   ,71300  ,T001338,2020JJ00,99.3,3319.0,3384.0,719.0,13846.0,47528.0
3649,3000   ,71300  ,T001338,2021JJ00,99.3,3470.0,3529.0,779.0,14303.0,48431.0
3650,3000   ,71300  ,T001338,2022JJ00,99.3,3574.0,3649.0,832.0,14889.0,47728.0
3651,3000   ,71300  ,T001338,2023JJ00,99.3,3768.0,3880.0,896.0,15623.0,50885.0
3652,3000   ,71300  ,A042743,2020JJ00,98.8,166.0,170.0,128.0,380.0,699.0
3653,3000   ,71300  ,A042743,2021JJ00,98.9,182.0,184.0,142.0,402.0,714.0
3654,3000   ,71300  ,A042743,2022JJ00,98.8,187.0,188.0,145.0,412.0,712.0
3655,3000   ,71300  ,A042743,2023JJ00,98.8,204.0,207.0,159.0,450.0,779.0
3656,3000   ,71300  ,A042745,2020JJ00,66.7,68.0,103.0,26.0,370.0,534.0
3657,3000   ,71300  ,A042745,2021JJ00,67.4,69.0,104.0,28.0,376.0,565.0
3658,3000   ,71300  ,A042745,2022JJ00,72.3,69.0,97.0,22.0,367.0,538.0
3659,3000   ,71300  ,A042745,2023JJ00,93.1,72.0,77.0,21.0,324.0,448.0
3660,3000   ,71300  ,A042744,2020JJ00,68.0,2030.0,3027.0,530.0,12714.0,45402.0
3661,3000   ,71300  ,A042744,2021JJ00,70.1,2194.0,3152.0,566.0,13187.0,46522.0
3662,3000   ,71300  ,A042744,2022JJ00,71.0,2189.0,3115.0,595.0,13200.0,43499.0
3663,3000   ,71300  ,A042744,2023JJ00,72.1,2328.0,3289.0,630.0,13774.0,46701.0
3664,3000   ,71300  ,A042746,2020JJ00,76.7,428.0,584.0,172.0,2018.0,6402.0
3665,3000   ,71300  ,A042746,2021JJ00,76.7,419.0,578.0,174.0,2062.0,6301.0
3666,3000   ,71300  ,A042746,2022JJ00,77.1,444.0,617.0,178.0,2225.0,6696.0
3667,3000   ,71300  ,A042746,2023JJ00,77.0,454.0,649.0,186.0,2335.0,6878.0
3668,3000   ,71300  ,A042748,2020JJ00,4.2,29.0,695.0,361.0,2763.0,4601.0
3669,3000   ,71300  ,A042748,2021JJ00,4.3,32.0,752.0,409.0,3011.0,4983.0
3670,3000   ,71300  ,A042748,2022JJ00,4.2,32.0,754.0,412.0,2986.0,4835.0
3671,3000   ,71300  ,A042748,2023JJ00,4.1,34.0,824.0,467.0,3197.0,5222.0
3672,3000   ,71300  ,A042749,2020JJ00,0.0,0.0,,,,
3673,3000   ,71300  ,A042749,2021JJ00,0.0,0.0,,,,
3674,3000   ,71300  ,A042749,2022JJ00,0.0,0.0,,,,
3675,3000   ,71300  ,A042749,2023JJ00,0.0,0.0,,,,
3676,3000   ,71300  ,A042750,2020JJ00,5.7,32.0,558.0,226.0,2166.0,3576.0
3677,3000   ,71300  ,A042750,2021JJ00,6.7,46.0,683.0,304.0,2489.0,3986.0
3678,3000   ,71300  ,A042750,2022JJ00,6.9,46.0,669.0,295.0,2530.0,4028.0
3679,3000   ,71300  ,A042750,2023JJ00,6.8,48.0,707.0,310.0,2722.0,4365.0
3680,3000   ,71300  ,A042751,2020JJ00,17.3,125.0,720.0,297.0,2753.0,6418.0
3681,3000   ,71300  ,A042751,2021JJ00,17.6,130.0,743.0,316.0,2800.0,6648.0
3682,3000   ,71300  ,A042751,2022JJ00,17.7,135.0,765.0,328.0,2833.0,6838.0
3683,3000   ,71300  ,A042751,2023JJ00,17.9,140.0,792.0,328.0,2972.0,7028.0
3684,3000   ,71300  ,A042752,2020JJ00,4.8,57.0,1168.0,800.0,3077.0,6176.0
3685,3000   ,71300  ,A042752,2021JJ00,5.1,62.0,1231.0,827.0,3227.0,6757.0
3686,3000   ,71300  ,A042752,2022JJ00,4.9,60.0,1232.0,847.0,3076.0,6768.0
3687,3000   ,71300  ,A042752,2023JJ00,4.7,63.0,1329.0,912.0,3316.0,7115.0
3688,3000   ,71300  ,A042753,2020JJ00,1.0,19.0,1985.0,214.0,9970.0,27116.0
3689,3000   ,71300  ,A042753,2021JJ00,1.0,19.0,1902.0,189.0,9127.0,24722.0
3690,3000   ,71300  ,A042753,2022JJ00,1.5,26.0,1721.0,193.0,8128.0,23649.0
3691,3000   ,71300  ,A042753,2023JJ00,1.5,26.0,1764.0,203.0,7495.0,22346.0
3692,3000   ,71300  ,A042756,2020JJ00,0.2,27.0,15808.0,13901.0,35914.0,53092.0
3693,3000   ,71300  ,A042756,2021JJ00,0.2,30.0,14568.0,12075.0,35751.0,47827.0
3694,3000   ,71300  ,A042756,2022JJ00,0.2,28.0,15775.0,13193.0,37902.0,56614.0
3695,3000   ,71300  ,A042756,2023JJ00,0.2,28.0,15952.0,13314.0,39420.0,53487.0
3696,3000   ,71300  ,A052781,2020JJ00,,,,,,
3697,3000   ,71300  ,A052781,2021JJ00,,,,,,
3698,3000   ,71300  ,A052781,2022JJ00,4.1,222.0,5288.0,1765.0,19396.0,68604.0
3699,3000   ,71300  ,A052781,2023JJ00,4.1,230.0,5557.0,1858.0,19901.0,73472.0
3700,3000   ,71300  ,A042747,2020JJ00,2.5,120.0,4858.0,1536.0,20229.0,39301.0
3701,3000   ,71300  ,A042747,2021JJ00,2.5,116.0,4638.0,1393.0,19544.0,39132.0
3702,3000   ,71300  ,A042747,2022JJ00,2.4,109.0,4578.0,1422.0,18997.0,39332.0
3703,3000   ,71300  ,A042747,2023JJ00,2.3,112.0,4735.0,1566.0,19273.0,38436.0
3704,3000   ,71300  ,A042757,2020JJ00,0.1,3.0,2387.0,1079.0,6603.0,19062.0
3705,3000   ,71300  ,A042757,2021JJ00,0.1,3.0,2516.0,850.0,6554.0,23860.0
3706,3000   ,71300  ,A042757,2022JJ00,0.1,4.0,2939.0,870.0,7314.0,53425.0
3707,3000   ,71300  ,A042757,2023JJ00,0.1,4.0,2687.0,834.0,6758.0,37045.0
3708,3000   ,71300  ,A049496,2020JJ00,0.1,12.0,8560.0,5185.0,29159.0,44376.0
3709,3000   ,71300  ,A049496,2021JJ00,0.1,12.0,8794.0,5309.0,28155.0,44364.0
3710,3000   ,71300  ,A049496,2022JJ00,0.1,11.0,9969.0,5699.0,35473.0,60646.0
3711,3000   ,71300  ,A049496,2023JJ00,0.1,11.0,9894.0,5748.0,32895.0,61945.0
3712,3000   ,71300  ,A042754,2020JJ00,1.0,11.0,1081.0,1245.0,1464.0,2633.0
3713,3000   ,71300  ,A042754,2021JJ00,1.0,8.0,859.0,836.0,1465.0,1995.0
3714,3000   ,71300  ,A042754,2022JJ00,,,,,,
3715,3000   ,71300  ,A042754,2023JJ00,,,,,,
3716,3000   ,71300  ,A042755,2020JJ00,2.6,185.0,6853.0,2608.0,25514.0,81268.0
