ID,RegioS,Perioden,JongerenMetJeugdhulpInNatura_1,JongerenMetJeugdhMetVerblInNat_2,JongerenMetJeugdbescherming_3,JeugdbeschEnJeugdhMetVerblInNat_4,JongerenMetJeugdreclassering_5
1107,GM0384 ,2021JJ00,10.1,6.8,0.7,55.3,0.2
1108,GM0384 ,2022HJ01,8.8,6.0,0.5,44.8,0.3
1109,GM0384 ,2022HJ02,9.1,5.6,0.5,46.2,0.4
1110,GM0384 ,2022JJ00,10.5,5.3,0.7,41.7,0.4
1111,GM0384 ,2023HJ01,8.6,7.5,0.6,48.6,0.3
1112,GM0384 ,2023HJ02,8.7,7.8,0.6,50.0,0.3
1113,GM0384 ,2023JJ00,10.3,7.3,0.7,52.4,0.4
1114,GM0384 ,2024HJ01,8.6,6.7,0.5,42.9,0.4
1115,GM0384 ,2024HJ02,9.0,6.5,0.5,44.4,0.4
1116,GM0384 ,2024JJ00,10.8,6.4,0.6,45.9,0.5
1117,GM0384 ,2025HJ01,8.9,7.3,0.6,44.1,0.3
1118,GM1980 ,2021HJ01,,,,,
1119,GM1980 ,2021HJ02,,,,,
1120,GM1980 ,2021JJ00,,,,,
1121,GM1980 ,2022HJ01,12.6,9.3,1.4,42.1,0.2
1122,GM1980 ,2022HJ02,12.9,8.4,1.3,39.7,0.2
1123,GM1980 ,2022JJ00,14.7,8.2,1.5,38.6,0.3
1124,GM1980 ,2023HJ01,13.5,7.1,1.2,41.7,0.2
1125,GM1980 ,2023HJ02,13.7,6.8,1.2,39.7,0.2
1126,GM1980 ,2023JJ00,15.9,6.5,1.3,41.5,0.3
1127,GM1980 ,2024HJ01,13.8,6.8,1.2,39.9,0.2
1128,GM1980 ,2024HJ02,13.5,7.3,1.1,41.8,0.2
1129,GM1980 ,2024JJ00,16.0,6.7,1.3,39.9,0.2
1130,GM1980 ,2025HJ01,12.9,6.3,1.2,34.3,0.2
1131,GM1774 ,2021HJ01,7.1,15.4,1.1,42.9,
1132,GM1774 ,2021HJ02,6.9,14.9,1.0,43.4,
1133,GM1774 ,2021JJ00,8.4,14.6,1.2,46.8,
1134,GM1774 ,2022HJ01,7.6,13.0,0.9,43.5,
1135,GM1774 ,2022HJ02,7.8,13.2,0.6,58.1,
1136,GM1774 ,2022JJ00,9.0,11.4,1.0,44.7,
1137,GM1774 ,2023HJ01,8.0,13.0,0.8,57.9,
1138,GM1774 ,2023HJ02,8.3,12.4,0.9,48.9,
1139,GM1774 ,2023JJ00,9.6,11.4,0.9,52.3,
1140,GM1774 ,2024HJ01,8.5,13.3,1.0,54.0,
1141,GM1774 ,2024HJ02,8.4,15.0,1.2,59.3,
1142,GM1774 ,2024JJ00,9.9,13.5,1.3,56.3,
1143,GM1774 ,2025HJ01,7.9,10.8,1.0,52.2,
1144,GM0221 ,2021HJ01,14.4,11.2,2.0,41.2,
1145,GM0221 ,2021HJ02,15.1,10.7,1.8,50.0,
1146,GM0221 ,2021JJ00,17.0,10.5,1.9,51.5,
1147,GM0221 ,2022HJ01,15.9,11.5,2.1,45.7,
1148,GM0221 ,2022HJ02,15.5,11.4,2.0,50.0,
1149,GM0221 ,2022JJ00,18.7,10.7,2.1,47.2,
1150,GM0221 ,2023HJ01,14.9,13.4,1.9,58.1,
1151,GM0221 ,2023HJ02,15.0,14.5,1.6,70.4,
1152,GM0221 ,2023JJ00,17.3,13.2,1.9,64.5,
1153,GM0221 ,2024HJ01,16.1,8.4,1.4,50.0,
1154,GM0221 ,2024HJ02,15.3,8.4,1.2,50.0,
1155,GM0221 ,2024JJ00,17.9,6.9,1.2,45.0,
1156,GM0221 ,2025HJ01,14.5,9.0,1.2,47.4,
1157,GM0222 ,2021HJ01,13.0,15.0,1.9,50.2,0.3
1158,GM0222 ,2021HJ02,12.3,15.4,1.7,51.1,0.4
1159,GM0222 ,2021JJ00,15.0,14.2,2.0,52.1,0.4
1160,GM0222 ,2022HJ01,11.7,14.9,1.7,52.2,0.3
1161,GM0222 ,2022HJ02,11.3,14.5,1.7,50.6,0.3
1162,GM0222 ,2022JJ00,13.5,14.8,1.8,53.5,0.4
1163,GM0222 ,2023HJ01,11.5,13.0,1.4,50.6,0.4
1164,GM0222 ,2023HJ02,11.5,12.7,1.3,51.1,0.4
1165,GM0222 ,2023JJ00,13.0,12.1,1.5,48.5,0.4
1166,GM0222 ,2024HJ01,12.2,12.7,1.1,62.1,0.4
1167,GM0222 ,2024HJ02,12.3,13.0,1.2,61.7,0.4
1168,GM0222 ,2024JJ00,14.1,12.5,1.3,62.0,0.5
1169,GM0222 ,2025HJ01,11.6,12.1,1.2,56.4,0.3
1170,GM0766 ,2021HJ01,12.7,4.7,0.9,23.9,
1171,GM0766 ,2021HJ02,12.2,4.4,0.9,23.9,
1172,GM0766 ,2021JJ00,15.6,4.4,1.1,25.5,
1173,GM0766 ,2022HJ01,13.3,4.5,0.7,30.6,
1174,GM0766 ,2022HJ02,13.2,4.1,0.6,26.7,
1175,GM0766 ,2022JJ00,16.2,4.0,0.8,32.4,
1176,GM0766 ,2023HJ01,12.2,3.7,0.5,,
1177,GM0766 ,2023HJ02,12.2,3.9,0.6,32.1,
1178,GM0766 ,2023JJ00,15.1,3.7,0.7,31.3,
1179,GM0766 ,2024HJ01,12.0,4.0,0.6,28.6,
1180,GM0766 ,2024HJ02,12.3,3.8,0.4,42.1,
1181,GM0766 ,2024JJ00,14.2,3.9,0.6,29.6,
1182,GM0766 ,2025HJ01,11.9,3.7,0.4,44.4,
1183,GM0505 ,2021HJ01,12.9,10.4,1.5,49.2,0.4
1184,GM0505 ,2021HJ02,12.9,10.7,1.5,51.1,0.4
1185,GM0505 ,2021JJ00,15.5,9.8,1.6,51.4,0.5
1186,GM0505 ,2022HJ01,13.0,9.6,1.4,52.0,0.4
1187,GM0505 ,2022HJ02,13.4,9.4,1.2,51.8,0.4
1188,GM0505 ,2022JJ00,15.9,9.0,1.5,51.2,0.4
1189,GM0505 ,2023HJ01,13.3,9.8,1.2,54.3,0.4
1190,GM0505 ,2023HJ02,12.8,9.7,1.1,51.6,0.4
1191,GM0505 ,2023JJ00,15.7,9.2,1.3,54.5,0.4
1192,GM0505 ,2024HJ01,13.2,9.0,1.1,53.9,0.4
1193,GM0505 ,2024HJ02,13.1,8.8,1.0,52.4,0.4
1194,GM0505 ,2024JJ00,15.5,8.3,1.2,51.9,0.4
1195,GM0505 ,2025HJ01,12.6,8.4,1.0,50.5,0.4
1196,GM0498 ,2021HJ01,7.2,9.9,1.2,30.4,
1197,GM0498 ,2021HJ02,7.0,11.2,1.3,26.9,
1198,GM0498 ,2021JJ00,8.3,10.1,1.3,33.3,
1199,GM0498 ,2022HJ01,8.7,7.7,1.1,25.0,
1200,GM0498 ,2022HJ02,9.3,6.9,0.9,27.0,
1201,GM0498 ,2022JJ00,10.7,6.2,1.2,24.4,
1202,GM0498 ,2023HJ01,8.7,7.0,0.6,,
1203,GM0498 ,2023HJ02,8.1,6.9,0.6,,
1204,GM0498 ,2023JJ00,10.2,7.0,0.7,,
1205,GM0498 ,2024HJ01,8.5,6.0,0.7,27.6,
1206,GM0498 ,2024HJ02,8.9,7.2,0.7,44.8,
1207,GM0498 ,2024JJ00,10.3,6.7,0.8,40.6,
1208,GM0498 ,2025HJ01,7.5,6.2,0.7,53.6,
1209,GM1719 ,2021HJ01,13.1,5.4,0.9,38.1,
1210,GM1719 ,2021HJ02,12.3,6.1,0.9,50.0,
1211,GM1719 ,2021JJ00,15.7,5.5,1.0,46.8,
1212,GM1719 ,2022HJ01,12.3,5.1,0.7,58.8,
1213,GM1719 ,2022HJ02,12.9,5.0,0.8,52.6,
1214,GM1719 ,2022JJ00,15.5,4.7,0.8,59.0,
1215,GM1719 ,2023HJ01,13.9,4.1,0.8,40.5,
1216,GM1719 ,2023HJ02,13.7,4.0,0.8,30.8,
1217,GM1719 ,2023JJ00,16.5,4.0,0.9,34.1,
1218,GM1719 ,2024HJ01,13.7,4.7,0.8,47.5,
1219,GM1719 ,2024HJ02,13.7,4.6,0.6,51.6,
1220,GM1719 ,2024JJ00,16.4,4.3,0.8,42.5,
1221,GM1719 ,2025HJ01,13.5,5.1,0.7,45.5,
1222,GM0303 ,2021HJ01,10.8,14.5,1.3,50.9,0.3
1223,GM0303 ,2021HJ02,10.8,14.5,1.4,55.6,0.1
1224,GM0303 ,2021JJ00,12.7,13.4,1.5,53.2,0.2
1225,GM0303 ,2022HJ01,9.4,11.2,1.2,35.5,
1226,GM0303 ,2022HJ02,10.0,10.6,1.3,35.1,
1227,GM0303 ,2022JJ00,11.7,10.6,1.5,37.2,0.1
1228,GM0303 ,2023HJ01,10.5,12.2,1.4,42.5,0.1
1229,GM0303 ,2023HJ02,10.7,11.8,1.4,39.3,0.2
1230,GM0303 ,2023JJ00,12.6,11.2,1.5,42.3,0.2
1231,GM0303 ,2024HJ01,10.9,10.7,1.2,45.3,0.2
1232,GM0303 ,2024HJ02,10.8,11.1,1.3,37.7,0.3
1233,GM0303 ,2024JJ00,12.8,10.5,1.6,40.7,0.3
1234,GM0303 ,2025HJ01,10.2,9.5,1.2,39.8,0.3
1235,GM0225 ,2021HJ01,11.0,7.0,0.7,58.3,
1236,GM0225 ,2021HJ02,10.9,7.5,0.7,50.0,
1237,GM0225 ,2021JJ00,13.0,6.1,0.8,46.4,
1238,GM0225 ,2022HJ01,11.1,5.8,0.6,43.5,
1239,GM0225 ,2022HJ02,11.3,6.0,0.6,42.9,
1240,GM0225 ,2022JJ00,13.3,5.5,0.7,45.8,
1241,GM0225 ,2023HJ01,12.4,4.5,0.5,,0.3
1242,GM0225 ,2023HJ02,12.1,4.9,0.7,33.3,
1243,GM0225 ,2023JJ00,14.9,4.1,0.7,30.8,0.3
1244,GM0225 ,2024HJ01,13.3,4.9,0.7,53.8,
1245,GM0225 ,2024HJ02,12.9,5.0,0.7,45.8,
1246,GM0225 ,2024JJ00,16.2,4.6,0.8,51.9,
1247,GM0225 ,2025HJ01,13.2,4.8,0.5,66.7,
1248,GM0226 ,2021HJ01,13.4,7.0,0.9,45.2,0.3
1249,GM0226 ,2021HJ02,13.1,7.5,0.8,41.0,0.2
1250,GM0226 ,2021JJ00,15.1,7.2,1.0,45.8,0.3
1251,GM0226 ,2022HJ01,12.9,7.3,0.9,45.2,0.2
1252,GM0226 ,2022HJ02,13.1,5.8,0.9,42.5,0.2
1253,GM0226 ,2022JJ00,15.5,6.6,1.0,42.2,0.3
1254,GM0226 ,2023HJ01,13.7,6.3,0.9,45.2,0.3
1255,GM0226 ,2023HJ02,14.1,6.9,1.0,50.0,0.3
1256,GM0226 ,2023JJ00,16.3,7.1,1.1,58.3,0.3
1257,GM0226 ,2024HJ01,14.0,7.1,1.0,53.5,0.3
1258,GM0226 ,2024HJ02,14.1,6.1,0.9,50.0,0.3
1259,GM0226 ,2024JJ00,16.4,6.5,1.0,55.6,0.3
1260,GM0226 ,2025HJ01,13.3,6.3,1.0,55.8,0.4
1261,GM1711 ,2021HJ01,14.9,8.0,1.1,40.0,0.4
1262,GM1711 ,2021HJ02,14.6,7.9,1.1,43.6,0.3
1263,GM1711 ,2021JJ00,17.6,7.0,1.3,39.1,0.4
1264,GM1711 ,2022HJ01,14.2,7.0,1.2,43.9,
1265,GM1711 ,2022HJ02,15.2,7.5,1.3,53.2,
1266,GM1711 ,2022JJ00,17.3,7.4,1.4,50.0,
1267,GM1711 ,2023HJ01,15.3,7.6,1.2,50.0,
1268,GM1711 ,2023HJ02,16.0,7.7,1.1,53.7,0.3
1269,GM1711 ,2023JJ00,18.4,7.3,1.3,52.4,0.4
1270,GM1711 ,2024HJ01,16.5,7.3,1.3,45.3,0.3
1271,GM1711 ,2024HJ02,16.1,7.6,1.6,42.9,0.3
1272,GM1711 ,2024JJ00,19.0,7.3,1.7,41.3,0.4
1273,GM1711 ,2025HJ01,16.7,5.4,1.7,33.3,0.3
1274,GM0385 ,2021HJ01,7.1,10.1,0.6,45.5,
1275,GM0385 ,2021HJ02,6.9,9.9,0.6,48.7,
1276,GM0385 ,2021JJ00,8.6,8.5,0.6,48.8,
1277,GM0385 ,2022HJ01,7.2,9.3,0.5,50.0,
1278,GM0385 ,2022HJ02,7.2,9.2,0.5,44.7,
1279,GM0385 ,2022JJ00,8.6,8.1,0.6,43.9,
1280,GM0385 ,2023HJ01,7.0,9.1,0.5,41.2,
1281,GM0385 ,2023HJ02,7.2,12.6,0.5,45.7,
1282,GM0385 ,2023JJ00,8.4,11.6,0.6,47.5,
1283,GM0385 ,2024HJ01,7.2,11.5,0.4,50.0,
1284,GM0385 ,2024HJ02,6.9,10.6,0.5,39.4,
1285,GM0385 ,2024JJ00,8.6,10.3,0.5,39.4,
1286,GM0385 ,2025HJ01,6.8,6.1,0.5,38.2,
1287,GM0228 ,2021HJ01,9.3,9.0,0.9,49.2,0.2
1288,GM0228 ,2021HJ02,9.5,8.8,0.9,50.0,0.2
1289,GM0228 ,2021JJ00,11.3,8.3,1.0,50.0,0.2
1290,GM0228 ,2022HJ01,9.8,7.5,0.7,46.0,0.1
1291,GM0228 ,2022HJ02,10.1,7.5,0.7,45.6,0.1
1292,GM0228 ,2022JJ00,11.9,6.9,0.8,47.5,0.2
1293,GM0228 ,2023HJ01,10.8,6.7,0.6,47.0,0.1
1294,GM0228 ,2023HJ02,11.1,6.8,0.6,50.3,0.1
1295,GM0228 ,2023JJ00,13.0,6.3,0.7,48.1,0.2
1296,GM0228 ,2024HJ01,11.2,7.4,0.6,59.2,0.1
1297,GM0228 ,2024HJ02,11.5,7.5,0.6,57.9,0.1
1298,GM0228 ,2024JJ00,13.3,6.9,0.6,57.2,0.1
1299,GM0228 ,2025HJ01,10.8,7.1,0.5,56.5,0.2
1300,GM0317 ,2021HJ01,10.7,8.5,0.6,,
1301,GM0317 ,2021HJ02,11.2,8.6,0.5,,
1302,GM0317 ,2021JJ00,13.3,8.5,0.7,,
1303,GM0317 ,2022HJ01,10.4,8.7,0.5,,
1304,GM0317 ,2022HJ02,11.4,7.9,0.7,,
1305,GM0317 ,2022JJ00,13.2,7.6,0.8,,
1306,GM0317 ,2023HJ01,11.2,7.0,0.9,,
1307,GM0317 ,2023HJ02,11.5,6.8,0.8,,
1308,GM0317 ,2023JJ00,13.5,6.2,1.0,,
1309,GM0317 ,2024HJ01,10.7,4.8,0.8,,
1310,GM0317 ,2024HJ02,10.9,5.7,0.7,,
1311,GM0317 ,2024JJ00,13.0,5.2,0.9,,
1312,GM0317 ,2025HJ01,8.8,9.5,0.8,,
1313,GM1979 ,2021HJ01,12.1,16.2,1.9,49.3,0.5
1314,GM1979 ,2021HJ02,11.7,14.8,1.7,45.9,0.5
1315,GM1979 ,2021JJ00,13.8,15.7,1.9,54.4,0.6
1316,GM1979 ,2022HJ01,11.9,17.0,1.7,67.2,0.5
1317,GM1979 ,2022HJ02,11.4,16.1,1.3,67.6,0.5
1318,GM1979 ,2022JJ00,13.5,14.5,1.7,60.8,0.6
1319,GM1979 ,2023HJ01,11.4,13.9,1.1,62.2,0.5
1320,GM1979 ,2023HJ02,11.5,14.9,1.0,61.0,0.6
1321,GM1979 ,2023JJ00,13.3,13.9,1.1,63.2,0.6
1322,GM1979 ,2024HJ01,11.9,13.2,1.0,57.3,0.5
1323,GM1979 ,2024HJ02,12.3,13.2,1.3,51.0,0.6
1324,GM1979 ,2024JJ00,14.2,12.9,1.4,53.3,0.7
1325,GM1979 ,2025HJ01,12.3,12.4,1.5,47.4,0.4
1326,GM0770 ,2021HJ01,10.5,7.2,0.7,69.2,
1327,GM0770 ,2021HJ02,10.9,7.0,0.6,73.9,
1328,GM0770 ,2021JJ00,12.2,6.5,0.7,72.0,
1329,GM0770 ,2022HJ01,7.8,7.7,0.4,64.3,
1330,GM0770 ,2022HJ02,8.1,7.5,0.4,64.3,
1331,GM0770 ,2022JJ00,9.9,5.9,0.4,61.5,
1332,GM0770 ,2023HJ01,8.7,6.7,0.3,,
1333,GM0770 ,2023HJ02,9.2,6.3,0.4,,
1334,GM0770 ,2023JJ00,10.7,5.4,0.5,,
1335,GM0770 ,2024HJ01,9.0,6.3,0.5,,
1336,GM0770 ,2024HJ02,8.8,6.1,0.4,,
1337,GM0770 ,2024JJ00,10.8,5.8,0.5,,
1338,GM0770 ,2025HJ01,9.1,4.5,0.5,,
1339,GM1903 ,2021HJ01,11.0,14.1,1.3,66.7,
1340,GM1903 ,2021HJ02,11.2,14.2,1.2,70.4,
1341,GM1903 ,2021JJ00,13.1,13.4,1.4,69.2,
1342,GM1903 ,2022HJ01,10.9,9.2,0.8,55.3,
1343,GM1903 ,2022HJ02,11.1,7.8,0.8,61.1,
1344,GM1903 ,2022JJ00,13.1,8.7,0.9,61.9,
1345,GM1903 ,2023HJ01,10.5,8.3,0.7,58.1,
1346,GM1903 ,2023HJ02,11.6,8.5,0.7,63.3,0.3
1347,GM1903 ,2023JJ00,13.1,8.7,0.8,61.1,0.4
1348,GM1903 ,2024HJ01,12.2,8.1,0.8,59.5,0.4
1349,GM1903 ,2024HJ02,12.7,9.8,1.0,71.1,0.3
1350,GM1903 ,2024JJ00,14.4,9.9,1.1,72.5,0.4
1351,GM1903 ,2025HJ01,10.1,8.8,0.7,58.8,
1352,GM0772 ,2021HJ01,9.9,10.2,1.1,42.4,0.4
1353,GM0772 ,2021HJ02,9.6,10.8,1.1,44.4,0.3
1354,GM0772 ,2021JJ00,11.6,10.1,1.2,45.4,0.4
1355,GM0772 ,2022HJ01,9.4,11.6,1.1,45.4,0.3
1356,GM0772 ,2022HJ02,10.2,11.4,1.1,47.6,0.3
1357,GM0772 ,2022JJ00,11.4,10.9,1.2,46.0,0.3
1358,GM0772 ,2023HJ01,10.1,10.6,0.9,45.1,0.2
1359,GM0772 ,2023HJ02,10.9,9.8,0.9,48.0,0.3
1360,GM0772 ,2023JJ00,12.3,9.8,1.1,46.5,0.3
1361,GM0772 ,2024HJ01,11.3,8.5,0.9,44.5,0.3
1362,GM0772 ,2024HJ02,11.8,8.3,1.0,44.7,0.3
1363,GM0772 ,2024JJ00,13.4,8.3,1.0,45.0,0.4
1364,GM0772 ,2025HJ01,11.4,8.1,1.0,44.6,0.3
1365,GM0230 ,2021HJ01,9.7,8.8,1.2,40.0,
1366,GM0230 ,2021HJ02,9.5,9.0,1.2,39.3,
1367,GM0230 ,2021JJ00,11.2,8.7,1.2,41.3,
1368,GM0230 ,2022HJ01,8.6,9.8,1.1,43.6,
1369,GM0230 ,2022HJ02,8.7,10.2,1.0,46.0,
1370,GM0230 ,2022JJ00,10.5,8.9,1.1,45.8,
1371,GM0230 ,2023HJ01,9.0,8.6,0.8,47.6,
1372,GM0230 ,2023HJ02,9.5,6.7,0.7,45.9,
1373,GM0230 ,2023JJ00,11.2,7.7,0.8,42.9,
1374,GM0230 ,2024HJ01,10.0,5.8,0.7,44.7,
1375,GM0230 ,2024HJ02,10.2,6.1,0.8,38.5,
1376,GM0230 ,2024JJ00,11.7,6.0,0.8,38.1,
1377,GM0230 ,2025HJ01,9.8,6.1,1.0,29.4,
1378,GM0114 ,2021HJ01,12.7,12.5,1.4,53.2,0.4
1379,GM0114 ,2021HJ02,12.5,12.8,1.4,54.1,0.4
1380,GM0114 ,2021JJ00,14.7,12.3,1.5,55.8,0.5
1381,GM0114 ,2022HJ01,11.8,14.0,1.4,54.6,0.4
1382,GM0114 ,2022HJ02,11.8,13.9,1.2,57.7,0.3
1383,GM0114 ,2022JJ00,13.8,13.6,1.4,55.8,0.4
1384,GM0114 ,2023HJ01,12.3,12.9,1.3,57.1,0.4
1385,GM0114 ,2023HJ02,12.2,13.3,1.3,53.6,0.4
1386,GM0114 ,2023JJ00,14.4,13.0,1.5,57.2,0.5
1387,GM0114 ,2024HJ01,12.6,12.9,1.4,55.6,0.6
1388,GM0114 ,2024HJ02,13.1,13.0,1.3,59.5,0.6
1389,GM0114 ,2024JJ00,15.2,12.6,1.5,56.8,0.7
1390,GM0114 ,2025HJ01,12.9,12.3,1.2,61.8,0.6
1391,GM0388 ,2021HJ01,10.5,11.5,1.0,43.2,
1392,GM0388 ,2021HJ02,11.2,9.6,1.1,36.8,
1393,GM0388 ,2021JJ00,12.9,10.7,1.3,40.0,
1394,GM0388 ,2022HJ01,12.4,11.1,1.0,47.2,
1395,GM0388 ,2022HJ02,13.1,11.8,1.1,51.4,
1396,GM0388 ,2022JJ00,15.1,10.5,1.3,51.1,
1397,GM0388 ,2023HJ01,12.7,9.2,0.9,40.6,
1398,GM0388 ,2023HJ02,12.2,8.5,1.0,35.3,
1399,GM0388 ,2023JJ00,15.0,8.3,1.2,38.1,
1400,GM0388 ,2024HJ01,13.1,6.2,0.9,,
1401,GM0388 ,2024HJ02,13.8,6.7,0.7,30.8,
1402,GM0388 ,2024JJ00,15.9,6.1,1.1,24.3,
1403,GM0388 ,2025HJ01,13.2,6.8,0.8,29.6,
1404,GM0153 ,2021HJ01,11.7,14.8,1.7,50.6,0.5
1405,GM0153 ,2021HJ02,11.7,15.6,1.7,49.5,0.5
1406,GM0153 ,2021JJ00,13.8,14.4,1.9,50.8,0.6
1407,GM0153 ,2022HJ01,12.5,16.2,1.8,58.3,0.4
1408,GM0153 ,2022HJ02,12.5,16.5,1.7,65.3,0.4
1409,GM0153 ,2022JJ00,14.5,15.1,2.0,61.1,0.5
1410,GM0153 ,2023HJ01,12.6,14.9,1.7,62.4,0.4
1411,GM0153 ,2023HJ02,12.7,14.3,1.6,58.9,0.4
1412,GM0153 ,2023JJ00,14.8,14.0,1.8,62.2,0.5
1413,GM0153 ,2024HJ01,13.1,13.3,1.6,57.0,0.5
1414,GM0153 ,2024HJ02,13.2,13.5,1.6,55.8,0.5
1415,GM0153 ,2024JJ00,15.3,12.7,1.8,57.9,0.6
1416,GM0153 ,2025HJ01,12.8,12.7,1.7,53.2,0.5
1417,GM0232 ,2021HJ01,10.0,12.7,1.1,56.1,0.2
1418,GM0232 ,2021HJ02,10.6,13.3,1.1,58.5,
1419,GM0232 ,2021JJ00,12.2,12.0,1.3,53.3,0.2
1420,GM0232 ,2022HJ01,10.6,10.8,1.1,43.8,
1421,GM0232 ,2022HJ02,10.4,9.2,0.9,46.3,
1422,GM0232 ,2022JJ00,12.5,9.8,1.0,43.5,
1423,GM0232 ,2023HJ01,11.1,8.2,0.9,51.9,0.3
1424,GM0232 ,2023HJ02,11.4,8.5,0.9,57.4,
1425,GM0232 ,2023JJ00,13.1,8.6,1.0,59.7,0.3
1426,GM0232 ,2024HJ01,11.5,9.3,0.9,60.8,
1427,GM0232 ,2024HJ02,11.5,9.3,0.9,63.5,
1428,GM0232 ,2024JJ00,13.6,8.6,1.0,63.2,
1429,GM0232 ,2025HJ01,11.8,7.0,0.8,61.7,0.2
1430,GM0233 ,2021HJ01,12.6,17.7,2.5,57.0,0.4
1431,GM0233 ,2021HJ02,12.7,16.8,2.2,58.8,0.4
1432,GM0233 ,2021JJ00,14.7,15.5,2.5,56.9,0.4
1433,GM0233 ,2022HJ01,11.9,13.9,2.0,47.5,0.2
1434,GM0233 ,2022HJ02,12.1,12.5,1.9,41.7,
1435,GM0233 ,2022JJ00,14.5,12.3,2.1,47.7,0.2
1436,GM0233 ,2023HJ01,12.1,11.3,1.9,41.7,
1437,GM0233 ,2023HJ02,11.9,11.1,1.6,45.1,
1438,GM0233 ,2023JJ00,14.3,11.2,1.9,42.3,
1439,GM0233 ,2024HJ01,12.7,10.5,1.4,58.1,
1440,GM0233 ,2024HJ02,12.7,10.8,1.5,50.6,0.2
1441,GM0233 ,2024JJ00,15.3,9.9,1.6,53.7,0.2
1442,GM0233 ,2025HJ01,12.1,9.7,1.4,53.4,
1443,GM0777 ,2021HJ01,11.5,6.0,0.9,34.2,0.2
1444,GM0777 ,2021HJ02,11.1,6.1,0.8,35.7,0.2
1445,GM0777 ,2021JJ00,13.2,5.6,0.9,33.3,0.2
1446,GM0777 ,2022HJ01,11.7,5.3,0.7,33.9,0.2
1447,GM0777 ,2022HJ02,12.3,5.7,0.7,37.1,0.2
1448,GM0777 ,2022JJ00,14.3,5.2,0.8,34.2,0.2
1449,GM0777 ,2023HJ01,12.5,6.3,0.7,39.0,0.3
1450,GM0777 ,2023HJ02,12.6,6.0,0.7,36.7,0.3
1451,GM0777 ,2023JJ00,15.2,5.6,0.8,38.0,0.3
1452,GM0777 ,2024HJ01,12.4,5.5,0.7,38.6,0.2
1453,GM0777 ,2024HJ02,12.6,5.6,0.6,46.4,0.1
1454,GM0777 ,2024JJ00,15.0,5.1,0.7,41.5,0.2
1455,GM0777 ,2025HJ01,12.5,5.1,0.7,43.1,0.2
1456,GM1940 ,2021HJ01,8.5,11.9,0.7,61.3,0.2
1457,GM1940 ,2021HJ02,8.4,12.5,0.8,60.5,0.1
1458,GM1940 ,2021JJ00,10.2,11.2,0.8,62.4,0.2
1459,GM1940 ,2022HJ01,8.7,10.7,0.9,47.8,
1460,GM1940 ,2022HJ02,8.9,8.8,1.0,39.6,0.2
1461,GM1940 ,2022JJ00,10.6,8.7,1.0,42.7,0.2
1462,GM1940 ,2023HJ01,9.4,9.1,0.9,50.6,0.1
1463,GM1940 ,2023HJ02,9.6,9.9,1.0,48.4,
1464,GM1940 ,2023JJ00,11.6,8.9,1.1,51.5,0.1
1465,GM1940 ,2024HJ01,10.1,9.5,0.9,54.9,0.1
1466,GM1940 ,2024HJ02,10.2,9.4,0.8,57.5,0.2
1467,GM1940 ,2024JJ00,12.1,8.8,1.0,57.4,0.2
1468,GM1940 ,2025HJ01,9.7,7.5,0.8,41.3,0.2
1469,GM0779 ,2021HJ01,15.8,4.8,0.8,25.0,
1470,GM0779 ,2021HJ02,15.2,5.7,0.8,33.3,
1471,GM0779 ,2021JJ00,18.6,4.7,0.9,29.7,
1472,GM0779 ,2022HJ01,14.1,4.4,0.8,29.0,
1473,GM0779 ,2022HJ02,15.0,4.6,0.7,,0.3
1474,GM0779 ,2022JJ00,17.8,4.6,0.9,24.3,0.3
1475,GM0779 ,2023HJ01,14.9,4.3,0.7,29.6,
1476,GM0779 ,2023HJ02,15.1,4.7,0.6,34.8,
1477,GM0779 ,2023JJ00,18.1,4.5,0.7,26.7,0.3
1478,GM0779 ,2024HJ01,15.9,4.1,0.6,,
1479,GM0779 ,2024HJ02,16.1,4.1,0.8,,
1480,GM0779 ,2024JJ00,19.3,3.8,0.9,,0.3
1481,GM0779 ,2025HJ01,15.6,5.3,0.8,36.4,
1482,GM1771 ,2021HJ01,14.7,8.7,0.9,37.3,0.2
1483,GM1771 ,2021HJ02,15.1,8.5,0.9,37.9,0.2
1484,GM1771 ,2021JJ00,17.2,7.8,1.0,33.8,0.3
1485,GM1771 ,2022HJ01,13.4,9.6,1.0,41.1,0.2
1486,GM1771 ,2022HJ02,14.8,8.7,0.9,40.0,0.2
1487,GM1771 ,2022JJ00,16.3,8.5,1.0,39.5,0.2
1488,GM1771 ,2023HJ01,14.6,8.1,0.8,45.8,0.2
1489,GM1771 ,2023HJ02,15.2,7.9,0.8,35.6,
1490,GM1771 ,2023JJ00,17.3,7.7,0.9,37.7,0.2
1491,GM1771 ,2024HJ01,15.6,8.4,0.9,36.9,
1492,GM1771 ,2024HJ02,16.2,7.8,1.0,38.4,
1493,GM1771 ,2024JJ00,18.2,7.7,1.1,35.8,
1494,GM1771 ,2025HJ01,15.5,5.3,0.9,35.7,0.2
1495,GM1652 ,2021HJ01,7.4,10.7,1.2,15.3,
1496,GM1652 ,2021HJ02,7.5,10.1,1.0,,
1497,GM1652 ,2021JJ00,9.0,9.3,1.2,11.4,
1498,GM1652 ,2022HJ01,7.1,9.8,0.9,26.4,0.2
1499,GM1652 ,2022HJ02,7.0,9.2,0.7,27.5,
1500,GM1652 ,2022JJ00,8.5,9.4,0.8,31.4,0.2
