ID,RegioS,Perioden,JongerenMetJeugdhulpInNatura_1,JongerenMetJeugdhMetVerblInNat_2,JongerenMetJeugdbescherming_3,JeugdbeschEnJeugdhMetVerblInNat_4,JongerenMetJeugdreclassering_5
0,NL01   ,2021HJ01,11.1,9.9,1.1,47.5,0.3
1,NL01   ,2021HJ02,11.1,10.1,1.1,47.6,0.3
2,NL01   ,2021JJ00,13.2,9.4,1.2,47.8,0.3
3,NL01   ,2022HJ01,11.3,9.4,1.1,47.1,0.3
4,NL01   ,2022HJ02,11.5,9.3,1.0,47.5,0.3
5,NL01   ,2022JJ00,13.5,8.8,1.2,47.1,0.3
6,NL01   ,2023HJ01,11.7,8.7,1.0,48.5,0.3
7,NL01   ,2023HJ02,11.7,8.9,0.9,48.9,0.3
8,NL01   ,2023JJ00,13.9,8.3,1.1,48.4,0.3
9,NL01   ,2024HJ01,11.9,8.3,0.9,49.3,0.3
10,NL01   ,2024HJ02,11.8,8.4,0.9,49.2,0.3
11,NL01   ,2024JJ00,14.0,8.0,1.0,49.3,0.4
12,NL01   ,2025HJ01,11.4,7.8,0.9,47.1,0.3
13,LD01   ,2021HJ01,12.0,12.8,1.4,53.3,0.3
14,LD01   ,2021HJ02,12.0,12.8,1.4,51.7,0.3
15,LD01   ,2021JJ00,14.2,12.4,1.5,54.2,0.4
16,LD01   ,2022HJ01,12.1,12.3,1.3,51.6,0.3
17,LD01   ,2022HJ02,12.3,12.3,1.3,52.1,0.3
18,LD01   ,2022JJ00,14.2,11.8,1.5,52.0,0.4
19,LD01   ,2023HJ01,12.4,11.2,1.2,51.6,0.3
20,LD01   ,2023HJ02,12.3,11.4,1.2,51.9,0.3
21,LD01   ,2023JJ00,14.5,10.8,1.3,52.3,0.4
22,LD01   ,2024HJ01,12.5,11.0,1.2,53.6,0.3
23,LD01   ,2024HJ02,12.4,11.2,1.2,54.2,0.3
24,LD01   ,2024JJ00,14.7,10.7,1.3,53.9,0.4
25,LD01   ,2025HJ01,12.1,10.4,1.1,51.6,0.3
26,LD02   ,2021HJ01,11.0,11.7,1.3,49.7,0.3
27,LD02   ,2021HJ02,11.1,11.8,1.2,49.7,0.3
28,LD02   ,2021JJ00,13.0,11.0,1.4,49.7,0.3
29,LD02   ,2022HJ01,11.1,10.9,1.2,48.0,0.2
30,LD02   ,2022HJ02,11.2,10.8,1.2,49.1,0.3
31,LD02   ,2022JJ00,13.2,10.2,1.3,48.7,0.3
32,LD02   ,2023HJ01,11.5,10.1,1.1,50.3,0.3
33,LD02   ,2023HJ02,11.7,9.9,1.1,50.7,0.3
34,LD02   ,2023JJ00,13.7,9.4,1.2,50.2,0.3
35,LD02   ,2024HJ01,12.0,9.5,1.0,53.3,0.3
36,LD02   ,2024HJ02,12.1,9.5,1.0,52.2,0.3
37,LD02   ,2024JJ00,14.1,9.0,1.1,52.8,0.3
38,LD02   ,2025HJ01,11.7,8.9,1.0,50.1,0.3
39,LD03   ,2021HJ01,10.7,8.8,1.0,46.3,0.3
40,LD03   ,2021HJ02,10.8,8.9,1.0,46.5,0.3
41,LD03   ,2021JJ00,12.9,8.3,1.1,46.3,0.4
42,LD03   ,2022HJ01,11.1,8.2,1.0,46.0,0.3
43,LD03   ,2022HJ02,11.4,8.1,0.9,46.3,0.3
44,LD03   ,2022JJ00,13.4,7.7,1.1,45.7,0.4
45,LD03   ,2023HJ01,11.5,7.8,0.9,47.9,0.3
46,LD03   ,2023HJ02,11.5,8.1,0.8,48.6,0.3
47,LD03   ,2023JJ00,13.7,7.5,1.0,47.8,0.4
48,LD03   ,2024HJ01,11.5,7.5,0.8,47.7,0.3
49,LD03   ,2024HJ02,11.3,7.6,0.8,47.4,0.3
50,LD03   ,2024JJ00,13.5,7.2,0.9,47.7,0.4
51,LD03   ,2025HJ01,10.8,6.9,0.8,45.2,0.3
52,LD04   ,2021HJ01,11.5,9.4,1.2,44.0,0.3
53,LD04   ,2021HJ02,11.6,9.5,1.1,45.1,0.2
54,LD04   ,2021JJ00,13.8,8.9,1.2,44.9,0.3
55,LD04   ,2022HJ01,11.5,9.1,1.1,45.5,0.2
56,LD04   ,2022HJ02,11.8,8.9,1.0,45.4,0.2
57,LD04   ,2022JJ00,13.9,8.4,1.2,45.4,0.3
58,LD04   ,2023HJ01,11.9,8.3,1.0,45.4,0.2
59,LD04   ,2023HJ02,12.1,8.3,0.9,45.6,0.2
60,LD04   ,2023JJ00,14.3,7.8,1.1,45.0,0.3
61,LD04   ,2024HJ01,12.3,7.7,0.9,45.4,0.3
62,LD04   ,2024HJ02,12.5,7.7,0.9,46.3,0.3
63,LD04   ,2024JJ00,14.7,7.3,1.0,45.9,0.3
64,LD04   ,2025HJ01,12.1,7.3,0.9,44.9,0.3
65,PV20   ,2021HJ01,13.0,13.3,1.4,54.0,0.4
66,PV20   ,2021HJ02,13.0,13.1,1.4,52.6,0.3
67,PV20   ,2021JJ00,15.2,13.3,1.6,55.8,0.4
68,PV20   ,2022HJ01,13.2,13.1,1.4,55.6,0.3
69,PV20   ,2022HJ02,13.3,13.6,1.4,56.6,0.3
70,PV20   ,2022JJ00,15.4,12.7,1.6,55.7,0.4
71,PV20   ,2023HJ01,13.3,11.7,1.2,54.1,0.3
72,PV20   ,2023HJ02,13.3,11.8,1.2,53.0,0.3
73,PV20   ,2023JJ00,15.5,11.3,1.4,54.8,0.4
74,PV20   ,2024HJ01,13.3,11.3,1.2,54.9,0.3
75,PV20   ,2024HJ02,13.1,11.5,1.2,55.4,0.4
76,PV20   ,2024JJ00,15.4,11.0,1.3,54.8,0.4
77,PV20   ,2025HJ01,12.8,10.7,1.2,52.5,0.3
78,PV21   ,2021HJ01,11.1,12.9,1.5,49.9,0.2
79,PV21   ,2021HJ02,10.9,12.8,1.5,48.3,0.3
80,PV21   ,2021JJ00,13.2,12.0,1.6,50.5,0.3
81,PV21   ,2022HJ01,11.4,12.0,1.5,47.5,0.2
82,PV21   ,2022HJ02,11.7,11.6,1.5,46.8,0.3
83,PV21   ,2022JJ00,13.6,11.0,1.6,47.6,0.3
84,PV21   ,2023HJ01,12.0,10.9,1.4,47.9,0.3
85,PV21   ,2023HJ02,11.8,11.2,1.3,48.3,0.3
86,PV21   ,2023JJ00,14.1,10.4,1.5,48.3,0.3
87,PV21   ,2024HJ01,12.1,10.5,1.3,49.5,0.3
88,PV21   ,2024HJ02,12.0,10.8,1.3,49.2,0.3
89,PV21   ,2024JJ00,14.2,10.1,1.4,49.6,0.4
90,PV21   ,2025HJ01,11.6,10.3,1.2,47.9,0.3
91,PV22   ,2021HJ01,12.2,12.0,1.2,58.1,0.3
92,PV22   ,2021HJ02,12.2,12.3,1.2,56.4,0.3
93,PV22   ,2021JJ00,14.3,11.9,1.3,58.4,0.4
94,PV22   ,2022HJ01,11.9,11.8,1.1,53.9,0.3
95,PV22   ,2022HJ02,11.9,11.7,1.0,55.8,0.3
96,PV22   ,2022JJ00,13.9,11.5,1.2,54.9,0.4
97,PV22   ,2023HJ01,12.0,10.9,1.0,55.6,0.3
98,PV22   ,2023HJ02,11.8,11.3,1.0,57.2,0.3
99,PV22   ,2023JJ00,14.0,10.8,1.1,56.6,0.4
100,PV22   ,2024HJ01,12.2,11.4,1.0,59.2,0.4
101,PV22   ,2024HJ02,12.3,11.5,1.0,61.4,0.4
102,PV22   ,2024JJ00,14.5,11.1,1.1,60.3,0.5
103,PV22   ,2025HJ01,12.0,10.4,0.9,57.2,0.4
104,PV23   ,2021HJ01,10.2,13.9,1.3,53.0,0.3
105,PV23   ,2021HJ02,10.3,13.9,1.3,52.5,0.3
106,PV23   ,2021JJ00,12.0,13.1,1.5,52.7,0.3
107,PV23   ,2022HJ01,10.5,13.3,1.3,53.8,0.3
108,PV23   ,2022HJ02,10.6,13.4,1.2,55.3,0.3
109,PV23   ,2022JJ00,12.3,12.5,1.4,54.0,0.3
110,PV23   ,2023HJ01,10.7,12.7,1.2,55.9,0.3
111,PV23   ,2023HJ02,10.8,12.4,1.2,55.4,0.3
112,PV23   ,2023JJ00,12.5,11.9,1.3,56.0,0.3
113,PV23   ,2024HJ01,10.9,11.9,1.2,56.2,0.3
114,PV23   ,2024HJ02,10.9,12.1,1.2,54.5,0.3
115,PV23   ,2024JJ00,12.7,11.4,1.3,55.6,0.4
116,PV23   ,2025HJ01,10.8,11.2,1.2,54.0,0.3
117,PV24   ,2021HJ01,10.2,11.8,1.2,48.0,0.4
118,PV24   ,2021HJ02,10.5,12.3,1.3,51.2,0.4
119,PV24   ,2021JJ00,12.3,11.3,1.4,49.4,0.4
120,PV24   ,2022HJ01,10.0,10.9,1.3,45.9,0.4
121,PV24   ,2022HJ02,10.3,10.6,1.3,46.0,0.4
122,PV24   ,2022JJ00,12.1,9.9,1.4,45.6,0.4
123,PV24   ,2023HJ01,10.3,10.0,1.2,45.2,0.4
124,PV24   ,2023HJ02,10.5,9.9,1.2,45.2,0.4
125,PV24   ,2023JJ00,12.5,9.1,1.4,44.5,0.5
126,PV24   ,2024HJ01,10.8,9.2,1.1,48.2,0.4
127,PV24   ,2024HJ02,10.9,9.3,1.1,46.1,0.4
128,PV24   ,2024JJ00,12.9,8.7,1.3,47.1,0.5
129,PV24   ,2025HJ01,10.4,8.6,1.1,43.6,0.5
130,PV25   ,2021HJ01,11.7,10.5,1.2,48.0,0.2
131,PV25   ,2021HJ02,11.7,10.7,1.2,47.6,0.2
132,PV25   ,2021JJ00,13.8,10.0,1.4,48.0,0.3
133,PV25   ,2022HJ01,11.7,9.6,1.1,44.8,0.2
134,PV25   ,2022HJ02,11.8,9.5,1.1,45.8,0.2
135,PV25   ,2022JJ00,13.9,9.1,1.2,46.0,0.2
136,PV25   ,2023HJ01,12.3,8.7,1.0,47.9,0.2
137,PV25   ,2023HJ02,12.6,8.7,1.0,49.0,0.2
138,PV25   ,2023JJ00,14.6,8.3,1.1,48.0,0.3
139,PV25   ,2024HJ01,12.9,8.3,0.9,52.7,0.2
140,PV25   ,2024HJ02,13.0,8.3,0.9,52.3,0.2
141,PV25   ,2024JJ00,15.2,7.9,1.0,52.5,0.3
142,PV25   ,2025HJ01,12.5,7.8,0.9,49.0,0.2
143,PV26   ,2021HJ01,11.5,6.6,0.9,43.3,0.2
144,PV26   ,2021HJ02,11.8,6.4,0.9,43.7,0.2
145,PV26   ,2021JJ00,13.9,6.2,1.0,43.8,0.3
146,PV26   ,2022HJ01,12.0,6.3,0.9,43.4,0.2
147,PV26   ,2022HJ02,12.1,6.3,0.9,41.9,0.2
148,PV26   ,2022JJ00,14.2,6.0,1.0,42.3,0.2
149,PV26   ,2023HJ01,12.1,6.1,0.8,44.8,0.2
150,PV26   ,2023HJ02,12.0,6.4,0.8,45.0,0.2
151,PV26   ,2023JJ00,14.3,5.8,0.9,43.8,0.2
152,PV26   ,2024HJ01,12.0,6.2,0.8,46.5,0.2
153,PV26   ,2024HJ02,11.8,6.4,0.8,47.3,0.2
154,PV26   ,2024JJ00,14.0,6.0,0.9,46.5,0.2
155,PV26   ,2025HJ01,11.0,5.7,0.7,45.2,0.2
156,PV27   ,2021HJ01,10.7,8.5,0.9,46.4,0.3
157,PV27   ,2021HJ02,10.7,8.7,0.9,46.1,0.3
158,PV27   ,2021JJ00,12.8,8.0,1.0,46.1,0.4
159,PV27   ,2022HJ01,11.2,7.9,0.9,46.1,0.3
160,PV27   ,2022HJ02,11.5,7.7,0.8,47.0,0.3
161,PV27   ,2022JJ00,13.4,7.4,0.9,45.8,0.3
162,PV27   ,2023HJ01,11.5,7.4,0.7,48.4,0.3
163,PV27   ,2023HJ02,11.5,7.9,0.7,49.2,0.3
164,PV27   ,2023JJ00,13.6,7.1,0.8,48.1,0.3
165,PV27   ,2024HJ01,11.5,7.2,0.7,47.6,0.3
166,PV27   ,2024HJ02,11.4,7.3,0.7,46.0,0.3
167,PV27   ,2024JJ00,13.5,6.9,0.8,47.3,0.4
168,PV27   ,2025HJ01,10.8,6.3,0.7,41.3,0.3
169,PV28   ,2021HJ01,10.3,9.5,1.1,46.6,0.4
170,PV28   ,2021HJ02,10.3,9.7,1.1,47.3,0.4
171,PV28   ,2021JJ00,12.4,9.0,1.2,46.9,0.4
172,PV28   ,2022HJ01,10.6,9.0,1.0,46.4,0.4
173,PV28   ,2022HJ02,10.9,8.8,1.0,47.2,0.4
174,PV28   ,2022JJ00,12.9,8.4,1.2,46.5,0.4
175,PV28   ,2023HJ01,11.1,8.5,0.9,48.8,0.4
176,PV28   ,2023HJ02,11.1,8.8,0.9,49.8,0.4
177,PV28   ,2023JJ00,13.2,8.2,1.1,48.9,0.4
178,PV28   ,2024HJ01,11.0,8.0,0.9,48.3,0.4
179,PV28   ,2024HJ02,10.9,8.2,0.8,48.6,0.4
180,PV28   ,2024JJ00,13.0,7.7,1.0,48.6,0.4
181,PV28   ,2025HJ01,10.4,7.7,0.8,47.8,0.4
182,PV29   ,2021HJ01,12.2,12.1,1.3,50.7,0.3
183,PV29   ,2021HJ02,12.4,12.0,1.4,48.2,0.3
184,PV29   ,2021JJ00,14.5,11.4,1.5,48.9,0.3
185,PV29   ,2022HJ01,12.9,10.9,1.4,48.8,0.3
186,PV29   ,2022HJ02,13.2,10.8,1.3,47.9,0.3
187,PV29   ,2022JJ00,15.2,10.4,1.5,48.4,0.4
188,PV29   ,2023HJ01,13.7,9.6,1.2,46.9,0.3
189,PV29   ,2023HJ02,13.7,9.9,1.3,46.7,0.3
190,PV29   ,2023JJ00,16.1,9.4,1.4,47.1,0.3
191,PV29   ,2024HJ01,14.3,9.1,1.3,46.0,0.3
192,PV29   ,2024HJ02,14.5,9.1,1.3,45.5,0.3
193,PV29   ,2024JJ00,16.6,8.9,1.5,46.4,0.3
194,PV29   ,2025HJ01,15.2,8.2,1.3,44.8,0.3
195,PV30   ,2021HJ01,10.9,8.6,1.0,43.1,0.2
196,PV30   ,2021HJ02,10.9,8.7,1.0,43.7,0.2
197,PV30   ,2021JJ00,13.1,8.1,1.1,43.7,0.3
198,PV30   ,2022HJ01,10.9,8.1,0.9,44.0,0.2
199,PV30   ,2022HJ02,11.3,7.9,0.9,43.7,0.2
200,PV30   ,2022JJ00,13.3,7.4,1.0,43.5,0.3
201,PV30   ,2023HJ01,11.4,7.4,0.9,43.6,0.2
202,PV30   ,2023HJ02,11.7,7.3,0.8,43.7,0.2
203,PV30   ,2023JJ00,13.9,6.9,1.0,42.8,0.3
204,PV30   ,2024HJ01,12.0,6.7,0.8,43.5,0.2
205,PV30   ,2024HJ02,12.2,6.8,0.8,44.8,0.2
206,PV30   ,2024JJ00,14.3,6.4,0.9,43.9,0.3
207,PV30   ,2025HJ01,11.7,6.5,0.8,44.3,0.3
208,PV31   ,2021HJ01,13.3,11.1,1.5,45.7,0.3
209,PV31   ,2021HJ02,13.5,11.3,1.5,47.6,0.3
210,PV31   ,2021JJ00,15.6,10.7,1.6,47.0,0.4
211,PV31   ,2022HJ01,13.2,11.2,1.4,48.2,0.3
212,PV31   ,2022HJ02,13.2,11.1,1.3,48.5,0.3
213,PV31   ,2022JJ00,15.5,10.6,1.6,48.6,0.3
214,PV31   ,2023HJ01,13.1,10.6,1.3,48.7,0.3
215,PV31   ,2023HJ02,13.2,10.7,1.3,49.0,0.3
216,PV31   ,2023JJ00,15.5,10.1,1.4,48.8,0.4
217,PV31   ,2024HJ01,13.3,10.1,1.3,48.9,0.3
218,PV31   ,2024HJ02,13.5,9.8,1.2,49.0,0.3
219,PV31   ,2024JJ00,15.6,9.4,1.4,49.5,0.4
220,PV31   ,2025HJ01,13.2,9.0,1.2,45.9,0.3
221,GM1680 ,2021HJ01,11.5,13.7,1.5,61.9,
222,GM1680 ,2021HJ02,11.7,13.6,1.5,57.1,
223,GM1680 ,2021JJ00,13.5,12.5,1.6,58.2,
224,GM1680 ,2022HJ01,11.9,11.6,1.2,59.6,
225,GM1680 ,2022HJ02,11.6,13.5,1.3,59.6,
226,GM1680 ,2022JJ00,13.7,12.9,1.4,61.7,
227,GM1680 ,2023HJ01,12.1,11.9,1.1,45.7,
228,GM1680 ,2023HJ02,11.5,12.7,0.9,53.8,
229,GM1680 ,2023JJ00,13.9,11.7,1.0,51.1,
230,GM1680 ,2024HJ01,11.2,11.2,0.7,66.7,
231,GM1680 ,2024HJ02,11.2,11.5,0.8,70.6,
232,GM1680 ,2024JJ00,13.3,10.6,0.8,62.9,0.3
233,GM1680 ,2025HJ01,11.5,9.1,0.8,58.3,0.3
234,GM0358 ,2021HJ01,10.0,5.8,0.6,65.9,
235,GM0358 ,2021HJ02,10.1,5.8,0.5,62.9,
236,GM0358 ,2021JJ00,12.4,5.1,0.6,55.8,0.2
237,GM0358 ,2022HJ01,10.7,6.1,0.5,54.8,0.2
238,GM0358 ,2022HJ02,11.6,5.9,0.5,60.6,0.2
239,GM0358 ,2022JJ00,13.6,5.5,0.5,63.9,0.2
240,GM0358 ,2023HJ01,12.6,4.8,0.5,57.6,0.2
241,GM0358 ,2023HJ02,13.0,4.9,0.7,46.7,0.2
242,GM0358 ,2023JJ00,15.3,4.3,0.7,47.8,0.2
243,GM0358 ,2024HJ01,13.2,5.2,0.5,75.8,
244,GM0358 ,2024HJ02,12.8,4.3,0.4,57.7,
245,GM0358 ,2024JJ00,15.3,4.5,0.5,75.0,
246,GM0358 ,2025HJ01,12.3,3.6,0.4,46.4,
247,GM0197 ,2021HJ01,10.8,11.9,0.9,56.3,
248,GM0197 ,2021HJ02,10.9,11.2,0.9,56.5,
249,GM0197 ,2021JJ00,12.7,11.2,1.0,62.0,
250,GM0197 ,2022HJ01,11.7,10.2,0.8,51.3,
251,GM0197 ,2022HJ02,11.2,11.7,0.9,61.4,
252,GM0197 ,2022JJ00,13.6,10.3,1.0,62.0,0.2
253,GM0197 ,2023HJ01,10.9,11.4,0.8,58.5,
254,GM0197 ,2023HJ02,11.1,9.9,0.7,58.8,
255,GM0197 ,2023JJ00,13.0,9.5,0.8,59.0,
256,GM0197 ,2024HJ01,11.4,8.5,0.6,43.8,
257,GM0197 ,2024HJ02,11.6,8.8,0.7,48.5,0.2
258,GM0197 ,2024JJ00,13.5,8.5,0.8,52.6,0.2
259,GM0197 ,2025HJ01,11.1,7.9,0.6,50.0,
260,GM0059 ,2021HJ01,10.9,15.7,1.8,54.8,
261,GM0059 ,2021HJ02,10.8,14.2,1.7,48.0,
262,GM0059 ,2021JJ00,12.9,14.1,1.9,50.4,
263,GM0059 ,2022HJ01,10.9,10.3,1.3,50.0,
264,GM0059 ,2022HJ02,11.0,10.4,1.2,49.3,
265,GM0059 ,2022JJ00,13.1,9.5,1.3,49.4,
266,GM0059 ,2023HJ01,10.9,11.3,1.0,63.8,
267,GM0059 ,2023HJ02,11.1,12.8,1.0,76.7,
268,GM0059 ,2023JJ00,13.0,11.6,1.1,70.3,
269,GM0059 ,2024HJ01,11.4,13.6,1.2,69.1,
270,GM0059 ,2024HJ02,11.4,12.4,1.1,66.2,0.2
271,GM0059 ,2024JJ00,13.4,12.5,1.3,69.9,0.2
272,GM0059 ,2025HJ01,11.3,10.8,1.2,47.1,0.2
273,GM0482 ,2021HJ01,12.2,10.8,1.1,52.0,
274,GM0482 ,2021HJ02,12.0,10.4,1.1,54.0,
275,GM0482 ,2021JJ00,14.5,9.7,1.3,48.3,
276,GM0482 ,2022HJ01,13.0,7.5,1.0,41.9,
277,GM0482 ,2022HJ02,12.5,8.7,1.0,50.0,
278,GM0482 ,2022JJ00,15.4,7.6,1.1,49.0,
279,GM0482 ,2023HJ01,12.2,6.9,0.8,44.7,
280,GM0482 ,2023HJ02,11.5,7.3,0.9,48.7,
281,GM0482 ,2023JJ00,14.2,6.8,1.0,48.9,
282,GM0482 ,2024HJ01,12.6,6.9,0.7,50.0,
283,GM0482 ,2024HJ02,12.6,8.7,0.8,50.0,
284,GM0482 ,2024JJ00,14.8,7.8,0.9,51.2,
285,GM0482 ,2025HJ01,13.1,7.4,1.0,42.2,0.3
286,GM0613 ,2021HJ01,6.5,8.5,0.5,51.7,0.3
287,GM0613 ,2021HJ02,7.1,5.8,0.6,40.6,0.3
288,GM0613 ,2021JJ00,8.4,6.4,0.6,43.8,0.3
289,GM0613 ,2022HJ01,7.7,3.9,0.5,29.6,
290,GM0613 ,2022HJ02,7.7,5.8,0.4,45.5,0.2
291,GM0613 ,2022JJ00,9.4,5.1,0.5,39.3,0.3
292,GM0613 ,2023HJ01,8.9,6.4,0.4,44.0,
293,GM0613 ,2023HJ02,8.8,5.7,0.4,40.9,0.2
294,GM0613 ,2023JJ00,10.5,5.6,0.5,46.2,0.2
295,GM0613 ,2024HJ01,9.6,3.0,0.4,,0.2
296,GM0613 ,2024HJ02,10.1,3.4,0.4,,
297,GM0613 ,2024JJ00,11.6,3.1,0.4,,0.2
298,GM0613 ,2025HJ01,9.5,3.5,0.2,,
299,GM0361 ,2021HJ01,12.7,9.4,1.5,43.2,0.3
300,GM0361 ,2021HJ02,12.9,8.8,1.3,40.7,0.2
301,GM0361 ,2021JJ00,15.0,8.6,1.6,41.7,0.3
302,GM0361 ,2022HJ01,13.6,7.7,1.3,42.0,0.2
303,GM0361 ,2022HJ02,13.7,8.1,1.3,40.1,0.2
304,GM0361 ,2022JJ00,15.9,7.9,1.5,42.4,0.3
305,GM0361 ,2023HJ01,13.9,8.0,1.2,45.3,0.3
306,GM0361 ,2023HJ02,13.9,8.1,1.2,42.9,0.3
307,GM0361 ,2023JJ00,16.3,7.6,1.3,42.9,0.3
308,GM0361 ,2024HJ01,14.0,7.3,1.3,39.1,0.3
309,GM0361 ,2024HJ02,13.8,7.5,1.2,41.3,0.4
310,GM0361 ,2024JJ00,16.4,6.8,1.3,39.8,0.4
311,GM0361 ,2025HJ01,13.5,6.6,1.2,37.7,0.4
312,GM0141 ,2021HJ01,12.5,17.2,2.0,54.1,0.4
313,GM0141 ,2021HJ02,12.4,17.0,2.0,49.8,0.4
314,GM0141 ,2021JJ00,14.6,16.5,2.2,52.6,0.5
315,GM0141 ,2022HJ01,12.7,18.0,2.2,57.6,0.4
316,GM0141 ,2022HJ02,12.9,16.8,2.1,55.5,0.4
317,GM0141 ,2022JJ00,14.6,16.7,2.3,58.5,0.5
318,GM0141 ,2023HJ01,13.1,17.7,2.0,59.1,0.5
319,GM0141 ,2023HJ02,13.6,17.0,1.8,62.2,0.4
320,GM0141 ,2023JJ00,15.3,16.4,2.1,59.8,0.5
321,GM0141 ,2024HJ01,13.9,17.0,1.8,67.8,0.5
322,GM0141 ,2024HJ02,13.6,17.6,1.8,62.2,0.5
323,GM0141 ,2024JJ00,15.9,16.7,2.0,64.6,0.6
324,GM0141 ,2025HJ01,12.8,17.5,1.9,60.0,0.5
325,GM0034 ,2021HJ01,10.7,9.0,1.0,41.6,0.4
326,GM0034 ,2021HJ02,11.1,9.4,1.1,44.2,0.4
327,GM0034 ,2021JJ00,12.9,8.7,1.2,44.0,0.5
328,GM0034 ,2022HJ01,10.7,9.1,1.1,45.9,0.5
329,GM0034 ,2022HJ02,11.1,8.7,1.2,42.9,0.5
330,GM0034 ,2022JJ00,13.0,8.1,1.3,43.2,0.5
331,GM0034 ,2023HJ01,11.3,8.2,1.2,40.6,0.5
332,GM0034 ,2023HJ02,11.6,8.1,1.2,41.0,0.5
333,GM0034 ,2023JJ00,13.7,7.5,1.4,40.8,0.6
334,GM0034 ,2024HJ01,11.9,7.6,1.1,44.0,0.5
335,GM0034 ,2024HJ02,12.0,7.8,1.1,43.6,0.5
336,GM0034 ,2024JJ00,14.2,7.4,1.3,44.7,0.6
337,GM0034 ,2025HJ01,11.3,7.2,1.0,41.9,0.6
338,GM0484 ,2021HJ01,11.9,7.4,1.1,43.9,0.3
339,GM0484 ,2021HJ02,11.4,7.8,1.0,46.3,0.3
340,GM0484 ,2021JJ00,13.9,7.0,1.2,45.4,0.4
341,GM0484 ,2022HJ01,11.7,8.8,1.0,48.9,0.2
342,GM0484 ,2022HJ02,11.7,8.9,1.0,52.5,0.3
343,GM0484 ,2022JJ00,14.3,8.2,1.1,51.4,0.3
344,GM0484 ,2023HJ01,11.8,8.5,0.9,54.1,0.2
345,GM0484 ,2023HJ02,11.8,9.2,0.9,58.2,0.2
346,GM0484 ,2023JJ00,13.8,8.5,1.0,57.2,0.3
347,GM0484 ,2024HJ01,8.8,8.3,0.7,50.0,0.2
348,GM0484 ,2024HJ02,9.7,7.9,0.7,53.9,0.2
349,GM0484 ,2024JJ00,10.8,8.2,0.9,54.4,0.3
350,GM0484 ,2025HJ01,10.0,7.0,0.8,52.4,0.2
351,GM1723 ,2021HJ01,8.9,6.6,0.5,,
352,GM1723 ,2021HJ02,9.2,5.2,0.5,,
353,GM1723 ,2021JJ00,11.3,5.6,0.5,,
354,GM1723 ,2022HJ01,10.5,4.6,0.4,,
355,GM1723 ,2022HJ02,11.0,,,,
356,GM1723 ,2022JJ00,12.7,3.8,0.5,,
357,GM1723 ,2023HJ01,10.2,,,,
358,GM1723 ,2023HJ02,9.8,4.4,,,
359,GM1723 ,2023JJ00,12.0,3.6,,,
360,GM1723 ,2024HJ01,10.3,5.8,0.5,,
361,GM1723 ,2024HJ02,10.1,5.4,,,
362,GM1723 ,2024JJ00,12.4,5.3,,,
363,GM1723 ,2025HJ01,9.4,5.2,,,
364,GM1959 ,2021HJ01,9.8,8.8,0.9,47.7,
365,GM1959 ,2021HJ02,9.8,8.8,0.9,48.6,
366,GM1959 ,2021JJ00,11.8,8.1,1.0,48.3,
367,GM1959 ,2022HJ01,10.0,8.6,0.8,50.0,
368,GM1959 ,2022HJ02,10.2,8.3,0.7,50.0,
369,GM1959 ,2022JJ00,12.3,8.1,0.9,52.8,
370,GM1959 ,2023HJ01,10.5,7.3,0.8,51.6,
371,GM1959 ,2023HJ02,10.2,7.5,0.7,48.7,0.1
372,GM1959 ,2023JJ00,12.6,6.8,0.8,45.8,0.1
373,GM1959 ,2024HJ01,10.9,7.7,0.8,60.0,0.1
374,GM1959 ,2024HJ02,11.3,6.9,0.8,54.5,0.2
375,GM1959 ,2024JJ00,13.5,6.4,0.9,57.3,0.2
376,GM1959 ,2025HJ01,10.8,7.0,0.8,55.8,0.2
377,GM0060 ,2021HJ01,9.6,,,,
378,GM0060 ,2021HJ02,6.8,,,,
379,GM0060 ,2021JJ00,10.4,,,,
380,GM0060 ,2022HJ01,7.2,,,,
381,GM0060 ,2022HJ02,6.7,,,,
382,GM0060 ,2022JJ00,8.1,,,,
383,GM0060 ,2023HJ01,5.6,,,,
384,GM0060 ,2023HJ02,4.5,,,,
385,GM0060 ,2023JJ00,6.9,,,,
386,GM0060 ,2024HJ01,5.5,,,,
387,GM0060 ,2024HJ02,6.0,,,,
388,GM0060 ,2024JJ00,7.7,,,,
389,GM0060 ,2025HJ01,6.1,,,,
390,GM0307 ,2021HJ01,11.6,7.6,0.9,47.9,0.3
391,GM0307 ,2021HJ02,11.6,7.3,0.9,46.1,0.3
392,GM0307 ,2021JJ00,14.3,6.9,1.0,47.9,0.3
393,GM0307 ,2022HJ01,12.8,6.7,1.0,46.1,0.3
394,GM0307 ,2022HJ02,13.2,6.7,0.9,46.5,0.3
395,GM0307 ,2022JJ00,15.4,6.2,1.0,45.8,0.3
396,GM0307 ,2023HJ01,13.3,6.2,0.9,50.3,0.2
397,GM0307 ,2023HJ02,13.5,6.5,0.8,48.9,0.2
398,GM0307 ,2023JJ00,15.8,6.0,0.9,48.7,0.3
399,GM0307 ,2024HJ01,12.7,5.9,0.8,50.0,0.2
400,GM0307 ,2024HJ02,12.2,6.4,0.7,53.4,0.3
401,GM0307 ,2024JJ00,14.7,5.9,0.9,51.0,0.3
402,GM0307 ,2025HJ01,10.7,6.3,0.7,50.9,0.3
403,GM0362 ,2021HJ01,9.4,4.8,0.5,41.9,0.3
