ID,Woningkenmerken,GebruiksOppervlakteklasse,BewonersklasseWoningen,Percentielen,Perioden,ElektriciteitsleveringenOpenbareNet_1
7355,ZW25805,A025410,A043074,A043066,2015JJ00,704.0
7356,ZW25805,A025410,A043074,A043066,2016JJ00,678.7
7357,ZW25805,A025410,A043074,A043066,2017JJ00,655.0
7358,ZW25805,A025410,A043074,A043066,2018JJ00,625.0
7359,ZW25805,A025410,A043074,A043066,2019JJ00,618.3
7360,ZW25805,A025410,A043074,A043067,2012JJ00,1014.7
7361,ZW25805,A025410,A043074,A043067,2013JJ00,997.3
7362,ZW25805,A025410,A043074,A043067,2014JJ00,960.0
7363,ZW25805,A025410,A043074,A043067,2015JJ00,935.7
7364,ZW25805,A025410,A043074,A043067,2016JJ00,909.3
7365,ZW25805,A025410,A043074,A043067,2017JJ00,881.7
7366,ZW25805,A025410,A043074,A043067,2018JJ00,855.0
7367,ZW25805,A025410,A043074,A043067,2019JJ00,827.3
7368,ZW25805,A025410,A043074,A043068,2012JJ00,1245.3
7369,ZW25805,A025410,A043074,A043068,2013JJ00,1227.0
7370,ZW25805,A025410,A043074,A043068,2014JJ00,1183.0
7371,ZW25805,A025410,A043074,A043068,2015JJ00,1154.0
7372,ZW25805,A025410,A043074,A043068,2016JJ00,1126.7
7373,ZW25805,A025410,A043074,A043068,2017JJ00,1096.0
7374,ZW25805,A025410,A043074,A043068,2018JJ00,1067.0
7375,ZW25805,A025410,A043074,A043068,2019JJ00,1029.3
7376,ZW25805,A025410,A043074,A043069,2012JJ00,1516.7
7377,ZW25805,A025410,A043074,A043069,2013JJ00,1498.7
7378,ZW25805,A025410,A043074,A043069,2014JJ00,1443.3
7379,ZW25805,A025410,A043074,A043069,2015JJ00,1409.7
7380,ZW25805,A025410,A043074,A043069,2016JJ00,1378.0
7381,ZW25805,A025410,A043074,A043069,2017JJ00,1344.0
7382,ZW25805,A025410,A043074,A043069,2018JJ00,1312.0
7383,ZW25805,A025410,A043074,A043069,2019JJ00,1263.0
7384,ZW25805,A025410,A043074,A043070,2012JJ00,1904.7
7385,ZW25805,A025410,A043074,A043070,2013JJ00,1891.7
7386,ZW25805,A025410,A043074,A043070,2014JJ00,1824.7
7387,ZW25805,A025410,A043074,A043070,2015JJ00,1781.0
7388,ZW25805,A025410,A043074,A043070,2016JJ00,1745.3
7389,ZW25805,A025410,A043074,A043070,2017JJ00,1707.0
7390,ZW25805,A025410,A043074,A043070,2018JJ00,1672.0
7391,ZW25805,A025410,A043074,A043070,2019JJ00,1611.3
7392,ZW25805,A025410,A043075,A043830,2012JJ00,1083.8
7393,ZW25805,A025410,A043075,A043830,2013JJ00,1064.6
7394,ZW25805,A025410,A043075,A043830,2014JJ00,1022.9
7395,ZW25805,A025410,A043075,A043830,2015JJ00,998.9
7396,ZW25805,A025410,A043075,A043830,2016JJ00,974.3
7397,ZW25805,A025410,A043075,A043830,2017JJ00,949.5
7398,ZW25805,A025410,A043075,A043830,2018JJ00,925.0
7399,ZW25805,A025410,A043075,A043830,2019JJ00,895.7
7400,ZW25805,A025410,A043075,A043066,2012JJ00,683.3
7401,ZW25805,A025410,A043075,A043066,2013JJ00,664.3
7402,ZW25805,A025410,A043075,A043066,2014JJ00,635.5
7403,ZW25805,A025410,A043075,A043066,2015JJ00,620.3
7404,ZW25805,A025410,A043075,A043066,2016JJ00,596.5
7405,ZW25805,A025410,A043075,A043066,2017JJ00,574.5
7406,ZW25805,A025410,A043075,A043066,2018JJ00,548.0
7407,ZW25805,A025410,A043075,A043066,2019JJ00,542.8
7408,ZW25805,A025410,A043075,A043067,2012JJ00,879.5
7409,ZW25805,A025410,A043075,A043067,2013JJ00,863.0
7410,ZW25805,A025410,A043075,A043067,2014JJ00,827.0
7411,ZW25805,A025410,A043075,A043067,2015JJ00,807.5
7412,ZW25805,A025410,A043075,A043067,2016JJ00,786.0
7413,ZW25805,A025410,A043075,A043067,2017JJ00,762.8
7414,ZW25805,A025410,A043075,A043067,2018JJ00,739.0
7415,ZW25805,A025410,A043075,A043067,2019JJ00,715.0
7416,ZW25805,A025410,A043075,A043068,2012JJ00,1060.8
7417,ZW25805,A025410,A043075,A043068,2013JJ00,1042.5
7418,ZW25805,A025410,A043075,A043068,2014JJ00,1002.3
7419,ZW25805,A025410,A043075,A043068,2015JJ00,977.8
7420,ZW25805,A025410,A043075,A043068,2016JJ00,954.3
7421,ZW25805,A025410,A043075,A043068,2017JJ00,929.3
7422,ZW25805,A025410,A043075,A043068,2018JJ00,906.0
7423,ZW25805,A025410,A043075,A043068,2019JJ00,875.8
7424,ZW25805,A025410,A043075,A043069,2012JJ00,1270.5
7425,ZW25805,A025410,A043075,A043069,2013JJ00,1249.3
7426,ZW25805,A025410,A043075,A043069,2014JJ00,1201.5
7427,ZW25805,A025410,A043075,A043069,2015JJ00,1173.0
7428,ZW25805,A025410,A043075,A043069,2016JJ00,1147.0
7429,ZW25805,A025410,A043075,A043069,2017JJ00,1119.5
7430,ZW25805,A025410,A043075,A043069,2018JJ00,1095.0
7431,ZW25805,A025410,A043075,A043069,2019JJ00,1056.8
7432,ZW25805,A025410,A043075,A043070,2012JJ00,1562.8
7433,ZW25805,A025410,A043075,A043070,2013JJ00,1540.8
7434,ZW25805,A025410,A043075,A043070,2014JJ00,1483.3
7435,ZW25805,A025410,A043075,A043070,2015JJ00,1449.5
7436,ZW25805,A025410,A043075,A043070,2016JJ00,1422.3
7437,ZW25805,A025410,A043075,A043070,2017JJ00,1393.3
7438,ZW25805,A025410,A043075,A043070,2018JJ00,1368.0
7439,ZW25805,A025410,A043075,A043070,2019JJ00,1323.8
7440,ZW25805,A025410,A043076,A043830,2012JJ00,856.2
7441,ZW25805,A025410,A043076,A043830,2013JJ00,841.3
7442,ZW25805,A025410,A043076,A043830,2014JJ00,807.7
7443,ZW25805,A025410,A043076,A043830,2015JJ00,788.2
7444,ZW25805,A025410,A043076,A043830,2016JJ00,768.0
7445,ZW25805,A025410,A043076,A043830,2017JJ00,746.5
7446,ZW25805,A025410,A043076,A043830,2018JJ00,727.0
7447,ZW25805,A025410,A043076,A043830,2019JJ00,706.0
7448,ZW25805,A025410,A043076,A043066,2012JJ00,493.2
7449,ZW25805,A025410,A043076,A043066,2013JJ00,482.8
7450,ZW25805,A025410,A043076,A043066,2014JJ00,461.7
7451,ZW25805,A025410,A043076,A043066,2015JJ00,452.2
7452,ZW25805,A025410,A043076,A043066,2016JJ00,433.1
7453,ZW25805,A025410,A043076,A043066,2017JJ00,417.2
7454,ZW25805,A025410,A043076,A043066,2018JJ00,399.0
7455,ZW25805,A025410,A043076,A043066,2019JJ00,398.6
7456,ZW25805,A025410,A043076,A043067,2012JJ00,673.0
7457,ZW25805,A025410,A043076,A043067,2013JJ00,661.4
7458,ZW25805,A025410,A043076,A043067,2014JJ00,633.0
7459,ZW25805,A025410,A043076,A043067,2015JJ00,618.6
7460,ZW25805,A025410,A043076,A043067,2016JJ00,599.6
7461,ZW25805,A025410,A043076,A043067,2017JJ00,580.8
7462,ZW25805,A025410,A043076,A043067,2018JJ00,562.0
7463,ZW25805,A025410,A043076,A043067,2019JJ00,547.3
7464,ZW25805,A025410,A043076,A043068,2012JJ00,840.0
7465,ZW25805,A025410,A043076,A043068,2013JJ00,824.8
7466,ZW25805,A025410,A043076,A043068,2014JJ00,791.2
7467,ZW25805,A025410,A043076,A043068,2015JJ00,772.8
7468,ZW25805,A025410,A043076,A043068,2016JJ00,751.8
7469,ZW25805,A025410,A043076,A043068,2017JJ00,730.4
7470,ZW25805,A025410,A043076,A043068,2018JJ00,711.0
7471,ZW25805,A025410,A043076,A043068,2019JJ00,688.4
7472,ZW25805,A025410,A043076,A043069,2012JJ00,1025.6
7473,ZW25805,A025410,A043076,A043069,2013JJ00,1007.8
7474,ZW25805,A025410,A043076,A043069,2014JJ00,967.8
7475,ZW25805,A025410,A043076,A043069,2015JJ00,943.4
7476,ZW25805,A025410,A043076,A043069,2016JJ00,922.0
7477,ZW25805,A025410,A043076,A043069,2017JJ00,898.6
7478,ZW25805,A025410,A043076,A043069,2018JJ00,879.0
7479,ZW25805,A025410,A043076,A043069,2019JJ00,848.4
7480,ZW25805,A025410,A043076,A043070,2012JJ00,1274.7
7481,ZW25805,A025410,A043076,A043070,2013JJ00,1256.2
7482,ZW25805,A025410,A043076,A043070,2014JJ00,1212.0
7483,ZW25805,A025410,A043076,A043070,2015JJ00,1182.4
7484,ZW25805,A025410,A043076,A043070,2016JJ00,1160.0
7485,ZW25805,A025410,A043076,A043070,2017JJ00,1130.6
7486,ZW25805,A025410,A043076,A043070,2018JJ00,1115.0
7487,ZW25805,A025410,A043076,A043070,2019JJ00,1080.0
7488,ZW25805,A025411,T001351,A043830,2012JJ00,1663.0
7489,ZW25805,A025411,T001351,A043830,2013JJ00,1642.4
7490,ZW25805,A025411,T001351,A043830,2014JJ00,1592.4
7491,ZW25805,A025411,T001351,A043830,2015JJ00,1551.1
7492,ZW25805,A025411,T001351,A043830,2016JJ00,1520.9
7493,ZW25805,A025411,T001351,A043830,2017JJ00,1487.3
7494,ZW25805,A025411,T001351,A043830,2018JJ00,1454.0
7495,ZW25805,A025411,T001351,A043830,2019JJ00,1416.4
7496,ZW25805,A025411,T001351,A043066,2012JJ00,830.8
7497,ZW25805,A025411,T001351,A043066,2013JJ00,793.2
7498,ZW25805,A025411,T001351,A043066,2014JJ00,759.5
7499,ZW25805,A025411,T001351,A043066,2015JJ00,745.0
7500,ZW25805,A025411,T001351,A043066,2016JJ00,718.0
7501,ZW25805,A025411,T001351,A043066,2017JJ00,692.0
7502,ZW25805,A025411,T001351,A043066,2018JJ00,658.0
7503,ZW25805,A025411,T001351,A043066,2019JJ00,655.9
7504,ZW25805,A025411,T001351,A043067,2012JJ00,1156.8
7505,ZW25805,A025411,T001351,A043067,2013JJ00,1125.0
7506,ZW25805,A025411,T001351,A043067,2014JJ00,1087.0
7507,ZW25805,A025411,T001351,A043067,2015JJ00,1061.5
7508,ZW25805,A025411,T001351,A043067,2016JJ00,1032.6
7509,ZW25805,A025411,T001351,A043067,2017JJ00,1003.3
7510,ZW25805,A025411,T001351,A043067,2018JJ00,971.0
7511,ZW25805,A025411,T001351,A043067,2019JJ00,949.3
7512,ZW25805,A025411,T001351,A043068,2012JJ00,1495.5
7513,ZW25805,A025411,T001351,A043068,2013JJ00,1470.5
7514,ZW25805,A025411,T001351,A043068,2014JJ00,1426.2
7515,ZW25805,A025411,T001351,A043068,2015JJ00,1392.0
7516,ZW25805,A025411,T001351,A043068,2016JJ00,1364.8
7517,ZW25805,A025411,T001351,A043068,2017JJ00,1330.5
7518,ZW25805,A025411,T001351,A043068,2018JJ00,1296.0
7519,ZW25805,A025411,T001351,A043068,2019JJ00,1260.0
7520,ZW25805,A025411,T001351,A043069,2012JJ00,1990.0
7521,ZW25805,A025411,T001351,A043069,2013JJ00,1973.0
7522,ZW25805,A025411,T001351,A043069,2014JJ00,1915.5
7523,ZW25805,A025411,T001351,A043069,2015JJ00,1866.0
7524,ZW25805,A025411,T001351,A043069,2016JJ00,1838.5
7525,ZW25805,A025411,T001351,A043069,2017JJ00,1797.7
7526,ZW25805,A025411,T001351,A043069,2018JJ00,1761.0
7527,ZW25805,A025411,T001351,A043069,2019JJ00,1706.5
7528,ZW25805,A025411,T001351,A043070,2012JJ00,3040.0
7529,ZW25805,A025411,T001351,A043070,2013JJ00,3056.5
7530,ZW25805,A025411,T001351,A043070,2014JJ00,2973.0
7531,ZW25805,A025411,T001351,A043070,2015JJ00,2877.5
7532,ZW25805,A025411,T001351,A043070,2016JJ00,2842.5
7533,ZW25805,A025411,T001351,A043070,2017JJ00,2800.5
7534,ZW25805,A025411,T001351,A043070,2018JJ00,2766.0
7535,ZW25805,A025411,T001351,A043070,2019JJ00,2694.0
7536,ZW25805,A025411,A043072,A043830,2012JJ00,2668.8
7537,ZW25805,A025411,A043072,A043830,2013JJ00,2699.5
7538,ZW25805,A025411,A043072,A043830,2014JJ00,2623.6
7539,ZW25805,A025411,A043072,A043830,2015JJ00,2563.5
7540,ZW25805,A025411,A043072,A043830,2016JJ00,2519.0
7541,ZW25805,A025411,A043072,A043830,2017JJ00,2489.9
7542,ZW25805,A025411,A043072,A043830,2018JJ00,2465.0
7543,ZW25805,A025411,A043072,A043830,2019JJ00,2414.9
7544,ZW25805,A025411,A043072,A043066,2012JJ00,1327.0
7545,ZW25805,A025411,A043072,A043066,2013JJ00,1339.0
7546,ZW25805,A025411,A043072,A043066,2014JJ00,1299.0
7547,ZW25805,A025411,A043072,A043066,2015JJ00,1305.0
7548,ZW25805,A025411,A043072,A043066,2016JJ00,1266.0
7549,ZW25805,A025411,A043072,A043066,2017JJ00,1244.0
7550,ZW25805,A025411,A043072,A043066,2018JJ00,1210.0
7551,ZW25805,A025411,A043072,A043066,2019JJ00,1218.0
7552,ZW25805,A025411,A043072,A043067,2012JJ00,1912.0
7553,ZW25805,A025411,A043072,A043067,2013JJ00,1931.0
7554,ZW25805,A025411,A043072,A043067,2014JJ00,1880.0
7555,ZW25805,A025411,A043072,A043067,2015JJ00,1861.0
7556,ZW25805,A025411,A043072,A043067,2016JJ00,1825.0
7557,ZW25805,A025411,A043072,A043067,2017JJ00,1798.0
7558,ZW25805,A025411,A043072,A043067,2018JJ00,1767.0
7559,ZW25805,A025411,A043072,A043067,2019JJ00,1738.0
7560,ZW25805,A025411,A043072,A043068,2012JJ00,2516.0
7561,ZW25805,A025411,A043072,A043068,2013JJ00,2541.0
7562,ZW25805,A025411,A043072,A043068,2014JJ00,2473.0
7563,ZW25805,A025411,A043072,A043068,2015JJ00,2418.0
7564,ZW25805,A025411,A043072,A043068,2016JJ00,2383.0
7565,ZW25805,A025411,A043072,A043068,2017JJ00,2359.0
7566,ZW25805,A025411,A043072,A043068,2018JJ00,2326.0
7567,ZW25805,A025411,A043072,A043068,2019JJ00,2269.0
7568,ZW25805,A025411,A043072,A043069,2012JJ00,3294.0
7569,ZW25805,A025411,A043072,A043069,2013JJ00,3336.0
7570,ZW25805,A025411,A043072,A043069,2014JJ00,3235.0
7571,ZW25805,A025411,A043072,A043069,2015JJ00,3149.0
7572,ZW25805,A025411,A043072,A043069,2016JJ00,3089.0
7573,ZW25805,A025411,A043072,A043069,2017JJ00,3058.0
7574,ZW25805,A025411,A043072,A043069,2018JJ00,3029.0
7575,ZW25805,A025411,A043072,A043069,2019JJ00,2958.0
7576,ZW25805,A025411,A043072,A043070,2012JJ00,4555.0
7577,ZW25805,A025411,A043072,A043070,2013JJ00,4614.0
7578,ZW25805,A025411,A043072,A043070,2014JJ00,4489.0
7579,ZW25805,A025411,A043072,A043070,2015JJ00,4319.0
7580,ZW25805,A025411,A043072,A043070,2016JJ00,4248.0
7581,ZW25805,A025411,A043072,A043070,2017JJ00,4218.0
7582,ZW25805,A025411,A043072,A043070,2018JJ00,4248.0
7583,ZW25805,A025411,A043072,A043070,2019JJ00,4145.0
7584,ZW25805,A025411,A043073,A043830,2012JJ00,1908.4
7585,ZW25805,A025411,A043073,A043830,2013JJ00,1894.7
7586,ZW25805,A025411,A043073,A043830,2014JJ00,1824.8
7587,ZW25805,A025411,A043073,A043830,2015JJ00,1771.4
7588,ZW25805,A025411,A043073,A043830,2016JJ00,1729.8
7589,ZW25805,A025411,A043073,A043830,2017JJ00,1687.9
7590,ZW25805,A025411,A043073,A043830,2018JJ00,1645.0
7591,ZW25805,A025411,A043073,A043830,2019JJ00,1598.1
7592,ZW25805,A025411,A043073,A043066,2012JJ00,1114.5
7593,ZW25805,A025411,A043073,A043066,2013JJ00,1075.0
7594,ZW25805,A025411,A043073,A043066,2014JJ00,1023.0
7595,ZW25805,A025411,A043073,A043066,2015JJ00,1005.5
7596,ZW25805,A025411,A043073,A043066,2016JJ00,954.5
7597,ZW25805,A025411,A043073,A043066,2017JJ00,919.0
7598,ZW25805,A025411,A043073,A043066,2018JJ00,866.0
7599,ZW25805,A025411,A043073,A043066,2019JJ00,898.0
7600,ZW25805,A025411,A043073,A043067,2012JJ00,1486.5
7601,ZW25805,A025411,A043073,A043067,2013JJ00,1466.0
7602,ZW25805,A025411,A043073,A043067,2014JJ00,1408.0
7603,ZW25805,A025411,A043073,A043067,2015JJ00,1368.5
7604,ZW25805,A025411,A043073,A043067,2016JJ00,1333.0
7605,ZW25805,A025411,A043073,A043067,2017JJ00,1297.0
7606,ZW25805,A025411,A043073,A043067,2018JJ00,1255.0
7607,ZW25805,A025411,A043073,A043067,2019JJ00,1223.5
7608,ZW25805,A025411,A043073,A043068,2012JJ00,1845.0
7609,ZW25805,A025411,A043073,A043068,2013JJ00,1831.5
7610,ZW25805,A025411,A043073,A043068,2014JJ00,1768.0
7611,ZW25805,A025411,A043073,A043068,2015JJ00,1717.5
7612,ZW25805,A025411,A043073,A043068,2016JJ00,1678.0
7613,ZW25805,A025411,A043073,A043068,2017JJ00,1636.0
7614,ZW25805,A025411,A043073,A043068,2018JJ00,1595.0
7615,ZW25805,A025411,A043073,A043068,2019JJ00,1539.5
7616,ZW25805,A025411,A043073,A043069,2012JJ00,2276.5
7617,ZW25805,A025411,A043073,A043069,2013JJ00,2271.0
7618,ZW25805,A025411,A043073,A043069,2014JJ00,2187.0
7619,ZW25805,A025411,A043073,A043069,2015JJ00,2122.0
7620,ZW25805,A025411,A043073,A043069,2016JJ00,2082.5
7621,ZW25805,A025411,A043073,A043069,2017JJ00,2032.5
7622,ZW25805,A025411,A043073,A043069,2018JJ00,1992.0
7623,ZW25805,A025411,A043073,A043069,2019JJ00,1915.0
7624,ZW25805,A025411,A043073,A043070,2012JJ00,2922.5
7625,ZW25805,A025411,A043073,A043070,2013JJ00,2936.5
7626,ZW25805,A025411,A043073,A043070,2014JJ00,2840.5
7627,ZW25805,A025411,A043073,A043070,2015JJ00,2744.5
7628,ZW25805,A025411,A043073,A043070,2016JJ00,2692.0
7629,ZW25805,A025411,A043073,A043070,2017JJ00,2639.5
7630,ZW25805,A025411,A043073,A043070,2018JJ00,2602.0
7631,ZW25805,A025411,A043073,A043070,2019JJ00,2517.5
7632,ZW25805,A025411,A043074,A043830,2012JJ00,1498.4
7633,ZW25805,A025411,A043074,A043830,2013JJ00,1474.4
7634,ZW25805,A025411,A043074,A043830,2014JJ00,1427.4
7635,ZW25805,A025411,A043074,A043830,2015JJ00,1391.6
7636,ZW25805,A025411,A043074,A043830,2016JJ00,1360.1
7637,ZW25805,A025411,A043074,A043830,2017JJ00,1320.9
7638,ZW25805,A025411,A043074,A043830,2018JJ00,1288.0
7639,ZW25805,A025411,A043074,A043830,2019JJ00,1247.5
7640,ZW25805,A025411,A043074,A043066,2012JJ00,916.0
7641,ZW25805,A025411,A043074,A043066,2013JJ00,873.7
7642,ZW25805,A025411,A043074,A043066,2014JJ00,838.7
7643,ZW25805,A025411,A043074,A043066,2015JJ00,825.0
7644,ZW25805,A025411,A043074,A043066,2016JJ00,787.3
7645,ZW25805,A025411,A043074,A043066,2017JJ00,751.3
7646,ZW25805,A025411,A043074,A043066,2018JJ00,717.0
7647,ZW25805,A025411,A043074,A043066,2019JJ00,719.7
7648,ZW25805,A025411,A043074,A043067,2012JJ00,1196.3
7649,ZW25805,A025411,A043074,A043067,2013JJ00,1170.7
7650,ZW25805,A025411,A043074,A043067,2014JJ00,1128.0
7651,ZW25805,A025411,A043074,A043067,2015JJ00,1100.7
7652,ZW25805,A025411,A043074,A043067,2016JJ00,1067.7
7653,ZW25805,A025411,A043074,A043067,2017JJ00,1033.7
7654,ZW25805,A025411,A043074,A043067,2018JJ00,997.0
7655,ZW25805,A025411,A043074,A043067,2019JJ00,965.3
7656,ZW25805,A025411,A043074,A043068,2012JJ00,1460.7
7657,ZW25805,A025411,A043074,A043068,2013JJ00,1438.0
7658,ZW25805,A025411,A043074,A043068,2014JJ00,1392.3
7659,ZW25805,A025411,A043074,A043068,2015JJ00,1356.3
7660,ZW25805,A025411,A043074,A043068,2016JJ00,1323.3
7661,ZW25805,A025411,A043074,A043068,2017JJ00,1283.7
7662,ZW25805,A025411,A043074,A043068,2018JJ00,1249.0
7663,ZW25805,A025411,A043074,A043068,2019JJ00,1204.0
7664,ZW25805,A025411,A043074,A043069,2012JJ00,1766.7
7665,ZW25805,A025411,A043074,A043069,2013JJ00,1751.7
7666,ZW25805,A025411,A043074,A043069,2014JJ00,1701.7
7667,ZW25805,A025411,A043074,A043069,2015JJ00,1654.7
7668,ZW25805,A025411,A043074,A043069,2016JJ00,1623.0
7669,ZW25805,A025411,A043074,A043069,2017JJ00,1581.0
7670,ZW25805,A025411,A043074,A043069,2018JJ00,1548.0
7671,ZW25805,A025411,A043074,A043069,2019JJ00,1490.3
7672,ZW25805,A025411,A043074,A043070,2012JJ00,2211.0
7673,ZW25805,A025411,A043074,A043070,2013JJ00,2193.7
7674,ZW25805,A025411,A043074,A043070,2014JJ00,2136.7
7675,ZW25805,A025411,A043074,A043070,2015JJ00,2079.0
7676,ZW25805,A025411,A043074,A043070,2016JJ00,2063.0
7677,ZW25805,A025411,A043074,A043070,2017JJ00,2018.3
7678,ZW25805,A025411,A043074,A043070,2018JJ00,2000.0
7679,ZW25805,A025411,A043074,A043070,2019JJ00,1935.3
7680,ZW25805,A025411,A043075,A043830,2012JJ00,1233.0
7681,ZW25805,A025411,A043075,A043830,2013JJ00,1206.9
7682,ZW25805,A025411,A043075,A043830,2014JJ00,1163.3
7683,ZW25805,A025411,A043075,A043830,2015JJ00,1133.5
7684,ZW25805,A025411,A043075,A043830,2016JJ00,1105.7
7685,ZW25805,A025411,A043075,A043830,2017JJ00,1078.0
7686,ZW25805,A025411,A043075,A043830,2018JJ00,1050.0
7687,ZW25805,A025411,A043075,A043830,2019JJ00,1019.9
7688,ZW25805,A025411,A043075,A043066,2012JJ00,793.8
7689,ZW25805,A025411,A043075,A043066,2013JJ00,751.5
7690,ZW25805,A025411,A043075,A043066,2014JJ00,716.0
7691,ZW25805,A025411,A043075,A043066,2015JJ00,701.0
7692,ZW25805,A025411,A043075,A043066,2016JJ00,668.0
7693,ZW25805,A025411,A043075,A043066,2017JJ00,642.5
7694,ZW25805,A025411,A043075,A043066,2018JJ00,610.0
7695,ZW25805,A025411,A043075,A043066,2019JJ00,612.5
7696,ZW25805,A025411,A043075,A043067,2012JJ00,1005.8
7697,ZW25805,A025411,A043075,A043067,2013JJ00,978.3
7698,ZW25805,A025411,A043075,A043067,2014JJ00,939.3
7699,ZW25805,A025411,A043075,A043067,2015JJ00,917.8
7700,ZW25805,A025411,A043075,A043067,2016JJ00,889.5
7701,ZW25805,A025411,A043075,A043067,2017JJ00,862.8
7702,ZW25805,A025411,A043075,A043067,2018JJ00,833.0
7703,ZW25805,A025411,A043075,A043067,2019JJ00,808.0
7704,ZW25805,A025411,A043075,A043068,2012JJ00,1208.3
7705,ZW25805,A025411,A043075,A043068,2013JJ00,1184.0
7706,ZW25805,A025411,A043075,A043068,2014JJ00,1140.5
7707,ZW25805,A025411,A043075,A043068,2015JJ00,1108.5
7708,ZW25805,A025411,A043075,A043068,2016JJ00,1082.0
7709,ZW25805,A025411,A043075,A043068,2017JJ00,1054.5
7710,ZW25805,A025411,A043075,A043068,2018JJ00,1025.0
7711,ZW25805,A025411,A043075,A043068,2019JJ00,991.3
7712,ZW25805,A025411,A043075,A043069,2012JJ00,1440.8
7713,ZW25805,A025411,A043075,A043069,2013JJ00,1416.3
7714,ZW25805,A025411,A043075,A043069,2014JJ00,1368.3
7715,ZW25805,A025411,A043075,A043069,2015JJ00,1330.8
7716,ZW25805,A025411,A043075,A043069,2016JJ00,1302.5
7717,ZW25805,A025411,A043075,A043069,2017JJ00,1274.3
7718,ZW25805,A025411,A043075,A043069,2018JJ00,1247.0
7719,ZW25805,A025411,A043075,A043069,2019JJ00,1205.0
7720,ZW25805,A025411,A043075,A043070,2012JJ00,1757.3
7721,ZW25805,A025411,A043075,A043070,2013JJ00,1740.8
7722,ZW25805,A025411,A043075,A043070,2014JJ00,1692.3
7723,ZW25805,A025411,A043075,A043070,2015JJ00,1648.8
7724,ZW25805,A025411,A043075,A043070,2016JJ00,1626.8
7725,ZW25805,A025411,A043075,A043070,2017JJ00,1597.0
7726,ZW25805,A025411,A043075,A043070,2018JJ00,1574.0
7727,ZW25805,A025411,A043075,A043070,2019JJ00,1533.5
7728,ZW25805,A025411,A043076,A043830,2012JJ00,1009.4
7729,ZW25805,A025411,A043076,A043830,2013JJ00,984.3
7730,ZW25805,A025411,A043076,A043830,2014JJ00,951.8
7731,ZW25805,A025411,A043076,A043830,2015JJ00,931.3
7732,ZW25805,A025411,A043076,A043830,2016JJ00,909.6
7733,ZW25805,A025411,A043076,A043830,2017JJ00,883.7
7734,ZW25805,A025411,A043076,A043830,2018JJ00,864.0
7735,ZW25805,A025411,A043076,A043830,2019JJ00,840.8
7736,ZW25805,A025411,A043076,A043066,2012JJ00,628.0
7737,ZW25805,A025411,A043076,A043066,2013JJ00,590.4
7738,ZW25805,A025411,A043076,A043066,2014JJ00,562.3
7739,ZW25805,A025411,A043076,A043066,2015JJ00,557.2
7740,ZW25805,A025411,A043076,A043066,2016JJ00,532.0
7741,ZW25805,A025411,A043076,A043066,2017JJ00,507.2
7742,ZW25805,A025411,A043076,A043066,2018JJ00,483.0
7743,ZW25805,A025411,A043076,A043066,2019JJ00,488.0
7744,ZW25805,A025411,A043076,A043067,2012JJ00,821.4
7745,ZW25805,A025411,A043076,A043067,2013JJ00,797.5
7746,ZW25805,A025411,A043076,A043067,2014JJ00,764.8
7747,ZW25805,A025411,A043076,A043067,2015JJ00,746.2
7748,ZW25805,A025411,A043076,A043067,2016JJ00,727.0
7749,ZW25805,A025411,A043076,A043067,2017JJ00,702.0
7750,ZW25805,A025411,A043076,A043067,2018JJ00,680.0
7751,ZW25805,A025411,A043076,A043067,2019JJ00,662.4
7752,ZW25805,A025411,A043076,A043068,2012JJ00,998.0
7753,ZW25805,A025411,A043076,A043068,2013JJ00,973.3
7754,ZW25805,A025411,A043076,A043068,2014JJ00,936.6
7755,ZW25805,A025411,A043076,A043068,2015JJ00,915.8
7756,ZW25805,A025411,A043076,A043068,2016JJ00,892.6
7757,ZW25805,A025411,A043076,A043068,2017JJ00,865.0
7758,ZW25805,A025411,A043076,A043068,2018JJ00,847.0
7759,ZW25805,A025411,A043076,A043068,2019JJ00,817.8
7760,ZW25805,A025411,A043076,A043069,2012JJ00,1186.6
7761,ZW25805,A025411,A043076,A043069,2013JJ00,1164.6
7762,ZW25805,A025411,A043076,A043069,2014JJ00,1130.4
7763,ZW25805,A025411,A043076,A043069,2015JJ00,1102.0
7764,ZW25805,A025411,A043076,A043069,2016JJ00,1081.6
7765,ZW25805,A025411,A043076,A043069,2017JJ00,1055.2
7766,ZW25805,A025411,A043076,A043069,2018JJ00,1034.0
7767,ZW25805,A025411,A043076,A043069,2019JJ00,1002.7
7768,ZW25805,A025411,A043076,A043070,2012JJ00,1429.2
7769,ZW25805,A025411,A043076,A043070,2013JJ00,1412.2
7770,ZW25805,A025411,A043076,A043070,2014JJ00,1386.0
7771,ZW25805,A025411,A043076,A043070,2015JJ00,1359.2
7772,ZW25805,A025411,A043076,A043070,2016JJ00,1348.0
7773,ZW25805,A025411,A043076,A043070,2017JJ00,1316.7
7774,ZW25805,A025411,A043076,A043070,2018JJ00,1304.0
7775,ZW25805,A025411,A043076,A043070,2019JJ00,1266.0
7776,ZW25805,A025412,T001351,A043830,2012JJ00,1895.6
7777,ZW25805,A025412,T001351,A043830,2013JJ00,1941.0
7778,ZW25805,A025412,T001351,A043830,2014JJ00,1895.0
7779,ZW25805,A025412,T001351,A043830,2015JJ00,1798.0
7780,ZW25805,A025412,T001351,A043830,2016JJ00,1759.5
