ID,Bronnen,Perioden,CO2_1,NMVOS_2,CH4_3,SO2_4,N2O_5,CO_6,NOx_7,NH3_8,PM10_9,PM25_10
343,800048   ,2005JJ00,700,0.9,0.0,4.4,0.0,53.6,0.6,0.0,0.45,0.37
344,800048   ,2006JJ00,600,1.0,0.0,3.7,0.0,50.2,0.7,0.0,0.42,0.34
345,800048   ,2007JJ00,700,1.2,0.0,3.7,0.0,50.4,0.8,0.0,0.44,0.36
346,800048   ,2008JJ00,700,1.2,0.0,4.0,0.0,54.5,0.7,0.0,0.41,0.34
347,800048   ,2009JJ00,400,1.0,0.0,1.7,0.0,13.5,0.6,0.0,0.23,0.2
348,800048   ,2010JJ00,500,0.9,0.0,2.3,0.0,17.0,0.8,0.0,0.31,0.26
349,800048   ,2011JJ00,600,1.0,0.0,3.5,0.0,19.2,0.8,0.0,0.32,0.25
350,800048   ,2012JJ00,300,1.0,0.0,1.4,0.0,16.6,0.4,0.0,0.09,0.07
351,800048   ,2013JJ00,300,0.9,0.0,0.5,0.0,8.8,0.5,0.0,0.02,0.01
352,800048   ,2014JJ00,100,0.9,0.0,0.4,0.0,9.1,0.5,0.0,0.02,0.01
353,800048   ,2015JJ00,200,1.0,0.0,0.7,0.0,10.1,0.5,0.0,0.15,0.08
354,800048   ,2016JJ00,200,1.1,0.0,0.8,0.0,8.2,0.6,0.0,0.15,0.09
355,800048   ,2017JJ00,200,1.2,0.0,0.7,0.0,11.5,0.5,0.0,0.17,0.11
356,800048   ,2018JJ00,200,1.2,0.0,0.8,0.0,13.9,0.4,0.0,0.16,0.1
357,800048   ,2019JJ00,300,1.2,0.0,1.3,0.0,16.6,0.4,0.0,0.19,0.13
358,800048   ,2020JJ00,200,1.0,0.0,1.2,0.0,14.4,0.3,0.0,0.12,0.08
359,800048   ,2021JJ00,200,0.8,0.0,0.9,0.0,12.2,0.2,0.0,0.13,0.08
360,800049   ,1990JJ00,1000,45.1,0.1,3.4,0.0,4.3,3.7,0.3,2.12,0.78
361,800049   ,1995JJ00,1000,28.5,0.1,0.4,0.0,0.5,1.2,0.0,0.74,0.25
362,800049   ,2000JJ00,1000,12.4,0.1,0.0,0.0,0.5,0.7,0.0,0.66,0.23
363,800049   ,2001JJ00,1000,12.1,0.1,0.3,0.0,2.6,0.8,0.0,0.66,0.23
364,800049   ,2002JJ00,1000,10.5,0.1,0.0,0.0,0.7,0.9,0.0,0.58,0.21
365,800049   ,2003JJ00,900,8.6,0.1,0.0,0.0,0.6,0.5,0.0,0.56,0.2
366,800049   ,2004JJ00,900,8.2,0.1,0.4,0.0,2.5,0.6,0.0,0.59,0.2
367,800049   ,2005JJ00,900,8.2,0.1,0.3,0.0,3.2,0.6,0.0,0.54,0.19
368,800049   ,2006JJ00,800,7.5,0.1,0.3,0.0,2.5,0.6,0.0,0.53,0.18
369,800049   ,2007JJ00,800,8.0,0.1,0.3,0.0,2.1,0.6,0.0,0.53,0.18
370,800049   ,2008JJ00,800,7.2,0.1,0.5,0.0,2.6,0.6,0.0,0.58,0.19
371,800049   ,2009JJ00,800,6.5,0.1,0.4,0.0,2.5,0.7,0.0,0.51,0.23
372,800049   ,2010JJ00,900,11.1,0.1,0.5,0.0,2.6,0.8,0.0,0.57,0.15
373,800049   ,2011JJ00,700,9.6,0.1,0.6,0.0,2.4,1.1,0.0,0.55,0.24
374,800049   ,2012JJ00,700,9.3,0.1,0.5,0.0,0.4,1.0,0.0,0.51,0.16
375,800049   ,2013JJ00,700,8.3,0.1,0.8,0.0,0.3,0.9,0.0,0.51,0.16
376,800049   ,2014JJ00,600,7.8,0.1,0.8,0.0,0.4,0.7,0.0,0.51,0.17
377,800049   ,2015JJ00,600,7.8,0.1,0.8,0.0,0.3,0.8,0.0,0.53,0.18
378,800049   ,2016JJ00,600,6.1,0.1,0.8,0.0,0.3,0.8,0.0,0.54,0.18
379,800049   ,2017JJ00,700,7.3,0.1,0.8,0.0,0.3,0.8,0.0,0.55,0.19
380,800049   ,2018JJ00,600,7.4,0.1,0.8,0.0,0.3,0.7,0.0,0.51,0.18
381,800049   ,2019JJ00,600,7.4,0.1,0.7,0.0,0.3,0.8,0.0,0.49,0.17
382,800049   ,2020JJ00,500,7.5,0.1,0.5,0.0,0.3,0.6,0.0,0.46,0.16
383,800049   ,2021JJ00,600,7.5,0.1,0.4,0.0,0.3,0.5,0.0,0.5,0.18
384,339205   ,1990JJ00,200,7.6,0.0,0.0,0.05,0.9,0.5,0.0,0.59,0.27
385,339205   ,1995JJ00,200,4.9,0.0,0.0,0.04,0.7,0.4,0.0,0.01,0.0
386,339205   ,2000JJ00,200,5.3,0.0,0.0,0.06,0.2,0.2,0.0,0.0,0.0
387,339205   ,2001JJ00,200,3.6,0.0,0.0,0.05,0.2,0.2,0.0,0.0,0.0
388,339205   ,2002JJ00,200,4.5,0.0,0.0,0.03,0.2,0.2,0.0,0.0,0.0
389,339205   ,2003JJ00,200,5.1,0.0,0.0,0.04,0.2,0.1,0.0,0.0,0.0
390,339205   ,2004JJ00,200,4.8,0.0,0.0,0.04,0.2,0.1,0.0,0.0,0.0
391,339205   ,2005JJ00,100,4.5,0.0,0.0,0.04,0.2,0.1,0.0,0.0,0.0
392,339205   ,2006JJ00,100,4.0,0.0,0.0,0.04,0.1,0.1,0.0,0.01,0.0
393,339205   ,2007JJ00,100,4.2,0.0,0.0,0.04,0.1,0.1,0.0,0.02,0.01
394,339205   ,2008JJ00,100,5.1,0.0,0.0,0.05,0.1,0.1,0.0,0.0,0.0
395,339205   ,2009JJ00,100,3.6,0.0,0.0,0.05,0.1,0.1,0.0,0.01,0.01
396,339205   ,2010JJ00,200,5.7,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
397,339205   ,2011JJ00,100,5.8,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
398,339205   ,2012JJ00,100,4.6,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
399,339205   ,2013JJ00,100,4.2,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
400,339205   ,2014JJ00,100,5.4,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
401,339205   ,2015JJ00,100,5.0,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
402,339205   ,2016JJ00,100,3.7,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
403,339205   ,2017JJ00,100,3.9,0.0,0.0,0.04,0.2,0.1,0.0,0.0,0.0
404,339205   ,2018JJ00,100,3.9,0.0,0.0,0.04,0.2,0.1,0.0,0.0,0.0
405,339205   ,2019JJ00,100,4.2,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
406,339205   ,2020JJ00,100,4.1,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
407,339205   ,2021JJ00,100,4.0,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0
408,800050   ,1990JJ00,400,8.1,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.05
409,800050   ,1995JJ00,500,4.8,0.1,0.1,0.0,0.4,0.5,0.0,0.08,0.03
410,800050   ,2000JJ00,500,2.4,0.1,0.0,0.0,0.2,0.3,0.0,0.07,0.02
411,800050   ,2001JJ00,500,2.0,0.1,0.0,0.0,0.2,0.3,0.0,0.07,0.02
412,800050   ,2002JJ00,500,1.9,0.1,0.0,0.01,0.2,0.2,0.0,0.06,0.02
413,800050   ,2003JJ00,500,2.1,0.1,0.0,0.01,0.2,0.2,0.0,0.06,0.02
414,800050   ,2004JJ00,600,2.4,0.1,0.0,0.01,0.3,0.3,0.0,0.06,0.03
415,800050   ,2005JJ00,700,2.8,0.1,0.0,0.01,0.3,0.3,0.0,0.06,0.02
416,800050   ,2006JJ00,800,2.8,0.1,0.0,0.01,0.3,0.7,0.0,0.05,0.02
417,800050   ,2007JJ00,800,2.9,0.1,0.0,0.02,0.2,0.2,0.0,0.05,0.02
418,800050   ,2008JJ00,1500,2.5,0.3,0.0,0.04,0.2,0.2,0.0,0.05,0.02
419,800050   ,2009JJ00,1500,2.2,0.4,0.0,0.05,0.2,0.2,0.0,0.04,0.02
420,800050   ,2010JJ00,1400,2.3,0.3,0.0,0.04,0.2,0.2,0.0,0.04,0.02
421,800050   ,2011JJ00,1400,2.1,0.3,0.0,0.04,0.2,0.2,0.0,0.04,0.02
422,800050   ,2012JJ00,1500,2.1,0.3,0.0,0.04,0.2,0.2,0.0,0.03,0.02
423,800050   ,2013JJ00,1400,3.9,0.3,0.0,0.04,0.2,0.2,0.0,0.04,0.02
424,800050   ,2014JJ00,1400,1.7,0.3,0.0,0.04,0.2,0.2,0.0,0.03,0.02
425,800050   ,2015JJ00,1700,1.7,0.4,0.0,0.05,0.2,0.2,0.0,0.04,0.02
426,800050   ,2016JJ00,1800,1.8,0.4,0.0,0.05,0.2,0.2,0.0,0.04,0.02
427,800050   ,2017JJ00,1900,1.9,0.4,0.0,0.06,0.2,0.2,0.0,0.04,0.02
428,800050   ,2018JJ00,2100,1.9,0.5,0.0,0.06,0.2,0.2,0.0,0.04,0.02
429,800050   ,2019JJ00,2000,1.9,0.5,0.0,0.06,0.2,0.2,0.0,0.04,0.02
430,800050   ,2020JJ00,2000,1.9,0.5,0.0,0.06,0.2,0.2,0.0,0.04,0.01
431,800050   ,2021JJ00,2200,2.0,0.5,0.0,0.07,0.2,0.2,0.0,0.04,0.02
432,350000   ,1990JJ00,500,21.9,0.0,0.6,0.0,0.1,0.5,0.2,1.01,0.35
433,350000   ,1995JJ00,700,17.2,0.0,0.5,0.0,0.2,0.5,0.1,1.08,0.38
434,350000   ,2000JJ00,700,15.0,0.1,0.7,0.0,0.6,1.2,0.0,1.4,0.54
435,350000   ,2001JJ00,800,12.3,0.1,0.4,0.0,0.6,1.1,0.0,1.44,0.56
436,350000   ,2002JJ00,800,12.0,0.1,0.6,0.0,0.3,0.9,0.0,1.36,0.52
437,350000   ,2003JJ00,900,9.4,0.1,0.1,0.0,0.4,0.9,0.0,1.41,0.61
438,350000   ,2004JJ00,800,7.4,0.1,0.2,0.0,0.9,0.8,0.0,1.17,0.42
439,350000   ,2005JJ00,800,9.1,0.1,0.1,0.0,0.9,0.9,0.0,1.19,0.42
440,350000   ,2006JJ00,800,8.7,0.1,0.2,0.0,0.8,0.8,0.0,1.24,0.44
441,350000   ,2007JJ00,800,8.9,0.1,0.1,0.0,1.4,0.9,0.0,1.35,0.49
442,350000   ,2008JJ00,800,5.8,0.1,0.1,0.0,1.0,0.8,0.0,1.4,0.5
443,350000   ,2009JJ00,700,7.7,0.1,0.1,0.0,0.2,0.5,0.0,1.29,0.45
444,350000   ,2010JJ00,800,8.0,0.1,0.1,0.0,0.7,0.7,0.0,1.15,0.41
445,350000   ,2011JJ00,800,7.0,0.1,0.1,0.0,0.7,0.7,0.0,1.12,0.4
446,350000   ,2012JJ00,800,6.4,0.1,0.1,0.0,0.6,0.7,0.0,1.05,0.37
447,350000   ,2013JJ00,800,5.9,0.1,0.1,0.0,0.4,0.6,0.0,1.06,0.37
448,350000   ,2014JJ00,700,6.8,0.1,0.1,0.0,0.4,0.6,0.0,1.08,0.38
449,350000   ,2015JJ00,600,5.9,0.1,0.1,0.0,0.6,0.6,0.0,1.14,0.4
450,350000   ,2016JJ00,600,4.8,0.1,0.1,0.0,0.6,0.5,0.0,1.13,0.4
451,350000   ,2017JJ00,700,4.8,0.1,0.1,0.0,0.6,0.5,0.0,1.13,0.4
452,350000   ,2018JJ00,700,4.7,0.1,0.0,0.0,0.8,0.4,0.0,1.16,0.41
453,350000   ,2019JJ00,600,4.6,0.1,0.0,0.0,0.7,0.5,0.0,1.22,0.44
454,350000   ,2020JJ00,500,4.8,0.1,0.0,0.0,0.5,0.3,0.0,1.22,0.43
455,350000   ,2021JJ00,500,5.2,0.1,0.0,0.0,0.7,0.4,0.0,1.28,0.45
456,1050010  ,1990JJ00,22300,48.8,27.7,1.2,0.36,82.3,21.4,10.2,9.41,8.69
457,1050010  ,1995JJ00,25100,50.4,29.0,0.8,0.55,91.9,24.2,7.4,10.25,9.32
458,1050010  ,2000JJ00,22200,46.9,25.7,0.5,0.46,82.7,20.5,6.4,9.68,8.58
459,1050010  ,2001JJ00,23600,47.2,26.5,0.5,0.53,86.8,21.7,7.6,9.53,8.58
460,1050010  ,2002JJ00,22800,46.1,25.6,0.5,0.48,82.6,20.9,7.4,9.43,8.39
461,1050010  ,2003JJ00,23400,46.3,26.0,0.5,0.49,86.8,20.8,7.3,9.97,8.77
462,1050010  ,2004JJ00,22500,45.5,25.2,0.5,0.52,88.6,19.4,7.2,9.97,8.77
463,1050010  ,2005JJ00,21700,45.7,24.6,0.4,0.55,88.1,17.9,7.6,9.82,8.63
464,1050010  ,2006JJ00,21900,46.3,24.4,0.4,0.55,89.0,15.0,7.3,9.93,8.68
465,1050010  ,2007JJ00,19700,47.3,22.4,0.4,0.5,84.4,13.0,7.0,9.36,8.26
466,1050010  ,2008JJ00,22200,46.6,24.3,0.5,0.52,90.8,14.0,6.5,9.53,8.48
467,1050010  ,2009JJ00,22100,46.9,24.2,0.5,0.58,91.8,13.7,6.6,9.59,8.46
468,1050010  ,2010JJ00,25800,48.4,27.0,0.5,0.58,106.8,15.2,7.1,10.46,9.27
469,1050010  ,2011JJ00,20200,45.1,22.6,0.5,0.56,86.2,11.5,7.3,9.09,7.96
470,1050010  ,2012JJ00,21600,47.0,23.7,0.5,0.57,91.4,11.7,7.7,9.56,8.32
471,1050010  ,2013JJ00,22900,47.4,24.7,0.5,0.61,95.3,11.8,8.1,9.85,8.49
472,1050010  ,2014JJ00,17300,45.3,20.3,0.4,0.57,75.7,8.8,7.6,8.71,7.35
473,1050010  ,2015JJ00,18500,45.6,21.1,0.4,0.59,81.7,8.9,7.5,8.91,7.58
474,1050010  ,2016JJ00,19200,45.6,22.9,0.4,0.6,81.4,8.7,7.8,8.81,7.48
475,1050010  ,2017JJ00,18600,45.1,22.1,0.4,0.55,76.5,7.7,7.5,8.58,7.2
476,1050010  ,2018JJ00,18500,45.3,21.8,0.5,0.6,74.4,7.5,7.6,8.86,7.26
477,1050010  ,2019JJ00,17900,45.6,21.1,0.4,0.58,71.0,7.1,7.6,8.42,6.89
478,1050010  ,2020JJ00,17100,83.6,20.3,0.4,0.56,65.9,6.7,7.5,7.71,6.37
479,1050010  ,2021JJ00,19500,93.9,21.9,0.4,0.53,71.2,7.5,7.4,6.25,5.71
480,800051   ,1990JJ00,21000,153.2,1145.9,5.4,35.43,8.5,76.3,328.7,7.45,1.8
481,800051   ,1995JJ00,22600,102.7,1057.3,1.0,35.21,7.6,73.5,204.4,6.21,0.92
482,800051   ,2000JJ00,23100,93.8,882.3,0.4,28.84,7.3,64.0,159.9,6.52,0.87
483,800051   ,2001JJ00,23200,91.6,856.1,0.4,27.64,7.3,60.5,152.2,6.59,0.88
484,800051   ,2002JJ00,22500,89.1,811.5,0.3,25.54,6.7,56.6,145.1,6.31,0.83
485,800051   ,2003JJ00,23200,96.2,780.8,0.4,24.96,7.6,56.3,141.8,5.57,0.76
486,800051   ,2004JJ00,24300,89.0,767.2,0.3,24.26,7.4,55.7,140.9,6.02,0.81
487,800051   ,2005JJ00,23700,92.7,706.4,0.4,23.9,7.3,55.1,138.8,6.39,0.85
488,800051   ,2006JJ00,23200,94.0,693.7,0.4,24.38,7.9,56.4,142.6,6.39,0.87
489,800051   ,2007JJ00,23200,98.3,695.1,0.4,23.38,8.7,56.6,139.4,6.71,0.87
490,800051   ,2008JJ00,25000,101.2,701.2,0.5,22.93,10.4,59.2,127.5,6.98,0.9
491,800051   ,2009JJ00,25900,109.7,700.1,0.5,22.11,10.4,57.5,123.7,6.84,0.89
492,800051   ,2010JJ00,28800,114.0,690.5,0.6,22.04,11.7,55.9,121.1,6.94,0.9
493,800051   ,2011JJ00,26200,114.0,672.2,0.7,21.32,10.5,52.8,119.0,7.42,0.9
494,800051   ,2012JJ00,27400,112.6,657.2,0.5,20.67,10.3,51.4,113.5,7.24,0.91
495,800051   ,2013JJ00,27400,114.1,659.4,0.4,21.4,10.2,52.1,110.7,7.24,0.92
496,800051   ,2014JJ00,24400,105.4,647.3,0.4,21.69,8.7,49.6,115.1,7.36,0.91
497,800051   ,2015JJ00,25300,117.7,655.3,0.5,22.3,9.3,52.3,116.6,7.24,0.94
498,800051   ,2016JJ00,25600,121.1,659.9,1.3,22.01,9.4,51.2,117.2,7.09,0.93
499,800051   ,2017JJ00,25600,120.7,650.8,1.1,22.59,10.0,49.3,119.4,6.86,0.92
500,800051   ,2018JJ00,25400,117.4,630.4,0.7,22.34,10.2,48.4,117.1,6.62,0.91
501,800051   ,2019JJ00,24700,115.4,626.0,0.6,21.94,10.3,46.4,112.1,6.52,0.93
502,800051   ,2020JJ00,23800,115.4,616.1,0.6,21.99,10.2,45.1,111.2,6.33,0.93
503,800051   ,2021JJ00,24500,113.9,607.3,0.7,21.43,10.8,44.5,109.9,6.13,0.93
504,301100   ,1990JJ00,8000,97.7,583.9,0.0,32.11,2.1,58.8,328.1,4.83,0.57
505,301100   ,1995JJ00,8400,66.3,561.1,0.0,31.75,2.5,58.9,202.9,4.85,0.57
506,301100   ,2000JJ00,7700,71.4,494.1,0.0,25.51,2.4,50.6,158.2,5.34,0.6
507,301100   ,2001JJ00,7500,69.5,490.2,0.0,24.36,2.3,47.7,150.4,5.42,0.6
508,301100   ,2002JJ00,7000,68.1,464.7,0.0,22.32,2.1,45.3,143.3,5.3,0.58
509,301100   ,2003JJ00,7100,75.3,456.1,0.0,21.84,2.3,45.2,140.1,4.61,0.5
510,301100   ,2004JJ00,7300,69.0,456.0,0.0,21.11,2.5,45.4,139.1,5.07,0.55
511,301100   ,2005JJ00,7600,67.9,455.6,0.0,20.76,3.0,46.1,137.0,5.33,0.57
512,301100   ,2006JJ00,7100,69.4,460.8,0.0,21.26,3.5,47.4,140.8,5.29,0.56
513,301100   ,2007JJ00,7700,73.0,477.4,0.0,20.24,4.5,48.2,137.6,5.66,0.6
514,301100   ,2008JJ00,8600,76.3,496.7,0.0,19.77,5.9,50.2,125.7,5.85,0.62
515,301100   ,2009JJ00,8800,86.4,504.5,0.0,18.98,6.0,48.5,121.9,5.9,0.62
516,301100   ,2010JJ00,10400,87.8,508.2,0.1,18.92,7.2,46.0,119.3,5.98,0.63
517,301100   ,2011JJ00,9300,88.2,501.1,0.1,18.14,6.7,44.0,117.1,6.47,0.64
518,301100   ,2012JJ00,9400,87.5,495.5,0.1,17.51,6.4,42.7,111.7,6.3,0.63
519,301100   ,2013JJ00,9200,89.8,505.9,0.1,18.29,6.4,43.6,109.0,6.25,0.64
520,301100   ,2014JJ00,7900,81.1,503.5,0.1,18.55,5.3,42.0,113.4,6.36,0.64
521,301100   ,2015JJ00,8300,93.4,521.9,0.1,19.13,5.8,44.4,114.9,6.22,0.64
522,301100   ,2016JJ00,8300,97.2,533.5,0.1,18.7,5.6,43.6,115.3,6.13,0.64
523,301100   ,2017JJ00,8400,96.2,532.5,0.1,19.28,6.0,41.7,117.5,5.93,0.63
524,301100   ,2018JJ00,8800,92.6,515.8,0.1,19.02,6.4,41.4,115.3,5.69,0.62
525,301100   ,2019JJ00,8800,90.7,515.9,0.1,18.63,6.8,39.5,110.3,5.52,0.61
526,301100   ,2020JJ00,8500,89.8,512.4,0.1,18.68,6.8,38.6,109.3,5.42,0.62
527,301100   ,2021JJ00,8900,89.4,507.5,0.1,18.12,7.3,38.1,107.9,5.22,0.61
528,348000   ,1990JJ00,5000,1.9,560.4,4.6,2.66,4.0,6.2,0.0,0.9,0.85
529,348000   ,1995JJ00,5500,2.6,491.8,0.6,2.93,2.7,3.3,1.0,0.1,0.09
530,348000   ,2000JJ00,7400,1.7,382.2,0.2,2.99,2.7,3.0,1.2,0.04,0.03
531,348000   ,2001JJ00,7200,1.8,360.5,0.2,3.0,2.6,2.6,1.2,0.03,0.03
532,348000   ,2002JJ00,7300,1.6,341.7,0.2,3.01,2.3,2.4,1.2,0.03,0.03
533,348000   ,2003JJ00,7300,1.4,319.5,0.2,2.93,2.8,2.2,1.1,0.04,0.04
534,348000   ,2004JJ00,7500,1.4,306.3,0.2,2.96,2.4,2.2,1.2,0.06,0.06
535,348000   ,2005JJ00,7500,1.3,245.9,0.2,2.98,2.1,2.7,1.2,0.05,0.05
536,348000   ,2006JJ00,7500,1.2,228.2,0.3,2.98,2.0,2.7,1.2,0.18,0.1
537,348000   ,2007JJ00,7800,1.2,212.8,0.3,3.03,2.1,2.9,1.3,0.05,0.05
538,348000   ,2008JJ00,8000,1.1,199.3,0.3,3.06,2.2,3.3,1.3,0.06,0.05
539,348000   ,2009JJ00,8600,1.1,190.9,0.4,3.03,2.0,3.6,1.3,0.06,0.06
540,348000   ,2010JJ00,8600,0.9,177.9,0.4,3.02,1.9,3.7,1.2,0.05,0.05
541,348000   ,2011JJ00,9100,0.9,167.0,0.5,3.07,1.8,4.3,1.2,0.05,0.05
542,348000   ,2012JJ00,9400,0.8,157.7,0.3,3.07,1.6,3.9,1.3,0.07,0.07
543,348000   ,2013JJ00,9600,0.7,149.6,0.3,3.02,1.5,3.9,1.2,0.07,0.06
544,348000   ,2014JJ00,9600,0.7,140.1,0.3,3.06,1.5,4.0,1.2,0.06,0.05
545,348000   ,2015JJ00,9600,0.7,131.8,0.3,3.11,1.5,4.2,1.1,0.08,0.07
546,348000   ,2016JJ00,9800,0.6,124.8,1.2,3.25,1.8,4.1,1.3,0.06,0.06
547,348000   ,2017JJ00,9700,0.6,116.7,0.9,3.26,1.8,4.1,1.3,0.05,0.05
548,348000   ,2018JJ00,9400,0.6,113.0,0.5,3.26,1.7,3.9,1.3,0.05,0.05
549,348000   ,2019JJ00,9200,0.6,108.5,0.4,3.26,1.6,4.0,1.2,0.06,0.05
550,348000   ,2020JJ00,9200,0.6,102.2,0.4,3.26,1.8,4.0,1.3,0.06,0.05
551,348000   ,2021JJ00,9000,0.6,98.2,0.5,3.27,1.7,3.8,1.4,0.06,0.05
552,300008   ,1990JJ00,8000,53.5,1.7,0.8,0.67,2.4,11.3,0.5,1.73,0.38
553,300008   ,1995JJ00,8600,33.8,4.3,0.3,0.53,2.4,11.4,0.5,1.26,0.27
554,300008   ,2000JJ00,8000,20.7,6.0,0.2,0.34,2.2,10.4,0.5,1.15,0.24
555,300008   ,2001JJ00,8600,20.3,5.3,0.2,0.28,2.4,10.1,0.5,1.13,0.25
556,300008   ,2002JJ00,8200,19.5,5.1,0.1,0.21,2.3,8.9,0.6,0.98,0.22
557,300008   ,2003JJ00,8900,19.4,5.3,0.2,0.19,2.5,8.9,0.6,0.91,0.22
558,300008   ,2004JJ00,9600,18.6,4.9,0.1,0.19,2.6,8.2,0.6,0.89,0.21
559,300008   ,2005JJ00,8600,23.5,4.9,0.1,0.15,2.2,6.3,0.6,1.0,0.23
560,300008   ,2006JJ00,8600,23.4,4.7,0.1,0.14,2.4,6.3,0.6,0.93,0.21
561,300008   ,2007JJ00,7700,24.1,4.9,0.1,0.11,2.1,5.4,0.6,1.0,0.22
562,300008   ,2008JJ00,8400,23.8,5.3,0.1,0.1,2.3,5.7,0.6,1.07,0.23
563,300008   ,2009JJ00,8500,22.3,4.8,0.1,0.1,2.3,5.5,0.6,0.88,0.21
564,300008   ,2010JJ00,9800,25.2,4.4,0.1,0.09,2.6,6.2,0.6,0.91,0.22
565,300008   ,2011JJ00,7700,25.0,4.1,0.1,0.11,2.0,4.5,0.6,0.9,0.21
566,300008   ,2012JJ00,8700,24.3,4.0,0.1,0.08,2.3,4.7,0.6,0.87,0.21
567,300008   ,2013JJ00,8700,23.5,3.9,0.1,0.09,2.3,4.7,0.6,0.93,0.22
568,300008   ,2014JJ00,6900,23.7,3.8,0.1,0.07,1.9,3.6,0.6,0.95,0.22
569,300008   ,2015JJ00,7400,23.6,1.6,0.1,0.06,2.0,3.7,0.6,0.94,0.22
570,300008   ,2016JJ00,7500,23.3,1.6,0.1,0.06,2.0,3.5,0.6,0.9,0.24
571,300008   ,2017JJ00,7500,24.0,1.7,0.1,0.05,2.1,3.4,0.6,0.88,0.24
572,300008   ,2018JJ00,7300,24.1,1.6,0.1,0.05,2.1,3.2,0.6,0.87,0.25
573,300008   ,2019JJ00,6800,24.2,1.6,0.1,0.05,1.8,2.9,0.6,0.94,0.27
574,300008   ,2020JJ00,6100,25.0,1.5,0.1,0.05,1.6,2.6,0.6,0.84,0.26
575,300008   ,2021JJ00,6500,23.9,1.5,0.1,0.05,1.8,2.7,0.6,0.85,0.27
