ID,Perioden,OutputBasisprijzen_1,IntermediairVerbruik_2,Totaal_3,ALandbouwBosbouwEnVisserij_4,BENijverheidGeenBouwEnEnergie_5,BDelfstoffenwinning_6,CIndustrie_7,DEnergievoorziening_8,EWaterbedrijvenEnAfvalbeheer_9,FBouwnijverheid_10,GIHandelVervoerEnHoreca_11,JInformatieEnCommunicatie_12,KFinancieleDienstverlening_13,LVerhuurEnHandelVanOnroerendGoed_14,MNZakelijkeDienstverlening_15,OQOverheidEnZorg_16,RUCultuurRecreatieOverigeDiensten_17,Saldo_18,ProductgebondenBelastingen_19,ProductgebondenSubsidies_20,BrutoBinnenlandsProduct_21,OutputBasisprijzen_22,IntermediairVerbruik_23,Totaal_24,ALandbouwBosbouwEnVisserij_25,BENijverheidGeenBouwEnEnergie_26,BDelfstoffenwinning_27,CIndustrie_28,DEnergievoorziening_29,EWaterbedrijvenEnAfvalbeheer_30,FBouwnijverheid_31,GIHandelVervoerEnHoreca_32,JInformatieEnCommunicatie_33,KFinancieleDienstverlening_34,LVerhuurEnHandelVanOnroerendGoed_35,MNZakelijkeDienstverlening_36,OQOverheidEnZorg_37,RUCultuurRecreatieOverigeDiensten_38,Saldo_39,ProductgebondenBelastingen_40,ProductgebondenSubsidies_41,BrutoBinnenlandsProduct_42,OutputBasisprijzen_43,IntermediairVerbruik_44,Totaal_45,ALandbouwBosbouwEnVisserij_46,BENijverheidGeenBouwEnEnergie_47,BDelfstoffenwinning_48,CIndustrie_49,DEnergievoorziening_50,EWaterbedrijvenEnAfvalbeheer_51,FBouwnijverheid_52,GIHandelVervoerEnHoreca_53,JInformatieEnCommunicatie_54,KFinancieleDienstverlening_55,LVerhuurEnHandelVanOnroerendGoed_56,MNZakelijkeDienstverlening_57,OQOverheidEnZorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,BrutoBinnenlandsProduct_63,OutputBasisprijzen_64,IntermediairVerbruik_65,Totaal_66,ALandbouwBosbouwEnVisserij_67,BENijverheidGeenBouwEnEnergie_68,BDelfstoffenwinning_69,CIndustrie_70,DEnergievoorziening_71,EWaterbedrijvenEnAfvalbeheer_72,FBouwnijverheid_73,GIHandelVervoerEnHoreca_74,JInformatieEnCommunicatie_75,KFinancieleDienstverlening_76,LVerhuurEnHandelVanOnroerendGoed_77,MNZakelijkeDienstverlening_78,OQOverheidEnZorg_79,RUCultuurRecreatieOverigeDiensten_80,Saldo_81,ProductgebondenBelastingen_82,ProductgebondenSubsidies_83,BrutoBinnenlandsProduct_84,Totaal_85,Lonen_86,SocialePremiesTLVWerkgevers_87,Saldo_88,BelastingenOpProductieEnInvoer_89,Subsidies_90,Bruto_91,VerbruikVanVasteActiva_92,Netto_93,BrutoBinnenlandsProduct_94,Totaal_95,Lonen_96,SocialePremiesTLVWerkgevers_97,Saldo_98,BelastingenOpProductieEnInvoer_99,Subsidies_100,Bruto_101,VerbruikVanVasteActiva_102,Netto_103,BrutoBinnenlandsProduct_104,Totaal_105,Lonen_106,SocialePremiesTLVWerkgevers_107,Saldo_108,BelastingenOpProductieEnInvoer_109,Subsidies_110,Bruto_111,VerbruikVanVasteActiva_112,Netto_113,BrutoBinnenlandsProduct_114,Totaal_115,Lonen_116,SocialePremiesTLVWerkgevers_117,Saldo_118,BelastingenOpProductieEnInvoer_119,Subsidies_120,Bruto_121,VerbruikVanVasteActiva_122,Netto_123,BrutoBinnenlandsProduct_124,Totaal_125,Totaal_126,Huishoudens_127,Overheid_128,Totaal_129,BedrijvenEnHuishoudens_130,Overheid_131,VeranderingInVoorraden_132,Totaal_133,Goederen_134,Diensten_135,Totaal_136,Goederen_137,Diensten_138,BrutoBinnenlandsProduct_139,Totaal_140,Totaal_141,Huishoudens_142,Overheid_143,Totaal_144,BedrijvenEnHuishoudens_145,Overheid_146,VeranderingInVoorraden_147,Totaal_148,Goederen_149,Diensten_150,Totaal_151,Goederen_152,Diensten_153,BrutoBinnenlandsProduct_154,Totaal_155,Totaal_156,Huishoudens_157,Overheid_158,Totaal_159,BedrijvenEnHuishoudens_160,Overheid_161,VeranderingInVoorraden_162,Totaal_163,Goederen_164,Diensten_165,Totaal_166,Goederen_167,Diensten_168,BrutoBinnenlandsProduct_169,Totaal_170,Totaal_171,Huishoudens_172,Overheid_173,Totaal_174,BedrijvenEnHuishoudens_175,Overheid_176,VeranderingInVoorraden_177,Totaal_178,Goederen_179,Diensten_180,Totaal_181,Goederen_182,Diensten_183,BrutoBinnenlandsProduct_184
10,2005JJ00,1014469.0,522228.0,492241.0,10350.0,85690.0,12994.0,64117.0,5359.0,3220.0,26482.0,96778.0,24355.0,37327.0,35314.0,64043.0,100056.0,11846.0,60881.0,62154.0,1273.0,553122.0,1293320.0,677797.0,616768.0,11097.0,97865.0,26677.0,69474.0,7094.0,3686.0,33774.0,121995.0,23003.0,44472.0,43113.0,83286.0,138906.0,17011.0,92301.0,91979.0,346.0,707009.0,2.5,2.8,2.1,0.6,1.5,-16.8,3.5,24.2,-0.3,4.1,2.8,4.4,0.4,1.6,3.3,1.0,1.6,1.8,1.7,-2.7,2.0,78.4,77.0,79.8,93.3,87.6,48.7,92.3,75.5,87.4,78.4,79.3,105.9,83.9,81.9,76.9,72.0,69.6,66.0,67.6,367.4,78.2,265911.0,209140.0,56771.0,59806.0,67449.0,7643.0,227405.0,88843.0,138562.0,553122.0,,,,76735.0,103480.0,22169.0,,112483.0,,707009.0,,,,3.1,1.9,-6.4,,1.7,,2.0,,,,77.9,65.2,34.5,,79.0,,78.2,503806.0,391017.0,267616.0,123401.0,112352.0,90956.0,21396.0,437.0,362770.0,280909.0,81861.0,313454.0,233905.0,79549.0,553122.0,655966.0,517371.0,353138.0,164188.0,139845.0,112339.0,27290.0,-1550.0,430765.0,329821.0,98455.0,379306.0,273628.0,101943.0,707009.0,1.6,1.0,0.9,1.3,3.3,3.9,0.8,,5.7,6.0,4.6,5.5,5.8,4.4,2.0,76.8,75.6,75.8,75.2,80.3,81.0,78.4,,84.2,85.2,83.1,82.6,85.5,78.0,78.2
11,2006JJ00,1075574.0,553517.0,522057.0,11513.0,91957.0,16440.0,66057.0,6075.0,3385.0,28306.0,100984.0,25794.0,37104.0,40557.0,69790.0,103804.0,12248.0,65387.0,66740.0,1353.0,587444.0,1338896.0,702152.0,638049.0,11173.0,99822.0,26148.0,71354.0,7267.0,3808.0,34775.0,127701.0,24521.0,46904.0,43864.0,88359.0,140763.0,17563.0,96215.0,95831.0,352.0,732018.0,3.5,3.6,3.5,0.7,2.0,-2.0,2.7,2.4,3.3,3.0,4.7,6.6,5.5,1.7,6.1,1.3,3.2,4.2,4.2,1.6,3.5,80.3,78.8,81.8,103.0,92.1,62.9,92.6,83.6,88.9,81.4,79.1,105.2,79.1,92.5,79.0,73.7,69.7,68.0,69.6,384.2,80.2,274752.0,218819.0,55933.0,64025.0,72099.0,8074.0,248667.0,92764.0,155903.0,587444.0,,,,79712.0,107563.0,23159.0,,114595.0,,732018.0,,,,3.9,3.9,4.5,,1.9,,3.5,,,,80.3,67.0,34.9,,80.9,,80.2,534011.0,411028.0,274712.0,136316.0,122832.0,99056.0,23776.0,151.0,400318.0,314193.0,86125.0,346885.0,264202.0,82683.0,587444.0,678337.0,530245.0,352536.0,177741.0,149537.0,119600.0,29724.0,-2073.0,461889.0,356857.0,102285.0,408139.0,299346.0,104303.0,732018.0,3.4,2.5,-0.2,8.3,6.9,6.5,8.9,,7.2,8.2,3.9,7.6,9.4,2.3,3.5,78.7,77.5,77.9,76.7,82.1,82.8,80.0,,86.7,88.0,84.2,85.0,88.3,79.3,80.2
12,2007JJ00,1144773.0,590120.0,554653.0,11408.0,96428.0,15860.0,70622.0,6416.0,3530.0,30813.0,107432.0,28276.0,37202.0,45644.0,76609.0,107946.0,12895.0,68122.0,69018.0,896.0,622775.0,1392848.0,730766.0,663451.0,11473.0,103568.0,25343.0,75557.0,7316.0,3836.0,37195.0,133320.0,26613.0,50153.0,44163.0,93238.0,142443.0,18237.0,99217.0,98683.0,338.0,760460.0,4.0,4.1,4.0,2.7,3.8,-3.1,5.9,0.7,0.7,7.0,4.4,8.5,6.9,0.7,5.5,1.2,3.8,3.1,3.0,-4.0,3.9,82.2,80.8,83.6,99.4,93.1,62.6,93.5,87.7,92.0,82.8,80.6,106.2,74.2,103.4,82.2,75.8,70.7,68.7,69.9,265.0,81.9,290622.0,232090.0,58532.0,65817.0,74513.0,8696.0,266336.0,97499.0,168837.0,622775.0,,,,82592.0,110679.0,22516.0,,117630.0,,760460.0,,,,3.6,2.9,-2.8,,2.6,,3.9,,,,79.7,67.3,38.6,,82.9,,81.9,575308.0,430646.0,285873.0,144773.0,143885.0,119329.0,24556.0,777.0,427909.0,335582.0,92327.0,380442.0,283423.0,97019.0,622775.0,713916.0,542481.0,359045.0,183495.0,171476.0,141123.0,29967.0,-1581.0,486998.0,375176.0,108975.0,439845.0,315405.0,120417.0,760460.0,5.2,2.3,1.8,3.2,14.7,18.0,0.8,,5.4,5.1,6.5,7.8,5.4,15.4,3.9,80.6,79.4,79.6,78.9,83.9,84.6,81.9,,87.9,89.4,84.7,86.5,89.9,80.6,81.9
13,2008JJ00,1204623.0,624453.0,580170.0,10762.0,102260.0,22151.0,70346.0,5968.0,3795.0,33104.0,110254.0,28914.0,36978.0,46840.0,82806.0,114815.0,13437.0,71129.0,71831.0,702.0,651299.0,1421574.0,743232.0,679650.0,11769.0,105030.0,27925.0,75020.0,7497.0,3932.0,38641.0,133421.0,27435.0,53083.0,44658.0,98338.0,146116.0,18347.0,98693.0,98177.0,340.0,776557.0,2.1,1.7,2.4,2.6,1.4,10.2,-0.7,2.5,2.5,3.9,0.1,3.1,5.8,1.1,5.5,2.6,0.6,-0.5,-0.5,0.7,2.1,84.7,84.0,85.4,91.4,97.4,79.3,93.8,79.6,96.5,85.7,82.6,105.4,69.7,104.9,84.2,78.6,73.2,72.1,73.2,206.2,83.9,307808.0,242900.0,64908.0,68536.0,77792.0,9256.0,274955.0,102870.0,172085.0,651299.0,,,,81441.0,110244.0,24132.0,,121025.0,,776557.0,,,,-1.4,-0.4,7.2,,2.9,,2.1,,,,84.2,70.6,38.4,,85.0,,83.9,592296.0,447669.0,294904.0,152765.0,142837.0,116603.0,26234.0,1790.0,453341.0,353458.0,99883.0,394338.0,301969.0,92369.0,651299.0,718172.0,550914.0,362038.0,188959.0,166453.0,135057.0,31083.0,-472.0,495142.0,377535.0,114930.0,436842.0,319884.0,112198.0,776557.0,0.6,1.6,0.8,3.0,-2.9,-4.3,3.7,,1.7,0.6,5.5,-0.7,1.4,-6.8,2.1,82.5,81.3,81.5,80.8,85.8,86.3,84.4,,91.6,93.6,86.9,90.3,94.4,82.3,83.9
14,2009JJ00,1153249.0,589069.0,564180.0,9868.0,90014.0,16152.0,61992.0,8222.0,3648.0,33394.0,104609.0,27626.0,44177.0,37445.0,81068.0,122211.0,13768.0,65993.0,67050.0,1057.0,630173.0,1370919.0,715045.0,657110.0,12138.0,95228.0,25550.0,66985.0,7439.0,3849.0,36863.0,124420.0,26582.0,52952.0,44652.0,94255.0,150870.0,17834.0,92267.0,92036.0,407.0,748094.0,-3.6,-3.8,-3.3,3.1,-9.3,-8.5,-10.7,-0.8,-2.1,-4.6,-6.7,-3.1,-0.2,0.0,-4.2,3.3,-2.8,-6.5,-6.3,19.7,-3.7,84.1,82.4,85.9,81.3,94.5,63.2,92.5,110.5,94.8,90.6,84.1,103.9,83.4,83.9,86.0,81.0,77.2,71.5,72.9,259.5,84.2,312320.0,246210.0,66110.0,62434.0,73405.0,10971.0,255419.0,106740.0,148679.0,630173.0,,,,75892.0,104126.0,25052.0,,123244.0,,748094.0,,,,-6.8,-5.5,3.8,,1.8,,-3.7,,,,82.3,70.5,43.8,,86.6,,84.2,579167.0,449498.0,285927.0,163571.0,132856.0,105350.0,27506.0,-3187.0,388198.0,291725.0,96473.0,337192.0,245035.0,92157.0,630173.0,699409.0,552921.0,354923.0,198146.0,152214.0,119695.0,32320.0,-5997.0,452107.0,339275.0,110809.0,402495.0,285765.0,113660.0,748094.0,-2.6,0.4,-2.0,4.9,-8.6,-11.4,4.0,,-8.7,-10.1,-3.6,-7.9,-10.7,1.3,-3.7,82.8,81.3,80.6,82.6,87.3,88.0,85.1,,85.9,86.0,87.1,83.8,85.7,81.1,84.2
15,2010JJ00,1192983.0,617278.0,575705.0,11496.0,91890.0,17652.0,62837.0,7757.0,3644.0,29984.0,106847.0,27843.0,51454.0,35788.0,79673.0,126482.0,14248.0,67317.0,68251.0,934.0,643022.0,1381767.0,715928.0,666890.0,12117.0,100937.0,29451.0,69948.0,7655.0,3797.0,32548.0,128810.0,26497.0,53852.0,46072.0,92556.0,154449.0,17761.0,92151.0,91837.0,383.0,757964.0,0.8,0.1,1.5,-0.2,6.0,15.3,4.4,2.9,-1.4,-11.7,3.5,-0.3,1.7,3.2,-1.8,2.4,-0.4,-0.1,-0.2,-5.9,1.3,86.3,86.2,86.3,94.9,91.0,59.9,89.8,101.3,96.0,92.1,82.9,105.1,95.5,77.7,86.1,81.9,80.2,73.1,74.3,243.6,84.8,311900.0,247258.0,64642.0,63720.0,74829.0,11109.0,267402.0,109569.0,157833.0,643022.0,,,,75427.0,104089.0,25865.0,,124183.0,,757964.0,,,,-0.6,0.0,3.2,,0.8,,1.3,,,,84.5,71.9,43.0,,88.2,,84.8,588410.0,459567.0,290857.0,168710.0,125004.0,97661.0,27343.0,3839.0,445533.0,342284.0,103249.0,390921.0,292002.0,98919.0,643022.0,698457.0,555376.0,355413.0,200085.0,141149.0,109737.0,31271.0,2070.0,495866.0,377026.0,116682.0,436480.0,314398.0,118493.0,757964.0,-0.1,0.4,0.1,1.0,-7.3,-8.3,-3.2,,9.7,11.1,5.3,8.4,10.0,4.3,1.3,84.2,82.7,81.8,84.3,88.6,89.0,87.4,,89.8,90.8,88.5,89.6,92.9,83.5,84.8
16,2011JJ00,1262956.0,673787.0,589169.0,10486.0,97062.0,19097.0,66266.0,7850.0,3849.0,29686.0,109993.0,27886.0,51549.0,36613.0,82734.0,128349.0,14811.0,66844.0,67709.0,865.0,656013.0,1424533.0,744591.0,681034.0,12092.0,102997.0,27107.0,73485.0,7662.0,3897.0,32828.0,134352.0,27017.0,53742.0,45924.0,95453.0,157530.0,17962.0,91046.0,90715.0,372.0,771405.0,3.1,4.0,2.1,-0.2,2.0,-8.0,5.1,0.1,2.6,0.9,4.3,2.0,-0.2,-0.3,3.1,2.0,1.1,-1.2,-1.2,-2.9,1.8,88.7,90.5,86.5,86.7,94.2,70.5,90.2,102.5,98.8,90.4,81.9,103.2,95.9,79.7,86.7,81.5,82.5,73.4,74.6,232.3,85.0,319887.0,252650.0,67237.0,64176.0,74676.0,10500.0,271950.0,109885.0,162065.0,656013.0,,,,74943.0,103035.0,25052.0,,125446.0,,771405.0,,,,-0.6,-1.0,-3.1,,1.0,,1.8,,,,85.6,72.5,41.9,,87.6,,85.0,599640.0,469017.0,300190.0,168827.0,130753.0,102840.0,27913.0,-130.0,493159.0,381887.0,111272.0,436786.0,327123.0,109663.0,656013.0,703434.0,556252.0,356959.0,199445.0,148898.0,117082.0,31643.0,-1908.0,524061.0,396709.0,125117.0,456715.0,326601.0,126625.0,771405.0,0.7,0.2,0.4,-0.3,5.5,6.7,1.2,,5.7,5.2,7.2,4.6,3.9,6.9,1.8,85.2,84.3,84.1,84.6,87.8,87.8,88.2,,94.1,96.3,88.9,95.6,100.2,86.6,85.0
17,2012JJ00,1284508.0,691393.0,593115.0,11170.0,100005.0,21691.0,66223.0,8203.0,3888.0,27183.0,111966.0,27633.0,54017.0,31700.0,83411.0,131202.0,14828.0,65117.0,65922.0,805.0,658232.0,1420575.0,745540.0,675985.0,12084.0,102455.0,26662.0,73133.0,7708.0,3970.0,30050.0,134249.0,27284.0,51712.0,46262.0,96318.0,157042.0,17717.0,88258.0,87897.0,348.0,763862.0,-0.3,0.1,-0.7,-0.1,-0.5,-1.6,-0.5,0.6,1.9,-8.5,-0.1,1.0,-3.8,0.7,0.9,-0.3,-1.4,-3.1,-3.1,-6.5,-1.0,90.4,92.7,87.7,92.4,97.6,81.4,90.6,106.4,97.9,90.5,83.4,101.3,104.5,68.5,86.6,83.5,83.7,73.8,75.0,231.2,86.2,324274.0,254221.0,70053.0,63573.0,73289.0,9716.0,270385.0,110836.0,159549.0,658232.0,,,,72917.0,99868.0,23716.0,,126567.0,,763862.0,,,,-2.7,-3.1,-5.3,,0.9,,-1.0,,,,87.2,73.4,41.0,,87.6,,86.2,594002.0,471685.0,300662.0,171023.0,122368.0,96983.0,25385.0,-51.0,523792.0,406143.0,117649.0,459562.0,344931.0,114631.0,658232.0,689240.0,551228.0,354063.0,197317.0,139588.0,110866.0,28564.0,-1568.0,543530.0,409714.0,131640.0,469928.0,334473.0,132112.0,763862.0,-2.0,-0.9,-0.8,-1.1,-6.3,-5.3,-9.7,,3.7,3.3,5.2,2.9,2.4,4.3,-1.0,86.2,85.6,84.9,86.7,87.7,87.5,88.9,,96.4,99.1,89.4,97.8,103.1,86.8,86.2
18,2013JJ00,1290536.0,692216.0,598320.0,12278.0,98777.0,22612.0,64215.0,7963.0,3987.0,25598.0,116247.0,27602.0,52022.0,33630.0,84211.0,133077.0,14878.0,67247.0,67987.0,740.0,665567.0,1426260.0,748720.0,678483.0,12258.0,104301.0,28719.0,72804.0,7875.0,4224.0,28171.0,135722.0,27762.0,51297.0,46864.0,96306.0,157754.0,17301.0,85017.0,84673.0,337.0,763631.0,0.4,0.4,0.4,1.4,1.8,7.7,-0.4,2.2,6.4,-6.3,1.1,1.8,-0.8,1.3,0.0,0.5,-2.3,-3.7,-3.7,-3.4,0.0,90.5,92.5,88.2,100.2,94.7,78.7,88.2,101.1,94.4,90.9,85.7,99.4,101.4,71.8,87.4,84.4,86.0,79.1,80.3,219.9,87.2,325151.0,255087.0,70064.0,67150.0,76268.0,9118.0,273266.0,112776.0,160490.0,665567.0,,,,70108.0,96763.0,24131.0,,127657.0,,763631.0,,,,-3.9,-3.1,1.7,,0.9,,0.0,,,,95.8,78.8,37.8,,88.3,,87.2,598408.0,476205.0,304838.0,171367.0,121128.0,96222.0,24906.0,1075.0,534924.0,408836.0,126088.0,467765.0,343211.0,124554.0,665567.0,686069.0,548825.0,351841.0,197122.0,137403.0,109611.0,27645.0,-223.0,559931.0,418229.0,139881.0,483499.0,338981.0,142050.0,763631.0,-0.5,-0.4,-0.6,-0.1,-1.6,-1.1,-3.2,,3.0,2.1,6.3,2.9,1.3,7.5,0.0,87.2,86.8,86.6,86.9,88.2,87.8,90.1,,95.5,97.8,90.1,96.7,101.2,87.7,87.2
19,2014JJ00,1315224.0,705915.0,609309.0,12222.0,94166.0,17022.0,65571.0,7424.0,4149.0,25828.0,119502.0,27924.0,55231.0,35816.0,88521.0,134807.0,15292.0,69318.0,70032.0,714.0,678627.0,1460247.0,771282.0,689703.0,12880.0,102623.0,24578.0,74338.0,7924.0,4509.0,28896.0,139614.0,28600.0,52047.0,47588.0,100575.0,159032.0,17235.0,86078.0,85696.0,328.0,775945.0,2.4,3.0,1.7,5.1,-1.6,-14.4,2.1,0.6,6.7,2.6,2.9,3.0,1.5,1.5,4.4,0.8,-0.4,1.2,1.2,-2.4,1.6,90.1,91.5,88.3,94.9,91.8,69.3,88.2,93.7,92.0,89.4,85.6,97.6,106.1,75.3,88.0,84.8,88.7,80.5,81.7,217.4,87.5,328743.0,254708.0,74035.0,71990.0,80640.0,8650.0,277894.0,113837.0,164057.0,678627.0,,,,71529.0,97973.0,23054.0,,128278.0,,775945.0,,,,2.0,1.3,-4.5,,0.5,,1.6,,,,100.6,82.3,37.5,,88.7,,87.5,603648.0,483486.0,309660.0,173826.0,118012.0,93840.0,24172.0,2150.0,552282.0,410589.0,141693.0,477303.0,345187.0,132116.0,678627.0,687987.0,552670.0,354174.0,198635.0,134082.0,107184.0,26759.0,1131.0,588763.0,431374.0,156183.0,502605.0,350248.0,150120.0,775945.0,0.3,0.7,0.7,0.8,-2.4,-2.2,-3.2,,5.1,3.1,11.7,4.0,3.3,5.7,1.6,87.7,87.5,87.4,87.5,88.0,87.6,90.3,,93.8,95.2,90.7,95.0,98.6,88.0,87.5
20,2015JJ00,1357585.0,729959.0,627626.0,12627.0,95632.0,12746.0,70958.0,7708.0,4220.0,26128.0,126257.0,28817.0,54915.0,36277.0,95888.0,135300.0,15785.0,71549.0,72272.0,723.0,699175.0,1516466.0,813747.0,703025.0,13295.0,101021.0,20717.0,75236.0,8133.0,4744.0,30643.0,143209.0,29749.0,52578.0,48059.0,107364.0,158927.0,17551.0,89334.0,88922.0,335.0,792400.0,3.8,5.5,1.9,3.2,-1.6,-15.7,1.2,2.6,5.2,6.0,2.6,4.0,1.0,1.0,6.7,-0.1,1.8,3.8,3.8,2.1,2.1,89.5,89.7,89.3,95.0,94.7,61.5,94.3,94.8,89.0,85.3,88.2,96.9,104.4,75.5,89.3,85.1,89.9,80.1,81.3,215.7,88.2,330994.0,260224.0,70770.0,72918.0,81775.0,8857.0,295263.0,115177.0,180086.0,699175.0,,,,74193.0,101783.0,24267.0,,129599.0,,792400.0,,,,3.7,3.9,5.3,,1.0,,2.1,,,,98.3,80.3,36.5,,88.9,,88.2,645633.0,490626.0,316815.0,173811.0,152468.0,127303.0,25165.0,2539.0,587250.0,419958.0,167292.0,533708.0,352217.0,181491.0,699175.0,735487.0,560168.0,362017.0,198294.0,173078.0,145184.0,27926.0,1915.0,638048.0,453896.0,183512.0,580019.0,376308.0,204473.0,792400.0,6.9,1.4,2.2,-0.2,29.1,35.5,4.4,,8.4,5.2,17.5,15.4,7.4,36.2,2.1,87.8,87.6,87.5,87.7,88.1,87.7,90.1,,92.0,92.5,91.2,92.0,93.6,88.8,88.2
21,2016JJ00,1386436.0,742124.0,644312.0,13424.0,93991.0,8128.0,73940.0,7735.0,4188.0,28180.0,130779.0,30005.0,52353.0,37535.0,102752.0,138906.0,16387.0,75863.0,76854.0,991.0,720175.0,1561305.0,842791.0,718804.0,13688.0,102049.0,19012.0,77358.0,8145.0,4754.0,33633.0,146462.0,31041.0,52071.0,48263.0,113633.0,159573.0,17883.0,92909.0,92626.0,403.0,811610.0,3.0,3.6,2.2,3.0,1.0,-8.2,2.8,0.2,0.2,9.8,2.3,4.3,-1.0,0.4,5.8,0.4,1.9,4.0,4.2,20.3,2.4,88.8,88.1,89.6,98.1,92.1,42.8,95.6,95.0,88.1,83.8,89.3,96.7,100.5,77.8,90.4,87.0,91.6,81.7,83.0,245.6,88.7,342642.0,268961.0,73681.0,77672.0,87119.0,9447.0,299861.0,117405.0,182456.0,720175.0,,,,76957.0,104993.0,23889.0,,131815.0,,811610.0,,,,3.7,3.2,-1.6,,1.7,,2.4,,,,100.9,83.0,39.5,,89.1,,88.7,642011.0,499586.0,323097.0,176489.0,138952.0,114109.0,24843.0,3473.0,582690.0,422922.0,159768.0,504526.0,351956.0,152570.0,720175.0,727973.0,567676.0,366829.0,200991.0,157361.0,129716.0,27612.0,2662.0,650574.0,474053.0,175701.0,566959.0,394194.0,172073.0,811610.0,-1.0,1.3,1.3,1.4,-9.1,-10.7,-1.1,,2.0,4.4,-4.3,-2.3,4.8,-15.8,2.4,88.2,88.0,88.1,87.8,88.3,88.0,90.0,,89.6,89.2,90.9,89.0,89.3,88.7,88.7
22,2017JJ00,1463821.0,791887.0,671934.0,14776.0,98589.0,7710.0,79216.0,7406.0,4257.0,29966.0,136823.0,31006.0,50940.0,41501.0,109098.0,142308.0,16927.0,78927.0,80053.0,1126.0,750861.0,1616149.0,877711.0,738833.0,13858.0,106656.0,16110.0,82775.0,8412.0,4814.0,36136.0,151144.0,32653.0,50620.0,48932.0,118746.0,161435.0,18322.0,95455.0,95222.0,434.0,834185.0,3.5,4.1,2.8,1.2,4.5,-15.3,7.0,3.3,1.3,7.4,3.2,5.2,-2.8,1.4,4.5,1.2,2.5,2.7,2.8,7.6,2.8,90.6,90.2,90.9,106.6,92.4,47.9,95.7,88.0,88.4,82.9,90.5,95.0,100.6,84.8,91.9,88.2,92.4,82.7,84.1,259.5,90.0,354478.0,277944.0,76534.0,80632.0,90664.0,10032.0,315751.0,120217.0,195534.0,750861.0,,,,79194.0,107724.0,23911.0,,133953.0,,834185.0,,,,2.9,2.6,0.1,,1.6,,2.8,,,,101.8,84.2,42.0,,89.7,,90.0,670421.0,518633.0,337163.0,181470.0,148357.0,123002.0,25355.0,3431.0,639580.0,463562.0,176018.0,559140.0,388431.0,170709.0,750861.0,748494.0,578540.0,375079.0,203605.0,166870.0,139064.0,27805.0,2760.0,695646.0,502827.0,191866.0,610150.0,419804.0,189633.0,834185.0,2.8,1.9,2.2,1.3,6.0,7.2,0.7,,6.9,6.1,9.2,7.6,6.5,10.2,2.8,89.6,89.6,89.9,89.1,88.9,88.4,91.2,,91.9,92.2,91.7,91.6,92.5,90.0,90.0
23,2018JJ00,1558226.0,854669.0,703557.0,13855.0,103759.0,7519.0,83919.0,8019.0,4302.0,32629.0,143061.0,32358.0,50410.0,45337.0,116053.0,148427.0,17668.0,83716.0,84930.0,1214.0,787273.0,1682695.0,928046.0,755173.0,13783.0,109649.0,13688.0,86789.0,8358.0,4963.0,37955.0,155657.0,33772.0,49880.0,49661.0,123070.0,162719.0,18905.0,97993.0,97838.0,472.0,853027.0,4.1,5.7,2.2,-0.5,2.8,-15.0,4.8,-0.6,3.1,5.0,3.0,3.4,-1.5,1.5,3.6,0.8,3.2,2.7,2.7,8.9,2.3,92.6,92.1,93.2,100.5,94.6,54.9,96.7,95.9,86.7,86.0,91.9,95.8,101.1,91.3,94.3,91.2,93.5,85.4,86.8,256.9,92.3,372900.0,290470.0,82430.0,85609.0,96206.0,10597.0,328764.0,125574.0,203190.0,787273.0,,,,81283.0,110438.0,24286.0,,136596.0,,853027.0,,,,2.6,2.5,1.6,,2.0,,2.3,,,,105.3,87.1,43.6,,91.9,,92.3,704186.0,542949.0,352300.0,190649.0,157069.0,130744.0,26325.0,4168.0,685372.0,489103.0,196269.0,602285.0,412515.0,189770.0,787273.0,766721.0,590979.0,383985.0,207134.0,172075.0,143842.0,28245.0,3327.0,729884.0,519536.0,209387.0,643808.0,435884.0,207369.0,853027.0,2.4,2.2,2.4,1.7,3.1,3.4,1.6,,4.9,3.3,9.1,5.5,3.8,9.4,2.3,91.8,91.9,91.7,92.0,91.3,90.9,93.2,,93.9,94.1,93.7,93.6,94.6,91.5,92.3
