ID,Zorgtype,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
1427,A052913,A052931,2024JJ00,181
1428,A052913,A052932,2021JJ00,0
1429,A052913,A052932,2022JJ00,0
1430,A052913,A052932,2023JJ00,0
1431,A052913,A052932,2024JJ00,0
1432,A052913,A052933,2021JJ00,232
1433,A052913,A052933,2022JJ00,236
1434,A052913,A052933,2023JJ00,234
1435,A052913,A052933,2024JJ00,251
1436,A052913,A052934,2021JJ00,0
1437,A052913,A052934,2022JJ00,0
1438,A052913,A052934,2023JJ00,0
1439,A052913,A052934,2024JJ00,0
1440,A052913,A052935,2021JJ00,0
1441,A052913,A052935,2022JJ00,0
1442,A052913,A052935,2023JJ00,0
1443,A052913,A052935,2024JJ00,1
1444,A052913,A052936,2021JJ00,193
1445,A052913,A052936,2022JJ00,198
1446,A052913,A052936,2023JJ00,207
1447,A052913,A052936,2024JJ00,221
1448,A052913,A052937,2021JJ00,0
1449,A052913,A052937,2022JJ00,0
1450,A052913,A052937,2023JJ00,0
1451,A052913,A052937,2024JJ00,0
1452,A052913,A052938,2021JJ00,0
1453,A052913,A052938,2022JJ00,0
1454,A052913,A052938,2023JJ00,0
1455,A052913,A052938,2024JJ00,0
1456,A052913,A052939,2021JJ00,0
1457,A052913,A052939,2022JJ00,0
1458,A052913,A052939,2023JJ00,0
1459,A052913,A052939,2024JJ00,0
1460,A052913,A052940,2021JJ00,2
1461,A052913,A052940,2022JJ00,2
1462,A052913,A052940,2023JJ00,2
1463,A052913,A052940,2024JJ00,1
1464,A052913,A052941,2021JJ00,0
1465,A052913,A052941,2022JJ00,0
1466,A052913,A052941,2023JJ00,0
1467,A052913,A052941,2024JJ00,0
1468,A052913,A052942,2021JJ00,0
1469,A052913,A052942,2022JJ00,0
1470,A052913,A052942,2023JJ00,0
1471,A052913,A052942,2024JJ00,0
1472,A052913,A052943,2021JJ00,0
1473,A052913,A052943,2022JJ00,0
1474,A052913,A052943,2023JJ00,0
1475,A052913,A052943,2024JJ00,0
1476,A052913,A052944,2021JJ00,0
1477,A052913,A052944,2022JJ00,0
1478,A052913,A052944,2023JJ00,0
1479,A052913,A052944,2024JJ00,0
1480,A052913,A052945,2021JJ00,0
1481,A052913,A052945,2022JJ00,0
1482,A052913,A052945,2023JJ00,0
1483,A052913,A052945,2024JJ00,0
1484,A052913,A052946,2021JJ00,5191
1485,A052913,A052946,2022JJ00,5474
1486,A052913,A052946,2023JJ00,5644
1487,A052913,A052946,2024JJ00,6080
1488,A052913,A052947,2021JJ00,4285
1489,A052913,A052947,2022JJ00,4456
1490,A052913,A052947,2023JJ00,4485
1491,A052913,A052947,2024JJ00,4845
1492,A052913,A052948,2021JJ00,34
1493,A052913,A052948,2022JJ00,35
1494,A052913,A052948,2023JJ00,106
1495,A052913,A052948,2024JJ00,115
1496,A052913,A052949,2021JJ00,798
1497,A052913,A052949,2022JJ00,864
1498,A052913,A052949,2023JJ00,933
1499,A052913,A052949,2024JJ00,997
1500,A052913,A052950,2021JJ00,0
1501,A052913,A052950,2022JJ00,0
1502,A052913,A052950,2023JJ00,0
1503,A052913,A052950,2024JJ00,0
1504,A052913,A052951,2021JJ00,74
1505,A052913,A052951,2022JJ00,119
1506,A052913,A052951,2023JJ00,119
1507,A052913,A052951,2024JJ00,123
1508,A052913,A052952,2021JJ00,0
1509,A052913,A052952,2022JJ00,0
1510,A052913,A052952,2023JJ00,0
1511,A052913,A052952,2024JJ00,0
1512,A052914,T001699,2021JJ00,4377
1513,A052914,T001699,2022JJ00,4254
1514,A052914,T001699,2023JJ00,4272
1515,A052914,T001699,2024JJ00,4496
1516,A052914,A052927,2021JJ00,153
1517,A052914,A052927,2022JJ00,182
1518,A052914,A052927,2023JJ00,212
1519,A052914,A052927,2024JJ00,225
1520,A052914,A052928,2021JJ00,34
1521,A052914,A052928,2022JJ00,58
1522,A052914,A052928,2023JJ00,65
1523,A052914,A052928,2024JJ00,70
1524,A052914,A052929,2021JJ00,4
1525,A052914,A052929,2022JJ00,2
1526,A052914,A052929,2023JJ00,2
1527,A052914,A052929,2024JJ00,2
1528,A052914,A052930,2021JJ00,2
1529,A052914,A052930,2022JJ00,1
1530,A052914,A052930,2023JJ00,1
1531,A052914,A052930,2024JJ00,1
1532,A052914,A052931,2021JJ00,28
1533,A052914,A052931,2022JJ00,55
1534,A052914,A052931,2023JJ00,62
1535,A052914,A052931,2024JJ00,66
1536,A052914,A052932,2021JJ00,0
1537,A052914,A052932,2022JJ00,0
1538,A052914,A052932,2023JJ00,0
1539,A052914,A052932,2024JJ00,0
1540,A052914,A052933,2021JJ00,4
1541,A052914,A052933,2022JJ00,4
1542,A052914,A052933,2023JJ00,3
1543,A052914,A052933,2024JJ00,4
1544,A052914,A052934,2021JJ00,0
1545,A052914,A052934,2022JJ00,0
1546,A052914,A052934,2023JJ00,0
1547,A052914,A052934,2024JJ00,0
1548,A052914,A052935,2021JJ00,32
1549,A052914,A052935,2022JJ00,39
1550,A052914,A052935,2023JJ00,55
1551,A052914,A052935,2024JJ00,59
1552,A052914,A052936,2021JJ00,69
1553,A052914,A052936,2022JJ00,67
1554,A052914,A052936,2023JJ00,75
1555,A052914,A052936,2024JJ00,80
1556,A052914,A052937,2021JJ00,0
1557,A052914,A052937,2022JJ00,0
1558,A052914,A052937,2023JJ00,0
1559,A052914,A052937,2024JJ00,0
1560,A052914,A052938,2021JJ00,0
1561,A052914,A052938,2022JJ00,0
1562,A052914,A052938,2023JJ00,0
1563,A052914,A052938,2024JJ00,0
1564,A052914,A052939,2021JJ00,0
1565,A052914,A052939,2022JJ00,0
1566,A052914,A052939,2023JJ00,0
1567,A052914,A052939,2024JJ00,0
1568,A052914,A052940,2021JJ00,14
1569,A052914,A052940,2022JJ00,14
1570,A052914,A052940,2023JJ00,13
1571,A052914,A052940,2024JJ00,13
1572,A052914,A052941,2021JJ00,1
1573,A052914,A052941,2022JJ00,1
1574,A052914,A052941,2023JJ00,0
1575,A052914,A052941,2024JJ00,1
1576,A052914,A052942,2021JJ00,0
1577,A052914,A052942,2022JJ00,0
1578,A052914,A052942,2023JJ00,0
1579,A052914,A052942,2024JJ00,0
1580,A052914,A052943,2021JJ00,0
1581,A052914,A052943,2022JJ00,0
1582,A052914,A052943,2023JJ00,0
1583,A052914,A052943,2024JJ00,0
1584,A052914,A052944,2021JJ00,0
1585,A052914,A052944,2022JJ00,0
1586,A052914,A052944,2023JJ00,0
1587,A052914,A052944,2024JJ00,0
1588,A052914,A052945,2021JJ00,1
1589,A052914,A052945,2022JJ00,1
1590,A052914,A052945,2023JJ00,0
1591,A052914,A052945,2024JJ00,1
1592,A052914,A052946,2021JJ00,4223
1593,A052914,A052946,2022JJ00,4071
1594,A052914,A052946,2023JJ00,4060
1595,A052914,A052946,2024JJ00,4269
1596,A052914,A052947,2021JJ00,197
1597,A052914,A052947,2022JJ00,166
1598,A052914,A052947,2023JJ00,157
1599,A052914,A052947,2024JJ00,136
1600,A052914,A052948,2021JJ00,4002
1601,A052914,A052948,2022JJ00,3882
1602,A052914,A052948,2023JJ00,3883
1603,A052914,A052948,2024JJ00,4113
1604,A052914,A052949,2021JJ00,24
1605,A052914,A052949,2022JJ00,23
1606,A052914,A052949,2023JJ00,20
1607,A052914,A052949,2024JJ00,20
1608,A052914,A052950,2021JJ00,0
1609,A052914,A052950,2022JJ00,0
1610,A052914,A052950,2023JJ00,0
1611,A052914,A052950,2024JJ00,0
1612,A052914,A052951,2021JJ00,0
1613,A052914,A052951,2022JJ00,0
1614,A052914,A052951,2023JJ00,0
1615,A052914,A052951,2024JJ00,0
1616,A052914,A052952,2021JJ00,0
1617,A052914,A052952,2022JJ00,0
1618,A052914,A052952,2023JJ00,0
1619,A052914,A052952,2024JJ00,0
1620,A052912,T001699,2021JJ00,2973
1621,A052912,T001699,2022JJ00,3133
1622,A052912,T001699,2023JJ00,3402
1623,A052912,T001699,2024JJ00,3742
1624,A052912,A052927,2021JJ00,2836
1625,A052912,A052927,2022JJ00,2995
1626,A052912,A052927,2023JJ00,3235
1627,A052912,A052927,2024JJ00,3574
1628,A052912,A052928,2021JJ00,702
1629,A052912,A052928,2022JJ00,714
1630,A052912,A052928,2023JJ00,735
1631,A052912,A052928,2024JJ00,794
1632,A052912,A052929,2021JJ00,405
1633,A052912,A052929,2022JJ00,405
1634,A052912,A052929,2023JJ00,427
1635,A052912,A052929,2024JJ00,462
1636,A052912,A052930,2021JJ00,281
1637,A052912,A052930,2022JJ00,291
1638,A052912,A052930,2023JJ00,292
1639,A052912,A052930,2024JJ00,315
1640,A052912,A052931,2021JJ00,16
1641,A052912,A052931,2022JJ00,19
1642,A052912,A052931,2023JJ00,16
1643,A052912,A052931,2024JJ00,18
1644,A052912,A052932,2021JJ00,0
1645,A052912,A052932,2022JJ00,0
1646,A052912,A052932,2023JJ00,0
1647,A052912,A052932,2024JJ00,0
1648,A052912,A052933,2021JJ00,0
1649,A052912,A052933,2022JJ00,0
1650,A052912,A052933,2023JJ00,0
1651,A052912,A052933,2024JJ00,0
1652,A052912,A052934,2021JJ00,0
1653,A052912,A052934,2022JJ00,0
1654,A052912,A052934,2023JJ00,0
1655,A052912,A052934,2024JJ00,0
1656,A052912,A052935,2021JJ00,0
1657,A052912,A052935,2022JJ00,0
1658,A052912,A052935,2023JJ00,0
1659,A052912,A052935,2024JJ00,0
1660,A052912,A052936,2021JJ00,5
1661,A052912,A052936,2022JJ00,5
1662,A052912,A052936,2023JJ00,5
1663,A052912,A052936,2024JJ00,5
1664,A052912,A052937,2021JJ00,0
1665,A052912,A052937,2022JJ00,0
1666,A052912,A052937,2023JJ00,0
1667,A052912,A052937,2024JJ00,0
1668,A052912,A052938,2021JJ00,183
1669,A052912,A052938,2022JJ00,218
1670,A052912,A052938,2023JJ00,199
1671,A052912,A052938,2024JJ00,212
1672,A052912,A052939,2021JJ00,726
1673,A052912,A052939,2022JJ00,718
1674,A052912,A052939,2023JJ00,848
1675,A052912,A052939,2024JJ00,918
1676,A052912,A052940,2021JJ00,1220
1677,A052912,A052940,2022JJ00,1340
1678,A052912,A052940,2023JJ00,1449
1679,A052912,A052940,2024JJ00,1645
1680,A052912,A052941,2021JJ00,0
1681,A052912,A052941,2022JJ00,0
1682,A052912,A052941,2023JJ00,0
1683,A052912,A052941,2024JJ00,0
1684,A052912,A052942,2021JJ00,0
1685,A052912,A052942,2022JJ00,0
1686,A052912,A052942,2023JJ00,0
1687,A052912,A052942,2024JJ00,0
1688,A052912,A052943,2021JJ00,0
1689,A052912,A052943,2022JJ00,0
1690,A052912,A052943,2023JJ00,0
1691,A052912,A052943,2024JJ00,0
1692,A052912,A052944,2021JJ00,0
1693,A052912,A052944,2022JJ00,0
1694,A052912,A052944,2023JJ00,0
1695,A052912,A052944,2024JJ00,0
1696,A052912,A052945,2021JJ00,0
1697,A052912,A052945,2022JJ00,0
1698,A052912,A052945,2023JJ00,0
1699,A052912,A052945,2024JJ00,0
1700,A052912,A052946,2021JJ00,137
1701,A052912,A052946,2022JJ00,138
1702,A052912,A052946,2023JJ00,167
1703,A052912,A052946,2024JJ00,168
1704,A052912,A052947,2021JJ00,0
1705,A052912,A052947,2022JJ00,0
1706,A052912,A052947,2023JJ00,0
1707,A052912,A052947,2024JJ00,0
1708,A052912,A052948,2021JJ00,0
1709,A052912,A052948,2022JJ00,0
1710,A052912,A052948,2023JJ00,0
1711,A052912,A052948,2024JJ00,0
1712,A052912,A052949,2021JJ00,137
1713,A052912,A052949,2022JJ00,138
1714,A052912,A052949,2023JJ00,167
1715,A052912,A052949,2024JJ00,168
1716,A052912,A052950,2021JJ00,0
1717,A052912,A052950,2022JJ00,0
1718,A052912,A052950,2023JJ00,0
1719,A052912,A052950,2024JJ00,0
1720,A052912,A052951,2021JJ00,0
1721,A052912,A052951,2022JJ00,0
1722,A052912,A052951,2023JJ00,0
1723,A052912,A052951,2024JJ00,0
1724,A052912,A052952,2021JJ00,0
1725,A052912,A052952,2022JJ00,0
1726,A052912,A052952,2023JJ00,0
1727,A052912,A052952,2024JJ00,0
1728,A052915,T001699,2021JJ00,13828
1729,A052915,T001699,2022JJ00,14027
1730,A052915,T001699,2023JJ00,15082
1731,A052915,T001699,2024JJ00,16480
1732,A052915,A052927,2021JJ00,13777
1733,A052915,A052927,2022JJ00,13976
1734,A052915,A052927,2023JJ00,15025
1735,A052915,A052927,2024JJ00,16419
1736,A052915,A052928,2021JJ00,576
1737,A052915,A052928,2022JJ00,580
1738,A052915,A052928,2023JJ00,632
1739,A052915,A052928,2024JJ00,691
1740,A052915,A052929,2021JJ00,576
1741,A052915,A052929,2022JJ00,580
1742,A052915,A052929,2023JJ00,632
1743,A052915,A052929,2024JJ00,691
1744,A052915,A052930,2021JJ00,0
1745,A052915,A052930,2022JJ00,0
1746,A052915,A052930,2023JJ00,0
1747,A052915,A052930,2024JJ00,0
1748,A052915,A052931,2021JJ00,0
1749,A052915,A052931,2022JJ00,0
1750,A052915,A052931,2023JJ00,0
1751,A052915,A052931,2024JJ00,0
1752,A052915,A052932,2021JJ00,87
1753,A052915,A052932,2022JJ00,87
1754,A052915,A052932,2023JJ00,95
1755,A052915,A052932,2024JJ00,104
1756,A052915,A052933,2021JJ00,0
1757,A052915,A052933,2022JJ00,0
1758,A052915,A052933,2023JJ00,0
1759,A052915,A052933,2024JJ00,0
1760,A052915,A052934,2021JJ00,0
1761,A052915,A052934,2022JJ00,0
1762,A052915,A052934,2023JJ00,0
1763,A052915,A052934,2024JJ00,0
1764,A052915,A052935,2021JJ00,0
1765,A052915,A052935,2022JJ00,0
1766,A052915,A052935,2023JJ00,0
1767,A052915,A052935,2024JJ00,0
1768,A052915,A052936,2021JJ00,12867
1769,A052915,A052936,2022JJ00,13057
1770,A052915,A052936,2023JJ00,14055
1771,A052915,A052936,2024JJ00,15357
1772,A052915,A052937,2021JJ00,243
1773,A052915,A052937,2022JJ00,248
1774,A052915,A052937,2023JJ00,243
1775,A052915,A052937,2024JJ00,266
1776,A052915,A052938,2021JJ00,0
1777,A052915,A052938,2022JJ00,0
1778,A052915,A052938,2023JJ00,0
1779,A052915,A052938,2024JJ00,0
1780,A052915,A052939,2021JJ00,0
1781,A052915,A052939,2022JJ00,0
1782,A052915,A052939,2023JJ00,0
1783,A052915,A052939,2024JJ00,0
1784,A052915,A052940,2021JJ00,4
1785,A052915,A052940,2022JJ00,4
1786,A052915,A052940,2023JJ00,0
1787,A052915,A052940,2024JJ00,1
1788,A052915,A052941,2021JJ00,51
1789,A052915,A052941,2022JJ00,51
1790,A052915,A052941,2023JJ00,56
1791,A052915,A052941,2024JJ00,61
1792,A052915,A052942,2021JJ00,0
1793,A052915,A052942,2022JJ00,0
1794,A052915,A052942,2023JJ00,0
1795,A052915,A052942,2024JJ00,0
1796,A052915,A052943,2021JJ00,0
1797,A052915,A052943,2022JJ00,0
1798,A052915,A052943,2023JJ00,0
1799,A052915,A052943,2024JJ00,0
1800,A052915,A052944,2021JJ00,51
1801,A052915,A052944,2022JJ00,51
1802,A052915,A052944,2023JJ00,56
1803,A052915,A052944,2024JJ00,61
1804,A052915,A052945,2021JJ00,0
1805,A052915,A052945,2022JJ00,0
1806,A052915,A052945,2023JJ00,0
1807,A052915,A052945,2024JJ00,0
1808,A052915,A052946,2021JJ00,0
1809,A052915,A052946,2022JJ00,0
1810,A052915,A052946,2023JJ00,0
1811,A052915,A052946,2024JJ00,0
1812,A052915,A052947,2021JJ00,0
1813,A052915,A052947,2022JJ00,0
1814,A052915,A052947,2023JJ00,0
1815,A052915,A052947,2024JJ00,0
1816,A052915,A052948,2021JJ00,0
1817,A052915,A052948,2022JJ00,0
1818,A052915,A052948,2023JJ00,0
1819,A052915,A052948,2024JJ00,0
1820,A052915,A052949,2021JJ00,0
1821,A052915,A052949,2022JJ00,0
1822,A052915,A052949,2023JJ00,0
1823,A052915,A052949,2024JJ00,0
1824,A052915,A052950,2021JJ00,0
1825,A052915,A052950,2022JJ00,0
1826,A052915,A052950,2023JJ00,0
1827,A052915,A052950,2024JJ00,0
1828,A052915,A052951,2021JJ00,0
1829,A052915,A052951,2022JJ00,0
1830,A052915,A052951,2023JJ00,0
1831,A052915,A052951,2024JJ00,0
1832,A052915,A052952,2021JJ00,0
1833,A052915,A052952,2022JJ00,0
1834,A052915,A052952,2023JJ00,0
1835,A052915,A052952,2024JJ00,0
1836,A052916,T001699,2021JJ00,8316
1837,A052916,T001699,2022JJ00,8536
1838,A052916,T001699,2023JJ00,9134
1839,A052916,T001699,2024JJ00,10090
1840,A052916,A052927,2021JJ00,7055
1841,A052916,A052927,2022JJ00,7351
1842,A052916,A052927,2023JJ00,8148
1843,A052916,A052927,2024JJ00,9014
1844,A052916,A052928,2021JJ00,208
1845,A052916,A052928,2022JJ00,208
1846,A052916,A052928,2023JJ00,226
1847,A052916,A052928,2024JJ00,248
1848,A052916,A052929,2021JJ00,199
1849,A052916,A052929,2022JJ00,200
1850,A052916,A052929,2023JJ00,213
1851,A052916,A052929,2024JJ00,234
1852,A052916,A052930,2021JJ00,0
1853,A052916,A052930,2022JJ00,0
1854,A052916,A052930,2023JJ00,0
1855,A052916,A052930,2024JJ00,0
1856,A052916,A052931,2021JJ00,10
1857,A052916,A052931,2022JJ00,9
1858,A052916,A052931,2023JJ00,13
1859,A052916,A052931,2024JJ00,14
1860,A052916,A052932,2021JJ00,344
1861,A052916,A052932,2022JJ00,327
1862,A052916,A052932,2023JJ00,320
1863,A052916,A052932,2024JJ00,366
1864,A052916,A052933,2021JJ00,0
1865,A052916,A052933,2022JJ00,0
1866,A052916,A052933,2023JJ00,0
1867,A052916,A052933,2024JJ00,0
1868,A052916,A052934,2021JJ00,0
1869,A052916,A052934,2022JJ00,0
1870,A052916,A052934,2023JJ00,0
1871,A052916,A052934,2024JJ00,0
1872,A052916,A052935,2021JJ00,21
1873,A052916,A052935,2022JJ00,21
1874,A052916,A052935,2023JJ00,25
1875,A052916,A052935,2024JJ00,26
1876,A052916,A052936,2021JJ00,6236
1877,A052916,A052936,2022JJ00,6526
1878,A052916,A052936,2023JJ00,7295
1879,A052916,A052936,2024JJ00,8056
1880,A052916,A052937,2021JJ00,158
1881,A052916,A052937,2022JJ00,166
1882,A052916,A052937,2023JJ00,144
1883,A052916,A052937,2024JJ00,156
1884,A052916,A052938,2021JJ00,19
1885,A052916,A052938,2022JJ00,14
1886,A052916,A052938,2023JJ00,27
1887,A052916,A052938,2024JJ00,31
1888,A052916,A052939,2021JJ00,0
1889,A052916,A052939,2022JJ00,0
1890,A052916,A052939,2023JJ00,0
1891,A052916,A052939,2024JJ00,0
1892,A052916,A052940,2021JJ00,69
1893,A052916,A052940,2022JJ00,89
1894,A052916,A052940,2023JJ00,111
1895,A052916,A052940,2024JJ00,131
1896,A052916,A052941,2021JJ00,185
1897,A052916,A052941,2022JJ00,192
1898,A052916,A052941,2023JJ00,191
1899,A052916,A052941,2024JJ00,218
1900,A052916,A052942,2021JJ00,3
1901,A052916,A052942,2022JJ00,7
1902,A052916,A052942,2023JJ00,6
1903,A052916,A052942,2024JJ00,7
1904,A052916,A052943,2021JJ00,23
1905,A052916,A052943,2022JJ00,18
1906,A052916,A052943,2023JJ00,19
1907,A052916,A052943,2024JJ00,19
1908,A052916,A052944,2021JJ00,22
1909,A052916,A052944,2022JJ00,19
1910,A052916,A052944,2023JJ00,14
1911,A052916,A052944,2024JJ00,13
1912,A052916,A052945,2021JJ00,137
1913,A052916,A052945,2022JJ00,148
1914,A052916,A052945,2023JJ00,152
1915,A052916,A052945,2024JJ00,180
1916,A052916,A052946,2021JJ00,1075
1917,A052916,A052946,2022JJ00,993
1918,A052916,A052946,2023JJ00,796
1919,A052916,A052946,2024JJ00,858
1920,A052916,A052947,2021JJ00,0
1921,A052916,A052947,2022JJ00,0
1922,A052916,A052947,2023JJ00,0
1923,A052916,A052947,2024JJ00,0
1924,A052916,A052948,2021JJ00,0
1925,A052916,A052948,2022JJ00,0
1926,A052916,A052948,2023JJ00,0
1927,A052916,A052948,2024JJ00,0
1928,A052916,A052949,2021JJ00,375
1929,A052916,A052949,2022JJ00,374
1930,A052916,A052949,2023JJ00,170
1931,A052916,A052949,2024JJ00,183
1932,A052916,A052950,2021JJ00,698
1933,A052916,A052950,2022JJ00,617
1934,A052916,A052950,2023JJ00,624
1935,A052916,A052950,2024JJ00,673
1936,A052916,A052951,2021JJ00,3
1937,A052916,A052951,2022JJ00,3
1938,A052916,A052951,2023JJ00,2
1939,A052916,A052951,2024JJ00,2
1940,A052916,A052952,2021JJ00,0
1941,A052916,A052952,2022JJ00,0
1942,A052916,A052952,2023JJ00,0
1943,A052916,A052952,2024JJ00,0
1944,A052917,T001699,2021JJ00,394
1945,A052917,T001699,2022JJ00,415
1946,A052917,T001699,2023JJ00,406
1947,A052917,T001699,2024JJ00,427
1948,A052917,A052927,2021JJ00,392
1949,A052917,A052927,2022JJ00,411
1950,A052917,A052927,2023JJ00,403
1951,A052917,A052927,2024JJ00,424
1952,A052917,A052928,2021JJ00,49
1953,A052917,A052928,2022JJ00,54
1954,A052917,A052928,2023JJ00,63
1955,A052917,A052928,2024JJ00,68
1956,A052917,A052929,2021JJ00,31
1957,A052917,A052929,2022JJ00,35
1958,A052917,A052929,2023JJ00,39
1959,A052917,A052929,2024JJ00,42
1960,A052917,A052930,2021JJ00,18
1961,A052917,A052930,2022JJ00,19
1962,A052917,A052930,2023JJ00,24
1963,A052917,A052930,2024JJ00,26
1964,A052917,A052931,2021JJ00,0
1965,A052917,A052931,2022JJ00,0
1966,A052917,A052931,2023JJ00,0
1967,A052917,A052931,2024JJ00,0
1968,A052917,A052932,2021JJ00,1
1969,A052917,A052932,2022JJ00,1
1970,A052917,A052932,2023JJ00,2
1971,A052917,A052932,2024JJ00,2
1972,A052917,A052933,2021JJ00,3
1973,A052917,A052933,2022JJ00,3
1974,A052917,A052933,2023JJ00,4
1975,A052917,A052933,2024JJ00,4
1976,A052917,A052934,2021JJ00,0
1977,A052917,A052934,2022JJ00,0
1978,A052917,A052934,2023JJ00,0
1979,A052917,A052934,2024JJ00,0
1980,A052917,A052935,2021JJ00,0
1981,A052917,A052935,2022JJ00,0
1982,A052917,A052935,2023JJ00,0
1983,A052917,A052935,2024JJ00,0
1984,A052917,A052936,2021JJ00,314
1985,A052917,A052936,2022JJ00,323
1986,A052917,A052936,2023JJ00,302
1987,A052917,A052936,2024JJ00,314
1988,A052917,A052937,2021JJ00,10
1989,A052917,A052937,2022JJ00,14
1990,A052917,A052937,2023JJ00,14
1991,A052917,A052937,2024JJ00,15
1992,A052917,A052938,2021JJ00,0
1993,A052917,A052938,2022JJ00,0
1994,A052917,A052938,2023JJ00,0
1995,A052917,A052938,2024JJ00,0
1996,A052917,A052939,2021JJ00,0
1997,A052917,A052939,2022JJ00,0
1998,A052917,A052939,2023JJ00,0
1999,A052917,A052939,2024JJ00,0
2000,A052917,A052940,2021JJ00,14
2001,A052917,A052940,2022JJ00,16
2002,A052917,A052940,2023JJ00,19
2003,A052917,A052940,2024JJ00,21
2004,A052917,A052941,2021JJ00,2
2005,A052917,A052941,2022JJ00,4
2006,A052917,A052941,2023JJ00,3
2007,A052917,A052941,2024JJ00,3
2008,A052917,A052942,2021JJ00,0
2009,A052917,A052942,2022JJ00,0
2010,A052917,A052942,2023JJ00,0
2011,A052917,A052942,2024JJ00,0
2012,A052917,A052943,2021JJ00,0
2013,A052917,A052943,2022JJ00,0
2014,A052917,A052943,2023JJ00,0
2015,A052917,A052943,2024JJ00,0
2016,A052917,A052944,2021JJ00,2
2017,A052917,A052944,2022JJ00,4
2018,A052917,A052944,2023JJ00,3
2019,A052917,A052944,2024JJ00,3
2020,A052917,A052945,2021JJ00,0
2021,A052917,A052945,2022JJ00,0
2022,A052917,A052945,2023JJ00,0
2023,A052917,A052945,2024JJ00,0
2024,A052917,A052946,2021JJ00,0
2025,A052917,A052946,2022JJ00,0
2026,A052917,A052946,2023JJ00,0
2027,A052917,A052946,2024JJ00,0
2028,A052917,A052947,2021JJ00,0
2029,A052917,A052947,2022JJ00,0
2030,A052917,A052947,2023JJ00,0
2031,A052917,A052947,2024JJ00,0
2032,A052917,A052948,2021JJ00,0
2033,A052917,A052948,2022JJ00,0
2034,A052917,A052948,2023JJ00,0
2035,A052917,A052948,2024JJ00,0
2036,A052917,A052949,2021JJ00,0
2037,A052917,A052949,2022JJ00,0
2038,A052917,A052949,2023JJ00,0
2039,A052917,A052949,2024JJ00,0
2040,A052917,A052950,2021JJ00,0
2041,A052917,A052950,2022JJ00,0
2042,A052917,A052950,2023JJ00,0
2043,A052917,A052950,2024JJ00,0
2044,A052917,A052951,2021JJ00,0
2045,A052917,A052951,2022JJ00,0
2046,A052917,A052951,2023JJ00,0
2047,A052917,A052951,2024JJ00,0
2048,A052917,A052952,2021JJ00,0
2049,A052917,A052952,2022JJ00,0
2050,A052917,A052952,2023JJ00,0
2051,A052917,A052952,2024JJ00,0
2052,A052954,T001699,2021JJ00,12147
2053,A052954,T001699,2022JJ00,12573
2054,A052954,T001699,2023JJ00,13653
2055,A052954,T001699,2024JJ00,14864
2056,A052954,A052927,2021JJ00,10941
2057,A052954,A052927,2022JJ00,11359
2058,A052954,A052927,2023JJ00,12315
2059,A052954,A052927,2024JJ00,13388
2060,A052954,A052928,2021JJ00,58
2061,A052954,A052928,2022JJ00,60
2062,A052954,A052928,2023JJ00,64
2063,A052954,A052928,2024JJ00,70
2064,A052954,A052929,2021JJ00,34
2065,A052954,A052929,2022JJ00,32
2066,A052954,A052929,2023JJ00,32
2067,A052954,A052929,2024JJ00,35
2068,A052954,A052930,2021JJ00,0
2069,A052954,A052930,2022JJ00,0
2070,A052954,A052930,2023JJ00,0
2071,A052954,A052930,2024JJ00,0
2072,A052954,A052931,2021JJ00,24
2073,A052954,A052931,2022JJ00,28
2074,A052954,A052931,2023JJ00,32
2075,A052954,A052931,2024JJ00,35
2076,A052954,A052932,2021JJ00,102
2077,A052954,A052932,2022JJ00,106
2078,A052954,A052932,2023JJ00,115
2079,A052954,A052932,2024JJ00,125
2080,A052954,A052933,2021JJ00,0
2081,A052954,A052933,2022JJ00,0
2082,A052954,A052933,2023JJ00,0
2083,A052954,A052933,2024JJ00,0
2084,A052954,A052934,2021JJ00,0
2085,A052954,A052934,2022JJ00,0
2086,A052954,A052934,2023JJ00,0
2087,A052954,A052934,2024JJ00,0
2088,A052954,A052935,2021JJ00,13
2089,A052954,A052935,2022JJ00,15
2090,A052954,A052935,2023JJ00,19
2091,A052954,A052935,2024JJ00,21
2092,A052954,A052936,2021JJ00,711
2093,A052954,A052936,2022JJ00,753
2094,A052954,A052936,2023JJ00,826
2095,A052954,A052936,2024JJ00,899
2096,A052954,A052937,2021JJ00,9977
2097,A052954,A052937,2022JJ00,10341
2098,A052954,A052937,2023JJ00,11198
2099,A052954,A052937,2024JJ00,12170
2100,A052954,A052938,2021JJ00,5
2101,A052954,A052938,2022JJ00,4
2102,A052954,A052938,2023JJ00,5
2103,A052954,A052938,2024JJ00,6
2104,A052954,A052939,2021JJ00,0
2105,A052954,A052939,2022JJ00,0
2106,A052954,A052939,2023JJ00,0
2107,A052954,A052939,2024JJ00,0
2108,A052954,A052940,2021JJ00,76
2109,A052954,A052940,2022JJ00,79
2110,A052954,A052940,2023JJ00,89
2111,A052954,A052940,2024JJ00,97
2112,A052954,A052941,2021JJ00,144
2113,A052954,A052941,2022JJ00,149
2114,A052954,A052941,2023JJ00,176
2115,A052954,A052941,2024JJ00,191
2116,A052954,A052942,2021JJ00,3
2117,A052954,A052942,2022JJ00,3
2118,A052954,A052942,2023JJ00,3
2119,A052954,A052942,2024JJ00,3
2120,A052954,A052943,2021JJ00,36
