ID,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromOtherSources_3,ImportsOfGaseousNaturalGasTotal_4,ImportsViaNorway_5,ImportsViaGermany_6,ImportsViaBelgium_7,ImportsViaUnitedKingdom_8,ImportsViaDenmark_9,ImportsOfLNGTotal_10,ImportsViaTheUnitedStates_11,ImportsViaNorway_12,ImportsViaRussia_13,ImportsViaAfrica_14,ImportsViaAsia_15,ImportsViaAmericaExcludingUS_16,ImportsViaOtherUnknown_17,ExportsOfGaseousNaturalGasTotal_18,ExportsToNorway_19,ExportsToGermany_20,ExportsToBelgium_21,ExportsToUnitedKingdom_22,ExportsToDenmark_23,ExportsOfLiquefiedNaturalGasLNG_24,Bunkers_25,StockChange_26,TotalConsumption_27,TotalViaTheMainGrid_28,ElectricityPowerPlants_29,OtherConsumers_30,ViaRegionalGrids_31,ConsumptionByProductionAndTransport_32,ClosingStock_33,ClosingStockGaseousGas_34,ClosingStockLiquefiedNaturalGas_35,Flaring_36,StorageCapacityTotal_37,StorageCapacityGaseousGas_38,StorageCapacityLiquefiedNaturalGas_39
698,2020KW03,8274,3989,65.0,12256.0,6326.0,2520.0,1833.0,1319.0,257.0,1565.0,,,,,,,,6442.0,,4133.0,2308.0,0.0,,277.0,36.0,-2847.0,8274.0,,3125.0,,,180.0,13611.0,13459.0,151.0,6.0,14724.0,14309.0,416.0
699,2020MM10,3418,1924,21.0,3999.0,1988.0,1428.0,487.0,21.0,76.0,540.0,,,,,,,,3107.0,,1622.0,1208.0,277.0,,190.0,14.0,244.0,3418.0,,765.0,,,56.0,13366.0,13120.0,246.0,2.0,15054.0,14638.0,416.0
700,2020MM11,3812,1905,21.0,4129.0,1759.0,1810.0,406.0,57.0,97.0,683.0,,,,,,,,3252.0,,1762.0,1221.0,269.0,,106.0,13.0,446.0,3812.0,,890.0,,,63.0,12921.0,12657.0,264.0,2.0,15089.0,14673.0,416.0
701,2020MM12,4824,2130,21.0,4216.0,1703.0,2177.0,245.0,52.0,39.0,347.0,,,,,,,,3702.0,,1787.0,1413.0,501.0,,33.0,18.0,1862.0,4824.0,,878.0,,,66.0,11059.0,10704.0,354.0,1.0,15143.0,14728.0,416.0
702,2020KW04,12054,5959,63.0,12344.0,5450.0,5416.0,1138.0,129.0,212.0,1570.0,,,,,,,,10060.0,,5171.0,3842.0,1047.0,,329.0,45.0,2552.0,12054.0,,2533.0,,,184.0,11059.0,10704.0,354.0,5.0,15143.0,14728.0,416.0
703,2021MM01,5596,2301,22.0,5112.0,2298.0,2669.0,0.0,51.0,93.0,336.0,100.0,0.0,233.0,0.0,0.0,0.0,3.0,5845.0,,2158.0,2247.0,1440.0,,338.0,15.0,4022.0,5596.0,,820.0,,,71.0,7037.0,6757.0,280.0,8.0,15143.0,14728.0,416.0
704,2021MM02,4623,1862,21.0,3711.0,1591.0,1763.0,236.0,42.0,79.0,431.0,133.0,0.0,142.0,0.0,0.0,0.0,155.0,3814.0,,2175.0,1126.0,513.0,,42.0,18.0,2473.0,4623.0,,822.0,,,64.0,4564.0,4463.0,102.0,7.0,15136.0,14720.0,416.0
705,2021MM03,4415,2090,19.0,3963.0,1658.0,1685.0,509.0,24.0,88.0,1224.0,688.0,4.0,214.0,99.0,0.0,196.0,23.0,3905.0,,2370.0,1346.0,189.0,,26.0,15.0,1064.0,4415.0,,846.0,,,64.0,3500.0,3338.0,162.0,8.0,15136.0,14720.0,416.0
706,2021KW01,14635,6253,62.0,12786.0,5547.0,6118.0,745.0,117.0,260.0,1991.0,920.0,4.0,589.0,99.0,0.0,196.0,182.0,13564.0,,6703.0,4720.0,2142.0,,406.0,47.0,7559.0,14635.0,,2488.0,,,198.0,3500.0,3338.0,162.0,23.0,15136.0,14720.0,416.0
707,2021MM04,3657,2053,19.0,3209.0,1396.0,909.0,787.0,43.0,74.0,1299.0,620.0,0.0,421.0,128.0,0.0,128.0,3.0,3470.0,,2177.0,1261.0,32.0,,75.0,15.0,637.0,3657.0,,604.0,,,62.0,2863.0,2640.0,223.0,8.0,15136.0,14720.0,416.0
708,2021MM05,2979,1988,23.0,3108.0,1276.0,844.0,848.0,48.0,92.0,1269.0,815.0,0.0,234.0,217.0,0.0,0.0,3.0,3022.0,,1857.0,1107.0,58.0,,58.0,15.0,-314.0,2979.0,,543.0,,,63.0,3178.0,3043.0,134.0,8.0,15136.0,14720.0,416.0
709,2021MM06,2306,1393,25.0,3506.0,1918.0,667.0,706.0,132.0,83.0,668.0,317.0,0.0,345.0,0.0,0.0,0.0,6.0,1805.0,,1331.0,474.0,0.0,,38.0,16.0,-1427.0,2306.0,,717.0,,,59.0,4604.0,4336.0,268.0,7.0,15136.0,14720.0,416.0
710,2021KW02,8942,5435,66.0,9823.0,4590.0,2419.0,2342.0,223.0,249.0,3236.0,1752.0,0.0,1000.0,345.0,0.0,128.0,12.0,8298.0,,5365.0,2843.0,90.0,,171.0,45.0,-1104.0,8942.0,,1863.0,,,184.0,4604.0,4336.0,268.0,23.0,15136.0,14720.0,416.0
711,2021MM07,2151,1557,24.0,3702.0,2220.0,549.0,687.0,159.0,87.0,428.0,245.0,0.0,90.0,0.0,83.0,0.0,9.0,2127.0,,1373.0,754.0,0.0,,143.0,13.0,-1277.0,2151.0,,543.0,,,56.0,5881.0,5564.0,318.0,7.0,15136.0,14720.0,416.0
712,2021MM08,1838,1520,24.0,3987.0,2526.0,668.0,569.0,137.0,88.0,359.0,232.0,0.0,115.0,0.0,0.0,0.0,13.0,2417.0,,1616.0,801.0,0.0,,173.0,20.0,-1443.0,1838.0,,235.0,,,54.0,7324.0,7097.0,227.0,7.0,15136.0,14720.0,416.0
713,2021MM09,2134,1383,21.0,4132.0,2419.0,660.0,813.0,165.0,76.0,718.0,198.0,0.0,224.0,192.0,0.0,0.0,104.0,2430.0,,1704.0,726.0,0.0,,137.0,14.0,-1539.0,2134.0,,482.0,,,51.0,8863.0,8618.0,245.0,5.0,15136.0,14720.0,416.0
714,2021KW03,6123,4461,69.0,11821.0,7165.0,1878.0,2068.0,461.0,250.0,1505.0,675.0,0.0,429.0,192.0,83.0,0.0,126.0,6974.0,,4692.0,2282.0,0.0,,453.0,47.0,-4259.0,6123.0,,1260.0,,,160.0,8863.0,8618.0,245.0,20.0,15136.0,14720.0,416.0
715,2021MM10,2584,1206,24.0,3921.0,2042.0,513.0,883.0,401.0,82.0,976.0,490.0,0.0,355.0,114.0,0.0,0.0,17.0,3466.0,,2535.0,931.0,0.0,,142.0,6.0,73.0,2584.0,,383.0,,,65.0,8790.0,8560.0,230.0,8.0,15136.0,14720.0,416.0
716,2021MM11,3669,1518,22.0,3530.0,1541.0,1148.0,646.0,109.0,85.0,878.0,203.0,0.0,332.0,0.0,142.0,87.0,114.0,3205.0,,2215.0,874.0,116.0,,76.0,5.0,1007.0,3669.0,,788.0,,,69.0,7784.0,7622.0,162.0,6.0,15136.0,14720.0,416.0
717,2021MM12,4208,1626,23.0,2867.0,1177.0,1215.0,266.0,120.0,89.0,1169.0,666.0,0.0,376.0,114.0,0.0,13.0,0.0,4227.0,,2348.0,1566.0,312.0,,30.0,7.0,2787.0,4208.0,,695.0,,,68.0,4997.0,4783.0,214.0,7.0,15136.0,14720.0,416.0
718,2021KW04,10461,4350,69.0,10318.0,4761.0,2876.0,1795.0,630.0,256.0,3022.0,1359.0,0.0,1062.0,229.0,142.0,100.0,131.0,10897.0,,7099.0,3370.0,428.0,,248.0,19.0,3866.0,10461.0,,1865.0,,,202.0,4997.0,4783.0,214.0,21.0,15136.0,14720.0,416.0
719,2022MM01,4261,2185,29.0,3296.0,999.0,1451.0,645.0,114.0,86.0,1054.0,581.0,0.0,305.0,88.0,0.0,0.0,80.0,3303.0,,2417.0,788.0,98.0,,32.0,5.0,1036.0,4261.0,,677.0,,,58.0,3961.0,3920.0,41.0,7.0,15136.0,14720.0,416.0
720,2022MM02,3416,1461,26.0,2629.0,907.0,786.0,806.0,51.0,78.0,1326.0,869.0,0.0,357.0,0.0,0.0,0.0,100.0,2585.0,,1855.0,729.0,2.0,,151.0,6.0,717.0,3416.0,,391.0,,,51.0,3244.0,3119.0,125.0,6.0,15136.0,14720.0,416.0
721,2022MM03,3248,1575,35.0,3396.0,1305.0,920.0,1033.0,51.0,87.0,1435.0,873.0,0.0,457.0,10.0,0.0,0.0,95.0,3266.0,,2434.0,824.0,9.0,,24.0,12.0,110.0,3248.0,,607.0,,,58.0,3134.0,2968.0,166.0,7.0,15136.0,14720.0,416.0
722,2022KW01,10924,5221,90.0,9321.0,3211.0,3158.0,2485.0,217.0,252.0,3814.0,2322.0,0.0,1119.0,98.0,0.0,0.0,275.0,9155.0,,6706.0,2341.0,108.0,,208.0,23.0,1863.0,10924.0,,1675.0,,,167.0,3134.0,2968.0,166.0,20.0,15136.0,14720.0,416.0
723,2022MM04,2656,1813,30.0,3266.0,953.0,468.0,1219.0,544.0,83.0,1378.0,851.0,0.0,334.0,0.0,0.0,79.0,114.0,2923.0,,2361.0,562.0,0.0,,29.0,7.0,-872.0,2656.0,,410.0,,,52.0,4006.0,3877.0,129.0,7.0,14489.0,14073.0,416.0
724,2022MM05,2085,1348,32.0,4138.0,1728.0,311.0,1446.0,575.0,78.0,1487.0,803.0,0.0,240.0,335.0,0.0,0.0,109.0,2955.0,,2388.0,567.0,0.0,,39.0,10.0,-1917.0,2085.0,,527.0,,,53.0,5923.0,5681.0,242.0,7.0,14489.0,14073.0,416.0
725,2022MM06,1925,1013,30.0,3855.0,1624.0,245.0,1391.0,523.0,72.0,1510.0,768.0,0.0,111.0,317.0,0.0,209.0,105.0,2500.0,,2079.0,421.0,0.0,,20.0,9.0,-1954.0,1925.0,,587.0,,,36.0,7876.0,7590.0,286.0,3.0,14489.0,14073.0,416.0
726,2022KW02,6666,4174,91.0,11260.0,4306.0,1023.0,4056.0,1642.0,233.0,4374.0,2422.0,0.0,684.0,652.0,0.0,288.0,328.0,8377.0,,6828.0,1550.0,0.0,,89.0,25.0,-4742.0,6666.0,,1524.0,,,141.0,7876.0,7590.0,286.0,16.0,14489.0,14073.0,416.0
727,2022MM07,1753,1144,35.0,3750.0,1175.0,359.0,1540.0,577.0,99.0,1620.0,1266.0,96.0,223.0,0.0,0.0,14.0,21.0,2875.0,,2326.0,548.0,0.0,,29.0,6.0,-1886.0,1753.0,,504.0,,,43.0,9763.0,9455.0,307.0,5.0,14489.0,14073.0,416.0
728,2022MM08,1672,1115,38.0,3426.0,1017.0,200.0,1525.0,587.0,97.0,1560.0,621.0,110.0,211.0,499.0,0.0,97.0,22.0,2970.0,,2420.0,550.0,0.0,,32.0,12.0,-1453.0,1672.0,,569.0,,,44.0,11216.0,10972.0,244.0,5.0,14489.0,14073.0,416.0
729,2022MM09,1740,1536,33.0,3510.0,1174.0,316.0,1469.0,517.0,34.0,1959.0,1396.0,97.0,112.0,217.0,0.0,0.0,137.0,3241.0,,2522.0,719.0,0.0,,27.0,4.0,-2025.0,1740.0,,462.0,,,46.0,13241.0,12858.0,383.0,7.0,14609.0,14073.0,535.0
730,2022KW03,5166,3795,105.0,10686.0,3367.0,875.0,4534.0,1681.0,229.0,5139.0,3283.0,303.0,546.0,716.0,0.0,111.0,180.0,9085.0,,7268.0,1817.0,0.0,,88.0,21.0,-5365.0,5166.0,,1535.0,,,133.0,13241.0,12858.0,383.0,17.0,14609.0,14073.0,535.0
731,2022MM10,2105,1036,28.0,3109.0,772.0,186.0,1466.0,579.0,105.0,2044.0,1198.0,210.0,123.0,331.0,0.0,181.0,1.0,4026.0,,3376.0,650.0,0.0,,52.0,12.0,-22.0,2105.0,,609.0,,,47.0,13263.0,12866.0,397.0,7.0,14609.0,14073.0,535.0
732,2022MM11,2607,1343,28.0,2727.0,681.0,323.0,1121.0,507.0,94.0,1726.0,945.0,92.0,108.0,309.0,137.0,0.0,136.0,3683.0,,3102.0,580.0,0.0,,14.0,13.0,493.0,2607.0,,446.0,,,43.0,12770.0,12422.0,348.0,5.0,14603.0,14068.0,535.0
733,2022MM12,3808,1470,32.0,3140.0,872.0,986.0,1132.0,54.0,96.0,1600.0,757.0,95.0,111.0,519.0,0.0,109.0,10.0,4082.0,,3247.0,799.0,36.0,,49.0,9.0,1705.0,3808.0,,763.0,,,53.0,11065.0,10812.0,253.0,7.0,14603.0,14068.0,535.0
734,2022KW04,8520,3849,88.0,8975.0,2325.0,1495.0,3719.0,1141.0,296.0,5370.0,2900.0,397.0,342.0,1159.0,137.0,289.0,147.0,11791.0,,9725.0,2030.0,36.0,,115.0,34.0,2176.0,8520.0,,1817.0,,,143.0,11065.0,10812.0,253.0,19.0,14603.0,14068.0,535.0
735,2023MM01,3387,1349,30.0,3109.0,987.0,1009.0,967.0,45.0,100.0,1564.0,1203.0,106.0,122.0,125.0,0.0,0.0,8.0,3904.0,,3279.0,618.0,7.0,,27.0,13.0,1279.0,3387.0,,486.0,,,46.0,9786.0,9622.0,164.0,4.0,14603.0,14068.0,535.0
736,2023MM02,3060,1191,28.0,2668.0,770.0,833.0,935.0,45.0,84.0,1739.0,1304.0,89.0,104.0,99.0,128.0,0.0,14.0,3140.0,,2623.0,505.0,12.0,,25.0,16.0,616.0,3060.0,,580.0,,,41.0,9170.0,8836.0,334.0,2.0,14603.0,14068.0,535.0
737,2023MM03,3119,1307,29.0,2303.0,882.0,633.0,662.0,34.0,92.0,2120.0,1552.0,98.0,116.0,206.0,142.0,0.0,6.0,3251.0,,2683.0,554.0,15.0,,40.0,14.0,666.0,3119.0,,500.0,,,44.0,8504.0,8299.0,205.0,2.0,14603.0,14068.0,535.0
738,2023KW01,9566,3847,87.0,8079.0,2639.0,2476.0,2564.0,124.0,276.0,5423.0,4059.0,294.0,342.0,431.0,270.0,0.0,28.0,10296.0,,8585.0,1677.0,34.0,,92.0,43.0,2561.0,9566.0,,1567.0,,,131.0,8504.0,8299.0,205.0,8.0,14603.0,14068.0,535.0
739,2023MM04,2435,921,29.0,3264.0,920.0,436.0,1279.0,539.0,89.0,2209.0,1483.0,103.0,120.0,240.0,150.0,113.0,0.0,3448.0,,2703.0,745.0,0.0,,63.0,14.0,-464.0,2435.0,,434.0,,,42.0,8968.0,8780.0,188.0,2.0,14859.0,14324.0,535.0
740,2023MM05,1891,836,32.0,3170.0,951.0,193.0,1400.0,569.0,57.0,2369.0,1892.0,106.0,123.0,244.0,0.0,0.0,5.0,3321.0,,2750.0,571.0,0.0,,75.0,25.0,-1096.0,1891.0,,433.0,,,39.0,10064.0,9819.0,245.0,1.0,14859.0,14324.0,535.0
741,2023MM06,1865,771,29.0,2619.0,831.0,520.0,916.0,257.0,95.0,2299.0,1457.0,92.0,0.0,295.0,133.0,309.0,14.0,2303.0,,1890.0,413.0,0.0,,66.0,28.0,-1455.0,1865.0,,633.0,,,33.0,11518.0,11318.0,200.0,1.0,14856.0,14321.0,535.0
742,2023KW02,6191,2528,89.0,9053.0,2703.0,1148.0,3595.0,1365.0,241.0,6878.0,4831.0,300.0,244.0,779.0,283.0,422.0,19.0,9072.0,,7344.0,1729.0,0.0,,204.0,67.0,-3014.0,6191.0,,1500.0,,,115.0,11518.0,11318.0,200.0,4.0,14856.0,14321.0,535.0
743,2023MM07,1726,872,31.0,2728.0,965.0,445.0,864.0,372.0,83.0,2341.0,1786.0,0.0,0.0,419.0,134.0,0.0,1.0,2670.0,,2204.0,466.0,0.0,,107.0,28.0,-1440.0,1726.0,,489.0,,,38.0,12958.0,12729.0,229.0,1.0,14856.0,14321.0,535.0
744,2023MM08,1924,814,32.0,2751.0,1031.0,561.0,795.0,279.0,85.0,2190.0,1609.0,182.0,107.0,101.0,0.0,190.0,1.0,2830.0,,2363.0,468.0,0.0,,57.0,31.0,-945.0,1924.0,,639.0,,,35.0,13903.0,13565.0,339.0,1.0,14856.0,14321.0,535.0
745,2023MM09,1924,668,32.0,1927.0,769.0,322.0,593.0,164.0,78.0,1707.0,1389.0,97.0,112.0,108.0,0.0,0.0,1.0,2177.0,,1678.0,498.0,0.0,,75.0,25.0,-132.0,1924.0,,615.0,,,27.0,14036.0,13792.0,243.0,1.0,14856.0,14321.0,535.0
746,2023KW03,5574,2354,95.0,7405.0,2765.0,1328.0,2252.0,815.0,246.0,6238.0,4784.0,279.0,219.0,628.0,134.0,190.0,3.0,7677.0,,6245.0,1432.0,0.0,,239.0,84.0,-2518.0,5574.0,,1742.0,,,100.0,14036.0,13792.0,243.0,4.0,14856.0,14321.0,535.0
747,2023MM10,2135,822,31.0,2248.0,1116.0,299.0,729.0,17.0,87.0,2085.0,1239.0,104.0,112.0,427.0,0.0,202.0,1.0,2562.0,,2135.0,418.0,9.0,,104.0,24.0,-361.0,2135.0,,407.0,,,36.0,14397.0,14223.0,174.0,2.0,14856.0,14321.0,535.0
748,2023MM11,2868,821,27.0,2184.0,926.0,335.0,806.0,38.0,80.0,2120.0,1322.0,197.0,116.0,111.0,145.0,226.0,3.0,2784.0,,2338.0,434.0,12.0,,71.0,24.0,595.0,2868.0,,411.0,,,41.0,13802.0,13502.0,300.0,1.0,14872.0,14321.0,551.0
749,2023MM12,3369,835,29.0,1854.0,825.0,387.0,522.0,41.0,80.0,2012.0,1312.0,191.0,112.0,96.0,0.0,203.0,98.0,3080.0,,2674.0,406.0,0.0,,75.0,31.0,1825.0,3369.0,,524.0,,,44.0,11977.0,11703.0,275.0,2.0,14872.0,14321.0,551.0
750,2023KW04,8372,2478,87.0,6287.0,2867.0,1021.0,2057.0,95.0,247.0,6218.0,3872.0,492.0,340.0,635.0,145.0,631.0,102.0,8426.0,,7147.0,1258.0,21.0,,250.0,79.0,2058.0,8372.0,,1342.0,,,121.0,11977.0,11703.0,275.0,4.0,14872.0,14321.0,551.0
751,2024MM01,4126,902,31.0,1945.0,836.0,786.0,202.0,42.0,79.0,1795.0,1305.0,89.0,105.0,98.0,0.0,199.0,0.0,2841.0,,2195.0,645.0,1.0,,99.0,37.0,2430.0,4126.0,,662.0,,,45.0,9547.0,9350.0,197.0,1.0,14872.0,14321.0,551.0
752,2024MM02,2997,794,27.0,1646.0,769.0,276.0,482.0,43.0,76.0,1847.0,1501.0,104.0,124.0,0.0,0.0,118.0,0.0,2382.0,,1979.0,397.0,6.0,,75.0,54.0,1193.0,2997.0,,436.0,,,41.0,8354.0,8059.0,295.0,1.0,14872.0,14321.0,551.0
753,2024MM03,2850,887,27.0,2238.0,979.0,303.0,838.0,41.0,78.0,1721.0,1107.0,91.0,108.0,312.0,0.0,102.0,1.0,2489.0,,2080.0,388.0,21.0,,61.0,33.0,560.0,2850.0,,482.0,,,45.0,7793.0,7620.0,174.0,1.0,14872.0,14321.0,551.0
754,2024KW01,9973,2583,86.0,5829.0,2583.0,1366.0,1523.0,126.0,232.0,5363.0,3912.0,285.0,336.0,410.0,0.0,419.0,1.0,7712.0,,6255.0,1429.0,28.0,,236.0,124.0,4184.0,9973.0,,1580.0,,,131.0,7793.0,7620.0,174.0,3.0,14872.0,14321.0,551.0
755,2024MM04,2332,657,26.0,2354.0,864.0,461.0,739.0,191.0,99.0,2280.0,1945.0,0.0,0.0,187.0,0.0,149.0,0.0,2451.0,,2063.0,388.0,0.0,,110.0,62.0,-364.0,2332.0,,328.0,,,33.0,8157.0,7915.0,242.0,1.0,15025.0,14475.0,551.0
756,2024MM05,1870,771,27.0,2664.0,1017.0,357.0,814.0,384.0,91.0,1907.0,1497.0,195.0,115.0,0.0,0.0,100.0,1.0,1999.0,,1651.0,349.0,0.0,,108.0,38.0,-1353.0,1870.0,,366.0,,,39.0,9510.0,9251.0,260.0,1.0,15025.0,14475.0,551.0
757,2024MM06,1765,654,32.0,2638.0,1331.0,182.0,631.0,412.0,81.0,1796.0,1366.0,208.0,114.0,108.0,0.0,0.0,1.0,2378.0,,2021.0,356.0,0.0,,76.0,38.0,-864.0,1765.0,,381.0,,,33.0,10374.0,9934.0,440.0,1.0,15025.0,14475.0,551.0
758,2024KW02,5967,2083,85.0,7655.0,3212.0,1000.0,2185.0,987.0,271.0,5983.0,4807.0,404.0,228.0,294.0,0.0,248.0,1.0,6828.0,,5735.0,1092.0,0.0,,294.0,138.0,-2581.0,5967.0,,1075.0,,,105.0,10374.0,9934.0,440.0,4.0,15025.0,14475.0,551.0
759,2024MM07,1707,793,32.0,3249.0,1071.0,588.0,992.0,507.0,92.0,1491.0,728.0,97.0,228.0,0.0,0.0,438.0,1.0,2273.0,,1791.0,482.0,0.0,,72.0,36.0,-1477.0,1707.0,,413.0,,,37.0,11851.0,11646.0,206.0,2.0,15025.0,14475.0,551.0
760,2024MM08,1663,796,34.0,2992.0,1115.0,643.0,566.0,549.0,119.0,1650.0,999.0,167.0,198.0,92.0,0.0,192.0,3.0,2112.0,,1676.0,437.0,0.0,,94.0,44.0,-1557.0,1663.0,,430.0,,,38.0,13408.0,13126.0,283.0,1.0,15025.0,14475.0,551.0
761,2024MM09,1798,593,31.0,2018.0,908.0,223.0,503.0,272.0,111.0,1625.0,1037.0,105.0,250.0,0.0,0.0,224.0,9.0,2123.0,,1773.0,349.0,0.0,,68.0,39.0,-240.0,1798.0,,406.0,,,28.0,13648.0,13465.0,183.0,1.0,15025.0,14475.0,551.0
762,2024KW03,5169,2182,97.0,8259.0,3094.0,1454.0,2060.0,1328.0,323.0,4766.0,2764.0,368.0,676.0,92.0,0.0,854.0,12.0,6508.0,,5240.0,1268.0,0.0,,234.0,118.0,-3274.0,5169.0,,1250.0,,,103.0,13648.0,13465.0,183.0,4.0,15025.0,14475.0,551.0
763,2024MM10,2246,785,33.0,1850.0,786.0,311.0,631.0,39.0,83.0,1608.0,1175.0,0.0,232.0,0.0,0.0,199.0,2.0,2362.0,,2079.0,268.0,14.0,,84.0,46.0,462.0,2246.0,,459.0,,,42.0,13186.0,12927.0,259.0,1.0,15025.0,14475.0,551.0
764,2024MM11,3288,780,31.0,1307.0,721.0,256.0,188.0,44.0,98.0,1727.0,904.0,188.0,221.0,102.0,0.0,308.0,3.0,2770.0,,2498.0,267.0,5.0,,105.0,55.0,2374.0,3288.0,,777.0,,,40.0,10812.0,10583.0,229.0,1.0,15025.0,14475.0,551.0
765,2024MM12,3463,748,34.0,1524.0,695.0,427.0,160.0,57.0,186.0,1652.0,887.0,113.0,264.0,125.0,0.0,262.0,1.0,2905.0,,2609.0,293.0,3.0,,75.0,36.0,2520.0,3463.0,,529.0,,,46.0,8292.0,8156.0,136.0,1.0,15025.0,14475.0,551.0
766,2024KW04,8997,2313,99.0,4682.0,2202.0,993.0,979.0,140.0,367.0,4986.0,2966.0,301.0,718.0,227.0,0.0,769.0,6.0,8037.0,,7186.0,828.0,23.0,,264.0,137.0,5355.0,8997.0,,1765.0,,,129.0,8292.0,8156.0,136.0,3.0,15025.0,14475.0,551.0
767,2025MM01,4060,717,33.0,2091.0,686.0,1004.0,198.0,50.0,153.0,1696.0,1018.0,102.0,238.0,338.0,0.0,0.0,0.0,2917.0,,2361.0,410.0,145.0,,109.0,71.0,2620.0,4060.0,,725.0,,,44.0,5673.0,5461.0,211.0,1.0,15025.0,14475.0,551.0
768,2025MM02,3552,715,29.0,2266.0,633.0,776.0,723.0,42.0,92.0,1595.0,902.0,0.0,238.0,456.0,0.0,0.0,0.0,2481.0,,2159.0,278.0,44.0,,81.0,36.0,1545.0,3552.0,,668.0,,,42.0,4127.0,3912.0,215.0,1.0,15025.0,14475.0,551.0
769,2025MM03,2814,846,33.0,1894.0,729.0,176.0,820.0,44.0,126.0,2034.0,1415.0,3.0,255.0,122.0,0.0,239.0,0.0,2680.0,,2377.0,300.0,2.0,,63.0,29.0,779.0,2814.0,,523.0,,,42.0,3348.0,3108.0,241.0,1.0,15025.0,14475.0,551.0
770,2025KW01,10426,2278,95.0,6251.0,2048.0,1956.0,1741.0,136.0,370.0,5325.0,3335.0,105.0,731.0,916.0,0.0,239.0,0.0,8078.0,,6898.0,989.0,191.0,,253.0,136.0,4944.0,10426.0,,1916.0,,,129.0,3348.0,3108.0,241.0,3.0,15025.0,14475.0,551.0
771,2025MM04,2058,855,31.0,2443.0,930.0,208.0,864.0,343.0,99.0,2260.0,1538.0,76.0,281.0,236.0,0.0,113.0,16.0,2668.0,,2453.0,216.0,0.0,,105.0,46.0,-712.0,2058.0,,465.0,,,33.0,4060.0,3739.0,321.0,1.0,15025.0,14474.0,551.0
772,2025MM05,1751,685,37.0,2991.0,954.0,480.0,978.0,488.0,91.0,2379.0,1619.0,80.0,296.0,248.0,0.0,119.0,17.0,2770.0,,2551.0,219.0,0.0,,88.0,38.0,-1446.0,1751.0,,,,,38.0,5506.0,5330.0,177.0,1.0,15025.0,14474.0,551.0
