ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
25036,ZW25806,PV21  ,2011JJ00,1650.0,2850.0,,
25037,ZW25806,PV21  ,2012JJ00,1750.0,2800.0,,
25038,ZW25806,PV21  ,2013JJ00,1850.0,2800.0,,
25039,ZW25806,PV21  ,2014JJ00,1400.0,2700.0,,
25040,ZW25806,PV21  ,2015JJ00,1480.0,2660.0,,
25041,ZW25806,PV21  ,2016JJ00,1550.0,2580.0,,
25042,ZW25806,PV21  ,2017JJ00,1450.0,2510.0,,
25043,ZW25806,PV21  ,2018JJ00,1460.0,2420.0,,
25044,ZW25806,PV21  ,2019JJ00,1350.0,2420.0,,
25045,ZW25806,PV21  ,2020JJ00,1280.0,2430.0,,
25046,ZW25806,PV21  ,2021JJ00,1440.0,2460.0,2040.0,
25047,ZW25806,PV21  ,2022JJ00,1050.0,2270.0,1710.0,
25048,ZW25806,PV21  ,2023JJ00,940.0,2210.0,1500.0,
25049,ZW25806,PV21  ,2024JJ00,920.0,2270.0,1450.0,
25050,ZW25806,PV22  ,2010JJ00,2200.0,3200.0,,
25051,ZW25806,PV22  ,2011JJ00,1700.0,3150.0,,
25052,ZW25806,PV22  ,2012JJ00,1800.0,3150.0,,
25053,ZW25806,PV22  ,2013JJ00,1950.0,3150.0,,
25054,ZW25806,PV22  ,2014JJ00,1450.0,3000.0,,
25055,ZW25806,PV22  ,2015JJ00,1530.0,2940.0,,
25056,ZW25806,PV22  ,2016JJ00,1620.0,2880.0,,
25057,ZW25806,PV22  ,2017JJ00,1530.0,2800.0,,
25058,ZW25806,PV22  ,2018JJ00,1530.0,2710.0,,
25059,ZW25806,PV22  ,2019JJ00,1400.0,2600.0,,
25060,ZW25806,PV22  ,2020JJ00,1330.0,2590.0,,
25061,ZW25806,PV22  ,2021JJ00,1480.0,2610.0,2100.0,
25062,ZW25806,PV22  ,2022JJ00,1100.0,2420.0,1780.0,
25063,ZW25806,PV22  ,2023JJ00,980.0,2360.0,1540.0,
25064,ZW25806,PV22  ,2024JJ00,950.0,2420.0,1470.0,
25065,ZW25806,PV23  ,2010JJ00,2050.0,3400.0,,
25066,ZW25806,PV23  ,2011JJ00,1650.0,3400.0,,
25067,ZW25806,PV23  ,2012JJ00,1750.0,3400.0,,
25068,ZW25806,PV23  ,2013JJ00,1900.0,3350.0,,
25069,ZW25806,PV23  ,2014JJ00,1350.0,3250.0,,
25070,ZW25806,PV23  ,2015JJ00,1430.0,3160.0,,
25071,ZW25806,PV23  ,2016JJ00,1490.0,3090.0,,
25072,ZW25806,PV23  ,2017JJ00,1450.0,3010.0,,
25073,ZW25806,PV23  ,2018JJ00,1440.0,2940.0,,
25074,ZW25806,PV23  ,2019JJ00,1310.0,2840.0,,
25075,ZW25806,PV23  ,2020JJ00,1240.0,2850.0,,
25076,ZW25806,PV23  ,2021JJ00,1430.0,2880.0,2450.0,
25077,ZW25806,PV23  ,2022JJ00,1050.0,2660.0,2060.0,
25078,ZW25806,PV23  ,2023JJ00,930.0,2600.0,1790.0,
25079,ZW25806,PV23  ,2024JJ00,910.0,2670.0,1730.0,
25080,ZW25806,PV24  ,2010JJ00,1250.0,3750.0,,
25081,ZW25806,PV24  ,2011JJ00,1050.0,3700.0,,
25082,ZW25806,PV24  ,2012JJ00,1100.0,3650.0,,
25083,ZW25806,PV24  ,2013JJ00,1200.0,3600.0,,
25084,ZW25806,PV24  ,2014JJ00,900.0,3500.0,,
25085,ZW25806,PV24  ,2015JJ00,900.0,3460.0,,
25086,ZW25806,PV24  ,2016JJ00,1000.0,3300.0,,
25087,ZW25806,PV24  ,2017JJ00,970.0,3200.0,,
25088,ZW25806,PV24  ,2018JJ00,960.0,3090.0,,
25089,ZW25806,PV24  ,2019JJ00,890.0,3100.0,,
25090,ZW25806,PV24  ,2020JJ00,850.0,3150.0,,
25091,ZW25806,PV24  ,2021JJ00,970.0,3180.0,2760.0,
25092,ZW25806,PV24  ,2022JJ00,710.0,2920.0,2330.0,
25093,ZW25806,PV24  ,2023JJ00,640.0,2830.0,2060.0,
25094,ZW25806,PV24  ,2024JJ00,620.0,2900.0,2000.0,
25095,ZW25806,PV25  ,2010JJ00,1950.0,3400.0,,
25096,ZW25806,PV25  ,2011JJ00,1550.0,3400.0,,
25097,ZW25806,PV25  ,2012JJ00,1600.0,3300.0,,
25098,ZW25806,PV25  ,2013JJ00,1750.0,3300.0,,
25099,ZW25806,PV25  ,2014JJ00,1300.0,3200.0,,
25100,ZW25806,PV25  ,2015JJ00,1400.0,3170.0,,
25101,ZW25806,PV25  ,2016JJ00,1460.0,3070.0,,
25102,ZW25806,PV25  ,2017JJ00,1410.0,2970.0,,
25103,ZW25806,PV25  ,2018JJ00,1390.0,2860.0,,
25104,ZW25806,PV25  ,2019JJ00,1290.0,2850.0,,
25105,ZW25806,PV25  ,2020JJ00,1210.0,2890.0,,
25106,ZW25806,PV25  ,2021JJ00,1360.0,2910.0,2470.0,
25107,ZW25806,PV25  ,2022JJ00,1000.0,2680.0,2080.0,
25108,ZW25806,PV25  ,2023JJ00,880.0,2600.0,1830.0,
25109,ZW25806,PV25  ,2024JJ00,870.0,2670.0,1790.0,
25110,ZW25806,PV26  ,2010JJ00,2000.0,3750.0,,
25111,ZW25806,PV26  ,2011JJ00,1550.0,3700.0,,
25112,ZW25806,PV26  ,2012JJ00,1600.0,3600.0,,
25113,ZW25806,PV26  ,2013JJ00,1750.0,3600.0,,
25114,ZW25806,PV26  ,2014JJ00,1300.0,3450.0,,
25115,ZW25806,PV26  ,2015JJ00,1410.0,3410.0,,
25116,ZW25806,PV26  ,2016JJ00,1460.0,3340.0,,
25117,ZW25806,PV26  ,2017JJ00,1410.0,3270.0,,
25118,ZW25806,PV26  ,2018JJ00,1390.0,3190.0,,
25119,ZW25806,PV26  ,2019JJ00,1290.0,3070.0,,
25120,ZW25806,PV26  ,2020JJ00,1220.0,3080.0,,
25121,ZW25806,PV26  ,2021JJ00,1380.0,3130.0,2690.0,
25122,ZW25806,PV26  ,2022JJ00,1010.0,2850.0,2220.0,
25123,ZW25806,PV26  ,2023JJ00,900.0,2750.0,1920.0,
25124,ZW25806,PV26  ,2024JJ00,880.0,2810.0,1880.0,
25125,ZW25806,PV27  ,2010JJ00,2050.0,3550.0,,
25126,ZW25806,PV27  ,2011JJ00,1600.0,3550.0,,
25127,ZW25806,PV27  ,2012JJ00,1700.0,3500.0,,
25128,ZW25806,PV27  ,2013JJ00,1850.0,3450.0,,
25129,ZW25806,PV27  ,2014JJ00,1400.0,3350.0,,
25130,ZW25806,PV27  ,2015JJ00,1480.0,3280.0,,
25131,ZW25806,PV27  ,2016JJ00,1550.0,3200.0,,
25132,ZW25806,PV27  ,2017JJ00,1480.0,3130.0,,
25133,ZW25806,PV27  ,2018JJ00,1490.0,3030.0,,
25134,ZW25806,PV27  ,2019JJ00,1380.0,3000.0,,
25135,ZW25806,PV27  ,2020JJ00,1310.0,3040.0,,
25136,ZW25806,PV27  ,2021JJ00,1480.0,3080.0,2720.0,
25137,ZW25806,PV27  ,2022JJ00,1080.0,2810.0,2300.0,
25138,ZW25806,PV27  ,2023JJ00,980.0,2710.0,2050.0,
25139,ZW25806,PV27  ,2024JJ00,950.0,2760.0,2000.0,
25140,ZW25806,PV28  ,2010JJ00,2000.0,3700.0,,
25141,ZW25806,PV28  ,2011JJ00,1550.0,3650.0,,
25142,ZW25806,PV28  ,2012JJ00,1600.0,3600.0,,
25143,ZW25806,PV28  ,2013JJ00,1800.0,3600.0,,
25144,ZW25806,PV28  ,2014JJ00,1300.0,3450.0,,
25145,ZW25806,PV28  ,2015JJ00,1400.0,3420.0,,
25146,ZW25806,PV28  ,2016JJ00,1440.0,3350.0,,
25147,ZW25806,PV28  ,2017JJ00,1390.0,3280.0,,
25148,ZW25806,PV28  ,2018JJ00,1400.0,3210.0,,
25149,ZW25806,PV28  ,2019JJ00,1300.0,3130.0,,
25150,ZW25806,PV28  ,2020JJ00,1240.0,3150.0,,
25151,ZW25806,PV28  ,2021JJ00,1390.0,3200.0,2820.0,
25152,ZW25806,PV28  ,2022JJ00,1010.0,2920.0,2350.0,
25153,ZW25806,PV28  ,2023JJ00,910.0,2800.0,2030.0,
25154,ZW25806,PV28  ,2024JJ00,890.0,2860.0,1990.0,
25155,ZW25806,PV29  ,2010JJ00,1850.0,3000.0,,
25156,ZW25806,PV29  ,2011JJ00,1450.0,3000.0,,
25157,ZW25806,PV29  ,2012JJ00,1550.0,2950.0,,
25158,ZW25806,PV29  ,2013JJ00,1700.0,2950.0,,
25159,ZW25806,PV29  ,2014JJ00,1250.0,2800.0,,
25160,ZW25806,PV29  ,2015JJ00,1350.0,2770.0,,
25161,ZW25806,PV29  ,2016JJ00,1380.0,2690.0,,
25162,ZW25806,PV29  ,2017JJ00,1310.0,2590.0,,
25163,ZW25806,PV29  ,2018JJ00,1330.0,2530.0,,
25164,ZW25806,PV29  ,2019JJ00,1240.0,2440.0,,
25165,ZW25806,PV29  ,2020JJ00,1180.0,2410.0,,
25166,ZW25806,PV29  ,2021JJ00,1340.0,2570.0,2140.0,
25167,ZW25806,PV29  ,2022JJ00,990.0,2380.0,1780.0,
25168,ZW25806,PV29  ,2023JJ00,900.0,2320.0,1550.0,
25169,ZW25806,PV29  ,2024JJ00,880.0,2370.0,1510.0,
25170,ZW25806,PV30  ,2010JJ00,1950.0,3600.0,,
25171,ZW25806,PV30  ,2011JJ00,1500.0,3550.0,,
25172,ZW25806,PV30  ,2012JJ00,1600.0,3550.0,,
25173,ZW25806,PV30  ,2013JJ00,1750.0,3550.0,,
25174,ZW25806,PV30  ,2014JJ00,1300.0,3400.0,,
25175,ZW25806,PV30  ,2015JJ00,1410.0,3370.0,,
25176,ZW25806,PV30  ,2016JJ00,1460.0,3310.0,,
25177,ZW25806,PV30  ,2017JJ00,1410.0,3250.0,,
25178,ZW25806,PV30  ,2018JJ00,1410.0,3190.0,,
25179,ZW25806,PV30  ,2019JJ00,1310.0,3080.0,,
25180,ZW25806,PV30  ,2020JJ00,1230.0,3070.0,,
25181,ZW25806,PV30  ,2021JJ00,1380.0,3090.0,2660.0,
25182,ZW25806,PV30  ,2022JJ00,1020.0,2830.0,2230.0,
25183,ZW25806,PV30  ,2023JJ00,910.0,2730.0,1920.0,
25184,ZW25806,PV30  ,2024JJ00,890.0,2790.0,1890.0,
25185,ZW25806,PV31  ,2010JJ00,2150.0,3650.0,,
25186,ZW25806,PV31  ,2011JJ00,1650.0,3550.0,,
25187,ZW25806,PV31  ,2012JJ00,1750.0,3500.0,,
25188,ZW25806,PV31  ,2013JJ00,1900.0,3550.0,,
25189,ZW25806,PV31  ,2014JJ00,1400.0,3400.0,,
25190,ZW25806,PV31  ,2015JJ00,1530.0,3330.0,,
25191,ZW25806,PV31  ,2016JJ00,1600.0,3270.0,,
25192,ZW25806,PV31  ,2017JJ00,1540.0,3200.0,,
25193,ZW25806,PV31  ,2018JJ00,1530.0,3130.0,,
25194,ZW25806,PV31  ,2019JJ00,1430.0,3010.0,,
25195,ZW25806,PV31  ,2020JJ00,1330.0,3000.0,,
25196,ZW25806,PV31  ,2021JJ00,1500.0,3020.0,2460.0,
25197,ZW25806,PV31  ,2022JJ00,1100.0,2820.0,2110.0,
25198,ZW25806,PV31  ,2023JJ00,960.0,2750.0,1830.0,
25199,ZW25806,PV31  ,2024JJ00,940.0,2800.0,1810.0,
25200,ZW25806,PVZZ  ,2010JJ00,,,,
25201,ZW25806,PVZZ  ,2011JJ00,,,,
25202,ZW25806,PVZZ  ,2012JJ00,,,,
25203,ZW25806,PVZZ  ,2013JJ00,,,,
25204,ZW25806,PVZZ  ,2014JJ00,,,,
25205,ZW25806,PVZZ  ,2015JJ00,,,,
25206,ZW25806,PVZZ  ,2016JJ00,,,,
25207,ZW25806,PVZZ  ,2017JJ00,,,,
25208,ZW25806,PVZZ  ,2018JJ00,,,,
25209,ZW25806,PVZZ  ,2019JJ00,,,,
25210,ZW25806,PVZZ  ,2020JJ00,,,,
25211,ZW25806,PVZZ  ,2021JJ00,,,,
25212,ZW25806,PVZZ  ,2022JJ00,,,,
25213,ZW25806,PVZZ  ,2023JJ00,,,,
25214,ZW25806,PVZZ  ,2024JJ00,,,,
25215,ZW25806,GM1680,2010JJ00,2250.0,3000.0,,
25216,ZW25806,GM1680,2011JJ00,1750.0,2950.0,,
25217,ZW25806,GM1680,2012JJ00,1850.0,2950.0,,
25218,ZW25806,GM1680,2013JJ00,1950.0,2950.0,,
25219,ZW25806,GM1680,2014JJ00,1450.0,2800.0,,
25220,ZW25806,GM1680,2015JJ00,1540.0,2760.0,,
25221,ZW25806,GM1680,2016JJ00,1640.0,2710.0,,
25222,ZW25806,GM1680,2017JJ00,1540.0,2640.0,,
25223,ZW25806,GM1680,2018JJ00,1550.0,2580.0,,
25224,ZW25806,GM1680,2019JJ00,1430.0,2510.0,,
25225,ZW25806,GM1680,2020JJ00,1360.0,2520.0,,
25226,ZW25806,GM1680,2021JJ00,1510.0,2540.0,2120.0,
25227,ZW25806,GM1680,2022JJ00,1140.0,2340.0,1770.0,
25228,ZW25806,GM1680,2023JJ00,990.0,2290.0,1550.0,
25229,ZW25806,GM1680,2024JJ00,960.0,2310.0,1450.0,
25230,ZW25806,GM0738,2010JJ00,2100.0,3600.0,,
25231,ZW25806,GM0738,2011JJ00,1600.0,3550.0,,
25232,ZW25806,GM0738,2012JJ00,1750.0,3500.0,,
25233,ZW25806,GM0738,2013JJ00,1850.0,3500.0,,
25234,ZW25806,GM0738,2014JJ00,1400.0,3350.0,,
25235,ZW25806,GM0738,2015JJ00,1500.0,3380.0,,
25236,ZW25806,GM0738,2016JJ00,1540.0,3320.0,,
25237,ZW25806,GM0738,2017JJ00,1480.0,3270.0,,
25238,ZW25806,GM0738,2018JJ00,1460.0,3240.0,,
25239,ZW25806,GM0738,2019JJ00,,,,
25240,ZW25806,GM0738,2020JJ00,,,,
25241,ZW25806,GM0738,2021JJ00,,,,
25242,ZW25806,GM0738,2022JJ00,,,,
25243,ZW25806,GM0738,2023JJ00,,,,
25244,ZW25806,GM0738,2024JJ00,,,,
25245,ZW25806,GM0358,2010JJ00,2000.0,3800.0,,
25246,ZW25806,GM0358,2011JJ00,1550.0,3800.0,,
25247,ZW25806,GM0358,2012JJ00,1650.0,3750.0,,
25248,ZW25806,GM0358,2013JJ00,1800.0,3650.0,,
25249,ZW25806,GM0358,2014JJ00,1350.0,3550.0,,
25250,ZW25806,GM0358,2015JJ00,1460.0,3480.0,,
25251,ZW25806,GM0358,2016JJ00,1520.0,3380.0,,
25252,ZW25806,GM0358,2017JJ00,1480.0,3320.0,,
25253,ZW25806,GM0358,2018JJ00,1500.0,3230.0,,
25254,ZW25806,GM0358,2019JJ00,1400.0,3160.0,,
25255,ZW25806,GM0358,2020JJ00,1310.0,3200.0,,
25256,ZW25806,GM0358,2021JJ00,1490.0,3210.0,2770.0,
25257,ZW25806,GM0358,2022JJ00,1110.0,2920.0,2340.0,
25258,ZW25806,GM0358,2023JJ00,1010.0,2780.0,2010.0,
25259,ZW25806,GM0358,2024JJ00,980.0,2860.0,1960.0,
25260,ZW25806,GM0197,2010JJ00,1850.0,3100.0,,
25261,ZW25806,GM0197,2011JJ00,1500.0,3100.0,,
25262,ZW25806,GM0197,2012JJ00,1550.0,3000.0,,
25263,ZW25806,GM0197,2013JJ00,1650.0,3050.0,,
25264,ZW25806,GM0197,2014JJ00,1250.0,2900.0,,
25265,ZW25806,GM0197,2015JJ00,1340.0,2900.0,,
25266,ZW25806,GM0197,2016JJ00,1400.0,2820.0,,
25267,ZW25806,GM0197,2017JJ00,1370.0,2730.0,,
25268,ZW25806,GM0197,2018JJ00,1360.0,2610.0,,
25269,ZW25806,GM0197,2019JJ00,1270.0,2630.0,,
25270,ZW25806,GM0197,2020JJ00,1200.0,2660.0,,
25271,ZW25806,GM0197,2021JJ00,1360.0,2680.0,2280.0,
25272,ZW25806,GM0197,2022JJ00,1010.0,2440.0,1940.0,
25273,ZW25806,GM0197,2023JJ00,900.0,2400.0,1730.0,
25274,ZW25806,GM0197,2024JJ00,880.0,2470.0,1700.0,
25275,ZW25806,GM0305,2010JJ00,2300.0,3750.0,,
25276,ZW25806,GM0305,2011JJ00,,,,
25277,ZW25806,GM0305,2012JJ00,,,,
25278,ZW25806,GM0305,2013JJ00,,,,
25279,ZW25806,GM0305,2014JJ00,,,,
25280,ZW25806,GM0305,2015JJ00,,,,
25281,ZW25806,GM0305,2016JJ00,,,,
25282,ZW25806,GM0305,2017JJ00,,,,
25283,ZW25806,GM0305,2018JJ00,,,,
25284,ZW25806,GM0305,2019JJ00,,,,
25285,ZW25806,GM0305,2020JJ00,,,,
25286,ZW25806,GM0305,2021JJ00,,,,
25287,ZW25806,GM0305,2022JJ00,,,,
25288,ZW25806,GM0305,2023JJ00,,,,
25289,ZW25806,GM0305,2024JJ00,,,,
25290,ZW25806,GM0059,2010JJ00,2150.0,2700.0,,
25291,ZW25806,GM0059,2011JJ00,1700.0,2750.0,,
25292,ZW25806,GM0059,2012JJ00,1800.0,2700.0,,
25293,ZW25806,GM0059,2013JJ00,1950.0,2700.0,,
25294,ZW25806,GM0059,2014JJ00,1450.0,2550.0,,
25295,ZW25806,GM0059,2015JJ00,1560.0,2560.0,,
25296,ZW25806,GM0059,2016JJ00,1630.0,2500.0,,
25297,ZW25806,GM0059,2017JJ00,1520.0,2460.0,,
25298,ZW25806,GM0059,2018JJ00,1540.0,2400.0,,
25299,ZW25806,GM0059,2019JJ00,1420.0,2340.0,,
25300,ZW25806,GM0059,2020JJ00,1380.0,2350.0,,
25301,ZW25806,GM0059,2021JJ00,1540.0,2380.0,2120.0,
25302,ZW25806,GM0059,2022JJ00,1140.0,2210.0,1870.0,
25303,ZW25806,GM0059,2023JJ00,1010.0,2140.0,1670.0,
25304,ZW25806,GM0059,2024JJ00,990.0,2190.0,1630.0,
25305,ZW25806,GM0482,2010JJ00,2050.0,3550.0,,
25306,ZW25806,GM0482,2011JJ00,1600.0,3600.0,,
25307,ZW25806,GM0482,2012JJ00,1650.0,3450.0,,
25308,ZW25806,GM0482,2013JJ00,1800.0,3450.0,,
25309,ZW25806,GM0482,2014JJ00,1350.0,3350.0,,
25310,ZW25806,GM0482,2015JJ00,1410.0,3310.0,,
25311,ZW25806,GM0482,2016JJ00,1450.0,3270.0,,
25312,ZW25806,GM0482,2017JJ00,1400.0,3200.0,,
25313,ZW25806,GM0482,2018JJ00,1390.0,3130.0,,
25314,ZW25806,GM0482,2019JJ00,1290.0,3030.0,,
25315,ZW25806,GM0482,2020JJ00,1240.0,3030.0,,
25316,ZW25806,GM0482,2021JJ00,1400.0,3130.0,2840.0,
25317,ZW25806,GM0482,2022JJ00,1010.0,2860.0,2390.0,
25318,ZW25806,GM0482,2023JJ00,900.0,2690.0,1990.0,
25319,ZW25806,GM0482,2024JJ00,880.0,2780.0,2000.0,
25320,ZW25806,GM0613,2010JJ00,2000.0,3750.0,,
25321,ZW25806,GM0613,2011JJ00,1550.0,3700.0,,
25322,ZW25806,GM0613,2012JJ00,1600.0,3600.0,,
25323,ZW25806,GM0613,2013JJ00,1750.0,3600.0,,
25324,ZW25806,GM0613,2014JJ00,1300.0,3450.0,,
25325,ZW25806,GM0613,2015JJ00,1400.0,3390.0,,
25326,ZW25806,GM0613,2016JJ00,1450.0,3300.0,,
25327,ZW25806,GM0613,2017JJ00,1390.0,3260.0,,
25328,ZW25806,GM0613,2018JJ00,1380.0,3180.0,,
25329,ZW25806,GM0613,2019JJ00,1290.0,3060.0,,
25330,ZW25806,GM0613,2020JJ00,1230.0,3110.0,,
25331,ZW25806,GM0613,2021JJ00,1410.0,3180.0,2840.0,
25332,ZW25806,GM0613,2022JJ00,1020.0,2900.0,2330.0,
25333,ZW25806,GM0613,2023JJ00,930.0,2760.0,1880.0,
25334,ZW25806,GM0613,2024JJ00,910.0,2840.0,1850.0,
25335,ZW25806,GM0361,2010JJ00,2050.0,3400.0,,
25336,ZW25806,GM0361,2011JJ00,1600.0,3350.0,,
25337,ZW25806,GM0361,2012JJ00,1700.0,3300.0,,
25338,ZW25806,GM0361,2013JJ00,1850.0,3250.0,,
25339,ZW25806,GM0361,2014JJ00,1400.0,3100.0,,
25340,ZW25806,GM0361,2015JJ00,1460.0,3070.0,,
25341,ZW25806,GM0361,2016JJ00,1530.0,2980.0,,
25342,ZW25806,GM0361,2017JJ00,1460.0,2920.0,,
25343,ZW25806,GM0361,2018JJ00,1480.0,2840.0,,
25344,ZW25806,GM0361,2019JJ00,1360.0,2800.0,,
25345,ZW25806,GM0361,2020JJ00,1290.0,2820.0,,
25346,ZW25806,GM0361,2021JJ00,1470.0,2830.0,2440.0,
25347,ZW25806,GM0361,2022JJ00,1070.0,2570.0,2070.0,
25348,ZW25806,GM0361,2023JJ00,980.0,2470.0,1850.0,
25349,ZW25806,GM0361,2024JJ00,950.0,2510.0,1780.0,
25350,ZW25806,GM0141,2010JJ00,2100.0,3400.0,,
25351,ZW25806,GM0141,2011JJ00,1700.0,3400.0,,
25352,ZW25806,GM0141,2012JJ00,1850.0,3400.0,,
25353,ZW25806,GM0141,2013JJ00,2050.0,3400.0,,
25354,ZW25806,GM0141,2014JJ00,1300.0,3300.0,,
25355,ZW25806,GM0141,2015JJ00,1440.0,3230.0,,
25356,ZW25806,GM0141,2016JJ00,1480.0,3180.0,,
25357,ZW25806,GM0141,2017JJ00,1490.0,3060.0,,
25358,ZW25806,GM0141,2018JJ00,1480.0,2990.0,,
25359,ZW25806,GM0141,2019JJ00,1310.0,2880.0,,
25360,ZW25806,GM0141,2020JJ00,1250.0,2900.0,,
25361,ZW25806,GM0141,2021JJ00,1540.0,2960.0,2660.0,
25362,ZW25806,GM0141,2022JJ00,1130.0,2770.0,2320.0,
25363,ZW25806,GM0141,2023JJ00,1010.0,2740.0,2100.0,
25364,ZW25806,GM0141,2024JJ00,980.0,2800.0,2040.0,
25365,ZW25806,GM0034,2010JJ00,750.0,3900.0,,
25366,ZW25806,GM0034,2011JJ00,550.0,3900.0,,
25367,ZW25806,GM0034,2012JJ00,600.0,3800.0,,
25368,ZW25806,GM0034,2013JJ00,650.0,3800.0,,
25369,ZW25806,GM0034,2014JJ00,500.0,3700.0,,
25370,ZW25806,GM0034,2015JJ00,510.0,3630.0,,
25371,ZW25806,GM0034,2016JJ00,540.0,3490.0,,
25372,ZW25806,GM0034,2017JJ00,530.0,3370.0,,
25373,ZW25806,GM0034,2018JJ00,520.0,3230.0,,
25374,ZW25806,GM0034,2019JJ00,480.0,3250.0,,
25375,ZW25806,GM0034,2020JJ00,470.0,3320.0,,
25376,ZW25806,GM0034,2021JJ00,540.0,3340.0,2940.0,
25377,ZW25806,GM0034,2022JJ00,400.0,3030.0,2470.0,
25378,ZW25806,GM0034,2023JJ00,370.0,2930.0,2230.0,
25379,ZW25806,GM0034,2024JJ00,360.0,2970.0,2160.0,
25380,ZW25806,GM0484,2010JJ00,1950.0,3800.0,,
25381,ZW25806,GM0484,2011JJ00,1550.0,3800.0,,
25382,ZW25806,GM0484,2012JJ00,1650.0,3700.0,,
25383,ZW25806,GM0484,2013JJ00,1800.0,3700.0,,
25384,ZW25806,GM0484,2014JJ00,1350.0,3500.0,,
25385,ZW25806,GM0484,2015JJ00,1440.0,3410.0,,
25386,ZW25806,GM0484,2016JJ00,1480.0,3320.0,,
25387,ZW25806,GM0484,2017JJ00,1430.0,3230.0,,
25388,ZW25806,GM0484,2018JJ00,1440.0,3130.0,,
25389,ZW25806,GM0484,2019JJ00,1350.0,3100.0,,
25390,ZW25806,GM0484,2020JJ00,1270.0,3110.0,,
25391,ZW25806,GM0484,2021JJ00,1430.0,3110.0,2550.0,
25392,ZW25806,GM0484,2022JJ00,1030.0,2820.0,2070.0,
25393,ZW25806,GM0484,2023JJ00,940.0,2720.0,1790.0,
25394,ZW25806,GM0484,2024JJ00,910.0,2810.0,1780.0,
25395,ZW25806,GM1723,2010JJ00,1950.0,3450.0,,
25396,ZW25806,GM1723,2011JJ00,1500.0,3450.0,,
25397,ZW25806,GM1723,2012JJ00,1650.0,3450.0,,
25398,ZW25806,GM1723,2013JJ00,1800.0,3450.0,,
25399,ZW25806,GM1723,2014JJ00,1250.0,3300.0,,
25400,ZW25806,GM1723,2015JJ00,1380.0,3330.0,,
25401,ZW25806,GM1723,2016JJ00,1380.0,3260.0,,
25402,ZW25806,GM1723,2017JJ00,1310.0,3190.0,,
25403,ZW25806,GM1723,2018JJ00,1320.0,3160.0,,
25404,ZW25806,GM1723,2019JJ00,1220.0,3040.0,,
25405,ZW25806,GM1723,2020JJ00,1150.0,2980.0,,
25406,ZW25806,GM1723,2021JJ00,1330.0,3000.0,2610.0,
25407,ZW25806,GM1723,2022JJ00,990.0,2780.0,2230.0,
25408,ZW25806,GM1723,2023JJ00,900.0,2640.0,1900.0,
25409,ZW25806,GM1723,2024JJ00,860.0,2690.0,1870.0,
25410,ZW25806,GM1959,2010JJ00,,,,
25411,ZW25806,GM1959,2011JJ00,,,,
25412,ZW25806,GM1959,2012JJ00,,,,
25413,ZW25806,GM1959,2013JJ00,,,,
25414,ZW25806,GM1959,2014JJ00,,,,
25415,ZW25806,GM1959,2015JJ00,,,,
25416,ZW25806,GM1959,2016JJ00,,,,
25417,ZW25806,GM1959,2017JJ00,,,,
25418,ZW25806,GM1959,2018JJ00,,,,
25419,ZW25806,GM1959,2019JJ00,1290.0,2930.0,,
25420,ZW25806,GM1959,2020JJ00,1210.0,2940.0,,
25421,ZW25806,GM1959,2021JJ00,1360.0,2950.0,2570.0,
25422,ZW25806,GM1959,2022JJ00,1000.0,2720.0,2200.0,
25423,ZW25806,GM1959,2023JJ00,900.0,2640.0,1880.0,
25424,ZW25806,GM1959,2024JJ00,880.0,2670.0,1820.0,
25425,ZW25806,GM0060,2010JJ00,1950.0,2900.0,,
25426,ZW25806,GM0060,2011JJ00,1550.0,2750.0,,
25427,ZW25806,GM0060,2012JJ00,1650.0,2900.0,,
25428,ZW25806,GM0060,2013JJ00,1700.0,3050.0,,
25429,ZW25806,GM0060,2014JJ00,1300.0,2950.0,,
25430,ZW25806,GM0060,2015JJ00,1620.0,3250.0,,
25431,ZW25806,GM0060,2016JJ00,1710.0,3010.0,,
25432,ZW25806,GM0060,2017JJ00,1580.0,2780.0,,
25433,ZW25806,GM0060,2018JJ00,1650.0,2560.0,,
25434,ZW25806,GM0060,2019JJ00,1450.0,2680.0,,
25435,ZW25806,GM0060,2020JJ00,1420.0,2860.0,,
25436,ZW25806,GM0060,2021JJ00,1620.0,2880.0,2550.0,
25437,ZW25806,GM0060,2022JJ00,1170.0,2820.0,1970.0,
25438,ZW25806,GM0060,2023JJ00,860.0,3160.0,1860.0,
25439,ZW25806,GM0060,2024JJ00,790.0,3250.0,1850.0,
25440,ZW25806,GM0307,2010JJ00,2000.0,3550.0,,
25441,ZW25806,GM0307,2011JJ00,1550.0,3550.0,,
25442,ZW25806,GM0307,2012JJ00,1650.0,3450.0,,
25443,ZW25806,GM0307,2013JJ00,1750.0,3450.0,,
25444,ZW25806,GM0307,2014JJ00,1300.0,3300.0,,
25445,ZW25806,GM0307,2015JJ00,1410.0,3280.0,,
25446,ZW25806,GM0307,2016JJ00,1460.0,3210.0,,
25447,ZW25806,GM0307,2017JJ00,1410.0,3150.0,,
25448,ZW25806,GM0307,2018JJ00,1380.0,3060.0,,
25449,ZW25806,GM0307,2019JJ00,1290.0,2940.0,,
25450,ZW25806,GM0307,2020JJ00,1220.0,2950.0,,
25451,ZW25806,GM0307,2021JJ00,1380.0,3010.0,2550.0,
