ID,Bestemming,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4
1288,330300,1981JJ00,,,,
1289,330300,1982JJ00,,,,
1290,330300,1983JJ00,,,,
1291,330300,1984JJ00,,,,
1292,330300,1985JJ00,,,,
1293,330300,1986JJ00,,,,
1294,330300,1987JJ00,,,,
1295,330300,1988JJ00,357.0,329.0,,108.5
1296,330300,1989JJ00,459.0,421.0,28.0,109.0
1297,330300,1990JJ00,519.0,472.0,12.0,110.0
1298,330300,1991JJ00,454.0,411.0,-12.9,110.5
1299,330300,1992JJ00,430.0,388.0,-5.5,110.8
1300,330300,1993JJ00,342.0,312.0,-19.5,109.5
1301,330300,1994JJ00,311.0,287.0,-8.2,108.4
1302,330300,1995JJ00,386.0,359.0,25.1,107.6
1303,330300,1996JJ00,430.0,408.0,13.7,105.4
1304,330300,1997JJ00,488.0,469.0,14.9,104.1
1305,330300,1998JJ00,583.0,568.0,21.1,102.7
1306,330300,1999JJ00,599.0,591.0,4.1,101.4
1307,330300,2000JJ00,605.0,594.0,0.5,101.9
1308,330300,2001JJ00,510.0,500.0,-15.9,102.1
1309,330300,2002JJ00,462.0,457.0,-8.6,101.2
1310,330300,2003JJ00,419.0,419.0,-8.2,100.0
1311,330300,2004JJ00,433.0,434.0,3.6,99.8
1312,330300,2005JJ00,433.0,433.0,-0.2,100.0
1313,330300,2006JJ00,534.0,531.0,22.6,100.6
1314,330300,2007JJ00,669.0,655.0,23.4,102.1
1315,330300,2008JJ00,739.0,710.0,8.4,104.1
1316,330300,2009JJ00,527.0,501.0,-29.5,105.3
1317,330300,2010JJ00,453.0,425.0,-15.2,106.7
1318,330300,2011JJ00,454.0,427.0,0.4,106.4
1319,330300,2012JJ00,,,,
1320,332910,1969JJ00,112.0,221.0,,50.6
1321,332910,1970JJ00,216.0,393.0,77.7,55.0
1322,332910,1971JJ00,194.0,326.0,-17.1,59.6
1323,332910,1972JJ00,150.0,245.0,-24.7,61.2
1324,332910,1973JJ00,182.0,286.0,16.7,63.6
1325,332910,1974JJ00,229.0,325.0,13.7,70.4
1326,332910,1975JJ00,225.0,291.0,-10.5,77.3
1327,332910,1976JJ00,229.0,277.0,-4.9,82.7
1328,332910,1977JJ00,247.0,288.0,3.9,85.8
1329,332910,1978JJ00,305.0,340.0,18.2,89.6
1330,332910,1979JJ00,336.0,359.0,5.6,93.5
1331,332910,1980JJ00,380.0,389.0,8.3,97.6
1332,332910,1981JJ00,351.0,336.0,-13.7,104.5
1333,332910,1982JJ00,344.0,321.0,-4.6,107.3
1334,332910,1983JJ00,373.0,342.0,6.7,109.1
1335,332910,1984JJ00,509.0,469.0,37.0,108.6
1336,332910,1985JJ00,736.0,679.0,45.0,108.3
1337,332910,1986JJ00,852.0,799.0,17.7,106.6
1338,332910,1987JJ00,905.0,844.0,5.6,107.2
1339,332910,1988JJ00,745.0,705.0,-16.5,105.6
1340,332910,1989JJ00,706.0,671.0,-4.8,105.2
1341,332910,1990JJ00,797.0,763.0,13.6,104.5
1342,332910,1991JJ00,519.0,499.0,-34.6,104.1
1343,332910,1992JJ00,627.0,612.0,22.7,102.5
1344,332910,1993JJ00,517.0,506.0,-17.2,102.1
1345,332910,1994JJ00,396.0,393.0,-22.4,100.8
1346,332910,1995JJ00,621.0,623.0,58.6,99.7
1347,332910,1996JJ00,1004.0,1029.0,65.2,97.5
1348,332910,1997JJ00,767.0,801.0,-22.2,95.8
1349,332910,1998JJ00,965.0,1021.0,27.5,94.5
1350,332910,1999JJ00,899.0,944.0,-7.6,95.3
1351,332910,2000JJ00,1070.0,1101.0,16.7,97.2
1352,332910,2001JJ00,1026.0,1042.0,-5.3,98.4
1353,332910,2002JJ00,842.0,850.0,-18.4,99.0
1354,332910,2003JJ00,715.0,726.0,-14.6,98.5
1355,332910,2004JJ00,685.0,690.0,-5.0,99.3
1356,332910,2005JJ00,745.0,745.0,8.0,100.0
1357,332910,2006JJ00,798.0,786.0,5.5,101.5
1358,332910,2007JJ00,771.0,742.0,-5.6,104.0
1359,332910,2008JJ00,861.0,815.0,9.9,105.7
1360,332910,2009JJ00,751.0,710.0,-12.9,105.8
1361,332910,2010JJ00,623.0,593.0,-16.5,105.1
1362,332910,2011JJ00,689.0,661.0,11.6,104.2
1363,332910,2012JJ00,,,,
1364,332900,1969JJ00,86.0,178.0,,48.2
1365,332900,1970JJ00,168.0,320.0,79.1,52.6
1366,332900,1971JJ00,151.0,264.0,-17.3,57.1
1367,332900,1972JJ00,117.0,198.0,-25.2,59.1
1368,332900,1973JJ00,140.0,230.0,16.2,60.9
1369,332900,1974JJ00,179.0,265.0,15.0,67.7
1370,332900,1975JJ00,175.0,235.0,-11.2,74.5
1371,332900,1976JJ00,178.0,224.0,-4.6,79.4
1372,332900,1977JJ00,192.0,233.0,3.9,82.4
1373,332900,1978JJ00,238.0,277.0,18.8,86.0
1374,332900,1979JJ00,263.0,292.0,5.5,90.1
1375,332900,1980JJ00,296.0,314.0,7.6,94.2
1376,332900,1981JJ00,274.0,272.0,-13.5,100.9
1377,332900,1982JJ00,268.0,259.0,-4.7,103.6
1378,332900,1983JJ00,290.0,275.0,6.3,105.4
1379,332900,1984JJ00,395.0,376.0,36.6,105.1
1380,332900,1985JJ00,573.0,546.0,45.3,104.9
1381,332900,1986JJ00,664.0,643.0,17.8,103.2
1382,332900,1987JJ00,705.0,679.0,5.6,103.8
1383,332900,1988JJ00,580.0,568.0,-16.3,102.1
1384,332900,1989JJ00,550.0,540.0,-5.0,101.9
1385,332900,1990JJ00,617.0,608.0,12.5,101.5
1386,332900,1991JJ00,401.0,395.0,-35.0,101.5
1387,332900,1992JJ00,483.0,484.0,22.4,99.9
1388,332900,1993JJ00,404.0,404.0,-16.4,99.9
1389,332900,1994JJ00,301.0,305.0,-24.5,98.6
1390,332900,1995JJ00,489.0,500.0,63.8,97.8
1391,332900,1996JJ00,845.0,883.0,76.5,95.7
1392,332900,1997JJ00,577.0,612.0,-30.7,94.3
1393,332900,1998JJ00,730.0,784.0,28.1,93.1
1394,332900,1999JJ00,698.0,740.0,-5.6,94.3
1395,332900,2000JJ00,897.0,933.0,26.1,96.2
1396,332900,2001JJ00,844.0,863.0,-7.5,97.8
1397,332900,2002JJ00,686.0,695.0,-19.4,98.6
1398,332900,2003JJ00,542.0,552.0,-20.6,98.1
1399,332900,2004JJ00,546.0,551.0,-0.2,99.0
1400,332900,2005JJ00,608.0,608.0,10.3,100.0
1401,332900,2006JJ00,635.0,625.0,2.8,101.6
1402,332900,2007JJ00,533.0,511.0,-18.3,104.3
1403,332900,2008JJ00,590.0,555.0,8.6,106.3
1404,332900,2009JJ00,514.0,485.0,-12.5,105.9
1405,332900,2010JJ00,446.0,425.0,-12.5,105.0
1406,332900,2011JJ00,472.0,454.0,7.0,103.9
1407,332900,2012JJ00,,,,
1408,334800,1969JJ00,26.0,43.0,,60.8
1409,334800,1970JJ00,48.0,74.0,73.1,64.8
1410,334800,1971JJ00,43.0,62.0,-16.7,69.7
1411,334800,1972JJ00,33.0,47.0,-23.3,69.7
1412,334800,1973JJ00,42.0,56.0,18.2,75.0
1413,334800,1974JJ00,50.0,61.0,9.5,81.5
1414,334800,1975JJ00,50.0,56.0,-8.0,88.6
1415,334800,1976JJ00,51.0,53.0,-6.0,96.2
1416,334800,1977JJ00,55.0,55.0,3.9,99.8
1417,334800,1978JJ00,67.0,64.0,16.4,104.5
1418,334800,1979JJ00,73.0,68.0,6.0,107.4
1419,334800,1980JJ00,84.0,75.0,11.0,111.4
1420,334800,1981JJ00,77.0,65.0,-14.3,119.1
1421,334800,1982JJ00,76.0,62.0,-3.9,122.4
1422,334800,1983JJ00,83.0,67.0,7.9,123.9
1423,334800,1984JJ00,114.0,93.0,38.6,122.8
1424,334800,1985JJ00,163.0,134.0,43.9,122.0
1425,334800,1986JJ00,188.0,157.0,17.2,120.1
1426,334800,1987JJ00,200.0,166.0,5.9,120.7
1427,334800,1988JJ00,165.0,138.0,-17.0,120.0
1428,334800,1989JJ00,156.0,132.0,-4.2,118.5
1429,334800,1990JJ00,180.0,154.0,17.3,116.5
1430,334800,1991JJ00,118.0,103.0,-33.3,114.6
1431,334800,1992JJ00,144.0,127.0,23.7,113.0
1432,334800,1993JJ00,113.0,102.0,-20.1,111.1
1433,334800,1994JJ00,95.0,86.0,-15.0,109.9
1434,334800,1995JJ00,132.0,123.0,42.1,107.5
1435,334800,1996JJ00,159.0,152.0,23.5,104.8
1436,334800,1997JJ00,190.0,186.0,22.6,102.1
1437,334800,1998JJ00,235.0,234.0,25.8,100.4
1438,334800,1999JJ00,201.0,202.0,-13.6,99.4
1439,334800,2000JJ00,173.0,170.0,-15.9,101.8
1440,334800,2001JJ00,182.0,180.0,5.8,101.2
1441,334800,2002JJ00,156.0,155.0,-13.7,100.6
1442,334800,2003JJ00,173.0,173.0,11.5,100.0
1443,334800,2004JJ00,139.0,138.0,-20.2,100.7
1444,334800,2005JJ00,137.0,137.0,-0.7,100.0
1445,334800,2006JJ00,163.0,161.0,17.5,101.2
1446,334800,2007JJ00,238.0,231.0,43.6,103.0
1447,334800,2008JJ00,271.0,260.0,12.6,104.1
1448,334800,2009JJ00,237.0,225.0,-13.7,105.5
1449,334800,2010JJ00,177.0,168.0,-25.3,105.5
1450,334800,2011JJ00,217.0,207.0,23.2,105.0
1451,334800,2012JJ00,,,,
1452,336500,1969JJ00,76.0,124.0,,61.2
1453,336500,1970JJ00,103.0,157.0,26.3,65.7
1454,336500,1971JJ00,98.0,137.0,-12.6,71.6
1455,336500,1972JJ00,79.0,106.0,-22.4,74.4
1456,336500,1973JJ00,100.0,130.0,22.8,76.7
1457,336500,1974JJ00,111.0,132.0,1.0,84.3
1458,336500,1975JJ00,105.0,112.0,-15.3,94.1
1459,336500,1976JJ00,109.0,108.0,-2.9,100.6
1460,336500,1977JJ00,126.0,120.0,11.0,104.8
1461,336500,1978JJ00,147.0,135.0,11.9,109.2
1462,336500,1979JJ00,163.0,143.0,6.1,114.1
1463,336500,1980JJ00,179.0,151.0,5.5,118.8
1464,336500,1981JJ00,151.0,119.0,-21.2,127.2
1465,336500,1982JJ00,169.0,128.0,7.9,131.9
1466,336500,1983JJ00,164.0,123.0,-4.1,133.5
1467,336500,1984JJ00,233.0,176.0,43.3,132.3
1468,336500,1985JJ00,301.0,230.0,30.9,130.6
1469,336500,1986JJ00,324.0,253.0,9.6,128.2
1470,336500,1987JJ00,304.0,237.0,-6.2,128.2
1471,336500,1988JJ00,274.0,215.0,-9.2,127.3
1472,336500,1989JJ00,313.0,247.0,14.6,126.9
1473,336500,1990JJ00,373.0,295.0,19.5,126.6
1474,336500,1991JJ00,339.0,269.0,-8.8,126.2
1475,336500,1992JJ00,327.0,263.0,-2.1,124.3
1476,336500,1993JJ00,284.0,232.0,-11.9,122.6
1477,336500,1994JJ00,255.0,213.0,-8.1,119.7
1478,336500,1995JJ00,307.0,261.0,22.4,117.8
1479,336500,1996JJ00,393.0,344.0,31.9,114.3
1480,336500,1997JJ00,398.0,358.0,4.1,111.3
1481,336500,1998JJ00,547.0,513.0,43.5,106.6
1482,336500,1999JJ00,486.0,463.0,-9.7,104.9
1483,336500,2000JJ00,523.0,499.0,7.6,104.9
1484,336500,2001JJ00,603.0,580.0,16.3,104.0
1485,336500,2002JJ00,433.0,423.0,-27.0,102.3
1486,336500,2003JJ00,386.0,383.0,-9.5,100.8
1487,336500,2004JJ00,373.0,371.0,-3.1,100.5
1488,336500,2005JJ00,394.0,394.0,6.2,100.0
1489,336500,2006JJ00,482.0,479.0,21.6,100.6
1490,336500,2007JJ00,728.0,714.0,49.0,102.0
1491,336500,2008JJ00,600.0,578.0,-19.0,103.8
1492,336500,2009JJ00,759.0,726.0,25.5,104.6
1493,336500,2010JJ00,742.0,698.0,-3.8,106.3
1494,336500,2011JJ00,975.0,919.0,31.7,106.1
1495,336500,2012JJ00,,,,
1496,339205,1969JJ00,57.0,134.0,,42.5
1497,339205,1970JJ00,85.0,181.0,35.1,46.9
1498,339205,1971JJ00,130.0,251.0,38.8,51.7
1499,339205,1972JJ00,87.0,161.0,-36.2,54.2
1500,339205,1973JJ00,90.0,159.0,-1.1,56.7
1501,339205,1974JJ00,139.0,222.0,40.0,62.6
1502,339205,1975JJ00,146.0,209.0,-5.8,69.7
1503,339205,1976JJ00,124.0,166.0,-20.5,74.6
1504,339205,1977JJ00,121.0,157.0,-5.6,77.1
1505,339205,1978JJ00,134.0,167.0,6.6,80.1
1506,339205,1979JJ00,117.0,140.0,-16.4,83.7
1507,339205,1980JJ00,186.0,208.0,48.7,89.4
1508,339205,1981JJ00,166.0,173.0,-16.7,95.8
1509,339205,1982JJ00,196.0,198.0,14.5,98.8
1510,339205,1983JJ00,150.0,150.0,-24.5,100.1
1511,339205,1984JJ00,228.0,229.0,52.7,99.7
1512,339205,1985JJ00,257.0,260.0,13.6,98.9
1513,339205,1986JJ00,277.0,283.0,8.9,97.9
1514,339205,1987JJ00,278.0,282.0,-0.4,98.6
1515,339205,1988JJ00,202.0,206.0,-27.0,98.1
1516,339205,1989JJ00,257.0,259.0,25.7,99.3
1517,339205,1990JJ00,274.0,279.0,7.8,98.2
1518,339205,1991JJ00,301.0,307.0,9.9,98.2
1519,339205,1992JJ00,253.0,259.0,-15.6,97.8
1520,339205,1993JJ00,246.0,241.0,-6.7,101.9
1521,339205,1994JJ00,224.0,221.0,-8.5,101.5
1522,339205,1995JJ00,991.0,973.0,340.6,101.9
1523,339205,1996JJ00,283.0,280.0,-71.2,101.2
1524,339205,1997JJ00,265.0,264.0,-5.7,100.4
1525,339205,1998JJ00,411.0,416.0,57.7,98.7
1526,339205,1999JJ00,388.0,395.0,-5.1,98.2
1527,339205,2000JJ00,220.0,222.0,-43.8,99.1
1528,339205,2001JJ00,293.0,292.0,31.4,100.5
1529,339205,2002JJ00,195.0,195.0,-33.1,100.0
1530,339205,2003JJ00,259.0,262.0,34.4,98.9
1531,339205,2004JJ00,245.0,246.0,-6.2,99.7
1532,339205,2005JJ00,299.0,299.0,21.6,100.0
1533,339205,2006JJ00,286.0,285.0,-4.7,100.4
1534,339205,2007JJ00,400.0,394.0,38.1,101.6
1535,339205,2008JJ00,399.0,384.0,-2.5,104.0
1536,339205,2009JJ00,262.0,251.0,-34.6,104.4
1537,339205,2010JJ00,233.0,221.0,-11.8,105.3
1538,339205,2011JJ00,269.0,256.0,15.9,104.9
1539,339205,2012JJ00,,,,
1540,339200,1969JJ00,,,,
1541,339200,1970JJ00,,,,
1542,339200,1971JJ00,,,,
1543,339200,1972JJ00,,,,
1544,339200,1973JJ00,,,,
1545,339200,1974JJ00,,,,
1546,339200,1975JJ00,,,,
1547,339200,1976JJ00,,,,
1548,339200,1977JJ00,,,,
1549,339200,1978JJ00,,,,
1550,339200,1979JJ00,,,,
1551,339200,1980JJ00,,,,
1552,339200,1981JJ00,,,,
1553,339200,1982JJ00,,,,
1554,339200,1983JJ00,,,,
1555,339200,1984JJ00,,,,
1556,339200,1985JJ00,,,,
1557,339200,1986JJ00,,,,
1558,339200,1987JJ00,,,,
1559,339200,1988JJ00,139.0,135.0,,103.3
1560,339200,1989JJ00,175.0,167.0,24.5,104.5
1561,339200,1990JJ00,186.0,180.0,7.4,103.4
1562,339200,1991JJ00,206.0,199.0,10.8,103.4
1563,339200,1992JJ00,171.0,166.0,-16.5,102.8
1564,339200,1993JJ00,103.0,101.0,-39.2,101.8
1565,339200,1994JJ00,96.0,95.0,-5.8,100.8
1566,339200,1995JJ00,861.0,850.0,792.7,101.3
1567,339200,1996JJ00,222.0,220.0,-74.1,100.8
1568,339200,1997JJ00,193.0,193.0,-12.2,99.8
1569,339200,1998JJ00,329.0,333.0,72.0,98.9
1570,339200,1999JJ00,305.0,311.0,-6.7,98.2
1571,339200,2000JJ00,153.0,154.0,-50.5,99.5
1572,339200,2001JJ00,211.0,209.0,35.9,101.0
1573,339200,2002JJ00,124.0,124.0,-40.8,100.2
1574,339200,2003JJ00,166.0,168.0,35.5,99.0
1575,339200,2004JJ00,170.0,171.0,1.8,99.5
1576,339200,2005JJ00,219.0,219.0,28.2,100.0
1577,339200,2006JJ00,188.0,188.0,-14.2,100.0
1578,339200,2007JJ00,277.0,273.0,45.2,101.5
1579,339200,2008JJ00,271.0,260.0,-4.7,104.2
1580,339200,2009JJ00,155.0,148.0,-43.2,104.8
1581,339200,2010JJ00,132.0,125.0,-15.5,105.6
1582,339200,2011JJ00,161.0,153.0,22.7,105.0
1583,339200,2012JJ00,,,,
1584,340200,1969JJ00,,,,
1585,340200,1970JJ00,,,,
1586,340200,1971JJ00,,,,
1587,340200,1972JJ00,,,,
1588,340200,1973JJ00,,,,
1589,340200,1974JJ00,,,,
1590,340200,1975JJ00,,,,
1591,340200,1976JJ00,,,,
1592,340200,1977JJ00,,,,
1593,340200,1978JJ00,,,,
1594,340200,1979JJ00,,,,
1595,340200,1980JJ00,,,,
1596,340200,1981JJ00,,,,
1597,340200,1982JJ00,,,,
1598,340200,1983JJ00,,,,
1599,340200,1984JJ00,,,,
1600,340200,1985JJ00,,,,
1601,340200,1986JJ00,,,,
1602,340200,1987JJ00,,,,
1603,340200,1988JJ00,63.0,65.0,,96.8
1604,340200,1989JJ00,82.0,84.0,28.6,98.0
1605,340200,1990JJ00,88.0,91.0,8.5,96.9
1606,340200,1991JJ00,95.0,98.0,8.0,96.9
1607,340200,1992JJ00,82.0,85.0,-13.7,96.9
1608,340200,1993JJ00,143.0,136.0,61.0,105.0
1609,340200,1994JJ00,128.0,122.0,-10.5,105.0
1610,340200,1995JJ00,130.0,124.0,1.6,105.0
1611,340200,1996JJ00,61.0,59.0,-52.3,103.3
1612,340200,1997JJ00,72.0,70.0,18.0,103.3
1613,340200,1998JJ00,82.0,83.0,19.4,98.5
1614,340200,1999JJ00,83.0,84.0,1.2,98.5
1615,340200,2000JJ00,67.0,68.0,-19.3,98.5
1616,340200,2001JJ00,82.0,82.0,20.9,99.7
1617,340200,2002JJ00,71.0,71.0,-13.4,99.7
1618,340200,2003JJ00,93.0,94.0,32.4,98.7
1619,340200,2004JJ00,75.0,75.0,-20.4,100.0
1620,340200,2005JJ00,80.0,80.0,6.7,100.0
1621,340200,2006JJ00,98.0,97.0,21.3,101.0
1622,340200,2007JJ00,123.0,121.0,24.5,101.9
1623,340200,2008JJ00,128.0,124.0,2.4,103.5
1624,340200,2009JJ00,107.0,103.0,-16.4,103.5
1625,340200,2010JJ00,101.0,97.0,-6.5,104.5
1626,340200,2011JJ00,108.0,103.0,6.9,104.5
1627,340200,2012JJ00,,,,
1628,341605,1969JJ00,143.0,315.0,,45.3
1629,341605,1970JJ00,190.0,386.0,22.4,49.2
1630,341605,1971JJ00,197.0,368.0,-4.7,53.6
1631,341605,1972JJ00,166.0,293.0,-20.3,56.7
1632,341605,1973JJ00,198.0,332.0,13.3,59.7
1633,341605,1974JJ00,227.0,342.0,3.0,66.4
1634,341605,1975JJ00,213.0,289.0,-15.4,73.7
1635,341605,1976JJ00,217.0,276.0,-4.7,78.7
1636,341605,1977JJ00,273.0,331.0,20.3,82.4
1637,341605,1978JJ00,314.0,362.0,9.2,86.8
1638,341605,1979JJ00,321.0,353.0,-2.5,91.0
1639,341605,1980JJ00,356.0,370.0,5.0,96.2
1640,341605,1981JJ00,295.0,288.0,-22.2,102.4
1641,341605,1982JJ00,285.0,270.0,-6.4,105.7
1642,341605,1983JJ00,241.0,225.0,-16.5,107.1
1643,341605,1984JJ00,333.0,312.0,38.6,106.8
1644,341605,1985JJ00,341.0,320.0,2.7,106.5
1645,341605,1986JJ00,382.0,362.0,12.9,105.6
1646,341605,1987JJ00,414.0,392.0,8.4,105.6
1647,341605,1988JJ00,400.0,379.0,-3.4,105.6
1648,341605,1989JJ00,428.0,403.0,6.5,106.1
1649,341605,1990JJ00,482.0,453.0,12.4,106.3
1650,341605,1991JJ00,514.0,480.0,5.8,107.2
1651,341605,1992JJ00,488.0,454.0,-5.3,107.4
1652,341605,1993JJ00,579.0,523.0,15.2,110.6
1653,341605,1994JJ00,472.0,429.0,-18.0,109.9
1654,341605,1995JJ00,531.0,483.0,12.5,109.9
1655,341605,1996JJ00,482.0,448.0,-7.3,107.7
1656,341605,1997JJ00,513.0,487.0,8.9,105.2
1657,341605,1998JJ00,574.0,561.0,15.0,102.4
1658,341605,1999JJ00,646.0,637.0,13.6,101.4
1659,341605,2000JJ00,615.0,601.0,-5.6,102.3
1660,341605,2001JJ00,636.0,621.0,3.3,102.4
1661,341605,2002JJ00,531.0,522.0,-15.9,101.7
1662,341605,2003JJ00,524.0,518.0,-0.8,101.1
1663,341605,2004JJ00,464.0,461.0,-11.1,100.7
1664,341605,2005JJ00,453.0,453.0,-1.7,100.0
1665,341605,2006JJ00,570.0,568.0,25.4,100.4
1666,341605,2007JJ00,656.0,646.0,13.7,101.6
1667,341605,2008JJ00,791.0,767.0,18.8,103.2
1668,341605,2009JJ00,835.0,801.0,4.4,104.3
1669,341605,2010JJ00,793.0,750.0,-6.3,105.7
1670,341605,2011JJ00,688.0,654.0,-12.7,105.1
1671,341605,2012JJ00,,,,
1672,999993,1969JJ00,,,,
1673,999993,1970JJ00,,,,
1674,999993,1971JJ00,,,,
1675,999993,1972JJ00,,,,
1676,999993,1973JJ00,,,,
1677,999993,1974JJ00,,,,
1678,999993,1975JJ00,,,,
1679,999993,1976JJ00,,,,
1680,999993,1977JJ00,,,,
1681,999993,1978JJ00,,,,
1682,999993,1979JJ00,,,,
1683,999993,1980JJ00,,,,
1684,999993,1981JJ00,,,,
1685,999993,1982JJ00,,,,
1686,999993,1983JJ00,,,,
1687,999993,1984JJ00,,,,
1688,999993,1985JJ00,,,,
1689,999993,1986JJ00,,,,
1690,999993,1987JJ00,,,,
1691,999993,1988JJ00,256.0,235.0,,109.1
1692,999993,1989JJ00,259.0,236.0,0.8,109.5
1693,999993,1990JJ00,293.0,267.0,12.7,109.9
1694,999993,1991JJ00,336.0,301.0,13.0,111.6
1695,999993,1992JJ00,319.0,284.0,-5.7,112.3
1696,999993,1993JJ00,302.0,270.0,-5.0,111.9
1697,999993,1994JJ00,231.0,210.0,-22.2,110.0
1698,999993,1995JJ00,253.0,231.0,10.0,109.6
1699,999993,1996JJ00,304.0,282.0,22.1,107.8
1700,999993,1997JJ00,309.0,292.0,3.6,105.7
1701,999993,1998JJ00,346.0,334.0,14.2,103.6
1702,999993,1999JJ00,417.0,407.0,22.0,102.4
1703,999993,2000JJ00,391.0,379.0,-7.0,103.2
1704,999993,2001JJ00,396.0,383.0,1.0,103.5
1705,999993,2002JJ00,365.0,356.0,-7.1,102.6
1706,999993,2003JJ00,358.0,351.0,-1.4,102.0
1707,999993,2004JJ00,308.0,304.0,-13.4,101.4
1708,999993,2005JJ00,288.0,288.0,-5.2,100.0
1709,999993,2006JJ00,373.0,372.0,29.2,100.3
1710,999993,2007JJ00,386.0,383.0,2.9,100.8
1711,999993,2008JJ00,548.0,537.0,40.2,102.1
1712,999993,2009JJ00,461.0,448.0,-16.6,103.0
1713,999993,2010JJ00,391.0,375.0,-16.3,104.3
1714,999993,2011JJ00,386.0,373.0,-0.5,103.5
1715,999993,2012JJ00,,,,
1716,341600,1969JJ00,,,,
1717,341600,1970JJ00,,,,
1718,341600,1971JJ00,,,,
1719,341600,1972JJ00,,,,
1720,341600,1973JJ00,,,,
1721,341600,1974JJ00,,,,
1722,341600,1975JJ00,,,,
1723,341600,1976JJ00,,,,
1724,341600,1977JJ00,,,,
1725,341600,1978JJ00,,,,
1726,341600,1979JJ00,,,,
1727,341600,1980JJ00,,,,
1728,341600,1981JJ00,,,,
1729,341600,1982JJ00,,,,
1730,341600,1983JJ00,,,,
1731,341600,1984JJ00,,,,
1732,341600,1985JJ00,,,,
1733,341600,1986JJ00,,,,
1734,341600,1987JJ00,,,,
1735,341600,1988JJ00,72.0,63.0,,115.2
1736,341600,1989JJ00,69.0,59.0,-5.6,116.9
1737,341600,1990JJ00,85.0,72.0,21.7,118.3
1738,341600,1991JJ00,91.0,75.0,4.7,120.9
1739,341600,1992JJ00,91.0,75.0,0.0,120.9
1740,341600,1993JJ00,97.0,80.0,6.6,120.9
1741,341600,1994JJ00,70.0,60.0,-24.7,115.9
1742,341600,1995JJ00,83.0,72.0,18.6,115.9
1743,341600,1996JJ00,92.0,81.0,13.3,113.5
1744,341600,1997JJ00,89.0,80.0,-1.1,111.0
1745,341600,1998JJ00,110.0,101.0,25.8,109.0
1746,341600,1999JJ00,131.0,123.0,21.8,106.6
1747,341600,2000JJ00,117.0,110.0,-10.7,106.6
1748,341600,2001JJ00,126.0,119.0,8.5,105.7
1749,341600,2002JJ00,89.0,86.0,-27.8,103.4
1750,341600,2003JJ00,86.0,83.0,-3.4,103.4
1751,341600,2004JJ00,66.0,65.0,-22.1,101.9
1752,341600,2005JJ00,54.0,54.0,-16.7,100.0
1753,341600,2006JJ00,79.0,78.0,44.4,101.3
1754,341600,2007JJ00,80.0,79.0,1.3,101.3
1755,341600,2008JJ00,117.0,114.0,43.8,103.0
1756,341600,2009JJ00,102.0,98.0,-13.7,104.1
1757,341600,2010JJ00,70.0,67.0,-31.4,104.1
1758,341600,2011JJ00,92.0,89.0,32.9,102.9
1759,341600,2012JJ00,,,,
1760,342400,1969JJ00,,,,
1761,342400,1970JJ00,,,,
1762,342400,1971JJ00,,,,
1763,342400,1972JJ00,,,,
1764,342400,1973JJ00,,,,
1765,342400,1974JJ00,,,,
1766,342400,1975JJ00,,,,
1767,342400,1976JJ00,,,,
1768,342400,1977JJ00,,,,
1769,342400,1978JJ00,,,,
1770,342400,1979JJ00,,,,
1771,342400,1980JJ00,,,,
1772,342400,1981JJ00,,,,
1773,342400,1982JJ00,,,,
1774,342400,1983JJ00,,,,
1775,342400,1984JJ00,,,,
1776,342400,1985JJ00,,,,
1777,342400,1986JJ00,,,,
1778,342400,1987JJ00,,,,
1779,342400,1988JJ00,184.0,172.0,,106.7
1780,342400,1989JJ00,190.0,178.0,3.3,106.7
1781,342400,1990JJ00,208.0,195.0,9.5,106.7
1782,342400,1991JJ00,245.0,227.0,16.3,108.1
1783,342400,1992JJ00,228.0,209.0,-7.8,109.0
1784,342400,1993JJ00,205.0,189.0,-9.6,108.5
1785,342400,1994JJ00,161.0,149.0,-21.0,107.8
1786,342400,1995JJ00,170.0,159.0,6.2,107.2
1787,342400,1996JJ00,212.0,201.0,26.5,105.7
1788,342400,1997JJ00,220.0,212.0,5.7,103.8
1789,342400,1998JJ00,236.0,232.0,9.5,101.6
1790,342400,1999JJ00,286.0,283.0,22.0,100.9
1791,342400,2000JJ00,274.0,268.0,-5.2,102.1
1792,342400,2001JJ00,270.0,263.0,-2.2,102.8
1793,342400,2002JJ00,276.0,269.0,2.6,102.4
1794,342400,2003JJ00,272.0,267.0,-0.7,101.7
1795,342400,2004JJ00,242.0,239.0,-10.7,101.3
1796,342400,2005JJ00,234.0,234.0,-2.1,100.0
1797,342400,2006JJ00,294.0,294.0,25.6,100.0
1798,342400,2007JJ00,306.0,304.0,3.4,100.7
1799,342400,2008JJ00,431.0,423.0,39.2,101.8
1800,342400,2009JJ00,359.0,350.0,-17.4,102.7
1801,342400,2010JJ00,321.0,308.0,-12.0,104.3
1802,342400,2011JJ00,294.0,284.0,-7.8,103.6
1803,342400,2012JJ00,,,,
1804,344400,1969JJ00,,,,
1805,344400,1970JJ00,,,,
1806,344400,1971JJ00,,,,
1807,344400,1972JJ00,,,,
1808,344400,1973JJ00,,,,
1809,344400,1974JJ00,,,,
1810,344400,1975JJ00,,,,
1811,344400,1976JJ00,,,,
1812,344400,1977JJ00,,,,
