ID,RegioS,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
884,LD03  ,2005MM01,63.8,47.0,16.8,16.6,9.9,4.8,,,,,,,,,,,,,,283.0,195.5,87.5,86.6,58.3,20.4,,,,,,,,,,,,,
885,LD03  ,2005MM02,91.6,72.4,19.2,19.1,8.6,9.3,,,,,,,,,,,,,,378.1,300.8,77.3,77.1,40.2,29.9,,,,,,,,,,,,,
886,LD03  ,2005MM03,110.4,70.9,39.5,39.3,30.6,5.1,2.1,,,,,,,,,,,,,511.1,296.0,215.1,213.5,177.2,19.6,10.2,,,,,,,,,,,,
887,LD03  ,2005KW01,265.8,190.3,75.5,75.0,49.2,19.2,2.7,,,1.0,,,,,1.0,,,,,1172.2,792.3,379.9,377.2,275.7,69.8,13.2,,,3.0,,,,,5.4,,,,
888,LD03  ,2005MM04,183.4,107.8,75.7,75.3,42.9,18.1,5.3,4.1,,1.4,,,,1.2,,,,,,799.4,427.1,372.3,370.2,231.2,80.3,27.6,12.0,,4.4,,,,6.1,,,,,
889,LD03  ,2005MM05,362.5,242.0,120.5,119.4,89.9,10.0,6.0,5.2,,1.2,,1.0,2.2,,1.9,,,,,1716.9,1211.2,505.6,501.9,391.1,34.5,28.7,18.2,,4.0,,3.9,2.7,,10.7,,,,
890,LD03  ,2005MM06,279.0,197.4,81.6,80.6,55.7,7.7,6.3,3.1,,1.5,1.3,,,,2.8,,,,,1625.5,1120.5,505.0,500.7,394.3,36.8,28.0,10.4,,3.9,5.4,,,,13.8,,,,
891,LD03  ,2005KW02,824.8,547.1,277.7,275.2,188.5,35.8,17.6,12.4,1.5,4.0,2.2,2.2,2.6,2.9,5.3,1.2,,,,4141.8,2758.9,1382.9,1372.8,1016.7,151.5,84.3,40.5,5.9,12.3,8.0,8.0,4.0,13.5,28.3,5.2,,,
892,LD03  ,2005MM07,464.1,274.8,189.3,184.7,111.8,19.9,9.1,9.5,5.2,6.4,5.3,8.1,1.2,2.2,5.9,,,,2.6,3335.5,2140.8,1194.7,1169.5,859.1,105.0,45.3,31.6,23.8,23.6,22.3,21.2,3.1,10.3,24.1,,,,17.0
893,LD03  ,2005MM08,560.9,333.1,227.7,225.3,135.2,18.2,13.8,9.6,1.7,24.3,10.7,1.4,3.4,2.2,4.9,,,,,4055.1,2656.1,1399.0,1388.9,994.5,87.1,78.2,27.5,7.4,94.7,52.8,5.3,4.1,17.0,20.4,,,,
894,LD03  ,2005MM09,260.9,170.3,90.6,89.5,65.6,7.0,4.2,4.2,,2.1,1.7,1.1,,1.6,1.4,,,,,1441.3,887.5,553.8,548.5,450.0,27.5,21.4,13.6,,7.2,5.5,2.6,,8.4,8.8,,,,
895,LD03  ,2005KW03,1285.9,778.2,507.6,499.4,312.6,45.1,27.1,23.3,7.5,32.7,17.7,10.6,4.7,6.0,12.2,1.7,1.4,1.9,3.3,8831.9,5684.4,3147.5,3106.8,2303.6,219.5,144.9,72.7,34.3,125.5,80.6,29.1,7.5,35.8,53.3,6.2,8.2,6.6,19.6
896,LD03  ,2005MM10,228.3,138.7,89.7,88.9,73.6,8.4,2.2,1.4,,,,,,,,,,,,1320.2,749.0,571.2,568.0,496.0,37.3,12.7,5.5,,,,,,,,,,,
897,LD03  ,2005MM11,107.1,72.3,34.8,34.4,13.6,17.2,,,,,,,,,1.0,,,,,432.8,274.2,158.6,156.9,74.2,66.1,,,,,,,,,5.6,,,,
898,LD03  ,2005MM12,78.6,64.9,13.7,13.6,7.2,4.9,,,,,,,,,,,,,,371.5,297.1,74.4,73.6,45.2,20.7,,,,,,,,,,,,,
899,LD03  ,2005KW04,414.0,275.9,138.1,136.8,94.4,30.5,3.1,2.8,,1.3,,,,1.4,1.9,,,,,2124.5,1320.3,804.2,798.6,615.4,124.1,18.6,10.5,,4.4,,,,7.7,11.2,,,,
900,LD03  ,2005JJ00,2790.6,1791.6,999.0,986.5,644.7,130.5,50.6,39.0,9.8,39.1,20.3,13.4,7.5,11.1,20.4,3.4,2.0,2.8,4.3,16270.4,10555.9,5714.5,5655.4,4211.4,565.0,260.9,125.8,44.3,145.2,90.6,39.5,12.3,62.3,98.1,14.1,11.0,10.1,23.8
901,LD03  ,2006MM01,93.1,65.1,28.1,28.0,19.2,6.5,,,,,,,,,,,,,,440.0,300.6,139.5,138.4,101.3,27.1,,,,,,,,,,,,,
902,LD03  ,2006MM02,88.2,71.0,17.3,17.2,11.5,3.8,,,,,,,,,,,,,,373.0,297.2,75.7,75.3,51.8,12.9,,,,,,,,,,,,,
903,LD03  ,2006MM03,107.3,81.4,25.8,25.6,16.2,6.9,,,,,,,,,,,,,,476.7,348.6,128.1,127.0,88.5,27.3,,,,,,,,,,,,,
904,LD03  ,2006KW01,288.6,217.4,71.2,70.8,47.0,17.2,1.5,1.9,,1.2,,,,,,,,,,1289.7,946.4,343.3,340.7,241.6,67.3,8.3,8.4,,3.9,,,,,,,,,
905,LD03  ,2006MM04,256.7,127.2,129.5,129.1,87.3,19.2,7.4,9.0,,1.4,,1.3,,1.1,1.2,,,,,1236.1,549.8,686.3,684.4,511.0,79.4,35.0,35.4,,3.6,,5.2,,4.2,5.7,,,,
906,LD03  ,2006MM05,364.9,268.1,96.8,95.5,64.4,14.6,6.5,4.2,,1.3,,,,,1.3,,,,,1673.6,1221.5,452.1,445.8,327.4,51.7,30.1,12.5,,4.9,,,,,6.0,,,,
907,LD03  ,2006MM06,422.3,272.0,150.3,148.5,111.6,14.6,7.3,4.4,1.0,2.6,2.0,1.2,,1.9,,,,,,2353.2,1504.8,848.4,842.5,706.9,59.2,26.6,12.2,4.1,7.2,5.5,4.3,,7.7,,,,,
908,LD03  ,2006KW02,1044.0,667.3,376.6,373.1,263.4,48.5,21.2,17.6,2.4,5.3,2.5,3.5,1.6,3.7,3.6,1.8,,,,5262.9,3276.2,1986.7,1972.8,1545.3,190.3,91.7,60.1,10.0,15.8,7.0,13.5,5.4,15.7,18.0,8.0,,,
909,LD03  ,2006MM07,506.7,281.4,225.3,222.5,148.6,20.4,7.4,14.9,7.8,4.4,2.6,5.2,3.2,2.7,5.4,1.4,,,,3394.0,1995.4,1398.6,1387.8,1073.2,94.4,32.7,57.8,36.8,12.3,8.5,23.4,13.3,10.8,24.6,6.1,,,
910,LD03  ,2006MM08,501.0,297.6,203.4,200.8,101.0,18.5,10.3,18.1,5.6,22.6,10.6,2.7,3.1,4.5,3.7,1.2,,,,3611.4,2426.1,1185.3,1175.0,740.6,89.3,60.7,64.7,29.5,85.4,40.2,11.6,14.0,20.5,18.4,5.1,,,
911,LD03  ,2006MM09,317.9,211.6,106.3,105.2,76.6,10.6,6.2,4.1,,2.0,1.9,,,1.4,1.4,,,,,1694.1,1072.5,621.6,617.6,489.9,43.6,30.4,15.6,,7.6,8.3,,,8.7,8.1,,,,
912,LD03  ,2006KW03,1325.6,790.6,535.1,528.5,326.2,49.4,23.9,37.1,14.0,29.0,15.1,8.4,6.5,8.6,10.5,3.0,1.3,1.9,,8699.5,5494.0,3205.5,3180.3,2303.7,227.3,123.8,138.1,69.7,105.3,57.0,36.3,28.1,39.9,51.0,12.6,5.4,5.3,
913,LD03  ,2006MM10,258.2,162.7,95.5,94.8,80.3,7.9,2.2,1.2,,,,,,,,,,,,1393.5,818.0,575.5,572.7,516.6,30.1,9.4,3.4,,,,,,,,,,,
914,LD03  ,2006MM11,111.3,79.5,31.9,31.7,12.6,15.5,,1.8,,,,,,,,,,,,476.6,322.5,154.1,152.7,74.7,62.9,,7.4,,,,,,,,,,,
915,LD03  ,2006MM12,87.7,72.1,15.6,15.5,8.7,4.7,,,,,,,,,,,,,,445.9,360.0,85.9,85.0,56.2,19.3,,,,,,,,,,,,,
916,LD03  ,2006KW04,457.2,314.3,142.9,141.9,101.6,28.1,3.5,3.6,,,,,,1.2,1.0,,,,,2316.0,1500.5,815.5,810.5,647.5,112.3,14.8,13.4,,,,,,6.0,5.7,,,,
917,LD03  ,2006JJ00,3115.5,1989.7,1125.8,1114.3,738.1,143.2,50.0,60.1,17.2,36.4,18.5,12.6,8.2,14.1,15.7,5.4,2.2,3.2,,17568.1,11217.1,6351.0,6304.3,4738.2,597.3,238.6,220.0,84.2,127.9,67.5,52.8,34.1,65.1,78.6,24.4,9.7,9.7,
918,LD03  ,2007MM01,101.0,67.6,33.4,33.1,20.9,6.5,1.1,1.8,,2.1,,,,,,,,,,449.3,284.7,164.6,162.8,117.1,25.1,4.3,5.7,,6.5,,,,,,,,,
919,LD03  ,2007MM02,112.0,86.4,25.7,25.5,14.5,7.7,,1.4,,,,,,,,,,,,479.8,367.9,111.9,111.2,69.1,27.3,,4.8,,,,,,,,,,,
920,LD03  ,2007MM03,117.8,85.3,32.5,32.2,21.8,4.4,1.3,2.2,,,,,,,,,,,,549.1,380.2,168.8,166.9,123.7,15.5,9.8,7.7,,,,,,,,,,,
921,LD03  ,2007KW01,330.8,239.3,91.6,90.8,57.2,18.5,3.4,5.4,,2.8,,,,,1.0,,,,,1478.2,1032.9,445.3,440.9,309.9,67.9,19.0,18.2,,9.1,,,,,6.7,,,,
922,LD03  ,2007MM04,295.7,152.3,143.4,142.4,95.2,20.3,7.0,9.5,,2.4,1.3,1.2,,2.4,1.8,,,,,1319.3,605.7,713.6,709.8,533.3,77.6,33.4,27.0,,6.0,3.8,4.2,,12.0,7.3,,,,
923,LD03  ,2007MM05,427.1,282.4,144.6,142.9,100.1,18.6,6.7,6.7,1.3,1.9,1.7,,,2.0,3.1,1.1,,,,2081.4,1426.5,654.8,646.3,482.4,70.0,29.2,19.7,6.5,6.5,7.9,,,7.9,12.6,5.4,,,
924,LD03  ,2007MM06,367.6,233.7,133.9,132.0,99.4,9.1,6.6,4.3,1.1,2.5,1.9,,1.2,2.7,2.4,1.1,,,,2035.3,1257.4,777.9,771.6,646.0,44.4,28.5,11.3,4.9,6.2,6.0,,3.2,9.1,9.9,4.0,,,
925,LD03  ,2007KW02,1090.3,668.4,421.9,417.3,294.7,48.1,20.3,20.6,3.4,6.8,4.9,2.3,1.8,7.1,7.3,2.8,,1.2,,5436.0,3289.6,2146.4,2127.7,1661.7,192.0,91.2,58.0,15.7,18.6,17.7,8.6,5.4,29.0,29.8,11.6,,4.2,
926,LD03  ,2007MM07,500.0,273.7,226.3,222.9,140.6,18.4,14.2,12.6,5.2,6.3,8.1,4.7,2.2,4.2,6.4,1.8,,,,3477.2,2011.5,1465.7,1453.4,1121.2,92.1,63.6,37.5,23.8,18.8,34.6,19.3,7.0,16.3,19.3,6.1,,,
927,LD03  ,2007MM08,574.1,365.0,209.1,206.2,109.5,24.5,13.7,16.6,2.5,17.3,9.3,1.6,,3.9,6.4,1.2,,,,4040.9,2867.3,1173.5,1162.3,747.9,112.8,78.9,57.1,13.6,57.3,39.2,6.3,,20.0,26.0,4.4,,,
928,LD03  ,2007MM09,317.9,190.4,127.5,125.4,90.1,13.3,5.7,4.8,1.2,1.9,3.6,,,1.5,2.5,,,,,1699.1,966.0,733.2,726.3,587.5,48.5,28.4,15.1,5.0,7.0,14.4,,,7.7,10.0,,,,
929,LD03  ,2007KW03,1392.0,829.1,562.9,554.5,340.3,56.2,33.6,33.9,8.9,25.5,20.9,6.7,3.5,9.6,15.2,3.9,1.4,2.6,,9217.2,5844.8,3372.5,3342.0,2456.5,253.4,171.0,109.7,42.4,83.1,88.2,27.1,11.3,44.1,55.3,13.7,6.3,8.0,
930,LD03  ,2007MM10,270.1,182.6,87.5,86.5,68.6,8.8,3.0,1.3,,,,,,,1.1,,,,,1413.2,895.0,518.2,514.7,445.1,34.7,12.5,3.8,,,,,,,5.1,,,,
931,LD03  ,2007MM11,130.3,86.8,43.5,43.1,18.3,16.1,1.6,3.3,,1.2,,,,1.2,,,,,,576.4,374.2,202.2,200.5,101.2,64.4,6.5,11.6,,3.1,,,,8.2,,,,,
932,LD03  ,2007MM12,102.1,71.8,30.3,29.9,16.0,7.1,2.1,1.2,,,,,,1.2,,,,,,535.2,373.4,161.8,160.2,97.4,31.5,10.2,4.9,,,,,,7.6,,,,,
933,LD03  ,2007KW04,502.5,341.1,161.4,159.5,102.9,32.0,6.7,5.8,,2.9,1.8,,,3.2,2.4,,,,,2524.8,1642.6,882.2,875.5,643.7,130.6,29.2,20.3,,7.7,6.4,,,18.2,11.5,,,,
934,LD03  ,2007JJ00,3315.7,2077.8,1237.8,1222.1,795.1,154.8,63.9,65.7,13.5,38.1,28.5,10.1,5.5,20.8,26.0,7.7,2.3,4.8,,18656.3,11809.9,6846.4,6786.1,5071.9,643.8,310.4,206.2,64.3,118.5,115.1,39.9,17.3,95.4,103.4,31.4,9.9,15.4,
935,LD03  ,2008MM01,80.6,56.1,24.5,24.2,17.7,4.2,,,,,,,,,,,,,,429.9,288.1,141.8,140.4,106.9,23.2,,,,,,,,,,,,,
936,LD03  ,2008MM02,116.2,90.9,25.4,25.2,13.4,7.8,,2.5,,,,,,,,,,,,523.4,401.5,122.0,121.0,70.8,32.1,,10.6,,,,,,,,,,,
937,LD03  ,2008MM03,164.2,92.7,71.5,71.2,53.0,10.9,2.4,1.5,,,,,,,1.4,,,,,761.7,393.5,368.1,366.8,288.0,42.1,13.9,6.8,,,,,,,8.4,,,,
938,LD03  ,2008KW01,361.0,239.6,121.4,120.7,84.1,23.0,3.5,4.8,,1.1,,,,,1.7,,,,,1715.0,1083.1,631.9,628.2,465.8,97.4,19.3,20.8,,3.4,,,,,10.5,,,,
939,LD03  ,2008MM04,196.4,129.5,66.8,66.0,34.6,13.5,5.3,8.1,,1.1,,,,,,,,,,874.8,544.1,330.7,326.0,196.8,56.0,24.4,30.2,,2.6,,,,,,,,,
940,LD03  ,2008MM05,439.4,299.4,140.0,139.0,103.2,18.2,6.4,4.8,,1.3,,,,1.8,1.5,,,,,1978.2,1372.1,606.1,601.2,466.4,67.5,29.3,13.1,,3.5,,,,8.1,6.8,,,,
941,LD03  ,2008MM06,318.3,220.5,97.7,96.7,70.4,11.9,4.1,2.3,,1.4,,,,2.0,1.8,,,,,1785.3,1214.1,571.2,566.6,462.5,51.0,17.0,6.6,,3.1,,,,10.6,7.9,,,,
942,LD03  ,2008KW02,954.1,649.5,304.6,301.6,208.2,43.6,15.8,15.2,1.9,3.8,1.4,1.8,1.2,4.6,4.3,1.4,,,,4638.3,3130.4,1507.9,1493.8,1125.6,174.4,70.7,49.9,6.8,9.2,3.5,6.6,3.7,23.1,20.3,6.7,,,
943,LD03  ,2008MM07,456.0,267.0,189.0,186.8,132.0,18.4,6.6,8.2,2.8,3.9,2.5,3.8,1.5,3.0,4.2,,,,,3081.1,1871.2,1209.9,1202.7,987.4,82.7,30.7,23.2,11.5,10.8,8.0,15.8,4.4,13.2,15.0,,,,
944,LD03  ,2008MM08,534.7,346.0,188.7,186.2,109.8,25.7,11.7,11.1,1.6,11.1,5.4,1.2,,4.0,4.0,,,,,3608.8,2529.1,1079.7,1068.5,730.5,124.6,66.5,40.6,7.8,36.8,22.0,4.6,,20.0,13.4,,,,
945,LD03  ,2008MM09,297.4,205.1,92.3,91.3,70.4,10.2,3.7,1.6,,,,,,1.3,,,,,,1413.7,889.1,524.5,521.2,439.5,39.9,14.9,5.4,,,,,,7.0,,,,,
946,LD03  ,2008KW03,1288.0,818.1,470.0,464.3,312.1,54.3,21.9,21.0,5.0,15.8,8.7,5.2,2.9,8.3,9.1,1.9,1.5,1.7,,8103.6,5289.4,2814.1,2792.4,2157.4,247.2,112.2,69.2,21.7,50.6,32.4,21.3,8.6,40.1,31.9,7.1,6.6,4.7,
947,LD03  ,2008MM10,262.5,163.5,99.0,98.3,79.1,13.0,2.3,1.2,,,,,,,,,,,,1337.1,762.5,574.6,571.6,490.4,54.8,10.7,4.0,,,,,,,,,,,
948,LD03  ,2008MM11,124.2,95.4,28.8,28.8,12.2,13.1,,1.1,,,,,,,,,,,,513.1,381.5,131.6,131.2,69.4,46.4,,4.3,,,,,,,,,,,
949,LD03  ,2008MM12,107.1,90.2,16.9,16.8,10.0,4.3,,,,,,,,,,,,,,504.7,412.7,92.0,91.3,60.8,19.3,,,,,,,,,,,,,
950,LD03  ,2008KW04,493.7,349.0,144.7,143.8,101.3,30.4,3.4,2.8,,,,,,1.2,1.6,,,,,2354.9,1556.7,798.2,794.2,620.6,120.6,16.6,10.4,,,,,,6.6,6.9,,,,
951,LD03  ,2008JJ00,3096.8,2056.2,1040.6,1030.4,705.8,151.3,44.6,43.8,8.3,21.4,11.2,8.3,4.3,14.9,16.6,4.2,2.1,2.8,1.1,16811.8,11059.7,5752.1,5708.6,4369.4,639.6,218.7,150.2,34.8,65.7,40.1,33.4,13.3,73.6,69.6,18.2,9.9,9.0,6.4
952,LD03  ,2009MM01,91.1,62.8,28.3,28.1,19.1,5.9,1.0,,,,,,,,,,,,,415.6,273.3,142.2,140.8,102.1,24.3,5.8,,,,,,,,,,,,
953,LD03  ,2009MM02,124.8,98.0,26.8,26.7,12.1,8.3,,4.6,,,,,,,,,,,,514.4,408.6,105.7,105.1,53.8,29.6,,13.5,,,,,,,,,,,
954,LD03  ,2009MM03,133.5,106.0,27.5,27.4,16.2,6.5,,2.5,,,,,,,,,,,,524.0,395.3,128.8,128.2,83.3,23.7,,10.5,,,,,,,,,,,
955,LD03  ,2009KW01,349.4,266.8,82.6,82.2,47.4,20.6,2.6,7.9,,1.1,,,,,,,,,,1454.0,1077.2,376.8,374.0,239.2,77.6,14.6,27.3,,3.4,,,,,,,,,
956,LD03  ,2009MM04,284.6,151.2,133.4,133.0,84.7,21.1,6.2,8.9,,1.1,2.6,1.5,,2.3,3.6,,,,,1211.8,590.2,621.6,620.1,437.1,83.4,30.8,28.5,,2.0,3.8,8.2,,9.8,12.9,,,,
957,LD03  ,2009MM05,414.5,302.7,111.8,111.3,73.9,18.1,6.0,4.6,,,,,,5.7,1.3,,,,,1834.4,1352.8,481.5,479.6,342.9,66.1,29.2,14.7,,,,,,15.5,5.3,,,,
958,LD03  ,2009MM06,404.1,258.5,145.6,144.5,107.3,19.9,4.8,3.4,,1.6,,,1.5,1.9,2.1,,,,,1985.1,1235.6,749.5,744.9,589.0,86.7,18.6,8.8,,4.2,,,2.5,13.0,14.6,,,,
959,LD03  ,2009KW02,1103.2,712.5,390.7,388.9,265.8,59.2,17.0,16.9,1.7,3.3,3.5,2.4,2.1,9.8,7.0,,,,,5031.2,3178.6,1852.6,1844.7,1369.0,236.1,78.6,52.0,7.4,7.9,6.9,11.8,4.0,38.3,32.8,,,,
960,LD03  ,2009MM07,479.9,278.8,201.1,199.0,141.1,19.2,7.0,8.3,3.2,3.8,2.1,3.8,,3.6,6.1,,,,,3195.8,1904.7,1291.1,1282.6,1035.9,103.4,30.3,25.0,15.1,9.6,6.3,16.8,,16.2,21.7,,,,
961,LD03  ,2009MM08,574.2,385.0,189.2,187.0,122.7,23.5,9.0,9.5,1.4,8.2,3.7,1.5,,3.1,3.8,,,,,3630.6,2565.0,1065.6,1056.6,795.4,113.2,47.0,28.6,6.2,20.6,11.3,6.1,,14.7,12.3,,,,
962,LD03  ,2009MM09,311.5,224.4,87.0,86.2,65.7,10.6,3.0,1.8,,,,,,1.9,1.2,,,,,1523.1,1048.9,474.2,471.2,387.6,44.9,13.2,4.9,,,,,,9.0,4.3,,,,
963,LD03  ,2009KW03,1365.6,888.2,477.3,472.2,329.5,53.4,19.0,19.5,5.0,12.6,6.5,5.4,1.6,8.6,11.1,1.8,1.5,1.3,,8349.5,5518.6,2830.9,2810.5,2218.9,261.4,90.5,58.5,23.3,32.2,19.9,23.5,4.0,39.9,38.3,7.6,6.7,3.5,
964,LD03  ,2009MM10,274.8,168.6,106.2,105.7,87.5,9.8,2.3,2.6,,,,,,,1.1,,,,,1313.6,744.2,569.4,567.7,504.0,34.9,8.9,7.4,,,,,,,2.8,,,,
965,LD03  ,2009MM11,138.4,101.0,37.4,37.1,13.4,20.6,,1.2,,,,,,,,,,,,545.7,383.6,162.1,161.4,70.6,77.2,,4.3,,,,,,,,,,,
966,LD03  ,2009MM12,112.8,84.7,28.1,28.0,17.9,8.2,,,,,,,,,,,,,,482.2,374.7,107.6,106.9,66.7,32.3,,,,,,,,,,,,,
967,LD03  ,2009KW04,526.0,354.3,171.7,170.8,118.8,38.6,3.4,4.6,,,,,,1.3,1.5,,,,,2341.6,1502.5,839.0,836.0,641.3,144.4,14.6,14.9,,,,,,5.6,5.4,,,,
968,LD03  ,2009JJ00,3344.1,2221.8,1122.4,1114.0,761.6,171.8,42.0,48.9,7.7,17.9,11.3,8.3,3.8,20.4,20.3,3.4,2.0,2.2,,17176.3,11277.0,5899.3,5865.1,4468.4,719.5,198.2,152.6,36.0,46.4,31.0,36.6,8.7,88.8,78.9,15.0,8.8,6.9,
969,LD03  ,2010MM01,84.2,55.1,29.1,28.9,21.1,5.4,,,,,,,,,,,,,,386.2,246.4,139.8,138.8,101.5,26.6,,,,,,,,,,,,,
970,LD03  ,2010MM02,109.5,83.8,25.7,25.6,12.4,8.1,,3.4,,,,,,,,,,,,467.8,349.8,117.9,117.6,63.1,31.8,,14.6,,,,,,,,,,,
971,LD03  ,2010MM03,120.6,83.3,37.3,37.0,27.3,6.1,,1.5,,,,,,,,,,,,498.5,309.3,189.2,188.3,149.0,22.3,,6.4,,,,,,,,,,,
972,LD03  ,2010KW01,314.3,222.2,92.1,91.6,60.8,19.7,1.8,5.7,,,,,,1.0,1.0,,,,,1352.5,905.5,447.0,444.8,313.6,80.8,8.7,24.9,,,,,,4.9,5.7,,,,
973,LD03  ,2010MM04,304.2,166.1,138.2,137.5,85.9,29.0,4.9,10.6,1.0,1.2,,,,2.0,1.4,,,,,1240.0,608.9,631.1,628.6,430.6,115.0,23.1,36.7,3.3,3.0,,,,8.0,4.4,,,,
974,LD03  ,2010MM05,440.8,317.3,123.5,122.7,90.4,17.3,4.6,4.8,,1.2,,,,1.2,1.5,,,,,1953.8,1440.8,513.0,509.8,385.9,66.7,20.0,15.6,,3.9,,,,6.1,5.8,,,,
975,LD03  ,2010MM06,347.7,224.5,123.2,122.0,94.1,9.4,6.2,4.5,,2.1,,,,1.3,1.9,,,,,1675.6,1050.4,625.2,621.4,514.5,45.8,24.4,12.4,,5.8,,,,4.9,6.1,,,,
976,LD03  ,2010KW02,1092.8,707.9,384.9,382.3,270.5,55.7,15.7,19.9,2.7,4.6,1.6,1.4,,4.5,4.7,1.1,,,,4869.4,3100.1,1769.3,1759.8,1330.9,227.6,67.5,64.6,8.7,12.7,5.6,4.7,,19.0,16.4,4.4,,,
977,LD03  ,2010MM07,504.3,294.6,209.6,207.2,141.0,21.9,6.6,12.1,3.4,5.7,2.7,3.8,1.3,3.7,5.0,1.1,,,,3239.6,1994.7,1245.0,1232.8,948.8,120.5,31.2,38.2,16.9,14.8,9.0,16.8,3.7,16.7,16.0,5.2,,,
978,LD03  ,2010MM08,553.3,332.9,220.3,218.0,150.6,20.0,8.9,10.5,2.0,12.0,4.2,1.1,,3.5,4.7,,,,,3610.2,2322.5,1287.7,1277.2,1027.1,91.2,42.8,30.8,8.9,27.7,13.1,3.6,,16.3,14.4,,,,
979,LD03  ,2010MM09,289.8,201.6,88.1,87.2,64.6,11.0,3.7,2.3,,1.0,,,,1.4,1.2,,,,,1514.3,1001.4,512.9,509.8,416.4,46.5,17.9,6.5,,3.4,,,,7.2,4.0,,,,
980,LD03  ,2010KW03,1347.3,829.2,518.1,512.4,356.2,52.9,19.2,24.9,6.1,18.7,7.8,5.0,1.9,8.6,10.9,1.9,1.5,1.4,,8364.2,5318.6,3045.6,3019.8,2392.3,258.2,91.9,75.5,28.8,45.9,26.0,21.1,5.4,40.2,34.5,8.4,8.4,4.9,
981,LD03  ,2010MM10,262.0,156.9,105.2,104.5,88.3,8.7,1.9,2.3,,,,,,,,,,,,1277.0,697.1,579.9,576.5,516.5,30.6,8.5,7.2,,,,,,,,,,,
982,LD03  ,2010MM11,132.3,92.8,39.6,39.3,13.9,21.7,,1.5,,,,,,,,,,,,525.8,358.2,167.5,166.7,69.8,80.8,,5.7,,,,,,,,,,,
983,LD03  ,2010MM12,96.4,78.7,17.7,17.5,8.9,6.2,,1.1,,,,,,,,,,,,414.7,332.5,82.2,80.7,46.8,23.5,,4.2,,,,,,,,,,,
984,LD03  ,2010KW04,490.8,328.3,162.5,161.3,111.2,36.6,3.0,4.9,,1.1,,,,1.4,1.3,,,,,2217.4,1387.8,829.6,823.9,633.1,134.9,13.9,17.2,,3.3,,,,7.5,5.8,,,,
985,LD03  ,2010JJ00,3245.1,2087.6,1157.5,1147.6,798.6,164.9,39.7,55.5,9.8,25.1,10.6,6.9,3.0,15.5,17.9,3.7,2.1,2.8,1.3,16803.4,10712.0,6091.4,6048.3,4669.9,701.4,182.0,182.2,41.9,64.4,35.9,28.2,8.4,71.6,62.4,16.1,11.6,9.0,6.4
986,LD03  ,2011MM01,95.0,62.6,32.3,32.1,21.3,7.9,,,,,,,,,,,,,,410.8,255.8,155.0,153.9,107.5,33.8,,,,,,,,,,,,,
987,LD03  ,2011MM02,102.9,84.3,18.6,18.4,8.6,6.0,1.0,1.9,,,,,,,,,,,,445.1,364.2,80.8,80.0,43.5,20.7,4.3,8.0,,,,,,,,,,,
988,LD03  ,2011MM03,132.0,96.4,35.7,35.5,20.6,10.4,,1.9,,,,,,,,,,,,559.8,399.1,160.7,160.2,99.7,40.6,,7.7,,,,,,,,,,,
989,LD03  ,2011KW01,329.8,243.3,86.5,86.1,50.4,24.3,2.7,4.7,,,,,,1.6,,,,,,1415.7,1019.2,396.6,394.1,250.7,95.1,10.2,19.3,,,,,,8.7,,,,,
990,LD03  ,2011MM04,333.4,162.3,171.1,170.3,113.8,34.0,4.8,9.2,1.2,,,,,2.4,2.1,,,,,1484.8,649.5,835.3,832.3,615.2,135.6,20.2,28.0,4.9,,,,,12.8,7.1,,,,
991,LD03  ,2011MM05,341.2,255.6,85.7,84.5,54.3,14.1,4.4,5.4,,1.3,,,,1.4,1.6,,,,,1471.7,1091.5,380.2,375.9,273.8,48.7,16.1,14.8,,3.0,,,,6.2,6.8,,,,
992,LD03  ,2011MM06,455.1,278.0,177.1,175.9,137.8,18.6,5.5,5.6,,1.0,,,,2.7,1.7,,,,,2168.3,1331.1,837.2,832.5,690.5,70.0,20.8,14.9,,2.6,,,,16.7,6.9,,,,
993,LD03  ,2011KW02,1129.8,695.8,433.9,430.7,305.9,66.7,14.7,20.2,2.9,3.3,1.9,1.9,1.2,6.5,5.4,1.6,,,,5124.8,3072.1,2052.7,2040.7,1579.5,254.4,57.2,57.7,11.9,7.9,6.1,6.3,3.3,35.7,20.9,5.6,,,
994,LD03  ,2011MM07,440.6,260.5,180.0,177.3,116.1,21.1,6.7,9.2,3.4,5.9,2.2,3.4,1.2,3.4,4.7,1.2,,,,2994.3,1889.8,1104.5,1092.9,827.2,114.5,29.8,28.7,16.7,17.2,6.3,17.4,3.2,16.8,15.1,4.7,,,
