ID,BedrijfstypeNEG,RegioS,Perioden,TotaalMestproductie_1,DunneMest_2,VasteMest_3,Stikstofuitscheiding_4,TotaalGasvormigeStikstofverliezen_5,AmmoniakN_6,OverigeGasvormigeStikstofverliezenN_7,TotaalGasvormigeStikstofverliezen_8,AmmoniakN_9,OverigeStikstofverliezenN_10,AmmoniakverliesTijdensBeweidingN_11,TotaalStikstofproductie_12,k_0170KgHa_13,k_170250KgHa_14,k_2501000KgHa_15,k_1000KgHa_16,k_0170KgHa_17,k_170250KgHa_18,k_2501000KgHa_19,k_1000KgHa_20,TotaalFosfaatproductie_21,k_060KgHa_22,k_60110KgHa_23,k_110500KgHa_24,k_500KgHa_25,k_060KgHa_26,k_60110KgHa_27,k_110500KgHa_28,k_500KgHa_29,PlaatsingsruimteStikstof_30,PlaatsingsruimteFosfaat_31,AandeelBedrijvenZonderOverproductie_32,ResterendePlaatsingsruimteStikstof_33,ResterendePlaatsingsruimteFosfaat_34,AandeelBedrijvenMetOverproductie_35,Stikstofoverschot_36,Fosfaatoverschot_37,SaldoPlaatsingsruimteStikstof_38,SaldoPlaatsingsruimteStikstofPerHa_39,SaldoPlaatsingsruimteFosfaat_40,SaldoPlaatsingsruimteFosfaatPerHa_41,PlaatsingsruimteStikstof_42,PlaatsingsruimteFosfaat_43,AandeelBedrijvenZonderOverproductie_44,ResterendePlaatsingsruimteStikstof_45,ResterendePlaatsingsruimteFosfaat_46,AandeelBedrijvenMetOverproductie_47,Stikstofoverschot_48,Fosfaatoverschot_49,SaldoPlaatsingsruimteStikstof_50,SaldoPlaatsingsruimteStikstofPerHa_51,SaldoPlaatsingsruimteFosfaat_52,SaldoPlaatsingsruimteFosfaatPerHa_53,AantalLandbouwbedrijven_54,TotaalBemestbareCultuurgrond_55,Grasland_56,Snijmais_57,OverigBouwland_58
2325,T22,PV20  ,1999JJ00,50.0,7.0,43.0,1909.0,636.0,366.0,271.0,635.0,365.0,271.0,1.0,1274.0,2.0,0.0,16.0,82.0,5.0,0.0,145.0,1125.0,839.0,0.0,2.0,16.0,82.0,0.0,8.0,103.0,728.0,,60.0,0.0,,0.0,100.0,1181.0,779.0,,,-779.0,-1444.0,97.0,39.0,0.0,0.0,0.0,100.0,1211.0,800.0,-1211.0,-2247.0,-800.0,-1483.0,61.0,539.0,218.0,23.0,298.0
2326,T22,PV20  ,2000JJ00,43.0,4.0,39.0,1560.0,532.0,303.0,229.0,531.0,302.0,229.0,1.0,1029.0,0.0,2.0,17.0,81.0,0.0,4.0,120.0,904.0,717.0,0.0,0.0,15.0,85.0,0.0,0.0,72.0,644.0,,33.0,0.0,,0.0,100.0,973.0,683.0,,,-683.0,-2144.0,57.0,22.0,0.0,0.0,0.0,100.0,991.0,695.0,-991.0,-3108.0,-695.0,-2179.0,52.0,319.0,90.0,2.0,227.0
2327,T22,PV20  ,2001JJ00,45.0,5.0,40.0,1547.0,495.0,274.0,222.0,494.0,273.0,222.0,1.0,1053.0,2.0,0.0,15.0,83.0,4.0,0.0,128.0,921.0,640.0,0.0,0.0,17.0,83.0,0.0,0.0,80.0,560.0,,40.0,0.0,,0.0,100.0,978.0,600.0,,,-600.0,-1519.0,70.0,27.0,0.0,0.0,0.0,100.0,1003.0,614.0,-1003.0,-2539.0,-614.0,-1554.0,53.0,395.0,98.0,12.0,285.0
2328,T22,PV20  ,2002JJ00,37.0,2.0,35.0,1511.0,492.0,281.0,211.0,492.0,280.0,211.0,0.0,1019.0,2.0,2.0,15.0,81.0,4.0,18.0,134.0,863.0,590.0,0.0,2.0,17.0,81.0,0.0,7.0,89.0,495.0,,45.0,0.0,,0.0,100.0,947.0,545.0,,,-545.0,-1199.0,78.0,32.0,0.0,0.0,0.0,100.0,969.0,558.0,-969.0,-2132.0,-558.0,-1228.0,47.0,455.0,160.0,14.0,280.0
2329,T22,PV20  ,2003JJ00,35.0,2.0,33.0,1458.0,465.0,257.0,208.0,464.0,256.0,208.0,0.0,993.0,0.0,0.0,15.0,85.0,0.0,0.0,63.0,931.0,608.0,0.0,0.0,7.0,93.0,0.0,0.0,24.0,584.0,,19.0,0.0,,0.0,100.0,956.0,589.0,,,-589.0,-2935.0,36.0,14.0,0.0,0.0,0.0,100.0,966.0,594.0,-966.0,-4816.0,-594.0,-2961.0,41.0,201.0,63.0,21.0,116.0
2330,T22,PV20  ,2004JJ00,37.0,2.0,34.0,1509.0,483.0,275.0,208.0,483.0,275.0,208.0,1.0,1026.0,2.0,5.0,9.0,84.0,0.0,29.0,73.0,924.0,609.0,2.0,0.0,14.0,84.0,0.0,0.0,71.0,538.0,,33.0,2.0,,0.0,98.0,975.0,576.0,,,-576.0,-1637.0,63.0,26.0,2.0,0.0,0.0,98.0,987.0,584.0,-986.0,-2802.0,-583.0,-1658.0,44.0,352.0,162.0,7.0,183.0
2331,T22,PV20  ,2005JJ00,40.0,3.0,36.0,1596.0,369.0,285.0,83.0,368.0,285.0,83.0,1.0,1228.0,0.0,4.0,9.0,87.0,0.0,22.0,106.0,1100.0,666.0,0.0,0.0,11.0,89.0,0.0,0.0,70.0,596.0,,32.0,0.0,,0.0,100.0,1173.0,634.0,,,-634.0,-1796.0,63.0,26.0,0.0,0.0,0.0,100.0,1184.0,640.0,-1184.0,-3350.0,-640.0,-1813.0,45.0,353.0,157.0,40.0,157.0
2332,T22,PV20  ,2006JJ00,41.0,3.0,38.0,1625.0,388.0,296.0,92.0,388.0,295.0,92.0,0.0,1238.0,0.0,7.0,5.0,88.0,0.0,33.0,74.0,1130.0,690.0,0.0,0.0,12.0,88.0,0.0,0.0,69.0,620.0,63.0,35.0,0.0,0.0,0.0,100.0,1189.0,658.0,-1189.0,-3300.0,-658.0,-1824.0,63.0,26.0,0.0,0.0,0.0,100.0,1197.0,663.0,-1197.0,-3320.0,-663.0,-1840.0,43.0,360.0,160.0,28.0,173.0
2333,T22,PV20  ,2007JJ00,40.0,1.0,39.0,1626.0,303.0,236.0,67.0,303.0,236.0,67.0,0.0,1323.0,0.0,2.0,5.0,93.0,0.0,5.0,85.0,1233.0,668.0,0.0,0.0,7.0,93.0,0.0,0.0,39.0,629.0,37.0,19.0,0.0,0.0,0.0,100.0,1288.0,652.0,-1288.0,-6096.0,-652.0,-3084.0,37.0,15.0,0.0,0.0,0.0,100.0,1292.0,654.0,-1292.0,-6116.0,-654.0,-3095.0,42.0,211.0,66.0,10.0,136.0
2334,T22,PV20  ,2008JJ00,40.0,1.0,39.0,1672.0,316.0,251.0,64.0,315.0,251.0,64.0,0.0,1357.0,0.0,2.0,5.0,93.0,0.0,19.0,17.0,1321.0,677.0,0.0,0.0,9.0,91.0,0.0,0.0,55.0,622.0,57.0,30.0,0.0,0.0,0.0,100.0,1311.0,649.0,-1311.0,-3996.0,-649.0,-1980.0,57.0,24.0,0.0,0.0,0.0,100.0,1316.0,653.0,-1316.0,-4013.0,-653.0,-1991.0,44.0,328.0,149.0,7.0,172.0
2335,T22,PV20  ,2009JJ00,36.0,1.0,35.0,1602.0,297.0,237.0,59.0,296.0,237.0,59.0,0.0,1305.0,3.0,0.0,10.0,87.0,1.0,0.0,148.0,1157.0,663.0,3.0,0.0,8.0,90.0,0.0,0.0,66.0,597.0,57.0,29.0,3.0,2.0,1.0,97.0,1252.0,639.0,-1251.0,-3798.0,-638.0,-1938.0,57.0,22.0,3.0,2.0,1.0,97.0,1258.0,642.0,-1257.0,-3817.0,-641.0,-1948.0,39.0,329.0,74.0,15.0,240.0
2336,T22,PV21  ,1994JJ00,54.0,13.0,41.0,2306.0,,272.0,,,270.0,,1.0,2035.0,0.0,0.0,2.0,98.0,0.0,0.0,12.0,2023.0,999.0,0.0,0.0,2.0,98.0,0.0,0.0,16.0,983.0,,52.0,0.0,,0.0,100.0,1918.0,947.0,,,-947.0,-3327.0,55.0,23.0,0.0,0.0,0.0,100.0,1984.0,978.0,-1984.0,-6974.0,-978.0,-3436.0,100.0,285.0,210.0,16.0,59.0
2337,T22,PV21  ,1995JJ00,70.0,21.0,49.0,2757.0,,309.0,,,308.0,,1.0,2449.0,0.0,0.0,1.0,99.0,0.0,0.0,7.0,2442.0,1094.0,0.0,0.0,2.0,98.0,0.0,0.0,15.0,1079.0,,44.0,0.0,,0.0,100.0,2336.0,1050.0,,,-1050.0,-3316.0,60.0,26.0,0.0,0.0,0.0,100.0,2391.0,1072.0,-2391.0,-7551.0,-1072.0,-3386.0,96.0,317.0,233.0,19.0,65.0
2338,T22,PV21  ,1996JJ00,64.0,21.0,43.0,2350.0,,262.0,,,260.0,,1.0,2090.0,0.0,0.0,2.0,98.0,0.0,0.0,12.0,2078.0,949.0,0.0,0.0,4.0,96.0,0.0,0.0,9.0,940.0,,33.0,0.0,,0.0,100.0,2006.0,917.0,,,-917.0,-3555.0,49.0,21.0,0.0,0.0,0.0,100.0,2043.0,932.0,-2043.0,-7923.0,-932.0,-3613.0,85.0,258.0,175.0,32.0,51.0
2339,T22,PV21  ,1997JJ00,65.0,20.0,46.0,2388.0,,267.0,,,266.0,,1.0,2122.0,1.0,0.0,4.0,95.0,0.0,0.0,29.0,2093.0,1011.0,1.0,0.0,3.0,96.0,0.0,0.0,12.0,999.0,,38.0,1.0,,0.0,99.0,2031.0,973.0,,,-973.0,-3223.0,56.0,24.0,1.0,0.0,0.0,99.0,2070.0,990.0,-2069.0,-6853.0,-990.0,-3277.0,92.0,302.0,197.0,38.0,67.0
2340,T22,PV21  ,1998JJ00,69.0,11.0,57.0,2573.0,,299.0,,,298.0,,1.0,2275.0,0.0,0.0,3.0,97.0,0.0,0.0,24.0,2251.0,1094.0,0.0,0.0,6.0,94.0,0.0,0.0,51.0,1043.0,,45.0,0.0,,0.0,100.0,2167.0,1049.0,,,-1049.0,-2702.0,72.0,31.0,0.0,0.0,0.0,100.0,2208.0,1067.0,-2208.0,-5688.0,-1067.0,-2747.0,90.0,388.0,264.0,55.0,69.0
2341,T22,PV21  ,1999JJ00,79.0,15.0,64.0,2967.0,958.0,557.0,401.0,956.0,556.0,401.0,2.0,2011.0,0.0,0.0,5.0,95.0,0.0,0.0,42.0,1968.0,1341.0,0.0,0.0,1.0,99.0,0.0,0.0,1.0,1339.0,,49.0,0.0,,0.0,100.0,1917.0,1291.0,,,-1291.0,-3025.0,81.0,34.0,0.0,0.0,0.0,100.0,1944.0,1307.0,-1944.0,-4553.0,-1307.0,-3061.0,95.0,427.0,282.0,81.0,65.0
2342,T22,PV21  ,2000JJ00,77.0,13.0,64.0,2797.0,917.0,539.0,379.0,916.0,537.0,379.0,2.0,1881.0,1.0,0.0,8.0,91.0,3.0,0.0,65.0,1812.0,1318.0,0.0,0.0,3.0,97.0,0.0,0.0,27.0,1291.0,,50.0,0.0,,0.0,100.0,1789.0,1267.0,,,-1267.0,-2781.0,86.0,37.0,0.0,0.0,0.0,100.0,1811.0,1281.0,-1811.0,-3975.0,-1281.0,-2811.0,90.0,456.0,321.0,72.0,62.0
2343,T22,PV21  ,2001JJ00,75.0,10.0,64.0,2662.0,860.0,496.0,364.0,859.0,494.0,364.0,1.0,1803.0,0.0,0.0,8.0,93.0,0.0,0.0,56.0,1748.0,1114.0,0.0,0.0,4.0,96.0,0.0,0.0,25.0,1088.0,,44.0,0.0,,0.0,100.0,1717.0,1070.0,,,-1070.0,-2642.0,75.0,34.0,0.0,0.0,0.0,100.0,1737.0,1081.0,-1737.0,-4286.0,-1081.0,-2668.0,80.0,405.0,310.0,64.0,31.0
2344,T22,PV21  ,2002JJ00,74.0,7.0,67.0,2970.0,967.0,557.0,410.0,966.0,556.0,410.0,1.0,2004.0,0.0,0.0,8.0,93.0,0.0,0.0,95.0,1908.0,1165.0,0.0,0.0,6.0,94.0,0.0,0.0,47.0,1118.0,,42.0,0.0,,0.0,100.0,1922.0,1123.0,,,-1123.0,-2778.0,72.0,32.0,0.0,0.0,0.0,100.0,1942.0,1134.0,-1942.0,-4803.0,-1134.0,-2805.0,80.0,404.0,262.0,47.0,95.0
2345,T22,PV21  ,2003JJ00,60.0,6.0,54.0,2565.0,833.0,479.0,353.0,832.0,478.0,353.0,1.0,1733.0,0.0,0.0,7.0,93.0,0.0,0.0,60.0,1673.0,1078.0,0.0,0.0,6.0,94.0,0.0,0.0,31.0,1048.0,,25.0,0.0,,0.0,100.0,1685.0,1054.0,,,-1054.0,-4000.0,49.0,21.0,0.0,0.0,0.0,100.0,1693.0,1058.0,-1693.0,-6425.0,-1058.0,-4015.0,67.0,263.0,176.0,38.0,49.0
2346,T22,PV21  ,2004JJ00,59.0,5.0,54.0,2555.0,805.0,465.0,340.0,804.0,465.0,340.0,1.0,1751.0,0.0,0.0,12.0,88.0,0.0,0.0,96.0,1654.0,1027.0,0.0,0.0,6.0,94.0,0.0,0.0,43.0,984.0,,33.0,0.0,,0.0,100.0,1692.0,995.0,,,-995.0,-2927.0,62.0,27.0,0.0,0.0,0.0,100.0,1702.0,1000.0,-1702.0,-5007.0,-1000.0,-2944.0,68.0,340.0,230.0,48.0,63.0
2347,T22,PV21  ,2005JJ00,67.0,5.0,62.0,3002.0,630.0,522.0,108.0,629.0,521.0,108.0,1.0,2372.0,0.0,0.0,8.0,92.0,0.0,0.0,91.0,2282.0,1205.0,0.0,0.0,5.0,95.0,0.0,0.0,62.0,1143.0,,35.0,0.0,,0.0,100.0,2307.0,1170.0,,,-1170.0,-3102.0,68.0,30.0,0.0,0.0,0.0,100.0,2318.0,1176.0,-2318.0,-6145.0,-1176.0,-3118.0,73.0,377.0,241.0,48.0,88.0
2348,T22,PV21  ,2006JJ00,82.0,9.0,73.0,3436.0,765.0,616.0,149.0,764.0,615.0,149.0,1.0,2672.0,0.0,0.0,6.0,94.0,0.0,0.0,129.0,2543.0,1421.0,0.0,0.0,4.0,96.0,0.0,0.0,39.0,1382.0,85.0,47.0,0.0,0.0,0.0,100.0,2590.0,1380.0,-2590.0,-5592.0,-1380.0,-2980.0,85.0,37.0,0.0,0.0,0.0,100.0,2597.0,1385.0,-2597.0,-5606.0,-1385.0,-2990.0,78.0,463.0,307.0,87.0,69.0
2349,T22,PV21  ,2007JJ00,75.0,4.0,71.0,3334.0,605.0,502.0,103.0,604.0,501.0,103.0,1.0,2730.0,1.0,0.0,8.0,91.0,0.0,0.0,71.0,2658.0,1351.0,1.0,0.0,5.0,94.0,0.0,0.0,35.0,1315.0,71.0,38.0,1.0,0.0,0.0,99.0,2662.0,1317.0,-2662.0,-6863.0,-1317.0,-3395.0,71.0,31.0,1.0,0.0,0.0,99.0,2668.0,1321.0,-2667.0,-6877.0,-1321.0,-3405.0,79.0,388.0,264.0,75.0,48.0
2350,T22,PV21  ,2008JJ00,76.0,3.0,73.0,3426.0,652.0,537.0,115.0,651.0,536.0,115.0,1.0,2775.0,0.0,0.0,8.0,92.0,0.0,0.0,86.0,2689.0,1390.0,0.0,0.0,5.0,95.0,0.0,0.0,43.0,1346.0,64.0,34.0,0.0,0.0,0.0,100.0,2714.0,1359.0,-2714.0,-7788.0,-1359.0,-3899.0,64.0,29.0,0.0,0.0,0.0,100.0,2719.0,1362.0,-2719.0,-7801.0,-1362.0,-3907.0,73.0,349.0,263.0,50.0,35.0
2351,T22,PV21  ,2009JJ00,87.0,4.0,83.0,3947.0,729.0,602.0,127.0,728.0,601.0,127.0,1.0,3219.0,0.0,0.0,6.0,94.0,0.0,0.0,109.0,3110.0,1576.0,0.0,0.0,4.0,96.0,0.0,0.0,35.0,1541.0,77.0,40.0,0.0,0.0,0.0,100.0,3146.0,1541.0,-3146.0,-7425.0,-1541.0,-3636.0,77.0,33.0,0.0,0.0,0.0,100.0,3153.0,1545.0,-3153.0,-7440.0,-1545.0,-3645.0,78.0,424.0,240.0,58.0,126.0
2352,T22,PV22  ,1994JJ00,62.0,31.0,31.0,1896.0,,206.0,,,204.0,,2.0,1692.0,0.0,0.0,4.0,96.0,0.0,0.0,63.0,1629.0,870.0,0.0,0.0,4.0,96.0,0.0,0.0,34.0,836.0,,60.0,0.0,,0.0,100.0,1555.0,810.0,,,-810.0,-2299.0,65.0,27.0,0.0,0.0,0.0,100.0,1632.0,847.0,-1632.0,-4631.0,-847.0,-2405.0,84.0,352.0,190.0,88.0,75.0
2353,T22,PV22  ,1995JJ00,61.0,25.0,36.0,2111.0,,224.0,,,223.0,,1.0,1888.0,0.0,0.0,5.0,95.0,0.0,0.0,52.0,1836.0,863.0,0.0,0.0,8.0,92.0,0.0,0.0,40.0,823.0,,42.0,0.0,,0.0,100.0,1788.0,821.0,,,-821.0,-2472.0,59.0,24.0,0.0,0.0,0.0,100.0,1835.0,841.0,-1835.0,-5524.0,-841.0,-2533.0,79.0,332.0,125.0,46.0,161.0
2354,T22,PV22  ,1996JJ00,68.0,29.0,39.0,2209.0,,234.0,,,233.0,,1.0,1976.0,0.0,0.0,6.0,94.0,0.0,0.0,61.0,1915.0,899.0,0.0,0.0,7.0,93.0,0.0,0.0,38.0,861.0,,46.0,0.0,,0.0,100.0,1857.0,853.0,,,-853.0,-2219.0,71.0,27.0,0.0,0.0,0.0,100.0,1910.0,874.0,-1910.0,-4969.0,-874.0,-2273.0,83.0,384.0,139.0,72.0,174.0
2355,T22,PV22  ,1997JJ00,77.0,36.0,41.0,2239.0,,236.0,,,234.0,,2.0,2005.0,0.0,0.0,6.0,94.0,0.0,0.0,73.0,1932.0,970.0,0.0,0.0,7.0,93.0,0.0,0.0,43.0,927.0,,52.0,0.0,,0.0,100.0,1873.0,918.0,,,-918.0,-2153.0,79.0,31.0,0.0,0.0,0.0,100.0,1932.0,943.0,-1932.0,-4530.0,-943.0,-2210.0,84.0,427.0,196.0,113.0,117.0
2356,T22,PV22  ,1998JJ00,66.0,16.0,49.0,2188.0,,238.0,,,238.0,,1.0,1950.0,0.0,0.0,9.0,91.0,0.0,0.0,111.0,1840.0,954.0,0.0,0.0,9.0,91.0,0.0,0.0,62.0,892.0,,50.0,0.0,,0.0,100.0,1836.0,904.0,,,-904.0,-2001.0,79.0,32.0,0.0,0.0,0.0,100.0,1881.0,924.0,-1881.0,-4162.0,-924.0,-2045.0,88.0,452.0,152.0,85.0,215.0
2357,T22,PV22  ,1999JJ00,74.0,18.0,56.0,2514.0,801.0,466.0,335.0,800.0,465.0,335.0,1.0,1713.0,0.0,0.0,16.0,84.0,0.0,0.0,246.0,1467.0,1159.0,0.0,0.0,10.0,90.0,0.0,0.0,80.0,1079.0,,67.0,0.0,,0.0,100.0,1590.0,1092.0,,,-1092.0,-1798.0,106.0,42.0,0.0,0.0,0.0,100.0,1634.0,1117.0,-1634.0,-2690.0,-1117.0,-1840.0,97.0,607.0,198.0,120.0,290.0
2358,T22,PV22  ,2000JJ00,70.0,18.0,53.0,2261.0,737.0,436.0,301.0,737.0,435.0,301.0,1.0,1524.0,0.0,0.0,18.0,82.0,0.0,0.0,211.0,1313.0,1106.0,0.0,0.0,9.0,91.0,0.0,0.0,59.0,1047.0,,49.0,0.0,,0.0,100.0,1441.0,1057.0,,,-1057.0,-2250.0,81.0,33.0,0.0,0.0,0.0,100.0,1469.0,1074.0,-1469.0,-3127.0,-1074.0,-2286.0,82.0,470.0,150.0,97.0,223.0
2359,T22,PV22  ,2001JJ00,63.0,12.0,51.0,1979.0,638.0,370.0,268.0,638.0,370.0,268.0,1.0,1341.0,1.0,0.0,20.0,79.0,0.0,0.0,262.0,1079.0,876.0,1.0,0.0,13.0,85.0,0.0,0.0,112.0,764.0,,54.0,1.0,,0.0,99.0,1239.0,822.0,,,-822.0,-1566.0,93.0,36.0,1.0,1.0,0.0,99.0,1273.0,840.0,-1272.0,-2424.0,-840.0,-1601.0,75.0,525.0,144.0,64.0,317.0
2360,T22,PV22  ,2002JJ00,60.0,8.0,52.0,2125.0,692.0,397.0,294.0,691.0,397.0,294.0,0.0,1434.0,0.0,1.0,16.0,82.0,0.0,8.0,201.0,1225.0,894.0,0.0,0.0,14.0,86.0,0.0,0.0,95.0,800.0,,54.0,0.0,,0.0,100.0,1330.0,841.0,,,-841.0,-1522.0,95.0,36.0,0.0,0.0,0.0,100.0,1364.0,858.0,-1364.0,-2470.0,-858.0,-1554.0,74.0,552.0,109.0,72.0,371.0
2361,T22,PV22  ,2003JJ00,43.0,6.0,36.0,1639.0,550.0,324.0,226.0,549.0,324.0,226.0,0.0,1090.0,0.0,0.0,11.0,89.0,0.0,0.0,47.0,1043.0,747.0,0.0,0.0,5.0,95.0,0.0,0.0,22.0,725.0,,26.0,0.0,,0.0,100.0,1043.0,721.0,,,-721.0,-2638.0,48.0,19.0,0.0,0.0,0.0,100.0,1056.0,728.0,-1056.0,-3859.0,-728.0,-2663.0,64.0,274.0,90.0,60.0,123.0
2362,T22,PV22  ,2004JJ00,40.0,5.0,35.0,1536.0,506.0,316.0,189.0,506.0,316.0,189.0,0.0,1031.0,2.0,0.0,23.0,75.0,0.0,0.0,231.0,800.0,690.0,2.0,0.0,18.0,80.0,0.0,0.0,90.0,599.0,,44.0,2.0,,0.0,98.0,957.0,646.0,,,-646.0,-1353.0,84.0,32.0,2.0,1.0,0.0,98.0,975.0,658.0,-975.0,-2041.0,-658.0,-1378.0,56.0,477.0,110.0,49.0,318.0
2363,T22,PV22  ,2005JJ00,53.0,6.0,48.0,2160.0,474.0,366.0,107.0,473.0,366.0,107.0,0.0,1686.0,0.0,0.0,9.0,91.0,0.0,0.0,162.0,1524.0,922.0,0.0,0.0,8.0,92.0,0.0,0.0,70.0,852.0,,47.0,0.0,,0.0,100.0,1586.0,875.0,,,-875.0,-1612.0,93.0,35.0,0.0,0.0,0.0,100.0,1613.0,888.0,-1613.0,-2969.0,-888.0,-1635.0,64.0,543.0,74.0,90.0,379.0
2364,T22,PV22  ,2006JJ00,44.0,4.0,40.0,1726.0,439.0,326.0,112.0,439.0,326.0,112.0,0.0,1288.0,0.0,0.0,8.0,92.0,0.0,0.0,108.0,1179.0,775.0,0.0,0.0,10.0,90.0,0.0,0.0,63.0,712.0,73.0,39.0,0.0,0.0,0.0,100.0,1221.0,741.0,-1221.0,-2855.0,-741.0,-1733.0,73.0,29.0,0.0,0.0,0.0,100.0,1231.0,747.0,-1231.0,-2879.0,-747.0,-1747.0,60.0,427.0,102.0,172.0,153.0
2365,T22,PV22  ,2007JJ00,45.0,2.0,43.0,1848.0,365.0,281.0,84.0,365.0,281.0,84.0,0.0,1483.0,0.0,0.0,11.0,89.0,0.0,0.0,122.0,1361.0,830.0,0.0,0.0,10.0,90.0,0.0,0.0,61.0,769.0,68.0,35.0,0.0,0.0,0.0,100.0,1422.0,797.0,-1422.0,-3606.0,-797.0,-2022.0,68.0,26.0,0.0,0.0,0.0,100.0,1433.0,804.0,-1433.0,-3633.0,-804.0,-2038.0,62.0,394.0,92.0,57.0,246.0
2366,T22,PV22  ,2008JJ00,49.0,2.0,47.0,2042.0,404.0,316.0,88.0,403.0,315.0,88.0,0.0,1639.0,2.0,0.0,13.0,86.0,0.0,0.0,135.0,1503.0,885.0,2.0,0.0,13.0,86.0,0.0,0.0,65.0,820.0,94.0,48.0,2.0,1.0,0.0,98.0,1555.0,842.0,-1555.0,-2851.0,-842.0,-1545.0,94.0,36.0,2.0,1.0,0.0,98.0,1569.0,850.0,-1568.0,-2876.0,-850.0,-1558.0,64.0,545.0,109.0,95.0,342.0
2367,T22,PV22  ,2009JJ00,52.0,3.0,50.0,2157.0,415.0,322.0,92.0,414.0,322.0,92.0,0.0,1743.0,0.0,0.0,7.0,93.0,0.0,0.0,75.0,1668.0,936.0,0.0,0.0,10.0,90.0,0.0,0.0,76.0,860.0,91.0,46.0,0.0,0.0,0.0,100.0,1661.0,894.0,-1661.0,-3163.0,-894.0,-1703.0,91.0,35.0,0.0,0.0,0.0,100.0,1674.0,902.0,-1674.0,-3187.0,-902.0,-1716.0,61.0,525.0,108.0,61.0,356.0
2368,T22,PV23  ,1994JJ00,134.0,65.0,69.0,3960.0,,492.0,,,489.0,,3.0,3471.0,0.0,0.0,8.0,92.0,0.0,0.0,105.0,3366.0,1944.0,0.0,0.0,5.0,95.0,0.0,0.0,43.0,1902.0,,137.0,0.0,,0.0,100.0,3187.0,1807.0,,,-1807.0,-2308.0,145.0,60.0,0.0,0.0,0.0,100.0,3345.0,1889.0,-3345.0,-4271.0,-1889.0,-2412.0,215.0,783.0,418.0,306.0,58.0
2369,T22,PV23  ,1995JJ00,131.0,57.0,75.0,4135.0,,497.0,,,494.0,,4.0,3642.0,0.0,0.0,9.0,90.0,0.0,2.0,152.0,3488.0,1783.0,0.0,0.0,9.0,91.0,0.0,0.0,93.0,1690.0,,122.0,0.0,,0.0,100.0,3354.0,1661.0,,,-1661.0,-1744.0,175.0,70.0,0.0,0.0,0.0,100.0,3483.0,1718.0,-3483.0,-3658.0,-1718.0,-1805.0,216.0,952.0,442.0,357.0,153.0
2370,T22,PV23  ,1996JJ00,139.0,61.0,78.0,4279.0,,505.0,,,501.0,,3.0,3777.0,0.0,0.0,11.0,89.0,0.0,0.0,215.0,3562.0,1823.0,0.0,0.0,11.0,89.0,0.0,0.0,97.0,1725.0,,112.0,0.0,,0.0,100.0,3510.0,1711.0,,,-1711.0,-1875.0,166.0,68.0,0.0,0.0,0.0,100.0,3625.0,1762.0,-3625.0,-3973.0,-1762.0,-1931.0,213.0,912.0,454.0,336.0,123.0
2371,T22,PV23  ,1997JJ00,157.0,69.0,87.0,4632.0,,563.0,,,559.0,,4.0,4072.0,0.0,0.0,12.0,88.0,0.0,0.0,221.0,3851.0,2059.0,0.0,0.0,9.0,91.0,0.0,0.0,99.0,1960.0,,127.0,0.0,,0.0,100.0,3780.0,1932.0,,,-1932.0,-1851.0,191.0,77.0,0.0,0.0,0.0,100.0,3904.0,1987.0,-3904.0,-3740.0,-1987.0,-1903.0,221.0,1044.0,471.0,454.0,119.0
2372,T22,PV23  ,1998JJ00,150.0,46.0,104.0,4603.0,,568.0,,,565.0,,3.0,4038.0,0.0,0.0,15.0,85.0,0.0,0.0,287.0,3751.0,2093.0,0.0,0.0,11.0,89.0,0.0,0.0,96.0,1997.0,,127.0,0.0,,0.0,100.0,3757.0,1966.0,,,-1966.0,-1724.0,206.0,83.0,0.0,0.0,0.0,100.0,3862.0,2014.0,-3862.0,-3386.0,-2014.0,-1766.0,228.0,1140.0,482.0,425.0,234.0
2373,T22,PV23  ,1999JJ00,148.0,41.0,107.0,4838.0,1762.0,1123.0,639.0,1759.0,1120.0,639.0,3.0,3079.0,2.0,4.0,20.0,75.0,5.0,25.0,294.0,2755.0,2279.0,0.0,0.0,12.0,88.0,0.0,2.0,123.0,2155.0,,136.0,0.0,,0.0,100.0,2858.0,2143.0,,,-2142.0,-1749.0,220.0,89.0,0.0,0.0,0.0,100.0,2927.0,2191.0,-2927.0,-2389.0,-2191.0,-1788.0,225.0,1225.0,516.0,483.0,226.0
2374,T22,PV23  ,2000JJ00,151.0,46.0,105.0,4526.0,1669.0,1077.0,591.0,1665.0,1074.0,591.0,3.0,2860.0,1.0,3.0,24.0,72.0,4.0,19.0,315.0,2523.0,2244.0,0.0,0.0,16.0,84.0,0.0,0.0,151.0,2093.0,,135.0,0.0,,0.0,100.0,2645.0,2109.0,,,-2109.0,-1658.0,227.0,92.0,0.0,0.0,0.0,100.0,2706.0,2153.0,-2706.0,-2127.0,-2153.0,-1693.0,212.0,1272.0,528.0,363.0,381.0
