ID,Leeftijd,Perioden,TotaalBevolking_1,Mannen_2,Vrouwen_3
0,100,2012JJ00,16727885,8281428,8446462
1,100,2013JJ00,16798011,8317560,8480445
2,100,2014JJ00,16865452,8351611,8513846
3,100,2015JJ00,16926321,8381663,8544658
4,100,2016JJ00,16983832,8409769,8574062
5,100,2017JJ00,17039801,8437104,8602694
6,100,2018JJ00,17096246,8464802,8631438
7,100,2019JJ00,17153034,8492735,8660293
8,100,2020JJ00,17209151,8520383,8688759
9,100,2021JJ00,17264286,8547523,8716755
10,100,2022JJ00,17318190,8573960,8744227
11,100,2023JJ00,17370680,8599548,8771132
12,100,2024JJ00,17421427,8624076,8797356
13,100,2025JJ00,17470145,8647375,8822778
14,100,2026JJ00,17516488,8669285,8847205
15,100,2027JJ00,17560371,8689747,8870617
16,100,2028JJ00,17601360,8708557,8892804
17,100,2029JJ00,17639334,8725643,8913689
18,100,2030JJ00,17674219,8741019,8933196
19,100,2031JJ00,17705867,8754637,8951238
20,100,2032JJ00,17734154,8766487,8967671
21,100,2033JJ00,17758960,8776549,8982406
22,100,2034JJ00,17780231,8784838,8995393
23,100,2035JJ00,17797845,8791324,9006517
24,100,2036JJ00,17811908,8796083,9015817
25,100,2037JJ00,17822454,8799173,9023283
26,100,2038JJ00,17829722,8800742,9028986
27,100,2039JJ00,17833947,8800908,9033036
28,100,2040JJ00,17835515,8799946,9035576
29,100,2041JJ00,17834801,8798050,9036758
30,100,2042JJ00,17832168,8795407,9036746
31,100,2043JJ00,17827994,8792219,9035765
32,100,2044JJ00,17822645,8788626,9034024
33,100,2045JJ00,17816435,8784766,9031665
34,100,2046JJ00,17809630,8780765,9028871
35,100,2047JJ00,17802561,8776734,9025824
36,100,2048JJ00,17795401,8772779,9022618
37,100,2049JJ00,17788296,8768967,9019328
38,100,2050JJ00,17781298,8765330,9015970
39,100,2051JJ00,17774507,8761927,9012581
40,100,2052JJ00,17768006,8758830,9009179
41,100,2053JJ00,17761931,8756072,9005858
42,100,2054JJ00,17756440,8753774,9002668
43,100,2055JJ00,17751705,8752008,8999699
44,100,2056JJ00,17747887,8750868,8997022
45,100,2057JJ00,17745192,8750449,8994737
46,100,2058JJ00,17743675,8750749,8992924
47,100,2059JJ00,17743481,8751848,8991631
48,100,2060JJ00,17744678,8753742,8990939
49,  0,2012JJ00,180311,92337,87974
50,  0,2013JJ00,179696,92019,87677
51,  0,2014JJ00,179760,92052,87708
52,  0,2015JJ00,180035,92194,87841
53,  0,2016JJ00,180546,92456,88090
54,  0,2017JJ00,181270,92828,88442
55,  0,2018JJ00,182354,93384,88971
56,  0,2019JJ00,183659,94054,89605
57,  0,2020JJ00,184909,94698,90211
58,  0,2021JJ00,186103,95312,90791
59,  0,2022JJ00,187075,95811,91264
60,  0,2023JJ00,188087,96333,91755
61,  0,2024JJ00,188891,96745,92146
62,  0,2025JJ00,189527,97073,92454
63,  0,2026JJ00,190022,97329,92694
64,  0,2027JJ00,190382,97513,92869
65,  0,2028JJ00,190647,97651,92996
66,  0,2029JJ00,190821,97744,93077
67,  0,2030JJ00,190882,97775,93107
68,  0,2031JJ00,190780,97723,93057
69,  0,2032JJ00,190489,97576,92912
70,  0,2033JJ00,190007,97331,92676
71,  0,2034JJ00,189323,96981,92342
72,  0,2035JJ00,188496,96561,91935
73,  0,2036JJ00,187558,96079,91479
74,  0,2037JJ00,186581,95582,90999
75,  0,2038JJ00,185628,95092,90536
76,  0,2039JJ00,184746,94643,90102
77,  0,2040JJ00,183973,94248,89726
78,  0,2041JJ00,183331,93918,89413
79,  0,2042JJ00,182831,93665,89167
80,  0,2043JJ00,182499,93496,89002
81,  0,2044JJ00,182335,93413,88923
82,  0,2045JJ00,182343,93418,88926
83,  0,2046JJ00,182507,93502,89005
84,  0,2047JJ00,182816,93661,89155
85,  0,2048JJ00,183252,93885,89367
86,  0,2049JJ00,183780,94156,89625
87,  0,2050JJ00,184372,94458,89914
88,  0,2051JJ00,185000,94782,90218
89,  0,2052JJ00,185640,95110,90530
90,  0,2053JJ00,186266,95431,90835
91,  0,2054JJ00,186861,95736,91124
92,  0,2055JJ00,187401,96014,91387
93,  0,2056JJ00,187873,96258,91615
94,  0,2057JJ00,188261,96458,91804
95,  0,2058JJ00,188561,96612,91949
96,  0,2059JJ00,188770,96720,92050
97,  0,2060JJ00,188879,96776,92103
98,  1,2012JJ00,184784,94267,90518
99,  1,2013JJ00,181158,92742,88415
100,  1,2014JJ00,180558,92428,88131
101,  1,2015JJ00,180566,92430,88136
102,  1,2016JJ00,180832,92568,88263
103,  1,2017JJ00,181342,92830,88512
104,  1,2018JJ00,182092,93218,88874
105,  1,2019JJ00,183199,93788,89411
106,  1,2020JJ00,184513,94465,90048
107,  1,2021JJ00,185767,95114,90653
108,  1,2022JJ00,186965,95733,91232
109,  1,2023JJ00,187940,96237,91704
110,  1,2024JJ00,188953,96760,92192
111,  1,2025JJ00,189764,97176,92587
112,  1,2026JJ00,190401,97506,92894
113,  1,2027JJ00,190904,97766,93137
114,  1,2028JJ00,191264,97952,93311
115,  1,2029JJ00,191532,98093,93439
116,  1,2030JJ00,191709,98187,93522
117,  1,2031JJ00,191777,98222,93556
118,  1,2032JJ00,191679,98174,93505
119,  1,2033JJ00,191392,98031,93362
120,  1,2034JJ00,190918,97790,93128
121,  1,2035JJ00,190238,97442,92795
122,  1,2036JJ00,189419,97029,92390
123,  1,2037JJ00,188491,96552,91939
124,  1,2038JJ00,187523,96061,91462
125,  1,2039JJ00,186577,95574,91003
126,  1,2040JJ00,185699,95127,90572
127,  1,2041JJ00,184931,94734,90197
128,  1,2042JJ00,184295,94409,89885
129,  1,2043JJ00,183799,94157,89641
130,  1,2044JJ00,183470,93993,89478
131,  1,2045JJ00,183310,93909,89400
132,  1,2046JJ00,183319,93915,89404
133,  1,2047JJ00,183480,93999,89482
134,  1,2048JJ00,183790,94158,89632
135,  1,2049JJ00,184227,94384,89844
136,  1,2050JJ00,184754,94653,90100
137,  1,2051JJ00,185345,94956,90389
138,  1,2052JJ00,185972,95279,90693
139,  1,2053JJ00,186610,95607,91003
140,  1,2054JJ00,187237,95929,91309
141,  1,2055JJ00,187831,96235,91597
142,  1,2056JJ00,188370,96511,91859
143,  1,2057JJ00,188842,96754,92087
144,  1,2058JJ00,189232,96957,92275
145,  1,2059JJ00,189531,97111,92420
146,  1,2060JJ00,189738,97218,92519
147,  2,2012JJ00,185600,94933,90667
148,  2,2013JJ00,185148,94442,90706
149,  2,2014JJ00,181533,92917,88616
150,  2,2015JJ00,180869,92565,88304
151,  2,2016JJ00,180870,92565,88305
152,  2,2017JJ00,181133,92703,88430
153,  2,2018JJ00,181670,92980,88689
154,  2,2019JJ00,182440,93380,89060
155,  2,2020JJ00,183551,93957,89594
156,  2,2021JJ00,184873,94641,90232
157,  2,2022JJ00,186133,95295,90838
158,  2,2023JJ00,187335,95918,91417
159,  2,2024JJ00,188317,96428,91889
160,  2,2025JJ00,189333,96954,92379
161,  2,2026JJ00,190148,97373,92775
162,  2,2027JJ00,190791,97707,93084
163,  2,2028JJ00,191297,97970,93327
164,  2,2029JJ00,191661,98158,93503
165,  2,2030JJ00,191931,98300,93631
166,  2,2031JJ00,192110,98395,93715
167,  2,2032JJ00,192183,98432,93750
168,  2,2033JJ00,192092,98390,93702
169,  2,2034JJ00,191810,98250,93560
170,  2,2035JJ00,191344,98013,93331
171,  2,2036JJ00,190672,97671,93000
172,  2,2037JJ00,189859,97261,92598
173,  2,2038JJ00,188938,96789,92149
174,  2,2039JJ00,187979,96300,91679
175,  2,2040JJ00,187040,95818,91222
176,  2,2041JJ00,186166,95375,90791
177,  2,2042JJ00,185404,94985,90418
178,  2,2043JJ00,184773,94663,90110
179,  2,2044JJ00,184282,94414,89868
180,  2,2045JJ00,183955,94250,89705
181,  2,2046JJ00,183794,94166,89628
182,  2,2047JJ00,183804,94173,89631
183,  2,2048JJ00,183968,94258,89710
184,  2,2049JJ00,184278,94419,89860
185,  2,2050JJ00,184717,94645,90072
186,  2,2051JJ00,185242,94913,90328
187,  2,2052JJ00,185834,95217,90617
188,  2,2053JJ00,186461,95540,90921
189,  2,2054JJ00,187097,95868,91230
190,  2,2055JJ00,187725,96189,91535
191,  2,2056JJ00,188317,96494,91823
192,  2,2057JJ00,188855,96771,92084
193,  2,2058JJ00,189328,97016,92312
194,  2,2059JJ00,189717,97218,92499
195,  2,2060JJ00,190017,97374,92644
196,  3,2012JJ00,185846,95387,90459
197,  3,2013JJ00,185824,95038,90786
198,  3,2014JJ00,185370,94545,90824
199,  3,2015JJ00,181716,92995,88721
200,  3,2016JJ00,181049,92640,88409
201,  3,2017JJ00,181056,92643,88413
202,  3,2018JJ00,181345,92798,88548
203,  3,2019JJ00,181901,93089,88813
204,  3,2020JJ00,182680,93496,89183
205,  3,2021JJ00,183797,94077,89720
206,  3,2022JJ00,185122,94765,90357
207,  3,2023JJ00,186389,95425,90964
208,  3,2024JJ00,187595,96052,91543
209,  3,2025JJ00,188584,96566,92018
210,  3,2026JJ00,189606,97095,92510
211,  3,2027JJ00,190422,97517,92905
212,  3,2028JJ00,191069,97854,93216
213,  3,2029JJ00,191580,98119,93461
214,  3,2030JJ00,191945,98308,93637
215,  3,2031JJ00,192224,98456,93768
216,  3,2032JJ00,192402,98552,93850
217,  3,2033JJ00,192479,98592,93888
218,  3,2034JJ00,192394,98551,93843
219,  3,2035JJ00,192118,98414,93704
220,  3,2036JJ00,191657,98182,93475
221,  3,2037JJ00,190994,97844,93150
222,  3,2038JJ00,190189,97438,92751
223,  3,2039JJ00,189275,96971,92304
224,  3,2040JJ00,188319,96484,91835
225,  3,2041JJ00,187384,96004,91380
226,  3,2042JJ00,186518,95565,90953
227,  3,2043JJ00,185762,95178,90583
228,  3,2044JJ00,185137,94860,90276
229,  3,2045JJ00,184647,94614,90033
230,  3,2046JJ00,184318,94448,89871
231,  3,2047JJ00,184159,94365,89794
232,  3,2048JJ00,184170,94373,89796
233,  3,2049JJ00,184335,94459,89876
234,  3,2050JJ00,184647,94620,90027
235,  3,2051JJ00,185085,94846,90239
236,  3,2052JJ00,185610,95117,90494
237,  3,2053JJ00,186202,95419,90783
238,  3,2054JJ00,186830,95743,91087
239,  3,2055JJ00,187465,96070,91394
240,  3,2056JJ00,188092,96392,91700
241,  3,2057JJ00,188683,96696,91986
242,  3,2058JJ00,189219,96973,92246
243,  3,2059JJ00,189691,97217,92473
244,  3,2060JJ00,190078,97419,92659
245,  4,2012JJ00,182413,93067,89347
246,  4,2013JJ00,185836,95371,90465
247,  4,2014JJ00,185837,95027,90810
248,  4,2015JJ00,185321,94503,90817
249,  4,2016JJ00,181694,92964,88730
250,  4,2017JJ00,181041,92619,88422
251,  4,2018JJ00,181069,92634,88434
252,  4,2019JJ00,181376,92798,88578
253,  4,2020JJ00,181941,93096,88845
254,  4,2021JJ00,182723,93511,89212
255,  4,2022JJ00,183850,94098,89752
256,  4,2023JJ00,185178,94789,90388
257,  4,2024JJ00,186455,95455,91000
258,  4,2025JJ00,187665,96085,91580
259,  4,2026JJ00,188655,96598,92057
260,  4,2027JJ00,189680,97133,92547
261,  4,2028JJ00,190500,97556,92944
262,  4,2029JJ00,191146,97894,93252
263,  4,2030JJ00,191660,98160,93500
264,  4,2031JJ00,192030,98353,93677
265,  4,2032JJ00,192312,98502,93810
266,  4,2033JJ00,192491,98599,93892
267,  4,2034JJ00,192571,98642,93929
268,  4,2035JJ00,192490,98603,93887
269,  4,2036JJ00,192218,98469,93749
270,  4,2037JJ00,191760,98238,93522
271,  4,2038JJ00,191104,97903,93200
272,  4,2039JJ00,190302,97501,92801
273,  4,2040JJ00,189392,97036,92357
274,  4,2041JJ00,188440,96550,91890
275,  4,2042JJ00,187511,96073,91438
276,  4,2043JJ00,186649,95637,91012
277,  4,2044JJ00,185896,95252,90644
278,  4,2045JJ00,185274,94937,90337
279,  4,2046JJ00,184785,94690,90095
280,  4,2047JJ00,184457,94523,89934
281,  4,2048JJ00,184299,94442,89857
282,  4,2049JJ00,184310,94452,89858
283,  4,2050JJ00,184473,94538,89936
284,  4,2051JJ00,184787,94700,90087
285,  4,2052JJ00,185226,94927,90299
286,  4,2053JJ00,185751,95196,90555
287,  4,2054JJ00,186342,95499,90843
288,  4,2055JJ00,186969,95823,91146
289,  4,2056JJ00,187602,96148,91454
290,  4,2057JJ00,188229,96470,91759
291,  4,2058JJ00,188818,96773,92045
292,  4,2059JJ00,189353,97050,92302
293,  4,2060JJ00,189823,97294,92529
294,  5,2012JJ00,185713,95249,90465
295,  5,2013JJ00,182366,93036,89330
296,  5,2014JJ00,185739,95310,90430
297,  5,2015JJ00,185708,94942,90766
298,  5,2016JJ00,185204,94429,90775
299,  5,2017JJ00,181615,92908,88707
300,  5,2018JJ00,180986,92577,88409
301,  5,2019JJ00,181031,92603,88428
302,  5,2020JJ00,181351,92775,88576
303,  5,2021JJ00,181921,93081,88841
304,  5,2022JJ00,182712,93502,89210
305,  5,2023JJ00,183844,94090,89754
306,  5,2024JJ00,185181,94788,90393
307,  5,2025JJ00,186459,95454,91005
308,  5,2026JJ00,187672,96087,91585
309,  5,2027JJ00,188664,96601,92063
310,  5,2028JJ00,189693,97139,92554
311,  5,2029JJ00,190514,97565,92950
312,  5,2030JJ00,191165,97904,93261
313,  5,2031JJ00,191678,98170,93509
314,  5,2032JJ00,192050,98365,93685
315,  5,2033JJ00,192336,98517,93819
316,  5,2034JJ00,192516,98613,93903
317,  5,2035JJ00,192599,98659,93940
318,  5,2036JJ00,192519,98618,93901
319,  5,2037JJ00,192250,98488,93763
320,  5,2038JJ00,191798,98260,93538
321,  5,2039JJ00,191147,97929,93218
322,  5,2040JJ00,190348,97529,92819
323,  5,2041JJ00,189438,97062,92376
324,  5,2042JJ00,188493,96581,91912
325,  5,2043JJ00,187567,96105,91462
326,  5,2044JJ00,186707,95672,91035
327,  5,2045JJ00,185953,95286,90667
328,  5,2046JJ00,185334,94973,90362
329,  5,2047JJ00,184848,94727,90121
330,  5,2048JJ00,184521,94560,89961
331,  5,2049JJ00,184361,94480,89882
332,  5,2050JJ00,184373,94489,89884
333,  5,2051JJ00,184538,94577,89962
334,  5,2052JJ00,184852,94740,90112
335,  5,2053JJ00,185289,94965,90324
336,  5,2054JJ00,185814,95235,90580
337,  5,2055JJ00,186403,95536,90867
338,  5,2056JJ00,187031,95860,91171
339,  5,2057JJ00,187664,96187,91477
340,  5,2058JJ00,188290,96508,91782
341,  5,2059JJ00,188878,96811,92067
342,  5,2060JJ00,189411,97088,92323
343,  6,2012JJ00,187680,96047,91633
344,  6,2013JJ00,185694,95243,90451
345,  6,2014JJ00,182298,93003,89296
346,  6,2015JJ00,185577,95221,90357
347,  6,2016JJ00,185581,94868,90713
348,  6,2017JJ00,185091,94368,90724
349,  6,2018JJ00,181549,92868,88680
350,  6,2019JJ00,180940,92552,88388
351,  6,2020JJ00,180995,92585,88410
352,  6,2021JJ00,181326,92763,88563
353,  6,2022JJ00,181903,93074,88830
354,  6,2023JJ00,182698,93496,89201
355,  6,2024JJ00,183837,94091,89746
356,  6,2025JJ00,185178,94790,90388
357,  6,2026JJ00,186457,95456,91001
358,  6,2027JJ00,187676,96094,91582
359,  6,2028JJ00,188669,96609,92060
360,  6,2029JJ00,189699,97148,92552
361,  6,2030JJ00,190520,97574,92946
362,  6,2031JJ00,191172,97912,93260
363,  6,2032JJ00,191689,98181,93508
364,  6,2033JJ00,192060,98376,93684
365,  6,2034JJ00,192348,98529,93819
366,  6,2035JJ00,192529,98625,93905
367,  6,2036JJ00,192614,98672,93942
368,  6,2037JJ00,192535,98633,93902
369,  6,2038JJ00,192269,98503,93766
370,  6,2039JJ00,191818,98276,93542
371,  6,2040JJ00,191172,97949,93223
372,  6,2041JJ00,190375,97550,92825
373,  6,2042JJ00,189471,97086,92385
374,  6,2043JJ00,188525,96605,91920
375,  6,2044JJ00,187603,96132,91471
376,  6,2045JJ00,186743,95698,91045
377,  6,2046JJ00,185989,95313,90676
378,  6,2047JJ00,185370,95001,90369
379,  6,2048JJ00,184885,94755,90130
380,  6,2049JJ00,184560,94588,89971
381,  6,2050JJ00,184399,94506,89893
382,  6,2051JJ00,184413,94518,89895
383,  6,2052JJ00,184578,94607,89972
384,  6,2053JJ00,184892,94770,90122
385,  6,2054JJ00,185327,94994,90332
386,  6,2055JJ00,185851,95262,90589
387,  6,2056JJ00,186439,95563,90876
388,  6,2057JJ00,187067,95888,91179
389,  6,2058JJ00,187699,96213,91486
390,  6,2059JJ00,188324,96534,91790
391,  6,2060JJ00,188909,96835,92074
392,  7,2012JJ00,193504,98806,94698
393,  7,2013JJ00,187719,96087,91632
394,  7,2014JJ00,185685,95258,90427
395,  7,2015JJ00,182200,92971,89229
396,  7,2016JJ00,185464,95176,90288
397,  7,2017JJ00,185503,94842,90661
398,  7,2018JJ00,185039,94359,90681
399,  7,2019JJ00,181530,92878,88652
400,  7,2020JJ00,180934,92569,88364
401,  7,2021JJ00,180995,92609,88386
402,  7,2022JJ00,181337,92792,88545
403,  7,2023JJ00,181924,93107,88817
404,  7,2024JJ00,182721,93533,89189
405,  7,2025JJ00,183866,94130,89736
406,  7,2026JJ00,185208,94830,90378
407,  7,2027JJ00,186489,95498,90991
408,  7,2028JJ00,187709,96136,91573
409,  7,2029JJ00,188701,96651,92050
410,  7,2030JJ00,189734,97191,92543
411,  7,2031JJ00,190556,97618,92938
412,  7,2032JJ00,191210,97958,93252
413,  7,2033JJ00,191727,98226,93501
414,  7,2034JJ00,192097,98419,93677
415,  7,2035JJ00,192382,98571,93811
416,  7,2036JJ00,192568,98670,93898
417,  7,2037JJ00,192653,98718,93935
418,  7,2038JJ00,192575,98680,93894
419,  7,2039JJ00,192311,98550,93760
420,  7,2040JJ00,191863,98325,93537
421,  7,2041JJ00,191218,97999,93220
422,  7,2042JJ00,190421,97601,92820
423,  7,2043JJ00,189518,97138,92379
424,  7,2044JJ00,188571,96656,91915
425,  7,2045JJ00,187652,96184,91468
426,  7,2046JJ00,186795,95752,91043
427,  7,2047JJ00,186039,95366,90674
428,  7,2048JJ00,185421,95053,90368
429,  7,2049JJ00,184937,94808,90129
430,  7,2050JJ00,184612,94641,89970
431,  7,2051JJ00,184451,94561,89891
432,  7,2052JJ00,184466,94572,89893
433,  7,2053JJ00,184631,94661,89970
434,  7,2054JJ00,184940,94821,90119
435,  7,2055JJ00,185375,95047,90328
436,  7,2056JJ00,185898,95314,90584
437,  7,2057JJ00,186485,95614,90871
438,  7,2058JJ00,187112,95938,91174
439,  7,2059JJ00,187743,96263,91480
440,  7,2060JJ00,188367,96584,91783
441,  8,2012JJ00,200301,102523,97778
442,  8,2013JJ00,193618,98861,94756
443,  8,2014JJ00,187795,96119,91677
444,  8,2015JJ00,185675,95246,90430
445,  8,2016JJ00,182180,92955,89224
446,  8,2017JJ00,185435,95153,90283
447,  8,2018JJ00,185509,94840,90669
448,  8,2019JJ00,185062,94370,90693
449,  8,2020JJ00,181579,92902,88677
450,  8,2021JJ00,180993,92601,88391
451,  8,2022JJ00,181062,92645,88417
452,  8,2023JJ00,181409,92832,88577
453,  8,2024JJ00,181999,93149,88850
454,  8,2025JJ00,182802,93578,89224
455,  8,2026JJ00,183950,94179,89771
456,  8,2027JJ00,185293,94879,90414
457,  8,2028JJ00,186571,95547,91025
458,  8,2029JJ00,187794,96184,91610
459,  8,2030JJ00,188786,96700,92086
460,  8,2031JJ00,189819,97240,92579
461,  8,2032JJ00,190640,97667,92974
462,  8,2033JJ00,191295,98006,93289
463,  8,2034JJ00,191810,98274,93536
464,  8,2035JJ00,192183,98469,93714
465,  8,2036JJ00,192469,98622,93847
466,  8,2037JJ00,192652,98718,93934
467,  8,2038JJ00,192738,98768,93971
468,  8,2039JJ00,192659,98730,93928
469,  8,2040JJ00,192396,98600,93796
470,  8,2041JJ00,191945,98374,93571
471,  8,2042JJ00,191302,98047,93255
472,  8,2043JJ00,190505,97651,92854
473,  8,2044JJ00,189600,97188,92412
474,  8,2045JJ00,188656,96707,91949
475,  8,2046JJ00,187739,96235,91504
476,  8,2047JJ00,186881,95801,91079
477,  8,2048JJ00,186127,95417,90710
478,  8,2049JJ00,185509,95104,90405
479,  8,2050JJ00,185023,94860,90164
480,  8,2051JJ00,184699,94692,90007
481,  8,2052JJ00,184539,94612,89927
482,  8,2053JJ00,184551,94623,89928
483,  8,2054JJ00,184716,94711,90005
484,  8,2055JJ00,185025,94872,90154
485,  8,2056JJ00,185459,95097,90362
486,  8,2057JJ00,185981,95364,90617
487,  8,2058JJ00,186565,95662,90903
488,  8,2059JJ00,187193,95987,91206
489,  8,2060JJ00,187823,96312,91511
490,  9,2012JJ00,201239,103013,98226
491,  9,2013JJ00,200531,102622,97910
492,  9,2014JJ00,193811,98934,94877
493,  9,2015JJ00,187920,96154,91766
494,  9,2016JJ00,185783,95274,90509
495,  9,2017JJ00,182282,92982,89300
496,  9,2018JJ00,185537,95180,90357
497,  9,2019JJ00,185641,94885,90756
498,  9,2020JJ00,185200,94423,90776
499,  9,2021JJ00,181739,92966,88773
500,  9,2022JJ00,181162,92672,88490
501,  9,2023JJ00,181239,92722,88517
502,  9,2024JJ00,181588,92911,88677
503,  9,2025JJ00,182180,93229,88951
504,  9,2026JJ00,182987,93664,89323
505,  9,2027JJ00,184133,94262,89871
506,  9,2028JJ00,185479,94964,90515
507,  9,2029JJ00,186759,95632,91126
508,  9,2030JJ00,187980,96270,91711
509,  9,2031JJ00,188971,96787,92184
510,  9,2032JJ00,190002,97325,92677
511,  9,2033JJ00,190825,97752,93072
512,  9,2034JJ00,191479,98092,93387
513,  9,2035JJ00,191995,98361,93634
514,  9,2036JJ00,192365,98555,93811
515,  9,2037JJ00,192652,98708,93944
516,  9,2038JJ00,192835,98805,94030
517,  9,2039JJ00,192920,98854,94066
518,  9,2040JJ00,192843,98817,94026
519,  9,2041JJ00,192577,98687,93890
520,  9,2042JJ00,192127,98462,93665
521,  9,2043JJ00,191483,98132,93350
522,  9,2044JJ00,190687,97738,92948
523,  9,2045JJ00,189784,97276,92508
524,  9,2046JJ00,188837,96793,92044
525,  9,2047JJ00,187920,96322,91598
526,  9,2048JJ00,187063,95889,91174
527,  9,2049JJ00,186312,95506,90806
528,  9,2050JJ00,185693,95193,90500
529,  9,2051JJ00,185208,94948,90260
530,  9,2052JJ00,184884,94782,90102
531,  9,2053JJ00,184723,94702,90021
532,  9,2054JJ00,184735,94713,90021
533,  9,2055JJ00,184898,94800,90098
534,  9,2056JJ00,185208,94962,90246
535,  9,2057JJ00,185641,95187,90454
536,  9,2058JJ00,186161,95453,90708
537,  9,2059JJ00,186744,95752,90993
538,  9,2060JJ00,187372,96076,91296
539, 10,2012JJ00,203238,103854,99384
540, 10,2013JJ00,201506,103120,98386
541, 10,2014JJ00,200751,102700,98051
542, 10,2015JJ00,193972,98981,94992
543, 10,2016JJ00,188071,96197,91875
544, 10,2017JJ00,185927,95315,90612
545, 10,2018JJ00,182433,93029,89404
546, 10,2019JJ00,185685,95227,90458
547, 10,2020JJ00,185808,94944,90864
548, 10,2021JJ00,185373,94489,90884
549, 10,2022JJ00,181930,93042,88888
550, 10,2023JJ00,181360,92752,88608
551, 10,2024JJ00,181444,92807,88638
552, 10,2025JJ00,181794,92996,88798
553, 10,2026JJ00,182388,93314,89074
554, 10,2027JJ00,183198,93752,89446
555, 10,2028JJ00,184344,94353,89991
556, 10,2029JJ00,185691,95054,90637
557, 10,2030JJ00,186969,95724,91246
558, 10,2031JJ00,188189,96360,91829
559, 10,2032JJ00,189179,96878,92301
560, 10,2033JJ00,190211,97417,92794
561, 10,2034JJ00,191032,97843,93189
562, 10,2035JJ00,191687,98185,93502
563, 10,2036JJ00,192205,98456,93749
564, 10,2037JJ00,192577,98650,93926
565, 10,2038JJ00,192859,98800,94058
566, 10,2039JJ00,193042,98897,94145
567, 10,2040JJ00,193125,98945,94180
568, 10,2041JJ00,193048,98909,94139
569, 10,2042JJ00,192781,98778,94003
570, 10,2043JJ00,192331,98554,93777
571, 10,2044JJ00,191688,98226,93462
572, 10,2045JJ00,190893,97832,93060
573, 10,2046JJ00,189988,97370,92618
574, 10,2047JJ00,189041,96888,92153
575, 10,2048JJ00,188127,96419,91708
576, 10,2049JJ00,187270,95986,91285
577, 10,2050JJ00,186518,95602,90916
578, 10,2051JJ00,185901,95290,90610
579, 10,2052JJ00,185417,95047,90370
580, 10,2053JJ00,185092,94880,90212
581, 10,2054JJ00,184932,94801,90132
582, 10,2055JJ00,184942,94811,90131
583, 10,2056JJ00,185106,94899,90207
584, 10,2057JJ00,185417,95061,90356
585, 10,2058JJ00,185848,95286,90562
586, 10,2059JJ00,186368,95552,90816
587, 10,2060JJ00,186948,95850,91099
588, 11,2012JJ00,207025,105610,101416
589, 11,2013JJ00,203544,103995,99548
590, 11,2014JJ00,201787,103242,98546
591, 11,2015JJ00,200958,102783,98174
592, 11,2016JJ00,194167,99059,95109
593, 11,2017JJ00,188266,96276,91991
594, 11,2018JJ00,186126,95398,90728
595, 11,2019JJ00,182638,93120,89518
596, 11,2020JJ00,185882,95312,90570
597, 11,2021JJ00,186017,95039,90978
598, 11,2022JJ00,185595,94593,91001
599, 11,2023JJ00,182166,93153,89013
600, 11,2024JJ00,181601,92865,88735
601, 11,2025JJ00,181688,92922,88765
602, 11,2026JJ00,182037,93113,88924
603, 11,2027JJ00,182636,93434,89202
604, 11,2028JJ00,183442,93871,89571
605, 11,2029JJ00,184590,94473,90117
606, 11,2030JJ00,185936,95174,90762
607, 11,2031JJ00,187213,95841,91371
608, 11,2032JJ00,188430,96478,91952
609, 11,2033JJ00,189422,96998,92424
610, 11,2034JJ00,190457,97538,92919
611, 11,2035JJ00,191274,97964,93310
612, 11,2036JJ00,191928,98304,93624
613, 11,2037JJ00,192444,98574,93871
614, 11,2038JJ00,192814,98766,94048
615, 11,2039JJ00,193099,98920,94179
616, 11,2040JJ00,193282,99017,94266
617, 11,2041JJ00,193363,99063,94300
618, 11,2042JJ00,193282,99026,94256
619, 11,2043JJ00,193018,98897,94121
620, 11,2044JJ00,192567,98672,93894
621, 11,2045JJ00,191923,98345,93577
622, 11,2046JJ00,191129,97952,93177
623, 11,2047JJ00,190222,97487,92734
624, 11,2048JJ00,189274,97005,92269
625, 11,2049JJ00,188359,96537,91823
626, 11,2050JJ00,187504,96103,91401
627, 11,2051JJ00,186753,95721,91033
628, 11,2052JJ00,186135,95409,90726
629, 11,2053JJ00,185652,95166,90486
630, 11,2054JJ00,185328,95001,90327
631, 11,2055JJ00,185167,94921,90246
632, 11,2056JJ00,185175,94931,90244
633, 11,2057JJ00,185339,95020,90319
634, 11,2058JJ00,185647,95181,90466
635, 11,2059JJ00,186079,95407,90672
636, 11,2060JJ00,186598,95673,90925
637, 12,2012JJ00,202407,103669,98738
638, 12,2013JJ00,207374,105780,101594
639, 12,2014JJ00,203890,104162,99728
640, 12,2015JJ00,202074,103373,98701
641, 12,2016JJ00,201225,102905,98320
642, 12,2017JJ00,194431,99181,95250
643, 12,2018JJ00,188539,96404,92134
644, 12,2019JJ00,186406,95533,90874
645, 12,2020JJ00,182917,93256,89660
646, 12,2021JJ00,186155,95445,90710
647, 12,2022JJ00,186303,95180,91123
648, 12,2023JJ00,185883,94741,91142
649, 12,2024JJ00,182468,93306,89162
650, 12,2025JJ00,181904,93019,88886
651, 12,2026JJ00,181994,93077,88916
652, 12,2027JJ00,182346,93270,89076
653, 12,2028JJ00,182947,93593,89354
654, 12,2029JJ00,183757,94032,89725
655, 12,2030JJ00,184901,94633,90268
656, 12,2031JJ00,186248,95332,90916
657, 12,2032JJ00,187522,95999,91524
658, 12,2033JJ00,188740,96633,92106
659, 12,2034JJ00,189731,97154,92577
