ID,Bedrijfsafvalstoffen,NuttigeToepassingEnEindverwerking,BedrijfstakkenBranchesSBI2008,Perioden,Bedrijfsafval_1
1549,A050391,T001617,323700,2021JJ00,119.0
1550,A050391,T001617,324600,1994JJ00,507.0
1551,A050391,T001617,324600,1996JJ00,605.0
1552,A050391,T001617,324600,1998JJ00,579.0
1553,A050391,T001617,324600,2000JJ00,843.0
1554,A050391,T001617,324600,2001JJ00,728.0
1555,A050391,T001617,324600,2002JJ00,802.0
1556,A050391,T001617,324600,2003JJ00,756.0
1557,A050391,T001617,324600,2004JJ00,704.0
1558,A050391,T001617,324600,2005JJ00,734.0
1559,A050391,T001617,324600,2006JJ00,742.0
1560,A050391,T001617,324600,2007JJ00,730.0
1561,A050391,T001617,324600,2008JJ00,801.0
1562,A050391,T001617,324600,2009JJ00,662.0
1563,A050391,T001617,324600,2010JJ00,608.0
1564,A050391,T001617,324600,2011JJ00,659.0
1565,A050391,T001617,324600,2012JJ00,649.0
1566,A050391,T001617,324600,2013JJ00,600.0
1567,A050391,T001617,324600,2014JJ00,609.0
1568,A050391,T001617,324600,2015JJ00,611.0
1569,A050391,T001617,324600,2016JJ00,484.0
1570,A050391,T001617,324600,2017JJ00,514.0
1571,A050391,T001617,324600,2018JJ00,476.0
1572,A050391,T001617,324600,2019JJ00,481.0
1573,A050391,T001617,324600,2020JJ00,412.0
1574,A050391,T001617,324600,2021JJ00,417.0
1575,A050391,T001617,328110,1994JJ00,
1576,A050391,T001617,328110,1996JJ00,
1577,A050391,T001617,328110,1998JJ00,
1578,A050391,T001617,328110,2000JJ00,
1579,A050391,T001617,328110,2001JJ00,
1580,A050391,T001617,328110,2002JJ00,
1581,A050391,T001617,328110,2003JJ00,
1582,A050391,T001617,328110,2004JJ00,
1583,A050391,T001617,328110,2005JJ00,
1584,A050391,T001617,328110,2006JJ00,
1585,A050391,T001617,328110,2007JJ00,
1586,A050391,T001617,328110,2008JJ00,3234.0
1587,A050391,T001617,328110,2009JJ00,2253.0
1588,A050391,T001617,328110,2010JJ00,2189.0
1589,A050391,T001617,328110,2011JJ00,2356.0
1590,A050391,T001617,328110,2012JJ00,2297.0
1591,A050391,T001617,328110,2013JJ00,2230.0
1592,A050391,T001617,328110,2014JJ00,2267.0
1593,A050391,T001617,328110,2015JJ00,2257.0
1594,A050391,T001617,328110,2016JJ00,2297.0
1595,A050391,T001617,328110,2017JJ00,2465.0
1596,A050391,T001617,328110,2018JJ00,2358.0
1597,A050391,T001617,328110,2019JJ00,2242.0
1598,A050391,T001617,328110,2020JJ00,2140.0
1599,A050391,T001617,328110,2021JJ00,2220.0
1600,A050391,T001617,328105,1994JJ00,2624.0
1601,A050391,T001617,328105,1996JJ00,2503.0
1602,A050391,T001617,328105,1998JJ00,2780.0
1603,A050391,T001617,328105,2000JJ00,2726.0
1604,A050391,T001617,328105,2001JJ00,2587.0
1605,A050391,T001617,328105,2002JJ00,2611.0
1606,A050391,T001617,328105,2003JJ00,2626.0
1607,A050391,T001617,328105,2004JJ00,2967.0
1608,A050391,T001617,328105,2005JJ00,3066.0
1609,A050391,T001617,328105,2006JJ00,2844.0
1610,A050391,T001617,328105,2007JJ00,3012.0
1611,A050391,T001617,328105,2008JJ00,2926.0
1612,A050391,T001617,328105,2009JJ00,2006.0
1613,A050391,T001617,328105,2010JJ00,1907.0
1614,A050391,T001617,328105,2011JJ00,2047.0
1615,A050391,T001617,328105,2012JJ00,1950.0
1616,A050391,T001617,328105,2013JJ00,1876.0
1617,A050391,T001617,328105,2014JJ00,1928.0
1618,A050391,T001617,328105,2015JJ00,1905.0
1619,A050391,T001617,328105,2016JJ00,1922.0
1620,A050391,T001617,328105,2017JJ00,2037.0
1621,A050391,T001617,328105,2018JJ00,2023.0
1622,A050391,T001617,328105,2019JJ00,1922.0
1623,A050391,T001617,328105,2020JJ00,1827.0
1624,A050391,T001617,328105,2021JJ00,1893.0
1625,A050391,T001617,328100,1994JJ00,2364.0
1626,A050391,T001617,328100,1996JJ00,2193.0
1627,A050391,T001617,328100,1998JJ00,2437.0
1628,A050391,T001617,328100,2000JJ00,2408.0
1629,A050391,T001617,328100,2001JJ00,2274.0
1630,A050391,T001617,328100,2002JJ00,2305.0
1631,A050391,T001617,328100,2003JJ00,2331.0
1632,A050391,T001617,328100,2004JJ00,2655.0
1633,A050391,T001617,328100,2005JJ00,2752.0
1634,A050391,T001617,328100,2006JJ00,2460.0
1635,A050391,T001617,328100,2007JJ00,2622.0
1636,A050391,T001617,328100,2008JJ00,2593.0
1637,A050391,T001617,328100,2009JJ00,1725.0
1638,A050391,T001617,328100,2010JJ00,1600.0
1639,A050391,T001617,328100,2011JJ00,1723.0
1640,A050391,T001617,328100,2012JJ00,1679.0
1641,A050391,T001617,328100,2013JJ00,1610.0
1642,A050391,T001617,328100,2014JJ00,1645.0
1643,A050391,T001617,328100,2015JJ00,1620.0
1644,A050391,T001617,328100,2016JJ00,1641.0
1645,A050391,T001617,328100,2017JJ00,1757.0
1646,A050391,T001617,328100,2018JJ00,1717.0
1647,A050391,T001617,328100,2019JJ00,1634.0
1648,A050391,T001617,328100,2020JJ00,1512.0
1649,A050391,T001617,328100,2021JJ00,1557.0
1650,A050391,T001617,330300,1994JJ00,260.0
1651,A050391,T001617,330300,1996JJ00,310.0
1652,A050391,T001617,330300,1998JJ00,343.0
1653,A050391,T001617,330300,2000JJ00,318.0
1654,A050391,T001617,330300,2001JJ00,313.0
1655,A050391,T001617,330300,2002JJ00,306.0
1656,A050391,T001617,330300,2003JJ00,295.0
1657,A050391,T001617,330300,2004JJ00,312.0
1658,A050391,T001617,330300,2005JJ00,314.0
1659,A050391,T001617,330300,2006JJ00,384.0
1660,A050391,T001617,330300,2007JJ00,390.0
1661,A050391,T001617,330300,2008JJ00,333.0
1662,A050391,T001617,330300,2009JJ00,281.0
1663,A050391,T001617,330300,2010JJ00,307.0
1664,A050391,T001617,330300,2011JJ00,324.0
1665,A050391,T001617,330300,2012JJ00,271.0
1666,A050391,T001617,330300,2013JJ00,265.0
1667,A050391,T001617,330300,2014JJ00,282.0
1668,A050391,T001617,330300,2015JJ00,285.0
1669,A050391,T001617,330300,2016JJ00,281.0
1670,A050391,T001617,330300,2017JJ00,279.0
1671,A050391,T001617,330300,2018JJ00,305.0
1672,A050391,T001617,330300,2019JJ00,288.0
1673,A050391,T001617,330300,2020JJ00,315.0
1674,A050391,T001617,330300,2021JJ00,335.0
1675,A050391,T001617,332910,1994JJ00,62.0
1676,A050391,T001617,332910,1996JJ00,59.0
1677,A050391,T001617,332910,1998JJ00,55.0
1678,A050391,T001617,332910,2000JJ00,82.0
1679,A050391,T001617,332910,2001JJ00,80.0
1680,A050391,T001617,332910,2002JJ00,112.0
1681,A050391,T001617,332910,2003JJ00,106.0
1682,A050391,T001617,332910,2004JJ00,76.0
1683,A050391,T001617,332910,2005JJ00,74.0
1684,A050391,T001617,332910,2006JJ00,90.0
1685,A050391,T001617,332910,2007JJ00,99.0
1686,A050391,T001617,332910,2008JJ00,51.0
1687,A050391,T001617,332910,2009JJ00,42.0
1688,A050391,T001617,332910,2010JJ00,49.0
1689,A050391,T001617,332910,2011JJ00,50.0
1690,A050391,T001617,332910,2012JJ00,67.0
1691,A050391,T001617,332910,2013JJ00,78.0
1692,A050391,T001617,332910,2014JJ00,72.0
1693,A050391,T001617,332910,2015JJ00,74.0
1694,A050391,T001617,332910,2016JJ00,68.0
1695,A050391,T001617,332910,2017JJ00,76.0
1696,A050391,T001617,332910,2018JJ00,52.0
1697,A050391,T001617,332910,2019JJ00,46.0
1698,A050391,T001617,332910,2020JJ00,49.0
1699,A050391,T001617,332910,2021JJ00,51.0
1700,A050391,T001617,332905,1994JJ00,189.0
1701,A050391,T001617,332905,1996JJ00,161.0
1702,A050391,T001617,332905,1998JJ00,151.0
1703,A050391,T001617,332905,2000JJ00,166.0
1704,A050391,T001617,332905,2001JJ00,162.0
1705,A050391,T001617,332905,2002JJ00,214.0
1706,A050391,T001617,332905,2003JJ00,203.0
1707,A050391,T001617,332905,2004JJ00,181.0
1708,A050391,T001617,332905,2005JJ00,182.0
1709,A050391,T001617,332905,2006JJ00,194.0
1710,A050391,T001617,332905,2007JJ00,212.0
1711,A050391,T001617,332905,2008JJ00,155.0
1712,A050391,T001617,332905,2009JJ00,132.0
1713,A050391,T001617,332905,2010JJ00,169.0
1714,A050391,T001617,332905,2011JJ00,177.0
1715,A050391,T001617,332905,2012JJ00,210.0
1716,A050391,T001617,332905,2013JJ00,221.0
1717,A050391,T001617,332905,2014JJ00,210.0
1718,A050391,T001617,332905,2015JJ00,213.0
1719,A050391,T001617,332905,2016JJ00,213.0
1720,A050391,T001617,332905,2017JJ00,240.0
1721,A050391,T001617,332905,2018JJ00,155.0
1722,A050391,T001617,332905,2019JJ00,153.0
1723,A050391,T001617,332905,2020JJ00,168.0
1724,A050391,T001617,332905,2021JJ00,189.0
1725,A050391,T001617,332900,1994JJ00,31.0
1726,A050391,T001617,332900,1996JJ00,31.0
1727,A050391,T001617,332900,1998JJ00,29.0
1728,A050391,T001617,332900,2000JJ00,51.0
1729,A050391,T001617,332900,2001JJ00,51.0
1730,A050391,T001617,332900,2002JJ00,74.0
1731,A050391,T001617,332900,2003JJ00,69.0
1732,A050391,T001617,332900,2004JJ00,59.0
1733,A050391,T001617,332900,2005JJ00,58.0
1734,A050391,T001617,332900,2006JJ00,76.0
1735,A050391,T001617,332900,2007JJ00,84.0
1736,A050391,T001617,332900,2008JJ00,7.0
1737,A050391,T001617,332900,2009JJ00,6.0
1738,A050391,T001617,332900,2010JJ00,5.0
1739,A050391,T001617,332900,2011JJ00,6.0
1740,A050391,T001617,332900,2012JJ00,20.0
1741,A050391,T001617,332900,2013JJ00,20.0
1742,A050391,T001617,332900,2014JJ00,11.0
1743,A050391,T001617,332900,2015JJ00,11.0
1744,A050391,T001617,332900,2016JJ00,14.0
1745,A050391,T001617,332900,2017JJ00,16.0
1746,A050391,T001617,332900,2018JJ00,11.0
1747,A050391,T001617,332900,2019JJ00,11.0
1748,A050391,T001617,332900,2020JJ00,15.0
1749,A050391,T001617,332900,2021JJ00,17.0
1750,A050391,T001617,334800,1994JJ00,31.0
1751,A050391,T001617,334800,1996JJ00,28.0
1752,A050391,T001617,334800,1998JJ00,26.0
1753,A050391,T001617,334800,2000JJ00,31.0
1754,A050391,T001617,334800,2001JJ00,29.0
1755,A050391,T001617,334800,2002JJ00,38.0
1756,A050391,T001617,334800,2003JJ00,37.0
1757,A050391,T001617,334800,2004JJ00,17.0
1758,A050391,T001617,334800,2005JJ00,16.0
1759,A050391,T001617,334800,2006JJ00,14.0
1760,A050391,T001617,334800,2007JJ00,15.0
1761,A050391,T001617,334800,2008JJ00,44.0
1762,A050391,T001617,334800,2009JJ00,36.0
1763,A050391,T001617,334800,2010JJ00,44.0
1764,A050391,T001617,334800,2011JJ00,44.0
1765,A050391,T001617,334800,2012JJ00,47.0
1766,A050391,T001617,334800,2013JJ00,59.0
1767,A050391,T001617,334800,2014JJ00,61.0
1768,A050391,T001617,334800,2015JJ00,63.0
1769,A050391,T001617,334800,2016JJ00,54.0
1770,A050391,T001617,334800,2017JJ00,60.0
1771,A050391,T001617,334800,2018JJ00,42.0
1772,A050391,T001617,334800,2019JJ00,35.0
1773,A050391,T001617,334800,2020JJ00,33.0
1774,A050391,T001617,334800,2021JJ00,34.0
1775,A050391,T001617,336500,1994JJ00,127.0
1776,A050391,T001617,336500,1996JJ00,103.0
1777,A050391,T001617,336500,1998JJ00,96.0
1778,A050391,T001617,336500,2000JJ00,84.0
1779,A050391,T001617,336500,2001JJ00,82.0
1780,A050391,T001617,336500,2002JJ00,102.0
1781,A050391,T001617,336500,2003JJ00,97.0
1782,A050391,T001617,336500,2004JJ00,105.0
1783,A050391,T001617,336500,2005JJ00,108.0
1784,A050391,T001617,336500,2006JJ00,104.0
1785,A050391,T001617,336500,2007JJ00,113.0
1786,A050391,T001617,336500,2008JJ00,104.0
1787,A050391,T001617,336500,2009JJ00,90.0
1788,A050391,T001617,336500,2010JJ00,120.0
1789,A050391,T001617,336500,2011JJ00,127.0
1790,A050391,T001617,336500,2012JJ00,142.0
1791,A050391,T001617,336500,2013JJ00,143.0
1792,A050391,T001617,336500,2014JJ00,139.0
1793,A050391,T001617,336500,2015JJ00,138.0
1794,A050391,T001617,336500,2016JJ00,145.0
1795,A050391,T001617,336500,2017JJ00,164.0
1796,A050391,T001617,336500,2018JJ00,103.0
1797,A050391,T001617,336500,2019JJ00,107.0
1798,A050391,T001617,336500,2020JJ00,120.0
1799,A050391,T001617,336500,2021JJ00,138.0
1800,A050391,T001617,339205,1994JJ00,103.0
1801,A050391,T001617,339205,1996JJ00,93.0
1802,A050391,T001617,339205,1998JJ00,136.0
1803,A050391,T001617,339205,2000JJ00,149.0
1804,A050391,T001617,339205,2001JJ00,145.0
1805,A050391,T001617,339205,2002JJ00,166.0
1806,A050391,T001617,339205,2003JJ00,157.0
1807,A050391,T001617,339205,2004JJ00,149.0
1808,A050391,T001617,339205,2005JJ00,129.0
1809,A050391,T001617,339205,2006JJ00,112.0
1810,A050391,T001617,339205,2007JJ00,113.0
1811,A050391,T001617,339205,2008JJ00,126.0
1812,A050391,T001617,339205,2009JJ00,88.0
1813,A050391,T001617,339205,2010JJ00,82.0
1814,A050391,T001617,339205,2011JJ00,101.0
1815,A050391,T001617,339205,2012JJ00,79.0
1816,A050391,T001617,339205,2013JJ00,75.0
1817,A050391,T001617,339205,2014JJ00,74.0
1818,A050391,T001617,339205,2015JJ00,85.0
1819,A050391,T001617,339205,2016JJ00,106.0
1820,A050391,T001617,339205,2017JJ00,133.0
1821,A050391,T001617,339205,2018JJ00,123.0
1822,A050391,T001617,339205,2019JJ00,113.0
1823,A050391,T001617,339205,2020JJ00,103.0
1824,A050391,T001617,339205,2021JJ00,104.0
1825,A050391,T001617,300023,1994JJ00,47.0
1826,A050391,T001617,300023,1996JJ00,93.0
1827,A050391,T001617,300023,1998JJ00,72.0
1828,A050391,T001617,300023,2000JJ00,119.0
1829,A050391,T001617,300023,2001JJ00,119.0
1830,A050391,T001617,300023,2002JJ00,129.0
1831,A050391,T001617,300023,2003JJ00,123.0
1832,A050391,T001617,300023,2004JJ00,201.0
1833,A050391,T001617,300023,2005JJ00,200.0
1834,A050391,T001617,300023,2006JJ00,183.0
1835,A050391,T001617,300023,2007JJ00,193.0
1836,A050391,T001617,300023,2008JJ00,231.0
1837,A050391,T001617,300023,2009JJ00,199.0
1838,A050391,T001617,300023,2010JJ00,206.0
1839,A050391,T001617,300023,2011JJ00,206.0
1840,A050391,T001617,300023,2012JJ00,
1841,A050391,T001617,300023,2013JJ00,
1842,A050391,T001617,300023,2014JJ00,
1843,A050391,T001617,300023,2015JJ00,
1844,A050391,T001617,300023,2016JJ00,
1845,A050391,T001617,300023,2017JJ00,
1846,A050391,T001617,300023,2018JJ00,
1847,A050391,T001617,300023,2019JJ00,
1848,A050391,T001617,300023,2020JJ00,
1849,A050391,T001617,300023,2021JJ00,
1850,A050391,T001617,900046,1994JJ00,
1851,A050391,T001617,900046,1996JJ00,
1852,A050391,T001617,900046,1998JJ00,
1853,A050391,T001617,900046,2000JJ00,
1854,A050391,T001617,900046,2001JJ00,
1855,A050391,T001617,900046,2002JJ00,
1856,A050391,T001617,900046,2003JJ00,
1857,A050391,T001617,900046,2004JJ00,
1858,A050391,T001617,900046,2005JJ00,
1859,A050391,T001617,900046,2006JJ00,
1860,A050391,T001617,900046,2007JJ00,
1861,A050391,T001617,900046,2008JJ00,204.0
1862,A050391,T001617,900046,2009JJ00,172.0
1863,A050391,T001617,900046,2010JJ00,175.0
1864,A050391,T001617,900046,2011JJ00,175.0
1865,A050391,T001617,900046,2012JJ00,
1866,A050391,T001617,900046,2013JJ00,
1867,A050391,T001617,900046,2014JJ00,
1868,A050391,T001617,900046,2015JJ00,
1869,A050391,T001617,900046,2016JJ00,
1870,A050391,T001617,900046,2017JJ00,
1871,A050391,T001617,900046,2018JJ00,
1872,A050391,T001617,900046,2019JJ00,
1873,A050391,T001617,900046,2020JJ00,
1874,A050391,T001617,900046,2021JJ00,
1875,A050391,T001617,341600,1994JJ00,
1876,A050391,T001617,341600,1996JJ00,
1877,A050391,T001617,341600,1998JJ00,
1878,A050391,T001617,341600,2000JJ00,
1879,A050391,T001617,341600,2001JJ00,
1880,A050391,T001617,341600,2002JJ00,
1881,A050391,T001617,341600,2003JJ00,
1882,A050391,T001617,341600,2004JJ00,
1883,A050391,T001617,341600,2005JJ00,
1884,A050391,T001617,341600,2006JJ00,
1885,A050391,T001617,341600,2007JJ00,
1886,A050391,T001617,341600,2008JJ00,153.0
1887,A050391,T001617,341600,2009JJ00,122.0
1888,A050391,T001617,341600,2010JJ00,117.0
1889,A050391,T001617,341600,2011JJ00,116.0
1890,A050391,T001617,341600,2012JJ00,163.0
1891,A050391,T001617,341600,2013JJ00,152.0
1892,A050391,T001617,341600,2014JJ00,146.0
1893,A050391,T001617,341600,2015JJ00,164.0
1894,A050391,T001617,341600,2016JJ00,138.0
1895,A050391,T001617,341600,2017JJ00,136.0
1896,A050391,T001617,341600,2018JJ00,149.0
1897,A050391,T001617,341600,2019JJ00,138.0
1898,A050391,T001617,341600,2020JJ00,128.0
1899,A050391,T001617,341600,2021JJ00,139.0
1900,A050391,T001617,342400,1994JJ00,
1901,A050391,T001617,342400,1996JJ00,
1902,A050391,T001617,342400,1998JJ00,
1903,A050391,T001617,342400,2000JJ00,
1904,A050391,T001617,342400,2001JJ00,
1905,A050391,T001617,342400,2002JJ00,
1906,A050391,T001617,342400,2003JJ00,
1907,A050391,T001617,342400,2004JJ00,
1908,A050391,T001617,342400,2005JJ00,
1909,A050391,T001617,342400,2006JJ00,
1910,A050391,T001617,342400,2007JJ00,
1911,A050391,T001617,342400,2008JJ00,51.0
1912,A050391,T001617,342400,2009JJ00,50.0
1913,A050391,T001617,342400,2010JJ00,58.0
1914,A050391,T001617,342400,2011JJ00,59.0
1915,A050391,T001617,342400,2012JJ00,79.0
1916,A050391,T001617,342400,2013JJ00,79.0
1917,A050391,T001617,342400,2014JJ00,57.0
1918,A050391,T001617,342400,2015JJ00,57.0
1919,A050391,T001617,342400,2016JJ00,65.0
1920,A050391,T001617,342400,2017JJ00,62.0
1921,A050391,T001617,342400,2018JJ00,58.0
1922,A050391,T001617,342400,2019JJ00,59.0
1923,A050391,T001617,342400,2020JJ00,49.0
1924,A050391,T001617,342400,2021JJ00,50.0
1925,A050391,T001617,344400,1994JJ00,
1926,A050391,T001617,344400,1996JJ00,
1927,A050391,T001617,344400,1998JJ00,
1928,A050391,T001617,344400,2000JJ00,
1929,A050391,T001617,344400,2001JJ00,
1930,A050391,T001617,344400,2002JJ00,
1931,A050391,T001617,344400,2003JJ00,
1932,A050391,T001617,344400,2004JJ00,
1933,A050391,T001617,344400,2005JJ00,
1934,A050391,T001617,344400,2006JJ00,
1935,A050391,T001617,344400,2007JJ00,
1936,A050391,T001617,344400,2008JJ00,27.0
1937,A050391,T001617,344400,2009JJ00,27.0
1938,A050391,T001617,344400,2010JJ00,31.0
1939,A050391,T001617,344400,2011JJ00,31.0
1940,A050391,T001617,344400,2012JJ00,57.0
1941,A050391,T001617,344400,2013JJ00,56.0
1942,A050391,T001617,344400,2014JJ00,54.0
1943,A050391,T001617,344400,2015JJ00,54.0
1944,A050391,T001617,344400,2016JJ00,55.0
1945,A050391,T001617,344400,2017JJ00,55.0
1946,A050391,T001617,344400,2018JJ00,56.0
1947,A050391,T001617,344400,2019JJ00,54.0
1948,A050391,T001617,344400,2020JJ00,42.0
1949,A050391,T001617,344400,2021JJ00,35.0
1950,A050391,T001617,346600,1994JJ00,1362.0
1951,A050391,T001617,346600,1996JJ00,1381.0
1952,A050391,T001617,346600,1998JJ00,1520.0
1953,A050391,T001617,346600,2000JJ00,1615.0
1954,A050391,T001617,346600,2001JJ00,1549.0
1955,A050391,T001617,346600,2002JJ00,1668.0
1956,A050391,T001617,346600,2003JJ00,1557.0
1957,A050391,T001617,346600,2004JJ00,1487.0
1958,A050391,T001617,346600,2005JJ00,1342.0
1959,A050391,T001617,346600,2006JJ00,1165.0
1960,A050391,T001617,346600,2007JJ00,1313.0
1961,A050391,T001617,346600,2008JJ00,1297.0
1962,A050391,T001617,346600,2009JJ00,1253.0
1963,A050391,T001617,346600,2010JJ00,1120.0
1964,A050391,T001617,346600,2011JJ00,1137.0
1965,A050391,T001617,346600,2012JJ00,1312.0
1966,A050391,T001617,346600,2013JJ00,1296.0
1967,A050391,T001617,346600,2014JJ00,1645.0
1968,A050391,T001617,346600,2015JJ00,2070.0
1969,A050391,T001617,346600,2016JJ00,1986.0
1970,A050391,T001617,346600,2017JJ00,1917.0
1971,A050391,T001617,346600,2018JJ00,1475.0
1972,A050391,T001617,346600,2019JJ00,1029.0
1973,A050391,T001617,346600,2020JJ00,425.0
1974,A050391,T001617,346600,2021JJ00,565.0
1975,A050391,T001617,348000,1994JJ00,
1976,A050391,T001617,348000,1996JJ00,
1977,A050391,T001617,348000,1998JJ00,
1978,A050391,T001617,348000,2000JJ00,
1979,A050391,T001617,348000,2001JJ00,
1980,A050391,T001617,348000,2002JJ00,
1981,A050391,T001617,348000,2003JJ00,
1982,A050391,T001617,348000,2004JJ00,
1983,A050391,T001617,348000,2005JJ00,
1984,A050391,T001617,348000,2006JJ00,
1985,A050391,T001617,348000,2007JJ00,3879.0
1986,A050391,T001617,348000,2008JJ00,4437.0
1987,A050391,T001617,348000,2009JJ00,4600.0
1988,A050391,T001617,348000,2010JJ00,5883.0
1989,A050391,T001617,348000,2011JJ00,6173.0
1990,A050391,T001617,348000,2012JJ00,5784.0
1991,A050391,T001617,348000,2013JJ00,6033.0
1992,A050391,T001617,348000,2014JJ00,6418.0
1993,A050391,T001617,348000,2015JJ00,6319.0
1994,A050391,T001617,348000,2016JJ00,6741.0
1995,A050391,T001617,348000,2017JJ00,6860.0
1996,A050391,T001617,348000,2018JJ00,7021.0
1997,A050391,T001617,348000,2019JJ00,7115.0
1998,A050391,T001617,348000,2020JJ00,7698.0
1999,A050391,T001617,348000,2021JJ00,7731.0
2000,A050391,T001617,348200,1994JJ00,103.0
2001,A050391,T001617,348200,1996JJ00,114.0
2002,A050391,T001617,348200,1998JJ00,133.0
2003,A050391,T001617,348200,2000JJ00,137.0
2004,A050391,T001617,348200,2001JJ00,150.0
2005,A050391,T001617,348200,2002JJ00,153.0
2006,A050391,T001617,348200,2003JJ00,141.0
2007,A050391,T001617,348200,2004JJ00,151.0
2008,A050391,T001617,348200,2005JJ00,153.0
2009,A050391,T001617,348200,2006JJ00,163.0
2010,A050391,T001617,348200,2007JJ00,155.0
2011,A050391,T001617,348200,2008JJ00,146.0
2012,A050391,T001617,348200,2009JJ00,149.0
2013,A050391,T001617,348200,2010JJ00,144.0
2014,A050391,T001617,348200,2011JJ00,152.0
2015,A050391,T001617,348200,2012JJ00,135.0
2016,A050391,T001617,348200,2013JJ00,134.0
2017,A050391,T001617,348200,2014JJ00,328.0
2018,A050391,T001617,348200,2015JJ00,365.0
2019,A050391,T001617,348200,2016JJ00,261.0
2020,A050391,T001617,348200,2017JJ00,270.0
2021,A050391,T001617,348200,2018JJ00,260.0
2022,A050391,T001617,348200,2019JJ00,262.0
2023,A050391,T001617,348200,2020JJ00,269.0
2024,A050391,T001617,348200,2021JJ00,271.0
2025,A050391,T001617,348500,1994JJ00,
2026,A050391,T001617,348500,1996JJ00,
2027,A050391,T001617,348500,1998JJ00,
2028,A050391,T001617,348500,2000JJ00,
2029,A050391,T001617,348500,2001JJ00,
2030,A050391,T001617,348500,2002JJ00,
2031,A050391,T001617,348500,2003JJ00,
2032,A050391,T001617,348500,2004JJ00,
2033,A050391,T001617,348500,2005JJ00,
2034,A050391,T001617,348500,2006JJ00,
2035,A050391,T001617,348500,2007JJ00,194.0
2036,A050391,T001617,348500,2008JJ00,206.0
2037,A050391,T001617,348500,2009JJ00,220.0
2038,A050391,T001617,348500,2010JJ00,331.0
2039,A050391,T001617,348500,2011JJ00,340.0
2040,A050391,T001617,348500,2012JJ00,238.0
2041,A050391,T001617,348500,2013JJ00,244.0
2042,A050391,T001617,348500,2014JJ00,248.0
2043,A050391,T001617,348500,2015JJ00,222.0
2044,A050391,T001617,348500,2016JJ00,252.0
2045,A050391,T001617,348500,2017JJ00,257.0
2046,A050391,T001617,348500,2018JJ00,275.0
2047,A050391,T001617,348500,2019JJ00,280.0
2048,A050391,T001617,348500,2020JJ00,295.0
2049,A050391,T001617,348500,2021JJ00,290.0
2050,A050391,T001617,348800,1994JJ00,
2051,A050391,T001617,348800,1996JJ00,
2052,A050391,T001617,348800,1998JJ00,
2053,A050391,T001617,348800,2000JJ00,
2054,A050391,T001617,348800,2001JJ00,
2055,A050391,T001617,348800,2002JJ00,
2056,A050391,T001617,348800,2003JJ00,
2057,A050391,T001617,348800,2004JJ00,
2058,A050391,T001617,348800,2005JJ00,
2059,A050391,T001617,348800,2006JJ00,
2060,A050391,T001617,348800,2007JJ00,0.0
2061,A050391,T001617,348800,2008JJ00,0.0
2062,A050391,T001617,348800,2009JJ00,0.0
2063,A050391,T001617,348800,2010JJ00,1.0
2064,A050391,T001617,348800,2011JJ00,1.0
2065,A050391,T001617,348800,2012JJ00,2.0
2066,A050391,T001617,348800,2013JJ00,2.0
2067,A050391,T001617,348800,2014JJ00,2.0
2068,A050391,T001617,348800,2015JJ00,2.0
2069,A050391,T001617,348800,2016JJ00,2.0
2070,A050391,T001617,348800,2017JJ00,2.0
2071,A050391,T001617,348800,2018JJ00,2.0
2072,A050391,T001617,348800,2019JJ00,2.0
2073,A050391,T001617,348800,2020JJ00,2.0
2074,A050391,T001617,348800,2021JJ00,2.0
2075,A050391,T001617,349100,1994JJ00,
2076,A050391,T001617,349100,1996JJ00,
2077,A050391,T001617,349100,1998JJ00,
2078,A050391,T001617,349100,2000JJ00,
2079,A050391,T001617,349100,2001JJ00,
2080,A050391,T001617,349100,2002JJ00,
2081,A050391,T001617,349100,2003JJ00,
2082,A050391,T001617,349100,2004JJ00,
2083,A050391,T001617,349100,2005JJ00,
2084,A050391,T001617,349100,2006JJ00,
2085,A050391,T001617,349100,2007JJ00,3392.0
2086,A050391,T001617,349100,2008JJ00,3598.0
2087,A050391,T001617,349100,2009JJ00,3842.0
2088,A050391,T001617,349100,2010JJ00,4820.0
2089,A050391,T001617,349100,2011JJ00,5186.0
2090,A050391,T001617,349100,2012JJ00,4804.0
2091,A050391,T001617,349100,2013JJ00,5056.0
2092,A050391,T001617,349100,2014JJ00,5136.0
2093,A050391,T001617,349100,2015JJ00,5003.0
2094,A050391,T001617,349100,2016JJ00,5281.0
2095,A050391,T001617,349100,2017JJ00,5385.0
2096,A050391,T001617,349100,2018JJ00,5456.0
2097,A050391,T001617,349100,2019JJ00,5576.0
2098,A050391,T001617,349100,2020JJ00,5856.0
2099,A050391,T001617,349100,2021JJ00,5726.0
2100,A050391,T001617,349400,1994JJ00,
2101,A050391,T001617,349400,1996JJ00,290.0
2102,A050391,T001617,349400,1998JJ00,157.0
2103,A050391,T001617,349400,2000JJ00,156.0
2104,A050391,T001617,349400,2001JJ00,165.0
2105,A050391,T001617,349400,2002JJ00,214.0
2106,A050391,T001617,349400,2003JJ00,219.0
2107,A050391,T001617,349400,2004JJ00,213.0
2108,A050391,T001617,349400,2005JJ00,216.0
2109,A050391,T001617,349400,2006JJ00,121.0
2110,A050391,T001617,349400,2007JJ00,120.0
2111,A050391,T001617,349400,2008JJ00,470.0
2112,A050391,T001617,349400,2009JJ00,370.0
2113,A050391,T001617,349400,2010JJ00,487.0
2114,A050391,T001617,349400,2011JJ00,390.0
