ID,Geslacht,LeeftijdOp31December,InkomenEnWelvaart,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
4741,3000   ,16000,2021780 ,MW00000,2011G400,21.5,11.6,15.4,,
4742,3000   ,16000,2021780 ,MW00000,2015G400,21.6,12.3,15.7,,10.6
4743,3000   ,16000,2021780 ,MW00000,2017G400,21.6,11.9,15.3,19.1,9.5
4744,3000   ,16000,2021780 ,MW00000,2019G400,21.3,12.2,15.0,18.9,9.2
4745,3000   ,16000,2021780 ,MOG0095,2007G400,20.7,11.1,13.7,,
4746,3000   ,16000,2021780 ,MOG0095,2011G400,21.5,11.0,14.7,,
4747,3000   ,16000,2021780 ,MOG0095,2015G400,21.5,11.6,15.1,,9.9
4748,3000   ,16000,2021780 ,MOG0095,2017G400,21.6,11.3,14.7,18.6,8.8
4749,3000   ,16000,2021780 ,MOG0095,2019G400,21.3,11.5,14.4,18.5,8.6
4750,3000   ,16000,2021780 ,MBG0095,2007G400,20.7,12.4,15.2,,
4751,3000   ,16000,2021780 ,MBG0095,2011G400,21.5,12.2,16.0,,
4752,3000   ,16000,2021780 ,MBG0095,2015G400,21.6,13.0,16.3,,11.3
4753,3000   ,16000,2021780 ,MBG0095,2017G400,21.6,12.6,15.9,19.5,10.2
4754,3000   ,16000,2021780 ,MBG0095,2019G400,21.4,12.9,15.6,19.4,9.9
4755,3000   ,16000,2021790 ,MW00000,2007G400,21.8,14.1,16.6,,
4756,3000   ,16000,2021790 ,MW00000,2011G400,22.5,13.6,17.0,,
4757,3000   ,16000,2021790 ,MW00000,2015G400,23.2,14.8,17.8,,12.4
4758,3000   ,16000,2021790 ,MW00000,2017G400,23.4,15.3,18.2,21.6,12.3
4759,3000   ,16000,2021790 ,MW00000,2019G400,23.3,15.1,18.6,21.4,11.6
4760,3000   ,16000,2021790 ,MOG0095,2007G400,21.8,13.4,15.8,,
4761,3000   ,16000,2021790 ,MOG0095,2011G400,22.5,13.0,16.3,,
4762,3000   ,16000,2021790 ,MOG0095,2015G400,23.2,14.1,17.2,,11.7
4763,3000   ,16000,2021790 ,MOG0095,2017G400,23.3,14.6,17.5,21.1,11.6
4764,3000   ,16000,2021790 ,MOG0095,2019G400,23.3,14.4,18.0,21.0,10.9
4765,3000   ,16000,2021790 ,MBG0095,2007G400,21.8,14.8,17.4,,
4766,3000   ,16000,2021790 ,MBG0095,2011G400,22.5,14.3,17.7,,
4767,3000   ,16000,2021790 ,MBG0095,2015G400,23.2,15.6,18.4,,13.1
4768,3000   ,16000,2021790 ,MBG0095,2017G400,23.4,16.1,18.8,22.0,13.0
4769,3000   ,16000,2021790 ,MBG0095,2019G400,23.3,15.8,19.2,21.8,12.3
4770,3000   ,16000,2021800 ,MW00000,2007G400,22.6,15.2,17.2,,
4771,3000   ,16000,2021800 ,MW00000,2011G400,23.5,15.4,19.0,,
4772,3000   ,16000,2021800 ,MW00000,2015G400,24.0,16.0,18.9,,13.7
4773,3000   ,16000,2021800 ,MW00000,2017G400,24.2,16.1,19.6,22.3,13.2
4774,3000   ,16000,2021800 ,MW00000,2019G400,24.4,16.7,20.6,22.4,13.6
4775,3000   ,16000,2021800 ,MOG0095,2007G400,22.6,14.4,16.5,,
4776,3000   ,16000,2021800 ,MOG0095,2011G400,23.5,14.7,18.3,,
4777,3000   ,16000,2021800 ,MOG0095,2015G400,24.0,15.3,18.2,,13.0
4778,3000   ,16000,2021800 ,MOG0095,2017G400,24.2,15.5,19.1,21.8,12.5
4779,3000   ,16000,2021800 ,MOG0095,2019G400,24.3,16.0,20.0,21.9,12.9
4780,3000   ,16000,2021800 ,MBG0095,2007G400,22.6,15.9,17.9,,
4781,3000   ,16000,2021800 ,MBG0095,2011G400,23.6,16.0,19.7,,
4782,3000   ,16000,2021800 ,MBG0095,2015G400,24.0,16.7,19.5,,14.4
4783,3000   ,16000,2021800 ,MBG0095,2017G400,24.2,16.8,20.2,22.7,13.9
4784,3000   ,16000,2021800 ,MBG0095,2019G400,24.4,17.4,21.2,22.8,14.3
4785,3000   ,16000,2021810 ,MW00000,2007G400,23.6,18.1,18.9,,
4786,3000   ,16000,2021810 ,MW00000,2011G400,24.5,17.2,20.1,,
4787,3000   ,16000,2021810 ,MW00000,2015G400,24.9,18.1,21.4,,15.7
4788,3000   ,16000,2021810 ,MW00000,2017G400,25.2,19.4,22.4,24.1,16.2
4789,3000   ,16000,2021810 ,MW00000,2019G400,25.3,19.7,22.5,24.0,15.3
4790,3000   ,16000,2021810 ,MOG0095,2007G400,23.6,17.4,18.3,,
4791,3000   ,16000,2021810 ,MOG0095,2011G400,24.4,16.6,19.5,,
4792,3000   ,16000,2021810 ,MOG0095,2015G400,24.8,17.4,20.7,,15.0
4793,3000   ,16000,2021810 ,MOG0095,2017G400,25.2,18.8,21.9,23.8,15.5
4794,3000   ,16000,2021810 ,MOG0095,2019G400,25.3,19.1,22.1,23.6,14.5
4795,3000   ,16000,2021810 ,MBG0095,2007G400,23.6,18.9,19.6,,
4796,3000   ,16000,2021810 ,MBG0095,2011G400,24.5,17.8,20.7,,
4797,3000   ,16000,2021810 ,MBG0095,2015G400,24.9,18.7,22.0,,16.3
4798,3000   ,16000,2021810 ,MBG0095,2017G400,25.2,19.9,22.8,24.5,16.8
4799,3000   ,16000,2021810 ,MBG0095,2019G400,25.3,20.2,23.0,24.3,16.2
4800,3000   ,16500,1014752 ,MW00000,2007G400,15.7,8.6,10.5,,
4801,3000   ,16500,1014752 ,MW00000,2011G400,15.6,7.1,8.3,,
4802,3000   ,16500,1014752 ,MW00000,2015G400,16.4,7.6,10.4,,7.2
4803,3000   ,16500,1014752 ,MW00000,2017G400,16.5,8.1,10.2,14.3,7.2
4804,3000   ,16500,1014752 ,MW00000,2019G400,16.4,9.1,10.5,14.3,7.7
4805,3000   ,16500,1014752 ,MOG0095,2007G400,15.6,7.7,9.5,,
4806,3000   ,16500,1014752 ,MOG0095,2011G400,15.6,6.3,7.1,,
4807,3000   ,16500,1014752 ,MOG0095,2015G400,16.4,6.8,9.6,,6.3
4808,3000   ,16500,1014752 ,MOG0095,2017G400,16.5,7.3,9.4,13.7,6.3
4809,3000   ,16500,1014752 ,MOG0095,2019G400,16.3,8.3,9.8,13.7,6.9
4810,3000   ,16500,1014752 ,MBG0095,2007G400,15.7,9.5,11.5,,
4811,3000   ,16500,1014752 ,MBG0095,2011G400,15.7,8.0,9.4,,
4812,3000   ,16500,1014752 ,MBG0095,2015G400,16.5,8.5,11.3,,8.0
4813,3000   ,16500,1014752 ,MBG0095,2017G400,16.5,9.0,11.0,14.9,8.0
4814,3000   ,16500,1014752 ,MBG0095,2019G400,16.4,9.9,11.2,14.8,8.5
4815,3000   ,16500,1014753 ,MW00000,2007G400,17.2,9.6,11.8,,
4816,3000   ,16500,1014753 ,MW00000,2011G400,17.9,9.7,12.6,,
4817,3000   ,16500,1014753 ,MW00000,2015G400,18.1,10.3,12.9,,9.0
4818,3000   ,16500,1014753 ,MW00000,2017G400,18.2,10.6,12.9,16.3,8.6
4819,3000   ,16500,1014753 ,MW00000,2019G400,18.0,10.6,13.0,16.4,7.8
4820,3000   ,16500,1014753 ,MOG0095,2007G400,17.2,9.1,11.2,,
4821,3000   ,16500,1014753 ,MOG0095,2011G400,17.9,9.2,12.0,,
4822,3000   ,16500,1014753 ,MOG0095,2015G400,18.1,9.8,12.4,,8.4
4823,3000   ,16500,1014753 ,MOG0095,2017G400,18.2,10.1,12.5,16.0,8.0
4824,3000   ,16500,1014753 ,MOG0095,2019G400,18.0,10.0,12.5,16.1,7.2
4825,3000   ,16500,1014753 ,MBG0095,2007G400,17.2,10.2,12.4,,
4826,3000   ,16500,1014753 ,MBG0095,2011G400,17.9,10.2,13.1,,
4827,3000   ,16500,1014753 ,MBG0095,2015G400,18.1,10.9,13.4,,9.5
4828,3000   ,16500,1014753 ,MBG0095,2017G400,18.2,11.1,13.4,16.7,9.1
4829,3000   ,16500,1014753 ,MBG0095,2019G400,18.1,11.1,13.4,16.7,8.3
4830,3000   ,16500,1014754 ,MW00000,2007G400,18.0,11.5,12.7,,
4831,3000   ,16500,1014754 ,MW00000,2011G400,18.9,11.7,14.1,,
4832,3000   ,16500,1014754 ,MW00000,2015G400,19.2,12.9,14.3,,10.1
4833,3000   ,16500,1014754 ,MW00000,2017G400,19.3,12.7,14.5,17.9,9.9
4834,3000   ,16500,1014754 ,MW00000,2019G400,19.4,12.3,14.9,17.8,9.4
4835,3000   ,16500,1014754 ,MOG0095,2007G400,17.9,10.8,12.0,,
4836,3000   ,16500,1014754 ,MOG0095,2011G400,18.8,11.2,13.5,,
4837,3000   ,16500,1014754 ,MOG0095,2015G400,19.2,12.3,13.7,,9.4
4838,3000   ,16500,1014754 ,MOG0095,2017G400,19.3,12.0,13.9,17.6,9.3
4839,3000   ,16500,1014754 ,MOG0095,2019G400,19.3,11.7,14.3,17.4,8.8
4840,3000   ,16500,1014754 ,MBG0095,2007G400,18.0,12.1,13.4,,
4841,3000   ,16500,1014754 ,MBG0095,2011G400,18.9,12.3,14.8,,
4842,3000   ,16500,1014754 ,MBG0095,2015G400,19.3,13.5,14.9,,10.7
4843,3000   ,16500,1014754 ,MBG0095,2017G400,19.4,13.3,15.1,18.3,10.6
4844,3000   ,16500,1014754 ,MBG0095,2019G400,19.4,13.0,15.4,18.2,10.1
4845,3000   ,16500,1014755 ,MW00000,2007G400,18.5,12.2,13.8,,
4846,3000   ,16500,1014755 ,MW00000,2011G400,19.4,13.2,15.2,,
4847,3000   ,16500,1014755 ,MW00000,2015G400,19.9,13.5,15.8,,12.0
4848,3000   ,16500,1014755 ,MW00000,2017G400,20.1,14.3,17.1,19.0,11.4
4849,3000   ,16500,1014755 ,MW00000,2019G400,20.1,14.4,17.6,18.9,10.8
4850,3000   ,16500,1014755 ,MOG0095,2007G400,18.5,11.5,13.1,,
4851,3000   ,16500,1014755 ,MOG0095,2011G400,19.4,12.5,14.6,,
4852,3000   ,16500,1014755 ,MOG0095,2015G400,19.9,12.7,15.1,,11.2
4853,3000   ,16500,1014755 ,MOG0095,2017G400,20.1,13.6,16.5,18.6,10.7
4854,3000   ,16500,1014755 ,MOG0095,2019G400,20.1,13.7,17.0,18.5,10.1
4855,3000   ,16500,1014755 ,MBG0095,2007G400,18.6,12.9,14.6,,
4856,3000   ,16500,1014755 ,MBG0095,2011G400,19.4,13.8,15.9,,
4857,3000   ,16500,1014755 ,MBG0095,2015G400,19.9,14.3,16.6,,12.8
4858,3000   ,16500,1014755 ,MBG0095,2017G400,20.1,15.0,17.7,19.4,12.2
4859,3000   ,16500,1014755 ,MBG0095,2019G400,20.1,15.0,18.1,19.3,11.5
4860,3000   ,16500,1014756 ,MW00000,2007G400,19.0,14.5,15.7,,
4861,3000   ,16500,1014756 ,MW00000,2011G400,19.9,13.5,16.3,,
4862,3000   ,16500,1014756 ,MW00000,2015G400,20.2,14.6,17.4,,12.0
4863,3000   ,16500,1014756 ,MW00000,2017G400,20.5,15.8,17.8,19.5,12.9
4864,3000   ,16500,1014756 ,MW00000,2019G400,20.5,15.9,17.9,19.3,12.1
4865,3000   ,16500,1014756 ,MOG0095,2007G400,19.0,13.7,15.0,,
4866,3000   ,16500,1014756 ,MOG0095,2011G400,19.9,12.8,15.6,,
4867,3000   ,16500,1014756 ,MOG0095,2015G400,20.2,13.8,16.7,,11.2
4868,3000   ,16500,1014756 ,MOG0095,2017G400,20.5,15.0,17.2,19.1,12.1
4869,3000   ,16500,1014756 ,MOG0095,2019G400,20.5,15.1,17.3,18.8,11.2
4870,3000   ,16500,1014756 ,MBG0095,2007G400,19.1,15.2,16.5,,
4871,3000   ,16500,1014756 ,MBG0095,2011G400,19.9,14.2,17.1,,
4872,3000   ,16500,1014756 ,MBG0095,2015G400,20.3,15.5,18.2,,12.9
4873,3000   ,16500,1014756 ,MBG0095,2017G400,20.5,16.5,18.4,20.0,13.7
4874,3000   ,16500,1014756 ,MBG0095,2019G400,20.5,16.6,18.5,19.7,12.9
4875,3000   ,16500,2021770 ,MW00000,2007G400,15.0,8.2,9.3,,
4876,3000   ,16500,2021770 ,MW00000,2011G400,15.4,7.1,8.2,,
4877,3000   ,16500,2021770 ,MW00000,2015G400,16.1,7.3,10.0,,6.9
4878,3000   ,16500,2021770 ,MW00000,2017G400,16.3,8.1,9.7,14.1,7.1
4879,3000   ,16500,2021770 ,MW00000,2019G400,16.1,8.2,9.7,13.7,7.6
4880,3000   ,16500,2021770 ,MOG0095,2007G400,14.9,7.4,8.2,,
4881,3000   ,16500,2021770 ,MOG0095,2011G400,15.4,6.3,7.1,,
4882,3000   ,16500,2021770 ,MOG0095,2015G400,16.1,6.4,9.1,,6.1
4883,3000   ,16500,2021770 ,MOG0095,2017G400,16.3,7.2,8.9,13.5,6.2
4884,3000   ,16500,2021770 ,MOG0095,2019G400,16.1,7.4,8.9,13.2,6.8
4885,3000   ,16500,2021770 ,MBG0095,2007G400,15.0,9.1,10.5,,
4886,3000   ,16500,2021770 ,MBG0095,2011G400,15.4,7.9,9.4,,
4887,3000   ,16500,2021770 ,MBG0095,2015G400,16.2,8.1,10.8,,7.8
4888,3000   ,16500,2021770 ,MBG0095,2017G400,16.3,8.9,10.5,14.7,7.9
4889,3000   ,16500,2021770 ,MBG0095,2019G400,16.1,9.0,10.5,14.3,8.4
4890,3000   ,16500,2021780 ,MW00000,2007G400,16.9,9.5,11.5,,
4891,3000   ,16500,2021780 ,MW00000,2011G400,17.7,9.6,12.4,,
4892,3000   ,16500,2021780 ,MW00000,2015G400,17.7,10.2,12.5,,8.5
4893,3000   ,16500,2021780 ,MW00000,2017G400,17.7,10.0,12.3,15.9,7.8
4894,3000   ,16500,2021780 ,MW00000,2019G400,17.4,10.0,12.2,15.9,7.5
4895,3000   ,16500,2021780 ,MOG0095,2007G400,16.9,8.9,10.9,,
4896,3000   ,16500,2021780 ,MOG0095,2011G400,17.7,9.1,11.8,,
4897,3000   ,16500,2021780 ,MOG0095,2015G400,17.7,9.6,11.9,,7.9
4898,3000   ,16500,2021780 ,MOG0095,2017G400,17.7,9.4,11.8,15.5,7.3
4899,3000   ,16500,2021780 ,MOG0095,2019G400,17.4,9.4,11.7,15.6,7.0
4900,3000   ,16500,2021780 ,MBG0095,2007G400,16.9,10.1,12.2,,
4901,3000   ,16500,2021780 ,MBG0095,2011G400,17.7,10.2,13.0,,
4902,3000   ,16500,2021780 ,MBG0095,2015G400,17.7,10.8,13.0,,9.1
4903,3000   ,16500,2021780 ,MBG0095,2017G400,17.7,10.5,12.8,16.2,8.4
4904,3000   ,16500,2021780 ,MBG0095,2019G400,17.4,10.5,12.7,16.2,8.0
4905,3000   ,16500,2021790 ,MW00000,2007G400,17.8,11.4,13.1,,
4906,3000   ,16500,2021790 ,MW00000,2011G400,18.4,11.1,13.3,,
4907,3000   ,16500,2021790 ,MW00000,2015G400,19.1,12.1,14.3,,9.9
4908,3000   ,16500,2021790 ,MW00000,2017G400,19.2,12.7,14.5,17.8,9.8
4909,3000   ,16500,2021790 ,MW00000,2019G400,19.1,12.3,14.9,17.8,9.3
4910,3000   ,16500,2021790 ,MOG0095,2007G400,17.8,10.7,12.3,,
4911,3000   ,16500,2021790 ,MOG0095,2011G400,18.4,10.4,12.6,,
4912,3000   ,16500,2021790 ,MOG0095,2015G400,19.1,11.4,13.7,,9.2
4913,3000   ,16500,2021790 ,MOG0095,2017G400,19.2,12.0,13.9,17.4,9.2
4914,3000   ,16500,2021790 ,MOG0095,2019G400,19.1,11.7,14.3,17.4,8.7
4915,3000   ,16500,2021790 ,MBG0095,2007G400,17.8,12.0,13.9,,
4916,3000   ,16500,2021790 ,MBG0095,2011G400,18.4,11.7,14.0,,
4917,3000   ,16500,2021790 ,MBG0095,2015G400,19.1,12.8,14.9,,10.6
4918,3000   ,16500,2021790 ,MBG0095,2017G400,19.2,13.3,15.1,18.2,10.5
4919,3000   ,16500,2021790 ,MBG0095,2019G400,19.1,13.0,15.5,18.1,9.9
4920,3000   ,16500,2021800 ,MW00000,2007G400,18.4,12.1,13.6,,
4921,3000   ,16500,2021800 ,MW00000,2011G400,19.3,12.5,15.4,,
4922,3000   ,16500,2021800 ,MW00000,2015G400,19.7,12.8,14.9,,10.9
4923,3000   ,16500,2021800 ,MW00000,2017G400,19.9,12.9,15.7,18.3,10.5
4924,3000   ,16500,2021800 ,MW00000,2019G400,20.0,13.6,16.7,18.4,10.7
4925,3000   ,16500,2021800 ,MOG0095,2007G400,18.4,11.4,12.9,,
4926,3000   ,16500,2021800 ,MOG0095,2011G400,19.3,11.8,14.8,,
4927,3000   ,16500,2021800 ,MOG0095,2015G400,19.7,12.1,14.3,,10.2
4928,3000   ,16500,2021800 ,MOG0095,2017G400,19.9,12.3,15.1,17.9,9.8
4929,3000   ,16500,2021800 ,MOG0095,2019G400,20.0,12.9,16.1,18.0,10.0
4930,3000   ,16500,2021800 ,MBG0095,2007G400,18.5,12.9,14.4,,
4931,3000   ,16500,2021800 ,MBG0095,2011G400,19.3,13.1,16.1,,
4932,3000   ,16500,2021800 ,MBG0095,2015G400,19.8,13.5,15.5,,11.7
4933,3000   ,16500,2021800 ,MBG0095,2017G400,19.9,13.6,16.3,18.7,11.2
4934,3000   ,16500,2021800 ,MBG0095,2019G400,20.0,14.2,17.2,18.8,11.5
4935,3000   ,16500,2021810 ,MW00000,2007G400,19.3,14.7,14.9,,
4936,3000   ,16500,2021810 ,MW00000,2011G400,20.1,13.7,16.0,,
4937,3000   ,16500,2021810 ,MW00000,2015G400,20.4,14.6,17.2,,12.5
4938,3000   ,16500,2021810 ,MW00000,2017G400,20.7,15.9,18.1,19.9,13.1
4939,3000   ,16500,2021810 ,MW00000,2019G400,20.8,16.0,18.2,19.6,12.2
4940,3000   ,16500,2021810 ,MOG0095,2007G400,19.3,13.9,14.3,,
4941,3000   ,16500,2021810 ,MOG0095,2011G400,20.1,13.1,15.5,,
4942,3000   ,16500,2021810 ,MOG0095,2015G400,20.4,13.9,16.5,,11.8
4943,3000   ,16500,2021810 ,MOG0095,2017G400,20.7,15.3,17.6,19.6,12.4
4944,3000   ,16500,2021810 ,MOG0095,2019G400,20.8,15.4,17.7,19.3,11.4
4945,3000   ,16500,2021810 ,MBG0095,2007G400,19.3,15.4,15.6,,
4946,3000   ,16500,2021810 ,MBG0095,2011G400,20.1,14.2,16.6,,
4947,3000   ,16500,2021810 ,MBG0095,2015G400,20.4,15.3,17.8,,13.2
4948,3000   ,16500,2021810 ,MBG0095,2017G400,20.7,16.5,18.6,20.2,13.7
4949,3000   ,16500,2021810 ,MBG0095,2019G400,20.8,16.5,18.6,20.0,13.0
4950,3000   ,17000,1014752 ,MW00000,2007G400,12.5,7.1,8.0,,
4951,3000   ,17000,1014752 ,MW00000,2011G400,12.5,6.1,5.8,,
4952,3000   ,17000,1014752 ,MW00000,2015G400,13.3,5.7,7.7,,5.6
4953,3000   ,17000,1014752 ,MW00000,2017G400,13.4,6.3,7.5,11.5,5.7
4954,3000   ,17000,1014752 ,MW00000,2019G400,13.2,7.4,8.0,11.7,6.3
4955,3000   ,17000,1014752 ,MOG0095,2007G400,12.5,6.3,7.0,,
4956,3000   ,17000,1014752 ,MOG0095,2011G400,12.5,5.2,4.7,,
4957,3000   ,17000,1014752 ,MOG0095,2015G400,13.3,4.9,6.9,,4.8
4958,3000   ,17000,1014752 ,MOG0095,2017G400,13.3,5.5,6.6,10.9,4.9
4959,3000   ,17000,1014752 ,MOG0095,2019G400,13.2,6.7,7.3,11.3,5.5
4960,3000   ,17000,1014752 ,MBG0095,2007G400,12.5,7.9,8.9,,
4961,3000   ,17000,1014752 ,MBG0095,2011G400,12.5,6.9,7.0,,
4962,3000   ,17000,1014752 ,MBG0095,2015G400,13.3,6.5,8.5,,6.4
4963,3000   ,17000,1014752 ,MBG0095,2017G400,13.4,7.1,8.3,12.0,6.6
4964,3000   ,17000,1014752 ,MBG0095,2019G400,13.2,8.2,8.8,12.2,7.0
4965,3000   ,17000,1014753 ,MW00000,2007G400,13.6,7.3,8.7,,
4966,3000   ,17000,1014753 ,MW00000,2011G400,14.3,7.6,9.5,,
4967,3000   ,17000,1014753 ,MW00000,2015G400,14.5,8.1,9.8,,6.7
4968,3000   ,17000,1014753 ,MW00000,2017G400,14.6,8.1,9.6,13.1,6.5
4969,3000   ,17000,1014753 ,MW00000,2019G400,14.4,8.2,9.7,13.1,5.8
4970,3000   ,17000,1014753 ,MOG0095,2007G400,13.6,6.8,8.1,,
4971,3000   ,17000,1014753 ,MOG0095,2011G400,14.3,7.1,9.0,,
4972,3000   ,17000,1014753 ,MOG0095,2015G400,14.5,7.6,9.3,,6.2
4973,3000   ,17000,1014753 ,MOG0095,2017G400,14.5,7.6,9.1,12.8,6.0
4974,3000   ,17000,1014753 ,MOG0095,2019G400,14.4,7.8,9.3,12.8,5.3
4975,3000   ,17000,1014753 ,MBG0095,2007G400,13.6,7.9,9.3,,
4976,3000   ,17000,1014753 ,MBG0095,2011G400,14.3,8.1,10.1,,
4977,3000   ,17000,1014753 ,MBG0095,2015G400,14.5,8.7,10.3,,7.3
4978,3000   ,17000,1014753 ,MBG0095,2017G400,14.6,8.6,10.0,13.4,7.0
4979,3000   ,17000,1014753 ,MBG0095,2019G400,14.4,8.7,10.1,13.4,6.2
4980,3000   ,17000,1014754 ,MW00000,2007G400,14.2,9.0,9.6,,
4981,3000   ,17000,1014754 ,MW00000,2011G400,15.0,9.0,10.8,,
4982,3000   ,17000,1014754 ,MW00000,2015G400,15.3,9.7,10.6,,7.5
4983,3000   ,17000,1014754 ,MW00000,2017G400,15.4,9.6,10.9,14.1,7.4
4984,3000   ,17000,1014754 ,MW00000,2019G400,15.4,9.5,11.3,13.9,7.2
4985,3000   ,17000,1014754 ,MOG0095,2007G400,14.2,8.3,8.9,,
4986,3000   ,17000,1014754 ,MOG0095,2011G400,15.0,8.4,10.2,,
4987,3000   ,17000,1014754 ,MOG0095,2015G400,15.3,9.1,10.1,,6.9
4988,3000   ,17000,1014754 ,MOG0095,2017G400,15.4,9.0,10.3,13.8,6.8
4989,3000   ,17000,1014754 ,MOG0095,2019G400,15.4,8.9,10.8,13.5,6.6
4990,3000   ,17000,1014754 ,MBG0095,2007G400,14.2,9.6,10.3,,
4991,3000   ,17000,1014754 ,MBG0095,2011G400,15.0,9.5,11.5,,
4992,3000   ,17000,1014754 ,MBG0095,2015G400,15.3,10.4,11.2,,8.1
4993,3000   ,17000,1014754 ,MBG0095,2017G400,15.4,10.2,11.5,14.5,8.0
4994,3000   ,17000,1014754 ,MBG0095,2019G400,15.4,10.2,11.9,14.3,7.8
4995,3000   ,17000,1014755 ,MW00000,2007G400,14.7,9.2,10.4,,
4996,3000   ,17000,1014755 ,MW00000,2011G400,15.4,10.3,11.7,,
4997,3000   ,17000,1014755 ,MW00000,2015G400,15.9,10.3,11.9,,9.2
4998,3000   ,17000,1014755 ,MW00000,2017G400,16.0,11.3,13.2,15.1,8.6
4999,3000   ,17000,1014755 ,MW00000,2019G400,16.0,11.3,13.7,15.0,8.2
5000,3000   ,17000,1014755 ,MOG0095,2007G400,14.7,8.4,9.6,,
5001,3000   ,17000,1014755 ,MOG0095,2011G400,15.4,9.6,11.0,,
5002,3000   ,17000,1014755 ,MOG0095,2015G400,15.8,9.6,11.2,,8.4
5003,3000   ,17000,1014755 ,MOG0095,2017G400,16.0,10.5,12.5,14.7,7.9
5004,3000   ,17000,1014755 ,MOG0095,2019G400,16.0,10.6,13.2,14.6,7.5
5005,3000   ,17000,1014755 ,MBG0095,2007G400,14.7,9.9,11.2,,
5006,3000   ,17000,1014755 ,MBG0095,2011G400,15.4,10.9,12.4,,
5007,3000   ,17000,1014755 ,MBG0095,2015G400,15.9,11.1,12.7,,9.9
5008,3000   ,17000,1014755 ,MBG0095,2017G400,16.0,12.0,13.8,15.5,9.4
5009,3000   ,17000,1014755 ,MBG0095,2019G400,16.0,12.0,14.3,15.4,8.9
5010,3000   ,17000,1014756 ,MW00000,2007G400,15.0,11.2,11.9,,
5011,3000   ,17000,1014756 ,MW00000,2011G400,15.8,10.2,12.4,,
5012,3000   ,17000,1014756 ,MW00000,2015G400,16.1,10.9,13.3,,8.6
5013,3000   ,17000,1014756 ,MW00000,2017G400,16.3,12.1,13.8,15.4,9.8
5014,3000   ,17000,1014756 ,MW00000,2019G400,16.3,12.4,13.9,15.2,9.2
5015,3000   ,17000,1014756 ,MOG0095,2007G400,15.0,10.4,11.1,,
5016,3000   ,17000,1014756 ,MOG0095,2011G400,15.7,9.5,11.6,,
5017,3000   ,17000,1014756 ,MOG0095,2015G400,16.1,10.0,12.5,,7.7
5018,3000   ,17000,1014756 ,MOG0095,2017G400,16.2,11.4,13.1,15.0,9.0
5019,3000   ,17000,1014756 ,MOG0095,2019G400,16.3,11.6,13.2,14.8,8.4
5020,3000   ,17000,1014756 ,MBG0095,2007G400,15.1,11.9,12.7,,
5021,3000   ,17000,1014756 ,MBG0095,2011G400,15.8,10.9,13.1,,
5022,3000   ,17000,1014756 ,MBG0095,2015G400,16.1,11.8,14.2,,9.5
5023,3000   ,17000,1014756 ,MBG0095,2017G400,16.3,12.9,14.4,15.9,10.6
5024,3000   ,17000,1014756 ,MBG0095,2019G400,16.3,13.1,14.5,15.7,10.0
5025,3000   ,17000,2021770 ,MW00000,2007G400,11.9,6.8,7.1,,
5026,3000   ,17000,2021770 ,MW00000,2011G400,12.2,5.9,5.8,,
5027,3000   ,17000,2021770 ,MW00000,2015G400,13.0,5.5,7.2,,5.5
5028,3000   ,17000,2021770 ,MW00000,2017G400,13.2,6.4,7.0,11.5,5.7
5029,3000   ,17000,2021770 ,MW00000,2019G400,13.1,6.8,7.3,11.5,6.2
5030,3000   ,17000,2021770 ,MOG0095,2007G400,11.9,6.0,6.0,,
5031,3000   ,17000,2021770 ,MOG0095,2011G400,12.2,5.1,4.7,,
5032,3000   ,17000,2021770 ,MOG0095,2015G400,13.0,4.7,6.4,,4.7
5033,3000   ,17000,2021770 ,MOG0095,2017G400,13.2,5.6,6.2,10.9,4.9
5034,3000   ,17000,2021770 ,MOG0095,2019G400,13.1,6.1,6.6,11.0,5.5
5035,3000   ,17000,2021770 ,MBG0095,2007G400,11.9,7.5,8.2,,
5036,3000   ,17000,2021770 ,MBG0095,2011G400,12.3,6.7,6.9,,
5037,3000   ,17000,2021770 ,MBG0095,2015G400,13.0,6.3,8.0,,6.4
5038,3000   ,17000,2021770 ,MBG0095,2017G400,13.2,7.2,7.8,12.1,6.5
5039,3000   ,17000,2021770 ,MBG0095,2019G400,13.1,7.6,8.0,12.0,6.9
5040,3000   ,17000,2021780 ,MW00000,2007G400,13.4,7.2,8.7,,
5041,3000   ,17000,2021780 ,MW00000,2011G400,14.2,7.5,9.4,,
5042,3000   ,17000,2021780 ,MW00000,2015G400,14.2,8.1,9.5,,6.2
5043,3000   ,17000,2021780 ,MW00000,2017G400,14.1,7.7,9.0,12.6,5.9
5044,3000   ,17000,2021780 ,MW00000,2019G400,13.9,7.8,9.1,12.5,5.6
5045,3000   ,17000,2021780 ,MOG0095,2007G400,13.4,6.7,8.1,,
5046,3000   ,17000,2021780 ,MOG0095,2011G400,14.1,6.9,8.8,,
5047,3000   ,17000,2021780 ,MOG0095,2015G400,14.2,7.5,8.9,,5.6
5048,3000   ,17000,2021780 ,MOG0095,2017G400,14.1,7.1,8.5,12.2,5.4
5049,3000   ,17000,2021780 ,MOG0095,2019G400,13.9,7.3,8.6,12.2,5.2
5050,3000   ,17000,2021780 ,MBG0095,2007G400,13.4,7.8,9.3,,
