ID,Geslacht,LeeftijdOp31December,InkomenEnWelvaart,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
0,T001038,10010,1014752 ,MW00000,2007G400,76.7,52.7,61.6,,
1,T001038,10010,1014752 ,MW00000,2011G400,76.2,50.4,60.8,,
2,T001038,10010,1014752 ,MW00000,2015G400,76.6,49.3,60.6,,45.7
3,T001038,10010,1014752 ,MW00000,2017G400,76.6,50.7,61.6,62.0,46.1
4,T001038,10010,1014752 ,MW00000,2019G400,76.3,51.2,61.6,60.1,46.5
5,T001038,10010,1014752 ,MOG0095,2007G400,76.6,51.8,,,
6,T001038,10010,1014752 ,MOG0095,2011G400,76.1,49.6,,,
7,T001038,10010,1014752 ,MOG0095,2015G400,76.5,48.3,,,
8,T001038,10010,1014752 ,MOG0095,2017G400,76.6,49.7,,,
9,T001038,10010,1014752 ,MOG0095,2019G400,76.2,50.2,,59.1,
10,T001038,10010,1014752 ,MBG0095,2007G400,76.8,53.6,,,
11,T001038,10010,1014752 ,MBG0095,2011G400,76.3,51.3,,,
12,T001038,10010,1014752 ,MBG0095,2015G400,76.6,50.3,,,
13,T001038,10010,1014752 ,MBG0095,2017G400,76.7,51.7,,,
14,T001038,10010,1014752 ,MBG0095,2019G400,76.3,52.2,,61.0,
15,T001038,10010,1014753 ,MW00000,2007G400,79.8,59.0,67.0,,
16,T001038,10010,1014753 ,MW00000,2011G400,80.5,58.5,66.9,,
17,T001038,10010,1014753 ,MW00000,2015G400,80.5,58.8,67.3,,54.0
18,T001038,10010,1014753 ,MW00000,2017G400,80.6,59.0,68.0,70.8,53.3
19,T001038,10010,1014753 ,MW00000,2019G400,80.5,59.3,68.3,68.5,53.7
20,T001038,10010,1014753 ,MOG0095,2007G400,79.7,58.3,,,
21,T001038,10010,1014753 ,MOG0095,2011G400,80.4,57.8,,,
22,T001038,10010,1014753 ,MOG0095,2015G400,80.4,58.0,,,
23,T001038,10010,1014753 ,MOG0095,2017G400,80.6,58.1,,,
24,T001038,10010,1014753 ,MOG0095,2019G400,80.4,58.4,,67.7,
25,T001038,10010,1014753 ,MBG0095,2007G400,79.8,59.8,,,
26,T001038,10010,1014753 ,MBG0095,2011G400,80.5,59.2,,,
27,T001038,10010,1014753 ,MBG0095,2015G400,80.6,59.7,,,
28,T001038,10010,1014753 ,MBG0095,2017G400,80.7,59.8,,,
29,T001038,10010,1014753 ,MBG0095,2019G400,80.5,60.2,,69.3,
30,T001038,10010,1014754 ,MW00000,2007G400,80.9,63.4,68.9,,
31,T001038,10010,1014754 ,MW00000,2011G400,81.8,64.9,70.6,,
32,T001038,10010,1014754 ,MW00000,2015G400,82.2,65.3,72.6,,59.4
33,T001038,10010,1014754 ,MW00000,2017G400,82.4,65.8,73.0,75.2,58.9
34,T001038,10010,1014754 ,MW00000,2019G400,82.3,65.4,73.4,73.1,58.8
35,T001038,10010,1014754 ,MOG0095,2007G400,80.8,62.7,,,
36,T001038,10010,1014754 ,MOG0095,2011G400,81.8,64.3,,,
37,T001038,10010,1014754 ,MOG0095,2015G400,82.2,64.5,,,
38,T001038,10010,1014754 ,MOG0095,2017G400,82.3,65.1,,,
39,T001038,10010,1014754 ,MOG0095,2019G400,82.3,64.6,,72.4,
40,T001038,10010,1014754 ,MBG0095,2007G400,80.9,64.1,,,
41,T001038,10010,1014754 ,MBG0095,2011G400,81.9,65.5,,,
42,T001038,10010,1014754 ,MBG0095,2015G400,82.3,66.0,,,
43,T001038,10010,1014754 ,MBG0095,2017G400,82.4,66.5,,,
44,T001038,10010,1014754 ,MBG0095,2019G400,82.4,66.1,,73.7,
45,T001038,10010,1014755 ,MW00000,2007G400,81.6,66.9,72.2,,
46,T001038,10010,1014755 ,MW00000,2011G400,82.6,67.7,73.4,,
47,T001038,10010,1014755 ,MW00000,2015G400,83.2,68.3,75.8,,63.0
48,T001038,10010,1014755 ,MW00000,2017G400,83.5,68.7,76.3,76.9,61.9
49,T001038,10010,1014755 ,MW00000,2019G400,83.6,68.9,76.9,75.6,61.9
50,T001038,10010,1014755 ,MOG0095,2007G400,81.6,66.3,,,
51,T001038,10010,1014755 ,MOG0095,2011G400,82.6,67.1,,,
52,T001038,10010,1014755 ,MOG0095,2015G400,83.2,67.6,,,
53,T001038,10010,1014755 ,MOG0095,2017G400,83.5,68.0,,,
54,T001038,10010,1014755 ,MOG0095,2019G400,83.6,68.1,,75.0,
55,T001038,10010,1014755 ,MBG0095,2007G400,81.7,67.6,,,
56,T001038,10010,1014755 ,MBG0095,2011G400,82.7,68.3,,,
57,T001038,10010,1014755 ,MBG0095,2015G400,83.2,69.1,,,
58,T001038,10010,1014755 ,MBG0095,2017G400,83.6,69.4,,,
59,T001038,10010,1014755 ,MBG0095,2019G400,83.7,69.6,,76.2,
60,T001038,10010,1014756 ,MW00000,2007G400,82.4,71.3,75.4,,
61,T001038,10010,1014756 ,MW00000,2011G400,83.2,71.1,75.7,,
62,T001038,10010,1014756 ,MW00000,2015G400,83.8,72.5,78.1,,65.5
63,T001038,10010,1014756 ,MW00000,2017G400,84.0,72.8,78.3,79.0,65.4
64,T001038,10010,1014756 ,MW00000,2019G400,84.0,72.6,78.3,77.5,65.6
65,T001038,10010,1014756 ,MOG0095,2007G400,82.3,70.6,,,
66,T001038,10010,1014756 ,MOG0095,2011G400,83.1,70.5,,,
67,T001038,10010,1014756 ,MOG0095,2015G400,83.7,71.7,,,
68,T001038,10010,1014756 ,MOG0095,2017G400,84.0,72.1,,,
69,T001038,10010,1014756 ,MOG0095,2019G400,83.9,71.9,,77.0,
70,T001038,10010,1014756 ,MBG0095,2007G400,82.4,72.0,,,
71,T001038,10010,1014756 ,MBG0095,2011G400,83.2,71.7,,,
72,T001038,10010,1014756 ,MBG0095,2015G400,83.8,73.2,,,
73,T001038,10010,1014756 ,MBG0095,2017G400,84.1,73.5,,,
74,T001038,10010,1014756 ,MBG0095,2019G400,84.1,73.4,,78.1,
75,T001038,10010,2021770 ,MW00000,2007G400,75.8,52.3,59.8,,
76,T001038,10010,2021770 ,MW00000,2011G400,75.8,49.2,59.5,,
77,T001038,10010,2021770 ,MW00000,2015G400,76.2,47.7,59.3,,44.3
78,T001038,10010,2021770 ,MW00000,2017G400,76.2,49.3,60.1,60.9,44.6
79,T001038,10010,2021770 ,MW00000,2019G400,75.9,49.4,59.9,58.7,46.4
80,T001038,10010,2021770 ,MOG0095,2007G400,75.7,51.4,,,
81,T001038,10010,2021770 ,MOG0095,2011G400,75.8,48.4,,,
82,T001038,10010,2021770 ,MOG0095,2015G400,76.1,46.7,,,
83,T001038,10010,2021770 ,MOG0095,2017G400,76.1,48.3,,,
84,T001038,10010,2021770 ,MOG0095,2019G400,75.8,48.4,,57.7,
85,T001038,10010,2021770 ,MBG0095,2007G400,75.9,53.2,,,
86,T001038,10010,2021770 ,MBG0095,2011G400,75.9,50.1,,,
87,T001038,10010,2021770 ,MBG0095,2015G400,76.2,48.7,,,
88,T001038,10010,2021770 ,MBG0095,2017G400,76.3,50.3,,,
89,T001038,10010,2021770 ,MBG0095,2019G400,75.9,50.5,,59.7,
90,T001038,10010,2021780 ,MW00000,2007G400,79.5,58.9,65.8,,
91,T001038,10010,2021780 ,MW00000,2011G400,80.2,58.7,66.5,,
92,T001038,10010,2021780 ,MW00000,2015G400,80.2,58.9,67.0,,54.1
93,T001038,10010,2021780 ,MW00000,2017G400,80.3,58.6,67.8,70.5,53.4
94,T001038,10010,2021780 ,MW00000,2019G400,80.0,59.1,68.2,68.4,53.6
95,T001038,10010,2021780 ,MOG0095,2007G400,79.4,58.1,,,
96,T001038,10010,2021780 ,MOG0095,2011G400,80.2,58.0,,,
97,T001038,10010,2021780 ,MOG0095,2015G400,80.2,58.1,,,
98,T001038,10010,2021780 ,MOG0095,2017G400,80.2,57.8,,,
99,T001038,10010,2021780 ,MOG0095,2019G400,80.0,58.3,,67.6,
100,T001038,10010,2021780 ,MBG0095,2007G400,79.5,59.6,,,
101,T001038,10010,2021780 ,MBG0095,2011G400,80.3,59.4,,,
102,T001038,10010,2021780 ,MBG0095,2015G400,80.3,59.7,,,
103,T001038,10010,2021780 ,MBG0095,2017G400,80.3,59.4,,,
104,T001038,10010,2021780 ,MBG0095,2019G400,80.1,60.0,,69.2,
105,T001038,10010,2021790 ,MW00000,2007G400,80.8,63.4,69.7,,
106,T001038,10010,2021790 ,MW00000,2011G400,81.5,64.1,70.1,,
107,T001038,10010,2021790 ,MW00000,2015G400,82.1,65.1,72.3,,59.6
108,T001038,10010,2021790 ,MW00000,2017G400,82.3,65.4,72.6,75.1,58.8
109,T001038,10010,2021790 ,MW00000,2019G400,82.2,65.1,73.3,73.1,58.7
110,T001038,10010,2021790 ,MOG0095,2007G400,80.7,62.7,,,
111,T001038,10010,2021790 ,MOG0095,2011G400,81.4,63.5,,,
112,T001038,10010,2021790 ,MOG0095,2015G400,82.1,64.4,,,
113,T001038,10010,2021790 ,MOG0095,2017G400,82.2,64.7,,,
114,T001038,10010,2021790 ,MOG0095,2019G400,82.1,64.4,,72.5,
115,T001038,10010,2021790 ,MBG0095,2007G400,80.8,64.1,,,
116,T001038,10010,2021790 ,MBG0095,2011G400,81.5,64.7,,,
117,T001038,10010,2021790 ,MBG0095,2015G400,82.2,65.8,,,
118,T001038,10010,2021790 ,MBG0095,2017G400,82.3,66.2,,,
119,T001038,10010,2021790 ,MBG0095,2019G400,82.2,65.9,,73.7,
120,T001038,10010,2021800 ,MW00000,2007G400,81.7,67.0,72.2,,
121,T001038,10010,2021800 ,MW00000,2011G400,82.7,67.6,73.9,,
122,T001038,10010,2021800 ,MW00000,2015G400,83.3,67.8,75.0,,62.5
123,T001038,10010,2021800 ,MW00000,2017G400,83.5,68.6,75.5,77.4,62.0
124,T001038,10010,2021800 ,MW00000,2019G400,83.6,69.1,76.2,75.7,61.9
125,T001038,10010,2021800 ,MOG0095,2007G400,81.7,66.3,,,
126,T001038,10010,2021800 ,MOG0095,2011G400,82.7,67.0,,,
127,T001038,10010,2021800 ,MOG0095,2015G400,83.2,67.1,,,
128,T001038,10010,2021800 ,MOG0095,2017G400,83.5,68.0,,,
129,T001038,10010,2021800 ,MOG0095,2019G400,83.5,68.4,,75.1,
130,T001038,10010,2021800 ,MBG0095,2007G400,81.8,67.7,,,
131,T001038,10010,2021800 ,MBG0095,2011G400,82.8,68.2,,,
132,T001038,10010,2021800 ,MBG0095,2015G400,83.3,68.5,,,
133,T001038,10010,2021800 ,MBG0095,2017G400,83.6,69.3,,,
134,T001038,10010,2021800 ,MBG0095,2019G400,83.6,69.8,,76.3,
135,T001038,10010,2021810 ,MW00000,2007G400,82.8,71.6,74.8,,
136,T001038,10010,2021810 ,MW00000,2011G400,83.5,71.3,75.7,,
137,T001038,10010,2021810 ,MW00000,2015G400,84.2,72.7,78.4,,65.8
138,T001038,10010,2021810 ,MW00000,2017G400,84.5,73.2,78.8,79.1,65.6
139,T001038,10010,2021810 ,MW00000,2019G400,84.5,73.1,78.8,78.0,65.8
140,T001038,10010,2021810 ,MOG0095,2007G400,82.7,70.9,,,
141,T001038,10010,2021810 ,MOG0095,2011G400,83.5,70.8,,,
142,T001038,10010,2021810 ,MOG0095,2015G400,84.1,72.0,,,
143,T001038,10010,2021810 ,MOG0095,2017G400,84.4,72.6,,,
144,T001038,10010,2021810 ,MOG0095,2019G400,84.5,72.5,,77.5,
145,T001038,10010,2021810 ,MBG0095,2007G400,82.8,72.3,,,
146,T001038,10010,2021810 ,MBG0095,2011G400,83.6,71.9,,,
147,T001038,10010,2021810 ,MBG0095,2015G400,84.2,73.3,,,
148,T001038,10010,2021810 ,MBG0095,2017G400,84.5,73.8,,,
149,T001038,10010,2021810 ,MBG0095,2019G400,84.6,73.7,,78.6,
150,T001038,10100,1014752 ,MW00000,2007G400,76.6,52.5,61.5,,
151,T001038,10100,1014752 ,MW00000,2011G400,76.2,50.3,60.6,,
152,T001038,10100,1014752 ,MW00000,2015G400,76.5,49.1,60.4,,45.4
153,T001038,10100,1014752 ,MW00000,2017G400,76.5,50.4,61.4,61.8,45.8
154,T001038,10100,1014752 ,MW00000,2019G400,76.0,51.0,61.4,59.8,46.2
155,T001038,10100,1014752 ,MOG0095,2007G400,76.6,51.6,,,
156,T001038,10100,1014752 ,MOG0095,2011G400,76.1,49.4,,,
157,T001038,10100,1014752 ,MOG0095,2015G400,76.5,48.1,,,44.4
158,T001038,10100,1014752 ,MOG0095,2017G400,76.5,49.5,,,44.8
159,T001038,10100,1014752 ,MOG0095,2019G400,76.0,50.0,,58.9,45.2
160,T001038,10100,1014752 ,MBG0095,2007G400,76.6,53.4,,,
161,T001038,10100,1014752 ,MBG0095,2011G400,76.2,51.1,,,
162,T001038,10100,1014752 ,MBG0095,2015G400,76.5,50.0,,,46.4
163,T001038,10100,1014752 ,MBG0095,2017G400,76.5,51.4,,,46.8
164,T001038,10100,1014752 ,MBG0095,2019G400,76.1,52.0,,60.8,47.2
165,T001038,10100,1014753 ,MW00000,2007G400,79.5,58.7,66.7,,
166,T001038,10100,1014753 ,MW00000,2011G400,80.2,58.2,66.6,,
167,T001038,10100,1014753 ,MW00000,2015G400,80.3,58.6,67.1,,53.7
168,T001038,10100,1014753 ,MW00000,2017G400,80.5,58.8,67.7,70.6,53.0
169,T001038,10100,1014753 ,MW00000,2019G400,80.3,59.1,68.0,68.3,53.4
170,T001038,10100,1014753 ,MOG0095,2007G400,79.5,58.0,,,
171,T001038,10100,1014753 ,MOG0095,2011G400,80.2,57.5,,,
172,T001038,10100,1014753 ,MOG0095,2015G400,80.3,57.8,,,52.9
173,T001038,10100,1014753 ,MOG0095,2017G400,80.4,57.9,,,52.1
174,T001038,10100,1014753 ,MOG0095,2019G400,80.3,58.2,,67.5,52.5
175,T001038,10100,1014753 ,MBG0095,2007G400,79.6,59.5,,,
176,T001038,10100,1014753 ,MBG0095,2011G400,80.2,58.9,,,
177,T001038,10100,1014753 ,MBG0095,2015G400,80.4,59.4,,,54.6
178,T001038,10100,1014753 ,MBG0095,2017G400,80.5,59.6,,,53.9
179,T001038,10100,1014753 ,MBG0095,2019G400,80.3,60.0,,69.1,54.4
180,T001038,10100,1014754 ,MW00000,2007G400,80.6,63.2,68.7,,
181,T001038,10100,1014754 ,MW00000,2011G400,81.6,64.6,70.3,,
182,T001038,10100,1014754 ,MW00000,2015G400,81.9,64.9,72.3,,59.1
183,T001038,10100,1014754 ,MW00000,2017G400,82.2,65.5,72.7,74.9,58.6
184,T001038,10100,1014754 ,MW00000,2019G400,82.1,65.1,73.1,72.8,58.5
185,T001038,10100,1014754 ,MOG0095,2007G400,80.6,62.5,,,
186,T001038,10100,1014754 ,MOG0095,2011G400,81.6,64.0,,,
187,T001038,10100,1014754 ,MOG0095,2015G400,81.9,64.2,,,58.3
188,T001038,10100,1014754 ,MOG0095,2017G400,82.1,64.8,,,57.9
189,T001038,10100,1014754 ,MOG0095,2019G400,82.1,64.3,,72.2,57.7
190,T001038,10100,1014754 ,MBG0095,2007G400,80.7,63.8,,,
191,T001038,10100,1014754 ,MBG0095,2011G400,81.6,65.2,,,
192,T001038,10100,1014754 ,MBG0095,2015G400,82.0,65.6,,,59.8
193,T001038,10100,1014754 ,MBG0095,2017G400,82.2,66.2,,,59.4
194,T001038,10100,1014754 ,MBG0095,2019G400,82.1,65.9,,73.5,59.3
195,T001038,10100,1014755 ,MW00000,2007G400,81.3,66.6,71.8,,
196,T001038,10100,1014755 ,MW00000,2011G400,82.3,67.4,73.1,,
197,T001038,10100,1014755 ,MW00000,2015G400,82.9,68.0,75.4,,62.7
198,T001038,10100,1014755 ,MW00000,2017G400,83.2,68.4,76.0,76.5,61.6
199,T001038,10100,1014755 ,MW00000,2019G400,83.3,68.5,76.6,75.3,61.6
200,T001038,10100,1014755 ,MOG0095,2007G400,81.3,65.9,,,
201,T001038,10100,1014755 ,MOG0095,2011G400,82.3,66.8,,,
202,T001038,10100,1014755 ,MOG0095,2015G400,82.9,67.3,,,61.9
203,T001038,10100,1014755 ,MOG0095,2017G400,83.2,67.7,,,60.8
204,T001038,10100,1014755 ,MOG0095,2019G400,83.3,67.8,,74.7,60.8
205,T001038,10100,1014755 ,MBG0095,2007G400,81.3,67.3,,,
206,T001038,10100,1014755 ,MBG0095,2011G400,82.4,68.0,,,
207,T001038,10100,1014755 ,MBG0095,2015G400,82.9,68.7,,,63.4
208,T001038,10100,1014755 ,MBG0095,2017G400,83.3,69.1,,,62.3
209,T001038,10100,1014755 ,MBG0095,2019G400,83.3,69.2,,75.9,62.4
210,T001038,10100,1014756 ,MW00000,2007G400,82.1,71.0,75.1,,
211,T001038,10100,1014756 ,MW00000,2011G400,82.9,70.8,75.4,,
212,T001038,10100,1014756 ,MW00000,2015G400,83.4,72.1,77.7,,65.1
213,T001038,10100,1014756 ,MW00000,2017G400,83.7,72.4,78.0,78.7,65.1
214,T001038,10100,1014756 ,MW00000,2019G400,83.8,72.4,78.0,77.3,65.3
215,T001038,10100,1014756 ,MOG0095,2007G400,82.1,70.3,,,
216,T001038,10100,1014756 ,MOG0095,2011G400,82.8,70.1,,,
217,T001038,10100,1014756 ,MOG0095,2015G400,83.4,71.4,,,64.3
218,T001038,10100,1014756 ,MOG0095,2017G400,83.7,71.8,,,64.3
219,T001038,10100,1014756 ,MOG0095,2019G400,83.7,71.6,,76.7,64.5
220,T001038,10100,1014756 ,MBG0095,2007G400,82.1,71.7,,,
221,T001038,10100,1014756 ,MBG0095,2011G400,82.9,71.4,,,
222,T001038,10100,1014756 ,MBG0095,2015G400,83.4,72.9,,,65.9
223,T001038,10100,1014756 ,MBG0095,2017G400,83.7,73.1,,,65.8
224,T001038,10100,1014756 ,MBG0095,2019G400,83.8,73.1,,77.8,66.1
225,T001038,10100,2021770 ,MW00000,2007G400,75.7,52.1,59.6,,
226,T001038,10100,2021770 ,MW00000,2011G400,75.8,49.1,59.3,,
227,T001038,10100,2021770 ,MW00000,2015G400,76.1,47.5,59.1,,44.0
228,T001038,10100,2021770 ,MW00000,2017G400,76.1,49.1,59.9,60.7,44.4
229,T001038,10100,2021770 ,MW00000,2019G400,75.7,49.2,59.6,58.5,46.1
230,T001038,10100,2021770 ,MOG0095,2007G400,75.7,51.2,,,
231,T001038,10100,2021770 ,MOG0095,2011G400,75.8,48.2,,,
232,T001038,10100,2021770 ,MOG0095,2015G400,76.1,46.5,,,43.1
233,T001038,10100,2021770 ,MOG0095,2017G400,76.1,48.1,,,43.4
234,T001038,10100,2021770 ,MOG0095,2019G400,75.6,48.2,,57.5,45.0
235,T001038,10100,2021770 ,MBG0095,2007G400,75.7,53.0,,,
236,T001038,10100,2021770 ,MBG0095,2011G400,75.8,49.9,,,
237,T001038,10100,2021770 ,MBG0095,2015G400,76.1,48.4,,,45.0
238,T001038,10100,2021770 ,MBG0095,2017G400,76.1,50.0,,,45.3
239,T001038,10100,2021770 ,MBG0095,2019G400,75.7,50.2,,59.4,47.1
240,T001038,10100,2021780 ,MW00000,2007G400,79.2,58.6,65.5,,
241,T001038,10100,2021780 ,MW00000,2011G400,80.0,58.4,66.2,,
242,T001038,10100,2021780 ,MW00000,2015G400,80.0,58.6,66.7,,53.8
243,T001038,10100,2021780 ,MW00000,2017G400,80.0,58.3,67.6,70.2,53.1
244,T001038,10100,2021780 ,MW00000,2019G400,79.8,58.9,68.0,68.2,53.3
245,T001038,10100,2021780 ,MOG0095,2007G400,79.2,57.8,,,
246,T001038,10100,2021780 ,MOG0095,2011G400,80.0,57.7,,,
247,T001038,10100,2021780 ,MOG0095,2015G400,80.0,57.8,,,52.9
248,T001038,10100,2021780 ,MOG0095,2017G400,80.0,57.5,,,52.2
249,T001038,10100,2021780 ,MOG0095,2019G400,79.8,58.0,,67.4,52.4
250,T001038,10100,2021780 ,MBG0095,2007G400,79.3,59.3,,,
251,T001038,10100,2021780 ,MBG0095,2011G400,80.0,59.1,,,
252,T001038,10100,2021780 ,MBG0095,2015G400,80.0,59.4,,,54.6
253,T001038,10100,2021780 ,MBG0095,2017G400,80.1,59.2,,,53.9
254,T001038,10100,2021780 ,MBG0095,2019G400,79.8,59.7,,68.9,54.2
255,T001038,10100,2021790 ,MW00000,2007G400,80.5,63.1,69.4,,
256,T001038,10100,2021790 ,MW00000,2011G400,81.2,63.8,69.8,,
257,T001038,10100,2021790 ,MW00000,2015G400,81.8,64.8,72.0,,59.3
258,T001038,10100,2021790 ,MW00000,2017G400,82.0,65.1,72.3,74.8,58.5
259,T001038,10100,2021790 ,MW00000,2019G400,81.9,64.8,73.0,72.9,58.4
260,T001038,10100,2021790 ,MOG0095,2007G400,80.5,62.4,,,
261,T001038,10100,2021790 ,MOG0095,2011G400,81.1,63.2,,,
262,T001038,10100,2021790 ,MOG0095,2015G400,81.8,64.0,,,58.5
263,T001038,10100,2021790 ,MOG0095,2017G400,82.0,64.4,,,57.7
264,T001038,10100,2021790 ,MOG0095,2019G400,81.9,64.1,,72.2,57.6
265,T001038,10100,2021790 ,MBG0095,2007G400,80.5,63.8,,,
266,T001038,10100,2021790 ,MBG0095,2011G400,81.2,64.4,,,
267,T001038,10100,2021790 ,MBG0095,2015G400,81.8,65.5,,,60.1
268,T001038,10100,2021790 ,MBG0095,2017G400,82.0,65.9,,,59.3
269,T001038,10100,2021790 ,MBG0095,2019G400,81.9,65.6,,73.5,59.2
270,T001038,10100,2021800 ,MW00000,2007G400,81.4,66.7,71.9,,
271,T001038,10100,2021800 ,MW00000,2011G400,82.4,67.3,73.5,,
272,T001038,10100,2021800 ,MW00000,2015G400,82.9,67.4,74.7,,62.1
273,T001038,10100,2021800 ,MW00000,2017G400,83.2,68.3,75.2,77.0,61.6
274,T001038,10100,2021800 ,MW00000,2019G400,83.3,68.8,75.9,75.4,61.6
275,T001038,10100,2021800 ,MOG0095,2007G400,81.4,66.0,,,
276,T001038,10100,2021800 ,MOG0095,2011G400,82.4,66.7,,,
277,T001038,10100,2021800 ,MOG0095,2015G400,82.9,66.7,,,61.4
278,T001038,10100,2021800 ,MOG0095,2017G400,83.2,67.6,,,60.8
279,T001038,10100,2021800 ,MOG0095,2019G400,83.3,68.1,,74.9,60.8
280,T001038,10100,2021800 ,MBG0095,2007G400,81.4,67.3,,,
281,T001038,10100,2021800 ,MBG0095,2011G400,82.4,67.9,,,
282,T001038,10100,2021800 ,MBG0095,2015G400,82.9,68.1,,,62.9
283,T001038,10100,2021800 ,MBG0095,2017G400,83.2,69.0,,,62.3
284,T001038,10100,2021800 ,MBG0095,2019G400,83.3,69.4,,76.0,62.3
285,T001038,10100,2021810 ,MW00000,2007G400,82.5,71.3,74.6,,
286,T001038,10100,2021810 ,MW00000,2011G400,83.3,71.0,75.4,,
287,T001038,10100,2021810 ,MW00000,2015G400,83.8,72.3,78.1,,65.4
288,T001038,10100,2021810 ,MW00000,2017G400,84.2,72.9,78.5,78.8,65.3
289,T001038,10100,2021810 ,MW00000,2019G400,84.3,72.8,78.5,77.8,65.5
290,T001038,10100,2021810 ,MOG0095,2007G400,82.5,70.6,,,
291,T001038,10100,2021810 ,MOG0095,2011G400,83.3,70.5,,,
292,T001038,10100,2021810 ,MOG0095,2015G400,83.8,71.7,,,64.7
293,T001038,10100,2021810 ,MOG0095,2017G400,84.1,72.3,,,64.5
294,T001038,10100,2021810 ,MOG0095,2019G400,84.2,72.2,,77.3,64.7
295,T001038,10100,2021810 ,MBG0095,2007G400,82.5,72.0,,,
296,T001038,10100,2021810 ,MBG0095,2011G400,83.3,71.6,,,
297,T001038,10100,2021810 ,MBG0095,2015G400,83.8,73.0,,,66.1
298,T001038,10100,2021810 ,MBG0095,2017G400,84.2,73.5,,,66.0
299,T001038,10100,2021810 ,MBG0095,2019G400,84.3,73.4,,78.3,66.3
300,T001038,10500,1014752 ,MW00000,2007G400,72.7,48.9,57.6,,
301,T001038,10500,1014752 ,MW00000,2011G400,72.2,46.6,56.7,,
302,T001038,10500,1014752 ,MW00000,2015G400,72.6,45.3,56.5,,41.8
303,T001038,10500,1014752 ,MW00000,2017G400,72.6,46.7,57.5,57.9,42.1
304,T001038,10500,1014752 ,MW00000,2019G400,72.1,47.3,57.4,56.2,42.6
305,T001038,10500,1014752 ,MOG0095,2007G400,72.7,48.0,,,
306,T001038,10500,1014752 ,MOG0095,2011G400,72.2,45.7,,,
307,T001038,10500,1014752 ,MOG0095,2015G400,72.6,44.3,,,40.8
308,T001038,10500,1014752 ,MOG0095,2017G400,72.5,45.8,,,41.1
309,T001038,10500,1014752 ,MOG0095,2019G400,72.1,46.3,,55.3,41.5
310,T001038,10500,1014752 ,MBG0095,2007G400,72.7,49.8,,,
311,T001038,10500,1014752 ,MBG0095,2011G400,72.3,47.4,,,
312,T001038,10500,1014752 ,MBG0095,2015G400,72.6,46.3,,,42.7
313,T001038,10500,1014752 ,MBG0095,2017G400,72.6,47.7,,,43.1
314,T001038,10500,1014752 ,MBG0095,2019G400,72.2,48.3,,57.1,43.6
315,T001038,10500,1014753 ,MW00000,2007G400,75.6,55.1,62.8,,
316,T001038,10500,1014753 ,MW00000,2011G400,76.3,54.5,62.7,,
317,T001038,10500,1014753 ,MW00000,2015G400,76.4,54.8,63.2,,50.0
318,T001038,10500,1014753 ,MW00000,2017G400,76.5,55.1,63.8,66.7,49.2
319,T001038,10500,1014753 ,MW00000,2019G400,76.3,55.3,64.1,64.7,49.6
320,T001038,10500,1014753 ,MOG0095,2007G400,75.6,54.3,,,
321,T001038,10500,1014753 ,MOG0095,2011G400,76.3,53.8,,,
322,T001038,10500,1014753 ,MOG0095,2015G400,76.4,53.9,,,49.1
323,T001038,10500,1014753 ,MOG0095,2017G400,76.5,54.3,,,48.3
324,T001038,10500,1014753 ,MOG0095,2019G400,76.3,54.5,,63.9,48.7
325,T001038,10500,1014753 ,MBG0095,2007G400,75.7,55.8,,,
326,T001038,10500,1014753 ,MBG0095,2011G400,76.3,55.2,,,
327,T001038,10500,1014753 ,MBG0095,2015G400,76.4,55.6,,,50.8
328,T001038,10500,1014753 ,MBG0095,2017G400,76.6,55.9,,,50.1
329,T001038,10500,1014753 ,MBG0095,2019G400,76.4,56.2,,65.5,50.5
330,T001038,10500,1014754 ,MW00000,2007G400,76.7,59.4,64.7,,
331,T001038,10500,1014754 ,MW00000,2011G400,77.6,60.8,66.3,,
332,T001038,10500,1014754 ,MW00000,2015G400,78.0,61.1,68.4,,55.2
333,T001038,10500,1014754 ,MW00000,2017G400,78.2,61.7,68.8,71.0,54.8
334,T001038,10500,1014754 ,MW00000,2019G400,78.2,61.2,69.1,69.1,54.6
335,T001038,10500,1014754 ,MOG0095,2007G400,76.7,58.7,,,
336,T001038,10500,1014754 ,MOG0095,2011G400,77.6,60.2,,,
337,T001038,10500,1014754 ,MOG0095,2015G400,78.0,60.4,,,54.5
338,T001038,10500,1014754 ,MOG0095,2017G400,78.2,60.9,,,54.0
339,T001038,10500,1014754 ,MOG0095,2019G400,78.2,60.5,,68.5,53.8
340,T001038,10500,1014754 ,MBG0095,2007G400,76.7,60.1,,,
341,T001038,10500,1014754 ,MBG0095,2011G400,77.7,61.4,,,
342,T001038,10500,1014754 ,MBG0095,2015G400,78.0,61.8,,,56.0
343,T001038,10500,1014754 ,MBG0095,2017G400,78.2,62.4,,,55.5
344,T001038,10500,1014754 ,MBG0095,2019G400,78.2,62.0,,69.7,55.4
345,T001038,10500,1014755 ,MW00000,2007G400,77.4,62.9,67.9,,
346,T001038,10500,1014755 ,MW00000,2011G400,78.4,63.5,69.1,,
347,T001038,10500,1014755 ,MW00000,2015G400,78.9,64.3,71.5,,58.9
