ID,KenmerkenHuishoudens,CaribischNederland,Perioden,Huishoudens_1,PersonenMetInkomenPerHuishouden_2,BesteedbaarInkomenGemiddeld_3,BesteedbaarInkomenMediaan_4,GestandaardiseerdInkomenGemiddeld_5,GestandaardiseerdInkomenMediaan_6
673,1050222,CN01   ,2012JJ00,250.0,2.5,47.2,38.1,24.8,20.2
674,1050222,CN01   ,2013JJ00,250.0,2.6,49.0,39.6,25.6,20.0
675,1050222,CN01   ,2014JJ00,250.0,2.5,50.0,38.9,26.6,21.4
676,1050222,CN01   ,2015JJ00,200.0,2.5,47.0,38.0,24.7,20.6
677,1050222,CN01   ,2016JJ00,200.0,2.6,49.4,42.1,25.5,21.4
678,1050222,CN01   ,2017JJ00,200.0,2.6,51.2,39.7,27.5,21.5
679,1050222,CN01   ,2018JJ00,150.0,2.6,54.7,43.8,29.4,23.8
680,1050222,CN01   ,2019JJ00,200.0,2.7,56.8,47.7,30.0,25.6
681,1050222,CN01   ,2020JJ00,200.0,2.7,57.5,50.1,29.8,25.7
682,1050222,CN01   ,2021JJ00,200.0,2.8,61.9,52.4,32.1,26.5
683,1050222,CN01   ,2022JJ00,200.0,2.7,59.6,52.0,31.2,28.5
684,1050222,GM9001 ,2011JJ00,200.0,2.6,44.2,37.4,23.3,20.5
685,1050222,GM9001 ,2012JJ00,200.0,2.6,48.3,37.5,25.6,20.6
686,1050222,GM9001 ,2013JJ00,200.0,2.6,49.1,39.2,26.0,19.6
687,1050222,GM9001 ,2014JJ00,200.0,2.5,49.4,37.3,26.3,21.1
688,1050222,GM9001 ,2015JJ00,150.0,2.5,45.5,37.8,23.8,20.2
689,1050222,GM9001 ,2016JJ00,150.0,2.7,50.5,43.5,26.1,22.1
690,1050222,GM9001 ,2017JJ00,150.0,2.7,52.9,40.8,28.4,22.8
691,1050222,GM9001 ,2018JJ00,150.0,2.7,55.4,44.4,29.5,24.0
692,1050222,GM9001 ,2019JJ00,150.0,2.7,56.5,46.7,29.9,25.5
693,1050222,GM9001 ,2020JJ00,150.0,2.7,57.6,49.9,29.9,24.7
694,1050222,GM9001 ,2021JJ00,150.0,2.8,63.3,53.4,32.8,26.7
695,1050222,GM9001 ,2022JJ00,150.0,2.8,58.8,51.7,30.6,28.0
696,1050222,GM9002 ,2011JJ00,50.0,,,,,
697,1050222,GM9002 ,2012JJ00,50.0,,,,,
698,1050222,GM9002 ,2013JJ00,50.0,,,,,
699,1050222,GM9002 ,2014JJ00,50.0,,,,,
700,1050222,GM9002 ,2015JJ00,0.0,,,,,
701,1050222,GM9002 ,2016JJ00,0.0,,,,,
702,1050222,GM9002 ,2017JJ00,0.0,,,,,
703,1050222,GM9002 ,2018JJ00,0.0,,,,,
704,1050222,GM9002 ,2019JJ00,0.0,,,,,
705,1050222,GM9002 ,2020JJ00,0.0,,,,,
706,1050222,GM9002 ,2021JJ00,0.0,,,,,
707,1050222,GM9002 ,2022JJ00,0.0,,,,,
708,1050222,GM9003 ,2011JJ00,0.0,,,,,
709,1050222,GM9003 ,2012JJ00,0.0,,,,,
710,1050222,GM9003 ,2013JJ00,0.0,,,,,
711,1050222,GM9003 ,2014JJ00,0.0,,,,,
712,1050222,GM9003 ,2015JJ00,0.0,,,,,
713,1050222,GM9003 ,2016JJ00,0.0,,,,,
714,1050222,GM9003 ,2017JJ00,0.0,,,,,
715,1050222,GM9003 ,2018JJ00,0.0,,,,,
716,1050222,GM9003 ,2019JJ00,0.0,,,,,
717,1050222,GM9003 ,2020JJ00,0.0,,,,,
718,1050222,GM9003 ,2021JJ00,0.0,,,,,
719,1050222,GM9003 ,2022JJ00,0.0,,,,,
720,1050221,CN01   ,2011JJ00,450.0,3.0,51.3,45.1,22.3,20.0
721,1050221,CN01   ,2012JJ00,450.0,2.9,52.3,46.4,22.4,20.0
722,1050221,CN01   ,2013JJ00,450.0,3.0,52.1,46.3,22.3,20.0
723,1050221,CN01   ,2014JJ00,450.0,2.9,52.8,48.4,22.8,21.2
724,1050221,CN01   ,2015JJ00,450.0,3.0,56.0,51.0,24.0,21.6
725,1050221,CN01   ,2016JJ00,400.0,3.1,60.5,53.0,26.1,23.3
726,1050221,CN01   ,2017JJ00,350.0,3.2,60.1,53.3,26.1,23.2
727,1050221,CN01   ,2018JJ00,350.0,3.2,64.8,57.2,28.2,24.7
728,1050221,CN01   ,2019JJ00,350.0,3.2,68.3,59.6,29.9,25.4
729,1050221,CN01   ,2020JJ00,350.0,3.3,67.0,59.9,29.0,25.6
730,1050221,CN01   ,2021JJ00,350.0,3.3,68.9,60.6,29.9,25.9
731,1050221,CN01   ,2022JJ00,350.0,3.2,72.1,62.1,31.3,26.6
732,1050221,GM9001 ,2011JJ00,350.0,3.0,50.7,45.0,22.0,19.8
733,1050221,GM9001 ,2012JJ00,400.0,3.0,50.6,45.7,21.8,19.8
734,1050221,GM9001 ,2013JJ00,400.0,3.1,51.2,46.1,22.0,19.9
735,1050221,GM9001 ,2014JJ00,400.0,3.0,52.1,47.9,22.6,21.0
736,1050221,GM9001 ,2015JJ00,400.0,3.1,54.7,50.2,23.4,21.2
737,1050221,GM9001 ,2016JJ00,350.0,3.2,58.1,52.2,25.1,22.4
738,1050221,GM9001 ,2017JJ00,300.0,3.3,59.7,52.2,25.9,23.2
739,1050221,GM9001 ,2018JJ00,300.0,3.3,64.3,56.8,28.0,24.5
740,1050221,GM9001 ,2019JJ00,300.0,3.3,67.8,58.9,29.7,25.5
741,1050221,GM9001 ,2020JJ00,300.0,3.4,65.6,59.0,28.4,25.2
742,1050221,GM9001 ,2021JJ00,300.0,3.3,68.3,59.5,29.6,25.5
743,1050221,GM9001 ,2022JJ00,300.0,3.2,72.0,61.8,31.3,26.3
744,1050221,GM9002 ,2011JJ00,50.0,,,,,
745,1050221,GM9002 ,2012JJ00,50.0,,,,,
746,1050221,GM9002 ,2013JJ00,50.0,,,,,
747,1050221,GM9002 ,2014JJ00,50.0,,,,,
748,1050221,GM9002 ,2015JJ00,50.0,,,,,
749,1050221,GM9002 ,2016JJ00,50.0,,,,,
750,1050221,GM9002 ,2017JJ00,50.0,,,,,
751,1050221,GM9002 ,2018JJ00,50.0,,,,,
752,1050221,GM9002 ,2019JJ00,50.0,,,,,
753,1050221,GM9002 ,2020JJ00,50.0,,,,,
754,1050221,GM9002 ,2021JJ00,50.0,,,,,
755,1050221,GM9002 ,2022JJ00,50.0,,,,,
756,1050221,GM9003 ,2011JJ00,0.0,,,,,
757,1050221,GM9003 ,2012JJ00,0.0,,,,,
758,1050221,GM9003 ,2013JJ00,0.0,,,,,
759,1050221,GM9003 ,2014JJ00,0.0,,,,,
760,1050221,GM9003 ,2015JJ00,0.0,,,,,
761,1050221,GM9003 ,2016JJ00,0.0,,,,,
762,1050221,GM9003 ,2017JJ00,0.0,,,,,
763,1050221,GM9003 ,2018JJ00,50.0,,,,,
764,1050221,GM9003 ,2019JJ00,0.0,,,,,
765,1050221,GM9003 ,2020JJ00,0.0,,,,,
766,1050221,GM9003 ,2021JJ00,0.0,,,,,
767,1050221,GM9003 ,2022JJ00,0.0,,,,,
768,A028193,CN01   ,2011JJ00,2000.0,1.5,24.8,18.9,15.7,13.2
769,A028193,CN01   ,2012JJ00,2150.0,1.5,24.5,18.9,15.9,13.6
770,A028193,CN01   ,2013JJ00,2350.0,1.5,25.8,19.7,16.8,14.4
771,A028193,CN01   ,2014JJ00,2450.0,1.5,26.6,20.5,17.3,14.8
772,A028193,CN01   ,2015JJ00,2550.0,1.5,27.5,21.2,17.8,15.1
773,A028193,CN01   ,2016JJ00,2600.0,1.5,27.6,22.1,17.8,15.5
774,A028193,CN01   ,2017JJ00,2800.0,1.5,27.7,22.2,18.3,15.6
775,A028193,CN01   ,2018JJ00,2900.0,1.5,28.3,22.3,18.6,16.1
776,A028193,CN01   ,2019JJ00,3100.0,1.5,29.0,22.8,19.3,16.7
777,A028193,CN01   ,2020JJ00,3150.0,1.5,29.5,23.5,19.8,17.1
778,A028193,CN01   ,2021JJ00,3300.0,1.5,30.4,24.8,20.2,17.4
779,A028193,CN01   ,2022JJ00,3550.0,1.4,30.4,23.7,20.7,17.6
780,A028193,GM9001 ,2011JJ00,1600.0,1.6,24.2,18.4,15.4,12.9
781,A028193,GM9001 ,2012JJ00,1700.0,1.5,23.7,17.9,15.2,13.1
782,A028193,GM9001 ,2013JJ00,1850.0,1.5,25.1,19.0,16.3,14.1
783,A028193,GM9001 ,2014JJ00,2000.0,1.5,25.6,19.6,16.5,14.4
784,A028193,GM9001 ,2015JJ00,2000.0,1.6,26.7,20.6,17.1,14.9
785,A028193,GM9001 ,2016JJ00,2100.0,1.6,27.3,22.0,17.4,15.4
786,A028193,GM9001 ,2017JJ00,2250.0,1.5,27.4,22.0,17.8,15.5
787,A028193,GM9001 ,2018JJ00,2350.0,1.5,28.1,22.2,18.3,16.1
788,A028193,GM9001 ,2019JJ00,2500.0,1.5,28.8,22.8,19.1,16.7
789,A028193,GM9001 ,2020JJ00,2600.0,1.5,29.1,23.4,19.5,17.0
790,A028193,GM9001 ,2021JJ00,2750.0,1.5,30.0,24.5,19.8,17.2
791,A028193,GM9001 ,2022JJ00,3000.0,1.5,30.0,23.3,20.3,17.4
792,A028193,GM9002 ,2011JJ00,250.0,1.5,27.8,22.1,17.2,14.7
793,A028193,GM9002 ,2012JJ00,250.0,1.3,27.8,22.0,18.4,15.7
794,A028193,GM9002 ,2013JJ00,300.0,1.4,29.3,25.0,19.3,16.0
795,A028193,GM9002 ,2014JJ00,300.0,1.5,32.9,27.0,21.3,17.8
796,A028193,GM9002 ,2015JJ00,300.0,1.4,33.2,28.2,22.3,17.0
797,A028193,GM9002 ,2016JJ00,350.0,1.4,29.6,22.5,19.7,15.5
798,A028193,GM9002 ,2017JJ00,350.0,1.3,30.6,23.2,21.4,16.6
799,A028193,GM9002 ,2018JJ00,350.0,1.3,29.7,22.9,20.4,15.8
800,A028193,GM9002 ,2019JJ00,350.0,1.3,29.8,22.2,20.5,16.0
801,A028193,GM9002 ,2020JJ00,350.0,1.4,31.6,24.1,21.3,17.4
802,A028193,GM9002 ,2021JJ00,350.0,1.3,32.5,24.9,22.1,17.8
803,A028193,GM9002 ,2022JJ00,350.0,1.3,31.8,24.3,22.0,17.7
804,A028193,GM9003 ,2011JJ00,150.0,1.5,26.3,21.3,17.1,14.1
805,A028193,GM9003 ,2012JJ00,200.0,1.4,27.5,23.8,18.8,16.1
806,A028193,GM9003 ,2013JJ00,200.0,1.4,27.0,21.6,18.1,15.4
807,A028193,GM9003 ,2014JJ00,200.0,1.4,28.6,23.0,19.1,16.9
808,A028193,GM9003 ,2015JJ00,200.0,1.4,26.2,21.2,18.0,15.1
809,A028193,GM9003 ,2016JJ00,200.0,1.3,26.8,23.5,18.8,17.0
810,A028193,GM9003 ,2017JJ00,200.0,1.4,26.8,21.8,18.4,15.8
811,A028193,GM9003 ,2018JJ00,200.0,1.4,28.2,23.7,19.2,16.8
812,A028193,GM9003 ,2019JJ00,200.0,1.4,29.4,23.0,20.3,17.2
813,A028193,GM9003 ,2020JJ00,200.0,1.4,31.5,26.9,21.9,19.3
814,A028193,GM9003 ,2021JJ00,200.0,1.4,32.4,28.3,22.6,19.7
815,A028193,GM9003 ,2022JJ00,200.0,1.5,33.5,29.6,23.5,20.8
816,A028194,CN01   ,2011JJ00,3550.0,1.8,32.9,26.0,20.9,16.8
817,A028194,CN01   ,2012JJ00,3700.0,1.7,34.6,27.4,22.0,17.9
818,A028194,CN01   ,2013JJ00,3900.0,1.7,34.4,27.5,22.0,18.1
819,A028194,CN01   ,2014JJ00,4000.0,1.7,35.9,28.4,23.3,18.7
820,A028194,CN01   ,2015JJ00,4100.0,1.7,37.2,29.3,24.0,19.2
821,A028194,CN01   ,2016JJ00,4200.0,1.8,37.5,29.6,24.5,19.5
822,A028194,CN01   ,2017JJ00,4400.0,1.8,38.8,30.9,25.6,20.6
823,A028194,CN01   ,2018JJ00,4450.0,1.7,38.8,30.0,25.7,20.3
824,A028194,CN01   ,2019JJ00,4600.0,1.7,40.3,32.0,26.7,21.1
825,A028194,CN01   ,2020JJ00,4600.0,1.7,40.1,31.6,26.5,21.2
826,A028194,CN01   ,2021JJ00,4750.0,1.7,40.7,31.5,26.9,21.5
827,A028194,CN01   ,2022JJ00,4850.0,1.7,42.1,32.7,27.8,22.2
828,A028194,GM9001 ,2011JJ00,2850.0,1.8,32.3,25.5,20.4,16.7
829,A028194,GM9001 ,2012JJ00,3000.0,1.8,33.6,26.5,21.4,17.3
830,A028194,GM9001 ,2013JJ00,3100.0,1.8,33.6,27.1,21.4,17.7
831,A028194,GM9001 ,2014JJ00,3200.0,1.8,35.5,27.9,23.0,18.4
832,A028194,GM9001 ,2015JJ00,3250.0,1.8,36.4,28.6,23.3,18.8
833,A028194,GM9001 ,2016JJ00,3350.0,1.8,37.2,29.3,24.1,19.1
834,A028194,GM9001 ,2017JJ00,3500.0,1.8,38.2,29.9,25.0,20.0
835,A028194,GM9001 ,2018JJ00,3550.0,1.8,38.0,29.0,24.9,19.5
836,A028194,GM9001 ,2019JJ00,3650.0,1.8,39.5,30.9,25.9,20.2
837,A028194,GM9001 ,2020JJ00,3700.0,1.7,39.1,30.5,25.7,20.4
838,A028194,GM9001 ,2021JJ00,3800.0,1.7,40.3,30.8,26.4,20.7
839,A028194,GM9001 ,2022JJ00,3900.0,1.7,41.7,31.6,27.2,21.3
840,A028194,GM9002 ,2011JJ00,500.0,1.6,37.5,28.8,23.4,18.5
841,A028194,GM9002 ,2012JJ00,500.0,1.6,40.9,31.7,25.2,21.0
842,A028194,GM9002 ,2013JJ00,550.0,1.6,39.9,31.7,25.2,21.2
843,A028194,GM9002 ,2014JJ00,550.0,1.6,39.7,31.3,25.1,20.5
844,A028194,GM9002 ,2015JJ00,550.0,1.5,42.0,33.1,27.8,22.6
845,A028194,GM9002 ,2016JJ00,550.0,1.5,40.0,30.9,27.3,22.0
846,A028194,GM9002 ,2017JJ00,600.0,1.5,42.4,35.6,29.2,25.8
847,A028194,GM9002 ,2018JJ00,600.0,1.6,43.8,34.8,30.1,24.3
848,A028194,GM9002 ,2019JJ00,600.0,1.6,45.4,37.9,31.3,26.6
849,A028194,GM9002 ,2020JJ00,600.0,1.7,45.4,37.1,30.3,25.1
850,A028194,GM9002 ,2021JJ00,600.0,1.6,42.5,35.5,28.9,24.0
851,A028194,GM9002 ,2022JJ00,650.0,1.6,43.3,35.2,30.0,25.3
852,A028194,GM9003 ,2011JJ00,250.0,1.6,30.6,24.9,21.0,16.0
853,A028194,GM9003 ,2012JJ00,250.0,1.5,34.1,28.9,23.2,19.0
854,A028194,GM9003 ,2013JJ00,250.0,1.6,32.9,27.1,22.7,18.2
855,A028194,GM9003 ,2014JJ00,300.0,1.5,34.0,29.1,23.5,19.7
856,A028194,GM9003 ,2015JJ00,300.0,1.6,36.0,29.9,24.7,20.4
857,A028194,GM9003 ,2016JJ00,300.0,1.6,35.8,29.4,24.4,20.4
858,A028194,GM9003 ,2017JJ00,300.0,1.6,37.6,31.7,25.7,21.0
859,A028194,GM9003 ,2018JJ00,300.0,1.6,38.9,33.1,26.6,22.9
860,A028194,GM9003 ,2019JJ00,300.0,1.6,39.7,34.1,27.4,22.5
861,A028194,GM9003 ,2020JJ00,350.0,1.7,41.3,36.0,28.4,23.1
862,A028194,GM9003 ,2021JJ00,300.0,1.7,42.5,39.5,28.8,26.6
863,A028194,GM9003 ,2022JJ00,350.0,1.7,44.9,39.9,31.0,26.9
864,A028195,CN01   ,2011JJ00,1800.0,1.8,28.9,20.7,19.8,14.4
865,A028195,CN01   ,2012JJ00,1900.0,1.7,30.0,21.6,20.6,15.4
866,A028195,CN01   ,2013JJ00,2000.0,1.7,29.9,21.6,20.7,15.7
867,A028195,CN01   ,2014JJ00,2150.0,1.7,30.3,21.7,20.9,16.0
868,A028195,CN01   ,2015JJ00,2250.0,1.7,30.7,21.7,21.4,15.6
869,A028195,CN01   ,2016JJ00,2400.0,1.7,31.9,22.5,22.4,17.0
870,A028195,CN01   ,2017JJ00,2550.0,1.7,32.4,22.9,22.9,17.2
871,A028195,CN01   ,2018JJ00,2750.0,1.7,33.0,23.7,23.4,18.0
872,A028195,CN01   ,2019JJ00,2900.0,1.7,34.3,24.7,24.4,18.6
873,A028195,CN01   ,2020JJ00,3150.0,1.7,34.8,25.1,24.8,19.0
874,A028195,CN01   ,2021JJ00,3300.0,1.7,34.6,24.7,24.9,18.9
875,A028195,CN01   ,2022JJ00,3550.0,1.7,35.6,26.2,25.6,19.8
876,A028195,GM9001 ,2011JJ00,1400.0,1.8,29.6,21.7,20.2,14.9
877,A028195,GM9001 ,2012JJ00,1450.0,1.8,30.6,22.1,20.9,15.5
878,A028195,GM9001 ,2013JJ00,1600.0,1.8,30.3,22.0,20.8,15.8
879,A028195,GM9001 ,2014JJ00,1700.0,1.8,30.8,22.4,21.1,16.1
880,A028195,GM9001 ,2015JJ00,1750.0,1.7,30.8,21.9,21.3,15.6
881,A028195,GM9001 ,2016JJ00,1900.0,1.8,32.2,23.1,22.5,17.1
882,A028195,GM9001 ,2017JJ00,2000.0,1.7,32.2,23.0,22.6,17.1
883,A028195,GM9001 ,2018JJ00,2200.0,1.7,32.6,23.8,22.9,17.7
884,A028195,GM9001 ,2019JJ00,2350.0,1.7,33.7,24.7,23.7,18.4
885,A028195,GM9001 ,2020JJ00,2600.0,1.7,34.4,24.8,24.2,18.6
886,A028195,GM9001 ,2021JJ00,2650.0,1.7,34.5,24.9,24.5,18.8
887,A028195,GM9001 ,2022JJ00,2900.0,1.7,35.3,26.3,25.2,19.7
888,A028195,GM9002 ,2011JJ00,250.0,1.5,25.3,16.6,17.8,11.2
889,A028195,GM9002 ,2012JJ00,250.0,1.6,27.2,18.1,18.9,13.4
890,A028195,GM9002 ,2013JJ00,250.0,1.5,27.5,19.2,19.5,13.8
891,A028195,GM9002 ,2014JJ00,250.0,1.5,28.9,17.9,20.3,13.0
892,A028195,GM9002 ,2015JJ00,300.0,1.5,30.5,18.9,22.1,14.1
893,A028195,GM9002 ,2016JJ00,300.0,1.5,30.3,19.2,22.1,15.3
894,A028195,GM9002 ,2017JJ00,350.0,1.5,34.1,22.0,24.9,17.3
895,A028195,GM9002 ,2018JJ00,350.0,1.5,35.2,22.8,26.0,18.2
896,A028195,GM9002 ,2019JJ00,350.0,1.5,37.1,23.5,27.3,18.8
897,A028195,GM9002 ,2020JJ00,350.0,1.5,37.5,24.6,27.7,20.0
898,A028195,GM9002 ,2021JJ00,400.0,1.5,35.7,23.1,26.3,17.6
899,A028195,GM9002 ,2022JJ00,400.0,1.6,37.2,24.8,27.2,19.5
900,A028195,GM9003 ,2011JJ00,150.0,1.6,27.7,19.5,19.6,14.3
901,A028195,GM9003 ,2012JJ00,200.0,1.6,28.6,21.1,20.5,16.0
902,A028195,GM9003 ,2013JJ00,150.0,1.6,29.2,21.7,21.4,17.0
903,A028195,GM9003 ,2014JJ00,200.0,1.5,27.3,21.1,20.2,16.5
904,A028195,GM9003 ,2015JJ00,200.0,1.6,29.5,22.2,21.4,17.8
905,A028195,GM9003 ,2016JJ00,200.0,1.6,31.0,22.1,22.3,17.9
906,A028195,GM9003 ,2017JJ00,200.0,1.6,31.4,22.5,23.0,18.0
907,A028195,GM9003 ,2018JJ00,250.0,1.6,32.8,23.7,24.3,19.8
908,A028195,GM9003 ,2019JJ00,250.0,1.5,35.1,24.9,26.5,20.5
909,A028195,GM9003 ,2020JJ00,200.0,1.5,34.5,26.8,26.6,21.0
910,A028195,GM9003 ,2021JJ00,250.0,1.5,34.5,26.9,27.4,21.2
911,A028195,GM9003 ,2022JJ00,250.0,1.5,36.0,26.9,27.8,22.0
912,1013395,CN01   ,2011JJ00,6450.0,1.7,32.2,25.2,20.7,16.7
913,1013395,CN01   ,2012JJ00,6900.0,1.7,33.0,25.9,21.4,17.4
914,1013395,CN01   ,2013JJ00,7400.0,1.7,33.2,26.5,21.7,17.7
915,1013395,CN01   ,2014JJ00,7700.0,1.7,34.4,27.2,22.5,18.3
916,1013395,CN01   ,2015JJ00,7850.0,1.7,35.6,28.1,23.3,18.9
917,1013395,CN01   ,2016JJ00,8150.0,1.7,36.3,28.8,24.0,19.5
918,1013395,CN01   ,2017JJ00,8650.0,1.7,37.0,29.3,24.7,20.1
919,1013395,CN01   ,2018JJ00,9000.0,1.7,37.2,29.0,24.9,20.0
920,1013395,CN01   ,2019JJ00,9450.0,1.7,38.3,30.2,25.8,20.6
921,1013395,CN01   ,2020JJ00,9700.0,1.7,38.5,30.1,25.9,20.9
922,1013395,CN01   ,2021JJ00,9950.0,1.7,39.2,30.9,26.4,21.3
923,1013395,CN01   ,2022JJ00,10450.0,1.7,40.1,31.5,27.2,22.0
924,1013395,GM9001 ,2011JJ00,5150.0,1.8,31.7,24.7,20.3,16.5
925,1013395,GM9001 ,2012JJ00,5550.0,1.7,32.3,24.9,20.8,17.0
926,1013395,GM9001 ,2013JJ00,5850.0,1.7,32.6,25.9,21.1,17.4
927,1013395,GM9001 ,2014JJ00,6150.0,1.7,33.8,26.5,22.0,17.9
928,1013395,GM9001 ,2015JJ00,6250.0,1.7,34.9,27.4,22.6,18.3
929,1013395,GM9001 ,2016JJ00,6500.0,1.8,36.1,28.7,23.6,19.1
930,1013395,GM9001 ,2017JJ00,6850.0,1.7,36.4,28.5,24.0,19.4
931,1013395,GM9001 ,2018JJ00,7200.0,1.7,36.5,28.5,24.2,19.4
932,1013395,GM9001 ,2019JJ00,7600.0,1.7,37.6,29.6,25.1,20.1
933,1013395,GM9001 ,2020JJ00,7900.0,1.7,37.6,29.4,25.2,20.3
934,1013395,GM9001 ,2021JJ00,8100.0,1.7,38.7,30.4,25.8,20.7
935,1013395,GM9001 ,2022JJ00,8600.0,1.7,39.5,30.8,26.5,21.4
936,1013395,GM9002 ,2011JJ00,800.0,1.6,35.7,27.6,22.6,18.1
937,1013395,GM9002 ,2012JJ00,850.0,1.6,37.9,30.0,24.1,20.4
938,1013395,GM9002 ,2013JJ00,950.0,1.5,37.7,30.0,24.4,20.3
939,1013395,GM9002 ,2014JJ00,950.0,1.6,39.1,31.1,25.2,20.9
940,1013395,GM9002 ,2015JJ00,1000.0,1.6,41.2,32.8,27.7,22.6
941,1013395,GM9002 ,2016JJ00,1050.0,1.5,39.5,30.5,27.1,21.4
942,1013395,GM9002 ,2017JJ00,1100.0,1.5,41.4,34.1,28.9,23.9
943,1013395,GM9002 ,2018JJ00,1100.0,1.6,42.0,32.8,29.2,23.2
944,1013395,GM9002 ,2019JJ00,1150.0,1.5,43.1,34.1,30.0,23.9
945,1013395,GM9002 ,2020JJ00,1100.0,1.6,44.0,34.4,30.0,24.2
946,1013395,GM9002 ,2021JJ00,1150.0,1.6,42.4,33.6,29.3,23.4
947,1013395,GM9002 ,2022JJ00,1200.0,1.5,42.7,33.9,29.8,24.2
948,1013395,GM9003 ,2011JJ00,500.0,1.6,31.7,26.0,21.5,17.2
949,1013395,GM9003 ,2012JJ00,500.0,1.6,33.2,28.0,22.8,18.7
950,1013395,GM9003 ,2013JJ00,550.0,1.5,32.5,26.5,22.5,18.6
951,1013395,GM9003 ,2014JJ00,600.0,1.5,33.4,28.6,23.2,20.0
952,1013395,GM9003 ,2015JJ00,600.0,1.6,34.1,28.3,23.6,19.4
953,1013395,GM9003 ,2016JJ00,650.0,1.6,34.0,28.4,23.6,19.8
954,1013395,GM9003 ,2017JJ00,650.0,1.6,35.4,29.4,24.5,20.7
955,1013395,GM9003 ,2018JJ00,650.0,1.6,36.7,30.7,25.5,21.7
956,1013395,GM9003 ,2019JJ00,700.0,1.6,38.1,31.4,26.9,22.2
957,1013395,GM9003 ,2020JJ00,650.0,1.5,39.2,33.2,27.8,23.1
958,1013395,GM9003 ,2021JJ00,650.0,1.6,40.2,34.4,28.6,24.3
959,1013395,GM9003 ,2022JJ00,700.0,1.6,42.8,37.4,30.4,26.4
960,1013650,CN01   ,2011JJ00,850.0,1.4,10.8,7.3,8.2,6.8
961,1013650,CN01   ,2012JJ00,850.0,1.4,10.8,7.7,8.2,7.2
962,1013650,CN01   ,2013JJ00,900.0,1.4,11.1,8.0,8.4,7.4
963,1013650,CN01   ,2014JJ00,900.0,1.4,10.5,8.1,8.1,7.5
964,1013650,CN01   ,2015JJ00,1000.0,1.4,10.0,7.7,7.7,7.6
965,1013650,CN01   ,2016JJ00,1100.0,1.4,9.8,7.6,7.5,7.6
966,1013650,CN01   ,2017JJ00,1150.0,1.4,10.7,7.7,8.2,7.3
967,1013650,CN01   ,2018JJ00,1150.0,1.4,10.6,7.7,8.3,7.6
968,1013650,CN01   ,2019JJ00,1150.0,1.3,10.4,7.7,8.1,7.3
969,1013650,CN01   ,2020JJ00,1250.0,1.4,12.6,10.4,9.8,8.9
970,1013650,CN01   ,2021JJ00,1350.0,1.4,12.3,10.3,9.6,9.0
971,1013650,CN01   ,2022JJ00,1500.0,1.3,13.2,11.6,10.4,9.7
972,1013650,GM9001 ,2011JJ00,650.0,1.5,11.5,7.5,8.6,6.8
973,1013650,GM9001 ,2012JJ00,600.0,1.5,11.2,7.5,8.4,7.2
974,1013650,GM9001 ,2013JJ00,700.0,1.5,11.6,7.7,8.8,7.4
975,1013650,GM9001 ,2014JJ00,700.0,1.4,11.1,7.7,8.4,7.5
976,1013650,GM9001 ,2015JJ00,750.0,1.5,10.4,7.6,7.9,7.6
977,1013650,GM9001 ,2016JJ00,850.0,1.4,10.2,7.6,7.7,7.6
978,1013650,GM9001 ,2017JJ00,850.0,1.4,11.0,7.7,8.2,7.3
979,1013650,GM9001 ,2018JJ00,900.0,1.4,10.7,7.7,8.2,7.6
980,1013650,GM9001 ,2019JJ00,900.0,1.4,10.6,7.7,8.1,7.4
981,1013650,GM9001 ,2020JJ00,1000.0,1.4,12.4,9.7,9.5,8.9
982,1013650,GM9001 ,2021JJ00,1100.0,1.4,12.1,9.5,9.3,9.0
983,1013650,GM9001 ,2022JJ00,1200.0,1.4,12.9,10.8,10.1,9.7
984,1013650,GM9002 ,2011JJ00,100.0,1.3,8.0,6.9,6.3,5.8
985,1013650,GM9002 ,2012JJ00,150.0,1.3,8.9,7.7,6.8,6.7
986,1013650,GM9002 ,2013JJ00,150.0,1.2,7.8,7.9,6.2,6.1
987,1013650,GM9002 ,2014JJ00,150.0,1.2,7.3,7.0,5.8,5.6
988,1013650,GM9002 ,2015JJ00,150.0,1.2,7.5,7.5,6.1,6.0
989,1013650,GM9002 ,2016JJ00,200.0,1.2,7.5,8.0,6.2,6.4
990,1013650,GM9002 ,2017JJ00,150.0,1.2,8.3,7.9,6.9,6.7
991,1013650,GM9002 ,2018JJ00,150.0,1.2,9.4,8.9,7.6,7.1
992,1013650,GM9002 ,2019JJ00,150.0,1.2,9.7,9.1,8.0,7.3
993,1013650,GM9002 ,2020JJ00,200.0,1.2,12.1,11.2,10.0,9.6
994,1013650,GM9002 ,2021JJ00,200.0,1.3,11.8,11.2,9.6,9.9
995,1013650,GM9002 ,2022JJ00,200.0,1.3,13.5,12.4,11.0,10.9
996,1013650,GM9003 ,2011JJ00,100.0,,,,,
997,1013650,GM9003 ,2012JJ00,100.0,,,,,
998,1013650,GM9003 ,2013JJ00,50.0,,,,,
999,1013650,GM9003 ,2014JJ00,100.0,,,,,
1000,1013650,GM9003 ,2015JJ00,100.0,,,,,
1001,1013650,GM9003 ,2016JJ00,50.0,,,,,
1002,1013650,GM9003 ,2017JJ00,100.0,,,,,
1003,1013650,GM9003 ,2018JJ00,100.0,,,,,
1004,1013650,GM9003 ,2019JJ00,50.0,,,,,
1005,1013650,GM9003 ,2020JJ00,100.0,,,,,
1006,1013650,GM9003 ,2021JJ00,100.0,,,,,
