ID,EnergySourcesTechniques,EnergyApplication,Periods,AvoidedEnergy_1,AvoidedEnergyRelative_2,AvoidedEmission_3,AvoidedEmissionRelative_4
3992,E006583 ,E006608 ,1992JJ00,1695.0,0.06,96.0,0.06
3993,E006583 ,E006608 ,1993JJ00,1859.0,0.06,106.0,0.06
3994,E006583 ,E006608 ,1994JJ00,1803.0,0.06,102.0,0.06
3995,E006583 ,E006608 ,1995JJ00,1724.0,0.06,98.0,0.06
3996,E006583 ,E006608 ,1996JJ00,1769.0,0.05,100.0,0.05
3997,E006583 ,E006608 ,1997JJ00,1792.0,0.06,102.0,0.06
3998,E006583 ,E006608 ,1998JJ00,1753.0,0.06,100.0,0.06
3999,E006583 ,E006608 ,1999JJ00,1817.0,0.06,103.0,0.06
4000,E006583 ,E006608 ,2000JJ00,1846.0,0.06,105.0,0.06
4001,E006583 ,E006608 ,2001JJ00,1717.0,0.05,98.0,0.05
4002,E006583 ,E006608 ,2002JJ00,1663.0,0.05,94.0,0.05
4003,E006583 ,E006608 ,2003JJ00,1632.0,0.05,93.0,0.05
4004,E006583 ,E006608 ,2004JJ00,1894.0,0.06,108.0,0.06
4005,E006583 ,E006608 ,2005JJ00,1613.0,0.05,92.0,0.05
4006,E006583 ,E006608 ,2006JJ00,1510.0,0.05,86.0,0.05
4007,E006583 ,E006608 ,2007JJ00,1416.0,0.04,80.0,0.05
4008,E006583 ,E006608 ,2008JJ00,1439.0,0.04,82.0,0.05
4009,E006583 ,E006608 ,2009JJ00,1756.0,0.05,99.0,0.06
4010,E006583 ,E006608 ,2010JJ00,2087.0,0.06,118.0,0.06
4011,E006583 ,E006608 ,2011JJ00,1893.0,0.06,107.0,0.06
4012,E006583 ,E006608 ,2012JJ00,2412.0,0.07,136.0,0.08
4013,E006583 ,E006608 ,2013JJ00,3185.0,0.1,180.0,0.11
4014,E006583 ,E006608 ,2014JJ00,3634.0,0.12,205.0,0.13
4015,E006583 ,E006608 ,2015JJ00,4183.0,0.13,236.0,0.14
4016,E006583 ,E006608 ,2016JJ00,4322.0,0.14,244.0,0.15
4017,E006583 ,E006608 ,2017JJ00,4423.0,0.14,250.0,0.15
4018,E006583 ,E006608 ,2018JJ00,5255.0,0.17,297.0,0.19
4019,E006583 ,E006608 ,2019JJ00,5638.0,0.18,319.0,0.21
4020,E006583 ,E006608 ,2020JJ00,6828.0,0.23,385.0,0.28
4021,E006583 ,E006608 ,2021JJ00,5626.0,0.18,317.0,0.21
4022,E006583 ,E006608 ,2022JJ00,4342.0,0.15,245.0,0.18
4023,E006583 ,E006608 ,2023JJ00,5312.0,0.19,299.0,0.23
4024,E006583 ,E006608 ,2024JJ00,5421.0,0.19,305.0,0.24
4025,E006583 ,E007028 ,1990JJ00,0.0,0.0,0.0,0.0
4026,E006583 ,E007028 ,1991JJ00,0.0,0.0,0.0,0.0
4027,E006583 ,E007028 ,1992JJ00,0.0,0.0,0.0,0.0
4028,E006583 ,E007028 ,1993JJ00,0.0,0.0,0.0,0.0
4029,E006583 ,E007028 ,1994JJ00,0.0,0.0,0.0,0.0
4030,E006583 ,E007028 ,1995JJ00,0.0,0.0,0.0,0.0
4031,E006583 ,E007028 ,1996JJ00,0.0,0.0,0.0,0.0
4032,E006583 ,E007028 ,1997JJ00,0.0,0.0,0.0,0.0
4033,E006583 ,E007028 ,1998JJ00,0.0,0.0,0.0,0.0
4034,E006583 ,E007028 ,1999JJ00,0.0,0.0,0.0,0.0
4035,E006583 ,E007028 ,2000JJ00,0.0,0.0,0.0,0.0
4036,E006583 ,E007028 ,2001JJ00,0.0,0.0,0.0,0.0
4037,E006583 ,E007028 ,2002JJ00,0.0,0.0,0.0,0.0
4038,E006583 ,E007028 ,2003JJ00,0.0,0.0,0.0,0.0
4039,E006583 ,E007028 ,2004JJ00,0.0,0.0,0.0,0.0
4040,E006583 ,E007028 ,2005JJ00,0.0,0.0,0.0,0.0
4041,E006583 ,E007028 ,2006JJ00,0.0,0.0,0.0,0.0
4042,E006583 ,E007028 ,2007JJ00,0.0,0.0,0.0,0.0
4043,E006583 ,E007028 ,2008JJ00,0.0,0.0,0.0,0.0
4044,E006583 ,E007028 ,2009JJ00,0.0,0.0,0.0,0.0
4045,E006583 ,E007028 ,2010JJ00,0.0,0.0,0.0,0.0
4046,E006583 ,E007028 ,2011JJ00,352.0,0.01,26.0,0.02
4047,E006583 ,E007028 ,2012JJ00,351.0,0.01,26.0,0.02
4048,E006583 ,E007028 ,2013JJ00,311.0,0.01,23.0,0.01
4049,E006583 ,E007028 ,2014JJ00,290.0,0.01,22.0,0.01
4050,E006583 ,E007028 ,2015JJ00,184.0,0.01,14.0,0.01
4051,E006583 ,E007028 ,2016JJ00,189.0,0.01,14.0,0.01
4052,E006583 ,E007028 ,2017JJ00,243.0,0.01,18.0,0.01
4053,E006583 ,E007028 ,2018JJ00,327.0,0.01,24.0,0.02
4054,E006583 ,E007028 ,2019JJ00,830.0,0.03,62.0,0.04
4055,E006583 ,E007028 ,2020JJ00,1539.0,0.05,114.0,0.08
4056,E006583 ,E007028 ,2021JJ00,1799.0,0.06,134.0,0.09
4057,E006583 ,E007028 ,2022JJ00,1738.0,0.06,129.0,0.09
4058,E006583 ,E007028 ,2023JJ00,1596.0,0.06,119.0,0.09
4059,E006583 ,E007028 ,2024JJ00,1681.0,0.06,125.0,0.1
4060,E006673 ,E007022 ,1990JJ00,337.0,0.01,22.0,0.01
4061,E006673 ,E007022 ,1991JJ00,627.0,0.02,39.0,0.02
4062,E006673 ,E007022 ,1992JJ00,1209.0,0.04,73.0,0.04
4063,E006673 ,E007022 ,1993JJ00,1585.0,0.05,100.0,0.06
4064,E006673 ,E007022 ,1994JJ00,1967.0,0.07,128.0,0.07
4065,E006673 ,E007022 ,1995JJ00,2124.0,0.07,140.0,0.08
4066,E006673 ,E007022 ,1996JJ00,2255.0,0.07,148.0,0.08
4067,E006673 ,E007022 ,1997JJ00,1854.0,0.06,126.0,0.07
4068,E006673 ,E007022 ,1998JJ00,1911.0,0.06,128.0,0.07
4069,E006673 ,E007022 ,1999JJ00,1970.0,0.06,130.0,0.08
4070,E006673 ,E007022 ,2000JJ00,2000.0,0.06,135.0,0.08
4071,E006673 ,E007022 ,2001JJ00,1996.0,0.06,135.0,0.08
4072,E006673 ,E007022 ,2002JJ00,2137.0,0.07,145.0,0.08
4073,E006673 ,E007022 ,2003JJ00,1896.0,0.06,129.0,0.07
4074,E006673 ,E007022 ,2004JJ00,1677.0,0.05,112.0,0.06
4075,E006673 ,E007022 ,2005JJ00,1623.0,0.05,107.0,0.06
4076,E006673 ,E007022 ,2006JJ00,1531.0,0.05,103.0,0.06
4077,E006673 ,E007022 ,2007JJ00,1427.0,0.04,94.0,0.05
4078,E006673 ,E007022 ,2008JJ00,1417.0,0.04,93.0,0.05
4079,E006673 ,E007022 ,2009JJ00,1267.0,0.04,83.0,0.05
4080,E006673 ,E007022 ,2010JJ00,1142.0,0.03,74.0,0.04
4081,E006673 ,E007022 ,2011JJ00,1020.0,0.03,69.0,0.04
4082,E006673 ,E007022 ,2012JJ00,880.0,0.03,60.0,0.04
4083,E006673 ,E007022 ,2013JJ00,726.0,0.02,50.0,0.03
4084,E006673 ,E007022 ,2014JJ00,686.0,0.02,47.0,0.03
4085,E006673 ,E007022 ,2015JJ00,610.0,0.02,43.0,0.03
4086,E006673 ,E007022 ,2016JJ00,475.0,0.02,33.0,0.02
4087,E006673 ,E007022 ,2017JJ00,494.0,0.02,33.0,0.02
4088,E006673 ,E007022 ,2018JJ00,376.0,0.01,24.0,0.02
4089,E006673 ,E007022 ,2019JJ00,368.0,0.01,22.0,0.01
4090,E006673 ,E007022 ,2020JJ00,322.0,0.01,19.0,0.01
4091,E006673 ,E007022 ,2021JJ00,324.0,0.01,20.0,0.01
4092,E006673 ,E007022 ,2022JJ00,336.0,0.01,21.0,0.01
4093,E006673 ,E007022 ,2023JJ00,297.0,0.01,17.0,0.01
4094,E006673 ,E007022 ,2024JJ00,251.0,0.01,15.0,0.01
4095,E006673 ,E006607 ,1990JJ00,171.0,0.01,12.0,0.01
4096,E006673 ,E006607 ,1991JJ00,298.0,0.01,21.0,0.01
4097,E006673 ,E006607 ,1992JJ00,394.0,0.01,27.0,0.02
4098,E006673 ,E006607 ,1993JJ00,824.0,0.03,56.0,0.03
4099,E006673 ,E006607 ,1994JJ00,1239.0,0.04,87.0,0.05
4100,E006673 ,E006607 ,1995JJ00,1385.0,0.05,99.0,0.06
4101,E006673 ,E006607 ,1996JJ00,1516.0,0.05,106.0,0.06
4102,E006673 ,E006607 ,1997JJ00,1337.0,0.04,97.0,0.05
4103,E006673 ,E006607 ,1998JJ00,1380.0,0.04,98.0,0.06
4104,E006673 ,E006607 ,1999JJ00,1440.0,0.05,100.0,0.06
4105,E006673 ,E006607 ,2000JJ00,1500.0,0.05,107.0,0.06
4106,E006673 ,E006607 ,2001JJ00,1572.0,0.05,111.0,0.06
4107,E006673 ,E006607 ,2002JJ00,1717.0,0.05,121.0,0.07
4108,E006673 ,E006607 ,2003JJ00,1593.0,0.05,112.0,0.06
4109,E006673 ,E006607 ,2004JJ00,1313.0,0.04,91.0,0.05
4110,E006673 ,E006607 ,2005JJ00,1248.0,0.04,86.0,0.05
4111,E006673 ,E006607 ,2006JJ00,1187.0,0.04,83.0,0.05
4112,E006673 ,E006607 ,2007JJ00,1081.0,0.03,75.0,0.04
4113,E006673 ,E006607 ,2008JJ00,1046.0,0.03,72.0,0.04
4114,E006673 ,E006607 ,2009JJ00,953.0,0.03,65.0,0.04
4115,E006673 ,E006607 ,2010JJ00,861.0,0.02,58.0,0.03
4116,E006673 ,E006607 ,2011JJ00,670.0,0.02,45.0,0.03
4117,E006673 ,E006607 ,2012JJ00,593.0,0.02,42.0,0.03
4118,E006673 ,E006607 ,2013JJ00,478.0,0.02,35.0,0.02
4119,E006673 ,E006607 ,2014JJ00,436.0,0.01,32.0,0.02
4120,E006673 ,E006607 ,2015JJ00,400.0,0.01,31.0,0.02
4121,E006673 ,E006607 ,2016JJ00,310.0,0.01,23.0,0.01
4122,E006673 ,E006607 ,2017JJ00,269.0,0.01,20.0,0.01
4123,E006673 ,E006607 ,2018JJ00,196.0,0.01,14.0,0.01
4124,E006673 ,E006607 ,2019JJ00,165.0,0.01,11.0,0.01
4125,E006673 ,E006607 ,2020JJ00,126.0,0.0,7.0,0.01
4126,E006673 ,E006607 ,2021JJ00,131.0,0.0,8.0,0.01
4127,E006673 ,E006607 ,2022JJ00,142.0,0.0,9.0,0.01
4128,E006673 ,E006607 ,2023JJ00,174.0,0.01,10.0,0.01
4129,E006673 ,E006607 ,2024JJ00,155.0,0.01,9.0,0.01
4130,E006673 ,E006608 ,1990JJ00,166.0,0.01,9.0,0.01
4131,E006673 ,E006608 ,1991JJ00,328.0,0.01,19.0,0.01
4132,E006673 ,E006608 ,1992JJ00,815.0,0.03,46.0,0.03
4133,E006673 ,E006608 ,1993JJ00,761.0,0.03,43.0,0.03
4134,E006673 ,E006608 ,1994JJ00,729.0,0.02,41.0,0.02
4135,E006673 ,E006608 ,1995JJ00,738.0,0.02,42.0,0.02
4136,E006673 ,E006608 ,1996JJ00,738.0,0.02,42.0,0.02
4137,E006673 ,E006608 ,1997JJ00,518.0,0.02,29.0,0.02
4138,E006673 ,E006608 ,1998JJ00,531.0,0.02,30.0,0.02
4139,E006673 ,E006608 ,1999JJ00,531.0,0.02,30.0,0.02
4140,E006673 ,E006608 ,2000JJ00,500.0,0.02,28.0,0.02
4141,E006673 ,E006608 ,2001JJ00,424.0,0.01,24.0,0.01
4142,E006673 ,E006608 ,2002JJ00,420.0,0.01,24.0,0.01
4143,E006673 ,E006608 ,2003JJ00,303.0,0.01,17.0,0.01
4144,E006673 ,E006608 ,2004JJ00,364.0,0.01,21.0,0.01
4145,E006673 ,E006608 ,2005JJ00,374.0,0.01,21.0,0.01
4146,E006673 ,E006608 ,2006JJ00,344.0,0.01,20.0,0.01
4147,E006673 ,E006608 ,2007JJ00,347.0,0.01,20.0,0.01
4148,E006673 ,E006608 ,2008JJ00,372.0,0.01,21.0,0.01
4149,E006673 ,E006608 ,2009JJ00,314.0,0.01,18.0,0.01
4150,E006673 ,E006608 ,2010JJ00,281.0,0.01,16.0,0.01
4151,E006673 ,E006608 ,2011JJ00,144.0,0.0,8.0,0.0
4152,E006673 ,E006608 ,2012JJ00,188.0,0.01,11.0,0.01
4153,E006673 ,E006608 ,2013JJ00,212.0,0.01,12.0,0.01
4154,E006673 ,E006608 ,2014JJ00,216.0,0.01,12.0,0.01
4155,E006673 ,E006608 ,2015JJ00,196.0,0.01,11.0,0.01
4156,E006673 ,E006608 ,2016JJ00,155.0,0.0,9.0,0.01
4157,E006673 ,E006608 ,2017JJ00,213.0,0.01,12.0,0.01
4158,E006673 ,E006608 ,2018JJ00,168.0,0.01,9.0,0.01
4159,E006673 ,E006608 ,2019JJ00,176.0,0.01,10.0,0.01
4160,E006673 ,E006608 ,2020JJ00,158.0,0.01,9.0,0.01
4161,E006673 ,E006608 ,2021JJ00,147.0,0.0,8.0,0.01
4162,E006673 ,E006608 ,2022JJ00,158.0,0.01,9.0,0.01
4163,E006673 ,E006608 ,2023JJ00,110.0,0.0,6.0,0.0
4164,E006673 ,E006608 ,2024JJ00,86.0,0.0,5.0,0.0
4165,E006673 ,E007028 ,1990JJ00,0.0,0.0,0.0,0.0
4166,E006673 ,E007028 ,1991JJ00,0.0,0.0,0.0,0.0
4167,E006673 ,E007028 ,1992JJ00,0.0,0.0,0.0,0.0
4168,E006673 ,E007028 ,1993JJ00,0.0,0.0,0.0,0.0
4169,E006673 ,E007028 ,1994JJ00,0.0,0.0,0.0,0.0
4170,E006673 ,E007028 ,1995JJ00,0.0,0.0,0.0,0.0
4171,E006673 ,E007028 ,1996JJ00,0.0,0.0,0.0,0.0
4172,E006673 ,E007028 ,1997JJ00,0.0,0.0,0.0,0.0
4173,E006673 ,E007028 ,1998JJ00,0.0,0.0,0.0,0.0
4174,E006673 ,E007028 ,1999JJ00,0.0,0.0,0.0,0.0
4175,E006673 ,E007028 ,2000JJ00,0.0,0.0,0.0,0.0
4176,E006673 ,E007028 ,2001JJ00,0.0,0.0,0.0,0.0
4177,E006673 ,E007028 ,2002JJ00,0.0,0.0,0.0,0.0
4178,E006673 ,E007028 ,2003JJ00,0.0,0.0,0.0,0.0
4179,E006673 ,E007028 ,2004JJ00,0.0,0.0,0.0,0.0
4180,E006673 ,E007028 ,2005JJ00,0.0,0.0,0.0,0.0
4181,E006673 ,E007028 ,2006JJ00,0.0,0.0,0.0,0.0
4182,E006673 ,E007028 ,2007JJ00,0.0,0.0,0.0,0.0
4183,E006673 ,E007028 ,2008JJ00,0.0,0.0,0.0,0.0
4184,E006673 ,E007028 ,2009JJ00,0.0,0.0,0.0,0.0
4185,E006673 ,E007028 ,2010JJ00,0.0,0.0,0.0,0.0
4186,E006673 ,E007028 ,2011JJ00,205.0,0.01,15.0,0.01
4187,E006673 ,E007028 ,2012JJ00,99.0,0.0,7.0,0.0
4188,E006673 ,E007028 ,2013JJ00,36.0,0.0,3.0,0.0
4189,E006673 ,E007028 ,2014JJ00,34.0,0.0,3.0,0.0
4190,E006673 ,E007028 ,2015JJ00,14.0,0.0,1.0,0.0
4191,E006673 ,E007028 ,2016JJ00,11.0,0.0,1.0,0.0
4192,E006673 ,E007028 ,2017JJ00,12.0,0.0,1.0,0.0
4193,E006673 ,E007028 ,2018JJ00,12.0,0.0,1.0,0.0
4194,E006673 ,E007028 ,2019JJ00,27.0,0.0,2.0,0.0
4195,E006673 ,E007028 ,2020JJ00,38.0,0.0,3.0,0.0
4196,E006673 ,E007028 ,2021JJ00,45.0,0.0,3.0,0.0
4197,E006673 ,E007028 ,2022JJ00,36.0,0.0,3.0,0.0
4198,E006673 ,E007028 ,2023JJ00,13.0,0.0,1.0,0.0
4199,E006673 ,E007028 ,2024JJ00,11.0,0.0,1.0,0.0
4200,E006674 ,E007022 ,1990JJ00,1026.0,0.03,68.0,0.04
4201,E006674 ,E007022 ,1991JJ00,1318.0,0.04,85.0,0.05
4202,E006674 ,E007022 ,1992JJ00,1163.0,0.04,76.0,0.04
4203,E006674 ,E007022 ,1993JJ00,1408.0,0.05,90.0,0.05
4204,E006674 ,E007022 ,1994JJ00,1297.0,0.04,85.0,0.05
4205,E006674 ,E007022 ,1995JJ00,1215.0,0.04,83.0,0.05
4206,E006674 ,E007022 ,1996JJ00,1158.0,0.04,78.0,0.04
4207,E006674 ,E007022 ,1997JJ00,1382.0,0.04,93.0,0.05
4208,E006674 ,E007022 ,1998JJ00,1249.0,0.04,83.0,0.05
4209,E006674 ,E007022 ,1999JJ00,1400.0,0.05,91.0,0.05
4210,E006674 ,E007022 ,2000JJ00,1467.0,0.05,97.0,0.06
4211,E006674 ,E007022 ,2001JJ00,1579.0,0.05,105.0,0.06
4212,E006674 ,E007022 ,2002JJ00,1567.0,0.05,105.0,0.06
4213,E006674 ,E007022 ,2003JJ00,1590.0,0.05,105.0,0.06
4214,E006674 ,E007022 ,2004JJ00,1701.0,0.05,111.0,0.06
4215,E006674 ,E007022 ,2005JJ00,1461.0,0.04,96.0,0.05
4216,E006674 ,E007022 ,2006JJ00,1330.0,0.04,90.0,0.05
4217,E006674 ,E007022 ,2007JJ00,1452.0,0.04,97.0,0.06
4218,E006674 ,E007022 ,2008JJ00,1504.0,0.05,101.0,0.06
4219,E006674 ,E007022 ,2009JJ00,1482.0,0.05,98.0,0.06
4220,E006674 ,E007022 ,2010JJ00,1508.0,0.04,100.0,0.05
4221,E006674 ,E007022 ,2011JJ00,1680.0,0.05,110.0,0.06
4222,E006674 ,E007022 ,2012JJ00,1748.0,0.05,121.0,0.07
4223,E006674 ,E007022 ,2013JJ00,1858.0,0.06,132.0,0.08
4224,E006674 ,E007022 ,2014JJ00,1971.0,0.06,140.0,0.09
4225,E006674 ,E007022 ,2015JJ00,1940.0,0.06,146.0,0.09
4226,E006674 ,E007022 ,2016JJ00,2015.0,0.06,144.0,0.09
4227,E006674 ,E007022 ,2017JJ00,1769.0,0.06,125.0,0.08
4228,E006674 ,E007022 ,2018JJ00,1963.0,0.06,132.0,0.08
4229,E006674 ,E007022 ,2019JJ00,2031.0,0.07,126.0,0.08
4230,E006674 ,E007022 ,2020JJ00,2329.0,0.08,133.0,0.1
4231,E006674 ,E007022 ,2021JJ00,2157.0,0.07,134.0,0.09
4232,E006674 ,E007022 ,2022JJ00,1911.0,0.07,120.0,0.09
4233,E006674 ,E007022 ,2023JJ00,2057.0,0.07,120.0,0.09
4234,E006674 ,E007022 ,2024JJ00,1994.0,0.07,116.0,0.09
4235,E006674 ,E006607 ,1990JJ00,638.0,0.02,46.0,0.03
4236,E006674 ,E006607 ,1991JJ00,789.0,0.03,55.0,0.03
4237,E006674 ,E006607 ,1992JJ00,837.0,0.03,57.0,0.03
4238,E006674 ,E006607 ,1993JJ00,870.0,0.03,59.0,0.03
4239,E006674 ,E006607 ,1994JJ00,903.0,0.03,63.0,0.04
4240,E006674 ,E006607 ,1995JJ00,966.0,0.03,69.0,0.04
4241,E006674 ,E006607 ,1996JJ00,910.0,0.03,64.0,0.03
4242,E006674 ,E006607 ,1997JJ00,966.0,0.03,70.0,0.04
4243,E006674 ,E006607 ,1998JJ00,831.0,0.03,59.0,0.03
4244,E006674 ,E006607 ,1999JJ00,931.0,0.03,65.0,0.04
4245,E006674 ,E006607 ,2000JJ00,950.0,0.03,68.0,0.04
4246,E006674 ,E006607 ,2001JJ00,1128.0,0.04,80.0,0.05
4247,E006674 ,E006607 ,2002JJ00,1138.0,0.04,80.0,0.05
4248,E006674 ,E006607 ,2003JJ00,1121.0,0.03,79.0,0.04
4249,E006674 ,E006607 ,2004JJ00,1138.0,0.03,79.0,0.04
4250,E006674 ,E006607 ,2005JJ00,1055.0,0.03,73.0,0.04
4251,E006674 ,E006607 ,2006JJ00,1105.0,0.03,77.0,0.04
4252,E006674 ,E006607 ,2007JJ00,1196.0,0.04,83.0,0.05
4253,E006674 ,E006607 ,2008JJ00,1265.0,0.04,87.0,0.05
4254,E006674 ,E006607 ,2009JJ00,1249.0,0.04,85.0,0.05
4255,E006674 ,E006607 ,2010JJ00,1314.0,0.04,89.0,0.05
4256,E006674 ,E006607 ,2011JJ00,1365.0,0.04,92.0,0.05
4257,E006674 ,E006607 ,2012JJ00,1510.0,0.05,107.0,0.06
4258,E006674 ,E006607 ,2013JJ00,1571.0,0.05,116.0,0.07
4259,E006674 ,E006607 ,2014JJ00,1666.0,0.05,122.0,0.08
4260,E006674 ,E006607 ,2015JJ00,1712.0,0.05,133.0,0.08
4261,E006674 ,E006607 ,2016JJ00,1655.0,0.05,123.0,0.07
4262,E006674 ,E006607 ,2017JJ00,1510.0,0.05,110.0,0.07
4263,E006674 ,E006607 ,2018JJ00,1489.0,0.05,105.0,0.07
4264,E006674 ,E006607 ,2019JJ00,1504.0,0.05,96.0,0.06
4265,E006674 ,E006607 ,2020JJ00,1529.0,0.05,87.0,0.06
4266,E006674 ,E006607 ,2021JJ00,1458.0,0.05,92.0,0.06
4267,E006674 ,E006607 ,2022JJ00,1370.0,0.05,87.0,0.06
4268,E006674 ,E006607 ,2023JJ00,1340.0,0.05,78.0,0.06
4269,E006674 ,E006607 ,2024JJ00,1308.0,0.05,75.0,0.06
4270,E006674 ,E006608 ,1990JJ00,388.0,0.01,22.0,0.01
4271,E006674 ,E006608 ,1991JJ00,529.0,0.02,30.0,0.02
4272,E006674 ,E006608 ,1992JJ00,326.0,0.01,19.0,0.01
4273,E006674 ,E006608 ,1993JJ00,538.0,0.02,31.0,0.02
4274,E006674 ,E006608 ,1994JJ00,393.0,0.01,22.0,0.01
4275,E006674 ,E006608 ,1995JJ00,249.0,0.01,14.0,0.01
4276,E006674 ,E006608 ,1996JJ00,248.0,0.01,14.0,0.01
4277,E006674 ,E006608 ,1997JJ00,416.0,0.01,24.0,0.01
4278,E006674 ,E006608 ,1998JJ00,418.0,0.01,24.0,0.01
4279,E006674 ,E006608 ,1999JJ00,469.0,0.02,27.0,0.02
4280,E006674 ,E006608 ,2000JJ00,517.0,0.02,29.0,0.02
4281,E006674 ,E006608 ,2001JJ00,451.0,0.01,26.0,0.01
4282,E006674 ,E006608 ,2002JJ00,430.0,0.01,24.0,0.01
4283,E006674 ,E006608 ,2003JJ00,469.0,0.01,27.0,0.01
4284,E006674 ,E006608 ,2004JJ00,563.0,0.02,32.0,0.02
4285,E006674 ,E006608 ,2005JJ00,406.0,0.01,23.0,0.01
4286,E006674 ,E006608 ,2006JJ00,225.0,0.01,13.0,0.01
4287,E006674 ,E006608 ,2007JJ00,256.0,0.01,15.0,0.01
4288,E006674 ,E006608 ,2008JJ00,239.0,0.01,14.0,0.01
4289,E006674 ,E006608 ,2009JJ00,233.0,0.01,13.0,0.01
4290,E006674 ,E006608 ,2010JJ00,193.0,0.01,11.0,0.01
4291,E006674 ,E006608 ,2011JJ00,315.0,0.01,18.0,0.01
4292,E006674 ,E006608 ,2012JJ00,238.0,0.01,13.0,0.01
4293,E006674 ,E006608 ,2013JJ00,287.0,0.01,16.0,0.01
4294,E006674 ,E006608 ,2014JJ00,304.0,0.01,17.0,0.01
4295,E006674 ,E006608 ,2015JJ00,229.0,0.01,13.0,0.01
4296,E006674 ,E006608 ,2016JJ00,361.0,0.01,20.0,0.01
4297,E006674 ,E006608 ,2017JJ00,259.0,0.01,15.0,0.01
4298,E006674 ,E006608 ,2018JJ00,467.0,0.01,26.0,0.02
4299,E006674 ,E006608 ,2019JJ00,506.0,0.02,29.0,0.02
4300,E006674 ,E006608 ,2020JJ00,730.0,0.02,41.0,0.03
4301,E006674 ,E006608 ,2021JJ00,552.0,0.02,31.0,0.02
4302,E006674 ,E006608 ,2022JJ00,418.0,0.01,24.0,0.02
4303,E006674 ,E006608 ,2023JJ00,608.0,0.02,34.0,0.03
4304,E006674 ,E006608 ,2024JJ00,577.0,0.02,32.0,0.03
4305,E006674 ,E007028 ,1990JJ00,,,,
4306,E006674 ,E007028 ,1991JJ00,,,,
4307,E006674 ,E007028 ,1992JJ00,,,,
4308,E006674 ,E007028 ,1993JJ00,,,,
4309,E006674 ,E007028 ,1994JJ00,,,,
4310,E006674 ,E007028 ,1995JJ00,,,,
4311,E006674 ,E007028 ,1996JJ00,,,,
4312,E006674 ,E007028 ,1997JJ00,,,,
4313,E006674 ,E007028 ,1998JJ00,,,,
4314,E006674 ,E007028 ,1999JJ00,,,,
4315,E006674 ,E007028 ,2000JJ00,,,,
4316,E006674 ,E007028 ,2001JJ00,,,,
4317,E006674 ,E007028 ,2002JJ00,,,,
4318,E006674 ,E007028 ,2003JJ00,,,,
4319,E006674 ,E007028 ,2004JJ00,,,,
4320,E006674 ,E007028 ,2005JJ00,,,,
4321,E006674 ,E007028 ,2006JJ00,,,,
4322,E006674 ,E007028 ,2007JJ00,,,,
4323,E006674 ,E007028 ,2008JJ00,,,,
4324,E006674 ,E007028 ,2009JJ00,,,,
4325,E006674 ,E007028 ,2010JJ00,,,,
4326,E006674 ,E007028 ,2011JJ00,,,,
4327,E006674 ,E007028 ,2012JJ00,,,,
4328,E006674 ,E007028 ,2013JJ00,,,,
4329,E006674 ,E007028 ,2014JJ00,,,,
4330,E006674 ,E007028 ,2015JJ00,,,,
4331,E006674 ,E007028 ,2016JJ00,,,,
4332,E006674 ,E007028 ,2017JJ00,,,,
4333,E006674 ,E007028 ,2018JJ00,7.0,0.0,1.0,0.0
4334,E006674 ,E007028 ,2019JJ00,21.0,0.0,2.0,0.0
4335,E006674 ,E007028 ,2020JJ00,70.0,0.0,5.0,0.0
4336,E006674 ,E007028 ,2021JJ00,147.0,0.0,11.0,0.01
4337,E006674 ,E007028 ,2022JJ00,122.0,0.0,9.0,0.01
4338,E006674 ,E007028 ,2023JJ00,109.0,0.0,8.0,0.01
4339,E006674 ,E007028 ,2024JJ00,109.0,0.0,8.0,0.01
4340,E006675 ,E007022 ,1990JJ00,,,,
4341,E006675 ,E007022 ,1991JJ00,,,,
4342,E006675 ,E007022 ,1992JJ00,,,,
4343,E006675 ,E007022 ,1993JJ00,,,,
4344,E006675 ,E007022 ,1994JJ00,,,,
4345,E006675 ,E007022 ,1995JJ00,,,,
4346,E006675 ,E007022 ,1996JJ00,,,,
4347,E006675 ,E007022 ,1997JJ00,,,,
4348,E006675 ,E007022 ,1998JJ00,,,,
4349,E006675 ,E007022 ,1999JJ00,,,,
4350,E006675 ,E007022 ,2000JJ00,,,,
4351,E006675 ,E007022 ,2001JJ00,,,,
4352,E006675 ,E007022 ,2002JJ00,,,,
4353,E006675 ,E007022 ,2003JJ00,,,,
4354,E006675 ,E007022 ,2004JJ00,,,,
4355,E006675 ,E007022 ,2005JJ00,80.0,0.0,5.0,0.0
4356,E006675 ,E007022 ,2006JJ00,484.0,0.01,34.0,0.02
4357,E006675 ,E007022 ,2007JJ00,1525.0,0.05,105.0,0.06
4358,E006675 ,E007022 ,2008JJ00,3135.0,0.1,215.0,0.12
4359,E006675 ,E007022 ,2009JJ00,4508.0,0.14,305.0,0.18
4360,E006675 ,E007022 ,2010JJ00,4990.0,0.14,331.0,0.18
4361,E006675 ,E007022 ,2011JJ00,4775.0,0.15,316.0,0.19
4362,E006675 ,E007022 ,2012JJ00,5154.0,0.16,355.0,0.21
4363,E006675 ,E007022 ,2013JJ00,5059.0,0.16,356.0,0.21
4364,E006675 ,E007022 ,2014JJ00,5385.0,0.18,375.0,0.24
4365,E006675 ,E007022 ,2015JJ00,5910.0,0.19,428.0,0.26
4366,E006675 ,E007022 ,2016JJ00,5642.0,0.18,392.0,0.23
4367,E006675 ,E007022 ,2017JJ00,5338.0,0.17,364.0,0.22
