ID,Client,BuildingPhases,Periods,TotalBuildingCosts_1,BuildingCostsAlteration_2,BuildingCostsNewBuildings_3,Dwelling_4,AAgricultureForestryAndFishing_5,BFManufacturingAndEnergy_6,GITradeHotelsRestaurantsBars_7,HJTransportICT_8,KNFinancialAndBusinessServices_9,OPublicAdministrationAndServices_10,PEducation_11,QHealthAndSocialWorkActivities_12,RUCultureRecreationOtherServices_13
996,T001209,A041326,2019MM07,12203,2051,10151,6518.0,113.0,662.0,659.0,763.0,382.0,42.0,282.0,422.0,308.0
997,T001209,A041326,2019MM08,13056,2303,10753,7010.0,124.0,674.0,672.0,803.0,398.0,41.0,303.0,426.0,301.0
998,T001209,A041326,2019MM09,12976,2273,10704,6919.0,121.0,695.0,657.0,801.0,421.0,42.0,304.0,460.0,284.0
999,T001209,A041326,2019KW03,12976,2273,10704,6919.0,121.0,695.0,657.0,801.0,421.0,42.0,304.0,460.0,284.0
1000,T001209,A041326,2019MM10,12514,2239,10276,6590.0,107.0,690.0,634.0,745.0,393.0,46.0,329.0,468.0,273.0
1001,T001209,A041326,2019MM11,12483,2214,10269,6706.0,103.0,700.0,620.0,708.0,388.0,42.0,309.0,447.0,246.0
1002,T001209,A041326,2019MM12,12987,2306,10681,7047.0,105.0,698.0,677.0,740.0,394.0,39.0,304.0,442.0,234.0
1003,T001209,A041326,2019KW04,12987,2306,10681,7047.0,105.0,698.0,677.0,740.0,394.0,39.0,304.0,442.0,234.0
1004,T001209,A041326,2019JJ00,12987,2306,10681,7047.0,105.0,698.0,677.0,740.0,394.0,39.0,304.0,442.0,234.0
1005,T001209,A041326,2020MM01,13123,2243,10880,7141.0,96.0,783.0,677.0,827.0,376.0,37.0,288.0,436.0,217.0
1006,T001209,A041326,2020MM02,13182,2263,10919,7153.0,95.0,784.0,715.0,811.0,395.0,35.0,274.0,435.0,222.0
1007,T001209,A041326,2020MM03,12820,2220,10600,6996.0,85.0,746.0,679.0,777.0,373.0,31.0,285.0,413.0,216.0
1008,T001209,A041326,2020KW01,12820,2220,10600,6996.0,85.0,746.0,679.0,777.0,373.0,31.0,285.0,413.0,216.0
1009,T001209,A041326,2020MM04,13029,2364,10665,7026.0,83.0,770.0,660.0,753.0,433.0,29.0,282.0,421.0,207.0
1010,T001209,A041326,2020MM05,13189,2398,10791,7220.0,84.0,754.0,653.0,746.0,424.0,27.0,286.0,403.0,193.0
1011,T001209,A041326,2020MM06,13336,2499,10837,7142.0,84.0,741.0,713.0,810.0,443.0,25.0,302.0,378.0,198.0
1012,T001209,A041326,2020KW02,13336,2499,10837,7142.0,84.0,741.0,713.0,810.0,443.0,25.0,302.0,378.0,198.0
1013,T001209,A041326,2020MM07,13484,2523,10961,7249.0,82.0,732.0,698.0,862.0,423.0,24.0,311.0,391.0,191.0
1014,T001209,A041326,2020MM08,14391,2682,11709,7756.0,105.0,822.0,745.0,913.0,418.0,26.0,343.0,389.0,192.0
1015,T001209,A041326,2020MM09,14151,2591,11560,7582.0,113.0,797.0,693.0,1073.0,413.0,26.0,321.0,360.0,182.0
1016,T001209,A041326,2020KW03,14151,2591,11560,7582.0,113.0,797.0,693.0,1073.0,413.0,26.0,321.0,360.0,182.0
1017,T001209,A041326,2020MM10,14009,2489,11520,7497.0,105.0,743.0,707.0,1100.0,418.0,25.0,330.0,396.0,200.0
1018,T001209,A041326,2020MM11,14160,2428,11732,7762.0,100.0,699.0,665.0,1100.0,462.0,32.0,330.0,388.0,195.0
1019,T001209,A041326,2020MM12,14617,2472,12144,8097.0,102.0,726.0,655.0,1135.0,467.0,48.0,321.0,401.0,195.0
1020,T001209,A041326,2020KW04,14617,2472,12144,8097.0,102.0,726.0,655.0,1135.0,467.0,48.0,321.0,401.0,195.0
1021,T001209,A041326,2020JJ00,14617,2472,12144,8097.0,102.0,726.0,655.0,1135.0,467.0,48.0,321.0,401.0,195.0
1022,T001209,A041326,2021MM01,14973,2490,12483,8381.0,178.0,745.0,634.0,1164.0,451.0,44.0,317.0,390.0,179.0
1023,T001209,A041326,2021MM02,15298,2620,12678,8563.0,174.0,742.0,630.0,1124.0,487.0,58.0,333.0,388.0,177.0
1024,T001209,A041326,2021MM03,14910,2552,12357,8281.0,163.0,726.0,637.0,1145.0,459.0,59.0,330.0,390.0,168.0
1025,T001209,A041326,2021KW01,14910,2552,12357,8281.0,163.0,726.0,637.0,1145.0,459.0,59.0,330.0,390.0,168.0
1026,T001209,A041326,2021MM04,15279,2504,12776,8701.0,173.0,704.0,666.0,1142.0,444.0,56.0,332.0,392.0,164.0
1027,T001209,A041326,2021MM05,15946,2503,13443,9236.0,175.0,754.0,711.0,1164.0,453.0,55.0,344.0,378.0,173.0
1028,T001209,A041326,2021MM06,16079,2554,13525,9316.0,167.0,769.0,664.0,1132.0,432.0,56.0,357.0,440.0,193.0
1029,T001209,A041326,2021KW02,16079,2554,13525,9316.0,167.0,769.0,664.0,1132.0,432.0,56.0,357.0,440.0,193.0
1030,T001209,A041326,2021MM07,16065,2469,13597,9439.0,163.0,770.0,633.0,1112.0,405.0,69.0,371.0,423.0,211.0
1031,T001209,A041326,2021MM08,17221,2636,14585,10205.0,174.0,830.0,653.0,1135.0,402.0,84.0,409.0,455.0,237.0
1032,T001209,A041326,2021MM09,16757,2608,14149,9812.0,173.0,801.0,698.0,1158.0,383.0,82.0,397.0,424.0,222.0
1033,T001209,A041326,2021KW03,16757,2608,14149,9812.0,173.0,801.0,698.0,1158.0,383.0,82.0,397.0,424.0,222.0
1034,T001209,A041326,2021MM10,16678,2782,13895,9498.0,170.0,825.0,680.0,1125.0,359.0,165.0,385.0,453.0,236.0
1035,T001209,A041326,2021MM11,16491,2749,13742,9440.0,164.0,787.0,719.0,1074.0,371.0,154.0,378.0,432.0,223.0
1036,T001209,A041326,2021MM12,16818,2735,14083,9730.0,171.0,817.0,712.0,1066.0,365.0,151.0,363.0,462.0,245.0
1037,T001209,A041326,2021KW04,16818,2735,14083,9730.0,171.0,817.0,712.0,1066.0,365.0,151.0,363.0,462.0,245.0
1038,T001209,A041326,2021JJ00,16818,2735,14083,9730.0,171.0,817.0,712.0,1066.0,365.0,151.0,363.0,462.0,245.0
1039,T001209,A041326,2022MM01,17018,2724,14294,9959.0,169.0,864.0,696.0,1061.0,347.0,144.0,354.0,460.0,238.0
1040,T001209,A041326,2022MM02,17026,2676,14350,9968.0,169.0,883.0,741.0,1020.0,333.0,142.0,368.0,486.0,239.0
1041,T001209,A041326,2022MM03,16434,2661,13773,9522.0,164.0,955.0,682.0,978.0,299.0,137.0,350.0,460.0,227.0
1042,T001209,A041326,2022KW01,16434,2661,13773,9522.0,164.0,955.0,682.0,978.0,299.0,137.0,350.0,460.0,227.0
1043,T001209,A041326,2022MM04,16631,2745,13886,9755.0,162.0,917.0,652.0,956.0,322.0,128.0,332.0,446.0,215.0
1044,T001209,A041326,2022MM05,16509,2687,13823,9722.0,151.0,926.0,625.0,940.0,343.0,132.0,338.0,444.0,202.0
1045,T001209,A041326,2022MM06,16183,2634,13549,9563.0,138.0,880.0,591.0,903.0,319.0,129.0,341.0,455.0,229.0
1046,T001209,A041326,2022KW02,16183,2634,13549,9563.0,138.0,880.0,591.0,903.0,319.0,129.0,341.0,455.0,229.0
1047,T001209,A041326,2022MM07,16287,2684,13603,9601.0,143.0,930.0,573.0,927.0,322.0,122.0,324.0,447.0,215.0
1048,T001209,A041326,2022MM08,17532,2901,14631,10325.0,145.0,1107.0,588.0,930.0,331.0,126.0,386.0,456.0,236.0
1049,T001209,A041326,2022MM09,17148,2979,14169,9901.0,146.0,1033.0,602.0,972.0,347.0,119.0,372.0,455.0,221.0
1050,T001209,A041326,2022KW03,17148,2979,14169,9901.0,146.0,1033.0,602.0,972.0,347.0,119.0,372.0,455.0,221.0
1051,T001209,A041326,2022MM10,17115,3119,13996,9754.0,130.0,934.0,559.0,1101.0,367.0,111.0,371.0,444.0,225.0
1052,T001209,A041326,2022MM11,16925,2968,13957,9934.0,125.0,859.0,529.0,1065.0,364.0,101.0,347.0,414.0,219.0
1053,T001209,A041326,2022MM12,17449,2971,14478,10178.0,128.0,882.0,631.0,1174.0,407.0,97.0,344.0,413.0,224.0
1054,T001209,A041326,2022KW04,17449,2971,14478,10178.0,128.0,882.0,631.0,1174.0,407.0,97.0,344.0,413.0,224.0
1055,T001209,A041326,2022JJ00,17449,2971,14478,10178.0,128.0,882.0,631.0,1174.0,407.0,97.0,344.0,413.0,224.0
1056,T001209,A041326,2023MM01,17456,2942,14513,10180.0,123.0,848.0,612.0,1235.0,443.0,91.0,335.0,430.0,216.0
1057,T001209,A041326,2023MM02,17329,2847,14482,9980.0,122.0,826.0,609.0,1337.0,421.0,167.0,325.0,462.0,231.0
1058,T001209,A041326,2023MM03,17061,2815,14247,9652.0,107.0,1022.0,577.0,1300.0,417.0,156.0,325.0,471.0,220.0
1059,T001209,A041326,2023KW01,17061,2815,14247,9652.0,107.0,1022.0,577.0,1300.0,417.0,156.0,325.0,471.0,220.0
1060,T001209,A041326,2023MM04,17037,2769,14268,9684.0,104.0,1006.0,587.0,1245.0,443.0,216.0,326.0,451.0,206.0
1061,T001209,A041326,2023MM05,17225,2773,14452,9872.0,98.0,976.0,595.0,1240.0,460.0,206.0,374.0,436.0,195.0
1062,T001209,A041326,2023MM06,16760,2728,14033,9520.0,89.0,932.0,561.0,1255.0,477.0,191.0,410.0,410.0,188.0
1063,T001209,A041326,2023KW02,16760,2728,14033,9520.0,89.0,932.0,561.0,1255.0,477.0,191.0,410.0,410.0,188.0
1064,T001209,A041326,2023MM07,16995,2776,14219,9659.0,89.0,906.0,580.0,1277.0,502.0,186.0,418.0,396.0,206.0
1065,T001209,A041326,2023MM08,17574,2936,14639,9972.0,97.0,958.0,625.0,1271.0,520.0,179.0,433.0,377.0,206.0
1066,T001209,A041326,2023MM09,16946,2876,14070,9618.0,95.0,871.0,591.0,1241.0,483.0,167.0,416.0,388.0,200.0
1067,T001209,A041326,2023KW03,16946,2876,14070,9618.0,95.0,871.0,591.0,1241.0,483.0,167.0,416.0,388.0,200.0
1068,T001209,A041326,2023MM10,16530,2821,13709,9412.0,89.0,815.0,579.0,1190.0,470.0,160.0,427.0,380.0,186.0
1069,T001209,A041326,2023MM11,16296,2783,13513,9416.0,86.0,734.0,553.0,1153.0,441.0,154.0,434.0,359.0,184.0
1070,T001209,A041326,2023MM12,16681,2832,13849,9635.0,88.0,706.0,582.0,1150.0,596.0,145.0,437.0,332.0,177.0
1071,T001209,A041326,2023KW04,16681,2832,13849,9635.0,88.0,706.0,582.0,1150.0,596.0,145.0,437.0,332.0,177.0
1072,T001209,A041326,2023JJ00,16681,2832,13849,9635.0,88.0,706.0,582.0,1150.0,596.0,145.0,437.0,332.0,177.0
1073,T001209,A041326,2024MM01,16790,2932,13858,9670.0,105.0,692.0,578.0,1122.0,597.0,135.0,445.0,327.0,188.0
1074,T001209,A041326,2024MM02,16479,2856,13623,9347.0,103.0,797.0,591.0,1142.0,597.0,127.0,429.0,329.0,160.0
1075,T001209,A041326,2024MM03,16600,2925,13675,9456.0,101.0,779.0,586.0,1064.0,600.0,115.0,491.0,326.0,158.0
1076,T001209,A041326,2024KW01,16600,2925,13675,9456.0,101.0,779.0,586.0,1064.0,600.0,115.0,491.0,326.0,158.0
1077,T001209,A041326,2024MM04,16722,2951,13771,9719.0,109.0,774.0,556.0,1002.0,572.0,107.0,469.0,322.0,142.0
1078,T001209,A041326,2024MM05,16871,2895,13976,9860.0,146.0,765.0,534.0,1015.0,582.0,94.0,474.0,375.0,133.0
1079,T001209,A041326,2024MM06,17826,2906,14920,10415.0,152.0,854.0,560.0,1258.0,606.0,98.0,478.0,366.0,134.0
1080,T001209,A041326,2024KW02,17826,2906,14920,10415.0,152.0,854.0,560.0,1258.0,606.0,98.0,478.0,366.0,134.0
1081,T001209,A041326,2024MM07,18257,2925,15332,10594.0,160.0,854.0,602.0,1391.0,611.0,85.0,485.0,413.0,137.0
1082,T001209,A041326,2024MM08,19507,3103,16405,11350.0,203.0,962.0,623.0,1400.0,608.0,108.0,476.0,441.0,234.0
1083,T001209,A041326,2024MM09,19188,3039,16149,11028.0,195.0,991.0,632.0,1419.0,595.0,144.0,451.0,430.0,265.0
1084,T001209,A041326,2024KW03,19188,3039,16149,11028.0,195.0,991.0,632.0,1419.0,595.0,144.0,451.0,430.0,265.0
1085,T001209,A041326,2024MM10,18486,2953,15532,10530.0,176.0,1003.0,681.0,1305.0,548.0,167.0,451.0,422.0,250.0
1086,T001209,A041326,2024MM11,18716,3050,15666,10747.0,182.0,999.0,690.0,1243.0,562.0,153.0,430.0,416.0,245.0
1087,T001209,A041326,2024MM12,19235,3032,16203,11202.0,176.0,1070.0,730.0,1248.0,538.0,143.0,428.0,423.0,245.0
1088,T001209,A041326,2024KW04,19235,3032,16203,11202.0,176.0,1070.0,730.0,1248.0,538.0,143.0,428.0,423.0,245.0
1089,T001209,A041326,2024JJ00,19235,3032,16203,11202.0,176.0,1070.0,730.0,1248.0,538.0,143.0,428.0,423.0,245.0
1090,T001209,A041326,2025MM01,19197,2949,16248,11463.0,170.0,1022.0,677.0,1171.0,522.0,145.0,404.0,443.0,231.0
1091,T001209,A041326,2025MM02,19025,2867,16159,11418.0,165.0,1020.0,695.0,1175.0,493.0,126.0,388.0,460.0,219.0
1092,T001209,A041326,2025MM03,18546,2870,15676,11069.0,156.0,983.0,690.0,1107.0,478.0,115.0,377.0,486.0,217.0
1093,T001209,A041326,2025KW01,18546,2870,15676,11069.0,156.0,983.0,690.0,1107.0,478.0,115.0,377.0,486.0,217.0
1094,T001209,A041326,2025MM04,18681,2753,15928,11420.0,155.0,952.0,641.0,1084.0,467.0,110.0,357.0,516.0,227.0
1095,T001209,A041326,2025MM05,18651,2708,15943,11471.0,155.0,951.0,614.0,1069.0,464.0,124.0,345.0,516.0,236.0
1096,T001209,A041326,2025MM06,18537,2872,15665,11287.0,155.0,956.0,590.0,1036.0,446.0,117.0,315.0,538.0,225.0
1097,T001209,A041326,2025KW02,18537,2872,15665,11287.0,155.0,956.0,590.0,1036.0,446.0,117.0,315.0,538.0,225.0
1098,T001209,A041326,2025MM07,18322,2864,15458,11007.0,151.0,940.0,562.0,1029.0,520.0,130.0,334.0,564.0,221.0
1099,T001209,A041326,2025MM08,19267,3144,16123,11529.0,159.0,1018.0,579.0,1024.0,521.0,163.0,327.0,567.0,236.0
1100,T001209,A041326,2025MM09,18870,3105,15765,11289.0,157.0,1007.0,591.0,944.0,482.0,153.0,326.0,565.0,251.0
1101,T001209,A041326,2025KW03,18870,3105,15765,11289.0,157.0,1007.0,591.0,944.0,482.0,153.0,326.0,565.0,251.0
1102,T001209,A041326,2025MM10,18497,3000,15497,11225.0,147.0,923.0,540.0,894.0,444.0,146.0,322.0,589.0,267.0
1103,T001209,A041326,2025MM11,18676,3086,15591,11271.0,141.0,893.0,530.0,827.0,417.0,154.0,292.0,816.0,251.0
1104,T001209,A041327,2015MM01,673,210,464,258.0,37.0,26.0,24.0,8.0,19.0,1.0,55.0,23.0,14.0
1105,T001209,A041327,2015MM02,908,248,660,440.0,56.0,29.0,43.0,6.0,11.0,0.0,33.0,24.0,20.0
1106,T001209,A041327,2015MM03,1086,277,809,499.0,76.0,29.0,58.0,27.0,27.0,0.0,32.0,31.0,30.0
1107,T001209,A041327,2015KW01,2667,734,1933,1197.0,169.0,83.0,124.0,41.0,57.0,2.0,119.0,77.0,63.0
1108,T001209,A041327,2015MM04,937,200,737,477.0,51.0,16.0,42.0,52.0,13.0,3.0,31.0,38.0,13.0
1109,T001209,A041327,2015MM05,810,213,597,359.0,31.0,19.0,57.0,40.0,38.0,0.0,14.0,17.0,22.0
1110,T001209,A041327,2015MM06,1039,232,806,413.0,40.0,94.0,20.0,28.0,24.0,38.0,82.0,54.0,13.0
1111,T001209,A041327,2015KW02,2786,646,2141,1249.0,122.0,129.0,120.0,120.0,75.0,42.0,127.0,109.0,48.0
1112,T001209,A041327,2015MM07,919,220,699,358.0,27.0,13.0,35.0,22.0,136.0,0.0,10.0,70.0,28.0
1113,T001209,A041327,2015MM08,399,116,283,173.0,23.0,6.0,11.0,1.0,5.0,0.0,32.0,24.0,8.0
1114,T001209,A041327,2015MM09,1009,197,812,451.0,32.0,38.0,108.0,32.0,12.0,6.0,11.0,24.0,97.0
1115,T001209,A041327,2015KW03,2326,533,1793,982.0,82.0,58.0,154.0,54.0,153.0,6.0,53.0,118.0,134.0
1116,T001209,A041327,2015MM10,922,242,680,415.0,36.0,42.0,56.0,12.0,35.0,14.0,25.0,19.0,26.0
1117,T001209,A041327,2015MM11,1118,289,829,584.0,34.0,35.0,22.0,2.0,11.0,0.0,104.0,20.0,17.0
1118,T001209,A041327,2015MM12,816,187,629,395.0,29.0,32.0,70.0,10.0,6.0,0.0,43.0,33.0,12.0
1119,T001209,A041327,2015KW04,2856,718,2138,1394.0,99.0,109.0,148.0,24.0,53.0,14.0,172.0,72.0,54.0
1120,T001209,A041327,2015JJ00,10637,2632,8005,4822.0,471.0,380.0,546.0,239.0,338.0,63.0,471.0,376.0,299.0
1121,T001209,A041327,2016MM01,1103,258,845,545.0,37.0,44.0,23.0,48.0,74.0,0.0,25.0,38.0,11.0
1122,T001209,A041327,2016MM02,917,241,676,458.0,36.0,23.0,35.0,24.0,11.0,6.0,21.0,23.0,38.0
1123,T001209,A041327,2016MM03,1029,205,824,475.0,33.0,34.0,26.0,8.0,25.0,0.0,32.0,75.0,116.0
1124,T001209,A041327,2016KW01,3049,704,2345,1477.0,105.0,101.0,84.0,81.0,110.0,6.0,78.0,136.0,165.0
1125,T001209,A041327,2016MM04,1091,282,809,572.0,38.0,16.0,36.0,19.0,41.0,7.0,26.0,35.0,21.0
1126,T001209,A041327,2016MM05,945,237,708,483.0,33.0,18.0,38.0,3.0,34.0,3.0,33.0,20.0,42.0
1127,T001209,A041327,2016MM06,1181,259,922,611.0,42.0,28.0,34.0,48.0,69.0,16.0,37.0,9.0,29.0
1128,T001209,A041327,2016KW02,3217,778,2439,1665.0,113.0,62.0,107.0,70.0,144.0,26.0,95.0,65.0,92.0
1129,T001209,A041327,2016MM07,1247,284,964,595.0,28.0,33.0,12.0,77.0,60.0,49.0,50.0,27.0,32.0
1130,T001209,A041327,2016MM08,429,101,328,220.0,14.0,5.0,12.0,11.0,4.0,0.0,26.0,20.0,14.0
1131,T001209,A041327,2016MM09,1200,340,860,592.0,33.0,20.0,47.0,37.0,15.0,26.0,26.0,29.0,35.0
1132,T001209,A041327,2016KW03,2876,725,2151,1407.0,75.0,58.0,70.0,126.0,78.0,75.0,102.0,76.0,82.0
1133,T001209,A041327,2016MM10,1069,351,718,445.0,30.0,24.0,72.0,34.0,9.0,25.0,15.0,36.0,27.0
1134,T001209,A041327,2016MM11,1199,221,978,677.0,30.0,26.0,74.0,21.0,74.0,0.0,29.0,29.0,18.0
1135,T001209,A041327,2016MM12,939,209,730,479.0,18.0,62.0,74.0,7.0,12.0,0.0,34.0,27.0,17.0
1136,T001209,A041327,2016KW04,3206,781,2426,1601.0,78.0,112.0,219.0,62.0,96.0,25.0,78.0,92.0,62.0
1137,T001209,A041327,2016JJ00,12349,2988,9361,6151.0,371.0,333.0,481.0,339.0,428.0,132.0,354.0,370.0,402.0
1138,T001209,A041327,2017MM01,652,186,467,315.0,12.0,15.0,43.0,2.0,22.0,0.0,28.0,21.0,9.0
1139,T001209,A041327,2017MM02,933,215,718,483.0,30.0,27.0,35.0,50.0,23.0,1.0,21.0,30.0,17.0
1140,T001209,A041327,2017MM03,1225,310,914,564.0,40.0,26.0,44.0,36.0,23.0,59.0,39.0,42.0,42.0
1141,T001209,A041327,2017KW01,2810,711,2099,1362.0,82.0,68.0,122.0,88.0,68.0,60.0,88.0,92.0,68.0
1142,T001209,A041327,2017MM04,1095,279,816,472.0,42.0,36.0,94.0,10.0,23.0,0.0,11.0,88.0,41.0
1143,T001209,A041327,2017MM05,1175,331,844,595.0,29.0,34.0,52.0,15.0,40.0,0.0,28.0,36.0,15.0
1144,T001209,A041327,2017MM06,1010,236,774,537.0,47.0,60.0,30.0,20.0,23.0,0.0,17.0,22.0,18.0
1145,T001209,A041327,2017KW02,3280,846,2434,1604.0,118.0,130.0,176.0,44.0,85.0,0.0,56.0,147.0,74.0
1146,T001209,A041327,2017MM07,994,298,696,434.0,40.0,29.0,32.0,21.0,69.0,0.0,24.0,20.0,26.0
1147,T001209,A041327,2017MM08,559,149,409,326.0,18.0,29.0,9.0,3.0,3.0,2.0,10.0,2.0,8.0
1148,T001209,A041327,2017MM09,1335,342,993,673.0,32.0,44.0,59.0,72.0,24.0,2.0,18.0,41.0,29.0
1149,T001209,A041327,2017KW03,2888,790,2098,1432.0,89.0,102.0,100.0,96.0,96.0,4.0,52.0,64.0,63.0
1150,T001209,A041327,2017MM10,1324,279,1045,757.0,45.0,21.0,39.0,28.0,59.0,7.0,37.0,30.0,23.0
1151,T001209,A041327,2017MM11,1264,319,944,646.0,23.0,45.0,68.0,8.0,10.0,0.0,25.0,104.0,16.0
1152,T001209,A041327,2017MM12,885,189,696,461.0,27.0,46.0,31.0,25.0,17.0,57.0,5.0,17.0,11.0
1153,T001209,A041327,2017KW04,3472,787,2685,1864.0,94.0,112.0,138.0,61.0,86.0,63.0,66.0,150.0,51.0
1154,T001209,A041327,2017JJ00,12451,3134,9316,6262.0,384.0,412.0,536.0,289.0,336.0,127.0,262.0,453.0,256.0
1155,T001209,A041327,2018MM01,1533,335,1198,783.0,,,,,,,,,
1156,T001209,A041327,2018MM02,1003,210,793,616.0,,,,,,,,,
1157,T001209,A041327,2018MM03,1253,362,891,573.0,,,,,,,,,
1158,T001209,A041327,2018KW01,3789,907,2882,1972.0,,,,,,,,,
1159,T001209,A041327,2018MM04,1277,254,1023,739.0,,,,,,,,,
1160,T001209,A041327,2018MM05,1429,343,1085,766.0,,,,,,,,,
1161,T001209,A041327,2018MM06,1585,337,1248,887.0,,,,,,,,,
1162,T001209,A041327,2018KW02,4291,934,3357,2393.0,,,,,,,,,
1163,T001209,A041327,2018MM07,1435,401,1034,674.0,,,,,,,,,
1164,T001209,A041327,2018MM08,793,178,615,322.0,,,,,,,,,
1165,T001209,A041327,2018MM09,1274,341,933,686.0,,,,,,,,,
1166,T001209,A041327,2018KW03,3502,919,2583,1682.0,,,,,,,,,
1167,T001209,A041327,2018MM10,1444,332,1112,817.0,,,,,,,,,
1168,T001209,A041327,2018MM11,1690,327,1363,887.0,,,,,,,,,
1169,T001209,A041327,2018MM12,945,249,696,500.0,,,,,,,,,
1170,T001209,A041327,2018KW04,4079,909,3171,2204.0,,,,,,,,,
1171,T001209,A041327,2018JJ00,15661,3669,11992,8252.0,357.0,701.0,588.0,490.0,603.0,13.0,296.0,394.0,298.0
1172,T001209,A041327,2019MM01,1301,279,1022,689.0,,,,,,,,,
1173,T001209,A041327,2019MM02,1236,306,930,609.0,,,,,,,,,
1174,T001209,A041327,2019MM03,1482,339,1143,795.0,,,,,,,,,
1175,T001209,A041327,2019KW01,4019,924,3095,2093.0,,,,,,,,,
1176,T001209,A041327,2019MM04,1450,320,1130,825.0,,,,,,,,,
1177,T001209,A041327,2019MM05,1276,277,1000,693.0,,,,,,,,,
1178,T001209,A041327,2019MM06,1318,286,1032,743.0,,,,,,,,,
1179,T001209,A041327,2019KW02,4044,882,3161,2261.0,,,,,,,,,
1180,T001209,A041327,2019MM07,1576,347,1229,815.0,,,,,,,,,
1181,T001209,A041327,2019MM08,637,133,504,377.0,,,,,,,,,
1182,T001209,A041327,2019MM09,1731,408,1323,907.0,,,,,,,,,
1183,T001209,A041327,2019KW03,3945,888,3056,2099.0,,,,,,,,,
1184,T001209,A041327,2019MM10,1622,398,1224,851.0,,,,,,,,,
1185,T001209,A041327,2019MM11,1557,317,1240,771.0,,,,,,,,,
1186,T001209,A041327,2019MM12,971,221,750,511.0,,,,,,,,,
1187,T001209,A041327,2019KW04,4150,936,3214,2133.0,,,,,,,,,
1188,T001209,A041327,2019JJ00,16158,3630,12527,8585.0,356.0,810.0,674.0,684.0,334.0,68.0,317.0,413.0,287.0
1189,T001209,A041327,2020MM01,1655,380,1275,866.0,,,,,,,,,
1190,T001209,A041327,2020MM02,1328,280,1048,637.0,,,,,,,,,
1191,T001209,A041327,2020MM03,1584,339,1244,826.0,,,,,,,,,
1192,T001209,A041327,2020KW01,4567,999,3568,2329.0,,,,,,,,,
1193,T001209,A041327,2020MM04,1252,329,924,567.0,,,,,,,,,
1194,T001209,A041327,2020MM05,1554,239,1315,958.0,,,,,,,,,
1195,T001209,A041327,2020MM06,1286,324,962,659.0,,,,,,,,,
1196,T001209,A041327,2020KW02,4093,892,3201,2185.0,,,,,,,,,
1197,T001209,A041327,2020MM07,1098,245,853,623.0,,,,,,,,,
1198,T001209,A041327,2020MM08,1135,150,986,671.0,,,,,,,,,
1199,T001209,A041327,2020MM09,1576,302,1274,889.0,,,,,,,,,
1200,T001209,A041327,2020KW03,3810,697,3113,2183.0,,,,,,,,,
1201,T001209,A041327,2020MM10,1423,387,1036,728.0,,,,,,,,,
1202,T001209,A041327,2020MM11,1542,406,1136,828.0,,,,,,,,,
1203,T001209,A041327,2020MM12,1065,242,822,530.0,,,,,,,,,
1204,T001209,A041327,2020KW04,4030,1036,2994,2087.0,,,,,,,,,
1205,T001209,A041327,2020JJ00,16500,3624,12876,8783.0,310.0,1037.0,674.0,610.0,335.0,63.0,324.0,297.0,443.0
1206,T001209,A041327,2021MM01,1493,329,1164,805.0,,,,,,,,,
1207,T001209,A041327,2021MM02,1150,250,900,571.0,,,,,,,,,
1208,T001209,A041327,2021MM03,2054,493,1562,1151.0,,,,,,,,,
1209,T001209,A041327,2021KW01,4697,1072,3625,2527.0,,,,,,,,,
1210,T001209,A041327,2021MM04,1410,347,1063,692.0,,,,,,,,,
1211,T001209,A041327,2021MM05,1351,299,1053,759.0,,,,,,,,,
1212,T001209,A041327,2021MM06,1813,363,1449,957.0,,,,,,,,,
1213,T001209,A041327,2021KW02,4574,1009,3565,2407.0,,,,,,,,,
1214,T001209,A041327,2021MM07,1716,296,1421,883.0,,,,,,,,,
1215,T001209,A041327,2021MM08,839,200,639,521.0,,,,,,,,,
1216,T001209,A041327,2021MM09,1771,348,1423,979.0,,,,,,,,,
1217,T001209,A041327,2021KW03,4327,844,3483,2383.0,,,,,,,,,
1218,T001209,A041327,2021MM10,1596,390,1206,877.0,,,,,,,,,
1219,T001209,A041327,2021MM11,2142,390,1752,1254.0,,,,,,,,,
1220,T001209,A041327,2021MM12,1440,312,1128,790.0,,,,,,,,,
1221,T001209,A041327,2021KW04,5178,1092,4087,2921.0,,,,,,,,,
1222,T001209,A041327,2021JJ00,18777,4017,14760,10238.0,283.0,975.0,876.0,705.0,438.0,44.0,401.0,509.0,291.0
1223,T001209,A041327,2022MM01,1789,353,1436,1022.0,,,,,,,,,
1224,T001209,A041327,2022MM02,1669,412,1257,879.0,,,,,,,,,
1225,T001209,A041327,2022MM03,1809,457,1352,890.0,,,,,,,,,
1226,T001209,A041327,2022KW01,5267,1222,4045,2791.0,,,,,,,,,
1227,T001209,A041327,2022MM04,1763,442,1321,943.0,,,,,,,,,
1228,T001209,A041327,2022MM05,1754,389,1365,1022.0,,,,,,,,,
1229,T001209,A041327,2022MM06,1794,328,1466,873.0,,,,,,,,,
1230,T001209,A041327,2022KW02,5311,1158,4153,2838.0,,,,,,,,,
1231,T001209,A041327,2022MM07,1667,376,1291,800.0,,,,,,,,,
1232,T001209,A041327,2022MM08,1127,274,852,639.0,,,,,,,,,
1233,T001209,A041327,2022MM09,2106,413,1693,1126.0,,,,,,,,,
1234,T001209,A041327,2022KW03,4900,1063,3837,2565.0,,,,,,,,,
