ID,Client,BuildingPhases,Periods,TotalBuildingCosts_1,BuildingCostsAlteration_2,BuildingCostsNewBuildings_3,Dwelling_4,AAgricultureForestryAndFishing_5,BFManufacturingAndEnergy_6,GITradeHotelsRestaurantsBars_7,HJTransportICT_8,KNFinancialAndBusinessServices_9,OPublicAdministrationAndServices_10,PEducation_11,QHealthAndSocialWorkActivities_12,RUCultureRecreationOtherServices_13
3661,A028185,A041326,2024MM10,10112,716,9396,7907.0,9.0,169.0,307.0,521.0,370.0,0.0,36.0,23.0,55.0
3662,A028185,A041326,2024MM11,10280,695,9585,8108.0,7.0,156.0,309.0,513.0,386.0,0.0,34.0,20.0,51.0
3663,A028185,A041326,2024MM12,10937,762,10175,8611.0,7.0,225.0,299.0,524.0,375.0,0.0,55.0,26.0,53.0
3664,A028185,A041326,2024KW04,10937,762,10175,8611.0,7.0,225.0,299.0,524.0,375.0,0.0,55.0,26.0,53.0
3665,A028185,A041326,2024JJ00,10937,762,10175,8611.0,7.0,225.0,299.0,524.0,375.0,0.0,55.0,26.0,53.0
3666,A028185,A041326,2025MM01,11169,794,10375,8850.0,6.0,224.0,279.0,491.0,375.0,14.0,55.0,31.0,50.0
3667,A028185,A041326,2025MM02,11096,771,10325,8849.0,5.0,229.0,275.0,460.0,352.0,0.0,52.0,53.0,48.0
3668,A028185,A041326,2025MM03,10827,807,10020,8561.0,5.0,222.0,292.0,430.0,332.0,0.0,53.0,74.0,50.0
3669,A028185,A041326,2025KW01,10827,807,10020,8561.0,5.0,222.0,292.0,430.0,332.0,0.0,53.0,74.0,50.0
3670,A028185,A041326,2025MM04,11204,762,10443,8975.0,4.0,243.0,267.0,419.0,323.0,0.0,53.0,109.0,48.0
3671,A028185,A041326,2025MM05,11157,728,10429,9009.0,4.0,242.0,268.0,389.0,303.0,0.0,52.0,115.0,47.0
3672,A028185,A041326,2025MM06,10929,704,10225,8818.0,4.0,244.0,246.0,411.0,285.0,0.0,54.0,119.0,43.0
3673,A028185,A041326,2025KW02,10929,704,10225,8818.0,4.0,244.0,246.0,411.0,285.0,0.0,54.0,119.0,43.0
3674,A028185,A041326,2025MM07,10582,722,9859,8539.0,3.0,241.0,223.0,387.0,261.0,0.0,51.0,113.0,41.0
3675,A028185,A041326,2025MM08,11027,831,10196,8840.0,6.0,264.0,227.0,389.0,265.0,0.0,49.0,114.0,42.0
3676,A028185,A041326,2025MM09,10795,799,9996,8653.0,8.0,276.0,247.0,355.0,241.0,0.0,52.0,106.0,58.0
3677,A028185,A041326,2025KW03,10795,799,9996,8653.0,8.0,276.0,247.0,355.0,241.0,0.0,52.0,106.0,58.0
3678,A028185,A041326,2025MM10,10798,762,10036,8766.0,7.0,257.0,235.0,335.0,222.0,0.0,44.0,115.0,55.0
3679,A028185,A041326,2025MM11,10842,869,9973,8772.0,6.0,255.0,218.0,311.0,213.0,0.0,41.0,107.0,51.0
3680,A028185,A041327,2015MM01,142,15,127,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3681,A028185,A041327,2015MM02,265,19,246,233.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0
3682,A028185,A041327,2015MM03,274,26,249,243.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3683,A028185,A041327,2015KW01,681,60,621,602.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0
3684,A028185,A041327,2015MM04,244,17,228,226.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3685,A028185,A041327,2015MM05,236,14,222,190.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
3686,A028185,A041327,2015MM06,263,16,247,241.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
3687,A028185,A041327,2015KW02,743,46,697,657.0,0.0,0.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0
3688,A028185,A041327,2015MM07,356,9,346,218.0,0.0,0.0,14.0,0.0,114.0,0.0,0.0,0.0,0.0
3689,A028185,A041327,2015MM08,114,11,104,102.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3690,A028185,A041327,2015MM09,319,9,310,294.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0
3691,A028185,A041327,2015KW03,789,29,760,614.0,0.0,0.0,29.0,0.0,118.0,0.0,0.0,0.0,0.0
3692,A028185,A041327,2015MM10,338,51,287,262.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0
3693,A028185,A041327,2015MM11,381,8,374,369.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
3694,A028185,A041327,2015MM12,250,17,233,205.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0
3695,A028185,A041327,2015KW04,968,75,894,836.0,0.0,0.0,26.0,0.0,31.0,0.0,0.0,0.0,0.0
3696,A028185,A041327,2015JJ00,3182,210,2972,2708.0,0.0,0.0,68.0,0.0,194.0,0.0,0.0,0.0,0.0
3697,A028185,A041327,2016MM01,369,15,354,281.0,0.0,0.0,4.0,0.0,69.0,0.0,0.0,0.0,0.0
3698,A028185,A041327,2016MM02,302,25,276,275.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3699,A028185,A041327,2016MM03,326,14,312,310.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3700,A028185,A041327,2016KW01,997,54,942,865.0,0.0,0.0,4.0,0.0,73.0,0.0,0.0,0.0,0.0
3701,A028185,A041327,2016MM04,414,32,382,352.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
3702,A028185,A041327,2016MM05,360,24,336,321.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0
3703,A028185,A041327,2016MM06,513,24,489,430.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
3704,A028185,A041327,2016KW02,1287,80,1207,1102.0,0.0,0.0,1.0,1.0,95.0,0.0,0.0,0.0,7.0
3705,A028185,A041327,2016MM07,436,14,421,384.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0
3706,A028185,A041327,2016MM08,154,11,143,141.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3707,A028185,A041327,2016MM09,366,31,335,333.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3708,A028185,A041327,2016KW03,955,56,899,858.0,0.0,0.0,4.0,0.0,36.0,0.0,0.0,1.0,0.0
3709,A028185,A041327,2016MM10,264,22,242,222.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,1.0,0.0
3710,A028185,A041327,2016MM11,405,12,393,365.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0
3711,A028185,A041327,2016MM12,344,29,315,305.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
3712,A028185,A041327,2016KW04,1012,62,950,892.0,0.0,2.0,40.0,0.0,12.0,0.0,0.0,2.0,1.0
3713,A028185,A041327,2016JJ00,4251,253,3998,3718.0,0.0,3.0,49.0,2.0,215.0,0.0,0.0,3.0,8.0
3714,A028185,A041327,2017MM01,170,9,161,156.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
3715,A028185,A041327,2017MM02,263,4,259,235.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,3.0
3716,A028185,A041327,2017MM03,345,25,320,302.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0
3717,A028185,A041327,2017KW01,777,38,740,694.0,0.0,1.0,6.0,1.0,33.0,0.0,1.0,0.0,4.0
3718,A028185,A041327,2017MM04,289,59,229,223.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
3719,A028185,A041327,2017MM05,357,47,311,299.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0
3720,A028185,A041327,2017MM06,324,35,290,277.0,0.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0
3721,A028185,A041327,2017KW02,971,141,830,798.0,0.0,2.0,3.0,4.0,19.0,0.0,0.0,2.0,1.0
3722,A028185,A041327,2017MM07,336,90,245,229.0,0.0,1.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0
3723,A028185,A041327,2017MM08,232,13,218,213.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
3724,A028185,A041327,2017MM09,425,44,382,365.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0
3725,A028185,A041327,2017KW03,993,148,845,807.0,0.0,6.0,9.0,5.0,13.0,2.0,0.0,2.0,1.0
3726,A028185,A041327,2017MM10,470,27,443,415.0,0.0,1.0,17.0,2.0,3.0,0.0,0.0,4.0,0.0
3727,A028185,A041327,2017MM11,476,60,416,400.0,0.0,6.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0
3728,A028185,A041327,2017MM12,301,32,269,258.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
3729,A028185,A041327,2017KW04,1248,119,1128,1072.0,0.0,8.0,20.0,9.0,12.0,0.0,0.0,6.0,1.0
3730,A028185,A041327,2017JJ00,3989,446,3543,3371.0,0.0,17.0,38.0,19.0,77.0,2.0,1.0,10.0,6.0
3731,A028185,A041327,2018MM01,634,87,547,514.0,,,,,,,,,
3732,A028185,A041327,2018MM02,473,26,447,428.0,,,,,,,,,
3733,A028185,A041327,2018MM03,542,159,383,364.0,,,,,,,,,
3734,A028185,A041327,2018KW01,1650,272,1378,1306.0,,,,,,,,,
3735,A028185,A041327,2018MM04,501,30,471,442.0,,,,,,,,,
3736,A028185,A041327,2018MM05,514,52,462,444.0,,,,,,,,,
3737,A028185,A041327,2018MM06,685,53,632,591.0,,,,,,,,,
3738,A028185,A041327,2018KW02,1699,134,1565,1478.0,,,,,,,,,
3739,A028185,A041327,2018MM07,511,78,432,403.0,,,,,,,,,
3740,A028185,A041327,2018MM08,262,44,218,205.0,,,,,,,,,
3741,A028185,A041327,2018MM09,606,117,489,455.0,,,,,,,,,
3742,A028185,A041327,2018KW03,1378,239,1139,1063.0,,,,,,,,,
3743,A028185,A041327,2018MM10,616,72,544,505.0,,,,,,,,,
3744,A028185,A041327,2018MM11,673,71,602,551.0,,,,,,,,,
3745,A028185,A041327,2018MM12,399,52,347,314.0,,,,,,,,,
3746,A028185,A041327,2018KW04,1688,195,1493,1371.0,,,,,,,,,
3747,A028185,A041327,2018JJ00,6415,840,5575,5218.0,1.0,57.0,132.0,48.0,68.0,0.0,4.0,22.0,25.0
3748,A028185,A041327,2019MM01,555,54,502,479.0,,,,,,,,,
3749,A028185,A041327,2019MM02,497,68,429,384.0,,,,,,,,,
3750,A028185,A041327,2019MM03,624,72,552,511.0,,,,,,,,,
3751,A028185,A041327,2019KW01,1675,193,1482,1375.0,,,,,,,,,
3752,A028185,A041327,2019MM04,656,90,565,526.0,,,,,,,,,
3753,A028185,A041327,2019MM05,524,62,462,428.0,,,,,,,,,
3754,A028185,A041327,2019MM06,609,72,538,506.0,,,,,,,,,
3755,A028185,A041327,2019KW02,1789,224,1565,1460.0,,,,,,,,,
3756,A028185,A041327,2019MM07,751,82,669,570.0,,,,,,,,,
3757,A028185,A041327,2019MM08,349,37,312,263.0,,,,,,,,,
3758,A028185,A041327,2019MM09,910,177,732,657.0,,,,,,,,,
3759,A028185,A041327,2019KW03,2010,297,1713,1490.0,,,,,,,,,
3760,A028185,A041327,2019MM10,723,82,641,603.0,,,,,,,,,
3761,A028185,A041327,2019MM11,635,83,552,461.0,,,,,,,,,
3762,A028185,A041327,2019MM12,416,29,388,331.0,,,,,,,,,
3763,A028185,A041327,2019KW04,1775,194,1581,1394.0,,,,,,,,,
3764,A028185,A041327,2019JJ00,7249,908,6341,5718.0,0.0,44.0,173.0,161.0,130.0,0.0,35.0,38.0,42.0
3765,A028185,A041327,2020MM01,782,134,648,583.0,,,,,,,,,
3766,A028185,A041327,2020MM02,569,55,514,442.0,,,,,,,,,
3767,A028185,A041327,2020MM03,765,84,681,564.0,,,,,,,,,
3768,A028185,A041327,2020KW01,2117,273,1843,1589.0,,,,,,,,,
3769,A028185,A041327,2020MM04,443,105,338,282.0,,,,,,,,,
3770,A028185,A041327,2020MM05,839,68,772,713.0,,,,,,,,,
3771,A028185,A041327,2020MM06,556,56,500,450.0,,,,,,,,,
3772,A028185,A041327,2020KW02,1838,228,1610,1445.0,,,,,,,,,
3773,A028185,A041327,2020MM07,525,81,444,425.0,,,,,,,,,
3774,A028185,A041327,2020MM08,658,37,622,548.0,,,,,,,,,
3775,A028185,A041327,2020MM09,682,64,618,582.0,,,,,,,,,
3776,A028185,A041327,2020KW03,1865,181,1684,1554.0,,,,,,,,,
3777,A028185,A041327,2020MM10,558,59,499,458.0,,,,,,,,,
3778,A028185,A041327,2020MM11,724,138,586,550.0,,,,,,,,,
3779,A028185,A041327,2020MM12,432,57,375,297.0,,,,,,,,,
3780,A028185,A041327,2020KW04,1713,254,1459,1305.0,,,,,,,,,
3781,A028185,A041327,2020JJ00,7533,937,6596,5893.0,0.0,55.0,183.0,172.0,122.0,0.0,11.0,25.0,134.0
3782,A028185,A041327,2021MM01,611,40,571,546.0,,,,,,,,,
3783,A028185,A041327,2021MM02,459,45,413,378.0,,,,,,,,,
3784,A028185,A041327,2021MM03,917,94,823,773.0,,,,,,,,,
3785,A028185,A041327,2021KW01,1987,180,1808,1697.0,,,,,,,,,
3786,A028185,A041327,2021MM04,546,96,450,427.0,,,,,,,,,
3787,A028185,A041327,2021MM05,576,35,541,507.0,,,,,,,,,
3788,A028185,A041327,2021MM06,781,52,729,684.0,,,,,,,,,
3789,A028185,A041327,2021KW02,1903,184,1719,1617.0,,,,,,,,,
3790,A028185,A041327,2021MM07,836,57,779,584.0,,,,,,,,,
3791,A028185,A041327,2021MM08,450,17,433,414.0,,,,,,,,,
3792,A028185,A041327,2021MM09,758,68,690,629.0,,,,,,,,,
3793,A028185,A041327,2021KW03,2045,142,1902,1627.0,,,,,,,,,
3794,A028185,A041327,2021MM10,707,92,615,570.0,,,,,,,,,
3795,A028185,A041327,2021MM11,1110,88,1022,935.0,,,,,,,,,
3796,A028185,A041327,2021MM12,621,50,571,525.0,,,,,,,,,
3797,A028185,A041327,2021KW04,2438,230,2208,2031.0,,,,,,,,,
3798,A028185,A041327,2021JJ00,8373,735,7637,6971.0,1.0,23.0,278.0,129.0,171.0,1.0,8.0,34.0,21.0
3799,A028185,A041327,2022MM01,760,31,729,701.0,,,,,,,,,
3800,A028185,A041327,2022MM02,689,60,629,557.0,,,,,,,,,
3801,A028185,A041327,2022MM03,727,87,640,580.0,,,,,,,,,
3802,A028185,A041327,2022KW01,2176,179,1997,1839.0,,,,,,,,,
3803,A028185,A041327,2022MM04,829,92,737,643.0,,,,,,,,,
3804,A028185,A041327,2022MM05,769,67,702,659.0,,,,,,,,,
3805,A028185,A041327,2022MM06,685,39,646,536.0,,,,,,,,,
3806,A028185,A041327,2022KW02,2283,197,2085,1838.0,,,,,,,,,
3807,A028185,A041327,2022MM07,647,78,569,499.0,,,,,,,,,
3808,A028185,A041327,2022MM08,736,122,615,530.0,,,,,,,,,
3809,A028185,A041327,2022MM09,961,92,869,793.0,,,,,,,,,
3810,A028185,A041327,2022KW03,2344,292,2052,1822.0,,,,,,,,,
3811,A028185,A041327,2022MM10,927,80,847,804.0,,,,,,,,,
3812,A028185,A041327,2022MM11,979,73,906,816.0,,,,,,,,,
3813,A028185,A041327,2022MM12,670,75,595,490.0,,,,,,,,,
3814,A028185,A041327,2022KW04,2577,228,2348,2111.0,,,,,,,,,
3815,A028185,A041327,2022JJ00,9379,896,8483,7609.0,0.0,29.0,260.0,325.0,213.0,0.0,5.0,14.0,27.0
3816,A028185,A041327,2023MM01,686,30,656,628.0,,,,,,,,,
3817,A028185,A041327,2023MM02,616,61,555,475.0,,,,,,,,,
3818,A028185,A041327,2023MM03,762,79,683,649.0,,,,,,,,,
3819,A028185,A041327,2023KW01,2064,169,1894,1751.0,,,,,,,,,
3820,A028185,A041327,2023MM04,746,228,518,457.0,,,,,,,,,
3821,A028185,A041327,2023MM05,540,66,474,423.0,,,,,,,,,
3822,A028185,A041327,2023MM06,820,109,712,653.0,,,,,,,,,
3823,A028185,A041327,2023KW02,2106,403,1703,1533.0,,,,,,,,,
3824,A028185,A041327,2023MM07,691,27,665,592.0,,,,,,,,,
3825,A028185,A041327,2023MM08,562,11,551,538.0,,,,,,,,,
3826,A028185,A041327,2023MM09,744,87,656,428.0,,,,,,,,,
3827,A028185,A041327,2023KW03,1997,125,1872,1559.0,,,,,,,,,
3828,A028185,A041327,2023MM10,820,71,748,631.0,,,,,,,,,
3829,A028185,A041327,2023MM11,936,75,861,769.0,,,,,,,,,
3830,A028185,A041327,2023MM12,627,58,569,500.0,,,,,,,,,
3831,A028185,A041327,2023KW04,2383,205,2178,1901.0,,,,,,,,,
3832,A028185,A041327,2023JJ00,8549,902,7648,6744.0,0.0,44.0,237.0,332.0,228.0,0.0,14.0,23.0,26.0
3833,A028185,A041327,2024MM01,788,63,724,682.0,,,,,,,,,
3834,A028185,A041327,2024MM02,600,45,555,511.0,,,,,,,,,
3835,A028185,A041327,2024MM03,579,50,530,420.0,,,,,,,,,
3836,A028185,A041327,2024KW01,1967,158,1809,1612.0,,,,,,,,,
3837,A028185,A041327,2024MM04,970,42,929,884.0,,,,,,,,,
3838,A028185,A041327,2024MM05,727,62,666,620.0,,,,,,,,,
3839,A028185,A041327,2024MM06,685,88,597,563.0,,,,,,,,,
3840,A028185,A041327,2024KW02,2382,192,2191,2067.0,,,,,,,,,
3841,A028185,A041327,2024MM07,945,49,896,826.0,,,,,,,,,
3842,A028185,A041327,2024MM08,582,16,566,554.0,,,,,,,,,
3843,A028185,A041327,2024MM09,864,86,778,624.0,,,,,,,,,
3844,A028185,A041327,2024KW03,2390,151,2239,2004.0,,,,,,,,,
3845,A028185,A041327,2024MM10,746,240,507,441.0,,,,,,,,,
3846,A028185,A041327,2024MM11,734,121,613,524.0,,,,,,,,,
3847,A028185,A041327,2024MM12,787,40,747,706.0,,,,,,,,,
3848,A028185,A041327,2024KW04,2267,400,1867,1671.0,,,,,,,,,
3849,A028185,A041327,2024JJ00,9006,901,8105,7354.0,2.0,70.0,287.0,116.0,203.0,0.0,11.0,24.0,37.0
3850,A028185,A041327,2025MM01,917,135,782,697.0,,,,,,,,,
3851,A028185,A041327,2025MM02,1095,70,1024,877.0,,,,,,,,,
3852,A028185,A041327,2025MM03,545,45,500,421.0,,,,,,,,,
3853,A028185,A041327,2025KW01,2556,250,2307,1995.0,,,,,,,,,
3854,A028185,A041327,2025MM04,979,99,879,626.0,,,,,,,,,
3855,A028185,A041327,2025MM05,871,66,806,708.0,,,,,,,,,
3856,A028185,A041327,2025MM06,821,76,745,696.0,,,,,,,,,
3857,A028185,A041327,2025KW02,2671,241,2430,2030.0,,,,,,,,,
3858,A028185,A041327,2025MM07,903,71,832,778.0,,,,,,,,,
3859,A028185,A041327,2025MM08,740,42,698,637.0,,,,,,,,,
3860,A028185,A041327,2025MM09,931,93,838,636.0,,,,,,,,,
3861,A028185,A041327,2025KW03,2574,207,2367,2052.0,,,,,,,,,
3862,A028185,A041327,2025MM10,1252,117,1135,820.0,,,,,,,,,
3863,A028185,A041327,2025MM11,691,53,638,525.0,,,,,,,,,
3864,A028186,A041321,2015MM01,469,220,249,110.0,32.0,17.0,33.0,18.0,10.0,0.0,14.0,3.0,11.0
3865,A028186,A041321,2015MM02,711,255,455,189.0,34.0,30.0,61.0,44.0,15.0,0.0,12.0,48.0,22.0
3866,A028186,A041321,2015MM03,641,183,458,156.0,30.0,68.0,31.0,55.0,16.0,0.0,57.0,29.0,17.0
3867,A028186,A041321,2015KW01,1821,658,1163,454.0,96.0,115.0,125.0,118.0,42.0,0.0,83.0,80.0,49.0
3868,A028186,A041321,2015MM04,603,178,425,123.0,34.0,25.0,39.0,23.0,83.0,0.0,59.0,23.0,17.0
3869,A028186,A041321,2015MM05,521,173,348,90.0,28.0,34.0,44.0,107.0,21.0,0.0,5.0,7.0,13.0
3870,A028186,A041321,2015MM06,489,160,330,118.0,48.0,22.0,27.0,7.0,35.0,0.0,35.0,24.0,14.0
3871,A028186,A041321,2015KW02,1613,511,1103,331.0,110.0,80.0,110.0,137.0,139.0,0.0,99.0,53.0,44.0
3872,A028186,A041321,2015MM07,552,209,342,104.0,45.0,32.0,20.0,33.0,34.0,0.0,26.0,33.0,15.0
3873,A028186,A041321,2015MM08,366,164,202,90.0,28.0,12.0,28.0,18.0,7.0,0.0,3.0,10.0,5.0
3874,A028186,A041321,2015MM09,548,167,382,151.0,35.0,20.0,51.0,20.0,20.0,0.0,8.0,67.0,10.0
3875,A028186,A041321,2015KW03,1466,540,926,346.0,108.0,63.0,99.0,70.0,61.0,0.0,37.0,110.0,31.0
3876,A028186,A041321,2015MM10,514,217,297,150.0,23.0,26.0,29.0,16.0,3.0,0.0,28.0,16.0,7.0
3877,A028186,A041321,2015MM11,521,165,356,157.0,17.0,31.0,43.0,31.0,6.0,0.0,34.0,29.0,8.0
3878,A028186,A041321,2015MM12,662,247,415,195.0,24.0,24.0,84.0,20.0,15.0,0.0,31.0,18.0,3.0
3879,A028186,A041321,2015KW04,1697,629,1068,503.0,64.0,81.0,156.0,67.0,25.0,0.0,92.0,63.0,17.0
3880,A028186,A041321,2015JJ00,6598,2338,4259,1634.0,379.0,340.0,490.0,392.0,266.0,0.0,311.0,307.0,141.0
3881,A028186,A041321,2016MM01,438,154,284,140.0,31.0,34.0,11.0,13.0,20.0,0.0,17.0,14.0,5.0
3882,A028186,A041321,2016MM02,594,205,390,178.0,35.0,46.0,45.0,28.0,3.0,0.0,21.0,20.0,13.0
3883,A028186,A041321,2016MM03,621,197,424,179.0,44.0,24.0,64.0,57.0,18.0,0.0,13.0,15.0,10.0
3884,A028186,A041321,2016KW01,1653,555,1097,497.0,110.0,103.0,120.0,98.0,42.0,0.0,50.0,49.0,28.0
3885,A028186,A041321,2016MM04,732,202,530,181.0,48.0,39.0,42.0,21.0,66.0,0.0,13.0,115.0,5.0
3886,A028186,A041321,2016MM05,577,195,382,171.0,26.0,22.0,52.0,28.0,19.0,0.0,27.0,13.0,23.0
3887,A028186,A041321,2016MM06,706,242,464,216.0,39.0,50.0,52.0,48.0,8.0,0.0,7.0,24.0,19.0
3888,A028186,A041321,2016KW02,2015,639,1375,568.0,113.0,111.0,147.0,97.0,93.0,0.0,48.0,152.0,47.0
3889,A028186,A041321,2016MM07,546,175,372,184.0,28.0,20.0,21.0,20.0,7.0,0.0,56.0,9.0,26.0
3890,A028186,A041321,2016MM08,462,156,306,152.0,32.0,19.0,14.0,11.0,40.0,0.0,12.0,16.0,9.0
3891,A028186,A041321,2016MM09,725,250,475,183.0,23.0,68.0,25.0,134.0,6.0,0.0,10.0,13.0,14.0
3892,A028186,A041321,2016KW03,1734,581,1153,518.0,84.0,107.0,60.0,165.0,54.0,0.0,79.0,38.0,48.0
3893,A028186,A041321,2016MM10,462,151,311,190.0,23.0,29.0,13.0,23.0,3.0,0.0,1.0,19.0,12.0
3894,A028186,A041321,2016MM11,636,178,458,179.0,40.0,89.0,50.0,45.0,19.0,0.0,3.0,27.0,6.0
3895,A028186,A041321,2016MM12,586,198,388,165.0,19.0,37.0,45.0,36.0,63.0,0.0,13.0,9.0,2.0
3896,A028186,A041321,2016KW04,1684,527,1158,534.0,83.0,155.0,108.0,103.0,85.0,0.0,17.0,54.0,20.0
3897,A028186,A041321,2016JJ00,7086,2302,4783,2116.0,390.0,476.0,435.0,463.0,274.0,0.0,193.0,293.0,143.0
3898,A028186,A041321,2017MM01,478,142,336,190.0,52.0,25.0,16.0,9.0,8.0,0.0,4.0,11.0,20.0
3899,A028186,A041321,2017MM02,716,188,528,187.0,43.0,84.0,32.0,44.0,18.0,0.0,18.0,13.0,89.0
3900,A028186,A041321,2017MM03,666,183,483,192.0,28.0,69.0,62.0,62.0,16.0,0.0,38.0,13.0,3.0
3901,A028186,A041321,2017KW01,1860,513,1347,569.0,123.0,179.0,110.0,115.0,42.0,0.0,59.0,37.0,113.0
3902,A028186,A041321,2017MM04,542,142,400,183.0,29.0,66.0,40.0,10.0,25.0,0.0,23.0,14.0,10.0
3903,A028186,A041321,2017MM05,740,212,528,199.0,24.0,68.0,47.0,26.0,6.0,0.0,114.0,13.0,31.0
3904,A028186,A041321,2017MM06,569,208,361,194.0,33.0,54.0,29.0,13.0,7.0,0.0,15.0,12.0,4.0
3905,A028186,A041321,2017KW02,1851,563,1288,576.0,86.0,187.0,116.0,49.0,38.0,0.0,152.0,39.0,44.0
3906,A028186,A041321,2017MM07,822,238,584,228.0,37.0,64.0,145.0,52.0,16.0,0.0,10.0,25.0,7.0
3907,A028186,A041321,2017MM08,489,146,343,191.0,26.0,20.0,18.0,11.0,42.0,0.0,4.0,16.0,15.0
3908,A028186,A041321,2017MM09,574,148,426,202.0,39.0,86.0,24.0,22.0,5.0,0.0,3.0,29.0,15.0
3909,A028186,A041321,2017KW03,1885,532,1353,621.0,102.0,170.0,187.0,85.0,62.0,0.0,18.0,70.0,38.0
3910,A028186,A041321,2017MM10,617,229,387,,,,,,,,,,
3911,A028186,A041321,2017MM11,855,188,667,,,,,,,,,,
3912,A028186,A041321,2017MM12,550,176,373,,,,,,,,,,
3913,A028186,A041321,2017KW04,2021,594,1428,,,,,,,,,,
3914,A028186,A041321,2017JJ00,7617,2201,5416,,,,,,,,,,
3915,A028186,A041321,2018MM01,567,174,392,,,,,,,,,,
3916,A028186,A041321,2018MM02,609,194,415,,,,,,,,,,
3917,A028186,A041321,2018MM03,653,194,459,,,,,,,,,,
3918,A028186,A041321,2018KW01,1829,563,1266,,,,,,,,,,
3919,A028186,A041321,2018MM04,697,213,484,,,,,,,,,,
3920,A028186,A041321,2018MM05,616,176,440,,,,,,,,,,
3921,A028186,A041321,2018MM06,644,201,443,,,,,,,,,,
3922,A028186,A041321,2018KW02,1957,590,1367,,,,,,,,,,
3923,A028186,A041321,2018MM07,771,199,572,,,,,,,,,,
3924,A028186,A041321,2018MM08,711,162,549,,,,,,,,,,
3925,A028186,A041321,2018MM09,705,252,453,,,,,,,,,,
3926,A028186,A041321,2018KW03,2187,613,1574,,,,,,,,,,
3927,A028186,A041321,2018MM10,758,234,524,,,,,,,,,,
3928,A028186,A041321,2018MM11,620,182,437,,,,,,,,,,
3929,A028186,A041321,2018MM12,587,184,403,,,,,,,,,,
3930,A028186,A041321,2018KW04,1964,600,1364,,,,,,,,,,
3931,A028186,A041321,2018JJ00,7938,2366,5572,,,,,,,,,,
3932,A028186,A041321,2019MM01,674,255,419,,,,,,,,,,
3933,A028186,A041321,2019MM02,621,189,432,,,,,,,,,,
3934,A028186,A041321,2019MM03,622,175,447,,,,,,,,,,
3935,A028186,A041321,2019KW01,1917,620,1297,,,,,,,,,,
3936,A028186,A041321,2019MM04,698,196,502,,,,,,,,,,
3937,A028186,A041321,2019MM05,674,222,453,,,,,,,,,,
3938,A028186,A041321,2019MM06,588,176,412,,,,,,,,,,
3939,A028186,A041321,2019KW02,1960,594,1367,,,,,,,,,,
3940,A028186,A041321,2019MM07,869,310,559,,,,,,,,,,
3941,A028186,A041321,2019MM08,499,152,348,,,,,,,,,,
3942,A028186,A041321,2019MM09,590,182,408,,,,,,,,,,
3943,A028186,A041321,2019KW03,1957,643,1315,,,,,,,,,,
3944,A028186,A041321,2019MM10,645,209,436,,,,,,,,,,
3945,A028186,A041321,2019MM11,825,203,622,,,,,,,,,,
3946,A028186,A041321,2019MM12,700,206,493,,,,,,,,,,
