ID,ProductgroepenEnOverigePosten,Perioden,TotaalAanbodBasisprijzen_1,AanbodUitBinnenlandseProductie_2,Totaal_3,InvoerVanGoederen_4,InvoerVanDiensten_5,TotaalGebruikAankoopprijzen_6,IntermediairVerbruik_7,Totaal_8,Huishoudens_9,Overheid_10,BrutoInvesteringenInVasteActiva_11,VeranderingInVoorraden_12,Totaal_13,Goederen_14,Diensten_15,TotaalAanbodBasisprijzen_16,AanbodUitBinnenlandseProductie_17,Totaal_18,InvoerVanGoederen_19,InvoerVanDiensten_20,TotaalGebruikAankoopprijzen_21,IntermediairVerbruik_22,Totaal_23,Huishoudens_24,Overheid_25,BrutoInvesteringenInVasteActiva_26,VeranderingInVoorraden_27,Totaal_28,Goederen_29,Diensten_30,TotaalAanbodBasisprijzen_31,AanbodUitBinnenlandseProductie_32,Totaal_33,InvoerVanGoederen_34,InvoerVanDiensten_35,TotaalGebruikAankoopprijzen_36,IntermediairVerbruik_37,Totaal_38,Huishoudens_39,Overheid_40,BrutoInvesteringenInVasteActiva_41,VeranderingInVoorraden_42,Totaal_43,Goederen_44,Diensten_45,TotaalAanbodBasisprijzen_46,AanbodUitBinnenlandseProductie_47,Totaal_48,InvoerVanGoederen_49,InvoerVanDiensten_50,TotaalGebruikAankoopprijzen_51,IntermediairVerbruik_52,Totaal_53,Huishoudens_54,Overheid_55,BrutoInvesteringenInVasteActiva_56,VeranderingInVoorraden_57,Totaal_58,Goederen_59,Diensten_60
10,A001026,2017JJ00,51956,29797,22159,22159,0,63056,28817,7262,7262,0,100,-185,27062,27048,14,50569.0,28253.0,22319.0,22319.0,,61465.0,27902.0,6795.0,6795.0,,155.0,,26771.0,26757.0,14.0,1.6,0.8,2.6,2.6,,1.6,1.6,3.3,3.3,,-58.6,,2.2,2.2,16.7,102.7,105.5,99.3,99.3,,102.6,103.3,106.9,106.9,,64.5,,101.1,101.1,100.0
11,A001026,2018JJ00,51763,28886,22877,22877,0,63590,28699,7562,7562,0,60,184,27085,27069,16,51769.0,27803.0,24038.0,24038.0,,62820.0,28666.0,6896.0,6896.0,,42.0,,26962.0,26947.0,15.0,2.4,-1.6,7.7,7.7,,2.2,2.7,1.5,1.5,,-73.0,,0.7,0.7,7.1,100.0,103.9,95.2,95.2,,101.2,100.1,109.7,109.7,,143.3,,100.5,100.5,106.7
12,A001026,2019JJ00,53923,29951,23972,23972,0,66537,29684,7975,7975,0,153,84,28641,28625,16,52751.0,28205.0,24632.0,24632.0,,63966.0,28976.0,6976.0,6976.0,,127.0,,27698.0,27683.0,15.0,1.9,1.4,2.5,2.5,,1.8,1.1,1.2,1.2,,203.3,,2.7,2.7,0.0,102.2,106.2,97.3,97.3,,104.0,102.4,114.3,114.3,,120.4,,103.4,103.4,106.7
13,A001026,2020JJ00,53557,28963,24594,24594,0,67432,29039,9121,9121,0,296,-70,29046,29031,15,53299.0,28096.0,25325.0,25325.0,,65095.0,28805.0,7848.0,7848.0,,247.0,,28049.0,28035.0,14.0,1.0,-0.4,2.8,2.8,,1.8,-0.6,12.5,12.5,,94.1,,1.3,1.3,-6.3,100.5,103.1,97.1,97.1,,103.6,100.8,116.2,116.2,,120.0,,103.6,103.6,106.7
14,A001026,2021JJ00,57800,31105,26695,26695,0,72745,31093,9324,9324,0,244,298,31786,31767,19,54498.0,28359.0,26287.0,26287.0,,66509.0,28745.0,7899.0,7899.0,,201.0,,29174.0,29156.0,18.0,2.2,0.9,3.8,3.8,,2.2,-0.2,0.6,0.6,,-18.6,,4.0,4.0,26.7,106.1,109.7,101.6,101.6,,109.4,108.2,118.0,118.0,,121.5,,109.0,109.0,106.7
15,A001026,2022JJ00,65423,36012,29411,29411,0,80872,38654,9968,9968,0,300,-419,32369,32339,30,52334.0,27569.0,24881.0,24881.0,,64195.0,28647.0,7966.0,7966.0,,245.0,,27420.0,27392.0,29.0,-4.0,-2.8,-5.3,-5.3,,-3.5,-0.3,0.9,0.9,,22.1,,-6.0,-6.1,63.2,125.0,130.6,118.2,118.2,,126.0,134.9,125.1,125.1,,122.4,,118.0,118.1,103.2
16,A001027,2015JJ00,46027,27032,18995,18995,0,56050,25636,6389,6389,0,365,-17,23677,23665,12,46027.0,27032.0,18995.0,18995.0,0.0,56050.0,25636.0,6389.0,6389.0,0.0,365.0,,23677.0,23665.0,12.0,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0
17,A001027,2016JJ00,47855,27450,20405,20405,0,58229,26599,6652,6652,0,353,-147,24772,24760,12,48410.0,27594.0,20816.0,20816.0,,58711.0,26998.0,6395.0,6395.0,,375.0,,25072.0,25060.0,12.0,5.2,2.1,9.6,9.6,,4.7,5.3,0.1,0.1,,2.7,,5.9,5.9,0.0,98.9,99.5,98.0,98.0,,99.2,98.5,104.0,104.0,,94.1,,98.8,98.8,100.0
18,A001027,2017JJ00,50368,29281,21087,21087,0,61034,28202,7075,7075,0,100,-181,25838,25824,14,49232.0,27817.0,21419.0,21419.0,,59730.0,27379.0,6613.0,6613.0,,155.0,,25744.0,25730.0,14.0,1.7,0.8,2.9,2.9,,1.7,1.4,3.4,3.4,,-58.6,,2.7,2.7,16.7,102.3,105.3,98.5,98.5,,102.2,103.0,107.0,107.0,,64.5,,100.4,100.4,100.0
19,A001027,2018JJ00,50076,28331,21745,21745,0,61426,28002,7363,7363,0,60,168,25833,25817,16,50295.0,27280.0,23097.0,23097.0,,60913.0,28056.0,6702.0,6702.0,,42.0,,25878.0,25863.0,15.0,2.2,-1.9,7.8,7.8,,2.0,2.5,1.3,1.3,,-73.0,,0.5,0.5,7.1,99.6,103.9,94.1,94.1,,100.8,99.8,109.9,109.9,,143.3,,99.8,99.8,106.7
20,A001027,2019JJ00,52294,29426,22868,22868,0,64423,29002,7777,7777,0,153,89,27402,27386,16,51344.0,27718.0,23725.0,23725.0,,62132.0,28387.0,6782.0,6782.0,,127.0,,26648.0,26633.0,15.0,2.1,1.6,2.7,2.7,,2.0,1.2,1.2,1.2,,203.3,,3.0,3.0,0.0,101.8,106.2,96.4,96.4,,103.7,102.2,114.7,114.7,,120.4,,102.8,102.8,106.7
21,A001027,2020JJ00,52016,28459,23557,23557,0,65400,28517,8895,8895,0,296,-94,27786,27771,15,51925.0,27611.0,24455.0,24455.0,,63292.0,28365.0,7618.0,7618.0,,247.0,,26944.0,26930.0,14.0,1.1,-0.4,3.1,3.1,,1.9,-0.1,12.3,12.3,,94.1,,1.1,1.1,-6.3,100.2,103.1,96.3,96.3,,103.3,100.5,116.8,116.8,,120.0,,103.1,103.1,106.7
22,A001027,2021JJ00,55916,30563,25353,25353,0,70306,30474,9082,9082,0,244,278,30228,30209,19,52960.0,27894.0,25228.0,25228.0,,64509.0,28250.0,7660.0,7660.0,,201.0,,27930.0,27912.0,18.0,2.0,1.0,3.2,3.2,,1.9,-0.4,0.6,0.6,,-18.6,,3.7,3.6,26.7,105.6,109.6,100.5,100.5,,109.0,107.9,118.6,118.6,,121.5,,108.2,108.2,106.7
23,A001027,2022JJ00,63331,35399,27932,27932,0,78237,37897,9697,9697,0,300,-439,30782,30752,30,51066.0,27162.0,24037.0,24037.0,,62505.0,28165.0,7730.0,7730.0,,245.0,,26459.0,26430.0,29.0,-3.6,-2.6,-4.7,-4.7,,-3.1,-0.3,0.9,0.9,,22.1,,-5.3,-5.3,63.2,124.0,130.3,116.2,116.2,,125.2,134.6,125.4,125.4,,122.4,,116.3,116.4,103.2
24,B000501,2015JJ00,30610,13082,17528,17528,0,39760,12611,5943,5943,0,112,-6,21100,21100,0,30610.0,13082.0,17528.0,17528.0,0.0,39760.0,12611.0,5943.0,5943.0,0.0,112.0,,21100.0,21100.0,0.0,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,
25,B000501,2016JJ00,32044,13223,18821,18821,0,41664,13337,6184,6184,0,133,-131,22141,22141,0,32192.0,13006.0,19186.0,19186.0,,41729.0,13396.0,5945.0,5945.0,,132.0,,22370.0,22370.0,,5.2,-0.6,9.5,9.5,,5.0,6.2,0.0,0.0,,17.9,,6.0,6.0,,99.5,101.7,98.1,98.1,,99.8,99.6,104.0,104.0,,100.8,,99.0,99.0,
26,B000501,2017JJ00,33040,13603,19437,19437,0,42963,13479,6571,6571,0,111,-170,22972,22972,0,33062.0,13332.0,19731.0,19731.0,,42795.0,13701.0,6143.0,6143.0,,107.0,,23013.0,23013.0,,2.7,2.5,2.8,2.8,,2.6,2.3,3.3,3.3,,-18.8,,2.9,2.9,,99.9,102.0,98.5,98.5,,100.4,98.4,107.0,107.0,,103.6,,99.8,99.8,
27,B000501,2018JJ00,33735,13643,20092,20092,0,44275,13948,6811,6811,0,108,176,23232,23232,0,34366.0,13003.0,21394.0,21394.0,,44210.0,14453.0,6219.0,6219.0,,105.0,,23267.0,23267.0,,3.9,-2.5,8.4,8.4,,3.3,5.5,1.2,1.2,,-1.8,,1.1,1.1,,98.2,104.9,93.9,93.9,,100.1,96.5,109.5,109.5,,102.6,,99.8,99.8,
28,B000501,2019JJ00,35279,14140,21139,21139,0,46512,14449,7187,7187,0,114,74,24688,24688,0,35042.0,13212.0,21868.0,21868.0,,45035.0,14667.0,6300.0,6300.0,,108.0,,23904.0,23904.0,,2.0,1.6,2.2,2.2,,1.9,1.5,1.3,1.3,,2.8,,2.7,2.7,,100.7,107.0,96.7,96.7,,103.3,98.5,114.1,114.1,,105.4,,103.3,103.3,
29,B000501,2020JJ00,35695,13749,21946,21946,0,48097,14411,8232,8232,0,116,-25,25363,25363,0,35587.0,13021.0,22646.0,22646.0,,46125.0,14555.0,7092.0,7092.0,,107.0,,24323.0,24323.0,,1.6,-1.4,3.6,3.6,,2.4,-0.8,12.6,12.6,,-0.9,,1.8,1.8,,100.3,105.6,96.9,96.9,,104.3,99.0,116.1,116.1,,108.2,,104.3,104.3,
30,B000501,2021JJ00,39055,15429,23626,23626,0,52392,15803,8419,8419,0,112,307,27751,27751,0,36762.0,13465.0,23380.0,23380.0,,47444.0,14435.0,7147.0,7147.0,,101.0,,25390.0,25390.0,,3.3,3.4,3.2,3.2,,2.9,-0.8,0.8,0.8,,-6.0,,4.4,4.4,,106.2,114.6,101.1,101.1,,110.4,109.5,117.8,117.8,,111.2,,109.3,109.3,
31,B000501,2022JJ00,41747,15935,25812,25812,0,55622,18795,9005,9005,0,133,-334,28023,28023,0,35215.0,12872.0,22426.0,22426.0,,45830.0,14389.0,7241.0,7241.0,,117.0,,24230.0,24230.0,,-4.2,-4.4,-4.1,-4.1,,-3.4,-0.3,1.3,1.3,,16.1,,-4.6,-4.6,,118.5,123.8,115.1,115.1,,121.4,130.6,124.4,124.4,,113.7,,115.7,115.7,
32,A001219,2015JJ00,12646,11179,1467,1467,0,13517,10264,446,446,0,253,-11,2565,2565,0,12646.0,11179.0,1467.0,1467.0,0.0,13517.0,10264.0,446.0,446.0,0.0,253.0,,2565.0,2565.0,0.0,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,
33,A001219,2016JJ00,12993,11409,1584,1584,0,13745,10454,468,468,0,220,-16,2619,2619,0,13405.0,11775.0,1630.0,1630.0,,14167.0,10799.0,450.0,450.0,,243.0,,2690.0,2690.0,,6.0,5.3,11.1,11.1,,4.8,5.2,0.9,0.9,,-4.0,,4.9,4.9,,96.9,96.9,97.2,97.2,,97.0,96.8,104.0,104.0,,90.5,,97.4,97.4,
34,A001219,2017JJ00,14400,12750,1650,1650,0,15141,11807,504,504,0,-11,-11,2852,2852,0,13313.0,11625.0,1688.0,1688.0,,14075.0,10837.0,470.0,470.0,,42.0,,2717.0,2717.0,,-0.7,-1.3,3.5,3.5,,-0.6,0.4,4.5,4.5,,-82.7,,1.0,1.0,,108.2,109.7,97.8,97.8,,107.6,108.9,107.2,107.2,,-26.2,,105.0,105.0,
35,A001219,2018JJ00,13388,11735,1653,1653,0,14192,11111,552,552,0,-48,-8,2585,2585,0,13134.0,11436.0,1702.0,1702.0,,13899.0,10822.0,483.0,483.0,,313.0,,2601.0,2601.0,,-1.3,-1.6,0.8,0.8,,-1.3,-0.1,2.8,2.8,,645.5,,-4.2,-4.2,,101.9,102.6,97.1,97.1,,102.1,102.7,114.2,114.2,,-15.3,,99.4,99.4,
36,A001219,2019JJ00,13987,12258,1729,1729,0,14875,11533,590,590,0,39,15,2698,2698,0,13516.0,11673.0,1852.0,1852.0,,14303.0,10950.0,482.0,482.0,,-463.0,,2735.0,2735.0,,2.9,2.1,8.8,8.8,,2.9,1.2,-0.2,-0.2,,-247.9,,5.1,5.1,,103.5,105.0,93.3,93.3,,104.0,105.3,122.3,122.3,,-8.4,,98.6,98.6,
37,A001219,2020JJ00,13243,11632,1611,1611,0,14209,11027,663,663,0,180,-69,2408,2408,0,13543.0,11745.0,1801.0,1801.0,,14353.0,11010.0,528.0,528.0,,-2184.0,,2607.0,2607.0,,0.2,0.6,-2.8,-2.8,,0.3,0.5,9.5,9.5,,371.8,,-4.7,-4.7,,97.8,99.0,89.5,89.5,,99.0,100.2,125.5,125.5,,-8.2,,92.4,92.4,
38,A001219,2021JJ00,13632,11905,1727,1727,0,14667,11443,663,663,0,132,-29,2458,2458,0,13323.0,11493.0,1839.0,1839.0,,14160.0,10943.0,516.0,516.0,,-1601.0,,2498.0,2498.0,,-1.6,-2.1,2.1,2.1,,-1.3,-0.6,-2.3,-2.3,,-26.7,,-4.2,-4.2,,102.3,103.6,93.9,93.9,,103.6,104.6,128.4,128.4,,-8.2,,98.4,98.4,
39,A001219,2022JJ00,18106,15986,2120,2120,0,19115,15632,692,692,0,167,-105,2729,2729,0,12988.0,11388.0,1591.0,1591.0,,13787.0,10930.0,494.0,494.0,,-2038.0,,2156.0,2156.0,,-2.5,-0.9,-13.5,-13.5,,-2.6,-0.1,-4.2,-4.2,,27.3,,-13.7,-13.7,,139.4,140.4,133.3,133.3,,138.6,143.0,140.0,140.0,,-8.2,,126.6,126.6,
40,A001278,2015JJ00,2771,2771,0,0,0,2773,2761,0,0,0,0,0,12,0,12,2771.0,2771.0,0.0,0.0,0.0,2773.0,2761.0,0.0,0.0,0.0,0.0,,12.0,0.0,12.0,,,,,,,,,,,,,,,,100.0,100.0,,,,100.0,100.0,,,,,,100.0,,100.0
41,A001278,2016JJ00,2818,2818,0,0,0,2820,2808,0,0,0,0,0,12,0,12,2813.0,2813.0,,,,2815.0,2803.0,,,,,,12.0,,12.0,1.5,1.5,,,,1.5,1.5,,,,,,0.0,,0.0,100.2,100.2,,,,100.2,100.2,,,,,,100.0,,100.0
42,A001278,2017JJ00,2928,2928,0,0,0,2930,2916,0,0,0,0,0,14,0,14,2849.0,2849.0,,,,2851.0,2837.0,,,,,,14.0,,14.0,1.3,1.3,,,,1.3,1.2,,,,,,16.7,,16.7,102.8,102.8,,,,102.8,102.8,,,,,,100.0,,100.0
43,A001278,2018JJ00,2953,2953,0,0,0,2959,2943,0,0,0,0,0,16,0,16,2828.0,2828.0,,,,2829.0,2814.0,,,,,,15.0,,15.0,-0.8,-0.8,,,,-0.8,-0.8,,,,,,7.1,,7.1,104.4,104.4,,,,104.6,104.6,,,,,,106.7,,106.7
44,A001278,2019JJ00,3028,3028,0,0,0,3036,3020,0,0,0,0,0,16,0,16,2819.0,2819.0,,,,2820.0,2805.0,,,,,,15.0,,15.0,-0.3,-0.3,,,,-0.3,-0.3,,,,,,0.0,,0.0,107.4,107.4,,,,107.7,107.7,,,,,,106.7,,106.7
45,A001278,2020JJ00,3078,3078,0,0,0,3094,3079,0,0,0,0,0,15,0,15,2834.0,2834.0,,,,2842.0,2828.0,,,,,,14.0,,14.0,0.5,0.5,,,,0.8,0.8,,,,,,-6.3,,-6.3,108.6,108.6,,,,108.9,108.9,,,,,,106.7,,106.7
46,A001278,2021JJ00,3229,3229,0,0,0,3247,3228,0,0,0,0,0,19,0,19,2901.0,2901.0,,,,2910.0,2893.0,,,,,,18.0,,18.0,2.4,2.4,,,,2.4,2.3,,,,,,26.7,,26.7,111.3,111.3,,,,111.6,111.6,,,,,,106.7,,106.7
47,A001278,2022JJ00,3478,3478,0,0,0,3500,3470,0,0,0,0,0,30,0,30,2888.0,2888.0,,,,2897.0,2868.0,,,,,,29.0,,29.0,-0.5,-0.5,,,,-0.5,-0.8,,,,,,63.2,,63.2,120.4,120.4,,,,120.8,121.0,,,,,,103.2,,103.2
48,A001294,2015JJ00,512,167,345,345,0,594,143,13,13,0,0,3,435,435,0,512.0,167.0,345.0,345.0,0.0,594.0,143.0,13.0,13.0,0.0,0.0,,435.0,435.0,0.0,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,100.0,100.0,
49,A001294,2016JJ00,554,171,383,383,0,636,162,12,12,0,0,1,461,461,0,523.0,162.0,361.0,361.0,,604.0,154.0,12.0,12.0,,,,436.0,436.0,,2.1,-3.0,4.6,4.6,,1.7,7.7,-7.7,-7.7,,,,0.2,0.2,,105.9,105.6,106.1,106.1,,105.3,105.2,100.0,100.0,,,,105.7,105.7,
50,A001294,2017JJ00,563,176,387,387,0,650,165,14,14,0,0,-2,473,473,0,501.0,157.0,344.0,344.0,,583.0,148.0,15.0,15.0,,,,421.0,421.0,,-4.2,-2.9,-4.7,-4.7,,-3.5,-3.7,25.0,25.0,,,,-3.5,-3.5,,112.3,111.9,112.5,112.5,,111.5,111.3,93.3,93.3,,,,112.4,112.4,
51,A001294,2018JJ00,601,218,383,383,0,694,201,15,15,0,0,4,474,474,0,518.0,189.0,330.0,330.0,,604.0,177.0,16.0,16.0,,,,408.0,408.0,,3.4,19.9,-4.1,-4.1,,3.5,19.4,7.1,7.1,,,,-3.2,-3.2,,116.0,115.6,116.1,116.1,,115.0,113.5,93.3,93.3,,,,116.3,116.3,
52,A001294,2019JJ00,601,234,367,367,0,696,195,15,15,0,0,-2,488,488,0,494.0,193.0,301.0,301.0,,577.0,164.0,16.0,16.0,,,,399.0,399.0,,-4.7,2.3,-8.6,-8.6,,-4.5,-7.5,0.0,0.0,,,,-2.1,-2.1,,121.6,121.3,121.8,121.8,,120.7,119.0,93.3,93.3,,,,122.3,122.3,
53,A001294,2020JJ00,600,242,358,358,0,705,146,16,16,0,0,2,541,541,0,507.0,205.0,302.0,302.0,,593.0,124.0,17.0,17.0,,,,449.0,449.0,,2.7,6.4,0.3,0.3,,2.7,-24.1,6.7,6.7,,,,12.5,12.5,,118.3,117.9,118.5,118.5,,119.0,117.4,93.3,93.3,,,,120.5,120.5,
54,A001294,2021JJ00,783,265,518,518,0,915,157,16,16,0,0,9,733,733,0,620.0,209.0,410.0,410.0,,720.0,124.0,17.0,17.0,,,,570.0,570.0,,22.2,2.1,35.8,35.8,,21.6,0.0,0.0,0.0,,,,27.0,27.0,,126.4,126.5,126.3,126.3,,127.0,126.3,93.3,93.3,,,,128.6,128.6,
55,A001294,2022JJ00,796,321,475,475,0,913,195,19,19,0,0,0,699,699,0,472.0,190.0,282.0,282.0,,553.0,120.0,16.0,16.0,,,,418.0,418.0,,-23.9,-9.4,-31.3,-31.3,,-23.2,-3.8,-6.3,-6.3,,,,-26.7,-26.7,,168.8,169.2,168.5,168.5,,165.0,163.0,118.2,118.2,,,,167.4,167.4,
56,A001326,2015JJ00,791,255,536,536,0,1096,260,178,178,0,0,-3,661,661,0,791.0,255.0,536.0,536.0,0.0,1096.0,260.0,178.0,178.0,0.0,0.0,,661.0,661.0,0.0,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,100.0,100.0,
57,A001326,2016JJ00,998,329,669,669,0,1333,378,174,174,0,0,-6,787,787,0,851.0,282.0,569.0,569.0,,1172.0,324.0,172.0,172.0,,,,678.0,678.0,,7.6,10.6,6.2,6.2,,6.9,24.6,-3.4,-3.4,,,,2.6,2.6,,117.3,116.7,117.6,117.6,,113.7,116.7,101.2,101.2,,,,116.1,116.1,
58,A001326,2017JJ00,1025,340,685,685,0,1372,450,173,173,0,0,-2,751,751,0,842.0,279.0,562.0,562.0,,1158.0,369.0,167.0,167.0,,,,620.0,620.0,,-1.1,-0.9,-1.2,-1.2,,-1.2,13.8,-2.9,-2.9,,,,-8.5,-8.5,,121.8,121.7,121.8,121.8,,118.5,122.1,103.6,103.6,,,,121.1,121.1,
59,A001326,2018JJ00,1086,337,749,749,0,1470,496,184,184,0,0,12,778,778,0,946.0,325.0,620.0,620.0,,1292.0,417.0,178.0,178.0,,,,681.0,681.0,,12.4,16.5,10.4,10.4,,11.6,13.1,6.4,6.4,,,,9.9,9.9,,114.8,103.5,120.7,120.7,,113.8,119.0,103.6,103.6,,,,114.2,114.2,
60,A001326,2019JJ00,1028,291,737,737,0,1418,487,183,183,0,0,-3,751,751,0,915.0,285.0,626.0,626.0,,1258.0,413.0,178.0,178.0,,,,665.0,665.0,,-3.2,-12.5,0.9,0.9,,-2.7,-1.0,0.0,0.0,,,,-2.4,-2.4,,112.3,102.1,117.7,117.7,,112.7,118.0,103.0,103.0,,,,113.0,113.0,
61,A001326,2020JJ00,941,262,679,679,0,1327,376,210,210,0,0,22,719,719,0,874.0,268.0,601.0,601.0,,1217.0,323.0,214.0,214.0,,,,662.0,662.0,,-4.6,-5.8,-4.1,-4.1,,-3.2,-21.8,20.2,20.2,,,,-0.4,-0.4,,107.7,97.7,113.0,113.0,,109.0,116.5,98.3,98.3,,,,108.6,108.6,
