ID,Perioden,OutputBasisprijzen_1,Totaal_2,Totaal_3,ZaaiEnPantgoedGeleverdDoorAnder_4,ZaaiEnPlantgoedGekochtBuitenDe_5,Totaal_6,Elektriciteit_7,Gas_8,AndereBrandstoffen_9,Andere_10,Totaal_11,MeststoffenGeleverdDoorAndereLand_12,MeststoffenGekochtBuitenDeBedrijf_13,FytosanitaireProductenEnPesticiden_14,UitgavenVoorVeeartsen_15,Totaal_16,VeevoederGeleverdDoorAndereLandbo_17,VeevoederGekochtBuitenDeBedrijfst_18,VeevoederGeproduceerdEnVerbruiktO_19,OnderhoudVanMateriaal_20,OnderhoudVanGebouwen_21,Landbouwdiensten_22,IndirectGemetenDienstenVanFinanci_23,AndereGoederenEnDiensten_24,BrutoToegevoegdeWaardeBasisprijzen_25,Totaal_26,Werktuigen_27,Bouwwerken_28,Aanplantingen_29,Andere_30,NettoToegevoegdeWaardeBasisprijzen_31,OutputBasisprijzen_32,Totaal_33,Totaal_34,ZaaiEnPantgoedGeleverdDoorAnder_35,ZaaiEnPlantgoedGekochtBuitenDe_36,Totaal_37,Elektriciteit_38,Gas_39,AndereBrandstoffen_40,Andere_41,Totaal_42,MeststoffenGeleverdDoorAndereLand_43,MeststoffenGekochtBuitenDeBedrijf_44,FytosanitaireProductenEnPesticiden_45,UitgavenVoorVeeartsen_46,Totaal_47,VeevoederGeleverdDoorAndereLandbo_48,VeevoederGekochtBuitenDeBedrijfst_49,VeevoederGeproduceerdEnVerbruiktO_50,OnderhoudVanMateriaal_51,OnderhoudVanGebouwen_52,Landbouwdiensten_53,IndirectGemetenDienstenVanFinanci_54,AndereGoederenEnDiensten_55,BrutoToegevoegdeWaardeBasisprijzen_56,Totaal_57,Werktuigen_58,Bouwwerken_59,Aanplantingen_60,Andere_61,NettoToegevoegdeWaardeBasisprijzen_62,OutputBasisprijzen_63,Totaal_64,Totaal_65,ZaaiEnPantgoedGeleverdDoorAnder_66,ZaaiEnPlantgoedGekochtBuitenDe_67,Totaal_68,Elektriciteit_69,Gas_70,AndereBrandstoffen_71,Andere_72,Totaal_73,MeststoffenGeleverdDoorAndereLand_74,MeststoffenGekochtBuitenDeBedrijf_75,FytosanitaireProductenEnPesticiden_76,UitgavenVoorVeeartsen_77,Totaal_78,VeevoederGeleverdDoorAndereLandbo_79,VeevoederGekochtBuitenDeBedrijfst_80,VeevoederGeproduceerdEnVerbruiktO_81,OnderhoudVanMateriaal_82,OnderhoudVanGebouwen_83,Landbouwdiensten_84,IndirectGemetenDienstenVanFinanci_85,AndereGoederenEnDiensten_86,BrutoToegevoegdeWaardeBasisprijzen_87,Totaal_88,Werktuigen_89,Bouwwerken_90,Aanplantingen_91,Andere_92,NettoToegevoegdeWaardeBasisprijzen_93,OutputBasisprijzen_94,Totaal_95,Totaal_96,ZaaiEnPantgoedGeleverdDoorAnder_97,ZaaiEnPlantgoedGekochtBuitenDe_98,Totaal_99,Elektriciteit_100,Gas_101,AndereBrandstoffen_102,Andere_103,Totaal_104,MeststoffenGeleverdDoorAndereLand_105,MeststoffenGekochtBuitenDeBedrijf_106,FytosanitaireProductenEnPesticiden_107,UitgavenVoorVeeartsen_108,Totaal_109,VeevoederGeleverdDoorAndereLandbo_110,VeevoederGekochtBuitenDeBedrijfst_111,VeevoederGeproduceerdEnVerbruiktO_112,OnderhoudVanMateriaal_113,OnderhoudVanGebouwen_114,Landbouwdiensten_115,IndirectGemetenDienstenVanFinanci_116,AndereGoederenEnDiensten_117,BrutoToegevoegdeWaardeBasisprijzen_118,Totaal_119,Werktuigen_120,Bouwwerken_121,Aanplantingen_122,Andere_123,NettoToegevoegdeWaardeBasisprijzen_124,NettoToegevoegdeWaardeBasisprijzen_125,NietProductgebondenBelastingen_126,NietProductgebondenSubsidies_127,Landbouwinkomen_128,BeloningVanWerknemers_129,ExploitatieoverschotGemengdInkomen_130,NettoToegevoegdeWaardeBasisprijzen_131,NietProductgebondenBelastingen_132,NietProductgebondenSubsidies_133,Landbouwinkomen_134,BeloningVanWerknemers_135,ExploitatieoverschotGemengdInkomen_136,NettoToegevoegdeWaardeBasisprijzen_137,NietProductgebondenBelastingen_138,NietProductgebondenSubsidies_139,Landbouwinkomen_140,BeloningVanWerknemers_141,ExploitatieoverschotGemengdInkomen_142,NettoToegevoegdeWaardeBasisprijzen_143,NietProductgebondenBelastingen_144,NietProductgebondenSubsidies_145,Landbouwinkomen_146,BeloningVanWerknemers_147,ExploitatieoverschotGemengdInkomen_148,ExploitatieoverschotGemengdInkomen_149,BetaaldePachtED_150,BetaaldeRente_151,OntvangenRente_152,InkomenUitBedrijfsuitoefening_153,Totaal_154,Werknemers_155,Zelfstandigen_156,Inkomensindex2021100_157,MutatieTOVVoorafgaandJaar_158
10,2005JJ00,23145.0,14707.0,1349.0,632.0,717.0,1749.0,518.0,862.0,331.0,37.0,301.0,,301.0,474.0,273.0,4353.0,1091.0,2874.0,388.0,734.0,238.0,1827.0,78.0,3331.0,8438.0,2716,1118.0,1127.0,98.0,372.0,5722.0,28875.0,20152.0,1754.0,952.0,819.0,2323.0,659.0,1064.0,514.0,71.0,496.0,,496.0,506.0,364.0,7011.0,1499.0,4896.0,584.0,1018.0,286.0,2225.0,78.0,4199.0,8742.0,3458.0,1414.0,1499.0,104.0,438.0,5315.0,0.6,0.9,-3.4,4.0,-9.1,0.1,1.9,-0.4,-1.4,0.8,1.9,,1.9,1.2,-0.9,0.4,2.7,1.4,-11.9,0.5,1.3,-0.4,0.9,4.5,0.1,-0.2,-0.3,0.9,-1.1,-2.7,0.2,80.2,73.0,76.9,66.5,87.5,75.3,78.7,81.0,64.5,52.1,60.5,,60.5,93.8,75.0,62.1,72.8,58.7,66.5,72.2,83.2,82.1,100.2,79.3,96.5,78.5,79.1,75.2,94.5,85.1,107.7,5722.0,323.0,486.0,5885.0,1988.0,3897.0,5315.0,391.0,1499.0,6247.0,,,0.2,9.5,-4.9,-0.7,,,107.7,82.6,32.4,94.2,,,3897.0,473.0,1036.0,103.0,2491.0,166.0,66.0,100.0,85.7,2.2
11,2006JJ00,25192.0,15760.0,1426.0,671.0,755.0,2014.0,612.0,961.0,382.0,58.0,323.0,,323.0,478.0,282.0,4469.0,1072.0,3068.0,329.0,750.0,244.0,2006.0,78.0,3690.0,9433.0,2770,1132.0,1167.0,96.0,374.0,6663.0,29337.0,20723.0,1917.0,956.0,959.0,2252.0,646.0,993.0,516.0,95.0,510.0,,510.0,512.0,372.0,6993.0,1482.0,4996.0,498.0,1011.0,289.0,2386.0,86.0,4446.0,8693.0,3448.0,1418.0,1498.0,102.0,428.0,5279.0,1.6,2.8,9.3,0.4,17.1,-3.1,-1.9,-6.6,0.4,33.3,2.8,,2.8,1.3,2.3,-0.3,-1.2,2.0,-14.8,-0.6,1.2,7.3,10.3,5.9,-0.6,-0.3,0.3,0.0,-1.4,-2.3,-0.7,85.9,76.1,74.4,70.2,78.8,89.4,94.8,96.7,74.1,61.6,63.3,,63.3,93.3,75.6,63.9,72.3,61.4,66.1,74.2,84.3,84.0,90.4,83.0,108.5,80.3,79.9,77.9,94.5,87.5,126.2,6663.0,317.0,769.0,7114.0,2029.0,5085.0,5279.0,384.0,2394.0,6519.0,,,-0.7,-1.7,59.6,4.4,,,126.2,82.6,32.1,109.1,,,5085.0,483.0,1131.0,120.0,3590.0,162.0,67.0,96.0,103.1,20.4
12,2007JJ00,26644.0,17450.0,1605.0,778.0,828.0,2094.0,668.0,983.0,386.0,57.0,340.0,,340.0,535.0,291.0,5435.0,1221.0,3830.0,384.0,796.0,256.0,2060.0,79.0,3958.0,9194.0,2869,1187.0,1208.0,100.0,375.0,6325.0,30190.0,21438.0,1997.0,991.0,1003.0,2359.0,691.0,1047.0,522.0,89.0,519.0,,519.0,549.0,377.0,7142.0,1507.0,5111.0,507.0,1052.0,297.0,2464.0,95.0,4615.0,8867.0,3488.0,1460.0,1512.0,100.0,415.0,5403.0,2.9,3.5,4.2,3.7,4.7,4.8,6.9,5.4,1.2,-5.8,1.7,,1.7,7.2,1.3,2.1,1.7,2.3,1.9,4.0,2.6,3.3,10.7,3.8,2.0,1.2,3.0,0.9,-1.5,-2.8,2.3,88.3,81.4,80.4,78.5,82.5,88.8,96.8,93.9,73.9,63.6,65.6,,65.6,97.5,77.1,76.1,81.0,74.9,75.7,75.7,86.2,83.6,82.7,85.8,103.7,82.2,81.3,79.9,99.3,90.2,117.1,6325.0,300.0,953.0,6978.0,2129.0,4849.0,5403.0,365.0,1314.0,6360.0,,,2.3,-5.1,-45.1,-2.4,,,117.1,82.2,72.5,109.7,,,4849.0,592.0,1354.0,185.0,3088.0,160.0,67.0,93.0,100.4,-2.6
13,2008JJ00,27832.0,19371.0,1608.0,760.0,848.0,2519.0,674.0,1290.0,486.0,69.0,544.0,,544.0,583.0,306.0,5968.0,1238.0,4339.0,391.0,849.0,266.0,2245.0,88.0,4394.0,8461.0,3013,1278.0,1263.0,101.0,373.0,5448.0,31422.0,22480.0,1978.0,971.0,1003.0,2390.0,619.0,1141.0,530.0,95.0,542.0,,542.0,584.0,383.0,7492.0,1586.0,5354.0,534.0,1085.0,306.0,2592.0,96.0,5053.0,9097.0,3554.0,1534.0,1523.0,99.0,401.0,5561.0,4.1,4.9,-1.0,-2.0,0.0,1.3,-10.3,9.0,1.4,6.2,4.5,,4.5,6.3,1.5,4.9,5.2,4.7,5.4,3.2,3.1,5.2,0.3,9.5,2.6,1.9,5.0,0.7,-1.9,-3.4,2.9,88.6,86.2,81.3,78.2,84.6,105.4,108.9,113.0,91.9,73.1,100.4,,100.4,99.8,79.8,79.7,78.1,81.0,73.2,78.3,86.9,86.6,92.1,87.0,93.0,84.8,83.3,82.9,102.0,92.9,98.0,5448.0,306.0,1051.0,6193.0,2234.0,3959.0,5561.0,370.0,1477.0,6632.0,,,2.9,1.5,12.4,4.3,,,98.0,82.8,71.2,93.4,,,3959.0,535.0,1549.0,205.0,2080.0,158.0,67.0,91.0,88.3,-12.1
14,2009JJ00,26086.0,18481.0,1617.0,831.0,785.0,2339.0,658.0,1275.0,346.0,60.0,420.0,,420.0,628.0,323.0,5289.0,1217.0,3697.0,374.0,887.0,281.0,2273.0,82.0,4343.0,7605.0,3148,1352.0,1337.0,102.0,357.0,4457.0,31986.0,22674.0,2026.0,1068.0,959.0,2432.0,618.0,1182.0,528.0,96.0,537.0,,537.0,627.0,393.0,7381.0,1596.0,5234.0,536.0,1110.0,318.0,2614.0,97.0,5142.0,9455.0,3616.0,1592.0,1549.0,96.0,385.0,5847.0,1.8,0.9,2.4,10.0,-4.4,1.8,-0.2,3.6,-0.3,0.9,-0.9,,-0.9,7.3,2.7,-1.5,0.6,-2.2,0.3,2.3,3.9,0.9,0.8,1.8,3.9,1.8,3.8,1.7,-2.6,-4.0,5.1,81.6,81.5,79.8,77.8,81.8,96.2,106.4,107.8,65.6,62.8,78.2,,78.2,100.3,82.0,71.7,76.3,70.6,69.8,80.0,88.4,87.0,84.5,84.5,80.4,87.1,84.9,86.3,106.5,92.7,76.2,4457.0,349.0,1057.0,5165.0,2250.0,2915.0,5847.0,379.0,1372.0,6844.0,,,5.1,2.3,-7.1,3.2,,,76.2,92.2,77.0,75.5,,,2915.0,596.0,1506.0,193.0,1006.0,155.0,66.0,90.0,74.5,-15.6
15,2010JJ00,28597.0,19416.0,1580.0,850.0,730.0,2590.0,724.0,1370.0,429.0,67.0,461.0,,461.0,557.0,337.0,5626.0,1350.0,3862.0,415.0,912.0,288.0,2338.0,89.0,4638.0,9181.0,3253,1413.0,1389.0,102.0,349.0,5929.0,32223.0,22983.0,1901.0,1050.0,855.0,2712.0,716.0,1310.0,557.0,107.0,645.0,,645.0,547.0,403.0,7354.0,1570.0,5254.0,517.0,1118.0,322.0,2687.0,95.0,5161.0,9382.0,3666.0,1635.0,1574.0,94.0,371.0,5713.0,0.7,1.4,-6.1,-1.7,-10.8,11.5,15.9,10.8,5.5,12.5,20.1,,20.1,-12.8,2.4,-0.4,-1.6,0.4,-3.6,0.8,1.3,2.8,-1.9,0.4,-0.8,1.4,2.7,1.6,-2.3,-3.5,-2.3,88.7,84.5,83.1,81.0,85.3,95.5,101.2,104.6,77.0,61.9,71.4,,71.4,101.8,83.7,76.5,86.0,73.5,80.3,81.6,89.4,87.0,94.4,89.9,97.9,88.7,86.4,88.3,108.9,93.9,103.8,5929.0,353.0,1086.0,6662.0,2302.0,4360.0,5713.0,381.0,1353.0,6687.0,,,-2.3,0.6,-1.4,-2.3,,,103.8,92.6,80.2,99.6,,,4360.0,546.0,1405.0,199.0,2608.0,154.0,65.0,89.0,96.5,29.6
16,2011JJ00,29327.0,21175.0,1649.0,880.0,770.0,2740.0,734.0,1404.0,534.0,68.0,574.0,,574.0,541.0,342.0,7202.0,1884.0,4739.0,580.0,950.0,294.0,2460.0,90.0,4332.0,8152.0,3320,1492.0,1406.0,103.0,319.0,4832.0,31887.0,22623.0,1864.0,1072.0,798.0,2603.0,712.0,1221.0,556.0,98.0,642.0,,642.0,538.0,397.0,7297.0,1557.0,5210.0,516.0,1148.0,324.0,2778.0,97.0,4920.0,9388.0,3750.0,1718.0,1588.0,92.0,364.0,5647.0,-1.0,-1.6,-1.9,2.1,-6.7,-4.0,-0.6,-6.8,-0.1,-9.2,-0.4,,-0.4,-1.6,-1.4,-0.8,-0.8,-0.8,-0.1,2.7,0.7,3.4,2.0,-4.7,0.1,2.3,5.1,0.9,-2.4,-2.0,-1.2,92.0,93.6,88.5,82.0,96.5,105.3,103.1,115.0,96.1,69.4,89.3,,89.3,100.5,86.1,98.7,121.0,91.0,112.3,82.8,90.9,88.6,93.2,88.1,86.8,88.5,86.8,88.5,112.0,87.8,85.6,4832.0,360.0,1219.0,5691.0,2368.0,3323.0,5647.0,371.0,1602.0,6827.0,,,-1.2,-2.5,18.4,2.1,,,85.6,97.0,76.1,83.4,,,3323.0,579.0,1478.0,184.0,1450.0,153.0,64.0,88.0,82.8,-14.2
17,2012JJ00,30339.0,21459.0,1546.0,805.0,741.0,2754.0,731.0,1403.0,556.0,65.0,575.0,,575.0,540.0,353.0,7452.0,1749.0,5153.0,550.0,960.0,297.0,2419.0,85.0,4477.0,8880.0,3442,1611.0,1450.0,84.0,297.0,5438.0,31934.0,22563.0,1818.0,1048.0,776.0,2610.0,741.0,1216.0,543.0,92.0,635.0,,635.0,541.0,402.0,7390.0,1558.0,5309.0,517.0,1140.0,319.0,2713.0,93.0,4870.0,9503.0,3884.0,1806.0,1640.0,89.0,363.0,5625.0,0.1,-0.3,-2.5,-2.3,-2.7,0.3,4.0,-0.4,-2.4,-5.7,-1.2,,-1.2,0.5,1.4,1.3,0.0,1.9,0.1,-0.7,-1.5,-2.3,-3.4,-1.0,1.2,3.6,5.1,3.3,-2.7,-0.2,-0.4,95.0,95.1,85.0,76.9,95.4,105.5,98.7,115.3,102.4,70.4,90.5,,90.5,99.9,87.8,100.8,112.3,97.1,106.5,84.1,93.1,89.2,90.9,91.9,93.4,88.6,89.2,88.4,93.8,81.7,96.7,5438.0,346.0,1173.0,6265.0,2449.0,3816.0,5625.0,362.0,1596.0,6810.0,,,-0.4,-2.4,-0.3,-0.3,,,96.7,95.6,73.5,92.0,,,3816.0,573.0,1365.0,182.0,2061.0,150.0,64.0,86.0,91.2,10.1
18,2013JJ00,31718.0,21649.0,1682.0,898.0,784.0,2806.0,730.0,1425.0,585.0,66.0,545.0,,545.0,609.0,371.0,7291.0,1431.0,5400.0,460.0,989.0,299.0,2450.0,82.0,4524.0,10068.0,3594,1679.0,1535.0,84.0,296.0,6474.0,32478.0,22891.0,1846.0,1048.0,801.0,2671.0,763.0,1228.0,571.0,92.0,642.0,,642.0,608.0,415.0,7527.0,1565.0,5449.0,510.0,1162.0,316.0,2698.0,86.0,4878.0,9722.0,4010.0,1865.0,1707.0,87.0,363.0,5721.0,1.7,1.5,1.5,0.0,3.2,2.4,3.0,1.0,5.2,0.0,1.0,,1.0,12.5,3.1,1.8,0.5,2.6,-1.2,1.9,-1.0,-0.6,-8.3,0.2,2.3,3.2,3.3,4.1,-1.8,0.1,1.7,97.7,94.6,91.1,85.8,97.8,105.1,95.7,116.0,102.5,71.4,84.9,,84.9,100.2,89.3,96.9,91.4,99.1,90.0,85.2,94.7,90.8,96.2,92.7,103.6,89.6,90.0,89.9,96.3,81.6,113.2,6474.0,306.0,1213.0,7381.0,2497.0,4884.0,5721.0,340.0,1655.0,6981.0,,,1.7,-6.3,3.7,2.5,,,113.2,90.2,73.3,105.7,,,4884.0,641.0,1358.0,141.0,3026.0,152.0,65.0,87.0,104.9,15.0
19,2014JJ00,30571.0,20654.0,1550.0,852.0,698.0,2497.0,685.0,1103.0,649.0,60.0,563.0,,563.0,621.0,378.0,6574.0,1436.0,4670.0,468.0,1013.0,303.0,2500.0,83.0,4573.0,9917.0,3687,1748.0,1555.0,85.0,300.0,6230.0,32818.0,22651.0,1799.0,1040.0,765.0,2619.0,793.0,1081.0,654.0,94.0,660.0,,660.0,621.0,420.0,7365.0,1597.0,5251.0,523.0,1152.0,318.0,2733.0,81.0,4850.0,10262.0,4087.0,1925.0,1723.0,87.0,365.0,6154.0,1.0,-1.1,-2.5,-0.8,-4.5,-2.0,3.9,-12.0,14.5,2.7,2.8,,2.8,2.1,1.4,-2.2,2.0,-3.6,2.4,-0.8,0.6,1.3,-5.6,-0.6,5.6,1.9,3.2,0.9,0.1,0.5,7.6,93.2,91.2,86.1,82.0,91.2,95.4,86.4,102.0,99.4,63.7,85.4,,85.4,100.0,89.8,89.3,89.9,88.9,89.5,88.0,95.3,91.5,102.3,94.3,96.6,90.2,90.8,90.2,97.1,82.1,101.2,6230.0,288.0,1099.0,7041.0,2472.0,4569.0,6154.0,323.0,1477.0,7335.0,,,7.6,-4.9,-10.8,5.1,,,101.2,89.1,74.4,96.0,,,4569.0,611.0,1299.0,125.0,2784.0,150.0,64.0,86.0,101.4,-3.4
20,2015JJ00,30143.0,19853.0,1641.0,876.0,765.0,2306.0,635.0,1042.0,575.0,54.0,563.0,,563.0,630.0,381.0,6312.0,1333.0,4568.0,411.0,1063.0,316.0,2381.0,79.0,4182.0,10290.0,3774,1850.0,1533.0,90.0,300.0,6516.0,33104.0,22507.0,1900.0,1036.0,863.0,2708.0,811.0,1135.0,671.0,90.0,646.0,,646.0,635.0,415.0,7410.0,1523.0,5415.0,478.0,1189.0,330.0,2660.0,77.0,4517.0,10673.0,4151.0,1983.0,1729.0,92.0,361.0,6489.0,0.9,-0.6,5.6,-0.3,12.8,3.4,2.3,5.0,2.7,-4.5,-2.1,,-2.1,2.3,-1.4,0.6,-4.6,3.1,-8.5,3.2,3.7,-2.6,-4.6,-6.9,4.0,1.6,3.0,0.3,5.3,-1.2,5.4,91.1,88.2,86.4,84.5,88.7,85.2,78.3,91.8,85.7,59.6,87.1,,87.1,99.3,91.9,85.2,87.5,84.4,86.0,89.4,95.7,89.5,102.7,92.6,96.4,90.9,93.3,88.7,98.2,83.2,100.4,6516.0,313.0,1076.0,7279.0,2481.0,4798.0,6489.0,338.0,1448.0,7652.0,,,5.4,4.7,-1.9,4.3,,,100.4,92.6,74.3,95.1,,,4798.0,644.0,1186.0,156.0,3122.0,149.0,63.0,85.0,104.7,3.3
21,2016JJ00,30488.0,19547.0,1729.0,954.0,775.0,1935.0,595.0,763.0,534.0,44.0,473.0,,473.0,632.0,394.0,6467.0,1417.0,4618.0,433.0,1092.0,314.0,2386.0,76.0,4047.0,10941.0,3855,1910.0,1542.0,100.0,305.0,7086.0,33801.0,22882.0,1901.0,1070.0,832.0,2765.0,846.0,1150.0,680.0,89.0,645.0,,645.0,630.0,430.0,7727.0,1539.0,5712.0,485.0,1204.0,326.0,2662.0,73.0,4512.0,10989.0,4221.0,2026.0,1745.0,101.0,359.0,6729.0,2.1,1.7,0.0,3.3,-3.6,2.1,4.4,1.3,1.3,-1.3,-0.1,,-0.1,-0.7,3.6,4.3,1.0,5.5,1.4,1.3,-1.0,0.1,-4.8,-0.1,3.0,1.7,2.2,0.9,10.1,-0.3,3.7,90.2,85.4,91.0,89.2,93.1,70.0,70.2,66.3,78.5,49.5,73.4,,73.4,100.2,91.8,83.7,92.1,80.8,89.3,90.7,96.3,89.7,103.7,89.7,99.6,91.3,94.2,88.4,98.2,84.7,105.3,7086.0,336.0,907.0,7657.0,2546.0,5111.0,6729.0,339.0,1192.0,7706.0,,,3.7,0.2,-17.7,0.7,,,105.3,99.2,76.1,99.4,,,5111.0,702.0,1083.0,108.0,3433.0,152.0,64.0,88.0,107.2,2.3
22,2017JJ00,32032.0,19869.0,1945.0,1079.0,866.0,2099.0,611.0,856.0,579.0,53.0,485.0,,485.0,669.0,396.0,6422.0,1307.0,4700.0,415.0,1095.0,319.0,2474.0,75.0,3889.0,12163.0,3905,1956.0,1522.0,111.0,316.0,8258.0,34018.0,22991.0,2002.0,1080.0,921.0,2782.0,853.0,1160.0,682.0,89.0,683.0,,683.0,672.0,428.0,7697.0,1563.0,5631.0,506.0,1195.0,330.0,2690.0,67.0,4436.0,11091.0,4253.0,2073.0,1715.0,110.0,362.0,6798.0,0.6,0.5,5.3,1.0,10.7,0.6,0.7,0.8,0.3,-0.1,5.8,,5.8,6.6,-0.3,-0.4,1.6,-1.4,4.3,-0.7,1.0,1.1,-8.8,-1.7,0.9,0.8,2.3,-1.7,8.8,0.7,1.0,94.2,86.4,97.1,99.9,94.0,75.4,71.7,73.8,84.9,59.5,71.0,,71.0,99.6,92.6,83.4,83.6,83.5,82.0,91.6,96.9,92.0,111.6,87.7,109.7,91.8,94.3,88.7,100.9,87.4,121.5,8258.0,356.0,913.0,8815.0,2642.0,6173.0,6798.0,344.0,1186.0,7769.0,,,1.0,1.7,-0.5,0.8,,,121.5,103.5,77.0,113.5,,,6173.0,759.0,960.0,103.0,4557.0,155.0,66.0,89.0,119.1,11.1
23,2018JJ00,31421.0,20320.0,1864.0,969.0,895.0,2224.0,633.0,915.0,615.0,60.0,483.0,,483.0,620.0,395.0,6808.0,1477.0,4875.0,457.0,1073.0,331.0,2490.0,69.0,3963.0,11101.0,4041,2050.0,1538.0,116.0,337.0,7061.0,33284.0,22483.0,2016.0,1078.0,937.0,2674.0,813.0,1116.0,660.0,85.0,655.0,,655.0,621.0,418.0,7628.0,1482.0,5681.0,467.0,1162.0,336.0,2666.0,63.0,4227.0,10862.0,4335.0,2149.0,1705.0,116.0,370.0,6529.0,-2.2,-2.2,0.7,-0.2,1.7,-3.9,-4.7,-3.8,-3.2,-4.5,-4.1,,-4.1,-7.6,-2.3,-0.9,-5.2,0.9,-7.7,-2.8,1.8,-0.9,-6.1,-4.7,-2.1,1.9,3.7,-0.6,5.4,2.2,-4.0,94.4,90.4,92.5,89.8,95.6,83.2,77.9,82.0,93.1,71.0,73.8,,73.8,99.8,94.4,89.2,99.6,85.8,97.8,92.3,98.5,93.4,110.2,93.8,102.2,93.2,95.4,90.2,99.6,91.2,108.1,7061.0,362.0,986.0,7685.0,2807.0,4878.0,6529.0,350.0,1273.0,7534.0,,,-4.0,1.6,7.3,-3.0,,,108.1,103.3,77.5,102.0,,,4878.0,713.0,883.0,100.0,3382.0,160.0,68.0,92.0,98.3,-17.4
24,2019JJ00,32755.0,20949.0,1877.0,943.0,933.0,2292.0,670.0,943.0,628.0,50.0,480.0,,480.0,635.0,425.0,6988.0,1488.0,5032.0,468.0,1120.0,332.0,2546.0,62.0,4192.0,11807.0,4249,2193.0,1578.0,123.0,355.0,7558.0,33906.0,22681.0,2002.0,1053.0,948.0,2750.0,828.0,1170.0,666.0,88.0,627.0,,627.0,639.0,445.0,7696.0,1453.0,5788.0,465.0,1173.0,343.0,2648.0,61.0,4277.0,11261.0,4439.0,2238.0,1702.0,121.0,381.0,6816.0,1.9,0.9,-0.6,-2.4,1.2,2.9,1.9,4.8,0.9,3.3,-4.3,,-4.3,2.9,6.4,0.9,-2.0,1.9,-0.5,0.9,2.2,-0.7,-2.1,1.2,3.7,2.4,4.2,-0.1,3.8,3.0,4.4,96.6,92.4,93.7,89.6,98.4,83.3,80.9,80.6,94.3,57.5,76.6,,76.6,99.3,95.5,90.8,102.4,86.9,100.8,95.5,96.8,96.1,101.3,98.0,104.8,95.7,98.0,92.7,101.6,93.2,110.9,7558.0,368.0,1021.0,8212.0,2980.0,5232.0,6816.0,359.0,1315.0,7862.0,,,4.4,2.5,3.3,4.3,,,110.9,102.4,77.7,104.5,,,5232.0,690.0,795.0,88.0,3834.0,161.0,70.0,91.0,101.1,2.8
25,2020JJ00,31724.0,20428.0,1875.0,993.0,882.0,1957.0,598.0,765.0,561.0,33.0,441.0,,441.0,662.0,435.0,6869.0,1432.0,4971.0,466.0,1120.0,343.0,2583.0,57.0,4086.0,11296.0,4442,2304.0,1639.0,127.0,371.0,6854.0,33964.0,22566.0,1991.0,1061.0,930.0,2773.0,842.0,1176.0,673.0,81.0,640.0,,640.0,667.0,448.0,7682.0,1481.0,5729.0,474.0,1156.0,349.0,2648.0,57.0,4147.0,11415.0,4550.0,2331.0,1706.0,125.0,389.0,6867.0,0.2,-0.5,-0.6,0.7,-1.9,0.8,1.7,0.6,1.0,-8.1,2.0,,2.0,4.4,0.7,-0.2,2.0,-1.0,2.0,-1.4,1.8,0.0,-7.1,-3.0,1.4,2.5,4.1,0.2,3.1,2.3,0.7,93.4,90.5,94.2,93.6,94.9,70.6,71.1,65.0,83.4,40.5,69.0,,69.0,99.2,97.0,89.4,96.7,86.8,98.3,96.9,98.0,97.5,99.3,98.5,99.0,97.6,98.8,96.1,102.4,95.4,99.8,6854.0,370.0,1490.0,7974.0,3104.0,4870.0,6867.0,366.0,1702.0,8197.0,,,0.7,2.0,29.5,4.3,,,99.8,101.1,87.5,97.3,,,4870.0,693.0,769.0,89.0,3497.0,161.0,72.0,89.0,96.3,-4.7
26,2021JJ00,34406.0,22647.0,2065.0,1119.0,946.0,2851.0,856.0,1232.0,685.0,78.0,664.0,,664.0,661.0,428.0,7490.0,1458.0,5564.0,468.0,1156.0,359.0,2695.0,52.0,4227.0,11758.0,4624,2400.0,1697.0,129.0,398.0,7134.0,34406.0,22647.0,2065.0,1119.0,946.0,2851.0,856.0,1232.0,685.0,78.0,664.0,,664.0,661.0,428.0,7490.0,1458.0,5564.0,468.0,1156.0,359.0,2695.0,52.0,4227.0,11758.0,4624.0,2400.0,1697.0,129.0,398.0,7134.0,1.3,0.4,3.7,5.5,1.7,2.8,1.6,4.7,1.9,-2.9,3.7,,3.7,-0.9,-4.5,-2.5,-1.6,-2.9,-1.2,0.0,2.6,1.8,-9.2,1.9,3.0,1.6,3.0,-0.5,3.4,2.3,3.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7134.0,330.0,1722.0,8527.0,3214.0,5313.0,7134.0,330.0,1722.0,8527.0,,,3.9,-10.0,1.2,4.0,,,100.0,100.0,100.0,100.0,,,5313.0,729.0,724.0,85.0,3945.0,161.0,72.0,89.0,100.0,3.8
