ID,OriginDestination,Periods,CO2_1,N2O_2,CH4_3,GreenhouseGasEquivalent_4,NOx_5,SO2_6,NH3_7,AcidificationEquivalent_8,CFK12Equivalent_9,CO_10,NMVOC_11,PM10_12,FineDustEquivalent_13
631,334800,1997JJ00,139.0,0.0,0.0,140.0,0.2,1.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0
632,334800,1998JJ00,150.0,0.0,0.0,151.0,0.1,1.5,0.0,0.0,0.0,0.1,0.2,0.0,0.0
633,334800,1999JJ00,160.0,0.0,0.0,160.0,0.1,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0
634,334800,2000JJ00,157.0,0.0,0.0,158.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0
635,334800,2001JJ00,137.0,0.0,0.0,138.0,0.1,0.1,0.0,0.0,0.0,0.6,0.2,0.0,0.0
636,334800,2002JJ00,122.0,0.0,0.0,122.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
637,334800,2003JJ00,126.0,0.0,0.0,126.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
638,334800,2004JJ00,143.0,0.0,0.0,143.0,0.1,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0
639,334800,2005JJ00,143.0,0.0,0.0,144.0,0.1,0.1,0.0,0.0,0.0,0.9,0.1,0.0,0.0
640,334800,2006JJ00,145.0,0.0,0.0,145.0,0.1,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0
641,334800,2007JJ00,180.0,0.0,0.0,180.0,0.1,0.1,0.0,0.0,0.0,0.6,0.1,0.0,0.0
642,334800,2008JJ00,180.0,0.0,0.0,181.0,0.2,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0
643,334800,2009JJ00,181.0,0.0,0.0,182.0,0.2,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0
644,334800,2010JJ00,175.0,0.0,0.0,176.0,0.2,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0
645,334800,2011JJ00,180.0,0.0,0.0,181.0,0.3,0.2,0.0,0.0,0.0,0.7,0.1,0.0,0.0
646,334800,2012JJ00,176.0,0.0,0.0,177.0,0.3,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0
647,334800,2013JJ00,165.0,0.0,0.0,166.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0
648,336500,1990JJ00,238.0,0.0,0.0,239.0,0.9,0.5,0.0,0.0,14.7,0.4,1.4,0.1,0.1
649,336500,1991JJ00,297.0,0.0,0.0,298.0,0.5,0.4,0.0,0.0,11.8,0.4,1.3,0.1,0.1
650,336500,1992JJ00,299.0,0.0,0.0,300.0,0.7,0.4,0.0,0.0,8.8,0.4,1.2,0.1,0.1
651,336500,1993JJ00,286.0,0.0,0.0,287.0,0.9,0.3,0.0,0.0,5.9,0.4,1.0,0.1,0.1
652,336500,1994JJ00,284.0,0.0,0.0,284.0,0.7,0.2,0.0,0.0,2.9,0.4,0.9,0.1,0.1
653,336500,1995JJ00,269.0,0.0,0.0,270.0,0.7,0.2,0.0,0.0,0.0,0.4,1.0,0.1,0.1
654,336500,1996JJ00,319.0,0.0,0.0,320.0,0.8,0.4,0.0,0.0,0.0,0.4,1.0,0.1,0.1
655,336500,1997JJ00,293.0,0.0,0.0,294.0,0.5,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.0
656,336500,1998JJ00,309.0,0.0,0.0,310.0,0.5,0.4,0.0,0.0,0.0,0.3,0.9,0.1,0.1
657,336500,1999JJ00,314.0,0.0,0.0,315.0,0.5,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.0
658,336500,2000JJ00,296.0,0.0,0.0,296.0,0.4,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0
659,336500,2001JJ00,282.0,0.0,0.0,283.0,0.5,0.2,0.0,0.0,0.0,1.3,0.5,0.1,0.1
660,336500,2002JJ00,267.0,0.0,0.0,268.0,0.4,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0
661,336500,2003JJ00,266.0,0.0,0.0,267.0,0.3,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
662,336500,2004JJ00,246.0,0.0,0.0,247.0,0.4,0.2,0.0,0.0,0.0,1.3,0.2,0.0,0.0
663,336500,2005JJ00,251.0,0.0,0.0,252.0,0.4,0.2,0.0,0.0,0.0,1.6,0.3,0.0,0.0
664,336500,2006JJ00,262.0,0.0,0.0,263.0,0.4,0.2,0.0,0.0,0.0,1.3,0.3,0.0,0.0
665,336500,2007JJ00,254.0,0.0,0.0,255.0,0.4,0.2,0.0,0.0,0.0,1.1,0.3,0.0,0.0
666,336500,2008JJ00,296.0,0.0,0.0,298.0,0.5,0.2,0.0,0.0,0.0,1.4,0.3,0.1,0.1
667,336500,2009JJ00,289.0,0.0,0.1,292.0,0.5,0.2,0.0,0.0,0.0,1.3,0.3,0.1,0.1
668,336500,2010JJ00,283.0,0.0,0.0,286.0,0.5,0.3,0.0,0.0,0.0,1.4,0.3,0.1,0.1
669,336500,2011JJ00,220.0,0.0,0.0,222.0,0.7,0.3,0.0,0.0,0.0,1.3,0.4,0.1,0.1
670,336500,2012JJ00,256.0,0.0,0.0,259.0,0.6,0.3,0.0,0.0,0.0,0.2,0.3,0.0,0.0
671,336500,2013JJ00,253.0,0.0,0.1,256.0,0.6,0.3,0.0,0.0,0.0,0.2,0.3,0.1,0.1
672,339205,1990JJ00,263.0,0.0,0.0,264.0,2.3,1.3,0.0,0.1,0.0,1.3,6.9,0.6,0.6
673,339205,1991JJ00,230.0,0.0,0.0,231.0,1.0,0.0,0.0,0.0,0.0,0.9,6.4,0.4,0.4
674,339205,1992JJ00,231.0,0.0,0.0,232.0,1.4,0.0,0.0,0.0,0.0,0.8,5.9,0.3,0.3
675,339205,1993JJ00,220.0,0.0,0.0,221.0,1.2,0.0,0.0,0.0,0.1,0.8,5.4,0.2,0.2
676,339205,1994JJ00,216.0,0.0,0.0,217.0,0.5,0.0,0.0,0.0,0.1,0.7,4.9,0.1,0.1
677,339205,1995JJ00,193.0,0.0,0.0,194.0,0.5,0.0,0.0,0.0,0.1,0.7,4.5,0.0,0.0
678,339205,1996JJ00,198.0,0.0,0.0,199.0,0.5,0.0,0.0,0.0,0.1,0.9,3.1,0.0,0.0
679,339205,1997JJ00,196.0,0.0,0.0,196.0,0.3,0.1,0.0,0.0,0.0,0.7,3.4,0.0,0.0
680,339205,1998JJ00,191.0,0.0,0.0,191.0,0.3,0.2,0.0,0.0,0.0,0.1,3.3,0.0,0.0
681,339205,1999JJ00,176.0,0.0,0.0,176.0,0.2,0.0,0.0,0.0,0.0,0.1,3.8,0.0,0.0
682,339205,2000JJ00,184.0,0.0,0.0,184.0,0.2,0.0,0.0,0.0,0.0,0.2,4.8,0.0,0.0
683,339205,2001JJ00,195.0,0.0,0.0,196.0,0.3,0.0,0.0,0.0,6.4,0.1,3.3,0.0,0.0
684,339205,2002JJ00,189.0,0.0,0.0,190.0,0.3,0.0,0.0,0.0,7.0,0.3,4.1,0.0,0.0
685,339205,2003JJ00,186.0,0.0,0.0,186.0,0.2,0.0,0.0,0.0,0.0,0.2,4.6,0.0,0.0
686,339205,2004JJ00,177.0,0.0,0.0,178.0,0.2,0.0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
687,339205,2005JJ00,166.0,0.0,0.0,167.0,0.2,0.0,0.0,0.0,0.0,0.1,4.1,0.0,0.0
688,339205,2006JJ00,145.0,0.0,0.0,146.0,0.2,0.0,0.0,0.0,0.0,0.1,3.7,0.0,0.0
689,339205,2007JJ00,145.0,0.0,0.0,146.0,0.2,0.0,0.0,0.0,0.0,0.1,3.8,0.0,0.0
690,339205,2008JJ00,172.0,0.0,0.0,173.0,0.2,0.0,0.0,0.0,0.0,0.1,4.3,0.0,0.0
691,339205,2009JJ00,174.0,0.0,0.0,175.0,0.2,0.0,0.0,0.0,0.0,0.1,4.1,0.0,0.0
692,339205,2010JJ00,184.0,0.0,0.0,185.0,0.2,0.0,0.0,0.0,0.0,0.1,4.9,0.0,0.0
693,339205,2011JJ00,121.0,0.0,0.0,123.0,0.2,0.0,0.0,0.0,0.0,0.1,5.2,0.0,0.0
694,339205,2012JJ00,134.0,0.0,0.0,136.0,0.2,0.0,0.0,0.0,0.0,0.1,4.8,0.0,0.0
695,339205,2013JJ00,136.0,0.0,0.0,138.0,0.2,0.0,0.0,0.0,0.0,0.1,4.8,0.0,0.0
696,300023,1990JJ00,425.0,0.0,0.1,427.0,1.1,0.2,0.0,0.0,19.6,0.9,3.1,0.2,0.2
697,300023,1991JJ00,536.0,0.0,0.1,538.0,0.9,0.2,0.0,0.0,15.7,0.9,3.0,0.2,0.2
698,300023,1992JJ00,540.0,0.0,0.1,543.0,1.2,0.2,0.0,0.0,11.9,0.9,2.7,0.2,0.2
699,300023,1993JJ00,517.0,0.0,0.1,520.0,1.3,0.1,0.0,0.0,8.1,0.9,2.5,0.1,0.1
700,300023,1994JJ00,509.0,0.0,0.1,512.0,0.9,0.1,0.0,0.0,4.2,0.8,2.2,0.1,0.1
701,300023,1995JJ00,461.0,0.0,0.1,463.0,0.9,0.1,0.0,0.0,0.4,0.7,2.3,0.1,0.1
702,300023,1996JJ00,488.0,0.0,0.1,491.0,0.9,0.1,0.0,0.0,0.3,0.7,2.2,0.1,0.1
703,300023,1997JJ00,455.0,0.0,0.1,458.0,0.8,0.1,0.0,0.0,0.2,0.6,0.9,0.1,0.1
704,300023,1998JJ00,447.0,0.0,0.1,450.0,0.7,0.2,0.0,0.0,0.1,0.6,1.8,0.1,0.1
705,300023,1999JJ00,462.0,0.0,0.1,464.0,0.7,0.0,0.0,0.0,0.0,0.5,0.8,0.1,0.1
706,300023,2000JJ00,446.0,0.0,0.1,449.0,0.7,0.0,0.0,0.0,0.0,0.5,1.4,0.1,0.1
707,300023,2001JJ00,456.0,0.0,0.1,459.0,0.8,0.0,0.0,0.0,0.9,0.5,1.2,0.1,0.1
708,300023,2002JJ00,462.0,0.0,0.1,465.0,0.8,0.0,0.0,0.0,1.0,0.5,1.2,0.1,0.1
709,300023,2003JJ00,448.0,0.0,0.1,451.0,0.8,0.0,0.0,0.0,0.0,0.4,1.2,0.1,0.1
710,300023,2004JJ00,455.0,0.0,0.1,458.0,0.9,0.0,0.0,0.0,0.0,0.4,1.2,0.1,0.1
711,300023,2005JJ00,446.0,0.0,0.1,449.0,0.9,0.0,0.0,0.0,0.0,0.4,1.2,0.1,0.1
712,300023,2006JJ00,422.0,0.0,0.1,425.0,0.9,0.0,0.0,0.0,0.0,0.4,1.2,0.1,0.1
713,300023,2007JJ00,405.0,0.0,0.1,409.0,0.9,0.0,0.0,0.0,0.0,0.4,1.2,0.1,0.1
714,300023,2008JJ00,455.0,0.0,0.1,460.0,1.0,0.0,0.0,0.0,0.0,0.5,1.3,0.1,0.1
715,300023,2009JJ00,394.0,0.0,0.1,400.0,1.0,0.0,0.0,0.0,0.0,0.6,1.2,0.1,0.1
716,300023,2010JJ00,434.0,0.0,0.1,440.0,1.1,0.0,0.0,0.0,0.0,0.7,1.3,0.1,0.1
717,300023,2011JJ00,466.0,0.0,0.1,471.0,1.2,0.0,0.0,0.0,0.0,0.8,1.4,0.1,0.1
718,300023,2012JJ00,552.0,0.0,0.1,558.0,1.1,0.0,0.0,0.0,0.0,0.8,1.3,0.1,0.1
719,300023,2013JJ00,547.0,0.0,0.1,553.0,1.1,0.0,0.0,0.0,0.0,0.8,1.3,0.1,0.1
720,346600,1990JJ00,39424.0,0.4,1.5,39572.0,77.3,44.0,0.0,3.1,0.0,5.3,0.6,1.5,1.5
721,346600,1991JJ00,39988.0,0.3,1.8,40134.0,70.4,33.9,0.0,2.6,0.0,5.6,0.6,1.3,1.3
722,346600,1992JJ00,40518.0,0.3,1.9,40665.0,73.1,29.1,0.0,2.5,0.0,5.9,0.6,1.1,1.1
723,346600,1993JJ00,41698.0,0.3,2.1,41846.0,69.3,22.7,0.0,2.2,0.0,6.2,0.6,0.9,0.9
724,346600,1994JJ00,44818.0,0.4,2.1,44981.0,62.5,16.1,0.0,1.9,0.0,6.5,0.6,0.8,0.8
725,346600,1995JJ00,47556.0,0.4,2.3,47730.0,59.4,16.3,0.0,1.8,0.0,6.9,0.6,0.6,0.6
726,346600,1996JJ00,48173.0,0.4,2.6,48348.0,58.1,18.4,0.0,1.8,0.0,12.4,0.9,0.5,0.5
727,346600,1997JJ00,48542.0,0.4,2.7,48714.0,53.0,11.8,0.0,1.5,0.0,14.9,0.9,0.4,0.4
728,346600,1998JJ00,50259.0,0.4,2.8,50439.0,51.1,10.4,0.0,1.4,0.0,10.1,0.6,0.6,0.6
729,346600,1999JJ00,47326.0,0.3,2.9,47491.0,54.1,11.5,0.0,1.5,0.0,15.5,2.2,0.4,0.4
730,346600,2000JJ00,48848.0,0.4,3.0,49028.0,50.0,14.7,0.0,1.5,0.0,15.1,2.1,0.3,0.3
731,346600,2001JJ00,52808.0,0.4,3.2,53006.0,46.3,15.5,0.0,1.5,0.0,12.1,0.6,0.4,0.4
732,346600,2002JJ00,54293.0,0.4,3.4,54501.0,47.6,13.6,0.0,1.5,0.0,15.7,0.9,0.5,0.5
733,346600,2003JJ00,54747.0,0.4,3.3,54952.0,48.4,13.9,0.1,1.5,0.0,15.2,0.5,0.5,0.5
734,346600,2004JJ00,56551.0,0.5,3.7,56770.0,43.1,10.6,0.1,1.3,0.0,8.4,0.5,0.4,0.4
735,346600,2005JJ00,55086.0,0.5,4.0,55324.0,41.1,9.7,0.2,1.2,0.0,7.6,0.5,0.5,0.5
736,346600,2006JJ00,50766.0,0.5,3.8,50996.0,36.9,9.6,0.0,1.1,0.0,5.4,0.8,0.4,0.4
737,346600,2007JJ00,52646.0,0.4,3.5,52859.0,29.3,8.6,0.0,0.9,0.0,3.9,0.4,0.3,0.3
738,346600,2008JJ00,52644.0,0.4,3.6,52858.0,25.0,6.1,0.1,0.7,0.0,4.3,0.3,0.3,0.3
739,346600,2009JJ00,53217.0,0.5,3.9,53446.0,23.5,6.0,0.0,0.7,0.0,3.6,0.3,0.3,0.3
740,346600,2010JJ00,55892.0,0.5,4.3,56130.0,23.1,6.4,0.0,0.7,0.0,4.4,0.6,0.3,0.3
741,346600,2011JJ00,51499.0,0.4,3.9,51720.0,19.0,6.4,0.0,0.6,0.0,3.9,0.7,0.1,0.1
742,346600,2012JJ00,49000.0,0.5,3.4,49220.0,18.3,7.9,0.0,0.6,0.0,5.2,1.3,0.1,0.1
743,346600,2013JJ00,47824.0,0.5,3.0,48027.0,18.8,9.2,0.0,0.7,0.0,5.2,1.3,0.1,0.1
744,348000,1990JJ00,2746.0,0.5,2.1,2945.0,7.7,4.5,0.0,0.3,192.9,3.6,0.4,0.9,0.9
745,348000,1991JJ00,2821.0,0.5,3.1,3054.0,7.6,4.0,0.0,0.3,176.7,3.1,0.5,0.7,0.7
746,348000,1992JJ00,2719.0,0.6,4.2,2986.0,7.5,3.7,0.0,0.3,160.4,2.6,0.6,0.6,0.6
747,348000,1993JJ00,3025.0,0.7,5.4,3347.0,8.7,1.6,0.0,0.2,144.1,2.2,0.7,0.5,0.5
748,348000,1994JJ00,2861.0,0.7,6.9,3234.0,5.5,1.1,0.1,0.2,127.9,1.7,0.8,0.3,0.3
749,348000,1995JJ00,3399.0,0.8,8.0,3801.0,4.8,0.7,0.3,0.1,111.6,1.2,0.8,0.2,0.2
750,348000,1996JJ00,4188.0,0.8,8.2,4617.0,3.8,0.5,0.3,0.1,80.9,1.3,1.2,0.1,0.1
751,348000,1997JJ00,4911.0,0.8,8.4,5350.0,5.0,0.4,0.2,0.1,78.0,1.2,0.9,0.1,0.1
752,348000,1998JJ00,5194.0,0.9,7.9,5626.0,5.2,0.3,0.2,0.1,75.0,1.4,0.6,0.1,0.1
753,348000,1999JJ00,5429.0,0.8,7.9,5855.0,7.0,0.4,0.2,0.2,112.4,1.0,0.2,0.1,0.1
754,348000,2000JJ00,5616.0,0.8,8.2,6046.0,4.9,0.2,0.3,0.1,119.0,1.4,0.3,0.1,0.1
755,348000,2001JJ00,5404.0,0.8,8.0,5830.0,4.4,0.2,0.4,0.1,122.0,1.0,0.4,0.1,0.1
756,348000,2002JJ00,5673.0,0.8,8.0,6098.0,4.2,0.1,0.3,0.1,118.0,0.9,0.2,0.1,0.1
757,348000,2003JJ00,5680.0,0.8,7.7,6088.0,4.1,0.1,0.3,0.1,107.4,0.9,0.2,0.1,0.1
758,348000,2004JJ00,6240.0,0.8,7.9,6659.0,4.3,0.1,0.4,0.1,105.9,1.0,0.2,0.1,0.1
759,348000,2005JJ00,6146.0,0.8,8.1,6576.0,4.7,0.2,0.3,0.1,105.2,1.1,0.2,0.1,0.1
760,348000,2006JJ00,6355.0,0.8,8.0,6772.0,4.7,0.2,0.3,0.1,106.2,1.1,0.2,0.3,0.3
761,348000,2007JJ00,6846.0,0.8,7.8,7260.0,4.9,0.2,0.3,0.1,101.9,1.1,0.2,0.1,0.1
762,348000,2008JJ00,7784.0,0.8,7.6,8193.0,5.6,0.3,0.3,0.2,99.4,1.3,0.2,0.1,0.1
763,348000,2009JJ00,8455.0,0.8,5.3,8819.0,5.9,0.3,0.3,0.2,93.3,1.5,0.3,0.1,0.1
764,348000,2010JJ00,8443.0,0.8,5.2,8807.0,6.2,0.4,0.3,0.2,90.1,1.8,0.2,0.2,0.2
765,348000,2011JJ00,9018.0,0.8,5.3,9390.0,6.9,0.4,0.3,0.2,90.5,2.0,0.2,0.2,0.2
766,348000,2012JJ00,9405.0,0.9,5.4,9784.0,6.5,0.3,0.3,0.2,86.5,2.1,0.2,0.2,0.2
767,348000,2013JJ00,9421.0,0.9,5.4,9801.0,6.4,0.3,0.3,0.2,86.1,2.0,0.2,0.2,0.2
768,350000,1990JJ00,2684.0,0.0,0.3,2695.0,27.1,2.6,0.0,0.7,104.3,22.5,26.2,3.3,3.3
769,350000,1991JJ00,2799.0,0.0,0.3,2811.0,27.3,2.6,0.0,0.7,88.9,24.7,25.3,3.3,3.3
770,350000,1992JJ00,2840.0,0.0,0.3,2852.0,27.3,2.6,0.0,0.7,73.6,26.4,24.3,3.2,3.2
771,350000,1993JJ00,2929.0,0.0,0.3,2942.0,27.9,2.8,0.0,0.7,58.2,28.0,23.5,3.1,3.1
772,350000,1994JJ00,3082.0,0.0,0.2,3095.0,27.0,2.5,0.0,0.7,42.9,28.8,22.4,3.0,3.0
773,350000,1995JJ00,3003.0,0.0,0.2,3157.0,26.4,2.4,0.0,0.7,27.5,29.5,20.8,2.9,2.9
774,350000,1996JJ00,2862.0,0.0,0.2,3045.0,25.1,2.1,0.0,0.6,0.0,28.0,19.9,2.7,2.7
775,350000,1997JJ00,2950.0,0.0,0.2,3147.0,27.0,1.8,0.0,0.6,0.0,30.9,19.7,2.8,2.8
776,350000,1998JJ00,2939.0,0.0,0.2,3147.0,25.0,1.7,0.0,0.6,0.0,27.3,18.6,2.7,2.7
777,350000,1999JJ00,2984.0,0.0,0.2,3110.0,25.7,1.8,0.0,0.6,25.0,27.2,18.1,2.7,2.7
778,350000,2000JJ00,3008.0,0.0,0.2,3491.0,26.1,1.6,0.0,0.6,25.0,27.9,17.7,2.7,2.7
779,350000,2001JJ00,3375.0,0.0,0.2,3654.0,28.3,1.5,0.0,0.7,25.0,29.5,15.3,2.8,2.8
780,350000,2002JJ00,3219.0,0.0,0.2,3358.0,26.8,1.4,0.0,0.6,25.0,27.9,14.6,2.7,2.7
781,350000,2003JJ00,3170.0,0.0,0.2,3300.0,25.0,1.0,0.0,0.6,25.0,25.6,11.7,2.4,2.4
782,350000,2004JJ00,3211.0,0.0,0.2,3388.0,25.1,1.0,0.0,0.6,25.0,25.3,10.0,2.4,2.4
783,350000,2005JJ00,3132.0,0.0,0.2,3267.0,23.5,0.9,0.0,0.5,25.0,23.0,10.4,2.3,2.3
784,350000,2006JJ00,3060.0,0.0,0.2,3217.0,22.2,0.9,0.0,0.5,25.0,22.7,9.7,2.3,2.3
785,350000,2007JJ00,3032.0,0.0,0.1,3236.0,20.3,0.7,0.0,0.5,25.0,20.0,9.5,2.2,2.2
786,350000,2008JJ00,3027.0,0.0,0.1,3242.0,19.0,0.4,0.0,0.4,25.0,18.7,9.4,2.1,2.1
787,350000,2009JJ00,3089.0,0.0,0.1,3337.0,18.4,0.2,0.0,0.4,25.0,21.7,8.5,2.1,2.1
788,350000,2010JJ00,3266.0,0.1,0.1,3470.0,18.6,0.1,0.0,0.4,25.0,27.1,8.4,1.9,1.9
789,350000,2011JJ00,3470.0,0.1,0.2,3765.0,20.0,0.0,0.0,0.4,25.0,32.0,8.5,1.9,1.9
790,350000,2012JJ00,3515.0,0.1,0.2,3744.0,19.1,0.0,0.0,0.4,25.0,33.4,8.0,1.8,1.8
791,350000,2013JJ00,3393.0,0.1,0.2,3622.0,18.2,0.0,0.0,0.4,25.0,31.2,8.5,1.7,1.7
792,300006,1990JJ00,22464.0,0.4,1.7,22624.0,258.6,74.6,0.3,8.0,543.0,83.7,67.8,17.1,17.1
793,300006,1991JJ00,23493.0,0.4,1.9,23663.0,259.2,72.3,0.3,7.9,438.6,156.6,63.9,16.8,16.8
794,300006,1992JJ00,24918.0,0.5,2.0,25103.0,273.5,78.4,0.3,8.4,334.3,196.5,60.2,16.9,16.9
795,300006,1993JJ00,26493.0,0.5,2.2,26694.0,279.5,82.8,0.3,8.7,230.0,197.5,56.0,16.5,16.5
796,300006,1994JJ00,27094.0,0.5,2.4,27309.0,287.0,87.4,0.4,9.0,125.7,162.5,52.2,16.6,16.6
797,300006,1995JJ00,28265.0,0.6,2.6,28505.0,286.3,87.3,0.4,9.0,21.4,85.8,46.7,15.7,15.7
798,300006,1996JJ00,29889.0,0.6,3.2,30156.0,288.8,87.1,0.4,9.0,18.2,86.0,41.1,15.3,15.3
799,300006,1997JJ00,30880.0,0.7,3.2,31165.0,298.9,87.9,0.4,9.3,12.0,85.1,36.7,15.5,15.5
800,300006,1998JJ00,32254.0,0.7,3.2,32551.0,314.0,98.4,0.4,9.9,5.9,86.4,36.5,15.8,15.8
801,300006,1999JJ00,33709.0,0.7,3.1,34016.0,345.6,116.2,0.4,11.2,2.9,88.3,35.1,17.2,17.2
802,300006,2000JJ00,34465.0,0.8,3.2,34858.0,352.8,115.6,0.4,11.3,1.5,85.6,29.7,17.9,17.9
803,300006,2001JJ00,34308.0,0.8,2.9,34721.0,345.1,108.9,0.4,10.9,0.6,79.1,28.1,16.2,16.2
804,300006,2002JJ00,33976.0,0.8,2.8,34411.0,331.8,101.7,0.4,10.4,0.0,75.8,26.2,15.0,15.0
805,300006,2003JJ00,34462.0,0.8,2.9,34929.0,341.9,106.3,0.4,10.8,0.0,76.0,25.6,14.8,14.8
806,300006,2004JJ00,34443.0,0.8,2.7,34936.0,345.0,108.2,0.4,10.9,0.0,73.2,24.1,14.2,14.2
807,300006,2005JJ00,34559.0,0.8,2.6,35082.0,350.2,112.0,0.3,11.1,0.0,74.3,28.4,14.4,14.4
808,300006,2006JJ00,34352.0,0.8,2.6,34895.0,311.5,89.4,0.3,9.6,0.0,70.0,26.7,12.5,12.5
809,300006,2007JJ00,35284.0,0.8,2.7,35858.0,330.9,81.6,0.3,9.8,0.0,76.0,27.3,12.5,12.5
810,300006,2008JJ00,36068.0,0.8,2.8,36673.0,343.7,68.7,0.3,9.6,0.0,79.8,28.0,12.0,12.0
811,300006,2009JJ00,34126.0,0.8,2.5,34733.0,320.3,64.6,0.3,9.0,0.0,75.1,26.5,11.5,11.5
812,300006,2010JJ00,34699.0,0.8,2.5,35319.0,290.7,52.8,0.3,8.0,0.0,68.1,25.4,10.5,10.5
813,300006,2011JJ00,34102.0,0.9,2.4,34736.0,277.4,34.2,0.3,7.1,0.0,64.3,25.9,8.7,8.7
814,300006,2012JJ00,34684.0,0.9,2.3,35334.0,282.8,36.3,0.3,7.3,0.0,63.8,25.2,8.7,8.7
815,300006,2013JJ00,34895.0,0.9,2.3,35556.0,288.4,38.2,0.3,7.5,0.0,65.6,25.2,8.7,8.7
816,354200,1990JJ00,3189.0,0.0,0.5,3206.0,18.5,1.5,0.2,0.5,347.8,15.7,33.3,1.4,1.4
817,354200,1991JJ00,3431.0,0.0,0.6,3451.0,18.5,1.5,0.2,0.5,281.0,51.9,31.2,1.4,1.4
818,354200,1992JJ00,3358.0,0.0,0.7,3381.0,18.7,1.5,0.2,0.5,214.2,70.5,29.0,1.4,1.4
819,354200,1993JJ00,3571.0,0.0,0.8,3596.0,18.0,1.5,0.2,0.4,147.4,70.1,26.8,1.3,1.3
820,354200,1994JJ00,3383.0,0.0,0.9,3411.0,17.7,1.4,0.2,0.4,80.6,51.2,24.5,1.2,1.2
821,354200,1995JJ00,3641.0,0.0,1.0,3679.0,17.0,1.3,0.2,0.4,13.7,14.0,21.6,1.1,1.1
822,354200,1996JJ00,3933.0,0.0,1.3,3978.0,16.9,1.0,0.2,0.4,11.7,13.3,18.2,1.0,1.0
823,354200,1997JJ00,3645.0,0.0,1.4,3692.0,15.5,0.5,0.2,0.4,7.7,12.8,16.2,0.9,0.9
824,354200,1998JJ00,3743.0,0.0,1.4,3791.0,15.9,0.5,0.2,0.4,3.8,11.9,15.5,0.9,0.9
825,354200,1999JJ00,3466.0,0.0,1.3,3509.0,15.9,0.6,0.2,0.4,1.9,11.5,14.9,0.9,0.9
826,354200,2000JJ00,3593.0,0.0,1.4,3666.0,15.5,0.3,0.2,0.4,0.9,11.0,10.2,0.9,0.9
827,354200,2001JJ00,3971.0,0.0,1.2,4052.0,15.9,0.2,0.2,0.4,0.4,10.4,9.8,0.8,0.8
828,354200,2002JJ00,4062.0,0.0,1.2,4152.0,15.7,0.2,0.2,0.4,0.0,9.6,9.0,0.8,0.8
829,354200,2003JJ00,4192.0,0.0,1.2,4292.0,15.8,0.2,0.2,0.4,0.0,9.1,8.8,0.7,0.7
830,354200,2004JJ00,4113.0,0.0,1.1,4222.0,15.6,0.2,0.2,0.4,0.0,8.0,9.5,0.7,0.7
831,354200,2005JJ00,3797.0,0.0,1.1,3914.0,15.3,0.1,0.2,0.3,0.0,7.5,9.6,0.7,0.7
832,354200,2006JJ00,4156.0,0.0,1.1,4283.0,15.3,0.1,0.2,0.3,0.0,7.4,7.8,0.6,0.6
833,354200,2007JJ00,3805.0,0.0,1.1,3942.0,14.4,0.1,0.1,0.3,0.0,7.2,7.8,0.5,0.5
834,354200,2008JJ00,4009.0,0.0,1.2,4156.0,13.9,0.0,0.1,0.3,0.0,7.1,7.8,0.5,0.5
835,354200,2009JJ00,3977.0,0.0,1.1,4128.0,12.3,0.0,0.2,0.3,0.0,7.6,7.2,0.4,0.4
836,354200,2010JJ00,4535.0,0.1,1.1,4689.0,12.2,0.0,0.2,0.3,0.0,8.2,7.2,0.4,0.4
837,354200,2011JJ00,3738.0,0.1,0.9,3893.0,10.9,0.0,0.2,0.2,0.0,8.2,8.5,0.4,0.4
838,354200,2012JJ00,3951.0,0.1,0.9,4109.0,10.6,0.0,0.2,0.2,0.0,8.0,8.3,0.4,0.4
839,354200,2013JJ00,4101.0,0.1,0.9,4263.0,9.9,0.0,0.2,0.2,0.0,8.0,8.3,0.3,0.3
840,383100,1990JJ00,18392.0,0.4,1.1,18532.0,238.2,72.9,0.1,7.5,156.6,67.1,34.0,15.6,15.6
841,383100,1991JJ00,19087.0,0.4,1.1,19232.0,238.7,70.6,0.1,7.4,126.5,67.5,32.3,15.2,15.2
842,383100,1992JJ00,20637.0,0.4,1.1,20795.0,252.9,76.7,0.1,7.9,96.3,70.6,30.8,15.4,15.4
