ID,Leeftijd,Marges,RegioS,ErvarenGezondheidGoedZeerGoed_1,AngstOfDepressiegevoelensMHI576_2,EenOfMeerLangdurigeAandoeningen_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren65JaarOfOuder_5,BeperkingInZien65JaarOfOuder_6,BeperkingInBewegen65JaarOfOuder_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewichtObesitas_12,VoldoetAanBeweegrichtlijnen_13,WekelijkseSporters_14,Mantelzorger_15,ZwaarBelasteMantelzorgers_16,UrenMantelzorgPerWeek_17,Rokers_18,VoldoetAanRichtlijnAlcoholgebruik_19,OvermatigeDrinkersOnderBevolking_20
2663,80200,MW00000,GM1892,72.1,32.5,45.2,16.7,5.9,3.5,14.0,0.1,41.0,58.9,45.5,13.4,42.5,42.2,14.3,,,10.0,58.0,4.8
2664,80200,MW00000,GM0879,63.7,37.1,42.1,25.8,8.4,7.0,20.4,0.9,40.3,58.8,42.0,16.8,41.8,37.5,13.4,,,6.3,51.5,1.6
2665,80200,MW00000,GM0301,68.0,38.9,46.1,18.5,6.1,4.1,12.9,1.0,43.4,55.6,40.3,15.3,40.5,44.5,16.6,,,6.0,56.1,5.1
2666,80200,MW00000,GM1896,67.6,34.5,48.1,25.7,8.8,6.5,19.5,0.0,35.1,64.9,43.9,21.0,40.3,34.5,20.2,,,9.4,50.1,6.8
2667,80200,MW00000,GM0642,61.5,37.8,47.2,24.7,4.5,7.5,19.9,1.2,36.5,62.3,43.5,18.8,29.4,35.3,13.4,,,7.8,55.0,7.8
2668,80200,MW00000,GM0193,67.0,38.6,46.2,21.8,6.3,8.2,15.0,1.4,44.1,54.5,39.8,14.8,46.2,45.5,16.8,23.1,18.9,7.7,53.7,6.1
2669,80200,MW00000,CG01  ,73.3,33.6,38.2,20.2,8.0,6.2,11.1,3.5,38.1,58.3,41.6,16.8,55.6,42.0,14.9,,,7.8,45.8,7.0
2670,80200,MW00000,GG0111,64.0,36.9,50.1,23.7,7.2,6.4,17.0,1.4,41.1,57.5,39.5,18.0,39.9,36.5,14.5,18.3,16.0,10.0,54.8,6.7
2671,80200,MW00000,GG0706,68.0,36.8,48.4,22.4,6.8,5.4,15.9,1.1,39.7,59.2,41.3,17.9,42.0,37.4,16.1,21.5,16.6,8.1,54.9,5.1
2672,80200,MW00000,GG1009,67.1,36.6,46.3,22.1,6.7,6.3,15.4,1.2,41.4,57.4,40.9,16.4,44.5,41.7,16.9,18.8,13.2,7.9,52.4,6.2
2673,80200,MW00000,GG1106,66.8,34.0,47.1,23.5,6.7,6.4,16.7,1.2,39.6,59.3,40.6,18.7,45.7,43.0,15.9,15.2,15.5,8.6,51.0,6.6
2674,80200,MW00000,GG1413,67.0,36.8,47.5,21.1,6.0,5.3,15.4,0.8,41.0,58.2,41.2,17.0,43.1,42.0,16.4,17.0,15.1,8.3,52.9,5.3
2675,80200,MW00000,GG1911,66.4,38.8,47.7,21.0,6.5,5.7,14.5,1.0,43.6,55.4,39.2,16.2,43.8,43.3,16.8,19.7,14.4,8.7,53.9,6.0
2676,80200,MW00000,GG2014,63.2,39.0,49.0,23.5,6.8,6.4,17.0,1.4,41.2,57.5,40.7,16.8,41.5,42.7,16.8,18.2,16.2,9.2,54.5,5.4
2677,80200,MW00000,GG2209,64.5,38.9,50.5,24.1,7.6,6.4,17.7,1.3,38.7,60.1,43.0,17.1,39.2,39.1,17.9,23.0,19.3,7.4,56.3,4.8
2678,80200,MW00000,GG2514,66.3,37.7,48.3,21.0,5.9,5.5,15.3,1.5,44.9,53.5,38.4,15.1,42.3,45.6,17.0,21.8,15.4,8.4,51.6,6.4
2679,80200,MW00000,GG2707,67.2,36.6,47.7,19.7,6.0,5.1,13.7,1.2,45.3,53.5,39.3,14.2,46.2,44.6,15.7,13.9,15.1,7.6,49.9,6.7
2680,80200,MW00000,GG3109,66.5,37.8,48.2,20.0,4.9,5.8,14.9,1.0,44.6,54.5,38.9,15.5,42.7,46.6,15.9,21.9,17.0,8.6,48.2,8.6
2681,80200,MW00000,GG3406,61.6,44.4,51.1,25.5,6.4,9.0,19.1,1.7,46.4,51.9,36.3,15.6,43.3,45.1,14.2,24.0,16.1,11.5,51.4,8.8
2682,80200,MW00000,GG3606,69.2,38.4,46.4,19.4,5.0,5.1,14.0,1.9,47.4,50.7,38.4,12.4,44.4,49.4,16.2,21.0,13.4,8.7,47.3,8.5
2683,80200,MW00000,GG4506,68.3,36.1,47.1,20.4,6.0,5.4,14.8,1.2,43.2,55.6,40.2,15.4,42.7,45.1,15.3,18.9,15.5,7.6,52.2,7.2
2684,80200,MW00000,GG4607,60.9,41.3,52.0,27.1,7.1,8.6,20.6,1.0,37.8,61.2,40.9,20.2,34.1,36.5,14.7,20.5,16.1,10.0,58.4,6.4
2685,80200,MW00000,GG4816,63.9,39.5,48.8,22.1,6.0,6.0,16.7,1.3,37.9,60.7,41.6,19.1,32.5,34.8,17.3,18.4,17.2,8.3,58.0,5.6
2686,80200,MW00000,GG5006,65.8,41.2,46.7,21.5,5.8,6.0,15.6,1.2,43.1,55.7,39.6,16.1,40.9,34.3,17.4,20.1,16.2,8.2,54.6,6.8
2687,80200,MW00000,GG5206,63.3,39.4,47.3,25.2,7.6,6.6,18.1,1.2,39.2,59.7,41.8,17.9,38.4,40.1,16.2,20.5,15.8,10.0,51.4,7.2
2688,80200,MW00000,GG5406,65.4,38.1,47.4,23.6,7.5,6.3,16.9,1.3,40.7,58.0,40.9,17.1,41.7,44.5,16.1,17.9,13.4,8.8,49.4,6.3
2689,80200,MW00000,GG5608,62.7,38.6,47.7,23.2,7.0,6.5,16.9,1.3,41.5,57.2,40.8,16.4,42.6,44.1,16.1,20.0,16.2,8.6,51.0,5.9
2690,80200,MW00000,GG6011,63.0,38.8,47.8,22.2,6.7,6.4,15.8,1.1,39.9,59.0,41.4,17.6,43.8,42.5,17.1,19.5,14.8,8.1,52.2,4.8
2691,80200,MW00000,GG6106,58.7,41.5,51.6,25.8,6.8,7.9,19.5,1.1,38.8,60.1,41.7,18.4,34.5,39.3,16.7,18.5,15.1,10.7,53.4,5.6
2692,80200,MW00000,GG7014,64.4,40.4,50.9,24.2,6.6,7.6,18.5,1.4,43.5,55.1,38.8,16.3,38.8,43.9,16.0,18.4,15.7,9.9,54.4,6.6
2693,80200,MW00000,GG7206,70.1,34.3,45.6,19.8,5.4,5.6,14.2,1.3,43.6,55.1,39.7,15.4,46.2,39.4,15.6,14.6,14.5,8.6,54.5,5.4
2694,80200,MW00000,GG7306,63.4,37.7,48.5,23.3,6.8,6.5,16.9,0.8,40.5,58.7,40.9,17.8,41.7,43.6,14.4,22.0,17.3,7.9,52.2,6.4
2695,80200,MOG0095,NL01  ,64.7,38.2,48.3,22.6,6.4,6.3,16.4,1.2,41.5,56.7,39.9,16.6,41.1,41.7,15.9,18.7,15.1,8.7,52.6,6.2
2696,80200,MOG0095,LD01  ,66.7,35.0,46.9,21.1,6.0,5.3,14.9,1.1,40.7,56.2,39.3,16.3,42.0,37.0,14.8,16.3,14.2,8.4,53.8,5.3
2697,80200,MOG0095,LD02  ,65.5,36.6,47.2,21.8,6.3,5.7,15.5,1.0,40.5,57.2,40.2,16.6,42.7,41.6,16.2,17.1,14.5,8.1,52.6,5.5
2698,80200,MOG0095,LD03  ,64.5,39.0,48.8,22.3,6.0,6.4,16.5,1.2,42.6,55.3,38.9,16.1,40.1,42.2,15.5,19.2,15.3,8.7,52.7,6.8
2699,80200,MOG0095,LD04  ,62.4,38.7,47.8,23.6,6.9,6.5,17.1,1.1,39.6,58.2,40.8,17.1,39.8,41.9,16.0,18.2,14.2,8.9,50.7,5.8
2700,80200,MOG0095,PV20  ,62.3,35.3,48.4,22.3,6.3,5.6,15.8,1.0,39.4,55.8,37.8,16.7,38.3,34.8,13.3,15.1,13.1,9.0,53.0,5.8
2701,80200,MOG0095,PV21  ,68.9,33.1,44.3,18.8,4.9,5.0,13.3,1.1,42.3,53.8,38.5,14.5,44.9,38.2,14.7,12.5,12.7,7.9,53.2,4.8
2702,80200,MOG0095,PV22  ,66.4,35.1,46.6,20.9,6.0,4.6,14.6,0.8,38.0,57.4,39.6,16.5,40.3,35.7,14.9,18.3,13.8,7.2,53.2,4.4
2703,80200,MOG0095,PV23  ,65.9,34.2,45.8,22.0,6.2,5.9,15.4,1.0,39.4,57.4,39.8,16.9,44.2,41.4,15.6,15.1,13.1,7.8,50.6,5.9
2704,80200,MOG0095,PV24  ,62.0,36.4,47.9,21.9,6.3,5.1,15.7,0.8,36.2,57.5,40.4,15.2,36.7,36.6,16.0,17.8,15.0,6.2,53.7,3.8
2705,80200,MOG0095,PV25  ,65.1,37.2,47.2,21.0,6.0,5.3,15.0,0.9,41.1,56.3,39.7,16.1,42.1,41.8,16.1,16.8,14.1,8.2,52.8,5.2
2706,80200,MOG0095,PV26  ,65.4,36.8,47.4,20.3,5.5,5.1,14.7,1.3,44.1,52.7,37.6,14.5,41.4,44.8,16.4,20.1,14.2,7.9,50.7,6.0
2707,80200,MOG0095,PV27  ,64.5,38.8,48.1,21.3,5.6,6.2,15.5,1.2,44.4,52.9,37.8,14.7,43.2,44.8,14.7,18.7,14.8,8.7,49.4,7.4
2708,80200,MOG0095,PV28  ,63.4,39.0,49.4,23.5,6.2,6.9,17.6,1.1,40.1,57.4,39.6,17.3,36.6,39.7,15.1,17.9,15.0,8.8,55.1,6.2
2709,80200,MOG0095,PV29  ,64.3,39.6,45.1,20.2,5.1,5.2,14.4,0.9,41.5,54.1,38.0,15.0,39.4,32.8,16.3,17.2,13.8,7.3,53.0,6.0
2710,80200,MOG0095,PV30  ,63.4,38.0,46.8,23.4,7.0,6.2,16.8,1.1,39.9,57.6,40.5,16.6,40.4,42.5,15.7,18.0,14.0,8.7,49.8,6.1
2711,80200,MOG0095,PV31  ,59.9,39.5,49.1,23.5,6.4,6.8,17.2,0.9,38.6,58.9,40.8,17.5,38.0,40.0,16.3,17.6,13.9,9.0,52.1,4.9
2712,80200,MOG0095,GM1680,64.8,32.1,39.7,16.5,4.6,3.3,10.3,1.0,36.8,50.8,33.7,13.7,40.5,36.3,12.0,,,5.8,49.0,2.9
2713,80200,MOG0095,GM0358,61.0,33.2,42.1,17.9,5.0,3.7,12.4,0.9,37.9,52.2,37.0,12.6,35.1,41.6,14.4,18.4,12.3,5.1,46.6,4.0
2714,80200,MOG0095,GM0197,55.9,36.1,42.3,19.3,3.2,4.1,13.8,0.0,33.9,56.1,34.9,17.3,35.8,35.5,12.2,,,4.2,46.9,3.6
2715,80200,MOG0095,GM0059,66.7,29.4,37.4,18.1,3.2,2.8,13.0,0.1,33.2,56.1,33.6,18.4,32.3,24.3,11.8,,,5.6,48.7,3.3
2716,80200,MOG0095,GM0482,58.1,32.8,43.1,17.2,2.9,4.3,12.0,0.7,32.8,54.6,36.7,14.1,27.7,25.5,15.0,,,5.1,57.1,3.1
2717,80200,MOG0095,GM0613,61.7,34.8,44.3,16.5,3.8,2.9,11.2,0.3,34.5,55.3,39.0,13.0,30.5,33.6,12.1,,,5.9,48.7,3.4
2718,80200,MOG0095,GM0361,55.8,34.4,48.0,20.0,5.9,5.7,11.4,0.4,41.1,47.8,34.7,10.3,34.8,40.2,15.7,,,6.3,47.7,6.1
2719,80200,MOG0095,GM0141,56.9,31.8,43.7,20.8,5.4,4.8,14.2,1.1,39.5,49.2,32.9,13.5,35.6,34.2,11.5,,,8.2,50.3,5.4
2720,80200,MOG0095,GM0034,56.8,38.8,48.4,21.8,5.9,4.7,16.3,0.6,31.0,57.9,41.4,13.1,31.8,33.1,16.1,,,4.1,49.7,2.7
2721,80200,MOG0095,GM0484,67.0,29.7,42.8,18.7,4.5,4.1,13.0,0.5,36.8,56.3,37.9,16.1,36.7,37.1,14.1,11.0,15.3,5.7,49.6,4.3
2722,80200,MOG0095,GM1723,68.7,32.1,32.0,15.6,4.2,2.8,10.5,0.3,38.8,49.2,37.1,9.0,35.3,34.2,13.8,,,3.5,38.4,4.9
2723,80200,MOG0095,GM1959,63.1,33.0,41.3,20.7,6.2,3.4,14.5,0.6,32.7,58.4,39.7,15.7,30.2,29.2,14.5,11.5,11.6,7.0,54.3,4.3
2724,80200,MOG0095,GM0060,,,,,,,,,,,,,,,,,,,,
2725,80200,MOG0095,GM0307,64.8,35.7,46.4,17.6,4.5,4.0,12.1,0.6,44.2,48.8,34.5,12.4,40.7,45.2,13.9,21.4,13.9,7.1,47.2,4.9
2726,80200,MOG0095,GM0362,63.8,36.9,44.7,20.3,3.8,5.1,14.6,1.5,43.1,48.7,34.3,12.5,38.2,47.8,13.2,21.9,12.4,6.6,50.8,6.1
2727,80200,MOG0095,GM0363,58.8,44.6,50.6,25.2,5.8,9.0,18.8,1.3,45.3,49.8,34.1,14.6,42.4,42.2,12.8,19.7,12.7,11.7,49.9,8.3
2728,80200,MOG0095,GM0200,60.2,32.1,47.2,19.2,3.2,4.6,13.3,0.5,36.7,51.9,33.0,15.4,39.0,36.9,12.7,,,7.6,47.3,2.1
2729,80200,MOG0095,GM0202,58.5,36.4,49.2,21.8,5.3,6.1,15.5,0.9,41.4,50.3,34.8,13.4,35.8,37.4,14.4,13.2,11.2,10.2,51.0,3.9
2730,80200,MOG0095,GM0106,62.8,28.1,46.3,16.8,4.6,3.4,9.1,0.1,33.6,54.5,36.7,13.9,35.9,36.0,14.0,,,4.9,46.5,2.3
2731,80200,MOG0095,GM0743,58.1,29.9,37.1,12.1,4.5,1.5,7.9,0.0,36.6,51.1,37.3,10.2,41.1,43.6,13.5,,,6.1,37.2,4.4
2732,80200,MOG0095,GM0744,56.8,34.6,37.9,20.4,5.6,2.6,15.1,0.1,35.0,52.7,34.8,14.1,32.7,34.0,14.2,,,5.2,44.7,2.6
2733,80200,MOG0095,GM0308,64.2,35.3,42.0,17.1,3.4,3.7,12.4,0.9,43.4,45.2,30.8,11.6,42.6,45.1,11.8,,,5.3,43.0,5.5
2734,80200,MOG0095,GM0489,60.9,35.9,40.3,18.4,4.8,2.9,12.6,0.5,37.3,51.7,33.4,15.0,35.8,32.8,11.4,,,4.9,50.5,3.5
2735,80200,MOG0095,GM0203,68.0,30.5,35.5,15.4,4.4,2.2,10.5,0.2,37.3,53.8,35.1,15.7,39.6,33.5,12.4,,,5.7,50.2,4.1
2736,80200,MOG0095,GM0888,59.8,38.5,42.5,17.2,4.2,3.5,12.7,0.8,33.5,56.3,40.4,12.9,36.7,38.1,13.2,,,6.3,44.1,4.1
2737,80200,MOG0095,GM1954,58.0,38.4,45.9,19.2,3.8,2.5,14.9,0.9,38.1,53.8,35.2,16.2,31.2,41.0,15.2,12.1,8.7,9.1,50.0,4.8
2738,80200,MOG0095,GM0889,55.5,29.0,39.7,15.9,2.9,3.2,12.1,0.3,31.4,55.8,38.5,13.2,35.5,34.2,14.0,,,4.8,43.9,2.9
2739,80200,MOG0095,GM1945,61.0,36.1,45.3,20.5,4.9,5.4,15.2,0.3,38.0,53.9,38.9,12.6,36.6,40.2,13.4,14.3,9.0,7.4,46.3,4.1
2740,80200,MOG0095,GM1724,58.9,31.0,36.3,16.3,2.8,3.5,10.7,0.3,34.4,53.3,36.5,13.0,39.1,39.0,13.8,,,5.5,46.5,2.7
2741,80200,MOG0095,GM0893,54.3,36.4,42.8,22.3,6.4,6.9,14.7,0.0,31.2,57.5,40.1,13.4,36.4,27.0,12.3,,,5.4,48.2,3.1
2742,80200,MOG0095,GM0373,64.9,31.4,39.2,14.9,3.1,2.7,10.8,0.4,47.2,41.3,32.5,6.4,53.8,43.7,15.0,,,4.3,36.6,6.6
2743,80200,MOG0095,GM0748,58.3,37.7,51.8,24.3,5.9,6.3,17.0,0.5,34.5,57.2,38.2,16.2,34.8,37.0,14.4,15.2,9.2,8.1,45.2,5.2
2744,80200,MOG0095,GM1859,59.5,32.7,41.9,16.1,3.8,3.0,11.1,0.4,31.0,58.3,40.7,14.1,37.1,36.1,10.6,,,5.0,43.6,3.6
2745,80200,MOG0095,GM1721,59.8,31.2,44.4,14.8,4.8,2.5,10.1,0.2,39.9,48.2,33.7,11.0,44.0,42.6,11.9,,,2.7,43.8,4.0
2746,80200,MOG0095,GM0753,59.4,28.2,45.2,18.1,4.2,5.3,13.2,0.5,38.1,49.3,33.4,12.4,35.1,40.1,7.8,,,5.5,46.0,1.9
2747,80200,MOG0095,GM0209,50.7,36.3,44.9,17.3,5.2,5.4,10.8,0.2,31.7,55.0,38.0,12.5,36.6,36.1,14.0,,,3.1,43.8,2.9
2748,80200,MOG0095,GM0375,56.2,36.3,46.6,19.7,3.7,5.0,15.9,0.0,34.2,56.3,38.3,14.5,34.3,34.2,13.1,,,6.9,42.2,6.1
2749,80200,MOG0095,GM0310,64.4,34.6,43.1,17.1,4.3,2.9,12.2,1.3,48.6,43.3,31.0,10.6,42.0,47.0,15.8,12.7,7.7,5.7,47.3,6.3
2750,80200,MOG0095,GM1728,62.6,28.3,38.2,15.2,4.8,3.4,10.5,0.1,32.5,55.8,39.0,12.9,34.0,35.6,13.4,,,5.4,50.7,2.3
2751,80200,MOG0095,GM0376,66.1,34.4,37.0,10.3,1.0,3.0,6.8,0.6,44.2,43.9,34.2,7.1,38.7,51.4,12.8,,,5.0,39.1,4.6
2752,80200,MOG0095,GM0377,64.0,28.8,41.5,12.7,2.0,3.6,8.9,0.9,53.0,34.9,25.5,7.1,47.9,52.1,9.7,,,6.0,37.7,7.5
2753,80200,MOG0095,GM1901,64.1,27.2,39.0,12.6,3.1,2.1,9.8,0.1,34.6,55.5,39.9,12.4,36.6,41.8,15.7,10.4,7.1,4.3,50.7,3.2
2754,80200,MOG0095,GM0755,62.2,28.5,37.3,16.7,4.3,3.2,11.4,0.3,38.6,50.4,38.4,9.2,39.8,39.3,12.8,,,4.1,48.9,2.0
2755,80200,MOG0095,GM1681,65.7,34.0,39.3,14.1,2.5,2.4,9.0,0.6,35.1,52.6,37.7,11.4,37.9,27.8,14.1,,,6.7,49.3,2.4
2756,80200,MOG0095,GM0147,66.4,29.4,39.7,17.3,4.3,3.8,12.5,0.4,38.3,52.9,37.2,13.0,49.3,45.0,15.4,12.3,10.4,2.8,44.7,4.9
2757,80200,MOG0095,GM0654,65.2,31.5,39.6,16.3,4.0,3.0,10.9,0.3,42.2,46.4,34.4,9.2,38.1,31.1,12.8,,,4.1,48.5,2.9
2758,80200,MOG0095,GM0757,59.7,32.2,41.3,17.8,4.5,2.9,11.9,0.5,37.2,52.7,36.6,13.1,41.3,40.8,11.8,,,5.4,46.0,4.7
2759,80200,MOG0095,GM0758,62.1,35.6,44.2,21.9,5.2,5.8,14.9,0.7,40.9,52.3,35.8,14.6,35.9,42.4,12.5,20.8,12.4,10.6,46.5,7.4
2760,80200,MOG0095,GM1876,65.3,28.4,41.7,13.9,2.9,2.3,9.5,0.1,36.2,53.3,38.5,11.6,39.8,42.4,13.8,,,4.2,46.8,4.1
2761,80200,MOG0095,GM0213,64.5,32.5,36.9,16.1,3.5,2.3,10.9,0.3,39.9,48.6,35.3,10.3,37.9,39.5,8.9,,,7.2,47.2,3.7
2762,80200,MOG0095,GM0899,50.0,37.0,50.1,27.4,6.1,7.6,21.2,0.7,28.6,62.5,41.1,18.2,28.3,34.7,14.1,8.1,,11.4,53.6,2.8
2763,80200,MOG0095,GM0312,66.3,33.4,45.1,14.3,4.0,3.0,10.0,0.8,48.8,40.8,28.7,9.8,44.7,53.3,13.2,,,4.1,48.6,4.2
2764,80200,MOG0095,GM0313,57.6,31.0,41.3,19.9,4.8,3.1,15.1,0.3,32.3,57.6,38.6,15.4,34.9,31.8,13.7,,,8.5,46.5,3.2
2765,80200,MOG0095,GM0214,63.0,33.6,37.5,16.8,3.6,3.0,11.1,0.2,35.7,54.3,39.0,12.1,39.3,37.1,13.5,,,8.9,51.4,3.9
2766,80200,MOG0095,GM0502,56.4,36.4,48.1,20.4,2.8,4.4,15.0,0.0,32.2,58.1,35.5,18.8,29.0,37.7,11.9,,,7.1,52.2,4.4
2767,80200,MOG0095,GM0383,67.0,28.6,43.4,12.9,2.7,3.5,8.9,0.8,47.1,41.7,31.9,7.5,52.1,45.4,11.1,,,2.9,47.4,3.4
2768,80200,MOG0095,GM0109,61.9,36.6,43.2,18.4,4.2,3.6,14.4,0.3,33.7,55.1,41.8,9.9,38.5,31.1,11.8,,,5.8,52.2,2.6
2769,80200,MOG0095,GM1706,53.2,35.8,40.7,16.2,3.3,3.3,11.1,0.8,35.9,50.2,38.1,9.0,34.2,34.1,13.7,,,6.0,44.4,3.0
2770,80200,MOG0095,GM0216,61.1,34.7,46.1,21.2,5.1,3.7,14.0,0.7,36.3,51.3,35.4,12.3,42.1,41.9,11.8,,,6.2,51.6,3.1
2771,80200,MOG0095,GM0148,64.2,31.8,37.4,18.6,7.4,2.7,11.0,0.3,36.7,52.6,36.4,13.1,38.6,38.2,15.4,,,4.3,49.8,3.0
2772,80200,MOG0095,GM1891,62.3,25.4,39.2,16.5,3.2,4.6,10.9,0.3,36.5,51.0,33.8,13.5,34.4,26.5,11.5,,,5.7,53.7,2.4
2773,80200,MOG0095,GM0503,62.1,38.3,50.0,18.3,3.9,4.7,13.6,1.1,41.2,50.5,33.7,14.5,40.4,42.7,14.6,20.6,14.2,7.5,50.4,5.5
2774,80200,MOG0095,GM0762,57.1,33.4,45.2,17.7,5.0,2.8,12.9,0.2,35.3,52.7,33.8,15.0,40.2,35.8,16.2,,,5.0,47.7,1.6
2775,80200,MOG0095,GM0150,60.7,32.6,47.7,19.4,4.2,4.5,13.9,0.6,38.3,53.9,36.7,14.9,39.4,39.6,13.2,10.8,7.4,7.1,44.2,6.0
2776,80200,MOG0095,GM0384,60.0,35.3,44.7,19.8,6.3,6.1,13.7,0.8,39.4,51.6,35.0,14.1,36.3,39.6,11.4,22.2,,5.7,46.9,6.5
2777,80200,MOG0095,GM1980,63.6,32.9,40.4,12.5,3.8,1.6,7.3,0.7,37.9,50.5,35.3,12.2,41.3,41.6,12.7,,,7.4,41.1,4.7
2778,80200,MOG0095,GM1774,67.4,32.1,37.3,18.1,5.1,4.6,10.9,0.5,39.6,51.4,37.5,11.5,49.3,44.4,13.6,7.7,8.9,5.3,43.1,3.6
2779,80200,MOG0095,GM0221,63.3,31.9,41.4,17.0,4.1,4.0,9.4,0.4,34.6,53.1,36.0,13.4,37.8,43.5,14.3,,,5.0,42.5,5.7
2780,80200,MOG0095,GM0222,60.3,33.8,45.5,18.3,3.3,2.8,13.8,0.2,37.8,51.5,35.4,12.9,39.5,44.9,12.3,,,6.7,47.4,3.7
2781,80200,MOG0095,GM0766,57.7,33.0,41.8,20.6,6.6,4.5,13.1,0.6,32.6,55.9,35.8,16.5,38.2,41.6,12.3,,,4.6,44.4,2.9
2782,80200,MOG0095,GM0505,55.5,37.7,48.5,18.4,4.7,4.0,14.3,1.3,34.3,51.8,31.9,16.2,25.4,30.1,13.2,,,8.5,50.1,3.4
2783,80200,MOG0095,GM0498,64.3,25.3,40.5,13.7,3.4,1.7,8.6,1.0,40.8,46.6,31.3,12.1,45.1,39.1,10.8,,,5.2,44.0,4.6
2784,80200,MOG0095,GM1719,56.9,35.6,39.6,23.5,5.7,3.5,15.9,0.0,33.1,55.0,37.0,13.8,36.8,33.7,13.8,,,5.9,36.8,5.3
2785,80200,MOG0095,GM0303,66.7,35.4,40.5,14.2,4.2,1.9,8.9,0.4,40.3,50.4,35.6,12.2,39.7,40.2,14.7,4.5,11.1,5.3,47.5,3.9
2786,80200,MOG0095,GM0225,61.9,30.6,43.3,19.2,6.1,4.1,11.6,0.1,35.5,54.8,38.3,13.3,34.8,35.7,13.8,,,5.2,44.3,2.5
2787,80200,MOG0095,GM0226,60.0,31.7,42.4,15.9,4.0,2.3,10.1,1.3,34.2,52.6,32.9,15.9,41.3,38.4,12.8,,,7.4,47.2,4.2
2788,80200,MOG0095,GM1711,57.0,37.5,40.3,18.8,6.3,3.3,13.6,0.7,33.2,55.9,39.0,13.8,35.6,34.3,12.8,,,5.2,56.2,1.2
2789,80200,MOG0095,GM0385,64.3,27.8,37.4,17.5,3.4,4.7,12.1,0.5,38.1,52.5,38.0,11.8,42.9,43.4,11.2,,,4.1,42.5,4.9
2790,80200,MOG0095,GM0228,62.7,35.4,45.1,20.1,5.5,5.1,14.0,0.3,43.3,49.6,34.9,12.8,39.6,39.0,15.0,14.6,9.5,5.9,55.1,3.9
2791,80200,MOG0095,GM0317,60.4,28.5,43.4,15.9,3.1,2.8,10.5,0.4,37.1,52.2,36.9,12.1,41.6,45.2,17.7,,,6.0,41.8,5.1
2792,80200,MOG0095,GM1979,55.3,34.6,48.4,17.1,3.9,4.5,10.9,0.3,34.2,55.0,35.1,16.3,31.0,30.5,12.8,,,8.7,51.2,3.6
2793,80200,MOG0095,GM0770,61.1,27.6,39.6,16.0,4.4,2.5,9.5,0.2,36.3,50.3,33.5,12.7,40.2,41.9,12.3,,,4.4,43.4,2.3
2794,80200,MOG0095,GM1903,58.1,34.7,44.1,18.6,4.4,4.7,12.3,0.4,37.4,53.9,39.2,12.1,39.0,35.9,13.7,15.6,9.5,6.1,39.5,5.6
2795,80200,MOG0095,GM0772,56.2,41.3,47.9,23.7,5.6,5.8,18.1,1.5,40.3,52.8,35.8,15.4,39.0,39.2,13.3,21.0,15.4,10.0,51.7,6.3
2796,80200,MOG0095,GM0230,60.4,36.2,45.6,17.0,3.4,5.1,11.1,0.1,32.0,57.3,42.0,11.9,32.4,30.6,15.4,,,7.4,50.8,3.6
2797,80200,MOG0095,GM0114,60.3,34.9,45.7,21.4,4.0,3.8,16.3,0.1,30.2,59.2,35.6,19.3,30.3,28.4,8.9,,,5.4,54.1,2.9
2798,80200,MOG0095,GM0388,60.7,36.2,44.1,19.3,4.5,3.8,14.0,0.4,39.4,48.8,34.3,11.2,37.8,35.1,8.6,,,4.5,39.9,4.7
2799,80200,MOG0095,GM0153,60.3,30.1,48.2,25.1,5.2,6.7,17.5,0.5,34.0,58.5,37.0,18.9,41.1,38.4,11.2,11.2,9.0,8.4,49.5,4.4
2800,80200,MOG0095,GM0232,64.9,31.8,36.2,17.5,5.3,3.6,12.4,0.1,37.5,52.0,37.2,11.6,36.0,34.5,14.8,,,4.6,49.0,3.0
2801,80200,MOG0095,GM0233,65.3,32.6,43.6,17.5,4.4,2.5,13.9,0.0,35.4,54.7,41.0,10.6,39.4,36.2,13.1,,,6.2,51.0,3.1
2802,80200,MOG0095,GM0777,57.5,37.9,46.1,23.7,5.8,5.3,16.7,0.6,36.5,55.0,37.2,15.2,35.6,38.4,15.1,11.3,9.3,6.2,50.3,4.9
2803,80200,MOG0095,GM1940,68.1,28.5,39.4,16.1,3.0,6.3,10.9,0.6,38.5,49.5,33.5,12.6,44.1,34.7,15.2,,,6.5,44.8,2.3
2804,80200,MOG0095,GM0779,56.9,35.7,37.9,20.1,5.0,3.7,13.5,0.6,30.7,57.2,35.2,17.9,29.8,28.6,11.2,,,6.5,44.1,4.3
2805,80200,MOG0095,GM1771,55.4,34.8,44.8,20.2,6.1,5.4,13.5,0.4,35.7,53.3,37.7,12.4,44.1,41.2,12.0,,,4.2,45.4,5.1
2806,80200,MOG0095,GM1652,61.0,33.4,40.0,20.7,6.0,4.8,13.4,0.5,34.1,56.4,39.5,13.9,43.9,42.2,12.3,,,5.5,46.6,3.8
2807,80200,MOG0095,GM0907,60.8,30.6,41.2,17.2,5.4,4.2,9.9,1.1,36.5,51.2,33.6,14.0,40.5,38.3,20.6,,,5.5,47.3,4.9
2808,80200,MOG0095,GM0784,56.5,33.0,40.1,20.2,4.2,3.4,14.7,0.5,34.1,55.5,37.4,14.9,32.8,37.1,10.5,,,5.8,43.6,5.5
