ID,Leeftijd,Marges,RegioS,ErvarenGezondheidGoedZeerGoed_1,AngstOfDepressiegevoelensMHI576_2,EenOfMeerLangdurigeAandoeningen_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren65JaarOfOuder_5,BeperkingInZien65JaarOfOuder_6,BeperkingInBewegen65JaarOfOuder_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewichtObesitas_12,VoldoetAanBeweegrichtlijnen_13,WekelijkseSporters_14,Mantelzorger_15,ZwaarBelasteMantelzorgers_16,UrenMantelzorgPerWeek_17,Rokers_18,VoldoetAanRichtlijnAlcoholgebruik_19,OvermatigeDrinkersOnderBevolking_20
0,10000,MW00000,NL01  ,74.1,46.4,34.4,22.8,6.5,6.4,16.6,1.7,48.3,50.0,34.4,15.6,48.9,57.5,13.8,22.3,10.9,15.6,44.8,5.7
1,10000,MW00000,LD01  ,74.6,41.9,35.1,21.8,6.4,5.8,15.6,1.6,46.2,52.2,34.9,17.3,48.9,53.4,13.5,20.0,10.3,16.2,44.5,5.8
2,10000,MW00000,LD02  ,75.4,44.4,34.0,22.3,6.6,6.0,15.9,1.6,47.0,51.4,35.2,16.2,49.7,56.7,14.7,21.2,10.7,14.9,45.0,5.6
3,10000,MW00000,LD03  ,74.1,48.5,34.0,22.7,6.2,6.7,16.8,1.7,50.3,48.0,33.2,14.7,49.8,59.1,13.0,23.7,11.3,16.0,45.9,5.7
4,10000,MW00000,LD04  ,72.7,45.6,35.3,24.0,7.2,6.7,17.4,1.7,46.2,52.1,35.9,16.2,46.0,56.4,14.7,21.7,10.8,15.0,42.1,5.8
5,10000,MW00000,PV20  ,73.9,45.0,34.7,23.7,7.2,6.4,17.0,1.7,48.6,49.7,32.8,16.9,50.3,55.4,12.4,19.0,10.0,19.0,43.9,6.3
6,10000,MW00000,PV21  ,75.6,38.9,34.4,19.8,5.4,5.6,14.2,1.6,46.7,51.6,35.5,16.1,49.6,53.3,13.9,18.7,10.4,15.2,43.6,5.7
7,10000,MW00000,PV22  ,74.2,42.1,36.7,22.4,6.8,5.4,15.9,1.5,42.6,55.9,36.7,19.2,46.1,51.1,14.5,22.9,10.6,14.0,46.3,5.2
8,10000,MW00000,PV23  ,76.6,42.2,32.7,22.9,6.7,6.4,16.1,1.6,47.2,51.2,34.9,16.3,51.7,57.2,15.2,19.8,10.5,14.9,41.8,6.9
9,10000,MW00000,PV24  ,73.4,45.4,35.2,24.1,7.6,6.4,17.7,1.5,42.5,56.0,37.4,18.6,45.5,53.9,12.8,25.9,13.3,14.8,52.7,3.4
10,10000,MW00000,PV25  ,75.0,45.5,34.5,21.7,6.4,5.7,15.6,1.6,47.8,50.6,35.0,15.6,49.4,57.0,14.9,21.1,10.3,14.9,45.2,5.4
11,10000,MW00000,PV26  ,76.9,46.0,32.7,21.0,5.9,5.5,15.3,1.8,54.0,44.2,31.2,12.9,51.5,63.3,13.6,23.8,10.7,14.5,43.3,5.4
12,10000,MW00000,PV27  ,74.4,49.1,33.2,21.9,5.9,6.6,16.0,1.8,52.4,45.8,32.2,13.6,53.1,62.0,12.1,24.1,11.4,16.4,42.5,6.6
13,10000,MW00000,PV28  ,73.0,49.3,35.0,24.0,6.6,7.2,18.1,1.7,47.7,50.6,34.6,16.1,47.0,56.6,13.2,23.6,11.4,16.3,49.1,5.1
14,10000,MW00000,PV29  ,72.3,45.2,36.7,21.5,5.8,6.0,15.6,1.5,47.0,51.5,35.0,16.6,46.2,47.8,16.1,22.6,11.6,15.6,49.2,5.6
15,10000,MW00000,PV30  ,74.0,45.3,34.4,23.9,7.4,6.5,17.2,1.8,46.8,51.4,35.6,15.8,46.7,57.8,14.3,21.6,10.7,15.0,41.0,6.1
16,10000,MW00000,PV31  ,69.8,46.5,37.4,24.1,6.7,7.2,17.8,1.5,44.8,53.7,36.5,17.2,44.3,53.3,15.6,21.8,11.0,15.1,44.8,5.1
17,10000,MW00000,GM1680,74.8,39.0,35.0,20.4,6.8,5.2,13.6,1.1,46.2,52.7,37.6,15.1,49.7,57.1,14.8,23.1,11.7,13.4,48.3,6.0
18,10000,MW00000,GM0358,76.3,40.3,27.8,21.0,6.8,5.3,15.1,1.3,51.1,47.6,34.0,13.5,47.7,63.4,13.1,32.9,10.9,14.9,40.4,6.6
19,10000,MW00000,GM0197,75.8,40.2,32.9,23.4,5.0,6.3,17.4,0.5,47.0,52.5,35.5,17.0,50.2,53.3,16.4,16.8,12.6,12.0,39.7,5.7
20,10000,MW00000,GM0059,71.1,43.8,36.0,22.3,5.1,4.6,16.7,0.7,40.0,59.3,38.8,20.5,44.5,47.1,13.5,26.4,8.9,16.4,43.5,6.8
21,10000,MW00000,GM0482,71.1,51.0,35.2,21.5,4.7,6.7,15.7,1.6,45.5,53.0,35.2,17.8,39.4,47.9,16.3,23.9,10.1,15.2,54.4,5.4
22,10000,MW00000,GM0613,74.6,44.3,33.3,20.2,5.6,4.6,14.3,1.9,42.2,55.9,40.4,15.5,44.0,57.8,15.6,27.8,12.0,12.5,45.2,4.3
23,10000,MW00000,GM0361,74.1,48.0,33.8,24.0,8.3,8.1,14.5,1.6,52.6,45.8,33.9,11.9,51.8,61.7,11.8,27.4,13.2,14.7,46.0,6.6
24,10000,MW00000,GM0141,69.9,47.3,38.1,24.5,7.5,6.9,17.5,2.5,44.9,52.6,34.7,17.9,48.6,49.1,15.0,26.8,12.1,16.9,51.3,5.1
25,10000,MW00000,GM0034,73.0,48.6,36.1,26.1,8.4,6.9,20.1,1.4,40.2,58.4,38.4,20.0,45.1,54.4,12.3,30.2,13.1,13.3,54.6,2.4
26,10000,MW00000,GM0484,77.2,43.2,33.6,21.2,5.9,5.4,15.2,1.7,47.4,51.0,34.8,16.1,45.4,55.9,13.8,25.7,12.9,13.4,47.1,4.4
27,10000,MW00000,GM1723,78.0,39.9,31.9,19.7,6.5,4.7,14.0,1.1,51.0,47.9,34.0,13.9,43.9,54.7,16.3,22.4,8.6,7.6,32.8,7.1
28,10000,MW00000,GM1959,74.0,43.4,33.4,23.9,8.1,4.8,17.3,0.9,44.3,54.8,37.8,17.0,38.0,49.3,17.3,17.3,9.9,17.4,49.2,5.6
29,10000,MW00000,GM0060,77.7,35.0,29.3,,,,,0.8,41.0,58.2,42.6,15.6,63.8,45.8,20.2,,,11.6,30.8,9.7
30,10000,MW00000,GM0307,77.2,47.2,33.6,20.0,5.8,5.3,14.2,1.8,53.1,45.1,31.6,13.5,51.3,64.6,12.8,23.7,11.4,14.3,44.9,5.3
31,10000,MW00000,GM0362,77.1,48.1,30.4,22.7,5.0,6.5,16.8,2.8,55.9,41.3,30.6,10.6,51.1,64.0,12.0,29.7,14.9,12.7,49.6,4.3
32,10000,MW00000,GM0363,73.7,56.5,31.9,26.6,6.5,9.9,20.0,2.2,57.5,40.3,28.8,11.6,58.4,65.6,9.4,26.2,11.9,21.1,41.4,7.8
33,10000,MW00000,GM0200,75.6,45.7,38.2,23.3,5.0,6.8,16.8,1.6,46.8,51.6,34.1,17.5,52.2,60.4,14.8,19.2,13.1,14.5,48.0,4.4
34,10000,MW00000,GM0202,72.1,51.5,34.4,24.4,6.7,7.7,17.8,1.6,50.7,47.7,32.2,15.4,50.8,59.3,12.5,24.1,10.8,19.8,47.5,5.0
35,10000,MW00000,GM0106,71.9,45.1,38.8,21.1,7.1,5.5,12.4,1.9,44.6,53.4,32.9,20.5,47.8,56.4,15.2,19.1,8.8,14.5,47.8,4.4
36,10000,MW00000,GM0743,76.6,37.2,32.5,16.2,7.0,2.9,11.4,0.8,49.9,49.3,37.2,12.1,45.7,55.4,17.7,23.3,13.5,12.3,32.8,9.7
37,10000,MW00000,GM0744,69.8,44.5,34.8,25.2,8.4,4.6,19.4,1.4,44.6,54.0,39.8,14.3,44.4,50.9,16.8,23.9,15.6,11.9,41.1,7.1
38,10000,MW00000,GM0308,76.3,44.3,35.7,20.8,5.4,5.5,15.7,2.3,53.5,44.2,34.2,10.0,55.0,62.7,17.2,22.6,11.0,12.5,42.4,5.9
39,10000,MW00000,GM0489,74.7,44.9,34.3,22.3,7.0,4.6,16.0,0.9,45.9,53.2,35.1,18.1,41.4,57.6,15.8,31.5,11.4,13.9,49.1,3.2
40,10000,MW00000,GM0203,78.9,43.0,29.2,18.6,6.2,3.6,13.2,1.9,46.6,51.4,35.4,16.0,50.7,52.8,16.5,24.7,11.0,13.1,52.0,4.6
41,10000,MW00000,GM0888,71.6,45.4,37.7,20.6,6.1,5.1,15.7,1.4,48.7,49.9,35.7,14.1,45.5,53.1,15.2,25.7,11.6,11.3,44.1,4.2
42,10000,MW00000,GM1954,69.0,43.6,38.2,21.8,5.1,3.6,17.4,1.2,43.2,55.6,38.2,17.5,40.3,53.3,17.9,20.7,9.9,15.1,45.4,5.3
43,10000,MW00000,GM0889,71.6,37.5,35.8,20.4,5.1,5.2,16.2,0.9,44.5,54.6,36.3,18.2,45.8,52.1,18.7,17.4,12.9,11.1,44.0,4.5
44,10000,MW00000,GM1945,72.9,44.3,38.0,23.6,6.5,7.1,18.0,1.0,43.8,55.3,38.9,16.4,45.3,57.8,14.6,20.4,9.4,14.0,41.4,6.2
45,10000,MW00000,GM1724,77.2,39.2,32.8,20.4,4.7,5.6,14.0,1.1,43.9,55.0,40.0,15.0,47.9,56.5,16.6,24.1,9.0,12.6,36.4,7.4
46,10000,MW00000,GM0893,69.8,42.0,33.6,27.1,9.3,9.9,18.9,1.3,40.5,58.3,38.3,20.0,46.8,49.9,15.6,19.4,8.9,14.1,42.3,6.3
47,10000,MW00000,GM0373,77.8,38.7,33.4,18.7,5.0,4.5,14.2,1.1,55.4,43.5,34.0,9.5,61.8,60.2,19.2,17.8,10.4,10.4,40.0,9.0
48,10000,MW00000,GM0748,70.7,49.1,37.8,27.5,7.7,8.1,19.9,1.3,43.1,55.6,37.9,17.7,44.3,55.1,13.0,19.4,10.4,15.8,45.0,6.4
49,10000,MW00000,GM1859,76.8,40.6,30.7,19.8,5.8,4.9,14.3,1.3,42.3,56.4,41.8,14.6,50.5,58.2,15.8,23.1,9.8,13.3,37.2,7.3
50,10000,MW00000,GM1721,78.5,37.7,32.8,18.9,7.2,4.3,13.6,1.0,49.8,49.2,35.1,14.1,48.6,62.8,17.3,19.5,6.9,11.1,34.8,7.6
51,10000,MW00000,GM0753,74.4,41.0,33.2,22.5,6.4,8.0,17.2,1.1,50.8,48.1,33.7,14.4,44.1,63.3,13.3,20.9,11.5,12.6,44.4,5.1
52,10000,MW00000,GM0209,69.8,43.7,37.8,22.4,7.9,8.5,15.2,1.5,45.9,52.5,34.8,17.7,44.7,57.8,15.3,21.1,9.7,16.4,42.5,5.0
53,10000,MW00000,GM0375,70.5,47.8,36.7,23.6,5.6,7.2,19.6,2.1,44.4,53.5,36.3,17.3,47.2,56.2,14.1,21.9,10.3,17.9,43.5,6.0
54,10000,MW00000,GM0310,77.4,43.0,33.9,19.4,5.6,4.0,14.2,2.0,56.5,41.5,29.0,12.5,53.2,64.3,16.2,21.1,9.5,12.0,43.8,5.8
55,10000,MW00000,GM1728,79.1,40.0,29.9,19.5,7.3,5.6,14.4,1.1,47.4,51.4,36.0,15.4,43.4,59.5,16.5,23.8,9.4,10.8,37.4,6.6
56,10000,MW00000,GM0376,77.7,44.9,31.5,13.6,2.1,4.9,9.5,1.4,55.7,42.9,33.8,9.1,44.5,63.5,14.0,,,13.9,37.8,7.8
57,10000,MW00000,GM0377,79.4,38.1,32.0,16.3,3.5,5.7,11.9,2.6,61.8,35.5,27.6,7.9,59.2,72.1,13.8,15.6,9.6,13.7,31.9,8.1
58,10000,MW00000,GM1901,79.7,40.9,31.1,15.8,4.7,3.5,12.7,1.2,47.9,51.0,34.0,16.9,46.6,58.9,17.7,20.7,8.7,9.7,47.0,5.0
59,10000,MW00000,GM0755,77.6,40.8,33.9,20.5,6.3,5.0,14.7,0.6,49.5,49.9,36.6,13.3,51.5,61.7,15.3,18.6,12.2,11.5,37.8,8.5
60,10000,MW00000,GM1681,73.5,41.4,32.9,18.0,4.3,4.1,12.2,1.7,42.3,55.9,36.8,19.2,38.8,42.8,13.7,,,11.9,49.2,5.9
61,10000,MW00000,GM0147,78.9,36.9,31.7,20.4,6.1,5.4,15.3,2.1,44.6,53.3,38.1,15.2,57.5,61.9,16.8,24.0,10.4,10.7,38.3,7.8
62,10000,MW00000,GM0654,75.2,45.5,32.7,20.2,6.1,4.7,14.3,1.2,46.6,52.3,37.4,14.9,45.8,45.9,18.0,22.8,13.3,11.6,50.2,5.8
63,10000,MW00000,GM0757,72.1,43.4,35.6,21.3,6.4,4.4,15.0,1.6,46.2,52.2,34.9,17.3,50.5,55.4,13.9,11.9,6.6,15.6,39.6,6.6
64,10000,MW00000,GM0758,76.6,43.5,31.1,24.2,6.5,7.2,16.9,2.2,52.4,45.4,31.7,13.7,49.7,62.2,12.6,22.7,9.4,16.6,39.6,6.1
65,10000,MW00000,GM1876,75.5,38.8,37.9,17.5,4.6,3.8,12.6,0.3,45.9,53.7,38.3,15.4,48.1,59.8,14.5,13.3,7.7,13.9,36.7,7.3
66,10000,MW00000,GM0213,76.6,42.7,32.7,20.1,5.5,3.9,14.3,0.8,47.1,52.1,37.6,14.5,51.5,58.0,14.4,28.1,8.6,14.6,43.7,6.3
67,10000,MW00000,GM0899,62.6,46.0,43.6,31.0,7.9,9.7,24.6,1.5,37.6,60.9,39.1,21.8,37.2,49.3,16.1,22.4,12.9,16.5,52.0,4.2
68,10000,MW00000,GM0312,77.9,43.7,36.5,17.4,5.8,4.4,12.6,2.2,59.8,38.1,27.0,11.0,55.5,69.4,14.9,22.7,9.7,9.4,42.3,5.6
69,10000,MW00000,GM0313,76.1,42.3,28.5,23.8,6.9,5.0,18.6,2.2,45.2,52.7,35.9,16.7,48.1,60.1,14.4,18.1,8.6,17.6,36.6,6.7
70,10000,MW00000,GM0214,73.5,43.8,33.6,20.5,5.4,4.7,14.3,1.1,43.8,55.1,37.0,18.2,41.8,47.3,16.7,19.4,10.6,13.5,48.1,4.5
71,10000,MW00000,GM0502,68.4,51.9,39.2,24.4,4.5,6.6,18.6,1.0,43.3,55.7,36.9,18.8,37.4,52.8,12.7,17.6,10.6,17.1,54.9,4.5
72,10000,MW00000,GM0383,79.5,39.7,32.1,16.1,4.2,5.4,11.7,1.4,53.2,45.4,33.5,12.0,59.1,64.2,12.8,20.8,8.6,8.1,39.6,7.1
73,10000,MW00000,GM0109,74.5,43.5,36.6,22.6,6.4,5.5,18.2,1.6,39.1,59.3,41.0,18.2,42.1,49.8,14.4,,,12.5,46.4,4.3
74,10000,MW00000,GM1706,71.0,44.3,36.3,20.6,5.3,5.5,15.1,2.3,49.6,48.1,34.4,13.7,43.8,55.1,17.2,15.7,12.1,13.2,40.2,5.2
75,10000,MW00000,GM0216,73.8,44.5,38.9,25.7,7.7,5.6,18.0,2.1,45.7,52.2,37.8,14.4,53.6,63.0,14.9,14.4,8.6,14.7,51.9,3.8
76,10000,MW00000,GM0148,79.4,36.3,29.6,22.6,10.1,4.4,14.1,2.3,48.7,49.0,34.6,14.4,48.6,57.5,17.6,18.2,8.0,10.5,39.6,6.3
77,10000,MW00000,GM1891,77.7,39.5,31.2,20.9,5.3,7.2,14.6,1.1,45.0,53.9,39.2,14.7,47.2,45.5,14.7,18.3,8.8,17.6,48.1,4.1
78,10000,MW00000,GM0503,73.8,55.1,33.7,20.9,5.2,6.2,16.0,3.4,56.6,40.0,29.1,11.0,57.2,65.9,9.8,27.6,14.6,14.1,43.2,5.9
79,10000,MW00000,GM0762,73.4,42.0,36.7,22.2,7.7,4.7,16.9,2.6,46.0,51.4,38.1,13.3,47.1,55.1,19.0,20.7,9.8,15.6,35.5,6.8
80,10000,MW00000,GM0150,74.2,47.3,36.3,22.1,5.6,6.0,16.3,2.0,47.2,50.8,34.1,16.7,51.4,57.7,14.2,21.6,12.3,13.4,44.1,6.0
81,10000,MW00000,GM0384,77.2,51.6,34.0,22.9,8.2,8.0,16.4,2.8,52.8,44.5,32.6,11.9,54.3,64.0,9.0,26.8,9.6,17.0,43.4,5.1
82,10000,MW00000,GM1980,76.5,43.7,35.4,15.9,5.8,2.8,10.0,1.6,44.7,53.6,35.9,17.8,46.3,58.7,14.0,21.5,14.4,10.9,40.2,6.4
83,10000,MW00000,GM1774,81.4,35.1,29.0,21.2,6.8,6.4,13.5,1.3,45.6,53.1,39.4,13.7,54.0,62.3,17.3,15.3,9.3,13.2,30.2,10.9
84,10000,MW00000,GM0221,73.2,46.5,38.1,21.3,6.4,6.2,12.7,1.1,40.3,58.6,40.2,18.4,46.0,55.6,17.1,22.1,11.3,16.0,45.9,6.4
85,10000,MW00000,GM0222,73.1,49.4,33.1,22.2,5.0,4.5,17.3,1.6,47.8,50.6,33.4,17.2,50.2,57.6,13.4,16.3,10.0,17.6,43.6,3.3
86,10000,MW00000,GM0766,75.1,39.9,34.8,24.7,9.1,6.8,16.5,1.8,43.5,54.7,35.1,19.6,43.2,58.8,15.2,25.4,8.5,12.8,42.7,5.8
87,10000,MW00000,GM0505,69.5,51.5,37.3,22.8,7.2,6.4,18.3,2.9,44.5,52.6,35.7,16.9,44.9,54.2,15.7,22.4,13.0,16.6,49.4,4.3
88,10000,MW00000,GM0498,76.1,40.6,33.9,17.4,5.3,3.1,11.5,3.6,47.9,48.5,35.1,13.4,53.6,60.9,15.6,21.6,10.2,11.6,37.0,5.4
89,10000,MW00000,GM1719,74.0,42.7,33.5,28.9,8.7,5.8,20.7,0.7,42.7,56.7,40.6,16.1,45.0,54.8,13.9,13.6,11.7,10.2,33.2,6.0
90,10000,MW00000,GM0303,73.3,44.7,34.6,17.1,5.7,3.0,11.3,2.1,45.6,52.3,36.4,15.9,46.1,55.1,14.5,25.9,15.2,14.0,46.0,4.9
91,10000,MW00000,GM0225,75.3,43.3,36.0,23.0,8.5,6.1,14.8,0.8,47.7,51.5,35.2,16.2,40.7,54.0,16.4,25.2,10.4,13.3,42.2,4.7
92,10000,MW00000,GM0226,72.2,42.9,37.3,19.8,6.2,4.0,13.4,2.4,41.5,56.0,36.7,19.3,52.2,60.7,16.0,21.6,9.5,12.6,44.2,3.9
93,10000,MW00000,GM1711,72.8,46.2,34.2,22.4,8.4,4.8,16.9,1.3,43.7,55.0,37.5,17.6,44.3,49.9,15.4,25.7,10.1,12.1,48.1,3.8
94,10000,MW00000,GM0385,76.3,41.3,30.1,20.7,5.0,6.4,14.9,1.2,51.4,47.4,34.3,13.1,52.3,66.9,12.5,19.7,8.9,9.9,34.3,5.7
95,10000,MW00000,GM0228,75.7,46.0,34.0,22.7,7.0,6.6,16.3,1.8,51.8,46.4,33.6,12.8,48.4,55.6,15.6,22.9,9.6,14.0,51.8,3.9
96,10000,MW00000,GM0317,77.9,42.1,36.2,19.5,4.9,4.5,13.6,1.4,48.4,50.2,36.8,13.3,50.1,64.0,19.1,22.6,7.0,13.6,36.0,6.7
97,10000,MW00000,GM1979,63.3,48.2,45.3,20.9,5.9,6.6,14.0,2.6,38.0,59.4,34.7,24.8,40.4,43.6,15.3,15.3,13.4,18.2,48.4,5.9
98,10000,MW00000,GM0770,76.9,38.3,33.4,20.3,6.6,4.3,12.9,0.8,44.6,54.6,39.0,15.7,46.9,58.2,17.5,14.9,6.0,9.2,34.2,5.6
99,10000,MW00000,GM1903,73.8,41.4,36.8,21.7,6.1,6.5,15.1,1.1,44.3,54.6,40.6,14.0,45.2,55.2,15.7,23.8,9.8,12.2,37.5,6.1
100,10000,MW00000,GM0772,74.1,52.3,31.9,25.8,6.7,7.0,20.0,3.1,52.4,44.5,31.5,13.0,54.1,61.0,10.2,26.7,12.0,15.8,43.2,5.6
101,10000,MW00000,GM0230,76.8,46.9,34.1,21.0,5.3,7.4,14.5,1.7,45.0,53.4,38.8,14.5,43.5,50.3,18.2,16.8,9.3,17.2,48.5,6.0
102,10000,MW00000,GM0114,71.7,42.2,40.1,25.8,6.1,5.8,20.3,1.6,34.2,64.2,37.8,26.4,42.8,43.8,13.7,,,15.8,47.8,4.1
103,10000,MW00000,GM0388,75.4,45.9,33.7,23.5,6.7,5.8,17.8,1.8,49.2,49.1,35.6,13.5,52.0,56.5,14.0,19.0,8.3,17.3,39.9,6.8
104,10000,MW00000,GM0153,74.0,47.6,33.1,28.1,6.8,8.5,20.2,2.1,47.8,50.1,33.1,17.0,53.4,59.8,11.7,19.0,9.3,17.4,42.8,6.0
105,10000,MW00000,GM0232,77.5,43.2,34.5,21.4,7.5,5.5,15.8,1.5,43.8,54.7,39.3,15.4,45.3,51.7,18.6,24.3,11.5,13.2,42.8,4.9
106,10000,MW00000,GM0233,74.7,44.2,36.7,21.3,6.4,4.2,17.4,1.6,48.2,50.2,36.8,13.3,49.8,53.9,16.3,18.1,8.5,15.0,48.8,4.7
107,10000,MW00000,GM0777,72.9,44.7,36.8,26.9,7.5,7.0,19.6,2.5,43.2,54.3,35.2,19.1,43.6,56.6,16.4,20.8,11.3,12.5,43.8,4.5
108,10000,MW00000,GM1940,78.5,36.0,30.7,20.1,5.0,9.1,14.3,2.3,45.7,51.9,36.8,15.2,47.6,51.1,13.4,22.6,16.5,13.2,41.8,5.9
109,10000,MW00000,GM0779,72.1,41.7,34.8,24.6,7.5,6.0,17.4,2.3,43.2,54.4,33.5,20.9,42.3,54.8,13.5,15.8,13.1,12.0,40.2,8.0
110,10000,MW00000,GM1771,73.1,43.0,35.3,24.4,8.6,7.7,17.1,0.5,46.4,53.1,37.4,15.7,50.8,56.2,12.6,23.6,11.2,14.0,41.6,6.4
111,10000,MW00000,GM1652,75.0,43.2,34.6,24.2,8.1,6.7,16.4,1.1,46.1,52.8,37.3,15.5,46.5,56.5,14.2,14.6,9.8,13.7,38.3,5.9
112,10000,MW00000,GM0907,72.0,41.4,35.1,21.2,7.8,6.3,13.1,1.5,47.6,50.9,33.7,17.2,49.5,56.3,18.1,16.4,8.7,15.1,44.1,6.4
113,10000,MW00000,GM0784,70.9,44.0,35.4,24.0,6.2,5.2,18.1,1.4,42.1,56.5,39.1,17.5,47.0,56.1,15.3,12.6,6.4,13.4,41.3,6.1
114,10000,MW00000,GM1924,73.8,43.5,36.9,23.2,7.2,7.9,16.5,1.5,41.1,57.4,40.4,16.9,41.6,45.4,15.9,22.7,10.5,14.7,49.0,6.4
115,10000,MW00000,GM0664,75.5,43.1,38.7,21.3,5.6,6.7,14.8,1.3,47.0,51.7,34.7,17.0,47.9,53.3,15.1,27.0,12.7,16.7,49.7,4.8
116,10000,MW00000,GM0785,74.8,41.3,35.1,21.7,5.9,6.4,13.2,2.4,44.6,53.0,35.5,17.4,49.8,59.2,15.2,21.7,10.7,11.3,34.6,7.8
117,10000,MW00000,GM1942,78.1,46.5,32.4,18.9,4.6,3.7,14.0,1.7,55.4,42.8,32.0,10.8,53.0,65.6,13.7,23.2,9.9,16.1,38.2,7.1
118,10000,MW00000,GM0512,76.6,45.1,30.4,23.5,7.5,4.3,18.1,1.8,45.9,52.3,32.3,20.0,46.5,54.7,14.6,37.1,16.8,15.7,49.8,4.9
119,10000,MW00000,GM0513,73.0,46.3,33.5,22.9,6.6,5.9,17.3,2.0,47.9,50.1,35.2,14.9,51.0,55.6,12.6,30.0,10.7,15.1,52.2,4.3
120,10000,MW00000,GM0518,71.3,55.1,34.2,27.6,6.8,9.4,22.0,1.3,51.2,47.5,33.0,14.5,52.4,59.9,11.7,25.7,11.4,17.7,53.4,4.3
121,10000,MW00000,GM0014,77.8,46.8,29.1,22.4,6.6,5.7,16.7,1.9,59.1,38.9,27.4,11.6,59.5,67.3,9.8,15.4,8.5,22.5,37.2,6.7
122,10000,MW00000,GM1729,72.1,43.2,37.8,18.4,6.7,7.0,13.3,2.4,46.4,51.2,36.9,14.3,39.8,49.7,15.4,21.0,14.5,10.8,40.0,7.1
123,10000,MW00000,GM0158,80.1,36.6,32.6,25.1,7.4,5.9,17.5,1.0,44.2,54.8,37.9,16.9,50.8,59.4,18.3,19.3,11.3,11.3,37.8,6.5
124,10000,MW00000,GM0392,74.6,51.7,34.5,23.5,5.8,7.5,17.4,1.7,56.2,42.1,28.2,13.8,57.5,66.1,12.3,27.4,10.8,16.3,39.2,6.4
125,10000,MW00000,GM0394,76.5,45.3,31.2,18.7,4.6,4.8,13.5,1.5,48.2,50.3,33.5,16.8,45.7,59.9,12.1,22.0,11.2,13.7,48.7,5.2
126,10000,MW00000,GM1655,75.0,43.2,31.0,24.2,8.8,3.2,17.4,2.9,42.8,54.2,37.1,17.1,45.4,51.7,13.4,23.3,10.6,16.9,45.6,7.4
127,10000,MW00000,GM0160,78.9,37.8,32.5,19.9,6.4,4.8,14.4,1.1,41.1,57.8,40.9,16.9,47.6,51.2,15.1,16.1,10.8,16.3,36.9,8.0
128,10000,MW00000,GM0243,77.6,47.1,33.4,21.4,5.5,4.2,16.5,0.6,53.6,45.7,31.7,14.0,50.6,54.2,16.0,14.7,10.8,17.3,45.3,5.0
129,10000,MW00000,GM0523,75.3,46.5,33.5,23.8,6.3,3.3,19.3,1.8,44.3,53.9,39.6,14.3,41.4,50.7,16.4,20.9,14.5,14.4,56.2,4.4
130,10000,MW00000,GM0072,73.5,37.6,35.4,21.3,6.2,6.8,15.4,1.3,43.1,55.6,37.5,18.1,50.9,49.8,15.4,24.7,11.0,14.6,47.2,4.2
131,10000,MW00000,GM0244,75.9,49.6,30.5,22.3,5.7,5.4,16.6,1.0,49.8,49.1,34.8,14.3,52.9,61.4,14.7,,,11.9,41.1,3.7
132,10000,MW00000,GM0396,73.1,45.8,36.1,19.4,5.5,4.8,15.2,1.0,47.5,51.5,33.9,17.6,50.7,56.7,16.7,30.6,13.5,13.5,43.2,4.9
133,10000,MW00000,GM0397,79.0,41.3,32.1,15.0,2.5,4.5,12.1,1.0,57.7,41.3,32.1,9.2,58.6,71.8,16.9,18.9,7.5,12.3,36.8,8.9
134,10000,MW00000,GM0246,76.2,39.0,34.4,22.6,6.9,6.6,14.0,0.7,45.8,53.5,36.1,17.4,45.1,53.0,16.6,12.5,10.2,11.8,50.9,5.1
135,10000,MW00000,GM0074,77.2,32.0,34.1,17.2,3.8,4.4,12.5,1.2,51.1,47.8,34.9,12.8,54.4,55.5,12.2,20.6,13.7,15.3,46.0,5.7
136,10000,MW00000,GM0917,61.6,52.8,43.1,30.1,7.9,8.9,23.4,1.7,40.3,58.0,38.0,20.0,36.4,46.3,14.7,22.7,13.3,20.4,52.4,4.4
137,10000,MW00000,GM1658,75.3,36.5,36.2,21.4,4.7,7.9,14.3,1.5,54.3,44.2,32.5,11.7,48.8,61.7,17.3,29.9,11.5,9.5,35.1,5.9
138,10000,MW00000,GM0399,78.3,41.5,32.2,19.6,6.3,3.9,14.1,2.4,58.1,39.5,31.0,8.5,56.8,63.8,14.0,23.9,8.5,9.7,41.0,5.4
139,10000,MW00000,GM0400,71.8,42.9,39.1,21.2,6.5,4.4,16.2,1.7,39.8,58.5,36.1,22.4,50.4,47.5,13.4,25.7,13.1,19.0,46.9,4.5
140,10000,MW00000,GM0163,76.1,36.9,34.4,22.2,8.7,5.0,15.3,1.4,46.6,52.0,37.2,14.8,54.4,57.1,14.7,21.6,11.6,12.8,38.1,8.1
141,10000,MW00000,GM0794,71.1,49.9,36.4,27.5,9.0,7.7,19.6,2.0,43.2,54.8,36.4,18.4,45.4,54.0,15.9,23.0,14.3,15.5,46.6,4.7
142,10000,MW00000,GM0531,77.1,42.4,32.5,19.5,3.6,5.1,14.5,0.9,45.4,53.7,37.0,16.6,43.7,57.3,14.9,24.0,9.2,10.0,52.3,3.7
