ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2
1293,E006590,E007022 ,2023JJ00,70586.0,3.96
1294,E006590,E007022 ,2024JJ00,78560.0,4.39
1295,E006590,E006607 ,1990JJ00,2.0,0.0
1296,E006590,E006607 ,1991JJ00,2.0,0.0
1297,E006590,E006607 ,1992JJ00,3.0,0.0
1298,E006590,E006607 ,1993JJ00,4.0,0.0
1299,E006590,E006607 ,1994JJ00,5.0,0.0
1300,E006590,E006607 ,1995JJ00,5.0,0.0
1301,E006590,E006607 ,1996JJ00,7.0,0.0
1302,E006590,E006607 ,1997JJ00,9.0,0.0
1303,E006590,E006607 ,1998JJ00,13.0,0.0
1304,E006590,E006607 ,1999JJ00,20.0,0.0
1305,E006590,E006607 ,2000JJ00,28.0,0.0
1306,E006590,E006607 ,2001JJ00,42.0,0.0
1307,E006590,E006607 ,2002JJ00,59.0,0.0
1308,E006590,E006607 ,2003JJ00,91.0,0.0
1309,E006590,E006607 ,2004JJ00,121.0,0.01
1310,E006590,E006607 ,2005JJ00,128.0,0.01
1311,E006590,E006607 ,2006JJ00,132.0,0.01
1312,E006590,E006607 ,2007JJ00,135.0,0.01
1313,E006590,E006607 ,2008JJ00,143.0,0.01
1314,E006590,E006607 ,2009JJ00,162.0,0.01
1315,E006590,E006607 ,2010JJ00,201.0,0.01
1316,E006590,E006607 ,2011JJ00,376.0,0.02
1317,E006590,E006607 ,2012JJ00,686.0,0.03
1318,E006590,E006607 ,2013JJ00,1476.0,0.07
1319,E006590,E006607 ,2014JJ00,2611.0,0.13
1320,E006590,E006607 ,2015JJ00,3991.0,0.19
1321,E006590,E006607 ,2016JJ00,5767.0,0.28
1322,E006590,E006607 ,2017JJ00,7936.0,0.38
1323,E006590,E006607 ,2018JJ00,13354.0,0.63
1324,E006590,E006607 ,2019JJ00,19437.0,0.94
1325,E006590,E006607 ,2020JJ00,31553.0,1.62
1326,E006590,E006607 ,2021JJ00,40694.0,2.03
1327,E006590,E006607 ,2022JJ00,59972.0,3.27
1328,E006590,E006607 ,2023JJ00,70586.0,3.96
1329,E006590,E006607 ,2024JJ00,78560.0,4.39
1330,E006590,E006608 ,1990JJ00,,
1331,E006590,E006608 ,1991JJ00,,
1332,E006590,E006608 ,1992JJ00,,
1333,E006590,E006608 ,1993JJ00,,
1334,E006590,E006608 ,1994JJ00,,
1335,E006590,E006608 ,1995JJ00,,
1336,E006590,E006608 ,1996JJ00,,
1337,E006590,E006608 ,1997JJ00,,
1338,E006590,E006608 ,1998JJ00,,
1339,E006590,E006608 ,1999JJ00,,
1340,E006590,E006608 ,2000JJ00,,
1341,E006590,E006608 ,2001JJ00,,
1342,E006590,E006608 ,2002JJ00,,
1343,E006590,E006608 ,2003JJ00,,
1344,E006590,E006608 ,2004JJ00,,
1345,E006590,E006608 ,2005JJ00,,
1346,E006590,E006608 ,2006JJ00,,
1347,E006590,E006608 ,2007JJ00,,
1348,E006590,E006608 ,2008JJ00,,
1349,E006590,E006608 ,2009JJ00,,
1350,E006590,E006608 ,2010JJ00,,
1351,E006590,E006608 ,2011JJ00,,
1352,E006590,E006608 ,2012JJ00,,
1353,E006590,E006608 ,2013JJ00,,
1354,E006590,E006608 ,2014JJ00,,
1355,E006590,E006608 ,2015JJ00,,
1356,E006590,E006608 ,2016JJ00,,
1357,E006590,E006608 ,2017JJ00,,
1358,E006590,E006608 ,2018JJ00,,
1359,E006590,E006608 ,2019JJ00,,
1360,E006590,E006608 ,2020JJ00,,
1361,E006590,E006608 ,2021JJ00,,
1362,E006590,E006608 ,2022JJ00,,
1363,E006590,E006608 ,2023JJ00,,
1364,E006590,E006608 ,2024JJ00,,
1365,E006590,E007028 ,1990JJ00,,
1366,E006590,E007028 ,1991JJ00,,
1367,E006590,E007028 ,1992JJ00,,
1368,E006590,E007028 ,1993JJ00,,
1369,E006590,E007028 ,1994JJ00,,
1370,E006590,E007028 ,1995JJ00,,
1371,E006590,E007028 ,1996JJ00,,
1372,E006590,E007028 ,1997JJ00,,
1373,E006590,E007028 ,1998JJ00,,
1374,E006590,E007028 ,1999JJ00,,
1375,E006590,E007028 ,2000JJ00,,
1376,E006590,E007028 ,2001JJ00,,
1377,E006590,E007028 ,2002JJ00,,
1378,E006590,E007028 ,2003JJ00,,
1379,E006590,E007028 ,2004JJ00,,
1380,E006590,E007028 ,2005JJ00,,
1381,E006590,E007028 ,2006JJ00,,
1382,E006590,E007028 ,2007JJ00,,
1383,E006590,E007028 ,2008JJ00,,
1384,E006590,E007028 ,2009JJ00,,
1385,E006590,E007028 ,2010JJ00,,
1386,E006590,E007028 ,2011JJ00,,
1387,E006590,E007028 ,2012JJ00,,
1388,E006590,E007028 ,2013JJ00,,
1389,E006590,E007028 ,2014JJ00,,
1390,E006590,E007028 ,2015JJ00,,
1391,E006590,E007028 ,2016JJ00,,
1392,E006590,E007028 ,2017JJ00,,
1393,E006590,E007028 ,2018JJ00,,
1394,E006590,E007028 ,2019JJ00,,
1395,E006590,E007028 ,2020JJ00,,
1396,E006590,E007028 ,2021JJ00,,
1397,E006590,E007028 ,2022JJ00,,
1398,E006590,E007028 ,2023JJ00,,
1399,E006590,E007028 ,2024JJ00,,
1400,E006591,E007022 ,1990JJ00,100.0,0.01
1401,E006591,E007022 ,1991JJ00,113.0,0.01
1402,E006591,E007022 ,1992JJ00,136.0,0.01
1403,E006591,E007022 ,1993JJ00,154.0,0.01
1404,E006591,E007022 ,1994JJ00,180.0,0.01
1405,E006591,E007022 ,1995JJ00,211.0,0.01
1406,E006591,E007022 ,1996JJ00,244.0,0.01
1407,E006591,E007022 ,1997JJ00,294.0,0.01
1408,E006591,E007022 ,1998JJ00,345.0,0.02
1409,E006591,E007022 ,1999JJ00,404.0,0.02
1410,E006591,E007022 ,2000JJ00,454.0,0.02
1411,E006591,E007022 ,2001JJ00,511.0,0.02
1412,E006591,E007022 ,2002JJ00,575.0,0.03
1413,E006591,E007022 ,2003JJ00,624.0,0.03
1414,E006591,E007022 ,2004JJ00,674.0,0.03
1415,E006591,E007022 ,2005JJ00,719.0,0.03
1416,E006591,E007022 ,2006JJ00,755.0,0.03
1417,E006591,E007022 ,2007JJ00,798.0,0.04
1418,E006591,E007022 ,2008JJ00,846.0,0.04
1419,E006591,E007022 ,2009JJ00,926.0,0.04
1420,E006591,E007022 ,2010JJ00,994.0,0.04
1421,E006591,E007022 ,2011JJ00,1040.0,0.05
1422,E006591,E007022 ,2012JJ00,1070.0,0.05
1423,E006591,E007022 ,2013JJ00,1106.0,0.05
1424,E006591,E007022 ,2014JJ00,1128.0,0.06
1425,E006591,E007022 ,2015JJ00,1137.0,0.06
1426,E006591,E007022 ,2016JJ00,1147.0,0.05
1427,E006591,E007022 ,2017JJ00,1144.0,0.05
1428,E006591,E007022 ,2018JJ00,1156.0,0.05
1429,E006591,E007022 ,2019JJ00,1180.0,0.06
1430,E006591,E007022 ,2020JJ00,1176.0,0.06
1431,E006591,E007022 ,2021JJ00,1164.0,0.06
1432,E006591,E007022 ,2022JJ00,1168.0,0.06
1433,E006591,E007022 ,2023JJ00,1176.0,0.07
1434,E006591,E007022 ,2024JJ00,1153.0,0.06
1435,E006591,E006607 ,1990JJ00,,
1436,E006591,E006607 ,1991JJ00,,
1437,E006591,E006607 ,1992JJ00,,
1438,E006591,E006607 ,1993JJ00,,
1439,E006591,E006607 ,1994JJ00,,
1440,E006591,E006607 ,1995JJ00,,
1441,E006591,E006607 ,1996JJ00,,
1442,E006591,E006607 ,1997JJ00,,
1443,E006591,E006607 ,1998JJ00,,
1444,E006591,E006607 ,1999JJ00,,
1445,E006591,E006607 ,2000JJ00,,
1446,E006591,E006607 ,2001JJ00,,
1447,E006591,E006607 ,2002JJ00,,
1448,E006591,E006607 ,2003JJ00,,
1449,E006591,E006607 ,2004JJ00,,
1450,E006591,E006607 ,2005JJ00,,
1451,E006591,E006607 ,2006JJ00,,
1452,E006591,E006607 ,2007JJ00,,
1453,E006591,E006607 ,2008JJ00,,
1454,E006591,E006607 ,2009JJ00,,
1455,E006591,E006607 ,2010JJ00,,
1456,E006591,E006607 ,2011JJ00,,
1457,E006591,E006607 ,2012JJ00,,
1458,E006591,E006607 ,2013JJ00,,
1459,E006591,E006607 ,2014JJ00,,
1460,E006591,E006607 ,2015JJ00,,
1461,E006591,E006607 ,2016JJ00,,
1462,E006591,E006607 ,2017JJ00,,
1463,E006591,E006607 ,2018JJ00,,
1464,E006591,E006607 ,2019JJ00,,
1465,E006591,E006607 ,2020JJ00,,
1466,E006591,E006607 ,2021JJ00,,
1467,E006591,E006607 ,2022JJ00,,
1468,E006591,E006607 ,2023JJ00,,
1469,E006591,E006607 ,2024JJ00,,
1470,E006591,E006608 ,1990JJ00,100.0,0.01
1471,E006591,E006608 ,1991JJ00,113.0,0.01
1472,E006591,E006608 ,1992JJ00,136.0,0.01
1473,E006591,E006608 ,1993JJ00,154.0,0.01
1474,E006591,E006608 ,1994JJ00,180.0,0.01
1475,E006591,E006608 ,1995JJ00,211.0,0.01
1476,E006591,E006608 ,1996JJ00,244.0,0.01
1477,E006591,E006608 ,1997JJ00,294.0,0.01
1478,E006591,E006608 ,1998JJ00,345.0,0.02
1479,E006591,E006608 ,1999JJ00,404.0,0.02
1480,E006591,E006608 ,2000JJ00,454.0,0.02
1481,E006591,E006608 ,2001JJ00,511.0,0.02
1482,E006591,E006608 ,2002JJ00,575.0,0.03
1483,E006591,E006608 ,2003JJ00,624.0,0.03
1484,E006591,E006608 ,2004JJ00,674.0,0.03
1485,E006591,E006608 ,2005JJ00,719.0,0.03
1486,E006591,E006608 ,2006JJ00,755.0,0.03
1487,E006591,E006608 ,2007JJ00,798.0,0.04
1488,E006591,E006608 ,2008JJ00,846.0,0.04
1489,E006591,E006608 ,2009JJ00,926.0,0.04
1490,E006591,E006608 ,2010JJ00,994.0,0.04
1491,E006591,E006608 ,2011JJ00,1040.0,0.05
1492,E006591,E006608 ,2012JJ00,1070.0,0.05
1493,E006591,E006608 ,2013JJ00,1106.0,0.05
1494,E006591,E006608 ,2014JJ00,1128.0,0.06
1495,E006591,E006608 ,2015JJ00,1137.0,0.06
1496,E006591,E006608 ,2016JJ00,1147.0,0.05
1497,E006591,E006608 ,2017JJ00,1144.0,0.05
1498,E006591,E006608 ,2018JJ00,1156.0,0.05
1499,E006591,E006608 ,2019JJ00,1180.0,0.06
1500,E006591,E006608 ,2020JJ00,1176.0,0.06
1501,E006591,E006608 ,2021JJ00,1164.0,0.06
1502,E006591,E006608 ,2022JJ00,1168.0,0.06
1503,E006591,E006608 ,2023JJ00,1176.0,0.07
1504,E006591,E006608 ,2024JJ00,1153.0,0.06
1505,E006591,E007028 ,1990JJ00,,
1506,E006591,E007028 ,1991JJ00,,
1507,E006591,E007028 ,1992JJ00,,
1508,E006591,E007028 ,1993JJ00,,
1509,E006591,E007028 ,1994JJ00,,
1510,E006591,E007028 ,1995JJ00,,
1511,E006591,E007028 ,1996JJ00,,
1512,E006591,E007028 ,1997JJ00,,
1513,E006591,E007028 ,1998JJ00,,
1514,E006591,E007028 ,1999JJ00,,
1515,E006591,E007028 ,2000JJ00,,
1516,E006591,E007028 ,2001JJ00,,
1517,E006591,E007028 ,2002JJ00,,
1518,E006591,E007028 ,2003JJ00,,
1519,E006591,E007028 ,2004JJ00,,
1520,E006591,E007028 ,2005JJ00,,
1521,E006591,E007028 ,2006JJ00,,
1522,E006591,E007028 ,2007JJ00,,
1523,E006591,E007028 ,2008JJ00,,
1524,E006591,E007028 ,2009JJ00,,
1525,E006591,E007028 ,2010JJ00,,
1526,E006591,E007028 ,2011JJ00,,
1527,E006591,E007028 ,2012JJ00,,
1528,E006591,E007028 ,2013JJ00,,
1529,E006591,E007028 ,2014JJ00,,
1530,E006591,E007028 ,2015JJ00,,
1531,E006591,E007028 ,2016JJ00,,
1532,E006591,E007028 ,2017JJ00,,
1533,E006591,E007028 ,2018JJ00,,
1534,E006591,E007028 ,2019JJ00,,
1535,E006591,E007028 ,2020JJ00,,
1536,E006591,E007028 ,2021JJ00,,
1537,E006591,E007028 ,2022JJ00,,
1538,E006591,E007028 ,2023JJ00,,
1539,E006591,E007028 ,2024JJ00,,
1540,E006594,E007022 ,1990JJ00,,
1541,E006594,E007022 ,1991JJ00,,
1542,E006594,E007022 ,1992JJ00,,
1543,E006594,E007022 ,1993JJ00,,
1544,E006594,E007022 ,1994JJ00,28.0,0.0
1545,E006594,E007022 ,1995JJ00,31.0,0.0
1546,E006594,E007022 ,1996JJ00,36.0,0.0
1547,E006594,E007022 ,1997JJ00,56.0,0.0
1548,E006594,E007022 ,1998JJ00,90.0,0.0
1549,E006594,E007022 ,1999JJ00,117.0,0.01
1550,E006594,E007022 ,2000JJ00,156.0,0.01
1551,E006594,E007022 ,2001JJ00,187.0,0.01
1552,E006594,E007022 ,2002JJ00,244.0,0.01
1553,E006594,E007022 ,2003JJ00,311.0,0.01
1554,E006594,E007022 ,2004JJ00,452.0,0.02
1555,E006594,E007022 ,2005JJ00,628.0,0.03
1556,E006594,E007022 ,2006JJ00,840.0,0.04
1557,E006594,E007022 ,2007JJ00,1141.0,0.05
1558,E006594,E007022 ,2008JJ00,1584.0,0.07
1559,E006594,E007022 ,2009JJ00,1983.0,0.09
1560,E006594,E007022 ,2010JJ00,2501.0,0.11
1561,E006594,E007022 ,2011JJ00,2854.0,0.13
1562,E006594,E007022 ,2012JJ00,3347.0,0.15
1563,E006594,E007022 ,2013JJ00,4140.0,0.19
1564,E006594,E007022 ,2014JJ00,4906.0,0.24
1565,E006594,E007022 ,2015JJ00,6082.0,0.3
1566,E006594,E007022 ,2016JJ00,6699.0,0.32
1567,E006594,E007022 ,2017JJ00,7127.0,0.34
1568,E006594,E007022 ,2018JJ00,8114.0,0.38
1569,E006594,E007022 ,2019JJ00,10279.0,0.49
1570,E006594,E007022 ,2020JJ00,11282.0,0.58
1571,E006594,E007022 ,2021JJ00,11847.0,0.59
1572,E006594,E007022 ,2022JJ00,12783.0,0.7
1573,E006594,E007022 ,2023JJ00,13455.0,0.75
1574,E006594,E007022 ,2024JJ00,14574.0,0.81
1575,E006594,E006607 ,1990JJ00,,
1576,E006594,E006607 ,1991JJ00,,
1577,E006594,E006607 ,1992JJ00,,
1578,E006594,E006607 ,1993JJ00,,
1579,E006594,E006607 ,1994JJ00,,
1580,E006594,E006607 ,1995JJ00,,
1581,E006594,E006607 ,1996JJ00,,
1582,E006594,E006607 ,1997JJ00,,
1583,E006594,E006607 ,1998JJ00,,
1584,E006594,E006607 ,1999JJ00,,
1585,E006594,E006607 ,2000JJ00,,
1586,E006594,E006607 ,2001JJ00,,
1587,E006594,E006607 ,2002JJ00,,
1588,E006594,E006607 ,2003JJ00,,
1589,E006594,E006607 ,2004JJ00,,
1590,E006594,E006607 ,2005JJ00,,
1591,E006594,E006607 ,2006JJ00,,
1592,E006594,E006607 ,2007JJ00,,
1593,E006594,E006607 ,2008JJ00,,
1594,E006594,E006607 ,2009JJ00,,
1595,E006594,E006607 ,2010JJ00,,
1596,E006594,E006607 ,2011JJ00,,
1597,E006594,E006607 ,2012JJ00,,
1598,E006594,E006607 ,2013JJ00,,
1599,E006594,E006607 ,2014JJ00,,
1600,E006594,E006607 ,2015JJ00,,
1601,E006594,E006607 ,2016JJ00,,
1602,E006594,E006607 ,2017JJ00,,
1603,E006594,E006607 ,2018JJ00,,
1604,E006594,E006607 ,2019JJ00,,
1605,E006594,E006607 ,2020JJ00,,
1606,E006594,E006607 ,2021JJ00,,
1607,E006594,E006607 ,2022JJ00,,
1608,E006594,E006607 ,2023JJ00,,
1609,E006594,E006607 ,2024JJ00,,
1610,E006594,E006608 ,1990JJ00,,
1611,E006594,E006608 ,1991JJ00,,
1612,E006594,E006608 ,1992JJ00,,
1613,E006594,E006608 ,1993JJ00,,
1614,E006594,E006608 ,1994JJ00,28.0,0.0
1615,E006594,E006608 ,1995JJ00,31.0,0.0
1616,E006594,E006608 ,1996JJ00,36.0,0.0
1617,E006594,E006608 ,1997JJ00,56.0,0.0
1618,E006594,E006608 ,1998JJ00,90.0,0.0
1619,E006594,E006608 ,1999JJ00,117.0,0.01
1620,E006594,E006608 ,2000JJ00,156.0,0.01
1621,E006594,E006608 ,2001JJ00,187.0,0.01
1622,E006594,E006608 ,2002JJ00,244.0,0.01
1623,E006594,E006608 ,2003JJ00,311.0,0.01
1624,E006594,E006608 ,2004JJ00,452.0,0.02
1625,E006594,E006608 ,2005JJ00,628.0,0.03
1626,E006594,E006608 ,2006JJ00,840.0,0.04
1627,E006594,E006608 ,2007JJ00,1141.0,0.05
1628,E006594,E006608 ,2008JJ00,1584.0,0.07
1629,E006594,E006608 ,2009JJ00,1983.0,0.09
1630,E006594,E006608 ,2010JJ00,2501.0,0.11
1631,E006594,E006608 ,2011JJ00,2854.0,0.13
1632,E006594,E006608 ,2012JJ00,3347.0,0.15
1633,E006594,E006608 ,2013JJ00,4140.0,0.19
1634,E006594,E006608 ,2014JJ00,4906.0,0.24
1635,E006594,E006608 ,2015JJ00,6082.0,0.3
1636,E006594,E006608 ,2016JJ00,6699.0,0.32
1637,E006594,E006608 ,2017JJ00,7127.0,0.34
1638,E006594,E006608 ,2018JJ00,8114.0,0.38
1639,E006594,E006608 ,2019JJ00,10279.0,0.49
1640,E006594,E006608 ,2020JJ00,11282.0,0.58
1641,E006594,E006608 ,2021JJ00,11847.0,0.59
1642,E006594,E006608 ,2022JJ00,12783.0,0.7
1643,E006594,E006608 ,2023JJ00,13455.0,0.75
1644,E006594,E006608 ,2024JJ00,14574.0,0.81
1645,E006594,E007028 ,1990JJ00,,
1646,E006594,E007028 ,1991JJ00,,
1647,E006594,E007028 ,1992JJ00,,
1648,E006594,E007028 ,1993JJ00,,
1649,E006594,E007028 ,1994JJ00,,
1650,E006594,E007028 ,1995JJ00,,
1651,E006594,E007028 ,1996JJ00,,
1652,E006594,E007028 ,1997JJ00,,
1653,E006594,E007028 ,1998JJ00,,
1654,E006594,E007028 ,1999JJ00,,
1655,E006594,E007028 ,2000JJ00,,
1656,E006594,E007028 ,2001JJ00,,
1657,E006594,E007028 ,2002JJ00,,
1658,E006594,E007028 ,2003JJ00,,
1659,E006594,E007028 ,2004JJ00,,
1660,E006594,E007028 ,2005JJ00,,
1661,E006594,E007028 ,2006JJ00,,
1662,E006594,E007028 ,2007JJ00,,
1663,E006594,E007028 ,2008JJ00,,
1664,E006594,E007028 ,2009JJ00,,
1665,E006594,E007028 ,2010JJ00,,
1666,E006594,E007028 ,2011JJ00,,
1667,E006594,E007028 ,2012JJ00,,
1668,E006594,E007028 ,2013JJ00,,
1669,E006594,E007028 ,2014JJ00,,
1670,E006594,E007028 ,2015JJ00,,
1671,E006594,E007028 ,2016JJ00,,
1672,E006594,E007028 ,2017JJ00,,
1673,E006594,E007028 ,2018JJ00,,
1674,E006594,E007028 ,2019JJ00,,
1675,E006594,E007028 ,2020JJ00,,
1676,E006594,E007028 ,2021JJ00,,
1677,E006594,E007028 ,2022JJ00,,
1678,E006594,E007028 ,2023JJ00,,
1679,E006594,E007028 ,2024JJ00,,
1680,E006595,E007022 ,1990JJ00,,
1681,E006595,E007022 ,1991JJ00,,
1682,E006595,E007022 ,1992JJ00,,
1683,E006595,E007022 ,1993JJ00,,
1684,E006595,E007022 ,1994JJ00,,
1685,E006595,E007022 ,1995JJ00,,
1686,E006595,E007022 ,1996JJ00,,
1687,E006595,E007022 ,1997JJ00,,
1688,E006595,E007022 ,1998JJ00,,
1689,E006595,E007022 ,1999JJ00,,
1690,E006595,E007022 ,2000JJ00,,
1691,E006595,E007022 ,2001JJ00,,
1692,E006595,E007022 ,2002JJ00,,
1693,E006595,E007022 ,2003JJ00,,
1694,E006595,E007022 ,2004JJ00,,
1695,E006595,E007022 ,2005JJ00,,
1696,E006595,E007022 ,2006JJ00,,
1697,E006595,E007022 ,2007JJ00,,
1698,E006595,E007022 ,2008JJ00,96.0,0.0
1699,E006595,E007022 ,2009JJ00,142.0,0.01
1700,E006595,E007022 ,2010JJ00,318.0,0.01
1701,E006595,E007022 ,2011JJ00,316.0,0.01
1702,E006595,E007022 ,2012JJ00,495.0,0.02
1703,E006595,E007022 ,2013JJ00,993.0,0.05
1704,E006595,E007022 ,2014JJ00,1502.0,0.07
1705,E006595,E007022 ,2015JJ00,2448.0,0.12
1706,E006595,E007022 ,2016JJ00,2844.0,0.14
1707,E006595,E007022 ,2017JJ00,3047.0,0.14
1708,E006595,E007022 ,2018JJ00,3731.0,0.18
1709,E006595,E007022 ,2019JJ00,5563.0,0.27
1710,E006595,E007022 ,2020JJ00,6185.0,0.32
1711,E006595,E007022 ,2021JJ00,6327.0,0.32
1712,E006595,E007022 ,2022JJ00,6798.0,0.37
1713,E006595,E007022 ,2023JJ00,6798.0,0.38
1714,E006595,E007022 ,2024JJ00,7478.0,0.42
1715,E006595,E006607 ,1990JJ00,,
1716,E006595,E006607 ,1991JJ00,,
1717,E006595,E006607 ,1992JJ00,,
1718,E006595,E006607 ,1993JJ00,,
1719,E006595,E006607 ,1994JJ00,,
1720,E006595,E006607 ,1995JJ00,,
1721,E006595,E006607 ,1996JJ00,,
1722,E006595,E006607 ,1997JJ00,,
1723,E006595,E006607 ,1998JJ00,,
1724,E006595,E006607 ,1999JJ00,,
1725,E006595,E006607 ,2000JJ00,,
1726,E006595,E006607 ,2001JJ00,,
1727,E006595,E006607 ,2002JJ00,,
1728,E006595,E006607 ,2003JJ00,,
1729,E006595,E006607 ,2004JJ00,,
1730,E006595,E006607 ,2005JJ00,,
1731,E006595,E006607 ,2006JJ00,,
1732,E006595,E006607 ,2007JJ00,,
1733,E006595,E006607 ,2008JJ00,,
1734,E006595,E006607 ,2009JJ00,,
1735,E006595,E006607 ,2010JJ00,,
1736,E006595,E006607 ,2011JJ00,,
1737,E006595,E006607 ,2012JJ00,,
1738,E006595,E006607 ,2013JJ00,,
1739,E006595,E006607 ,2014JJ00,,
1740,E006595,E006607 ,2015JJ00,,
1741,E006595,E006607 ,2016JJ00,,
1742,E006595,E006607 ,2017JJ00,,
1743,E006595,E006607 ,2018JJ00,,
1744,E006595,E006607 ,2019JJ00,,
1745,E006595,E006607 ,2020JJ00,,
1746,E006595,E006607 ,2021JJ00,,
1747,E006595,E006607 ,2022JJ00,,
1748,E006595,E006607 ,2023JJ00,,
1749,E006595,E006607 ,2024JJ00,,
1750,E006595,E006608 ,1990JJ00,,
1751,E006595,E006608 ,1991JJ00,,
1752,E006595,E006608 ,1992JJ00,,
1753,E006595,E006608 ,1993JJ00,,
1754,E006595,E006608 ,1994JJ00,,
1755,E006595,E006608 ,1995JJ00,,
1756,E006595,E006608 ,1996JJ00,,
1757,E006595,E006608 ,1997JJ00,,
1758,E006595,E006608 ,1998JJ00,,
1759,E006595,E006608 ,1999JJ00,,
1760,E006595,E006608 ,2000JJ00,,
1761,E006595,E006608 ,2001JJ00,,
1762,E006595,E006608 ,2002JJ00,,
1763,E006595,E006608 ,2003JJ00,,
1764,E006595,E006608 ,2004JJ00,,
1765,E006595,E006608 ,2005JJ00,,
1766,E006595,E006608 ,2006JJ00,,
1767,E006595,E006608 ,2007JJ00,,
1768,E006595,E006608 ,2008JJ00,96.0,0.0
1769,E006595,E006608 ,2009JJ00,142.0,0.01
1770,E006595,E006608 ,2010JJ00,318.0,0.01
1771,E006595,E006608 ,2011JJ00,316.0,0.01
1772,E006595,E006608 ,2012JJ00,495.0,0.02
1773,E006595,E006608 ,2013JJ00,993.0,0.05
1774,E006595,E006608 ,2014JJ00,1502.0,0.07
1775,E006595,E006608 ,2015JJ00,2448.0,0.12
1776,E006595,E006608 ,2016JJ00,2844.0,0.14
1777,E006595,E006608 ,2017JJ00,3047.0,0.14
1778,E006595,E006608 ,2018JJ00,3731.0,0.18
1779,E006595,E006608 ,2019JJ00,5563.0,0.27
1780,E006595,E006608 ,2020JJ00,6185.0,0.32
1781,E006595,E006608 ,2021JJ00,6327.0,0.32
1782,E006595,E006608 ,2022JJ00,6798.0,0.37
1783,E006595,E006608 ,2023JJ00,6798.0,0.38
1784,E006595,E006608 ,2024JJ00,7478.0,0.42
1785,E006595,E007028 ,1990JJ00,,
1786,E006595,E007028 ,1991JJ00,,
1787,E006595,E007028 ,1992JJ00,,
1788,E006595,E007028 ,1993JJ00,,
1789,E006595,E007028 ,1994JJ00,,
1790,E006595,E007028 ,1995JJ00,,
1791,E006595,E007028 ,1996JJ00,,
1792,E006595,E007028 ,1997JJ00,,
1793,E006595,E007028 ,1998JJ00,,
1794,E006595,E007028 ,1999JJ00,,
1795,E006595,E007028 ,2000JJ00,,
1796,E006595,E007028 ,2001JJ00,,
1797,E006595,E007028 ,2002JJ00,,
1798,E006595,E007028 ,2003JJ00,,
1799,E006595,E007028 ,2004JJ00,,
1800,E006595,E007028 ,2005JJ00,,
1801,E006595,E007028 ,2006JJ00,,
1802,E006595,E007028 ,2007JJ00,,
1803,E006595,E007028 ,2008JJ00,,
1804,E006595,E007028 ,2009JJ00,,
1805,E006595,E007028 ,2010JJ00,,
1806,E006595,E007028 ,2011JJ00,,
1807,E006595,E007028 ,2012JJ00,,
1808,E006595,E007028 ,2013JJ00,,
1809,E006595,E007028 ,2014JJ00,,
1810,E006595,E007028 ,2015JJ00,,
1811,E006595,E007028 ,2016JJ00,,
1812,E006595,E007028 ,2017JJ00,,
1813,E006595,E007028 ,2018JJ00,,
1814,E006595,E007028 ,2019JJ00,,
1815,E006595,E007028 ,2020JJ00,,
1816,E006595,E007028 ,2021JJ00,,
1817,E006595,E007028 ,2022JJ00,,
1818,E006595,E007028 ,2023JJ00,,
1819,E006595,E007028 ,2024JJ00,,
1820,E006596,E007022 ,1990JJ00,,
1821,E006596,E007022 ,1991JJ00,,
1822,E006596,E007022 ,1992JJ00,,
1823,E006596,E007022 ,1993JJ00,,
1824,E006596,E007022 ,1994JJ00,28.0,0.0
1825,E006596,E007022 ,1995JJ00,31.0,0.0
1826,E006596,E007022 ,1996JJ00,36.0,0.0
1827,E006596,E007022 ,1997JJ00,56.0,0.0
1828,E006596,E007022 ,1998JJ00,90.0,0.0
1829,E006596,E007022 ,1999JJ00,117.0,0.01
1830,E006596,E007022 ,2000JJ00,156.0,0.01
1831,E006596,E007022 ,2001JJ00,187.0,0.01
1832,E006596,E007022 ,2002JJ00,244.0,0.01
1833,E006596,E007022 ,2003JJ00,311.0,0.01
1834,E006596,E007022 ,2004JJ00,452.0,0.02
1835,E006596,E007022 ,2005JJ00,628.0,0.03
1836,E006596,E007022 ,2006JJ00,840.0,0.04
1837,E006596,E007022 ,2007JJ00,1141.0,0.05
1838,E006596,E007022 ,2008JJ00,1488.0,0.07
1839,E006596,E007022 ,2009JJ00,1841.0,0.08
1840,E006596,E007022 ,2010JJ00,2183.0,0.09
1841,E006596,E007022 ,2011JJ00,2538.0,0.12
1842,E006596,E007022 ,2012JJ00,2852.0,0.13
1843,E006596,E007022 ,2013JJ00,3147.0,0.14
1844,E006596,E007022 ,2014JJ00,3404.0,0.17
1845,E006596,E007022 ,2015JJ00,3634.0,0.18
1846,E006596,E007022 ,2016JJ00,3855.0,0.18
1847,E006596,E007022 ,2017JJ00,4081.0,0.19
1848,E006596,E007022 ,2018JJ00,4383.0,0.21
1849,E006596,E007022 ,2019JJ00,4715.0,0.23
1850,E006596,E007022 ,2020JJ00,5097.0,0.26
1851,E006596,E007022 ,2021JJ00,5520.0,0.27
1852,E006596,E007022 ,2022JJ00,5984.0,0.33
1853,E006596,E007022 ,2023JJ00,6657.0,0.37
1854,E006596,E007022 ,2024JJ00,7096.0,0.4
1855,E006596,E006607 ,1990JJ00,,
1856,E006596,E006607 ,1991JJ00,,
