ID,Regiokenmerken,Gebruiksfunctie,Woningtype,Perioden,NieuwbouwTotaal_1,k_10KwantielDoorlooptijdMaanden_2,k_25KwantielDoorlooptijdMaanden_3,MediaanDoorlooptijdMaanden_4,k_75KwantielDoorlooptijdMaanden_5,k_90KwantielDoorlooptijdMaanden_6,GemiddeldeDoorlooptijdMaanden_7
262,NL01   ,A045364,ZW10290,2023KW03,8228.0,11.0,15.0,20.1,26.9,31.8,21.7
263,NL01   ,A045364,ZW10290,2023KW04,9928.0,11.2,14.8,19.7,26.2,33.1,21.9
264,NL01   ,A045364,ZW10290,2023JJ00,35640.0,11.0,14.9,19.7,25.8,32.2,21.5
265,NL01   ,A045364,ZW10290,2024KW01,6659.0,10.5,14.5,19.7,26.6,34.2,22.2
266,NL01   ,A045364,ZW10290,2024KW02,7077.0,9.7,13.6,19.5,26.0,33.1,21.0
267,NL01   ,A045364,ZW10290,2024KW03,6489.0,10.3,14.3,20.2,25.9,33.9,21.6
268,NL01   ,A045364,ZW10290,2024KW04,8608.0,10.2,14.2,18.9,25.1,36.7,21.6
269,NL01   ,A045364,ZW10290,2024JJ00,28833.0,10.2,14.2,19.5,25.8,34.2,21.6
270,NL01   ,A045364,ZW10290,2025KW01,7069.0,10.9,14.0,17.3,25.9,34.6,21.3
271,NL01   ,A045364,ZW10290,2025KW02,7101.0,11.1,13.8,18.5,25.7,35.6,21.3
272,NL01   ,A045364,ZW10290,2025KW03,6959.0,10.9,15.0,18.6,24.4,35.6,21.4
273,NL01   ,A045364,ZW10290,2025KW04,9636.0,11.0,14.9,19.1,24.3,33.4,21.1
274,NL01   ,A045364,ZW10290,2025JJ00,30765.0,11.0,14.3,18.6,25.2,34.8,21.3
275,NL01   ,A045364,ZW10340,2015KW01,6168.0,4.8,17.1,25.1,35.5,47.3,26.2
276,NL01   ,A045364,ZW10340,2015KW02,5426.0,8.3,14.0,17.0,31.2,40.4,22.3
277,NL01   ,A045364,ZW10340,2015KW03,4569.0,11.9,18.9,21.5,30.0,37.8,24.3
278,NL01   ,A045364,ZW10340,2015KW04,5476.0,8.7,13.3,17.9,25.5,39.0,21.0
279,NL01   ,A045364,ZW10340,2015JJ00,21639.0,8.7,14.8,21.2,30.5,41.9,23.4
280,NL01   ,A045364,ZW10340,2016KW01,3781.0,10.9,14.1,18.8,24.7,33.6,20.5
281,NL01   ,A045364,ZW10340,2016KW02,4417.0,13.5,14.7,20.9,27.0,38.4,23.4
282,NL01   ,A045364,ZW10340,2016KW03,5745.0,6.2,15.8,19.2,27.7,38.9,22.0
283,NL01   ,A045364,ZW10340,2016KW04,7919.0,13.5,18.6,21.8,30.1,48.4,26.9
284,NL01   ,A045364,ZW10340,2016JJ00,21862.0,12.2,16.0,20.6,27.2,40.3,23.7
285,NL01   ,A045364,ZW10340,2017KW01,6003.0,12.7,17.6,23.1,27.7,37.6,25.0
286,NL01   ,A045364,ZW10340,2017KW02,5841.0,13.5,17.8,23.4,32.1,39.4,25.7
287,NL01   ,A045364,ZW10340,2017KW03,5586.0,5.7,11.7,20.9,29.4,41.8,23.2
288,NL01   ,A045364,ZW10340,2017KW04,7626.0,12.9,16.3,22.3,27.5,35.5,23.9
289,NL01   ,A045364,ZW10340,2017JJ00,25056.0,11.4,16.5,22.7,29.1,39.7,24.4
290,NL01   ,A045364,ZW10340,2018KW01,6317.0,13.3,17.6,24.8,32.8,42.0,27.8
291,NL01   ,A045364,ZW10340,2018KW02,6427.0,12.8,16.4,21.1,30.1,41.3,24.5
292,NL01   ,A045364,ZW10340,2018KW03,4738.0,13.8,16.5,21.5,26.4,37.3,25.7
293,NL01   ,A045364,ZW10340,2018KW04,9216.0,12.3,16.4,22.3,28.2,39.2,24.4
294,NL01   ,A045364,ZW10340,2018JJ00,26698.0,12.8,16.5,22.3,30.2,40.9,25.5
295,NL01   ,A045364,ZW10340,2019KW01,5675.0,13.0,16.2,21.7,28.7,37.6,24.2
296,NL01   ,A045364,ZW10340,2019KW02,7155.0,14.9,18.4,24.5,29.1,35.5,25.4
297,NL01   ,A045364,ZW10340,2019KW03,6671.0,14.7,19.1,24.1,29.1,39.6,26.1
298,NL01   ,A045364,ZW10340,2019KW04,8344.0,15.1,19.1,24.7,29.8,40.6,26.9
299,NL01   ,A045364,ZW10340,2019JJ00,27845.0,14.2,18.4,23.7,29.4,39.0,25.8
300,NL01   ,A045364,ZW10340,2020KW01,7322.0,15.4,19.2,22.7,27.0,35.6,25.3
301,NL01   ,A045364,ZW10340,2020KW02,7239.0,10.6,17.3,24.9,31.9,38.4,25.1
302,NL01   ,A045364,ZW10340,2020KW03,6140.0,15.7,20.0,25.8,37.5,56.9,30.1
303,NL01   ,A045364,ZW10340,2020KW04,8790.0,14.5,19.9,26.2,33.9,40.0,28.8
304,NL01   ,A045364,ZW10340,2020JJ00,29491.0,14.4,19.2,24.7,32.2,40.6,27.3
305,NL01   ,A045364,ZW10340,2021KW01,9510.0,16.1,20.2,30.3,36.6,42.8,29.4
306,NL01   ,A045364,ZW10340,2021KW02,6769.0,13.2,17.1,24.1,36.1,45.7,27.6
307,NL01   ,A045364,ZW10340,2021KW03,7057.0,14.2,20.3,26.9,33.6,54.1,31.2
308,NL01   ,A045364,ZW10340,2021KW04,8811.0,15.0,19.1,25.4,37.5,42.3,28.1
309,NL01   ,A045364,ZW10340,2021JJ00,32147.0,14.9,19.1,26.8,36.4,44.3,29.1
310,NL01   ,A045364,ZW10340,2022KW01,8473.0,14.5,19.9,27.8,39.1,62.6,31.8
311,NL01   ,A045364,ZW10340,2022KW02,9839.0,17.3,22.2,29.2,41.5,43.1,31.4
312,NL01   ,A045364,ZW10340,2022KW03,8618.0,16.9,20.4,29.4,41.9,48.1,31.4
313,NL01   ,A045364,ZW10340,2022KW04,11099.0,13.7,18.6,23.9,32.8,40.8,25.9
314,NL01   ,A045364,ZW10340,2022JJ00,38029.0,15.4,20.0,27.2,39.1,46.3,29.9
315,NL01   ,A045364,ZW10340,2023KW01,8198.0,15.8,21.8,27.4,39.5,55.0,32.3
316,NL01   ,A045364,ZW10340,2023KW02,8270.0,16.3,19.0,26.2,34.4,44.0,27.7
317,NL01   ,A045364,ZW10340,2023KW03,10915.0,15.7,21.9,28.2,34.5,41.4,28.6
318,NL01   ,A045364,ZW10340,2023KW04,10546.0,16.4,22.7,28.1,32.1,39.5,28.3
319,NL01   ,A045364,ZW10340,2023JJ00,37929.0,16.3,21.3,27.4,34.4,44.0,29.2
320,NL01   ,A045364,ZW10340,2024KW01,8925.0,17.0,21.5,27.7,37.3,41.7,29.8
321,NL01   ,A045364,ZW10340,2024KW02,10053.0,14.0,20.8,28.7,37.4,45.6,29.6
322,NL01   ,A045364,ZW10340,2024KW03,10620.0,17.5,23.2,29.8,36.9,47.0,30.4
323,NL01   ,A045364,ZW10340,2024KW04,10535.0,14.0,21.7,28.9,35.1,42.4,29.4
324,NL01   ,A045364,ZW10340,2024JJ00,40133.0,15.6,22.0,28.7,36.8,44.8,29.8
325,NL01   ,A045364,ZW10340,2025KW01,8443.0,13.6,20.9,28.8,39.3,44.9,30.1
326,NL01   ,A045364,ZW10340,2025KW02,8950.0,14.0,19.0,28.4,37.6,53.0,31.0
327,NL01   ,A045364,ZW10340,2025KW03,7894.0,16.2,19.7,29.8,45.6,51.4,32.9
328,NL01   ,A045364,ZW10340,2025KW04,13131.0,16.8,21.6,29.3,41.9,55.9,33.5
329,NL01   ,A045364,ZW10340,2025JJ00,38418.0,15.8,20.3,29.3,40.2,51.4,32.0
330,NL01   ,A045365,T001100,2015KW01,1748.0,7.4,11.9,17.9,28.4,40.1,20.7
331,NL01   ,A045365,T001100,2015KW02,1683.0,4.0,8.7,14.8,24.3,42.0,18.6
332,NL01   ,A045365,T001100,2015KW03,1510.0,5.2,7.8,14.9,25.3,48.5,19.8
333,NL01   ,A045365,T001100,2015KW04,2044.0,3.6,7.8,13.1,26.3,45.5,19.1
334,NL01   ,A045365,T001100,2015JJ00,6985.0,5.0,8.7,15.0,25.7,41.5,19.5
335,NL01   ,A045365,T001100,2016KW01,1479.0,6.8,11.0,18.6,31.7,49.6,23.0
336,NL01   ,A045365,T001100,2016KW02,1923.0,4.1,8.5,14.5,27.6,37.3,18.9
337,NL01   ,A045365,T001100,2016KW03,2155.0,3.5,7.6,16.0,28.1,43.3,20.5
338,NL01   ,A045365,T001100,2016KW04,2360.0,6.5,11.4,16.7,22.8,41.7,20.8
339,NL01   ,A045365,T001100,2016JJ00,7917.0,5.2,9.6,16.5,27.4,42.2,20.6
340,NL01   ,A045365,T001100,2017KW01,2270.0,7.5,11.7,19.4,28.7,47.0,23.1
341,NL01   ,A045365,T001100,2017KW02,1689.0,6.0,8.4,13.0,21.9,38.2,18.3
342,NL01   ,A045365,T001100,2017KW03,2304.0,6.7,9.5,15.4,24.4,39.4,19.5
343,NL01   ,A045365,T001100,2017KW04,2090.0,6.8,8.6,15.0,24.0,38.6,19.7
344,NL01   ,A045365,T001100,2017JJ00,8353.0,6.7,9.1,15.8,24.6,39.4,20.1
345,NL01   ,A045365,T001100,2018KW01,2200.0,6.7,11.1,14.5,25.8,44.6,21.1
346,NL01   ,A045365,T001100,2018KW02,2713.0,7.1,10.7,15.9,20.5,34.6,19.3
347,NL01   ,A045365,T001100,2018KW03,2057.0,7.5,10.0,15.1,22.5,40.9,20.9
348,NL01   ,A045365,T001100,2018KW04,3429.0,7.1,9.5,15.4,27.4,44.8,21.5
349,NL01   ,A045365,T001100,2018JJ00,10399.0,7.1,10.3,15.2,24.0,42.8,20.7
350,NL01   ,A045365,T001100,2019KW01,2443.0,7.3,11.0,18.1,29.7,47.3,23.4
351,NL01   ,A045365,T001100,2019KW02,3053.0,8.2,9.9,16.7,24.9,38.6,20.4
352,NL01   ,A045365,T001100,2019KW03,2532.0,8.3,10.3,14.2,22.8,35.8,19.0
353,NL01   ,A045365,T001100,2019KW04,3529.0,7.9,10.9,16.2,24.8,36.5,20.7
354,NL01   ,A045365,T001100,2019JJ00,11557.0,7.9,10.4,15.8,25.4,40.8,20.8
355,NL01   ,A045365,T001100,2020KW01,2753.0,6.2,9.7,15.1,24.5,37.1,19.7
356,NL01   ,A045365,T001100,2020KW02,2673.0,8.9,12.3,18.3,22.7,37.6,20.9
357,NL01   ,A045365,T001100,2020KW03,2853.0,7.1,10.6,15.8,27.1,32.1,20.3
358,NL01   ,A045365,T001100,2020KW04,3558.0,9.0,10.5,17.7,26.4,36.5,20.9
359,NL01   ,A045365,T001100,2020JJ00,11837.0,7.2,10.8,16.6,25.3,36.4,20.5
360,NL01   ,A045365,T001100,2021KW01,3212.0,7.0,10.4,16.1,28.2,43.9,21.4
361,NL01   ,A045365,T001100,2021KW02,3330.0,7.3,10.6,15.1,23.0,45.8,20.8
362,NL01   ,A045365,T001100,2021KW03,3083.0,7.1,11.0,14.5,21.3,38.8,19.7
363,NL01   ,A045365,T001100,2021KW04,4441.0,7.8,9.6,16.1,22.8,36.0,19.8
364,NL01   ,A045365,T001100,2021JJ00,14066.0,7.3,10.5,15.2,23.4,39.2,20.4
365,NL01   ,A045365,T001100,2022KW01,3910.0,8.4,11.8,17.2,25.5,37.6,21.4
366,NL01   ,A045365,T001100,2022KW02,3079.0,6.5,9.5,14.0,21.8,30.0,17.4
367,NL01   ,A045365,T001100,2022KW03,3725.0,7.7,11.4,16.0,25.0,38.1,21.2
368,NL01   ,A045365,T001100,2022KW04,5036.0,8.6,11.7,16.1,21.6,36.6,19.7
369,NL01   ,A045365,T001100,2022JJ00,15750.0,8.0,11.0,15.6,23.2,36.3,20.0
370,NL01   ,A045365,T001100,2023KW01,4715.0,7.6,12.9,19.0,26.2,42.8,23.7
371,NL01   ,A045365,T001100,2023KW02,3268.0,8.9,12.7,15.8,22.4,36.7,20.3
372,NL01   ,A045365,T001100,2023KW03,4158.0,10.2,13.1,19.7,25.6,42.7,24.4
373,NL01   ,A045365,T001100,2023KW04,5071.0,8.2,12.3,18.1,25.5,38.1,21.2
374,NL01   ,A045365,T001100,2023JJ00,17212.0,8.3,12.5,17.9,25.5,39.1,22.4
375,NL01   ,A045365,T001100,2024KW01,3613.0,10.2,14.2,20.2,28.1,41.2,24.1
376,NL01   ,A045365,T001100,2024KW02,4464.0,7.9,13.1,19.8,26.6,34.7,21.8
377,NL01   ,A045365,T001100,2024KW03,3273.0,9.0,11.2,18.5,25.4,38.1,22.0
378,NL01   ,A045365,T001100,2024KW04,4842.0,10.5,13.7,22.0,29.4,42.5,25.1
379,NL01   ,A045365,T001100,2024JJ00,16192.0,9.3,13.3,20.2,27.7,39.5,23.4
380,NL01   ,A045365,T001100,2025KW01,3293.0,10.1,13.1,19.6,29.8,41.8,23.5
381,NL01   ,A045365,T001100,2025KW02,3133.0,12.2,14.5,20.4,28.9,38.8,23.7
382,NL01   ,A045365,T001100,2025KW03,3104.0,10.3,11.6,18.5,27.3,46.5,24.3
383,NL01   ,A045365,T001100,2025KW04,3852.0,8.7,15.3,19.0,27.7,43.8,24.1
384,NL01   ,A045365,T001100,2025JJ00,13382.0,10.3,13.7,19.5,28.6,41.8,23.9
385,NL01   ,A045365,ZW10290,2015KW01,,,,,,,
386,NL01   ,A045365,ZW10290,2015KW02,,,,,,,
387,NL01   ,A045365,ZW10290,2015KW03,,,,,,,
388,NL01   ,A045365,ZW10290,2015KW04,,,,,,,
389,NL01   ,A045365,ZW10290,2015JJ00,,,,,,,
390,NL01   ,A045365,ZW10290,2016KW01,,,,,,,
391,NL01   ,A045365,ZW10290,2016KW02,,,,,,,
392,NL01   ,A045365,ZW10290,2016KW03,,,,,,,
393,NL01   ,A045365,ZW10290,2016KW04,,,,,,,
394,NL01   ,A045365,ZW10290,2016JJ00,,,,,,,
395,NL01   ,A045365,ZW10290,2017KW01,,,,,,,
396,NL01   ,A045365,ZW10290,2017KW02,,,,,,,
397,NL01   ,A045365,ZW10290,2017KW03,,,,,,,
398,NL01   ,A045365,ZW10290,2017KW04,,,,,,,
399,NL01   ,A045365,ZW10290,2017JJ00,,,,,,,
400,NL01   ,A045365,ZW10290,2018KW01,,,,,,,
401,NL01   ,A045365,ZW10290,2018KW02,,,,,,,
402,NL01   ,A045365,ZW10290,2018KW03,,,,,,,
403,NL01   ,A045365,ZW10290,2018KW04,,,,,,,
404,NL01   ,A045365,ZW10290,2018JJ00,,,,,,,
405,NL01   ,A045365,ZW10290,2019KW01,,,,,,,
406,NL01   ,A045365,ZW10290,2019KW02,,,,,,,
407,NL01   ,A045365,ZW10290,2019KW03,,,,,,,
408,NL01   ,A045365,ZW10290,2019KW04,,,,,,,
409,NL01   ,A045365,ZW10290,2019JJ00,,,,,,,
410,NL01   ,A045365,ZW10290,2020KW01,,,,,,,
411,NL01   ,A045365,ZW10290,2020KW02,,,,,,,
412,NL01   ,A045365,ZW10290,2020KW03,,,,,,,
413,NL01   ,A045365,ZW10290,2020KW04,,,,,,,
414,NL01   ,A045365,ZW10290,2020JJ00,,,,,,,
415,NL01   ,A045365,ZW10290,2021KW01,,,,,,,
416,NL01   ,A045365,ZW10290,2021KW02,,,,,,,
417,NL01   ,A045365,ZW10290,2021KW03,,,,,,,
418,NL01   ,A045365,ZW10290,2021KW04,,,,,,,
419,NL01   ,A045365,ZW10290,2021JJ00,,,,,,,
420,NL01   ,A045365,ZW10290,2022KW01,,,,,,,
421,NL01   ,A045365,ZW10290,2022KW02,,,,,,,
422,NL01   ,A045365,ZW10290,2022KW03,,,,,,,
423,NL01   ,A045365,ZW10290,2022KW04,,,,,,,
424,NL01   ,A045365,ZW10290,2022JJ00,,,,,,,
425,NL01   ,A045365,ZW10290,2023KW01,,,,,,,
426,NL01   ,A045365,ZW10290,2023KW02,,,,,,,
427,NL01   ,A045365,ZW10290,2023KW03,,,,,,,
428,NL01   ,A045365,ZW10290,2023KW04,,,,,,,
429,NL01   ,A045365,ZW10290,2023JJ00,,,,,,,
430,NL01   ,A045365,ZW10290,2024KW01,,,,,,,
431,NL01   ,A045365,ZW10290,2024KW02,,,,,,,
432,NL01   ,A045365,ZW10290,2024KW03,,,,,,,
433,NL01   ,A045365,ZW10290,2024KW04,,,,,,,
434,NL01   ,A045365,ZW10290,2024JJ00,,,,,,,
435,NL01   ,A045365,ZW10290,2025KW01,,,,,,,
436,NL01   ,A045365,ZW10290,2025KW02,,,,,,,
437,NL01   ,A045365,ZW10290,2025KW03,,,,,,,
438,NL01   ,A045365,ZW10290,2025KW04,,,,,,,
439,NL01   ,A045365,ZW10290,2025JJ00,,,,,,,
440,NL01   ,A045365,ZW10340,2015KW01,,,,,,,
441,NL01   ,A045365,ZW10340,2015KW02,,,,,,,
442,NL01   ,A045365,ZW10340,2015KW03,,,,,,,
443,NL01   ,A045365,ZW10340,2015KW04,,,,,,,
444,NL01   ,A045365,ZW10340,2015JJ00,,,,,,,
445,NL01   ,A045365,ZW10340,2016KW01,,,,,,,
446,NL01   ,A045365,ZW10340,2016KW02,,,,,,,
447,NL01   ,A045365,ZW10340,2016KW03,,,,,,,
448,NL01   ,A045365,ZW10340,2016KW04,,,,,,,
449,NL01   ,A045365,ZW10340,2016JJ00,,,,,,,
450,NL01   ,A045365,ZW10340,2017KW01,,,,,,,
451,NL01   ,A045365,ZW10340,2017KW02,,,,,,,
452,NL01   ,A045365,ZW10340,2017KW03,,,,,,,
453,NL01   ,A045365,ZW10340,2017KW04,,,,,,,
454,NL01   ,A045365,ZW10340,2017JJ00,,,,,,,
455,NL01   ,A045365,ZW10340,2018KW01,,,,,,,
456,NL01   ,A045365,ZW10340,2018KW02,,,,,,,
457,NL01   ,A045365,ZW10340,2018KW03,,,,,,,
458,NL01   ,A045365,ZW10340,2018KW04,,,,,,,
459,NL01   ,A045365,ZW10340,2018JJ00,,,,,,,
460,NL01   ,A045365,ZW10340,2019KW01,,,,,,,
461,NL01   ,A045365,ZW10340,2019KW02,,,,,,,
462,NL01   ,A045365,ZW10340,2019KW03,,,,,,,
463,NL01   ,A045365,ZW10340,2019KW04,,,,,,,
464,NL01   ,A045365,ZW10340,2019JJ00,,,,,,,
465,NL01   ,A045365,ZW10340,2020KW01,,,,,,,
466,NL01   ,A045365,ZW10340,2020KW02,,,,,,,
467,NL01   ,A045365,ZW10340,2020KW03,,,,,,,
468,NL01   ,A045365,ZW10340,2020KW04,,,,,,,
469,NL01   ,A045365,ZW10340,2020JJ00,,,,,,,
470,NL01   ,A045365,ZW10340,2021KW01,,,,,,,
471,NL01   ,A045365,ZW10340,2021KW02,,,,,,,
472,NL01   ,A045365,ZW10340,2021KW03,,,,,,,
473,NL01   ,A045365,ZW10340,2021KW04,,,,,,,
474,NL01   ,A045365,ZW10340,2021JJ00,,,,,,,
475,NL01   ,A045365,ZW10340,2022KW01,,,,,,,
476,NL01   ,A045365,ZW10340,2022KW02,,,,,,,
477,NL01   ,A045365,ZW10340,2022KW03,,,,,,,
478,NL01   ,A045365,ZW10340,2022KW04,,,,,,,
479,NL01   ,A045365,ZW10340,2022JJ00,,,,,,,
480,NL01   ,A045365,ZW10340,2023KW01,,,,,,,
481,NL01   ,A045365,ZW10340,2023KW02,,,,,,,
482,NL01   ,A045365,ZW10340,2023KW03,,,,,,,
483,NL01   ,A045365,ZW10340,2023KW04,,,,,,,
484,NL01   ,A045365,ZW10340,2023JJ00,,,,,,,
485,NL01   ,A045365,ZW10340,2024KW01,,,,,,,
486,NL01   ,A045365,ZW10340,2024KW02,,,,,,,
487,NL01   ,A045365,ZW10340,2024KW03,,,,,,,
488,NL01   ,A045365,ZW10340,2024KW04,,,,,,,
489,NL01   ,A045365,ZW10340,2024JJ00,,,,,,,
490,NL01   ,A045365,ZW10340,2025KW01,,,,,,,
491,NL01   ,A045365,ZW10340,2025KW02,,,,,,,
492,NL01   ,A045365,ZW10340,2025KW03,,,,,,,
493,NL01   ,A045365,ZW10340,2025KW04,,,,,,,
494,NL01   ,A045365,ZW10340,2025JJ00,,,,,,,
495,PV20   ,T001419,T001100,2015KW01,587.0,4.9,7.2,13.4,23.1,23.1,15.3
496,PV20   ,T001419,T001100,2015KW02,465.0,10.1,15.3,19.7,23.3,46.9,23.4
497,PV20   ,T001419,T001100,2015KW03,290.0,7.3,11.2,21.7,52.8,52.8,27.1
498,PV20   ,T001419,T001100,2015KW04,268.0,8.4,8.6,15.3,25.3,37.5,17.8
499,PV20   ,T001419,T001100,2015JJ00,1610.0,5.9,10.1,19.3,23.3,37.5,20.3
500,PV20   ,T001419,T001100,2016KW01,278.0,10.1,12.0,13.0,18.4,28.5,17.8
501,PV20   ,T001419,T001100,2016KW02,287.0,6.4,8.7,15.0,15.7,20.0,14.4
502,PV20   ,T001419,T001100,2016KW03,761.0,11.8,16.5,20.5,26.3,26.3,21.9
503,PV20   ,T001419,T001100,2016KW04,551.0,9.9,19.2,21.2,27.8,27.8,21.6
504,PV20   ,T001419,T001100,2016JJ00,1877.0,9.7,13.7,19.6,26.3,27.8,20.1
505,PV20   ,T001419,T001100,2017KW01,483.0,9.6,10.4,16.8,22.8,64.2,23.5
506,PV20   ,T001419,T001100,2017KW02,347.0,2.4,11.3,19.9,22.9,61.5,22.2
507,PV20   ,T001419,T001100,2017KW03,717.0,8.0,9.7,17.5,29.4,29.4,19.2
508,PV20   ,T001419,T001100,2017KW04,327.0,6.5,9.1,13.1,17.2,24.4,15.6
509,PV20   ,T001419,T001100,2017JJ00,1874.0,8.0,10.1,16.1,23.9,32.8,20.1
510,PV20   ,T001419,T001100,2018KW01,360.0,5.8,8.8,12.4,15.7,30.8,16.0
511,PV20   ,T001419,T001100,2018KW02,681.0,10.3,13.6,16.0,18.4,24.3,17.1
512,PV20   ,T001419,T001100,2018KW03,755.0,6.7,12.4,16.1,30.6,30.6,19.4
513,PV20   ,T001419,T001100,2018KW04,569.0,9.6,12.0,14.5,19.4,29.5,18.4
514,PV20   ,T001419,T001100,2018JJ00,2365.0,8.6,11.7,15.9,20.6,30.6,18.0
515,PV20   ,T001419,T001100,2019KW01,386.0,10.0,12.0,14.0,20.1,26.9,17.1
516,PV20   ,T001419,T001100,2019KW02,656.0,10.8,15.8,16.8,16.8,19.9,17.4
517,PV20   ,T001419,T001100,2019KW03,537.0,10.0,14.2,14.2,14.2,23.1,15.6
518,PV20   ,T001419,T001100,2019KW04,1052.0,9.4,13.2,22.4,22.4,25.1,21.7
519,PV20   ,T001419,T001100,2019JJ00,2631.0,10.1,13.1,15.8,22.4,24.3,18.7
520,PV20   ,T001419,T001100,2020KW01,1684.0,13.3,16.0,22.7,22.7,22.7,20.8
521,PV20   ,T001419,T001100,2020KW02,793.0,5.8,11.6,15.7,17.4,21.4,14.9
522,PV20   ,T001419,T001100,2020KW03,417.0,8.0,11.5,14.1,17.5,22.8,15.2
523,PV20   ,T001419,T001100,2020KW04,541.0,7.8,13.4,17.0,36.0,37.0,21.3
524,PV20   ,T001419,T001100,2020JJ00,3435.0,9.4,13.7,17.5,22.7,25.7,18.9
525,PV20   ,T001419,T001100,2021KW01,782.0,9.9,14.3,21.8,32.1,37.2,22.6
526,PV20   ,T001419,T001100,2021KW02,762.0,6.2,8.0,12.9,17.0,22.7,14.9
527,PV20   ,T001419,T001100,2021KW03,361.0,7.2,10.4,15.3,22.9,35.1,19.5
528,PV20   ,T001419,T001100,2021KW04,896.0,8.3,12.4,19.0,22.7,35.1,18.8
529,PV20   ,T001419,T001100,2021JJ00,2801.0,7.6,11.2,16.4,22.7,32.1,18.9
530,PV20   ,T001419,T001100,2022KW01,991.0,9.8,12.7,17.4,22.4,27.5,18.5
531,PV20   ,T001419,T001100,2022KW02,917.0,8.9,11.6,16.7,22.6,26.9,17.8
532,PV20   ,T001419,T001100,2022KW03,593.0,5.3,10.0,16.2,21.7,33.1,21.1
533,PV20   ,T001419,T001100,2022KW04,1283.0,8.3,12.0,17.2,24.6,32.0,19.6
534,PV20   ,T001419,T001100,2022JJ00,3784.0,8.1,11.9,16.8,23.3,28.3,19.1
535,PV20   ,T001419,T001100,2023KW01,898.0,12.7,17.6,22.6,34.4,40.8,26.5
536,PV20   ,T001419,T001100,2023KW02,599.0,10.4,13.1,16.4,18.9,26.1,17.6
537,PV20   ,T001419,T001100,2023KW03,1004.0,11.1,15.0,23.0,35.9,35.9,24.4
538,PV20   ,T001419,T001100,2023KW04,414.0,11.8,15.0,19.3,25.3,33.0,20.9
539,PV20   ,T001419,T001100,2023JJ00,2915.0,11.1,15.0,21.0,32.3,36.5,23.3
540,PV20   ,T001419,T001100,2024KW01,641.0,12.0,14.2,19.1,25.6,39.0,21.6
541,PV20   ,T001419,T001100,2024KW02,589.0,9.5,11.7,15.0,20.6,26.0,18.0
542,PV20   ,T001419,T001100,2024KW03,825.0,7.6,11.2,16.8,20.0,27.6,18.6
543,PV20   ,T001419,T001100,2024KW04,636.0,10.1,14.3,18.9,28.3,35.1,22.0
544,PV20   ,T001419,T001100,2024JJ00,2691.0,9.8,12.4,17.7,23.1,35.1,20.0
545,PV20   ,T001419,T001100,2025KW01,994.0,11.0,11.4,16.3,28.4,28.8,18.9
546,PV20   ,T001419,T001100,2025KW02,807.0,9.4,17.7,30.5,51.2,51.2,31.2
547,PV20   ,T001419,T001100,2025KW03,575.0,10.8,14.6,23.1,28.4,49.4,31.1
548,PV20   ,T001419,T001100,2025KW04,761.0,9.8,15.2,18.8,32.2,41.1,24.1
549,PV20   ,T001419,T001100,2025JJ00,3137.0,10.8,14.4,20.7,31.0,48.6,25.5
550,PV20   ,T001419,ZW10290,2015KW01,206.0,6.2,7.3,10.8,13.4,18.3,12.0
551,PV20   ,T001419,ZW10290,2015KW02,119.0,10.0,10.1,10.3,16.4,46.9,17.5
552,PV20   ,T001419,ZW10290,2015KW03,167.0,6.8,10.7,17.1,33.7,34.8,21.2
553,PV20   ,T001419,ZW10290,2015KW04,143.0,8.6,9.5,13.0,18.0,19.8,14.5
554,PV20   ,T001419,ZW10290,2015JJ00,635.0,7.2,9.3,12.9,18.3,34.8,16.2
555,PV20   ,T001419,ZW10290,2016KW01,246.0,11.2,12.0,12.6,13.9,24.4,14.5
556,PV20   ,T001419,ZW10290,2016KW02,228.0,8.7,13.4,15.3,15.7,20.0,15.4
557,PV20   ,T001419,ZW10290,2016KW03,225.0,9.0,11.0,14.6,20.5,24.0,17.5
558,PV20   ,T001419,ZW10290,2016KW04,261.0,8.2,10.4,17.8,20.7,29.3,17.4
559,PV20   ,T001419,ZW10290,2016JJ00,960.0,8.7,11.9,14.7,19.9,24.0,16.2
560,PV20   ,T001419,ZW10290,2017KW01,199.0,9.8,10.4,12.7,17.7,32.1,18.1
561,PV20   ,T001419,ZW10290,2017KW02,212.0,2.4,6.4,11.5,22.7,32.8,15.8
562,PV20   ,T001419,ZW10290,2017KW03,403.0,8.0,8.3,10.5,15.1,22.8,12.9
563,PV20   ,T001419,ZW10290,2017KW04,256.0,7.8,9.1,11.3,16.1,35.9,15.7
564,PV20   ,T001419,ZW10290,2017JJ00,1070.0,7.4,9.0,11.3,17.5,25.1,15.1
565,PV20   ,T001419,ZW10290,2018KW01,298.0,5.8,8.2,11.7,13.8,20.6,13.5
566,PV20   ,T001419,ZW10290,2018KW02,375.0,9.1,11.3,13.9,19.8,34.5,17.9
567,PV20   ,T001419,ZW10290,2018KW03,427.0,3.8,9.7,13.3,15.9,20.4,13.9
568,PV20   ,T001419,ZW10290,2018KW04,366.0,9.4,10.4,14.8,19.1,25.2,16.4
569,PV20   ,T001419,ZW10290,2018JJ00,1466.0,7.0,10.3,13.3,18.2,24.0,15.5
570,PV20   ,T001419,ZW10290,2019KW01,285.0,8.3,11.8,15.1,20.1,33.8,17.9
571,PV20   ,T001419,ZW10290,2019KW02,253.0,8.4,10.8,15.6,18.6,27.8,17.8
