ID,Watergebruikers,Perioden,GebruikVanLeidingwater_1,TotaalGebruikVanGrondwater_2,GebruikVanGrondwaterVoorKoeling_3,OverigeGebruikVanGrondWater_4,GebruikVanOppervlakteWater_5
508,419000,2007JJ00,5.0,,,,
509,419000,2008JJ00,5.0,,,,
510,419000,2009JJ00,5.1,,,,
511,419000,2010JJ00,5.1,,,,
512,419000,2011JJ00,5.1,,,,
513,422400,2003JJ00,13.8,,,,
514,422400,2004JJ00,14.0,,,,
515,422400,2005JJ00,14.2,,,,
516,422400,2006JJ00,14.5,,,,
517,422400,2007JJ00,14.7,,,,
518,422400,2008JJ00,15.2,,,,
519,422400,2009JJ00,15.5,,,,
520,422400,2010JJ00,16.2,,,,
521,422400,2011JJ00,16.7,,,,
522,300014,2003JJ00,18.4,,,,
523,300014,2004JJ00,18.3,,,,
524,300014,2005JJ00,18.7,,,,
525,300014,2006JJ00,19.0,,,,
526,300014,2007JJ00,19.6,,,,
527,300014,2008JJ00,21.7,,,,
528,300014,2009JJ00,22.3,,,,
529,300014,2010JJ00,22.8,,,,
530,300014,2011JJ00,22.7,,,,
531,428100,2003JJ00,10.7,,,,
532,428100,2004JJ00,10.6,,,,
533,428100,2005JJ00,10.9,,,,
534,428100,2006JJ00,11.0,,,,
535,428100,2007JJ00,11.2,,,,
536,428100,2008JJ00,12.7,,,,
537,428100,2009JJ00,13.1,,,,
538,428100,2010JJ00,13.5,,,,
539,428100,2011JJ00,13.7,,,,
540,435500,2003JJ00,7.2,,,,
541,435500,2004JJ00,7.2,,,,
542,435500,2005JJ00,7.3,,,,
543,435500,2006JJ00,7.4,,,,
544,435500,2007JJ00,7.6,,,,
545,435500,2008JJ00,8.1,,,,
546,435500,2009JJ00,8.3,,,,
547,435500,2010JJ00,8.5,,,,
548,435500,2011JJ00,8.4,,,,
549,440000,2003JJ00,0.5,,,,
550,440000,2004JJ00,0.5,,,,
551,440000,2005JJ00,0.5,,,,
552,440000,2006JJ00,0.6,,,,
553,440000,2007JJ00,0.7,,,,
554,440000,2008JJ00,0.9,,,,
555,440000,2009JJ00,0.8,,,,
556,440000,2010JJ00,0.7,,,,
557,440000,2011JJ00,0.6,,,,
558,440900,2003JJ00,0.0,,,,
559,440900,2004JJ00,0.0,,,,
560,440900,2005JJ00,0.0,,,,
561,440900,2006JJ00,0.0,,,,
562,440900,2007JJ00,0.0,,,,
563,440900,2008JJ00,0.0,,,,
564,440900,2009JJ00,0.0,,,,
565,440900,2010JJ00,0.0,,,,
566,440900,2011JJ00,0.0,,,,
