ID,EnergySourcesTechniques,EnergyApplication,Periods,FinalConsumptionInTerajoule_1,InTotalEnergeticFinalConsumption_2,AvoidedPrimaryEnergyInTJ_3,AvoidedPrimaryEnergyInTotalUse_4,AvoidedCarbonDioxideEmissionInKton_5,AvoidedCO2EmissionInOfTotEmiss_6
2229,15010,totaal,2011JJ00,368.0,0.02,257.0,0.01,10.0,0.01
2230,15010,totaal,2012JJ00,467.0,0.02,287.0,0.01,8.0,0.0
2231,15010,totaal,2013JJ00,574.0,0.03,339.0,0.01,7.0,0.0
2232,15010,elek  ,1990JJ00,,,,,,
2233,15010,elek  ,1991JJ00,,,,,,
2234,15010,elek  ,1992JJ00,,,,,,
2235,15010,elek  ,1993JJ00,,,,,,
2236,15010,elek  ,1994JJ00,,,,,,
2237,15010,elek  ,1995JJ00,,,,,,
2238,15010,elek  ,1996JJ00,,,,,,
2239,15010,elek  ,1997JJ00,,,,,,
2240,15010,elek  ,1998JJ00,,,,,,
2241,15010,elek  ,1999JJ00,,,,,,
2242,15010,elek  ,2000JJ00,,,,,,
2243,15010,elek  ,2001JJ00,,,,,,
2244,15010,elek  ,2002JJ00,,,,,,
2245,15010,elek  ,2003JJ00,,,,,,
2246,15010,elek  ,2004JJ00,,,,,,
2247,15010,elek  ,2005JJ00,,,,,,
2248,15010,elek  ,2006JJ00,,,,,,
2249,15010,elek  ,2007JJ00,,,,,,
2250,15010,elek  ,2008JJ00,,,,,,
2251,15010,elek  ,2009JJ00,,,,,,
2252,15010,elek  ,2010JJ00,,,,,,
2253,15010,elek  ,2011JJ00,,,,,,
2254,15010,elek  ,2012JJ00,,,,,,
2255,15010,elek  ,2013JJ00,,,,,,
2256,15010,warm  ,1990JJ00,,,,,,
2257,15010,warm  ,1991JJ00,,,,,,
2258,15010,warm  ,1992JJ00,,,,,,
2259,15010,warm  ,1993JJ00,,,,,,
2260,15010,warm  ,1994JJ00,9.0,0.0,6.0,0.0,0.0,0.0
2261,15010,warm  ,1995JJ00,9.0,0.0,6.0,0.0,0.0,0.0
2262,15010,warm  ,1996JJ00,9.0,0.0,7.0,0.0,0.0,0.0
2263,15010,warm  ,1997JJ00,13.0,0.0,11.0,0.0,0.0,0.0
2264,15010,warm  ,1998JJ00,19.0,0.0,17.0,0.0,0.0,0.0
2265,15010,warm  ,1999JJ00,22.0,0.0,19.0,0.0,1.0,0.0
2266,15010,warm  ,2000JJ00,24.0,0.0,20.0,0.0,1.0,0.0
2267,15010,warm  ,2001JJ00,30.0,0.0,23.0,0.0,1.0,0.0
2268,15010,warm  ,2002JJ00,47.0,0.0,37.0,0.0,1.0,0.0
2269,15010,warm  ,2003JJ00,71.0,0.0,53.0,0.0,1.0,0.0
2270,15010,warm  ,2004JJ00,89.0,0.0,67.0,0.0,2.0,0.0
2271,15010,warm  ,2005JJ00,97.0,0.0,75.0,0.0,2.0,0.0
2272,15010,warm  ,2006JJ00,106.0,0.0,86.0,0.0,3.0,0.0
2273,15010,warm  ,2007JJ00,128.0,0.01,99.0,0.0,3.0,0.0
2274,15010,warm  ,2008JJ00,176.0,0.01,121.0,0.0,4.0,0.0
2275,15010,warm  ,2009JJ00,210.0,0.01,145.0,0.0,5.0,0.0
2276,15010,warm  ,2010JJ00,254.0,0.01,181.0,0.01,7.0,0.0
2277,15010,warm  ,2011JJ00,368.0,0.02,257.0,0.01,10.0,0.01
2278,15010,warm  ,2012JJ00,467.0,0.02,287.0,0.01,8.0,0.0
2279,15010,warm  ,2013JJ00,574.0,0.03,339.0,0.01,7.0,0.0
2280,15010,trans ,1990JJ00,,,,,,
2281,15010,trans ,1991JJ00,,,,,,
2282,15010,trans ,1992JJ00,,,,,,
2283,15010,trans ,1993JJ00,,,,,,
2284,15010,trans ,1994JJ00,,,,,,
2285,15010,trans ,1995JJ00,,,,,,
2286,15010,trans ,1996JJ00,,,,,,
2287,15010,trans ,1997JJ00,,,,,,
2288,15010,trans ,1998JJ00,,,,,,
2289,15010,trans ,1999JJ00,,,,,,
2290,15010,trans ,2000JJ00,,,,,,
2291,15010,trans ,2001JJ00,,,,,,
2292,15010,trans ,2002JJ00,,,,,,
2293,15010,trans ,2003JJ00,,,,,,
2294,15010,trans ,2004JJ00,,,,,,
2295,15010,trans ,2005JJ00,,,,,,
2296,15010,trans ,2006JJ00,,,,,,
2297,15010,trans ,2007JJ00,,,,,,
2298,15010,trans ,2008JJ00,,,,,,
2299,15010,trans ,2009JJ00,,,,,,
2300,15010,trans ,2010JJ00,,,,,,
2301,15010,trans ,2011JJ00,,,,,,
2302,15010,trans ,2012JJ00,,,,,,
2303,15010,trans ,2013JJ00,,,,,,
2304,15020,totaal,1990JJ00,,,,,,
2305,15020,totaal,1991JJ00,,,,,,
2306,15020,totaal,1992JJ00,,,,,,
2307,15020,totaal,1993JJ00,,,,,,
2308,15020,totaal,1994JJ00,8.0,0.0,2.0,0.0,0.0,0.0
2309,15020,totaal,1995JJ00,9.0,0.0,2.0,0.0,0.0,0.0
2310,15020,totaal,1996JJ00,11.0,0.0,3.0,0.0,0.0,0.0
2311,15020,totaal,1997JJ00,20.0,0.0,7.0,0.0,0.0,0.0
2312,15020,totaal,1998JJ00,27.0,0.0,10.0,0.0,0.0,0.0
2313,15020,totaal,1999JJ00,46.0,0.0,16.0,0.0,0.0,0.0
2314,15020,totaal,2000JJ00,67.0,0.0,23.0,0.0,0.0,0.0
2315,15020,totaal,2001JJ00,83.0,0.0,27.0,0.0,0.0,0.0
2316,15020,totaal,2002JJ00,95.0,0.0,30.0,0.0,0.0,0.0
2317,15020,totaal,2003JJ00,137.0,0.01,45.0,0.0,0.0,0.0
2318,15020,totaal,2004JJ00,218.0,0.01,75.0,0.0,1.0,0.0
2319,15020,totaal,2005JJ00,321.0,0.01,112.0,0.0,2.0,0.0
2320,15020,totaal,2006JJ00,506.0,0.02,191.0,0.01,3.0,0.0
2321,15020,totaal,2007JJ00,747.0,0.03,287.0,0.01,5.0,0.0
2322,15020,totaal,2008JJ00,1068.0,0.05,392.0,0.01,6.0,0.0
2323,15020,totaal,2009JJ00,1376.0,0.06,534.0,0.02,11.0,0.01
2324,15020,totaal,2010JJ00,1666.0,0.07,698.0,0.02,19.0,0.01
2325,15020,totaal,2011JJ00,1943.0,0.09,871.0,0.03,25.0,0.01
2326,15020,totaal,2012JJ00,2187.0,0.1,897.0,0.03,13.0,0.01
2327,15020,totaal,2013JJ00,2417.0,0.11,1031.0,0.03,10.0,0.01
2328,15020,elek  ,1990JJ00,,,,,,
2329,15020,elek  ,1991JJ00,,,,,,
2330,15020,elek  ,1992JJ00,,,,,,
2331,15020,elek  ,1993JJ00,,,,,,
2332,15020,elek  ,1994JJ00,,,,,,
2333,15020,elek  ,1995JJ00,,,,,,
2334,15020,elek  ,1996JJ00,,,,,,
2335,15020,elek  ,1997JJ00,,,,,,
2336,15020,elek  ,1998JJ00,,,,,,
2337,15020,elek  ,1999JJ00,,,,,,
2338,15020,elek  ,2000JJ00,,,,,,
2339,15020,elek  ,2001JJ00,,,,,,
2340,15020,elek  ,2002JJ00,,,,,,
2341,15020,elek  ,2003JJ00,,,,,,
2342,15020,elek  ,2004JJ00,,,,,,
2343,15020,elek  ,2005JJ00,,,,,,
2344,15020,elek  ,2006JJ00,,,,,,
2345,15020,elek  ,2007JJ00,,,,,,
2346,15020,elek  ,2008JJ00,,,,,,
2347,15020,elek  ,2009JJ00,,,,,,
2348,15020,elek  ,2010JJ00,,,,,,
2349,15020,elek  ,2011JJ00,,,,,,
2350,15020,elek  ,2012JJ00,,,,,,
2351,15020,elek  ,2013JJ00,,,,,,
2352,15020,warm  ,1990JJ00,,,,,,
2353,15020,warm  ,1991JJ00,,,,,,
2354,15020,warm  ,1992JJ00,,,,,,
2355,15020,warm  ,1993JJ00,,,,,,
2356,15020,warm  ,1994JJ00,8.0,0.0,2.0,0.0,0.0,0.0
2357,15020,warm  ,1995JJ00,9.0,0.0,2.0,0.0,0.0,0.0
2358,15020,warm  ,1996JJ00,11.0,0.0,3.0,0.0,0.0,0.0
2359,15020,warm  ,1997JJ00,20.0,0.0,7.0,0.0,0.0,0.0
2360,15020,warm  ,1998JJ00,27.0,0.0,10.0,0.0,0.0,0.0
2361,15020,warm  ,1999JJ00,46.0,0.0,16.0,0.0,0.0,0.0
2362,15020,warm  ,2000JJ00,67.0,0.0,23.0,0.0,0.0,0.0
2363,15020,warm  ,2001JJ00,83.0,0.0,27.0,0.0,0.0,0.0
2364,15020,warm  ,2002JJ00,95.0,0.0,30.0,0.0,0.0,0.0
2365,15020,warm  ,2003JJ00,137.0,0.01,45.0,0.0,0.0,0.0
2366,15020,warm  ,2004JJ00,218.0,0.01,75.0,0.0,1.0,0.0
2367,15020,warm  ,2005JJ00,321.0,0.01,112.0,0.0,2.0,0.0
2368,15020,warm  ,2006JJ00,506.0,0.02,191.0,0.01,3.0,0.0
2369,15020,warm  ,2007JJ00,747.0,0.03,287.0,0.01,5.0,0.0
2370,15020,warm  ,2008JJ00,1068.0,0.05,392.0,0.01,6.0,0.0
2371,15020,warm  ,2009JJ00,1376.0,0.06,534.0,0.02,11.0,0.01
2372,15020,warm  ,2010JJ00,1666.0,0.07,698.0,0.02,19.0,0.01
2373,15020,warm  ,2011JJ00,1943.0,0.09,871.0,0.03,25.0,0.01
2374,15020,warm  ,2012JJ00,2187.0,0.1,897.0,0.03,13.0,0.01
2375,15020,warm  ,2013JJ00,2417.0,0.11,1031.0,0.03,10.0,0.01
2376,15020,trans ,1990JJ00,,,,,,
2377,15020,trans ,1991JJ00,,,,,,
2378,15020,trans ,1992JJ00,,,,,,
2379,15020,trans ,1993JJ00,,,,,,
2380,15020,trans ,1994JJ00,,,,,,
2381,15020,trans ,1995JJ00,,,,,,
2382,15020,trans ,1996JJ00,,,,,,
2383,15020,trans ,1997JJ00,,,,,,
2384,15020,trans ,1998JJ00,,,,,,
2385,15020,trans ,1999JJ00,,,,,,
2386,15020,trans ,2000JJ00,,,,,,
2387,15020,trans ,2001JJ00,,,,,,
2388,15020,trans ,2002JJ00,,,,,,
2389,15020,trans ,2003JJ00,,,,,,
2390,15020,trans ,2004JJ00,,,,,,
2391,15020,trans ,2005JJ00,,,,,,
2392,15020,trans ,2006JJ00,,,,,,
2393,15020,trans ,2007JJ00,,,,,,
2394,15020,trans ,2008JJ00,,,,,,
2395,15020,trans ,2009JJ00,,,,,,
2396,15020,trans ,2010JJ00,,,,,,
2397,15020,trans ,2011JJ00,,,,,,
2398,15020,trans ,2012JJ00,,,,,,
2399,15020,trans ,2013JJ00,,,,,,
2400,16000,totaal,1990JJ00,,,,,,
2401,16000,totaal,1991JJ00,,,,,,
2402,16000,totaal,1992JJ00,,,,,,
2403,16000,totaal,1993JJ00,,,,,,
2404,16000,totaal,1994JJ00,,,170.0,0.01,8.0,0.0
2405,16000,totaal,1995JJ00,,,175.0,0.01,8.0,0.0
2406,16000,totaal,1996JJ00,,,182.0,0.01,9.0,0.0
2407,16000,totaal,1997JJ00,,,192.0,0.01,9.0,0.01
2408,16000,totaal,1998JJ00,,,196.0,0.01,9.0,0.01
2409,16000,totaal,1999JJ00,,,200.0,0.01,10.0,0.01
2410,16000,totaal,2000JJ00,,,203.0,0.01,9.0,0.01
2411,16000,totaal,2001JJ00,,,205.0,0.01,10.0,0.01
2412,16000,totaal,2002JJ00,,,209.0,0.01,10.0,0.01
2413,16000,totaal,2003JJ00,,,214.0,0.01,10.0,0.01
2414,16000,totaal,2004JJ00,,,220.0,0.01,11.0,0.01
2415,16000,totaal,2005JJ00,,,225.0,0.01,11.0,0.01
2416,16000,totaal,2006JJ00,,,232.0,0.01,11.0,0.01
2417,16000,totaal,2007JJ00,,,256.0,0.01,12.0,0.01
2418,16000,totaal,2008JJ00,,,288.0,0.01,14.0,0.01
2419,16000,totaal,2009JJ00,,,322.0,0.01,16.0,0.01
2420,16000,totaal,2010JJ00,,,351.0,0.01,18.0,0.01
2421,16000,totaal,2011JJ00,,,381.0,0.01,19.0,0.01
2422,16000,totaal,2012JJ00,,,403.0,0.01,19.0,0.01
2423,16000,totaal,2013JJ00,,,453.0,0.01,21.0,0.01
2424,16000,elek  ,1990JJ00,,,,,,
2425,16000,elek  ,1991JJ00,,,,,,
2426,16000,elek  ,1992JJ00,,,,,,
2427,16000,elek  ,1993JJ00,,,,,,
2428,16000,elek  ,1994JJ00,,,,,,
2429,16000,elek  ,1995JJ00,,,,,,
2430,16000,elek  ,1996JJ00,,,,,,
2431,16000,elek  ,1997JJ00,,,,,,
2432,16000,elek  ,1998JJ00,,,,,,
2433,16000,elek  ,1999JJ00,,,,,,
2434,16000,elek  ,2000JJ00,,,,,,
2435,16000,elek  ,2001JJ00,,,,,,
2436,16000,elek  ,2002JJ00,,,,,,
2437,16000,elek  ,2003JJ00,,,,,,
2438,16000,elek  ,2004JJ00,,,,,,
2439,16000,elek  ,2005JJ00,,,,,,
2440,16000,elek  ,2006JJ00,,,,,,
2441,16000,elek  ,2007JJ00,,,,,,
2442,16000,elek  ,2008JJ00,,,,,,
2443,16000,elek  ,2009JJ00,,,,,,
2444,16000,elek  ,2010JJ00,,,,,,
2445,16000,elek  ,2011JJ00,,,,,,
2446,16000,elek  ,2012JJ00,,,,,,
2447,16000,elek  ,2013JJ00,,,,,,
2448,16000,warm  ,1990JJ00,,,,,,
2449,16000,warm  ,1991JJ00,,,,,,
2450,16000,warm  ,1992JJ00,,,,,,
2451,16000,warm  ,1993JJ00,,,,,,
2452,16000,warm  ,1994JJ00,,,170.0,0.01,8.0,0.0
2453,16000,warm  ,1995JJ00,,,175.0,0.01,8.0,0.0
2454,16000,warm  ,1996JJ00,,,182.0,0.01,9.0,0.0
2455,16000,warm  ,1997JJ00,,,192.0,0.01,9.0,0.01
2456,16000,warm  ,1998JJ00,,,196.0,0.01,9.0,0.01
2457,16000,warm  ,1999JJ00,,,200.0,0.01,10.0,0.01
2458,16000,warm  ,2000JJ00,,,203.0,0.01,9.0,0.01
2459,16000,warm  ,2001JJ00,,,205.0,0.01,10.0,0.01
2460,16000,warm  ,2002JJ00,,,209.0,0.01,10.0,0.01
2461,16000,warm  ,2003JJ00,,,214.0,0.01,10.0,0.01
2462,16000,warm  ,2004JJ00,,,220.0,0.01,11.0,0.01
2463,16000,warm  ,2005JJ00,,,225.0,0.01,11.0,0.01
2464,16000,warm  ,2006JJ00,,,232.0,0.01,11.0,0.01
2465,16000,warm  ,2007JJ00,,,256.0,0.01,12.0,0.01
2466,16000,warm  ,2008JJ00,,,288.0,0.01,14.0,0.01
2467,16000,warm  ,2009JJ00,,,322.0,0.01,16.0,0.01
2468,16000,warm  ,2010JJ00,,,351.0,0.01,18.0,0.01
2469,16000,warm  ,2011JJ00,,,381.0,0.01,19.0,0.01
2470,16000,warm  ,2012JJ00,,,403.0,0.01,19.0,0.01
2471,16000,warm  ,2013JJ00,,,453.0,0.01,21.0,0.01
2472,16000,trans ,1990JJ00,,,,,,
2473,16000,trans ,1991JJ00,,,,,,
2474,16000,trans ,1992JJ00,,,,,,
2475,16000,trans ,1993JJ00,,,,,,
2476,16000,trans ,1994JJ00,,,,,,
2477,16000,trans ,1995JJ00,,,,,,
2478,16000,trans ,1996JJ00,,,,,,
2479,16000,trans ,1997JJ00,,,,,,
2480,16000,trans ,1998JJ00,,,,,,
2481,16000,trans ,1999JJ00,,,,,,
2482,16000,trans ,2000JJ00,,,,,,
2483,16000,trans ,2001JJ00,,,,,,
2484,16000,trans ,2002JJ00,,,,,,
2485,16000,trans ,2003JJ00,,,,,,
2486,16000,trans ,2004JJ00,,,,,,
2487,16000,trans ,2005JJ00,,,,,,
2488,16000,trans ,2006JJ00,,,,,,
2489,16000,trans ,2007JJ00,,,,,,
2490,16000,trans ,2008JJ00,,,,,,
2491,16000,trans ,2009JJ00,,,,,,
2492,16000,trans ,2010JJ00,,,,,,
2493,16000,trans ,2011JJ00,,,,,,
2494,16000,trans ,2012JJ00,,,,,,
2495,16000,trans ,2013JJ00,,,,,,
2496,19000,totaal,1990JJ00,20291.0,1.12,14493.0,0.54,901.0,0.57
2497,19000,totaal,1991JJ00,21087.0,1.08,15732.0,0.55,970.0,0.59
2498,19000,totaal,1992JJ00,21606.0,1.13,16081.0,0.57,980.0,0.6
2499,19000,totaal,1993JJ00,21409.0,1.08,16464.0,0.57,1008.0,0.6
2500,19000,totaal,1994JJ00,21564.0,1.1,16653.0,0.58,1036.0,0.62
2501,19000,totaal,1995JJ00,22332.0,1.1,17451.0,0.59,1098.0,0.64
2502,19000,totaal,1996JJ00,22079.0,1.0,19276.0,0.62,1230.0,0.69
2503,19000,totaal,1997JJ00,24552.0,1.16,21957.0,0.74,1408.0,0.82
2504,19000,totaal,1998JJ00,25161.0,1.19,23230.0,0.77,1496.0,0.86
2505,19000,totaal,1999JJ00,24702.0,1.19,24477.0,0.82,1582.0,0.94
2506,19000,totaal,2000JJ00,25613.0,1.2,26710.0,0.88,1768.0,1.04
2507,19000,totaal,2001JJ00,26874.0,1.23,30329.0,0.97,2107.0,1.2
2508,19000,totaal,2002JJ00,29795.0,1.38,35805.0,1.14,2559.0,1.46
2509,19000,totaal,2003JJ00,28891.0,1.31,33556.0,1.04,,
2510,19000,totaal,2004JJ00,33724.0,1.49,41716.0,1.26,,
2511,19000,totaal,2005JJ00,41996.0,1.88,59535.0,1.81,,
2512,19000,totaal,2006JJ00,45388.0,2.1,62471.0,1.94,,
2513,19000,totaal,2007JJ00,53796.0,2.42,62634.0,1.88,,
2514,19000,totaal,2008JJ00,58101.0,2.55,71593.0,2.16,,
2515,19000,totaal,2009JJ00,66947.0,3.12,83756.0,2.58,,
2516,19000,totaal,2010JJ00,64228.0,2.79,84674.0,2.43,,
2517,19000,totaal,2011JJ00,69435.0,3.22,89943.0,2.78,,
2518,19000,totaal,2012JJ00,71676.0,3.28,94198.0,2.89,,
2519,19000,totaal,2013JJ00,69019.0,3.16,85064.0,2.62,,
2520,19000,elek  ,1990JJ00,2412.0,0.13,5358.0,0.2,382.0,0.24
2521,19000,elek  ,1991JJ00,2701.0,0.14,6080.0,0.21,422.0,0.26
2522,19000,elek  ,1992JJ00,2706.0,0.14,5997.0,0.21,407.0,0.25
2523,19000,elek  ,1993JJ00,3108.0,0.16,6581.0,0.23,447.0,0.27
2524,19000,elek  ,1994JJ00,3380.0,0.17,7118.0,0.25,495.0,0.3
2525,19000,elek  ,1995JJ00,3662.0,0.18,7605.0,0.26,539.0,0.32
2526,19000,elek  ,1996JJ00,4738.0,0.21,9670.0,0.31,684.0,0.39
2527,19000,elek  ,1997JJ00,5266.0,0.25,10059.0,0.34,732.0,0.43
2528,19000,elek  ,1998JJ00,5731.0,0.27,10980.0,0.37,799.0,0.46
2529,19000,elek  ,1999JJ00,6446.0,0.31,12607.0,0.42,908.0,0.54
2530,19000,elek  ,2000JJ00,7275.0,0.34,14658.0,0.48,1083.0,0.64
2531,19000,elek  ,2001JJ00,8546.0,0.39,18322.0,0.58,1422.0,0.81
2532,19000,elek  ,2002JJ00,10528.0,0.49,22644.0,0.72,1803.0,1.03
2533,19000,elek  ,2003JJ00,9232.0,0.42,19893.0,0.62,1570.0,0.87
2534,19000,elek  ,2004JJ00,11995.0,0.53,26043.0,0.79,2024.0,1.12
2535,19000,elek  ,2005JJ00,19007.0,0.85,42718.0,1.3,3225.0,1.83
2536,19000,elek  ,2006JJ00,18687.0,0.86,42260.0,1.31,3118.0,1.81
2537,19000,elek  ,2007JJ00,14468.0,0.65,30111.0,0.9,2430.0,1.41
2538,19000,elek  ,2008JJ00,18535.0,0.81,39380.0,1.19,3079.0,1.75
2539,19000,elek  ,2009JJ00,22066.0,1.03,46358.0,1.43,3737.0,2.2
2540,19000,elek  ,2010JJ00,25408.0,1.1,53458.0,1.54,4336.0,2.39
2541,19000,elek  ,2011JJ00,25498.0,1.18,53086.0,1.64,4307.0,2.57
2542,19000,elek  ,2012JJ00,26059.0,1.19,55528.0,1.7,4549.0,2.75
2543,19000,elek  ,2013JJ00,21648.0,0.99,44372.0,1.37,3581.0,2.15
2544,19000,warm  ,1990JJ00,17880.0,0.98,9134.0,0.34,519.0,0.33
2545,19000,warm  ,1991JJ00,18386.0,0.94,9653.0,0.34,548.0,0.33
2546,19000,warm  ,1992JJ00,18900.0,0.98,10084.0,0.36,573.0,0.35
2547,19000,warm  ,1993JJ00,18301.0,0.92,9883.0,0.35,561.0,0.34
2548,19000,warm  ,1994JJ00,18185.0,0.93,9535.0,0.33,542.0,0.32
2549,19000,warm  ,1995JJ00,18670.0,0.92,9846.0,0.33,559.0,0.33
2550,19000,warm  ,1996JJ00,17341.0,0.79,9606.0,0.31,546.0,0.31
2551,19000,warm  ,1997JJ00,19285.0,0.91,11898.0,0.4,676.0,0.4
2552,19000,warm  ,1998JJ00,19430.0,0.92,12251.0,0.41,697.0,0.4
2553,19000,warm  ,1999JJ00,18256.0,0.88,11870.0,0.4,675.0,0.4
2554,19000,warm  ,2000JJ00,18338.0,0.86,12051.0,0.4,685.0,0.4
2555,19000,warm  ,2001JJ00,18328.0,0.84,12007.0,0.38,685.0,0.39
2556,19000,warm  ,2002JJ00,19267.0,0.89,13161.0,0.42,756.0,0.43
2557,19000,warm  ,2003JJ00,19525.0,0.89,13529.0,0.42,772.0,0.43
2558,19000,warm  ,2004JJ00,21595.0,0.96,15538.0,0.47,893.0,0.49
2559,19000,warm  ,2005JJ00,22888.0,1.03,16716.0,0.51,967.0,0.55
2560,19000,warm  ,2006JJ00,24936.0,1.15,18445.0,0.57,1060.0,0.61
2561,19000,warm  ,2007JJ00,26297.0,1.18,19493.0,0.58,1140.0,0.66
2562,19000,warm  ,2008JJ00,27517.0,1.21,20165.0,0.61,1173.0,0.67
2563,19000,warm  ,2009JJ00,29276.0,1.36,21792.0,0.67,1275.0,0.75
2564,19000,warm  ,2010JJ00,29243.0,1.27,21639.0,0.62,1283.0,0.71
2565,19000,warm  ,2011JJ00,30499.0,1.42,23419.0,0.72,1367.0,0.82
2566,19000,warm  ,2012JJ00,32264.0,1.48,25318.0,0.78,1461.0,0.88
2567,19000,warm  ,2013JJ00,34447.0,1.58,27767.0,0.86,1588.0,0.95
2568,19000,trans ,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2569,19000,trans ,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2570,19000,trans ,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2571,19000,trans ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2572,19000,trans ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2573,19000,trans ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2574,19000,trans ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2575,19000,trans ,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2576,19000,trans ,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2577,19000,trans ,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2578,19000,trans ,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2579,19000,trans ,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2580,19000,trans ,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0
2581,19000,trans ,2003JJ00,134.0,0.01,134.0,0.0,,
2582,19000,trans ,2004JJ00,134.0,0.01,134.0,0.0,,
2583,19000,trans ,2005JJ00,101.0,0.0,101.0,0.0,,
2584,19000,trans ,2006JJ00,1766.0,0.08,1766.0,0.05,,
2585,19000,trans ,2007JJ00,13031.0,0.58,13031.0,0.39,,
2586,19000,trans ,2008JJ00,12048.0,0.53,12048.0,0.36,,
2587,19000,trans ,2009JJ00,15606.0,0.73,15606.0,0.48,,
2588,19000,trans ,2010JJ00,9577.0,0.42,9577.0,0.28,,
2589,19000,trans ,2011JJ00,13438.0,0.62,13438.0,0.42,,
2590,19000,trans ,2012JJ00,13353.0,0.61,13353.0,0.41,,
2591,19000,trans ,2013JJ00,12924.0,0.59,12924.0,0.4,,
2592,19100,totaal,1990JJ00,3748.0,0.21,6217.0,0.23,415.0,0.26
2593,19100,totaal,1991JJ00,3986.0,0.2,6722.0,0.24,441.0,0.27
2594,19100,totaal,1992JJ00,3919.0,0.2,6439.0,0.23,416.0,0.26
2595,19100,totaal,1993JJ00,4072.0,0.2,6515.0,0.23,422.0,0.25
2596,19100,totaal,1994JJ00,3706.0,0.19,6118.0,0.21,408.0,0.24
2597,19100,totaal,1995JJ00,3888.0,0.19,6323.0,0.21,428.0,0.25
2598,19100,totaal,1996JJ00,5118.0,0.23,8387.0,0.27,563.0,0.32
2599,19100,totaal,1997JJ00,7277.0,0.34,10768.0,0.36,721.0,0.42
2600,19100,totaal,1998JJ00,7593.0,0.36,11309.0,0.38,751.0,0.43
2601,19100,totaal,1999JJ00,7830.0,0.38,11884.0,0.4,779.0,0.46
2602,19100,totaal,2000JJ00,7704.0,0.36,11971.0,0.39,803.0,0.47
2603,19100,totaal,2001JJ00,7170.0,0.33,11371.0,0.36,761.0,0.43
2604,19100,totaal,2002JJ00,7608.0,0.35,11793.0,0.37,784.0,0.45
2605,19100,totaal,2003JJ00,7680.0,0.35,11925.0,0.37,789.0,0.44
2606,19100,totaal,2004JJ00,7675.0,0.34,11676.0,0.35,764.0,0.42
2607,19100,totaal,2005JJ00,8078.0,0.36,12329.0,0.37,802.0,0.46
2608,19100,totaal,2006JJ00,8590.0,0.4,12779.0,0.4,837.0,0.49
2609,19100,totaal,2007JJ00,8862.0,0.4,13352.0,0.4,868.0,0.5
2610,19100,totaal,2008JJ00,9138.0,0.4,13560.0,0.41,879.0,0.5
2611,19100,totaal,2009JJ00,10666.0,0.5,15578.0,0.48,999.0,0.59
2612,19100,totaal,2010JJ00,11339.0,0.49,16874.0,0.49,1076.0,0.59
2613,19100,totaal,2011JJ00,13934.0,0.65,20302.0,0.63,1290.0,0.77
2614,19100,totaal,2012JJ00,15685.0,0.72,23280.0,0.71,1533.0,0.93
2615,19100,totaal,2013JJ00,16437.0,0.75,23505.0,0.72,1561.0,0.94
2616,19100,elek  ,1990JJ00,1942.0,0.11,4210.0,0.16,301.0,0.19
2617,19100,elek  ,1991JJ00,2118.0,0.11,4645.0,0.16,323.0,0.2
2618,19100,elek  ,1992JJ00,2040.0,0.11,4351.0,0.16,298.0,0.18
2619,19100,elek  ,1993JJ00,2283.0,0.11,4527.0,0.16,309.0,0.19
2620,19100,elek  ,1994JJ00,2381.0,0.12,4646.0,0.16,325.0,0.19
2621,19100,elek  ,1995JJ00,2530.0,0.12,4814.0,0.16,342.0,0.2
2622,19100,elek  ,1996JJ00,3431.0,0.16,6513.0,0.21,457.0,0.26
2623,19100,elek  ,1997JJ00,3990.0,0.19,7115.0,0.24,514.0,0.3
2624,19100,elek  ,1998JJ00,4278.0,0.2,7625.0,0.25,542.0,0.31
2625,19100,elek  ,1999JJ00,4540.0,0.22,8229.0,0.28,571.0,0.34
2626,19100,elek  ,2000JJ00,4578.0,0.21,8498.0,0.28,606.0,0.36
2627,19100,elek  ,2001JJ00,4370.0,0.2,8260.0,0.26,585.0,0.33
2628,19100,elek  ,2002JJ00,4347.0,0.2,8169.0,0.26,578.0,0.33
2629,19100,elek  ,2003JJ00,4347.0,0.2,8222.0,0.25,579.0,0.32
2630,19100,elek  ,2004JJ00,4243.0,0.19,7862.0,0.24,547.0,0.3
2631,19100,elek  ,2005JJ00,4557.0,0.2,8417.0,0.26,580.0,0.33
2632,19100,elek  ,2006JJ00,4723.0,0.22,8481.0,0.26,593.0,0.34
2633,19100,elek  ,2007JJ00,5022.0,0.23,9086.0,0.27,626.0,0.36
2634,19100,elek  ,2008JJ00,5071.0,0.22,9042.0,0.27,623.0,0.35
