ID,InstitutioneleSectoren,TransactiesEnSaldi,Perioden,OverheidsproductieEnConsumptie_1
3353,A028870,A044437,2018JJ00,13333.0
3354,A028870,A044437,2019JJ00,13916.0
3355,A028870,A044437,2020JJ00,14729.0
3356,A028870,A044437,2021JJ00,15744.0
3357,A028870,A044437,2022JJ00,16981.0
3358,A028870,A044437,2023JJ00,19142.0
3359,A028870,A044437,2024JJ00,21564.0
3360,A028870,A048156,1995JJ00,9869.0
3361,A028870,A048156,1996JJ00,10057.0
3362,A028870,A048156,1997JJ00,10505.0
3363,A028870,A048156,1998JJ00,10798.0
3364,A028870,A048156,1999JJ00,11405.0
3365,A028870,A048156,2000JJ00,12171.0
3366,A028870,A048156,2001JJ00,12991.0
3367,A028870,A048156,2002JJ00,14037.0
3368,A028870,A048156,2003JJ00,14802.0
3369,A028870,A048156,2004JJ00,14938.0
3370,A028870,A048156,2005JJ00,15127.0
3371,A028870,A048156,2006JJ00,15451.0
3372,A028870,A048156,2007JJ00,15775.0
3373,A028870,A048156,2008JJ00,15926.0
3374,A028870,A048156,2009JJ00,16325.0
3375,A028870,A048156,2010JJ00,16841.0
3376,A028870,A048156,2011JJ00,16812.0
3377,A028870,A048156,2012JJ00,16911.0
3378,A028870,A048156,2013JJ00,17254.0
3379,A028870,A048156,2014JJ00,16896.0
3380,A028870,A048156,2015JJ00,16828.0
3381,A028870,A048156,2016JJ00,16861.0
3382,A028870,A048156,2017JJ00,17395.0
3383,A028870,A048156,2018JJ00,17764.0
3384,A028870,A048156,2019JJ00,18669.0
3385,A028870,A048156,2020JJ00,19310.0
3386,A028870,A048156,2021JJ00,20075.0
3387,A028870,A048156,2022JJ00,22061.0
3388,A028870,A048156,2023JJ00,23715.0
3389,A028870,A048156,2024JJ00,25663.0
3390,A028870,A044491,1995JJ00,2813.0
3391,A028870,A044491,1996JJ00,2952.0
3392,A028870,A044491,1997JJ00,3091.0
3393,A028870,A044491,1998JJ00,3225.0
3394,A028870,A044491,1999JJ00,3427.0
3395,A028870,A044491,2000JJ00,3682.0
3396,A028870,A044491,2001JJ00,3958.0
3397,A028870,A044491,2002JJ00,4292.0
3398,A028870,A044491,2003JJ00,4595.0
3399,A028870,A044491,2004JJ00,4852.0
3400,A028870,A044491,2005JJ00,5083.0
3401,A028870,A044491,2006JJ00,5376.0
3402,A028870,A044491,2007JJ00,5662.0
3403,A028870,A044491,2008JJ00,5970.0
3404,A028870,A044491,2009JJ00,6148.0
3405,A028870,A044491,2010JJ00,6441.0
3406,A028870,A044491,2011JJ00,6627.0
3407,A028870,A044491,2012JJ00,6775.0
3408,A028870,A044491,2013JJ00,6945.0
3409,A028870,A044491,2014JJ00,7004.0
3410,A028870,A044491,2015JJ00,6996.0
3411,A028870,A044491,2016JJ00,6993.0
3412,A028870,A044491,2017JJ00,7116.0
3413,A028870,A044491,2018JJ00,7330.0
3414,A028870,A044491,2019JJ00,7548.0
3415,A028870,A044491,2020JJ00,7732.0
3416,A028870,A044491,2021JJ00,8066.0
3417,A028870,A044491,2022JJ00,8725.0
3418,A028870,A044491,2023JJ00,9130.0
3419,A028870,A044491,2024JJ00,9735.0
3420,A028870,A048157,1995JJ00,7056.0
3421,A028870,A048157,1996JJ00,7105.0
3422,A028870,A048157,1997JJ00,7414.0
3423,A028870,A048157,1998JJ00,7573.0
3424,A028870,A048157,1999JJ00,7978.0
3425,A028870,A048157,2000JJ00,8489.0
3426,A028870,A048157,2001JJ00,9033.0
3427,A028870,A048157,2002JJ00,9745.0
3428,A028870,A048157,2003JJ00,10207.0
3429,A028870,A048157,2004JJ00,10086.0
3430,A028870,A048157,2005JJ00,10044.0
3431,A028870,A048157,2006JJ00,10075.0
3432,A028870,A048157,2007JJ00,10113.0
3433,A028870,A048157,2008JJ00,9956.0
3434,A028870,A048157,2009JJ00,10177.0
3435,A028870,A048157,2010JJ00,10400.0
3436,A028870,A048157,2011JJ00,10185.0
3437,A028870,A048157,2012JJ00,10136.0
3438,A028870,A048157,2013JJ00,10309.0
3439,A028870,A048157,2014JJ00,9892.0
3440,A028870,A048157,2015JJ00,9832.0
3441,A028870,A048157,2016JJ00,9868.0
3442,A028870,A048157,2017JJ00,10279.0
3443,A028870,A048157,2018JJ00,10434.0
3444,A028870,A048157,2019JJ00,11121.0
3445,A028870,A048157,2020JJ00,11578.0
3446,A028870,A048157,2021JJ00,12009.0
3447,A028870,A048157,2022JJ00,13336.0
3448,A028870,A048157,2023JJ00,14585.0
3449,A028870,A048157,2024JJ00,15928.0
3450,A028870,A044438,1995JJ00,6946.0
3451,A028870,A044438,1996JJ00,6991.0
3452,A028870,A044438,1997JJ00,7297.0
3453,A028870,A044438,1998JJ00,7445.0
3454,A028870,A044438,1999JJ00,7802.0
3455,A028870,A044438,2000JJ00,8295.0
3456,A028870,A044438,2001JJ00,8812.0
3457,A028870,A044438,2002JJ00,9532.0
3458,A028870,A044438,2003JJ00,10012.0
3459,A028870,A044438,2004JJ00,9974.0
3460,A028870,A044438,2005JJ00,9895.0
3461,A028870,A044438,2006JJ00,9926.0
3462,A028870,A044438,2007JJ00,9956.0
3463,A028870,A044438,2008JJ00,9779.0
3464,A028870,A044438,2009JJ00,10038.0
3465,A028870,A044438,2010JJ00,10235.0
3466,A028870,A044438,2011JJ00,10015.0
3467,A028870,A044438,2012JJ00,9960.0
3468,A028870,A044438,2013JJ00,10023.0
3469,A028870,A044438,2014JJ00,9586.0
3470,A028870,A044438,2015JJ00,9507.0
3471,A028870,A044438,2016JJ00,9521.0
3472,A028870,A044438,2017JJ00,9868.0
3473,A028870,A044438,2018JJ00,10009.0
3474,A028870,A044438,2019JJ00,10746.0
3475,A028870,A044438,2020JJ00,11173.0
3476,A028870,A044438,2021JJ00,11640.0
3477,A028870,A044438,2022JJ00,12948.0
3478,A028870,A044438,2023JJ00,14166.0
3479,A028870,A044438,2024JJ00,15455.0
3480,A028870,A044439,1995JJ00,5628.0
3481,A028870,A044439,1996JJ00,5654.0
3482,A028870,A044439,1997JJ00,5876.0
3483,A028870,A044439,1998JJ00,5903.0
3484,A028870,A044439,1999JJ00,6244.0
3485,A028870,A044439,2000JJ00,6638.0
3486,A028870,A044439,2001JJ00,7004.0
3487,A028870,A044439,2002JJ00,7471.0
3488,A028870,A044439,2003JJ00,7793.0
3489,A028870,A044439,2004JJ00,7568.0
3490,A028870,A044439,2005JJ00,7379.0
3491,A028870,A044439,2006JJ00,7799.0
3492,A028870,A044439,2007JJ00,7853.0
3493,A028870,A044439,2008JJ00,7593.0
3494,A028870,A044439,2009JJ00,7811.0
3495,A028870,A044439,2010JJ00,7911.0
3496,A028870,A044439,2011JJ00,7669.0
3497,A028870,A044439,2012JJ00,7534.0
3498,A028870,A044439,2013JJ00,7514.0
3499,A028870,A044439,2014JJ00,7206.0
3500,A028870,A044439,2015JJ00,7205.0
3501,A028870,A044439,2016JJ00,7251.0
3502,A028870,A044439,2017JJ00,7520.0
3503,A028870,A044439,2018JJ00,7520.0
3504,A028870,A044439,2019JJ00,8015.0
3505,A028870,A044439,2020JJ00,8269.0
3506,A028870,A044439,2021JJ00,8653.0
3507,A028870,A044439,2022JJ00,9424.0
3508,A028870,A044439,2023JJ00,10452.0
3509,A028870,A044439,2024JJ00,11424.0
3510,A028870,A044440,1995JJ00,1318.0
3511,A028870,A044440,1996JJ00,1337.0
3512,A028870,A044440,1997JJ00,1421.0
3513,A028870,A044440,1998JJ00,1542.0
3514,A028870,A044440,1999JJ00,1558.0
3515,A028870,A044440,2000JJ00,1657.0
3516,A028870,A044440,2001JJ00,1808.0
3517,A028870,A044440,2002JJ00,2061.0
3518,A028870,A044440,2003JJ00,2219.0
3519,A028870,A044440,2004JJ00,2406.0
3520,A028870,A044440,2005JJ00,2516.0
3521,A028870,A044440,2006JJ00,2127.0
3522,A028870,A044440,2007JJ00,2103.0
3523,A028870,A044440,2008JJ00,2186.0
3524,A028870,A044440,2009JJ00,2227.0
3525,A028870,A044440,2010JJ00,2324.0
3526,A028870,A044440,2011JJ00,2346.0
3527,A028870,A044440,2012JJ00,2426.0
3528,A028870,A044440,2013JJ00,2509.0
3529,A028870,A044440,2014JJ00,2380.0
3530,A028870,A044440,2015JJ00,2302.0
3531,A028870,A044440,2016JJ00,2270.0
3532,A028870,A044440,2017JJ00,2348.0
3533,A028870,A044440,2018JJ00,2489.0
3534,A028870,A044440,2019JJ00,2731.0
3535,A028870,A044440,2020JJ00,2904.0
3536,A028870,A044440,2021JJ00,2987.0
3537,A028870,A044440,2022JJ00,3524.0
3538,A028870,A044440,2023JJ00,3714.0
3539,A028870,A044440,2024JJ00,4031.0
3540,A028870,A044447,1995JJ00,112.0
3541,A028870,A044447,1996JJ00,126.0
3542,A028870,A044447,1997JJ00,134.0
3543,A028870,A044447,1998JJ00,151.0
3544,A028870,A044447,1999JJ00,193.0
3545,A028870,A044447,2000JJ00,210.0
3546,A028870,A044447,2001JJ00,235.0
3547,A028870,A044447,2002JJ00,235.0
3548,A028870,A044447,2003JJ00,221.0
3549,A028870,A044447,2004JJ00,214.0
3550,A028870,A044447,2005JJ00,222.0
3551,A028870,A044447,2006JJ00,220.0
3552,A028870,A044447,2007JJ00,219.0
3553,A028870,A044447,2008JJ00,238.0
3554,A028870,A044447,2009JJ00,227.0
3555,A028870,A044447,2010JJ00,234.0
3556,A028870,A044447,2011JJ00,240.0
3557,A028870,A044447,2012JJ00,228.0
3558,A028870,A044447,2013JJ00,298.0
3559,A028870,A044447,2014JJ00,312.0
3560,A028870,A044447,2015JJ00,332.0
3561,A028870,A044447,2016JJ00,355.0
3562,A028870,A044447,2017JJ00,425.0
3563,A028870,A044447,2018JJ00,433.0
3564,A028870,A044447,2019JJ00,382.0
3565,A028870,A044447,2020JJ00,460.0
3566,A028870,A044447,2021JJ00,397.0
3567,A028870,A044447,2022JJ00,424.0
3568,A028870,A044447,2023JJ00,448.0
3569,A028870,A044447,2024JJ00,498.0
3570,A028870,A044451,1995JJ00,-2.0
3571,A028870,A044451,1996JJ00,-12.0
3572,A028870,A044451,1997JJ00,-17.0
3573,A028870,A044451,1998JJ00,-23.0
3574,A028870,A044451,1999JJ00,-17.0
3575,A028870,A044451,2000JJ00,-16.0
3576,A028870,A044451,2001JJ00,-14.0
3577,A028870,A044451,2002JJ00,-22.0
3578,A028870,A044451,2003JJ00,-26.0
3579,A028870,A044451,2004JJ00,-102.0
3580,A028870,A044451,2005JJ00,-73.0
3581,A028870,A044451,2006JJ00,-71.0
3582,A028870,A044451,2007JJ00,-62.0
3583,A028870,A044451,2008JJ00,-61.0
3584,A028870,A044451,2009JJ00,-88.0
3585,A028870,A044451,2010JJ00,-69.0
3586,A028870,A044451,2011JJ00,-70.0
3587,A028870,A044451,2012JJ00,-52.0
3588,A028870,A044451,2013JJ00,-12.0
3589,A028870,A044451,2014JJ00,-6.0
3590,A028870,A044451,2015JJ00,-7.0
3591,A028870,A044451,2016JJ00,-8.0
3592,A028870,A044451,2017JJ00,-14.0
3593,A028870,A044451,2018JJ00,-8.0
3594,A028870,A044451,2019JJ00,-7.0
3595,A028870,A044451,2020JJ00,-55.0
3596,A028870,A044451,2021JJ00,-28.0
3597,A028870,A044451,2022JJ00,-36.0
3598,A028870,A044451,2023JJ00,-29.0
3599,A028870,A044451,2024JJ00,-25.0
3600,A028870,A048158,1995JJ00,0.0
3601,A028870,A048158,1996JJ00,0.0
3602,A028870,A048158,1997JJ00,0.0
3603,A028870,A048158,1998JJ00,0.0
3604,A028870,A048158,1999JJ00,0.0
3605,A028870,A048158,2000JJ00,0.0
3606,A028870,A048158,2001JJ00,0.0
3607,A028870,A048158,2002JJ00,0.0
3608,A028870,A048158,2003JJ00,0.0
3609,A028870,A048158,2004JJ00,0.0
3610,A028870,A048158,2005JJ00,0.0
3611,A028870,A048158,2006JJ00,0.0
3612,A028870,A048158,2007JJ00,0.0
3613,A028870,A048158,2008JJ00,0.0
3614,A028870,A048158,2009JJ00,0.0
3615,A028870,A048158,2010JJ00,0.0
3616,A028870,A048158,2011JJ00,0.0
3617,A028870,A048158,2012JJ00,0.0
3618,A028870,A048158,2013JJ00,0.0
3619,A028870,A048158,2014JJ00,0.0
3620,A028870,A048158,2015JJ00,0.0
3621,A028870,A048158,2016JJ00,0.0
3622,A028870,A048158,2017JJ00,0.0
3623,A028870,A048158,2018JJ00,0.0
3624,A028870,A048158,2019JJ00,0.0
3625,A028870,A048158,2020JJ00,0.0
3626,A028870,A048158,2021JJ00,0.0
3627,A028870,A048158,2022JJ00,0.0
3628,A028870,A048158,2023JJ00,0.0
3629,A028870,A048158,2024JJ00,0.0
3630,A028870,A046348,1995JJ00,12435.0
3631,A028870,A046348,1996JJ00,12687.0
3632,A028870,A046348,1997JJ00,12984.0
3633,A028870,A046348,1998JJ00,13614.0
3634,A028870,A046348,1999JJ00,14584.0
3635,A028870,A046348,2000JJ00,15836.0
3636,A028870,A046348,2001JJ00,17362.0
3637,A028870,A046348,2002JJ00,19642.0
3638,A028870,A046348,2003JJ00,21465.0
3639,A028870,A046348,2004JJ00,21320.0
3640,A028870,A046348,2005JJ00,20760.0
3641,A028870,A046348,2006JJ00,21062.0
3642,A028870,A046348,2007JJ00,22806.0
3643,A028870,A046348,2008JJ00,24335.0
3644,A028870,A046348,2009JJ00,26009.0
3645,A028870,A046348,2010JJ00,26577.0
3646,A028870,A046348,2011JJ00,25988.0
3647,A028870,A046348,2012JJ00,24903.0
3648,A028870,A046348,2013JJ00,24807.0
3649,A028870,A046348,2014JJ00,24916.0
3650,A028870,A046348,2015JJ00,30381.0
3651,A028870,A046348,2016JJ00,30831.0
3652,A028870,A046348,2017JJ00,31731.0
3653,A028870,A046348,2018JJ00,33633.0
3654,A028870,A046348,2019JJ00,35798.0
3655,A028870,A046348,2020JJ00,37595.0
3656,A028870,A046348,2021JJ00,38777.0
3657,A028870,A046348,2022JJ00,41887.0
3658,A028870,A046348,2023JJ00,46283.0
3659,A028870,A046348,2024JJ00,50959.0
3660,A028870,A046349,1995JJ00,6952.0
3661,A028870,A046349,1996JJ00,7010.0
3662,A028870,A046349,1997JJ00,7378.0
3663,A028870,A046349,1998JJ00,7942.0
3664,A028870,A046349,1999JJ00,8408.0
3665,A028870,A046349,2000JJ00,8995.0
3666,A028870,A046349,2001JJ00,9667.0
3667,A028870,A046349,2002JJ00,10644.0
3668,A028870,A046349,2003JJ00,11298.0
3669,A028870,A046349,2004JJ00,11352.0
3670,A028870,A046349,2005JJ00,10932.0
3671,A028870,A046349,2006JJ00,10882.0
3672,A028870,A046349,2007JJ00,11847.0
3673,A028870,A046349,2008JJ00,12037.0
3674,A028870,A046349,2009JJ00,12565.0
3675,A028870,A046349,2010JJ00,12627.0
3676,A028870,A046349,2011JJ00,12129.0
3677,A028870,A046349,2012JJ00,11386.0
3678,A028870,A046349,2013JJ00,11152.0
3679,A028870,A046349,2014JJ00,11338.0
3680,A028870,A046349,2015JJ00,17329.0
3681,A028870,A046349,2016JJ00,17873.0
3682,A028870,A046349,2017JJ00,18663.0
3683,A028870,A046349,2018JJ00,19855.0
3684,A028870,A046349,2019JJ00,21306.0
3685,A028870,A046349,2020JJ00,22315.0
3686,A028870,A046349,2021JJ00,22853.0
3687,A028870,A046349,2022JJ00,24351.0
3688,A028870,A046349,2023JJ00,26790.0
3689,A028870,A046349,2024JJ00,29335.0
3690,A028870,A048155,1995JJ00,5245.0
3691,A028870,A048155,1996JJ00,5363.0
3692,A028870,A048155,1997JJ00,5679.0
3693,A028870,A048155,1998JJ00,6001.0
3694,A028870,A048155,1999JJ00,6287.0
3695,A028870,A048155,2000JJ00,6493.0
3696,A028870,A048155,2001JJ00,6976.0
3697,A028870,A048155,2002JJ00,7725.0
3698,A028870,A048155,2003JJ00,8354.0
3699,A028870,A048155,2004JJ00,8446.0
3700,A028870,A048155,2005JJ00,8447.0
3701,A028870,A048155,2006JJ00,8650.0
3702,A028870,A048155,2007JJ00,8697.0
3703,A028870,A048155,2008JJ00,8816.0
3704,A028870,A048155,2009JJ00,9092.0
3705,A028870,A048155,2010JJ00,9001.0
3706,A028870,A048155,2011JJ00,8615.0
3707,A028870,A048155,2012JJ00,7997.0
3708,A028870,A048155,2013JJ00,7954.0
3709,A028870,A048155,2014JJ00,8083.0
3710,A028870,A048155,2015JJ00,8671.0
3711,A028870,A048155,2016JJ00,9072.0
3712,A028870,A048155,2017JJ00,9499.0
3713,A028870,A048155,2018JJ00,10052.0
3714,A028870,A048155,2019JJ00,10670.0
3715,A028870,A048155,2020JJ00,11347.0
3716,A028870,A048155,2021JJ00,11978.0
3717,A028870,A048155,2022JJ00,13001.0
3718,A028870,A048155,2023JJ00,14236.0
3719,A028870,A048155,2024JJ00,15765.0
3720,A028870,A044478,1995JJ00,1707.0
3721,A028870,A044478,1996JJ00,1647.0
3722,A028870,A044478,1997JJ00,1699.0
3723,A028870,A044478,1998JJ00,1941.0
3724,A028870,A044478,1999JJ00,2121.0
3725,A028870,A044478,2000JJ00,2502.0
3726,A028870,A044478,2001JJ00,2691.0
3727,A028870,A044478,2002JJ00,2919.0
3728,A028870,A044478,2003JJ00,2944.0
3729,A028870,A044478,2004JJ00,2906.0
3730,A028870,A044478,2005JJ00,2485.0
3731,A028870,A044478,2006JJ00,2232.0
3732,A028870,A044478,2007JJ00,3150.0
3733,A028870,A044478,2008JJ00,3221.0
3734,A028870,A044478,2009JJ00,3473.0
3735,A028870,A044478,2010JJ00,3626.0
3736,A028870,A044478,2011JJ00,3514.0
3737,A028870,A044478,2012JJ00,3389.0
3738,A028870,A044478,2013JJ00,3198.0
3739,A028870,A044478,2014JJ00,3255.0
3740,A028870,A044478,2015JJ00,8658.0
3741,A028870,A044478,2016JJ00,8801.0
3742,A028870,A044478,2017JJ00,9164.0
3743,A028870,A044478,2018JJ00,9803.0
3744,A028870,A044478,2019JJ00,10636.0
3745,A028870,A044478,2020JJ00,10968.0
3746,A028870,A044478,2021JJ00,10875.0
3747,A028870,A044478,2022JJ00,11350.0
3748,A028870,A044478,2023JJ00,12554.0
3749,A028870,A044478,2024JJ00,13570.0
3750,A028870,A046350,1995JJ00,5483.0
3751,A028870,A046350,1996JJ00,5677.0
3752,A028870,A046350,1997JJ00,5606.0
3753,A028870,A046350,1998JJ00,5672.0
3754,A028870,A046350,1999JJ00,6176.0
3755,A028870,A046350,2000JJ00,6841.0
3756,A028870,A046350,2001JJ00,7695.0
3757,A028870,A046350,2002JJ00,8998.0
3758,A028870,A046350,2003JJ00,10167.0
3759,A028870,A046350,2004JJ00,9968.0
3760,A028870,A046350,2005JJ00,9828.0
3761,A028870,A046350,2006JJ00,10180.0
3762,A028870,A046350,2007JJ00,10959.0
3763,A028870,A046350,2008JJ00,12298.0
3764,A028870,A046350,2009JJ00,13444.0
3765,A028870,A046350,2010JJ00,13950.0
3766,A028870,A046350,2011JJ00,13859.0
3767,A028870,A046350,2012JJ00,13517.0
3768,A028870,A046350,2013JJ00,13655.0
3769,A028870,A046350,2014JJ00,13578.0
3770,A028870,A046350,2015JJ00,13052.0
3771,A028870,A046350,2016JJ00,12958.0
3772,A028870,A046350,2017JJ00,13068.0
3773,A028870,A046350,2018JJ00,13778.0
3774,A028870,A046350,2019JJ00,14492.0
3775,A028870,A046350,2020JJ00,15280.0
3776,A028870,A046350,2021JJ00,15924.0
3777,A028870,A046350,2022JJ00,17536.0
3778,A028870,A046350,2023JJ00,19493.0
3779,A028870,A046350,2024JJ00,21624.0
3780,A028903,A048151,1995JJ00,2312.0
3781,A028903,A048151,1996JJ00,2293.0
3782,A028903,A048151,1997JJ00,2306.0
3783,A028903,A048151,1998JJ00,2525.0
3784,A028903,A048151,1999JJ00,2561.0
3785,A028903,A048151,2000JJ00,2914.0
3786,A028903,A048151,2001JJ00,3082.0
3787,A028903,A048151,2002JJ00,3240.0
3788,A028903,A048151,2003JJ00,3511.0
3789,A028903,A048151,2004JJ00,3725.0
3790,A028903,A048151,2005JJ00,4015.0
3791,A028903,A048151,2006JJ00,4168.0
3792,A028903,A048151,2007JJ00,4450.0
3793,A028903,A048151,2008JJ00,4714.0
3794,A028903,A048151,2009JJ00,4982.0
3795,A028903,A048151,2010JJ00,5185.0
3796,A028903,A048151,2011JJ00,5318.0
3797,A028903,A048151,2012JJ00,5508.0
3798,A028903,A048151,2013JJ00,6172.0
3799,A028903,A048151,2014JJ00,6575.0
3800,A028903,A048151,2015JJ00,6775.0
3801,A028903,A048151,2016JJ00,6955.0
3802,A028903,A048151,2017JJ00,7133.0
3803,A028903,A048151,2018JJ00,7173.0
3804,A028903,A048151,2019JJ00,7365.0
3805,A028903,A048151,2020JJ00,8172.0
3806,A028903,A048151,2021JJ00,9467.0
3807,A028903,A048151,2022JJ00,9201.0
3808,A028903,A048151,2023JJ00,9003.0
3809,A028903,A048151,2024JJ00,9184.0
3810,A028903,A044434,1995JJ00,378.0
3811,A028903,A044434,1996JJ00,412.0
3812,A028903,A044434,1997JJ00,444.0
3813,A028903,A044434,1998JJ00,491.0
3814,A028903,A044434,1999JJ00,537.0
3815,A028903,A044434,2000JJ00,528.0
3816,A028903,A044434,2001JJ00,551.0
3817,A028903,A044434,2002JJ00,554.0
3818,A028903,A044434,2003JJ00,609.0
3819,A028903,A044434,2004JJ00,636.0
3820,A028903,A044434,2005JJ00,625.0
3821,A028903,A044434,2006JJ00,670.0
3822,A028903,A044434,2007JJ00,697.0
3823,A028903,A044434,2008JJ00,695.0
3824,A028903,A044434,2009JJ00,724.0
3825,A028903,A044434,2010JJ00,727.0
3826,A028903,A044434,2011JJ00,686.0
3827,A028903,A044434,2012JJ00,685.0
3828,A028903,A044434,2013JJ00,687.0
3829,A028903,A044434,2014JJ00,686.0
3830,A028903,A044434,2015JJ00,703.0
3831,A028903,A044434,2016JJ00,658.0
3832,A028903,A044434,2017JJ00,612.0
3833,A028903,A044434,2018JJ00,567.0
3834,A028903,A044434,2019JJ00,521.0
3835,A028903,A044434,2020JJ00,476.0
3836,A028903,A044434,2021JJ00,448.0
3837,A028903,A044434,2022JJ00,467.0
3838,A028903,A044434,2023JJ00,452.0
3839,A028903,A044434,2024JJ00,466.0
3840,A028903,A044435,1995JJ00,0.0
3841,A028903,A044435,1996JJ00,7.0
3842,A028903,A044435,1997JJ00,9.0
3843,A028903,A044435,1998JJ00,9.0
3844,A028903,A044435,1999JJ00,8.0
3845,A028903,A044435,2000JJ00,7.0
3846,A028903,A044435,2001JJ00,17.0
3847,A028903,A044435,2002JJ00,15.0
3848,A028903,A044435,2003JJ00,17.0
3849,A028903,A044435,2004JJ00,17.0
3850,A028903,A044435,2005JJ00,18.0
3851,A028903,A044435,2006JJ00,18.0
3852,A028903,A044435,2007JJ00,18.0
3853,A028903,A044435,2008JJ00,21.0
3854,A028903,A044435,2009JJ00,25.0
3855,A028903,A044435,2010JJ00,29.0
3856,A028903,A044435,2011JJ00,39.0
3857,A028903,A044435,2012JJ00,40.0
3858,A028903,A044435,2013JJ00,40.0
3859,A028903,A044435,2014JJ00,41.0
3860,A028903,A044435,2015JJ00,46.0
3861,A028903,A044435,2016JJ00,50.0
3862,A028903,A044435,2017JJ00,52.0
3863,A028903,A044435,2018JJ00,55.0
3864,A028903,A044435,2019JJ00,60.0
3865,A028903,A044435,2020JJ00,61.0
3866,A028903,A044435,2021JJ00,60.0
3867,A028903,A044435,2022JJ00,70.0
3868,A028903,A044435,2023JJ00,75.0
3869,A028903,A044435,2024JJ00,77.0
3870,A028903,A048152,1995JJ00,1934.0
3871,A028903,A048152,1996JJ00,1874.0
3872,A028903,A048152,1997JJ00,1853.0
3873,A028903,A048152,1998JJ00,2025.0
3874,A028903,A048152,1999JJ00,2016.0
3875,A028903,A048152,2000JJ00,2379.0
3876,A028903,A048152,2001JJ00,2514.0
3877,A028903,A048152,2002JJ00,2671.0
3878,A028903,A048152,2003JJ00,2885.0
3879,A028903,A048152,2004JJ00,3072.0
3880,A028903,A048152,2005JJ00,3372.0
3881,A028903,A048152,2006JJ00,3480.0
3882,A028903,A048152,2007JJ00,3735.0
3883,A028903,A048152,2008JJ00,3998.0
3884,A028903,A048152,2009JJ00,4233.0
3885,A028903,A048152,2010JJ00,4429.0
3886,A028903,A048152,2011JJ00,4593.0
3887,A028903,A048152,2012JJ00,4783.0
3888,A028903,A048152,2013JJ00,5445.0
3889,A028903,A048152,2014JJ00,5848.0
3890,A028903,A048152,2015JJ00,6026.0
3891,A028903,A048152,2016JJ00,6247.0
3892,A028903,A048152,2017JJ00,6469.0
3893,A028903,A048152,2018JJ00,6551.0
3894,A028903,A048152,2019JJ00,6784.0
3895,A028903,A048152,2020JJ00,7635.0
3896,A028903,A048152,2021JJ00,8959.0
3897,A028903,A048152,2022JJ00,8664.0
3898,A028903,A048152,2023JJ00,8476.0
3899,A028903,A048152,2024JJ00,8641.0
3900,A028903,A044436,1995JJ00,400.0
3901,A028903,A044436,1996JJ00,524.0
3902,A028903,A044436,1997JJ00,477.0
3903,A028903,A044436,1998JJ00,517.0
3904,A028903,A044436,1999JJ00,545.0
3905,A028903,A044436,2000JJ00,494.0
3906,A028903,A044436,2001JJ00,534.0
3907,A028903,A044436,2002JJ00,506.0
3908,A028903,A044436,2003JJ00,504.0
3909,A028903,A044436,2004JJ00,513.0
3910,A028903,A044436,2005JJ00,512.0
3911,A028903,A044436,2006JJ00,506.0
3912,A028903,A044436,2007JJ00,523.0
3913,A028903,A044436,2008JJ00,551.0
3914,A028903,A044436,2009JJ00,603.0
3915,A028903,A044436,2010JJ00,642.0
3916,A028903,A044436,2011JJ00,679.0
3917,A028903,A044436,2012JJ00,718.0
3918,A028903,A044436,2013JJ00,670.0
3919,A028903,A044436,2014JJ00,737.0
3920,A028903,A044436,2015JJ00,807.0
3921,A028903,A044436,2016JJ00,801.0
3922,A028903,A044436,2017JJ00,710.0
3923,A028903,A044436,2018JJ00,713.0
3924,A028903,A044436,2019JJ00,746.0
3925,A028903,A044436,2020JJ00,754.0
3926,A028903,A044436,2021JJ00,857.0
3927,A028903,A044436,2022JJ00,919.0
3928,A028903,A044436,2023JJ00,959.0
3929,A028903,A044436,2024JJ00,1026.0
3930,A028903,A048153,1995JJ00,1534.0
3931,A028903,A048153,1996JJ00,1350.0
3932,A028903,A048153,1997JJ00,1376.0
3933,A028903,A048153,1998JJ00,1508.0
3934,A028903,A048153,1999JJ00,1471.0
3935,A028903,A048153,2000JJ00,1885.0
3936,A028903,A048153,2001JJ00,1980.0
3937,A028903,A048153,2002JJ00,2165.0
3938,A028903,A048153,2003JJ00,2381.0
3939,A028903,A048153,2004JJ00,2559.0
3940,A028903,A048153,2005JJ00,2860.0
3941,A028903,A048153,2006JJ00,2974.0
3942,A028903,A048153,2007JJ00,3212.0
3943,A028903,A048153,2008JJ00,3447.0
3944,A028903,A048153,2009JJ00,3630.0
3945,A028903,A048153,2010JJ00,3787.0
3946,A028903,A048153,2011JJ00,3914.0
3947,A028903,A048153,2012JJ00,4065.0
3948,A028903,A048153,2013JJ00,4775.0
3949,A028903,A048153,2014JJ00,5111.0
3950,A028903,A048153,2015JJ00,5219.0
3951,A028903,A048153,2016JJ00,5446.0
3952,A028903,A048153,2017JJ00,5759.0
3953,A028903,A048153,2018JJ00,5838.0
3954,A028903,A048153,2019JJ00,6038.0
3955,A028903,A048153,2020JJ00,6881.0
3956,A028903,A048153,2021JJ00,8102.0
3957,A028903,A048153,2022JJ00,7745.0
3958,A028903,A048153,2023JJ00,7517.0
3959,A028903,A048153,2024JJ00,7615.0
3960,A028903,A044437,1995JJ00,508.0
3961,A028903,A044437,1996JJ00,505.0
3962,A028903,A044437,1997JJ00,457.0
3963,A028903,A044437,1998JJ00,441.0
3964,A028903,A044437,1999JJ00,399.0
3965,A028903,A044437,2000JJ00,499.0
