ID,Geslacht,Persoonskenmerken,Perioden,Verkeersdeelname_1,GebruikVanHetOpenbaarVervoer_2
527,3000   ,2030520,2017JJ00,79.4,2.9
528,3000   ,2017350,2010JJ00,67.9,3.2
529,3000   ,2017350,2011JJ00,66.8,3.2
530,3000   ,2017350,2012JJ00,67.9,5.6
531,3000   ,2017350,2013JJ00,65.9,2.8
532,3000   ,2017350,2014JJ00,66.3,4.8
533,3000   ,2017350,2015JJ00,69.9,3.5
534,3000   ,2017350,2016JJ00,68.3,3.9
535,3000   ,2017350,2017JJ00,66.8,3.7
536,3000   ,2017558,2010JJ00,80.5,2.0
537,3000   ,2017558,2011JJ00,82.2,1.8
538,3000   ,2017558,2012JJ00,81.0,1.9
539,3000   ,2017558,2013JJ00,81.6,1.2
540,3000   ,2017558,2014JJ00,84.1,2.0
541,3000   ,2017558,2015JJ00,81.7,1.9
542,3000   ,2017558,2016JJ00,83.7,1.9
543,3000   ,2017558,2017JJ00,84.1,2.4
544,3000   ,2017560,2010JJ00,84.0,11.8
545,3000   ,2017560,2011JJ00,84.7,10.1
546,3000   ,2017560,2012JJ00,81.2,9.8
547,3000   ,2017560,2013JJ00,81.5,10.3
548,3000   ,2017560,2014JJ00,84.4,10.9
549,3000   ,2017560,2015JJ00,82.5,9.7
550,3000   ,2017560,2016JJ00,78.9,10.9
551,3000   ,2017560,2017JJ00,80.8,11.0
552,3000   ,2017565,2010JJ00,84.1,5.9
553,3000   ,2017565,2011JJ00,83.6,6.2
554,3000   ,2017565,2012JJ00,83.6,5.9
555,3000   ,2017565,2013JJ00,84.2,6.2
556,3000   ,2017565,2014JJ00,83.9,5.6
557,3000   ,2017565,2015JJ00,83.5,5.6
558,3000   ,2017565,2016JJ00,83.2,6.1
559,3000   ,2017565,2017JJ00,82.3,6.3
560,3000   ,2017570,2010JJ00,82.9,10.9
561,3000   ,2017570,2011JJ00,83.6,12.3
562,3000   ,2017570,2012JJ00,83.7,11.7
563,3000   ,2017570,2013JJ00,83.4,11.7
564,3000   ,2017570,2014JJ00,84.2,11.6
565,3000   ,2017570,2015JJ00,82.5,11.8
566,3000   ,2017570,2016JJ00,83.3,11.5
567,3000   ,2017570,2017JJ00,81.3,12.1
568,3000   ,2017572,2010JJ00,73.2,4.2
569,3000   ,2017572,2011JJ00,71.7,7.5
570,3000   ,2017572,2012JJ00,67.8,7.4
571,3000   ,2017572,2013JJ00,73.0,6.7
572,3000   ,2017572,2014JJ00,74.7,6.1
573,3000   ,2017572,2015JJ00,72.2,6.0
574,3000   ,2017572,2016JJ00,71.8,5.9
575,3000   ,2017572,2017JJ00,69.6,6.2
576,3000   ,2017578,2010JJ00,68.6,4.3
577,3000   ,2017578,2011JJ00,71.3,6.6
578,3000   ,2017578,2012JJ00,70.9,5.3
579,3000   ,2017578,2013JJ00,74.0,5.3
580,3000   ,2017578,2014JJ00,72.3,4.7
581,3000   ,2017578,2015JJ00,75.0,4.9
582,3000   ,2017578,2016JJ00,67.4,4.8
583,3000   ,2017578,2017JJ00,73.9,7.7
584,3000   ,2017576,2010JJ00,70.0,2.3
585,3000   ,2017576,2011JJ00,69.5,2.8
586,3000   ,2017576,2012JJ00,69.6,2.6
587,3000   ,2017576,2013JJ00,68.9,3.0
588,3000   ,2017576,2014JJ00,71.6,2.5
589,3000   ,2017576,2015JJ00,68.3,2.5
590,3000   ,2017576,2016JJ00,68.6,2.6
591,3000   ,2017576,2017JJ00,69.7,2.7
592,3000   ,2030530,2010JJ00,86.4,32.7
593,3000   ,2030530,2011JJ00,83.9,39.6
594,3000   ,2030530,2012JJ00,80.6,37.8
595,3000   ,2030530,2013JJ00,81.1,37.5
596,3000   ,2030530,2014JJ00,84.2,37.7
597,3000   ,2030530,2015JJ00,81.9,37.0
598,3000   ,2030530,2016JJ00,81.0,34.1
599,3000   ,2030530,2017JJ00,81.5,36.9
600,3000   ,2030540,2010JJ00,87.3,23.7
601,3000   ,2030540,2011JJ00,88.5,23.0
602,3000   ,2030540,2012JJ00,86.6,23.3
603,3000   ,2030540,2013JJ00,88.8,19.3
604,3000   ,2030540,2014JJ00,91.6,19.1
605,3000   ,2030540,2015JJ00,82.4,29.1
606,3000   ,2030540,2016JJ00,74.6,23.0
607,3000   ,2030540,2017JJ00,84.3,24.7
608,3000   ,2030550,2010JJ00,79.9,4.9
609,3000   ,2030550,2011JJ00,80.0,5.1
610,3000   ,2030550,2012JJ00,79.9,5.1
611,3000   ,2030550,2013JJ00,80.0,5.2
612,3000   ,2030550,2014JJ00,80.6,4.9
613,3000   ,2030550,2015JJ00,79.4,4.7
614,3000   ,2030550,2016JJ00,79.3,5.2
615,3000   ,2030550,2017JJ00,78.8,5.2
616,3000   ,1021010,2010JJ00,76.4,7.8
617,3000   ,1021010,2011JJ00,77.5,9.1
618,3000   ,1021010,2012JJ00,76.3,9.2
619,3000   ,1021010,2013JJ00,76.1,8.9
620,3000   ,1021010,2014JJ00,77.1,8.3
621,3000   ,1021010,2015JJ00,77.0,8.4
622,3000   ,1021010,2016JJ00,76.1,8.0
623,3000   ,1021010,2017JJ00,74.4,10.2
624,3000   ,1021020,2010JJ00,79.7,5.1
625,3000   ,1021020,2011JJ00,79.0,5.0
626,3000   ,1021020,2012JJ00,78.7,5.8
627,3000   ,1021020,2013JJ00,79.7,5.4
628,3000   ,1021020,2014JJ00,78.5,4.4
629,3000   ,1021020,2015JJ00,76.9,4.4
630,3000   ,1021020,2016JJ00,78.1,5.3
631,3000   ,1021020,2017JJ00,76.1,5.8
632,3000   ,1021030,2010JJ00,81.6,5.5
633,3000   ,1021030,2011JJ00,81.4,6.1
634,3000   ,1021030,2012JJ00,81.0,5.4
635,3000   ,1021030,2013JJ00,81.1,5.5
636,3000   ,1021030,2014JJ00,81.5,6.5
637,3000   ,1021030,2015JJ00,81.0,5.1
638,3000   ,1021030,2016JJ00,81.2,5.2
639,3000   ,1021030,2017JJ00,80.6,5.6
640,3000   ,1021040,2010JJ00,83.6,6.5
641,3000   ,1021040,2011JJ00,81.6,6.4
642,3000   ,1021040,2012JJ00,82.8,6.0
643,3000   ,1021040,2013JJ00,82.3,5.9
644,3000   ,1021040,2014JJ00,83.4,4.9
645,3000   ,1021040,2015JJ00,82.2,6.8
646,3000   ,1021040,2016JJ00,81.3,5.7
647,3000   ,1021040,2017JJ00,80.7,6.1
648,3000   ,1021050,2010JJ00,80.4,5.5
649,3000   ,1021050,2011JJ00,81.6,6.3
650,3000   ,1021050,2012JJ00,81.6,5.5
651,3000   ,1021050,2013JJ00,81.7,6.4
652,3000   ,1021050,2014JJ00,84.3,6.6
653,3000   ,1021050,2015JJ00,81.5,5.9
654,3000   ,1021050,2016JJ00,81.2,7.2
655,3000   ,1021050,2017JJ00,81.2,6.8
656,4000   ,T009002,2010JJ00,79.4,7.4
657,4000   ,T009002,2011JJ00,79.6,7.6
658,4000   ,T009002,2012JJ00,79.2,7.0
659,4000   ,T009002,2013JJ00,79.5,7.5
660,4000   ,T009002,2014JJ00,79.7,7.1
661,4000   ,T009002,2015JJ00,78.9,7.6
662,4000   ,T009002,2016JJ00,78.6,7.2
663,4000   ,T009002,2017JJ00,77.8,7.3
664,4000   ,2020256,2010JJ00,71.3,6.4
665,4000   ,2020256,2011JJ00,70.9,6.3
666,4000   ,2020256,2012JJ00,71.1,5.8
667,4000   ,2020256,2013JJ00,71.8,6.3
668,4000   ,2020256,2014JJ00,71.8,6.4
669,4000   ,2020256,2015JJ00,70.3,5.9
670,4000   ,2020256,2016JJ00,68.5,5.9
671,4000   ,2020256,2017JJ00,67.6,5.1
672,4000   ,2020257,2010JJ00,82.2,9.1
673,4000   ,2020257,2011JJ00,82.2,9.1
674,4000   ,2020257,2012JJ00,82.0,8.6
675,4000   ,2020257,2013JJ00,81.3,9.6
676,4000   ,2020257,2014JJ00,81.7,9.1
677,4000   ,2020257,2015JJ00,81.4,10.0
678,4000   ,2020257,2016JJ00,80.8,8.5
679,4000   ,2020257,2017JJ00,79.7,8.7
680,4000   ,2020258,2010JJ00,85.4,10.2
681,4000   ,2020258,2011JJ00,85.2,11.0
682,4000   ,2020258,2012JJ00,84.8,9.5
683,4000   ,2020258,2013JJ00,84.2,9.8
684,4000   ,2020258,2014JJ00,83.9,8.7
685,4000   ,2020258,2015JJ00,83.9,9.7
686,4000   ,2020258,2016JJ00,84.7,10.0
687,4000   ,2020258,2017JJ00,84.2,10.5
688,4000   ,1012600,2010JJ00,80.5,6.0
689,4000   ,1012600,2011JJ00,80.4,6.1
690,4000   ,1012600,2012JJ00,80.6,5.7
691,4000   ,1012600,2013JJ00,80.1,6.0
692,4000   ,1012600,2014JJ00,80.8,5.7
693,4000   ,1012600,2015JJ00,80.0,6.1
694,4000   ,1012600,2016JJ00,79.8,5.7
695,4000   ,1012600,2017JJ00,79.0,5.9
696,4000   ,2012655,2010JJ00,76.5,8.9
697,4000   ,2012655,2011JJ00,76.7,8.9
698,4000   ,2012655,2012JJ00,75.1,7.8
699,4000   ,2012655,2013JJ00,77.5,8.3
700,4000   ,2012655,2014JJ00,75.9,9.3
701,4000   ,2012655,2015JJ00,76.2,8.7
702,4000   ,2012655,2016JJ00,75.6,8.6
703,4000   ,2012655,2017JJ00,75.3,8.0
704,4000   ,2012657,2010JJ00,74.1,16.5
705,4000   ,2012657,2011JJ00,77.3,17.2
706,4000   ,2012657,2012JJ00,73.1,15.2
707,4000   ,2012657,2013JJ00,77.3,17.6
708,4000   ,2012657,2014JJ00,75.4,14.6
709,4000   ,2012657,2015JJ00,74.4,16.6
710,4000   ,2012657,2016JJ00,74.1,15.7
711,4000   ,2012657,2017JJ00,72.5,14.9
712,4000   ,1020700,2010JJ00,78.5,16.0
713,4000   ,1020700,2011JJ00,81.8,15.8
714,4000   ,1020700,2012JJ00,82.8,15.3
715,4000   ,1020700,2013JJ00,81.0,18.5
716,4000   ,1020700,2014JJ00,81.4,14.3
717,4000   ,1020700,2015JJ00,81.9,17.9
718,4000   ,1020700,2016JJ00,80.4,16.3
719,4000   ,1020700,2017JJ00,83.8,19.6
720,4000   ,1020710,2010JJ00,74.8,7.5
721,4000   ,1020710,2011JJ00,75.0,7.3
722,4000   ,1020710,2012JJ00,75.1,6.6
723,4000   ,1020710,2013JJ00,76.7,7.3
724,4000   ,1020710,2014JJ00,75.4,6.9
725,4000   ,1020710,2015JJ00,73.0,7.8
726,4000   ,1020710,2016JJ00,71.9,8.2
727,4000   ,1020710,2017JJ00,70.4,7.7
728,4000   ,1020720,2010JJ00,82.1,6.6
729,4000   ,1020720,2011JJ00,82.1,6.8
730,4000   ,1020720,2012JJ00,81.1,6.4
731,4000   ,1020720,2013JJ00,80.3,6.6
732,4000   ,1020720,2014JJ00,82.1,6.6
733,4000   ,1020720,2015JJ00,81.6,6.5
734,4000   ,1020720,2016JJ00,79.7,6.0
735,4000   ,1020720,2017JJ00,78.2,6.5
736,4000   ,1020730,2010JJ00,83.6,7.3
737,4000   ,1020730,2011JJ00,83.0,7.8
738,4000   ,1020730,2012JJ00,83.2,7.1
739,4000   ,1020730,2013JJ00,83.5,7.3
740,4000   ,1020730,2014JJ00,83.2,6.7
741,4000   ,1020730,2015JJ00,83.9,6.9
742,4000   ,1020730,2016JJ00,83.7,6.4
743,4000   ,1020730,2017JJ00,81.6,6.3
744,4000   ,1020740,2010JJ00,82.4,6.9
745,4000   ,1020740,2011JJ00,86.5,8.5
746,4000   ,1020740,2012JJ00,80.9,6.4
747,4000   ,1020740,2013JJ00,82.1,8.6
748,4000   ,1020740,2014JJ00,82.5,7.0
749,4000   ,1020740,2015JJ00,81.8,7.5
750,4000   ,1020740,2016JJ00,84.2,7.0
751,4000   ,1020740,2017JJ00,83.1,7.1
752,4000   ,1020750,2010JJ00,82.9,4.8
753,4000   ,1020750,2011JJ00,82.5,5.2
754,4000   ,1020750,2012JJ00,80.8,4.8
755,4000   ,1020750,2013JJ00,83.5,4.9
756,4000   ,1020750,2014JJ00,81.3,4.6
757,4000   ,1020750,2015JJ00,82.0,6.0
758,4000   ,1020750,2016JJ00,81.9,6.6
759,4000   ,1020750,2017JJ00,83.2,7.6
760,4000   ,20100  ,2010JJ00,78.6,8.2
761,4000   ,20100  ,2011JJ00,78.8,8.4
762,4000   ,20100  ,2012JJ00,78.4,7.7
763,4000   ,20100  ,2013JJ00,78.6,8.3
764,4000   ,20100  ,2014JJ00,78.9,7.8
765,4000   ,20100  ,2015JJ00,78.1,8.4
766,4000   ,20100  ,2016JJ00,77.8,7.9
767,4000   ,20100  ,2017JJ00,77.1,8.0
768,4000   ,80001  ,2010JJ00,84.3,2.2
769,4000   ,80001  ,2011JJ00,85.3,1.9
770,4000   ,80001  ,2012JJ00,84.9,1.8
771,4000   ,80001  ,2013JJ00,85.5,2.1
772,4000   ,80001  ,2014JJ00,85.3,2.3
773,4000   ,80001  ,2015JJ00,84.9,1.9
774,4000   ,80001  ,2016JJ00,84.8,2.0
775,4000   ,80001  ,2017JJ00,82.9,1.8
776,4000   ,52020  ,2010JJ00,83.7,11.6
777,4000   ,52020  ,2011JJ00,84.7,10.5
778,4000   ,52020  ,2012JJ00,81.0,9.3
779,4000   ,52020  ,2013JJ00,81.6,10.3
780,4000   ,52020  ,2014JJ00,84.3,9.8
781,4000   ,52020  ,2015JJ00,81.1,11.3
782,4000   ,52020  ,2016JJ00,80.5,9.8
783,4000   ,52020  ,2017JJ00,81.1,10.1
784,4000   ,53105  ,2010JJ00,85.2,26.7
785,4000   ,53105  ,2011JJ00,83.7,24.0
786,4000   ,53105  ,2012JJ00,84.9,25.4
787,4000   ,53105  ,2013JJ00,85.2,28.7
788,4000   ,53105  ,2014JJ00,84.5,27.0
789,4000   ,53105  ,2015JJ00,83.6,26.1
790,4000   ,53105  ,2016JJ00,84.0,25.0
791,4000   ,53105  ,2017JJ00,85.4,24.3
792,4000   ,53500  ,2010JJ00,85.9,10.3
793,4000   ,53500  ,2011JJ00,85.9,10.5
794,4000   ,53500  ,2012JJ00,84.8,8.9
795,4000   ,53500  ,2013JJ00,83.9,10.8
796,4000   ,53500  ,2014JJ00,84.4,9.0
797,4000   ,53500  ,2015JJ00,84.1,11.5
798,4000   ,53500  ,2016JJ00,83.7,10.5
799,4000   ,53500  ,2017JJ00,83.0,11.8
800,4000   ,53705  ,2010JJ00,84.0,4.9
801,4000   ,53705  ,2011JJ00,84.4,6.3
802,4000   ,53705  ,2012JJ00,83.6,5.2
803,4000   ,53705  ,2013JJ00,83.6,4.8
804,4000   ,53705  ,2014JJ00,84.0,5.4
805,4000   ,53705  ,2015JJ00,83.5,6.2
806,4000   ,53705  ,2016JJ00,82.9,5.7
807,4000   ,53705  ,2017JJ00,81.6,6.1
808,4000   ,53850  ,2010JJ00,78.8,5.7
809,4000   ,53850  ,2011JJ00,79.1,6.2
810,4000   ,53850  ,2012JJ00,79.6,5.2
811,4000   ,53850  ,2013JJ00,80.4,5.5
812,4000   ,53850  ,2014JJ00,79.6,5.0
813,4000   ,53850  ,2015JJ00,79.0,5.1
814,4000   ,53850  ,2016JJ00,79.8,5.4
815,4000   ,53850  ,2017JJ00,79.1,5.1
816,4000   ,53925  ,2010JJ00,70.5,3.6
817,4000   ,53925  ,2011JJ00,71.9,4.8
818,4000   ,53925  ,2012JJ00,72.2,4.2
819,4000   ,53925  ,2013JJ00,71.8,4.0
820,4000   ,53925  ,2014JJ00,72.9,3.9
821,4000   ,53925  ,2015JJ00,71.8,3.5
822,4000   ,53925  ,2016JJ00,70.8,3.8
823,4000   ,53925  ,2017JJ00,71.6,3.8
824,4000   ,21600  ,2010JJ00,49.1,3.3
825,4000   ,21600  ,2011JJ00,48.8,2.5
826,4000   ,21600  ,2012JJ00,49.4,3.1
827,4000   ,21600  ,2013JJ00,52.4,3.1
828,4000   ,21600  ,2014JJ00,52.9,2.9
829,4000   ,21600  ,2015JJ00,54.6,3.5
830,4000   ,21600  ,2016JJ00,53.3,2.6
831,4000   ,21600  ,2017JJ00,50.5,2.4
832,4000   ,2030500,2010JJ00,75.8,10.8
833,4000   ,2030500,2011JJ00,76.1,10.9
834,4000   ,2030500,2012JJ00,75.8,10.0
835,4000   ,2030500,2013JJ00,76.2,11.1
836,4000   ,2030500,2014JJ00,75.6,10.3
837,4000   ,2030500,2015JJ00,75.0,11.5
838,4000   ,2030500,2016JJ00,74.2,10.9
839,4000   ,2030500,2017JJ00,72.9,10.5
840,4000   ,2030510,2010JJ00,80.0,8.0
841,4000   ,2030510,2011JJ00,80.7,8.2
842,4000   ,2030510,2012JJ00,79.5,8.1
843,4000   ,2030510,2013JJ00,80.2,7.7
844,4000   ,2030510,2014JJ00,79.9,8.1
845,4000   ,2030510,2015JJ00,80.2,7.5
846,4000   ,2030510,2016JJ00,78.9,7.8
847,4000   ,2030510,2017JJ00,78.2,8.2
848,4000   ,2030520,2010JJ00,83.5,3.0
849,4000   ,2030520,2011JJ00,83.3,3.3
850,4000   ,2030520,2012JJ00,83.0,2.8
851,4000   ,2030520,2013JJ00,83.0,3.3
852,4000   ,2030520,2014JJ00,84.2,3.0
853,4000   ,2030520,2015JJ00,82.8,3.3
854,4000   ,2030520,2016JJ00,83.5,2.8
855,4000   ,2030520,2017JJ00,83.1,3.3
856,4000   ,2017350,2010JJ00,71.4,5.3
857,4000   ,2017350,2011JJ00,72.4,6.3
858,4000   ,2017350,2012JJ00,67.4,4.4
859,4000   ,2017350,2013JJ00,73.8,5.3
860,4000   ,2017350,2014JJ00,69.0,6.0
861,4000   ,2017350,2015JJ00,69.5,4.5
862,4000   ,2017350,2016JJ00,66.7,5.6
863,4000   ,2017350,2017JJ00,69.0,5.1
864,4000   ,2017558,2010JJ00,81.8,2.6
865,4000   ,2017558,2011JJ00,83.2,2.2
866,4000   ,2017558,2012JJ00,83.7,2.3
867,4000   ,2017558,2013JJ00,83.0,2.0
868,4000   ,2017558,2014JJ00,83.0,2.5
869,4000   ,2017558,2015JJ00,83.0,2.0
870,4000   ,2017558,2016JJ00,82.3,2.2
871,4000   ,2017558,2017JJ00,80.9,2.2
872,4000   ,2017560,2010JJ00,85.9,5.4
873,4000   ,2017560,2011JJ00,86.3,6.2
874,4000   ,2017560,2012JJ00,85.4,5.7
875,4000   ,2017560,2013JJ00,86.5,5.7
876,4000   ,2017560,2014JJ00,86.4,4.9
877,4000   ,2017560,2015JJ00,86.3,5.9
878,4000   ,2017560,2016JJ00,86.7,5.6
879,4000   ,2017560,2017JJ00,84.6,5.5
880,4000   ,2017565,2010JJ00,87.1,10.8
881,4000   ,2017565,2011JJ00,86.6,11.4
882,4000   ,2017565,2012JJ00,87.2,9.8
883,4000   ,2017565,2013JJ00,86.0,10.8
884,4000   ,2017565,2014JJ00,86.3,10.2
885,4000   ,2017565,2015JJ00,86.0,10.8
886,4000   ,2017565,2016JJ00,86.2,9.6
887,4000   ,2017565,2017JJ00,85.2,11.3
888,4000   ,2017570,2010JJ00,84.7,14.1
889,4000   ,2017570,2011JJ00,85.3,12.9
890,4000   ,2017570,2012JJ00,83.3,13.0
891,4000   ,2017570,2013JJ00,83.9,14.8
892,4000   ,2017570,2014JJ00,85.0,14.0
893,4000   ,2017570,2015JJ00,83.1,14.8
894,4000   ,2017570,2016JJ00,83.1,13.3
895,4000   ,2017570,2017JJ00,82.9,13.0
896,4000   ,2017572,2010JJ00,73.2,8.7
897,4000   ,2017572,2011JJ00,79.1,12.0
898,4000   ,2017572,2012JJ00,77.3,8.7
899,4000   ,2017572,2013JJ00,77.5,5.5
900,4000   ,2017572,2014JJ00,73.9,9.2
901,4000   ,2017572,2015JJ00,75.1,10.3
902,4000   ,2017572,2016JJ00,71.4,10.0
903,4000   ,2017572,2017JJ00,73.0,10.2
904,4000   ,2017578,2010JJ00,76.8,4.0
905,4000   ,2017578,2011JJ00,75.5,3.9
906,4000   ,2017578,2012JJ00,76.7,3.2
907,4000   ,2017578,2013JJ00,76.5,4.2
908,4000   ,2017578,2014JJ00,77.3,3.0
909,4000   ,2017578,2015JJ00,75.3,3.8
910,4000   ,2017578,2016JJ00,74.4,4.7
911,4000   ,2017578,2017JJ00,74.1,3.7
912,4000   ,2017576,2010JJ00,61.9,3.6
913,4000   ,2017576,2011JJ00,62.3,3.7
914,4000   ,2017576,2012JJ00,63.1,3.7
915,4000   ,2017576,2013JJ00,63.8,3.6
916,4000   ,2017576,2014JJ00,64.3,3.5
917,4000   ,2017576,2015JJ00,64.3,3.5
918,4000   ,2017576,2016JJ00,63.4,3.3
919,4000   ,2017576,2017JJ00,62.6,3.1
920,4000   ,2030530,2010JJ00,85.0,37.6
921,4000   ,2030530,2011JJ00,84.3,37.5
922,4000   ,2030530,2012JJ00,86.0,36.7
923,4000   ,2030530,2013JJ00,83.8,44.6
924,4000   ,2030530,2014JJ00,83.3,36.3
925,4000   ,2030530,2015JJ00,82.2,38.8
926,4000   ,2030530,2016JJ00,82.1,35.9
927,4000   ,2030530,2017JJ00,82.3,35.8
928,4000   ,2030540,2010JJ00,89.1,29.1
929,4000   ,2030540,2011JJ00,81.3,20.7
930,4000   ,2030540,2012JJ00,96.3,29.2
931,4000   ,2030540,2013JJ00,NaN,NaN
932,4000   ,2030540,2014JJ00,95.4,31.7
933,4000   ,2030540,2015JJ00,86.2,26.6
934,4000   ,2030540,2016JJ00,92.7,25.1
935,4000   ,2030540,2017JJ00,88.6,27.6
936,4000   ,2030550,2010JJ00,79.1,5.9
937,4000   ,2030550,2011JJ00,79.4,6.1
938,4000   ,2030550,2012JJ00,78.9,5.5
939,4000   ,2030550,2013JJ00,79.3,5.8
940,4000   ,2030550,2014JJ00,79.4,5.7
941,4000   ,2030550,2015JJ00,78.7,6.1
942,4000   ,2030550,2016JJ00,78.4,5.7
943,4000   ,2030550,2017JJ00,77.5,5.6
944,4000   ,1021010,2010JJ00,74.2,9.2
945,4000   ,1021010,2011JJ00,74.7,9.3
946,4000   ,1021010,2012JJ00,75.3,8.8
947,4000   ,1021010,2013JJ00,76.9,10.6
948,4000   ,1021010,2014JJ00,75.9,9.5
949,4000   ,1021010,2015JJ00,74.2,10.8
950,4000   ,1021010,2016JJ00,73.3,9.7
951,4000   ,1021010,2017JJ00,74.1,11.0
952,4000   ,1021020,2010JJ00,77.5,7.4
953,4000   ,1021020,2011JJ00,77.8,6.4
954,4000   ,1021020,2012JJ00,77.8,6.0
955,4000   ,1021020,2013JJ00,77.6,5.8
956,4000   ,1021020,2014JJ00,77.4,5.7
957,4000   ,1021020,2015JJ00,76.1,6.4
958,4000   ,1021020,2016JJ00,76.1,5.3
959,4000   ,1021020,2017JJ00,71.3,6.5
960,4000   ,1021030,2010JJ00,81.7,6.3
961,4000   ,1021030,2011JJ00,81.6,7.3
962,4000   ,1021030,2012JJ00,79.6,6.2
963,4000   ,1021030,2013JJ00,80.1,6.8
964,4000   ,1021030,2014JJ00,83.0,6.2
965,4000   ,1021030,2015JJ00,81.9,6.3
966,4000   ,1021030,2016JJ00,81.0,6.8
967,4000   ,1021030,2017JJ00,78.8,6.1
968,4000   ,1021040,2010JJ00,83.2,7.0
969,4000   ,1021040,2011JJ00,82.6,7.0
970,4000   ,1021040,2012JJ00,83.3,6.6
971,4000   ,1021040,2013JJ00,81.7,6.3
972,4000   ,1021040,2014JJ00,82.4,6.8
973,4000   ,1021040,2015JJ00,82.9,6.7
974,4000   ,1021040,2016JJ00,83.6,6.6
975,4000   ,1021040,2017JJ00,81.2,6.0
976,4000   ,1021050,2010JJ00,82.9,6.6
977,4000   ,1021050,2011JJ00,84.2,7.4
978,4000   ,1021050,2012JJ00,82.2,6.4
979,4000   ,1021050,2013JJ00,83.4,7.4
980,4000   ,1021050,2014JJ00,82.3,6.2
981,4000   ,1021050,2015JJ00,82.5,6.9
982,4000   ,1021050,2016JJ00,83.4,6.6
983,4000   ,1021050,2017JJ00,83.1,7.4
