ID,Landen,BedrijfstakkenBranchesSBI2008,Perioden,BuitenlandseDochterondernemingen_1,WerkzamePersonenFTE_2,Omzet_3,Personeelskosten_4,Investeringen_5
32895,L008632,403300 ,2021JJ00,15.0,,21.0,8.0,
32896,L008632,403300 ,2022JJ00,11.0,,25.0,8.0,
32897,L008632,403300 ,2023JJ00,5.0,1.0,28.0,8.0,
32898,L008632,403400 ,2021JJ00,,,,,
32899,L008632,403400 ,2022JJ00,,,,,
32900,L008632,403400 ,2023JJ00,,,,,
32901,L008632,403405 ,2021JJ00,15.0,,21.0,8.0,
32902,L008632,403405 ,2022JJ00,11.0,,25.0,8.0,
32903,L008632,403405 ,2023JJ00,5.0,1.0,28.0,8.0,
32904,L008632,404900 ,2021JJ00,,,,,
32905,L008632,404900 ,2022JJ00,,,,,
32906,L008632,404900 ,2023JJ00,,,,,
32907,L008632,405900 ,2021JJ00,,,,,
32908,L008632,405900 ,2022JJ00,,,,,
32909,L008632,405900 ,2023JJ00,,,,,
32910,L008632,406800 ,2021JJ00,,,,,
32911,L008632,406800 ,2022JJ00,,,,,
32912,L008632,406800 ,2023JJ00,,,,,
32913,L008632,408105 ,2021JJ00,,,,,
32914,L008632,408105 ,2022JJ00,,,,,
32915,L008632,408105 ,2023JJ00,,,,,
32916,L008632,408100 ,2021JJ00,,,,,
32917,L008632,408100 ,2022JJ00,,,,,
32918,L008632,408100 ,2023JJ00,,,,,
32919,L008632,408700 ,2021JJ00,,,,,
32920,L008632,408700 ,2022JJ00,,,,,
32921,L008632,408700 ,2023JJ00,,,,,
32922,L008632,409900 ,2021JJ00,,,,,
32923,L008632,409900 ,2022JJ00,,,,,
32924,L008632,409900 ,2023JJ00,,,,,
32925,L008632,410200 ,2021JJ00,17.0,1.0,60.0,16.0,
32926,L008632,410200 ,2022JJ00,6.0,1.0,101.0,34.0,
32927,L008632,410200 ,2023JJ00,5.0,1.0,560.0,57.0,
32928,L008632,410300 ,2021JJ00,,,,,
32929,L008632,410300 ,2022JJ00,,,,,
32930,L008632,410300 ,2023JJ00,,,,,
32931,L008632,800010 ,2021JJ00,,,,,
32932,L008632,800010 ,2022JJ00,,,,,
32933,L008632,800010 ,2023JJ00,,,,,
32934,L008632,412700 ,2021JJ00,,,13.0,,
32935,L008632,412700 ,2022JJ00,,,,,
32936,L008632,412700 ,2023JJ00,,,,,
32937,L008632,413700 ,2021JJ00,,,,,
32938,L008632,413700 ,2022JJ00,,,,,
32939,L008632,413700 ,2023JJ00,,,,,
32940,L008632,414300 ,2021JJ00,,,,,
32941,L008632,414300 ,2022JJ00,,,,,
32942,L008632,414300 ,2023JJ00,,,,,
32943,L008632,415000 ,2021JJ00,,,,,
32944,L008632,415000 ,2022JJ00,,,,,
32945,L008632,415000 ,2023JJ00,,,,,
32946,L008632,415900 ,2021JJ00,14.0,,,3.0,
32947,L008632,415900 ,2022JJ00,,,,,
32948,L008632,415900 ,2023JJ00,,,,,
32949,L008632,419000 ,2021JJ00,,,,,
32950,L008632,419000 ,2022JJ00,,,,,
32951,L008632,419000 ,2023JJ00,,,,,
32952,L008632,419100 ,2021JJ00,,,,,
32953,L008632,419100 ,2022JJ00,,,,,
32954,L008632,419100 ,2023JJ00,,,,,
32955,L008632,422400 ,2021JJ00,,,,,
32956,L008632,422400 ,2022JJ00,,,,,
32957,L008632,422400 ,2023JJ00,,,,,
32958,L008632,422500 ,2021JJ00,,,,,
32959,L008632,422500 ,2022JJ00,,,,,
32960,L008632,422500 ,2023JJ00,,,,,
32961,L008632,425300 ,2021JJ00,,,,,
32962,L008632,425300 ,2022JJ00,,,,,
32963,L008632,425300 ,2023JJ00,,,,,
32964,L008632,425305 ,2021JJ00,,,,,
32965,L008632,425305 ,2022JJ00,,,,,
32966,L008632,425305 ,2023JJ00,,,,,
32967,L008632,426600 ,2021JJ00,,,,,
32968,L008632,426600 ,2022JJ00,,,,,
32969,L008632,426600 ,2023JJ00,,,,,
32970,L008632,428100 ,2021JJ00,,,,,
32971,L008632,428100 ,2022JJ00,,,,,
32972,L008632,428100 ,2023JJ00,,,,,
32973,L008632,428200 ,2021JJ00,,,,,
32974,L008632,428200 ,2022JJ00,,,,,
32975,L008632,428200 ,2023JJ00,,,,,
32976,L008632,429300 ,2021JJ00,,,,,
32977,L008632,429300 ,2022JJ00,,,,,
32978,L008632,429300 ,2023JJ00,,,,,
32979,L008632,430600 ,2021JJ00,,,,,
32980,L008632,430600 ,2022JJ00,,,,,
32981,L008632,430600 ,2023JJ00,,,,,
32982,L008632,431100 ,2021JJ00,,,,,
32983,L008632,431100 ,2022JJ00,,,,,
32984,L008632,431100 ,2023JJ00,,,,,
32985,L008632,435500 ,2021JJ00,,,,,
32986,L008632,435500 ,2022JJ00,,,,,
32987,L008632,435500 ,2023JJ00,,,,,
32988,L008632,435600 ,2021JJ00,,,,,
32989,L008632,435600 ,2022JJ00,,,,,
32990,L008632,435600 ,2023JJ00,,,,,
32991,L008632,437500 ,2021JJ00,,,,,
32992,L008632,437500 ,2022JJ00,,,,,
32993,L008632,437500 ,2023JJ00,,,,,
32994,L008632,438600 ,2021JJ00,,,,,
32995,L008632,438600 ,2022JJ00,,,,,
32996,L008632,438600 ,2023JJ00,,,,,
32997,L008632,441000 ,2021JJ00,,,,,
32998,L008632,441000 ,2022JJ00,,,,,
32999,L008632,441000 ,2023JJ00,,,,,
33000,L008633,305700 ,2021JJ00,,,,,
33001,L008633,305700 ,2022JJ00,,,,,
33002,L008633,305700 ,2023JJ00,,,,,
33003,L008633,800012 ,2021JJ00,4.0,,2.0,,
33004,L008633,800012 ,2022JJ00,,,,,
33005,L008633,800012 ,2023JJ00,,,,,
33006,L008633,305800 ,2021JJ00,,,,,
33007,L008633,305800 ,2022JJ00,,,,,
33008,L008633,305800 ,2023JJ00,,,,,
33009,L008633,306300 ,2021JJ00,,,,,
33010,L008633,306300 ,2022JJ00,,,,,
33011,L008633,306300 ,2023JJ00,,,,,
33012,L008633,307000 ,2021JJ00,,,,,
33013,L008633,307000 ,2022JJ00,,,,,
33014,L008633,307000 ,2023JJ00,,,,,
33015,L008633,307500 ,2021JJ00,,,,,
33016,L008633,307500 ,2022JJ00,,,,,
33017,L008633,307500 ,2023JJ00,,,,,
33018,L008633,307610 ,2021JJ00,,,,,
33019,L008633,307610 ,2022JJ00,,,,,
33020,L008633,307610 ,2023JJ00,,,,,
33021,L008633,307600 ,2021JJ00,,,,,
33022,L008633,307600 ,2022JJ00,,,,,
33023,L008633,307600 ,2023JJ00,,,,,
33024,L008633,311300 ,2021JJ00,,,,,
33025,L008633,311300 ,2022JJ00,,,,,
33026,L008633,311300 ,2023JJ00,,,,,
33027,L008633,312200 ,2021JJ00,,,,,
33028,L008633,312200 ,2022JJ00,,,,,
33029,L008633,312200 ,2023JJ00,,,,,
33030,L008633,312500 ,2021JJ00,,,,,
33031,L008633,312500 ,2022JJ00,,,,,
33032,L008633,312500 ,2023JJ00,,,,,
33033,L008633,312505 ,2021JJ00,,,,,
33034,L008633,312505 ,2022JJ00,,,,,
33035,L008633,312505 ,2023JJ00,,,,,
33036,L008633,314000 ,2021JJ00,,,,,
33037,L008633,314000 ,2022JJ00,,,,,
33038,L008633,314000 ,2023JJ00,,,,,
33039,L008633,315200 ,2021JJ00,,,,,
33040,L008633,315200 ,2022JJ00,,,,,
33041,L008633,315200 ,2023JJ00,,,,,
33042,L008633,315810 ,2021JJ00,,,,,
33043,L008633,315810 ,2022JJ00,,,,,
33044,L008633,315810 ,2023JJ00,,,,,
33045,L008633,315800 ,2021JJ00,,,,,
33046,L008633,315800 ,2022JJ00,,,,,
33047,L008633,315800 ,2023JJ00,,,,,
33048,L008633,317100 ,2021JJ00,,,,,
33049,L008633,317100 ,2022JJ00,,,,,
33050,L008633,317100 ,2023JJ00,,,,,
33051,L008633,318600 ,2021JJ00,,,,,
33052,L008633,318600 ,2022JJ00,,,,,
33053,L008633,318600 ,2023JJ00,,,,,
33054,L008633,320000 ,2021JJ00,,,,,
33055,L008633,320000 ,2022JJ00,,,,,
33056,L008633,320000 ,2023JJ00,,,,,
33057,L008633,320700 ,2021JJ00,,,,,
33058,L008633,320700 ,2022JJ00,,,,,
33059,L008633,320700 ,2023JJ00,,,,,
33060,L008633,323200 ,2021JJ00,,,,,
33061,L008633,323200 ,2022JJ00,,,,,
33062,L008633,323200 ,2023JJ00,,,,,
33063,L008633,323705 ,2021JJ00,,,,,
33064,L008633,323705 ,2022JJ00,,,,,
33065,L008633,323705 ,2023JJ00,,,,,
33066,L008633,323700 ,2021JJ00,,,,,
33067,L008633,323700 ,2022JJ00,,,,,
33068,L008633,323700 ,2023JJ00,,,,,
33069,L008633,324600 ,2021JJ00,,,,,
33070,L008633,324600 ,2022JJ00,,,,,
33071,L008633,324600 ,2023JJ00,,,,,
33072,L008633,328100 ,2021JJ00,,,,,
33073,L008633,328100 ,2022JJ00,,,,,
33074,L008633,328100 ,2023JJ00,,,,,
33075,L008633,328105 ,2021JJ00,,,,,
33076,L008633,328105 ,2022JJ00,,,,,
33077,L008633,328105 ,2023JJ00,,,,,
33078,L008633,330300 ,2021JJ00,,,,,
33079,L008633,330300 ,2022JJ00,,,,,
33080,L008633,330300 ,2023JJ00,,,,,
33081,L008633,332900 ,2021JJ00,,,,,
33082,L008633,332900 ,2022JJ00,,,,,
33083,L008633,332900 ,2023JJ00,,,,,
33084,L008633,334800 ,2021JJ00,,,,,
33085,L008633,334800 ,2022JJ00,,,,,
33086,L008633,334800 ,2023JJ00,,,,,
33087,L008633,336500 ,2021JJ00,,,,,
33088,L008633,336500 ,2022JJ00,,,,,
33089,L008633,336500 ,2023JJ00,,,,,
33090,L008633,339200 ,2021JJ00,,,,,
33091,L008633,339200 ,2022JJ00,,,,,
33092,L008633,339200 ,2023JJ00,,,,,
33093,L008633,339205 ,2021JJ00,,,,,
33094,L008633,339205 ,2022JJ00,,,,,
33095,L008633,339205 ,2023JJ00,,,,,
33096,L008633,340200 ,2021JJ00,,,,,
33097,L008633,340200 ,2022JJ00,,,,,
33098,L008633,340200 ,2023JJ00,,,,,
33099,L008633,341600 ,2021JJ00,,,,,
33100,L008633,341600 ,2022JJ00,,,,,
33101,L008633,341600 ,2023JJ00,,,,,
33102,L008633,342400 ,2021JJ00,,,,,
33103,L008633,342400 ,2022JJ00,,,,,
33104,L008633,342400 ,2023JJ00,,,,,
33105,L008633,344400 ,2021JJ00,,,,,
33106,L008633,344400 ,2022JJ00,,,,,
33107,L008633,344400 ,2023JJ00,,,,,
33108,L008633,346600 ,2021JJ00,,,,,
33109,L008633,346600 ,2022JJ00,,,,,
33110,L008633,346600 ,2023JJ00,,,,,
33111,L008633,346700 ,2021JJ00,,,,,
33112,L008633,346700 ,2022JJ00,,,,,
33113,L008633,346700 ,2023JJ00,,,,,
33114,L008633,348000 ,2021JJ00,,,,,
33115,L008633,348000 ,2022JJ00,,,,,
33116,L008633,348000 ,2023JJ00,,,,,
33117,L008633,348100 ,2021JJ00,,,,,
33118,L008633,348100 ,2022JJ00,,,,,
33119,L008633,348100 ,2023JJ00,,,,,
33120,L008633,348400 ,2021JJ00,,,,,
33121,L008633,348400 ,2022JJ00,,,,,
33122,L008633,348400 ,2023JJ00,,,,,
33123,L008633,348700 ,2021JJ00,,,,,
33124,L008633,348700 ,2022JJ00,,,,,
33125,L008633,348700 ,2023JJ00,,,,,
33126,L008633,349700 ,2021JJ00,,,,,
33127,L008633,349700 ,2022JJ00,,,,,
33128,L008633,349700 ,2023JJ00,,,,,
33129,L008633,350000 ,2021JJ00,,,,,
33130,L008633,350000 ,2022JJ00,,,,,
33131,L008633,350000 ,2023JJ00,,,,,
33132,L008633,350100 ,2021JJ00,,,,,
33133,L008633,350100 ,2022JJ00,,,,,
33134,L008633,350100 ,2023JJ00,,,,,
33135,L008633,350600 ,2021JJ00,,,,,
33136,L008633,350600 ,2022JJ00,,,,,
33137,L008633,350600 ,2023JJ00,,,,,
33138,L008633,351900 ,2021JJ00,,,,,
33139,L008633,351900 ,2022JJ00,,,,,
33140,L008633,351900 ,2023JJ00,,,,,
33141,L008633,354200 ,2021JJ00,,,,,
33142,L008633,354200 ,2022JJ00,,,,,
33143,L008633,354200 ,2023JJ00,,,,,
33144,L008633,354300 ,2021JJ00,,,,,
33145,L008633,354300 ,2022JJ00,,,,,
33146,L008633,354300 ,2023JJ00,,,,,
33147,L008633,356900 ,2021JJ00,,,,,
33148,L008633,356900 ,2022JJ00,,,,,
33149,L008633,356900 ,2023JJ00,,,,,
33150,L008633,371600 ,2021JJ00,,,,,
33151,L008633,371600 ,2022JJ00,,,,,
33152,L008633,371600 ,2023JJ00,,,,,
33153,L008633,383100 ,2021JJ00,,,,,
33154,L008633,383100 ,2022JJ00,,,,,
33155,L008633,383100 ,2023JJ00,,,,,
33156,L008633,383200 ,2021JJ00,,,,,
33157,L008633,383200 ,2022JJ00,,,,,
33158,L008633,383200 ,2023JJ00,,,,,
33159,L008633,384900 ,2021JJ00,,,,,
33160,L008633,384900 ,2022JJ00,,,,,
33161,L008633,384900 ,2023JJ00,,,,,
33162,L008633,386300 ,2021JJ00,,,,,
33163,L008633,386300 ,2022JJ00,,,,,
33164,L008633,386300 ,2023JJ00,,,,,
33165,L008633,386800 ,2021JJ00,,,,,
33166,L008633,386800 ,2022JJ00,,,,,
33167,L008633,386800 ,2023JJ00,,,,,
33168,L008633,388400 ,2021JJ00,,,,,
33169,L008633,388400 ,2022JJ00,,,,,
33170,L008633,388400 ,2023JJ00,,,,,
33171,L008633,389100 ,2021JJ00,,,,,
33172,L008633,389100 ,2022JJ00,,,,,
33173,L008633,389100 ,2023JJ00,,,,,
33174,L008633,389200 ,2021JJ00,,,,,
33175,L008633,389200 ,2022JJ00,,,,,
33176,L008633,389200 ,2023JJ00,,,,,
33177,L008633,390500 ,2021JJ00,,,,,
33178,L008633,390500 ,2022JJ00,,,,,
33179,L008633,390500 ,2023JJ00,,,,,
33180,L008633,391600 ,2021JJ00,,,,,
33181,L008633,391600 ,2022JJ00,,,,,
33182,L008633,391600 ,2023JJ00,,,,,
33183,L008633,391700 ,2021JJ00,,,,,
33184,L008633,391700 ,2022JJ00,,,,,
33185,L008633,391700 ,2023JJ00,,,,,
33186,L008633,800021 ,2021JJ00,,,,,
33187,L008633,800021 ,2022JJ00,,,,,
33188,L008633,800021 ,2023JJ00,,,,,
33189,L008633,392600 ,2021JJ00,,,,,
33190,L008633,392600 ,2022JJ00,,,,,
33191,L008633,392600 ,2023JJ00,,,,,
33192,L008633,393600 ,2021JJ00,,,,,
33193,L008633,393600 ,2022JJ00,,,,,
33194,L008633,393600 ,2023JJ00,,,,,
33195,L008633,394100 ,2021JJ00,,,,,
33196,L008633,394100 ,2022JJ00,,,,,
33197,L008633,394100 ,2023JJ00,,,,,
33198,L008633,395005 ,2021JJ00,,,,,
33199,L008633,395005 ,2022JJ00,,,,,
33200,L008633,395005 ,2023JJ00,,,,,
33201,L008633,395000 ,2021JJ00,,,,,
33202,L008633,395000 ,2022JJ00,,,,,
33203,L008633,395000 ,2023JJ00,,,,,
33204,L008633,395600 ,2021JJ00,,,,,
33205,L008633,395600 ,2022JJ00,,,,,
33206,L008633,395600 ,2023JJ00,,,,,
33207,L008633,396300 ,2021JJ00,,,,,
33208,L008633,396300 ,2022JJ00,,,,,
33209,L008633,396300 ,2023JJ00,,,,,
33210,L008633,396400 ,2021JJ00,,,,,
33211,L008633,396400 ,2022JJ00,,,,,
33212,L008633,396400 ,2023JJ00,,,,,
33213,L008633,398700 ,2021JJ00,,,,,
33214,L008633,398700 ,2022JJ00,,,,,
33215,L008633,398700 ,2023JJ00,,,,,
33216,L008633,400200 ,2021JJ00,,,,,
33217,L008633,400200 ,2022JJ00,,,,,
33218,L008633,400200 ,2023JJ00,,,,,
33219,L008633,402000 ,2021JJ00,,,,,
33220,L008633,402000 ,2022JJ00,,,,,
33221,L008633,402000 ,2023JJ00,,,,,
33222,L008633,402100 ,2021JJ00,,,,,
33223,L008633,402100 ,2022JJ00,,,,,
33224,L008633,402100 ,2023JJ00,,,,,
33225,L008633,403300 ,2021JJ00,,,,,
33226,L008633,403300 ,2022JJ00,,,,,
33227,L008633,403300 ,2023JJ00,,,,,
33228,L008633,403400 ,2021JJ00,,,,,
33229,L008633,403400 ,2022JJ00,,,,,
33230,L008633,403400 ,2023JJ00,,,,,
33231,L008633,403405 ,2021JJ00,,,,,
33232,L008633,403405 ,2022JJ00,,,,,
33233,L008633,403405 ,2023JJ00,,,,,
33234,L008633,404900 ,2021JJ00,,,,,
33235,L008633,404900 ,2022JJ00,,,,,
33236,L008633,404900 ,2023JJ00,,,,,
33237,L008633,405900 ,2021JJ00,,,,,
33238,L008633,405900 ,2022JJ00,,,,,
33239,L008633,405900 ,2023JJ00,,,,,
33240,L008633,406800 ,2021JJ00,,,,,
33241,L008633,406800 ,2022JJ00,,,,,
33242,L008633,406800 ,2023JJ00,,,,,
33243,L008633,408105 ,2021JJ00,,,,,
33244,L008633,408105 ,2022JJ00,,,,,
33245,L008633,408105 ,2023JJ00,,,,,
33246,L008633,408100 ,2021JJ00,,,,,
33247,L008633,408100 ,2022JJ00,,,,,
33248,L008633,408100 ,2023JJ00,,,,,
33249,L008633,408700 ,2021JJ00,,,,,
33250,L008633,408700 ,2022JJ00,,,,,
33251,L008633,408700 ,2023JJ00,,,,,
33252,L008633,409900 ,2021JJ00,,,,,
33253,L008633,409900 ,2022JJ00,,,,,
33254,L008633,409900 ,2023JJ00,,,,,
33255,L008633,410200 ,2021JJ00,,,,,
33256,L008633,410200 ,2022JJ00,,,,,
33257,L008633,410200 ,2023JJ00,,,,,
33258,L008633,410300 ,2021JJ00,,,,,
33259,L008633,410300 ,2022JJ00,,,,,
33260,L008633,410300 ,2023JJ00,,,,,
33261,L008633,800010 ,2021JJ00,,,,,
33262,L008633,800010 ,2022JJ00,,,,,
33263,L008633,800010 ,2023JJ00,,,,,
33264,L008633,412700 ,2021JJ00,,,,,
33265,L008633,412700 ,2022JJ00,,,,,
33266,L008633,412700 ,2023JJ00,,,,,
33267,L008633,413700 ,2021JJ00,,,,,
33268,L008633,413700 ,2022JJ00,,,,,
33269,L008633,413700 ,2023JJ00,,,,,
33270,L008633,414300 ,2021JJ00,,,,,
33271,L008633,414300 ,2022JJ00,,,,,
33272,L008633,414300 ,2023JJ00,,,,,
33273,L008633,415000 ,2021JJ00,,,,,
33274,L008633,415000 ,2022JJ00,,,,,
33275,L008633,415000 ,2023JJ00,,,,,
33276,L008633,415900 ,2021JJ00,,,,,
33277,L008633,415900 ,2022JJ00,,,,,
33278,L008633,415900 ,2023JJ00,,,,,
33279,L008633,419000 ,2021JJ00,,,,,
33280,L008633,419000 ,2022JJ00,,,,,
33281,L008633,419000 ,2023JJ00,,,,,
33282,L008633,419100 ,2021JJ00,,,,,
33283,L008633,419100 ,2022JJ00,,,,,
33284,L008633,419100 ,2023JJ00,,,,,
33285,L008633,422400 ,2021JJ00,,,,,
33286,L008633,422400 ,2022JJ00,,,,,
33287,L008633,422400 ,2023JJ00,,,,,
33288,L008633,422500 ,2021JJ00,,,,,
33289,L008633,422500 ,2022JJ00,,,,,
33290,L008633,422500 ,2023JJ00,,,,,
33291,L008633,425300 ,2021JJ00,,,,,
33292,L008633,425300 ,2022JJ00,,,,,
33293,L008633,425300 ,2023JJ00,,,,,
33294,L008633,425305 ,2021JJ00,,,,,
33295,L008633,425305 ,2022JJ00,,,,,
33296,L008633,425305 ,2023JJ00,,,,,
33297,L008633,426600 ,2021JJ00,,,,,
33298,L008633,426600 ,2022JJ00,,,,,
33299,L008633,426600 ,2023JJ00,,,,,
33300,L008633,428100 ,2021JJ00,,,,,
33301,L008633,428100 ,2022JJ00,,,,,
33302,L008633,428100 ,2023JJ00,,,,,
33303,L008633,428200 ,2021JJ00,,,,,
33304,L008633,428200 ,2022JJ00,,,,,
33305,L008633,428200 ,2023JJ00,,,,,
33306,L008633,429300 ,2021JJ00,,,,,
33307,L008633,429300 ,2022JJ00,,,,,
33308,L008633,429300 ,2023JJ00,,,,,
33309,L008633,430600 ,2021JJ00,,,,,
33310,L008633,430600 ,2022JJ00,,,,,
33311,L008633,430600 ,2023JJ00,,,,,
33312,L008633,431100 ,2021JJ00,,,,,
33313,L008633,431100 ,2022JJ00,,,,,
33314,L008633,431100 ,2023JJ00,,,,,
33315,L008633,435500 ,2021JJ00,,,,,
33316,L008633,435500 ,2022JJ00,,,,,
33317,L008633,435500 ,2023JJ00,,,,,
33318,L008633,435600 ,2021JJ00,,,,,
33319,L008633,435600 ,2022JJ00,,,,,
33320,L008633,435600 ,2023JJ00,,,,,
33321,L008633,437500 ,2021JJ00,,,,,
33322,L008633,437500 ,2022JJ00,,,,,
33323,L008633,437500 ,2023JJ00,,,,,
33324,L008633,438600 ,2021JJ00,,,,,
33325,L008633,438600 ,2022JJ00,,,,,
33326,L008633,438600 ,2023JJ00,,,,,
33327,L008633,441000 ,2021JJ00,,,,,
33328,L008633,441000 ,2022JJ00,,,,,
33329,L008633,441000 ,2023JJ00,,,,,
33330,L008634,305700 ,2021JJ00,,,,,
33331,L008634,305700 ,2022JJ00,,,,,
33332,L008634,305700 ,2023JJ00,,,,,
33333,L008634,800012 ,2021JJ00,2.0,,,,
33334,L008634,800012 ,2022JJ00,,,,,
33335,L008634,800012 ,2023JJ00,,,,,
33336,L008634,305800 ,2021JJ00,,,,,
33337,L008634,305800 ,2022JJ00,,,,,
33338,L008634,305800 ,2023JJ00,,,,,
33339,L008634,306300 ,2021JJ00,,,,,
33340,L008634,306300 ,2022JJ00,,,,,
33341,L008634,306300 ,2023JJ00,,,,,
33342,L008634,307000 ,2021JJ00,,,,,
33343,L008634,307000 ,2022JJ00,,,,,
33344,L008634,307000 ,2023JJ00,,,,,
33345,L008634,307500 ,2021JJ00,,,,,
33346,L008634,307500 ,2022JJ00,,,,,
33347,L008634,307500 ,2023JJ00,,,,,
33348,L008634,307610 ,2021JJ00,,,,,
33349,L008634,307610 ,2022JJ00,,,,,
33350,L008634,307610 ,2023JJ00,,,,,
33351,L008634,307600 ,2021JJ00,,,,,
33352,L008634,307600 ,2022JJ00,,,,,
33353,L008634,307600 ,2023JJ00,,,,,
33354,L008634,311300 ,2021JJ00,,,,,
33355,L008634,311300 ,2022JJ00,,,,,
33356,L008634,311300 ,2023JJ00,,,,,
33357,L008634,312200 ,2021JJ00,,,,,
33358,L008634,312200 ,2022JJ00,,,,,
33359,L008634,312200 ,2023JJ00,,,,,
33360,L008634,312500 ,2021JJ00,,,,,
33361,L008634,312500 ,2022JJ00,,,,,
33362,L008634,312500 ,2023JJ00,,,,,
33363,L008634,312505 ,2021JJ00,,,,,
33364,L008634,312505 ,2022JJ00,,,,,
33365,L008634,312505 ,2023JJ00,,,,,
33366,L008634,314000 ,2021JJ00,,,,,
33367,L008634,314000 ,2022JJ00,,,,,
33368,L008634,314000 ,2023JJ00,,,,,
33369,L008634,315200 ,2021JJ00,,,,,
33370,L008634,315200 ,2022JJ00,,,,,
33371,L008634,315200 ,2023JJ00,,,,,
33372,L008634,315810 ,2021JJ00,,,,,
33373,L008634,315810 ,2022JJ00,,,,,
33374,L008634,315810 ,2023JJ00,,,,,
33375,L008634,315800 ,2021JJ00,,,,,
33376,L008634,315800 ,2022JJ00,,,,,
33377,L008634,315800 ,2023JJ00,,,,,
33378,L008634,317100 ,2021JJ00,,,,,
33379,L008634,317100 ,2022JJ00,,,,,
33380,L008634,317100 ,2023JJ00,,,,,
33381,L008634,318600 ,2021JJ00,,,,,
33382,L008634,318600 ,2022JJ00,,,,,
33383,L008634,318600 ,2023JJ00,,,,,
33384,L008634,320000 ,2021JJ00,,,,,
33385,L008634,320000 ,2022JJ00,,,,,
33386,L008634,320000 ,2023JJ00,,,,,
33387,L008634,320700 ,2021JJ00,,,,,
33388,L008634,320700 ,2022JJ00,,,,,
33389,L008634,320700 ,2023JJ00,,,,,
33390,L008634,323200 ,2021JJ00,,,,,
33391,L008634,323200 ,2022JJ00,,,,,
33392,L008634,323200 ,2023JJ00,,,,,
33393,L008634,323705 ,2021JJ00,,,,,
33394,L008634,323705 ,2022JJ00,,,,,
33395,L008634,323705 ,2023JJ00,,,,,
33396,L008634,323700 ,2021JJ00,,,,,
33397,L008634,323700 ,2022JJ00,,,,,
33398,L008634,323700 ,2023JJ00,,,,,
33399,L008634,324600 ,2021JJ00,,,,,
33400,L008634,324600 ,2022JJ00,,,,,
33401,L008634,324600 ,2023JJ00,,,,,
33402,L008634,328100 ,2021JJ00,,,,,
33403,L008634,328100 ,2022JJ00,,,,,
33404,L008634,328100 ,2023JJ00,,,,,
33405,L008634,328105 ,2021JJ00,,,,,
33406,L008634,328105 ,2022JJ00,,,,,
33407,L008634,328105 ,2023JJ00,,,,,
33408,L008634,330300 ,2021JJ00,,,,,
33409,L008634,330300 ,2022JJ00,,,,,
33410,L008634,330300 ,2023JJ00,,,,,
33411,L008634,332900 ,2021JJ00,,,,,
33412,L008634,332900 ,2022JJ00,,,,,
33413,L008634,332900 ,2023JJ00,,,,,
33414,L008634,334800 ,2021JJ00,,,,,
33415,L008634,334800 ,2022JJ00,,,,,
33416,L008634,334800 ,2023JJ00,,,,,
33417,L008634,336500 ,2021JJ00,,,,,
33418,L008634,336500 ,2022JJ00,,,,,
33419,L008634,336500 ,2023JJ00,,,,,
33420,L008634,339200 ,2021JJ00,,,,,
33421,L008634,339200 ,2022JJ00,,,,,
33422,L008634,339200 ,2023JJ00,,,,,
33423,L008634,339205 ,2021JJ00,,,,,
33424,L008634,339205 ,2022JJ00,,,,,
33425,L008634,339205 ,2023JJ00,,,,,
33426,L008634,340200 ,2021JJ00,,,,,
33427,L008634,340200 ,2022JJ00,,,,,
33428,L008634,340200 ,2023JJ00,,,,,
33429,L008634,341600 ,2021JJ00,,,,,
33430,L008634,341600 ,2022JJ00,,,,,
33431,L008634,341600 ,2023JJ00,,,,,
33432,L008634,342400 ,2021JJ00,,,,,
33433,L008634,342400 ,2022JJ00,,,,,
33434,L008634,342400 ,2023JJ00,,,,,
33435,L008634,344400 ,2021JJ00,,,,,
33436,L008634,344400 ,2022JJ00,,,,,
33437,L008634,344400 ,2023JJ00,,,,,
33438,L008634,346600 ,2021JJ00,,,,,
33439,L008634,346600 ,2022JJ00,,,,,
33440,L008634,346600 ,2023JJ00,,,,,
33441,L008634,346700 ,2021JJ00,,,,,
33442,L008634,346700 ,2022JJ00,,,,,
33443,L008634,346700 ,2023JJ00,,,,,
33444,L008634,348000 ,2021JJ00,,,,,
33445,L008634,348000 ,2022JJ00,,,,,
33446,L008634,348000 ,2023JJ00,,,,,
33447,L008634,348100 ,2021JJ00,,,,,
33448,L008634,348100 ,2022JJ00,,,,,
33449,L008634,348100 ,2023JJ00,,,,,
33450,L008634,348400 ,2021JJ00,,,,,
33451,L008634,348400 ,2022JJ00,,,,,
33452,L008634,348400 ,2023JJ00,,,,,
33453,L008634,348700 ,2021JJ00,,,,,
33454,L008634,348700 ,2022JJ00,,,,,
33455,L008634,348700 ,2023JJ00,,,,,
33456,L008634,349700 ,2021JJ00,,,,,
33457,L008634,349700 ,2022JJ00,,,,,
33458,L008634,349700 ,2023JJ00,,,,,
33459,L008634,350000 ,2021JJ00,,,,,
33460,L008634,350000 ,2022JJ00,,,,,
33461,L008634,350000 ,2023JJ00,,,,,
33462,L008634,350100 ,2021JJ00,,,,,
33463,L008634,350100 ,2022JJ00,,,,,
33464,L008634,350100 ,2023JJ00,,,,,
33465,L008634,350600 ,2021JJ00,,,,,
33466,L008634,350600 ,2022JJ00,,,,,
33467,L008634,350600 ,2023JJ00,,,,,
33468,L008634,351900 ,2021JJ00,,,,,
