ID,Landen,BedrijfstakkenBranchesSBI2008,Perioden,BuitenlandseDochterondernemingen_1,WerkzamePersonenFTE_2,Omzet_3,Personeelskosten_4,Investeringen_5
10027,L008561,349700 ,2022JJ00,,,,,
10028,L008561,349700 ,2023JJ00,,,,,
10029,L008561,350000 ,2021JJ00,,,,,
10030,L008561,350000 ,2022JJ00,,,,,
10031,L008561,350000 ,2023JJ00,,,,,
10032,L008561,350100 ,2021JJ00,,,,,
10033,L008561,350100 ,2022JJ00,,,,,
10034,L008561,350100 ,2023JJ00,,,,,
10035,L008561,350600 ,2021JJ00,,,,,
10036,L008561,350600 ,2022JJ00,,,,,
10037,L008561,350600 ,2023JJ00,,,,,
10038,L008561,351900 ,2021JJ00,,,,,
10039,L008561,351900 ,2022JJ00,,,,,
10040,L008561,351900 ,2023JJ00,,,,,
10041,L008561,354200 ,2021JJ00,,,,,
10042,L008561,354200 ,2022JJ00,,,,,
10043,L008561,354200 ,2023JJ00,,,,,
10044,L008561,354300 ,2021JJ00,,,,,
10045,L008561,354300 ,2022JJ00,,,,,
10046,L008561,354300 ,2023JJ00,,,,,
10047,L008561,356900 ,2021JJ00,,,,,
10048,L008561,356900 ,2022JJ00,,,,,
10049,L008561,356900 ,2023JJ00,,,,,
10050,L008561,371600 ,2021JJ00,,,,,
10051,L008561,371600 ,2022JJ00,,,,,
10052,L008561,371600 ,2023JJ00,,,,,
10053,L008561,383100 ,2021JJ00,,,,,
10054,L008561,383100 ,2022JJ00,,,,,
10055,L008561,383100 ,2023JJ00,,,,,
10056,L008561,383200 ,2021JJ00,,,,,
10057,L008561,383200 ,2022JJ00,,,,,
10058,L008561,383200 ,2023JJ00,,,,,
10059,L008561,384900 ,2021JJ00,,,,,
10060,L008561,384900 ,2022JJ00,,,,,
10061,L008561,384900 ,2023JJ00,,,,,
10062,L008561,386300 ,2021JJ00,,,,,
10063,L008561,386300 ,2022JJ00,,,,,
10064,L008561,386300 ,2023JJ00,,,,,
10065,L008561,386800 ,2021JJ00,,,,,
10066,L008561,386800 ,2022JJ00,,,,,
10067,L008561,386800 ,2023JJ00,,,,,
10068,L008561,388400 ,2021JJ00,,,,,
10069,L008561,388400 ,2022JJ00,,,,,
10070,L008561,388400 ,2023JJ00,,,,,
10071,L008561,389100 ,2021JJ00,,,,,
10072,L008561,389100 ,2022JJ00,,,,,
10073,L008561,389100 ,2023JJ00,,,,,
10074,L008561,389200 ,2021JJ00,,,,,
10075,L008561,389200 ,2022JJ00,,,,,
10076,L008561,389200 ,2023JJ00,,,,,
10077,L008561,390500 ,2021JJ00,,,,,
10078,L008561,390500 ,2022JJ00,,,,,
10079,L008561,390500 ,2023JJ00,,,,,
10080,L008561,391600 ,2021JJ00,,,,,
10081,L008561,391600 ,2022JJ00,,,,,
10082,L008561,391600 ,2023JJ00,,,,,
10083,L008561,391700 ,2021JJ00,,,,,
10084,L008561,391700 ,2022JJ00,,,,,
10085,L008561,391700 ,2023JJ00,,,,,
10086,L008561,800021 ,2021JJ00,,,,,
10087,L008561,800021 ,2022JJ00,,,,,
10088,L008561,800021 ,2023JJ00,,,,,
10089,L008561,392600 ,2021JJ00,,,,,
10090,L008561,392600 ,2022JJ00,,,,,
10091,L008561,392600 ,2023JJ00,,,,,
10092,L008561,393600 ,2021JJ00,,,,,
10093,L008561,393600 ,2022JJ00,,,,,
10094,L008561,393600 ,2023JJ00,,,,,
10095,L008561,394100 ,2021JJ00,,,,,
10096,L008561,394100 ,2022JJ00,,,,,
10097,L008561,394100 ,2023JJ00,,,,,
10098,L008561,395005 ,2021JJ00,,,,,
10099,L008561,395005 ,2022JJ00,,,,,
10100,L008561,395005 ,2023JJ00,,,,,
10101,L008561,395000 ,2021JJ00,,,,,
10102,L008561,395000 ,2022JJ00,,,,,
10103,L008561,395000 ,2023JJ00,,,,,
10104,L008561,395600 ,2021JJ00,,,,,
10105,L008561,395600 ,2022JJ00,,,,,
10106,L008561,395600 ,2023JJ00,,,,,
10107,L008561,396300 ,2021JJ00,,,,,
10108,L008561,396300 ,2022JJ00,,,,,
10109,L008561,396300 ,2023JJ00,,,,,
10110,L008561,396400 ,2021JJ00,,,,,
10111,L008561,396400 ,2022JJ00,,,,,
10112,L008561,396400 ,2023JJ00,,,,,
10113,L008561,398700 ,2021JJ00,,,,,
10114,L008561,398700 ,2022JJ00,,,,,
10115,L008561,398700 ,2023JJ00,,,,,
10116,L008561,400200 ,2021JJ00,,,,,
10117,L008561,400200 ,2022JJ00,,,,,
10118,L008561,400200 ,2023JJ00,,,,,
10119,L008561,402000 ,2021JJ00,,,,,
10120,L008561,402000 ,2022JJ00,,,,,
10121,L008561,402000 ,2023JJ00,,,,,
10122,L008561,402100 ,2021JJ00,,,,,
10123,L008561,402100 ,2022JJ00,,,,,
10124,L008561,402100 ,2023JJ00,,,,,
10125,L008561,403300 ,2021JJ00,,,,,
10126,L008561,403300 ,2022JJ00,,,,,
10127,L008561,403300 ,2023JJ00,,,,,
10128,L008561,403400 ,2021JJ00,,,,,
10129,L008561,403400 ,2022JJ00,,,,,
10130,L008561,403400 ,2023JJ00,,,,,
10131,L008561,403405 ,2021JJ00,,,,,
10132,L008561,403405 ,2022JJ00,,,,,
10133,L008561,403405 ,2023JJ00,,,,,
10134,L008561,404900 ,2021JJ00,,,,,
10135,L008561,404900 ,2022JJ00,,,,,
10136,L008561,404900 ,2023JJ00,,,,,
10137,L008561,405900 ,2021JJ00,,,,,
10138,L008561,405900 ,2022JJ00,,,,,
10139,L008561,405900 ,2023JJ00,,,,,
10140,L008561,406800 ,2021JJ00,,,,,
10141,L008561,406800 ,2022JJ00,,,,,
10142,L008561,406800 ,2023JJ00,,,,,
10143,L008561,408105 ,2021JJ00,,,,,
10144,L008561,408105 ,2022JJ00,,,,,
10145,L008561,408105 ,2023JJ00,,,,,
10146,L008561,408100 ,2021JJ00,,,,,
10147,L008561,408100 ,2022JJ00,,,,,
10148,L008561,408100 ,2023JJ00,,,,,
10149,L008561,408700 ,2021JJ00,,,,,
10150,L008561,408700 ,2022JJ00,,,,,
10151,L008561,408700 ,2023JJ00,,,,,
10152,L008561,409900 ,2021JJ00,,,,,
10153,L008561,409900 ,2022JJ00,,,,,
10154,L008561,409900 ,2023JJ00,,,,,
10155,L008561,410200 ,2021JJ00,,,,,
10156,L008561,410200 ,2022JJ00,,,,,
10157,L008561,410200 ,2023JJ00,,,,,
10158,L008561,410300 ,2021JJ00,,,,,
10159,L008561,410300 ,2022JJ00,,,,,
10160,L008561,410300 ,2023JJ00,,,,,
10161,L008561,800010 ,2021JJ00,,,,,
10162,L008561,800010 ,2022JJ00,,,,,
10163,L008561,800010 ,2023JJ00,,,,,
10164,L008561,412700 ,2021JJ00,,,,,
10165,L008561,412700 ,2022JJ00,,,,,
10166,L008561,412700 ,2023JJ00,,,,,
10167,L008561,413700 ,2021JJ00,,,,,
10168,L008561,413700 ,2022JJ00,,,,,
10169,L008561,413700 ,2023JJ00,,,,,
10170,L008561,414300 ,2021JJ00,,,,,
10171,L008561,414300 ,2022JJ00,,,,,
10172,L008561,414300 ,2023JJ00,,,,,
10173,L008561,415000 ,2021JJ00,,,,,
10174,L008561,415000 ,2022JJ00,,,,,
10175,L008561,415000 ,2023JJ00,,,,,
10176,L008561,415900 ,2021JJ00,,,,,
10177,L008561,415900 ,2022JJ00,,,,,
10178,L008561,415900 ,2023JJ00,,,,,
10179,L008561,419000 ,2021JJ00,,,,,
10180,L008561,419000 ,2022JJ00,,,,,
10181,L008561,419000 ,2023JJ00,,,,,
10182,L008561,419100 ,2021JJ00,,,,,
10183,L008561,419100 ,2022JJ00,,,,,
10184,L008561,419100 ,2023JJ00,,,,,
10185,L008561,422400 ,2021JJ00,,,,,
10186,L008561,422400 ,2022JJ00,,,,,
10187,L008561,422400 ,2023JJ00,,,,,
10188,L008561,422500 ,2021JJ00,,,,,
10189,L008561,422500 ,2022JJ00,,,,,
10190,L008561,422500 ,2023JJ00,,,,,
10191,L008561,425300 ,2021JJ00,,,,,
10192,L008561,425300 ,2022JJ00,,,,,
10193,L008561,425300 ,2023JJ00,,,,,
10194,L008561,425305 ,2021JJ00,,,,,
10195,L008561,425305 ,2022JJ00,,,,,
10196,L008561,425305 ,2023JJ00,,,,,
10197,L008561,426600 ,2021JJ00,,,,,
10198,L008561,426600 ,2022JJ00,,,,,
10199,L008561,426600 ,2023JJ00,,,,,
10200,L008561,428100 ,2021JJ00,,,,,
10201,L008561,428100 ,2022JJ00,,,,,
10202,L008561,428100 ,2023JJ00,,,,,
10203,L008561,428200 ,2021JJ00,,,,,
10204,L008561,428200 ,2022JJ00,,,,,
10205,L008561,428200 ,2023JJ00,,,,,
10206,L008561,429300 ,2021JJ00,,,,,
10207,L008561,429300 ,2022JJ00,,,,,
10208,L008561,429300 ,2023JJ00,,,,,
10209,L008561,430600 ,2021JJ00,,,,,
10210,L008561,430600 ,2022JJ00,,,,,
10211,L008561,430600 ,2023JJ00,,,,,
10212,L008561,431100 ,2021JJ00,,,,,
10213,L008561,431100 ,2022JJ00,,,,,
10214,L008561,431100 ,2023JJ00,,,,,
10215,L008561,435500 ,2021JJ00,,,,,
10216,L008561,435500 ,2022JJ00,,,,,
10217,L008561,435500 ,2023JJ00,,,,,
10218,L008561,435600 ,2021JJ00,,,,,
10219,L008561,435600 ,2022JJ00,,,,,
10220,L008561,435600 ,2023JJ00,,,,,
10221,L008561,437500 ,2021JJ00,,,,,
10222,L008561,437500 ,2022JJ00,,,,,
10223,L008561,437500 ,2023JJ00,,,,,
10224,L008561,438600 ,2021JJ00,,,,,
10225,L008561,438600 ,2022JJ00,,,,,
10226,L008561,438600 ,2023JJ00,,,,,
10227,L008561,441000 ,2021JJ00,,,,,
10228,L008561,441000 ,2022JJ00,,,,,
10229,L008561,441000 ,2023JJ00,,,,,
10230,L008562,305700 ,2021JJ00,,,,,
10231,L008562,305700 ,2022JJ00,,,,,
10232,L008562,305700 ,2023JJ00,,,,,
10233,L008562,800012 ,2021JJ00,250.0,94.0,11644.0,1524.0,1882.0
10234,L008562,800012 ,2022JJ00,274.0,120.0,26844.0,2507.0,1394.0
10235,L008562,800012 ,2023JJ00,250.0,109.0,26715.0,2282.0,1419.0
10236,L008562,305800 ,2021JJ00,,,,,
10237,L008562,305800 ,2022JJ00,,,,,
10238,L008562,305800 ,2023JJ00,,,,,
10239,L008562,306300 ,2021JJ00,,,,,
10240,L008562,306300 ,2022JJ00,,,,,
10241,L008562,306300 ,2023JJ00,,,,,
10242,L008562,307000 ,2021JJ00,,,,,
10243,L008562,307000 ,2022JJ00,,,,,
10244,L008562,307000 ,2023JJ00,,,,,
10245,L008562,307500 ,2021JJ00,49.0,19.0,3629.0,408.0,
10246,L008562,307500 ,2022JJ00,48.0,,16976.0,1115.0,
10247,L008562,307500 ,2023JJ00,41.0,43.0,19546.0,1048.0,775.0
10248,L008562,307610 ,2021JJ00,12.0,15.0,2972.0,327.0,315.0
10249,L008562,307610 ,2022JJ00,16.0,17.0,4451.0,455.0,373.0
10250,L008562,307610 ,2023JJ00,9.0,15.0,4025.0,398.0,418.0
10251,L008562,307600 ,2021JJ00,,,,,
10252,L008562,307600 ,2022JJ00,,,1436.0,,81.0
10253,L008562,307600 ,2023JJ00,,2.0,623.0,,50.0
10254,L008562,311300 ,2021JJ00,,,,,
10255,L008562,311300 ,2022JJ00,,,,,
10256,L008562,311300 ,2023JJ00,,,,,
10257,L008562,312200 ,2021JJ00,,,,,
10258,L008562,312200 ,2022JJ00,,,,,
10259,L008562,312200 ,2023JJ00,,,,,
10260,L008562,312500 ,2021JJ00,,,,,
10261,L008562,312500 ,2022JJ00,,,,,
10262,L008562,312500 ,2023JJ00,,,,,
10263,L008562,312505 ,2021JJ00,,,,,
10264,L008562,312505 ,2022JJ00,,,,,
10265,L008562,312505 ,2023JJ00,,,,,
10266,L008562,314000 ,2021JJ00,,,,,
10267,L008562,314000 ,2022JJ00,,,,,
10268,L008562,314000 ,2023JJ00,,,,,
10269,L008562,315200 ,2021JJ00,,,,,
10270,L008562,315200 ,2022JJ00,,,,,
10271,L008562,315200 ,2023JJ00,,,,,
10272,L008562,315810 ,2021JJ00,,,,,
10273,L008562,315810 ,2022JJ00,,,,,
10274,L008562,315810 ,2023JJ00,,,,,
10275,L008562,315800 ,2021JJ00,,,,,
10276,L008562,315800 ,2022JJ00,,,,,
10277,L008562,315800 ,2023JJ00,,,,,
10278,L008562,317100 ,2021JJ00,,,,,
10279,L008562,317100 ,2022JJ00,,,,,
10280,L008562,317100 ,2023JJ00,,,,,
10281,L008562,318600 ,2021JJ00,,,,,
10282,L008562,318600 ,2022JJ00,,,,,
10283,L008562,318600 ,2023JJ00,,,,,
10284,L008562,320000 ,2021JJ00,,,,,
10285,L008562,320000 ,2022JJ00,,,,,
10286,L008562,320000 ,2023JJ00,,,,,
10287,L008562,320700 ,2021JJ00,2.0,,,,
10288,L008562,320700 ,2022JJ00,,,,,
10289,L008562,320700 ,2023JJ00,,,,,
10290,L008562,323200 ,2021JJ00,,,,,
10291,L008562,323200 ,2022JJ00,,,,,
10292,L008562,323200 ,2023JJ00,,,,,
10293,L008562,323705 ,2021JJ00,,,,,
10294,L008562,323705 ,2022JJ00,,,,,
10295,L008562,323705 ,2023JJ00,,,,,
10296,L008562,323700 ,2021JJ00,,,,,
10297,L008562,323700 ,2022JJ00,,,,,
10298,L008562,323700 ,2023JJ00,,,,,
10299,L008562,324600 ,2021JJ00,,,,,
10300,L008562,324600 ,2022JJ00,,,,,
10301,L008562,324600 ,2023JJ00,,,,,
10302,L008562,328100 ,2021JJ00,,,,,
10303,L008562,328100 ,2022JJ00,,,,,
10304,L008562,328100 ,2023JJ00,,,,,
10305,L008562,328105 ,2021JJ00,3.0,,21.0,5.0,3.0
10306,L008562,328105 ,2022JJ00,,,,,
10307,L008562,328105 ,2023JJ00,,,,,
10308,L008562,330300 ,2021JJ00,3.0,,21.0,5.0,3.0
10309,L008562,330300 ,2022JJ00,,,,,
10310,L008562,330300 ,2023JJ00,,,,,
10311,L008562,332900 ,2021JJ00,,,,,
10312,L008562,332900 ,2022JJ00,,,,,
10313,L008562,332900 ,2023JJ00,,,,,
10314,L008562,334800 ,2021JJ00,,,,,
10315,L008562,334800 ,2022JJ00,,,,,
10316,L008562,334800 ,2023JJ00,,,,,
10317,L008562,336500 ,2021JJ00,13.0,1.0,126.0,11.0,3.0
10318,L008562,336500 ,2022JJ00,12.0,,182.0,12.0,1.0
10319,L008562,336500 ,2023JJ00,11.0,,165.0,14.0,3.0
10320,L008562,339200 ,2021JJ00,,,,,
10321,L008562,339200 ,2022JJ00,,,,,
10322,L008562,339200 ,2023JJ00,,,,,
10323,L008562,339205 ,2021JJ00,,,,,
10324,L008562,339205 ,2022JJ00,,,,,
10325,L008562,339205 ,2023JJ00,,,,,
10326,L008562,340200 ,2021JJ00,,,,,
10327,L008562,340200 ,2022JJ00,,,,,
10328,L008562,340200 ,2023JJ00,,,,,
10329,L008562,341600 ,2021JJ00,,,,,
10330,L008562,341600 ,2022JJ00,,,,,
10331,L008562,341600 ,2023JJ00,,,,,
10332,L008562,342400 ,2021JJ00,,,,,
10333,L008562,342400 ,2022JJ00,,,,,
10334,L008562,342400 ,2023JJ00,,,,,
10335,L008562,344400 ,2021JJ00,13.0,,4.0,1.0,
10336,L008562,344400 ,2022JJ00,3.0,,5.0,1.0,
10337,L008562,344400 ,2023JJ00,3.0,,6.0,1.0,
10338,L008562,346600 ,2021JJ00,,,,,
10339,L008562,346600 ,2022JJ00,,,,,
10340,L008562,346600 ,2023JJ00,,,,,
10341,L008562,346700 ,2021JJ00,,,,,
10342,L008562,346700 ,2022JJ00,,,,,
10343,L008562,346700 ,2023JJ00,,,,,
10344,L008562,348000 ,2021JJ00,,,,,
10345,L008562,348000 ,2022JJ00,,,,,
10346,L008562,348000 ,2023JJ00,,,,,
10347,L008562,348100 ,2021JJ00,,,,,
10348,L008562,348100 ,2022JJ00,,,,,
10349,L008562,348100 ,2023JJ00,,,,,
10350,L008562,348400 ,2021JJ00,,,,,
10351,L008562,348400 ,2022JJ00,,,,,
10352,L008562,348400 ,2023JJ00,,,,,
10353,L008562,348700 ,2021JJ00,,,,,
10354,L008562,348700 ,2022JJ00,,,,,
10355,L008562,348700 ,2023JJ00,,,,,
10356,L008562,349700 ,2021JJ00,,,,,
10357,L008562,349700 ,2022JJ00,,,,,
10358,L008562,349700 ,2023JJ00,,,,,
10359,L008562,350000 ,2021JJ00,3.0,,,3.0,2.0
10360,L008562,350000 ,2022JJ00,,,,,
10361,L008562,350000 ,2023JJ00,11.0,,,5.0,
10362,L008562,350100 ,2021JJ00,,,,,
10363,L008562,350100 ,2022JJ00,,,,,
10364,L008562,350100 ,2023JJ00,,,,,
10365,L008562,350600 ,2021JJ00,,,,,
10366,L008562,350600 ,2022JJ00,,,,,
10367,L008562,350600 ,2023JJ00,,,,,
10368,L008562,351900 ,2021JJ00,,,,,
10369,L008562,351900 ,2022JJ00,,,,,
10370,L008562,351900 ,2023JJ00,,,,,
10371,L008562,354200 ,2021JJ00,74.0,,,,581.0
10372,L008562,354200 ,2022JJ00,105.0,21.0,4984.0,,
10373,L008562,354200 ,2023JJ00,56.0,8.0,2375.0,221.0,124.0
10374,L008562,354300 ,2021JJ00,,,,,
10375,L008562,354300 ,2022JJ00,,,,,
10376,L008562,354300 ,2023JJ00,,,,,
10377,L008562,356900 ,2021JJ00,,,,,
10378,L008562,356900 ,2022JJ00,91.0,21.0,4963.0,,
10379,L008562,356900 ,2023JJ00,52.0,8.0,2351.0,,
10380,L008562,371600 ,2021JJ00,,,,,
10381,L008562,371600 ,2022JJ00,,,,,
10382,L008562,371600 ,2023JJ00,,,,,
10383,L008562,383100 ,2021JJ00,,,74.0,13.0,
10384,L008562,383100 ,2022JJ00,8.0,,113.0,15.0,
10385,L008562,383100 ,2023JJ00,9.0,1.0,159.0,25.0,
10386,L008562,383200 ,2021JJ00,,,,2.0,
10387,L008562,383200 ,2022JJ00,,,,,
10388,L008562,383200 ,2023JJ00,,,,,
10389,L008562,384900 ,2021JJ00,,,,,
10390,L008562,384900 ,2022JJ00,,,,,
10391,L008562,384900 ,2023JJ00,,,,,
10392,L008562,386300 ,2021JJ00,,,,,
10393,L008562,386300 ,2022JJ00,,,,,
10394,L008562,386300 ,2023JJ00,,,,,
10395,L008562,386800 ,2021JJ00,6.0,,,11.0,
10396,L008562,386800 ,2022JJ00,5.0,,,,
10397,L008562,386800 ,2023JJ00,6.0,,,,
10398,L008562,388400 ,2021JJ00,,,,,
10399,L008562,388400 ,2022JJ00,,,,,
10400,L008562,388400 ,2023JJ00,,,,,
10401,L008562,389100 ,2021JJ00,,,,,
10402,L008562,389100 ,2022JJ00,,,,,
10403,L008562,389100 ,2023JJ00,,,,,
10404,L008562,389200 ,2021JJ00,,,,,
10405,L008562,389200 ,2022JJ00,,,,,
10406,L008562,389200 ,2023JJ00,,,,,
10407,L008562,390500 ,2021JJ00,,,,,
10408,L008562,390500 ,2022JJ00,,,,,
10409,L008562,390500 ,2023JJ00,,,,,
10410,L008562,391600 ,2021JJ00,17.0,1.0,110.0,40.0,
10411,L008562,391600 ,2022JJ00,11.0,,,46.0,2.0
10412,L008562,391600 ,2023JJ00,11.0,,7.0,4.0,
10413,L008562,391700 ,2021JJ00,,,,,
10414,L008562,391700 ,2022JJ00,,,,,
10415,L008562,391700 ,2023JJ00,,,,,
10416,L008562,800021 ,2021JJ00,,,,,
10417,L008562,800021 ,2022JJ00,,,,,
10418,L008562,800021 ,2023JJ00,,,,,
10419,L008562,392600 ,2021JJ00,,,,,
10420,L008562,392600 ,2022JJ00,,,,,
10421,L008562,392600 ,2023JJ00,,,,,
10422,L008562,393600 ,2021JJ00,,,,,
10423,L008562,393600 ,2022JJ00,,,,,
10424,L008562,393600 ,2023JJ00,,,,,
10425,L008562,394100 ,2021JJ00,,,,,
10426,L008562,394100 ,2022JJ00,,,,,
10427,L008562,394100 ,2023JJ00,,,,,
10428,L008562,395005 ,2021JJ00,,,,,
10429,L008562,395005 ,2022JJ00,,,,,
10430,L008562,395005 ,2023JJ00,,,,,
10431,L008562,395000 ,2021JJ00,15.0,,,,
10432,L008562,395000 ,2022JJ00,5.0,,,,
10433,L008562,395000 ,2023JJ00,4.0,,,,
10434,L008562,395600 ,2021JJ00,,,,,
10435,L008562,395600 ,2022JJ00,,,,,
10436,L008562,395600 ,2023JJ00,,,,,
10437,L008562,396300 ,2021JJ00,8.0,1.0,273.0,73.0,
10438,L008562,396300 ,2022JJ00,8.0,1.0,,90.0,
10439,L008562,396300 ,2023JJ00,11.0,1.0,,103.0,
10440,L008562,396400 ,2021JJ00,6.0,1.0,,73.0,
10441,L008562,396400 ,2022JJ00,,,,,
10442,L008562,396400 ,2023JJ00,,,,,
10443,L008562,398700 ,2021JJ00,,,,,
10444,L008562,398700 ,2022JJ00,,,,,
10445,L008562,398700 ,2023JJ00,,,,,
10446,L008562,400200 ,2021JJ00,2.0,,,1.0,
10447,L008562,400200 ,2022JJ00,,,,,
10448,L008562,400200 ,2023JJ00,,,,,
10449,L008562,402000 ,2021JJ00,6.0,,,,
10450,L008562,402000 ,2022JJ00,,,,,
10451,L008562,402000 ,2023JJ00,,,,,
10452,L008562,402100 ,2021JJ00,6.0,,,,
10453,L008562,402100 ,2022JJ00,,,,,
10454,L008562,402100 ,2023JJ00,,,,,
10455,L008562,403300 ,2021JJ00,45.0,5.0,325.0,143.0,4.0
10456,L008562,403300 ,2022JJ00,53.0,5.0,485.0,241.0,3.0
10457,L008562,403300 ,2023JJ00,36.0,5.0,670.0,296.0,4.0
10458,L008562,403400 ,2021JJ00,,,,,
10459,L008562,403400 ,2022JJ00,,,,,
10460,L008562,403400 ,2023JJ00,,,,,
10461,L008562,403405 ,2021JJ00,41.0,5.0,317.0,137.0,
10462,L008562,403405 ,2022JJ00,,,,,
10463,L008562,403405 ,2023JJ00,,,,,
10464,L008562,404900 ,2021JJ00,7.0,,1.0,1.0,
10465,L008562,404900 ,2022JJ00,,1.0,,26.0,
10466,L008562,404900 ,2023JJ00,,1.0,5.0,23.0,
10467,L008562,405900 ,2021JJ00,34.0,5.0,316.0,136.0,
10468,L008562,405900 ,2022JJ00,33.0,,470.0,212.0,
10469,L008562,405900 ,2023JJ00,23.0,5.0,662.0,272.0,
10470,L008562,406800 ,2021JJ00,,,,,
10471,L008562,406800 ,2022JJ00,,,,,
10472,L008562,406800 ,2023JJ00,,,,,
10473,L008562,408105 ,2021JJ00,,,,,
10474,L008562,408105 ,2022JJ00,,,,,
10475,L008562,408105 ,2023JJ00,,,,,
10476,L008562,408100 ,2021JJ00,,,,,
10477,L008562,408100 ,2022JJ00,,,,,
10478,L008562,408100 ,2023JJ00,,,,,
10479,L008562,408700 ,2021JJ00,,,,,
10480,L008562,408700 ,2022JJ00,,,,,
10481,L008562,408700 ,2023JJ00,,,,,
10482,L008562,409900 ,2021JJ00,,,,,
10483,L008562,409900 ,2022JJ00,,,,,
10484,L008562,409900 ,2023JJ00,,,,,
10485,L008562,410200 ,2021JJ00,28.0,45.0,2319.0,365.0,431.0
10486,L008562,410200 ,2022JJ00,26.0,,2994.0,465.0,
10487,L008562,410200 ,2023JJ00,38.0,,2627.0,537.0,
10488,L008562,410300 ,2021JJ00,2.0,1.0,148.0,17.0,
10489,L008562,410300 ,2022JJ00,,,,,
10490,L008562,410300 ,2023JJ00,,,,,
10491,L008562,800010 ,2021JJ00,26.0,44.0,2171.0,349.0,
10492,L008562,800010 ,2022JJ00,,,,,
10493,L008562,800010 ,2023JJ00,,,2335.0,,
10494,L008562,412700 ,2021JJ00,,1.0,,,
10495,L008562,412700 ,2022JJ00,4.0,1.0,,43.0,
10496,L008562,412700 ,2023JJ00,3.0,1.0,,48.0,
10497,L008562,413700 ,2021JJ00,,,,,
10498,L008562,413700 ,2022JJ00,,,,,
10499,L008562,413700 ,2023JJ00,,,,,
10500,L008562,414300 ,2021JJ00,,,,,
10501,L008562,414300 ,2022JJ00,,,,,
10502,L008562,414300 ,2023JJ00,,,,,
10503,L008562,415000 ,2021JJ00,,,,,
10504,L008562,415000 ,2022JJ00,,,,,
10505,L008562,415000 ,2023JJ00,,,,,
10506,L008562,415900 ,2021JJ00,17.0,,2006.0,298.0,
10507,L008562,415900 ,2022JJ00,16.0,,,,
10508,L008562,415900 ,2023JJ00,30.0,,2094.0,448.0,
10509,L008562,419000 ,2021JJ00,,,,,
10510,L008562,419000 ,2022JJ00,,,,,
10511,L008562,419000 ,2023JJ00,,,,,
10512,L008562,419100 ,2021JJ00,,,,,
10513,L008562,419100 ,2022JJ00,,,,,
10514,L008562,419100 ,2023JJ00,,,,,
10515,L008562,422400 ,2021JJ00,,,,,
10516,L008562,422400 ,2022JJ00,,,,,
10517,L008562,422400 ,2023JJ00,,,,,
10518,L008562,422500 ,2021JJ00,,,,,
10519,L008562,422500 ,2022JJ00,,,,,
10520,L008562,422500 ,2023JJ00,,,,,
10521,L008562,425300 ,2021JJ00,,,,,
10522,L008562,425300 ,2022JJ00,,,,,
10523,L008562,425300 ,2023JJ00,,,,,
10524,L008562,425305 ,2021JJ00,,,,,
10525,L008562,425305 ,2022JJ00,,,,,
10526,L008562,425305 ,2023JJ00,,,,,
10527,L008562,426600 ,2021JJ00,,,,,
10528,L008562,426600 ,2022JJ00,,,,,
10529,L008562,426600 ,2023JJ00,,,,,
10530,L008562,428100 ,2021JJ00,,,,,
10531,L008562,428100 ,2022JJ00,,,,,
10532,L008562,428100 ,2023JJ00,,,,,
10533,L008562,428200 ,2021JJ00,,,,,
10534,L008562,428200 ,2022JJ00,,,,,
10535,L008562,428200 ,2023JJ00,,,,,
10536,L008562,429300 ,2021JJ00,,,,,
10537,L008562,429300 ,2022JJ00,,,,,
10538,L008562,429300 ,2023JJ00,,,,,
10539,L008562,430600 ,2021JJ00,,,,,
10540,L008562,430600 ,2022JJ00,,,,,
10541,L008562,430600 ,2023JJ00,,,,,
10542,L008562,431100 ,2021JJ00,,,,,
10543,L008562,431100 ,2022JJ00,,,,,
10544,L008562,431100 ,2023JJ00,,,,,
10545,L008562,435500 ,2021JJ00,,,,,
10546,L008562,435500 ,2022JJ00,,,,,
10547,L008562,435500 ,2023JJ00,,,,,
10548,L008562,435600 ,2021JJ00,,,,,
10549,L008562,435600 ,2022JJ00,,,,,
10550,L008562,435600 ,2023JJ00,,,,,
10551,L008562,437500 ,2021JJ00,,,,,
10552,L008562,437500 ,2022JJ00,,,,,
10553,L008562,437500 ,2023JJ00,,,,,
10554,L008562,438600 ,2021JJ00,,,,,
10555,L008562,438600 ,2022JJ00,,,,,
10556,L008562,438600 ,2023JJ00,,,,,
10557,L008562,441000 ,2021JJ00,,,,,
10558,L008562,441000 ,2022JJ00,,,,,
10559,L008562,441000 ,2023JJ00,,,,,
10560,L008564,305700 ,2021JJ00,,,,,
10561,L008564,305700 ,2022JJ00,,,,,
10562,L008564,305700 ,2023JJ00,,,,,
10563,L008564,800012 ,2021JJ00,,,,,
10564,L008564,800012 ,2022JJ00,,,,,
10565,L008564,800012 ,2023JJ00,,,,,
10566,L008564,305800 ,2021JJ00,,,,,
10567,L008564,305800 ,2022JJ00,,,,,
10568,L008564,305800 ,2023JJ00,,,,,
10569,L008564,306300 ,2021JJ00,,,,,
10570,L008564,306300 ,2022JJ00,,,,,
10571,L008564,306300 ,2023JJ00,,,,,
10572,L008564,307000 ,2021JJ00,,,,,
10573,L008564,307000 ,2022JJ00,,,,,
10574,L008564,307000 ,2023JJ00,,,,,
10575,L008564,307500 ,2021JJ00,,,,,
10576,L008564,307500 ,2022JJ00,,,,,
10577,L008564,307500 ,2023JJ00,,,,,
