ID,Marges,Kenmerken,MateVanEenzaamheid,Perioden,Eenzaamheid_1,SocialeEenzaamheid_2,EmotioneleEenzaamheid_3
1263,MOG0095,1018905,A052501,2023JJ00,59.2,55.1,57.5
1264,MOG0095,1018905,A052501,2024JJ00,57.8,54.3,59.1
1265,MOG0095,1018905,A052502,2019JJ00,23.9,26.7,23.7
1266,MOG0095,1018905,A052502,2021JJ00,29.0,26.3,34.2
1267,MOG0095,1018905,A052502,2022JJ00,27.9,27.3,29.5
1268,MOG0095,1018905,A052502,2023JJ00,26.0,28.2,27.8
1269,MOG0095,1018905,A052502,2024JJ00,27.6,27.2,26.6
1270,MOG0095,1018905,A052503,2019JJ00,7.3,10.3,7.0
1271,MOG0095,1018905,A052503,2021JJ00,9.7,11.8,9.7
1272,MOG0095,1018905,A052503,2022JJ00,9.8,12.2,9.8
1273,MOG0095,1018905,A052503,2023JJ00,9.5,11.2,9.4
1274,MOG0095,1018905,A052503,2024JJ00,9.3,13.0,8.8
1275,MOG0095,1018955,A052501,2019JJ00,64.5,58.8,64.8
1276,MOG0095,1018955,A052501,2021JJ00,52.9,53.4,47.6
1277,MOG0095,1018955,A052501,2022JJ00,60.0,56.1,58.2
1278,MOG0095,1018955,A052501,2023JJ00,58.1,54.8,58.2
1279,MOG0095,1018955,A052501,2024JJ00,62.7,55.9,60.9
1280,MOG0095,1018955,A052502,2019JJ00,21.6,23.3,21.9
1281,MOG0095,1018955,A052502,2021JJ00,30.1,26.1,35.8
1282,MOG0095,1018955,A052502,2022JJ00,24.5,26.7,26.4
1283,MOG0095,1018955,A052502,2023JJ00,26.1,26.6,25.0
1284,MOG0095,1018955,A052502,2024JJ00,23.9,26.5,25.9
1285,MOG0095,1018955,A052503,2019JJ00,7.2,10.7,6.6
1286,MOG0095,1018955,A052503,2021JJ00,8.8,12.1,8.3
1287,MOG0095,1018955,A052503,2022JJ00,8.7,10.2,8.5
1288,MOG0095,1018955,A052503,2023JJ00,8.8,11.4,9.8
1289,MOG0095,1018955,A052503,2024JJ00,6.5,10.2,6.2
1290,MOG0095,1019005,A052501,2019JJ00,65.4,59.7,63.8
1291,MOG0095,1019005,A052501,2021JJ00,60.4,60.2,56.0
1292,MOG0095,1019005,A052501,2022JJ00,61.1,58.4,60.2
1293,MOG0095,1019005,A052501,2023JJ00,59.7,55.6,59.2
1294,MOG0095,1019005,A052501,2024JJ00,61.0,56.0,62.4
1295,MOG0095,1019005,A052502,2019JJ00,23.6,26.4,24.8
1296,MOG0095,1019005,A052502,2021JJ00,25.7,22.3,30.0
1297,MOG0095,1019005,A052502,2022JJ00,26.0,26.1,26.5
1298,MOG0095,1019005,A052502,2023JJ00,25.7,27.0,25.3
1299,MOG0095,1019005,A052502,2024JJ00,26.9,26.8,25.3
1300,MOG0095,1019005,A052503,2019JJ00,5.4,8.1,5.8
1301,MOG0095,1019005,A052503,2021JJ00,7.6,11.1,7.5
1302,MOG0095,1019005,A052503,2022JJ00,7.1,9.6,7.5
1303,MOG0095,1019005,A052503,2023JJ00,8.6,11.2,9.4
1304,MOG0095,1019005,A052503,2024JJ00,6.2,10.9,6.3
1305,MOG0095,1019052,A052501,2019JJ00,64.2,57.9,63.9
1306,MOG0095,1019052,A052501,2021JJ00,55.2,53.4,52.3
1307,MOG0095,1019052,A052501,2022JJ00,55.7,51.1,57.0
1308,MOG0095,1019052,A052501,2023JJ00,57.8,54.2,56.2
1309,MOG0095,1019052,A052501,2024JJ00,54.0,51.7,55.1
1310,MOG0095,1019052,A052502,2019JJ00,21.2,23.9,22.2
1311,MOG0095,1019052,A052502,2021JJ00,25.6,26.0,29.8
1312,MOG0095,1019052,A052502,2022JJ00,27.8,28.1,25.1
1313,MOG0095,1019052,A052502,2023JJ00,26.5,27.3,25.4
1314,MOG0095,1019052,A052502,2024JJ00,27.7,25.2,25.4
1315,MOG0095,1019052,A052503,2019JJ00,5.6,8.5,4.9
1316,MOG0095,1019052,A052503,2021JJ00,8.0,9.2,6.7
1317,MOG0095,1019052,A052503,2022JJ00,6.3,10.2,7.6
1318,MOG0095,1019052,A052503,2023JJ00,5.6,8.1,7.9
1319,MOG0095,1019052,A052503,2024JJ00,7.6,12.1,8.6
1320,MOG0095,A028717,A052501,2019JJ00,49.7,48.5,47.9
1321,MOG0095,A028717,A052501,2021JJ00,42.6,48.6,38.7
1322,MOG0095,A028717,A052501,2022JJ00,45.4,47.8,41.4
1323,MOG0095,A028717,A052501,2023JJ00,43.9,48.1,40.7
1324,MOG0095,A028717,A052501,2024JJ00,44.3,47.7,42.3
1325,MOG0095,A028717,A052502,2019JJ00,29.2,28.2,29.0
1326,MOG0095,A028717,A052502,2021JJ00,32.8,24.8,36.2
1327,MOG0095,A028717,A052502,2022JJ00,31.4,26.6,33.8
1328,MOG0095,A028717,A052502,2023JJ00,32.8,26.1,34.6
1329,MOG0095,A028717,A052502,2024JJ00,32.7,27.0,32.7
1330,MOG0095,A028717,A052503,2019JJ00,11.7,13.9,13.6
1331,MOG0095,A028717,A052503,2021JJ00,14.3,16.4,14.6
1332,MOG0095,A028717,A052503,2022JJ00,14.6,17.0,16.0
1333,MOG0095,A028717,A052503,2023JJ00,14.7,17.2,15.9
1334,MOG0095,A028717,A052503,2024JJ00,13.7,15.9,15.5
1335,MOG0095,A028718,A052501,2019JJ00,55.3,52.8,53.7
1336,MOG0095,A028718,A052501,2021JJ00,45.6,50.1,42.9
1337,MOG0095,A028718,A052501,2022JJ00,51.8,51.8,49.9
1338,MOG0095,A028718,A052501,2023JJ00,49.2,48.0,49.2
1339,MOG0095,A028718,A052501,2024JJ00,50.7,50.4,48.8
1340,MOG0095,A028718,A052502,2019JJ00,28.3,27.3,30.7
1341,MOG0095,A028718,A052502,2021JJ00,34.3,26.1,38.9
1342,MOG0095,A028718,A052502,2022JJ00,31.8,27.6,33.2
1343,MOG0095,A028718,A052502,2023JJ00,32.7,29.8,33.0
1344,MOG0095,A028718,A052502,2024JJ00,32.2,27.5,33.6
1345,MOG0095,A028718,A052503,2019JJ00,9.8,13.1,8.9
1346,MOG0095,A028718,A052503,2021JJ00,12.7,16.3,10.8
1347,MOG0095,A028718,A052503,2022JJ00,10.3,14.3,10.6
1348,MOG0095,A028718,A052503,2023JJ00,11.6,15.6,11.2
1349,MOG0095,A028718,A052503,2024JJ00,10.4,15.3,10.8
1350,MOG0095,A028719,A052501,2019JJ00,65.2,57.5,66.5
1351,MOG0095,A028719,A052501,2021JJ00,58.2,55.8,53.7
1352,MOG0095,A028719,A052501,2022JJ00,59.6,54.8,58.1
1353,MOG0095,A028719,A052501,2023JJ00,60.7,55.1,59.4
1354,MOG0095,A028719,A052501,2024JJ00,59.3,53.7,62.3
1355,MOG0095,A028719,A052502,2019JJ00,22.7,26.6,23.2
1356,MOG0095,A028719,A052502,2021JJ00,26.8,26.1,31.0
1357,MOG0095,A028719,A052502,2022JJ00,26.3,27.5,29.2
1358,MOG0095,A028719,A052502,2023JJ00,24.9,27.2,26.0
1359,MOG0095,A028719,A052502,2024JJ00,27.5,27.6,25.1
1360,MOG0095,A028719,A052503,2019JJ00,6.9,10.4,5.4
1361,MOG0095,A028719,A052503,2021JJ00,9.1,12.0,9.3
1362,MOG0095,A028719,A052503,2022JJ00,9.0,12.3,7.5
1363,MOG0095,A028719,A052503,2023JJ00,9.1,12.1,9.2
1364,MOG0095,A028719,A052503,2024JJ00,7.9,13.1,7.3
1365,MOG0095,A028720,A052501,2019JJ00,72.2,64.6,72.7
1366,MOG0095,A028720,A052501,2021JJ00,63.3,62.7,56.2
1367,MOG0095,A028720,A052501,2022JJ00,65.2,59.7,64.3
1368,MOG0095,A028720,A052501,2023JJ00,67.8,61.2,66.7
1369,MOG0095,A028720,A052501,2024JJ00,67.3,59.7,67.5
1370,MOG0095,A028720,A052502,2019JJ00,19.3,23.7,19.7
1371,MOG0095,A028720,A052502,2021JJ00,26.2,23.9,32.9
1372,MOG0095,A028720,A052502,2022JJ00,23.3,26.8,24.6
1373,MOG0095,A028720,A052502,2023JJ00,21.6,26.0,22.3
1374,MOG0095,A028720,A052502,2024JJ00,22.7,26.3,22.9
1375,MOG0095,A028720,A052503,2019JJ00,4.5,7.2,3.6
1376,MOG0095,A028720,A052503,2021JJ00,5.8,8.6,6.0
1377,MOG0095,A028720,A052503,2022JJ00,7.1,8.9,6.7
1378,MOG0095,A028720,A052503,2023JJ00,6.3,8.2,6.6
1379,MOG0095,A028720,A052503,2024JJ00,5.8,9.3,5.3
1380,MOG0095,A027865,A052501,2019JJ00,70.7,64.2,70.3
1381,MOG0095,A027865,A052501,2021JJ00,62.2,62.3,55.7
1382,MOG0095,A027865,A052501,2022JJ00,65.4,61.3,62.9
1383,MOG0095,A027865,A052501,2023JJ00,66.5,61.4,64.5
1384,MOG0095,A027865,A052501,2024JJ00,66.7,61.6,66.0
1385,MOG0095,A027865,A052502,2019JJ00,21.6,24.5,22.6
1386,MOG0095,A027865,A052502,2021JJ00,27.4,24.5,34.2
1387,MOG0095,A027865,A052502,2022JJ00,25.1,26.2,28.0
1388,MOG0095,A027865,A052502,2023JJ00,23.9,26.4,25.9
1389,MOG0095,A027865,A052502,2024JJ00,24.9,26.1,25.2
1390,MOG0095,A027865,A052503,2019JJ00,4.6,7.9,3.9
1391,MOG0095,A027865,A052503,2021JJ00,6.7,9.5,6.3
1392,MOG0095,A027865,A052503,2022JJ00,6.4,9.2,5.8
1393,MOG0095,A027865,A052503,2023JJ00,6.4,8.8,6.3
1394,MOG0095,A027865,A052503,2024JJ00,5.1,8.8,5.5
1395,MOG0095,A025750,A052501,2019JJ00,50.3,46.2,51.1
1396,MOG0095,A025750,A052501,2021JJ00,40.4,43.9,39.5
1397,MOG0095,A025750,A052501,2022JJ00,44.6,43.9,44.9
1398,MOG0095,A025750,A052501,2023JJ00,45.4,43.7,46.0
1399,MOG0095,A025750,A052501,2024JJ00,43.6,42.0,45.7
1400,MOG0095,A025750,A052502,2019JJ00,30.5,31.3,30.9
1401,MOG0095,A025750,A052502,2021JJ00,36.4,29.1,37.5
1402,MOG0095,A025750,A052502,2022JJ00,33.9,30.8,34.0
1403,MOG0095,A025750,A052502,2023JJ00,33.8,31.2,32.1
1404,MOG0095,A025750,A052502,2024JJ00,34.4,31.1,33.9
1405,MOG0095,A025750,A052503,2019JJ00,12.8,16.0,11.5
1406,MOG0095,A025750,A052503,2021JJ00,16.0,19.7,15.6
1407,MOG0095,A025750,A052503,2022JJ00,15.3,19.0,14.9
1408,MOG0095,A025750,A052503,2023JJ00,14.6,18.9,15.6
1409,MOG0095,A025750,A052503,2024JJ00,15.6,20.3,14.0
1410,MOG0095,A025751,A052501,2019JJ00,33.8,34.2,33.4
1411,MOG0095,A025751,A052501,2021JJ00,29.7,32.4,28.1
1412,MOG0095,A025751,A052501,2022JJ00,30.6,32.6,29.6
1413,MOG0095,A025751,A052501,2023JJ00,30.8,36.4,29.8
1414,MOG0095,A025751,A052501,2024JJ00,31.6,32.8,34.9
1415,MOG0095,A025751,A052502,2019JJ00,28.4,29.5,27.0
1416,MOG0095,A025751,A052502,2021JJ00,31.3,26.1,30.8
1417,MOG0095,A025751,A052502,2022JJ00,31.7,30.4,28.9
1418,MOG0095,A025751,A052502,2023JJ00,32.1,25.3,31.6
1419,MOG0095,A025751,A052502,2024JJ00,34.5,27.2,28.9
1420,MOG0095,A025751,A052503,2019JJ00,23.2,21.7,24.9
1421,MOG0095,A025751,A052503,2021JJ00,23.3,25.7,25.2
1422,MOG0095,A025751,A052503,2022JJ00,24.7,24.0,28.4
1423,MOG0095,A025751,A052503,2023JJ00,24.2,25.5,25.4
1424,MOG0095,A025751,A052503,2024JJ00,20.8,26.7,22.8
1425,MOG0095,A027891,A052501,2019JJ00,68.2,62.8,66.5
1426,MOG0095,A027891,A052501,2021JJ00,59.6,61.4,53.5
1427,MOG0095,A027891,A052501,2022JJ00,62.2,59.6,59.2
1428,MOG0095,A027891,A052501,2023JJ00,63.2,59.9,60.6
1429,MOG0095,A027891,A052501,2024JJ00,62.8,59.2,62.1
1430,MOG0095,A027891,A052502,2019JJ00,22.8,25.8,24.5
1431,MOG0095,A027891,A052502,2021JJ00,29.0,24.9,34.5
1432,MOG0095,A027891,A052502,2022JJ00,26.6,26.8,29.3
1433,MOG0095,A027891,A052502,2023JJ00,25.6,26.6,27.7
1434,MOG0095,A027891,A052502,2024JJ00,26.8,26.4,27.1
1435,MOG0095,A027891,A052503,2019JJ00,6.0,8.2,5.9
1436,MOG0095,A027891,A052503,2021JJ00,8.0,10.3,8.5
1437,MOG0095,A027891,A052503,2022JJ00,8.2,10.5,8.4
1438,MOG0095,A027891,A052503,2023JJ00,8.1,10.3,8.6
1439,MOG0095,A027891,A052503,2024JJ00,7.3,11.1,7.7
1440,MOG0095,A027892,A052501,2019JJ00,50.1,42.9,57.1
1441,MOG0095,A027892,A052501,2021JJ00,42.8,39.9,40.7
1442,MOG0095,A027892,A052501,2022JJ00,43.1,39.1,47.1
1443,MOG0095,A027892,A052501,2023JJ00,44.0,39.9,47.8
1444,MOG0095,A027892,A052501,2024JJ00,45.0,39.1,47.8
1445,MOG0095,A027892,A052502,2019JJ00,29.2,29.9,24.8
1446,MOG0095,A027892,A052502,2021JJ00,31.8,30.0,37.6
1447,MOG0095,A027892,A052502,2022JJ00,34.6,33.7,32.5
1448,MOG0095,A027892,A052502,2023JJ00,32.9,32.0,30.1
1449,MOG0095,A027892,A052502,2024JJ00,33.6,33.4,32.0
1450,MOG0095,A027892,A052503,2019JJ00,11.5,17.7,9.3
1451,MOG0095,A027892,A052503,2021JJ00,15.0,19.5,11.3
1452,MOG0095,A027892,A052503,2022JJ00,13.1,17.8,11.3
1453,MOG0095,A027892,A052503,2023JJ00,14.1,18.8,13.0
1454,MOG0095,A027892,A052503,2024JJ00,12.2,17.9,10.9
1455,MOG0095,A027893,A052501,2019JJ00,30.9,25.4,37.2
1456,MOG0095,A027893,A052501,2021JJ00,24.7,23.7,30.2
1457,MOG0095,A027893,A052501,2022JJ00,30.9,25.6,37.0
1458,MOG0095,A027893,A052501,2023JJ00,26.8,19.9,35.6
1459,MOG0095,A027893,A052501,2024JJ00,28.3,24.8,37.7
1460,MOG0095,A027893,A052502,2019JJ00,31.2,28.4,32.0
1461,MOG0095,A027893,A052502,2021JJ00,34.7,26.7,34.7
1462,MOG0095,A027893,A052502,2022JJ00,31.2,28.7,29.4
1463,MOG0095,A027893,A052502,2023JJ00,35.9,34.8,27.7
1464,MOG0095,A027893,A052502,2024JJ00,33.8,31.3,28.8
1465,MOG0095,A027893,A052503,2019JJ00,23.4,31.7,16.5
1466,MOG0095,A027893,A052503,2021JJ00,25.2,34.3,19.7
1467,MOG0095,A027893,A052503,2022JJ00,24.1,31.9,19.9
1468,MOG0095,A027893,A052503,2023JJ00,23.7,31.7,22.8
1469,MOG0095,A027893,A052503,2024JJ00,23.6,29.5,19.1
1470,MOG0095,A027896,A052501,2019JJ00,70.1,65.3,66.6
1471,MOG0095,A027896,A052501,2021JJ00,61.2,63.6,53.4
1472,MOG0095,A027896,A052501,2022JJ00,63.6,61.6,59.5
1473,MOG0095,A027896,A052501,2023JJ00,63.9,60.7,60.6
1474,MOG0095,A027896,A052501,2024JJ00,64.7,60.9,62.8
1475,MOG0095,A027896,A052502,2019JJ00,21.5,24.4,24.7
1476,MOG0095,A027896,A052502,2021JJ00,28.0,24.1,34.7
1477,MOG0095,A027896,A052502,2022JJ00,25.9,25.9,29.3
1478,MOG0095,A027896,A052502,2023JJ00,25.4,27.0,27.6
1479,MOG0095,A027896,A052502,2024JJ00,26.0,26.4,26.6
1480,MOG0095,A027896,A052503,2019JJ00,5.3,7.0,5.4
1481,MOG0095,A027896,A052503,2021JJ00,7.1,8.6,8.0
1482,MOG0095,A027896,A052503,2022JJ00,7.3,9.2,7.9
1483,MOG0095,A027896,A052503,2023JJ00,7.5,9.0,8.5
1484,MOG0095,A027896,A052503,2024JJ00,6.1,9.3,7.3
1485,MOG0095,A027897,A052501,2019JJ00,53.4,43.3,62.5
1486,MOG0095,A027897,A052501,2021JJ00,45.6,42.7,47.4
1487,MOG0095,A027897,A052501,2022JJ00,50.3,45.1,52.5
1488,MOG0095,A027897,A052501,2023JJ00,50.2,45.1,54.5
1489,MOG0095,A027897,A052501,2024JJ00,45.8,41.9,51.6
1490,MOG0095,A027897,A052502,2019JJ00,29.3,32.9,23.1
1491,MOG0095,A027897,A052502,2021JJ00,34.3,30.8,34.1
1492,MOG0095,A027897,A052502,2022JJ00,29.8,30.8,29.7
1493,MOG0095,A027897,A052502,2023JJ00,31.0,29.6,28.3
1494,MOG0095,A027897,A052502,2024JJ00,33.9,31.2,31.0
1495,MOG0095,A027897,A052503,2019JJ00,9.9,16.1,7.5
1496,MOG0095,A027897,A052503,2021JJ00,12.2,18.3,10.7
1497,MOG0095,A027897,A052503,2022JJ00,12.8,16.9,10.7
1498,MOG0095,A027897,A052503,2023JJ00,11.4,17.7,9.9
1499,MOG0095,A027897,A052503,2024JJ00,12.5,18.9,9.9
1500,MOG0095,A027898,A052501,2019JJ00,26.2,23.1,38.3
1501,MOG0095,A027898,A052501,2021JJ00,27.5,25.9,33.5
1502,MOG0095,A027898,A052501,2022JJ00,28.6,22.4,39.0
1503,MOG0095,A027898,A052501,2023JJ00,26.1,23.0,34.3
1504,MOG0095,A027898,A052501,2024JJ00,28.0,22.4,37.4
1505,MOG0095,A027898,A052502,2019JJ00,36.7,31.5,30.1
1506,MOG0095,A027898,A052502,2021JJ00,33.6,26.4,35.8
1507,MOG0095,A027898,A052502,2022JJ00,37.9,35.5,31.5
1508,MOG0095,A027898,A052502,2023JJ00,34.1,29.4,30.2
1509,MOG0095,A027898,A052502,2024JJ00,34.2,30.0,31.1
1510,MOG0095,A027898,A052503,2019JJ00,25.0,33.3,19.5
1511,MOG0095,A027898,A052503,2021JJ00,26.7,35.5,18.5
1512,MOG0095,A027898,A052503,2022JJ00,22.9,31.3,18.8
1513,MOG0095,A027898,A052503,2023JJ00,28.3,36.2,23.8
1514,MOG0095,A027898,A052503,2024JJ00,26.2,36.0,19.7
1515,MOG0095,A027901,A052501,2019JJ00,69.9,63.9,68.0
1516,MOG0095,A027901,A052501,2021JJ00,62.4,63.3,57.0
1517,MOG0095,A027901,A052501,2022JJ00,65.7,61.6,62.6
1518,MOG0095,A027901,A052501,2023JJ00,66.0,61.9,63.5
1519,MOG0095,A027901,A052501,2024JJ00,66.0,61.4,64.8
1520,MOG0095,A027901,A052502,2019JJ00,21.3,24.7,23.2
1521,MOG0095,A027901,A052502,2021JJ00,27.1,23.7,31.8
1522,MOG0095,A027901,A052502,2022JJ00,23.7,25.2,26.2
1523,MOG0095,A027901,A052502,2023JJ00,23.9,25.5,25.6
1524,MOG0095,A027901,A052502,2024JJ00,24.6,25.3,25.3
1525,MOG0095,A027901,A052503,2019JJ00,5.3,7.6,5.2
1526,MOG0095,A027901,A052503,2021JJ00,6.4,8.9,7.0
1527,MOG0095,A027901,A052503,2022JJ00,7.1,9.5,7.5
1528,MOG0095,A027901,A052503,2023JJ00,6.4,8.9,7.2
1529,MOG0095,A027901,A052503,2024JJ00,5.8,9.5,6.2
1530,MOG0095,A027902,A052501,2019JJ00,60.5,54.9,61.8
1531,MOG0095,A027902,A052501,2021JJ00,51.9,52.2,47.2
1532,MOG0095,A027902,A052501,2022JJ00,56.3,53.7,56.5
1533,MOG0095,A027902,A052501,2023JJ00,58.2,53.7,57.1
1534,MOG0095,A027902,A052501,2024JJ00,54.5,50.5,58.0
1535,MOG0095,A027902,A052502,2019JJ00,25.6,27.5,25.2
1536,MOG0095,A027902,A052502,2021JJ00,31.4,28.4,36.6
1537,MOG0095,A027902,A052502,2022JJ00,28.9,26.8,29.1
1538,MOG0095,A027902,A052502,2023JJ00,25.1,27.8,26.9
1539,MOG0095,A027902,A052502,2024JJ00,31.2,29.3,28.0
1540,MOG0095,A027902,A052503,2019JJ00,7.6,10.9,6.8
1541,MOG0095,A027902,A052503,2021JJ00,9.7,12.3,9.1
1542,MOG0095,A027902,A052503,2022JJ00,8.8,13.2,8.3
1543,MOG0095,A027902,A052503,2023JJ00,10.5,12.2,9.8
1544,MOG0095,A027902,A052503,2024JJ00,8.2,13.7,7.8
1545,MOG0095,A027903,A052501,2019JJ00,49.4,44.7,52.7
1546,MOG0095,A027903,A052501,2021JJ00,41.3,43.5,37.4
1547,MOG0095,A027903,A052501,2022JJ00,41.1,40.7,41.2
1548,MOG0095,A027903,A052501,2023JJ00,41.5,39.9,43.4
1549,MOG0095,A027903,A052501,2024JJ00,44.3,42.3,45.0
1550,MOG0095,A027903,A052502,2019JJ00,29.2,29.3,28.3
1551,MOG0095,A027903,A052502,2021JJ00,33.6,26.8,39.6
1552,MOG0095,A027903,A052502,2022JJ00,35.6,33.7,37.3
1553,MOG0095,A027903,A052502,2023JJ00,35.2,31.9,33.5
1554,MOG0095,A027903,A052502,2024JJ00,32.3,30.4,32.5
1555,MOG0095,A027903,A052503,2019JJ00,14.0,18.4,11.6
1556,MOG0095,A027903,A052503,2021JJ00,17.4,21.9,15.4
1557,MOG0095,A027903,A052503,2022JJ00,16.5,18.7,14.8
1558,MOG0095,A027903,A052503,2023JJ00,16.4,21.2,16.1
1559,MOG0095,A027903,A052503,2024JJ00,16.2,20.1,15.3
1560,MBG0095,T009002,A052501,2019JJ00,66.8,61.3,66.7
1561,MBG0095,T009002,A052501,2021JJ00,58.8,59.9,53.9
1562,MBG0095,T009002,A052501,2022JJ00,61.2,58.3,59.6
1563,MBG0095,T009002,A052501,2023JJ00,61.7,58.2,60.6
1564,MBG0095,T009002,A052501,2024JJ00,61.8,57.9,62.1
1565,MBG0095,T009002,A052502,2019JJ00,26.8,29.2,27.6
1566,MBG0095,T009002,A052502,2021JJ00,32.7,28.5,37.9
1567,MBG0095,T009002,A052502,2022JJ00,30.2,30.2,32.3
1568,MBG0095,T009002,A052502,2023JJ00,29.7,30.3,30.6
1569,MBG0095,T009002,A052502,2024JJ00,30.7,30.2,30.4
1570,MBG0095,T009002,A052503,2019JJ00,9.4,12.7,8.6
1571,MBG0095,T009002,A052503,2021JJ00,11.9,15.0,11.6
1572,MBG0095,T009002,A052503,2022JJ00,11.5,14.5,11.1
1573,MBG0095,T009002,A052503,2023JJ00,11.6,14.6,11.8
1574,MBG0095,T009002,A052503,2024JJ00,10.6,15.0,10.5
1575,MBG0095,3000   ,A052501,2019JJ00,66.9,58.9,69.5
1576,MBG0095,3000   ,A052501,2021JJ00,59.6,57.2,56.8
1577,MBG0095,3000   ,A052501,2022JJ00,61.3,56.0,61.4
1578,MBG0095,3000   ,A052501,2023JJ00,60.6,54.7,62.4
1579,MBG0095,3000   ,A052501,2024JJ00,61.6,55.4,65.0
1580,MBG0095,3000   ,A052502,2019JJ00,28.6,32.1,27.1
1581,MBG0095,3000   ,A052502,2021JJ00,33.8,31.3,38.0
1582,MBG0095,3000   ,A052502,2022JJ00,31.4,32.0,32.9
1583,MBG0095,3000   ,A052502,2023JJ00,31.6,32.9,31.0
1584,MBG0095,3000   ,A052502,2024JJ00,32.5,32.9,30.1
1585,MBG0095,3000   ,A052503,2019JJ00,8.8,13.6,7.7
1586,MBG0095,3000   ,A052503,2021JJ00,11.4,16.5,10.1
1587,MBG0095,3000   ,A052503,2022JJ00,11.5,16.4,9.9
1588,MBG0095,3000   ,A052503,2023JJ00,12.2,16.9,10.9
1589,MBG0095,3000   ,A052503,2024JJ00,10.2,16.3,9.1
1590,MBG0095,4000   ,A052501,2019JJ00,67.6,64.5,64.9
1591,MBG0095,4000   ,A052501,2021JJ00,59.1,63.5,52.2
1592,MBG0095,4000   ,A052501,2022JJ00,62.0,61.5,58.7
1593,MBG0095,4000   ,A052501,2023JJ00,63.7,62.5,59.8
1594,MBG0095,4000   ,A052501,2024JJ00,62.9,61.4,60.2
1595,MBG0095,4000   ,A052502,2019JJ00,25.9,27.2,29.1
1596,MBG0095,4000   ,A052502,2021JJ00,32.7,26.7,38.9
1597,MBG0095,4000   ,A052502,2022JJ00,30.0,29.3,32.5
1598,MBG0095,4000   ,A052502,2023JJ00,28.8,28.6,31.1
1599,MBG0095,4000   ,A052502,2024JJ00,29.8,28.5,31.7
1600,MBG0095,4000   ,A052503,2019JJ00,10.6,12.5,10.2
1601,MBG0095,4000   ,A052503,2021JJ00,13.0,14.4,13.8
1602,MBG0095,4000   ,A052503,2022JJ00,12.0,13.3,13.0
1603,MBG0095,4000   ,A052503,2023JJ00,11.6,13.1,13.4
1604,MBG0095,4000   ,A052503,2024JJ00,11.6,14.5,12.6
1605,MBG0095,53050  ,A052501,2019JJ00,69.0,65.3,65.5
1606,MBG0095,53050  ,A052501,2021JJ00,58.7,61.9,47.0
1607,MBG0095,53050  ,A052501,2022JJ00,57.5,54.2,52.3
1608,MBG0095,53050  ,A052501,2023JJ00,58.5,56.1,54.9
1609,MBG0095,53050  ,A052501,2024JJ00,61.4,60.7,55.8
1610,MBG0095,53050  ,A052502,2019JJ00,28.4,31.2,32.9
1611,MBG0095,53050  ,A052502,2021JJ00,37.1,34.7,46.8
1612,MBG0095,53050  ,A052502,2022JJ00,36.5,39.4,40.4
1613,MBG0095,53050  ,A052502,2023JJ00,37.3,38.3,37.8
1614,MBG0095,53050  ,A052502,2024JJ00,34.1,34.4,37.8
1615,MBG0095,53050  ,A052503,2019JJ00,11.4,12.5,10.4
1616,MBG0095,53050  ,A052503,2021JJ00,13.9,13.1,16.2
1617,MBG0095,53050  ,A052503,2022JJ00,14.4,15.0,15.9
1618,MBG0095,53050  ,A052503,2023JJ00,12.6,14.2,16.1
1619,MBG0095,53050  ,A052503,2024JJ00,13.1,13.6,15.4
1620,MBG0095,53500  ,A052501,2019JJ00,70.5,65.8,69.5
1621,MBG0095,53500  ,A052501,2021JJ00,60.2,64.4,51.5
1622,MBG0095,53500  ,A052501,2022JJ00,63.1,65.5,56.3
1623,MBG0095,53500  ,A052501,2023JJ00,63.6,63.5,59.4
1624,MBG0095,53500  ,A052501,2024JJ00,66.5,65.0,61.7
1625,MBG0095,53500  ,A052502,2019JJ00,27.6,30.7,28.8
1626,MBG0095,53500  ,A052502,2021JJ00,33.2,27.1,44.3
1627,MBG0095,53500  ,A052502,2022JJ00,32.1,28.8,40.0
1628,MBG0095,53500  ,A052502,2023JJ00,30.8,29.8,34.4
1629,MBG0095,53500  ,A052502,2024JJ00,29.0,28.7,32.8
1630,MBG0095,53500  ,A052503,2019JJ00,9.9,11.9,9.9
1631,MBG0095,53500  ,A052503,2021JJ00,16.1,17.9,13.7
1632,MBG0095,53500  ,A052503,2022JJ00,12.8,13.7,11.9
1633,MBG0095,53500  ,A052503,2023JJ00,14.0,15.1,14.9
1634,MBG0095,53500  ,A052503,2024JJ00,12.3,14.2,13.6
1635,MBG0095,53700  ,A052501,2019JJ00,69.3,62.5,69.4
1636,MBG0095,53700  ,A052501,2021JJ00,62.5,63.6,54.8
1637,MBG0095,53700  ,A052501,2022JJ00,62.1,59.8,60.0
1638,MBG0095,53700  ,A052501,2023JJ00,62.2,58.8,61.2
1639,MBG0095,53700  ,A052501,2024JJ00,66.2,62.1,64.1
1640,MBG0095,53700  ,A052502,2019JJ00,25.7,30.1,28.8
1641,MBG0095,53700  ,A052502,2021JJ00,32.9,27.8,41.8
1642,MBG0095,53700  ,A052502,2022JJ00,29.7,29.5,32.9
1643,MBG0095,53700  ,A052502,2023JJ00,30.6,29.5,33.6
1644,MBG0095,53700  ,A052502,2024JJ00,29.1,29.9,31.8
1645,MBG0095,53700  ,A052503,2019JJ00,13.2,16.1,10.0
1646,MBG0095,53700  ,A052503,2021JJ00,13.9,17.9,13.0
