ID,LandbouwgoederenEnDiensten,Perioden,OutputAfProducentwaarde_1,OutputBasisprijzen_2,OutputAfProducentwaarde_3,OutputBasisprijzen_4,OutputAfProducentwaarde_5,OutputBasisprijzen_6,OutputAfProducentwaarde_7,OutputBasisprijzen_8
775,4230  ,2011JJ00,71.0,71.0,69.0,69.0,-24.2,-24.2,102.9,102.9
776,4230  ,2012JJ00,72.0,72.0,84.0,84.0,21.1,21.1,86.1,86.1
777,4230  ,2013JJ00,78.0,78.0,88.0,88.0,5.6,5.6,88.4,88.4
778,4230  ,2014JJ00,112.0,112.0,126.0,126.0,42.3,42.3,89.2,89.2
779,4230  ,2015JJ00,102.0,102.0,113.0,113.0,-9.8,-9.8,90.1,90.1
780,4230  ,2016JJ00,110.0,110.0,122.0,122.0,7.5,7.5,90.4,90.4
781,4230  ,2017JJ00,,,,,,,,
782,5000  ,1995JJ00,770.0,822.0,846.0,837.0,,,91.0,98.1
783,5000  ,1996JJ00,562.0,620.0,788.0,796.0,-6.8,-5.0,71.3,77.9
784,5000  ,1997JJ00,558.0,571.0,848.0,838.0,7.6,5.3,65.9,68.1
785,5000  ,1998JJ00,712.0,725.0,761.0,753.0,-10.3,-10.2,93.6,96.3
786,5000  ,1999JJ00,872.0,882.0,873.0,859.0,14.8,14.1,99.9,102.7
787,5000  ,2000JJ00,666.0,677.0,1234.0,1210.0,41.4,40.9,53.9,55.9
788,5000  ,2001JJ00,908.0,920.0,1097.0,1101.0,-11.1,-9.0,82.8,83.6
789,5000  ,2002JJ00,902.0,911.0,1094.0,1099.0,-0.3,-0.2,82.4,82.9
790,5000  ,2003JJ00,986.0,996.0,1071.0,1077.0,-2.1,-2.0,92.0,92.5
791,5000  ,2004JJ00,782.0,792.0,1139.0,1144.0,6.3,6.2,68.7,69.2
792,5000  ,2005JJ00,808.0,823.0,1192.0,1200.0,4.7,4.9,67.8,68.6
793,5000  ,2006JJ00,1346.0,1356.0,1147.0,1155.0,-3.8,-3.8,117.4,117.4
794,5000  ,2007JJ00,1334.0,1344.0,1205.0,1217.0,5.1,5.3,110.7,110.5
795,5000  ,2008JJ00,1064.0,1072.0,1277.0,1287.0,6.0,5.8,83.3,83.3
796,5000  ,2009JJ00,1070.0,1080.0,1325.0,1335.0,3.7,3.7,80.8,80.9
797,5000  ,2010JJ00,1332.0,1343.0,1332.0,1343.0,0.6,0.6,100.0,100.0
798,5000  ,2011JJ00,1249.0,1259.0,1360.0,1371.0,2.1,2.1,91.8,91.9
799,5000  ,2012JJ00,1398.0,1404.0,1366.0,1377.0,0.4,0.5,102.3,101.9
800,5000  ,2013JJ00,1653.0,1653.0,1375.0,1386.0,0.7,0.6,120.2,119.3
801,5000  ,2014JJ00,1143.0,1143.0,1451.0,1463.0,5.6,5.6,78.8,78.1
802,5000  ,2015JJ00,1321.0,1321.0,1451.0,1463.0,0.0,0.0,91.0,90.3
803,5000  ,2016JJ00,1561.0,1561.0,1434.0,1445.0,-1.2,-1.2,108.9,108.0
804,5000  ,2017JJ00,1502.0,1502.0,1551.0,1563.0,8.1,8.1,96.8,96.1
805,6000  ,1995JJ00,298.0,310.0,298.0,306.0,,,100.0,101.3
806,6000  ,1996JJ00,310.0,312.0,257.0,256.0,-14.0,-16.3,120.9,122.0
807,6000  ,1997JJ00,331.0,332.0,308.0,307.0,20.2,19.9,107.3,108.2
808,6000  ,1998JJ00,303.0,304.0,301.0,300.0,-2.4,-2.4,100.6,101.4
809,6000  ,1999JJ00,287.0,290.0,318.0,320.0,5.7,6.6,90.1,90.9
810,6000  ,2000JJ00,322.0,324.0,337.0,336.0,5.8,5.1,95.7,96.5
811,6000  ,2001JJ00,371.0,375.0,298.0,300.0,-11.4,-10.8,124.5,125.1
812,6000  ,2002JJ00,358.0,359.0,310.0,310.0,3.8,3.5,115.8,115.8
813,6000  ,2003JJ00,454.0,454.0,369.0,369.0,19.1,18.9,123.2,123.1
814,6000  ,2004JJ00,447.0,447.0,402.0,402.0,9.0,9.0,111.3,111.3
815,6000  ,2005JJ00,402.0,403.0,433.0,434.0,7.8,7.8,92.9,93.0
816,6000  ,2006JJ00,501.0,501.0,451.0,451.0,4.0,4.0,111.2,111.2
817,6000  ,2007JJ00,533.0,533.0,503.0,503.0,11.6,11.6,106.0,106.1
818,6000  ,2008JJ00,640.0,640.0,474.0,474.0,-5.8,-5.8,135.1,135.1
819,6000  ,2009JJ00,549.0,549.0,524.0,524.0,10.6,10.6,104.8,104.8
820,6000  ,2010JJ00,598.0,598.0,598.0,598.0,14.2,14.2,100.0,100.0
821,6000  ,2011JJ00,622.0,622.0,648.0,648.0,8.3,8.3,96.0,96.0
822,6000  ,2012JJ00,616.0,616.0,641.0,641.0,-1.1,-1.1,96.1,96.1
823,6000  ,2013JJ00,755.0,755.0,664.0,664.0,3.6,3.6,113.7,113.7
824,6000  ,2014JJ00,647.0,647.0,796.0,796.0,19.8,19.8,81.3,81.3
825,6000  ,2015JJ00,676.0,676.0,818.0,818.0,2.8,2.8,82.7,82.7
826,6000  ,2016JJ00,693.0,693.0,820.0,820.0,0.3,0.3,84.5,84.5
827,6000  ,2017JJ00,810.0,810.0,784.0,784.0,-4.3,-4.3,103.2,103.2
828,6100  ,1995JJ00,298.0,310.0,298.0,306.0,,,100.0,101.3
829,6100  ,1996JJ00,310.0,312.0,257.0,256.0,-14.0,-16.3,120.9,122.0
830,6100  ,1997JJ00,331.0,332.0,308.0,307.0,20.2,19.9,107.3,108.2
831,6100  ,1998JJ00,303.0,304.0,301.0,300.0,-2.4,-2.4,100.6,101.4
832,6100  ,1999JJ00,287.0,290.0,318.0,320.0,5.7,6.6,90.1,90.9
833,6100  ,2000JJ00,322.0,324.0,337.0,336.0,5.8,5.1,95.7,96.5
834,6100  ,2001JJ00,371.0,375.0,298.0,300.0,-11.4,-10.8,124.5,125.1
835,6100  ,2002JJ00,358.0,359.0,310.0,310.0,3.8,3.5,115.8,115.8
836,6100  ,2003JJ00,454.0,454.0,369.0,369.0,19.1,18.9,123.2,123.1
837,6100  ,2004JJ00,447.0,447.0,402.0,402.0,9.0,9.0,111.3,111.3
838,6100  ,2005JJ00,402.0,403.0,433.0,434.0,7.8,7.8,92.9,93.0
839,6100  ,2006JJ00,501.0,501.0,451.0,451.0,4.0,4.0,111.2,111.2
840,6100  ,2007JJ00,533.0,533.0,503.0,503.0,11.6,11.6,106.0,106.1
841,6100  ,2008JJ00,640.0,640.0,474.0,474.0,-5.8,-5.8,135.1,135.1
842,6100  ,2009JJ00,549.0,549.0,524.0,524.0,10.6,10.6,104.8,104.8
843,6100  ,2010JJ00,598.0,598.0,598.0,598.0,14.2,14.2,100.0,100.0
844,6100  ,2011JJ00,622.0,622.0,648.0,648.0,8.3,8.3,96.0,96.0
845,6100  ,2012JJ00,616.0,616.0,641.0,641.0,-1.1,-1.1,96.1,96.1
846,6100  ,2013JJ00,755.0,755.0,664.0,664.0,3.6,3.6,113.7,113.7
847,6100  ,2014JJ00,647.0,647.0,796.0,796.0,19.8,19.8,81.3,81.3
848,6100  ,2015JJ00,676.0,676.0,818.0,818.0,2.8,2.8,82.7,82.7
849,6100  ,2016JJ00,693.0,693.0,820.0,820.0,0.3,0.3,84.5,84.5
850,6100  ,2017JJ00,,,,,,,,
851,6110  ,1995JJ00,179.0,190.0,159.0,164.0,,,112.5,115.7
852,6110  ,1996JJ00,199.0,201.0,131.0,129.0,-17.9,-21.4,152.2,155.7
853,6110  ,1997JJ00,156.0,157.0,145.0,143.0,11.1,10.9,107.2,109.7
854,6110  ,1998JJ00,123.0,123.0,149.0,146.0,2.6,2.1,82.6,84.4
855,6110  ,1999JJ00,112.0,115.0,171.0,171.0,14.6,16.7,65.3,67.1
856,6110  ,2000JJ00,128.0,129.0,163.0,161.0,-4.3,-5.7,78.1,80.0
857,6110  ,2001JJ00,101.0,104.0,136.0,136.0,-17.0,-15.4,74.6,76.4
858,6110  ,2002JJ00,95.0,95.0,119.0,119.0,-12.5,-12.5,79.7,79.8
859,6110  ,2003JJ00,113.0,113.0,110.0,110.0,-7.1,-7.5,102.3,102.4
860,6110  ,2004JJ00,125.0,125.0,122.0,122.0,10.8,10.7,102.4,102.5
861,6110  ,2005JJ00,86.0,87.0,123.0,123.0,1.0,1.1,69.8,70.3
862,6110  ,2006JJ00,105.0,105.0,112.0,112.0,-9.3,-9.3,94.2,94.2
863,6110  ,2007JJ00,121.0,121.0,117.0,117.0,4.8,4.8,102.8,102.8
864,6110  ,2008JJ00,144.0,144.0,118.0,118.0,0.7,0.7,121.6,121.6
865,6110  ,2009JJ00,100.0,100.0,121.0,121.0,2.4,2.4,82.7,82.7
866,6110  ,2010JJ00,116.0,116.0,116.0,116.0,-3.9,-3.9,100.0,100.0
867,6110  ,2011JJ00,136.0,136.0,121.0,121.0,4.2,4.2,112.2,112.2
868,6110  ,2012JJ00,136.0,136.0,119.0,119.0,-2.2,-2.2,114.7,114.7
869,6110  ,2013JJ00,149.0,149.0,106.0,106.0,-10.9,-10.9,140.8,140.8
870,6110  ,2014JJ00,118.0,118.0,118.0,118.0,11.9,11.9,100.0,100.0
871,6110  ,2015JJ00,111.0,111.0,124.0,124.0,5.0,5.0,89.7,89.7
872,6110  ,2016JJ00,107.0,107.0,117.0,117.0,-5.6,-5.6,91.4,91.4
873,6110  ,2017JJ00,,,,,,,,
874,6120  ,1995JJ00,52.0,53.0,70.0,70.0,,,75.4,76.0
875,6120  ,1996JJ00,54.0,55.0,62.0,62.0,-11.2,-11.4,88.1,88.5
876,6120  ,1997JJ00,76.0,76.0,77.0,77.0,25.5,24.7,98.5,99.0
877,6120  ,1998JJ00,83.0,83.0,64.0,65.0,-17.0,-16.1,128.8,129.1
878,6120  ,1999JJ00,76.0,77.0,61.0,62.0,-4.6,-4.5,124.2,124.5
879,6120  ,2000JJ00,86.0,86.0,77.0,77.0,25.2,24.9,111.4,111.7
880,6120  ,2001JJ00,136.0,137.0,65.0,66.0,-14.8,-14.7,208.0,207.7
881,6120  ,2002JJ00,128.0,128.0,78.0,78.0,19.3,18.7,163.9,163.7
882,6120  ,2003JJ00,170.0,170.0,122.0,123.0,56.9,56.9,138.8,138.7
883,6120  ,2004JJ00,173.0,173.0,137.0,137.0,11.8,11.8,126.1,125.9
884,6120  ,2005JJ00,178.0,179.0,157.0,157.0,14.4,14.4,113.9,113.9
885,6120  ,2006JJ00,207.0,207.0,161.0,161.0,2.8,2.6,128.6,128.6
886,6120  ,2007JJ00,200.0,201.0,187.0,187.0,15.9,15.9,107.4,107.6
887,6120  ,2008JJ00,282.0,282.0,163.0,163.0,-12.4,-12.4,172.7,172.7
888,6120  ,2009JJ00,248.0,248.0,195.0,195.0,19.2,19.2,127.2,127.2
889,6120  ,2010JJ00,264.0,264.0,264.0,264.0,35.4,35.4,100.0,100.0
890,6120  ,2011JJ00,254.0,254.0,289.0,289.0,9.5,9.5,88.0,88.0
891,6120  ,2012JJ00,258.0,258.0,263.0,263.0,-8.9,-8.9,98.1,98.1
892,6120  ,2013JJ00,340.0,340.0,303.0,303.0,15.2,15.2,112.0,112.0
893,6120  ,2014JJ00,258.0,258.0,410.0,410.0,35.1,35.1,63.1,63.1
894,6120  ,2015JJ00,297.0,297.0,427.0,427.0,4.1,4.1,69.7,69.7
895,6120  ,2016JJ00,289.0,289.0,442.0,442.0,3.5,3.5,65.5,65.5
896,6120  ,2017JJ00,,,,,,,,
897,6190  ,1995JJ00,67.0,67.0,107.0,107.0,,,62.5,62.5
898,6190  ,1996JJ00,57.0,57.0,101.0,101.0,-5.5,-5.5,56.2,56.2
899,6190  ,1997JJ00,99.0,99.0,149.0,149.0,47.4,47.4,66.7,66.7
900,6190  ,1998JJ00,97.0,97.0,150.0,150.0,1.0,1.0,64.6,64.6
901,6190  ,1999JJ00,99.0,99.0,155.0,155.0,3.3,3.3,63.8,63.8
902,6190  ,2000JJ00,109.0,109.0,159.0,159.0,2.3,2.3,68.9,68.9
903,6190  ,2001JJ00,134.0,134.0,155.0,155.0,-2.2,-2.2,86.6,86.6
904,6190  ,2002JJ00,136.0,136.0,155.0,155.0,0.3,0.3,87.5,87.5
905,6190  ,2003JJ00,171.0,171.0,158.0,158.0,1.8,1.8,108.3,108.3
906,6190  ,2004JJ00,150.0,150.0,166.0,166.0,5.1,5.1,90.1,90.1
907,6190  ,2005JJ00,138.0,138.0,176.0,176.0,5.8,5.8,78.3,78.3
908,6190  ,2006JJ00,189.0,189.0,201.0,201.0,14.0,14.0,94.2,94.2
909,6190  ,2007JJ00,212.0,212.0,222.0,222.0,10.6,10.6,95.6,95.6
910,6190  ,2008JJ00,214.0,214.0,215.0,215.0,-3.2,-3.2,99.8,99.8
911,6190  ,2009JJ00,201.0,201.0,225.0,225.0,4.7,4.7,89.5,89.5
912,6190  ,2010JJ00,218.0,218.0,218.0,218.0,-2.9,-2.9,100.0,100.0
913,6190  ,2011JJ00,232.0,232.0,238.0,238.0,9.0,9.0,97.3,97.3
914,6190  ,2012JJ00,222.0,222.0,257.0,257.0,7.9,7.9,86.3,86.3
915,6190  ,2013JJ00,266.0,266.0,254.0,254.0,-1.0,-1.0,104.6,104.6
916,6190  ,2014JJ00,270.0,270.0,266.0,266.0,4.7,4.7,101.5,101.5
917,6190  ,2015JJ00,267.0,267.0,268.0,268.0,0.6,0.6,99.8,99.8
918,6190  ,2016JJ00,297.0,297.0,266.0,266.0,-0.8,-0.8,111.7,111.7
919,6190  ,2017JJ00,,,,,,,,
920,9000  ,1995JJ00,360.0,369.0,360.0,370.0,,,100.1,99.8
921,9000  ,1996JJ00,337.0,347.0,352.0,358.0,-2.3,-3.3,95.8,97.0
922,9000  ,1997JJ00,401.0,412.0,384.0,388.0,9.2,8.4,104.6,106.0
923,9000  ,1998JJ00,455.0,466.0,397.0,402.0,3.5,3.5,114.5,115.9
924,9000  ,1999JJ00,472.0,483.0,440.0,444.0,10.8,10.4,107.3,108.8
925,9000  ,2000JJ00,444.0,455.0,415.0,419.0,-5.7,-5.6,106.9,108.4
926,9000  ,2001JJ00,357.0,368.0,344.0,349.0,-17.3,-16.9,104.0,105.6
927,9000  ,2002JJ00,260.0,275.0,284.0,289.0,-17.3,-17.0,91.5,94.9
928,9000  ,2003JJ00,341.0,352.0,348.0,350.0,22.6,21.0,97.9,100.6
929,9000  ,2004JJ00,362.0,374.0,356.0,360.0,2.2,2.7,101.6,103.9
930,9000  ,2005JJ00,401.0,410.0,368.0,371.0,3.4,3.2,108.9,110.5
931,9000  ,2006JJ00,419.0,428.0,446.0,447.0,21.0,20.4,94.0,95.8
932,9000  ,2007JJ00,394.0,395.0,404.0,405.0,-9.3,-9.4,97.6,97.6
933,9000  ,2008JJ00,428.0,428.0,418.0,419.0,3.5,3.5,102.3,102.2
934,9000  ,2009JJ00,488.0,488.0,505.0,506.0,20.8,20.8,96.5,96.5
935,9000  ,2010JJ00,480.0,481.0,480.0,481.0,-5.0,-5.0,100.0,100.0
936,9000  ,2011JJ00,596.0,596.0,465.0,466.0,-3.1,-3.1,128.0,128.0
937,9000  ,2012JJ00,646.0,646.0,470.0,471.0,1.1,1.1,137.4,137.3
938,9000  ,2013JJ00,594.0,594.0,464.0,464.0,-1.4,-1.4,128.1,128.0
939,9000  ,2014JJ00,601.0,601.0,466.0,467.0,0.6,0.6,128.8,128.7
940,9000  ,2015JJ00,657.0,657.0,473.0,474.0,1.4,1.4,138.9,138.8
941,9000  ,2016JJ00,689.0,689.0,468.0,469.0,-1.0,-1.0,147.0,146.8
942,9000  ,2017JJ00,810.0,810.0,451.0,451.0,-3.8,-3.8,179.8,179.6
943,9200  ,1995JJ00,298.0,307.0,291.0,302.0,,,102.3,101.6
944,9200  ,1996JJ00,278.0,288.0,286.0,293.0,-2.0,-3.1,97.1,98.3
945,9200  ,1997JJ00,328.0,339.0,316.0,321.0,10.7,9.7,103.8,105.4
946,9200  ,1998JJ00,386.0,397.0,320.0,326.0,1.3,1.4,120.4,121.8
947,9200  ,1999JJ00,394.0,405.0,361.0,366.0,12.8,12.3,109.2,110.8
948,9200  ,2000JJ00,368.0,379.0,340.0,345.0,-5.8,-5.7,108.2,109.8
949,9200  ,2001JJ00,291.0,302.0,273.0,279.0,-19.6,-19.0,106.5,108.1
950,9200  ,2002JJ00,195.0,209.0,216.0,222.0,-20.8,-20.4,90.0,94.1
951,9200  ,2003JJ00,281.0,292.0,280.0,282.0,29.5,27.0,100.1,103.3
952,9200  ,2004JJ00,312.0,324.0,293.0,297.0,4.6,5.1,106.4,109.1
953,9200  ,2005JJ00,355.0,364.0,305.0,308.0,4.1,3.9,116.2,118.0
954,9200  ,2006JJ00,368.0,377.0,377.0,379.0,23.5,22.8,97.6,99.6
955,9200  ,2007JJ00,328.0,328.0,343.0,344.0,-9.0,-9.2,95.5,95.5
956,9200  ,2008JJ00,344.0,345.0,345.0,345.0,0.5,0.5,99.9,99.8
957,9200  ,2009JJ00,422.0,423.0,433.0,433.0,25.5,25.5,97.6,97.6
958,9200  ,2010JJ00,411.0,412.0,411.0,412.0,-5.0,-5.0,100.0,100.0
959,9200  ,2011JJ00,512.0,512.0,404.0,404.0,-1.8,-1.8,126.7,126.7
960,9200  ,2012JJ00,549.0,550.0,404.0,405.0,0.0,0.1,135.9,135.8
961,9200  ,2013JJ00,524.0,524.0,396.0,397.0,-2.0,-2.0,132.4,132.2
962,9200  ,2014JJ00,536.0,536.0,400.0,400.0,0.9,0.9,134.0,133.8
963,9200  ,2015JJ00,589.0,589.0,408.0,408.0,2.0,2.0,144.6,144.4
964,9200  ,2016JJ00,632.0,632.0,409.0,410.0,0.4,0.4,154.3,154.1
965,9200  ,2017JJ00,,,,,,,,
966,9900  ,1995JJ00,62.0,62.0,75.0,75.0,,,83.4,83.4
967,9900  ,1996JJ00,59.0,59.0,72.0,72.0,-4.1,-4.1,83.0,83.0
968,9900  ,1997JJ00,73.0,73.0,73.0,73.0,2.4,2.4,100.0,100.0
969,9900  ,1998JJ00,69.0,69.0,83.0,83.0,13.4,13.4,83.4,83.4
970,9900  ,1999JJ00,78.0,78.0,83.0,83.0,-0.1,-0.1,93.8,93.8
971,9900  ,2000JJ00,76.0,76.0,79.0,79.0,-4.9,-4.9,96.0,96.0
972,9900  ,2001JJ00,66.0,66.0,74.0,74.0,-6.0,-6.0,89.2,89.2
973,9900  ,2002JJ00,65.0,65.0,73.0,73.0,-1.6,-1.6,89.5,89.5
974,9900  ,2003JJ00,61.0,61.0,75.0,75.0,2.0,2.0,81.3,81.3
975,9900  ,2004JJ00,50.0,50.0,68.0,68.0,-8.9,-8.9,73.4,73.4
976,9900  ,2005JJ00,46.0,46.0,67.0,67.0,-1.3,-1.3,69.0,69.0
977,9900  ,2006JJ00,51.0,51.0,68.0,68.0,1.7,1.7,74.9,74.9
978,9900  ,2007JJ00,67.0,67.0,61.0,61.0,-11.1,-11.1,110.1,110.1
979,9900  ,2008JJ00,83.0,83.0,72.0,72.0,18.2,18.2,116.5,116.5
980,9900  ,2009JJ00,65.0,65.0,73.0,73.0,1.4,1.4,90.0,90.0
981,9900  ,2010JJ00,69.0,69.0,69.0,69.0,-4.9,-4.9,100.0,100.0
982,9900  ,2011JJ00,84.0,84.0,61.0,61.0,-11.0,-11.0,136.7,136.7
983,9900  ,2012JJ00,97.0,97.0,66.0,66.0,7.4,7.4,146.8,146.8
984,9900  ,2013JJ00,70.0,70.0,67.0,67.0,1.6,1.6,103.7,103.7
985,9900  ,2014JJ00,65.0,65.0,66.0,66.0,-1.7,-1.7,99.0,99.0
986,9900  ,2015JJ00,68.0,68.0,64.0,64.0,-2.9,-2.9,106.4,106.4
987,9900  ,2016JJ00,57.0,57.0,55.0,55.0,-13.5,-13.5,102.5,102.5
988,9900  ,2017JJ00,,,,,,,,
989,13000 ,1995JJ00,8797.0,8885.0,8875.0,9003.0,,,99.1,98.7
990,13000 ,1996JJ00,8989.0,9051.0,8898.0,9004.0,0.3,0.0,101.0,100.5
991,13000 ,1997JJ00,9540.0,9561.0,9086.0,9152.0,2.1,1.6,105.0,104.5
992,13000 ,1998JJ00,8348.0,8384.0,8848.0,8925.0,-2.6,-2.5,94.4,93.9
993,13000 ,1999JJ00,7876.0,7926.0,9021.0,9097.0,2.0,1.9,87.3,87.1
994,13000 ,2000JJ00,8585.0,8613.0,8807.0,8859.0,-2.4,-2.6,97.5,97.2
995,13000 ,2001JJ00,8755.0,8863.0,8410.0,8468.0,-4.5,-4.4,104.1,104.7
996,13000 ,2002JJ00,7975.0,8130.0,8388.0,8445.0,-0.3,-0.3,95.1,96.3
997,13000 ,2003JJ00,7472.0,7639.0,8162.0,8202.0,-2.7,-2.9,91.5,93.1
998,13000 ,2004JJ00,7861.0,8159.0,8638.0,8683.0,5.8,5.9,91.0,94.0
999,13000 ,2005JJ00,7982.0,8399.0,8628.0,8673.0,-0.1,-0.1,92.5,96.8
1000,13000 ,2006JJ00,8261.0,8775.0,8665.0,8706.0,0.4,0.4,95.3,100.8
1001,13000 ,2007JJ00,9032.0,9132.0,8917.0,8943.0,2.9,2.7,101.3,102.1
1002,13000 ,2008JJ00,9771.0,9829.0,9090.0,9113.0,1.9,1.9,107.5,107.9
1003,13000 ,2009JJ00,8711.0,8787.0,9261.0,9291.0,1.9,2.0,94.1,94.6
1004,13000 ,2010JJ00,9361.0,9384.0,9361.0,9384.0,1.1,1.0,100.0,100.0
1005,13000 ,2011JJ00,10103.0,10066.0,9295.0,9317.0,-0.7,-0.7,108.7,108.0
1006,13000 ,2012JJ00,10606.0,10589.0,9376.0,9399.0,0.9,0.9,113.1,112.7
1007,13000 ,2013JJ00,11357.0,11356.0,9644.0,9667.0,2.9,2.9,117.8,117.5
1008,13000 ,2014JJ00,11122.0,10992.0,9575.0,9487.0,-0.7,-1.9,116.2,115.9
1009,13000 ,2015JJ00,10278.0,10144.0,9962.0,9872.0,4.0,4.1,103.2,102.8
1010,13000 ,2016JJ00,10332.0,10332.0,10382.0,10425.0,4.2,5.6,99.5,99.1
1011,13000 ,2017JJ00,11778.0,11778.0,10211.0,10253.0,-1.7,-1.7,115.3,114.9
1012,11000 ,1995JJ00,4822.0,4880.0,4876.0,4986.0,,,98.9,97.9
1013,11000 ,1996JJ00,5024.0,5084.0,4935.0,5052.0,1.2,1.3,101.8,100.6
1014,11000 ,1997JJ00,5509.0,5555.0,5074.0,5179.0,2.8,2.5,108.6,107.3
1015,11000 ,1998JJ00,4186.0,4228.0,4801.0,4899.0,-5.4,-5.4,87.2,86.3
1016,11000 ,1999JJ00,3965.0,4026.0,4894.0,4997.0,2.0,2.0,81.0,80.6
1017,11000 ,2000JJ00,4388.0,4431.0,4573.0,4652.0,-6.6,-6.9,95.9,95.2
1018,11000 ,2001JJ00,4357.0,4463.0,4253.0,4317.0,-7.0,-7.2,102.4,103.4
1019,11000 ,2002JJ00,3825.0,3998.0,4292.0,4355.0,0.9,0.9,89.1,91.8
1020,11000 ,2003JJ00,3373.0,3547.0,3926.0,3980.0,-8.5,-8.6,85.9,89.1
1021,11000 ,2004JJ00,4001.0,4188.0,4336.0,4388.0,10.4,10.3,92.3,95.4
1022,11000 ,2005JJ00,4192.0,4382.0,4401.0,4455.0,1.5,1.5,95.2,98.4
1023,11000 ,2006JJ00,4418.0,4568.0,4389.0,4437.0,-0.3,-0.4,100.7,102.9
1024,11000 ,2007JJ00,4464.0,4566.0,4563.0,4601.0,4.0,3.7,97.8,99.2
1025,11000 ,2008JJ00,4800.0,4898.0,4576.0,4611.0,0.3,0.2,104.9,106.2
1026,11000 ,2009JJ00,4612.0,4730.0,4671.0,4714.0,2.1,2.2,98.7,100.3
1027,11000 ,2010JJ00,4621.0,4660.0,4621.0,4660.0,-1.1,-1.2,100.0,100.0
1028,11000 ,2011JJ00,4921.0,4923.0,4499.0,4537.0,-2.6,-2.6,109.4,108.5
1029,11000 ,2012JJ00,5365.0,5365.0,4559.0,4599.0,1.3,1.3,117.7,116.7
1030,11000 ,2013JJ00,5471.0,5471.0,4644.0,4684.0,1.8,1.8,117.8,116.8
1031,11000 ,2014JJ00,5090.0,5090.0,4528.0,4567.0,-2.5,-2.5,112.4,111.5
1032,11000 ,2015JJ00,4810.0,4810.0,4580.0,4619.0,1.1,1.1,105.0,104.1
1033,11000 ,2016JJ00,4988.0,4988.0,4706.0,4747.0,2.8,2.8,106.0,105.1
1034,11000 ,2017JJ00,5247.0,5247.0,4604.0,4644.0,-2.2,-2.2,114.0,113.0
1035,11100 ,1995JJ00,1487.0,1528.0,1555.0,1661.0,,,95.6,92.0
1036,11100 ,1996JJ00,1272.0,1313.0,1544.0,1655.0,-0.7,-0.4,82.3,79.4
1037,11100 ,1997JJ00,1391.0,1418.0,1546.0,1640.0,0.1,-0.9,90.0,86.5
1038,11100 ,1998JJ00,1385.0,1413.0,1451.0,1542.0,-6.2,-5.9,95.5,91.6
1039,11100 ,1999JJ00,1282.0,1310.0,1429.0,1519.0,-1.5,-1.5,89.7,86.2
1040,11100 ,2000JJ00,1185.0,1205.0,1262.0,1336.0,-11.7,-12.1,93.9,90.2
1041,11100 ,2001JJ00,921.0,1017.0,1140.0,1204.0,-9.6,-9.9,80.8,84.5
1042,11100 ,2002JJ00,996.0,1122.0,1200.0,1262.0,5.2,4.8,83.0,88.9
1043,11100 ,2003JJ00,1060.0,1221.0,1173.0,1222.0,-2.2,-3.2,90.4,99.9
1044,11100 ,2004JJ00,1228.0,1397.0,1294.0,1338.0,10.3,9.5,94.9,104.4
1045,11100 ,2005JJ00,1270.0,1452.0,1351.0,1392.0,4.4,4.1,94.0,104.3
1046,11100 ,2006JJ00,1321.0,1465.0,1249.0,1295.0,-7.5,-7.0,105.8,113.2
1047,11100 ,2007JJ00,1450.0,1552.0,1342.0,1376.0,7.5,6.3,108.0,112.8
1048,11100 ,2008JJ00,1326.0,1423.0,1337.0,1370.0,-0.4,-0.5,99.1,103.9
1049,11100 ,2009JJ00,1305.0,1423.0,1354.0,1395.0,1.2,1.8,96.3,102.0
1050,11100 ,2010JJ00,1293.0,1333.0,1293.0,1333.0,-4.5,-4.4,100.0,100.0
1051,11100 ,2011JJ00,1405.0,1407.0,1258.0,1297.0,-2.7,-2.7,111.7,108.5
1052,11100 ,2012JJ00,1446.0,1447.0,1267.0,1306.0,0.7,0.7,114.1,110.8
1053,11100 ,2013JJ00,1547.0,1547.0,1329.0,1370.0,4.9,4.9,116.4,112.9
1054,11100 ,2014JJ00,1483.0,1483.0,1305.0,1345.0,-1.9,-1.9,113.7,110.3
1055,11100 ,2015JJ00,1620.0,1620.0,1430.0,1474.0,9.6,9.6,113.3,109.9
1056,11100 ,2016JJ00,1547.0,1547.0,1446.0,1491.0,1.1,1.1,107.0,103.8
1057,11100 ,2017JJ00,1669.0,1669.0,1487.0,1533.0,2.8,2.8,112.2,108.9
1058,11200 ,1995JJ00,2568.0,2569.0,2547.0,2559.0,,,100.8,100.4
1059,11200 ,1996JJ00,2940.0,2940.0,2569.0,2581.0,0.9,0.9,114.4,113.9
1060,11200 ,1997JJ00,3219.0,3219.0,2661.0,2673.0,3.6,3.6,121.0,120.4
1061,11200 ,1998JJ00,1914.0,1914.0,2428.0,2439.0,-8.8,-8.8,78.8,78.5
1062,11200 ,1999JJ00,1876.0,1892.0,2510.0,2522.0,3.4,3.4,74.7,75.0
1063,11200 ,2000JJ00,2297.0,2306.0,2287.0,2290.0,-8.9,-9.2,100.4,100.7
1064,11200 ,2001JJ00,2427.0,2427.0,2139.0,2133.0,-6.5,-6.9,113.5,113.8
1065,11200 ,2002JJ00,1903.0,1903.0,2097.0,2091.0,-2.0,-2.0,90.8,91.0
1066,11200 ,2003JJ00,1659.0,1659.0,2036.0,2030.0,-2.9,-2.9,81.5,81.7
