ID,HerkomstBestemming,Perioden,TotaalZwareMetalenInEquivalenten_1,ArseenverbindingenAlsAs_2,CadmiumverbindingenAlsCd_3,ChroomverbindingenAlsCr_4,KoperverbindingenAlsCu_5,KwikverbindingenAlsHg_6,LoodverbindingenAlsPb_7,NikkelverbindingenAlsNi_8,ZinkverbindingenAlsZn_9,TotaalNutrientenInEquivalenten_10,FosforverbindingenAlsP_11,StikstofverbindingenAlsN_12
378,999937,1995JJ00,776.1,221225.0,16853.0,620153.0,909903.0,5584.0,680949.0,501038.0,3846551.0,119579.0,49169807.0,704096790.0
379,999937,2000JJ00,548.5,156638.0,13055.0,164342.0,750566.0,3057.0,479727.0,357147.0,2690785.0,99479.0,43095898.0,563834853.0
380,999937,2005JJ00,453.6,134112.0,12910.0,223444.0,578745.0,2354.0,312111.0,305705.0,2484055.0,74885.0,31243615.0,436414433.0
381,999937,2010JJ00,423.4,137961.0,9424.0,236369.0,588208.0,1829.0,272987.0,319369.0,2551691.0,75932.0,31783785.0,441479909.0
382,999937,2011JJ00,415.8,129095.0,9277.0,214695.0,526081.0,2502.0,276687.0,298856.0,2344596.0,68538.0,28060289.0,404780918.0
383,999937,2012JJ00,384.7,121772.0,8242.0,219051.0,558239.0,1444.0,251082.0,294842.0,2350005.0,74390.0,29838546.0,445515440.0
384,999934,1995JJ00,113.0,5673.0,1605.0,37098.0,183429.0,710.0,76552.0,30951.0,450635.0,22154.0,13756386.0,83977823.0
385,999934,2000JJ00,93.0,5801.0,1030.0,22707.0,156891.0,511.0,59425.0,25394.0,438782.0,21773.0,13300377.0,84726178.0
386,999934,2005JJ00,92.5,5891.0,1317.0,17128.0,159754.0,419.0,43817.0,21507.0,469266.0,22908.0,14425399.0,84824505.0
387,999934,2010JJ00,81.3,6295.0,803.0,17391.0,145405.0,319.0,36893.0,20905.0,460409.0,22661.0,13879668.0,87814017.0
388,999934,2011JJ00,79.5,5807.0,693.0,15692.0,144934.0,310.0,40085.0,20796.0,437716.0,22783.0,13850809.0,89319899.0
389,999934,2012JJ00,80.6,6264.0,677.0,15840.0,150053.0,269.0,36306.0,18588.0,464304.0,22363.0,13459017.0,89041578.0
390,999935,1995JJ00,842.1,370962.0,27270.0,1030517.0,768428.0,4571.0,868433.0,733759.0,5525815.0,86925.0,31800000.0,551252000.0
391,999935,2000JJ00,257.5,93107.0,6902.0,86898.0,323675.0,1670.0,216400.0,175555.0,1139886.0,51360.0,17500000.0,338600000.0
392,999935,2005JJ00,174.2,60340.0,4414.0,100189.0,202698.0,1311.0,104355.0,119248.0,799877.0,32855.0,9920542.0,229348752.0
393,999935,2010JJ00,208.1,87442.0,3655.0,152421.0,295259.0,941.0,147109.0,174902.0,1180422.0,36824.0,10190000.0,266344000.0
394,999935,2011JJ00,180.7,76459.0,3652.0,129435.0,245366.0,885.0,138825.0,150333.0,984376.0,28068.0,6194500.0,218730000.0
395,999935,2012JJ00,304.2,115507.0,7565.0,203211.0,408186.0,1175.0,214776.0,276254.0,1885702.0,52027.0,16379529.0,356473861.0
396,xxxxak,1995JJ00,840.9,370962.0,27268.0,1030517.0,766508.0,4571.0,864518.0,733759.0,5514971.0,86925.0,31800000.0,551252000.0
397,xxxxak,2000JJ00,256.6,93107.0,6900.0,86898.0,321800.0,1670.0,216400.0,175555.0,1130700.0,51360.0,17500000.0,338600000.0
398,xxxxak,2005JJ00,173.4,60340.0,4412.0,100189.0,200955.0,1311.0,104355.0,119248.0,791638.0,32855.0,9920542.0,229348752.0
399,xxxxak,2010JJ00,206.7,87442.0,3653.0,152421.0,292353.0,941.0,147109.0,174902.0,1168086.0,36824.0,10190000.0,266344000.0
400,xxxxak,2011JJ00,179.3,76459.0,3650.0,129435.0,242460.0,885.0,138825.0,150333.0,971880.0,28068.0,6194500.0,218730000.0
401,xxxxak,2012JJ00,139.6,53323.0,4240.0,99240.0,247240.0,690.0,91805.0,113231.0,651.0,31498.0,7620500.0,238775000.0
402,xxxxal,1995JJ00,1.2,0.0,2.0,0.0,1920.0,0.0,3915.0,0.0,10844.0,0.0,0.0,0.0
403,xxxxal,2000JJ00,0.9,0.0,2.0,0.0,1875.0,0.0,0.0,0.0,9186.0,0.0,0.0,0.0
404,xxxxal,2005JJ00,0.9,0.0,2.0,0.0,1743.0,0.0,0.0,0.0,8239.0,0.0,0.0,0.0
405,xxxxal,2010JJ00,1.4,0.0,2.0,0.0,2906.0,0.0,0.0,0.0,12336.0,0.0,0.0,0.0
406,xxxxal,2011JJ00,1.4,0.0,2.0,0.0,2906.0,0.0,0.0,0.0,12496.0,0.0,0.0,0.0
407,xxxxal,2012JJ00,1.4,0.0,2.0,0.0,2906.0,0.0,0.0,0.0,12532.0,0.0,0.0,0.0
408,999936,1995JJ00,-179.0,-155410.0,-12023.0,-447462.0,-41955.0,303.0,-264035.0,-263672.0,-2129900.0,10500.0,3613421.0,68866967.0
409,999936,2000JJ00,198.0,57730.0,5122.0,54736.0,270000.0,876.0,203902.0,156197.0,1112117.0,26346.0,12295522.0,140508675.0
410,999936,2005JJ00,186.9,67881.0,7179.0,106127.0,216292.0,624.0,163938.0,164950.0,1214911.0,19122.0,6897674.0,122241176.0
411,999936,2010JJ00,134.0,44224.0,4966.0,66557.0,147544.0,569.0,88986.0,123562.0,910860.0,16446.0,7714117.0,87321892.0
412,999936,2011JJ00,155.6,46829.0,4932.0,69568.0,135780.0,1307.0,97777.0,127726.0,922504.0,17688.0,8014979.0,96731020.0
413,999936,2012JJ00,163.2,62184.0,3322.0,103970.0,158040.0,485.0,122971.0,163023.0,1872519.0,20529.0,8759029.0,117698861.0
