ID,Watergebruikers,Perioden,TotaalLeidingwater_1,Drinkwater_2,TotaalIndustriewater_3,IndustriewaterVoorKoeling_4,OverigIndustriewater_5,TotaalGrondwater_6,GrondwaterVoorKoeling_7,OverigGrondwater_8,TotaalOppervlaktewater_9,TotaalZoetOppervlaktewater_10,ZoetOppervlaktewaterVoorKoeling_11,OverigZoetOppervlaktewater_12,TotaalZoutOppervlaktewater_13,ZoutOppervlaktewaterVoorKoeling_14,OverigZoutOppervlaktewater_15
714,348700 ,2003JJ00,4.0,3.9,0.1,,,2.0,,2.0,558.5,558.5,,,0.0,,
715,348700 ,2004JJ00,4.1,4.0,0.1,,,2.5,,2.5,562.2,562.2,,,0.0,,
716,348700 ,2005JJ00,3.2,3.1,0.1,,,1.6,,1.6,513.3,513.3,,,0.0,,
717,348700 ,2006JJ00,4.1,4.0,0.1,,,2.7,,2.7,551.5,551.5,,,0.0,,
718,348700 ,2007JJ00,3.5,3.4,0.1,,,2.8,,2.8,518.8,518.8,,,0.0,,
719,348700 ,2008JJ00,5.1,5.0,0.1,,,1.4,,1.4,472.9,472.9,,,0.0,,
720,348700 ,2009JJ00,4.0,3.9,0.1,,,0.3,,0.3,446.7,443.8,,,2.9,,
721,348700 ,2010JJ00,4.8,4.7,0.1,,,1.9,,1.9,568.1,566.1,,,2.1,,
722,348700 ,2011JJ00,3.6,3.5,0.1,,,0.8,,0.8,552.5,550.9,,,1.6,,
723,348700 ,2012JJ00,4.4,4.3,0.1,,,0.7,,0.7,522.3,519.7,,,2.6,,
724,348700 ,2013JJ00,3.4,2.2,1.2,,,0.9,,0.9,553.4,551.4,,,2.0,,
725,348700 ,2014JJ00,3.3,2.3,1.0,,,1.0,,1.0,512.1,511.0,,,1.1,,
726,348700 ,2015JJ00,2.6,2.2,0.4,,,1.1,,1.1,527.9,526.3,,,1.6,,
727,348700 ,2016JJ00,3.3,2.8,0.5,,,1.3,,1.3,554.5,552.4,,,2.1,,
728,348700 ,2017JJ00,3.2,2.8,0.4,,,1.4,0.1,1.3,487.4,486.0,,,1.4,,
729,348700 ,2018JJ00,4.2,3.8,0.4,,,2.7,0.7,2.0,652.2,643.8,,,8.4,,
730,348700 ,2019JJ00,4.9,4.6,0.3,,,3.0,1.1,1.9,662.6,660.7,,,1.9,,
731,348700 ,2020JJ00,4.8,4.5,0.3,,,3.1,1.4,1.7,718.8,717.2,,,1.6,,
732,348700 ,2021JJ00,5.3,5.0,0.3,,,3.0,1.3,1.6,764.4,762.8,,,1.6,,
733,348700 ,2022JJ00,,,,,,3.1,1.6,1.5,886.4,886.4,881.2,5.3,0.0,0.0,0.0
734,348700 ,2023JJ00,,,,,,3.1,1.6,1.5,891.9,891.9,890.6,1.4,0.0,0.0,0.0
735,349700 ,2003JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
736,349700 ,2004JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
737,349700 ,2005JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
738,349700 ,2006JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
739,349700 ,2007JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
740,349700 ,2008JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
741,349700 ,2009JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
742,349700 ,2010JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
743,349700 ,2011JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
744,349700 ,2012JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
745,349700 ,2013JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
746,349700 ,2014JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
747,349700 ,2015JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
748,349700 ,2016JJ00,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
749,349700 ,2017JJ00,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,
750,349700 ,2018JJ00,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,
751,349700 ,2019JJ00,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,
752,349700 ,2020JJ00,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,
753,349700 ,2021JJ00,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,
754,349700 ,2022JJ00,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,349700 ,2023JJ00,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,350000 ,2003JJ00,3.0,3.0,0.0,,,,,,,,,,,,
757,350000 ,2004JJ00,3.0,3.0,0.0,,,,,,,,,,,,
758,350000 ,2005JJ00,3.0,3.0,0.0,,,,,,,,,,,,
759,350000 ,2006JJ00,3.0,3.0,0.0,,,,,,,,,,,,
760,350000 ,2007JJ00,3.1,3.1,0.0,,,,,,,,,,,,
761,350000 ,2008JJ00,3.1,3.1,0.0,,,,,,,,,,,,
762,350000 ,2009JJ00,3.0,3.0,0.0,,,,,,,,,,,,
763,350000 ,2010JJ00,2.9,2.9,0.0,,,,,,,,,,,,
764,350000 ,2011JJ00,2.8,2.8,0.0,,,,,,,,,,,,
765,350000 ,2012JJ00,2.8,2.8,0.0,,,,,,,,,,,,
766,350000 ,2013JJ00,2.6,2.6,0.0,,,,,,,,,,,,
767,350000 ,2014JJ00,2.5,2.5,0.0,,,,,,,,,,,,
768,350000 ,2015JJ00,2.6,2.6,0.0,,,,,,,,,,,,
769,350000 ,2016JJ00,2.7,2.7,0.0,,,,,,,,,,,,
770,350000 ,2017JJ00,2.4,2.4,0.0,,,,,,,,,,,,
771,350000 ,2018JJ00,2.8,2.8,0.0,,,,,,,,,,,,
772,350000 ,2019JJ00,2.6,2.6,0.0,,,,,,,,,,,,
773,350000 ,2020JJ00,2.8,2.8,0.0,,,,,,,,,,,,
774,350000 ,2021JJ00,2.9,2.9,0.0,,,,,,,,,,,,
775,350000 ,2022JJ00,,,,,,,,,,,,,,,
776,350000 ,2023JJ00,,,,,,,,,,,,,,,
777,354200 ,2003JJ00,13.3,13.3,0.0,,,,,,,,,,,,
778,354200 ,2004JJ00,13.2,13.2,0.0,,,,,,,,,,,,
779,354200 ,2005JJ00,13.1,13.1,0.0,,,,,,,,,,,,
780,354200 ,2006JJ00,13.3,13.3,0.0,,,,,,,,,,,,
781,354200 ,2007JJ00,13.6,13.6,0.0,,,,,,,,,,,,
782,354200 ,2008JJ00,13.7,13.7,0.0,,,,,,,,,,,,
783,354200 ,2009JJ00,13.5,13.5,0.0,,,,,,,,,,,,
784,354200 ,2010JJ00,13.4,13.4,0.0,,,,,,,,,,,,
785,354200 ,2011JJ00,13.6,13.6,0.0,,,,,,,,,,,,
786,354200 ,2012JJ00,13.7,13.7,0.0,,,,,,,,,,,,
787,354200 ,2013JJ00,13.4,13.4,0.0,,,,,,,,,,,,
788,354200 ,2014JJ00,13.3,13.3,0.0,,,,,,,,,,,,
789,354200 ,2015JJ00,13.6,13.6,0.0,,,,,,,,,,,,
790,354200 ,2016JJ00,13.4,13.4,0.0,,,,,,,,,,,,
791,354200 ,2017JJ00,12.1,12.1,0.0,,,,,,,,,,,,
792,354200 ,2018JJ00,13.5,13.5,0.0,,,,,,,,,,,,
793,354200 ,2019JJ00,13.5,13.5,0.0,,,,,,,,,,,,
794,354200 ,2020JJ00,14.0,14.0,0.0,,,,,,,,,,,,
795,354200 ,2021JJ00,14.0,14.0,0.0,,,,,,,,,,,,
796,354200 ,2022JJ00,,,,,,,,,,,,,,,
797,354200 ,2023JJ00,,,,,,,,,,,,,,,
798,383100 ,2003JJ00,3.5,3.5,0.0,,,,,,,,,,,,
799,383100 ,2004JJ00,3.6,3.6,0.0,,,,,,,,,,,,
800,383100 ,2005JJ00,3.5,3.5,0.0,,,,,,,,,,,,
801,383100 ,2006JJ00,3.5,3.5,0.0,,,,,,,,,,,,
802,383100 ,2007JJ00,3.6,3.6,0.0,,,,,,,,,,,,
803,383100 ,2008JJ00,3.7,3.7,0.0,,,,,,,,,,,,
804,383100 ,2009JJ00,3.6,3.6,0.0,,,,,,,,,,,,
805,383100 ,2010JJ00,3.6,3.6,0.0,,,,,,,,,,,,
806,383100 ,2011JJ00,3.6,3.6,0.0,,,,,,,,,,,,
807,383100 ,2012JJ00,3.6,3.6,0.0,,,,,,,,,,,,
808,383100 ,2013JJ00,3.6,3.6,0.0,,,,,,,,,,,,
809,383100 ,2014JJ00,3.7,3.7,0.0,,,,,,,,,,,,
810,383100 ,2015JJ00,4.1,4.1,0.0,,,,,,,,,,,,
811,383100 ,2016JJ00,4.5,4.5,0.0,,,,,,,,,,,,
812,383100 ,2017JJ00,4.2,4.2,0.0,,,,,,,,,,,,
813,383100 ,2018JJ00,4.7,4.7,0.0,,,,,,,,,,,,
814,383100 ,2019JJ00,4.0,4.0,0.0,,,,,,,,,,,,
815,383100 ,2020JJ00,4.1,4.1,0.0,,,,,,,,,,,,
816,383100 ,2021JJ00,4.2,4.2,0.0,,,,,,,,,,,,
817,383100 ,2022JJ00,,,,,,,,,,,,,,,
818,383100 ,2023JJ00,,,,,,,,,,,,,,,
819,389100 ,2003JJ00,17.1,17.1,0.0,,,,,,,,,,,,
820,389100 ,2004JJ00,17.1,17.1,0.0,,,,,,,,,,,,
821,389100 ,2005JJ00,17.1,17.1,0.0,,,,,,,,,,,,
822,389100 ,2006JJ00,17.5,17.5,0.0,,,,,,,,,,,,
823,389100 ,2007JJ00,18.1,18.1,0.0,,,,,,,,,,,,
824,389100 ,2008JJ00,18.6,18.6,0.0,,,,,,,,,,,,
825,389100 ,2009JJ00,18.3,18.3,0.0,,,,,,,,,,,,
826,389100 ,2010JJ00,18.5,18.5,0.0,,,,,,,,,,,,
827,389100 ,2011JJ00,19.0,19.0,0.0,,,,,,,,,,,,
828,389100 ,2012JJ00,19.2,19.2,0.0,,,,,,,,,,,,
829,389100 ,2013JJ00,19.2,19.2,0.0,,,,,,,,,,,,
830,389100 ,2014JJ00,19.6,19.6,0.0,,,,,,,,,,,,
831,389100 ,2015JJ00,19.9,19.9,0.0,,,,,,,,,,,,
832,389100 ,2016JJ00,20.1,20.1,0.0,,,,,,,,,,,,
833,389100 ,2017JJ00,18.2,18.2,0.0,,,,,,,,,,,,
834,389100 ,2018JJ00,20.3,20.3,0.0,,,,,,,,,,,,
835,389100 ,2019JJ00,22.5,22.5,0.0,,,,,,,,,,,,
836,389100 ,2020JJ00,21.5,21.5,0.0,,,,,,,,,,,,
837,389100 ,2021JJ00,21.0,21.0,0.0,,,,,,,,,,,,
838,389100 ,2022JJ00,,,,,,,,,,,,,,,
839,389100 ,2023JJ00,,,,,,,,,,,,,,,
840,391600 ,2003JJ00,0.9,0.9,0.0,,,,,,,,,,,,
841,391600 ,2004JJ00,0.8,0.8,0.0,,,,,,,,,,,,
842,391600 ,2005JJ00,0.8,0.8,0.0,,,,,,,,,,,,
843,391600 ,2006JJ00,0.9,0.9,0.0,,,,,,,,,,,,
844,391600 ,2007JJ00,0.9,0.9,0.0,,,,,,,,,,,,
845,391600 ,2008JJ00,0.9,0.9,0.0,,,,,,,,,,,,
846,391600 ,2009JJ00,0.8,0.8,0.0,,,,,,,,,,,,
847,391600 ,2010JJ00,0.8,0.8,0.0,,,,,,,,,,,,
848,391600 ,2011JJ00,0.8,0.8,0.0,,,,,,,,,,,,
849,391600 ,2012JJ00,0.8,0.8,0.0,,,,,,,,,,,,
850,391600 ,2013JJ00,0.8,0.8,0.0,,,,,,,,,,,,
851,391600 ,2014JJ00,0.8,0.8,0.0,,,,,,,,,,,,
852,391600 ,2015JJ00,0.9,0.9,0.0,,,,,,,,,,,,
853,391600 ,2016JJ00,0.9,0.9,0.0,,,,,,,,,,,,
854,391600 ,2017JJ00,0.9,0.9,0.0,,,,,,,,,,,,
855,391600 ,2018JJ00,1.0,1.0,0.0,,,,,,,,,,,,
856,391600 ,2019JJ00,0.9,0.9,0.0,,,,,,,,,,,,
857,391600 ,2020JJ00,1.0,1.0,0.0,,,,,,,,,,,,
858,391600 ,2021JJ00,1.0,1.0,0.0,,,,,,,,,,,,
859,391600 ,2022JJ00,,,,,,,,,,,,,,,
860,391600 ,2023JJ00,,,,,,,,,,,,,,,
861,396300 ,2003JJ00,2.1,2.1,0.0,,,,,,,,,,,,
862,396300 ,2004JJ00,2.0,2.0,0.0,,,,,,,,,,,,
863,396300 ,2005JJ00,2.1,2.1,0.0,,,,,,,,,,,,
864,396300 ,2006JJ00,2.1,2.1,0.0,,,,,,,,,,,,
865,396300 ,2007JJ00,2.1,2.1,0.0,,,,,,,,,,,,
866,396300 ,2008JJ00,2.1,2.1,0.0,,,,,,,,,,,,
867,396300 ,2009JJ00,2.1,2.1,0.0,,,,,,,,,,,,
868,396300 ,2010JJ00,2.0,2.0,0.0,,,,,,,,,,,,
869,396300 ,2011JJ00,2.0,2.0,0.0,,,,,,,,,,,,
870,396300 ,2012JJ00,1.9,1.9,0.0,,,,,,,,,,,,
871,396300 ,2013JJ00,1.9,1.9,0.0,,,,,,,,,,,,
872,396300 ,2014JJ00,1.8,1.8,0.0,,,,,,,,,,,,
873,396300 ,2015JJ00,1.9,1.9,0.0,,,,,,,,,,,,
874,396300 ,2016JJ00,1.9,1.9,0.0,,,,,,,,,,,,
875,396300 ,2017JJ00,1.7,1.7,0.0,,,,,,,,,,,,
876,396300 ,2018JJ00,1.9,1.9,0.0,,,,,,,,,,,,
877,396300 ,2019JJ00,1.5,1.5,0.0,,,,,,,,,,,,
878,396300 ,2020JJ00,1.6,1.6,0.0,,,,,,,,,,,,
879,396300 ,2021JJ00,1.6,1.6,0.0,,,,,,,,,,,,
880,396300 ,2022JJ00,,,,,,,,,,,,,,,
881,396300 ,2023JJ00,,,,,,,,,,,,,,,
882,402000 ,2003JJ00,3.8,3.8,0.0,,,,,,,,,,,,
883,402000 ,2004JJ00,3.8,3.8,0.0,,,,,,,,,,,,
884,402000 ,2005JJ00,3.9,3.9,0.0,,,,,,,,,,,,
885,402000 ,2006JJ00,3.9,3.9,0.0,,,,,,,,,,,,
886,402000 ,2007JJ00,4.0,4.0,0.0,,,,,,,,,,,,
887,402000 ,2008JJ00,4.1,4.1,0.0,,,,,,,,,,,,
888,402000 ,2009JJ00,4.2,4.2,0.0,,,,,,,,,,,,
889,402000 ,2010JJ00,4.0,4.0,0.0,,,,,,,,,,,,
890,402000 ,2011JJ00,3.9,3.9,0.0,,,,,,,,,,,,
891,402000 ,2012JJ00,3.8,3.8,0.0,,,,,,,,,,,,
892,402000 ,2013JJ00,3.7,3.7,0.0,,,,,,,,,,,,
893,402000 ,2014JJ00,3.6,3.6,0.0,,,,,,,,,,,,
894,402000 ,2015JJ00,3.9,3.9,0.0,,,,,,,,,,,,
895,402000 ,2016JJ00,4.1,4.1,0.0,,,,,,,,,,,,
896,402000 ,2017JJ00,3.8,3.8,0.0,,,,,,,,,,,,
897,402000 ,2018JJ00,4.1,4.1,0.0,,,,,,,,,,,,
898,402000 ,2019JJ00,3.5,3.5,0.0,,,,,,,,,,,,
899,402000 ,2020JJ00,3.7,3.7,0.0,,,,,,,,,,,,
900,402000 ,2021JJ00,3.7,3.7,0.0,,,,,,,,,,,,
901,402000 ,2022JJ00,,,,,,,,,,,,,,,
902,402000 ,2023JJ00,,,,,,,,,,,,,,,
903,403300 ,2003JJ00,2.9,2.9,0.0,,,,,,,,,,,,
904,403300 ,2004JJ00,2.9,2.9,0.0,,,,,,,,,,,,
905,403300 ,2005JJ00,2.9,2.9,0.0,,,,,,,,,,,,
906,403300 ,2006JJ00,3.0,3.0,0.0,,,,,,,,,,,,
907,403300 ,2007JJ00,3.1,3.1,0.0,,,,,,,,,,,,
908,403300 ,2008JJ00,3.3,3.3,0.0,,,,,,,,,,,,
909,403300 ,2009JJ00,3.3,3.3,0.0,,,,,,,,,,,,
910,403300 ,2010JJ00,3.1,3.1,0.0,,,,,,,,,,,,
911,403300 ,2011JJ00,3.1,3.1,0.0,,,,,,,,,,,,
912,403300 ,2012JJ00,3.2,3.2,0.0,,,,,,,,,,,,
913,403300 ,2013JJ00,3.1,3.1,0.0,,,,,,,,,,,,
914,403300 ,2014JJ00,3.2,3.2,0.0,,,,,,,,,,,,
915,403300 ,2015JJ00,3.4,3.4,0.0,,,,,,,,,,,,
916,403300 ,2016JJ00,3.4,3.4,0.0,,,,,,,,,,,,
917,403300 ,2017JJ00,3.2,3.2,0.0,,,,,,,,,,,,
918,403300 ,2018JJ00,3.5,3.5,0.0,,,,,,,,,,,,
919,403300 ,2019JJ00,3.4,3.4,0.0,,,,,,,,,,,,
920,403300 ,2020JJ00,3.5,3.5,0.0,,,,,,,,,,,,
921,403300 ,2021JJ00,3.6,3.6,0.0,,,,,,,,,,,,
922,403300 ,2022JJ00,,,,,,,,,,,,,,,
923,403300 ,2023JJ00,,,,,,,,,,,,,,,
924,410200 ,2003JJ00,0.8,0.8,0.0,,,,,,,,,,,,
925,410200 ,2004JJ00,0.8,0.8,0.0,,,,,,,,,,,,
926,410200 ,2005JJ00,0.9,0.9,0.0,,,,,,,,,,,,
927,410200 ,2006JJ00,0.9,0.9,0.0,,,,,,,,,,,,
928,410200 ,2007JJ00,0.9,0.9,0.0,,,,,,,,,,,,
929,410200 ,2008JJ00,0.9,0.9,0.0,,,,,,,,,,,,
930,410200 ,2009JJ00,0.9,0.9,0.0,,,,,,,,,,,,
931,410200 ,2010JJ00,0.9,0.9,0.0,,,,,,,,,,,,
932,410200 ,2011JJ00,0.9,0.9,0.0,,,,,,,,,,,,
933,410200 ,2012JJ00,0.9,0.9,0.0,,,,,,,,,,,,
934,410200 ,2013JJ00,0.9,0.9,0.0,,,,,,,,,,,,
935,410200 ,2014JJ00,0.9,0.9,0.0,,,,,,,,,,,,
936,410200 ,2015JJ00,0.9,0.9,0.0,,,,,,,,,,,,
937,410200 ,2016JJ00,1.0,1.0,0.0,,,,,,,,,,,,
938,410200 ,2017JJ00,0.9,0.9,0.0,,,,,,,,,,,,
939,410200 ,2018JJ00,1.0,1.0,0.0,,,,,,,,,,,,
940,410200 ,2019JJ00,1.0,1.0,0.0,,,,,,,,,,,,
941,410200 ,2020JJ00,1.0,1.0,0.0,,,,,,,,,,,,
942,410200 ,2021JJ00,1.0,1.0,0.0,,,,,,,,,,,,
943,410200 ,2022JJ00,,,,,,,,,,,,,,,
944,410200 ,2023JJ00,,,,,,,,,,,,,,,
945,417400 ,2003JJ00,6.1,6.1,0.0,,,,,,,,,,,,
946,417400 ,2004JJ00,5.9,5.9,0.0,,,,,,,,,,,,
947,417400 ,2005JJ00,5.7,5.7,0.0,,,,,,,,,,,,
948,417400 ,2006JJ00,5.7,5.7,0.0,,,,,,,,,,,,
949,417400 ,2007JJ00,5.6,5.6,0.0,,,,,,,,,,,,
950,417400 ,2008JJ00,5.6,5.6,0.0,,,,,,,,,,,,
951,417400 ,2009JJ00,5.8,5.8,0.0,,,,,,,,,,,,
952,417400 ,2010JJ00,6.0,6.0,0.0,,,,,,,,,,,,
953,417400 ,2011JJ00,5.8,5.8,0.0,,,,,,,,,,,,
954,417400 ,2012JJ00,5.7,5.7,0.0,,,,,,,,,,,,
955,417400 ,2013JJ00,5.7,5.7,0.0,,,,,,,,,,,,
956,417400 ,2014JJ00,5.6,5.6,0.0,,,,,,,,,,,,
957,417400 ,2015JJ00,6.1,6.1,0.0,,,,,,,,,,,,
958,417400 ,2016JJ00,4.2,4.2,0.0,,,,,,,,,,,,
959,417400 ,2017JJ00,3.9,3.9,0.0,,,,,,,,,,,,
960,417400 ,2018JJ00,4.7,4.7,0.0,,,,,,,,,,,,
961,417400 ,2019JJ00,5.3,5.3,0.0,,,,,,,,,,,,
962,417400 ,2020JJ00,5.6,5.6,0.0,,,,,,,,,,,,
963,417400 ,2021JJ00,5.7,5.7,0.0,,,,,,,,,,,,
964,417400 ,2022JJ00,,,,,,,,,,,,,,,
965,417400 ,2023JJ00,,,,,,,,,,,,,,,
966,419000 ,2003JJ00,5.4,5.4,0.0,,,,,,,,,,,,
967,419000 ,2004JJ00,5.3,5.3,0.0,,,,,,,,,,,,
968,419000 ,2005JJ00,5.3,5.3,0.0,,,,,,,,,,,,
969,419000 ,2006JJ00,5.3,5.3,0.0,,,,,,,,,,,,
970,419000 ,2007JJ00,5.5,5.5,0.0,,,,,,,,,,,,
971,419000 ,2008JJ00,5.5,5.5,0.0,,,,,,,,,,,,
972,419000 ,2009JJ00,5.6,5.6,0.0,,,,,,,,,,,,
973,419000 ,2010JJ00,5.6,5.6,0.0,,,,,,,,,,,,
974,419000 ,2011JJ00,5.6,5.6,0.0,,,,,,,,,,,,
975,419000 ,2012JJ00,5.5,5.5,0.0,,,,,,,,,,,,
976,419000 ,2013JJ00,5.5,5.5,0.0,,,,,,,,,,,,
977,419000 ,2014JJ00,5.5,5.5,0.0,,,,,,,,,,,,
978,419000 ,2015JJ00,5.7,5.7,0.0,,,,,,,,,,,,
979,419000 ,2016JJ00,6.3,6.3,0.0,,,,,,,,,,,,
980,419000 ,2017JJ00,5.8,5.8,0.0,,,,,,,,,,,,
981,419000 ,2018JJ00,6.6,6.6,0.0,,,,,,,,,,,,
982,419000 ,2019JJ00,5.5,5.5,0.0,,,,,,,,,,,,
983,419000 ,2020JJ00,5.7,5.7,0.0,,,,,,,,,,,,
984,419000 ,2021JJ00,5.9,5.9,0.0,,,,,,,,,,,,
985,419000 ,2022JJ00,,,,,,,,,,,,,,,
986,419000 ,2023JJ00,,,,,,,,,,,,,,,
987,422400 ,2003JJ00,15.2,15.2,0.0,,,,,,,,,,,,
988,422400 ,2004JJ00,15.4,15.4,0.0,,,,,,,,,,,,
989,422400 ,2005JJ00,15.6,15.6,0.0,,,,,,,,,,,,
990,422400 ,2006JJ00,16.0,16.0,0.0,,,,,,,,,,,,
991,422400 ,2007JJ00,16.2,16.2,0.0,,,,,,,,,,,,
992,422400 ,2008JJ00,16.7,16.7,0.0,,,,,,,,,,,,
993,422400 ,2009JJ00,17.1,17.1,0.0,,,,,,,,,,,,
994,422400 ,2010JJ00,17.9,17.9,0.0,,,,,,,,,,,,
995,422400 ,2011JJ00,18.3,18.3,0.0,,,,,,,,,,,,
996,422400 ,2012JJ00,18.5,18.5,0.0,,,,,,,,,,,,
997,422400 ,2013JJ00,18.3,18.3,0.0,,,,,,,,,,,,
998,422400 ,2014JJ00,18.0,18.0,0.0,,,,,,,,,,,,
999,422400 ,2015JJ00,18.2,18.2,0.0,,,,,,,,,,,,
1000,422400 ,2016JJ00,18.7,18.7,0.0,,,,,,,,,,,,
1001,422400 ,2017JJ00,17.0,17.0,0.0,,,,,,,,,,,,
1002,422400 ,2018JJ00,19.0,19.0,0.0,,,,,,,,,,,,
1003,422400 ,2019JJ00,17.8,17.8,0.0,,,,,,,,,,,,
1004,422400 ,2020JJ00,18.8,18.8,0.0,,,,,,,,,,,,
1005,422400 ,2021JJ00,19.1,19.1,0.0,,,,,,,,,,,,
1006,422400 ,2022JJ00,,,,,,,,,,,,,,,
1007,422400 ,2023JJ00,,,,,,,,,,,,,,,
1008,428100 ,2003JJ00,11.7,11.7,0.0,,,,,,,,,,,,
1009,428100 ,2004JJ00,11.7,11.7,0.0,,,,,,,,,,,,
1010,428100 ,2005JJ00,11.9,11.9,0.0,,,,,,,,,,,,
1011,428100 ,2006JJ00,12.1,12.1,0.0,,,,,,,,,,,,
1012,428100 ,2007JJ00,12.3,12.3,0.0,,,,,,,,,,,,
1013,428100 ,2008JJ00,14.0,14.0,0.0,,,,,,,,,,,,
1014,428100 ,2009JJ00,14.5,14.5,0.0,,,,,,,,,,,,
1015,428100 ,2010JJ00,14.9,14.9,0.0,,,,,,,,,,,,
1016,428100 ,2011JJ00,15.1,15.1,0.0,,,,,,,,,,,,
1017,428100 ,2012JJ00,15.5,15.5,0.0,,,,,,,,,,,,
1018,428100 ,2013JJ00,15.7,15.7,0.0,,,,,,,,,,,,
1019,428100 ,2014JJ00,15.8,15.8,0.0,,,,,,,,,,,,
1020,428100 ,2015JJ00,16.2,16.2,0.0,,,,,,,,,,,,
1021,428100 ,2016JJ00,17.1,17.1,0.0,,,,,,,,,,,,
1022,428100 ,2017JJ00,15.5,15.5,0.0,,,,,,,,,,,,
1023,428100 ,2018JJ00,17.4,17.4,0.0,,,,,,,,,,,,
1024,428100 ,2019JJ00,16.8,16.8,0.0,,,,,,,,,,,,
1025,428100 ,2020JJ00,16.5,16.5,0.0,,,,,,,,,,,,
1026,428100 ,2021JJ00,16.0,16.0,0.0,,,,,,,,,,,,
1027,428100 ,2022JJ00,,,,,,,,,,,,,,,
1028,428100 ,2023JJ00,,,,,,,,,,,,,,,
1029,435500 ,2003JJ00,8.0,8.0,0.0,,,,,,,,,,,,
1030,435500 ,2004JJ00,7.9,7.9,0.0,,,,,,,,,,,,
1031,435500 ,2005JJ00,8.0,8.0,0.0,,,,,,,,,,,,
1032,435500 ,2006JJ00,8.1,8.1,0.0,,,,,,,,,,,,
1033,435500 ,2007JJ00,8.4,8.4,0.0,,,,,,,,,,,,
1034,435500 ,2008JJ00,8.9,8.9,0.0,,,,,,,,,,,,
1035,435500 ,2009JJ00,9.1,9.1,0.0,,,,,,,,,,,,
1036,435500 ,2010JJ00,9.3,9.3,0.0,,,,,,,,,,,,
1037,435500 ,2011JJ00,9.2,9.2,0.0,,,,,,,,,,,,
1038,435500 ,2012JJ00,9.2,9.2,0.0,,,,,,,,,,,,
1039,435500 ,2013JJ00,9.0,9.0,0.0,,,,,,,,,,,,
1040,435500 ,2014JJ00,9.0,9.0,0.0,,,,,,,,,,,,
1041,435500 ,2015JJ00,8.9,8.9,0.0,,,,,,,,,,,,
1042,435500 ,2016JJ00,9.2,9.2,0.0,,,,,,,,,,,,
1043,435500 ,2017JJ00,8.3,8.3,0.0,,,,,,,,,,,,
1044,435500 ,2018JJ00,9.3,9.3,0.0,,,,,,,,,,,,
1045,435500 ,2019JJ00,8.9,8.9,0.0,,,,,,,,,,,,
1046,435500 ,2020JJ00,9.2,9.2,0.0,,,,,,,,,,,,
1047,435500 ,2021JJ00,9.2,9.2,0.0,,,,,,,,,,,,
1048,435500 ,2022JJ00,,,,,,,,,,,,,,,
1049,435500 ,2023JJ00,,,,,,,,,,,,,,,
1050,440000 ,2003JJ00,0.5,0.5,0.0,,,,,,,,,,,,
1051,440000 ,2004JJ00,0.6,0.6,0.0,,,,,,,,,,,,
1052,440000 ,2005JJ00,0.6,0.6,0.0,,,,,,,,,,,,
1053,440000 ,2006JJ00,0.7,0.7,0.0,,,,,,,,,,,,
1054,440000 ,2007JJ00,0.8,0.8,0.0,,,,,,,,,,,,
1055,440000 ,2008JJ00,1.0,1.0,0.0,,,,,,,,,,,,
1056,440000 ,2009JJ00,0.9,0.9,0.0,,,,,,,,,,,,
1057,440000 ,2010JJ00,0.8,0.8,0.0,,,,,,,,,,,,
1058,440000 ,2011JJ00,0.7,0.7,0.0,,,,,,,,,,,,
1059,440000 ,2012JJ00,0.7,0.7,0.0,,,,,,,,,,,,
1060,440000 ,2013JJ00,0.7,0.7,0.0,,,,,,,,,,,,
1061,440000 ,2014JJ00,0.7,0.7,0.0,,,,,,,,,,,,
