ID,Watergebruikers,Perioden,TotaalLeidingwater_1,Drinkwater_2,TotaalIndustriewater_3,IndustriewaterVoorKoeling_4,OverigIndustriewater_5,TotaalGrondwater_6,GrondwaterVoorKoeling_7,OverigGrondwater_8,TotaalOppervlaktewater_9,TotaalZoetOppervlaktewater_10,ZoetOppervlaktewaterVoorKoeling_11,OverigZoetOppervlaktewater_12,TotaalZoutOppervlaktewater_13,ZoutOppervlaktewaterVoorKoeling_14,OverigZoutOppervlaktewater_15
469,332900 ,2010JJ00,4.3,4.3,0.0,,,3.7,3.0,0.7,0.1,0.1,,,0.0,,
470,332900 ,2011JJ00,4.4,4.4,0.0,,,4.1,3.3,0.8,0.1,0.1,,,0.0,,
471,332900 ,2012JJ00,4.0,4.0,0.0,,,3.9,3.2,0.8,0.1,0.1,,,0.0,,
472,332900 ,2013JJ00,4.1,4.1,0.0,,,4.0,3.3,0.8,0.1,0.1,,,0.0,,
473,332900 ,2014JJ00,3.5,3.5,0.0,,,4.0,3.3,0.8,0.1,0.1,,,0.0,,
474,332900 ,2015JJ00,3.4,3.4,0.0,,,4.2,3.4,0.8,0.1,0.1,,,0.0,,
475,332900 ,2016JJ00,3.4,3.4,0.0,,,4.5,3.6,0.9,0.1,0.1,,,0.0,,
476,332900 ,2017JJ00,3.3,3.3,0.0,,,4.2,3.4,0.8,0.1,0.1,,,0.0,,
477,332900 ,2018JJ00,3.2,3.2,0.0,,,3.9,3.2,0.8,0.1,0.1,,,0.0,,
478,332900 ,2019JJ00,2.5,2.5,0.0,,,3.0,2.4,0.6,0.1,0.1,,,0.0,,
479,332900 ,2020JJ00,3.1,3.1,0.0,,,3.7,3.0,0.7,0.1,0.1,,,0.0,,
480,332900 ,2021JJ00,2.1,2.1,0.0,,,2.5,2.0,0.5,0.1,0.1,,,0.0,,
481,332900 ,2022JJ00,,,,,,3.8,3.1,0.7,0.1,0.1,,,0.0,0.0,0.0
482,332900 ,2023JJ00,,,,,,3.9,3.2,0.7,0.1,0.1,,,0.0,0.0,0.0
483,334800 ,2003JJ00,0.8,0.8,0.0,,,0.1,0.0,0.0,0.3,0.3,,,0.0,,
484,334800 ,2004JJ00,0.7,0.7,0.0,,,0.1,0.0,0.0,0.3,0.3,,,0.0,,
485,334800 ,2005JJ00,0.6,0.6,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
486,334800 ,2006JJ00,0.7,0.7,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
487,334800 ,2007JJ00,0.7,0.7,0.0,,,0.1,0.0,0.0,0.3,0.3,,,0.0,,
488,334800 ,2008JJ00,0.8,0.8,0.0,,,0.1,0.0,0.0,0.3,0.3,,,0.0,,
489,334800 ,2009JJ00,0.7,0.7,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
490,334800 ,2010JJ00,0.7,0.7,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
491,334800 ,2011JJ00,0.7,0.7,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
492,334800 ,2012JJ00,0.6,0.6,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
493,334800 ,2013JJ00,0.6,0.6,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
494,334800 ,2014JJ00,0.5,0.5,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
495,334800 ,2015JJ00,0.5,0.5,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
496,334800 ,2016JJ00,0.5,0.5,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
497,334800 ,2017JJ00,0.5,0.5,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
498,334800 ,2018JJ00,0.5,0.5,0.0,,,0.1,0.0,0.0,0.2,0.2,,,0.0,,
499,334800 ,2019JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.2,0.2,,,0.0,,
500,334800 ,2020JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.2,0.2,,,0.0,,
501,334800 ,2021JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.2,0.2,,,0.0,,
502,334800 ,2022JJ00,,,,,,0.1,0.0,0.1,0.2,0.2,,,0.0,0.0,0.0
503,334800 ,2023JJ00,,,,,,0.1,0.0,0.1,0.2,0.2,,,0.0,0.0,0.0
504,336500 ,2003JJ00,2.5,2.5,0.0,,,0.7,0.4,0.2,0.4,0.4,,,0.0,,
505,336500 ,2004JJ00,2.5,2.5,0.0,,,0.7,0.4,0.2,0.4,0.4,,,0.0,,
506,336500 ,2005JJ00,2.5,2.5,0.0,,,0.7,0.4,0.2,0.4,0.4,,,0.0,,
507,336500 ,2006JJ00,2.8,2.8,0.0,,,0.8,0.4,0.2,0.5,0.5,,,0.0,,
508,336500 ,2007JJ00,3.1,3.1,0.0,,,0.8,0.4,0.2,0.5,0.5,,,0.0,,
509,336500 ,2008JJ00,3.2,3.2,0.0,,,0.8,0.4,0.2,0.5,0.5,,,0.0,,
510,336500 ,2009JJ00,2.9,2.9,0.0,,,0.7,0.4,0.1,0.5,0.5,,,0.0,,
511,336500 ,2010JJ00,3.8,3.8,0.0,,,0.8,0.5,0.1,0.5,0.5,,,0.0,,
512,336500 ,2011JJ00,4.1,4.1,0.0,,,1.0,0.5,0.1,0.6,0.6,,,0.0,,
513,336500 ,2012JJ00,3.4,3.4,0.0,,,0.9,0.5,0.1,0.6,0.6,,,0.0,,
514,336500 ,2013JJ00,3.5,3.5,0.0,,,0.9,0.5,0.1,0.6,0.6,,,0.0,,
515,336500 ,2014JJ00,3.2,3.2,0.0,,,0.9,0.5,0.2,0.6,0.6,,,0.0,,
516,336500 ,2015JJ00,2.8,2.8,0.0,,,0.9,0.5,0.2,0.6,0.6,,,0.0,,
517,336500 ,2016JJ00,2.7,2.7,0.0,,,0.9,0.5,0.2,0.6,0.6,,,0.0,,
518,336500 ,2017JJ00,3.3,3.3,0.0,,,1.0,0.6,0.2,0.7,0.7,,,0.0,,
519,336500 ,2018JJ00,3.6,3.6,0.0,,,1.1,0.6,0.3,0.7,0.7,,,0.0,,
520,336500 ,2019JJ00,3.0,3.0,0.0,,,0.9,0.5,0.4,0.6,0.6,,,0.0,,
521,336500 ,2020JJ00,2.9,2.9,0.0,,,0.9,0.5,0.4,0.6,0.6,,,0.0,,
522,336500 ,2021JJ00,3.2,3.2,0.0,,,1.0,0.6,0.4,0.7,0.7,,,0.0,,
523,336500 ,2022JJ00,,,,,,0.9,0.5,0.4,0.6,0.6,,,0.0,0.0,0.0
524,336500 ,2023JJ00,,,,,,0.9,0.5,0.4,0.6,0.6,,,0.0,0.0,0.0
525,339200 ,2003JJ00,2.1,2.1,0.0,,,0.4,0.2,0.1,0.3,0.3,,,0.0,,
526,339200 ,2004JJ00,1.4,1.4,0.0,,,0.4,0.2,0.1,1.0,1.0,,,0.0,,
527,339200 ,2005JJ00,1.3,1.3,0.0,,,0.3,0.2,0.1,1.3,1.3,,,0.0,,
528,339200 ,2006JJ00,1.2,1.2,0.0,,,0.2,0.1,0.1,1.3,1.3,,,0.0,,
529,339200 ,2007JJ00,1.4,1.4,0.0,,,0.2,0.1,0.1,1.2,1.2,,,0.0,,
530,339200 ,2008JJ00,1.4,1.4,0.0,,,0.2,0.1,0.1,1.0,1.0,,,0.0,,
531,339200 ,2009JJ00,1.0,1.0,0.0,,,0.2,0.1,0.1,1.0,1.0,,,0.0,,
532,339200 ,2010JJ00,1.3,1.3,0.0,,,0.2,0.1,0.1,0.9,0.9,,,0.0,,
533,339200 ,2011JJ00,1.3,1.3,0.0,,,0.2,0.1,0.1,1.1,1.1,,,0.0,,
534,339200 ,2012JJ00,1.2,1.2,0.0,,,0.2,0.1,0.1,1.1,1.1,,,0.0,,
535,339200 ,2013JJ00,1.1,1.1,0.0,,,0.1,0.1,0.1,1.1,1.1,,,0.0,,
536,339200 ,2014JJ00,1.5,1.5,0.0,,,0.2,0.0,0.1,2.0,2.0,,,0.0,,
537,339200 ,2015JJ00,1.2,1.2,0.0,,,0.2,0.1,0.1,1.2,1.2,,,0.0,,
538,339200 ,2016JJ00,1.3,1.3,0.0,,,0.2,0.1,0.2,1.4,1.4,,,0.0,,
539,339200 ,2017JJ00,1.9,1.9,0.0,,,0.3,0.1,0.2,2.5,2.5,,,0.0,,
540,339200 ,2018JJ00,1.4,1.4,0.0,,,0.4,0.1,0.3,1.5,1.5,,,0.0,,
541,339200 ,2019JJ00,1.1,1.1,0.0,,,0.0,0.1,0.0,3.1,3.1,,,0.0,,
542,339200 ,2020JJ00,0.6,0.6,0.0,,,0.0,0.1,0.0,1.2,1.2,,,0.0,,
543,339200 ,2021JJ00,1.3,1.3,0.0,,,0.0,0.1,0.0,1.4,1.4,,,0.0,,
544,339200 ,2022JJ00,,,,,,0.1,0.1,0.0,1.4,1.4,0.0,1.4,0.0,0.0,0.0
545,339200 ,2023JJ00,,,,,,0.1,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
546,340200 ,2003JJ00,1.1,1.1,0.0,,,0.2,0.1,0.1,0.1,0.1,,,0.0,,
547,340200 ,2004JJ00,1.0,1.0,0.0,,,0.2,0.1,0.1,0.1,0.1,,,0.0,,
548,340200 ,2005JJ00,0.9,0.9,0.0,,,0.1,0.1,0.1,0.1,0.1,,,0.0,,
549,340200 ,2006JJ00,0.9,0.9,0.0,,,0.1,0.1,0.1,0.1,0.1,,,0.0,,
550,340200 ,2007JJ00,0.9,0.9,0.0,,,0.1,0.1,0.1,0.1,0.1,,,0.0,,
551,340200 ,2008JJ00,1.0,1.0,0.0,,,0.1,0.1,0.1,0.1,0.1,,,0.0,,
552,340200 ,2009JJ00,1.2,1.2,0.0,,,0.1,0.1,0.1,0.1,0.1,,,0.0,,
553,340200 ,2010JJ00,1.0,1.0,0.0,,,0.1,0.1,0.0,0.0,0.0,,,0.0,,
554,340200 ,2011JJ00,0.8,0.8,0.0,,,0.1,0.1,0.0,0.0,0.0,,,0.0,,
555,340200 ,2012JJ00,0.9,0.9,0.0,,,0.1,0.1,0.0,0.1,0.1,,,0.0,,
556,340200 ,2013JJ00,1.2,1.2,0.0,,,0.1,0.1,0.0,0.1,0.1,,,0.0,,
557,340200 ,2014JJ00,1.2,1.2,0.0,,,0.1,0.1,0.0,0.1,0.1,,,0.0,,
558,340200 ,2015JJ00,1.2,1.2,0.0,,,0.1,0.1,0.1,0.1,0.1,,,0.0,,
559,340200 ,2016JJ00,0.9,0.9,0.0,,,0.1,0.1,0.1,0.0,0.0,,,0.0,,
560,340200 ,2017JJ00,0.9,0.9,0.0,,,0.2,0.1,0.1,0.1,0.1,,,0.0,,
561,340200 ,2018JJ00,0.8,0.8,0.0,,,0.2,0.1,0.1,0.1,0.1,,,0.0,,
562,340200 ,2019JJ00,1.4,1.4,0.0,,,0.1,0.1,0.0,0.1,0.1,,,0.0,,
563,340200 ,2020JJ00,1.2,1.2,0.0,,,0.1,0.1,0.0,0.1,0.1,,,0.0,,
564,340200 ,2021JJ00,1.1,1.1,0.0,,,0.1,0.1,0.0,0.1,0.1,,,0.0,,
565,340200 ,2022JJ00,,,,,,0.1,0.1,0.0,0.1,0.1,,,0.0,0.0,0.0
566,340200 ,2023JJ00,,,,,,0.1,0.1,0.0,0.1,0.1,,,0.0,0.0,0.0
567,341600 ,2003JJ00,0.5,0.5,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
568,341600 ,2004JJ00,0.4,0.4,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
569,341600 ,2005JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
570,341600 ,2006JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
571,341600 ,2007JJ00,0.5,0.5,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
572,341600 ,2008JJ00,0.5,0.5,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
573,341600 ,2009JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
574,341600 ,2010JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
575,341600 ,2011JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
576,341600 ,2012JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
577,341600 ,2013JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
578,341600 ,2014JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
579,341600 ,2015JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
580,341600 ,2016JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
581,341600 ,2017JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
582,341600 ,2018JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
583,341600 ,2019JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
584,341600 ,2020JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
585,341600 ,2021JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
586,341600 ,2022JJ00,,,,,,0.1,0.0,0.1,0.1,0.1,,,0.0,0.0,0.0
587,341600 ,2023JJ00,,,,,,0.1,0.0,0.1,0.1,0.1,,,0.0,0.0,0.0
588,342400 ,2003JJ00,0.5,0.5,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
589,342400 ,2004JJ00,0.4,0.4,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
590,342400 ,2005JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
591,342400 ,2006JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
592,342400 ,2007JJ00,0.5,0.5,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
593,342400 ,2008JJ00,0.5,0.5,0.0,,,0.2,0.0,0.1,0.1,0.1,,,0.0,,
594,342400 ,2009JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
595,342400 ,2010JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
596,342400 ,2011JJ00,0.5,0.5,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
597,342400 ,2012JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
598,342400 ,2013JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
599,342400 ,2014JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
600,342400 ,2015JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
601,342400 ,2016JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
602,342400 ,2017JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
603,342400 ,2018JJ00,0.4,0.4,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
604,342400 ,2019JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
605,342400 ,2020JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
606,342400 ,2021JJ00,0.3,0.3,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
607,342400 ,2022JJ00,,,,,,0.1,0.0,0.1,0.1,0.1,,,0.0,0.0,0.0
608,342400 ,2023JJ00,,,,,,0.1,0.0,0.1,0.1,0.1,,,0.0,0.0,0.0
609,344400 ,2003JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
610,344400 ,2004JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
611,344400 ,2005JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
612,344400 ,2006JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
613,344400 ,2007JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
614,344400 ,2008JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
615,344400 ,2009JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
616,344400 ,2010JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
617,344400 ,2011JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
618,344400 ,2012JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
619,344400 ,2013JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
620,344400 ,2014JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
621,344400 ,2015JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
622,344400 ,2016JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
623,344400 ,2017JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
624,344400 ,2018JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
625,344400 ,2019JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
626,344400 ,2020JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
627,344400 ,2021JJ00,0.1,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,,,0.0,,
628,344400 ,2022JJ00,,,,,,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,344400 ,2023JJ00,,,,,,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,346600 ,2003JJ00,5.1,5.1,0.0,,,0.6,0.0,0.6,9169.6,6116.5,,,3053.0,,
631,346600 ,2004JJ00,2.3,2.3,0.0,,,0.6,0.0,0.6,10202.1,6253.4,,,3948.8,,
632,346600 ,2005JJ00,2.3,2.3,0.0,,,0.8,0.0,0.8,9791.0,6644.7,,,3146.3,,
633,346600 ,2006JJ00,2.5,2.5,0.0,,,0.8,0.0,0.8,9272.3,6046.9,,,3225.4,,
634,346600 ,2007JJ00,3.1,3.1,0.0,,,1.6,0.0,1.6,9387.8,6066.8,,,3321.0,,
635,346600 ,2008JJ00,4.1,4.0,0.1,,,1.7,0.0,1.7,9044.6,5695.1,,,3349.5,,
636,346600 ,2009JJ00,11.9,5.6,6.3,,,4.6,1.1,3.5,9665.2,6330.0,,,3335.2,,
637,346600 ,2010JJ00,17.2,8.3,8.9,,,5.3,0.2,5.2,9693.3,6142.3,,,3551.0,,
638,346600 ,2011JJ00,17.9,9.2,8.7,,,5.3,0.0,5.3,9023.5,5355.0,,,3668.5,,
639,346600 ,2012JJ00,11.4,3.1,8.3,,,5.0,0.0,5.0,9602.6,5962.4,,,3640.2,,
640,346600 ,2013JJ00,14.6,3.7,10.9,,,4.8,0.0,4.8,10394.7,5939.0,,,4455.7,,
641,346600 ,2014JJ00,13.3,3.0,10.3,,,4.0,0.0,4.0,10358.9,5092.6,,,5266.3,,
642,346600 ,2015JJ00,14.3,3.5,10.8,,,4.0,0.0,4.0,10999.4,4342.3,,,6657.2,,
643,346600 ,2016JJ00,14.7,3.7,11.0,,,3.7,0.0,3.7,10377.6,3585.0,,,6792.6,,
644,346600 ,2017JJ00,13.1,3.5,9.6,,,3.9,0.0,3.9,9613.6,3582.5,,,6031.0,,
645,346600 ,2018JJ00,13.3,3.5,9.8,,,3.9,0.0,3.9,8868.4,3366.0,,,5502.4,,
646,346600 ,2019JJ00,12.1,4.3,7.8,,,3.9,0.0,3.9,9365.4,3766.7,,,5598.7,,
647,346600 ,2020JJ00,10.5,2.6,7.9,,,0.3,0.0,0.3,8742.3,3520.3,,,5221.9,,
648,346600 ,2021JJ00,11.7,3.8,7.9,,,4.0,0.0,4.0,8999.9,3179.3,,,5820.6,,
649,346600 ,2022JJ00,,,,,,3.7,0.0,3.7,9024.6,3426.3,3425.9,0.5,5598.3,5598.3,0.0
650,346600 ,2023JJ00,,,,,,3.1,0.0,3.1,7568.9,2934.7,2934.4,0.3,4634.2,4634.2,0.0
651,348000 ,2003JJ00,5.4,5.3,0.1,,,803.0,0.0,803.0,1075.5,1075.5,,,0.0,,
652,348000 ,2004JJ00,5.4,5.3,0.1,,,772.5,0.0,772.5,1069.2,1069.2,,,0.0,,
653,348000 ,2005JJ00,4.7,4.6,0.1,,,767.6,0.0,767.6,1003.3,1003.3,,,0.0,,
654,348000 ,2006JJ00,5.6,5.5,0.1,,,779.7,0.0,779.7,1053.5,1053.5,,,0.0,,
655,348000 ,2007JJ00,5.0,4.9,0.1,,,768.9,0.0,768.9,1001.1,1001.1,,,0.0,,
656,348000 ,2008JJ00,6.7,6.6,0.1,,,763.6,0.0,763.6,962.6,962.6,,,0.0,,
657,348000 ,2009JJ00,5.6,5.5,0.1,,,761.0,0.0,761.0,921.0,918.1,,,2.9,,
658,348000 ,2010JJ00,6.2,6.1,0.1,,,762.8,0.0,762.8,1025.5,1023.4,,,2.1,,
659,348000 ,2011JJ00,4.9,4.8,0.1,,,756.7,0.1,756.6,1026.8,1025.2,,,1.6,,
660,348000 ,2012JJ00,5.8,5.7,0.1,,,754.7,0.2,754.5,987.2,984.6,,,2.6,,
661,348000 ,2013JJ00,4.7,3.5,1.2,,,764.0,0.3,763.7,1013.2,1011.2,,,2.0,,
662,348000 ,2014JJ00,4.5,3.5,1.0,,,759.0,0.2,758.8,979.2,978.1,,,1.1,,
663,348000 ,2015JJ00,3.7,3.3,0.4,,,768.3,0.2,768.1,999.0,997.4,,,1.6,,
664,348000 ,2016JJ00,4.2,3.7,0.5,,,779.4,0.1,779.3,1037.3,1035.2,,,2.1,,
665,348000 ,2017JJ00,4.3,3.9,0.4,,,783.6,0.1,783.5,904.8,903.4,,,1.4,,
666,348000 ,2018JJ00,5.5,5.1,0.4,,,826.2,0.7,825.5,1141.1,1132.7,,,8.4,,
667,348000 ,2019JJ00,6.5,6.2,0.3,,,813.3,1.1,812.2,1155.1,1153.2,,,1.9,,
668,348000 ,2020JJ00,7.0,6.7,0.3,,,843.0,1.4,841.6,1213.3,1211.7,,,1.6,,
669,348000 ,2021JJ00,7.1,6.8,0.3,,,815.2,1.3,813.8,1247.7,1246.1,,,1.6,,
670,348000 ,2022JJ00,,,,,,809.0,1.6,807.4,1375.7,1375.7,881.2,494.6,0.0,0.0,0.0
671,348000 ,2023JJ00,,,,,,795.6,1.6,794.0,1359.3,1359.3,890.7,468.7,0.0,0.0,0.0
672,348100 ,2003JJ00,0.3,0.3,0.0,,,801.0,,801.0,517.0,517.0,,,0.0,,
673,348100 ,2004JJ00,0.2,0.2,0.0,,,770.0,,770.0,507.0,507.0,,,0.0,,
674,348100 ,2005JJ00,0.2,0.2,0.0,,,766.0,,766.0,490.0,490.0,,,0.0,,
675,348100 ,2006JJ00,0.2,0.2,0.0,,,777.0,,777.0,502.0,502.0,,,0.0,,
676,348100 ,2007JJ00,0.2,0.2,0.0,,,766.1,,766.1,482.3,482.3,,,0.0,,
677,348100 ,2008JJ00,0.2,0.2,0.0,,,762.2,,762.2,489.8,489.8,,,0.0,,
678,348100 ,2009JJ00,0.2,0.2,0.0,,,760.7,,760.7,474.3,474.3,,,0.0,,
679,348100 ,2010JJ00,0.2,0.2,0.0,,,760.8,,760.8,456.3,456.3,,,0.0,,
680,348100 ,2011JJ00,0.2,0.2,0.0,,,755.8,,755.8,473.2,473.2,,,0.0,,
681,348100 ,2012JJ00,0.2,0.2,0.0,,,753.6,,753.6,463.7,463.7,,,0.0,,
682,348100 ,2013JJ00,0.2,0.2,0.0,,,762.8,,762.8,459.0,459.0,,,0.0,,
683,348100 ,2014JJ00,0.2,0.2,0.0,,,757.7,,757.7,466.4,466.4,,,0.0,,
684,348100 ,2015JJ00,0.2,0.2,0.0,,,766.8,,766.8,470.4,470.4,,,0.0,,
685,348100 ,2016JJ00,0.2,0.2,0.0,,,777.9,,777.9,482.5,482.5,,,0.0,,
686,348100 ,2017JJ00,0.2,0.2,0.0,,,782.1,0.0,782.1,417.3,417.3,,,0.0,,
687,348100 ,2018JJ00,0.2,0.2,0.0,,,823.4,0.0,823.4,488.8,488.8,,,0.0,,
688,348100 ,2019JJ00,0.2,0.2,0.0,,,810.2,0.0,810.2,492.0,492.0,,,0.0,,
689,348100 ,2020JJ00,0.2,0.2,0.0,,,839.8,0.0,839.8,493.7,493.7,,,0.0,,
690,348100 ,2021JJ00,0.2,0.2,0.0,,,812.0,0.0,812.0,482.8,482.8,,,0.0,,
691,348100 ,2022JJ00,,,,,,805.8,0.0,805.8,488.9,488.9,0.0,488.9,0.0,0.0,0.0
692,348100 ,2023JJ00,,,,,,792.4,0.0,792.4,467.0,467.0,0.0,467.0,0.0,0.0,0.0
693,348400 ,2003JJ00,1.1,1.1,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
694,348400 ,2004JJ00,1.1,1.1,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
695,348400 ,2005JJ00,1.2,1.2,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
696,348400 ,2006JJ00,1.2,1.2,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
697,348400 ,2007JJ00,1.2,1.2,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
698,348400 ,2008JJ00,1.3,1.3,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
699,348400 ,2009JJ00,1.3,1.3,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,
700,348400 ,2010JJ00,1.2,1.2,0.0,,,0.1,,0.1,1.0,1.0,,,0.0,,
701,348400 ,2011JJ00,1.1,1.1,0.0,,,0.1,,0.1,1.1,1.1,,,0.0,,
702,348400 ,2012JJ00,1.2,1.2,0.0,,,0.1,,0.1,1.2,1.2,,,0.0,,
703,348400 ,2013JJ00,1.1,1.1,0.0,,,0.0,,0.0,0.9,0.9,,,0.0,,
704,348400 ,2014JJ00,1.0,1.0,0.0,,,0.1,,0.1,0.6,0.6,,,0.0,,
705,348400 ,2015JJ00,1.0,1.0,0.0,,,0.1,,0.1,0.6,0.6,,,0.0,,
706,348400 ,2016JJ00,0.8,0.8,0.0,,,0.1,,0.1,0.4,0.4,,,0.0,,
707,348400 ,2017JJ00,0.9,0.9,0.0,,,0.1,0.0,0.1,0.1,0.1,,,0.0,,
708,348400 ,2018JJ00,1.1,1.1,0.0,,,0.1,0.0,0.1,0.2,0.2,,,0.0,,
709,348400 ,2019JJ00,1.4,1.4,0.0,,,0.1,0.0,0.1,0.5,0.5,,,0.0,,
710,348400 ,2020JJ00,2.0,2.0,0.0,,,0.2,0.0,0.2,0.8,0.8,,,0.0,,
711,348400 ,2021JJ00,1.6,1.6,0.0,,,0.2,0.0,0.2,0.5,0.5,,,0.0,,
712,348400 ,2022JJ00,,,,,,0.1,0.0,0.1,0.4,0.4,0.0,0.4,0.0,0.0,0.0
713,348400 ,2023JJ00,,,,,,0.1,0.0,0.1,0.4,0.4,0.1,0.3,0.0,0.0,0.0
