ID,EnergyCommodities,Periods,TotalPrimaryEnergySupplyTPES_1,IndigenousProduction_2,Imports_3,Exports_4,NetImports_5,Bunkers_6,StockChange_7,NetEnergyConsumption_8,TotalEnergyTransformationInput_9,ElectricityAndCHPTransformationInput_10,OtherTransformationInput_11,TotalEnergyTransformationOutput_12,ElectricityCHPTransformationOutput_13,OtherTransformationOutput_14,TotalNetEnergyTransformation_15,NetElectricityCHPTransformation_16,NetOtherTransformation_17,EnergySectorOwnUse_18,DistributionLosses_19,TotalFinalConsumption_20,FinalEnergyConsumption_21,NonEnergyUse_22,StatisticalDifferences_23
989,E006497   ,1981JJ00,-635.0,,1401.0,1705.0,-304.0,421.0,91.0,-635.0,,271.0,,,,,-1447.0,271.0,-1718.0,,,813.0,587.0,226.0,
990,E006497   ,1982JJ00,-767.0,,1551.0,1957.0,-406.0,409.0,49.0,-767.0,,163.0,,,,,-1508.0,163.0,-1671.0,,,741.0,567.0,174.0,
991,E006497   ,1983JJ00,-990.0,,1562.0,2156.0,-594.0,387.0,-8.0,-990.0,,84.0,,,,,-1744.0,84.0,-1828.0,,,755.0,576.0,179.0,
992,E006497   ,1984JJ00,-1203.0,,1376.0,2214.0,-838.0,368.0,3.0,-1203.0,,53.0,,,,,-1942.0,53.0,-1995.0,,,739.0,559.0,180.0,
993,E006497   ,1985JJ00,-1008.0,,1573.0,2185.0,-612.0,419.0,23.0,-1009.0,,54.0,,,,,-1732.0,54.0,-1786.0,,,724.0,545.0,179.0,
994,E006497   ,1986JJ00,-1244.0,,1686.0,2406.0,-720.0,463.0,-60.0,-1244.0,,65.0,,,,,-2043.0,65.0,-2108.0,,,799.0,554.0,245.0,
995,E006497   ,1987JJ00,-1310.0,,1461.0,2389.0,-928.0,459.0,75.0,-1310.0,,67.0,,,,,-2113.0,67.0,-2180.0,,,802.0,558.0,244.0,
996,E006497   ,1988JJ00,-1379.0,,1477.0,2340.0,-863.0,509.0,-7.0,-1379.0,,70.0,,,,,-2213.0,70.0,-2283.0,,,834.0,564.0,270.0,
997,E006497   ,1989JJ00,-1385.0,,1636.0,2497.0,-861.0,498.0,-26.0,-1385.0,,62.0,,,,,-2223.0,62.0,-2285.0,,,837.0,608.0,229.0,
998,E006497   ,1990JJ00,-1148.0,0.0,1728.0,2367.0,-639.0,520.0,10.0,-1158.0,304.0,61.0,243.0,2349.0,,2349.0,-2045.0,61.0,-2106.0,110.0,,777.0,530.0,247.0,10.0
999,E006497   ,1991JJ00,-1326.0,0.0,1574.0,2334.0,-761.0,534.0,-31.0,-1341.0,271.0,60.0,211.0,2478.0,,2478.0,-2207.0,60.0,-2267.0,112.0,,753.0,527.0,226.0,16.0
1000,E006497   ,1992JJ00,-1383.0,0.0,1355.0,2211.0,-855.0,545.0,17.0,-1399.0,233.0,59.0,174.0,2515.0,,2515.0,-2281.0,59.0,-2340.0,107.0,,775.0,544.0,231.0,16.0
1001,E006497   ,1993JJ00,-1434.0,1.0,1418.0,2296.0,-878.0,534.0,-23.0,-1446.0,226.0,56.0,170.0,2542.0,,2542.0,-2316.0,56.0,-2372.0,114.0,,756.0,565.0,192.0,12.0
1002,E006497   ,1994JJ00,-1414.0,1.0,1315.0,2160.0,-846.0,551.0,-18.0,-1425.0,266.0,61.0,204.0,2581.0,,2581.0,-2315.0,61.0,-2376.0,116.0,,774.0,555.0,219.0,11.0
1003,E006497   ,1995KW01,-362.0,0.0,281.0,570.0,-289.0,127.0,54.0,,63.0,15.0,48.0,647.0,,647.0,-584.0,15.0,-599.0,28.0,,,,54.0,
1004,E006497   ,1995KW02,-406.0,0.0,296.0,584.0,-288.0,141.0,22.0,,77.0,15.0,61.0,703.0,,703.0,-627.0,15.0,-642.0,27.0,,,,53.0,
1005,E006497   ,1995KW03,-388.0,1.0,359.0,534.0,-175.0,149.0,-65.0,,71.0,15.0,55.0,681.0,,681.0,-611.0,15.0,-626.0,29.0,,,,59.0,
1006,E006497   ,1995KW04,-393.0,1.0,291.0,600.0,-309.0,141.0,56.0,,70.0,15.0,55.0,712.0,,712.0,-641.0,15.0,-657.0,29.0,,,,69.0,
1007,E006497   ,1995JJ00,-1549.0,2.0,1228.0,2288.0,-1061.0,557.0,66.0,-1563.0,281.0,61.0,219.0,2743.0,,2743.0,-2463.0,61.0,-2524.0,113.0,,787.0,551.0,236.0,14.0
1008,E006497   ,1996KW01,-402.0,0.0,280.0,585.0,-305.0,144.0,47.0,,75.0,17.0,58.0,707.0,,707.0,-632.0,17.0,-649.0,28.0,,,,58.0,
1009,E006497   ,1996KW02,-398.0,0.0,286.0,539.0,-252.0,146.0,0.0,,76.0,15.0,61.0,714.0,,714.0,-638.0,15.0,-653.0,28.0,,,,62.0,
1010,E006497   ,1996KW03,-388.0,0.0,339.0,566.0,-227.0,147.0,-14.0,,81.0,16.0,66.0,705.0,,705.0,-623.0,16.0,-639.0,27.0,,,,65.0,
1011,E006497   ,1996KW04,-377.0,0.0,408.0,605.0,-196.0,146.0,-34.0,,86.0,16.0,70.0,710.0,,710.0,-624.0,16.0,-639.0,25.0,,,,67.0,
1012,E006497   ,1996JJ00,-1564.0,1.0,1314.0,2294.0,-980.0,583.0,-3.0,-1580.0,318.0,63.0,255.0,2835.0,,2835.0,-2517.0,63.0,-2580.0,109.0,,828.0,576.0,252.0,16.0
1013,E006497   ,1997KW01,-381.0,0.0,385.0,605.0,-220.0,147.0,-14.0,,78.0,12.0,66.0,693.0,,693.0,-614.0,12.0,-626.0,21.0,,,,71.0,
1014,E006497   ,1997KW02,-407.0,0.0,372.0,625.0,-253.0,159.0,5.0,,76.0,16.0,60.0,732.0,,732.0,-656.0,16.0,-672.0,25.0,,,,70.0,
1015,E006497   ,1997KW03,-382.0,0.0,409.0,599.0,-190.0,163.0,-30.0,,85.0,19.0,66.0,700.0,,700.0,-615.0,19.0,-634.0,28.0,,,,66.0,
1016,E006497   ,1997KW04,-381.0,0.0,367.0,616.0,-249.0,158.0,25.0,,58.0,13.0,45.0,673.0,,673.0,-615.0,13.0,-628.0,24.0,,,,60.0,
1017,E006497   ,1997JJ00,-1552.0,2.0,1533.0,2444.0,-912.0,627.0,-14.0,-1567.0,297.0,60.0,238.0,2798.0,,2798.0,-2500.0,60.0,-2560.0,98.0,,835.0,568.0,267.0,15.0
1018,E006497   ,1998KW01,-400.0,0.0,373.0,604.0,-231.0,147.0,-22.0,,80.0,17.0,64.0,715.0,,715.0,-634.0,17.0,-651.0,24.0,,,,66.0,
1019,E006497   ,1998KW02,-356.0,0.0,374.0,570.0,-196.0,157.0,-4.0,,83.0,16.0,68.0,673.0,,673.0,-590.0,16.0,-605.0,20.0,,,,66.0,
1020,E006497   ,1998KW03,-417.0,1.0,351.0,621.0,-270.0,161.0,14.0,,88.0,16.0,72.0,738.0,,738.0,-651.0,16.0,-666.0,23.0,,,,68.0,
1021,E006497   ,1998KW04,-423.0,0.0,350.0,615.0,-265.0,168.0,10.0,,72.0,15.0,57.0,737.0,,737.0,-665.0,15.0,-680.0,24.0,,,,54.0,
1022,E006497   ,1998JJ00,-1596.0,2.0,1449.0,2410.0,-961.0,634.0,-2.0,-1609.0,324.0,63.0,261.0,2863.0,,2863.0,-2540.0,63.0,-2602.0,91.0,,839.0,575.0,264.0,14.0
1023,E006497   ,1999KW01,-387.0,0.0,353.0,606.0,-253.0,158.0,24.0,,79.0,15.0,64.0,694.0,,694.0,-615.0,15.0,-630.0,22.0,,,,64.0,
1024,E006497   ,1999KW02,-369.0,0.0,401.0,576.0,-175.0,170.0,-25.0,,78.0,15.0,63.0,684.0,,684.0,-606.0,15.0,-621.0,20.0,,,,65.0,
1025,E006497   ,1999KW03,-361.0,0.0,373.0,575.0,-202.0,165.0,5.0,,92.0,14.0,78.0,681.0,,681.0,-589.0,14.0,-603.0,20.0,,,,61.0,
1026,E006497   ,1999KW04,-333.0,1.0,408.0,641.0,-232.0,167.0,65.0,,92.0,12.0,80.0,675.0,,675.0,-583.0,12.0,-595.0,19.0,,,,70.0,
1027,E006497   ,1999JJ00,-1451.0,2.0,1535.0,2397.0,-862.0,660.0,70.0,-1459.0,340.0,55.0,285.0,2733.0,,2733.0,-2393.0,55.0,-2449.0,80.0,,854.0,593.0,260.0,8.0
1028,E006497   ,2000KW01,-363.0,1.0,396.0,622.0,-226.0,157.0,20.0,,84.0,14.0,70.0,678.0,,678.0,-594.0,14.0,-608.0,23.0,,,,60.0,
1029,E006497   ,2000KW02,-331.0,1.0,513.0,640.0,-127.0,179.0,-25.0,,77.0,10.0,67.0,639.0,,639.0,-562.0,10.0,-572.0,20.0,,,,60.0,
1030,E006497   ,2000KW03,-372.0,1.0,507.0,677.0,-170.0,177.0,-27.0,,89.0,14.0,74.0,694.0,,694.0,-605.0,14.0,-619.0,21.0,,,,69.0,
1031,E006497   ,2000KW04,-414.0,1.0,418.0,632.0,-214.0,175.0,-25.0,,90.0,13.0,77.0,741.0,,741.0,-651.0,13.0,-664.0,21.0,,,,64.0,
1032,E006497   ,2000JJ00,-1480.0,3.0,1834.0,2571.0,-737.0,689.0,-57.0,-1490.0,340.0,52.0,289.0,2753.0,,2753.0,-2412.0,52.0,-2464.0,84.0,,838.0,585.0,253.0,10.0
1033,E006497   ,2001KW01,-375.0,1.0,436.0,639.0,-203.0,176.0,2.0,,84.0,14.0,70.0,695.0,,695.0,-611.0,14.0,-625.0,22.0,,,,65.0,
1034,E006497   ,2001KW02,-355.0,1.0,495.0,669.0,-174.0,183.0,2.0,,88.0,13.0,75.0,691.0,,691.0,-603.0,13.0,-616.0,21.0,,,,73.0,
1035,E006497   ,2001KW03,-367.0,1.0,485.0,687.0,-202.0,181.0,15.0,,85.0,12.0,73.0,676.0,,676.0,-591.0,12.0,-603.0,21.0,,,,59.0,
1036,E006497   ,2001KW04,-356.0,0.0,482.0,652.0,-169.0,197.0,10.0,,79.0,12.0,68.0,684.0,,684.0,-604.0,12.0,-616.0,21.0,,,,67.0,
1037,E006497   ,2001JJ00,-1453.0,2.0,1898.0,2646.0,-748.0,736.0,29.0,-1466.0,337.0,51.0,286.0,2747.0,,2747.0,-2410.0,51.0,-2461.0,84.0,,859.0,594.0,265.0,13.0
1038,E006497   ,2002KW01,-364.0,0.0,493.0,667.0,-174.0,176.0,-13.0,,102.0,12.0,90.0,697.0,,697.0,-595.0,12.0,-607.0,21.0,,,,62.0,
1039,E006497   ,2002KW02,-280.0,1.0,536.0,637.0,-101.0,196.0,17.0,,109.0,10.0,99.0,625.0,,625.0,-516.0,10.0,-526.0,17.0,,,,62.0,
1040,E006497   ,2002KW03,-288.0,1.0,528.0,646.0,-118.0,186.0,15.0,,110.0,12.0,99.0,645.0,,645.0,-535.0,12.0,-546.0,20.0,,,,73.0,
1041,E006497   ,2002KW04,-294.0,1.0,546.0,671.0,-125.0,180.0,10.0,,115.0,12.0,103.0,670.0,,670.0,-556.0,12.0,-567.0,19.0,,,,78.0,
1042,E006497   ,2002JJ00,-1225.0,2.0,2102.0,2620.0,-518.0,737.0,28.0,-1237.0,436.0,45.0,391.0,2638.0,,2638.0,-2202.0,45.0,-2247.0,76.0,,889.0,615.0,274.0,12.0
1043,E006497   ,2003KW01,-295.0,0.0,444.0,612.0,-167.0,164.0,37.0,,104.0,12.0,92.0,656.0,,656.0,-552.0,12.0,-564.0,19.0,,,,78.0,
1044,E006497   ,2003KW02,-321.0,0.0,559.0,656.0,-97.0,172.0,-52.0,,110.0,12.0,98.0,702.0,,702.0,-592.0,12.0,-603.0,20.0,,,,92.0,
1045,E006497   ,2003KW03,-337.0,0.0,534.0,653.0,-119.0,179.0,-38.0,,112.0,11.0,100.0,727.0,,727.0,-615.0,11.0,-626.0,21.0,,,,100.0,
1046,E006497   ,2003KW04,-293.0,0.0,521.0,676.0,-155.0,182.0,44.0,,93.0,11.0,82.0,660.0,,660.0,-567.0,11.0,-579.0,20.0,,,,88.0,
1047,E006497   ,2003JJ00,-1246.0,1.0,2058.0,2596.0,-538.0,698.0,-10.0,-1265.0,418.0,46.0,372.0,2745.0,,2745.0,-2326.0,46.0,-2372.0,80.0,,982.0,625.0,357.0,19.0
1048,E006497   ,2004KW01,-367.0,0.0,545.0,734.0,-188.0,179.0,0.0,,105.0,12.0,93.0,746.0,,746.0,-641.0,12.0,-653.0,22.0,,,,95.0,
1049,E006497   ,2004KW02,-364.0,0.0,556.0,733.0,-177.0,191.0,4.0,,121.0,12.0,109.0,758.0,,758.0,-637.0,12.0,-649.0,22.0,,,,91.0,
1050,E006497   ,2004KW03,-337.0,0.0,623.0,739.0,-116.0,191.0,-30.0,,122.0,11.0,111.0,725.0,,725.0,-603.0,11.0,-614.0,22.0,,,,88.0,
1051,E006497   ,2004KW04,-258.0,0.0,646.0,698.0,-53.0,197.0,-8.0,,126.0,11.0,115.0,665.0,,665.0,-539.0,11.0,-550.0,21.0,,,,96.0,
1052,E006497   ,2004JJ00,-1326.0,1.0,2370.0,2904.0,-534.0,758.0,-34.0,-1336.0,474.0,46.0,429.0,2895.0,,2895.0,-2421.0,46.0,-2466.0,87.0,,998.0,627.0,371.0,11.0
1053,E006497   ,2005KW01,-327.0,0.0,567.0,739.0,-172.0,184.0,29.0,,119.0,10.0,109.0,716.0,,716.0,-597.0,10.0,-607.0,25.0,,,,91.0,
1054,E006497   ,2005KW02,-362.0,0.0,673.0,797.0,-124.0,210.0,-29.0,,131.0,11.0,120.0,764.0,,764.0,-633.0,11.0,-644.0,23.0,,,,85.0,
1055,E006497   ,2005KW03,-310.0,0.0,714.0,817.0,-102.0,211.0,4.0,,149.0,10.0,139.0,730.0,,730.0,-581.0,10.0,-591.0,23.0,,,,93.0,
1056,E006497   ,2005KW04,-360.0,0.0,701.0,828.0,-127.0,201.0,-33.0,,134.0,10.0,125.0,768.0,,768.0,-633.0,10.0,-643.0,19.0,,,,92.0,
1057,E006497   ,2005JJ00,-1360.0,1.0,2655.0,3180.0,-526.0,806.0,-29.0,-1373.0,533.0,41.0,492.0,2977.0,,2977.0,-2444.0,41.0,-2485.0,90.0,,981.0,621.0,360.0,13.0
1058,E006497   ,2006KW01,-328.0,0.0,671.0,838.0,-167.0,198.0,36.0,,145.0,10.0,135.0,738.0,,738.0,-592.0,10.0,-603.0,21.0,,,,78.0,
1059,E006497   ,2006KW02,-299.0,0.0,764.0,818.0,-54.0,211.0,-35.0,,143.0,10.0,133.0,715.0,,715.0,-572.0,10.0,-582.0,19.0,,,,83.0,
1060,E006497   ,2006KW03,-327.0,1.0,762.0,845.0,-83.0,231.0,-14.0,,150.0,11.0,139.0,753.0,,753.0,-603.0,11.0,-613.0,21.0,,,,93.0,
1061,E006497   ,2006KW04,-341.0,1.0,753.0,881.0,-128.0,212.0,-3.0,,116.0,11.0,105.0,743.0,,743.0,-627.0,11.0,-638.0,23.0,,,,92.0,
1062,E006497   ,2006JJ00,-1296.0,2.0,2951.0,3382.0,-431.0,851.0,-15.0,-1309.0,554.0,41.0,512.0,2948.0,,2948.0,-2394.0,41.0,-2435.0,85.0,,999.0,653.0,347.0,13.0
1063,E006497   ,2007KW01,-293.0,1.0,709.0,827.0,-118.0,202.0,26.0,,117.0,10.0,107.0,672.0,,672.0,-555.0,10.0,-565.0,20.0,,,,78.0,
1064,E006497   ,2007KW02,-288.0,2.0,688.0,758.0,-70.0,226.0,6.0,,145.0,12.0,133.0,719.0,,719.0,-574.0,12.0,-586.0,24.0,,,,93.0,
1065,E006497   ,2007KW03,-336.0,2.0,694.0,818.0,-124.0,228.0,15.0,,135.0,11.0,123.0,764.0,,764.0,-629.0,11.0,-641.0,25.0,,,,102.0,
1066,E006497   ,2007KW04,-299.0,1.0,723.0,794.0,-72.0,214.0,-14.0,,127.0,11.0,116.0,724.0,,724.0,-598.0,11.0,-609.0,24.0,,,,101.0,
1067,E006497   ,2007JJ00,-1216.0,6.0,2814.0,3197.0,-384.0,870.0,32.0,-1225.0,523.0,44.0,479.0,2879.0,,2879.0,-2356.0,44.0,-2401.0,94.0,,1037.0,663.0,374.0,10.0
1068,E006497   ,2008KW01,-329.0,1.0,681.0,813.0,-132.0,215.0,16.0,,108.0,10.0,98.0,721.0,,721.0,-613.0,10.0,-623.0,24.0,,,,90.0,
1069,E006497   ,2008KW02,-343.0,1.0,717.0,846.0,-128.0,212.0,-4.0,,122.0,11.0,111.0,735.0,,735.0,-613.0,11.0,-624.0,21.0,,,,79.0,
1070,E006497   ,2008KW03,-336.0,2.0,785.0,911.0,-126.0,217.0,5.0,,124.0,11.0,113.0,739.0,,739.0,-615.0,11.0,-626.0,23.0,,,,95.0,
1071,E006497   ,2008KW04,-272.0,1.0,828.0,818.0,11.0,200.0,-85.0,,128.0,8.0,120.0,655.0,,655.0,-527.0,8.0,-535.0,19.0,,,,74.0,
1072,E006497   ,2008JJ00,-1281.0,6.0,3011.0,3387.0,-376.0,844.0,-67.0,-1290.0,483.0,41.0,442.0,2850.0,,2850.0,-2367.0,41.0,-2408.0,87.0,,990.0,652.0,338.0,9.0
1073,E006497   ,2009KW01,-322.0,1.0,773.0,937.0,-164.0,191.0,33.0,,115.0,7.0,107.0,701.0,,701.0,-586.0,7.0,-593.0,21.0,,,,84.0,
1074,E006497   ,2009KW02,-296.0,1.0,874.0,950.0,-76.0,188.0,-33.0,,121.0,7.0,115.0,688.0,,688.0,-566.0,7.0,-573.0,20.0,,,,89.0,
1075,E006497   ,2009KW03,-326.0,1.0,815.0,933.0,-118.0,192.0,-17.0,,144.0,6.0,138.0,734.0,,734.0,-590.0,6.0,-596.0,18.0,,,,89.0,
1076,E006497   ,2009KW04,-317.0,2.0,843.0,974.0,-131.0,188.0,0.0,,145.0,5.0,141.0,727.0,,727.0,-582.0,5.0,-587.0,17.0,,,,86.0,
1077,E006497   ,2009JJ00,-1258.0,4.0,3304.0,3791.0,-487.0,758.0,-17.0,-1275.0,525.0,25.0,500.0,2849.0,,2849.0,-2324.0,25.0,-2349.0,78.0,,972.0,630.0,342.0,16.0
1078,E006497   ,2010KW01,-352.0,2.0,915.0,1126.0,-211.0,176.0,34.0,,163.0,5.0,157.0,782.0,,782.0,-620.0,5.0,-625.0,18.0,,,,93.0,
1079,E006497   ,2010KW02,-330.0,2.0,874.0,998.0,-124.0,181.0,-27.0,,157.0,7.0,150.0,776.0,,776.0,-619.0,7.0,-625.0,19.0,,,,104.0,
1080,E006497   ,2010KW03,-323.0,1.0,878.0,1034.0,-157.0,189.0,21.0,,156.0,7.0,149.0,758.0,,758.0,-602.0,7.0,-609.0,19.0,,,,102.0,
1081,E006497   ,2010KW04,-302.0,1.0,938.0,1064.0,-127.0,177.0,0.0,,149.0,4.0,144.0,735.0,,735.0,-586.0,4.0,-591.0,17.0,,,,100.0,
1082,E006497   ,2010JJ00,-1308.0,6.0,3604.0,4223.0,-619.0,722.0,28.0,-1315.0,624.0,23.0,601.0,3051.0,,3051.0,-2427.0,23.0,-2450.0,72.0,,1039.0,640.0,399.0,8.0
1083,E006497   ,2011KW01,-363.0,2.0,883.0,1048.0,-165.0,179.0,-20.0,,138.0,8.0,130.0,756.0,,756.0,-618.0,8.0,-626.0,17.0,,,,81.0,
1084,E006497   ,2011KW02,-282.0,2.0,867.0,981.0,-114.0,200.0,31.0,,140.0,7.0,134.0,684.0,,684.0,-543.0,7.0,-550.0,18.0,,,,81.0,
1085,E006497   ,2011KW03,-334.0,2.0,908.0,1057.0,-149.0,203.0,16.0,,166.0,6.0,160.0,772.0,,772.0,-606.0,6.0,-612.0,22.0,,,,94.0,
1086,E006497   ,2011KW04,-303.0,1.0,954.0,1091.0,-137.0,190.0,22.0,,167.0,7.0,160.0,742.0,,742.0,-575.0,7.0,-581.0,21.0,,,,85.0,
1087,E006497   ,2011JJ00,-1281.0,7.0,3612.0,4177.0,-564.0,773.0,49.0,-1287.0,611.0,28.0,584.0,2953.0,,2953.0,-2342.0,28.0,-2370.0,78.0,,977.0,636.0,341.0,6.0
1088,E006497   ,2012KW01,-331.0,2.0,935.0,1027.0,-91.0,179.0,-62.0,,173.0,6.0,167.0,778.0,,778.0,-605.0,6.0,-611.0,20.0,,,,97.0,
1089,E006497   ,2012KW02,-336.0,2.0,922.0,1144.0,-221.0,178.0,61.0,,179.0,6.0,173.0,785.0,,785.0,-606.0,6.0,-612.0,21.0,,,,89.0,
1090,E006497   ,2012KW03,-348.0,1.0,953.0,1102.0,-149.0,186.0,-15.0,,189.0,5.0,184.0,805.0,,805.0,-617.0,5.0,-622.0,22.0,,,,94.0,
1091,E006497   ,2012KW04,-243.0,1.0,995.0,1049.0,-55.0,173.0,-17.0,,194.0,6.0,188.0,708.0,,708.0,-514.0,6.0,-520.0,18.0,,,,96.0,
1092,E006497   ,2012JJ00,-1259.0,6.0,3805.0,4321.0,-516.0,716.0,-32.0,-1266.0,735.0,23.0,712.0,3077.0,,3077.0,-2342.0,23.0,-2365.0,81.0,,994.0,618.0,376.0,8.0
1093,E006497   ,2013KW01,-338.0,2.0,932.0,1051.0,-119.0,173.0,-49.0,-333.0,211.0,5.0,205.0,792.0,,792.0,-581.0,5.0,-587.0,18.0,,231.0,149.0,81.0,-5.0
1094,E006497   ,2013KW02,-316.0,1.0,936.0,1118.0,-182.0,180.0,44.0,-315.0,196.0,6.0,190.0,777.0,,777.0,-581.0,6.0,-587.0,20.0,,245.0,151.0,94.0,-1.0
1095,E006497   ,2013KW03,-299.0,2.0,951.0,1071.0,-120.0,177.0,-4.0,-297.0,185.0,5.0,180.0,759.0,,759.0,-574.0,5.0,-579.0,21.0,,256.0,149.0,107.0,-2.0
1096,E006497   ,2013KW04,-263.0,1.0,974.0,1075.0,-101.0,165.0,2.0,-262.0,192.0,5.0,187.0,711.0,,711.0,-519.0,5.0,-523.0,18.0,,239.0,151.0,88.0,-1.0
1097,E006497   ,2013JJ00,-1216.0,7.0,3793.0,4315.0,-522.0,695.0,-7.0,-1207.0,784.0,22.0,763.0,3039.0,,3039.0,-2255.0,22.0,-2276.0,76.0,,971.0,600.0,371.0,-9.0
1098,E006497   ,2014KW01,-318.0,2.0,891.0,1063.0,-172.0,169.0,21.0,-313.0,203.0,9.0,195.0,775.0,,775.0,-572.0,9.0,-581.0,20.0,,239.0,144.0,96.0,-4.0
1099,E006497   ,2014KW02,-282.0,1.0,935.0,1000.0,-64.0,181.0,-38.0,-280.0,253.0,7.0,246.0,805.0,,805.0,-552.0,7.0,-559.0,21.0,,251.0,147.0,104.0,-2.0
1100,E006497   ,2014KW03,-301.0,9.0,973.0,1082.0,-109.0,177.0,-23.0,-298.0,215.0,7.0,207.0,774.0,,774.0,-559.0,7.0,-566.0,20.0,,241.0,143.0,98.0,-3.0
1101,E006497   ,2014KW04,-378.0,1.0,893.0,1130.0,-237.0,165.0,22.0,-378.0,190.0,5.0,186.0,804.0,,804.0,-614.0,5.0,-619.0,20.0,,216.0,144.0,72.0,0.0
1102,E006497   ,2014JJ00,-1279.0,13.0,3692.0,4274.0,-582.0,692.0,-18.0,-1269.0,861.0,27.0,834.0,3158.0,,3158.0,-2297.0,27.0,-2325.0,81.0,,947.0,577.0,371.0,-10.0
1103,E006497   ,2015KW01,-348.0,3.0,1009.0,1202.0,-192.0,167.0,9.0,,235.0,2.0,232.0,826.0,,826.0,-591.0,2.0,-593.0,24.0,,,,85.0,
1104,E006497   ,2015KW02,-380.0,4.0,1036.0,1230.0,-194.0,174.0,-16.0,,252.0,3.0,249.0,858.0,,858.0,-606.0,3.0,-609.0,23.0,,,,62.0,
1105,E006497   ,2015KW03,-362.0,3.0,981.0,1100.0,-119.0,171.0,-75.0,,253.0,5.0,247.0,884.0,,884.0,-631.0,5.0,-636.0,24.0,,,,103.0,
1106,E006497   ,2015KW04,-342.0,2.0,991.0,1144.0,-153.0,173.0,-18.0,,222.0,4.0,218.0,841.0,,841.0,-619.0,4.0,-623.0,23.0,,,,104.0,
1107,E006497   ,2015JJ00,-1432.0,12.0,4017.0,4675.0,-658.0,685.0,-101.0,-1424.0,962.0,15.0,947.0,3409.0,,3409.0,-2447.0,15.0,-2463.0,94.0,,930.0,577.0,353.0,-8.0
1108,E006497   ,2016KW01,-348.0,3.0,971.0,1153.0,-182.0,165.0,-5.0,,248.0,3.0,245.0,849.0,,849.0,-601.0,3.0,-604.0,24.0,,,,85.0,
1109,E006497   ,2016KW02,-347.0,3.0,998.0,1172.0,-173.0,178.0,1.0,,267.0,3.0,264.0,877.0,,877.0,-610.0,3.0,-613.0,24.0,,,,91.0,
1110,E006497   ,2016KW03,-349.0,3.0,965.0,1175.0,-210.0,183.0,41.0,,277.0,5.0,272.0,892.0,,892.0,-615.0,5.0,-620.0,23.0,,,,97.0,
1111,E006497   ,2016KW04,-384.0,2.0,1028.0,1245.0,-217.0,159.0,-10.0,,313.0,4.0,309.0,969.0,,969.0,-656.0,4.0,-660.0,23.0,,,,99.0,
1112,E006497   ,2016JJ00,-1428.0,10.0,3963.0,4745.0,-782.0,685.0,29.0,-1420.0,1105.0,16.0,1090.0,3587.0,,3587.0,-2481.0,16.0,-2497.0,94.0,,968.0,595.0,373.0,-8.0
1113,E006560   ,1946JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1114,E006560   ,1947JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1115,E006560   ,1948JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1116,E006560   ,1949JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1117,E006560   ,1950JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1118,E006560   ,1951JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1119,E006560   ,1952JJ00,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,
1120,E006560   ,1953JJ00,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,
1121,E006560   ,1954JJ00,3.0,3.0,,,,,0.0,3.0,,,,,,,,,,,,,,,
1122,E006560   ,1955JJ00,4.0,4.0,,,,,0.0,4.0,,,,,,,,,,,,,,,
1123,E006560   ,1956JJ00,5.0,5.0,,,,,0.0,5.0,,,,,,,,,,,,,,,
1124,E006560   ,1957JJ00,4.0,4.0,,,,,0.0,4.0,,,,,,,,,,,,,,,
1125,E006560   ,1958JJ00,5.0,5.0,,,,,0.0,5.0,,,,,,,,,,,,,,,
1126,E006560   ,1959JJ00,7.0,7.0,,,,,0.0,7.0,,,,,,,,,,,,,,,
1127,E006560   ,1960JJ00,10.0,10.0,,,,,0.0,10.0,,,,,,,,,,,,,,,
1128,E006560   ,1961JJ00,13.0,13.0,,,,,0.0,13.0,,,,,,,,,,,,,,,
1129,E006560   ,1962JJ00,17.0,17.0,0.0,0.0,0.0,,0.0,17.0,,,,,,,,,,,,,,,
1130,E006560   ,1963JJ00,20.0,20.0,0.0,0.0,0.0,,0.0,20.0,,,,,,,,,,,,,,,
1131,E006560   ,1964JJ00,27.0,28.0,0.0,0.0,0.0,,0.0,27.0,,,,,,,,,,,,,,,
1132,E006560   ,1965JJ00,54.0,55.0,0.0,1.0,-1.0,,0.0,54.0,,,,,,,,,,,,,,,
1133,E006560   ,1966JJ00,103.0,108.0,0.0,5.0,-5.0,,0.0,103.0,,,,,,,,,,,,,,,
1134,E006560   ,1967JJ00,182.0,225.0,0.0,43.0,-43.0,,0.0,182.0,,,,,,,,,,,,,,,
1135,E006560   ,1968JJ00,306.0,450.0,0.0,144.0,-144.0,,0.0,306.0,,,,,,,,,,,,,,,
1136,E006560   ,1969JJ00,451.0,697.0,0.0,246.0,-246.0,,0.0,451.0,,,,,,,,,,,,,,,
1137,E006560   ,1970JJ00,635.0,1005.0,0.0,370.0,-370.0,,0.0,635.0,,,,,,,,,,,,,,,
