ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,IndelingswijzigingWijkenEnBuurten_4,AantalInstallatiesBijWoningen_5,OpgesteldVermogenVanZonnepanelen_6
5293,BU17710000,Geldrop-Mierlo                          ,Buurt     ,BU17710000,1,107.0,301.0
5294,BU17710001,Geldrop-Mierlo                          ,Buurt     ,BU17710001,1,118.0,397.0
5295,BU17710002,Geldrop-Mierlo                          ,Buurt     ,BU17710002,1,84.0,287.0
5296,BU17710003,Geldrop-Mierlo                          ,Buurt     ,BU17710003,1,211.0,743.0
5297,BU17710004,Geldrop-Mierlo                          ,Buurt     ,BU17710004,1,125.0,484.0
5298,BU17710005,Geldrop-Mierlo                          ,Buurt     ,BU17710005,1,149.0,531.0
5299,BU17710006,Geldrop-Mierlo                          ,Buurt     ,BU17710006,1,236.0,757.0
5300,BU17710007,Geldrop-Mierlo                          ,Buurt     ,BU17710007,1,299.0,1102.0
5301,BU17710009,Geldrop-Mierlo                          ,Buurt     ,BU17710009,1,6.0,28.0
5302,WK177101  ,Geldrop-Mierlo                          ,Wijk      ,WK177101  ,1,615.0,2317.0
5303,BU17710100,Geldrop-Mierlo                          ,Buurt     ,BU17710100,1,501.0,1938.0
5304,BU17710109,Geldrop-Mierlo                          ,Buurt     ,BU17710109,1,114.0,380.0
5305,GM1652    ,Gemert-Bakel                            ,Gemeente  ,GM1652    ,.,1713.0,6035.0
5306,WK165200  ,Gemert-Bakel                            ,Wijk      ,WK165200  ,1,1165.0,3524.0
5307,BU16520000,Gemert-Bakel                            ,Buurt     ,BU16520000,1,279.0,899.0
5308,BU16520001,Gemert-Bakel                            ,Buurt     ,BU16520001,1,307.0,764.0
5309,BU16520002,Gemert-Bakel                            ,Buurt     ,BU16520002,1,430.0,1270.0
5310,BU16520003,Gemert-Bakel                            ,Buurt     ,BU16520003,1,4.0,18.0
5311,BU16520004,Gemert-Bakel                            ,Buurt     ,BU16520004,1,95.0,283.0
5312,BU16520007,Gemert-Bakel                            ,Buurt     ,BU16520007,1,25.0,155.0
5313,BU16520008,Gemert-Bakel                            ,Buurt     ,BU16520008,1,18.0,89.0
5314,BU16520009,Gemert-Bakel                            ,Buurt     ,BU16520009,1,7.0,46.0
5315,WK165201  ,Gemert-Bakel                            ,Wijk      ,WK165201  ,1,93.0,353.0
5316,BU16520100,Gemert-Bakel                            ,Buurt     ,BU16520100,1,74.0,248.0
5317,BU16520108,Gemert-Bakel                            ,Buurt     ,BU16520108,1,11.0,60.0
5318,BU16520109,Gemert-Bakel                            ,Buurt     ,BU16520109,1,8.0,45.0
5319,WK165202  ,Gemert-Bakel                            ,Wijk      ,WK165202  ,1,73.0,496.0
5320,BU16520200,Gemert-Bakel                            ,Buurt     ,BU16520200,1,45.0,175.0
5321,BU16520208,Gemert-Bakel                            ,Buurt     ,BU16520208,1,7.0,66.0
5322,BU16520209,Gemert-Bakel                            ,Buurt     ,BU16520209,1,21.0,255.0
5323,WK165203  ,Gemert-Bakel                            ,Wijk      ,WK165203  ,1,34.0,153.0
5324,BU16520300,Gemert-Bakel                            ,Buurt     ,BU16520300,1,24.0,86.0
5325,BU16520309,Gemert-Bakel                            ,Buurt     ,BU16520309,1,10.0,67.0
5326,WK165204  ,Gemert-Bakel                            ,Wijk      ,WK165204  ,1,212.0,874.0
5327,BU16520400,Gemert-Bakel                            ,Buurt     ,BU16520400,1,179.0,622.0
5328,BU16520408,Gemert-Bakel                            ,Buurt     ,BU16520408,1,17.0,160.0
5329,BU16520409,Gemert-Bakel                            ,Buurt     ,BU16520409,1,16.0,92.0
5330,WK165205  ,Gemert-Bakel                            ,Wijk      ,WK165205  ,1,68.0,289.0
5331,BU16520500,Gemert-Bakel                            ,Buurt     ,BU16520500,1,,
5332,BU16520508,Gemert-Bakel                            ,Buurt     ,BU16520508,1,,
5333,BU16520509,Gemert-Bakel                            ,Buurt     ,BU16520509,1,14.0,89.0
5334,WK165206  ,Gemert-Bakel                            ,Wijk      ,WK165206  ,1,68.0,347.0
5335,BU16520600,Gemert-Bakel                            ,Buurt     ,BU16520600,1,53.0,227.0
5336,BU16520609,Gemert-Bakel                            ,Buurt     ,BU16520609,1,15.0,120.0
5337,GM0907    ,Gennep                                  ,Gemeente  ,GM0907    ,.,838.0,3068.0
5338,WK090700  ,Gennep                                  ,Wijk      ,WK090700  ,1,154.0,607.0
5339,BU09070000,Gennep                                  ,Buurt     ,BU09070000,1,110.0,409.0
5340,BU09070001,Gennep                                  ,Buurt     ,BU09070001,1,29.0,125.0
5341,BU09070009,Gennep                                  ,Buurt     ,BU09070009,1,15.0,73.0
5342,WK090701  ,Gennep                                  ,Wijk      ,WK090701  ,1,101.0,408.0
5343,BU09070100,Gennep                                  ,Buurt     ,BU09070100,1,81.0,299.0
5344,BU09070108,Gennep                                  ,Buurt     ,BU09070108,1,9.0,56.0
5345,BU09070109,Gennep                                  ,Buurt     ,BU09070109,1,11.0,53.0
5346,WK090702  ,Gennep                                  ,Wijk      ,WK090702  ,1,47.0,223.0
5347,BU09070200,Gennep                                  ,Buurt     ,BU09070200,1,36.0,160.0
5348,BU09070209,Gennep                                  ,Buurt     ,BU09070209,1,11.0,64.0
5349,WK090703  ,Gennep                                  ,Wijk      ,WK090703  ,1,448.0,1418.0
5350,BU09070300,Gennep                                  ,Buurt     ,BU09070300,1,,
5351,BU09070301,Gennep                                  ,Buurt     ,BU09070301,1,46.0,211.0
5352,BU09070302,Gennep                                  ,Buurt     ,BU09070302,1,147.0,463.0
5353,BU09070303,Gennep                                  ,Buurt     ,BU09070303,1,241.0,688.0
5354,BU09070309,Gennep                                  ,Buurt     ,BU09070309,1,,
5355,WK090704  ,Gennep                                  ,Wijk      ,WK090704  ,1,88.0,413.0
5356,BU09070400,Gennep                                  ,Buurt     ,BU09070400,1,69.0,314.0
5357,BU09070408,Gennep                                  ,Buurt     ,BU09070408,1,6.0,40.0
5358,BU09070409,Gennep                                  ,Buurt     ,BU09070409,1,13.0,59.0
5359,GM0689    ,Giessenlanden                           ,Gemeente  ,GM0689    ,.,685.0,2591.0
5360,WK068900  ,Giessenlanden                           ,Wijk      ,WK068900  ,1,142.0,539.0
5361,BU06890000,Giessenlanden                           ,Buurt     ,BU06890000,1,119.0,428.0
5362,BU06890001,Giessenlanden                           ,Buurt     ,BU06890001,1,11.0,56.0
5363,BU06890002,Giessenlanden                           ,Buurt     ,BU06890002,1,12.0,55.0
5364,WK068901  ,Giessenlanden                           ,Wijk      ,WK068901  ,1,49.0,208.0
5365,BU06890100,Giessenlanden                           ,Buurt     ,BU06890100,1,39.0,156.0
5366,BU06890101,Giessenlanden                           ,Buurt     ,BU06890101,1,10.0,53.0
5367,WK068902  ,Giessenlanden                           ,Wijk      ,WK068902  ,1,9.0,28.0
5368,BU06890200,Giessenlanden                           ,Buurt     ,BU06890200,1,4.0,8.0
5369,BU06890201,Giessenlanden                           ,Buurt     ,BU06890201,1,5.0,20.0
5370,WK068903  ,Giessenlanden                           ,Wijk      ,WK068903  ,1,5.0,27.0
5371,BU06890308,Giessenlanden                           ,Buurt     ,BU06890308,1,,
5372,BU06890309,Giessenlanden                           ,Buurt     ,BU06890309,1,,
5373,WK068904  ,Giessenlanden                           ,Wijk      ,WK068904  ,1,160.0,490.0
5374,BU06890400,Giessenlanden                           ,Buurt     ,BU06890400,1,140.0,402.0
5375,BU06890401,Giessenlanden                           ,Buurt     ,BU06890401,1,9.0,44.0
5376,BU06890402,Giessenlanden                           ,Buurt     ,BU06890402,1,11.0,43.0
5377,WK068905  ,Giessenlanden                           ,Wijk      ,WK068905  ,1,58.0,265.0
5378,BU06890500,Giessenlanden                           ,Buurt     ,BU06890500,1,,
5379,BU06890501,Giessenlanden                           ,Buurt     ,BU06890501,1,4.0,26.0
5380,BU06890502,Giessenlanden                           ,Buurt     ,BU06890502,1,9.0,63.0
5381,BU06890509,Giessenlanden                           ,Buurt     ,BU06890509,1,,
5382,WK068906  ,Giessenlanden                           ,Wijk      ,WK068906  ,1,83.0,355.0
5383,BU06890600,Giessenlanden                           ,Buurt     ,BU06890600,1,30.0,156.0
5384,BU06890601,Giessenlanden                           ,Buurt     ,BU06890601,1,7.0,45.0
5385,BU06890602,Giessenlanden                           ,Buurt     ,BU06890602,1,13.0,46.0
5386,BU06890603,Giessenlanden                           ,Buurt     ,BU06890603,1,33.0,107.0
5387,WK068907  ,Giessenlanden                           ,Wijk      ,WK068907  ,1,99.0,423.0
5388,BU06890700,Giessenlanden                           ,Buurt     ,BU06890700,1,89.0,359.0
5389,BU06890701,Giessenlanden                           ,Buurt     ,BU06890701,1,6.0,46.0
5390,BU06890702,Giessenlanden                           ,Buurt     ,BU06890702,1,4.0,18.0
5391,WK068908  ,Giessenlanden                           ,Wijk      ,WK068908  ,1,80.0,256.0
5392,BU06890800,Giessenlanden                           ,Buurt     ,BU06890800,1,80.0,256.0
5393,GM0784    ,Gilze en Rijen                          ,Gemeente  ,GM0784    ,.,1149.0,4589.0
5394,WK078400  ,Gilze en Rijen                          ,Wijk      ,WK078400  ,1,690.0,2618.0
5395,BU07840000,Gilze en Rijen                          ,Buurt     ,BU07840000,1,649.0,2434.0
5396,BU07840007,Gilze en Rijen                          ,Buurt     ,BU07840007,1,30.0,70.0
5397,BU07840009,Gilze en Rijen                          ,Buurt     ,BU07840009,1,11.0,114.0
5398,WK078401  ,Gilze en Rijen                          ,Wijk      ,WK078401  ,1,373.0,1596.0
5399,BU07840100,Gilze en Rijen                          ,Buurt     ,BU07840100,1,301.0,1103.0
5400,BU07840107,Gilze en Rijen                          ,Buurt     ,BU07840107,1,4.0,26.0
5401,BU07840109,Gilze en Rijen                          ,Buurt     ,BU07840109,1,68.0,468.0
5402,WK078402  ,Gilze en Rijen                          ,Wijk      ,WK078402  ,1,58.0,264.0
5403,BU07840200,Gilze en Rijen                          ,Buurt     ,BU07840200,1,46.0,175.0
5404,BU07840209,Gilze en Rijen                          ,Buurt     ,BU07840209,1,12.0,89.0
5405,WK078403  ,Gilze en Rijen                          ,Wijk      ,WK078403  ,1,28.0,111.0
5406,BU07840300,Gilze en Rijen                          ,Buurt     ,BU07840300,1,10.0,38.0
5407,BU07840309,Gilze en Rijen                          ,Buurt     ,BU07840309,1,18.0,73.0
5408,GM1924    ,Goeree-Overflakkee                      ,Gemeente  ,GM1924    ,.,3253.0,9864.0
5409,WK192400  ,Goeree-Overflakkee                      ,Wijk      ,WK192400  ,1,122.0,415.0
5410,BU19240001,Goeree-Overflakkee                      ,Buurt     ,BU19240001,1,81.0,252.0
5411,BU19240002,Goeree-Overflakkee                      ,Buurt     ,BU19240002,1,19.0,68.0
5412,BU19240003,Goeree-Overflakkee                      ,Buurt     ,BU19240003,1,22.0,95.0
5413,WK192401  ,Goeree-Overflakkee                      ,Wijk      ,WK192401  ,1,455.0,1740.0
5414,BU19240101,Goeree-Overflakkee                      ,Buurt     ,BU19240101,1,109.0,340.0
5415,BU19240102,Goeree-Overflakkee                      ,Buurt     ,BU19240102,1,105.0,542.0
5416,BU19240103,Goeree-Overflakkee                      ,Buurt     ,BU19240103,1,67.0,228.0
5417,BU19240104,Goeree-Overflakkee                      ,Buurt     ,BU19240104,1,8.0,25.0
5418,BU19240105,Goeree-Overflakkee                      ,Buurt     ,BU19240105,1,53.0,137.0
5419,BU19240106,Goeree-Overflakkee                      ,Buurt     ,BU19240106,1,,
5420,BU19240107,Goeree-Overflakkee                      ,Buurt     ,BU19240107,1,,
5421,BU19240108,Goeree-Overflakkee                      ,Buurt     ,BU19240108,1,8.0,20.0
5422,BU19240109,Goeree-Overflakkee                      ,Buurt     ,BU19240109,1,105.0,449.0
5423,WK192402  ,Goeree-Overflakkee                      ,Wijk      ,WK192402  ,1,263.0,744.0
5424,BU19240201,Goeree-Overflakkee                      ,Buurt     ,BU19240201,1,76.0,222.0
5425,BU19240202,Goeree-Overflakkee                      ,Buurt     ,BU19240202,1,184.0,501.0
5426,BU19240203,Goeree-Overflakkee                      ,Buurt     ,BU19240203,1,,
5427,BU19240204,Goeree-Overflakkee                      ,Buurt     ,BU19240204,1,,
5428,BU19240205,Goeree-Overflakkee                      ,Buurt     ,BU19240205,1,3.0,20.0
5429,WK192403  ,Goeree-Overflakkee                      ,Wijk      ,WK192403  ,1,589.0,1319.0
5430,BU19240301,Goeree-Overflakkee                      ,Buurt     ,BU19240301,1,,
5431,BU19240302,Goeree-Overflakkee                      ,Buurt     ,BU19240302,1,58.0,188.0
5432,BU19240303,Goeree-Overflakkee                      ,Buurt     ,BU19240303,1,150.0,329.0
5433,BU19240304,Goeree-Overflakkee                      ,Buurt     ,BU19240304,1,275.0,545.0
5434,BU19240305,Goeree-Overflakkee                      ,Buurt     ,BU19240305,1,3.0,11.0
5435,BU19240306,Goeree-Overflakkee                      ,Buurt     ,BU19240306,1,4.0,15.0
5436,BU19240307,Goeree-Overflakkee                      ,Buurt     ,BU19240307,1,,
5437,WK192404  ,Goeree-Overflakkee                      ,Wijk      ,WK192404  ,1,139.0,493.0
5438,BU19240401,Goeree-Overflakkee                      ,Buurt     ,BU19240401,1,130.0,352.0
5439,BU19240402,Goeree-Overflakkee                      ,Buurt     ,BU19240402,1,,
5440,BU19240403,Goeree-Overflakkee                      ,Buurt     ,BU19240403,1,9.0,141.0
5441,WK192405  ,Goeree-Overflakkee                      ,Wijk      ,WK192405  ,1,108.0,313.0
5442,BU19240501,Goeree-Overflakkee                      ,Buurt     ,BU19240501,1,94.0,267.0
5443,BU19240502,Goeree-Overflakkee                      ,Buurt     ,BU19240502,1,14.0,47.0
5444,WK192406  ,Goeree-Overflakkee                      ,Wijk      ,WK192406  ,1,322.0,851.0
5445,BU19240601,Goeree-Overflakkee                      ,Buurt     ,BU19240601,1,85.0,220.0
5446,BU19240602,Goeree-Overflakkee                      ,Buurt     ,BU19240602,1,96.0,273.0
5447,BU19240603,Goeree-Overflakkee                      ,Buurt     ,BU19240603,1,122.0,240.0
5448,BU19240604,Goeree-Overflakkee                      ,Buurt     ,BU19240604,1,,
5449,BU19240605,Goeree-Overflakkee                      ,Buurt     ,BU19240605,1,,
5450,BU19240606,Goeree-Overflakkee                      ,Buurt     ,BU19240606,1,15.0,63.0
5451,WK192407  ,Goeree-Overflakkee                      ,Wijk      ,WK192407  ,1,331.0,1090.0
5452,BU19240701,Goeree-Overflakkee                      ,Buurt     ,BU19240701,1,83.0,265.0
5453,BU19240702,Goeree-Overflakkee                      ,Buurt     ,BU19240702,1,74.0,225.0
5454,BU19240703,Goeree-Overflakkee                      ,Buurt     ,BU19240703,1,135.0,375.0
5455,BU19240704,Goeree-Overflakkee                      ,Buurt     ,BU19240704,1,13.0,59.0
5456,BU19240705,Goeree-Overflakkee                      ,Buurt     ,BU19240705,1,26.0,167.0
5457,WK192408  ,Goeree-Overflakkee                      ,Wijk      ,WK192408  ,1,121.0,462.0
5458,BU19240801,Goeree-Overflakkee                      ,Buurt     ,BU19240801,1,103.0,343.0
5459,BU19240802,Goeree-Overflakkee                      ,Buurt     ,BU19240802,1,18.0,118.0
5460,WK192409  ,Goeree-Overflakkee                      ,Wijk      ,WK192409  ,1,43.0,231.0
5461,BU19240901,Goeree-Overflakkee                      ,Buurt     ,BU19240901,1,,
5462,BU19240902,Goeree-Overflakkee                      ,Buurt     ,BU19240902,1,,
5463,BU19240903,Goeree-Overflakkee                      ,Buurt     ,BU19240903,1,9.0,90.0
5464,WK192410  ,Goeree-Overflakkee                      ,Wijk      ,WK192410  ,1,268.0,873.0
5465,BU19241001,Goeree-Overflakkee                      ,Buurt     ,BU19241001,1,23.0,75.0
5466,BU19241002,Goeree-Overflakkee                      ,Buurt     ,BU19241002,1,34.0,136.0
5467,BU19241003,Goeree-Overflakkee                      ,Buurt     ,BU19241003,1,72.0,220.0
5468,BU19241004,Goeree-Overflakkee                      ,Buurt     ,BU19241004,1,43.0,121.0
5469,BU19241005,Goeree-Overflakkee                      ,Buurt     ,BU19241005,1,83.0,243.0
5470,BU19241006,Goeree-Overflakkee                      ,Buurt     ,BU19241006,1,13.0,78.0
5471,WK192411  ,Goeree-Overflakkee                      ,Wijk      ,WK192411  ,1,215.0,616.0
5472,BU19241101,Goeree-Overflakkee                      ,Buurt     ,BU19241101,1,201.0,553.0
5473,BU19241102,Goeree-Overflakkee                      ,Buurt     ,BU19241102,1,3.0,7.0
5474,BU19241103,Goeree-Overflakkee                      ,Buurt     ,BU19241103,1,11.0,56.0
5475,WK192412  ,Goeree-Overflakkee                      ,Wijk      ,WK192412  ,1,211.0,458.0
5476,BU19241201,Goeree-Overflakkee                      ,Buurt     ,BU19241201,1,204.0,409.0
5477,BU19241202,Goeree-Overflakkee                      ,Buurt     ,BU19241202,1,7.0,49.0
5478,WK192413  ,Goeree-Overflakkee                      ,Wijk      ,WK192413  ,1,66.0,258.0
5479,BU19241301,Goeree-Overflakkee                      ,Buurt     ,BU19241301,1,43.0,117.0
5480,BU19241302,Goeree-Overflakkee                      ,Buurt     ,BU19241302,1,23.0,141.0
5481,GM0664    ,Goes                                    ,Gemeente  ,GM0664    ,.,3028.0,8540.0
5482,WK066401  ,Goes                                    ,Wijk      ,WK066401  ,1,2109.0,5859.0
5483,BU06640101,Goes                                    ,Buurt     ,BU06640101,1,66.0,122.0
5484,BU06640102,Goes                                    ,Buurt     ,BU06640102,1,237.0,593.0
5485,BU06640103,Goes                                    ,Buurt     ,BU06640103,1,363.0,739.0
5486,BU06640104,Goes                                    ,Buurt     ,BU06640104,1,164.0,512.0
5487,BU06640105,Goes                                    ,Buurt     ,BU06640105,1,566.0,1122.0
5488,BU06640106,Goes                                    ,Buurt     ,BU06640106,1,150.0,433.0
5489,BU06640107,Goes                                    ,Buurt     ,BU06640107,1,7.0,136.0
5490,BU06640108,Goes                                    ,Buurt     ,BU06640108,1,53.0,235.0
5491,BU06640109,Goes                                    ,Buurt     ,BU06640109,1,106.0,448.0
5492,BU06640110,Goes                                    ,Buurt     ,BU06640110,1,254.0,1009.0
5493,BU06640111,Goes                                    ,Buurt     ,BU06640111,1,143.0,511.0
5494,WK066402  ,Goes                                    ,Wijk      ,WK066402  ,1,91.0,231.0
5495,BU06640220,Goes                                    ,Buurt     ,BU06640220,1,88.0,222.0
5496,BU06640229,Goes                                    ,Buurt     ,BU06640229,1,3.0,9.0
5497,WK066403  ,Goes                                    ,Wijk      ,WK066403  ,1,300.0,852.0
5498,BU06640330,Goes                                    ,Buurt     ,BU06640330,1,132.0,318.0
5499,BU06640331,Goes                                    ,Buurt     ,BU06640331,1,155.0,460.0
5500,BU06640338,Goes                                    ,Buurt     ,BU06640338,1,9.0,54.0
5501,BU06640339,Goes                                    ,Buurt     ,BU06640339,1,4.0,20.0
5502,WK066404  ,Goes                                    ,Wijk      ,WK066404  ,1,54.0,171.0
5503,BU06640440,Goes                                    ,Buurt     ,BU06640440,1,39.0,113.0
5504,BU06640449,Goes                                    ,Buurt     ,BU06640449,1,15.0,58.0
5505,WK066405  ,Goes                                    ,Wijk      ,WK066405  ,1,128.0,372.0
5506,BU06640550,Goes                                    ,Buurt     ,BU06640550,1,,
5507,BU06640551,Goes                                    ,Buurt     ,BU06640551,1,9.0,27.0
5508,BU06640559,Goes                                    ,Buurt     ,BU06640559,1,,
5509,WK066406  ,Goes                                    ,Wijk      ,WK066406  ,1,29.0,103.0
5510,BU06640660,Goes                                    ,Buurt     ,BU06640660,1,29.0,103.0
5511,WK066407  ,Goes                                    ,Wijk      ,WK066407  ,1,122.0,360.0
5512,BU06640770,Goes                                    ,Buurt     ,BU06640770,1,113.0,317.0
5513,BU06640778,Goes                                    ,Buurt     ,BU06640778,1,3.0,9.0
5514,BU06640779,Goes                                    ,Buurt     ,BU06640779,1,6.0,35.0
5515,WK066408  ,Goes                                    ,Wijk      ,WK066408  ,1,167.0,509.0
5516,BU06640880,Goes                                    ,Buurt     ,BU06640880,1,124.0,322.0
5517,BU06640889,Goes                                    ,Buurt     ,BU06640889,1,43.0,188.0
5518,WK066409  ,Goes                                    ,Wijk      ,WK066409  ,1,28.0,82.0
5519,BU06640990,Goes                                    ,Buurt     ,BU06640990,1,28.0,82.0
5520,GM0785    ,Goirle                                  ,Gemeente  ,GM0785    ,.,953.0,3556.0
5521,WK078501  ,Goirle                                  ,Wijk      ,WK078501  ,1,50.0,107.0
5522,BU07850101,Goirle                                  ,Buurt     ,BU07850101,1,50.0,107.0
5523,WK078502  ,Goirle                                  ,Wijk      ,WK078502  ,1,65.0,235.0
5524,BU07850202,Goirle                                  ,Buurt     ,BU07850202,1,65.0,235.0
5525,WK078503  ,Goirle                                  ,Wijk      ,WK078503  ,1,73.0,297.0
5526,BU07850303,Goirle                                  ,Buurt     ,BU07850303,1,64.0,251.0
5527,BU07850304,Goirle                                  ,Buurt     ,BU07850304,1,9.0,46.0
5528,WK078504  ,Goirle                                  ,Wijk      ,WK078504  ,1,40.0,172.0
5529,BU07850405,Goirle                                  ,Buurt     ,BU07850405,1,27.0,97.0
5530,BU07850406,Goirle                                  ,Buurt     ,BU07850406,1,13.0,75.0
5531,WK078505  ,Goirle                                  ,Wijk      ,WK078505  ,1,34.0,104.0
5532,BU07850507,Goirle                                  ,Buurt     ,BU07850507,1,34.0,104.0
5533,WK078506  ,Goirle                                  ,Wijk      ,WK078506  ,1,70.0,247.0
5534,BU07850608,Goirle                                  ,Buurt     ,BU07850608,1,70.0,247.0
5535,WK078507  ,Goirle                                  ,Wijk      ,WK078507  ,1,59.0,236.0
5536,BU07850709,Goirle                                  ,Buurt     ,BU07850709,1,41.0,170.0
5537,BU07850710,Goirle                                  ,Buurt     ,BU07850710,1,18.0,66.0
5538,WK078508  ,Goirle                                  ,Wijk      ,WK078508  ,1,184.0,603.0
5539,BU07850811,Goirle                                  ,Buurt     ,BU07850811,1,3.0,15.0
5540,BU07850812,Goirle                                  ,Buurt     ,BU07850812,1,152.0,420.0
5541,BU07850813,Goirle                                  ,Buurt     ,BU07850813,1,29.0,167.0
5542,WK078509  ,Goirle                                  ,Wijk      ,WK078509  ,1,132.0,468.0
5543,BU07850914,Goirle                                  ,Buurt     ,BU07850914,1,33.0,108.0
5544,BU07850915,Goirle                                  ,Buurt     ,BU07850915,1,32.0,106.0
5545,BU07850916,Goirle                                  ,Buurt     ,BU07850916,1,16.0,63.0
5546,BU07850917,Goirle                                  ,Buurt     ,BU07850917,1,22.0,78.0
5547,BU07850918,Goirle                                  ,Buurt     ,BU07850918,1,29.0,113.0
5548,WK078510  ,Goirle                                  ,Wijk      ,WK078510  ,1,25.0,81.0
5549,BU07851019,Goirle                                  ,Buurt     ,BU07851019,1,25.0,81.0
5550,WK078511  ,Goirle                                  ,Wijk      ,WK078511  ,1,52.0,343.0
5551,BU07851120,Goirle                                  ,Buurt     ,BU07851120,1,11.0,43.0
5552,BU07851121,Goirle                                  ,Buurt     ,BU07851121,1,24.0,81.0
5553,BU07851122,Goirle                                  ,Buurt     ,BU07851122,1,17.0,219.0
5554,WK078512  ,Goirle                                  ,Wijk      ,WK078512  ,1,,
5555,BU07851223,Goirle                                  ,Buurt     ,BU07851223,1,,
5556,WK078513  ,Goirle                                  ,Wijk      ,WK078513  ,1,4.0,23.0
5557,BU07851324,Goirle                                  ,Buurt     ,BU07851324,1,,
5558,BU07851325,Goirle                                  ,Buurt     ,BU07851325,1,,
5559,WK078514  ,Goirle                                  ,Wijk      ,WK078514  ,3,6.0,59.0
5560,BU07851426,Goirle                                  ,Buurt     ,BU07851426,3,6.0,59.0
5561,WK078520  ,Goirle                                  ,Wijk      ,WK078520  ,1,137.0,512.0
5562,BU07852027,Goirle                                  ,Buurt     ,BU07852027,1,119.0,424.0
5563,BU07852028,Goirle                                  ,Buurt     ,BU07852028,1,18.0,88.0
5564,WK078521  ,Goirle                                  ,Wijk      ,WK078521  ,1,15.0,28.0
5565,BU07852129,Goirle                                  ,Buurt     ,BU07852129,1,15.0,28.0
5566,WK078522  ,Goirle                                  ,Wijk      ,WK078522  ,1,,
5567,BU07852230,Goirle                                  ,Buurt     ,BU07852230,1,,
5568,WK078523  ,Goirle                                  ,Wijk      ,WK078523  ,1,7.0,43.0
5569,BU07852331,Goirle                                  ,Buurt     ,BU07852331,1,7.0,43.0
5570,GM1942    ,Gooise Meren                            ,Gemeente  ,GM1942    ,.,1208.0,3384.0
5571,WK194200  ,Gooise Meren                            ,Wijk      ,WK194200  ,1,192.0,507.0
5572,BU19420000,Gooise Meren                            ,Buurt     ,BU19420000,1,14.0,45.0
5573,BU19420001,Gooise Meren                            ,Buurt     ,BU19420001,1,21.0,57.0
5574,BU19420002,Gooise Meren                            ,Buurt     ,BU19420002,1,24.0,75.0
5575,BU19420003,Gooise Meren                            ,Buurt     ,BU19420003,1,28.0,77.0
5576,BU19420004,Gooise Meren                            ,Buurt     ,BU19420004,1,17.0,38.0
5577,BU19420005,Gooise Meren                            ,Buurt     ,BU19420005,1,13.0,31.0
5578,BU19420006,Gooise Meren                            ,Buurt     ,BU19420006,1,22.0,78.0
5579,BU19420007,Gooise Meren                            ,Buurt     ,BU19420007,1,39.0,69.0
5580,BU19420008,Gooise Meren                            ,Buurt     ,BU19420008,1,14.0,35.0
5581,WK194201  ,Gooise Meren                            ,Wijk      ,WK194201  ,1,64.0,160.0
5582,BU19420100,Gooise Meren                            ,Buurt     ,BU19420100,1,,
5583,BU19420101,Gooise Meren                            ,Buurt     ,BU19420101,1,21.0,47.0
5584,BU19420102,Gooise Meren                            ,Buurt     ,BU19420102,1,19.0,37.0
5585,BU19420103,Gooise Meren                            ,Buurt     ,BU19420103,1,6.0,17.0
5586,BU19420104,Gooise Meren                            ,Buurt     ,BU19420104,1,,
5587,WK194202  ,Gooise Meren                            ,Wijk      ,WK194202  ,1,286.0,738.0
5588,BU19420200,Gooise Meren                            ,Buurt     ,BU19420200,1,,
5589,BU19420201,Gooise Meren                            ,Buurt     ,BU19420201,1,28.0,88.0
5590,BU19420202,Gooise Meren                            ,Buurt     ,BU19420202,1,6.0,22.0
5591,BU19420203,Gooise Meren                            ,Buurt     ,BU19420203,1,13.0,36.0
5592,BU19420204,Gooise Meren                            ,Buurt     ,BU19420204,1,22.0,55.0
5593,BU19420205,Gooise Meren                            ,Buurt     ,BU19420205,1,33.0,97.0
5594,BU19420206,Gooise Meren                            ,Buurt     ,BU19420206,1,54.0,143.0
5595,BU19420207,Gooise Meren                            ,Buurt     ,BU19420207,1,59.0,127.0
5596,BU19420208,Gooise Meren                            ,Buurt     ,BU19420208,1,48.0,113.0
5597,BU19420209,Gooise Meren                            ,Buurt     ,BU19420209,1,23.0,57.0
5598,WK194203  ,Gooise Meren                            ,Wijk      ,WK194203  ,1,73.0,221.0
5599,BU19420300,Gooise Meren                            ,Buurt     ,BU19420300,1,,
5600,BU19420301,Gooise Meren                            ,Buurt     ,BU19420301,1,,
5601,BU19420302,Gooise Meren                            ,Buurt     ,BU19420302,1,5.0,13.0
5602,BU19420303,Gooise Meren                            ,Buurt     ,BU19420303,1,10.0,25.0
5603,BU19420304,Gooise Meren                            ,Buurt     ,BU19420304,1,14.0,71.0
5604,BU19420305,Gooise Meren                            ,Buurt     ,BU19420305,1,11.0,26.0
5605,BU19420306,Gooise Meren                            ,Buurt     ,BU19420306,1,27.0,69.0
5606,WK194204  ,Gooise Meren                            ,Wijk      ,WK194204  ,1,286.0,811.0
5607,BU19420400,Gooise Meren                            ,Buurt     ,BU19420400,1,17.0,45.0
5608,BU19420401,Gooise Meren                            ,Buurt     ,BU19420401,1,79.0,158.0
5609,BU19420402,Gooise Meren                            ,Buurt     ,BU19420402,1,93.0,299.0
5610,BU19420403,Gooise Meren                            ,Buurt     ,BU19420403,1,33.0,92.0
5611,BU19420404,Gooise Meren                            ,Buurt     ,BU19420404,1,47.0,125.0
