ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,IndelingswijzigingWijkenEnBuurten_4,AantalInstallatiesBijWoningen_5,OpgesteldVermogenVanZonnepanelen_6
4785,BU07700501,Eersel                                  ,Buurt     ,BU07700501,1,33.0,241.0
4786,BU07700509,Eersel                                  ,Buurt     ,BU07700509,1,24.0,158.0
4787,GM1903    ,Eijsden-Margraten                       ,Gemeente  ,GM1903    ,.,3713.0,16269.0
4788,WK190300  ,Eijsden-Margraten                       ,Wijk      ,WK190300  ,1,1487.0,6212.0
4789,BU19030000,Eijsden-Margraten                       ,Buurt     ,BU19030000,1,646.0,2697.0
4790,BU19030001,Eijsden-Margraten                       ,Buurt     ,BU19030001,1,469.0,1869.0
4791,BU19030002,Eijsden-Margraten                       ,Buurt     ,BU19030002,1,27.0,105.0
4792,BU19030003,Eijsden-Margraten                       ,Buurt     ,BU19030003,1,41.0,196.0
4793,BU19030004,Eijsden-Margraten                       ,Buurt     ,BU19030004,1,85.0,407.0
4794,BU19030005,Eijsden-Margraten                       ,Buurt     ,BU19030005,1,20.0,96.0
4795,BU19030009,Eijsden-Margraten                       ,Buurt     ,BU19030009,1,199.0,841.0
4796,WK190301  ,Eijsden-Margraten                       ,Wijk      ,WK190301  ,1,410.0,1791.0
4797,BU19030100,Eijsden-Margraten                       ,Buurt     ,BU19030100,1,326.0,1398.0
4798,BU19030101,Eijsden-Margraten                       ,Buurt     ,BU19030101,1,84.0,393.0
4799,WK190302  ,Eijsden-Margraten                       ,Wijk      ,WK190302  ,1,600.0,2644.0
4800,BU19030200,Eijsden-Margraten                       ,Buurt     ,BU19030200,1,482.0,2058.0
4801,BU19030201,Eijsden-Margraten                       ,Buurt     ,BU19030201,1,14.0,84.0
4802,BU19030202,Eijsden-Margraten                       ,Buurt     ,BU19030202,1,33.0,159.0
4803,BU19030203,Eijsden-Margraten                       ,Buurt     ,BU19030203,1,5.0,30.0
4804,BU19030204,Eijsden-Margraten                       ,Buurt     ,BU19030204,1,58.0,264.0
4805,BU19030205,Eijsden-Margraten                       ,Buurt     ,BU19030205,1,8.0,49.0
4806,WK190303  ,Eijsden-Margraten                       ,Wijk      ,WK190303  ,1,580.0,2692.0
4807,BU19030300,Eijsden-Margraten                       ,Buurt     ,BU19030300,1,446.0,2021.0
4808,BU19030301,Eijsden-Margraten                       ,Buurt     ,BU19030301,1,18.0,117.0
4809,BU19030302,Eijsden-Margraten                       ,Buurt     ,BU19030302,1,6.0,75.0
4810,BU19030303,Eijsden-Margraten                       ,Buurt     ,BU19030303,1,56.0,266.0
4811,BU19030304,Eijsden-Margraten                       ,Buurt     ,BU19030304,1,24.0,143.0
4812,BU19030309,Eijsden-Margraten                       ,Buurt     ,BU19030309,1,30.0,70.0
4813,WK190304  ,Eijsden-Margraten                       ,Wijk      ,WK190304  ,1,305.0,1397.0
4814,BU19030400,Eijsden-Margraten                       ,Buurt     ,BU19030400,1,156.0,682.0
4815,BU19030401,Eijsden-Margraten                       ,Buurt     ,BU19030401,1,85.0,385.0
4816,BU19030402,Eijsden-Margraten                       ,Buurt     ,BU19030402,1,25.0,134.0
4817,BU19030403,Eijsden-Margraten                       ,Buurt     ,BU19030403,1,10.0,50.0
4818,BU19030404,Eijsden-Margraten                       ,Buurt     ,BU19030404,1,9.0,43.0
4819,BU19030409,Eijsden-Margraten                       ,Buurt     ,BU19030409,1,20.0,103.0
4820,WK190305  ,Eijsden-Margraten                       ,Wijk      ,WK190305  ,1,331.0,1534.0
4821,BU19030500,Eijsden-Margraten                       ,Buurt     ,BU19030500,1,116.0,540.0
4822,BU19030501,Eijsden-Margraten                       ,Buurt     ,BU19030501,1,109.0,532.0
4823,BU19030502,Eijsden-Margraten                       ,Buurt     ,BU19030502,1,79.0,312.0
4824,BU19030503,Eijsden-Margraten                       ,Buurt     ,BU19030503,1,7.0,43.0
4825,BU19030504,Eijsden-Margraten                       ,Buurt     ,BU19030504,1,6.0,32.0
4826,BU19030505,Eijsden-Margraten                       ,Buurt     ,BU19030505,1,4.0,18.0
4827,BU19030509,Eijsden-Margraten                       ,Buurt     ,BU19030509,1,10.0,57.0
4828,GM0772    ,Eindhoven                               ,Gemeente  ,GM0772    ,.,20399.0,69606.0
4829,WK077211  ,Eindhoven                               ,Wijk      ,WK077211  ,1,172.0,495.0
4830,BU07721110,Eindhoven                               ,Buurt     ,BU07721110,1,,
4831,BU07721120,Eindhoven                               ,Buurt     ,BU07721120,1,98.0,234.0
4832,BU07721130,Eindhoven                               ,Buurt     ,BU07721130,1,,
4833,BU07721140,Eindhoven                               ,Buurt     ,BU07721140,1,0.0,0.0
4834,BU07721150,Eindhoven                               ,Buurt     ,BU07721150,1,0.0,0.0
4835,WK077221  ,Eindhoven                               ,Wijk      ,WK077221  ,1,655.0,1789.0
4836,BU07722110,Eindhoven                               ,Buurt     ,BU07722110,1,247.0,687.0
4837,BU07722120,Eindhoven                               ,Buurt     ,BU07722120,1,47.0,153.0
4838,BU07722130,Eindhoven                               ,Buurt     ,BU07722130,1,117.0,164.0
4839,BU07722140,Eindhoven                               ,Buurt     ,BU07722140,1,90.0,277.0
4840,BU07722150,Eindhoven                               ,Buurt     ,BU07722150,1,66.0,193.0
4841,BU07722160,Eindhoven                               ,Buurt     ,BU07722160,1,59.0,179.0
4842,BU07722170,Eindhoven                               ,Buurt     ,BU07722170,1,11.0,38.0
4843,BU07722180,Eindhoven                               ,Buurt     ,BU07722180,1,18.0,98.0
4844,WK077222  ,Eindhoven                               ,Wijk      ,WK077222  ,1,627.0,2204.0
4845,BU07722210,Eindhoven                               ,Buurt     ,BU07722210,1,52.0,168.0
4846,BU07722220,Eindhoven                               ,Buurt     ,BU07722220,1,284.0,919.0
4847,BU07722230,Eindhoven                               ,Buurt     ,BU07722230,1,57.0,211.0
4848,BU07722240,Eindhoven                               ,Buurt     ,BU07722240,1,95.0,414.0
4849,BU07722250,Eindhoven                               ,Buurt     ,BU07722250,1,139.0,491.0
4850,BU07722260,Eindhoven                               ,Buurt     ,BU07722260,1,0.0,0.0
4851,WK077223  ,Eindhoven                               ,Wijk      ,WK077223  ,1,1686.0,5816.0
4852,BU07722300,Eindhoven                               ,Buurt     ,BU07722300,1,179.0,708.0
4853,BU07722310,Eindhoven                               ,Buurt     ,BU07722310,1,0.0,0.0
4854,BU07722320,Eindhoven                               ,Buurt     ,BU07722320,1,260.0,709.0
4855,BU07722330,Eindhoven                               ,Buurt     ,BU07722330,1,275.0,728.0
4856,BU07722340,Eindhoven                               ,Buurt     ,BU07722340,1,21.0,56.0
4857,BU07722350,Eindhoven                               ,Buurt     ,BU07722350,1,365.0,1477.0
4858,BU07722360,Eindhoven                               ,Buurt     ,BU07722360,1,69.0,188.0
4859,BU07722370,Eindhoven                               ,Buurt     ,BU07722370,1,431.0,1535.0
4860,BU07722380,Eindhoven                               ,Buurt     ,BU07722380,1,71.0,344.0
4861,BU07722390,Eindhoven                               ,Buurt     ,BU07722390,1,0.0,0.0
4862,BU07722399,Eindhoven                               ,Buurt     ,BU07722399,1,15.0,70.0
4863,WK077231  ,Eindhoven                               ,Wijk      ,WK077231  ,1,488.0,1411.0
4864,BU07723110,Eindhoven                               ,Buurt     ,BU07723110,1,131.0,410.0
4865,BU07723120,Eindhoven                               ,Buurt     ,BU07723120,1,357.0,1001.0
4866,WK077232  ,Eindhoven                               ,Wijk      ,WK077232  ,1,1015.0,3593.0
4867,BU07723210,Eindhoven                               ,Buurt     ,BU07723210,1,265.0,831.0
4868,BU07723220,Eindhoven                               ,Buurt     ,BU07723220,1,352.0,1118.0
4869,BU07723280,Eindhoven                               ,Buurt     ,BU07723280,1,398.0,1644.0
4870,WK077233  ,Eindhoven                               ,Wijk      ,WK077233  ,1,921.0,3417.0
4871,BU07723330,Eindhoven                               ,Buurt     ,BU07723330,1,481.0,1539.0
4872,BU07723340,Eindhoven                               ,Buurt     ,BU07723340,1,15.0,61.0
4873,BU07723350,Eindhoven                               ,Buurt     ,BU07723350,1,324.0,1143.0
4874,BU07723360,Eindhoven                               ,Buurt     ,BU07723360,1,36.0,269.0
4875,BU07723370,Eindhoven                               ,Buurt     ,BU07723370,1,65.0,406.0
4876,WK077241  ,Eindhoven                               ,Wijk      ,WK077241  ,1,598.0,1841.0
4877,BU07724100,Eindhoven                               ,Buurt     ,BU07724100,1,127.0,382.0
4878,BU07724110,Eindhoven                               ,Buurt     ,BU07724110,1,87.0,303.0
4879,BU07724120,Eindhoven                               ,Buurt     ,BU07724120,1,308.0,905.0
4880,BU07724130,Eindhoven                               ,Buurt     ,BU07724130,1,73.0,239.0
4881,BU07724140,Eindhoven                               ,Buurt     ,BU07724140,1,3.0,12.0
4882,WK077242  ,Eindhoven                               ,Wijk      ,WK077242  ,1,1395.0,4004.0
4883,BU07724210,Eindhoven                               ,Buurt     ,BU07724210,1,599.0,1601.0
4884,BU07724220,Eindhoven                               ,Buurt     ,BU07724220,1,314.0,1011.0
4885,BU07724230,Eindhoven                               ,Buurt     ,BU07724230,1,105.0,320.0
4886,BU07724240,Eindhoven                               ,Buurt     ,BU07724240,1,268.0,735.0
4887,BU07724250,Eindhoven                               ,Buurt     ,BU07724250,1,109.0,338.0
4888,BU07724260,Eindhoven                               ,Buurt     ,BU07724260,1,0.0,0.0
4889,WK077243  ,Eindhoven                               ,Wijk      ,WK077243  ,1,700.0,2488.0
4890,BU07724310,Eindhoven                               ,Buurt     ,BU07724310,1,224.0,808.0
4891,BU07724320,Eindhoven                               ,Buurt     ,BU07724320,1,89.0,317.0
4892,BU07724330,Eindhoven                               ,Buurt     ,BU07724330,1,0.0,0.0
4893,BU07724340,Eindhoven                               ,Buurt     ,BU07724340,1,183.0,524.0
4894,BU07724350,Eindhoven                               ,Buurt     ,BU07724350,1,204.0,839.0
4895,BU07724360,Eindhoven                               ,Buurt     ,BU07724360,1,0.0,0.0
4896,WK077251  ,Eindhoven                               ,Wijk      ,WK077251  ,1,1131.0,3834.0
4897,BU07725110,Eindhoven                               ,Buurt     ,BU07725110,1,122.0,609.0
4898,BU07725120,Eindhoven                               ,Buurt     ,BU07725120,1,382.0,1163.0
4899,BU07725130,Eindhoven                               ,Buurt     ,BU07725130,1,215.0,692.0
4900,BU07725140,Eindhoven                               ,Buurt     ,BU07725140,1,138.0,517.0
4901,BU07725150,Eindhoven                               ,Buurt     ,BU07725150,1,6.0,17.0
4902,BU07725160,Eindhoven                               ,Buurt     ,BU07725160,1,268.0,837.0
4903,WK077252  ,Eindhoven                               ,Wijk      ,WK077252  ,1,1893.0,7403.0
4904,BU07725200,Eindhoven                               ,Buurt     ,BU07725200,1,11.0,95.0
4905,BU07725210,Eindhoven                               ,Buurt     ,BU07725210,1,501.0,2305.0
4906,BU07725220,Eindhoven                               ,Buurt     ,BU07725220,1,422.0,1508.0
4907,BU07725230,Eindhoven                               ,Buurt     ,BU07725230,1,575.0,2143.0
4908,BU07725240,Eindhoven                               ,Buurt     ,BU07725240,1,384.0,1351.0
4909,WK077253  ,Eindhoven                               ,Wijk      ,WK077253  ,1,2566.0,9248.0
4910,BU07725310,Eindhoven                               ,Buurt     ,BU07725310,1,612.0,1961.0
4911,BU07725320,Eindhoven                               ,Buurt     ,BU07725320,1,704.0,2320.0
4912,BU07725330,Eindhoven                               ,Buurt     ,BU07725330,1,355.0,1572.0
4913,BU07725340,Eindhoven                               ,Buurt     ,BU07725340,1,895.0,3395.0
4914,BU07725350,Eindhoven                               ,Buurt     ,BU07725350,1,0.0,0.0
4915,WK077254  ,Eindhoven                               ,Wijk      ,WK077254  ,1,1036.0,3700.0
4916,BU07725410,Eindhoven                               ,Buurt     ,BU07725410,1,364.0,934.0
4917,BU07725420,Eindhoven                               ,Buurt     ,BU07725420,1,183.0,879.0
4918,BU07725430,Eindhoven                               ,Buurt     ,BU07725430,1,178.0,672.0
4919,BU07725440,Eindhoven                               ,Buurt     ,BU07725440,1,301.0,1157.0
4920,BU07725450,Eindhoven                               ,Buurt     ,BU07725450,1,,
4921,BU07725460,Eindhoven                               ,Buurt     ,BU07725460,1,,
4922,WK077261  ,Eindhoven                               ,Wijk      ,WK077261  ,1,661.0,2194.0
4923,BU07726110,Eindhoven                               ,Buurt     ,BU07726110,1,181.0,649.0
4924,BU07726120,Eindhoven                               ,Buurt     ,BU07726120,1,88.0,348.0
4925,BU07726130,Eindhoven                               ,Buurt     ,BU07726130,1,83.0,382.0
4926,BU07726140,Eindhoven                               ,Buurt     ,BU07726140,1,77.0,253.0
4927,BU07726150,Eindhoven                               ,Buurt     ,BU07726150,1,120.0,456.0
4928,BU07726160,Eindhoven                               ,Buurt     ,BU07726160,1,112.0,106.0
4929,WK077262  ,Eindhoven                               ,Wijk      ,WK077262  ,1,1252.0,3458.0
4930,BU07726210,Eindhoven                               ,Buurt     ,BU07726210,1,5.0,29.0
4931,BU07726220,Eindhoven                               ,Buurt     ,BU07726220,1,416.0,1155.0
4932,BU07726230,Eindhoven                               ,Buurt     ,BU07726230,1,335.0,1023.0
4933,BU07726240,Eindhoven                               ,Buurt     ,BU07726240,1,156.0,450.0
4934,BU07726250,Eindhoven                               ,Buurt     ,BU07726250,1,329.0,696.0
4935,BU07726260,Eindhoven                               ,Buurt     ,BU07726260,1,11.0,104.0
4936,BU07726270,Eindhoven                               ,Buurt     ,BU07726270,1,0.0,0.0
4937,BU07726280,Eindhoven                               ,Buurt     ,BU07726280,1,0.0,0.0
4938,WK077263  ,Eindhoven                               ,Wijk      ,WK077263  ,1,1231.0,4960.0
4939,BU07726310,Eindhoven                               ,Buurt     ,BU07726310,1,0.0,0.0
4940,BU07726320,Eindhoven                               ,Buurt     ,BU07726320,1,0.0,0.0
4941,BU07726330,Eindhoven                               ,Buurt     ,BU07726330,1,519.0,2189.0
4942,BU07726340,Eindhoven                               ,Buurt     ,BU07726340,1,238.0,921.0
4943,BU07726350,Eindhoven                               ,Buurt     ,BU07726350,1,404.0,1459.0
4944,BU07726360,Eindhoven                               ,Buurt     ,BU07726360,1,,
4945,BU07726370,Eindhoven                               ,Buurt     ,BU07726370,1,,
4946,BU07726380,Eindhoven                               ,Buurt     ,BU07726380,1,0.0,0.0
4947,BU07726390,Eindhoven                               ,Buurt     ,BU07726390,1,57.0,240.0
4948,BU07726399,Eindhoven                               ,Buurt     ,BU07726399,1,10.0,113.0
4949,WK077271  ,Eindhoven                               ,Wijk      ,WK077271  ,1,521.0,1620.0
4950,BU07727110,Eindhoven                               ,Buurt     ,BU07727110,1,280.0,911.0
4951,BU07727120,Eindhoven                               ,Buurt     ,BU07727120,1,120.0,437.0
4952,BU07727130,Eindhoven                               ,Buurt     ,BU07727130,1,121.0,273.0
4953,WK077272  ,Eindhoven                               ,Wijk      ,WK077272  ,1,846.0,2536.0
4954,BU07727210,Eindhoven                               ,Buurt     ,BU07727210,1,243.0,675.0
4955,BU07727220,Eindhoven                               ,Buurt     ,BU07727220,1,164.0,536.0
4956,BU07727230,Eindhoven                               ,Buurt     ,BU07727230,1,,
4957,BU07727240,Eindhoven                               ,Buurt     ,BU07727240,1,211.0,595.0
4958,BU07727250,Eindhoven                               ,Buurt     ,BU07727250,1,159.0,508.0
4959,BU07727260,Eindhoven                               ,Buurt     ,BU07727260,1,,
4960,BU07727270,Eindhoven                               ,Buurt     ,BU07727270,1,0.0,0.0
4961,WK077273  ,Eindhoven                               ,Wijk      ,WK077273  ,1,1005.0,3594.0
4962,BU07727310,Eindhoven                               ,Buurt     ,BU07727310,1,422.0,1467.0
4963,BU07727320,Eindhoven                               ,Buurt     ,BU07727320,1,436.0,1417.0
4964,BU07727330,Eindhoven                               ,Buurt     ,BU07727330,1,147.0,711.0
4965,GM0230    ,Elburg                                  ,Gemeente  ,GM0230    ,.,2905.0,10992.0
4966,WK023001  ,Elburg                                  ,Wijk      ,WK023001  ,1,1751.0,6276.0
4967,BU02300100,Elburg                                  ,Buurt     ,BU02300100,1,,
4968,BU02300101,Elburg                                  ,Buurt     ,BU02300101,1,159.0,639.0
4969,BU02300102,Elburg                                  ,Buurt     ,BU02300102,1,463.0,1433.0
4970,BU02300103,Elburg                                  ,Buurt     ,BU02300103,1,380.0,1137.0
4971,BU02300104,Elburg                                  ,Buurt     ,BU02300104,1,459.0,1634.0
4972,BU02300105,Elburg                                  ,Buurt     ,BU02300105,1,73.0,307.0
4973,BU02300108,Elburg                                  ,Buurt     ,BU02300108,1,,
4974,BU02300109,Elburg                                  ,Buurt     ,BU02300109,1,203.0,1043.0
4975,WK023002  ,Elburg                                  ,Wijk      ,WK023002  ,1,784.0,3067.0
4976,BU02300201,Elburg                                  ,Buurt     ,BU02300201,1,232.0,884.0
4977,BU02300202,Elburg                                  ,Buurt     ,BU02300202,1,207.0,884.0
4978,BU02300203,Elburg                                  ,Buurt     ,BU02300203,1,213.0,740.0
4979,BU02300207,Elburg                                  ,Buurt     ,BU02300207,1,132.0,560.0
4980,BU02300209,Elburg                                  ,Buurt     ,BU02300209,1,0.0,0.0
4981,WK023003  ,Elburg                                  ,Wijk      ,WK023003  ,1,370.0,1648.0
4982,BU02300300,Elburg                                  ,Buurt     ,BU02300300,1,139.0,491.0
4983,BU02300304,Elburg                                  ,Buurt     ,BU02300304,1,85.0,425.0
4984,BU02300306,Elburg                                  ,Buurt     ,BU02300306,1,58.0,235.0
4985,BU02300308,Elburg                                  ,Buurt     ,BU02300308,1,88.0,497.0
4986,GM0114    ,Emmen                                   ,Gemeente  ,GM0114    ,.,12712.0,50588.0
4987,WK011401  ,Emmen                                   ,Wijk      ,WK011401  ,1,347.0,1525.0
4988,BU01140100,Emmen                                   ,Buurt     ,BU01140100,1,72.0,325.0
4989,BU01140101,Emmen                                   ,Buurt     ,BU01140101,1,184.0,755.0
4990,BU01140102,Emmen                                   ,Buurt     ,BU01140102,1,31.0,130.0
4991,BU01140103,Emmen                                   ,Buurt     ,BU01140103,1,23.0,114.0
4992,BU01140104,Emmen                                   ,Buurt     ,BU01140104,1,15.0,75.0
4993,BU01140106,Emmen                                   ,Buurt     ,BU01140106,1,12.0,79.0
4994,BU01140109,Emmen                                   ,Buurt     ,BU01140109,1,10.0,47.0
4995,WK011402  ,Emmen                                   ,Wijk      ,WK011402  ,1,96.0,460.0
4996,BU01140200,Emmen                                   ,Buurt     ,BU01140200,1,39.0,152.0
4997,BU01140206,Emmen                                   ,Buurt     ,BU01140206,1,16.0,85.0
4998,BU01140208,Emmen                                   ,Buurt     ,BU01140208,1,18.0,98.0
4999,BU01140209,Emmen                                   ,Buurt     ,BU01140209,1,23.0,124.0
5000,WK011403  ,Emmen                                   ,Wijk      ,WK011403  ,1,774.0,3363.0
5001,BU01140300,Emmen                                   ,Buurt     ,BU01140300,1,410.0,1661.0
5002,BU01140301,Emmen                                   ,Buurt     ,BU01140301,1,229.0,1035.0
5003,BU01140302,Emmen                                   ,Buurt     ,BU01140302,1,52.0,247.0
5004,BU01140303,Emmen                                   ,Buurt     ,BU01140303,1,64.0,291.0
5005,BU01140304,Emmen                                   ,Buurt     ,BU01140304,1,,
5006,BU01140309,Emmen                                   ,Buurt     ,BU01140309,1,,
5007,WK011404  ,Emmen                                   ,Wijk      ,WK011404  ,1,184.0,798.0
5008,BU01140400,Emmen                                   ,Buurt     ,BU01140400,1,125.0,503.0
5009,BU01140401,Emmen                                   ,Buurt     ,BU01140401,1,15.0,66.0
5010,BU01140402,Emmen                                   ,Buurt     ,BU01140402,1,22.0,120.0
5011,BU01140408,Emmen                                   ,Buurt     ,BU01140408,1,18.0,81.0
5012,BU01140409,Emmen                                   ,Buurt     ,BU01140409,1,4.0,28.0
5013,WK011405  ,Emmen                                   ,Wijk      ,WK011405  ,1,183.0,915.0
5014,BU01140500,Emmen                                   ,Buurt     ,BU01140500,1,103.0,458.0
5015,BU01140502,Emmen                                   ,Buurt     ,BU01140502,1,49.0,277.0
5016,BU01140503,Emmen                                   ,Buurt     ,BU01140503,1,22.0,139.0
5017,BU01140504,Emmen                                   ,Buurt     ,BU01140504,1,,
5018,BU01140509,Emmen                                   ,Buurt     ,BU01140509,1,,
5019,WK011406  ,Emmen                                   ,Wijk      ,WK011406  ,1,541.0,2445.0
5020,BU01140600,Emmen                                   ,Buurt     ,BU01140600,1,499.0,2227.0
5021,BU01140601,Emmen                                   ,Buurt     ,BU01140601,1,4.0,19.0
5022,BU01140608,Emmen                                   ,Buurt     ,BU01140608,1,28.0,146.0
5023,BU01140609,Emmen                                   ,Buurt     ,BU01140609,1,10.0,53.0
5024,WK011407  ,Emmen                                   ,Wijk      ,WK011407  ,1,621.0,2793.0
5025,BU01140700,Emmen                                   ,Buurt     ,BU01140700,1,513.0,2156.0
5026,BU01140701,Emmen                                   ,Buurt     ,BU01140701,1,31.0,151.0
5027,BU01140702,Emmen                                   ,Buurt     ,BU01140702,1,18.0,103.0
5028,BU01140707,Emmen                                   ,Buurt     ,BU01140707,1,10.0,71.0
5029,BU01140708,Emmen                                   ,Buurt     ,BU01140708,1,25.0,178.0
5030,BU01140709,Emmen                                   ,Buurt     ,BU01140709,1,24.0,133.0
5031,WK011408  ,Emmen                                   ,Wijk      ,WK011408  ,1,1238.0,5220.0
5032,BU01140800,Emmen                                   ,Buurt     ,BU01140800,1,517.0,2224.0
5033,BU01140801,Emmen                                   ,Buurt     ,BU01140801,1,593.0,2339.0
5034,BU01140802,Emmen                                   ,Buurt     ,BU01140802,1,38.0,185.0
5035,BU01140803,Emmen                                   ,Buurt     ,BU01140803,1,29.0,166.0
5036,BU01140804,Emmen                                   ,Buurt     ,BU01140804,1,19.0,85.0
5037,BU01140806,Emmen                                   ,Buurt     ,BU01140806,1,10.0,51.0
5038,BU01140807,Emmen                                   ,Buurt     ,BU01140807,1,8.0,41.0
5039,BU01140809,Emmen                                   ,Buurt     ,BU01140809,1,24.0,128.0
5040,WK011409  ,Emmen                                   ,Wijk      ,WK011409  ,1,267.0,1192.0
5041,BU01140900,Emmen                                   ,Buurt     ,BU01140900,1,241.0,1076.0
5042,BU01140901,Emmen                                   ,Buurt     ,BU01140901,1,,
5043,BU01140909,Emmen                                   ,Buurt     ,BU01140909,1,,
5044,WK011410  ,Emmen                                   ,Wijk      ,WK011410  ,1,942.0,3135.0
5045,BU01141000,Emmen                                   ,Buurt     ,BU01141000,1,778.0,2480.0
5046,BU01141001,Emmen                                   ,Buurt     ,BU01141001,1,17.0,90.0
5047,BU01141002,Emmen                                   ,Buurt     ,BU01141002,1,14.0,64.0
5048,BU01141003,Emmen                                   ,Buurt     ,BU01141003,1,107.0,365.0
5049,BU01141004,Emmen                                   ,Buurt     ,BU01141004,1,6.0,20.0
5050,BU01141009,Emmen                                   ,Buurt     ,BU01141009,1,20.0,117.0
5051,WK011413  ,Emmen                                   ,Wijk      ,WK011413  ,1,361.0,1216.0
5052,BU01141300,Emmen                                   ,Buurt     ,BU01141300,1,359.0,1207.0
5053,BU01141308,Emmen                                   ,Buurt     ,BU01141308,1,,
5054,BU01141309,Emmen                                   ,Buurt     ,BU01141309,1,,
5055,WK011421  ,Emmen                                   ,Wijk      ,WK011421  ,1,195.0,852.0
5056,BU01142100,Emmen                                   ,Buurt     ,BU01142100,1,139.0,487.0
5057,BU01142101,Emmen                                   ,Buurt     ,BU01142101,1,27.0,165.0
5058,BU01142102,Emmen                                   ,Buurt     ,BU01142102,1,25.0,178.0
5059,BU01142109,Emmen                                   ,Buurt     ,BU01142109,1,4.0,21.0
5060,WK011432  ,Emmen                                   ,Wijk      ,WK011432  ,1,257.0,903.0
5061,BU01143200,Emmen                                   ,Buurt     ,BU01143200,1,241.0,815.0
5062,BU01143201,Emmen                                   ,Buurt     ,BU01143201,1,13.0,71.0
5063,BU01143209,Emmen                                   ,Buurt     ,BU01143209,1,3.0,18.0
5064,WK011440  ,Emmen                                   ,Wijk      ,WK011440  ,1,212.0,710.0
5065,BU01144000,Emmen                                   ,Buurt     ,BU01144000,1,212.0,710.0
5066,WK011441  ,Emmen                                   ,Wijk      ,WK011441  ,1,362.0,1332.0
5067,BU01144100,Emmen                                   ,Buurt     ,BU01144100,1,231.0,733.0
5068,BU01144101,Emmen                                   ,Buurt     ,BU01144101,1,131.0,599.0
5069,WK011442  ,Emmen                                   ,Wijk      ,WK011442  ,1,416.0,1816.0
5070,BU01144200,Emmen                                   ,Buurt     ,BU01144200,1,416.0,1816.0
5071,WK011443  ,Emmen                                   ,Wijk      ,WK011443  ,1,510.0,2077.0
5072,BU01144300,Emmen                                   ,Buurt     ,BU01144300,1,510.0,2077.0
5073,WK011444  ,Emmen                                   ,Wijk      ,WK011444  ,1,795.0,3176.0
5074,BU01144400,Emmen                                   ,Buurt     ,BU01144400,1,795.0,3176.0
5075,WK011445  ,Emmen                                   ,Wijk      ,WK011445  ,1,131.0,623.0
5076,BU01144500,Emmen                                   ,Buurt     ,BU01144500,1,131.0,623.0
5077,WK011446  ,Emmen                                   ,Wijk      ,WK011446  ,1,1278.0,3770.0
5078,BU01144600,Emmen                                   ,Buurt     ,BU01144600,1,1278.0,3770.0
5079,WK011447  ,Emmen                                   ,Wijk      ,WK011447  ,1,1493.0,5332.0
5080,BU01144700,Emmen                                   ,Buurt     ,BU01144700,1,1493.0,5332.0
5081,WK011448  ,Emmen                                   ,Wijk      ,WK011448  ,1,405.0,1676.0
5082,BU01144800,Emmen                                   ,Buurt     ,BU01144800,1,405.0,1676.0
5083,WK011449  ,Emmen                                   ,Wijk      ,WK011449  ,1,314.0,1515.0
5084,BU01144900,Emmen                                   ,Buurt     ,BU01144900,1,314.0,1515.0
5085,WK011450  ,Emmen                                   ,Wijk      ,WK011450  ,1,393.0,1730.0
5086,BU01145000,Emmen                                   ,Buurt     ,BU01145000,1,393.0,1730.0
5087,WK011451  ,Emmen                                   ,Wijk      ,WK011451  ,1,185.0,895.0
5088,BU01145100,Emmen                                   ,Buurt     ,BU01145100,1,96.0,421.0
5089,BU01145101,Emmen                                   ,Buurt     ,BU01145101,1,14.0,84.0
5090,BU01145109,Emmen                                   ,Buurt     ,BU01145109,1,75.0,390.0
5091,WK011452  ,Emmen                                   ,Wijk      ,WK011452  ,1,209.0,1107.0
5092,BU01145200,Emmen                                   ,Buurt     ,BU01145200,1,145.0,722.0
5093,BU01145201,Emmen                                   ,Buurt     ,BU01145201,1,64.0,385.0
5094,WK011453  ,Emmen                                   ,Wijk      ,WK011453  ,1,3.0,12.0
5095,BU01145300,Emmen                                   ,Buurt     ,BU01145300,1,3.0,12.0
5096,BU01145301,Emmen                                   ,Buurt     ,BU01145301,1,0.0,0.0
5097,GM0388    ,Enkhuizen                               ,Gemeente  ,GM0388    ,.,1400.0,4447.0
5098,WK038800  ,Enkhuizen                               ,Wijk      ,WK038800  ,3,301.0,868.0
5099,BU03880001,Enkhuizen                               ,Buurt     ,BU03880001,3,79.0,242.0
5100,BU03880002,Enkhuizen                               ,Buurt     ,BU03880002,3,74.0,260.0
5101,BU03880003,Enkhuizen                               ,Buurt     ,BU03880003,3,60.0,154.0
5102,BU03880004,Enkhuizen                               ,Buurt     ,BU03880004,3,88.0,212.0
5103,WK038801  ,Enkhuizen                               ,Wijk      ,WK038801  ,3,1052.0,3386.0
5104,BU03880101,Enkhuizen                               ,Buurt     ,BU03880101,3,394.0,1404.0
5105,BU03880102,Enkhuizen                               ,Buurt     ,BU03880102,3,,
5106,BU03880103,Enkhuizen                               ,Buurt     ,BU03880103,3,41.0,136.0
5107,BU03880104,Enkhuizen                               ,Buurt     ,BU03880104,3,165.0,565.0
5108,BU03880105,Enkhuizen                               ,Buurt     ,BU03880105,3,234.0,625.0
5109,BU03880106,Enkhuizen                               ,Buurt     ,BU03880106,3,190.0,545.0
5110,BU03880107,Enkhuizen                               ,Buurt     ,BU03880107,3,,
