ID,Populatie,Geslacht,Persoonskenmerken,Marges,Perioden,Verkeersdeelname_1,GebruikVanHetOpenbaarVervoer_2
0,A048710,T001038,T009002,MW00000,2018JJ00,82.9,8.6
1,A048710,T001038,T009002,MW00000,2019JJ00,81.9,8.6
2,A048710,T001038,T009002,MW00000,2020JJ00,73.8,3.9
3,A048710,T001038,T009002,MW00000,2021JJ00,78.1,4.2
4,A048710,T001038,T009002,MW00000,2022JJ00,79.7,6.1
5,A048710,T001038,T009002,MW00000,2023JJ00,80.4,7.0
6,A048710,T001038,T009002,MOG0095,2018JJ00,82.5,8.3
7,A048710,T001038,T009002,MOG0095,2019JJ00,81.5,8.3
8,A048710,T001038,T009002,MOG0095,2020JJ00,73.4,3.8
9,A048710,T001038,T009002,MOG0095,2021JJ00,77.8,4.1
10,A048710,T001038,T009002,MOG0095,2022JJ00,79.3,5.9
11,A048710,T001038,T009002,MOG0095,2023JJ00,80.0,6.8
12,A048710,T001038,T009002,MBG0095,2018JJ00,83.3,8.9
13,A048710,T001038,T009002,MBG0095,2019JJ00,82.4,8.8
14,A048710,T001038,T009002,MBG0095,2020JJ00,74.2,4.1
15,A048710,T001038,T009002,MBG0095,2021JJ00,78.5,4.4
16,A048710,T001038,T009002,MBG0095,2022JJ00,80.2,6.3
17,A048710,T001038,T009002,MBG0095,2023JJ00,80.8,7.2
18,A048710,T001038,51511  ,MW00000,2018JJ00,90.6,2.1
19,A048710,T001038,51511  ,MW00000,2019JJ00,88.9,1.6
20,A048710,T001038,51511  ,MW00000,2020JJ00,80.0,
21,A048710,T001038,51511  ,MW00000,2021JJ00,85.6,
22,A048710,T001038,51511  ,MW00000,2022JJ00,85.2,1.6
23,A048710,T001038,51511  ,MW00000,2023JJ00,85.8,2.0
24,A048710,T001038,51511  ,MOG0095,2018JJ00,89.4,1.6
25,A048710,T001038,51511  ,MOG0095,2019JJ00,87.4,1.2
26,A048710,T001038,51511  ,MOG0095,2020JJ00,78.5,
27,A048710,T001038,51511  ,MOG0095,2021JJ00,84.3,
28,A048710,T001038,51511  ,MOG0095,2022JJ00,83.4,1.2
29,A048710,T001038,51511  ,MOG0095,2023JJ00,84.2,1.5
30,A048710,T001038,51511  ,MBG0095,2018JJ00,91.6,2.7
31,A048710,T001038,51511  ,MBG0095,2019JJ00,90.3,2.1
32,A048710,T001038,51511  ,MBG0095,2020JJ00,81.4,
33,A048710,T001038,51511  ,MBG0095,2021JJ00,86.9,
34,A048710,T001038,51511  ,MBG0095,2022JJ00,86.8,2.2
35,A048710,T001038,51511  ,MBG0095,2023JJ00,87.3,2.6
36,A048710,T001038,52020  ,MW00000,2018JJ00,86.3,11.7
37,A048710,T001038,52020  ,MW00000,2019JJ00,86.4,10.7
38,A048710,T001038,52020  ,MW00000,2020JJ00,73.5,6.3
39,A048710,T001038,52020  ,MW00000,2021JJ00,79.0,6.3
40,A048710,T001038,52020  ,MW00000,2022JJ00,82.9,9.2
41,A048710,T001038,52020  ,MW00000,2023JJ00,83.6,9.4
42,A048710,T001038,52020  ,MOG0095,2018JJ00,85.0,10.7
43,A048710,T001038,52020  ,MOG0095,2019JJ00,84.9,9.7
44,A048710,T001038,52020  ,MOG0095,2020JJ00,72.0,5.5
45,A048710,T001038,52020  ,MOG0095,2021JJ00,77.6,5.5
46,A048710,T001038,52020  ,MOG0095,2022JJ00,81.3,8.3
47,A048710,T001038,52020  ,MOG0095,2023JJ00,82.2,8.5
48,A048710,T001038,52020  ,MBG0095,2018JJ00,87.5,12.7
49,A048710,T001038,52020  ,MBG0095,2019JJ00,87.8,11.9
50,A048710,T001038,52020  ,MBG0095,2020JJ00,75.0,7.1
51,A048710,T001038,52020  ,MBG0095,2021JJ00,80.3,7.1
52,A048710,T001038,52020  ,MBG0095,2022JJ00,84.4,10.2
53,A048710,T001038,52020  ,MBG0095,2023JJ00,85.0,10.4
54,A048710,T001038,53105  ,MW00000,2018JJ00,86.8,23.8
55,A048710,T001038,53105  ,MW00000,2019JJ00,84.6,24.0
56,A048710,T001038,53105  ,MW00000,2020JJ00,74.6,11.9
57,A048710,T001038,53105  ,MW00000,2021JJ00,78.3,14.5
58,A048710,T001038,53105  ,MW00000,2022JJ00,81.2,18.4
59,A048710,T001038,53105  ,MW00000,2023JJ00,81.3,20.7
60,A048710,T001038,53105  ,MOG0095,2018JJ00,85.4,22.5
61,A048710,T001038,53105  ,MOG0095,2019JJ00,83.1,22.6
62,A048710,T001038,53105  ,MOG0095,2020JJ00,73.2,11.0
63,A048710,T001038,53105  ,MOG0095,2021JJ00,77.0,13.6
64,A048710,T001038,53105  ,MOG0095,2022JJ00,79.8,17.3
65,A048710,T001038,53105  ,MOG0095,2023JJ00,80.0,19.5
66,A048710,T001038,53105  ,MBG0095,2018JJ00,88.0,25.2
67,A048710,T001038,53105  ,MBG0095,2019JJ00,86.0,25.4
68,A048710,T001038,53105  ,MBG0095,2020JJ00,75.9,12.8
69,A048710,T001038,53105  ,MBG0095,2021JJ00,79.4,15.5
70,A048710,T001038,53105  ,MBG0095,2022JJ00,82.5,19.5
71,A048710,T001038,53105  ,MBG0095,2023JJ00,82.7,21.9
72,A048710,T001038,53500  ,MW00000,2018JJ00,88.6,13.4
73,A048710,T001038,53500  ,MW00000,2019JJ00,86.6,13.4
74,A048710,T001038,53500  ,MW00000,2020JJ00,77.2,6.0
75,A048710,T001038,53500  ,MW00000,2021JJ00,80.3,6.5
76,A048710,T001038,53500  ,MW00000,2022JJ00,81.3,9.6
77,A048710,T001038,53500  ,MW00000,2023JJ00,82.9,10.7
78,A048710,T001038,53500  ,MOG0095,2018JJ00,87.6,12.5
79,A048710,T001038,53500  ,MOG0095,2019JJ00,85.5,12.5
80,A048710,T001038,53500  ,MOG0095,2020JJ00,76.2,5.4
81,A048710,T001038,53500  ,MOG0095,2021JJ00,79.4,6.0
82,A048710,T001038,53500  ,MOG0095,2022JJ00,80.2,8.9
83,A048710,T001038,53500  ,MOG0095,2023JJ00,81.8,10.0
84,A048710,T001038,53500  ,MBG0095,2018JJ00,89.6,14.3
85,A048710,T001038,53500  ,MBG0095,2019JJ00,87.7,14.3
86,A048710,T001038,53500  ,MBG0095,2020JJ00,78.2,6.5
87,A048710,T001038,53500  ,MBG0095,2021JJ00,81.3,7.0
88,A048710,T001038,53500  ,MBG0095,2022JJ00,82.4,10.3
89,A048710,T001038,53500  ,MBG0095,2023JJ00,83.9,11.4
90,A048710,T001038,53705  ,MW00000,2018JJ00,86.7,7.1
91,A048710,T001038,53705  ,MW00000,2019JJ00,86.7,7.5
92,A048710,T001038,53705  ,MW00000,2020JJ00,78.7,3.2
93,A048710,T001038,53705  ,MW00000,2021JJ00,81.2,3.2
94,A048710,T001038,53705  ,MW00000,2022JJ00,82.7,4.8
95,A048710,T001038,53705  ,MW00000,2023JJ00,84.6,6.1
96,A048710,T001038,53705  ,MOG0095,2018JJ00,85.8,6.6
97,A048710,T001038,53705  ,MOG0095,2019JJ00,85.8,6.9
98,A048710,T001038,53705  ,MOG0095,2020JJ00,77.9,2.9
99,A048710,T001038,53705  ,MOG0095,2021JJ00,80.4,2.9
100,A048710,T001038,53705  ,MOG0095,2022JJ00,81.8,4.4
101,A048710,T001038,53705  ,MOG0095,2023JJ00,83.7,5.6
102,A048710,T001038,53705  ,MBG0095,2018JJ00,87.5,7.7
103,A048710,T001038,53705  ,MBG0095,2019JJ00,87.6,8.1
104,A048710,T001038,53705  ,MBG0095,2020JJ00,79.5,3.6
105,A048710,T001038,53705  ,MBG0095,2021JJ00,82.0,3.5
106,A048710,T001038,53705  ,MBG0095,2022JJ00,83.6,5.3
107,A048710,T001038,53705  ,MBG0095,2023JJ00,85.4,6.5
108,A048710,T001038,53850  ,MW00000,2018JJ00,83.5,6.0
109,A048710,T001038,53850  ,MW00000,2019JJ00,82.9,6.0
110,A048710,T001038,53850  ,MW00000,2020JJ00,76.8,2.5
111,A048710,T001038,53850  ,MW00000,2021JJ00,80.7,2.4
112,A048710,T001038,53850  ,MW00000,2022JJ00,81.6,3.8
113,A048710,T001038,53850  ,MW00000,2023JJ00,81.7,4.3
114,A048710,T001038,53850  ,MOG0095,2018JJ00,82.6,5.6
115,A048710,T001038,53850  ,MOG0095,2019JJ00,81.9,5.6
116,A048710,T001038,53850  ,MOG0095,2020JJ00,76.0,2.2
117,A048710,T001038,53850  ,MOG0095,2021JJ00,79.9,2.2
118,A048710,T001038,53850  ,MOG0095,2022JJ00,80.7,3.5
119,A048710,T001038,53850  ,MOG0095,2023JJ00,80.8,4.0
120,A048710,T001038,53850  ,MBG0095,2018JJ00,84.3,6.5
121,A048710,T001038,53850  ,MBG0095,2019JJ00,83.8,6.5
122,A048710,T001038,53850  ,MBG0095,2020JJ00,77.6,2.8
123,A048710,T001038,53850  ,MBG0095,2021JJ00,81.5,2.7
124,A048710,T001038,53850  ,MBG0095,2022JJ00,82.4,4.2
125,A048710,T001038,53850  ,MBG0095,2023JJ00,82.5,4.7
126,A048710,T001038,53925  ,MW00000,2018JJ00,74.9,4.2
127,A048710,T001038,53925  ,MW00000,2019JJ00,73.5,4.2
128,A048710,T001038,53925  ,MW00000,2020JJ00,67.8,1.6
129,A048710,T001038,53925  ,MW00000,2021JJ00,74.3,1.8
130,A048710,T001038,53925  ,MW00000,2022JJ00,76.7,2.2
131,A048710,T001038,53925  ,MW00000,2023JJ00,76.8,3.1
132,A048710,T001038,53925  ,MOG0095,2018JJ00,73.5,3.6
133,A048710,T001038,53925  ,MOG0095,2019JJ00,72.1,3.6
134,A048710,T001038,53925  ,MOG0095,2020JJ00,66.6,1.3
135,A048710,T001038,53925  ,MOG0095,2021JJ00,73.2,1.5
136,A048710,T001038,53925  ,MOG0095,2022JJ00,75.5,1.9
137,A048710,T001038,53925  ,MOG0095,2023JJ00,75.7,2.7
138,A048710,T001038,53925  ,MBG0095,2018JJ00,76.2,4.9
139,A048710,T001038,53925  ,MBG0095,2019JJ00,74.8,4.8
140,A048710,T001038,53925  ,MBG0095,2020JJ00,69.0,1.9
141,A048710,T001038,53925  ,MBG0095,2021JJ00,75.4,2.1
142,A048710,T001038,53925  ,MBG0095,2022JJ00,77.8,2.6
143,A048710,T001038,53925  ,MBG0095,2023JJ00,77.9,3.6
144,A048710,T001038,21600  ,MW00000,2018JJ00,59.8,3.2
145,A048710,T001038,21600  ,MW00000,2019JJ00,59.4,2.9
146,A048710,T001038,21600  ,MW00000,2020JJ00,51.6,1.1
147,A048710,T001038,21600  ,MW00000,2021JJ00,59.7,1.2
148,A048710,T001038,21600  ,MW00000,2022JJ00,62.6,1.8
149,A048710,T001038,21600  ,MW00000,2023JJ00,62.5,2.2
150,A048710,T001038,21600  ,MOG0095,2018JJ00,58.1,2.6
151,A048710,T001038,21600  ,MOG0095,2019JJ00,57.8,2.4
152,A048710,T001038,21600  ,MOG0095,2020JJ00,50.2,0.8
153,A048710,T001038,21600  ,MOG0095,2021JJ00,58.4,0.9
154,A048710,T001038,21600  ,MOG0095,2022JJ00,61.3,1.5
155,A048710,T001038,21600  ,MOG0095,2023JJ00,61.2,1.9
156,A048710,T001038,21600  ,MBG0095,2018JJ00,61.5,3.9
157,A048710,T001038,21600  ,MBG0095,2019JJ00,61.0,3.5
158,A048710,T001038,21600  ,MBG0095,2020JJ00,52.9,1.4
159,A048710,T001038,21600  ,MBG0095,2021JJ00,61.0,1.5
160,A048710,T001038,21600  ,MBG0095,2022JJ00,64.0,2.2
161,A048710,T001038,21600  ,MBG0095,2023JJ00,63.7,2.6
162,A048710,T001038,1012600,MW00000,2018JJ00,84.5,7.1
163,A048710,T001038,1012600,MW00000,2019JJ00,83.7,7.0
164,A048710,T001038,1012600,MW00000,2020JJ00,77.0,3.2
165,A048710,T001038,1012600,MW00000,2021JJ00,80.5,3.3
166,A048710,T001038,1012600,MW00000,2022JJ00,82.2,4.6
167,A048710,T001038,1012600,MW00000,2023JJ00,,
168,A048710,T001038,1012600,MOG0095,2018JJ00,84.0,6.8
169,A048710,T001038,1012600,MOG0095,2019JJ00,83.2,6.8
170,A048710,T001038,1012600,MOG0095,2020JJ00,76.6,3.0
171,A048710,T001038,1012600,MOG0095,2021JJ00,80.1,3.1
172,A048710,T001038,1012600,MOG0095,2022JJ00,81.8,4.4
173,A048710,T001038,1012600,MOG0095,2023JJ00,,
174,A048710,T001038,1012600,MBG0095,2018JJ00,84.9,7.3
175,A048710,T001038,1012600,MBG0095,2019JJ00,84.2,7.3
176,A048710,T001038,1012600,MBG0095,2020JJ00,77.5,3.3
177,A048710,T001038,1012600,MBG0095,2021JJ00,80.9,3.4
178,A048710,T001038,1012600,MBG0095,2022JJ00,82.7,4.8
179,A048710,T001038,1012600,MBG0095,2023JJ00,,
180,A048710,T001038,2012655,MW00000,2018JJ00,80.9,11.0
181,A048710,T001038,2012655,MW00000,2019JJ00,78.5,11.5
182,A048710,T001038,2012655,MW00000,2020JJ00,67.9,5.1
183,A048710,T001038,2012655,MW00000,2021JJ00,73.7,4.8
184,A048710,T001038,2012655,MW00000,2022JJ00,74.5,8.4
185,A048710,T001038,2012655,MW00000,2023JJ00,,
186,A048710,T001038,2012655,MOG0095,2018JJ00,79.5,10.0
187,A048710,T001038,2012655,MOG0095,2019JJ00,77.0,10.5
188,A048710,T001038,2012655,MOG0095,2020JJ00,66.6,4.5
189,A048710,T001038,2012655,MOG0095,2021JJ00,72.4,4.3
190,A048710,T001038,2012655,MOG0095,2022JJ00,73.1,7.6
191,A048710,T001038,2012655,MOG0095,2023JJ00,,
192,A048710,T001038,2012655,MBG0095,2018JJ00,82.3,12.0
193,A048710,T001038,2012655,MBG0095,2019JJ00,80.0,12.5
194,A048710,T001038,2012655,MBG0095,2020JJ00,69.2,5.7
195,A048710,T001038,2012655,MBG0095,2021JJ00,74.9,5.4
196,A048710,T001038,2012655,MBG0095,2022JJ00,75.9,9.2
197,A048710,T001038,2012655,MBG0095,2023JJ00,,
198,A048710,T001038,2012657,MW00000,2018JJ00,75.5,16.0
199,A048710,T001038,2012657,MW00000,2019JJ00,74.3,15.1
200,A048710,T001038,2012657,MW00000,2020JJ00,60.3,7.3
201,A048710,T001038,2012657,MW00000,2021JJ00,68.7,9.1
202,A048710,T001038,2012657,MW00000,2022JJ00,71.0,11.8
203,A048710,T001038,2012657,MW00000,2023JJ00,,
204,A048710,T001038,2012657,MOG0095,2018JJ00,74.2,14.9
205,A048710,T001038,2012657,MOG0095,2019JJ00,73.0,14.1
206,A048710,T001038,2012657,MOG0095,2020JJ00,59.2,6.7
207,A048710,T001038,2012657,MOG0095,2021JJ00,67.6,8.5
208,A048710,T001038,2012657,MOG0095,2022JJ00,69.8,11.1
209,A048710,T001038,2012657,MOG0095,2023JJ00,,
210,A048710,T001038,2012657,MBG0095,2018JJ00,76.8,17.0
211,A048710,T001038,2012657,MBG0095,2019JJ00,75.6,16.1
212,A048710,T001038,2012657,MBG0095,2020JJ00,61.5,8.0
213,A048710,T001038,2012657,MBG0095,2021JJ00,69.8,9.8
214,A048710,T001038,2012657,MBG0095,2022JJ00,72.2,12.6
215,A048710,T001038,2012657,MBG0095,2023JJ00,,
216,A048710,T001038,1014752,MW00000,2018JJ00,77.1,12.5
217,A048710,T001038,1014752,MW00000,2019JJ00,74.1,12.1
218,A048710,T001038,1014752,MW00000,2020JJ00,62.8,5.6
219,A048710,T001038,1014752,MW00000,2021JJ00,70.0,7.0
220,A048710,T001038,1014752,MW00000,2022JJ00,72.6,9.5
221,A048710,T001038,1014752,MW00000,2023JJ00,72.4,10.3
222,A048710,T001038,1014752,MOG0095,2018JJ00,75.9,11.6
223,A048710,T001038,1014752,MOG0095,2019JJ00,72.8,11.3
224,A048710,T001038,1014752,MOG0095,2020JJ00,61.6,5.1
225,A048710,T001038,1014752,MOG0095,2021JJ00,68.9,6.5
226,A048710,T001038,1014752,MOG0095,2022JJ00,71.4,8.8
227,A048710,T001038,1014752,MOG0095,2023JJ00,71.3,9.6
228,A048710,T001038,1014752,MBG0095,2018JJ00,78.3,13.4
229,A048710,T001038,1014752,MBG0095,2019JJ00,75.4,13.0
230,A048710,T001038,1014752,MBG0095,2020JJ00,63.9,6.2
231,A048710,T001038,1014752,MBG0095,2021JJ00,71.0,7.6
232,A048710,T001038,1014752,MBG0095,2022JJ00,73.8,10.2
233,A048710,T001038,1014752,MBG0095,2023JJ00,73.5,11.1
234,A048710,T001038,1014753,MW00000,2018JJ00,76.6,7.4
235,A048710,T001038,1014753,MW00000,2019JJ00,76.3,7.2
236,A048710,T001038,1014753,MW00000,2020JJ00,67.1,3.5
237,A048710,T001038,1014753,MW00000,2021JJ00,73.3,4.3
238,A048710,T001038,1014753,MW00000,2022JJ00,75.8,5.6
239,A048710,T001038,1014753,MW00000,2023JJ00,75.2,6.2
240,A048710,T001038,1014753,MOG0095,2018JJ00,75.5,6.8
241,A048710,T001038,1014753,MOG0095,2019JJ00,75.2,6.6
242,A048710,T001038,1014753,MOG0095,2020JJ00,66.1,3.2
243,A048710,T001038,1014753,MOG0095,2021JJ00,72.3,3.9
244,A048710,T001038,1014753,MOG0095,2022JJ00,74.8,5.1
245,A048710,T001038,1014753,MOG0095,2023JJ00,74.2,5.7
246,A048710,T001038,1014753,MBG0095,2018JJ00,77.6,8.0
247,A048710,T001038,1014753,MBG0095,2019JJ00,77.3,7.8
248,A048710,T001038,1014753,MBG0095,2020JJ00,68.0,3.9
249,A048710,T001038,1014753,MBG0095,2021JJ00,74.2,4.7
250,A048710,T001038,1014753,MBG0095,2022JJ00,76.8,6.2
251,A048710,T001038,1014753,MBG0095,2023JJ00,76.2,6.8
252,A048710,T001038,1014754,MW00000,2018JJ00,85.3,7.7
253,A048710,T001038,1014754,MW00000,2019JJ00,83.7,8.1
254,A048710,T001038,1014754,MW00000,2020JJ00,75.9,3.8
255,A048710,T001038,1014754,MW00000,2021JJ00,80.0,3.8
256,A048710,T001038,1014754,MW00000,2022JJ00,81.8,5.0
257,A048710,T001038,1014754,MW00000,2023JJ00,82.4,5.5
258,A048710,T001038,1014754,MOG0095,2018JJ00,84.4,7.1
259,A048710,T001038,1014754,MOG0095,2019JJ00,82.8,7.5
260,A048710,T001038,1014754,MOG0095,2020JJ00,75.0,3.4
261,A048710,T001038,1014754,MOG0095,2021JJ00,79.2,3.5
262,A048710,T001038,1014754,MOG0095,2022JJ00,80.9,4.6
263,A048710,T001038,1014754,MOG0095,2023JJ00,81.6,5.1
264,A048710,T001038,1014754,MBG0095,2018JJ00,86.1,8.3
265,A048710,T001038,1014754,MBG0095,2019JJ00,84.6,8.7
266,A048710,T001038,1014754,MBG0095,2020JJ00,76.7,4.2
267,A048710,T001038,1014754,MBG0095,2021JJ00,80.8,4.2
268,A048710,T001038,1014754,MBG0095,2022JJ00,82.6,5.5
269,A048710,T001038,1014754,MBG0095,2023JJ00,83.3,6.0
270,A048710,T001038,1014755,MW00000,2018JJ00,86.8,7.5
271,A048710,T001038,1014755,MW00000,2019JJ00,86.3,8.1
272,A048710,T001038,1014755,MW00000,2020JJ00,79.5,3.3
273,A048710,T001038,1014755,MW00000,2021JJ00,82.6,3.3
274,A048710,T001038,1014755,MW00000,2022JJ00,83.8,5.3
275,A048710,T001038,1014755,MW00000,2023JJ00,84.9,5.9
276,A048710,T001038,1014755,MOG0095,2018JJ00,86.0,7.0
277,A048710,T001038,1014755,MOG0095,2019JJ00,85.5,7.5
278,A048710,T001038,1014755,MOG0095,2020JJ00,78.8,3.0
279,A048710,T001038,1014755,MOG0095,2021JJ00,81.9,3.0
280,A048710,T001038,1014755,MOG0095,2022JJ00,83.0,4.9
281,A048710,T001038,1014755,MOG0095,2023JJ00,84.1,5.4
282,A048710,T001038,1014755,MBG0095,2018JJ00,87.5,8.0
283,A048710,T001038,1014755,MBG0095,2019JJ00,87.1,8.7
284,A048710,T001038,1014755,MBG0095,2020JJ00,80.3,3.7
285,A048710,T001038,1014755,MBG0095,2021JJ00,83.3,3.6
286,A048710,T001038,1014755,MBG0095,2022JJ00,84.6,5.7
287,A048710,T001038,1014755,MBG0095,2023JJ00,85.6,6.3
288,A048710,T001038,1014756,MW00000,2018JJ00,86.6,8.1
289,A048710,T001038,1014756,MW00000,2019JJ00,86.3,7.6
290,A048710,T001038,1014756,MW00000,2020JJ00,80.0,3.4
291,A048710,T001038,1014756,MW00000,2021JJ00,81.7,3.1
292,A048710,T001038,1014756,MW00000,2022JJ00,82.8,5.0
293,A048710,T001038,1014756,MW00000,2023JJ00,84.2,6.6
294,A048710,T001038,1014756,MOG0095,2018JJ00,85.8,7.6
295,A048710,T001038,1014756,MOG0095,2019JJ00,85.4,7.1
296,A048710,T001038,1014756,MOG0095,2020JJ00,79.3,3.1
297,A048710,T001038,1014756,MOG0095,2021JJ00,81.0,2.9
298,A048710,T001038,1014756,MOG0095,2022JJ00,81.9,4.6
299,A048710,T001038,1014756,MOG0095,2023JJ00,83.4,6.2
300,A048710,T001038,1014756,MBG0095,2018JJ00,87.4,8.7
301,A048710,T001038,1014756,MBG0095,2019JJ00,87.2,8.1
302,A048710,T001038,1014756,MBG0095,2020JJ00,80.7,3.7
303,A048710,T001038,1014756,MBG0095,2021JJ00,82.5,3.4
304,A048710,T001038,1014756,MBG0095,2022JJ00,83.6,5.4
305,A048710,T001038,1014756,MBG0095,2023JJ00,84.9,7.0
306,A048710,T001038,2030530,MW00000,2018JJ00,88.7,40.7
307,A048710,T001038,2030530,MW00000,2019JJ00,86.7,41.1
308,A048710,T001038,2030530,MW00000,2020JJ00,73.5,18.6
309,A048710,T001038,2030530,MW00000,2021JJ00,79.6,23.7
310,A048710,T001038,2030530,MW00000,2022JJ00,83.8,30.2
311,A048710,T001038,2030530,MW00000,2023JJ00,83.6,33.3
312,A048710,T001038,2030530,MOG0095,2018JJ00,87.0,38.7
313,A048710,T001038,2030530,MOG0095,2019JJ00,84.8,38.9
314,A048710,T001038,2030530,MOG0095,2020JJ00,71.7,17.1
315,A048710,T001038,2030530,MOG0095,2021JJ00,78.1,22.2
316,A048710,T001038,2030530,MOG0095,2022JJ00,82.0,28.5
317,A048710,T001038,2030530,MOG0095,2023JJ00,81.9,31.4
318,A048710,T001038,2030530,MBG0095,2018JJ00,90.2,42.9
319,A048710,T001038,2030530,MBG0095,2019JJ00,88.4,43.4
320,A048710,T001038,2030530,MBG0095,2020JJ00,75.2,20.2
321,A048710,T001038,2030530,MBG0095,2021JJ00,81.1,25.3
322,A048710,T001038,2030530,MBG0095,2022JJ00,85.4,32.0
323,A048710,T001038,2030530,MBG0095,2023JJ00,85.2,35.2
324,A048710,T001038,2030540,MW00000,2018JJ00,94.1,17.2
325,A048710,T001038,2030540,MW00000,2019JJ00,89.0,19.4
326,A048710,T001038,2030540,MW00000,2020JJ00,81.8,
327,A048710,T001038,2030540,MW00000,2021JJ00,82.4,16.1
328,A048710,T001038,2030540,MW00000,2022JJ00,88.7,19.2
329,A048710,T001038,2030540,MW00000,2023JJ00,86.2,19.8
330,A048710,T001038,2030540,MOG0095,2018JJ00,88.0,12.7
331,A048710,T001038,2030540,MOG0095,2019JJ00,83.9,14.6
332,A048710,T001038,2030540,MOG0095,2020JJ00,76.5,
333,A048710,T001038,2030540,MOG0095,2021JJ00,77.3,12.3
334,A048710,T001038,2030540,MOG0095,2022JJ00,82.6,14.6
335,A048710,T001038,2030540,MOG0095,2023JJ00,78.5,15.0
336,A048710,T001038,2030540,MBG0095,2018JJ00,97.2,22.8
337,A048710,T001038,2030540,MBG0095,2019JJ00,92.6,25.4
338,A048710,T001038,2030540,MBG0095,2020JJ00,86.1,
339,A048710,T001038,2030540,MBG0095,2021JJ00,86.6,20.8
340,A048710,T001038,2030540,MBG0095,2022JJ00,92.8,24.9
341,A048710,T001038,2030540,MBG0095,2023JJ00,91.5,25.6
342,A048710,T001038,2030550,MW00000,2018JJ00,82.6,7.1
343,A048710,T001038,2030550,MW00000,2019JJ00,81.7,7.0
344,A048710,T001038,2030550,MW00000,2020JJ00,73.8,3.2
345,A048710,T001038,2030550,MW00000,2021JJ00,78.0,3.2
346,A048710,T001038,2030550,MW00000,2022JJ00,79.5,4.8
347,A048710,T001038,2030550,MW00000,2023JJ00,80.2,5.7
348,A048710,T001038,2030550,MOG0095,2018JJ00,82.2,6.9
349,A048710,T001038,2030550,MOG0095,2019JJ00,81.3,6.8
350,A048710,T001038,2030550,MOG0095,2020JJ00,73.4,3.0
351,A048710,T001038,2030550,MOG0095,2021JJ00,77.7,3.1
352,A048710,T001038,2030550,MOG0095,2022JJ00,79.1,4.6
353,A048710,T001038,2030550,MOG0095,2023JJ00,79.8,5.5
354,A048710,T001038,2030550,MBG0095,2018JJ00,83.1,7.4
355,A048710,T001038,2030550,MBG0095,2019JJ00,82.1,7.3
356,A048710,T001038,2030550,MBG0095,2020JJ00,74.2,3.4
357,A048710,T001038,2030550,MBG0095,2021JJ00,78.4,3.4
358,A048710,T001038,2030550,MBG0095,2022JJ00,79.9,5.0
359,A048710,T001038,2030550,MBG0095,2023JJ00,80.6,6.0
360,A048710,T001038,2018700,MW00000,2018JJ00,73.6,5.9
361,A048710,T001038,2018700,MW00000,2019JJ00,72.0,5.5
362,A048710,T001038,2018700,MW00000,2020JJ00,63.7,2.9
363,A048710,T001038,2018700,MW00000,2021JJ00,70.5,3.2
364,A048710,T001038,2018700,MW00000,2022JJ00,72.8,4.5
365,A048710,T001038,2018700,MW00000,2023JJ00,72.0,4.8
366,A048710,T001038,2018700,MOG0095,2018JJ00,72.6,5.4
367,A048710,T001038,2018700,MOG0095,2019JJ00,71.0,5.0
368,A048710,T001038,2018700,MOG0095,2020JJ00,62.8,2.6
369,A048710,T001038,2018700,MOG0095,2021JJ00,69.6,2.9
370,A048710,T001038,2018700,MOG0095,2022JJ00,71.9,4.1
371,A048710,T001038,2018700,MOG0095,2023JJ00,71.1,4.4
372,A048710,T001038,2018700,MBG0095,2018JJ00,74.5,6.4
373,A048710,T001038,2018700,MBG0095,2019JJ00,73.0,5.9
374,A048710,T001038,2018700,MBG0095,2020JJ00,64.7,3.2
375,A048710,T001038,2018700,MBG0095,2021JJ00,71.4,3.6
376,A048710,T001038,2018700,MBG0095,2022JJ00,73.7,4.9
377,A048710,T001038,2018700,MBG0095,2023JJ00,72.9,5.2
378,A048710,T001038,2018740,MW00000,2018JJ00,86.0,9.5
379,A048710,T001038,2018740,MW00000,2019JJ00,85.2,9.3
380,A048710,T001038,2018740,MW00000,2020JJ00,77.1,4.3
381,A048710,T001038,2018740,MW00000,2021JJ00,80.6,5.3
382,A048710,T001038,2018740,MW00000,2022JJ00,82.3,6.8
383,A048710,T001038,2018740,MW00000,2023JJ00,82.6,7.2
384,A048710,T001038,2018740,MOG0095,2018JJ00,85.3,9.0
385,A048710,T001038,2018740,MOG0095,2019JJ00,84.5,8.8
386,A048710,T001038,2018740,MOG0095,2020JJ00,76.4,4.0
387,A048710,T001038,2018740,MOG0095,2021JJ00,79.9,5.0
388,A048710,T001038,2018740,MOG0095,2022JJ00,81.6,6.4
389,A048710,T001038,2018740,MOG0095,2023JJ00,81.9,6.8
390,A048710,T001038,2018740,MBG0095,2018JJ00,86.7,10.0
391,A048710,T001038,2018740,MBG0095,2019JJ00,86.0,9.8
392,A048710,T001038,2018740,MBG0095,2020JJ00,77.8,4.6
393,A048710,T001038,2018740,MBG0095,2021JJ00,81.2,5.7
394,A048710,T001038,2018740,MBG0095,2022JJ00,83.0,7.2
395,A048710,T001038,2018740,MBG0095,2023JJ00,83.3,7.6
396,A048710,T001038,2018790,MW00000,2018JJ00,87.2,11.3
397,A048710,T001038,2018790,MW00000,2019JJ00,86.5,11.8
398,A048710,T001038,2018790,MW00000,2020JJ00,79.2,4.8
399,A048710,T001038,2018790,MW00000,2021JJ00,81.4,4.6
